-0.0033545+0.0014593i,-0.002374+0.00049266i,-0.0021146+0.0010672i,-0.001765+0.0019106i,-0.00092521+0.002802i,-0.00010779+0.001975i,0.00029035+0.0013923i,0.00038303+0.0015894i,0.00070698+0.0010641i,0.00097537+1.1712e-06i,0.00068337-2.2608e-06i,0.00023801+5.183e-07i,4.8814e-05-0.00026793i,0.00021555-0.00066084i,0.00024302-0.00064922i,0.00055317+4.4413e-05i,0.00075348+0.00032049i,0.0006935-6.3947e-05i,0.00078698-0.00028962i,0.00017327-0.00035222i,-0.00056546-1.2769e-06i,-0.0007796+1.3496e-05i,-0.00039207-0.00061499i
0.0034434+0.00079292i,0.0089616-0.0037789i,0.024891-0.013579i,0.05287-0.038815i,0.083737-0.087672i,0.086106-0.12643i,0.057941-0.10705i,0.033565-0.054089i,0.018125-0.018849i,0.0044812-0.0041492i,-0.0014262+0.0060776i,0.0012219+0.010897i,0.0030617+0.010059i,-2.9554e-06+0.0088464i,-0.0033853+0.0096268i,-0.0018306+0.011312i,0.0021381+0.0095445i,0.0043007+0.0051902i,0.0049817-5.9225e-05i,0.0040576-0.0041766i,0.0021151-0.0034242i,0.00030233+0.00029782i,-0.0004637+0.002255i
-0.00076158+0.0031937i,-0.0042485+0.00045604i,-0.010761-0.013157i,-0.033826-0.048404i,-0.088241-0.095546i,-0.12992-0.11316i,-0.10937-0.085994i,-0.057554-0.046476i,-0.022131-0.018648i,-0.0071232-0.00013561i,0.0038487+0.0064603i,0.01041+0.0030264i,0.00928+0.00019661i,0.0063496+0.0018602i,0.0043879+0.0046473i,0.0050906+0.0042945i,0.0068546+0.0015474i,0.0065208-0.0017111i,0.0031176-0.0042269i,-0.0015236-0.0049279i,-0.0035254-0.0031979i,-0.0025903+7.9877e-05i,-0.0007171+0.0020263i
0.00023457+0.00077278i,-0.004771+0.0008802i,-0.018276+0.0003722i,-0.048107+0.018398i,-0.083662+0.071227i,-0.10215+0.11712i,-0.083106+0.10511i,-0.043536+0.054372i,-0.016999+0.017642i,0.00081634+0.0044677i,0.010844-0.0050891i,0.0081064-0.011204i,0.0029392-0.0095322i,0.0039508-0.0034968i,0.0074261-3.6115e-05i,0.0077585-0.0020618i,0.0040731-0.0049569i,-3.1183e-05-0.0057489i,-0.0029492-0.0042677i,-0.0052194-0.0017803i,-0.0051712+0.00032401i,-0.0013031+0.00037831i,0.0019503-0.00059072i
0.0041819+0.0028608i,0.0040727+0.0099199i,0.0023046+0.027732i,0.0093846+0.061942i,0.038042+0.10388i,0.075877+0.12833i,0.079688+0.10298i,0.041978+0.052895i,0.01466+0.022853i,0.0087235+0.0050549i,-0.00030223-0.0073848i,-0.0089071-0.0077554i,-0.0080711-0.0041418i,-0.0025848-0.0047585i,0.00035851-0.0066516i,-0.0010066-0.0061618i,-0.0032915-0.0036119i,-0.0040906-0.0012967i,-0.0042805+0.0020004i,-0.0041008+0.0057123i,-0.0027161+0.0066629i,-0.0016422+0.0040983i,-0.0016696+0.00057885i
0.0017027-0.0029603i,0.0073985-0.0019886i,0.021824-0.0018392i,0.058842-0.0086382i,0.12182-0.036703i,0.15963-0.080195i,0.12367-0.086891i,0.061025-0.043723i,0.023875-0.012994i,0.0030771-0.010618i,-0.0099612-0.0052923i,-0.0095888+0.0041027i,-0.002867+0.005252i,0.0003869+0.00086094i,-0.0015472-0.0028815i,-0.0044057-0.0016946i,-0.0053062+0.0023253i,-0.0047206+0.0046482i,-0.002974+0.005567i,0.00088277+0.0057223i,0.0029349+0.0043512i,0.0020126+0.0019253i,0.0012154+0.00039385i
0.0043012-0.0029946i,0.0078415-0.0092915i,0.016624-0.021118i,0.017392-0.055634i,-0.01392-0.11815i,-0.063743-0.14847i,-0.074812-0.11012i,-0.039107-0.055449i,-0.011006-0.025008i,-0.0088863-0.0070021i,-0.0062755+0.0077402i,0.001361+0.010083i,0.0019124+0.0041987i,-0.0029622+0.00077083i,-0.0062823+0.0013971i,-0.0052863+0.003618i,-0.0019826+0.0058219i,0.0013248+0.006717i,0.0038051+0.0046943i,0.0057994+0.0016124i,0.0058562+5.1068e-05i,0.0035354-0.00031707i,0.001988+0.00035844i
-0.0045142-0.0011356i,-0.012928-0.0052358i,-0.029876-0.019518i,-0.065857-0.035824i,-0.12611-0.026514i,-0.16126+0.0056457i,-0.12762+0.02702i,-0.066248+0.0211i,-0.02894+0.0079838i,-0.012358+0.0095517i,0.00065515+0.0092084i,0.0061209+0.00076339i,0.0031995-0.0030562i,-0.0011847-0.0001821i,-0.0017251+0.0035898i,0.00067052+0.0056291i,0.0038066+0.0062954i,0.0067098+0.0047338i,0.0067791+0.0013439i,0.0040073-0.0019566i,0.0010742-0.0041383i,0.00012041-0.0049272i,0.00054286-0.0039387i
0.000747+0.0051819i,-0.0045899+0.0087746i,-0.017346+0.016949i,-0.035068+0.047482i,-0.034839+0.11172i,-0.0063701+0.1683i,0.025299+0.15068i,0.024644+0.076141i,0.0060566+0.028977i,0.0062173+0.014261i,0.0096751+0.0014023i,0.0018173-0.0042349i,-0.0030568+0.0016321i,-0.0015822+0.0085017i,0.0010215+0.0085221i,0.0035507+0.0056537i,0.0040613+0.0034379i,0.0039591+0.00071748i,0.0038327-0.0030871i,0.00066954-0.0053751i,-0.0021434-0.0048622i,-0.0026242-0.0037466i,-0.0020581-0.0026745i
-0.0017218+0.0036297i,-0.00059707+0.018981i,-0.0014707+0.042002i,0.013744+0.063283i,0.064909+0.065781i,0.12332+0.027841i,0.11943-0.023197i,0.059251-0.026704i,0.02217-0.0047234i,0.013847-0.0017751i,0.0042164-0.0046857i,-0.0016033+0.00021419i,0.0013302+0.0035036i,0.0067027+0.0018191i,0.0089241-0.00024771i,0.0076707-0.0012395i,0.0062294-0.0024206i,0.0041174-0.0042687i,0.00027225-0.0042334i,-0.0039311-0.0014923i,-0.0056775+0.00032273i,-0.0055355+0.00057009i,-0.0052809+0.0010658i
0.00582-0.00089465i,0.019169-0.0012626i,0.041925+0.00018086i,0.071714-0.01017i,0.09393-0.057484i,0.06676-0.11665i,0.0064629-0.11691i,-0.014233-0.060114i,-0.0032277-0.019445i,-0.0014505-0.009839i,-0.0039782-0.0032389i,0.001828+0.0012436i,0.0073424-0.0011979i,0.0083503-0.0033676i,0.0062153-0.004151i,0.0035575-0.0041128i,0.0013179-0.0045833i,-0.0014914-0.0047897i,-0.0031893-0.0026711i,-0.0034302+0.000683i,-0.0030227+0.0031403i,-0.0020166+0.004018i,0.00012315+0.0038303i
0.0033376-0.0048445i,0.0089882-0.015828i,0.017795-0.031232i,0.007357-0.052276i,-0.051166-0.067484i,-0.1234-0.040114i,-0.13092+0.010471i,-0.075367+0.022616i,-0.02675+0.0047337i,-0.011679-0.00091208i,-0.0046755+0.0012502i,-2.2796e-05-0.0042018i,-0.0010072-0.0087784i,-0.0032635-0.0094067i,-0.0050922-0.0082761i,-0.0061464-0.0050215i,-0.007415-0.0028692i,-0.0081553-0.0010945i,-0.0066056+0.0018162i,-0.0034208+0.004856i,0.00029665+0.0058083i,0.0029513+0.0047581i,0.0046561+0.0038407i
-0.010255-0.0029381i,-0.0212-0.014116i,-0.033538-0.03318i,-0.046329-0.037953i,-0.052732+0.0036759i,-0.030609+0.070833i,0.011253+0.098955i,0.028575+0.067205i,0.012861+0.027463i,0.0033149+0.014345i,0.003073+0.0063547i,-0.0030926-0.0012786i,-0.0090824-0.002398i,-0.011102-0.0015256i,-0.010169+0.0012177i,-0.0086609+0.0041557i,-0.0079852+0.0057933i,-0.0061642+0.0075225i,-0.002709+0.0076359i,0.0014291+0.0040501i,0.00423+0.00021615i,0.0049894-0.0021358i,0.0035704-0.003498i
-0.0073663+0.006819i,-0.020074+0.016121i,-0.038672+0.02953i,-0.043067+0.04676i,-0.0033316+0.064209i,0.072397+0.063033i,0.11508+0.026196i,0.07806-0.0095945i,0.025758-0.006426i,0.0098504+0.0010412i,0.0037156-0.00053877i,-0.0032541+0.0037737i,-0.003813+0.0086098i,-0.0037373+0.0089905i,-0.0042017+0.0085563i,-0.003583+0.0099565i,-0.00066036+0.013236i,0.0040399+0.013701i,0.0058539+0.0090446i,0.0039542+0.0020784i,0.0032927-0.0034497i,0.0031376-0.0061119i,0.00073659-0.0062379i
0.0041318+0.0085622i,0.0010432+0.027051i,-0.0025925+0.048624i,0.0053923+0.047424i,0.025659-0.0021727i,0.030648-0.094158i,0.0026633-0.14652i,-0.018307-0.10153i,-0.0056198-0.039912i,0.0033384-0.019071i,-0.00021389-0.0086495i,0.0028856+0.0036872i,0.0077738+0.0082691i,0.0083421+0.0081764i,0.0085595+0.0072533i,0.0094024+0.0064688i,0.012086+0.0058044i,0.013298+0.003004i,0.0095581+0.00022194i,0.0039166-0.0012863i,-0.0018491-0.0034282i,-0.0052547-0.0040166i,-0.0054439-0.0017926i
0.011771+0.0068138i,0.038394+0.011022i,0.069618+0.019295i,0.07725+0.013527i,0.035862-0.014717i,-0.053971-0.029055i,-0.11443-0.0031589i,-0.087295+0.017641i,-0.036556+0.0089413i,-0.016638+0.0015077i,-0.0069549+0.003185i,0.0038202-0.0015289i,0.0074939-0.0075976i,0.0069942-0.0058278i,0.0051553-0.0019688i,0.005661-0.0021936i,0.0089128-0.0062992i,0.0091825-0.0096864i,0.0055267-0.0081116i,8.8388e-05-0.0036781i,-0.0042649-0.00044978i,-0.0067168+0.0014264i,-0.0056436+0.0030183i
0.0029175-0.012607i,0.011705-0.027908i,0.022383-0.049215i,0.012633-0.056364i,-0.031669-0.019685i,-0.062999+0.062192i,-0.043998+0.11733i,-0.015021+0.089758i,-0.010278+0.033766i,-0.011802+0.01264i,-0.0053695+0.0060282i,-0.0031136-0.0050986i,-0.0026574-0.0091315i,0.0018475-0.0074583i,0.0040326-0.0057499i,0.0026467-0.0069479i,-0.0001627-0.010917i,-0.0032788-0.012893i,-0.0046229-0.0097667i,-0.0032548-0.0028668i,-0.0014137+0.0031937i,-0.00038217+0.0056848i,0.0014444+0.0047056i
-0.01033-0.009826i,-0.021155-0.033233i,-0.034177-0.06318i,-0.035869-0.061047i,0.00012015-0.014766i,0.074017+0.027816i,0.12512+0.026918i,0.099458+0.0071606i,0.039554+0.0074625i,0.013973+0.012818i,0.0080435+0.0063645i,-0.0015672+0.0037653i,-0.0052756+0.0051605i,-0.0045504+0.0037926i,-0.0045257+0.0014376i,-0.0067376-0.0010751i,-0.01164-0.0023485i,-0.013368-0.002192i,-0.0094088-0.0010918i,-0.0029879+0.00073858i,0.0020983+0.0026722i,0.004675+0.003026i,0.0052982+0.0012235i
-0.0083315+0.0070885i,-0.037966+0.017957i,-0.074987+0.03191i,-0.084652+0.039445i,-0.048495+0.020902i,0.006441-0.03305i,0.024698-0.082505i,0.0045764-0.070723i,-0.0010784-0.022618i,0.0060304-0.0027532i,0.0028083-0.0010921i,-0.00089161+0.0043609i,-0.00011735+0.0051722i,1.0347e-05+0.00084203i,-0.0021213-0.0022703i,-0.0061611+0.00037257i,-0.0091547+0.0070443i,-0.0095275+0.011358i,-0.0076213+0.010194i,-0.0039423+0.0055743i,0.00039445-0.00012525i,0.0019301-0.0043303i,0.00060811-0.0055521i
-0.0038948+0.016162i,-0.0067992+0.044034i,-0.0087748+0.075201i,-0.00092676+0.077725i,-0.00032099+0.033979i,-0.043939-0.031233i,-0.095758-0.050296i,-0.07983-0.020032i,-0.02349-0.0058233i,-0.00022567-0.010239i,0.00050599-0.0074697i,0.0059682-0.0023033i,0.0071653-0.00091554i,0.0035793+0.00036398i,-0.00042695+0.0039395i,-0.0025012+0.009688i,-0.00051047+0.014528i,0.0025576+0.015937i,0.0041643+0.012521i,0.0035545+0.0044455i,0.0014258-0.0020177i,-0.00054826-0.0051307i,-0.0017518-0.0051352i
0.020076+0.0063833i,0.052964+0.024362i,0.095756+0.047763i,0.10701+0.052671i,0.061374+0.046661i,-0.001898+0.076476i,-0.018823+0.11559i,0.0028037+0.090622i,0.0082035+0.031067i,-0.0016624+0.00499i,-0.0025675+0.003007i,-0.002427-0.0020467i,-0.0065493-0.0039707i,-0.0082862-0.00086448i,-0.0073647+0.002982i,-0.0018114+0.00642i,0.0069665+0.0084611i,0.014128+0.0079816i,0.014934+0.0055659i,0.0078445+0.0036318i,-0.0013856+0.0013166i,-0.0065977+2.5167e-05i,-0.0073043+0.0013424i
0.01511-0.014378i,0.035233-0.042643i,0.05702-0.084417i,0.056998-0.10647i,0.043852-0.078322i,0.059806-0.020335i,0.090282+0.0052334i,0.072264-0.0081214i,0.021923-0.014303i,-0.0017218-0.0052573i,-0.002651-0.0023397i,-0.0038281-0.0017919i,-0.0014051+0.0022258i,0.0048585+0.004347i,0.010796+0.00504i,0.015605+0.0031592i,0.018244-0.0027182i,0.016766-0.0086124i,0.010044-0.011064i,0.0022423-0.0077315i,-0.0020824-0.0022721i,-0.0019226+0.00038045i,-0.00095009+0.0013989i
-0.0058034-0.021388i,-0.015638-0.059211i,-0.028577-0.10289i,-0.040866-0.10854i,-0.033028-0.081071i,0.004645-0.076833i,0.02253-0.098457i,0.0047336-0.08341i,-0.0073671-0.031449i,-0.0016953-0.0028209i,0.00050688+0.0020634i,-0.00024037+0.0075508i,0.0025077+0.010284i,0.0054413+0.0095957i,0.0065145+0.005852i,0.005488-0.0026051i,0.0034702-0.011138i,0.0015298-0.016478i,-0.0003788-0.015416i,-0.001089-0.0083579i,0.00015086+0.00024627i,0.0023049+0.0052218i,0.0043274+0.0050516i
-0.026194+0.002448i,-0.073407+0.011798i,-0.13919+0.025091i,-0.16751+0.037578i,-0.13917+0.028425i,-0.11365-0.003669i,-0.11491-0.016328i,-0.091987+0.003848i,-0.038449+0.016265i,-0.0083307+0.0075139i,-0.003597+0.00085574i,0.00089946-0.0025366i,0.0037018-0.0083059i,0.0036347-0.013339i,0.0015775-0.0173i,-0.0044465-0.017438i,-0.010707-0.014065i,-0.016248-0.0097312i,-0.017752-0.0033405i,-0.012482+0.0018812i,-0.0050914+0.0012769i,2.8812e-05-0.0019813i,0.0019184-0.0047709i
-0.0089634+0.016264i,-0.019533+0.052606i,-0.018034+0.10076i,0.0048493+0.12577i,0.021656+0.11339i,0.0063924+0.095585i,-0.010191+0.096165i,0.00011796+0.078019i,0.011151+0.028775i,0.0064864-2.0485e-05i,0.0037866-0.0011692i,0.0050211-0.0020284i,0.0033323-0.0036319i,0.0010012-0.0030556i,-0.0031531-0.0017616i,-0.0091437+0.0018499i,-0.014572+0.0068303i,-0.016735+0.010176i,-0.012602+0.011352i,-0.0041367+0.0083374i,0.0024446+0.0020306i,0.0037508-0.0032725i,0.0023278-0.0053808i
0.020883+0.021688i,0.057636+0.063512i,0.10348+0.10857i,0.12247+0.10657i,0.10195+0.059667i,0.076581+0.034606i,0.080512+0.030451i,0.074247+0.0082278i,0.0323-0.0095641i,0.0028666-0.005263i,-0.0018125-0.00032217i,-0.0072179+0.00086377i,-0.012127+0.0035664i,-0.012232+0.0038463i,-0.012724+0.0059714i,-0.012298+0.011461i,-0.0078923+0.017239i,-0.00030139+0.02117i,0.0086785+0.019116i,0.01077+0.011589i,0.0039019+0.003524i,-0.0038868-0.00010408i,-0.0080993-0.00076615i
0.013846-0.015741i,0.051578-0.049605i,0.10107-0.10895i,0.11358-0.15533i,0.07714-0.14944i,0.045204-0.12192i,0.025307-0.10891i,-0.0053287-0.082021i,-0.023766-0.032448i,-0.016665-0.0041742i,-0.0060303-0.002561i,0.0016912-0.0022778i,0.0068673-0.0014021i,0.0062617+0.00064509i,0.0055273+0.00554i,0.0088484+0.0098288i,0.013028+0.01178i,0.015709+0.010252i,0.014922+0.0048218i,0.0095917-0.0012856i,0.0023646-0.0037991i,-0.0013454-0.0016149i,-0.0013873+0.0020071i
0.0050116-0.02479i,0.0082789-0.064457i,-0.0087058-0.11007i,-0.053924-0.11282i,-0.094538-0.062723i,-0.10834-0.0070957i,-0.10303+0.019874i,-0.072811+0.029818i,-0.029524+0.029157i,-0.0066597+0.018762i,-0.0018594+0.012438i,0.0007254+0.0092494i,0.00039676+0.0073483i,0.00039771+0.0083865i,0.0041524+0.00754i,0.0090591+0.0047022i,0.014431+0.0018629i,0.017222-0.0049439i,0.013743-0.014161i,0.0057104-0.014766i,0.00025333-0.004667i,0.0012932+0.0041615i,0.0041803+0.0057806i
-0.034704-0.0075327i,-0.10533-0.022117i,-0.19504-0.028587i,-0.2262-0.0061393i,-0.16451+0.036185i,-0.070013+0.064815i,-0.0067119+0.073578i,0.021534+0.060018i,0.027816+0.032506i,0.019307+0.013907i,0.0088157+0.0033068i,0.00033785-0.0053542i,-0.0056262-0.0079684i,-0.004511-0.0070124i,0.00016872-0.0067396i,0.0044241-0.0073697i,0.0064596-0.010679i,0.0028714-0.013632i,-0.0044253-0.011523i,-0.0078222-0.0047845i,-0.0038992-0.00019389i,0.0017349-0.002011i,0.0040107-0.0057672i
-0.0095+0.019323i,-0.017048+0.062427i,-0.012812+0.13518i,0.021801+0.18758i,0.075257+0.165i,0.11403+0.090637i,0.12018+0.021248i,0.086964-0.018911i,0.040441-0.029631i,0.018208-0.019828i,0.013201-0.0075196i,0.0077955+0.0022709i,0.0072428+0.0097295i,0.0095611+0.010123i,0.0071332+0.0046415i,0.0021936-0.0025391i,-0.0031596-0.0080374i,-0.0099453-0.0084193i,-0.014708-0.0029153i,-0.011499+0.0018189i,-0.004421+0.00099768i,-0.0001126-0.0018528i,0.00062259-0.0030356i
0.0089533+0.034637i,0.019939+0.091544i,0.054884+0.14769i,0.09179+0.13023i,0.082957+0.03502i,0.023321-0.057659i,-0.035526-0.094381i,-0.054328-0.077117i,-0.039405-0.038182i,-0.017347-0.017627i,-0.0089956-0.013259i,-0.0056239-0.0039245i,0.0010166+0.0027826i,0.0023971+0.001521i,-0.0013866+0.00035111i,-0.0068729-0.00085154i,-0.011697-0.0015708i,-0.010979+0.0028217i,-0.0047397+0.0092359i,0.00081315+0.0097473i,-0.00017836+0.0041465i,-0.0060504-0.0006608i,-0.0097716-0.001834i
0.033442-0.01404i,0.10523-0.050748i,0.19023-0.1187i,0.20688-0.17484i,0.12691-0.16483i,0.021449-0.098348i,-0.040517-0.026268i,-0.052044+0.020673i,-0.033055+0.026517i,-0.018183+0.0090404i,-0.011307+0.00042029i,0.0014002-0.0047037i,0.0086081-0.014433i,0.0070594-0.016762i,0.0028561-0.011447i,-0.0036805-0.0031569i,-0.0079482+0.0050149i,-0.0048153+0.0094803i,0.0025644+0.0099903i,0.0055802+0.0071761i,0.0024301+0.0044741i,0.00086159+0.0038094i,0.0023233+0.0029375i
0.010935-0.0057138i,0.010811-0.033867i,-0.011295-0.074398i,-0.062786-0.09313i,-0.098569-0.04703i,-0.078045+0.044413i,-0.021792+0.10417i,0.025935+0.090265i,0.030285+0.04481i,0.0089491+0.020554i,-0.0015404+0.013332i,-0.0054329+0.0046096i,-0.012444-0.0010815i,-0.014143-0.0017235i,-0.0106+0.00088443i,-0.006647+0.0085349i,-0.0016988+0.014244i,0.0040974+0.011276i,0.0073492+0.0020413i,0.0052213-0.0040104i,0.0022501-0.0020159i,0.0014575+0.0028845i,0.0005838+0.0047441i
-0.029657-0.033871i,-0.086158-0.087059i,-0.17475-0.13413i,-0.21757-0.11491i,-0.14998-0.057701i,-0.031371-0.045844i,0.041677-0.075457i,0.044709-0.079877i,0.019985-0.047491i,0.0068496-0.014644i,0.0047483-0.0023836i,-0.00099289-0.00053255i,-0.010148+0.0041302i,-0.015222+0.0081718i,-0.012299+0.0090111i,-0.0031488+0.0091125i,0.0053785+0.0075363i,0.0067098+0.0045113i,0.0023936+0.0008i,0.0011-0.0020896i,0.0038011-0.0033708i,0.0049909-0.0066845i,0.0017213-0.0098958i
-0.0056781+0.023311i,-0.024326+0.08437i,-0.026512+0.18389i,-0.0017989+0.24036i,0.019565+0.184i,0.012533+0.073407i,-0.017889+0.0015603i,-0.039051-0.019166i,-0.032032-0.012744i,-0.011915-0.0028862i,-0.00023853+0.0013146i,0.0020179+0.0079664i,0.0066767+0.016067i,0.011405+0.018774i,0.011042+0.014228i,0.010951+0.0072902i,0.011906+0.0019642i,0.0096521-0.00066229i,0.0032313-0.00053108i,-0.0020547+0.00035742i,-0.0025797+0.00040873i,-0.00045544+0.00017481i,0.0024162+0.0020039i
-0.015036+0.022327i,-0.030045+0.056078i,-0.027003+0.089591i,0.0027829+0.086887i,0.0031971+0.049216i,-0.058053+0.034087i,-0.10246+0.061439i,-0.079426+0.080062i,-0.031748+0.059687i,-0.0071107+0.025586i,-0.0029596+0.005024i,0.001791-0.0028358i,0.01006-0.0039844i,0.015009-0.00065832i,0.014834+0.0017985i,0.010246-0.00062108i,0.0050058-0.0051872i,0.0022494-0.0057722i,0.0017377-0.0028895i,0.00055338-0.002459i,-0.0039709-0.0042134i,-0.009106-0.0037109i,-0.010698-0.00092298i
0.046068+0.0077067i,0.13261+0.003229i,0.25034-0.034096i,0.28537-0.089008i,0.19913-0.084034i,0.12784-0.014769i,0.13381+0.032098i,0.12501+0.024381i,0.071198+0.004931i,0.027019-0.00031564i,0.011334+0.00078435i,0.0057629-0.00077551i,0.0021302-0.0070577i,0.002779-0.014155i,0.0023777-0.015088i,-0.001377-0.010746i,-0.0032437-0.0068194i,-0.00079471-0.0071098i,0.0028068-0.0072331i,0.0024098-0.003389i,0.00071721+0.00076431i,0.0017307+0.001207i,0.0040371-0.0022808i
-0.0023532-0.0051136i,-0.020702-0.022147i,-0.078482-0.051261i,-0.12848-0.059047i,-0.093787-0.028821i,-0.0064559-0.0068653i,0.04501-0.036244i,0.03853-0.064712i,0.018653-0.04682i,0.012482-0.01855i,0.0052959-0.0080691i,-0.0048394-0.0032143i,-0.0077015-0.00053445i,-0.0093059-0.0022307i,-0.0086398-0.0030405i,-0.0054246-0.00091123i,-0.005753+0.00045421i,-0.0062652-0.00084962i,-0.0056498-0.0020089i,-0.0061604+0.00016306i,-0.0049409+0.0049085i,-0.0012197+0.0075553i,0.00029943+0.0073534i
0.0066576-0.039954i,-0.0010014-0.10594i,-0.027597-0.17085i,-0.063546-0.17051i,-0.073183-0.12258i,-0.06827-0.11598i,-0.099441-0.12986i,-0.12062-0.088052i,-0.081298-0.03056i,-0.034588-0.012977i,-0.013723-0.0079572i,-0.0012714+0.00086093i,0.0014057+0.0061291i,-0.0045074+0.010207i,-0.0076231+0.010673i,-0.0065521+0.0075262i,-0.0046861+0.0064114i,-0.0054656+0.0057009i,-0.0080176+0.0046655i,-0.0057427+0.0041276i,0.00033716+0.0015736i,0.0023836-0.0037668i,-0.00079897-0.0074187i
-0.02366+0.02353i,-0.05495+0.087297i,-0.081303+0.19812i,-0.054214+0.26167i,-0.00036329+0.19527i,0.00076629+0.10864i,-0.026126+0.11046i,-0.016153+0.1196i,0.0044334+0.071948i,0.0016272+0.02671i,-0.00039362+0.01164i,0.0038866+0.0031545i,0.0058978-0.00074023i,0.0084513+0.0021863i,0.0080269+0.0031404i,0.00243+0.0023811i,-0.00059952+0.0038089i,-6.4613e-05+0.0072812i,0.0025433+0.0093372i,0.0062518+0.0064139i,0.007536+0.00037465i,0.006715-0.0035246i,0.0065221-0.0026936i
-0.019502-0.010992i,-0.040122-0.026542i,-0.037275-0.053141i,-0.014094-0.068166i,-0.014222-0.040771i,-0.018828+0.019552i,0.017937+0.065581i,0.05925+0.056236i,0.051169+0.0239i,0.024021+0.013253i,0.010972+0.0066149i,0.0035744-0.0050602i,0.0018599-0.00852i,0.0066681-0.0075115i,0.0071602-0.004568i,0.0046529+0.0010971i,0.0041952+0.0051965i,0.0061658+0.0069921i,0.0083386+0.0059608i,0.0070547+0.0014803i,0.00095787-0.0030927i,-0.0066912-0.0031846i,-0.0097808-0.00066216i
0.025686+0.033192i,0.089341+0.073855i,0.17503+0.090019i,0.20613+0.039463i,0.14992-0.037438i,0.093711-0.082747i,0.087851-0.11581i,0.061489-0.129i,0.014937-0.093002i,0.00079702-0.046246i,0.0010261-0.022558i,-0.0061498-0.0067592i,-0.011039+0.00022095i,-0.013437-0.0040997i,-0.013264-0.0043591i,-0.0088396+0.0021401i,-0.0017971+0.0063451i,0.0048695+0.0027636i,0.0054514-0.0037706i,-0.00024891-0.0069735i,-0.0060343-0.0058472i,-0.0065203-0.0038415i,-0.0027971-0.0038642i
-0.011883-0.0052356i,-0.054104-0.024713i,-0.12994-0.05539i,-0.18814-0.053143i,-0.16098-0.0024978i,-0.096508+0.024358i,-0.085151+0.0065775i,-0.093373+0.0010428i,-0.066675+0.010245i,-0.030786+0.0048707i,-0.015313+1.7138e-05i,-0.0081174+0.0036745i,-0.0044704+0.0046454i,-0.007383+0.0062846i,-0.0062409+0.0084742i,0.001948+0.0053095i,0.0073878-0.0015442i,0.0068516-0.0076977i,0.0036185-0.0090119i,-0.00030461-0.0040628i,-0.0012158+0.0030186i,0.00070444+0.0068464i,0.0019331+0.0088038i
0.033026-0.0085311i,0.086898-0.032565i,0.12524-0.056092i,0.10062-0.059178i,0.024496-0.040998i,-0.049684-0.0076402i,-0.080408+0.033968i,-0.06359+0.065568i,-0.03402+0.059894i,-0.024105+0.036105i,-0.016938+0.023739i,-0.0014735+0.017114i,0.0072245+0.017203i,0.0091312+0.020674i,0.0087044+0.016639i,0.00718+0.0075688i,0.0051869-0.00021086i,-0.00068712-0.0019566i,-0.0069813+0.0014657i,-0.0072676+0.0060488i,-0.0024213+0.0071898i,0.00080305+0.0037386i,0.00049742-0.00054565i
-0.025091-0.002053i,-0.070987+0.032156i,-0.10095+0.10673i,-0.06088+0.16908i,0.025226+0.1519i,0.086233+0.092171i,0.10831+0.058984i,0.10943+0.034076i,0.080179+0.013278i,0.045784+0.013529i,0.030637+0.009567i,0.017766-0.0024995i,0.0099574-0.0064206i,0.012711-0.0047403i,0.012353-0.0044141i,0.0029811-0.0067564i,-0.0084228-0.0066564i,-0.013589-0.0024454i,-0.0093098+0.00051686i,-0.001778-0.0012135i,0.0020417-0.0059808i,0.0031787-0.0091002i,0.0046661-0.0080293i
0.00088624-0.024611i,0.015379-0.079607i,0.028564-0.15321i,0.019553-0.18467i,-0.010278-0.13026i,-0.0201-0.043359i,-0.0043211-0.016648i,-0.003509-0.03439i,-0.0040465-0.028636i,0.011466-0.010107i,0.015038-0.0060988i,0.0086648-0.0054779i,0.010086-0.0097996i,0.0086114-0.01687i,0.00062067-0.013422i,-0.0039261-0.0033756i,-0.0020509+0.004978i,0.0037633+0.0092413i,0.0076229+0.0095017i,0.0075587+0.0066618i,0.005927+0.0026537i,0.0025174+0.00025064i,-0.0018487-0.00066956i
-0.020865+0.035203i,-0.027509+0.091073i,-0.0041311+0.13182i,0.037206+0.10078i,0.051538+0.018559i,0.03079-0.050821i,-0.0056115-0.063479i,-0.030432-0.036118i,-0.024627-0.02258i,-0.013261-0.033602i,-0.015757-0.032138i,-0.017229-0.016713i,-0.017892-0.0072318i,-0.017508-0.0029667i,-0.011808+1.5107e-05i,-0.0072321+0.0057686i,-0.0018745+0.012307i,0.0038197+0.012179i,0.0031706+0.0068501i,-0.00078369+0.0029546i,-0.0037048+0.0014856i,-0.003995+0.0005008i,-0.0026631-0.00078058i
-0.0027911-0.0058854i,-0.032739-0.026752i,-0.11043-0.037233i,-0.17805-0.0050951i,-0.14174+0.041866i,-0.041703+0.055194i,0.020202+0.042081i,0.03046+0.034952i,0.012865+0.027959i,-0.010185+0.020536i,-0.0096619+0.016778i,-0.00075468+0.0073277i,-0.0045174+0.0021155i,-0.0085386+0.0064351i,-0.0038548+0.0083804i,0.0023243+0.0036347i,0.0039624-0.0058392i,0.0040031-0.01383i,0.005367-0.014726i,0.0045545-0.012284i,0.0028169-0.0089766i,0.0018023-0.0051983i,-0.00040896-0.00074918i
