0.0008568+0.00034372i,0.0011212-0.00080774i,-0.00042767-0.0013429i,-0.001528-0.0012113i,-0.0009863-0.001399i,-0.00045044-0.00093271i,-0.00011369+0.00086165i,0.00084249+0.0022776i,0.0021177+0.0016764i,0.0019418+0.00015541i,0.0011122-0.00038633i,0.00064551-0.00068353i,5.4733e-05-0.00055003i,-2.7858e-05-9.6711e-05i,0.0005236-7.0143e-05i,-9.7975e-05-4.9327e-06i,-0.00059975-3.4973e-06i,4.9996e-06+0.00041037i,5.803e-05+0.0001494i,0.00025555-0.00018654i,0.0001619+0.00026641i,-0.0009073+0.00014485i,-0.0012366+0.00048081i
-0.00071178-0.00047606i,-0.011305+0.00011436i,-0.028512+0.0019989i,-0.043442+0.0096081i,-0.051436+0.02304i,-0.050303+0.034782i,-0.034321+0.033858i,-0.011898+0.023106i,0.0042937+0.010709i,0.0092296+0.00093074i,0.0061076-0.0031966i,0.0008858-0.003089i,-0.0045146-0.0020358i,-0.0090551-0.00045889i,-0.010338+5.6733e-05i,-0.0085865+0.00052381i,-0.0061976+0.00090484i,-0.0040778+0.00011385i,-0.0032414-0.00088017i,-0.0029558-0.0018828i,-0.0023459-0.0021616i,-0.00073781-0.0013136i,0.0002756-0.00082956i
0.0048016-0.0067182i,0.0099492-0.016869i,0.02073-0.028266i,0.026261-0.025832i,0.02446-0.0049036i,0.01784+0.015717i,0.0091894+0.021984i,0.0055321+0.020344i,0.0074819+0.016619i,0.0073794+0.0097691i,0.0026781+0.006021i,0.0020727+0.0054568i,0.0060386+0.0016786i,0.0075854-0.0020046i,0.0061026-0.002716i,0.0050742-0.0021984i,0.0058427-0.0014935i,0.0058706-0.00099442i,0.0045701-0.0014926i,0.0039186-0.0021155i,0.0030114-0.0020936i,0.0011914-0.0013126i,0.00061572-0.00016463i
0.0029928+0.0020403i,0.012973+0.01417i,0.024417+0.031469i,0.038348+0.039148i,0.053984+0.028907i,0.060782+0.014363i,0.048386+0.0016571i,0.025189-0.0070711i,0.0040632-0.0094206i,-0.0084286-0.0065092i,-0.0092681-0.0020044i,-0.0055718+0.00029994i,-0.0029752+0.003921i,0.00048295+0.0089521i,0.0022296+0.0097533i,0.0020644+0.0079318i,0.0012201+0.0061594i,-0.00048919+0.0048077i,-0.0014071+0.0035153i,-0.0010553+0.0027101i,-0.0003957+0.0022973i,-0.0009018+0.0019307i,-0.0017295+0.0018967i
-0.0031634+0.0045287i,-0.017592+0.003206i,-0.034904-0.0037127i,-0.04304-0.013918i,-0.032393-0.023301i,-0.013398-0.030684i,-0.0023889-0.028906i,0.0027639-0.020499i,0.0059076-0.013628i,0.0052896-0.0085519i,0.0040558-0.0052896i,0.0020949-0.0056852i,-0.0022483-0.0076549i,-0.0055663-0.0086437i,-0.0060776-0.0083228i,-0.0056393-0.0066435i,-0.0046196-0.0049508i,-0.003119-0.0049749i,-0.0025264-0.0048671i,-0.0029648-0.0038678i,-0.0032227-0.0028473i,-0.0020293-0.0015427i,-0.00015997-0.0010143i
0.0028848-0.0088365i,0.011778-0.020541i,0.019188-0.035947i,0.012146-0.046213i,-0.011259-0.049756i,-0.030501-0.044576i,-0.032152-0.029654i,-0.025214-0.01068i,-0.015216+0.0045161i,-0.0044662+0.010503i,0.00051365+0.0085157i,0.00099182+0.0059591i,0.0039762+0.0033734i,0.0072647-0.00049307i,0.0075458-0.0021594i,0.0066675-0.00092126i,0.0053997+0.00063979i,0.0042863+0.0017482i,0.0040012+0.0027383i,0.0034326+0.0024247i,0.0032923+0.00092228i,0.002966+0.00025366i,0.0021642+0.00038745i
0.00684+0.0076951i,0.015452+0.022635i,0.024776+0.042669i,0.022901+0.055161i,0.0028785+0.055015i,-0.019767+0.045788i,-0.027017+0.032951i,-0.020478+0.020363i,-0.01317+0.0094051i,-0.0079784+0.0020268i,-0.0059731-0.0018387i,-0.0067324-0.00072732i,-0.00626+0.0043503i,-0.0054438+0.0077667i,-0.0050281+0.0078046i,-0.0053591+0.0061917i,-0.0054069+0.0043487i,-0.0048556+0.0033966i,-0.0048004+0.0025768i,-0.003455+0.0021993i,-0.0014183+0.0022088i,-0.0012498+0.0017003i,-0.0014031+0.0014548i
-0.009508-0.00085769i,-0.026417-0.0013764i,-0.047261+0.0027573i,-0.05066+0.02094i,-0.028537+0.046383i,-0.0026649+0.055529i,0.010317+0.042654i,0.01122+0.025682i,0.010814+0.012568i,0.0092241+0.00073461i,0.0052913-0.0024364i,0.004689+2.5431e-05i,0.0041479-0.0024428i,0.00065523-0.0069248i,-0.001529-0.0069306i,-0.0011044-0.0041817i,0.00050282-0.003129i,0.0015949-0.0036547i,0.0018395-0.0035247i,0.0013559-0.0030562i,0.00029893-0.0037082i,-9.3145e-05-0.0038446i,-0.00053617-0.0027791i
0.0043907-0.0072408i,0.018116-0.023052i,0.037721-0.043893i,0.049968-0.054878i,0.052993-0.043915i,0.054641-0.02119i,0.045304-0.0059895i,0.027191+0.0016281i,0.013002+0.0060414i,0.0049421+0.0065483i,0.0023709+0.0048337i,0.0034201+0.003244i,0.0054293+0.0020853i,0.0074916+0.0020851i,0.0079697+0.0023541i,0.0061019+0.002889i,0.0033126+0.0042188i,0.0019414+0.0047043i,0.001436+0.0036768i,0.001314+0.0017103i,0.0016791-0.00046278i,0.0012983-0.00043302i,0.0009178+0.00048505i
0.0031052+0.011397i,0.011196+0.02994i,0.023115+0.047618i,0.034542+0.038947i,0.038133-0.0012522i,0.025919-0.037167i,0.010025-0.040562i,0.0031013-0.02678i,0.00065368-0.015095i,-0.0028081-0.0083016i,-0.0024705-0.0048745i,-0.00068996-0.0047674i,-0.00378-0.0039764i,-0.0065388-0.0012439i,-0.005995+0.00095723i,-0.0039847+0.00035377i,-0.002895-0.0018564i,-0.0038199-0.0027066i,-0.0045566-0.0020791i,-0.0037508-0.0011242i,-0.0017345+0.00065589i,-0.00026721+0.0021075i,0.00038875+0.0019818i
-0.010733-0.006197i,-0.030367-0.0090877i,-0.056878-0.0087907i,-0.07296-0.0047868i,-0.07315-0.0075631i,-0.057707-0.021309i,-0.037057-0.028032i,-0.019169-0.020232i,-0.0054312-0.011567i,-0.00056765-0.0066356i,-0.0014729-0.0031344i,-0.0019268-0.0021513i,-0.000411-0.0026514i,0.00059505-0.0032615i,-0.00087088-0.0022884i,-0.00032465-0.00029474i,0.0026806+0.00092631i,0.0041146+0.00097496i,0.0048589+0.0010139i,0.0039697+0.00066607i,0.0015732+0.0004701i,0.00055378+0.00017059i,-0.00023722-0.0015473i
0.0067345-0.0080683i,0.021467-0.02142i,0.032988-0.040387i,0.015271-0.041598i,-0.021771-0.010115i,-0.045365+0.027494i,-0.041248+0.038297i,-0.027201+0.022289i,-0.018+0.0083902i,-0.0095324+0.0052162i,-0.0048945+0.0036155i,-0.0052791+0.002955i,-0.0044391+0.0050988i,-0.00028007+0.0069935i,0.0019065+0.005767i,-0.00028321+0.002881i,-0.0022104+0.0016986i,-0.0029214+0.0027401i,-0.0030079+0.003673i,-0.00097621+0.002204i,0.00018746-0.0005748i,-0.00034519-0.0011628i,-0.00034777-0.00056248i
-0.00055806+0.01408i,0.0088739+0.035156i,0.025262+0.066144i,0.047332+0.082331i,0.051437+0.074971i,0.031876+0.06011i,0.0097332+0.041194i,-0.0046947+0.02475i,-0.0081726+0.015558i,-0.0051159+0.010377i,-0.0020816+0.0078654i,0.00014782+0.005903i,0.0012709+0.0018135i,0.0013866-0.00093921i,0.0022725-0.00044092i,0.0030075-0.0013592i,0.002239-0.0036478i,0.00093959-0.0051496i,0.00016863-0.0057656i,-0.00017016-0.004515i,0.00021386-0.0028635i,0.00023944-0.0016867i,-0.0014624-0.000286i
-0.01236-0.0040597i,-0.0305-0.0099935i,-0.049202-0.014273i,-0.039686-0.0043099i,0.012645+0.013525i,0.063485+0.011435i,0.065121+0.0017913i,0.038574+0.006004i,0.018412+0.01246i,0.0099837+0.0091931i,0.0063996+0.0037987i,0.0060257+0.0016735i,0.0062751+0.0010005i,0.0046744+0.00038252i,0.0022429+1.9165e-05i,0.00050955+0.0016121i,0.00023339+0.0042171i,0.00096566+0.0045412i,0.0021151+0.0033499i,0.0014285+0.0015596i,-0.00097907+0.00050888i,-0.0014999+0.0005629i,-0.00073694+0.00064204i
0.0087043-0.0058582i,0.028588-0.020222i,0.044172-0.043959i,0.038359-0.067196i,0.01988-0.07907i,0.0091699-0.064175i,0.0079571-0.032913i,0.0089743-0.0075516i,0.012542+0.0022287i,0.013615-0.00053913i,0.010003-0.0042486i,0.0054238-0.0039744i,0.00058079-0.0027557i,-0.0028883-0.0027865i,-0.0042177-0.0035151i,-0.0043985-0.0041498i,-0.004245-0.0033562i,-0.0052084-0.0014773i,-0.0057956+0.00099399i,-0.0046841+0.0024669i,-0.0025627+0.0015063i,-0.0010439+0.0006301i,0.0006918+0.00083533i
0.003624+0.011217i,0.005529+0.033956i,0.013005+0.052302i,0.014653+0.036729i,-0.00843-0.009183i,-0.040079-0.049269i,-0.045029-0.052811i,-0.020841-0.035676i,-0.00060443-0.023886i,0.0013489-0.015762i,-0.0023674-0.0094131i,-0.0040814-0.0052088i,-0.0028756-0.0031151i,-0.00066663-0.0018067i,0.0015135+0.00081281i,0.0039785+0.0020756i,0.0057897+0.00064667i,0.0058486-0.0014545i,0.0040539-0.0029061i,0.0022153-0.0024245i,0.0025713-0.00094959i,0.0032886-0.001147i,0.0016133-0.00199i
-0.0076871-0.0031726i,-0.02773-0.01383i,-0.059222-0.013706i,-0.080404+0.016192i,-0.073802+0.04989i,-0.051804+0.056627i,-0.024224+0.03695i,-0.0075789+0.0077113i,-0.0091854-0.0096989i,-0.014001-0.011665i,-0.012209-0.0075008i,-0.007933-0.002431i,-0.0051008+0.0032524i,-0.0037495+0.0075188i,-0.0030274+0.0077823i,-0.0034662+0.0055178i,-0.0037254+0.0043938i,-0.0014289+0.0049798i,0.0019532+0.0042202i,0.0030451+0.0014433i,0.0011502-7.5034e-05i,-0.00052751+0.00023953i,-0.0015393-0.0007619i
0.013046-0.0068149i,0.034054-0.017224i,0.056574-0.02899i,0.049304-0.022862i,0.014777+0.019687i,-0.0052744+0.062205i,-0.012893+0.060914i,-0.022707+0.037132i,-0.024584+0.021059i,-0.016658+0.013796i,-0.0086282+0.011668i,-0.0036294+0.010692i,-0.00079812+0.0055327i,0.00025344-0.0012789i,0.00046546-0.0052551i,-0.00032394-0.0061182i,-0.0015724-0.0053663i,-0.0018732-0.0043718i,-0.0028918-0.0028001i,-0.0034786-0.00089952i,-0.0027576-0.00085456i,-0.004021-0.0014022i,-0.004743+0.00028612i
6.587e-05+0.017591i,0.0035789+0.039386i,0.016389+0.058716i,0.048865+0.053072i,0.088478+0.022177i,0.090462-0.0076606i,0.05463-0.016147i,0.015411-0.0053209i,-0.0018132+0.013652i,0.001181+0.020377i,0.0038183+0.011873i,0.0024106+0.0037208i,0.0036655+0.00092335i,0.0063728-0.00092297i,0.0070843-0.00084722i,0.0041553+0.0006121i,0.0015431+0.00089572i,0.00074964-0.00054301i,0.00026462-0.0030745i,0.00016057-0.0031897i,0.00061569-0.00066576i,0.0017165+0.001493i,0.0016994+0.0023349i
-0.0082645-0.0084863i,-0.028493-0.025262i,-0.044828-0.034239i,-0.035995-0.030758i,-0.0040781-0.030852i,0.027984-0.032624i,0.035148-0.018215i,0.03164+0.0068931i,0.032013+0.013985i,0.025252+0.0044578i,0.016041-0.0016963i,0.0096594-0.0029005i,0.0021202-0.0023494i,-0.0043864-0.00086886i,-0.0076617+0.00042115i,-0.0072537+0.001492i,-0.0050509+0.0018702i,-0.0030848+0.0033634i,-0.00077795+0.0047761i,0.00072279+0.004145i,0.0013793+0.0030413i,0.0017354+0.0028706i,0.0034146+0.0031034i
0.015426-0.0015553i,0.038302-0.010888i,0.049088-0.034318i,0.014953-0.059711i,-0.037744-0.067181i,-0.065721-0.056378i,-0.055358-0.030731i,-0.020964-0.0096322i,0.0071788-0.0081314i,0.013038-0.013636i,0.0047352-0.010534i,-0.002575-0.0035637i,-0.0041426-0.0023435i,-0.0026074-0.0048287i,-0.0014278-0.0049882i,-0.00051914-0.0021896i,0.0010974+0.00029921i,-0.00086401+0.0013301i,-0.003668+0.0019906i,-0.0020733+0.0019195i,0.00066222-0.00044426i,0.00091599-0.0028111i,7.3578e-05-0.0040124i
-2.3092e-05+0.018545i,-0.0062676+0.041198i,-0.0079956+0.070779i,-0.0064503+0.074814i,-0.020782+0.046364i,-0.033199+0.022574i,-0.017603+0.0045833i,-0.0038066-0.020605i,-0.010622-0.03224i,-0.016509-0.023916i,-0.01239-0.014416i,-0.007026-0.0081094i,-0.0038929-0.00056027i,-8.4334e-05+0.0055301i,0.0033422+0.0056706i,0.0028424+0.002976i,0.00036593+0.0014502i,0.0014799+0.00047719i,0.0040959-0.0018558i,0.0034724-0.0048125i,0.0020886-0.0055309i,0.0012486-0.0044603i,-0.00045339-0.0040922i
-0.0082668-0.010758i,-0.020645-0.0255i,-0.03523-0.0315i,-0.037922+0.0028723i,-0.020456+0.064429i,-0.00085141+0.083562i,0.003792+0.056114i,-0.0017904+0.024691i,-0.011105+0.0076924i,-0.014977+0.0052404i,-0.0071147+0.0063827i,0.0015285+0.0052748i,0.0029454+0.0035721i,0.00056082+0.00090915i,-0.0012516-0.00094735i,-0.0003648-0.001795i,0.0018466-0.0018587i,0.0029866-0.0016243i,0.0024295-0.0002484i,0.0012478+0.00075855i,-0.00061874-0.00064171i,-0.003442-0.00047102i,-0.0054342+0.0022522i
0.014473+0.0035956i,0.041216-0.0023168i,0.066581-0.010803i,0.074345-0.016101i,0.06987-0.015708i,0.054417-0.012365i,0.02095-0.014236i,-0.01274-0.0007698i,-0.017229+0.02465i,-0.0052768+0.028419i,-0.0026595+0.015098i,-0.0028848+0.0043375i,0.0020608-0.0014049i,0.0055319-0.0041064i,0.0033701-0.0050089i,-0.00091488-0.0033384i,-0.0031595-0.00083661i,-0.005413-0.00031211i,-0.0070684-0.00098095i,-0.0064652-0.0018638i,-0.0051212-0.0013009i,-0.0031359+0.00028843i,-0.0011799+0.0016331i
-0.01064+0.014747i,-0.014845+0.035032i,-0.0063086+0.048311i,0.018002+0.024982i,0.036482-0.016298i,0.037152-0.032989i,0.02457-0.019815i,0.016038-0.0023907i,0.016939+0.0052515i,0.01596+0.002922i,0.0092142-0.0043927i,0.001433-0.0075272i,-0.0033783-0.0057406i,-0.004805-0.0031315i,-0.0037202-0.00036879i,-0.0030249-0.00017741i,-0.0040886-0.0018459i,-0.0035025-0.0022978i,-0.00030467-0.0018498i,0.00096045-0.00051226i,0.00089736+0.0011672i,0.0022606+0.0022968i,0.0047758+0.0022141i
-0.0065678-0.013251i,-0.019705-0.033875i,-0.047651-0.051447i,-0.06966-0.049301i,-0.065992-0.042867i,-0.058175-0.03514i,-0.045983-0.010523i,-0.01342+0.0064998i,0.014935-0.0034976i,0.016389-0.0118i,0.0069267-0.0033392i,0.0010309+0.0051402i,-0.0024921+0.0042462i,-0.0044214+0.0020108i,-0.00347+0.0026128i,-0.00048079+0.0050886i,0.00089538+0.0066095i,0.00088714+0.007827i,0.0016433+0.0091463i,0.0023571+0.0072745i,0.0016816+0.0033679i,0.00076857+0.00016449i,-0.00041646-0.0011615i
0.015071+0.0012921i,0.036209+0.004927i,0.053267+0.0033451i,0.034201+0.0011267i,-0.013858+0.01033i,-0.025503+0.020904i,-0.0033217+0.012321i,2.173e-05-0.0060999i,-0.012247-0.013591i,-0.016564-0.0091099i,-0.011828-0.00024902i,-0.0045165+0.0060898i,0.001212+0.0091579i,0.0030747+0.010123i,0.0022366+0.0074686i,-0.00011204+0.0041535i,-0.0019184+0.0027158i,-0.0021486+0.00083661i,-0.0020259-0.0032985i,-0.0015015-0.0054545i,-0.00037994-0.0043206i,0.00079487-0.0036766i,0.0014745-0.0045198i
-0.010543+0.0090052i,-0.016243+0.027738i,-0.017703+0.056696i,-0.0091287+0.083015i,0.0041409+0.09333i,0.012764+0.080707i,0.018331+0.051332i,0.0093049+0.022391i,-0.01127+0.0082925i,-0.015139+0.0047979i,-0.002137+0.00020741i,0.0085094-0.0019662i,0.0095524-0.0014074i,0.0062577-0.0023142i,0.0044286-0.0032684i,0.0046576-0.0032875i,0.0061047-0.0037479i,0.0075295-0.0050386i,0.0077603-0.0054036i,0.0065834-0.0042115i,0.0041909-0.0021385i,0.0016078+0.00047257i,-0.00019383+0.0029252i
0.0030447-0.013837i,-0.0048249-0.029577i,-0.013151-0.038814i,-0.0012363-0.031448i,0.030468-0.02523i,0.039267-0.032443i,0.012454-0.036005i,-0.0071337-0.013279i,-0.00044295+0.014853i,0.0084287+0.018377i,0.0078807+0.0067994i,0.0039372-0.004058i,0.0033151-0.0091185i,0.0054478-0.0075706i,0.0047069-0.0038614i,0.0022973-0.0003628i,0.00083691+0.0018775i,-0.0020208+0.0040372i,-0.0055014+0.0059104i,-0.0066807+0.0045366i,-0.004368+0.002591i,-0.0016487+0.0011965i,-0.0024852-0.00064566i
0.009241+0.0045732i,0.027632+0.0055668i,0.050616-0.01377i,0.062713-0.042383i,0.056353-0.048789i,0.044934-0.040257i,0.032698-0.03182i,0.023528-0.017944i,0.021784-0.0057843i,0.014293-0.0038261i,-0.00070887-0.0046849i,-0.0097205-0.0032793i,-0.011958-0.0020465i,-0.012132-0.00035931i,-0.010783+0.0018723i,-0.0095875+0.00067402i,-0.009011-0.0029497i,-0.0083796-0.0057252i,-0.0063166-0.0065108i,-0.0033145-0.0058502i,-0.00093681-0.0044017i,0.0019563-0.0026239i,0.0045579-0.0026246i
-0.0062169+0.00019244i,-0.016354+0.0079537i,-0.023876+0.023768i,-0.035732+0.026072i,-0.058531-0.00070509i,-0.081747-0.0098772i,-0.074787+0.012949i,-0.03527+0.016612i,-0.0041501-0.0068058i,-0.00034073-0.019462i,-0.0069413-0.010799i,-0.0097211+0.0012559i,-0.0090146+0.0062643i,-0.0070325+0.0030398i,-0.0037251-0.0014828i,-0.00076203-0.0017556i,0.0017856+0.0011346i,0.005807+0.0048138i,0.010512+0.0068281i,0.010628+0.0057991i,0.0054647+0.0025286i,0.00095768+0.00052497i,-0.00079599+0.0027746i
0.0098548-0.0033285i,0.0052576-0.010549i,-0.017283-0.014522i,-0.052075-0.0097905i,-0.065776+0.0012623i,-0.042515+0.0057488i,-0.019635-0.001961i,-0.022802-0.011776i,-0.029741-0.01057i,-0.022974+0.0008464i,-0.00809+0.010197i,0.0027879+0.012023i,0.0076993+0.012826i,0.0093921+0.013282i,0.0083772+0.010063i,0.0056122+0.0071174i,0.00094022+0.0071532i,-0.0040866+0.0068918i,-0.007171+0.0055208i,-0.0082365+0.0040123i,-0.007369+0.003202i,-0.0064498+0.0017366i,-0.0055688-0.0007839i
0.00064242+0.0086295i,0.0056619+0.011948i,0.015501+0.008624i,0.027395+0.022657i,0.036037+0.065996i,0.042329+0.091698i,0.047671+0.071677i,0.033045+0.038694i,0.0049239+0.022651i,-0.0052827+0.017973i,0.00042709+0.011784i,0.0065774+0.0051424i,0.0072558+0.0011323i,0.0020484-0.0013527i,-0.0039782-0.0018225i,-0.0047345-0.0016438i,-0.0027395-0.0041712i,-0.0014354-0.0089801i,-0.00074361-0.013455i,-0.00019748-0.012794i,5.1193e-05-0.0069209i,0.0015262-0.0019837i,0.0036115-0.001149i
-0.0019469-0.0095896i,0.0044014-0.011133i,0.029576+0.0065839i,0.059345+0.028485i,0.062274+0.020749i,0.037752-0.0030902i,0.008189-0.0077303i,-0.0013243+0.013243i,0.011751+0.028701i,0.020349+0.015942i,0.013306-0.0034661i,0.0044978-0.01176i,0.0035575-0.014262i,0.0061289-0.013827i,0.0048862-0.011118i,0.0022007-0.0079996i,0.0026249-0.003685i,0.0049835+0.0024583i,0.0072702+0.0079542i,0.007567+0.0099084i,0.0067363+0.0077214i,0.0050704+0.0047939i,0.0025822+0.0044814i
0.010748+0.0048328i,0.013327+0.010867i,0.0020795+0.005731i,-0.00427-0.019409i,0.023498-0.045765i,0.052905-0.063236i,0.045439-0.06752i,0.023649-0.051629i,0.015672-0.027263i,0.013608-0.012818i,0.0053631-0.0093041i,-0.0041591-0.0049224i,-0.0085117+0.0015548i,-0.0073187+0.0060848i,-0.0028571+0.0084045i,-0.0012321+0.0087846i,-0.004665+0.008049i,-0.009258+0.0078141i,-0.0122+0.0081049i,-0.011517+0.005704i,-0.0079793+0.001277i,-0.0051724-0.0027111i,-0.0048312-0.0050232i
-0.0098648+0.002129i,-0.023994-0.0059543i,-0.032167-0.031779i,-0.035575-0.058022i,-0.050898-0.062691i,-0.065768-0.031941i,-0.050735+0.0022825i,-0.01592-0.00015866i,0.0009496-0.022806i,-0.0081546-0.026844i,-0.017081-0.0096974i,-0.013775+0.003097i,-0.010009+0.0043796i,-0.010256+0.0015006i,-0.010256+2.2627e-05i,-0.0085024+0.0006823i,-0.0039621-0.00098103i,0.001678-0.0058214i,0.0066472-0.0104i,0.0074993-0.011906i,0.0041049-0.0094404i,0.0021459-0.005224i,0.0034949-0.0028487i
0.012335-0.010244i,0.025259-0.017193i,0.036347-0.01273i,0.017376+0.0047113i,-0.02473+0.014851i,-0.049918+0.0014529i,-0.053242-0.0081455i,-0.049619+0.0022259i,-0.037976+0.011542i,-0.022824+0.012117i,-0.010308+0.010134i,-0.00040405+0.0068544i,0.0064439+0.0052825i,0.0098991+0.0038525i,0.010145-0.0015177i,0.0098557-0.0044097i,0.012185-0.0028247i,0.013168-9.214e-05i,0.01025+0.0042557i,0.0059916+0.0081859i,0.0023659+0.008639i,-0.00083129+0.0076743i,-0.0020508+0.0076423i
0.010619+0.017914i,0.012079+0.039789i,-0.0013322+0.070821i,-0.015922+0.098644i,-0.0081008+0.11219i,0.0135+0.10398i,0.023978+0.071421i,0.0094826+0.037895i,-0.0089759+0.02744i,-0.0045122+0.025907i,0.005461+0.01461i,0.0044566+0.0040675i,0.00090826+0.0034188i,-0.0005099+0.0061644i,-0.00025901+0.0075935i,-0.0011239+0.0051708i,-0.0056649+0.001003i,-0.012215-0.00030181i,-0.016325-0.00054327i,-0.014526-0.0011819i,-0.0080455-0.00075289i,-0.0028648-0.0028444i,-0.0014171-0.0065971i
-0.014994+0.0028308i,-0.028179-0.010202i,-0.022567-0.02854i,0.0020651-0.036532i,0.017081-0.025468i,0.0081004-0.0066795i,-0.0011151+0.013926i,0.012204+0.025284i,0.028425+0.016101i,0.025231+0.00096754i,0.014339-0.006509i,0.0058113-0.010077i,0.0010227-0.010578i,0.0009387-0.0092199i,-0.0012272-0.0076092i,-0.0066797-0.0065483i,-0.0097651-0.0081334i,-0.0075698-0.0097917i,-7.4911e-05-0.0083131i,0.005807-0.0057201i,0.0074818-0.0044338i,0.0080118-0.0031821i,0.00749-0.0021602i
0.015276-0.014182i,0.03869-0.024186i,0.063648-0.034376i,0.08187-0.042809i,0.095072-0.049262i,0.091722-0.050814i,0.068687-0.045097i,0.043198-0.030311i,0.026238-0.016128i,0.013636-0.012044i,0.0015645-0.008362i,-0.0019256+0.0016806i,0.0018826+0.0063375i,0.0042579+0.0038942i,0.0048466+0.00063657i,0.0027801+0.0027725i,0.0025133+0.010497i,0.0060116+0.016456i,0.0068803+0.016788i,0.0048132+0.011374i,0.00040288+0.0045523i,-0.0051515+0.0021794i,-0.0074309+0.0030801i
-0.00036602+0.0186i,-0.0034293+0.034118i,-0.010002+0.039716i,-0.027839+0.029388i,-0.052124+0.01793i,-0.051707+0.020699i,-0.024299+0.018341i,-0.0099617-0.0045507i,-0.016503-0.01783i,-0.01918-0.0097953i,-0.015482-0.0019783i,-0.01332-0.0017131i,-0.010779-0.0035158i,-0.0088681-0.0049426i,-0.007678-0.0023851i,-0.0041405+0.0034379i,-0.0027263+0.0068334i,-0.002543+0.0059158i,-0.0022865+0.0010003i,-0.0048085-0.0038274i,-0.0055699-0.0047382i,-0.0033978-0.0048979i,-0.0014543-0.0056944i
-0.0091383-0.0080066i,-0.019075-0.016022i,-0.040726-0.015958i,-0.06702-0.0092654i,-0.073896-0.015597i,-0.059081-0.041741i,-0.048971-0.057904i,-0.044142-0.038757i,-0.02923-0.0097052i,-0.011333+0.0049665i,0.002412+0.0062165i,0.0082735+0.00079975i,0.0053174-0.0022564i,0.0004075-0.0015981i,-0.0012282-0.0018553i,0.0027279-0.0040013i,0.0094104-0.0097938i,0.010862-0.015197i,0.007862-0.013344i,0.0052807-0.0069686i,0.0022276-0.00028433i,0.0018595+0.0052683i,0.004543+0.0067231i
0.009444-3.8487e-05i,0.014359+0.001965i,0.016668+0.0070624i,0.025995+0.025243i,0.048536+0.053065i,0.062691+0.057807i,0.045286+0.036116i,0.014733+0.022736i,0.0055096+0.024059i,0.011553+0.017023i,0.0090435+0.0085664i,0.0034015+0.010785i,4.9101e-05+0.014227i,-0.0036883+0.013795i,-0.0042053+0.010764i,-0.0022595+0.0059604i,-0.001505+0.0027672i,-0.0016718+0.0033128i,-0.0021739+0.0060955i,-0.0017647+0.0068757i,-0.00061962+0.0039667i,-0.0018869-0.00028701i,-0.0037542-0.0021471i
-0.0018845+0.0029227i,0.0102-0.00069483i,0.036548-0.0012822i,0.0578+0.007078i,0.034398+0.0099081i,-0.025199+0.011161i,-0.059278+0.029895i,-0.039171+0.045916i,-0.0052652+0.026274i,0.0008659-0.0043995i,-0.007659-0.014508i,-0.010056-0.010842i,-0.0045056-0.0052747i,0.0020342-0.0015362i,0.0032551-0.001057i,-0.0035805-0.0038227i,-0.013494-0.0046566i,-0.016804-0.002252i,-0.011475-0.00071477i,-0.0036075-0.0007614i,0.0029233-0.0010572i,0.007358-0.0016072i,0.0075212-0.0030451i
0.010496-0.0019261i,0.017965+0.011834i,0.02517+0.025151i,0.027667+0.0072732i,0.028409-0.037703i,0.023804-0.063478i,0.016298-0.05052i,0.015753-0.029163i,0.007117-0.020111i,-0.0074548-0.012335i,-0.0060204-0.0043777i,0.0060913-0.0027008i,0.011839-0.0032545i,0.011274-0.0023971i,0.0085319-0.00067485i,0.0068282+0.0031848i,0.009293+0.0051866i,0.01176+0.0030355i,0.0088049-0.00014611i,0.0028888-0.0021377i,-0.0024491-0.0017898i,-0.0059822+0.00085512i,-0.0069071+0.0040124i
-0.01501+0.0063853i,-0.042671-0.0012259i,-0.081461-0.020623i,-0.10386-0.029561i,-0.090014+0.003843i,-0.041786+0.066834i,0.020303+0.085256i,0.040972+0.043346i,0.017011+0.014437i,-0.00052056+0.021108i,-0.0016792+0.026141i,-0.0035628+0.016957i,-0.0069944+0.0047092i,-0.0077704-0.0022291i,-0.0073897-0.0021199i,-0.0058907+0.003069i,-0.0031864+0.008145i,-0.00045534+0.0080834i,-0.00028831+0.0041929i,-0.00083891-5.6484e-05i,0.00040559-0.0043083i,0.00086923-0.0079778i,-0.0001766-0.0088187i
0.016128-0.021884i,0.037034-0.051903i,0.056827-0.078153i,0.036068-0.068196i,-0.012806-0.028183i,-0.03196-0.008062i,-0.028162-0.015689i,-0.023445-0.011183i,-0.008897+0.0048024i,0.0067357+0.0049622i,0.0084813-0.0042622i,-0.00051626-0.006068i,-0.0060708-0.0028578i,-0.0042313-0.0029561i,-0.0019099-0.0058464i,-0.00035946-0.0095071i,-0.00063826-0.01332i,-0.004194-0.012449i,-0.0058711-0.0055924i,-0.0036929+0.0036714i,-1.7852e-06+0.0094675i,0.0037869+0.01048i,0.0066761+0.010011i
