-0.0017528-0.0010924i,-0.0012678-0.0021428i,-0.0012891-0.0019878i,-0.0013003-0.00094658i,-0.0015135+0.00042361i,-0.00099502+0.0015845i,0.00024745+0.0020442i,0.00142+0.0016983i,0.002543+0.0015907i,0.0020485+0.00042803i,0.00037362-0.00049337i,-0.00016843-0.0010802i,-3.5889e-05-0.0014451i,-0.00021702-0.0010119i,-0.00024308-0.0008077i,-4.6742e-05-0.00062816i,8.2816e-05-0.00043994i,0.00033-0.00014824i,0.00078491-9.477e-05i,0.00088521-0.0003449i,0.00043449-0.00032182i,0.00016003+0.00050988i,0.00017856+0.00094071i
-0.28378-0.30535i,-0.49501-0.37657i,-0.5265-0.25428i,-0.32703-0.11376i,-0.12448-0.12781i,-0.049467-0.16175i,-0.013713-0.11411i,0.015296-0.06055i,0.026456-0.037128i,0.023049-0.033761i,-0.0037932-0.019104i,-0.026173+0.01939i,-0.01983+0.037632i,-0.0091949+0.023977i,-0.012859+0.007704i,-0.015243+0.004424i,-0.0049987+0.0067926i,0.0075425+0.0027389i,0.013643-0.0030653i,0.016174+0.00058142i,0.022291+0.011067i,0.031279+0.017888i,0.029212+0.013846i
0.199+0.28614i,0.34157+0.39548i,0.35256+0.31082i,0.18678+0.15584i,0.0055006+0.13254i,-0.05145+0.16868i,-0.027761+0.12373i,-0.0087707+0.044187i,-0.013936+0.0064249i,-0.01695+0.01084i,0.0066022+0.0083006i,0.029469-0.021197i,0.019427-0.038779i,9.2593e-05-0.026186i,-0.0020103-0.0061533i,0.00065504+0.00040857i,-0.0050309-0.0036948i,-0.012911-0.0074967i,-0.015425-0.010524i,-0.011588-0.016615i,-0.0090681-0.025671i,-0.014545-0.031339i,-0.015776-0.025664i
-0.13701-0.41261i,-0.24561-0.57729i,-0.25545-0.46847i,-0.10848-0.22657i,0.07146-0.11139i,0.14229-0.089273i,0.11098-0.045402i,0.055614-0.010029i,0.016927-0.00085792i,0.0060651-0.0010032i,-0.0034806-0.00098361i,-0.021318+0.015196i,-0.017206+0.031106i,-0.00094167+0.02423i,0.00151+0.010379i,0.0009274+0.0063011i,0.0034158+0.0089237i,0.0015973+0.012319i,-0.0039944+0.016108i,-0.006698+0.019351i,-0.0024776+0.022528i,0.00683+0.027539i,0.0093811+0.025266i
-0.076157+0.41869i,-0.063802+0.62685i,-0.0082814+0.5656i,-0.0022694+0.31519i,-0.057495+0.12916i,-0.069336+0.030797i,-0.033299-0.037782i,-0.0069036-0.037889i,0.016246+0.0039589i,0.028397+0.014379i,0.022722+0.0015757i,0.021683-0.010035i,0.016034-0.018085i,0.0028606-0.014896i,0.0012186-0.0077104i,0.0028035-0.006974i,-3.3296e-05-0.0067289i,0.0025407-0.0020704i,0.00984-4.0646e-05i,0.012098-0.0043243i,0.0073002-0.013717i,0.00020795-0.024199i,-0.0019702-0.024429i
0.13729-0.30817i,0.20247-0.48354i,0.15782-0.46897i,0.060718-0.28841i,0.017621-0.11502i,-0.00095357-0.010147i,-0.016259+0.033677i,-0.015414+0.00523i,-0.016924-0.043695i,-0.019559-0.05112i,-0.014931-0.030191i,-0.012641-0.011412i,-0.010094-0.00058237i,-0.0048326+0.0028582i,-0.0052724+0.0034868i,-0.0068946+0.0078329i,-0.00085137+0.010011i,0.0037924+0.0053697i,0.00071056+0.0024424i,-0.002668+0.0045564i,-0.0042712+0.011428i,-0.0051756+0.019095i,-0.0058385+0.01765i
-0.18653+0.28443i,-0.28185+0.40881i,-0.22721+0.3708i,-0.068852+0.2181i,0.042433+0.073668i,0.080312-0.016668i,0.059558-0.044751i,0.013272-0.010501i,-0.0097619+0.030814i,-0.01373+0.034464i,-0.013139+0.018525i,-0.0083935+0.0072875i,-0.0029501+0.0040353i,0.0055594+0.0033346i,0.013258+0.00070084i,0.014443-0.0057127i,0.0092964-0.01194i,0.0072144-0.01089i,0.011067-0.0083686i,0.010137-0.0080497i,0.0048408-0.0089474i,0.0032935-0.011136i,0.0034604-0.0079455i
0.30428-0.17274i,0.43456-0.25894i,0.34551-0.24953i,0.11351-0.17018i,-0.062592-0.094052i,-0.1342-0.046793i,-0.11298-0.01108i,-0.03818+0.0031632i,0.012357-0.0055271i,0.022608-0.0091658i,0.01596-0.0035647i,0.0087735+0.0017074i,0.0067026+0.00019085i,6.5239e-05-0.0066561i,-0.0096891-0.0079115i,-0.014843-0.0017451i,-0.014196+0.0024896i,-0.013476-0.0024482i,-0.015157-0.0084597i,-0.011129-0.0043637i,-0.0035504+0.0055688i,-0.001516+0.013024i,-0.00093328+0.01263i
-0.27102+0.025384i,-0.41796+0.037375i,-0.37161+0.0494i,-0.1767+0.080889i,-0.010149+0.12513i,0.072108+0.15439i,0.08346+0.12611i,0.043136+0.04981i,-0.0066202-0.0035477i,-0.027699-0.01235i,-0.018939-0.004337i,-0.0052912-0.0039451i,-0.0016604-0.005939i,0.001012+0.00025348i,0.005851+0.0080172i,0.0083647+0.0096293i,0.0071728+0.0086617i,0.0028888+0.01195i,-0.00074703+0.014788i,-0.0012398+0.0090508i,0.0010908-0.0013453i,0.004258-0.0088028i,0.0047925-0.0092005i
0.24646-0.0092295i,0.35763+0.015684i,0.30143+0.024846i,0.15388-0.025764i,0.051122-0.097656i,0.0059195-0.13265i,-0.0080913-0.10465i,-0.0097658-0.038681i,-0.0081004+0.017927i,0.0018779+0.036487i,0.0041844+0.017449i,-0.0072368+0.0037371i,-0.0080449+0.0049295i,-0.0017392-0.0027053i,0.00032968-0.011958i,0.0019475-0.011392i,0.0041327-0.0071248i,0.0045433-0.0051375i,0.0024193-0.0026333i,0.00030302+0.0021888i,-0.0011443+0.0060014i,-0.0032651+0.0090376i,-0.0019811+0.0087241i
-0.2474-0.088886i,-0.34194-0.1414i,-0.27987-0.11722i,-0.14696-0.013532i,-0.058741+0.077024i,-0.0066335+0.10359i,0.031527+0.071185i,0.053001+0.026634i,0.063044-0.00055372i,0.055514-0.012688i,0.032985-0.0043677i,0.021289+0.0061699i,0.01541+0.0016454i,0.0041313+5.7331e-05i,-0.0036596+0.0042495i,-0.0058966+0.0038721i,-0.0046219+0.003883i,-0.00012347+0.0070115i,0.0070072+0.0076969i,0.012637+0.0023614i,0.012702-0.0048126i,0.0091417-0.0085201i,0.0042505-0.0074089i
0.15637+0.12213i,0.21224+0.19291i,0.17566+0.16886i,0.10231+0.061255i,0.055957-0.021897i,0.031273-0.042325i,0.0078834-0.035349i,-0.022006-0.041623i,-0.052956-0.047893i,-0.059826-0.036714i,-0.038271-0.026678i,-0.020985-0.022853i,-0.018462-0.013285i,-0.013864-0.0036051i,-0.006862+0.0014452i,-0.0017053+0.0038487i,0.0024038-5.3112e-05i,0.0034226-0.008699i,0.000295-0.013549i,-0.0057842-0.011184i,-0.010718-0.0051868i,-0.0095711-0.00087941i,-0.0050093-0.0005585i
-0.12058-0.096096i,-0.14183-0.15843i,-0.092426-0.15133i,-0.029341-0.080531i,0.012226-0.031162i,0.033931-0.030384i,0.025133-0.03166i,0.010274+0.0086667i,0.026116+0.054785i,0.041713+0.056507i,0.022447+0.035644i,0.00017163+0.028759i,0.0024004+0.027016i,0.0076367+0.015918i,0.0069854+0.0038266i,0.0054626-0.0031258i,0.00088305-0.0019417i,-0.0027384+0.0032039i,-0.0018817+0.0037612i,0.00068154+0.0011728i,0.0026475+0.002089i,0.0031071+0.0054671i,0.0017938+0.0081721i
0.094583+0.1049i,0.094143+0.13479i,0.030313+0.096135i,-0.044465+0.029235i,-0.10252-0.0065671i,-0.12814-0.00025687i,-0.083333+0.014698i,-0.0084719-0.011703i,0.016394-0.062556i,0.0013552-0.073801i,0.0027098-0.048318i,0.018176-0.031124i,0.01618-0.027283i,0.0030562-0.018395i,-0.006389-0.0056695i,-0.011017+0.0040813i,-0.009705+0.0078147i,-0.0076062+0.0043542i,-0.0090138+0.00075114i,-0.0084512+0.00027739i,-0.004447-0.00063984i,-0.0010473-0.0027519i,0.001818-0.0046419i
-0.026469-0.087205i,-0.018389-0.10276i,0.016205-0.057062i,0.06242+0.013641i,0.11585+0.066581i,0.13967+0.074193i,0.081899+0.039693i,-0.011457+0.016359i,-0.062841+0.028683i,-0.060664+0.04318i,-0.043342+0.034326i,-0.036934+0.017492i,-0.028448+0.014878i,-0.0087995+0.017425i,0.0094678+0.012962i,0.01927+0.005351i,0.018969+0.00014526i,0.01407+0.002574i,0.012192+0.0082082i,0.008672+0.0076765i,0.0019762+0.0038383i,-0.0035302+0.0027313i,-0.0066509+0.0027672i
0.02349+0.031693i,0.0025265+0.023731i,-0.036897-0.010437i,-0.069546-0.055486i,-0.099662-0.10052i,-0.10491-0.1053i,-0.052595-0.046404i,0.017976+0.012047i,0.056317+0.028792i,0.06259+0.016403i,0.047459+0.0015436i,0.03083+0.0044087i,0.026344+0.004921i,0.01552-0.0095583i,-0.0024039-0.018219i,-0.012051-0.015401i,-0.012267-0.0095432i,-0.006395-0.0089191i,-0.0029735-0.0098053i,-0.0016475-0.004451i,0.0024004+0.0010765i,0.0067312+0.0038974i,0.010649+0.0062239i
-0.027376-0.032377i,-0.015635-0.0047288i,0.0081155+0.047134i,0.023307+0.09701i,0.039416+0.152i,0.054618+0.16368i,0.050525+0.091213i,0.026973+0.0018104i,-0.00014126-0.042546i,-0.022145-0.04097i,-0.026788-0.02047i,-0.017195-0.014928i,-0.013789-0.018704i,-0.010226-0.0078901i,-0.00049834+0.0055267i,0.0052556+0.0090327i,0.0061423+0.0062272i,0.0032396+0.004711i,0.0030028+0.0057719i,0.0053965+0.0023287i,0.0025583-0.0018418i,-0.0030476-0.003569i,-0.0070255-0.0072656i
0.012962-0.0016895i,0.017945-0.046731i,0.016391-0.086878i,0.025363-0.10799i,0.042454-0.14425i,0.033311-0.15413i,-0.00043026-0.097151i,-0.029506-0.02634i,-0.037923+0.023372i,-0.014706+0.041984i,0.0079795+0.024286i,0.0021599+0.012128i,-0.0048547+0.017405i,-0.0039541+0.0094813i,-0.0043552-0.0041682i,-0.0052639-0.0088726i,-0.0064982-0.0077519i,-0.0051536-0.0065497i,-0.0046776-0.0091964i,-0.0068652-0.0078793i,-0.0044911-0.00097643i,0.0018269+0.0046421i,0.0051295+0.0091533i
-0.043599+0.021873i,-0.065953+0.067808i,-0.056055+0.099325i,-0.037895+0.094403i,-0.040798+0.090615i,-0.018374+0.083627i,0.029577+0.048443i,0.058691+0.023453i,0.075186+0.011229i,0.060013-0.01235i,0.020166-0.012304i,0.010362+0.00034926i,0.017041-0.0077163i,0.010379-0.0098225i,0.00089708-0.00057743i,-0.0016996+0.0057268i,0.0008894+0.0090524i,-6.0304e-05+0.010235i,-0.0034132+0.012339i,-0.0010525+0.0099424i,0.001989+0.0018853i,0.0020927-0.0047802i,0.0014134-0.0096725i
0.052093-0.018182i,0.082967-0.067761i,0.067532-0.10139i,0.020564-0.08609i,-0.011214-0.05549i,-0.038422-0.038938i,-0.057599-0.027993i,-0.046533-0.041131i,-0.047881-0.065083i,-0.051091-0.047811i,-0.02186-0.022999i,-0.007879-0.021671i,-0.019914-0.012053i,-0.018307+0.0012424i,-0.0061073+0.0034393i,-0.00061393+0.00088459i,-5.384e-05-0.00044428i,0.0037466+0.0019702i,0.0081566+0.001989i,0.0046387-0.00037957i,-0.00056441-0.00048021i,-0.0031025+0.00084367i,-0.0062777+0.0035336i
-0.066997+0.028858i,-0.11233+0.074441i,-0.099444+0.092222i,-0.025124+0.060737i,0.046236+0.029312i,0.081896+0.018775i,0.066423+0.01161i,0.0077187+0.02479i,-0.020424+0.061883i,-0.0025536+0.064064i,0.00074145+0.035236i,-0.0054904+0.025528i,0.0092147+0.021039i,0.018498+0.0083679i,0.012435+0.0014756i,0.0088538-6.9214e-05i,0.010257-0.0026184i,0.0093787-0.0075607i,0.0039591-0.0076935i,0.0022411-0.0024965i,0.0022917+0.00031456i,-3.0356e-05+0.0015604i,0.0029364+0.0025367i
0.095587-0.033781i,0.15292-0.078664i,0.11721-0.095383i,0.0035753-0.062535i,-0.082892-0.035406i,-0.10523-0.031759i,-0.059837-0.010748i,0.028849+0.0027324i,0.073815-0.026925i,0.047918-0.045159i,0.019365-0.030153i,0.01324-0.02246i,0.00085358-0.022336i,-0.0088237-0.013155i,-0.0068781-0.0055867i,-0.0094936-0.0053654i,-0.017179-0.004798i,-0.018821-0.00099061i,-0.010095+0.00041755i,-0.0020066-0.0023668i,-0.0017023-0.0024336i,-0.0014867+0.000643i,-0.0011244+0.0018383i
-0.098956+0.0065635i,-0.17561+0.046595i,-0.15626+0.091753i,-0.034748+0.11048i,0.065525+0.11594i,0.093194+0.11902i,0.059614+0.06589i,-0.023352-0.011817i,-0.087452-0.023511i,-0.075834+0.0075136i,-0.038516+0.018121i,-0.022331+0.014974i,-0.0076981+0.014356i,0.0068227+0.0093767i,0.0093168+0.0072484i,0.011531+0.010381i,0.0189+0.011178i,0.022229+0.0062893i,0.015938-0.002864i,0.0056975-0.0050747i,0.0014782-0.0010766i,0.0018602-0.00038492i,0.0031504-0.0013775i
0.099146-0.023409i,0.17886-0.059667i,0.17333-0.10755i,0.074523-0.14957i,-0.0087792-0.1786i,-0.029773-0.17705i,-0.025424-0.09817i,0.002094+0.02207i,0.045321+0.07515i,0.058106+0.043632i,0.03728+0.0030453i,0.016212-0.0086719i,0.0045286-0.00967i,-0.0030658-0.010694i,-0.0053441-0.012001i,-0.010349-0.014792i,-0.022617-0.015712i,-0.030837-0.010243i,-0.028124+7.3927e-05i,-0.017319+0.0047233i,-0.0074666+0.0032098i,-0.0021043+0.0041312i,0.0004062+0.004351i
-0.12122+0.00092546i,-0.20601+0.033172i,-0.20523+0.086119i,-0.11619+0.14801i,-0.038005+0.20098i,0.0023041+0.20057i,0.047889+0.11508i,0.078924-0.010232i,0.05344-0.080157i,0.0044608-0.059865i,-0.014122-0.0074283i,-0.005951+0.014494i,0.0025792+0.0094i,0.0057337+0.0039878i,0.0044763+0.0065339i,0.0074005+0.017024i,0.021096+0.026987i,0.033537+0.02788i,0.032971+0.019643i,0.022472+0.01025i,0.01181+0.0047938i,0.0049524-0.0011264i,0.0011528-0.0041409i
0.11491+0.012657i,0.20927-0.015332i,0.22033-0.073705i,0.14742-0.13782i,0.085463-0.18347i,0.035013-0.18038i,-0.041515-0.11862i,-0.1081-0.036453i,-0.1084+0.025387i,-0.048174+0.034836i,0.0030106-0.0027171i,0.0079421-0.029889i,-0.0058168-0.022348i,-0.011697-0.0088776i,-0.0064147-0.0069883i,-0.0015112-0.019096i,-0.0068582-0.036518i,-0.015662-0.04323i,-0.018004-0.032122i,-0.011134-0.014596i,-0.0039765-0.0055508i,-0.0042651-0.00033219i,-0.0050504+0.0036062i
-0.1134-0.028336i,-0.22334-0.024882i,-0.25994+0.017466i,-0.20346+0.07607i,-0.13624+0.11566i,-0.060776+0.12539i,0.036371+0.10394i,0.10436+0.073105i,0.1158+0.037102i,0.065829+0.0036631i,-0.0023302+0.011028i,-0.021115+0.036068i,-0.0015831+0.032768i,0.011012+0.014642i,0.0056723+0.0070303i,-0.0054208+0.01641i,-0.007524+0.034915i,-0.00052197+0.043479i,0.0091378+0.032761i,0.012393+0.014999i,0.0079548+0.0055861i,0.0055451+0.0042997i,0.0057574+0.0033005i
0.11667+0.037856i,0.22103+0.050307i,0.25499+0.028658i,0.2021-0.0080677i,0.13906-0.036374i,0.072325-0.071574i,-0.00088959-0.10044i,-0.039336-0.11718i,-0.056735-0.11207i,-0.04077-0.062897i,0.015468-0.030981i,0.039031-0.041192i,0.015024-0.03707i,-0.0039794-0.015958i,-8.866e-05-0.0045196i,0.011839-0.011133i,0.018203-0.03054i,0.013796-0.042711i,0.0023563-0.037877i,-0.004278-0.024505i,-0.0036986-0.014051i,-0.0036726-0.0086491i,-0.0053851-0.0038482i
-0.11031-0.059119i,-0.21824-0.082829i,-0.25114-0.065293i,-0.18573-0.031744i,-0.11736+0.0013978i,-0.076002+0.061952i,-0.045737+0.11302i,-0.04644+0.12811i,-0.042964+0.12924i,-0.025204+0.083793i,-0.042824+0.029152i,-0.060275+0.025813i,-0.034409+0.030136i,-0.0044039+0.015031i,-0.0015735+0.0027464i,-0.017564+0.0079909i,-0.032274+0.0263i,-0.032853+0.039582i,-0.022009+0.035771i,-0.011839+0.021134i,-0.0077009+0.010252i,-0.0037285+0.0069061i,0.0024761+0.0045987i
0.11212+0.064062i,0.22389+0.098251i,0.24626+0.084217i,0.15486+0.049376i,0.084731+0.013623i,0.082756-0.052771i,0.095029-0.097164i,0.11518-0.087781i,0.11643-0.079034i,0.0746-0.05268i,0.056386-0.0088895i,0.065326-0.0013639i,0.045891-0.013137i,0.014222-0.01134i,0.0052577-0.0026363i,0.019789-0.0013389i,0.038519-0.010831i,0.043342-0.019442i,0.030917-0.01854i,0.015059-0.0096178i,0.0082423-0.0012426i,0.0051716-0.00119i,-0.00030454-0.0037134i
-0.10455-0.08825i,-0.21328-0.14336i,-0.23173-0.12352i,-0.12247-0.059909i,-0.046175-0.010823i,-0.068334+0.05223i,-0.094382+0.078105i,-0.11672+0.03124i,-0.13222+0.0052796i,-0.090746+0.0051414i,-0.053946-0.015188i,-0.057312-0.020177i,-0.04349-0.0035895i,-0.013845+0.0033447i,-0.0039751-0.00031119i,-0.014887-0.0043989i,-0.031087-0.0033134i,-0.037492+0.0015037i,-0.027643+0.0067527i,-0.011965+0.0072904i,-0.0049701+0.0033912i,-0.0051652+0.0027993i,-0.0035488+0.005353i
0.098565+0.092361i,0.19736+0.14704i,0.21404+0.11185i,0.098896+0.023679i,0.01811-0.015559i,0.060578-0.03483i,0.092351-0.030289i,0.093046+0.039745i,0.1055+0.077496i,0.078808+0.049166i,0.040671+0.03465i,0.037333+0.030222i,0.028258+0.01218i,0.0045225+0.00057295i,-0.0045297+0.00068753i,0.0052385+0.0058702i,0.021402+0.010125i,0.029569+0.0076497i,0.024633+0.0022622i,0.016065+0.0021529i,0.011583+0.0044419i,0.0087737+0.0031542i,0.0039305-0.0013464i
-0.082766-0.10749i,-0.18926-0.17573i,-0.2285-0.13147i,-0.12331-0.0048562i,-0.020713+0.043897i,-0.039436+0.019557i,-0.046826-0.011525i,-0.0046341-0.084617i,-0.0091012-0.12859i,-0.022343-0.085623i,-0.012638-0.043904i,-0.015845-0.031095i,-0.014254-0.01539i,0.00013682-0.0038998i,0.0037112-0.0039667i,-0.0038063-0.010434i,-0.015359-0.018503i,-0.023229-0.019948i,-0.017266-0.014205i,-0.0049235-0.012492i,0.00018877-0.014011i,-2.0447e-05-0.0096343i,0.00087034+0.0013735i
0.074702+0.11419i,0.17491+0.19763i,0.23114+0.14885i,0.1472-0.015583i,0.029477-0.079817i,0.01731-0.017896i,0.010911+0.025533i,-0.058297+0.062121i,-0.073213+0.0965i,-0.033625+0.068977i,-0.011087+0.028516i,0.0006158+0.016888i,0.0034901+0.010396i,-0.0044778+0.0040321i,-0.0076572+0.005608i,-0.0032712+0.012567i,0.0027484+0.022012i,0.0057787+0.02474i,0.0013804+0.01606i,-0.0071171+0.0080622i,-0.010446+0.0067404i,-0.0063871+0.0045453i,-0.00079791-0.0024346i
-0.053039-0.13384i,-0.14992-0.24333i,-0.24367-0.20041i,-0.20624+0.0061628i,-0.072434+0.11391i,-0.004646+0.045545i,0.018879-0.0056127i,0.084885-0.012623i,0.10866-0.037128i,0.061052-0.03293i,0.018376-0.0092941i,-0.0020883-0.0018579i,-0.0056062+0.0025901i,0.0010349+0.0047776i,0.0033042-0.00025493i,0.00084661-0.0056086i,0.00095329-0.01027i,0.0038578-0.010475i,0.006624-0.0024885i,0.0080721+0.0022839i,0.0079785-6.0428e-05i,0.0050098-0.0019708i,0.00042029+0.0010752i
0.035934+0.13768i,0.11968+0.26801i,0.24156+0.25993i,0.2662+0.047836i,0.14172-0.10922i,0.027109-0.073252i,-0.010494-0.035273i,-0.062062-0.05527i,-0.098202-0.042331i,-0.062323-0.017023i,-0.012387-0.011307i,0.013321-0.0095596i,0.017497-0.011616i,0.00858-0.013061i,0.002865-0.0049564i,0.003837+0.0040184i,0.0032281+0.0062681i,-0.00053238+0.0016639i,-0.0048599-0.0061115i,-0.0098971-0.0064349i,-0.012596-0.00040698i,-0.0091625+0.0019786i,-0.0011502-0.00083738i
-0.01216-0.14833i,-0.078827-0.30956i,-0.21668-0.35075i,-0.30536-0.1516i,-0.21822+0.066074i,-0.07457+0.10166i,-0.021519+0.091139i,0.009914+0.12206i,0.046339+0.11395i,0.032382+0.06365i,-0.0059951+0.026483i,-0.031028+0.010935i,-0.032688+0.010445i,-0.017569+0.011713i,-0.0050498+0.0034222i,-0.0022568-0.0040804i,-0.0013259-0.0041225i,0.0019366+0.0031255i,0.0054626+0.014228i,0.012264+0.018999i,0.017197+0.014479i,0.011275+0.0076702i,-0.0011501+0.0047981i
-0.014236+0.14642i,0.022999+0.33262i,0.15818+0.42827i,0.30579+0.26623i,0.28293+0.010233i,0.14615-0.094237i,0.086657-0.10395i,0.071213-0.13204i,0.034484-0.12984i,0.017326-0.074732i,0.026995-0.025009i,0.039823-0.0029601i,0.039825-0.00096767i,0.023772-0.0056942i,0.0083526-0.003382i,0.0029138+0.0019771i,0.0015046+0.00081896i,0.0031522-0.0096364i,0.0078207-0.023493i,0.0064757-0.027835i,-0.00032558-0.020639i,-0.0015135-0.009808i,0.0049135-0.001644i
0.041701-0.14573i,0.047079-0.35389i,-0.065441-0.50874i,-0.25882-0.40438i,-0.31039-0.12989i,-0.19391+0.043096i,-0.11599+0.073537i,-0.10444+0.088457i,-0.077644+0.092284i,-0.045918+0.053434i,-0.036049+0.0093721i,-0.041709-0.014505i,-0.042959-0.017182i,-0.02909-0.0080599i,-0.012348-0.0039745i,-0.0050525-0.0069957i,-0.0087539-0.0054043i,-0.019363+0.0051258i,-0.026713+0.016606i,-0.019769+0.019295i,-0.0061594+0.013678i,-0.00061195+0.0062448i,-0.0027858+0.00087768i
-0.066337+0.1312i,-0.1257+0.33432i,-0.074006+0.53561i,0.1272+0.5144i,0.26044+0.26766i,0.20796+0.053116i,0.13641-0.0042095i,0.12594-0.016484i,0.10517-0.031882i,0.063126-0.019671i,0.037146+0.007497i,0.034231+0.028967i,0.03531+0.031539i,0.025282+0.018006i,0.0095023+0.0072635i,0.00054325+0.0086747i,0.0052499+0.013339i,0.021072+0.010459i,0.031478+0.00086898i,0.024229-0.010685i,0.0099517-0.014944i,0.0028408-0.0096633i,0.0037928-0.002i
0.098444-0.1138i,0.20728-0.30399i,0.2282-0.52367i,0.055611-0.5752i,-0.13939-0.38418i,-0.16563-0.15847i,-0.11685-0.078009i,-0.10881-0.068615i,-0.10142-0.044283i,-0.06357-0.02453i,-0.031506-0.028124i,-0.023924-0.040639i,-0.025277-0.039309i,-0.021338-0.023121i,-0.010955-0.0068969i,-0.0013567-0.0040438i,-0.0015639-0.011614i,-0.014625-0.015042i,-0.028608-0.00959i,-0.029656+0.0020192i,-0.018647+0.010259i,-0.0068274+0.0071657i,-0.0020971-0.00072567i
-0.1124+0.08059i,-0.27528+0.23616i,-0.38242+0.4452i,-0.26409+0.55122i,-0.029269+0.43861i,0.083359+0.23623i,0.077377+0.1384i,0.068916+0.12132i,0.068067+0.090555i,0.047002+0.051352i,0.022462+0.036562i,0.011414+0.041577i,0.010056+0.041998i,0.0093782+0.028126i,0.0052735+0.011833i,-0.00057951+0.0062689i,-0.00066188+0.013098i,0.011029+0.022421i,0.024714+0.024515i,0.027566+0.015899i,0.018597+0.0038778i,0.0064556-0.0011099i,-0.0012392+0.0010662i
0.13231-0.060793i,0.33326-0.16827i,0.50726-0.33027i,0.44904-0.4481i,0.20747-0.40129i,0.028874-0.24106i,-0.011322-0.13981i,-0.011313-0.11777i,-0.022155-0.093337i,-0.022752-0.054562i,-0.010827-0.034929i,1.1702e-05-0.036683i,0.0041978-0.036829i,0.0016049-0.025753i,-0.00099961-0.011015i,0.0019791-0.0039833i,0.0064832-0.01222i,0.0030888-0.028558i,-0.0054432-0.035393i,-0.0099068-0.024275i,-0.0086056-0.0078137i,-0.0037043+0.0014275i,0.00096627+0.0027004i
-0.13665+0.022721i,-0.36074+0.061031i,-0.58703+0.14949i,-0.58811+0.25963i,-0.35525+0.27808i,-0.12608+0.1877i,-0.038233+0.10999i,-0.024172+0.087208i,-0.0098633+0.070934i,0.0016712+0.042795i,-0.0010876+0.02574i,-0.0098617+0.027004i,-0.012477+0.029091i,-0.0067702+0.022567i,0.0012688+0.012602i,0.0003186+0.0053418i,-0.0099118+0.0081396i,-0.015166+0.019003i,-0.0097735+0.02433i,0.00096098+0.017341i,0.0076999+0.0064632i,0.0058264+0.00043216i,0.0015254-0.00027538i
0.13312+0.0054479i,0.34893+0.027839i,0.58979+0.025961i,0.63715-0.04244i,0.43497-0.10632i,0.1972-0.088454i,0.092614-0.045987i,0.070538-0.03576i,0.046401-0.035032i,0.018602-0.02395i,0.0088433-0.017081i,0.011542-0.02052i,0.011275-0.023236i,0.0042657-0.02052i,-0.0045523-0.014289i,-0.0028006-0.0064621i,0.0093972-0.0041461i,0.017425-0.0096029i,0.013211-0.014915i,0.0019395-0.01403i,-0.0055699-0.009152i,-0.0049377-0.0030966i,-0.0011485+0.0015587i
-0.11982-0.038675i,-0.31743-0.12084i,-0.54203-0.20716i,-0.60601-0.18816i,-0.43691-0.079537i,-0.20768-0.017684i,-0.094329-0.021482i,-0.072254-0.023643i,-0.053791-0.0087416i,-0.026594+0.0033007i,-0.016114+0.0090316i,-0.016917+0.016038i,-0.013265+0.020294i,-0.0051631+0.016718i,0.0017899+0.011925i,0.0013808+0.0069758i,-0.0071545+0.0030255i,-0.015608+0.0039274i,-0.015959+0.0075033i,-0.00814+0.0093618i,0.00030389+0.0069332i,0.0036024+0.001244i,0.0038251-0.0033435i
0.098754+0.058162i,0.25392+0.18809i,0.42388+0.34511i,0.47081+0.37401i,0.34665+0.2433i,0.16594+0.11168i,0.071136+0.066448i,0.056633+0.054461i,0.044667+0.030334i,0.023013+0.0067803i,0.015353-0.0040191i,0.01768-0.01042i,0.014886-0.013441i,0.0069109-0.011919i,0.00062557-0.011239i,-0.00028019-0.0077914i,0.005483+7.2259e-05i,0.012623+0.0054396i,0.013296+0.0058137i,0.0067336+0.0021513i,-0.0010455-0.00080192i,-0.0048057+0.00011407i,-0.0055902+0.0019725i
-0.071397-0.078207i,-0.17171-0.24232i,-0.27011-0.43765i,-0.28483-0.48465i,-0.19774-0.33809i,-0.082323-0.16068i,-0.025144-0.079258i,-0.02228-0.060288i,-0.021989-0.035175i,-0.011629-0.0080685i,-0.0094978+0.0021856i,-0.015414+0.0056662i,-0.013916+0.0071127i,-0.0059387+0.0061764i,-0.0023849+0.0069889i,-0.0027509+0.0058893i,-0.0026956-0.0012193i,-0.0015741-0.0075799i,0.0011378-0.00758i,0.00399-0.0020609i,0.0048343+0.0022132i,0.0034977+0.0022788i,0.00321+4.2116e-07i
0.044097+0.085445i,0.08096+0.25586i,0.10179+0.46216i,0.085847+0.51474i,0.039355+0.35836i,-0.0030479+0.1643i,-0.016745+0.070286i,-0.011679+0.046832i,-0.0042586+0.025293i,-0.0014026+0.002745i,0.0041292-0.0051863i,0.012197-0.0047111i,0.011965-0.0049318i,0.0049026-0.0077077i,0.0013985-0.0080623i,0.00161-0.0043959i,-0.00022234+0.00033736i,-0.004054+0.0011822i,-0.0069772-0.0022865i,-0.005147-0.0052755i,-0.0015776-0.0046127i,-0.00094024-0.002282i,-0.0039308-0.00059363i
