-0.0017528-0.0010924i,-0.0012678-0.0021428i,-0.0012891-0.0019878i,-0.0013003-0.00094658i,-0.0015135+0.00042361i,-0.00099502+0.0015845i,0.00024745+0.0020442i,0.00142+0.0016983i,0.002543+0.0015907i,0.0020485+0.00042803i,0.00037362-0.00049337i,-0.00016843-0.0010802i,-3.5889e-05-0.0014451i,-0.00021702-0.0010119i,-0.00024308-0.0008077i,-4.6742e-05-0.00062816i,8.2816e-05-0.00043994i,0.00033-0.00014824i,0.00078491-9.477e-05i,0.00088521-0.0003449i,0.00043449-0.00032182i,0.00016003+0.00050988i,0.00017856+0.00094071i
0.0019301-0.00065924i,0.00079049-0.0016254i,-0.0014694-0.0025771i,-0.0023176-0.0022475i,-0.0014674-0.00022113i,5.329e-05+0.0016029i,0.0014592+0.0020431i,0.0019088+0.0014045i,0.0010367+0.0010575i,0.00015763+0.000342i,-0.00041249-0.00070022i,-0.00073267-0.00045596i,-0.00038811+0.00015103i,-0.00037597+0.00029394i,-0.00060376-0.00026792i,0.00014272-0.00028359i,0.00058837+0.00028599i,0.00047516+0.00025568i,0.00058689+0.00043411i,0.00056214+0.00077289i,0.00036316+0.00067755i,0.00011573+0.00094402i,1.3282e-05+0.00057283i
0.00030688-0.00065089i,-0.00038442-0.00071387i,-0.00094678-0.00056924i,-0.0015257-0.00064204i,-0.0011672-4.3454e-06i,0.00040803+0.0011943i,0.0015724+0.0017442i,0.0015502+0.0011255i,0.0012723-0.00024097i,0.0013442-0.0011573i,0.00059442-0.00095587i,0.00036932-0.00080599i,0.00046043-0.00061858i,0.00023364+0.00025251i,-0.00018358+0.00061984i,3.0791e-05+0.00060771i,0.00060729+0.00074805i,2.8475e-05+0.00079258i,-0.00052288+0.00042876i,-0.0005649-0.00028495i,-0.00036707-0.00030824i,-0.00031769+1.2581e-05i,-0.00037017+0.00015219i
0.0026762+0.00017309i,0.003039+2.002e-05i,0.0028198-0.0016816i,0.0016326-0.0027306i,0.00070587-0.0014159i,0.00074652+0.001229i,0.0011229+0.002299i,0.0012131+0.0015374i,0.00083257+0.00055043i,2.2512e-05-0.00050914i,-7.1379e-05-0.0012285i,0.00018249-0.0012607i,5.3337e-05-0.00039956i,-0.00014326-7.434e-05i,-0.00032555-0.00033047i,0.00057018-0.0002055i,0.0009615-6.5157e-05i,0.00026716-0.00017578i,0.00045486-0.00073259i,0.00075151-0.00036244i,1.8026e-05+0.00082572i,-0.00053035+0.00098903i,-0.00049645+0.00027326i
6.5893e-05-0.00049634i,0.00038556-0.0020417i,0.0002066-0.0034709i,-0.0011332-0.0030834i,-0.0017969-0.0013247i,-0.0013117+0.00053685i,0.00014295+0.001377i,0.00042107+0.0012537i,-0.00068575+0.00065673i,-0.00033773+0.00021684i,0.00021432+0.00021011i,0.00024206+0.00030692i,-6.4641e-05+0.00095332i,-0.00092343+0.0015969i,-0.0010956+0.0010929i,-0.00028507+0.0008425i,-4.6903e-05+0.0010514i,7.1773e-05+0.00093532i,0.00029995+0.00032115i,0.00010272+0.00059635i,5.1188e-05+0.00082214i,0.00011151+0.00051599i,4.7056e-05+0.00053228i
-0.00046726+0.00037568i,-0.00029932-0.00021059i,-0.00040193+0.00046793i,-0.00058161+0.0017415i,-0.00012258+0.0015165i,0.00025235+0.0013741i,0.00030466+0.00083951i,4.0824e-05-0.00056842i,0.00039665-0.00090787i,0.00079176-0.00029523i,0.00054992-1.9441e-06i,-0.00027816-0.00012943i,-0.00091173-0.00063823i,-0.0001363-0.00031943i,0.00094474+1.4662e-05i,0.00094852-0.00013372i,0.00058802-0.00044567i,0.00010869-0.00021351i,4.9541e-05+0.00041898i,2.7261e-05+0.00026667i,6.7015e-05-1.1959e-05i,-7.1513e-05+0.0005574i,-0.00067965+0.00070744i
-0.0010824-0.0011451i,-0.00082519-0.0016986i,-0.00087505-0.0015467i,-0.00069669-0.00056345i,-0.00036373-0.0004184i,-0.00037478-0.00057178i,0.00047168-0.00014288i,0.00072129-0.00035047i,7.3186e-05-8.097e-05i,-0.00010896-0.00019543i,8.647e-05-0.00038983i,-0.00029693-0.00021561i,-0.00066858-0.00095161i,-0.00052312-0.0018288i,4.8135e-05-0.0017001i,0.00057486-0.00095723i,0.00054435-0.00043384i,9.6376e-05-0.00040888i,0.00048847-0.00014655i,0.001039+0.0006131i,0.00049449+0.0011812i,-4.3712e-05+0.00096818i,-0.00017968+0.0008673i
0.0021688-0.00068779i,0.0016994-0.0018603i,0.00057192-0.00191i,-7.2392e-06-0.00088656i,-0.00065083+0.00037761i,-0.0010049+0.00025606i,-0.00024296+0.0003898i,0.0012213+0.00037304i,0.00073211+0.00032363i,-0.00046516+0.00077191i,9.1509e-06+0.00022416i,0.00050113-0.00047614i,6.3615e-05-0.00025178i,-0.00034577-0.00022938i,-0.00046713-0.00034239i,-0.00015854-8.1292e-05i,-0.00018383-9.0801e-05i,-0.0003988+0.00029558i,-0.00023502+0.0011059i,-0.00010488+0.001211i,0.00030908+0.0011826i,0.00033498+0.00070394i,-0.00011555+0.00046226i
5.7793e-05-0.0013593i,0.0010032-0.0010891i,0.00096658-0.001029i,-0.00021455-9.1094e-05i,-0.00066604+0.00057624i,0.00049098+0.00059124i,0.0014114+0.000906i,0.00142+0.0011897i,0.0006895+0.0011284i,-0.00059155+0.00071248i,-0.00038046-1.0293e-05i,0.00045844-0.00075264i,0.0014046-0.0007063i,0.0010691-0.00066631i,-0.0004181-0.00091735i,-0.00027537-0.00049068i,0.0002598-0.00012297i,-6.921e-05-0.00079231i,1.8078e-05-0.00070078i,0.00031178-0.00056171i,0.00010428-0.00035202i,-3.8759e-06+0.00086567i,-0.00037625+0.001419i
-0.0016794+0.0015117i,-0.00060394-3.3741e-05i,-0.00036989+0.00037364i,0.00027036+0.0013115i,0.00049548+0.0010132i,0.0010901+6.8486e-05i,0.0012196-1.9947e-05i,0.00023942-0.00014186i,0.00029608-0.00015778i,0.00057766-0.00012902i,0.00028143-3.538e-05i,-1.4999e-05-5.2444e-05i,-9.6708e-05-0.00092078i,0.00024851-0.0010652i,0.00055887-0.00035205i,0.0007938-1.2402e-06i,0.00042122+0.00018939i,-0.00099757+6.3163e-05i,-0.00096854-0.00015685i,0.00030373+0.00010216i,0.00097029-9.2196e-06i,0.001228+0.00017592i,0.0017017+0.00097623i
0.0031104-0.0016027i,0.0027031-0.0026809i,0.00091005-0.0036559i,-0.00056418-0.0027983i,-0.00087429-0.00044608i,-0.000406+0.0010119i,0.00049969+0.0011018i,0.0012413+0.0013876i,0.00098352+0.00062181i,0.00037953-0.00056352i,-0.00045805-0.00055081i,-0.0011635+0.00033365i,-0.0013009+0.0012151i,-0.00086511+0.0010272i,-0.00074256+0.00057833i,-0.00092121+0.000577i,-0.00091183+0.00033524i,-0.00041675-0.0001848i,-0.00016702+1.9466e-05i,3.15e-05-2.591e-05i,-0.00051035+7.1292e-05i,-0.0011375+1.8651e-05i,-0.00058477-0.00037i
0.00085702+0.00081823i,0.00063856-0.00058534i,0.00094538-0.0014629i,0.00036992-0.0019971i,-0.00077364-0.0015677i,-0.0004125+0.0003078i,0.0011439+0.0017189i,0.0014094+0.0016999i,0.00063695+0.00091939i,-8.253e-05+0.000137i,-0.00010634-0.00015468i,0.00049403-0.00025758i,0.00036933+0.00035533i,-0.00050028+0.0010056i,-0.00075973+0.00033921i,-0.00069071+9.0462e-08i,5.6178e-05+0.00017534i,0.00041949-0.00058003i,-0.00042991-0.00066881i,-0.00054305+0.00040687i,0.00010221+0.00092468i,0.0004951+0.00038737i,0.00078419-0.00027721i
0.00071651-0.0019122i,0.00088635-0.0024797i,1.8527e-06-0.0017089i,-0.00019643-0.00033533i,0.00066074+0.0005947i,0.0011047+0.0010922i,0.0010946+0.0016018i,0.0014944+0.0016871i,0.00093848+0.0012306i,0.00040538+0.00066342i,0.00024412-0.00014909i,-0.00061369-5.2892e-06i,-0.0011029+0.00026813i,-0.00087003+8.6846e-05i,-0.00059066-0.00074805i,9.1304e-05-0.0014344i,6.5338e-05-0.00077799i,-0.00047632+0.0001706i,-0.0011633+0.00023554i,-0.0012611+0.00048277i,-0.00040701+0.00061369i,0.00037059+0.00062503i,0.00022902+0.0001995i
0.0010712+0.0010446i,0.00077293+8.1848e-05i,0.00019418-0.00011573i,4.7026e-05-0.00070609i,-5.5531e-05-0.00083938i,-9.4787e-05-0.00070873i,9.0465e-05-0.00023023i,5.8381e-06+0.00025895i,1.1822e-05-0.00016105i,0.00037988-0.00037154i,2.2119e-05-0.00026864i,-0.00060519-0.00043303i,-0.00089189+0.00011731i,-0.00081105+0.00051886i,-0.000438+4.7223e-05i,3.022e-05-0.00046579i,0.00016702-0.00031643i,-0.00030057+0.00048346i,-0.0011935+0.00066953i,-0.00078917-1.8701e-05i,0.00044217-0.00023214i,0.0009755-8.2206e-05i,0.00075131-0.00018399i
-0.00012736-0.0018391i,-0.00083931-0.0014115i,-0.00064131-0.00054427i,-9.943e-05+0.0010789i,-0.00034118+0.0020125i,-0.00045736+0.0015232i,0.00055815+0.00072737i,0.0010692-3.291e-05i,0.00043417+0.00015617i,-2.2069e-05+0.00025338i,-0.000232-0.00084386i,-3.8535e-05-0.00072142i,0.00069041+3.677e-06i,0.0010033+0.0003316i,0.00084187+0.00073817i,0.0010394+0.00089639i,0.00063184+0.00056422i,8.9039e-05+0.00047519i,-0.00043032+2.9472e-05i,-0.00088586+0.00022982i,-0.00055946+0.00075268i,6.4028e-05+0.0011091i,0.00028261+0.0013379i
0.0023553-0.00018365i,0.0030752-0.0007529i,0.002683-0.0022412i,0.0013849-0.0022024i,0.00016897-0.00029615i,0.00018706+0.0014574i,0.00085774+0.0020585i,0.0011198+0.0011748i,0.00062203+0.00029111i,0.00025687-0.00017914i,0.00040811-6.7107e-06i,0.00064828+0.00067666i,0.00050261+0.00017959i,4.0466e-05-0.00024914i,-0.00054556-1.5089e-05i,-0.00049767+3.8361e-06i,-0.00015934+0.00021904i,-0.00044333-0.00062481i,-0.00073327-0.0014661i,-0.00083369-0.0011539i,-0.00052394-0.00023825i,-2.4622e-05+0.00050271i,0.00039145+0.00029505i
0.00022646-0.0011498i,-0.00095305-0.0017497i,-0.0020496-0.0010993i,-0.0020705-0.00020932i,-0.0011207+0.00027186i,0.0008475+0.00079424i,0.0014041+0.00051045i,0.0014673-0.00032604i,0.001492-0.00051914i,0.0004227-0.00074901i,0.00015194-0.00091915i,0.00028752-0.00033579i,0.00014546+0.0008405i,0.00056257+0.00085965i,0.00062557-0.00011082i,-7.3009e-05-0.00056833i,-0.00044595-0.00040674i,-0.00029292-0.00013281i,0.00020618+0.00023928i,0.00039283+4.2978e-05i,0.0008319+4.1218e-05i,0.0010317+0.00066857i,-0.00020533+0.00011415i
0.0028067+0.00011636i,0.0024169-0.00073894i,0.001426-0.0012774i,2.7062e-05-0.0010631i,-0.00048341-0.00013733i,-0.00089255+0.0012093i,-0.00057766+0.0018779i,0.00022278+0.001772i,0.00078139+0.00031244i,0.001257-0.00050291i,0.00076096-0.00037637i,-0.00058223-0.00060896i,-0.00061259-0.00041346i,-9.6039e-05+0.00032697i,-0.00016768+0.0002571i,-7.0491e-05-0.0005621i,0.00024661-0.00077551i,7.8271e-05-0.00055701i,-0.00017443+0.00034122i,-0.00016776+0.00075598i,-0.00041052+0.00076292i,-0.0003056+0.00082235i,5.2307e-05+0.0008601i
0.0024312-0.0011899i,0.001978-0.0011385i,0.0012475-0.002145i,0.00037986-0.0020392i,-0.00018322-0.00035624i,0.00061883+0.00063511i,0.00099167+0.0012301i,0.00047013+0.0012349i,0.00015262+0.00073484i,0.00014991-3.5647e-05i,0.00040044-0.00053332i,-0.00017219-0.0010219i,-0.0005731-0.00097231i,-0.0001354-0.00011564i,0.00012714-6.138e-05i,-0.00021645-0.00027354i,-8.7843e-06-0.00037106i,-0.00015241-0.00011194i,-0.00045779-0.00019384i,-0.00048335-0.00060735i,-0.00012948-0.00058805i,-6.2613e-05-0.00032338i,-0.00018487-4.0151e-05i
-6.9966e-05+0.00022887i,-0.00078269-0.00048211i,-0.00075399-0.00058404i,-0.0004463+2.8724e-05i,8.8538e-05+0.00011123i,4.2702e-05+0.00034176i,0.0002863+0.00072524i,0.00072355+0.00060356i,0.00088579+0.00029915i,0.00016742+0.00040715i,0.00011493+0.00065335i,0.00079083+0.0002998i,0.00050272-0.00028945i,0.00026025-0.00054428i,0.00038149-0.00030383i,0.00040525+0.00010901i,-3.6011e-05+0.00026129i,-0.00055041+0.00012953i,0.00014913+0.00015949i,0.00069532+0.0009526i,2.745e-05+0.0010073i,-0.00042216+6.9494e-05i,-0.00036528+0.00040623i
0.0023947+0.00067671i,0.0017443-0.00053581i,0.0016611-0.0014966i,0.0010008-0.0014121i,-4.9395e-05+4.2521e-05i,6.4603e-05+0.0011676i,0.00081303+0.001228i,0.0012743+0.00069349i,0.00086262+0.00017904i,0.00038791-5.1484e-06i,-5.3481e-05-0.00050425i,-0.00043997-0.00085323i,0.00050818-0.00056541i,0.00057441+0.0005093i,-0.0005536+0.0010483i,-0.0011197+0.00032312i,-0.00096293-0.00038812i,4.4584e-05-0.00036367i,0.00084673+0.00029385i,-3.442e-05+0.00037937i,-0.001479+0.00013436i,-0.0009016+7.4352e-05i,0.00064634-0.00053119i
0.0010702-0.0010128i,0.0016824-0.00094958i,0.0012131-0.0016204i,0.0003636-0.0014845i,0.00059185-0.00047906i,0.00079525+0.00058721i,0.00047257+0.0011051i,0.00013605+0.00074532i,-0.00030086-0.000596i,-0.00020873-0.0010484i,0.00063033-0.0013595i,0.00056233-0.0012531i,-0.00031501-0.00039369i,-0.00063854-0.00050636i,0.00026173-0.00083561i,0.00031967-0.00016802i,-0.00026538-0.00010348i,-0.00032683-0.00066601i,-0.00053906+0.00025191i,-0.00065884+0.00043357i,-0.00016341-0.00028714i,-0.00046271-0.00044564i,-0.00019975-0.00018029i
0.0024352-0.0011102i,0.0018884-0.0025406i,0.0012496-0.0030892i,0.0001331-0.0023023i,-0.00023947-0.0013441i,0.00022337+0.00075229i,0.00040358+0.0014954i,0.0010057+0.00043087i,0.0013376+4.9267e-05i,0.00071605+0.00046311i,0.00053947+0.0001237i,-0.00037151+1.3088e-05i,-0.00029564-0.00018028i,0.00049803-0.00024656i,-3.5882e-05+3.3445e-05i,-0.00045768-0.00067636i,-0.00012464-0.00053435i,0.0003715-0.00016666i,0.00052969-0.0002085i,0.00045819+0.00064962i,0.00087654+0.00019448i,0.00031972-0.0003315i,-0.00044438-0.00030784i
-0.0013202-0.0032206i,-0.00077842-0.0032397i,-0.0018216-0.0019637i,-0.0017059-0.00041415i,-0.00025269+0.0012004i,0.00059681+0.0017794i,0.00073074+0.0014492i,0.00085085+0.00019806i,0.0010359-0.00076335i,0.0010057-0.00053404i,0.00024438-0.00029014i,-0.00063027-0.00035724i,-0.00018149-0.00029144i,0.00013906-0.0002506i,-0.00036508-0.00079932i,-0.00013886-0.00011803i,0.00049446+0.00080784i,0.00096784+0.00083404i,0.00041072+0.00021802i,8.1055e-05-0.00013219i,-3.1572e-05+0.00022142i,-0.00032023+0.00047939i,-0.00025313+0.00038559i
0.0022308+0.0012671i,0.0021658-0.00049974i,0.0020556-0.0013889i,0.00076577-0.0016046i,-0.00060995-0.0017253i,-0.0014981-0.00046738i,-0.00070085+0.0003979i,0.00014656+0.00059794i,0.00026921+0.0008096i,0.00020786+0.00064484i,-0.0003647+1.3426e-05i,-5.8214e-05-0.00030407i,-0.00059172-0.00025896i,-0.0011841-0.00087749i,-0.00029841-0.0014575i,-0.00023856-0.00071566i,-0.00062952+6.8056e-05i,-0.00050235+0.00023493i,-0.0010688-0.00028732i,-0.00078451-4.5698e-05i,-0.0002626+0.001011i,-0.0001423+0.00068222i,-9.9299e-05-0.00011542i
0.0014069-0.0011634i,0.001444-0.0012668i,0.0010621-0.00073946i,0.00041059-0.00063348i,-6.3124e-05-0.00055416i,0.0001294+0.00049787i,0.0010065+0.0012176i,0.0010533+0.00050654i,0.00048914-0.0001129i,0.00056699+0.00014635i,0.00048834+0.00068214i,1.6745e-05+0.001056i,-0.00074382+0.00071614i,-0.00096896-2.8352e-05i,-0.0011917+8.4388e-05i,-0.00091878+0.00020621i,0.00047037+0.00046365i,0.00070804+0.00082616i,9.12e-05+0.00024389i,-8.365e-05-0.0008473i,-0.00041329-0.00057374i,-0.00025123+1.9069e-05i,0.00032375-0.0004135i
0.0009375+0.0019475i,0.0012769+0.0016989i,0.0013963+0.0008758i,0.00036109+0.00051378i,-0.00045204+0.00057376i,-0.00026358+0.0013822i,-8.9477e-05+0.0011355i,0.00078234-0.00019891i,0.0010751-0.00030383i,0.0002102-0.00030134i,-0.00066505-0.00113i,-0.0012178-0.0015897i,-0.00091549-0.0014587i,0.00011246-0.0014511i,3.4278e-05-0.0011624i,-0.00068233+0.00035511i,-0.0011385+0.00088909i,-0.00076201+0.0005378i,-0.00023187+0.00063369i,0.00030445+0.00044947i,0.00081161+0.00025277i,0.00090726+0.0003659i,0.00070679+0.00051104i
-0.0019768+0.00028275i,-0.0012089-0.00084903i,0.00032524-0.00062327i,0.0012175-0.00077219i,0.0013805-0.0010803i,0.0014653-0.00083749i,0.00084859+0.00010146i,-0.00026456+0.00093889i,-0.00060192+0.00030357i,0.0002723-1.1942e-05i,0.000999+0.00017204i,0.00018703+0.00025003i,-0.00023612-0.00039295i,0.00050119-0.001185i,0.00052106-0.0013726i,-0.00052187-0.001223i,-0.00094463-0.00078091i,-0.00058941-0.00046613i,-5.4528e-05+0.00057999i,-0.00025652+0.00081972i,-0.00073031-9.9716e-05i,-0.00035055-0.00035287i,-0.00025405-0.00030566i
0.0009464+0.00071397i,0.00027056-0.00087371i,-0.0001242-0.0011373i,-0.00032518-0.00062757i,-0.00029174+0.00015783i,-0.00038631+0.00078427i,0.00055949+0.0011205i,0.0015066+0.00090682i,0.0011994+0.00053873i,-3.8975e-05+0.00054195i,-0.00039596+0.00032803i,0.00010647-5.5284e-05i,-0.00013031-0.00061759i,-0.00031023-0.00092854i,-0.0003644-0.00063813i,-0.00052881-0.00023051i,-0.0002942+2.4826e-05i,-6.6678e-05+0.00035307i,0.00078875-0.00024531i,0.001155-0.0006356i,0.00054206-0.00093526i,-0.00027883-0.00091833i,-0.00062858-0.00049989i
0.0013445-0.0010943i,0.00047188-0.00099426i,-0.0004333-0.00025828i,-0.00095774+0.00013507i,-0.00011467+0.00063448i,0.00053182+0.0015335i,0.0005909+0.0019539i,0.00033133+0.00069941i,-5.0439e-05-0.00046409i,-0.00034593-0.0001249i,-0.00076401+0.00028696i,-0.0011326+0.0006848i,-0.00088899+0.00079343i,-0.00050766+0.00041022i,-0.00064286+0.00054829i,-0.00030046+0.00066151i,0.00016592+0.00039088i,0.00023267+0.00011034i,-5.8088e-05+0.0003838i,-0.00010119+0.00038432i,-0.00025854+8.5465e-05i,-0.00048352-0.00019082i,-0.00093457-1.1276e-05i
-1.544e-05-0.0010265i,0.00067242-0.0017882i,0.0010047-0.0024572i,7.393e-05-0.0017657i,-0.00016695-0.0010933i,0.00038071-0.0001332i,0.0017002+0.00094761i,0.0016998+0.0014408i,0.00048628+0.00063868i,-0.00014778+0.00036692i,-0.00066978+1.3455e-05i,-0.00042268-0.00073305i,-0.0001405-0.00064893i,-0.00084267-0.0002791i,-0.00031439-0.0001056i,0.000526-9.4693e-05i,0.00032667+0.00010288i,-6.9015e-06+0.00016617i,-8.9782e-05+0.00039094i,0.00022126+0.00025229i,0.00011228+0.0001384i,-0.00052466+0.0010556i,-0.00082283+0.0012095i
0.00035723-0.00078837i,0.00033262-0.0007653i,-0.00074746-0.00057201i,-0.0014956-0.00010891i,-0.0017094+0.00072501i,-0.0007024+0.0017485i,0.0012581+0.0014245i,0.0018295+0.00084726i,0.00033283+0.00094794i,-0.00077185+0.00034853i,-0.0004125-0.00028687i,-0.00041631-0.00039888i,-0.00092242+7.9858e-05i,-0.00062178+0.0014496i,0.00028234+0.0017643i,0.00066645+0.00076742i,0.00056243+0.00025957i,0.00080364-0.00013831i,0.00081547-0.00074011i,0.00063315-0.00046546i,0.00021069+0.00046193i,-0.00064569+0.001074i,-0.0002916+0.00058422i
-0.00084085-0.0031138i,-0.00053297-0.0038626i,-0.00099956-0.0033626i,-0.0015984-0.00072083i,-0.00098692+0.0014556i,1.6078e-05+0.0017009i,0.0012876+0.0013902i,0.0017769+0.00064423i,0.0010071-0.00015991i,5.0185e-05-0.00021173i,-0.00011448-0.00010737i,0.00049018-0.0009096i,0.00089724-0.0010288i,0.00064679-0.00021065i,0.00062548+0.00069422i,0.00089787+0.0009641i,7.7523e-05-4.7305e-05i,-0.00039845-0.00065431i,0.00011063-0.00047258i,0.00041176+3.3412e-05i,0.00030356+0.00037237i,0.00050341-0.00064987i,0.00016503-0.00047242i
0.0015859-0.0012268i,0.0012517-0.0015342i,0.00082036-0.0023739i,-0.00025033-0.0015181i,-0.0010491+0.000292i,-0.00015727+0.0016715i,0.0010539+0.0026928i,0.00071264+0.0019248i,-0.00027142-0.00032738i,-0.00025467-0.00092486i,-0.00099144-0.00046417i,-0.0012372-0.00010466i,-7.1012e-05+1.268e-05i,0.00028172-5.881e-05i,-0.00011663+0.00010873i,-0.00057283-0.00015851i,-0.00055679-0.0002238i,3.6988e-05-0.00047235i,0.00028833-0.00039976i,0.00041817+0.00039104i,0.00089291+0.00026941i,0.00056946+0.00070654i,-0.00044401+0.00072994i
-0.00059625+0.00067692i,-0.00078303+0.00066733i,0.00013969-0.00027849i,0.00013203-0.0003311i,-0.0010716+0.00057429i,-0.00076008+0.00033849i,0.00098625+0.0001632i,0.0015762+0.0003879i,0.00090453-0.00022273i,0.0005489-0.00052805i,0.00086685+6.6242e-05i,0.00032114+0.00068977i,-0.00034694+0.00015069i,-0.00039822-0.00045811i,-0.00020184-0.00083252i,0.00019723-0.0016237i,0.0003816-0.0011604i,-0.00023571-0.00060331i,-0.00069795-0.00017859i,-0.0010869+0.00027446i,-0.0013134+0.00070225i,-0.0010547+0.0012884i,-0.00051078+0.0011148i
0.0026456-0.00034025i,0.0013674-0.0014205i,0.0002589-0.0021315i,-0.00046634-0.0019842i,-8.2649e-05-0.0017362i,0.0001243-0.00051463i,-0.0002512+0.00094594i,-0.00028786+0.00079268i,-0.00044427-0.00031207i,-0.00059451-0.00058479i,-0.00059346-0.00076499i,-0.00088984-0.00096168i,-0.0012112-0.00027379i,-0.001326+0.00011682i,-0.0014824+0.00027383i,-0.0016202+0.00070361i,-0.0015321+8.429e-06i,-0.00098255-0.00053911i,-0.00065245+4.5645e-05i,0.0004378+0.00014235i,0.00084829-0.00052772i,1.6781e-05-0.0012371i,-0.00064788-0.0010557i
0.00082372+0.0015062i,0.002229+0.00097978i,0.0022076+0.00039644i,0.0012814-0.00016375i,0.00048423-0.00068255i,0.00017142-0.00051274i,0.00048246+0.00056944i,0.00019939+0.001262i,-0.00032241+0.0011922i,8.7414e-05+0.00033192i,0.00040376-0.00059103i,-0.0002503-0.00050328i,-0.00075755-0.00067698i,-0.00028703-0.00037734i,0.00047216+0.00050847i,0.00034639+0.00035457i,0.00079589+0.00040364i,0.0008878+0.00024818i,-6.2551e-05-5.9807e-05i,-0.00017696+0.00018983i,0.00061523-7.3501e-05i,0.00054164-0.00010851i,-0.00069149-7.3226e-05i
0.00027276-0.00073767i,-0.00050904-0.00080019i,-0.00064821-0.0015891i,-0.0011196-0.0017533i,-0.0011583-0.000529i,-0.00063232+0.0015867i,0.00034242+0.0027304i,0.001013+0.0013332i,0.00078777+0.00012382i,0.00037403-0.00074323i,0.00021339-0.0010397i,0.00051437+0.0002371i,-5.1373e-05+0.00078523i,-0.00053352-0.00056749i,0.0001707-0.00093422i,9.3588e-05+0.00027006i,-0.0004995+0.00042804i,-0.00040802+0.00063062i,-0.00031722+5.4328e-05i,-7.9177e-05-0.00098135i,0.00018094-0.00067295i,-0.00015563-0.00038447i,-0.00029752-0.00035711i
0.0001742+0.0011899i,0.0020587-0.00075965i,0.0013203-0.0013421i,0.00014415-0.00087554i,0.00041741-0.00065086i,0.00095697+2.1881e-05i,0.00056917+0.00061746i,0.0010525+0.00035443i,0.0012458+0.00031685i,0.00077485+0.00021088i,0.00047932-0.00013769i,0.00034108-0.00045795i,0.00026175-0.00023105i,0.00020107-0.00039946i,0.0002147-0.00088541i,-0.00074323-0.00053598i,0.00012363-3.98e-05i,0.0013575-9.9655e-05i,0.00063106+0.00034391i,4.6671e-05+0.00058056i,-7.5688e-05+0.00056744i,-0.00012159+0.0013713i,-0.00059351+0.0015428i
0.0024559-0.00075646i,0.0025843-0.0016887i,0.00098996-0.0023883i,-0.00062797-0.0018088i,-0.00066639-5.8116e-05i,-0.00044356+0.001643i,0.00026076+0.0019446i,0.0013086+0.0010776i,0.0012475+0.00013319i,0.00055656-0.00020137i,-0.00016727+3.6676e-05i,-0.00059974-0.00065657i,-0.00067715-0.0014696i,-0.00018677-0.00039656i,-0.00012473-9.5837e-06i,5.2171e-05-0.00043427i,0.00052559-1.1189e-05i,0.0013554+0.00028565i,0.0016469+0.00027271i,0.0012036+2.3696e-05i,0.0007392+9.3726e-05i,0.00028803+0.00047924i,0.00030399+0.00038016i
0.0011099-0.0012822i,-0.00012381-0.00039571i,-0.0004793-0.00038603i,-5.6153e-05-0.0013232i,-0.00024623-0.00077417i,-0.00029728+0.00049535i,8.2182e-05+0.0009583i,0.0007776+0.00055804i,0.00016813-0.00011932i,-0.00063272-0.00045908i,-0.00028261-0.00036534i,-0.00052315-0.00013631i,-0.00079044+0.00041167i,-0.00029134+0.0007201i,-0.00023732+0.00014646i,-0.0005334+4.7814e-06i,-0.00015806+0.00072495i,-0.00035952+0.00086796i,-0.00025171+0.00036174i,0.0008887+3.4635e-05i,0.00088368-0.00033327i,-0.00056083-0.00077301i,-0.00098399-0.00049313i
0.0025098-0.0018909i,0.0017998-0.0032998i,0.00037412-0.0045591i,-0.0008558-0.0035931i,-0.0018893-4.9603e-05i,-0.0015617+0.0025185i,0.00037104+0.0028278i,0.0017938+0.0022159i,0.0010008+0.00074543i,-8.6831e-05-0.00033749i,-0.00036846-0.00010108i,-0.00097336+0.0001112i,-0.0014749+0.00016229i,-0.0005045-0.00012858i,-4.086e-05+0.00024532i,-0.0001526+0.00052803i,0.00022433+0.00029699i,0.000254+0.00039745i,-0.0001757-0.00022386i,-0.00038944-0.0004599i,-0.00030484-0.00017571i,0.00012399+7.0897e-05i,0.00037026+0.00056575i
-0.00081394+0.00023934i,-0.00049269+0.00020008i,-0.00043068-0.00021838i,-0.00024997-0.0001284i,0.00051592+2.7297e-05i,0.00096435-5.0247e-05i,0.00080938-0.00029727i,0.00068515-0.00013667i,0.00020399+0.00043481i,2.1752e-05+0.00026904i,0.00040055-0.00057863i,0.00052485-0.001076i,0.0004276-8.8724e-05i,0.00034714+0.00029192i,0.00069994-0.00023619i,0.00065871-0.00049915i,1.498e-05-0.00081018i,0.0001611-0.00092033i,0.00094784-0.00021702i,0.0004385-0.00033192i,-0.00047604-0.00089176i,-0.00024465-0.00062852i,-9.7592e-05-0.00023096i
0.0017985-0.0010439i,0.001807-0.0021715i,-0.00014429-0.0028878i,-0.0012635-0.001931i,-0.001214-0.00084347i,-0.00067807-0.00010587i,3.8828e-06+0.0006581i,-0.0002885+0.0010141i,-0.00073447+0.0010907i,-0.00027587+0.00028661i,0.00049929-0.00084286i,0.00032515-0.0011718i,-0.00053947-0.001042i,-0.00014411-0.00058889i,0.00012632-0.00024888i,0.00022434-0.00018438i,6.9604e-05-0.00027129i,-0.00063292-0.00039825i,-0.00062227-0.00079584i,-0.00065678-0.00089498i,-0.0008681-6.5275e-05i,-0.0005305+0.00044566i,-0.00015094+0.00021104i
