-0.0020475-0.00075863i,-0.0022765-0.00055945i,-0.003066+4.7124e-05i,-0.0027509+0.00075671i,-0.0017573+0.0015731i,-0.00048637+0.0022428i,0.00029767+0.0028637i,0.00070615+0.0020332i,0.00074289+0.00088535i,0.00021836+0.00060579i,0.00048588-7.6621e-05i,0.00081817-0.00057425i,0.00041902-0.00079833i,0.0003191-0.00093864i,-3.1434e-05-0.00081091i,-5.9746e-05-0.00045388i,0.00032193-0.00056744i,-0.00010919-0.00038019i,-0.00010782-2.0385e-05i,-0.0003419+1.1847e-05i,-0.00058295+0.00050876i,-0.0013153+0.00067442i,-0.0012086+0.00025782i
0.0030373+0.005568i,0.005145+0.011003i,0.0050294+0.031675i,-0.0067039+0.073218i,-0.022346+0.10514i,-0.011216+0.095929i,0.024919+0.078088i,0.048421+0.081088i,0.052442+0.066035i,0.044786+0.019841i,0.018591-0.015045i,-0.018924-0.020052i,-0.0378-0.007569i,-0.030801+0.0058918i,-0.014566+0.017266i,0.0010814+0.028078i,0.0080024+0.031484i,0.004705+0.023918i,0.00061501+0.015099i,0.0022588+0.010571i,0.0085193+0.0038942i,0.012828-0.0036923i,0.01116-0.0031908i
-0.0023774-0.0038518i,-0.0024434-0.0092034i,0.0056646-0.025989i,0.031435-0.05739i,0.057775-0.078513i,0.046963-0.074416i,0.0082096-0.070588i,-0.010387-0.072899i,-0.013948-0.064056i,-0.022143-0.036601i,-0.015877-0.0016159i,0.009472+0.02144i,0.027042+0.020453i,0.023392+0.0066063i,0.014608-0.0092929i,0.0091588-0.025475i,0.0065532-0.030973i,0.0073545-0.022434i,0.0066002-0.014139i,0.00021013-0.011019i,-0.010442-0.0062344i,-0.016355+0.00081018i,-0.011916+0.0029999i
-0.0022692-0.0047856i,-0.0045475-0.00075452i,-0.019597+0.013387i,-0.049357+0.03609i,-0.07039+0.04743i,-0.054402+0.042284i,-0.021983+0.044901i,-0.010146+0.051607i,-0.012792+0.047016i,-0.01003+0.034236i,-0.0074952+0.010308i,-0.014784-0.018733i,-0.022447-0.027682i,-0.02152-0.013549i,-0.018306+0.0044612i,-0.019427+0.018398i,-0.020648+0.022393i,-0.017946+0.015919i,-0.01255+0.010543i,-0.0048804+0.010176i,0.0063008+0.0089773i,0.01538+0.0039417i,0.013096-0.0011046i
4.6336e-05-0.0047392i,0.0022971-0.0076132i,0.016724-0.01272i,0.04957-0.017285i,0.072491-0.017335i,0.054158-0.017685i,0.023979-0.026488i,0.018279-0.035804i,0.024371-0.034619i,0.024827-0.027142i,0.017276-0.0070074i,0.0084658+0.024036i,0.007953+0.037816i,0.013314+0.026827i,0.018795+0.010035i,0.023275-0.0028132i,0.024609-0.0082401i,0.020562-0.0052438i,0.015137-0.002961i,0.0088432-0.0060833i,-0.002069-0.010416i,-0.012476-0.010167i,-0.013395-0.0045614i
0.0004666+0.0020019i,-0.0027815+0.0020432i,-0.01618+0.0011184i,-0.044409-0.0044081i,-0.060325-0.010691i,-0.038076+4.5096e-05i,-0.0091163+0.020747i,-0.010817+0.028041i,-0.025831+0.023734i,-0.035412+0.013821i,-0.029265-0.0048495i,-0.0099923-0.028065i,-0.0020519-0.038392i,-0.0087252-0.029962i,-0.01712-0.016277i,-0.024365-0.0078812i,-0.026409-0.0053735i,-0.021049-0.0058595i,-0.015014-0.0043258i,-0.010577+0.0019411i,-0.0043895+0.011049i,0.0039442+0.01595i,0.0085782+0.011549i
0.0030489+0.0012479i,0.0052945-0.00015432i,0.016648+0.0037715i,0.038575+0.015537i,0.050213+0.022726i,0.0346-0.00024029i,0.011886-0.033599i,0.0053103-0.035591i,0.016172-0.01243i,0.025012+0.014236i,0.013212+0.031298i,-0.0093347+0.038303i,-0.015693+0.040073i,-0.0041008+0.033604i,0.0086636+0.024672i,0.016747+0.019861i,0.01768+0.017779i,0.012524+0.016064i,0.0093205+0.012691i,0.0084687+0.0040037i,0.0056943-0.0090104i,-0.0001697-0.017631i,-0.0060519-0.016233i
-0.0035007+0.00060976i,-0.0030277+0.00033996i,-0.0083685-0.0043886i,-0.021341-0.019833i,-0.028131-0.028083i,-0.024401-0.0036202i,-0.021395+0.032746i,-0.015419+0.039839i,-0.010996+0.0091055i,-0.006071-0.027264i,0.0092977-0.038817i,0.025226-0.032008i,0.024295-0.02706i,0.0098282-0.025191i,-0.002598-0.02281i,-0.0085064-0.021685i,-0.0077338-0.019543i,-0.0015383-0.015607i,-0.0003482-0.011889i,-0.0056218-0.0051624i,-0.0088639+0.0067758i,-0.0063785+0.016692i,-0.00068976+0.017682i
0.0042352-0.0031493i,0.0020103-0.0025246i,0.0015404+0.0038846i,0.0072829+0.021541i,0.018131+0.028645i,0.030082+0.0035079i,0.04042-0.030374i,0.039694-0.037229i,0.020734-0.0060242i,-0.008756+0.029237i,-0.032601+0.033213i,-0.042539+0.018768i,-0.037885+0.01263i,-0.024219+0.017791i,-0.012339+0.021308i,-0.0053005+0.021217i,-0.0032566+0.018434i,-0.0052027+0.012564i,-0.0053809+0.0084497i,-0.00011828+0.0053971i,0.0080203-0.0013964i,0.012074-0.0098311i,0.0090809-0.01445i
-0.00132-0.0024047i,-0.00019848-0.0032411i,0.00055609-0.0085477i,0.0011606-0.021942i,-0.0069848-0.029039i,-0.030412-0.0097105i,-0.055299+0.016878i,-0.057388+0.019752i,-0.023857+0.0013606i,0.02172-0.013856i,0.043948-0.008263i,0.043441+0.0064536i,0.034826+0.0079809i,0.026493-0.0026475i,0.019459-0.011552i,0.013726-0.014322i,0.011216-0.010922i,0.010436-0.004077i,0.0090923+0.00024732i,0.0034757+0.00043441i,-0.0067142+0.00061337i,-0.012939+0.0031632i,-0.012719+0.0079067i
0.0037379+0.0032027i,0.0016163+0.0020642i,-0.0037374+0.0039025i,-0.0082041+0.013685i,0.0014288+0.024726i,0.035082+0.019651i,0.069111+0.0040225i,0.065363-0.0015288i,0.021453-0.0021216i,-0.028108-0.012068i,-0.047634-0.026017i,-0.042102-0.032441i,-0.035003-0.02379i,-0.0328-0.0072113i,-0.028093+0.0043567i,-0.021394+0.0074117i,-0.0161+0.0023772i,-0.012233-0.0050588i,-0.0094493-0.0070315i,-0.0038161-0.0040883i,0.0054115-0.00027725i,0.012903+0.00079661i,0.015577-0.0023715i
0.00037227+0.003365i,0.0035623+0.0033013i,0.011451+0.0034908i,0.020536-0.0058216i,0.014515-0.022083i,-0.019991-0.03677i,-0.058701-0.040215i,-0.05962-0.027134i,-0.020289-0.0015795i,0.016276+0.028916i,0.023128+0.047499i,0.015441+0.046588i,0.013329+0.033593i,0.018875+0.018934i,0.022553+0.0090967i,0.018213+0.0046634i,0.010245+0.006456i,0.004269+0.011038i,0.0017342+0.011478i,-0.00032532+0.0058579i,-0.0057912-0.0022054i,-0.01207-0.0067443i,-0.014627-0.0058746i
-0.0033543+0.0015938i,-0.0050385-0.00087653i,-0.0098191-0.0015414i,-0.018687+0.0036472i,-0.016562+0.020294i,0.0069054+0.044351i,0.035489+0.061713i,0.042131+0.052144i,0.021127+0.01177i,0.0027827-0.029953i,0.0034842-0.047419i,0.0063167-0.0429i,-0.00012503-0.03094i,-0.010649-0.021397i,-0.015488-0.015309i,-0.011954-0.010885i,-0.0042615-0.0094842i,0.0034402-0.010118i,0.007615-0.0089662i,0.0068705-0.0048396i,0.0052587+0.002008i,0.0070232+0.0080365i,0.009717+0.0093024i
-0.0012158-0.0007902i,0.00039018+0.0027323i,0.0061298+0.0093555i,0.018292+0.0088147i,0.02686-0.011321i,0.018051-0.046254i,-0.0016949-0.073038i,-0.015943-0.066409i,-0.02084-0.020204i,-0.026322+0.024965i,-0.03353+0.039136i,-0.030498+0.034901i,-0.017429+0.027637i,-0.003325+0.024336i,0.005247+0.021817i,0.0042811+0.016268i,-0.0037785+0.011063i,-0.010988+0.0080301i,-0.013608+0.0058653i,-0.011614+0.0030257i,-0.0068698-0.0019869i,-0.0034167-0.0074675i,-0.0036684-0.0099276i
-0.0012936-0.0014711i,-0.0019064-0.0043166i,-0.0045568-0.010942i,-0.014094-0.015103i,-0.027975-0.0010546i,-0.032607+0.032558i,-0.026177+0.062385i,-0.011686+0.060736i,0.015418+0.026663i,0.040385-0.0035709i,0.047584-0.0093557i,0.040521-0.0081615i,0.024623-0.010542i,0.0097687-0.016326i,0.0029772-0.019585i,0.0028199-0.015914i,0.0080976-0.0077786i,0.01344-0.00028302i,0.014755+0.0026698i,0.011733+0.0026654i,0.0043736+0.0045048i,-0.0013191+0.0081473i,-0.001561+0.0099066i
0.0014441+0.00064114i,0.00063065+0.0048358i,-0.00066364+0.014525i,0.0077187+0.023537i,0.028806+0.015698i,0.049347-0.012981i,0.055366-0.042033i,0.037896-0.047437i,-0.00024962-0.032907i,-0.032362-0.020541i,-0.041211-0.016817i,-0.037082-0.011824i,-0.02673-0.0025446i,-0.017211+0.0075557i,-0.011856+0.01285i,-0.0080106+0.010114i,-0.0089322+0.0023493i,-0.01117-0.0043429i,-0.011336-0.0067402i,-0.0086654-0.0066053i,-0.0027499-0.0058807i,0.0032339-0.0067638i,0.0049961-0.0080572i
0.0014108+0.0024117i,0.0043848-0.0014869i,0.01121-0.013353i,0.0068795-0.02883i,-0.015994-0.030859i,-0.045899-0.014664i,-0.06331+0.0068211i,-0.051535+0.02338i,-0.015372+0.032367i,0.012472+0.033518i,0.019148+0.030642i,0.01861+0.023754i,0.015062+0.012777i,0.011218+0.0031063i,0.010117-0.0038363i,0.0088323-0.0044726i,0.0073887+0.0029561i,0.006035+0.011253i,0.0059097+0.013243i,0.0055069+0.010248i,0.0011107+0.0058024i,-0.0042694+0.0032406i,-0.0068802+0.0035564i
-0.00012591+0.00036515i,-0.0039971+0.0038105i,-0.013035+0.013739i,-0.013751+0.029581i,0.0075764+0.038411i,0.037367+0.033278i,0.056905+0.019149i,0.055434-0.0040732i,0.03146-0.028075i,0.010436-0.037318i,0.0032614-0.035549i,-0.0035059-0.029793i,-0.0096911-0.017555i,-0.012324-0.0062722i,-0.013419-0.00095636i,-0.011454-0.0012002i,-0.007371-0.007294i,-0.0031499-0.012628i,-0.0007559-0.013995i,-0.00095038-0.012454i,0.00010214-0.0074088i,0.0040592-0.0027074i,0.0063779-0.00095419i
-0.0062845-0.001011i,-0.00016836-0.0021751i,0.011222-0.0092595i,0.021202-0.025533i,0.01185-0.041092i,-0.011302-0.045906i,-0.029961-0.041943i,-0.042577-0.023985i,-0.041292+0.0062451i,-0.030477+0.023439i,-0.023168+0.024636i,-0.013474+0.023786i,-0.0034037+0.018419i,0.0034575+0.0098229i,0.0080188+0.004432i,0.0078076+0.0038218i,0.0030618+0.0076081i,-0.0031277+0.010958i,-0.0053097+0.012158i,-0.0022672+0.011339i,-0.00024043+0.0056597i,-0.0027957-0.00084747i,-0.0055537-0.003075i
-7.7167e-06-0.00051708i,-0.005718-0.00047582i,-0.021275+0.0046589i,-0.035657+0.020988i,-0.028639+0.039035i,-0.0072007+0.044621i,0.0092771+0.043363i,0.025007+0.038289i,0.036616+0.019012i,0.030786+0.002615i,0.020472-0.0016291i,0.014725-0.0066203i,0.0072377-0.0075168i,-0.00072642-0.0041287i,-0.0053027-0.0027692i,-0.0052919-0.002939i,0.00010007-0.0047253i,0.0059437-0.0055919i,0.0071494-0.0068316i,0.0041924-0.0078249i,0.000317-0.0034574i,-0.00041053+0.0021046i,0.00091136+0.0045128i
0.0022707-0.003591i,0.0082566-0.0030662i,0.024525-0.0045041i,0.044878-0.013584i,0.045959-0.029761i,0.028737-0.038384i,0.01438-0.040001i,-0.0010277-0.043082i,-0.020783-0.03558i,-0.023609-0.019631i,-0.017746-0.0096523i,-0.017911-0.0023429i,-0.013829+0.0021804i,-0.0051469+0.0028654i,0.0012563+0.0036935i,0.0025225+0.0038354i,-0.0020586+0.0037063i,-0.0067967+0.003149i,-0.0082486+0.0039314i,-0.0065757+0.0063498i,-0.0031462+0.0044145i,-0.00037075-0.0014895i,0.0002378-0.0044938i
0.0027281+0.0013001i,-0.0033917-0.002238i,-0.02223-0.0094452i,-0.047249-0.0065761i,-0.05278+0.010122i,-0.034887+0.020163i,-0.02282+0.020217i,-0.016633+0.030885i,-0.0018039+0.039274i,0.0030702+0.028451i,0.00070776+0.01696i,0.0067572+0.01079i,0.0067228+0.0062193i,-5.3985e-05+0.0038324i,-0.0032357-0.0005591i,-0.0024275-0.0036656i,0.0012543-0.0017067i,0.0042629+0.0010067i,0.0063063+0.0010422i,0.0068397-0.0022089i,0.0022342-0.0033445i,-0.0023101+0.00068604i,-0.0039091+0.0045349i
0.0032429+0.00079881i,0.0075428+0.0055799i,0.024591+0.015077i,0.052167+0.018812i,0.061851+0.0045671i,0.040391-0.0079926i,0.024357-0.0032744i,0.029093-0.011041i,0.026134-0.026421i,0.0165-0.020553i,0.0093355-0.010427i,-0.0013357-0.0094863i,-0.0056439-0.0067816i,-0.00045694-0.0021578i,0.0031189+0.0025436i,0.0025954+0.0052481i,5.0864e-05+0.0027332i,-0.00167-0.001062i,-0.0035592-0.0012069i,-0.0057361+0.0019469i,-0.0036945+0.0042051i,0.0015349+0.0019239i,0.0056855-0.0017036i
-0.0022038-0.00025076i,-0.007264-0.0070185i,-0.021896-0.023469i,-0.047555-0.036013i,-0.05773-0.024389i,-0.032875-0.0048881i,-0.01108-0.0085477i,-0.02374-0.010298i,-0.033696+0.0034783i,-0.022801+0.0021608i,-0.01338-0.0036124i,-0.0063142+0.0024141i,-0.002843+0.0053972i,-0.0060683+0.0022361i,-0.0066979-0.0034694i,-0.003815-0.0072354i,-0.0014527-0.0045973i,-3.6491e-05+0.00043921i,0.0028251+0.0024416i,0.0067237+0.00049495i,0.0052913-0.0030975i,-0.00030974-0.0041104i,-0.0046093-0.0037703i
-0.00096819+0.00020885i,0.00091669+0.0078564i,0.011578+0.030376i,0.036739+0.052584i,0.0549+0.041043i,0.034492+0.0062956i,0.00089042+0.0016148i,0.0069815+0.018494i,0.025258+0.017051i,0.015699+0.014819i,0.0040485+0.016005i,0.0030554+0.0060174i,0.0031586-0.0002991i,0.0043271+0.0034612i,0.0038471+0.008291i,0.00073811+0.0099533i,-0.00095202+0.0073657i,-0.00050381+0.0033822i,-0.0025724-0.00017284i,-0.006555-0.0012608i,-0.0062129+0.0019842i,-0.00096636+0.0050404i,0.0036196+0.0065523i
0.0003069-0.0026307i,0.00058718-0.010187i,-0.0047026-0.034213i,-0.022962-0.064147i,-0.042911-0.057673i,-0.029094-0.010343i,0.010474+0.0091182i,0.016876-0.015989i,-0.0028207-0.030074i,-0.00029665-0.025036i,0.0062347-0.019042i,-0.00099809-0.007945i,-0.0071069-0.0018304i,-0.0077251-0.0054815i,-0.0041349-0.0096153i,0.00040429-0.010827i,0.0018082-0.0083798i,0.00086133-0.0049252i,0.0015919-0.0016704i,0.005019+0.00036716i,0.0067141-0.0015406i,0.0033421-0.0049915i,-0.0008456-0.0078227i
0.0026047+0.0030665i,0.0019289+0.010611i,-0.0013701+0.034792i,0.0065448+0.069807i,0.032684+0.068514i,0.037448+0.0096121i,-0.0032745-0.031028i,-0.030431-0.0052618i,-0.020379+0.023587i,-0.019845+0.019384i,-0.023346+0.011007i,-0.01112+0.0075681i,-0.001634+0.0068253i,-0.0018429+0.0098433i,-0.005454+0.011426i,-0.0092463+0.010961i,-0.0084685+0.0084787i,-0.0047217+0.005244i,-0.0029171+0.0020583i,-0.0038307-0.0015372i,-0.0050861-0.0023728i,-0.0037343+0.00079255i,-0.002256+0.0057671i
-0.0014052+0.00051887i,0.0036885-0.0072113i,0.017806-0.032091i,0.021927-0.072744i,-0.0082955-0.082269i,-0.042337-0.022475i,-0.020387+0.04123i,0.023944+0.032076i,0.032242-0.00046966i,0.026885+0.0014478i,0.024168+0.0071063i,0.012266+0.00086923i,0.002349-0.0036107i,0.0031128-0.0067028i,0.0093092-0.0077082i,0.013849-0.0062791i,0.011756-0.0045566i,0.0066946-0.0030356i,0.0032884-0.00041115i,0.0028867+0.0032214i,0.0043626+0.0039592i,0.0040307+0.00014029i,0.0051025-0.0043022i
-0.0030631+0.00088905i,-0.0096787+0.0059811i,-0.028978+0.027751i,-0.043385+0.069495i,-0.010285+0.092099i,0.054595+0.042514i,0.060855-0.038979i,0.0058981-0.05609i,-0.024869-0.028002i,-0.022463-0.023459i,-0.019297-0.023735i,-0.013584-0.0092108i,-0.0078074+0.0020428i,-0.0093671+0.0056424i,-0.013571+0.004082i,-0.015758+0.0003227i,-0.012954-0.0010282i,-0.0083538+0.00046285i,-0.0052408-1.2731e-05i,-0.0038377-0.0028427i,-0.0040275-0.0033203i,-0.0036989-0.0001827i,-0.0058228+0.0031696i
-0.0042103+0.00012224i,0.0052139-0.0036371i,0.031582-0.016935i,0.063616-0.053769i,0.043871-0.094166i,-0.041883-0.076205i,-0.089461+0.0038912i,-0.045818+0.053922i,0.00070573+0.046109i,0.0042407+0.040099i,0.0033134+0.037033i,0.0060795+0.017843i,0.0065136+0.0028791i,0.009527+0.0006933i,0.013373+0.0032687i,0.015296+0.0059584i,0.012737+0.0057729i,0.0089541+0.0031255i,0.005952+0.002054i,0.0040073+0.0030162i,0.003579+0.0032321i,0.0036106+0.0012467i,0.0055914+0.00013045i
0.00028728+0.0015428i,-0.010122+0.0031615i,-0.040831+0.010665i,-0.082551+0.03865i,-0.073472+0.089336i,0.020981+0.10813i,0.10314+0.048131i,0.083633-0.024905i,0.033588-0.041672i,0.022558-0.036215i,0.016838-0.032773i,0.0020627-0.019172i,-0.0069007-0.0065931i,-0.01017-0.0047885i,-0.010836-0.0083223i,-0.011153-0.011631i,-0.01018-0.010619i,-0.0070354-0.0065943i,-0.0044729-0.004234i,-0.0021979-0.0036039i,-0.0014602-0.0024292i,-0.0029915-0.00071425i,-0.0049274-0.0014864i
0.00098525+0.00034075i,0.010506+0.0014933i,0.042659+0.0041935i,0.09726-0.011381i,0.11481-0.070569i,0.033085-0.13357i,-0.078096-0.11329i,-0.099421-0.031282i,-0.060324+0.013005i,-0.044905+0.01618i,-0.037194+0.017869i,-0.016708+0.01497i,-0.0017736+0.0093292i,0.0035809+0.010616i,0.0036012+0.014646i,0.0026744+0.016131i,0.0026914+0.013273i,0.0030974+0.008746i,0.0029151+0.0069833i,0.0016316+0.0066495i,0.0015889+0.0046661i,0.0025943+0.0014427i,0.0037677+0.0021109i
-0.0048904+0.0024654i,-0.01176-0.0023313i,-0.040901-0.013513i,-0.099861-0.016355i,-0.14126+0.034178i,-0.091761+0.12928i,0.022067+0.15878i,0.081317+0.08974i,0.066063+0.027333i,0.050281+0.013629i,0.041332+0.0060402i,0.020301-0.0040662i,0.0034264-0.007819i,-0.0011829-0.010608i,0.00078953-0.014106i,0.0033843-0.015987i,0.002964-0.013281i,0.0010947-0.0083804i,0.0004587-0.0070311i,0.00053121-0.0074436i,-0.0018493-0.0059016i,-0.0048185-0.0038416i,-0.0042641-0.0042514i
-0.00051299-0.0013756i,0.0054501+0.0050959i,0.030178+0.027882i,0.091618+0.053676i,0.16268+0.02088i,0.16305-0.092964i,0.066718-0.17384i,-0.025644-0.13702i,-0.044879-0.067901i,-0.039198-0.042222i,-0.035695-0.026233i,-0.021906-0.0049467i,-0.0081753+0.0051157i,-0.0048448+0.0092487i,-0.0078547+0.012105i,-0.010166+0.01215i,-0.0082974+0.010306i,-0.0046236+0.0077397i,-0.0023005+0.0073801i,-0.0011943+0.0082833i,0.00012163+0.0079466i,0.0034471+0.0064363i,0.0041509+0.0066994i
-0.0014768-0.001524i,-0.00613-0.0095929i,-0.022881-0.03894i,-0.073042-0.086005i,-0.15606-0.085372i,-0.20638+0.017568i,-0.15377+0.13412i,-0.051291+0.14403i,-0.00021822+0.090852i,0.006986+0.061988i,0.012467+0.04348i,0.012222+0.017778i,0.0059798+0.0018868i,0.0056255-0.0026446i,0.010505-0.0039081i,0.013155-0.005446i,0.010119-0.0049584i,0.0060175-0.0029387i,0.0048537-0.0033203i,0.0045135-0.0055868i,0.0018058-0.0074427i,-0.0030639-0.0077567i,-0.0037316-0.0077935i
0.0016753+0.0009809i,0.0027483+0.0097574i,0.0096967+0.044916i,0.044141+0.11097i,0.12851+0.14751i,0.22233+0.075873i,0.22271-0.05479i,0.12855-0.10993i,0.053651-0.082454i,0.029428-0.055772i,0.010384-0.040316i,-0.0053193-0.018918i,-0.0091079-0.0037274i,-0.010218+0.00051283i,-0.01187-0.00049494i,-0.012894-0.0019915i,-0.010454-0.0010963i,-0.0065885+0.00084542i,-0.0055948+0.0025944i,-0.0069316+0.0042918i,-0.0062138+0.0055924i,-0.0025019+0.0073681i,-0.0015533+0.0074341i
2.8249e-05-0.0028848i,0.0010713-0.012295i,0.0059191-0.048758i,-0.0025159-0.12522i,-0.066153-0.1973i,-0.1797-0.17608i,-0.23662-0.060526i,-0.17728+0.032817i,-0.094981+0.04582i,-0.058182+0.034684i,-0.033387+0.030364i,-0.0081285+0.01901i,0.0031696+0.0067472i,0.0057726+0.0041066i,0.0077333+0.0068329i,0.0090383+0.0075763i,0.0074325+0.0054793i,0.0044725+0.003829i,0.0060871+0.0020777i,0.008754-0.0012385i,0.0077125-0.0052875i,0.0057165-0.0077605i,0.0066005-0.0065004i
0.0019629-5.4179e-05i,-0.0027499+0.0071769i,-0.019685+0.040604i,-0.03979+0.12012i,-0.0098687+0.22037i,0.099983+0.25475i,0.19679+0.17424i,0.1824+0.061329i,0.11167+0.0096969i,0.068099-0.00064582i,0.040076-0.010426i,0.012096-0.011996i,-0.0034297-0.0055372i,-0.007409-0.003315i,-0.0076113-0.0061644i,-0.0067094-0.0083485i,-0.0051193-0.006805i,-0.0033707-0.0044924i,-0.0046111-0.0034174i,-0.008723-0.0019997i,-0.010746+0.0016784i,-0.0095811+0.0053754i,-0.0083878+0.0041334i
-0.003394-0.00017094i,0.0039161-0.0068812i,0.029843-0.030946i,0.081341-0.098283i,0.10225-0.20724i,0.0234-0.28969i,-0.096737-0.26088i,-0.13381-0.15064i,-0.094497-0.067968i,-0.060455-0.035543i,-0.039608-0.012085i,-0.017041+0.0034502i,-0.0032858+0.004731i,0.0003292+0.0051919i,0.00021088+0.0079863i,-9.7261e-05+0.0081379i,-5.7725e-05+0.0046618i,0.00021452+0.0024533i,0.0022953+0.003796i,0.0057734+0.0049821i,0.0084612+0.0035392i,0.0097942+0.0009804i,0.010158+0.0014806i
0.0020724+0.0011613i,-0.0066939+0.0039803i,-0.040089+0.018611i,-0.11305+0.065089i,-0.17873+0.15941i,-0.14843+0.2637i,-0.033078+0.28472i,0.046917+0.20156i,0.048142+0.10968i,0.031595+0.063568i,0.023792+0.032069i,0.011534+0.0061593i,0.0013299-0.0030111i,-0.00061804-0.0038017i,0.00048769-0.0048389i,0.0020047-0.0051895i,0.001865-0.0020735i,0.0015586-0.00032495i,0.00062421-0.0025016i,-0.0029883-0.0058642i,-0.0075643-0.0066239i,-0.010026-0.004671i,-0.0089873-0.004964i
0.00065119-0.0022226i,0.0089589-0.0041448i,0.044549-0.0068838i,0.13108-0.022292i,0.23512-0.080518i,0.25954-0.18246i,0.16877-0.24434i,0.058995-0.20195i,0.013833-0.12018i,0.0041365-0.06933i,-0.0059202-0.036159i,-0.0087025-0.0083886i,-0.0049515+0.0041977i,-0.003926+0.0058321i,-0.004698+0.0051611i,-0.0047156+0.0032073i,-0.0036905+0.00039506i,-0.0025877+0.00017923i,-0.0020012+0.0037127i,-1.8462e-05+0.0075488i,0.0030404+0.0089061i,0.0050383+0.008349i,0.0043572+0.0080282i
-0.00028012-0.0019252i,-0.0087136-0.0036346i,-0.043544-0.013274i,-0.13134-0.029431i,-0.25128-0.019139i,-0.31621+0.054076i,-0.2634+0.13939i,-0.14904+0.14747i,-0.07151+0.096295i,-0.039638+0.05645i,-0.016308+0.032921i,-0.00062169+0.012125i,0.0011978+0.00031604i,0.00098524-0.0011921i,0.0029805+0.00016192i,0.0035079+0.0010772i,0.0019747+0.0025238i,0.0011004+0.0027219i,0.0019239-0.00083712i,0.0015714-0.0060928i,-0.00151-0.0089736i,-0.003611-0.0086582i,-0.0010197-0.0086463i
0.00085315-0.0012961i,0.0071306+0.0020396i,0.034992+0.024936i,0.10945+0.075965i,0.22697+0.1194i,0.31688+0.088319i,0.30177-0.0053343i,0.20134-0.059159i,0.10905-0.047588i,0.060746-0.028254i,0.027099-0.019195i,0.0025926-0.0085309i,-0.0050657+0.00020155i,-0.0048357+0.0019776i,-0.0046382+2.0838e-05i,-0.0028805-0.0019686i,-0.00029363-0.0039708i,-0.00032897-0.0044661i,-0.0026413-0.0006211i,-0.0038709+0.0041936i,-0.002871+0.0077096i,-0.0016595+0.0089611i,-0.0035971+0.0072814i
-0.003013+0.0012594i,-0.0069892-0.005297i,-0.024275-0.034527i,-0.072372-0.10895i,-0.15838-0.19911i,-0.24493-0.21795i,-0.26488-0.13686i,-0.20072-0.045616i,-0.1161-0.011161i,-0.062715-0.0044979i,-0.029818+0.0029423i,-0.0068565+0.0048417i,0.0012295+0.001758i,0.0013285+0.00078038i,0.00088808+0.0014088i,-0.00079978+0.002392i,-0.0031566+0.0034007i,-0.0025204+0.0035365i,0.001706+0.0018819i,0.0053911-0.0015918i,0.0056106-0.0053495i,0.0052969-0.0068554i,0.0068012-0.0048519i
0.00043983+0.0012713i,0.0029203+0.0082104i,0.0092273+0.042706i,0.027614+0.12989i,0.068911+0.24647i,0.13163+0.30083i,0.17462+0.23835i,0.15246+0.12972i,0.092567+0.063178i,0.048665+0.035021i,0.023466+0.013074i,0.0046817+0.00044273i,-0.0043962-0.00010486i,-0.0041748+0.00093867i,-0.00079455-0.00016367i,0.0019229-0.0011087i,0.0041484-0.0018525i,0.0043081-0.0025832i,0.00025936-0.0017721i,-0.0050546+0.00062045i,-0.0080812+0.0042829i,-0.0077514+0.0054324i,-0.0071623+0.0011569i
0.001126+3.5187e-05i,0.0011624-0.0077344i,0.0080621-0.04179i,0.026231-0.12768i,0.041314-0.24992i,0.018-0.32513i,-0.0397-0.28697i,-0.066617-0.18126i,-0.046721-0.096573i,-0.024808-0.051827i,-0.015036-0.021838i,-0.0061452-0.0032748i,-0.00017975+0.0016285i,-0.00090924+0.00037143i,-0.0024575-0.00023001i,-0.003816-9.6478e-05i,-0.0053402-0.00074665i,-0.0046736+0.00087992i,-0.00099486+0.0033467i,0.0038007+0.0028714i,0.0075724-0.00014088i,0.00851-0.00141i,0.0065167+0.0015038i
0.0022289-0.00050658i,-0.00066305+0.0068615i,-0.019238+0.034039i,-0.068596+0.10352i,-0.13279+0.20631i,-0.14969+0.27786i,-0.090753+0.26194i,-0.024954+0.18052i,-0.0044682+0.09945i,-0.003814+0.051032i,-0.00032142+0.021261i,9.7991e-05+0.002707i,-0.0032215-0.0015388i,-0.0029237+0.00099113i,0.00029588+0.002354i,0.0034447+0.0034708i,0.0049238+0.0042446i,0.0046031+0.0030485i,0.00213+0.0003098i,-0.0029495-0.0020299i,-0.0078401-0.0017468i,-0.0085937-0.001541i,-0.0049761-0.0039425i
0.0017372+5.3773e-05i,0.005868-0.0051077i,0.03215-0.023877i,0.10194-0.069242i,0.20153-0.13232i,0.2507-0.18044i,0.19586-0.18282i,0.10264-0.13656i,0.048412-0.076704i,0.025656-0.037767i,0.007798-0.01594i,-0.0021563-0.0013312i,-0.0025036+0.0034333i,-0.00098328+0.0022484i,-0.00041372+0.00013155i,-0.0012277-0.0028596i,-0.0028612-0.0051433i,-0.0038645-0.0044485i,-0.0021929-0.0011926i,0.0020723+0.0033185i,0.0058367+0.0052868i,0.0063529+0.0050306i,0.0023043+0.0053502i
