-0.0014584+0.00052902i,-0.00073798+0.00045246i,-0.00044193-7.0248e-05i,-0.00090759-0.00062507i,-0.0012776+0.0014984i,-0.00074261+0.0037421i,0.00041688+0.0039283i,0.0013442+0.003524i,0.0010283+0.0023451i,0.0003443+0.0011777i,0.00039145+9.0543e-05i,-5.1009e-05-0.0007197i,-0.00042286-0.0013903i,-0.00053473-0.0016434i,-0.00054163-0.001089i,-0.00039665-0.00052526i,-0.00010111-0.00046354i,0.00030873-3.2924e-05i,0.0005951+0.00037471i,0.00043964+0.0005887i,0.00034474+0.00069612i,0.00043+0.00069736i,0.00028338+0.00064458i
0.077755-0.18841i,0.019957-0.31571i,-0.094358-0.23138i,-0.07346-0.057346i,0.014239+0.0049986i,0.013175-0.0077873i,0.0016618+0.0115i,0.033246+0.022946i,0.041206+0.008486i,0.023385+0.0047202i,0.0049303+0.0071531i,-0.0048296+0.0074775i,0.0013823+0.0046713i,0.011312-0.00071973i,0.015933-0.0039556i,0.013114-0.0065054i,0.0030159-0.0079017i,-0.0055421-0.0070465i,-0.0082645-0.00541i,-0.0069963-0.0035445i,-0.0045595-0.0046361i,-0.0020957-0.008391i,0.0015709-0.0073412i
-0.27323+0.06103i,-0.26461+0.2306i,-0.11043+0.24243i,-0.0095008+0.088666i,-0.027667-0.019825i,-0.025331-0.0083679i,0.0025918-0.012847i,-0.012802-0.037099i,-0.028956-0.023771i,-0.015281-0.0070822i,0.0037371-0.0038585i,0.011148-0.0046085i,0.0024495-0.0078914i,-0.0090402-0.0079995i,-0.014536-0.0052905i,-0.014265+0.00040884i,-0.0060133+0.0075302i,0.0041672+0.010067i,0.0078049+0.008177i,0.0059265+0.006103i,0.0019+0.0068078i,-0.0017643+0.0075733i,-0.0036161+0.0026683i
0.4029+0.098932i,0.46118-0.042391i,0.32809-0.13257i,0.13631-0.052083i,0.064397+0.055337i,0.05038+0.041738i,0.0099526+0.021566i,-0.003961+0.045564i,0.0093898+0.041253i,0.007152+0.017881i,-0.0039079+0.0047343i,-0.0099009+0.0020062i,-0.0061589+0.0068199i,0.0015564+0.0099602i,0.0055786+0.010391i,0.008333+0.0072718i,0.0072489-0.00091688i,0.00047226-0.0080733i,-0.0052907-0.010747i,-0.0058019-0.010416i,-0.0011364-0.0093568i,0.004258-0.0059983i,0.0057739+0.0010462i
-0.41113-0.24669i,-0.51956-0.20467i,-0.45853-0.080358i,-0.2361-0.040108i,-0.07204-0.084003i,-0.031772-0.070749i,0.0015128-0.032939i,0.028819-0.038511i,0.017001-0.039277i,0.0038308-0.019638i,0.0024223-0.0038683i,0.0065301+0.00069133i,0.009981-0.0051036i,0.007286-0.0095822i,0.004515-0.010717i,0.001212-0.010162i,-0.0029682-0.0049536i,-0.0038963+0.0023277i,-0.0035113+0.0070224i,-0.0038392+0.0094417i,-0.0054737+0.0086013i,-0.0069958+0.0030518i,-0.0042458-0.003563i
0.27341+0.32415i,0.36701+0.41485i,0.37558+0.31757i,0.21063+0.16709i,0.036212+0.10474i,-0.0056637+0.073602i,-0.01579+0.02884i,-0.042065+0.018856i,-0.035436+0.028829i,-0.01404+0.022844i,-0.0007699+0.010557i,0.0013368+0.0016498i,-0.0064169+1.8756e-05i,-0.011169+0.0027683i,-0.011263+0.004879i,-0.0075368+0.0063398i,-0.00093237+0.0049131i,0.0046058+0.00085739i,0.0080415-0.0020307i,0.010035-0.0022837i,0.01085-0.00039048i,0.0092546+0.0028834i,0.0053234+0.0043663i
-0.036763-0.30386i,-0.053152-0.49602i,-0.1051-0.45509i,-0.062067-0.24055i,0.039869-0.082648i,0.062005-0.040356i,0.038851-0.010072i,0.043634+0.011009i,0.042232-0.0020784i,0.021502-0.010582i,0.0057716-0.0075249i,-0.0010377-0.0053967i,0.00015769-0.0021324i,0.0060636+0.000851i,0.0099566+0.00061736i,0.0077402-0.0027929i,-0.00039186-0.0057553i,-0.0080315-0.0053638i,-0.011236-0.0048477i,-0.010632-0.0056674i,-0.0073353-0.0069505i,-0.0027397-0.0075733i,0.00091814-0.0041611i
-0.21811+0.19122i,-0.31056+0.39349i,-0.25357+0.40828i,-0.14979+0.21631i,-0.10595+0.034058i,-0.076792-0.01045i,-0.036611-0.014901i,-0.025253-0.02637i,-0.028235-0.01371i,-0.017001+0.0011196i,-0.0058582+0.0042472i,-0.0019905+0.0052691i,-0.0012491+0.0012424i,-0.0030178-0.003721i,-0.0053523-0.0036743i,-0.0062556-0.00024247i,-0.0026921+0.0057507i,0.0036674+0.0088214i,0.0060535+0.0083578i,0.0037529+0.0083389i,0.00094103+0.0091296i,-0.001122+0.0070626i,-0.0024007+0.00054318i
0.39385-0.015903i,0.559-0.13402i,0.5117-0.17489i,0.29999-0.079141i,0.13531+0.039785i,0.069131+0.055027i,0.025733+0.031388i,0.0029649+0.033502i,0.0060887+0.029959i,0.0067457+0.016874i,0.0038524+0.0092697i,0.0013442+0.0048245i,-0.0027663+0.0054843i,-0.0048489+0.0078453i,-0.0028521+0.0071145i,0.00042499+0.0033914i,0.00088365-0.00066657i,-0.0019208-0.002697i,-0.0021076-0.0040346i,0.0026915-0.0059557i,0.0081161-0.006853i,0.0096032-0.0042684i,0.0072219-9.8311e-05i
-0.43903-0.17068i,-0.60638-0.1858i,-0.57619-0.13679i,-0.33069-0.085905i,-0.098505-0.079782i,-0.013684-0.063571i,0.0069714-0.029901i,0.021034-0.019546i,0.018951-0.02108i,0.011289-0.017269i,0.0057083-0.012849i,0.0025702-0.010238i,0.0043821-0.0097648i,0.0076564-0.008254i,0.0090359-0.0063793i,0.0074364-0.0047318i,0.0048131-0.0017273i,0.0041431+0.0015292i,0.0011617+0.0028144i,-0.0056243+0.0022656i,-0.011238+0.0015603i,-0.012435+0.00089289i,-0.0092085+0.001731i
0.31206+0.29116i,0.4003+0.44221i,0.37927+0.41443i,0.21069+0.24267i,0.034762+0.10313i,-0.021593+0.04522i,-0.016696+0.013363i,-0.023691+0.0029116i,-0.028315+0.010667i,-0.022507+0.01643i,-0.015063+0.020025i,-0.0065421+0.019306i,-0.0033552+0.011653i,-0.0072153+0.0042229i,-0.010145+0.00049735i,-0.0083233-0.0011413i,-0.0048411-0.0018196i,-0.0016941-0.0021297i,0.0018618-0.0016023i,0.0058337+0.00044781i,0.0097125+0.0035979i,0.011407+0.0040827i,0.010529+0.0010145i
-0.080704-0.30311i,-0.040644-0.53001i,-0.018371-0.53096i,0.0082033-0.31047i,0.045115-0.099682i,0.045286-0.020232i,0.018871+0.00093231i,0.016331+0.010281i,0.023688+0.005153i,0.024349-0.001109i,0.024348-0.0083023i,0.016487-0.014716i,0.0061729-0.011168i,0.0042384-0.003118i,0.0047965+0.00019172i,0.002611-0.00068551i,-0.00060164-0.001192i,-0.0033158-0.0012388i,-0.004374-0.0030299i,-0.0044409-0.0067689i,-0.0055276-0.0094807i,-0.0060233-0.0094602i,-0.0050806-0.0067813i
-0.16147+0.21375i,-0.31851+0.40505i,-0.34681+0.41185i,-0.23251+0.24057i,-0.10864+0.066201i,-0.041081+0.00042906i,-0.0077432-0.0036249i,-0.00025914-0.0061241i,-0.0049468-0.0086874i,-0.010553-0.011199i,-0.01799-0.0076544i,-0.015781+0.0036264i,-0.005782+0.0065972i,-0.0024038+0.00035303i,-0.0024289-0.0029134i,0.0001874-0.0012012i,0.0025461-1.4605e-05i,0.0030644+0.0002114i,0.00065041+0.0016851i,-0.0036309+0.0061991i,-0.0064546+0.01138i,-0.0053386+0.011975i,-0.0016591+0.008781i
0.33114-0.057799i,0.52897-0.13932i,0.53595-0.13257i,0.33322-0.065285i,0.12588-0.0023289i,0.032989+0.013053i,0.0059095-0.00068381i,-0.0058178-0.0017763i,-0.010851+0.0096131i,-0.0071127+0.020381i,0.0050431+0.019592i,0.011191+0.0054035i,0.0050963-0.0027731i,-0.0016882+0.00080102i,-0.0041515+0.0036169i,-0.0058497+0.002657i,-0.007524+0.0015642i,-0.0070566+0.0018108i,-0.0020899+0.0018807i,0.0061875-0.0006265i,0.012462-0.004264i,0.013694-0.0077365i,0.0094781-0.010347i
-0.36819-0.11652i,-0.52761-0.17198i,-0.50866-0.18695i,-0.30032-0.11985i,-0.096483-0.04779i,-0.015303-0.011267i,-0.0052489+0.010238i,0.0059246+0.013346i,0.020946-8.9187e-05i,0.023582-0.0162i,0.013073-0.022304i,-8.008e-05-0.014307i,-0.0029075-0.0056792i,0.0011552-0.0042434i,0.0053758-0.0036133i,0.0085821-0.0013994i,0.0094985-0.0014233i,0.0082552-0.0020252i,0.0028266-0.0023316i,-0.0050802-0.0033758i,-0.011235-0.0020032i,-0.01428+0.0014365i,-0.012278+0.0052958i
0.26477+0.22576i,0.30995+0.39291i,0.25852+0.41986i,0.14023+0.26426i,0.044936+0.095384i,0.016254+0.015955i,0.019467-0.0094065i,0.005472-0.013393i,-0.019346-0.004228i,-0.031721+0.0086399i,-0.027197+0.016361i,-0.012772+0.01468i,-0.0029581+0.0092192i,-0.0029385+0.0064632i,-0.0043756+0.004763i,-0.0042053+0.0010535i,-0.0059813-0.0019035i,-0.0062613-0.0016253i,-0.0019279+0.00069268i,0.0030493+0.0044681i,0.0078966+0.006916i,0.011327+0.0059447i,0.011643+0.0026635i
-0.073095-0.24245i,0.0039844-0.44286i,0.074534-0.46555i,0.07095-0.29487i,0.03008-0.11349i,-0.00064337-0.028857i,-0.016178-0.0060749i,-0.0078197+0.0057647i,0.011688+0.012588i,0.025683+0.0094857i,0.02799+0.00024152i,0.016117-0.007507i,0.0038256-0.0078808i,0.001099-0.0055904i,0.0020613-0.0052086i,0.00010345-0.0031224i,-0.0011833+0.000218i,-0.0014883+0.00015944i,-0.0021133-0.0042536i,-0.0022472-0.0096764i,-0.0027125-0.012342i,-0.0037096-0.010981i,-0.0052273-0.0083586i
-0.11743+0.17217i,-0.28359+0.31418i,-0.35128+0.31074i,-0.2436+0.19607i,-0.089613+0.087994i,-0.0098846+0.035259i,0.0087363+0.020723i,0.0079764+0.0087944i,0.0015827-0.00603i,-0.0083841-0.01352i,-0.013837-0.0083393i,-0.0077691+0.0032294i,0.00028962+0.0071647i,0.00077108+0.0043475i,-0.00058511+0.0023294i,0.00088612+0.00086624i,0.0027151-0.00058867i,0.0025911+0.00057427i,-0.00026234+0.0033284i,-0.0039941+0.0060747i,-0.0062981+0.008812i,-0.0050673+0.010539i,-0.00017957+0.011722i
0.24321-0.059394i,0.40971-0.08896i,0.43653-0.050381i,0.28385-0.022328i,0.11422-0.025213i,0.034535-0.028957i,0.013584-0.028258i,0.00052682-0.01649i,-0.0096567+0.0025673i,-0.0082053+0.015279i,-0.0018026+0.013207i,-0.00028399+0.0016666i,-0.002177-0.0036839i,-0.0016016-0.0018896i,-0.0002061-0.00050751i,-0.0028728+0.0011696i,-0.0055125+0.0028893i,-0.0032656+0.0031074i,0.0012333+0.0017132i,0.0054554-0.00053434i,0.00815-0.0020192i,0.0080437-0.0048104i,0.0055559-0.0093512i
-0.27159-0.060521i,-0.36968-0.14163i,-0.34473-0.20141i,-0.21078-0.14388i,-0.091754-0.046176i,-0.043125+0.0036784i,-0.02792+0.018359i,-0.0067148+0.01741i,0.015521+0.0060333i,0.022423-0.0061377i,0.016371-0.0067979i,0.0093361+0.0022585i,0.0060811+0.0049605i,0.002287+0.0002609i,-0.0004171-0.0024583i,0.0025878-0.0013125i,0.0052453-0.0011024i,0.0038985-0.0018637i,-0.00035046-0.0018431i,-0.0049746-0.001433i,-0.0071389-0.00045795i,-0.0074717+0.0014245i,-0.0070192+0.0039368i
0.1933+0.13967i,0.18778+0.28517i,0.11346+0.34052i,0.0478+0.2374i,0.033673+0.10121i,0.038308+0.030111i,0.032193+0.0059779i,0.0094502-0.0035575i,-0.012825-0.00557i,-0.021988-0.0018012i,-0.018341-0.0014264i,-0.0097125-0.0063361i,-0.0040106-0.0069527i,-0.00098953-0.0010978i,0.00080507+0.0029361i,-1.7438e-06+0.0019312i,-0.0018531-0.00010622i,-0.00072256-0.00016496i,0.0034564+0.0012029i,0.0063004+0.0022933i,0.006605+0.0031098i,0.0063673+0.0025901i,0.0068076+0.00077988i
-0.055511-0.14399i,0.039905-0.29586i,0.12768-0.32338i,0.1154-0.21905i,0.043526-0.10792i,-0.00013071-0.050565i,-0.0071096-0.025134i,0.0012945-0.0037005i,0.011802+0.010086i,0.016488+0.010657i,0.011545+0.0090903i,0.0017832+0.0098147i,-0.0031022+0.007177i,-0.0030354+0.0019363i,-0.0018304-0.0016651i,-0.001006-0.0026462i,-0.00081654-0.00194i,-0.0014913-0.0030297i,-0.0039096-0.0052535i,-0.0041236-0.0063577i,-0.0011949-0.0064141i,0.00047019-0.0058133i,-0.0010366-0.0049483i
-0.076736+0.10049i,-0.21389+0.18842i,-0.28289+0.17614i,-0.20555+0.11483i,-0.083356+0.074621i,-0.020995+0.048963i,-0.0096405+0.025994i,-0.0070567+0.0043397i,-0.0059406-0.0065182i,-0.0057461-0.0056008i,0.00068375-0.0040772i,0.0080334-0.005872i,0.0083017-0.0072112i,0.0043353-0.0044834i,0.002139-0.00043545i,0.0010677+0.00017258i,-0.0001424-0.00077126i,-0.00076837+0.0008416i,-0.00070075+0.0043092i,-0.0013836+0.0059137i,-0.0029586+0.005456i,-0.0031174+0.0046899i,-0.00043815+0.0047909i
0.155-0.03858i,0.25854-0.034446i,0.27546+0.020645i,0.18343+0.030832i,0.089342-0.0056888i,0.049912-0.024187i,0.032609-0.01545i,0.013182-0.00037474i,0.0017678+0.0065469i,-0.0016742+0.0036338i,-0.0073605-0.0018467i,-0.013576-0.0022942i,-0.012681+0.0010574i,-0.0071133+0.0022129i,-0.0029072+0.00076009i,-0.0023709-0.00029727i,-0.0026334-1.2458e-05i,-0.0017578-0.00042588i,-0.00066647-0.0028376i,5.9408e-05-0.0041924i,0.00058382-0.0032389i,0.00071816-0.0020982i,0.0011193-0.0029773i
-0.16728-0.026779i,-0.20455-0.1052i,-0.16496-0.17568i,-0.090216-0.13977i,-0.051445-0.05849i,-0.042111-0.019195i,-0.028928-0.013185i,-0.0078749-0.0092545i,0.0058494-0.0025864i,0.009107+0.0048381i,0.0099627+0.011678i,0.012014+0.013539i,0.011152+0.0091566i,0.0058697+0.0043375i,0.0019393+0.002191i,0.0013733+0.0008773i,0.0010757-0.00035388i,-0.0014129+3.5433e-05i,-0.0033327+0.0020437i,-0.001635+0.0037019i,8.0959e-05+0.0033826i,0.000964+0.0025296i,0.00066281+0.0018552i
0.10963+0.071573i,0.076289+0.18272i,0.0018561+0.23497i,-0.030435+0.17733i,-0.001755+0.095686i,0.020356+0.049146i,0.011449+0.028112i,-0.0037464+0.01385i,-0.0097297+0.0029795i,-0.0079087-0.0036i,-0.0036321-0.010024i,-0.0021396-0.015017i,-0.0028686-0.013416i,-0.0023408-0.0074238i,-0.00095239-0.0031511i,-0.00075046-0.0011294i,-0.00034387+0.00040874i,0.0025616+0.0015985i,0.0047731+0.0017349i,0.0032066+0.00078022i,0.0011051+0.0013659i,-0.00026538+0.0026067i,-0.0003845+0.0023388i
-0.023326-0.067604i,0.052827-0.16493i,0.124-0.1791i,0.11095-0.12191i,0.052337-0.077272i,0.022092-0.053702i,0.018212-0.028369i,0.016945-0.0047441i,0.013633+0.0046903i,0.0080508+0.0038937i,6.3431e-05+0.006738i,-0.003374+0.012683i,-0.0018728+0.012807i,-0.001022+0.0085231i,-0.001177+0.0045142i,-0.00046368+0.0012i,-0.00028844-0.0018706i,-0.0020619-0.005178i,-0.0040214-0.0064215i,-0.0034608-0.0052545i,3.3126e-05-0.0047497i,0.0026769-0.0043423i,0.0028424-0.0044788i
-0.043594+0.040108i,-0.1254+0.082465i,-0.17123+0.055802i,-0.12903+0.024185i,-0.066301+0.028511i,-0.040318+0.03019i,-0.031604+0.013727i,-0.020816-0.0025887i,-0.01265-0.0031564i,-0.0052113+0.0050528i,0.0054739+0.0047536i,0.010691-0.0036823i,0.0074865-0.0086233i,0.0042394-0.0081579i,0.0038067-0.0064511i,0.0029189-0.0044779i,0.00065935-0.0012486i,-0.00015899+0.0034641i,0.00095706+0.0070482i,0.0024937+0.0072004i,0.0024101+0.0059697i,0.00034328+0.0036208i,-0.00080157+0.00099103i
0.082939-0.010901i,0.12791+0.0092582i,0.12568+0.064279i,0.076479+0.06751i,0.047482+0.026975i,0.044532+0.0058301i,0.034838+0.010585i,0.019008+0.017371i,0.011885+0.0089874i,0.0071796-0.0074754i,-0.00065945-0.012641i,-0.0065387-0.0063838i,-0.0076432-0.0011511i,-0.0065631+0.00080532i,-0.0043126+0.0024136i,-0.0023077+0.0024845i,-0.0018579+0.001122i,-0.00086653-0.0015363i,-0.00095964-0.004838i,-0.0029349-0.006486i,-0.0025878-0.0050656i,-0.0010168-0.0012217i,0.00021973+0.0016265i
-0.090205-0.017045i,-0.089181-0.076731i,-0.051264-0.12849i,-0.012274-0.10407i,-0.010248-0.053161i,-0.016243-0.032933i,-0.0082087-0.028937i,-0.0012518-0.020725i,-0.0040566-0.0077758i,-0.0063918+0.0056601i,-0.0041434+0.011935i,-0.0020771+0.0099582i,-0.00039496+0.0044843i,0.0012725+0.0018323i,0.0026004+0.0019988i,0.001644+0.0012881i,-0.0017493-0.0012587i,-0.0041899-0.0013202i,-0.0034539+0.001911i,-0.00040757+0.0036827i,0.001481+0.0028427i,0.0017227-0.00031106i,0.00077948-0.0042624i
0.055781+0.028297i,0.018729+0.094355i,-0.037672+0.12414i,-0.052987+0.092196i,-0.025227+0.057257i,-0.011336+0.043489i,-0.01402+0.031693i,-0.01011+0.018871i,-0.0024177+0.0093078i,0.0028423+0.0018132i,0.0065934-0.0031232i,0.0060939-0.0062735i,0.0028393-0.0069145i,0.00079808-0.0056889i,-0.0013863-0.0039085i,-0.0018316-0.0013658i,0.00025714+0.0021732i,0.0035037+0.0041781i,0.0051269+0.0026837i,0.0035602+0.00012401i,0.002112+0.00031498i,0.00080904+0.0031137i,-0.00048061+0.0047761i
-0.0079901-0.017749i,0.035388-0.064504i,0.078875-0.05899i,0.074336-0.030551i,0.046203-0.027767i,0.038031-0.030269i,0.032959-0.019254i,0.018201-0.0073757i,0.0080012-0.0046517i,0.0013344-0.0063441i,-0.0060434-0.0036562i,-0.0079543+0.0029524i,-0.0059504+0.0071258i,-0.0034759+0.0076515i,-0.00030887+0.0065072i,0.0013639+0.0022872i,-0.0004759-0.0022486i,-0.0038433-0.0042033i,-0.0058859-0.0048551i,-0.0063047-0.0044943i,-0.0047235-0.0046144i,-0.0019034-0.0042877i,0.00071199-0.0029258i
-0.026489-0.002118i,-0.062533+0.012713i,-0.079235-0.013495i,-0.056208-0.026114i,-0.037501-0.0034724i,-0.034219+0.0084038i,-0.025558+0.00054363i,-0.014806-0.0036804i,-0.0099769+0.0034163i,-0.0043511+0.013353i,0.0032955+0.015222i,0.0062486+0.0083895i,0.0059906+0.0012746i,0.0043112-0.0029241i,0.0017299-0.0049846i,0.00025269-0.0045824i,-0.00019345-0.0015884i,0.00051086+0.0025998i,0.0029129+0.0046056i,0.0034327+0.0054117i,0.0015199+0.0057567i,0.00031002+0.0039046i,-0.0014767+0.0010197i
0.040893+0.0031055i,0.051368+0.026423i,0.038903+0.059127i,0.010345+0.053249i,0.0099073+0.026614i,0.018711+0.014736i,0.011394+0.014854i,0.0075773+0.012921i,0.011423+0.003216i,0.01079-0.0088318i,0.0071625-0.01325i,0.0042656-0.010973i,0.0017163-0.0075541i,-0.00039171-0.0030542i,-0.0011323+0.00047168i,-5.2919e-05+0.001506i,0.00104+0.0013237i,0.00064032-0.000367i,-0.001496-0.0029684i,-0.0017299-0.0039549i,0.00024653-0.0033471i,0.0028613-0.0012995i,0.0045259+0.0022852i
-0.040933-0.0063911i,-0.02526-0.044554i,0.0008694-0.068421i,0.018567-0.046466i,0.015498-0.024519i,0.011095-0.024189i,0.0085179-0.02174i,-0.00070609-0.012149i,-0.0087634-0.0027578i,-0.0094276+0.0032419i,-0.0079307+0.0062425i,-0.0060387+0.0075777i,-0.00458+0.00767i,-0.0029246+0.0055721i,-0.00092755+0.0015636i,-0.0016601-0.0009829i,-0.0032926-0.0026024i,-0.0031896-0.0016592i,-0.0021528+0.0018682i,-0.00054124+0.0028536i,-0.00052978+0.0017034i,-0.0015489-0.00030828i,-0.00086723-0.0027158i
0.018286+0.0036097i,-0.0054052+0.032834i,-0.036151+0.037751i,-0.040225+0.021187i,-0.026174+0.014749i,-0.022857+0.018971i,-0.016469+0.016464i,-0.0018728+0.010303i,0.0069104+0.0063627i,0.008335+0.0025461i,0.0073096-0.001688i,0.0053603-0.0054388i,0.0025148-0.0073237i,-0.00033106-0.0072541i,-0.0027017-0.0048022i,-0.0024438-0.0010678i,-5.715e-06+0.0014609i,0.0024955+0.0013072i,0.0039542-0.00086715i,0.0031913-0.0011628i,0.0026459+0.0014226i,0.0032093+0.0038172i,0.0028012+0.0035935i
0.0073876+0.0092699i,0.02366-0.0073125i,0.038672+0.0046553i,0.033172+0.014494i,0.025203+0.0028968i,0.026695-0.0064196i,0.015775-0.0041081i,-0.00046342-0.00094684i,-0.0053589-0.0022844i,-0.0063535-0.0034422i,-0.0081333-0.0012113i,-0.0073442+0.0018137i,-0.0053126+0.0030552i,-0.0026492+0.0037759i,0.00060255+0.0042564i,0.0018712+0.0032079i,0.00057783+0.0010442i,-0.0011116+0.0001056i,-0.0024454+4.6761e-05i,-0.0031894-0.0009032i,-0.0015058-0.0025967i,0.00058707-0.0035197i,0.0013754-0.0031853i
-0.021368-0.010457i,-0.027846-0.012652i,-0.027709-0.028456i,-0.011395-0.026967i,-0.0045508-0.0084273i,-0.0055449-0.0044111i,0.00016018-0.0072008i,0.0042834-0.0022576i,0.002013+0.0041032i,0.0015704+0.0073681i,0.004203+0.0074211i,0.0056464+0.0052596i,0.0044652+0.0027017i,0.0012552+0.00091729i,-0.001331-0.00014947i,-0.0019269-0.0017568i,-0.00079986-0.0025266i,0.00052067-0.0016448i,0.0014293-9.4385e-05i,0.00075059+0.0019755i,-0.00123+0.0034583i,-0.002105+0.0034212i,-0.0023356+0.0019035i
0.020414+0.0038988i,0.013625+0.024091i,-4.7382e-05+0.037411i,-0.013358+0.027221i,-0.0065495+0.014785i,-0.0014736+0.013069i,-0.004382+0.0098521i,-0.0014881+0.0036272i,0.0020018+0.00068503i,0.00027052-0.0002896i,-0.0021738-0.002342i,-0.0028945-0.0042521i,-0.0032717-0.0040475i,-0.0026995-0.0022405i,-0.00011117-0.00080673i,0.0024563-0.00032801i,0.0017681-0.00046309i,-0.00066136-0.0010647i,-0.0034108-0.0017509i,-0.0043276-0.0025674i,-0.0019532-0.002257i,0.001181-0.00077761i,0.0026147+0.00044653i
-0.016723+0.0039518i,-0.003811-0.019471i,0.011989-0.02274i,0.020629-0.0074665i,0.018893-0.0050991i,0.018617-0.010917i,0.013048-0.0074632i,0.0014568-0.00043445i,-0.0031859+0.0023554i,-0.0014966+0.0028604i,0.0019681+0.0039897i,0.0050449+0.0040618i,0.0057703+0.0024298i,0.0045151+0.001115i,0.0028185+0.00016059i,0.00088227-0.00014335i,-0.00090397+0.0010426i,-0.00052548+0.0025214i,0.0010999+0.0029821i,0.0017714+0.0021696i,0.00036613+0.00079127i,-0.0014244-0.00012407i,-0.0021587-0.00028617i
-0.00064337-0.0070671i,-0.010362+0.0058047i,-0.020507-0.00016908i,-0.016844-0.0087699i,-0.012371-0.0047415i,-0.011638-0.00117i,-0.004106-0.0032347i,0.0050151-0.0038204i,0.0075387-0.0028064i,0.0048275-0.0024945i,0.00066723-0.0048009i,-0.0032072-0.0067559i,-0.0048865-0.005666i,-0.0043854-0.0037898i,-0.0040305-0.0038788i,-0.0036378-0.0040816i,-0.0023917-0.0043175i,-0.0019609-0.0051544i,-0.0022437-0.0043788i,-0.0015337-0.0021746i,-0.00028272+0.00056643i,0.00057521+0.0029309i,0.0016877+0.002764i
0.019079+0.010337i,0.016643+0.0090481i,0.014553+0.014097i,0.0034768+0.013164i,0.0018149+0.0086228i,0.0053391+0.0073541i,-0.0027895+0.0073284i,-0.0097477+0.006449i,-0.0083596+0.0056712i,-0.0069581+0.0075991i,-0.0065014+0.0095658i,-0.0034648+0.0085756i,-0.0012485+0.0048225i,-0.00060545+0.0017459i,0.0010485+0.0012565i,0.0016812+0.0023007i,0.00023757+0.0041584i,-0.00048589+0.0048858i,-0.00021449+0.0036919i,-0.00066929+0.0015312i,0.00037617-0.00064807i,0.0024009-0.0019721i,0.0023351-0.0026393i
-0.021821-0.0078878i,-0.015861-0.017242i,-0.01107-0.02149i,-0.0013027-0.010327i,0.0052183-0.0029917i,0.0079786-0.0078183i,0.010621-0.0078838i,0.010352-0.0037341i,0.0086874-0.0038054i,0.0085774-0.0063937i,0.0083386-0.0079346i,0.006703-0.0072814i,0.0035924-0.0054734i,-0.0004778-0.0033947i,-0.0021058-0.0011072i,-0.001387+0.00020192i,0.00014573-0.00093589i,0.0019367-0.0026047i,0.0034505-0.0022362i,0.0038653-0.00083271i,0.00247-0.00067896i,0.00039576-0.00078198i,0.00037631+0.00013161i
0.0090769-0.0070536i,0.0045341+0.0084208i,-0.0034213+0.012686i,-0.0083303+0.0058053i,-0.0032769+0.0014449i,-0.0030597+0.0038339i,-0.0054007+0.0040203i,-0.0041242+0.0045662i,-0.0028302+0.0067436i,-0.0051131+0.00753i,-0.0090671+0.0067836i,-0.010226+0.0063879i,-0.0070724+0.0067856i,-0.0022705+0.0063681i,0.00026427+0.0038343i,-0.00075208+0.00028491i,-0.0038619-0.0010344i,-0.0058277-0.0010583i,-0.0056616-0.0015696i,-0.0053731-0.0015176i,-0.0040588-0.00011989i,-0.0010141+0.0009044i,0.00098196+0.00040452i
1.2822e-05+0.016551i,0.0032075+0.00066529i,0.0080254-0.0002962i,0.0089041+0.0062311i,0.0059985+0.0053345i,0.0071507+0.0025243i,0.0044584+0.0019608i,-0.00010886+0.001552i,-0.00019391+0.00087808i,0.0029517+0.001885i,0.0088157+0.0028955i,0.011777+0.00020815i,0.0090047-0.0039276i,0.0052876-0.0042712i,0.0038451-0.00036858i,0.0041531+0.0032299i,0.0052077+0.0054173i,0.0068635+0.006078i,0.0066612+0.0045595i,0.0046404+0.0024922i,0.0029706+0.00030975i,0.0021048-0.0018755i,0.0010891-0.001965i
-0.015704-0.01326i,-0.017633-0.008479i,-0.018849-0.0098051i,-0.0099569-0.010067i,-0.0029879-0.0059281i,-4.363e-05-0.0067209i,0.0038852-0.0075316i,0.0062832-0.0048922i,0.0055467-0.0048764i,0.0028123-0.0073211i,-0.0024854-0.0090442i,-0.0079391-0.0064924i,-0.0080296-0.0011361i,-0.0044796+0.00087372i,-0.0020065-0.0018293i,-0.00145-0.0049111i,-0.0031493-0.0072262i,-0.0042746-0.0086638i,-0.0037506-0.0067919i,-0.0021906-0.0038136i,-0.0015545-0.0021259i,-0.0016568-0.00046521i,-0.00013662+0.0015125i
0.029622+0.0070399i,0.020781+0.010166i,0.012133+0.011103i,0.0014491+0.0063786i,0.00084274+0.0044531i,0.0010885+0.0072358i,-0.0032221+0.0083431i,-0.003366+0.0094852i,-0.0023497+0.011597i,-0.0037522+0.013725i,-0.0029075+0.013812i,0.0017986+0.0097608i,0.0055825+0.003748i,0.0053939+1.1543e-05i,0.0030903+0.00071675i,0.0015227+0.0024924i,0.00062947+0.0040253i,0.00016163+0.0054318i,-0.00014364+0.004916i,-0.00093899+0.0037245i,-0.0013692+0.0028602i,0.00015331+0.0022858i,0.0016761+0.00071522i
