-0.0013027-2.4773e-06i,-0.00096-9.0109e-06i,-0.00077661+0.00098353i,-0.00067883+0.00045049i,-0.00094356-0.00028351i,-0.0003558-0.0001412i,-0.00026812+0.00046028i,-0.00012209+0.00055513i,0.00059898+0.00068083i,0.0010135+0.00044779i,0.0017876+4.9786e-05i,0.0014928-0.00039723i,-9.7391e-05-0.00055593i,-0.00051719-0.00078758i,-0.0001857-0.00053413i,0.00024286+0.00011845i,0.00012811+0.00048911i,-0.00051622+0.0006037i,5.2617e-05+0.00050425i,0.00087319+0.00022866i,0.0003462-0.00038396i,-0.0007142+3.9839e-05i,-0.0011014+0.00062095i
-0.001776+0.00030846i,-0.0019092+0.00029308i,-0.001488+0.0011416i,0.00011743+0.00041835i,0.0025128-0.0013399i,0.0028045-0.0018067i,0.001549-0.0015876i,0.00079418-0.00086433i,0.00081334-8.5674e-05i,0.0011367-0.00045092i,0.0014597-0.0012103i,0.0017067-0.00056639i,0.0018523-0.00012257i,0.0021659-0.00029574i,0.0025911-0.00064002i,0.0016721-0.0012425i,0.00033922-0.0013753i,6.0362e-05-0.0010425i,0.00058975-0.00059881i,0.00034254-0.0006615i,0.00037923-0.0011601i,0.00067819-0.00021716i,-5.0982e-05+0.00087143i
0.00056526-0.00031951i,-0.00035608-0.00077932i,-0.0016005-0.00089306i,-0.0017031-0.00044588i,-0.0013623+4.4322e-05i,-0.00053853-3.8032e-05i,0.00025677-0.0013599i,0.00071735-0.0024623i,0.00094532-0.0020588i,0.00045195-0.00064587i,0.0005682-0.00014147i,0.00082917-0.00096788i,0.00090854-0.0018385i,0.0012825-0.0019888i,0.00071508-0.0024299i,-0.00011648-0.0023568i,0.00023894-0.001355i,0.00053454-0.00063454i,-0.00025157-0.00057361i,-0.0013302-0.00046383i,-0.0012604+0.00064374i,-2.1416e-05+0.0016296i,0.00014495+0.0010861i
6.7282e-06-0.00034384i,0.00011592-0.00053043i,-0.00036014-0.0008464i,0.00026428-0.00097927i,0.001526-0.0010583i,0.0016578-0.00063436i,0.00070792-0.0008616i,-0.0010013-0.0015584i,-0.0019379-0.0012242i,-0.0018093-0.0010494i,-0.0011812-0.00080714i,-0.00087854-0.00041582i,-0.0014874-0.00063354i,-0.0016522-0.00083874i,-0.00095061-0.00076305i,0.00011896-0.00094794i,0.00050618-0.00092479i,0.00040097-0.00040691i,9.4538e-05-4.0941e-05i,-0.00044335+0.00069227i,-0.00012256+0.0010979i,0.00080792+0.0005783i,0.00090171-0.00019019i
0.00043076+2.6773e-05i,0.00093453-0.0007502i,0.00054034-0.00083213i,-2.9432e-05-0.00026986i,-0.00012234-0.00056897i,-0.0011142-0.001152i,-0.0027557-0.0012727i,-0.0027723-0.00070338i,-0.0018219+0.0008216i,-0.00098724+0.0017283i,-0.00017072+0.0012256i,-0.00015397+0.00086737i,-0.0010981+0.0012367i,-0.001427+0.0019467i,-0.00092001+0.0018959i,-0.00095105+0.0013572i,-0.00069443+0.0011073i,2.8892e-05+0.00080825i,0.00068481+0.00024019i,0.0010981-0.00016812i,0.00075788-0.00041895i,0.00063161-0.00068544i,0.00051758-0.00069422i
0.00014768-0.00026273i,-0.001068-0.00044904i,-0.0014759-0.0012665i,-0.00039933-2.5056e-05i,0.0008042+0.0016516i,0.00058299+0.0010088i,0.00030204+0.00049832i,0.00022728+0.0013428i,0.00050189+0.0023138i,0.00067456+0.0019008i,3.0941e-05+0.0008327i,2.1907e-05+0.00049691i,0.00075886+0.001021i,0.0016209+0.0017768i,0.001731+0.0016588i,0.0018456+0.00037649i,0.0012875-0.00035991i,0.00065058+0.00041962i,-0.00017613+0.00056625i,-0.00066855-0.00054693i,-0.0006168-0.001402i,-0.00069992-0.0010779i,-0.00076155-0.00039397i
-0.00030494-0.00061648i,-3.8123e-05-0.0005793i,0.0006469+0.00032598i,0.001231+0.00098684i,0.0017896-0.00035303i,0.0026691-0.0015793i,0.0028177-0.00031883i,0.0023855+0.0011437i,0.0020057+0.00050904i,0.0019334-0.00069455i,0.0014669-0.00076263i,0.0014236-0.00038135i,0.0019682+1.691e-05i,0.0019247+0.00026424i,0.001619-0.0007092i,0.0012444-0.00075685i,0.00052512+0.0001202i,0.00022559+0.00017013i,-0.00019841-0.00024923i,-0.00066379-0.00056437i,-0.0011594-0.00010857i,-0.00091974+0.00028818i,-0.00070309+0.00030499i
-0.0011955-0.0020154i,-0.0027847-0.0010305i,-0.0032181+9.8838e-05i,-0.0026056-1.2075e-05i,-0.0010014-0.0011614i,0.0010102-0.0017824i,0.0019418-0.0023069i,0.0021786-0.0024342i,0.0012751-0.0022133i,0.00027792-0.0019674i,0.00029272-0.0012145i,0.00073472-0.00071168i,0.0006834-0.0010515i,0.00017039-0.0019272i,0.00040732-0.002267i,0.0011179-0.0015088i,0.0013119-0.00062537i,0.0012667+0.00010778i,0.00054121+0.00035539i,-0.00023714-0.0001116i,-0.00036525+0.00026939i,-0.00046672+0.00040677i,0.00010967+0.00060263i
0.00055134-0.00017241i,-0.00037824-0.00059503i,-0.00015833-0.00093724i,3.232e-05-0.00086437i,-0.00040531-0.00077954i,-0.0016893-0.0010792i,-0.0016367-0.0018458i,-0.0007542-0.0030908i,-0.00070603-0.0030757i,-0.0011973-0.0024948i,-0.0012346-0.0018161i,-0.00064313-0.0013463i,-0.00087844-0.00090362i,-0.0013385-0.00077291i,-0.0010432-0.0003113i,-0.001017+0.0007254i,-0.00063499+0.0010255i,-0.00011939+0.0011666i,0.00010738+0.0011953i,0.00057522+0.0005827i,0.00091446+0.00046794i,0.00048913+0.0006835i,0.00056123+0.00033846i
0.0010313+0.00095312i,0.002134-2.4473e-05i,0.0019205-0.00082703i,0.00098078-0.0011123i,0.001168-0.001122i,0.00065157-0.00056165i,-0.0010383-0.00076909i,-0.0024684-0.0012362i,-0.0019632-0.00042981i,-0.0009966+0.00032546i,-0.00072883+0.0011108i,-0.00065117+0.0016144i,-0.00087874+0.0011883i,-0.00037344+0.0010429i,0.00036432+0.0011076i,0.00020364+0.00083892i,0.0001094-8.1202e-05i,0.00063597-0.00053539i,0.00095827-0.00054098i,0.0012439-9.8098e-05i,0.00068714+0.00041189i,0.0001101+0.00023959i,-0.00032645-0.00027323i
-0.0011998+0.0013463i,-0.00033685+0.001123i,0.00098286+0.0011925i,0.0026033+0.00071019i,0.003739-0.00027775i,0.0038144-0.00047216i,0.0013434+0.00012282i,-0.0010819+0.001285i,-0.0011717+0.0020834i,-0.00041491+0.0017938i,0.00029414+0.0010292i,0.0008494+0.0003221i,0.00076761+0.00047091i,0.00063031+0.00013959i,0.0010634-1.8827e-07i,0.00042573+0.00030491i,-0.00027355+0.00016957i,0.00017402-0.00057822i,0.00064355-0.0013009i,0.0003143-0.00056345i,-0.00056036+0.00052742i,-0.00071244+0.00025057i,-0.00019092-0.00019652i
-0.00047553-0.0013945i,0.00020446-0.0010799i,0.00010826-0.00075442i,-0.00062126-0.00026411i,-0.001093+0.00025111i,-0.00054414-0.00085363i,0.00035245-0.00079642i,0.00075643+0.00081586i,0.00074139+0.0018596i,0.00046052+0.0011941i,0.00079593+0.0004231i,0.001454-9.0211e-05i,0.0019426-0.0010437i,0.001401-0.0014918i,0.00017416-0.0014333i,-8.7075e-06-0.00053731i,0.0001954+0.00035586i,0.00014292+0.00017653i,0.00022042-0.00036019i,-0.00033581-0.00047366i,-0.00070755+7.9704e-05i,-2.0503e-05+0.00030657i,0.00056127-1.3608e-05i
-0.00090049+0.0014763i,-0.0016724+0.00089757i,-0.0020951-0.00062547i,-0.00042435-0.0011378i,0.00060888-0.0011412i,0.0016365-0.0017027i,0.002396-0.0015846i,0.0023456-0.00080436i,0.0024573-0.00074606i,0.0015304-0.00090009i,0.00022046-0.0010057i,0.00019064-0.0013147i,2.2011e-05-0.0010505i,-0.0008882-0.0007365i,-0.00041394-0.00040419i,0.00032448-0.00032319i,0.00041482-0.00068826i,0.0009061-3.1905e-05i,0.00098169+0.00086688i,0.0014365+0.0011676i,0.0011797+0.00077196i,0.00024965-0.00025731i,9.1991e-05-0.00073895i
0.00029467-0.0010673i,-0.00084569-0.00070678i,-0.0018274-0.00038418i,-0.0010733-0.00040168i,0.00033762-0.00021301i,0.00072168-0.00066357i,0.00073297-0.0016172i,0.00096526-0.0023306i,0.0011178-0.0030437i,0.00064146-0.0027271i,-0.00016586-0.001598i,-0.00074978-0.00094878i,-0.00011257-0.00056849i,7.9991e-05-0.00010907i,-0.00054543-0.0004616i,-0.0012486-0.00051031i,-0.00054651+0.0002351i,0.00061367+0.0013332i,0.00070913+0.0017148i,0.0010771+0.00018986i,0.0011544-0.00039489i,0.00099303+6.9201e-05i,0.00030636-0.00028604i
0.00034748+0.00039801i,-0.0007705-0.00034025i,-0.0016367-0.00088959i,-0.0010311-0.00049271i,-4.8154e-05-0.00021293i,0.0002614-0.00052209i,-0.00034809-0.0014633i,-0.00098176-0.0027901i,-0.0015368-0.0023317i,-0.0017133-0.0015792i,-0.00083975-0.00024127i,0.0004123+0.001001i,0.00088407+0.0010225i,0.0010825+0.00097451i,0.00042643+0.0010228i,-0.00012794-4.2852e-05i,0.00013507-0.00055676i,0.00020131-0.00038614i,7.4359e-05-0.00045198i,-0.00024242-0.00096346i,-0.00068574-0.0012164i,-0.00091766-0.00041097i,-0.00020663+0.00010966i
0.00067054-0.0013133i,0.00063229-0.0014472i,-0.00042335-0.0019968i,-0.00046881-0.002129i,0.00067034-0.0011913i,0.0013694-0.00071879i,0.00090563-0.00030092i,-0.00091886-0.00012981i,-0.0012766-0.00054356i,-0.00014925+4.6138e-05i,-3.7326e-05+0.00077971i,0.00014662+0.00065659i,0.00095984+0.00029225i,0.0015239+0.00024065i,0.0013114-0.0001298i,0.00064785-0.00036659i,5.1757e-05-0.00028933i,-0.0003772-0.00021383i,-0.0010612-0.00024092i,-0.0011706+0.00021482i,-0.0007091+0.00034554i,-0.00077951-5.3552e-05i,-0.00098961+0.00018664i
0.003273-0.00017947i,0.00086102-0.0024163i,-0.00050539-0.0033567i,-0.00099192-0.0031276i,-0.00098575-0.0019796i,-0.001716-0.00076121i,-0.00083455-0.00090718i,0.00051044+0.0006643i,0.00020554+0.0018743i,-0.00032825+0.00035904i,0.00024026-0.00056948i,0.0011954-0.00030036i,0.00055045-0.00024491i,-0.00026538-0.0003787i,0.00016975-0.0011646i,0.00050523-0.00087944i,0.00050355-4.4155e-06i,0.00036169+5.2418e-06i,-0.00051816-0.00021814i,-0.00079797-0.00037478i,-0.00013135-0.00025777i,-0.0002472-0.00017863i,-0.00062178-0.00030928i
0.0026146-0.00055579i,0.0016779-0.00098296i,0.0012284-0.0015932i,0.0014052-0.0021088i,0.0012698-0.0031122i,0.00092222-0.002632i,0.0011857-0.0010728i,0.0013589-0.00025563i,0.00086063-0.00016118i,5.7064e-05-0.00053468i,-0.00010273-0.0001101i,-0.00045834+0.00037948i,-0.00096439+0.00013378i,-0.0017488+0.00033814i,-0.0018181+0.00016904i,-0.00076433-8.0777e-05i,-0.00064429+0.00017855i,-0.00058649+0.00020773i,-0.00040382+0.00016449i,-7.2794e-05-0.00035034i,0.00065476-0.00040125i,0.0010466-0.00066978i,0.00032038-0.001248i
0.0013409-0.00088955i,0.00022729-0.00037241i,-0.0016535+0.00043896i,-0.0016598+0.00040539i,-0.00066192+1.4522e-05i,-0.00087221-0.00067675i,-0.0016438-0.0015984i,-0.00085339-0.0014062i,0.00022109-0.0006927i,0.00037575-0.0011367i,-0.00038973-0.0011035i,-0.00066108+4.6521e-05i,-0.0005159+0.00062036i,-0.00053801+0.0010316i,-0.00026077+0.0010891i,0.00090833+0.00023512i,0.001364-3.061e-05i,0.00097063+0.00029525i,0.0010227+0.00025978i,0.00069516-8.3616e-05i,-0.00055702+0.00037931i,-0.00065689+0.00037478i,1.2178e-05+0.00029477i
0.0017917-0.00043646i,0.0011973-0.00035269i,0.00031537-0.001408i,0.00017217-0.0022426i,-0.000507-0.0016749i,-0.00055555-0.0012269i,-7.6313e-05+0.00017203i,-1.2648e-05+0.00089951i,-0.00033662+0.00015706i,-0.00042418+0.00051065i,-0.00068916+0.0011803i,-0.00042627+0.0013442i,-0.00022592+0.0013209i,8.1536e-05+0.0010489i,0.00081195+0.00062215i,0.0007589+0.00012717i,0.00069233+0.00046972i,0.00027161+0.000872i,-0.00017242+0.00078321i,-0.000785+0.00047553i,-0.0013899-5.1566e-05i,-0.0016096-0.00041124i,-0.00075098+6.7165e-05i
-0.00094776-0.0012691i,-0.0014173-0.0015177i,-0.0027091-0.0010085i,-0.0028965-0.00072989i,-0.0011933-0.00025115i,0.00050103+0.00020316i,0.00080648+0.00055556i,0.00018415+0.00074027i,-1.3962e-05+0.00077472i,0.00067941+0.0010581i,0.0017468+0.000929i,0.0014514+0.00020111i,0.0013068-0.00016399i,0.0018858-0.00032945i,0.0016833-0.00055246i,0.00059458-0.00060452i,-0.00054022-0.00017993i,-0.0014033+0.00031299i,-0.0008978-0.00015803i,-0.00014478+1.5504e-05i,-0.00011792+0.00085609i,-0.00054156+0.0012548i,-0.0006491+0.0010486i
-0.00031134-0.0021832i,-0.00055717-0.0018396i,-0.0010602-0.0012012i,-0.0011098-0.0011235i,0.00046506-0.00056293i,0.0028593+0.00037929i,0.0034053+4.0848e-05i,0.0016706+3.3781e-05i,0.00036236+1.3152e-05i,0.00049144-0.00024879i,0.00034973-0.00012924i,0.00059484-0.001332i,0.00059432-0.0023391i,0.00034061-0.002435i,0.00022522-0.0018625i,0.00036664-0.0015105i,0.00029277-0.00075328i,-1.3558e-05-0.00020043i,-0.00053957+0.00042871i,-0.00054235+0.0010804i,-0.00012361+0.00059858i,0.00061827+0.00064662i,0.0007027+0.00065024i
-0.00017049+0.00078724i,-0.0007225-0.00011976i,0.00013333-0.0010353i,0.00010886-0.0017214i,0.0001026-0.0013166i,0.0003112-0.0018531i,0.0009191-0.0025673i,0.00041451-0.0021841i,-0.00059892-0.0019806i,-0.00088634-0.0017724i,-0.00081482-0.001358i,-0.00078814-0.0014385i,-0.0014526-0.0015037i,-0.0018477-0.0012651i,-0.00083428-0.00057384i,0.00012231-8.8397e-05i,0.00028417-0.00022591i,8.4757e-05-1.6283e-05i,0.00021642+0.00090015i,0.0001147+0.00051489i,-0.00095601-0.00091144i,-0.0016045-0.00092852i,-0.001247+1.51e-06i
-0.00039356+0.0020056i,-0.00017543+0.0012165i,0.00061684+0.00096695i,0.0010607-0.00034212i,0.0014587-0.0021841i,0.00044372-0.0027182i,-0.001141-0.0025467i,-0.00088391-0.0018565i,8.7238e-05-0.0011444i,0.0006479-0.00058983i,-0.00034858-0.00037631i,-0.001653+0.00048324i,-0.0021711+0.0014966i,-0.0017897+0.00093312i,-0.00076821-6.684e-06i,-0.00058809+0.00010628i,-0.00079461+0.00020281i,-0.00062347+0.00052373i,-0.00023668+0.00041872i,-1.0469e-05-4.6831e-05i,0.00021669-0.00021611i,-0.00054492-0.00011606i,-0.00084612+0.00079789i
-0.002617+0.00077426i,-0.0015957+0.0016337i,-0.000472+0.0024345i,8.1183e-05+0.0025679i,0.00056486+0.0020205i,0.0010697+0.00061981i,-0.00066996-3.4951e-05i,-0.0025481-0.0005532i,-0.0020423-0.00067748i,-0.00069889+0.00046344i,-0.00010125+0.0014574i,0.00088494+0.0011173i,0.0016691+0.00061004i,0.001875-7.3511e-05i,0.0014384+0.00015324i,9.6812e-05+0.00076082i,-0.00031835-6.1738e-05i,0.00067101-0.0003706i,0.00068654-0.00016993i,-0.00017508-0.00040069i,-2.8792e-05-0.00028073i,0.00059052-0.00057924i,0.00015731-0.00012425i
-0.0014752+9.325e-05i,-0.0008754+0.00075154i,-0.0012264+0.00099608i,-0.00065131+0.0013483i,0.00090324+0.0021184i,0.001547+0.0018175i,0.0013275+0.0017243i,0.0003631+0.0015414i,0.00038527+0.00087311i,0.00042376+0.0010686i,0.00075197+0.00058199i,0.0017633+0.00028951i,0.0027604-0.000272i,0.0030561-0.00035762i,0.002375+0.00021906i,0.0016758+0.00041915i,0.00061997+0.00034973i,8.1841e-05+0.00014945i,0.00036313+0.00033858i,0.00065211+0.00048058i,0.00037489+0.00039022i,-0.0001938+4.689e-05i,-0.00029725-0.00076492i
-0.0006601+0.0010927i,-0.0014443+0.00061588i,-0.0008962-0.00024386i,0.00013402-0.0010114i,0.001937-0.001483i,0.0032742-0.0010279i,0.0030573-5.071e-05i,0.0019103+0.00078515i,0.001176+0.0011829i,0.0013814+0.0005973i,0.0014779-0.00017116i,0.0013683-0.0008521i,0.00087189-0.0013271i,0.00034605-0.0017901i,0.00064263-0.0021546i,0.0010243-0.001948i,0.0010883-0.0011277i,0.00048382-0.00047117i,0.00025724-0.00031856i,0.00062202-0.00035591i,-0.00016391-0.00048681i,-0.0010905-0.00015217i,-0.00037697+2.9082e-05i
0.0014441+0.0016923i,0.0017979+0.00083587i,0.0025755+0.00067899i,0.0019435-0.00082012i,0.0015584-0.0028486i,0.0020749-0.003956i,0.0023574-0.0045083i,0.0022812-0.0023949i,0.0019519+0.00030962i,0.0013075+0.00042759i,8.8007e-06-0.00052546i,-0.00081434-0.00080765i,-0.0016368-0.00098866i,-0.0020144-0.0013324i,-0.0011167-0.0009291i,-0.00032547-0.00091874i,-0.0005416-0.0011312i,-0.0010623-0.001069i,-0.00096632-0.00076263i,-0.00083956-1.3215e-05i,-0.0013035+0.00047086i,-0.0013734+0.00022938i,-0.00094262-1.9924e-05i
0.00012686+0.00019264i,-0.00042792-0.0012542i,-0.00066775-0.0014436i,0.0002066-0.0010693i,0.00047362-0.0014394i,5.6531e-05-0.0022198i,-0.00028629-0.002385i,0.00021253-0.0025206i,0.0016601-0.0022115i,0.0019039-0.0012787i,0.00045438-0.0009056i,-0.00069145-0.00046863i,-0.00095541+6.0618e-05i,-0.0012936+5.2962e-05i,-0.0014281+0.00058254i,-0.001043+0.00067026i,-0.00071969+0.00023987i,-0.00086423+0.00013823i,-0.00028104+0.00043345i,4.7116e-05+0.00078188i,-0.00015571+0.00089121i,-0.00033013+0.00079379i,-0.00026589+0.00021742i
0.0017979-0.00022218i,0.0019007-0.0014851i,0.0013419-0.0017351i,-0.00059337-0.0024866i,-0.0024438-0.0020469i,-0.0031752-0.00070592i,-0.0034133+0.00017574i,-0.0027709+0.00017015i,-0.0016571-0.00079782i,-0.00059936-0.0012094i,0.00030315+3.7037e-05i,0.00084916+0.0011547i,0.0010791+0.0020289i,0.00082759+0.001699i,0.00066903+0.00070166i,0.00032433+0.00084085i,0.00058285+0.00072565i,0.0011425+0.0001502i,0.00086387+0.0002686i,-0.00031765+0.00041061i,-0.00040617+0.00029478i,5.9911e-05+0.00018121i,0.00072124+9.0021e-06i
0.0012278+0.00019431i,0.0013439-0.0010886i,0.0019179-0.0028048i,0.0019736-0.0026265i,0.0023525-0.0019038i,0.0024484-0.00073661i,0.0017748+0.0010477i,0.00064845+0.00074295i,-0.00045628-0.00022305i,-0.0001237-0.00050009i,0.0014729-0.00085788i,0.0020026-0.00027747i,0.0013549-0.00010221i,0.0012052+0.00054279i,0.0011778+0.0011193i,0.00087755+0.00065051i,0.00055097-0.00015358i,0.00048076-0.0010812i,0.00052479-0.0013565i,0.0005038+3.2662e-05i,0.00036669+0.00096306i,-0.00012943-0.00016095i,-0.00029133-0.00089338i
0.00019417+0.00029693i,-0.00015541-0.00055453i,-0.00087936-0.0019254i,-0.00076886-0.0022946i,0.0017761-0.0019859i,0.0045114-0.0010328i,0.0043733-0.00044086i,0.0022391-0.00036686i,0.00022901+5.1056e-07i,-0.0012027+9.0853e-06i,-0.0012986-0.00062265i,-0.00018399-0.00085358i,7.0048e-05-0.00098637i,-0.00021138-0.0012698i,-0.00038814-0.0011509i,-0.00040742-0.0011539i,-0.00068678-0.0014409i,-0.00048832-0.0014324i,0.00059476-0.0012744i,0.0011485-0.0013492i,0.00081733-0.0010999i,0.0005844-0.00017051i,-0.00013954-0.00030226i
0.0002613-0.0013411i,-0.001424-0.00037067i,-0.0023695+0.00021099i,-0.0023652-0.0012996i,-0.0018916-0.0024116i,-0.00031482-0.0022273i,0.00080535-0.0021928i,0.00036481-0.0017762i,-2.8004e-05-0.00064534i,-4.43e-05-0.00033954i,-0.00097742-0.00077373i,-0.0017456-0.00039656i,-0.00082708-0.00054705i,-0.00013998-0.00081478i,-3.5548e-05-0.00013872i,-0.000159+0.00031584i,-0.0011941+0.00041055i,-0.0020987+0.00040336i,-0.0015255+0.00037568i,-0.00087078+0.00073176i,-0.00010023+0.00034352i,0.00058913+0.00014654i,0.00053328+0.00020266i
-0.0010319+0.00077389i,-0.0021321+0.0004575i,-0.0017363+0.0016177i,-0.00075619+0.0018483i,-0.00038548-0.00017684i,-0.00038812-0.0021698i,-0.0010169-0.0024448i,-0.0013451-0.0016816i,-0.0004527-0.00016572i,0.00087729+0.00081906i,-0.00036136+0.0007724i,-0.0017455+0.0012933i,-0.0015363+0.0010816i,-6.5027e-05+0.00047667i,0.00086821+0.00048606i,-9.004e-05+0.00051353i,-0.00082285+0.0013667i,-0.0008833+0.0020831i,-0.0012793+0.001016i,-0.002001-4.0574e-05i,-0.0025814-0.0005832i,-0.0017524-0.00080181i,2.1319e-05+4.3572e-05i
0.001079-0.000493i,0.00068902-0.0008819i,0.0011049-0.0010829i,0.001071+0.00078316i,0.00032443+0.0019814i,-0.00077706+0.0012149i,-0.0013132+0.00045691i,-0.0017723+0.00045542i,-0.0013603+0.00035155i,5.5543e-05+3.6415e-05i,0.001087+0.00096236i,0.0015713+0.0021786i,0.0013829+0.0016047i,0.0014341+0.00088341i,0.00097188+0.00021157i,0.0010895-0.00059504i,0.0023906-0.0001124i,0.0025269+0.00047291i,0.0021079+0.00062523i,0.0017322+0.001625i,0.00068146+0.0014964i,0.00010012+0.00016276i,5.4824e-05+0.00020215i
-0.00076671+0.0004882i,-0.0006665-4.2914e-06i,0.00063626-0.00067638i,0.0027322-0.0010257i,0.0044453-0.00088842i,0.004638-0.0004946i,0.0038386+0.00019021i,0.0020172+0.0013985i,0.00080173+0.0008886i,0.00064446-0.001085i,0.00076805-0.001507i,0.00096643-0.00042005i,0.001102-0.00079011i,0.0014803-0.0012468i,0.00082568-0.0005622i,0.00020628-0.0005553i,0.0009239-0.00058538i,0.001516-0.00036569i,0.0011799-0.00087755i,0.0008276-0.00090951i,0.00071325-0.00013061i,0.00016777-2.0822e-05i,-0.00020569-3.3388e-05i
0.00045574-0.001979i,-0.0010993-0.001912i,-0.0018511-0.0018246i,-0.0017827-0.002652i,-0.0010272-0.0034556i,0.00037099-0.0030521i,0.0016885-0.0011748i,0.0019508+0.00034144i,0.00128+0.00038367i,0.00063282-0.00044303i,0.0006493-0.0010801i,0.00066216-0.00098195i,0.00047632-0.0014991i,0.00076945-0.0016133i,0.00028616-0.0015476i,0.00028606-0.0018489i,0.00031555-0.0012123i,-0.00075357-0.00086898i,-0.00083783-0.00054273i,-0.00060113-0.00044224i,-0.00060878-0.00041227i,-0.00070913+0.00011208i,-0.00083649-4.6515e-05i
0.001779+0.0003459i,0.0012504-0.00083156i,-0.00052688-0.0022821i,-0.0019406-0.0035278i,-0.0016922-0.0039048i,-0.0012311-0.0041262i,8.9307e-05-0.0037399i,0.00045073-0.0035128i,-0.00018226-0.0030997i,-0.00037354-0.0017523i,-0.00053962-0.0011643i,-0.00036934-0.0014329i,-0.00052942-0.00084436i,-0.0010144+0.0005168i,-0.0010028+0.0014849i,-0.00065652+0.0010148i,-0.00083134+0.0008377i,-0.00099786+0.0010489i,-0.00070301+0.00039282i,-0.00063806+5.0952e-06i,-0.00083805+0.00012347i,-0.00017388-0.00030621i,0.00034435+0.00041203i
-0.0010669+0.0020934i,-0.0010703+0.0021764i,-0.00070113+0.0029922i,-0.00078345+0.0030125i,-0.0012019+0.0014355i,-0.00070149-0.00045698i,-0.0013447-0.0017116i,-0.002903-0.0024681i,-0.0022274-0.0025042i,-0.001145-0.0011942i,-0.0012781+0.00045019i,-0.0014147+0.0011621i,-0.00080357+0.00080179i,-7.0772e-05+0.00038414i,0.00020073+0.00044707i,0.00015126+0.00060621i,-4.8171e-05+0.0008961i,0.00078859+0.0017132i,0.0012025+0.0022098i,0.00012618+0.0013476i,-0.00061345+0.00035952i,-0.00052526-0.00061174i,-0.00029398-0.00029905i
-0.0017171+0.0015118i,0.00019229+0.0015572i,0.0022184+0.0018394i,0.0037097+0.0025223i,0.0036621+0.0028683i,0.0013085+0.001194i,-0.0022127+9.1543e-05i,-0.0042223+0.00021935i,-0.0036833+0.00051175i,-0.0019743+0.000865i,-0.00028491+0.00113i,3.4589e-05+0.0014845i,0.00011095+0.0016802i,0.00072221+0.0013834i,0.0011265+0.00098909i,0.0012029+0.00044532i,0.0010166+0.00017663i,0.0013619-0.00024932i,0.0018636-0.00019965i,0.0020241+0.00014276i,0.001503+0.0006696i,0.00025101+0.00068336i,0.0003815-0.00021469i
0.0007918-0.0013509i,0.00056554-0.001421i,0.00023683-0.0022114i,0.0013727-0.0028447i,0.0027388-0.0019328i,0.0025255-0.00032145i,0.00075782+0.00095175i,-0.00056388+0.002819i,-0.0011233+0.0033754i,-0.00050366+0.0021097i,0.00077809+0.0018647i,0.001421+0.0014737i,0.0012844+0.00068514i,0.0010306-6.3343e-05i,0.00034139-0.00069819i,-6.2834e-05-0.0010049i,0.00018415-0.00084937i,0.00050607-0.0014274i,0.00094888-0.0019731i,0.0010475-0.0019203i,0.00027379-0.0018865i,-4.9703e-05-0.001241i,-4.9231e-05-0.00082616i
0.00018447+0.0014387i,0.00025423-0.00012856i,-0.0010128-0.00097676i,-0.0010902-0.0023188i,0.0012578-0.0038079i,0.0028284-0.0040219i,0.0028459-0.0017435i,0.0029457+0.00058943i,0.0024887+0.0017245i,0.0016384+0.0014876i,0.00051699+0.00018361i,0.00046334-0.0017639i,0.00045028-0.0021403i,-0.00061335-0.0013826i,-0.00036005-0.001268i,-0.00011745-0.0012203i,-0.0015339-0.0016518i,-0.0024248-0.001787i,-0.0017087-0.0011507i,-0.0012406-0.00079264i,-0.00092617-0.0010765i,-0.00050318-0.00081703i,-0.00051855-0.00041902i
-0.00098363-0.0012248i,-0.001541-0.00032096i,-0.0035908+0.0016484i,-0.0042265+0.0017588i,-0.0027176+0.00035481i,-0.00066838-0.0017037i,0.0010084-0.0034766i,0.0023465-0.0031861i,0.0030453-0.0022702i,0.002217-0.0014156i,0.0012154-0.00096699i,0.0011132-0.00075004i,0.00056593-0.00075588i,-0.000238-0.00067527i,-0.00061207-0.00028236i,-0.00099153+0.00039774i,-0.0012644+0.000989i,-0.0010047+0.0013325i,-0.0010637+0.0016685i,-0.0010285+0.0022545i,-0.0015762+0.0017703i,-0.0012231+0.00087445i,-0.00020491+0.00060183i
-0.002666-0.0013986i,-0.0015679+0.00063476i,-0.00066675+0.0033262i,-0.00092769+0.0049367i,-0.0018827+0.0035553i,-0.00068903+0.00043706i,-0.00035857-0.0013287i,-0.000655-0.0021436i,-0.0005936-0.00254i,-0.001004-0.0019276i,-0.00077828-0.0011141i,-0.00053523-0.00068151i,-0.00057825-0.00097204i,0.00024299-0.00054784i,3.1868e-05+0.00029653i,-0.00025488+0.00055906i,0.00053082+0.00052939i,0.0011317+0.00073254i,0.0011248+0.0013889i,0.00098542+0.0016615i,0.0011265+0.0018634i,0.0002421+0.0011161i,0.00033204+0.00071964i
