-0.0013027-2.4773e-06i,-0.00096-9.0109e-06i,-0.00077661+0.00098353i,-0.00067883+0.00045049i,-0.00094356-0.00028351i,-0.0003558-0.0001412i,-0.00026812+0.00046028i,-0.00012209+0.00055513i,0.00059898+0.00068083i,0.0010135+0.00044779i,0.0017876+4.9786e-05i,0.0014928-0.00039723i,-9.7391e-05-0.00055593i,-0.00051719-0.00078758i,-0.0001857-0.00053413i,0.00024286+0.00011845i,0.00012811+0.00048911i,-0.00051622+0.0006037i,5.2617e-05+0.00050425i,0.00087319+0.00022866i,0.0003462-0.00038396i,-0.0007142+3.9839e-05i,-0.0011014+0.00062095i
-0.035715-0.0037645i,-0.074112+0.012204i,-0.079941+0.04194i,0.0093709+0.0487i,0.13247-0.012499i,0.16692-0.081472i,0.13595-0.060234i,0.10627+0.004791i,0.075301+0.030902i,0.04375+0.023346i,0.021209+0.010013i,0.0061352+0.0067094i,0.00096594+0.0092152i,-0.0027498+0.0038302i,-0.01115-0.0050658i,-0.022406-0.0062618i,-0.031897+1.3799e-05i,-0.032011+0.0032362i,-0.023826-0.0013724i,-0.013682-0.0052555i,-0.0075895-0.0028836i,-0.0073097+0.0024227i,-0.0092335+0.0041207i
-0.016527+0.00094762i,-0.017958+0.024484i,0.041666+0.056151i,0.13025+0.047741i,0.11588+0.025031i,0.0084282+0.040379i,-0.045623+0.038535i,-0.015-0.010344i,0.01543-0.039951i,0.011618-0.036327i,-0.0057531-0.025662i,-0.011811-0.01495i,-0.0025807-0.0095096i,0.0090739-0.0051627i,0.013904+0.0015413i,0.013261+0.0093106i,0.014872+0.015068i,0.019003+0.013615i,0.0203+0.0078191i,0.01481+0.0028278i,0.008424-0.00012316i,0.0089417-0.0038087i,0.0099047-0.0084774i
0.00039307+0.038625i,0.0080344+0.067952i,-0.024912+0.039789i,-0.12139-0.044065i,-0.21112-0.075817i,-0.21456-0.023578i,-0.14589+0.023643i,-0.090369+0.010488i,-0.068226-0.017112i,-0.045359-0.012799i,-0.015221+0.00030627i,0.0023729+0.0026093i,-0.00010733+0.0025912i,-0.0066769+0.0058887i,-0.0026043+0.014305i,0.010562+0.01981i,0.021952+0.014803i,0.021729+0.0078453i,0.010746+0.0053596i,-0.001411+0.0044455i,-0.006844+0.00087202i,-0.0072916-0.0017754i,-0.0058638+0.0014727i
0.025526-0.0095227i,0.051333-0.038162i,0.066898-0.068097i,0.060344-0.065067i,0.10395-0.029516i,0.22539+0.005414i,0.26359+0.013882i,0.16242+0.023836i,0.059587+0.041312i,0.023606+0.038814i,0.011754+0.02529i,-0.0004511+0.015843i,-0.0055363+0.0099797i,-0.0017205+0.00074568i,0.00039897-0.014475i,-0.0033677-0.02546i,-0.0074939-0.02678i,-0.0092521-0.025586i,-0.0066472-0.02066i,-0.00099459-0.013077i,0.0019795-0.0097969i,-0.00090088-0.0095121i,-0.0063499-0.0081898i
0.025787-0.0028439i,0.064075+0.011026i,0.081665+0.063014i,0.071344+0.15696i,0.060051+0.20187i,0.033303+0.1002i,-0.0021787-0.044351i,-0.0041839-0.076495i,0.01642-0.032585i,0.025095-0.013173i,0.015492-0.013638i,0.011426-0.0037165i,0.019247+0.0062107i,0.021504+0.0079109i,0.018372+0.0045261i,0.011772-0.003309i,0.00025873-0.0098406i,-0.0085721-0.0071826i,-0.0082017+0.00089875i,-0.0037725+0.0075418i,-0.00080538+0.013294i,0.002695+0.016656i,0.006053+0.014565i
-0.020399-0.040941i,-0.071798-0.10484i,-0.10291-0.15763i,-0.086834-0.18986i,-0.11545-0.23303i,-0.22141-0.23769i,-0.27578-0.15398i,-0.19743-0.073461i,-0.088514-0.057946i,-0.044506-0.049611i,-0.026948-0.022651i,-0.0093744-0.011297i,-0.006226-0.015719i,-0.0099099-0.011649i,-0.013567-0.00012988i,-0.013326+0.011327i,-0.0088914+0.019437i,-0.0070191+0.018264i,-0.0089584+0.0099669i,-0.0097607+0.0012703i,-0.0097374-0.0058008i,-0.010326-0.0077463i,-0.0087262-0.0043223i
-0.012811-0.0132i,-0.017213-0.027898i,-0.0095006-0.063412i,0.023075-0.081352i,0.095584-0.0071645i,0.15361+0.12892i,0.14143+0.21292i,0.077272+0.184i,0.013589+0.10189i,-0.010789+0.050388i,-0.003598+0.021732i,7.7519e-05-0.0048972i,-0.0066032-0.016087i,-0.007198-0.016643i,-0.0019605-0.013646i,0.00095807-0.0078806i,0.0017513-0.0037178i,0.0043712+0.00034436i,0.01015+0.0037964i,0.015005+0.0019038i,0.015148-0.002839i,0.012215-0.0065549i,0.0090276-0.0088268i
-0.035478+0.034863i,-0.095016+0.10405i,-0.16512+0.20087i,-0.20196+0.25787i,-0.17268+0.25834i,-0.046279+0.23134i,0.10762+0.14008i,0.13755+0.035765i,0.070689+0.020573i,0.035816+0.041169i,0.024458+0.034165i,0.0039653+0.031266i,-0.0051556+0.040963i,-0.0027722+0.040036i,0.0021887+0.025699i,0.0039257+0.0098867i,-0.0015413+0.0072346i,-0.0043696+0.011565i,-0.0031528+0.010716i,-0.004189+0.01119i,-0.0053277+0.014432i,-0.0048336+0.015108i,-0.0048633+0.01285i
0.012867+0.016892i,0.047437+0.034077i,0.093474+0.035159i,0.12204-0.0088099i,0.11475-0.13694i,0.056703-0.31022i,-0.030009-0.35617i,-0.050087-0.24051i,-0.00078214-0.12302i,0.017611-0.073675i,-0.0029574-0.042663i,-0.0092091-0.011992i,0.0020253-3.6225e-05i,0.0075126-0.0027539i,0.0046324-0.0023794i,0.0026515+0.0020037i,0.005069+0.0013813i,0.0043636-0.0047816i,0.00059728-0.0094765i,-0.001591-0.012346i,-0.0050103-0.01154i,-0.0053864-0.0063031i,-0.0014138-0.0023625i
0.04017+0.0062466i,0.11814+0.011932i,0.22784+0.019569i,0.30118+0.023361i,0.27667+0.032864i,0.15468+0.058485i,0.0068748+0.07387i,-0.06863+0.065327i,-0.055204+0.033106i,-0.021613-0.0026474i,0.002563-0.011382i,0.028842-0.013889i,0.04101-0.023487i,0.035733-0.020396i,0.02604-0.0098506i,0.021156-0.0010254i,0.023696+0.0036072i,0.026463+0.0007828i,0.021302-0.0044878i,0.012656-0.0055802i,0.0109-0.0043749i,0.011258-0.0055861i,0.010859-0.0076626i
0.0094944-0.038459i,-0.0065291-0.11371i,-0.069766-0.21994i,-0.18955-0.2566i,-0.30236-0.13135i,-0.28714+0.073212i,-0.1283+0.18108i,0.0039072+0.13638i,0.0049073+0.061886i,-0.022864+0.046626i,-0.012838+0.041747i,-0.012172+0.021723i,-0.028605+0.0083508i,-0.033457-0.0018631i,-0.028261-0.0073136i,-0.024706-0.0062812i,-0.026446-0.0048312i,-0.029598-0.0014319i,-0.025717+0.0056202i,-0.016491+0.01121i,-0.0094272+0.0093624i,-0.0064448+0.0011793i,-0.0084777-0.0060888i
-0.018305-0.022679i,-0.052789-0.059809i,-0.11175-0.088096i,-0.13062-0.096665i,-0.047756-0.12437i,0.051007-0.16191i,0.068295-0.16327i,0.051115-0.11674i,0.044589-0.062869i,0.027925-0.033386i,0.0038991-0.021717i,-0.0096886-0.015879i,-0.012461-0.0085675i,-0.0097866-0.0017068i,-0.0022426-0.0030428i,0.0041058-0.011237i,0.00028926-0.01923i,-0.0079571-0.018941i,-0.010818-0.011194i,-0.0091455-0.0051019i,-0.0093816-0.0019261i,-0.01257+0.0022622i,-0.012437+0.0056818i
-0.039979+0.0014188i,-0.10209+0.050857i,-0.13894+0.17884i,-0.072396+0.34285i,0.072885+0.40594i,0.17129+0.29118i,0.12485+0.11619i,0.01183+0.018967i,-0.028072+0.0047211i,0.001167+0.0013638i,0.017914-0.0054121i,0.018458+0.00679i,0.023735+0.026363i,0.026011+0.038929i,0.023272+0.043192i,0.02372+0.043359i,0.029783+0.044873i,0.035575+0.038447i,0.03323+0.022618i,0.024849+0.0091071i,0.01653+0.0017861i,0.0082664+0.00099617i,0.0054036+0.0072532i
-0.0063182+0.032109i,0.030379+0.068448i,0.093798+0.091433i,0.11533+0.03985i,0.03563-0.059878i,-0.056272-0.074408i,-0.039228-0.0015108i,0.0040021+0.042262i,-0.010169+0.038184i,-0.02261+0.033373i,-0.0075306+0.021599i,-0.0021036+0.00040886i,-0.004131-0.014825i,-0.0036936-0.023444i,-0.0070035-0.025547i,-0.014084-0.02546i,-0.02196-0.024241i,-0.023634-0.017728i,-0.016894-0.0080889i,-0.0074971-0.0019637i,0.0014084+0.00064707i,0.0098422-0.0004055i,0.012901-0.0068179i
0.009912+0.01565i,0.036852+0.025063i,0.10832-0.030001i,0.18796-0.17312i,0.18449-0.28611i,0.087512-0.30178i,-0.0032306-0.23886i,0.00036631-0.13146i,0.045191-0.055533i,0.038509-0.040959i,0.001103-0.029636i,-0.0071452-0.010747i,0.0037302-0.013772i,0.012129-0.027241i,0.015685-0.035912i,0.01227-0.038573i,0.0062359-0.039438i,-0.0025361-0.038101i,-0.010537-0.029618i,-0.013285-0.017526i,-0.013123-0.0083096i,-0.010917-0.0046956i,-0.0079343-0.0055005i
0.032298-0.0092848i,0.047956-0.076425i,-0.005632-0.15662i,-0.14006-0.10668i,-0.21489+0.074546i,-0.16924+0.19238i,-0.11843+0.1389i,-0.10088+0.038493i,-0.05423-0.0056262i,-0.010934-0.015887i,-0.0056403-0.0047624i,-0.0062578+0.01477i,-0.010186+0.028893i,-0.018696+0.040844i,-0.019798+0.04687i,-0.018442+0.051905i,-0.017184+0.061668i,-0.0094426+0.062506i,0.00045166+0.046343i,0.0031753+0.02266i,-2.9724e-05+0.005008i,-0.0060107-0.0014737i,-0.011423+0.0016917i
0.0077273-0.024053i,0.0020409-0.0033271i,-0.042978+0.071675i,-0.10525+0.13513i,-0.10993+0.14249i,-0.042723+0.16218i,0.037517+0.20167i,0.054113+0.16037i,-0.013896+0.066916i,-0.056329+0.04325i,-0.02018+0.045389i,0.010244+0.017438i,0.0093869+8.6389e-05i,0.0042102-0.0030792i,4.1548e-05-0.0025752i,0.0020466+0.00084743i,0.0060314+0.00034209i,0.0069296+0.00097735i,0.006623+0.004623i,0.0073927+0.0071676i,0.0098628+0.0067053i,0.011506+0.0048254i,0.0099254+0.0024653i
-0.0047346-0.0063633i,-0.053484-0.013464i,-0.071575+0.010429i,0.056056+0.07125i,0.25002+0.055611i,0.31337-0.066388i,0.23979-0.12987i,0.15179-0.081309i,0.093196-0.014444i,0.05803+0.004765i,0.038813-0.01022i,0.025666-0.02062i,0.027525-0.021238i,0.037793-0.021403i,0.040273-0.017382i,0.043824-0.013063i,0.051087-0.018454i,0.047928-0.029591i,0.030581-0.03337i,0.0084626-0.022535i,-0.0039359-0.0077714i,-0.0045113-0.0013575i,0.0023178-0.0008172i
-0.032905-0.028551i,0.0048626-0.074709i,0.11264-0.1236i,0.16351-0.1669i,0.063247-0.18418i,-0.066135-0.17864i,-0.11393-0.19932i,-0.09852-0.18063i,-0.0329-0.08755i,0.028362-0.036993i,0.01612-0.033893i,-0.012939-0.014398i,-0.02113-0.0043064i,-0.03048-0.005437i,-0.032943-0.008333i,-0.036558-0.017038i,-0.046741-0.016072i,-0.048247-0.0052904i,-0.037377+0.0017383i,-0.022105-0.00085282i,-0.012269-0.0064984i,-0.0083059-0.0091942i,-0.010653-0.011719i
0.014902+0.028816i,0.0047235+0.077202i,-0.03459+0.073041i,-0.084154-0.046621i,-0.13103-0.14123i,-0.15851-0.065093i,-0.13325+0.081738i,-0.085859+0.10562i,-0.066073+0.026647i,-0.068367-0.011944i,-0.057023-9.9186e-05i,-0.043065+0.0071922i,-0.042719+0.012651i,-0.032585+0.020824i,-0.010977+0.018861i,-0.00052047+0.0077221i,-0.0064211-0.0017474i,-0.016229+0.00098806i,-0.015013+0.012762i,3.4947e-05+0.018829i,0.0099218+0.014397i,0.0061114+0.0083542i,0.0029128+0.0083593i
-0.049832+0.048539i,-0.11526+0.045485i,-0.20273+0.035535i,-0.24307+0.10591i,-0.15209+0.22746i,0.0046091+0.25689i,0.077662+0.18673i,0.065112+0.12525i,0.033747+0.082249i,0.014294+0.050168i,0.022856+0.041036i,0.039916+0.030562i,0.047278+0.023115i,0.046534+0.024073i,0.029106+0.027853i,0.012654+0.04153i,0.018703+0.051621i,0.035432+0.041785i,0.037511+0.019223i,0.016833+0.0042206i,-0.0013053+0.0033006i,-0.0048142+0.003811i,-0.0042558+0.0056491i
0.050728-0.048905i,0.10793-0.049963i,0.14554+0.0048955i,0.10133+0.072362i,0.0084909+0.070407i,-0.022729-0.023915i,0.006193-0.13237i,0.022002-0.14396i,0.02778-0.063264i,0.039519-0.0032629i,0.031117+0.0065827i,0.017614+0.015778i,0.02481+0.013647i,0.028136-0.012544i,0.017339-0.035209i,0.0056058-0.04123i,-0.00094755-0.034982i,-0.0052147-0.027407i,-0.0061163-0.02305i,0.00036233-0.019806i,0.0045293-0.018051i,0.0078216-0.014694i,0.01225-0.016068i
0.056278+0.036604i,0.11408+0.057897i,0.18837+0.05291i,0.28471+0.016084i,0.34482-0.03747i,0.25669-0.043378i,0.09226+0.020538i,0.016435+0.044595i,0.011762-0.010503i,0.0032693-0.056741i,-0.002539-0.064522i,-0.0063178-0.066508i,-0.023316-0.065678i,-0.03501-0.047097i,-0.019169-0.014782i,0.0061784+0.0001064i,0.011793-0.01224i,-0.0023638-0.02147i,-0.013554-0.010575i,-0.011312+0.0038296i,-0.0068213+0.0086496i,-0.0067832+0.0065326i,-0.0053595+0.0061362i
-0.044175-0.05156i,-0.076141-0.10113i,-0.077184-0.12619i,-0.068293-0.10141i,-0.076888-0.012044i,-0.050491+0.079554i,0.0039944+0.086704i,0.0077353+0.049224i,-0.02397+0.033821i,-0.027873+0.038906i,-0.0083101+0.040933i,0.0051232+0.033608i,0.0028933+0.029583i,-0.0039405+0.034302i,-0.0088736+0.031176i,-0.01603+0.021244i,-0.022247+0.022216i,-0.016819+0.027807i,-0.0074452+0.02052i,-0.0073914+0.0060349i,-0.0078835-0.0041561i,-0.0086682-0.010751i,-0.016769-0.013942i
-0.013359-0.045217i,-0.086394-0.10982i,-0.20033-0.18788i,-0.25612-0.23665i,-0.18838-0.27802i,-0.07351-0.31279i,0.0048266-0.28241i,0.027107-0.19656i,0.011642-0.091416i,-0.0080942-0.019865i,-0.028775+0.001006i,-0.043761+0.019087i,-0.029122+0.042231i,0.0025312+0.038599i,0.021645+0.016471i,0.021615+0.0051945i,0.014829+0.0091917i,0.0076431+0.011426i,0.0066232+0.0071695i,0.012405+0.0040544i,0.011437+0.0042293i,0.0072428+0.0099112i,0.008709+0.013751i
-0.0076363-0.0045084i,0.017146-0.0021768i,0.065574+0.055001i,0.10752+0.15901i,0.11548+0.2237i,0.054865+0.19349i,-0.067662+0.12384i,-0.10592+0.0902i,-0.023007+0.042362i,0.040104-0.021417i,0.050045-0.036052i,0.056147-0.033975i,0.051644-0.049666i,0.031012-0.056995i,0.0086141-0.044404i,-0.00072298-0.02514i,0.0078652-0.016278i,0.013701-0.014098i,0.0027844-0.0048167i,-0.011098+0.0059778i,-0.014553+0.011175i,-0.0099764+0.011568i,-0.0045577+0.010596i
0.0054669+0.12146i,0.004659+0.29166i,0.0061782+0.378i,-0.02182+0.25333i,-0.12637+0.076442i,-0.20287+0.045895i,-0.12188+0.1064i,-0.028629+0.099384i,-0.040063+0.055784i,-0.059457+0.049537i,-0.039016+0.05031i,-0.017817+0.041249i,-0.010585+0.031707i,-0.0088471+0.023873i,-0.0012584+0.015439i,0.0082122+0.0019691i,0.0076929-0.008726i,0.0052003-0.0061001i,0.010525-0.0022253i,0.016277-0.0067446i,0.018539-0.011698i,0.020075-0.017608i,0.018443-0.020872i
-0.092595-0.070847i,-0.18305-0.17384i,-0.17587-0.24276i,-0.010636-0.21902i,0.18735-0.16308i,0.27074-0.10366i,0.24566-0.057074i,0.17787-0.048849i,0.088907-0.041042i,0.023744-0.020909i,-0.0034817-0.023054i,-0.027091-0.027328i,-0.04147-0.0062408i,-0.037057+0.017089i,-0.029841+0.028357i,-0.029445+0.027659i,-0.033414+0.020027i,-0.029248+0.0075244i,-0.016371-0.0028841i,-0.0069675-0.0032628i,-0.005281+0.001797i,-0.010699+0.0065588i,-0.012908+0.0065962i
0.23544-0.076573i,0.45366-0.17191i,0.45518-0.22891i,0.13756-0.11063i,-0.13927+0.14049i,-0.13959+0.2267i,-0.0789+0.080993i,-0.070806-0.016148i,-0.012922+0.0033766i,0.051615+0.016725i,0.056363+0.023131i,0.056562+0.032472i,0.066248+0.020612i,0.063573-0.00047793i,0.047671-0.019082i,0.024097-0.020139i,0.0095065-0.0015769i,0.0049916+0.010679i,-0.00075072+0.010597i,-0.0053886+0.0052913i,-0.0059581-0.0050015i,-0.0074975-0.011628i,-0.010363-0.011666i
-0.091202+0.19178i,-0.16868+0.36417i,-0.15076+0.38208i,-0.036777+0.14443i,0.036488-0.13549i,0.044097-0.20592i,0.049243-0.1117i,0.031896-0.046065i,-0.014453-0.043892i,-0.037167-0.041229i,-0.030478-0.022311i,-0.020237-0.0066699i,-0.013313-0.0013395i,-0.0067725+0.0059862i,0.0044653+0.027483i,0.030219+0.045933i,0.058214+0.037627i,0.0562+0.015057i,0.027344+0.002475i,0.0027369+0.0042899i,-0.0039591+0.014987i,0.0061168+0.023392i,0.017045+0.021594i
-0.13186-0.28179i,-0.30375-0.47931i,-0.38205-0.38554i,-0.1794+0.00067355i,0.14276+0.21559i,0.22443+0.10832i,0.09434-0.006605i,0.021515-0.003653i,0.023855+0.0091549i,0.022142-0.0061997i,0.02049-0.02884i,0.011272-0.042775i,-0.0039502-0.040836i,-0.013361-0.033528i,-0.01732-0.034602i,-0.024259-0.04959i,-0.041209-0.06203i,-0.045063-0.051146i,-0.02188-0.030659i,0.00086108-0.025239i,0.0032519-0.025562i,-0.0027515-0.025699i,-0.0066243-0.026985i
0.20965+0.075933i,0.38552+0.085554i,0.39017-0.045104i,0.12447-0.22372i,-0.18153-0.24385i,-0.28683-0.1548i,-0.24124-0.092632i,-0.1631-0.053673i,-0.090668-0.014619i,-0.046638+0.0189i,-0.030149+0.037855i,-0.016965+0.041806i,-0.0028048+0.036597i,0.011535+0.027958i,0.026168+0.015239i,0.022546-0.0019464i,-0.0047427-0.010509i,-0.032878-0.0080815i,-0.042336+0.0024325i,-0.031131+0.016369i,-0.010659+0.016324i,-0.0034676+0.0074499i,-0.007613+0.0083238i
-0.24017+0.12875i,-0.37075+0.27505i,-0.26427+0.33429i,0.040052+0.19308i,0.21547+0.03412i,0.2003+0.10054i,0.18778+0.21526i,0.17046+0.14958i,0.092175+0.020365i,0.020551-0.029654i,-0.00093513-0.017676i,0.0049397-0.00021561i,0.0059836+0.0044082i,-0.005542+0.0031354i,-0.024633+0.0089759i,-0.036125+0.039882i,-0.021761+0.08482i,0.0041676+0.10752i,0.015808+0.090972i,0.0092062+0.054866i,-0.0028337+0.028259i,-0.0055303+0.018442i,0.00042928+0.0096853i
0.090272-0.16962i,0.094799-0.27939i,-0.044009-0.23773i,-0.24385-0.022415i,-0.27182+0.15151i,-0.11015+0.09955i,0.021854-0.039591i,0.032374-0.058372i,0.018784+0.020252i,0.047127+0.060485i,0.061989+0.031236i,0.038557+0.00049496i,0.026892-0.0059621i,0.037778-0.01102i,0.05152-0.019795i,0.065797-0.029359i,0.078217-0.038997i,0.085636-0.04153i,0.081788-0.034836i,0.061433-0.027397i,0.03468-0.023062i,0.017534-0.022061i,0.0076807-0.023244i
0.10631+0.20375i,0.22222+0.31227i,0.28743+0.25684i,0.26959+0.055739i,0.22971-0.11089i,0.15753-0.17605i,0.025304-0.17866i,-0.074233-0.11577i,-0.077615-0.034651i,-0.047651-0.0032543i,-0.032198+0.0025354i,-0.015857+0.017648i,-0.00066483+0.027077i,-0.0035299+0.030993i,-0.0059739+0.037581i,0.0025507+0.020237i,0.00010562-0.026544i,-0.015828-0.068245i,-0.028545-0.078447i,-0.028919-0.059695i,-0.018573-0.033422i,-0.0089747-0.015512i,-0.0044776-0.00063179i
-0.15241-0.16624i,-0.25836-0.27158i,-0.23967-0.20774i,-0.10141+0.026398i,-0.010217+0.18984i,-0.019293+0.19429i,-0.031406+0.15105i,0.012562+0.075586i,0.055753-0.04004i,0.029225-0.10538i,-0.017649-0.078108i,-0.026968-0.04678i,-0.030029-0.049577i,-0.037303-0.052586i,-0.049541-0.055478i,-0.080676-0.039725i,-0.10725+0.005173i,-0.11104+0.04403i,-0.08972+0.052536i,-0.052309+0.036943i,-0.023687+0.017632i,-0.013504+0.010646i,-0.0089662+0.010325i
0.24931-0.056265i,0.44089-0.16726i,0.4742-0.3228i,0.29432-0.44217i,0.095825-0.39635i,0.038095-0.21442i,0.084309-0.049615i,0.099042+0.030427i,0.034661+0.063376i,-0.0045389+0.091004i,0.018579+0.083407i,0.03249+0.055091i,0.028743+0.053302i,0.034432+0.063235i,0.049022+0.065624i,0.069515+0.054672i,0.086153+0.034139i,0.082584+0.026356i,0.054658+0.039565i,0.026648+0.052325i,0.014998+0.047286i,0.014233+0.0306i,0.018373+0.014255i
-0.28803+0.16231i,-0.53065+0.36454i,-0.60965+0.49992i,-0.4021+0.46177i,-0.11534+0.29037i,0.0054728+0.057247i,-0.022726-0.15845i,-0.054067-0.2457i,-0.032818-0.18389i,0.006595-0.095307i,0.02804-0.046421i,0.03645-0.020793i,0.041043-0.02432i,0.039366-0.045155i,0.030488-0.051609i,0.023297-0.035502i,0.025074-0.016842i,0.041653-0.017758i,0.055294-0.035722i,0.032093-0.044777i,-0.0025026-0.032863i,-0.01275-0.02565i,-0.018305-0.031571i
-0.032432-0.289i,-0.10986-0.57268i,-0.21336-0.63945i,-0.24973-0.38574i,-0.17866-0.10025i,-0.11604+0.076275i,-0.142+0.22726i,-0.164+0.30844i,-0.11557+0.26765i,-0.049614+0.16015i,-0.033954+0.072786i,-0.03954+0.040968i,-0.021263+0.034418i,-0.003403+0.036404i,0.00045795+0.041977i,-0.012191+0.024954i,-0.04795-0.0041916i,-0.085347-0.010421i,-0.085292+0.0017081i,-0.042674+0.0040571i,-0.0082644-0.010581i,-0.0066292-0.010697i,-0.0052498+0.011975i
0.24348+0.31505i,0.51858+0.58639i,0.69115+0.65158i,0.58073+0.41881i,0.34647+0.19409i,0.27844+0.091256i,0.33131-0.029802i,0.28555-0.15745i,0.13617-0.2038i,0.019735-0.1513i,0.0075259-0.085517i,0.012112-0.072816i,-0.030086-0.060023i,-0.060407-0.032297i,-0.060525-0.011269i,-0.045922+0.022963i,-0.021255+0.062096i,-0.0025189+0.074509i,-0.00039504+0.053192i,-0.013085+0.018656i,-0.019289-0.002601i,-0.010323-0.01385i,-0.0046488-0.024783i
-0.29335-0.072564i,-0.56201-0.092003i,-0.59828-0.050441i,-0.33523+0.014998i,-0.092334+0.024546i,-0.050576-0.0016158i,-0.057304+0.001246i,-0.022365+0.035179i,0.029593+0.07583i,0.061062+0.062358i,0.017971+0.02961i,-0.030016+0.049925i,-0.015726+0.060849i,0.0069772+0.036953i,0.022396+0.0080338i,0.038001-0.027291i,0.053715-0.047852i,0.074115-0.04414i,0.086805-0.024218i,0.086866+0.0015394i,0.076379+0.014442i,0.0571+0.01428i,0.037226+0.010452i
0.41526-0.13715i,0.71918-0.38049i,0.70028-0.60141i,0.31687-0.60549i,0.017985-0.45036i,-0.07321-0.32053i,-0.11159-0.23754i,-0.06503-0.17705i,0.025078-0.15091i,0.055653-0.12091i,0.073903-0.075802i,0.10868-0.057149i,0.12092-0.056447i,0.12332-0.055637i,0.11553-0.055532i,0.086668-0.047667i,0.046482-0.049825i,-0.00057523-0.072176i,-0.040776-0.078211i,-0.060257-0.044489i,-0.059608+0.0041358i,-0.044036+0.02726i,-0.029289+0.022878i
-0.3409+0.22235i,-0.5627+0.54398i,-0.53494+0.81066i,-0.17604+0.82592i,0.17881+0.64739i,0.30903+0.4301i,0.24147+0.25107i,0.087638+0.16998i,-0.0094841+0.14457i,-0.029662+0.11037i,-0.022765+0.1071i,-0.00019583+0.12273i,0.026853+0.098555i,0.033938+0.055371i,0.021457+0.029272i,-0.0040111+0.013975i,-0.043575+0.020837i,-0.072662+0.068491i,-0.062505+0.10778i,-0.033373+0.084454i,-0.023959+0.028851i,-0.028668-0.0019731i,-0.025089-0.0033082i
-0.05074-0.51814i,-0.19165-0.98323i,-0.28128-1.099i,-0.12971-0.71024i,0.17761-0.31864i,0.26122-0.21282i,0.09737-0.18319i,-0.071421-0.12505i,-0.14964-0.033333i,-0.10933+0.044427i,-0.045496+0.039391i,-0.046159+0.016134i,-0.05811+0.0386i,-0.039104+0.071446i,-0.00090183+0.094635i,0.043148+0.1094i,0.081831+0.096161i,0.10207+0.055492i,0.079102+0.010521i,0.021213-0.017775i,-0.014158-0.034323i,-0.011925-0.061724i,-0.0070196-0.083382i
0.30929+0.35658i,0.5579+0.46904i,0.517+0.31891i,0.064793-0.017357i,-0.39746-0.13815i,-0.4197-0.023787i,-0.17754-0.012248i,-0.040782-0.1462i,-0.038985-0.19526i,-0.015934-0.11953i,0.03535-0.047397i,0.038094-0.022914i,0.0092961+0.00018059i,0.012187+0.021062i,0.030671+0.0087548i,0.025044-0.022727i,-0.0024284-0.048486i,-0.020364-0.057115i,0.007051-0.052553i,0.042317-0.062732i,0.029755-0.066322i,0.0045917-0.02137i,0.020244+0.041704i
0.12086+7.8219i,2.6397+6.5014i,6.4156+5.017i,7.5382+1.4532i,6.095-2.1088i,3.1302-3.638i,0.51227-2.2845i,-0.32211-0.25857i,0.24485+0.65102i,0.95315+0.29135i,0.69469-0.50981i,-0.21741-0.95117i,-1.0808-0.9385i,-1.5835-0.48886i,-1.4605+0.12915i,-0.94476+0.49969i,-0.43759+0.47811i,-0.095186+0.1958i,0.097743-0.083444i,0.18918-0.22661i,0.21438-0.31046i,0.13954-0.29267i,0.061198-0.10617i
0.4405+0.13277i,0.80491+0.029918i,0.77101-0.17499i,0.25747-0.28387i,-0.23252-0.24813i,-0.37407-0.17626i,-0.26414-0.045944i,-0.012167+0.098879i,0.18874+0.12646i,0.21334+0.064078i,0.14937-0.010586i,0.066079-0.06123i,-0.0047543-0.05734i,-0.02191-0.036295i,-0.0029548-0.03434i,0.019554-0.035003i,0.041811-0.036326i,0.060278-0.042998i,0.064403-0.050753i,0.05247-0.053821i,0.035804-0.036183i,0.031003+0.0066463i,0.046482+0.044637i
-0.16835+0.11851i,-0.2969+0.34282i,-0.32037+0.46805i,-0.29546+0.29103i,-0.38191-0.022405i,-0.43164-0.097834i,-0.27404+0.0046608i,-0.023402+0.018474i,0.14304-0.075599i,0.14491-0.13697i,0.070669-0.1281i,0.026072-0.11466i,0.0028134-0.11595i,-0.017688-0.11051i,-0.038392-0.1085i,-0.061641-0.10652i,-0.071696-0.095282i,-0.061619-0.085945i,-0.037893-0.066914i,-0.015131-0.033815i,-0.00049491-0.006483i,-0.0031536+0.0069838i,-0.010867+0.014639i
0.080283-0.21322i,0.098663-0.42341i,0.11141-0.53581i,0.19061-0.52517i,0.26885-0.4926i,0.1876-0.40304i,0.1068-0.14995i,0.16031+0.049318i,0.16493+0.023695i,0.069977-0.054607i,0.01073-0.069158i,0.0076071-0.064059i,-0.0040943-0.069921i,-0.056374-0.073032i,-0.10899-0.04863i,-0.10258+0.00703i,-0.033117+0.067577i,0.031681+0.085991i,0.048191+0.049565i,0.044469+0.0048959i,0.039822-0.011813i,0.031776+0.0065381i,0.02511+0.03147i
