0.0010912+0.00084368i,0.0023991+0.0004976i,0.0012732-0.00012257i,0.00027254+0.00078689i,-0.00047842+0.001881i,-0.0012407+0.0014957i,-0.00099005+0.0017351i,-0.0001936+0.0023546i,0.00035097+0.0028839i,0.00057386+0.0021891i,0.0011554+0.00050736i,0.0014775-0.0006101i,0.0004021-0.00066559i,5.1409e-05-0.0004658i,0.00075501+3.7073e-05i,0.00054034+0.00024292i,2.5957e-05-0.00013618i,-0.0002228-0.00030636i,0.00033525-0.00027902i,0.00024151-0.00070898i,-0.00020894-0.0010337i,0.00036864-0.00098481i,0.00085873-0.0012311i
0.00038931+0.00033521i,-0.00052442-0.00048858i,0.00025468-0.0003434i,0.00060572+0.00064069i,0.001432+0.001265i,0.0022941+0.00119i,0.0016449-9.2683e-05i,-0.0004088+6.1276e-05i,-0.0015557+0.00096684i,-0.00085631+0.00075159i,-0.00044381+0.00086599i,-0.00078843+0.00012367i,-0.0012464-0.00036392i,-0.0015485-0.00054492i,-0.0012322-0.00064507i,-0.00056211+1.608e-05i,0.00035654+0.0002427i,5.1186e-05-0.00039712i,-0.0008088-0.00033213i,-0.00074323+4.5024e-06i,-9.1876e-05-0.0003681i,0.00023223-0.00039955i,0.00062519-7.9238e-05i
0.0021675+0.00026543i,0.0016206-0.00032508i,0.0019222+0.00024091i,0.0011896+0.0011178i,-0.00019091+0.0018562i,-0.0010827+0.0021237i,-0.0018563+0.0016585i,-0.00192+0.0011442i,-0.001253+0.0014278i,-0.0004143+0.0012486i,0.0003438+0.00016463i,-9.501e-05+2.3984e-05i,-0.00066535+0.00051584i,-0.00061603+0.00064039i,-0.00044947+0.00070731i,-5.1879e-05+0.00042603i,5.8008e-05-0.00014001i,-0.0004609-0.00074389i,-0.00034016-0.00035424i,-0.00022786+0.00010951i,0.00063378-0.00016723i,0.001451-0.00049974i,0.0014316-0.00037247i
0.00057249+0.0018676i,0.00055967+0.0013023i,0.0015997+0.0019495i,0.0025234+0.0028034i,0.0025524+0.0032115i,0.0025287+0.0020654i,0.0019564+0.0011724i,-0.00059721+0.0015797i,-0.0016848+0.0023806i,-0.00097059+0.0027207i,-0.00048882+0.0018367i,0.00018486+0.00045088i,-0.00018231-0.00037778i,-0.00077948-0.00083497i,-0.00018608-0.0012579i,0.00056513-0.0012428i,-0.00019505-0.00012221i,-0.00037759+0.00082401i,-0.00092451+0.00067278i,-0.0012917-0.00010415i,-0.00057557-0.00037533i,-0.00058327+0.00025651i,-0.00011038+6.6795e-05i
0.00057343-0.00034876i,0.0010055-0.0004551i,0.00026314+0.00073498i,-0.00047189+0.0012109i,0.0011072+0.0017563i,0.0019579+0.0011034i,0.0010439+5.6215e-05i,-0.00036092+6.8096e-05i,-0.0019429+0.00097963i,-0.0016514+0.0011867i,-0.00066079-0.00016029i,-0.00042511-0.0011511i,-0.00056523-0.0012727i,-0.0006614-0.00090447i,-0.00022663-0.00013565i,0.00022489+0.00019012i,0.00055879-0.00012228i,0.00028526-0.0005176i,0.00064196-0.00056096i,0.0010173-0.00028489i,0.00039898-9.6331e-05i,-0.00016152+0.00036964i,-0.00030357+0.00070861i
0.00027337-0.00074974i,0.0010578-0.00020656i,0.00097081+0.00069168i,0.00064094+0.0020648i,0.0017076+0.0032032i,0.0023541+0.0023506i,0.0014736+0.0006353i,0.0003029+0.00013951i,0.00023224+0.00055337i,0.00024075+0.0013325i,-0.00053179+0.0012726i,-0.00010322+0.0012593i,0.00039253+0.0012498i,0.00012924+0.00045303i,3.2354e-06+0.0003394i,-0.00017271+0.00049236i,-0.00072241+0.00010721i,-0.00065401-0.00031726i,-0.00058049-0.00045928i,-0.0010301-0.00054127i,-0.00038748-0.00060407i,0.00010806-0.00024713i,3.5941e-06+0.00018955i
-0.0024788+0.0010535i,-0.0012014+0.00033335i,-0.00083588+0.00022428i,-0.00024544+0.00091901i,0.0016607+0.0018778i,0.0030621+0.0015275i,0.00079451+0.00021672i,-0.0014546+0.00060561i,-0.0019775+0.002074i,-0.0017179+0.0020268i,-0.00031114+0.00171i,0.00055115+0.0013664i,0.00047925+0.00050602i,0.00030717+0.00046642i,0.00028059+0.00045797i,0.00071375+0.00035085i,0.0010289+0.00074126i,0.00096134+0.00023831i,-8.1265e-06-0.00058115i,-0.00086139-0.00060506i,-0.00079567-2.486e-06i,-0.0003019-1.0489e-05i,0.00039352-0.00049477i
-9.9461e-05+0.0006056i,0.00057355+0.00064257i,0.0010765+0.0019535i,0.0011611+0.0025799i,0.0017794+0.0025321i,0.0019914+0.002392i,0.0010675+0.0018286i,0.00052576+0.0012091i,-0.00045731+0.001803i,-0.0006911+0.0023391i,-0.00036331+0.0014619i,-0.00081604+0.0010487i,-0.00037107+0.0010793i,0.00019394+0.00074254i,0.0003644+0.00036628i,0.00080414-1.6855e-05i,0.00098578-8.6991e-05i,0.00044362-0.0003971i,-0.00086444-0.00042947i,-0.0010498-0.00044817i,-0.00013981-0.00070243i,-0.00043161-0.00093439i,-0.00089871-0.00064088i
0.00033379-0.00038003i,-0.00044753+0.00024822i,-0.00012938+0.00065629i,0.0011103+0.0020327i,0.0017836+0.0026049i,0.0016915+0.0012463i,0.00089656-7.7508e-05i,-0.00091179-7.8119e-05i,-0.0012239+0.00107i,-0.0001053+0.0012455i,0.00050745+0.00081997i,0.0008894+0.00027643i,0.0001934+0.00068556i,-0.00033544+0.0015328i,0.00012688+0.0011477i,-0.00013936+0.00029167i,-0.00084569-5.545e-05i,-0.00054445-0.00018836i,8.9499e-05-6.2075e-05i,0.00028845-0.00016545i,0.00041598+2.6741e-05i,9.0737e-05+0.00037686i,0.00057245+0.00047276i
-0.0013793-0.0013176i,-0.00099392-0.0008639i,-0.00048255+0.00039351i,2.5394e-05+0.0015789i,0.0015598+0.002303i,0.0023842+0.0024807i,0.00082503+0.00085138i,-0.0017467-0.00046041i,-0.0024568+0.00045262i,-0.0013035+0.0018026i,-0.00057189+0.001969i,-0.00032356+0.0011741i,-0.00024941+0.00057509i,-0.000195+0.00044839i,-0.00012963+5.1579e-05i,-0.00074861-9.6578e-05i,-0.00092289+0.00024797i,-0.0010737+0.00030175i,-0.0014124-0.00011299i,-0.0011544-0.00041077i,0.00011653-0.00037421i,5.0862e-05-0.00015865i,9.7072e-06-0.00016053i
0.00080674-0.0021999i,0.00077064-0.0011263i,0.00033472+2.6361e-05i,6.9652e-05+0.0025659i,0.00085058+0.0041934i,0.0018183+0.0033419i,0.0017318+0.0017166i,0.00055234+0.001059i,-0.00059567+0.0019763i,-0.00061797+0.0025195i,-0.00050647+0.0014888i,-0.00073361+0.00083229i,-0.00033941+0.0015842i,0.00012339+0.0017856i,0.00027559+0.00096214i,-0.00043053+0.00030701i,-0.0014707-0.00025308i,-0.00063269-0.00054048i,0.00075014-0.0010774i,0.0003951-0.0015794i,0.00012866-0.00013191i,0.00030037+0.0014108i,0.00081325+0.0009776i
0.0015202-0.0014042i,-0.00038162-0.0012157i,-0.0011088-0.0010266i,-0.0004684-0.00027975i,-0.00071907+0.00085018i,-0.00039241+0.0020132i,0.00011007+0.0020465i,-0.00048564+0.001673i,-0.0015544+0.0017138i,-0.0014045+0.0016559i,-0.00036955+0.0013541i,-0.00021711+0.00083583i,-0.00046222+0.00047744i,-0.0003107+0.00049584i,-0.00041564+0.00025449i,-0.00025255-0.00051707i,0.00011562-0.0010029i,-2.3758e-05-0.00095629i,-0.00050646-0.0011181i,-0.00076585-0.0010052i,-0.00049795-0.00038997i,-0.0003991-0.00025614i,-0.00058841-0.00031452i
0.00029836+0.0015822i,0.0016903+0.0018745i,0.0024967+0.001623i,0.0020513+0.0015147i,0.0023289+0.0017489i,0.0022289+0.0022975i,0.00045501+0.0015901i,-0.0012496+0.001096i,-0.001407+0.0018521i,-0.0009563+0.0015834i,-0.001196+0.00074553i,-0.00082473+9.4579e-05i,-8.8418e-05-0.00010914i,0.00050633+0.00066135i,0.00072204+0.00021839i,0.00066302-0.00019802i,0.00042198+0.00026323i,-1.6009e-05+1.7254e-05i,-0.00024622-0.00030926i,0.00020859-0.00039172i,-1.3771e-05-0.00092454i,0.00014771-0.00040934i,5.0842e-05+0.00081848i
0.00064669-0.0017048i,0.00038368-0.0013041i,0.00095009-0.0011306i,0.00038591+0.00016165i,0.00037611+0.0024177i,0.0015189+0.0028493i,0.00057844+0.0012569i,-0.000638+0.00061663i,-0.00060964+0.00094114i,-0.00010832+0.0015067i,0.0007575+0.0010337i,0.00073693+0.00063552i,0.00036889+0.00057822i,0.00053271+8.1194e-05i,0.00010534-7.8594e-05i,-0.00059513+0.00024572i,-0.00034734+0.00043714i,-1.9011e-05+0.00030598i,-0.0006204+0.00059042i,-0.00095499+0.00091559i,-0.00077702+0.00024178i,6.4439e-05-0.00055487i,0.00097961-0.00046148i
-0.00032769-0.00099089i,-0.00015919+0.00094577i,-0.00050923+0.0023969i,-0.00044474+0.0028034i,0.00066488+0.0026535i,0.0013069+0.0018589i,0.00080483+0.00060156i,-0.00054066+0.00071018i,-0.001488+0.0011487i,-0.00051329+0.0012801i,1.3925e-05+0.0011907i,0.00024221+0.00098245i,1.741e-05+0.00095344i,-0.00066265+0.00096736i,-0.00066213+0.0002432i,9.6603e-05-0.0011488i,5.2837e-05-0.0015437i,0.00023813-0.00045869i,-0.00054096+0.00028182i,-0.00097266+0.0004256i,0.00021026+0.00040911i,0.0006624+0.00016913i,-0.00044323+0.00023407i
0.0010942-0.00027093i,0.0011014-0.001044i,0.0013297-0.00056273i,0.0011684+0.0021633i,0.0013076+0.0046496i,0.0013565+0.0043197i,0.00085336+0.0018929i,-0.00033899+0.00027171i,-0.00077213+0.00081762i,-0.00042445+0.0010333i,-3.7913e-05+0.001176i,0.00099529+0.0012735i,0.0015738+0.00089937i,0.00066843+0.00098631i,3.8147e-05+0.00063559i,0.0001348+0.00016638i,-0.00017146+0.00017813i,-0.00070239+0.00018177i,-0.00034114+1.579e-05i,0.000368-0.00045271i,8.1605e-05+4.9333e-06i,-0.0004181+0.0007832i,-0.00028827+0.00023848i
-0.00093519+5.0605e-05i,-0.00039739-0.00010747i,0.00096151+0.00031684i,0.0013756+0.001602i,0.0010765+0.0027841i,0.0011788+0.001706i,0.00061178+7.3081e-05i,-0.00046939+0.00093629i,-0.00059303+0.0021214i,-0.00037902+0.0016789i,-0.00019868+0.0012974i,-0.00037827+0.00079647i,-0.00051277+0.00054986i,-0.00016268+0.00049115i,0.00046845+0.00020446i,0.00011354-0.00035649i,-0.000753-0.00077676i,-0.00082974-0.00085849i,0.0002487-0.00071915i,0.00075252-0.00077686i,0.00042995+6.4614e-05i,0.00016597+0.00054887i,0.00021305-6.3215e-05i
-0.00079125+0.0010798i,-0.0013675+0.0014825i,-0.00067021+0.0018993i,0.00088099+0.0025285i,0.0022377+0.0035922i,0.0026908+0.0035736i,0.0014488+0.0018229i,-0.00043518+0.00056523i,-0.0016072+0.001123i,-0.00093166+0.0017906i,-0.0005672+0.0013542i,-0.00036015-1.4625e-05i,-7.803e-05-0.00060356i,0.00035432-3.1814e-05i,0.0004226+0.00018015i,-0.00060785-5.6787e-05i,-0.00079662-0.00013399i,-5.1109e-05-0.00033802i,0.00039844-0.00084856i,0.00047014-0.0011006i,0.0001943-0.00042351i,0.00010904+0.0002189i,-0.00018712+0.00050893i
-0.00061759-0.00059904i,-0.00010584-0.0011484i,0.00029949-0.00069354i,0.000147+0.00060842i,0.0012588+0.0014906i,0.0021604+0.0011313i,0.0009873+0.0008022i,-0.00071692+0.00092574i,-0.00067623+0.0012565i,-0.00023032+0.00094833i,-0.00059506+0.00046941i,-0.00057508+0.0011367i,-0.0005492+0.0010537i,-0.0001022+0.00057742i,0.00022601+0.00076152i,-0.00012712+0.00042095i,4.2801e-05-0.00012395i,0.00019335-0.00060385i,0.00040746-0.00033611i,-0.00011424+4.1574e-05i,-0.00026195-8.7951e-05i,0.00037222-0.00064557i,0.00045405-0.00046076i
0.0033346-0.0011576i,0.0030383-0.0020436i,0.0017621-0.0023567i,0.00013526-0.0011977i,0.00067885+0.00035934i,0.0012189+0.00098876i,-0.00013831+0.00018542i,-0.0013503+4.2329e-05i,-0.0016165+0.00088634i,-0.0011822+0.0013514i,-0.00066813+0.0015373i,-0.0010241+0.0013471i,-0.0010856+0.0012835i,-0.0003459+0.00074561i,0.00066478-0.00025913i,0.00072986-0.0010425i,-0.00069871-0.0016487i,-0.00011096-0.0018934i,0.0011873-0.0012578i,0.00058548-0.0005509i,-0.00046667-0.00024781i,-0.00024125+2.4134e-05i,-0.00020931+0.00026923i
-0.00066861-0.0019368i,-0.00036464-0.0024604i,-0.00097302-0.0014571i,-0.0013297+0.0006116i,-0.00028465+0.0024801i,0.00067949+0.0021679i,0.00065912+0.00060971i,-0.00082037-0.00032176i,-0.0016471+0.00053597i,-0.0011956+0.0018133i,-0.00051435+0.0016817i,-0.00058231+0.0013154i,-0.00036301+0.000761i,0.00047717+0.00012391i,0.00039662+2.5121e-06i,0.00010994-0.00015562i,0.00087874-0.0010127i,0.0011454-0.0012052i,-3.422e-05-0.00067886i,-0.00045655-0.0013182i,-8.6589e-05-0.001861i,-5.2858e-05-0.0013532i,4.3919e-05-0.00066021i
0.00020867-0.0007495i,-0.00018476-0.0016742i,0.00011488-0.00066171i,7.8716e-05+0.0012078i,0.0010409+0.0025263i,0.0018402+0.002793i,0.00077571+0.0013688i,-0.0011567+0.00046259i,-0.0012234+0.00097334i,-0.00019506+0.0016292i,-0.00035219+0.001714i,-0.00029201+0.0010535i,0.00026556+0.00018802i,0.00032439-0.00032699i,-0.00038851-0.0006764i,-0.00052329-0.00041625i,-0.00057386+0.00022858i,-0.00065827+0.00048846i,-0.00028594+0.00013626i,-0.00022687-0.00028533i,-0.00076-0.00093181i,-0.00038311-0.001428i,0.00075475-0.00095974i
0.00048188+0.0028406i,0.0010658+0.0021923i,0.0021653+0.0025468i,0.0024798+0.002629i,0.0029596+0.0012461i,0.0027596+0.00071687i,0.00042799+1.5644e-05i,-0.0013258+0.00028158i,-0.0011402+0.0013263i,0.00012248+0.0013441i,6.8417e-05+0.00075764i,-0.00087521+0.0011009i,-0.0013267+0.0008802i,-0.00070414+2.7648e-05i,0.00096825+0.00026179i,0.00087765+0.00031902i,-0.0001023-0.00037439i,-0.00052947-0.0011882i,-0.00092535-0.001234i,-0.00012843-0.00064819i,0.00080424+0.00042764i,0.00080802+0.00062171i,0.00058579+0.00099516i
-0.00016949-0.0015824i,-4.0114e-05-0.001415i,-0.0014938-0.00081239i,-0.0013982+0.00087055i,0.00062687+0.0030855i,0.0017316+0.0041149i,0.00081687+0.0028195i,-0.0012218+0.0010317i,-0.0016162+0.00093084i,-0.00072283+0.00080903i,-0.00044577+0.00014328i,-0.00083591+0.0005266i,-0.00080316+0.0010295i,-0.0003316+0.00034927i,0.00043766-0.0001555i,0.0011848+0.00014503i,0.00044758-8.073e-08i,-0.00051277-0.0005286i,-0.00022574-0.00054082i,0.00043951-6.2309e-05i,0.00096041+0.00086018i,0.00079429+0.00069046i,0.00029665-7.7242e-05i
-0.0014664+0.00047538i,-0.00069188+2.7611e-05i,-0.00031623+0.00072898i,0.00069692+0.0020949i,0.0021894+0.0031783i,0.0030896+0.0030613i,0.0027291+0.0011841i,0.0010081+6.3742e-05i,-0.00011792+0.00063649i,-0.00061939+0.0012263i,-0.0007814+0.00084568i,-0.00095533+0.00075762i,-0.0016121+0.0010789i,-0.0011368+0.000419i,-0.00053382+4.7562e-05i,-0.0011014+3.4783e-06i,-0.00064014-0.00019513i,0.00021483+0.00041065i,0.00035151+0.00070205i,0.00054952+0.00056438i,0.00025689+0.00061082i,0.00030101+0.0003846i,0.00010539-5.8572e-05i
-0.0008465-0.00077641i,-0.0013681+0.0011464i,-0.0021415+0.0021717i,-0.0009503+0.0021852i,0.0012891+0.0031435i,0.0022123+0.0033746i,0.0012463+0.0019573i,-0.00034442+0.00093006i,-0.0014114+0.00099048i,-0.0012951+0.00079028i,-0.00063722+0.00075811i,-0.00049731+0.00096501i,-0.00032305+0.00055372i,-0.00024685+0.0002756i,-0.00023651+0.00042473i,-0.00048483+0.00048772i,6.3532e-05+0.00024919i,0.00048116-0.00041742i,0.00019507-0.00090469i,-0.00071311-0.00053662i,-0.0012821-0.00025932i,-0.00083866-0.00062488i,-0.00099951-0.00078482i
-0.00064731-0.0016576i,-0.00070338-0.0017832i,-0.00088709-0.00088602i,-0.001449+0.0011193i,-0.00051071+0.0027226i,0.0014528+0.0026328i,0.0017323+0.00057116i,0.00048108-0.00053368i,-0.00064927+0.00049838i,-0.00086062+0.0013813i,-0.00066747+0.0011999i,0.00016196+0.0010649i,0.00032858+0.00071721i,0.00042148+0.00041339i,0.00046314+0.00024107i,-0.00042803+0.00026042i,-0.00077104-9.7579e-05i,-2.6259e-05-0.00021989i,0.00048363-5.0632e-06i,0.00071515+0.00012691i,0.00080522+0.00055088i,0.00058683+0.00062408i,0.00058052+0.00042882i
0.00075224+0.00047726i,0.00042266+0.00022932i,0.00041602+0.00061828i,0.0003993+0.0016132i,0.00059002+0.0024182i,0.00045242+0.0015091i,-0.00035423-0.0001427i,-0.00083005-0.0003497i,-0.0011192+0.00097457i,-0.00075192+0.0015411i,-0.00097714+0.00080555i,-0.0011458+0.00013014i,-0.00026919+0.00013687i,-0.00052398+0.00017373i,-0.00059155+0.00015051i,-0.00043439+0.00060944i,-0.00076143+0.00062852i,-0.00047884+0.00029356i,-0.00012107-8.1111e-05i,-0.00021428-0.00084672i,-0.00061204-0.00040684i,-0.00062555-0.00048989i,-0.00065786-0.0011917i
-0.00044659+0.00054434i,0.00056598+0.00028588i,0.0011164+0.001512i,0.0015588+0.0022071i,0.0020417+0.0027186i,0.0015072+0.0029633i,-0.00082746+0.0013291i,-0.0022752+0.0007888i,-0.0017466+0.001058i,-0.00052873+0.0010978i,0.00031326+0.001191i,0.00029939+0.00096305i,-0.00029802+0.0011878i,0.00037139+0.00095278i,0.00057181-0.00014809i,0.00019818-0.0007923i,0.000326+7.3921e-06i,-2.8106e-05+0.00016268i,0.00017457-0.0002724i,-0.00022106-0.00042082i,-0.00069218-0.0010344i,-0.00040058-0.00048208i,0.00056147+0.00017692i
-0.00060391-0.0006981i,-0.0010698-0.0010186i,-0.0019207-0.001169i,-0.0020069+2.2202e-05i,-0.00056715+0.0020697i,0.0010567+0.0028913i,0.0015746+0.0016116i,0.00033157+0.001033i,-0.00044506+0.00086686i,-0.00022729+0.0010056i,-0.00073719+0.00075948i,-0.0010135+0.00021706i,-0.0003453+0.00059159i,-0.00015533+0.00013115i,-6.5069e-05-0.00079885i,0.000194-0.00011427i,-0.00014469+0.000617i,-0.00026277+0.00071876i,-2.8307e-05+0.00051902i,-0.0005175+0.00017482i,-0.00093673-0.00010108i,0.00011248+0.00036016i,0.0010646+0.00039591i
0.00060057+0.00088713i,0.0012827+0.0016344i,0.0015864+0.0023748i,0.0013664+0.002429i,0.0024019+0.002445i,0.0025344+0.0016907i,0.0016388+0.00073592i,0.00072131+0.000808i,-0.00049728+0.0011993i,-0.00040342+0.0016115i,-2.6459e-05+0.0014921i,-0.00023255+0.00058253i,-0.0010752+0.00042737i,-0.001439+2.6507e-05i,-0.00091773-0.00051176i,-0.00044872-0.00030906i,-0.00095549-0.00011642i,-0.0012646-0.00019689i,-0.00010914-0.00043151i,-0.0002281-0.0007688i,-0.00048263+3.7364e-05i,-0.00060122+5.0555e-05i,-0.00057257-0.00069721i
0.00016853-0.0013147i,-0.0006288-0.001639i,-0.00072371-0.0010262i,-0.00084055+0.00066109i,-0.00042349+0.0022246i,0.00033933+0.002286i,0.00027063+0.00080355i,-0.00057197+0.00044352i,-0.00087972+0.0013652i,-0.00096762+0.0018155i,-0.00050374+0.0012052i,-0.0002929+0.0011653i,-0.00058073+0.0007634i,-0.0004128-0.00015353i,-0.00048541-0.00057744i,-0.0007907-0.0003995i,-0.0010491+5.3155e-05i,-0.00077707-0.00014967i,-0.00051149-5.0855e-05i,-0.00014649-0.00019259i,0.00075446-0.0005074i,0.00095172-0.00018262i,0.00042-0.00043982i
0.00097596-0.00057443i,0.00018699+0.00040189i,-0.00055225-5.1943e-05i,-0.00067109+0.00068788i,3.5753e-05+0.002472i,0.00087834+0.0030466i,0.00095843+0.0018593i,0.00029+0.0010921i,9.1535e-05+0.0014894i,0.00051615+0.0014707i,6.9727e-05+0.00097656i,-0.00018666+0.00047705i,-0.00027827-0.00040898i,-0.00054335-0.0005334i,-0.00042066-0.0001448i,-0.00040962-0.00031934i,0.00040397-0.00056286i,0.0011568-0.00062972i,0.0002897-0.000711i,-0.00066755-0.0007066i,-6.9577e-05-0.00072197i,3.9204e-05-0.00043389i,-0.00020066+0.00045005i
-0.00066498-0.0013845i,-0.00014321-0.0015314i,0.00015137+8.686e-06i,0.00081486+0.0014268i,0.0010285+0.0027307i,0.00054923+0.0025323i,0.00029632+0.0004621i,-0.00059576-0.00039056i,-0.0017291+0.00048876i,-0.0010181+0.0015258i,0.00068498+0.0017788i,0.00084292+0.00083146i,0.00023203-0.00011664i,0.00029333-2.8006e-05i,0.00040752-0.00034153i,0.00032543-0.00065659i,-0.00016388+0.00011046i,-0.0011798-1.1256e-05i,-0.00144-0.00078383i,-0.000231-0.00095905i,0.00089729-0.0010516i,0.0007127-0.00075698i,-0.00032195-0.00018148i
0.00021306+0.00030183i,-0.00074452-0.00039377i,-0.00098928-0.00035292i,0.00033423+0.00058193i,0.0023858+0.0024296i,0.0017862+0.0030195i,-0.00030005+0.0017739i,-0.0013095+0.0012406i,-0.00095279+0.0019187i,-0.0011373+0.0018337i,-0.00094409+0.00062114i,-0.0003862-0.00028904i,-0.00019461-0.00060354i,-0.00029713-0.00065334i,-0.00034902-0.00015708i,-0.00011789+0.00080666i,-0.00013136+0.00074831i,-0.00030992-0.00021797i,0.00012087-0.00057237i,3.9843e-05-0.00024892i,-0.00036993-0.00048742i,3.2883e-05-0.00068577i,0.00056551-0.00012993i
-0.00093121+0.0021653i,0.00013316+0.0017491i,0.00012419+0.0020496i,0.0011219+0.0036076i,0.0026761+0.004364i,0.0036439+0.0036288i,0.0020008+0.0019572i,-0.00044356+0.00088897i,-0.00072565+0.0016287i,2.2303e-05+0.0021781i,-0.00021298+0.0011852i,-0.00024844-0.00024187i,-2.1312e-05-0.00018534i,-0.00035809+0.00062109i,-0.00048716+0.00061163i,0.0002226+0.00027176i,0.00052647+4.6421e-05i,0.00034333+4.4276e-05i,0.00027316-0.00024782i,7.2161e-06-0.00057862i,-0.00045371-0.00078796i,-0.00068639-0.00092634i,-0.00043701-0.00016831i
0.00076501-0.00066346i,-0.00032852-0.001233i,-0.001051-0.0011783i,-0.00051005+0.00058238i,0.00015961+0.0024527i,0.00074574+0.0022654i,0.00017128+0.00045502i,-0.0014067-0.00031849i,-0.0016416+1.4024e-05i,-0.0013268+0.00070306i,-0.0016133+0.0012037i,-0.00079829+0.001482i,0.00032741+0.0014065i,2.49e-05+0.0013136i,-0.00067901+0.00055094i,-0.00073126+6.0301e-05i,-0.00018403-0.00031502i,0.00037572-0.00034379i,0.0003383+1.2391e-05i,0.00062796+2.6378e-05i,0.00013929-0.00021041i,-0.00058461-0.00017235i,-0.00017327+0.00062195i
0.00014973-0.00016858i,7.2419e-05+0.00016415i,-0.0006394+0.0013899i,-0.00028437+0.0023901i,0.0011807+0.0040014i,0.0021436+0.0043492i,0.0010008+0.0015377i,-0.00037709-9.8993e-05i,-0.0006918+0.00073762i,-0.001124+0.001513i,-0.0011699+0.001007i,-0.00066614+0.000337i,-0.00034878+0.00074912i,-0.00023721+0.00058121i,-0.00036605+0.00037161i,-0.00054296+0.00093761i,-0.00021079+0.00061518i,-0.00014377-0.00010208i,4.1574e-05-0.00043724i,0.00068572-0.00039814i,0.00086575+0.00013127i,0.0002497+0.00098413i,0.00032887+0.00058054i
-0.0008974-6.8778e-06i,-0.00015912+0.00085723i,0.0013433+0.0022654i,0.0022167+0.0029598i,0.002515+0.0032166i,0.0021288+0.0025101i,0.0012054+0.001584i,-3.0955e-05+0.0013496i,-0.0011643+0.0015273i,-0.0011053+0.0013953i,-0.0013+0.0010407i,-0.0012974+0.00093729i,-0.00047567+0.00086137i,-0.00052256+0.00033505i,-0.00045676-0.00039741i,-0.00036893-0.00023708i,-0.00024194+0.00013294i,0.00032966-0.00053508i,0.00010498-0.0014718i,-0.00072737-0.00083898i,-0.00039137-9.3993e-05i,-0.00026781-0.00011213i,-0.00041275+0.00031524i
0.0017591+0.0014949i,0.0011622+0.0016285i,0.0027905+0.00081986i,0.002949-3.1074e-05i,0.0013773-7.4149e-05i,0.00032707+0.00022897i,-0.00077187+0.00076223i,-0.00084119+0.00083404i,-0.00055561+0.0013848i,-0.00089407+0.0016205i,-0.00076222+0.0010031i,-0.0005434+0.00038989i,-0.00070289+0.00042114i,-0.00039354+0.00042394i,0.00075276+0.00010128i,0.0013351+0.00036411i,0.00058063+0.00018764i,-0.00018873-0.00029262i,-0.00040619-0.00024292i,-0.00048309-0.00073528i,-0.0001632-0.00073541i,4.2141e-05+0.00025048i,0.00026506+0.00079974i
0.0012037+0.000123i,0.0014559+0.00028412i,0.0018686+0.0014888i,0.0018222+0.0023862i,0.001641+0.0032129i,0.0013534+0.0027414i,0.00071779+0.00035554i,-0.0005556-0.00014334i,-0.00042145+0.00081789i,3.7927e-06+0.00082466i,-0.00058904+6.0558e-05i,-0.00051078+0.00012473i,7.3513e-05+0.00014238i,0.00042036-0.00027178i,0.0003292-0.00074683i,-7.7651e-05-0.0011412i,-0.00031003-0.00056147i,-3.8063e-05-0.00037985i,0.00037686-0.00035098i,3.5761e-05+0.00025588i,-0.0001713+0.00036624i,0.00011603-0.00023134i,8.3269e-05-0.0009111i
-0.0020436+0.00051398i,-0.0018728+0.0011028i,-0.0013811+0.0013069i,-0.00076487+0.001373i,0.00062941+0.0026528i,0.001913+0.0031429i,0.00094362+0.0018183i,-0.00034186+2.7716e-05i,-0.00083563+0.00019539i,-0.0010337+0.0011605i,-0.00088674+0.00072597i,-2.6964e-05+0.00069332i,0.00013759+0.000232i,-0.00030046-0.0010311i,-0.00045526-0.00094027i,-0.00062343-0.00069782i,-0.00043169-0.0012721i,-0.00024566-0.00053828i,-0.00036202+5.6186e-05i,-0.00067337-0.0006622i,-0.00038194-0.00086201i,0.00042354-0.00025779i,0.00017554+0.00016652i
0.00085306-0.0017028i,-0.00047589-0.0016132i,-0.002432-0.001788i,-0.0024688-0.00026885i,-0.0010727+0.0029182i,-3.0662e-05+0.003757i,0.00085737+0.0017602i,0.00048066+0.00031808i,-0.00053359+0.00046887i,-0.0011895+0.0013496i,-0.0018141+0.0017547i,-0.0011594+0.0010061i,-0.00051519+0.00063222i,-0.00074037+0.00040929i,-0.00097647-7.955e-05i,-0.00031513+0.00029959i,-0.00033003+0.00039123i,-0.00072332+0.00043859i,-0.00058341+7.4006e-05i,-0.00019331+0.00014015i,3.0595e-05+0.0013182i,-8.8272e-05+0.0011277i,0.00050485+0.00047884i
0.0011368+0.00018561i,0.0016449-0.00023051i,0.0021561+0.00065809i,0.0018523+0.0017327i,0.00097091+0.0021533i,0.0012406+0.0018437i,0.0013863+0.0012552i,-0.00052641+0.00091886i,-0.001912+0.00085353i,-0.0016266+0.0014086i,-0.00099633+0.0014537i,-0.00010907+0.00029884i,0.00031601-0.00043716i,-4.3763e-05+3.7829e-05i,-0.00043767+0.00026177i,-0.0004671-8.8488e-05i,0.00040411-0.00039018i,0.00072436-0.00048007i,-1.7663e-05-0.00056802i,-0.00043789-0.0002211i,-4.8123e-05+0.00056936i,-0.00013221-5.302e-05i,0.00035077-0.00064447i
