0.0010912+0.00084368i,0.0023991+0.0004976i,0.0012732-0.00012257i,0.00027254+0.00078689i,-0.00047842+0.001881i,-0.0012407+0.0014957i,-0.00099005+0.0017351i,-0.0001936+0.0023546i,0.00035097+0.0028839i,0.00057386+0.0021891i,0.0011554+0.00050736i,0.0014775-0.0006101i,0.0004021-0.00066559i,5.1409e-05-0.0004658i,0.00075501+3.7073e-05i,0.00054034+0.00024292i,2.5957e-05-0.00013618i,-0.0002228-0.00030636i,0.00033525-0.00027902i,0.00024151-0.00070898i,-0.00020894-0.0010337i,0.00036864-0.00098481i,0.00085873-0.0012311i
0.059032-0.035066i,0.064722-0.053177i,-0.0039652-0.012016i,-0.09768+0.096341i,-0.11729+0.15628i,-0.06443+0.079219i,-0.058835-0.016947i,-0.10896-0.016465i,-0.12349+0.019748i,-0.095428+0.027695i,-0.062841+0.019325i,-0.045094+0.010059i,-0.03513+0.0012579i,-0.018684-0.013702i,-0.0029454-0.031919i,-0.00041831-0.042723i,-0.0049432-0.041491i,-0.0039001-0.025517i,-0.00025572-0.010166i,-0.0041502-0.0070172i,-0.012999-0.0065788i,-0.016065-0.0031202i,-0.01211+0.001101i
-0.052169+0.051597i,-0.047063+0.092045i,0.022261+0.062357i,0.084774-0.063672i,0.051084-0.16955i,-0.037496-0.13436i,-0.055479-0.017116i,-0.016912+0.020135i,-0.012818-0.02258i,-0.025197-0.03777i,-0.0098483-0.024749i,0.011542-0.019758i,0.016572-0.011562i,0.0075536+0.0057461i,-0.0054696+0.027851i,-0.0010856+0.043258i,0.014107+0.038775i,0.019824+0.022846i,0.017803+0.0089814i,0.014264+0.00010926i,0.01247-0.0036314i,0.0095065-0.0050505i,0.0043772-0.0026217i
0.0418-0.06266i,0.035168-0.13245i,-0.015324-0.16324i,-0.076066-0.1593i,-0.12427-0.1535i,-0.13149-0.09263i,-0.048931-0.00016227i,0.062991+0.032315i,0.096358+0.018767i,0.064767+0.01121i,0.031491+0.013924i,0.014703+0.016262i,0.0074659+0.0077916i,-0.0014388-0.0076056i,-0.011938-0.021436i,-0.026172-0.025508i,-0.037119-0.018794i,-0.03568-0.012518i,-0.028032-0.0051778i,-0.020632+0.0077973i,-0.013729+0.018941i,-0.005731+0.020231i,0.0022465+0.011089i
-0.0091492+0.066918i,0.037111+0.1231i,0.13663+0.12485i,0.2052+0.099357i,0.19872+0.13467i,0.16066+0.15226i,0.10443+0.088114i,0.039198+0.037861i,0.00934+0.034878i,0.0069905+0.026184i,-0.0023932+0.0084501i,-0.014112-0.00045854i,-0.014736+0.0008717i,-0.0019308+0.015361i,0.020784+0.033296i,0.043986+0.033281i,0.05193+0.017315i,0.043193+0.0045543i,0.029154-0.0011337i,0.020075-0.0060177i,0.013186-0.01375i,0.0026597-0.017402i,-0.0035869-0.011838i
-0.018517-0.062349i,-0.11249-0.10009i,-0.29791-0.064615i,-0.45488+0.051584i,-0.44073+0.13088i,-0.26233+0.1069i,-0.084391-0.0055763i,-0.047542-0.11428i,-0.086949-0.11968i,-0.078418-0.059421i,-0.029148-0.021675i,0.0014681-0.01339i,0.005582-0.0074763i,0.0021287-0.0082591i,-0.0076966-0.019646i,-0.022163-0.018202i,-0.027919+0.0029417i,-0.023694+0.024927i,-0.0093033+0.033032i,0.0057008+0.025369i,0.010333+0.015487i,0.0092368+0.0091775i,0.0031123+0.005838i
0.037218+0.034887i,0.13554+0.017212i,0.28129-0.099137i,0.35668-0.27784i,0.29661-0.36143i,0.16084-0.27484i,0.050526-0.10749i,0.037223-0.0041029i,0.061873-0.013583i,0.046645-0.04709i,0.017849-0.041206i,0.0042688-0.020525i,3.0876e-05-0.0065924i,0.0070647+0.0026318i,0.021025+0.0032931i,0.02966-0.010772i,0.030553-0.0331i,0.024579-0.04894i,0.011747-0.050305i,-0.0034193-0.040216i,-0.014642-0.025049i,-0.016633-0.0096411i,-0.0084532-0.00086364i
-0.044429-0.00046309i,-0.12955+0.089917i,-0.20416+0.28822i,-0.15442+0.4767i,-0.027449+0.45975i,0.019331+0.24862i,-0.024682+0.075087i,-0.059884+0.055096i,-0.035838+0.094342i,0.0019362+0.086553i,0.0058641+0.044376i,0.00027492+0.021419i,0.0079439+0.005923i,0.0014818-0.016196i,-0.024183-0.016496i,-0.038135+0.0075278i,-0.027739+0.03154i,-0.0030081+0.037421i,0.015802+0.025298i,0.017821+0.013448i,0.014082+0.0066146i,0.011636+0.00071346i,0.0084247-0.0015723i
0.035978-0.034035i,0.077661-0.15281i,0.071114-0.32568i,-0.045331-0.39998i,-0.16241-0.2745i,-0.13648-0.061086i,-0.021603+0.047532i,0.034137+0.01673i,-0.0052233-0.037371i,-0.050898-0.035695i,-0.048532-0.0099316i,-0.030011-0.00052552i,-0.019516+0.0066526i,-0.002529+0.020154i,0.020582+0.018744i,0.025271-0.0038479i,0.0017807-0.024377i,-0.032498-0.024922i,-0.05093-0.0093862i,-0.042604+0.0068182i,-0.02398+0.012716i,-0.010866+0.012143i,-0.0046345+0.0082403i
-0.00083603+0.056839i,0.025283+0.1829i,0.11306+0.29438i,0.20252+0.23085i,0.16259+0.03424i,0.046691-0.089153i,0.0078375-0.10161i,0.019407-0.10629i,0.021009-0.10838i,0.023684-0.079726i,0.033075-0.04565i,0.034748-0.032522i,0.01162-0.03469i,-0.018615-0.025493i,-0.024263-0.00085987i,0.0010302+0.022473i,0.037803+0.028273i,0.055539+0.015733i,0.048763+0.0015014i,0.032691-0.0051698i,0.016686-0.0062092i,0.0052647-0.0054931i,-0.0012853-0.0041365i
-0.033884-0.061987i,-0.10274-0.18207i,-0.19589-0.2762i,-0.21122-0.22635i,-0.087428-0.10102i,0.032818-0.048782i,0.043418-0.040106i,0.031254+0.0019831i,0.041542+0.030225i,0.038382+0.018435i,0.01642+0.0039197i,-0.0020689+0.0056392i,0.0057534+0.015173i,0.030074+0.0075567i,0.034134-0.018i,0.0038802-0.03664i,-0.033969-0.027062i,-0.040942+0.0069954i,-0.016433+0.030425i,0.0062967+0.02409i,0.010781+0.0083494i,0.0086793+0.0002273i,0.0069413-0.0039766i
0.069222+0.047441i,0.17008+0.11591i,0.24229+0.15119i,0.15739+0.12582i,-0.044289+0.11935i,-0.16808+0.12688i,-0.18467+0.072886i,-0.18345+0.037642i,-0.15128+0.056859i,-0.092835+0.049857i,-0.057251+0.01777i,-0.042863+0.0030571i,-0.033509+0.0072989i,-0.027155+0.013628i,-0.017903+0.012568i,-0.0016999+0.00066227i,0.012159-0.021908i,0.013193-0.045202i,0.0006728-0.049574i,-0.01088-0.027943i,-0.0090632-0.0058686i,-0.006422+0.0011217i,-0.0081221+0.0066784i
-0.087667-0.017619i,-0.21713-0.041373i,-0.31789-0.043022i,-0.2819-0.04089i,-0.15803-0.060325i,-0.060647-0.03374i,0.020867+0.037422i,0.089933-0.0019224i,0.058542-0.10516i,-0.016298-0.10682i,-0.026648-0.044166i,-0.0045961-0.0090558i,0.0043227-0.0082108i,-0.0013457-0.014062i,-0.013099-0.0049815i,-0.019379+0.023436i,-0.010972+0.053602i,0.0057101+0.05943i,0.015801+0.037075i,0.010494+0.0078618i,-0.004677-0.0061129i,-0.012568-0.0071931i,-0.013565-0.0066685i
0.088503-0.002747i,0.20088-0.02567i,0.25777-0.06019i,0.20603-0.058436i,0.13502-0.031085i,0.093511-0.0164i,0.05533+0.0055783i,0.040209+0.0482i,0.068592+0.061494i,0.086234+0.037838i,0.070957+0.017669i,0.052664+0.0075916i,0.036479-0.00061524i,0.019917-0.0019618i,0.0096971-0.00055778i,0.0062645-0.0056107i,-0.0014738-0.013804i,-0.018275-0.00964i,-0.022887+0.0075518i,-0.0039993+0.018066i,0.014716+0.012966i,0.018889+0.0069835i,0.019148+0.0063434i
-0.070835+0.027579i,-0.14135+0.092899i,-0.13868+0.17881i,-0.051067+0.18508i,0.0054659+0.10709i,0.039027+0.027645i,0.074128-0.028132i,0.035464-0.038077i,-0.038674+0.013576i,-0.05104+0.050011i,-0.029031+0.028185i,-0.019251+0.0053936i,-0.0091401+0.0084411i,0.0091832+0.015869i,0.02576+0.014437i,0.034403+0.0019007i,0.039129-0.01349i,0.046039-0.021915i,0.037591-0.021509i,0.012184-0.0099031i,-0.0039684+0.0070978i,-0.0067699+0.013331i,-0.007185+0.010823i
0.042644-0.036043i,0.067206-0.08883i,0.018894-0.1444i,-0.098936-0.10264i,-0.19698+0.022591i,-0.22315+0.081892i,-0.16704+0.049565i,-0.078821-0.0080243i,-0.031254-0.053903i,-0.026863-0.069062i,-0.028274-0.062256i,-0.027961-0.048974i,-0.030295-0.033752i,-0.033642-0.022761i,-0.035257-0.013352i,-0.031025-0.0040082i,-0.024022+0.0026047i,-0.013945+0.0053025i,0.0033923-0.00074125i,0.01453-0.017912i,0.0092361-0.03024i,0.00040378-0.029196i,-0.002146-0.024544i
-0.013528+0.017914i,0.016102+0.026602i,0.10082+0.0088843i,0.16719-0.088948i,0.14497-0.19293i,0.092071-0.16866i,0.081458-0.10123i,0.1002-0.10923i,0.095237-0.13046i,0.059195-0.094776i,0.025576-0.034254i,0.01823-0.0013151i,0.021015-0.003336i,0.020154-0.010382i,0.018818-0.01237i,0.0081905-0.008041i,-0.0081795+0.0014129i,-0.020516+0.0028583i,-0.025971+0.0054201i,-0.017742+0.016897i,-0.0019041+0.020838i,0.0044632+0.014514i,0.00081638+0.0089845i
0.0065551+0.019118i,-0.028643+0.044626i,-0.083644+0.069208i,-0.068352+0.10657i,0.035874+0.1378i,0.098459+0.10344i,0.03474+0.058161i,-0.061799+0.070607i,-0.06336+0.091715i,-0.013163+0.069798i,0.0034663+0.044538i,-0.004097+0.037735i,-0.0098741+0.035848i,-0.010704+0.034876i,-0.006642+0.035858i,0.0085132+0.03056i,0.02105+0.018114i,0.018154+0.0083985i,0.0061614-0.0014795i,-0.0082974-0.0085336i,-0.016922-0.0048199i,-0.015201+0.0035661i,-0.0081469+0.0085458i
-0.01576-0.062174i,-0.0071857-0.14278i,-0.011325-0.20207i,-0.081896-0.18522i,-0.17202-0.12005i,-0.17115-0.063611i,-0.12035-0.04749i,-0.12759-0.027642i,-0.16456+0.0001046i,-0.14397+0.008791i,-0.072652-0.0026177i,-0.021527-0.017315i,-0.00072678-0.015614i,0.012639-0.013481i,0.01778-0.022898i,0.012696-0.029466i,0.01024-0.024651i,0.015937-0.011607i,0.024701+0.0032822i,0.030194+0.009906i,0.024504+0.0079901i,0.01385+0.0056597i,0.0069694+0.0071863i
0.037327+0.081408i,0.042045+0.19969i,0.016314+0.26381i,-0.041913+0.19257i,-0.12439+0.078897i,-0.15818+0.04575i,-0.059525+0.087169i,0.1068+0.075174i,0.16317-0.013971i,0.097328-0.069307i,0.043397-0.058556i,0.02875-0.035117i,0.015546-0.025199i,0.0023239-0.01478i,-0.0015751-0.0050327i,-0.00034184-0.0047359i,-0.00038654-0.0099533i,-0.0041348-0.011782i,-0.011031-0.0066212i,-0.014625-0.0027165i,-0.0098684-0.0029005i,-0.0011246-0.0086351i,0.0044054-0.01677i
-0.071678-0.093414i,-0.13175-0.21874i,-0.13924-0.27605i,-0.05304-0.20692i,0.078923-0.12576i,0.13584-0.090767i,0.12553-0.060033i,0.1228-0.042095i,0.11495-0.021575i,0.080404+0.012067i,0.034885+0.019106i,0.0036555+0.0038161i,-0.0045312-0.0096112i,-0.0022857-0.016403i,-0.0044897-0.013715i,-0.0175-0.0011539i,-0.033258+0.011455i,-0.034486+0.013962i,-0.01919+0.0059905i,-0.0025055-0.0019179i,0.0086067-0.0049794i,0.013326-0.0063177i,0.0096833-0.0058011i
0.12571+0.10447i,0.25423+0.23261i,0.31525+0.32127i,0.24725+0.32195i,0.13096+0.28192i,0.072001+0.18687i,0.022559+0.0074156i,-0.089683-0.11073i,-0.15674-0.091912i,-0.12024-0.04006i,-0.066742-0.016269i,-0.041806+8.6008e-05i,-0.025666+0.020981i,-0.012031+0.027019i,-0.0044538+0.017634i,0.0066675+0.0066073i,0.015914-0.00052381i,0.012905+0.0024965i,0.0048697+0.012124i,-0.0017502+0.017527i,-0.0093296+0.016872i,-0.02008+0.014764i,-0.025429+0.013588i
-0.16978-0.097366i,-0.33798-0.18766i,-0.40534-0.23777i,-0.34324-0.249i,-0.3187-0.24546i,-0.31609-0.17117i,-0.24008-0.058597i,-0.14999-0.01009i,-0.10879-0.015552i,-0.07143-0.017049i,-0.029128-0.012183i,-0.013626-0.0048328i,-0.0079567-0.0012133i,0.0014801-0.0069384i,0.0088319-0.015347i,0.010053-0.011401i,0.018046+0.0080913i,0.035538+0.018027i,0.043906+0.006845i,0.033962-0.0095854i,0.012735-0.020714i,-0.0063358-0.021291i,-0.015338-0.012415i
0.19561+0.053624i,0.3859+0.081242i,0.4552+0.01525i,0.32372-0.075432i,0.16535-0.051102i,0.08444+0.024971i,0.059496+0.10347i,0.1011+0.1377i,0.13299+0.072855i,0.084587-0.0044379i,0.036654-0.016718i,0.037121-0.0079742i,0.033505-0.017701i,0.0075222-0.017259i,-0.013361+0.0023025i,-0.016461+0.010027i,-0.015672-0.00055467i,-0.018467-0.006095i,-0.015649+0.0030674i,-0.0054885+0.010563i,0.006326+0.010557i,0.016818+0.0143i,0.023138+0.016453i
-0.20489-0.0099924i,-0.38115-0.0035491i,-0.43859+0.06312i,-0.31065+0.11577i,-0.12877+0.086156i,-0.0072974+0.049784i,0.066445+0.010751i,0.077435-0.035686i,0.053889-0.023174i,0.043808+0.014283i,0.025723+0.023057i,0.008163+0.017942i,0.0027202+0.0087255i,-0.0037066-0.0016232i,-0.011272-0.0040185i,-0.012819+0.0012273i,-0.0045603-0.0017412i,0.00014794-0.019811i,-0.0092677-0.035167i,-0.016718-0.027293i,-0.014998-0.0016032i,-0.0081334+0.020934i,0.0019301+0.030504i
0.19445-0.0079092i,0.32868-0.04497i,0.30043-0.094565i,0.10946-0.056493i,-0.019793+0.052948i,-0.0049299+0.051091i,0.013121-0.071094i,-0.051833-0.15235i,-0.1323-0.13476i,-0.12918-0.080652i,-0.071922-0.05685i,-0.041449-0.052154i,-0.036007-0.021763i,-0.018776+0.013746i,0.0094738+0.022698i,0.028775+0.011961i,0.027413+0.0081789i,0.021679+0.021512i,0.026566+0.032346i,0.024923+0.024806i,0.012462+0.0060297i,0.0031727-0.013082i,-0.0029393-0.02704i
-0.19867+0.0079402i,-0.32158+0.06493i,-0.30465+0.12723i,-0.19514+0.10593i,-0.19507+0.010074i,-0.26474+0.00742i,-0.22905+0.086809i,-0.12361+0.099012i,-0.050113+0.042092i,-0.01961-0.010647i,-0.0032583-0.019526i,0.011028-0.0089556i,0.01907-0.0044069i,0.023086-0.0031694i,0.025852-0.0047347i,0.023475-0.0084603i,0.017466-0.018698i,0.0054053-0.027959i,-0.006769-0.024715i,-0.003706-0.017732i,0.0086109-0.016351i,0.01608-0.020979i,0.017203-0.022581i
0.19446-0.016499i,0.3001-0.058683i,0.27166-0.10963i,0.16288-0.1362i,0.10972-0.14654i,0.082127-0.12534i,0.046144-0.039702i,0.076362+0.043828i,0.12884+0.043811i,0.092765+0.0069421i,0.025122+0.007483i,0.0010914+0.016636i,0.00299+0.0090162i,0.0048984+0.0067685i,-0.0010268+0.0091857i,-0.012805+0.0042031i,-0.020128+0.0028032i,-0.0086238+0.010605i,0.013632+0.010718i,0.020975+0.0012897i,0.01358-0.0010416i,0.0038089+0.00085313i,-0.0099478+0.00073049i
-0.1807+0.030212i,-0.2581+0.064568i,-0.15794+0.096863i,0.044148+0.083659i,0.15436+0.063392i,0.23303+0.06552i,0.2911+0.010133i,0.21275-0.074029i,0.076357-0.086383i,0.0081546-0.047587i,-0.0081866-0.032152i,-0.025052-0.032542i,-0.031747-0.026302i,-0.027564-0.031738i,-0.028262-0.037222i,-0.025819-0.022051i,-0.019109+0.0011293i,-0.019373+0.0081409i,-0.029667+0.0025411i,-0.036216+0.0042514i,-0.033467+0.011324i,-0.032093+0.018771i,-0.027795+0.026584i
0.17053-0.031662i,0.24712-0.04849i,0.13973-0.051441i,-0.11426+0.014262i,-0.31766+0.13202i,-0.3694+0.14661i,-0.30771+0.055159i,-0.24574-0.038566i,-0.24192-0.068576i,-0.20471-0.016797i,-0.096885+0.030428i,-0.015969+0.030534i,0.01287+0.023351i,0.036763+0.02102i,0.063678+0.013022i,0.071721-0.0011039i,0.056208-0.010949i,0.032301-0.010856i,0.016977-0.0042119i,0.0090785+0.003822i,0.0012553+0.0012231i,-0.00663-0.0081851i,-0.014045-0.0080907i
-0.15326+0.0058627i,-0.23032-0.01456i,-0.19716-0.10844i,-0.14288-0.25967i,-0.17278-0.35882i,-0.18965-0.29961i,-0.10117-0.16499i,0.0092854-0.096314i,0.065867-0.11417i,0.058191-0.14294i,0.024811-0.11118i,0.01293-0.045556i,0.017421-0.0094371i,0.016458+0.002409i,0.0092475+0.0078974i,0.0065742+0.005491i,0.021814-0.0065254i,0.043978-0.013239i,0.052222-0.0040528i,0.046722+0.00036092i,0.03113-0.0053594i,0.019891-0.0027543i,0.025387+0.0064027i
0.17876-0.015566i,0.25469-0.0062992i,0.2205+0.041402i,0.13987+0.089339i,0.11224+0.095039i,0.10081+0.076664i,0.087446+0.091311i,0.11279+0.13505i,0.13492+0.14754i,0.1077+0.12383i,0.0579+0.078429i,0.015564+0.031799i,-0.011953+0.00028758i,-0.044451-0.012406i,-0.077611-0.004049i,-0.089288+0.0099266i,-0.08607+0.025505i,-0.069059+0.037722i,-0.040224+0.031165i,-0.012746+0.014577i,0.007695+0.005206i,0.011514+0.0021288i,-0.0050837-0.00084452i
-0.20431-0.0083253i,-0.32765-0.016683i,-0.32568-0.030176i,-0.20338-0.025519i,-0.056107+0.010889i,0.078667+0.01162i,0.12352-0.094527i,0.028597-0.20506i,-0.085927-0.19735i,-0.08827-0.12765i,-0.02332-0.099855i,0.006098-0.10895i,-0.0051971-0.1084i,-0.0077039-0.10156i,-0.0047953-0.10273i,-0.013986-0.090651i,-0.02218-0.057854i,-0.029065-0.023369i,-0.026591+0.0084969i,-0.010849+0.031829i,-0.0010562+0.041375i,0.0024291+0.040423i,0.014624+0.029454i
0.2062+0.0022376i,0.34648+0.017987i,0.28504+0.064429i,0.00061729+0.18135i,-0.2828+0.30264i,-0.40485+0.27638i,-0.38291+0.14627i,-0.31822+0.036982i,-0.26855-0.014241i,-0.19417-0.017888i,-0.10977-0.0049318i,-0.059834+0.026743i,-0.019708+0.060136i,0.022136+0.071739i,0.060499+0.082343i,0.09624+0.076162i,0.1056+0.035479i,0.087784-0.0052977i,0.055088-0.040764i,0.0063036-0.065053i,-0.03462-0.063022i,-0.046222-0.045275i,-0.04225-0.021524i
-0.24156-0.026823i,-0.41038-0.018317i,-0.38653-0.015082i,-0.18349-0.10908i,-0.062569-0.222i,-0.05729-0.10125i,0.071527+0.1504i,0.3137+0.19111i,0.39901+0.02391i,0.24259-0.1019i,0.062761-0.072742i,0.017394+0.0068471i,0.019402+0.03321i,-9.1783e-05+0.037911i,-0.00015387+0.035494i,0.021953+0.025221i,0.045926+0.019479i,0.056835+0.014258i,0.048132+0.027486i,0.049226+0.050596i,0.062556+0.050524i,0.062882+0.031823i,0.048322+0.019309i
0.2489+0.058726i,0.45658+0.070488i,0.54413+0.011545i,0.42223-0.059889i,0.23939-0.089194i,0.12343-0.16019i,-0.0023769-0.23667i,-0.16764-0.17934i,-0.23657-0.026537i,-0.14507+0.065093i,-0.038846+0.027581i,-0.02669-0.028111i,-0.020463-0.023614i,0.0056148-0.013282i,-0.01702-0.0018608i,-0.065722+0.015837i,-0.09383+0.01905i,-0.068925+0.020198i,-0.0046352+0.00096531i,0.020269-0.041236i,-0.0080044-0.05515i,-0.029655-0.039045i,-0.026541-0.042618i
-0.2492-0.026633i,-0.42861-0.049346i,-0.5001-0.057687i,-0.45677-0.026919i,-0.37213+0.084071i,-0.17551+0.21712i,0.088317+0.13243i,0.096764-0.14817i,-0.13923-0.25357i,-0.25168-0.12238i,-0.15597-0.0060868i,-0.031506-0.011585i,-0.0033444-0.055359i,-0.019255-0.062882i,0.0083113-0.070512i,0.047655-0.090299i,0.054322-0.079567i,0.025502-0.058527i,-0.022802-0.034563i,-0.038231+0.013432i,-0.0032926+0.043273i,0.025967+0.029012i,0.023283+0.024439i
0.32458-0.043149i,0.4868-0.079021i,0.30888-0.15515i,-0.25136-0.12763i,-0.77823+0.067563i,-0.80958+0.25219i,-0.4665+0.17955i,-0.29978-0.099638i,-0.4064-0.25691i,-0.41972-0.19468i,-0.24567-0.11231i,-0.10054-0.10696i,-0.054139-0.090913i,-0.0061063-0.048314i,0.037485-0.045482i,0.034971-0.075069i,0.012105-0.075427i,0.01158-0.027537i,0.051597+0.0093849i,0.064625-0.010044i,0.0021329-0.023216i,-0.069461+0.025452i,-0.074978+0.081831i
-1.0645+7.577i,1.8022+7.4169i,5.143+6.7875i,6.2457+3.3722i,5.2634-0.44287i,2.7448-2.7776i,0.18084-2.2282i,-0.72497-0.34206i,-0.08659+0.82307i,0.82319+0.64626i,0.80596-0.17798i,0.17174-0.68406i,-0.50819-0.74286i,-1.0541-0.32867i,-1.0005+0.2549i,-0.50483+0.48822i,-0.077307+0.35752i,0.080816+0.035018i,-0.055978-0.231i,-0.26911-0.25788i,-0.33314-0.22076i,-0.27907-0.20492i,-0.1523-0.16569i
0.31132+0.028651i,0.46816+0.020974i,0.43591-0.12456i,0.21823-0.42941i,-0.027634-0.7502i,-0.19365-0.79441i,-0.1085-0.5216i,0.23352-0.3501i,0.4438-0.44898i,0.3123-0.48113i,0.10312-0.27681i,0.060659-0.049381i,0.094775+0.036229i,0.091789+0.067688i,0.095675+0.10155i,0.11719+0.11006i,0.11638+0.1003i,0.092095+0.082617i,0.063012+0.067384i,0.037741+0.048107i,-0.0013723+0.023969i,-0.055351+0.020958i,-0.088649+0.04807i
-0.31521+0.037285i,-0.44626+0.11614i,-0.31077+0.1622i,-0.022807-0.029487i,0.051414-0.34691i,-0.09535-0.41766i,-0.13636-0.26947i,0.026448-0.2184i,0.18652-0.30415i,0.18027-0.31917i,0.095126-0.17387i,0.090711-0.016634i,0.13507+0.0024812i,0.13779-0.033685i,0.13666-0.012837i,0.1702+0.024479i,0.18474+0.018216i,0.15344-0.011813i,0.099426-0.029746i,0.042626-0.040704i,-0.0059849-0.046964i,-0.034146-0.033337i,-0.042843-0.0059147i
0.21937+0.059248i,0.38767+0.075956i,0.40745+0.039141i,0.25626+0.0093426i,0.11702+0.060507i,0.061424+0.1288i,-0.0067412+0.15707i,-0.043062+0.16213i,0.0091238+0.12268i,0.042556+0.042534i,0.012211+0.012262i,0.0049601+0.043748i,0.037825+0.040468i,0.057095-0.0030765i,0.083784-0.021946i,0.12046-0.02637i,0.11573-0.038327i,0.074468-0.050763i,0.023746-0.058773i,-0.028075-0.039011i,-0.052601+0.0028917i,-0.040024+0.015188i,-0.029466+0.0037425i
-0.16372-0.042204i,-0.272-0.10461i,-0.28438-0.16174i,-0.24114-0.1734i,-0.19034-0.12324i,-0.057631-0.049186i,0.12888-0.048644i,0.19323-0.11289i,0.12075-0.1407i,0.027679-0.095293i,0.0079232-0.015095i,0.058973+0.012364i,0.06991-0.024607i,0.033368-0.04603i,0.022871-0.052814i,0.026324-0.066112i,0.019888-0.058124i,0.014246-0.04299i,0.0091714-0.037119i,0.0096456-0.022639i,0.011428-0.0033087i,-0.0019503+0.018299i,-0.005144+0.046755i
0.1912+0.063079i,0.27398+0.095414i,0.12711+0.12704i,-0.19879+0.2343i,-0.40232+0.35996i,-0.36716+0.26498i,-0.26872-0.016109i,-0.24466-0.23207i,-0.26011-0.27276i,-0.21031-0.18807i,-0.093393-0.10765i,-0.0068855-0.098568i,0.0030309-0.11015i,-0.0037965-0.10168i,-0.0014439-0.10966i,-0.019494-0.13346i,-0.04229-0.12361i,-0.04602-0.090061i,-0.042784-0.060901i,-0.042154-0.037952i,-0.035129-0.019884i,-0.013922-0.0084441i,0.013735-0.015334i
-0.18992-0.07777i,-0.27842-0.079263i,-0.2032+0.034751i,-0.0037246+0.20203i,0.079554+0.29424i,-0.026888+0.28641i,-0.15605+0.21428i,-0.22461+0.14426i,-0.23206+0.10969i,-0.17361+0.067278i,-0.10861-0.00019203i,-0.083781-0.045156i,-0.092721-0.055381i,-0.13085-0.050767i,-0.17702-0.021255i,-0.18637+0.037586i,-0.13758+0.084822i,-0.071517+0.083402i,-0.033607+0.050629i,-0.011577+0.03208i,0.0091619+0.033033i,0.014948+0.028786i,0.0018927+0.020294i
0.19129+0.071096i,0.31224+0.058907i,0.32987-0.039136i,0.2705-0.087127i,0.27595+0.064199i,0.32513+0.24519i,0.27773+0.26074i,0.1531+0.22703i,0.075397+0.22926i,0.042576+0.18458i,-0.0019979+0.10994i,-0.0287+0.066164i,-0.032146+0.054412i,-0.02262+0.080867i,0.032853+0.11415i,0.11524+0.08767i,0.15579+0.010358i,0.12441-0.048083i,0.058801-0.055961i,0.016684-0.044428i,0.0028038-0.043012i,-0.0037919-0.034527i,-0.002953-0.011287i
-0.18806-0.091091i,-0.35996-0.14813i,-0.47707-0.099564i,-0.46243+0.063801i,-0.24728+0.20172i,0.061097+0.159i,0.17415-0.052715i,0.059045-0.17299i,-0.029765-0.10276i,-0.032148-0.021656i,-0.03999+0.012853i,-0.041763+0.02902i,-0.028055+0.028333i,0.0040454+0.0032792i,0.028919-0.069033i,-0.013904-0.14557i,-0.092744-0.16694i,-0.13246-0.13057i,-0.12026-0.066233i,-0.088902-0.011203i,-0.05969+0.025462i,-0.023817+0.043594i,0.018521+0.032106i
0.14614+0.16446i,0.2423+0.34727i,0.25366+0.58544i,0.28459+0.81697i,0.40939+0.82877i,0.38226+0.48083i,0.054961+0.11616i,-0.25372+0.058815i,-0.30642+0.1454i,-0.20651+0.17179i,-0.090935+0.13048i,-0.0288+0.068234i,-0.02126+0.039855i,-0.03711+0.030094i,-0.085893+0.01801i,-0.13517+0.05192i,-0.13222+0.11781i,-0.084447+0.13963i,-0.025088+0.10421i,0.01792+0.058259i,0.040887+0.030232i,0.042181+0.0039364i,0.016357-0.026958i
-0.1088-0.16243i,-0.079834-0.26221i,0.20098-0.26959i,0.64918-0.21383i,0.8822-0.18727i,0.6782-0.14677i,0.28254+0.0084614i,0.059583+0.23624i,0.04968+0.3417i,0.061654+0.26257i,0.025314+0.13981i,-0.001308+0.068083i,0.0048666+0.035956i,0.016498+0.038249i,0.026499+0.078234i,0.066072+0.10827i,0.12436+0.083842i,0.13605+0.027601i,0.085249-0.019923i,0.031342-0.04194i,0.0068347-0.046578i,-0.0087857-0.033756i,-0.024261-0.0025297i
0.13103+0.12885i,0.17776+0.12794i,0.13007-0.056987i,0.098315-0.34059i,0.21222-0.49522i,0.29389-0.44423i,0.21956-0.24812i,0.1911-0.039697i,0.23251+0.047676i,0.1915+0.056573i,0.10738+0.058644i,0.040524+0.043615i,-0.0012308+0.031471i,0.009848+0.017581i,0.047651-0.019157i,0.059622-0.076338i,0.027438-0.13424i,-0.021813-0.14064i,-0.051013-0.081936i,-0.051735-0.016528i,-0.037241+0.016403i,-0.013051+0.026638i,0.015181+0.028563i
-0.16382-0.13971i,-0.29073-0.18131i,-0.2977-0.092071i,-0.13697-0.094331i,-0.025105-0.37735i,-0.13815-0.53948i,-0.24216-0.30898i,-0.13969-0.074003i,-0.015402-0.032421i,0.025917-0.016629i,0.035311+0.012115i,0.029344+0.032478i,0.031336+0.041808i,0.01882+0.012469i,-0.027038-0.02372i,-0.081185-0.020924i,-0.12431+0.013075i,-0.12306+0.040674i,-0.071316+0.042257i,-0.015564+0.029774i,0.014793+0.016888i,0.021842+0.0019937i,0.017527-0.0091405i
