0.0034825+9.486e-05i,0.0023943-0.00080115i,0.0013564-0.0030164i,-0.0021127-0.0028664i,-0.0046234-0.0021624i,-0.0042022-0.0004145i,-0.0023957+0.0015901i,-0.00057948+0.0014162i,0.00067768+0.00038407i,0.00077665-0.00070342i,0.00044269-0.00086972i,0.00080683-0.00040681i,0.0003325+0.00045827i,-0.00072686+0.000786i,-0.0016044+0.00028249i,-0.00089289-4.2033e-05i,-0.00010327-5.0105e-05i,0.00023165+0.00050789i,-1.4654e-05+0.00069334i,-0.00074254+0.00039005i,-0.00030684-0.0001476i,-1.3829e-05-0.00013442i,-0.00068967-3.4173e-06i
-0.14943-0.13541i,-0.34189-0.18031i,-0.50157-0.093244i,-0.47526+0.051235i,-0.30779+0.076867i,-0.17607+0.00095438i,-0.13498-0.0052431i,-0.11158+0.068673i,-0.071924+0.1131i,-0.040102+0.098344i,-0.026095+0.056185i,-0.021665+0.020865i,-0.018211+0.003903i,-0.023672-0.0065646i,-0.033134-0.016809i,-0.038468-0.016299i,-0.035422+0.00086734i,-0.021265+0.01759i,-0.0091869+0.021391i,-0.0058844+0.019723i,-0.0022826+0.020395i,0.0049344+0.017985i,0.0053082+0.010747i
0.10256+0.18281i,0.25861+0.33042i,0.42896+0.40334i,0.48367+0.33983i,0.38304+0.20147i,0.23157+0.085674i,0.15609+0.017571i,0.15215-0.021613i,0.1415-0.036079i,0.10865-0.025653i,0.073122-0.0091775i,0.039753+0.0021917i,0.014406+0.017287i,0.0061234+0.036362i,0.0064501+0.043243i,0.0096319+0.035359i,0.016781+0.019339i,0.022284+0.0017482i,0.023207-0.0063178i,0.021236-0.0062577i,0.018595-0.009655i,0.012369-0.014738i,0.0061116-0.012207i
-0.021896-0.22081i,-0.068115-0.41423i,-0.10046-0.52538i,-0.10069-0.47772i,-0.10656-0.32411i,-0.13659-0.1748i,-0.15162-0.087375i,-0.12625-0.067341i,-0.088446-0.086648i,-0.065951-0.093817i,-0.049056-0.068743i,-0.02419-0.041199i,-0.0010488-0.03538i,0.010045-0.040781i,0.0069142-0.039986i,-0.003489-0.027332i,-0.0095848-0.013555i,-0.0088734-0.008784i,-0.0059957-0.011164i,-0.005355-0.012992i,-0.0090815-0.0076961i,-0.0096284+0.0020972i,-0.0069588+0.0059548i
-0.054463+0.18372i,-0.088223+0.29352i,-0.12224+0.28856i,-0.12745+0.19382i,-0.062821+0.1365i,0.037636+0.13298i,0.087899+0.11407i,0.052197+0.075586i,-0.01958+0.059716i,-0.047639+0.065582i,-0.021604+0.054219i,-0.0018449+0.024797i,-0.013369+0.012488i,-0.029975+0.018455i,-0.032545+0.026857i,-0.01957+0.027817i,-0.0058589+0.017626i,-0.0056482+0.0072123i,-0.012938+0.0048504i,-0.014603+0.0043198i,-0.0078126+0.00042966i,-0.0023397-0.0052111i,-0.003902-0.0052652i
0.071727-0.15692i,0.071315-0.21221i,0.030067-0.12278i,0.0020808+0.0024186i,-0.0069391-0.023489i,-0.032072-0.13088i,-0.04639-0.15176i,-0.026235-0.092568i,0.0044723-0.026567i,0.029076+0.0022992i,0.022422-0.012776i,-0.0069155-0.022724i,-0.0087495-0.0038392i,0.015053+0.010537i,0.029456+0.0016682i,0.020515-0.010482i,0.0052029-0.0048111i,0.0047057+0.0070601i,0.011625+0.0094397i,0.011471+0.0076041i,0.0055662+0.0074864i,-0.00053974+0.010836i,0.00064487+0.015027i
-0.1056+0.13829i,-0.078711+0.1957i,0.054405+0.12253i,0.12756-0.013948i,0.044831-0.013747i,-0.042992+0.096154i,-0.050068+0.1177i,-0.036317+0.060234i,-0.01489+0.017748i,0.0029236-0.013523i,-0.0041889-0.01134i,0.0017965+0.016256i,0.017179+0.0053724i,0.0050286-0.025932i,-0.020046-0.024845i,-0.022713+0.0007075i,-0.0021052+0.010662i,0.0086442-0.00033777i,0.004233-0.0076739i,0.00019879-0.0078634i,-0.0012946-0.0059789i,0.00069981-0.0023089i,0.0039831-0.0035481i
0.12126-0.10121i,0.098169-0.21527i,-0.077808-0.25142i,-0.22303-0.14658i,-0.14759-0.034475i,-0.0011456-0.033998i,0.02502-0.036783i,-0.0015974+0.0017765i,-0.017329+0.0099632i,-0.036603+0.0032885i,-0.028377-0.0020483i,-0.015984-0.025828i,-0.033594-0.025691i,-0.041486+0.0070374i,-0.018067+0.020465i,0.0035411+0.0032766i,-0.00054765-0.014806i,-0.010762-0.015158i,-0.0091245-0.0091939i,-0.0028014-0.0044028i,0.0024399+0.0013338i,0.0058623+0.0030592i,0.003288+0.0010677i
-0.17725+0.067736i,-0.25412+0.20728i,-0.17485+0.35654i,-0.0073775+0.35847i,0.050591+0.20926i,0.020023+0.081627i,0.030358+0.029406i,0.049799+0.011824i,0.040418+0.028211i,0.031103+0.048345i,0.01104+0.046667i,-0.011361+0.053732i,0.0015976+0.059342i,0.023986+0.035367i,0.014515+0.0065609i,-0.0097616+0.0046934i,-0.015684+0.020745i,-0.0077029+0.027144i,-0.0062559+0.018475i,-0.00783+0.0080525i,-0.0030176-0.0017535i,-0.0002527-0.010653i,-0.0041276-0.010689i
0.19658-0.0086271i,0.35623-0.072079i,0.40386-0.17543i,0.29698-0.20906i,0.15506-0.13884i,0.059127-0.086607i,-0.0051173-0.076322i,-0.012511-0.061727i,0.02488-0.061443i,0.042698-0.064041i,0.045945-0.041328i,0.060381-0.02678i,0.058379-0.036714i,0.030297-0.034553i,0.011189-0.011036i,0.016341+0.0016439i,0.024513-0.0046604i,0.024227-0.008992i,0.022752-0.0032047i,0.019141+4.2912e-05i,0.0059046-0.0023826i,-0.0076322+0.0008164i,-0.0070943+0.0069693i
-0.17706-0.089914i,-0.33597-0.13807i,-0.4128-0.13255i,-0.33816-0.083079i,-0.21084-0.032276i,-0.14179+0.019912i,-0.10562+0.051506i,-0.084833+0.032447i,-0.092664-0.00039906i,-0.091588-0.0088584i,-0.062874-0.011i,-0.044898-0.019535i,-0.049947-0.016021i,-0.041886-0.0050397i,-0.020048-0.009382i,-0.015971-0.018996i,-0.022789-0.014337i,-0.019652-0.0078567i,-0.012609-0.01156i,-0.011625-0.013042i,-0.0089678-0.0048019i,0.0006968+0.00068048i,0.0052967-0.0021655i
0.11947+0.14159i,0.21236+0.24068i,0.23951+0.27567i,0.1927+0.21936i,0.15739+0.12249i,0.16946+0.049693i,0.17103+0.021018i,0.12836+0.0223i,0.073822+0.039784i,0.042933+0.049777i,0.029681+0.031888i,0.018672+0.010384i,0.019739+0.010251i,0.017297+0.010153i,-0.0019155+0.0078445i,-0.010079+0.014783i,-0.00075855+0.013891i,0.0027341+0.0029978i,-0.0037183-0.001885i,-0.0063729+0.00098026i,-0.0034525+0.001794i,-0.0033567-0.00082431i,-0.0045165-0.0020821i
-0.058169-0.15875i,-0.091064-0.26097i,-0.069966-0.27079i,-0.031549-0.21023i,-0.076833-0.16009i,-0.16988-0.12318i,-0.19027-0.088136i,-0.13267-0.051748i,-0.054714-0.021579i,0.00051284-0.01733i,0.0017211-0.019394i,-0.020394-0.0093327i,-0.026934-0.0074475i,-0.020528-0.0074412i,-0.0075707-0.0015721i,-0.00042643-0.0016114i,-0.0046806-0.00073987i,-0.0071382+0.007773i,-0.001861+0.0129i,0.0039694+0.0092017i,0.0048146+0.0052235i,0.0038603+0.0066588i,0.0024305+0.0076812i
0.0011258+0.14648i,0.011426+0.20463i,0.0007807+0.13777i,-0.035759+0.049138i,-0.0091637+0.082993i,0.097191+0.1348i,0.14814+0.096962i,0.11069+0.02721i,0.052851-0.021953i,0.0049397-0.038948i,-0.0074141-0.018874i,0.011782+0.0076369i,0.01907+0.0184i,0.0081158+0.017717i,-0.0030565+0.013892i,-0.0038311+0.014503i,0.0035823+0.012506i,0.0064668+0.0022478i,-0.0004572-0.0078919i,-0.0077979-0.010132i,-0.0068354-0.0063555i,-0.002132-0.003617i,0.0006924-0.0023517i
0.023676-0.13084i,-0.028393-0.18551i,-0.11936-0.091853i,-0.12241+0.046215i,-0.052541+0.021009i,-0.057762-0.073895i,-0.10361-0.060542i,-0.10344+0.0035056i,-0.079596+0.040084i,-0.050814+0.054552i,-0.023+0.032972i,-0.013798-0.0063308i,-0.010036-0.019875i,0.0032363-0.01286i,0.013195-0.0084617i,0.0090251-0.01124i,-0.00053477-0.0095286i,-0.0039876+0.00090865i,-0.001202+0.011782i,0.002852+0.014597i,0.0052798+0.0091856i,0.0042594+0.0022362i,0.00098597-0.00088017i
-0.060869+0.12899i,0.0026725+0.2362i,0.17831+0.22294i,0.25846+0.083783i,0.15382+0.0046846i,0.074985+0.01239i,0.087421-0.011121i,0.086439-0.034933i,0.080263-0.019968i,0.077597-0.01718i,0.044191-0.012201i,0.012036+0.014815i,0.0062813+0.023751i,0.0025093+0.0077475i,-0.0076196+0.00091324i,-0.0071865+0.010966i,0.0058097+0.018612i,0.019009+0.013158i,0.023883+0.0012021i,0.02004-0.0062219i,0.0097801-0.0066038i,0.00017323-0.0038152i,-0.0025008+0.00030408i
0.10211-0.11529i,0.089945-0.28264i,-0.078107-0.38852i,-0.22072-0.29174i,-0.17487-0.12346i,-0.1064-0.05374i,-0.1196-0.015098i,-0.094446+0.014608i,-0.052099-0.020048i,-0.052355-0.044454i,-0.033693-0.028225i,0.00072984-0.026402i,0.0058364-0.034556i,-0.0027538-0.027054i,-0.0005311-0.017112i,0.0045345-0.022359i,0.0018324-0.035456i,-0.0080054-0.041014i,-0.016385-0.034503i,-0.016236-0.021904i,-0.011264-0.010046i,-0.0046856-0.0022488i,0.0033883-0.00077384i
-0.16796+0.061145i,-0.26396+0.23016i,-0.19583+0.42481i,-0.018444+0.42017i,0.051311+0.2422i,0.028575+0.13439i,0.048607+0.10502i,0.041379+0.052412i,-0.016886+0.044259i,-0.028044+0.065121i,-0.013556+0.042171i,-0.021206+0.021255i,-0.028571+0.026017i,-0.023436+0.026444i,-0.021802+0.018111i,-0.02826+0.019364i,-0.030689+0.032617i,-0.023367+0.039663i,-0.012759+0.032553i,-0.004592+0.01911i,0.0025576+0.007854i,0.0043994-0.00077722i,-0.0020367-0.0073725i
0.18132+0.034556i,0.36759-0.051686i,0.43409-0.22938i,0.28859-0.31606i,0.12059-0.2308i,0.081135-0.14996i,0.067695-0.1411i,0.042202-0.088765i,0.062855-0.027372i,0.071022-0.0171i,0.040663-0.0099994i,0.028188-0.0013655i,0.033133-0.0061629i,0.029887-0.0075111i,0.022467-4.5441e-05i,0.025856+0.002181i,0.033443-0.0061931i,0.028479-0.011759i,0.016818-0.0088819i,0.0076923-0.0058774i,-0.0010972-0.0062023i,-0.0086724-0.0024288i,-0.0095121+0.0066314i
-0.12927-0.13563i,-0.32684-0.19818i,-0.48062-0.12463i,-0.42277+0.035393i,-0.25617+0.11787i,-0.18834+0.11977i,-0.16654+0.11976i,-0.10087+0.077881i,-0.060078+0.0021156i,-0.046778-0.025358i,-0.019482-0.01511i,-0.0096505-0.011158i,-0.023673-0.008673i,-0.029361-0.0022938i,-0.02206-0.0030717i,-0.022101-0.010331i,-0.027616-0.0090128i,-0.020914-0.0014459i,-0.0096359-0.0010027i,-0.0093962-0.0030519i,-0.010644+0.0033823i,-0.0012675+0.010904i,0.0077992+0.008223i
0.028843+0.17655i,0.1247+0.34596i,0.25633+0.3956i,0.30602+0.24368i,0.25642+0.065238i,0.23068-0.0111i,0.20562-0.05748i,0.10889-0.070765i,0.021968-0.022267i,-0.0019939+0.0087746i,-0.0035014-0.0038389i,-0.0002953-0.0071202i,0.013839+0.0071706i,0.025469+0.011439i,0.019685+0.0093357i,0.010844+0.016396i,0.012854+0.01941i,0.014052+0.0083579i,0.0086775+0.0015147i,0.0066262+0.0068779i,0.010462+0.0065209i,0.01029-0.0047996i,0.0053014-0.0098072i
0.082081-0.1475i,0.12648-0.32826i,0.084441-0.44022i,-0.028921-0.35371i,-0.10243-0.18421i,-0.13798-0.093182i,-0.15328-0.019859i,-0.098274+0.05351i,-0.019123+0.061923i,0.0074503+0.040076i,-0.0028963+0.028669i,-0.011363+0.013369i,-0.01427-0.0083722i,-0.01503-0.019453i,-0.0095186-0.01818i,-0.0018023-0.018895i,-0.0024286-0.021199i,-0.0085284-0.016605i,-0.008309-0.011669i,-0.0028692-0.011792i,-0.0023421-0.010562i,-0.0057518-0.0047518i,-0.0061282+0.0008772i
-0.15247+0.068634i,-0.29774+0.16017i,-0.34029+0.23895i,-0.20886+0.22066i,-0.050822+0.12333i,0.025613+0.048152i,0.063724-0.0014009i,0.071545-0.051367i,0.057458-0.072839i,0.052931-0.069118i,0.0434-0.051818i,0.026023-0.017366i,0.013267+0.011377i,-0.00031133+0.0164i,-0.013788+0.011912i,-0.020411+0.015521i,-0.014768+0.023946i,-0.0059034+0.025712i,-0.0072239+0.021185i,-0.011102+0.015214i,-0.0095225+0.0098102i,-0.0043239+0.0055029i,0.00099811+0.0020517i
0.14006+0.04591i,0.29469+0.077946i,0.36237+0.069637i,0.24964+0.015582i,0.078762-0.023118i,-0.01954-0.019733i,-0.057286-0.0005394i,-0.07192+0.013321i,-0.085292+0.0063137i,-0.10494-0.0012632i,-0.092945+0.0062309i,-0.044216-0.0037767i,-0.0074485-0.02468i,0.0048457-0.021688i,0.012292-0.0047261i,0.018633-0.00030359i,0.019955-0.0081728i,0.018315-0.01202i,0.019661-0.0070454i,0.020148-0.002674i,0.014755-0.0035323i,0.0059435-0.0043522i,-0.0012911-0.0033452i
-0.073541-0.12389i,-0.15348-0.2516i,-0.18963-0.28928i,-0.13995-0.17386i,-0.062239-0.035985i,-0.009851+0.023367i,0.012448+0.036611i,0.022193+0.042473i,0.028451+0.059962i,0.046746+0.078523i,0.057556+0.062732i,0.027196+0.032064i,-0.010825+0.019994i,-0.021702+0.012473i,-0.018021+0.0015756i,-0.014123-0.0014416i,-0.01166+0.002459i,-0.006959+0.0048288i,-0.0020673+0.00068969i,-0.0026481-0.0039329i,-0.0063908-0.0020058i,-0.0072837+0.0031943i,-0.003625+0.0062893i
-0.033545+0.12704i,-0.073699+0.26571i,-0.092184+0.3172i,-0.060664+0.2095i,-0.024332+0.070758i,-0.0085771-0.004028i,0.01457-0.038033i,0.031735-0.054188i,0.038861-0.059585i,0.035391-0.068424i,0.014358-0.062922i,0.0050083-0.031321i,0.014803-0.0045359i,0.01856+0.0060007i,0.011859+0.0079776i,0.0041273+0.0017809i,0.0006291-0.0060478i,0.0014763-0.011357i,0.0012645-0.013553i,0.00010765-0.010342i,0.0011717-0.0041143i,0.0041459-0.00018353i,0.006836-0.00010929i
0.11431-0.072519i,0.23824-0.14369i,0.29899-0.16405i,0.20958-0.095511i,0.0862+0.0031864i,0.026066+0.058494i,-0.016646+0.054461i,-0.054608+0.02848i,-0.071688+0.005934i,-0.073363+0.0038832i,-0.051478+0.014289i,-0.02168+0.0071645i,-0.011186-0.0076628i,-0.0061132-0.012563i,0.00095966-0.010143i,-3.4695e-05-0.0019941i,-0.0049354+0.0058048i,-0.0091403+0.0072441i,-0.011129+0.0042703i,-0.01014+0.00090906i,-0.0058773-0.0021767i,-0.0010251-0.0052674i,-0.0014706-0.00671i
-0.13463-0.020671i,-0.28154-0.055091i,-0.35218-0.089324i,-0.2392-0.085223i,-0.061738-0.07928i,0.023293-0.091536i,0.031412-0.061481i,0.027268+0.0056357i,0.029311+0.056107i,0.041792+0.062183i,0.040413+0.033452i,0.015078+0.015439i,-0.00092383+0.01939i,-0.0026447+0.015299i,-0.0063235+0.0028583i,-0.0069258-0.0031639i,-0.0016112-0.0027465i,-1.9438e-05+0.0010073i,-0.0023403+0.0051114i,-0.0021155+0.006416i,-0.0012082+0.0057243i,-0.0025841+0.0043519i,-0.0043207+0.004841i
0.10142+0.10329i,0.19811+0.21686i,0.23484+0.28749i,0.15098+0.21784i,0.025402+0.10088i,-0.034099+0.055274i,-0.0092819+0.034405i,0.037854-0.005766i,0.057022-0.046651i,0.036184-0.06741i,0.0045472-0.051583i,0.0038336-0.020578i,0.018196-0.011613i,0.013548-0.012681i,-0.00044435-0.0050101i,-0.0069064+0.0037854i,-0.0048739+0.0084559i,-0.0002277+0.010024i,0.0019757+0.0081409i,1.1628e-05+0.0025641i,-0.0023766-0.0018309i,-0.0011289-0.0011999i,0.0019549+0.00025492i
-0.024027-0.13347i,-0.038974-0.289i,-0.02887-0.36984i,-0.0025033-0.27326i,0.018399-0.13296i,0.015695-0.079078i,-0.028948-0.073841i,-0.070454-0.064188i,-0.079479-0.042075i,-0.067527-0.011165i,-0.037818+0.011108i,-0.012512+0.0026995i,-0.012032-0.013401i,-0.015685-0.0088737i,-0.0065473+0.0025311i,0.0067476+0.0045419i,0.01446-0.00048567i,0.017006-0.0042846i,0.014031-0.0024834i,0.0083431+0.0040078i,0.0052425+0.0066559i,0.0032213+0.0017294i,9.8785e-05-0.0012757i
-0.054786+0.11726i,-0.13047+0.25114i,-0.18185+0.31442i,-0.14816+0.22936i,-0.093719+0.11388i,-0.060334+0.08076i,-0.014057+0.10376i,0.015833+0.10974i,0.012902+0.089681i,0.013091+0.063394i,0.014581+0.02627i,-0.0012118+0.0018999i,-0.013021+0.0069742i,-0.0072965+0.011662i,-0.0022315+0.0037818i,-0.0070637-0.0046151i,-0.013668-0.0086599i,-0.013803-0.010667i,-0.004881-0.010359i,0.0066943-0.0091138i,0.0080368-0.0082273i,0.0006829-0.0028848i,-0.0019844+0.0023659i
0.10114-0.068619i,0.22968-0.13793i,0.29964-0.16749i,0.22374-0.12162i,0.11536-0.051411i,0.078989-0.041546i,0.06818-0.090959i,0.054328-0.10535i,0.055438-0.074785i,0.049891-0.049029i,0.022979-0.025271i,0.0090825-0.0010906i,0.013878+0.0033774i,0.010829-0.0027375i,0.0022518+0.00082322i,5.619e-06+0.0095783i,0.0011324+0.016131i,-0.00017925+0.016013i,-0.0050325+0.0054398i,-0.011171-0.0058663i,-0.013391-0.0065463i,-0.0071377-0.0019075i,-0.00018972-0.00035545i
-0.11247+0.0089502i,-0.24865-0.0059833i,-0.32309-0.017486i,-0.24593-0.0020318i,-0.12477+0.0079074i,-0.099413+0.009993i,-0.12454+0.036541i,-0.11445+0.041038i,-0.091148+0.0041351i,-0.073167-0.018883i,-0.043577-0.014451i,-0.020099-0.012195i,-0.018538-0.0094116i,-0.013769-0.0010514i,0.0015769-0.0018825i,0.0096451-0.0092769i,0.012305-0.01334i,0.013849-0.010905i,0.011274-0.0022302i,0.0075293+0.0068128i,0.0054262+0.010617i,0.003302+0.0078209i,-0.00025503+0.0030985i
0.097342+0.051293i,0.19703+0.12394i,0.25109+0.16476i,0.20444+0.11449i,0.12689+0.047398i,0.10968+0.041899i,0.12671+0.047983i,0.098878+0.042666i,0.044379+0.058363i,0.018002+0.067426i,0.010267+0.041919i,0.0027598+0.021575i,0.0049815+0.021316i,0.0067511+0.011987i,-0.0063606-0.0010501i,-0.018938+0.00046134i,-0.021249+0.006042i,-0.016714+0.0044927i,-0.009832-0.00211i,-0.0034205-0.0082295i,0.0017039-0.0096596i,0.0042033-0.0065173i,0.0042706-0.0019713i
-0.047248-0.092845i,-0.097234-0.2015i,-0.12696-0.26i,-0.11789-0.19823i,-0.093983-0.11642i,-0.076929-0.10408i,-0.069569-0.10522i,-0.037729-0.069268i,0.020839-0.039914i,0.043783-0.03845i,0.020791-0.026275i,0.0053677-0.0074113i,0.0063294-0.0092999i,0.0010432-0.010093i,-0.00051486+0.0019342i,0.010053+0.0052453i,0.017683-0.0001813i,0.014491-0.0011306i,0.0040035+0.0016893i,-0.0065154+0.0037579i,-0.010699+0.0032065i,-0.0090299-0.000479i,-0.0058092-0.002461i
-0.0013136+0.086168i,-0.014178+0.19467i,-0.021441+0.25702i,-0.0038627+0.21145i,0.01256+0.14208i,0.0072706+0.11971i,0.0047579+0.10354i,0.0025856+0.046182i,-0.022622-0.016612i,-0.043253-0.026199i,-0.021724-0.0037631i,0.0049686+0.0031596i,0.0044406+0.0028324i,0.0027653+0.0062031i,0.0037085+0.0024774i,-0.0070385-0.0039067i,-0.016365-0.0042352i,-0.013937-0.00075127i,-0.0044154+0.0040695i,0.0049191+0.0081497i,0.0087486+0.0079365i,0.0071613+0.0052252i,0.0038483+0.0028476i
0.040734-0.061863i,0.099195-0.14204i,0.13545-0.19553i,0.10243-0.17938i,0.053902-0.13298i,0.039995-0.10867i,0.026311-0.087827i,-0.0077023-0.035646i,-0.025501+0.026802i,-0.012092+0.047137i,-0.0013673+0.017065i,-0.007268-0.012218i,-0.0088424-0.016559i,-0.0067098-0.014017i,-0.0070748-0.0069031i,-0.00096659+0.0047354i,0.0053713+0.0091414i,0.0046477+0.0059i,0.0044613-0.00012436i,0.0060125-0.0064762i,0.004384-0.010596i,0.0012425-0.0096222i,0.00022036-0.0048565i
-0.051602+0.03496i,-0.12982+0.068798i,-0.18528+0.093307i,-0.16253+0.099011i,-0.10539+0.087838i,-0.081242+0.074246i,-0.055297+0.064369i,0.0051092+0.046547i,0.057377+0.015229i,0.062019-0.0094463i,0.031721-0.005525i,0.007404+0.013017i,-0.0023394+0.01924i,-0.0061651+0.017873i,-0.0028904+0.011891i,0.00056805+1.2463e-05i,-0.00018696-0.0045038i,-2.1068e-05-0.00020313i,-0.00021386+0.00134i,-0.005329-0.001106i,-0.011904+1.294e-05i,-0.011866+0.0036307i,-0.00659+0.0041959i
0.051565-0.0035374i,0.12486-0.0015994i,0.18024+0.0016223i,0.1741-0.009336i,0.13342-0.025116i,0.10141-0.032953i,0.065462-0.04859i,0.012665-0.071951i,-0.034592-0.08131i,-0.051752-0.065807i,-0.03236-0.039289i,-0.0023185-0.026878i,0.011087-0.023094i,0.011259-0.016243i,0.0060282-0.0093395i,0.00047585-0.0012345i,0.0010255+0.0040043i,0.0049501+0.0020701i,0.0068501-0.00066074i,0.0073337+0.0018688i,0.010143+0.005802i,0.011657+0.0051641i,0.0077014+0.0024054i
-0.04604-0.017755i,-0.10263-0.047543i,-0.14504-0.069275i,-0.14263-0.061861i,-0.119-0.042865i,-0.10388-0.019271i,-0.092001+0.024739i,-0.071881+0.071222i,-0.04669+0.096872i,-0.022104+0.089874i,-0.011645+0.051938i,-0.021987+0.01934i,-0.030211+0.011088i,-0.024888+0.0085665i,-0.013922+0.0035123i,-0.0037265-0.0017918i,0.001505-0.0075447i,0.00097067-0.010393i,-0.0020594-0.0095272i,-0.0031736-0.0083307i,-0.0036136-0.0084346i,-0.0042912-0.0079287i,-0.0022362-0.004203i
0.024787+0.02547i,0.054343+0.068495i,0.076071+0.10191i,0.076293+0.099174i,0.064385+0.085097i,0.073828+0.065937i,0.10017+0.024926i,0.10808-0.015356i,0.10195-0.033732i,0.079071-0.036063i,0.041429-0.018851i,0.023549+0.0092825i,0.027227+0.018489i,0.025487+0.010886i,0.013829+0.0051601i,0.0014556+0.0024824i,-0.0076991+0.003029i,-0.011748+0.0042073i,-0.01205+0.0039835i,-0.011417+0.0033619i,-0.00955+0.0043658i,-0.0065363+0.0054171i,-0.0044372+0.0022333i
-0.0099286-0.032001i,-0.019855-0.075374i,-0.031904-0.10852i,-0.036057-0.10352i,-0.02508-0.083458i,-0.029588-0.083434i,-0.064496-0.080833i,-0.084123-0.061756i,-0.079581-0.054672i,-0.06597-0.046004i,-0.035604-0.026171i,-0.0081989-0.022957i,-0.0075731-0.029284i,-0.01403-0.022339i,-0.010409-0.0089682i,-0.0033563-0.00098665i,0.0036556+0.0028974i,0.0085606+0.0056155i,0.008931+0.0080302i,0.0091518+0.0095992i,0.011968+0.0078897i,0.011768+0.0041271i,0.0067079+0.0037182i
-0.00081591+0.023547i,-0.0077589+0.056443i,-0.013179+0.088987i,-0.010079+0.093899i,-0.012945+0.073304i,-0.02023+0.07023i,-0.0082245+0.083054i,0.0013097+0.080497i,-0.010884+0.08109i,-0.012994+0.079124i,-0.0047739+0.048699i,-0.0085399+0.024194i,-0.0095164+0.025341i,-0.001202+0.021382i,0.00064872+0.0072528i,-0.002855-0.0003766i,-0.003724-0.0028014i,-0.0019622-0.005412i,0.0035276-0.0079267i,0.0062701-0.010438i,0.0018409-0.011696i,-0.0013064-0.0098292i,0.0019002-0.0074332i
0.010135-0.014968i,0.025523-0.042001i,0.041392-0.069319i,0.039918-0.07377i,0.033016-0.051173i,0.040072-0.036836i,0.04829-0.043767i,0.0549-0.039804i,0.07377-0.02982i,0.074385-0.03555i,0.040427-0.031041i,0.017749-0.015082i,0.015407-0.013833i,0.0073142-0.013968i,0.00044446-0.0035653i,0.0022689+0.0029496i,0.0019047+0.003964i,-0.0028496+0.0032332i,-0.0075768-0.0014794i,-0.0098985-0.0039586i,-0.0093764-0.0010546i,-0.0091379+0.0017145i,-0.011392+0.0017859i
-0.01379+0.0099847i,-0.034612+0.027175i,-0.055583+0.04664i,-0.051342+0.051456i,-0.029483+0.029036i,-0.027831+0.00060327i,-0.045106-0.0086482i,-0.05523-0.018488i,-0.06398-0.037378i,-0.069071-0.0302i,-0.042186-0.005487i,-0.012647-0.00024836i,-0.0097453-0.0013422i,-0.0094783+0.0026996i,-0.0045746-0.00019726i,-0.0039367-0.0046497i,-0.0014021-0.0030927i,0.0037262+0.0023284i,0.0056018+0.0085459i,0.0063423+0.010137i,0.0073759+0.0073509i,0.0097183+0.006476i,0.012904+0.0073833i
0.0078127-0.0096048i,0.029472-0.019513i,0.055472-0.031523i,0.056364-0.040327i,0.023443-0.033208i,-0.00078521-0.008365i,0.0036865+0.015781i,0.004053+0.03466i,-0.0024701+0.058264i,0.0093208+0.060344i,0.015844+0.02507i,0.0032265-0.0019772i,0.0012652-0.0029926i,0.0063531-0.0017368i,0.0044945-1.821e-05i,0.0031232+0.0045491i,0.0017223+0.0035559i,0.00046253-0.0030894i,0.0014797-0.010109i,-0.00099259-0.012663i,-0.0053324-0.010939i,-0.0067273-0.010938i,-0.0081093-0.012917i
-0.017245+0.0056555i,-0.040359+0.0069152i,-0.073992+0.0082133i,-0.086722+0.019928i,-0.055114+0.040107i,-0.0093991+0.039677i,0.015645+0.019011i,0.035186+0.0089278i,0.059752-0.0049003i,0.05225-0.026354i,0.016525-0.0179i,-0.00083325+0.0043005i,-0.0039268+0.0045939i,-0.0099351-0.0010065i,-0.0093055-0.0024231i,-0.0049605-0.0067392i,-0.0045457-0.005862i,-0.007038+0.00037049i,-0.01087+0.0057875i,-0.010968+0.01011i,-0.0066703+0.011674i,-0.004313+0.011902i,-0.0040454+0.014349i
0.013272-0.00081233i,0.035784+0.0042959i,0.065984+0.020006i,0.088363+0.026423i,0.084497-0.0042419i,0.050715-0.042329i,0.012869-0.056358i,-0.012638-0.070571i,-0.042889-0.077569i,-0.055886-0.048951i,-0.025633-0.016582i,0.0049491-0.011002i,0.010834-0.006551i,0.011804+0.00064633i,0.0074999-0.00014385i,-0.0015194+0.0042532i,-0.00175+0.010374i,0.006153+0.011781i,0.014678+0.010932i,0.01786+0.0063296i,0.015602+0.0019225i,0.014378-0.00050585i,0.014896-0.0046768i
-0.013092-0.011202i,-0.035591-0.02544i,-0.058126-0.05472i,-0.076283-0.074195i,-0.096961-0.051096i,-0.096413+0.0013562i,-0.072222+0.042532i,-0.059573+0.072159i,-0.043394+0.094468i,-0.012161+0.078234i,-0.0043224+0.030635i,-0.019034+0.0020584i,-0.022409-0.0040867i,-0.018894-0.0052064i,-0.013956+0.00052713i,-0.0014839+0.0027209i,0.0061354-0.0047141i,0.0048794-0.014819i,0.00035578-0.021938i,-0.0053412-0.018937i,-0.0070651-0.011232i,-0.00786-0.0094341i,-0.011239-0.0079764i
