0.0034825+9.486e-05i,0.0023943-0.00080115i,0.0013564-0.0030164i,-0.0021127-0.0028664i,-0.0046234-0.0021624i,-0.0042022-0.0004145i,-0.0023957+0.0015901i,-0.00057948+0.0014162i,0.00067768+0.00038407i,0.00077665-0.00070342i,0.00044269-0.00086972i,0.00080683-0.00040681i,0.0003325+0.00045827i,-0.00072686+0.000786i,-0.0016044+0.00028249i,-0.00089289-4.2033e-05i,-0.00010327-5.0105e-05i,0.00023165+0.00050789i,-1.4654e-05+0.00069334i,-0.00074254+0.00039005i,-0.00030684-0.0001476i,-1.3829e-05-0.00013442i,-0.00068967-3.4173e-06i
0.0010802-0.0015142i,1.1207e-06-0.001087i,-0.00069135-0.0014776i,-1.9345e-05-0.00085143i,-0.0012301+0.00011094i,-0.0011933-0.00095478i,0.00046632-0.0023043i,-7.5954e-06-0.0027834i,-0.0014566-0.0020299i,-0.001665-0.0010562i,-0.0015479+3.1271e-05i,-0.0018035+0.00050056i,-0.0015656-0.00065982i,-0.00071172-0.00088174i,-0.00038572-0.00088129i,-9.7945e-05-0.0012087i,0.0011569-0.00059999i,0.0013162+0.00039326i,0.00034992+0.00083655i,-0.00025293-0.00028103i,-0.00040886-0.00068391i,-0.00015378-0.00010843i,-0.00024605-0.00069565i
0.00059376-0.00059447i,0.0010666-0.0010779i,0.0011869-0.0017717i,0.00043886-0.0017298i,8.6002e-05-0.00076439i,3.2385e-05-0.00039821i,-9.6891e-06-0.00015211i,-0.00032086-0.00017173i,-0.0002529-0.00073211i,0.00066706-0.0010495i,0.0010192-0.00034414i,0.0010308-0.00022447i,0.0004875-0.00053561i,-0.00036596-2.3763e-05i,-0.0014599+0.00079737i,-0.0020169+0.00090444i,-0.0012022-0.00018903i,-0.0010374-0.0010425i,-0.0014116-0.00047128i,-0.00087924-2.1734e-05i,-0.0002213+0.00022109i,6.5469e-05-0.00023112i,0.00057355-0.0012576i
0.0011691-0.00090174i,0.00077862-0.0010641i,0.00051157-0.0015135i,0.00067283-0.00073039i,0.00072969+0.00030673i,0.00034159-0.00039794i,-0.00025987-0.00083949i,-0.00027129-0.00051482i,-0.00077964-5.9939e-05i,-0.0012726+0.00047792i,-0.00095435+0.0014083i,-0.00043648+0.0011459i,-0.00027599+0.00012116i,-0.00024241-0.00036588i,0.00037505-0.00012466i,0.00098623+0.00064144i,0.0010423+0.00079356i,0.00097991+0.00023574i,0.0010214-0.00054451i,0.00094605-0.00075579i,0.00079013-0.00043349i,0.00024711+6.2256e-05i,-0.00043272+0.00010096i
-0.0043553-0.00069473i,-0.0038508+0.0010849i,-0.0025782+0.0028432i,-5.6118e-05+0.0040773i,0.00089038+0.0041425i,0.0010169+0.0016925i,0.0010574-0.00041821i,0.00051856-0.00051662i,0.00034002-0.00030537i,0.00067002-0.00044873i,0.00049417-0.00098014i,0.00014003-0.00095385i,6.9408e-05-0.00038306i,-0.00018311-0.00030734i,-0.00094441-0.00079836i,-0.0011964-0.00096816i,-0.00051869-0.00082538i,0.00043138-0.00095638i,0.00035939-0.00069208i,0.00034127-0.00054609i,-0.0001607-0.00081977i,-0.00031623-0.00082816i,0.00016376-0.00074571i
0.00058032-0.0022852i,-0.00010103-0.0031344i,-5.9549e-05-0.0042846i,-0.0013664-0.0042007i,-0.0025065-0.0028225i,-0.0017918-0.0017089i,-0.0014496-0.0014412i,-0.00062901-0.00066244i,3.8598e-05+0.00018763i,-0.00047951+9.1862e-05i,-0.00027839-0.00048268i,0.00056264-0.00076294i,0.0012398-0.00051028i,0.0016708+0.00033192i,0.001287+0.001156i,-0.00039041+0.0012979i,-0.0018464+0.00083777i,-0.0013122-1.8569e-05i,-0.00035255-0.00033224i,-0.00055207-8.3649e-05i,-0.00055359+0.00018624i,-0.00057289+0.00077255i,-0.00089029+0.00086353i
0.0015303-0.0021344i,0.00041903-0.001866i,-0.0013536-0.0017869i,-0.0031366-0.00094879i,-0.0036953+0.00039302i,-0.002603+0.0011654i,-0.00088671+0.00057237i,-0.00011921-0.00032579i,-0.00056121-0.00043204i,-0.00095288-0.00043588i,-0.00095668-0.00025928i,-0.00068517-4.9115e-05i,-0.00017203+0.00019283i,0.00059129+0.00060287i,0.0007093-0.00037626i,0.00043849-0.00097927i,0.00054564-0.00037757i,0.00085951+3.8314e-05i,0.00052645-0.00018359i,-0.00045312+6.606e-05i,-0.00098844+0.00032397i,-0.00035126+0.00035361i,-1.2666e-05+0.00070171i
-0.00089309-0.0011919i,-0.0018398-0.0012382i,-0.0017086-0.00031888i,-0.00033622+0.0017578i,0.00048944+0.0022879i,0.0005927+0.00058453i,0.00028722-0.0008089i,0.00035867-0.0010018i,0.00042334+0.00036256i,0.00036504+0.0017377i,0.00093475+0.0013644i,0.0010051+0.0007156i,0.00033224+0.00063297i,-0.0001912+0.00025137i,-0.0008441-0.00028139i,-0.0014688-0.00015119i,-0.00073785-0.00018627i,0.00030373-0.00082865i,-0.00060788-0.00067645i,-0.0013045-0.00039334i,-0.0010262-0.00057255i,-0.00084858-0.0006264i,-0.00088142-0.0004056i
-0.00098263+0.0018844i,-0.00092888+0.0013521i,0.00074154+0.00062437i,0.0015847-0.00023327i,0.0015388-0.00070288i,0.00072538-0.0012993i,-0.00045464-0.0012907i,-0.00068498-0.00010889i,-0.00075957+0.00051241i,-0.0008492+2.663e-05i,-0.0007079-0.00028523i,-0.00034731-0.00016179i,-0.00029815-0.00040713i,-0.00027552+0.00010111i,0.0007081+0.0001421i,0.0011847-0.00013925i,0.00034814+0.00067415i,5.1286e-05+0.00095274i,-0.00013772+0.00016229i,-0.00076823-0.00025363i,-0.0007728-0.00028644i,0.00015677-0.00048161i,0.00059557+6.2696e-07i
0.00087268+9.1854e-05i,0.000862+0.00022698i,-9.6342e-05-0.00032622i,-0.0005685-0.00019893i,-0.00043544+0.00068045i,9.031e-05+0.001042i,0.0003006+0.00058058i,5.1189e-05+1.6369e-05i,0.00060467-0.00047451i,0.00056556-0.00063021i,0.00064155-0.0011301i,0.00091445-0.0013826i,-0.00018138+2.9913e-05i,-0.0006838+0.00083351i,-0.00096207+0.00041162i,-0.00041805-0.00060133i,9.3212e-05-0.00053286i,-0.00045219-0.0003986i,-0.00017966-0.0005379i,-0.00010024-0.00031231i,7.2636e-05-0.00012499i,0.00062089-0.00034847i,0.0010566-0.00057258i
0.00081775+0.00098552i,0.00079813-1.0858e-05i,0.0015982-0.00063058i,0.002088-0.00021871i,0.00067958-0.00049466i,-0.00021568-0.0017678i,5.6197e-05-0.0019829i,0.00040923-0.0015372i,-2.8601e-05-0.0011002i,-0.00031596-0.00042503i,0.00036522+2.8502e-05i,0.00092459+1.8232e-05i,0.00036976+0.0001165i,-0.00117+0.00038237i,-0.0016112-2.7904e-05i,-0.0015146-0.0008689i,-0.00094114-0.0017241i,8.9397e-05-0.0012122i,0.00036934-0.00059335i,-8.0346e-05-0.00085324i,-0.00046032+0.00010392i,-7.5874e-05+0.00085033i,0.00063479+0.00081389i
-0.0018707+0.0015804i,-0.0014743+0.0018506i,-0.0016054+0.0026465i,-9.5411e-05+0.0019652i,0.0012216+0.00031007i,0.00044845-0.00095917i,-0.00036242-0.0017102i,-0.00011085-0.0019274i,-0.00095968-0.0013005i,-0.0012563-0.0016041i,-0.00089897-0.0020128i,-0.00036434-0.001741i,0.00029024-0.0015038i,7.4397e-05-0.0008353i,0.00075271-0.00050003i,0.00086467-0.00038409i,-0.00015412+0.00046814i,-0.00033029+0.0011516i,-0.00032053+0.00038989i,0.00039606-0.0007943i,0.00073506-0.00033336i,-0.00017076+0.00027428i,-0.0001994-0.00029447i
-0.00088763+0.0002732i,-0.00013905-0.0015409i,0.00035964-0.0017903i,-5.5024e-05-0.00092517i,0.00015986-0.00037716i,0.00035951-0.00015748i,-0.00020135+0.00025419i,0.00014803-4.1859e-05i,0.0010792+0.00036941i,0.00044597+0.001117i,8.051e-05+0.00078886i,-8.0466e-06+0.0010651i,-0.00022633+0.00096251i,-0.00024714-0.00014397i,-0.00025774-0.001062i,-0.00029705-0.00099695i,-0.00020257-9.9138e-05i,-0.00032446+0.00077055i,-0.0010242+0.00095068i,-0.0013723+0.00024444i,-0.00058997-0.00054952i,-0.00044314-0.00026857i,-0.00094876-5.7423e-05i
7.6713e-05+0.00025973i,2.1046e-05-0.00057516i,9.4447e-05-0.00032084i,-0.0010015-0.00034939i,-0.0018136-0.00093273i,-0.0018657-0.00052522i,-0.000982-0.00040733i,-0.00040053-0.00033378i,-0.00030506+0.00018936i,-0.0006121-0.00029509i,-0.00094865-0.00048887i,-0.00096476-9.6509e-05i,-0.00072192+7.9529e-05i,-0.0002741+0.00019513i,-0.00018975+0.00069066i,-0.00023669+0.00036038i,0.00021165-0.00055838i,0.00067681-0.00079133i,0.00072936-0.00010675i,0.00090392+0.00087512i,0.0010455+0.0011402i,0.00038465+0.00087497i,8.6264e-05+0.00050195i
-8.0685e-05-0.00030353i,-0.00040502+6.4401e-05i,-0.00076096+0.0011506i,0.00043744+0.002192i,0.0012215+0.001562i,0.0014438-0.001012i,0.0015089-0.0016938i,0.00095535-0.00070798i,0.00043349-0.00066806i,0.00034474-0.00089551i,0.0010224-0.00027187i,0.0012786-1.7299e-05i,0.00069291-9.573e-05i,6.824e-05-0.00015608i,-0.00038425-0.0002817i,0.00055416-0.00065812i,0.00053155-0.00064662i,-0.00031179-4.0965e-05i,-0.0004818+0.00012637i,-0.0006626+7.8275e-05i,-0.00063394-5.4679e-05i,-6.0593e-05-0.00031106i,0.00061291-0.00038289i
0.00036288+0.0010638i,0.00011081+0.00014667i,0.00042532-0.0001984i,0.00051433-0.00089287i,-6.7342e-05-0.00083615i,-0.00070568-0.00014909i,-0.0011991+0.00067536i,-0.00069895+0.0010745i,-0.00014117+0.00046912i,-0.00028909+0.0001466i,-2.58e-05+6.2479e-05i,0.00054053-0.00040902i,0.00069952-0.00017333i,0.00019657+0.00046851i,-0.00072543+0.00093237i,-0.0013762+0.00050919i,-0.00089476+5.9062e-05i,0.00032054+4.5427e-05i,5.7624e-05-0.00081175i,-0.0007166-0.0012883i,-0.001162-0.00077004i,-0.0015624-0.00097999i,-0.00077995-0.00088907i
0.0019721-0.00071234i,0.0010587-0.0012004i,0.00054336-0.0023711i,-0.0001931-0.001798i,-0.00041932-0.00053815i,-0.00036-0.00021898i,-0.00025627-0.00087178i,-6.5428e-05-0.001182i,0.00017543-0.0016789i,0.00026145-0.0020645i,0.0004671-0.00098413i,0.00092461-0.00010016i,0.00069142+0.00034925i,8.1931e-05-0.00010411i,-0.00041401-0.00055685i,-0.00097708-3.0457e-05i,-0.00075686+0.00026829i,-0.0002315+0.00023769i,0.0003838+6.3136e-05i,0.0013963+0.00026674i,0.0014147+0.00033077i,0.000682+0.00039565i,0.00012543-0.00020688i
0.00049427-0.0018832i,-0.00021072-0.0014466i,-0.0013401-0.0022635i,-0.0020769-0.0022152i,-0.0023729-0.00085758i,-0.0013218-0.00033157i,-9.142e-05+8.0325e-05i,-6.3044e-05+0.00049188i,-0.0002065+0.00096995i,-0.00072048+0.00079019i,-0.00048147-6.6396e-05i,0.00092586-0.00042961i,0.00089005-0.00029817i,-5.2454e-05-0.00044153i,-0.00086069-0.00053956i,-0.0011481-0.00024532i,-0.0013253+4.2953e-05i,-0.00024479+9.3689e-05i,0.00075908-0.00057022i,0.00012861-0.0012024i,-0.00035346-0.0013937i,7.2818e-05-0.00095599i,-0.00022926-0.00022409i
-0.0011817+0.0011065i,-0.00022272+0.00046152i,-0.00035217+0.00016898i,-0.00037923+0.00097926i,-0.00049844+0.0013307i,-0.00030742+0.00044452i,-7.1481e-06-0.00028523i,0.00042312-0.00073828i,-4.6598e-05-0.00027717i,-0.00086121+0.00036836i,-0.00084165-6.9463e-05i,-9.2166e-05-0.0004826i,0.00066368-0.00049675i,0.00082484-0.00061373i,0.00071011-0.0005669i,-0.00023577-0.00068714i,-0.00030432-0.00058125i,-3.0159e-05-0.00019647i,-0.00026993-0.00021581i,-0.00056717-8.2604e-05i,-0.00073001+0.00038035i,-0.00020705+0.0006123i,0.00057893+0.00045093i
-0.00068661-0.0010903i,-0.00061416-0.0019365i,-0.0010728-0.0012002i,-0.00099339-0.00041436i,-0.0004104+0.0001729i,0.00035834+0.00011138i,0.00046539-0.00060588i,0.00045925-0.0016638i,0.00064549-0.001523i,0.00017566-0.00033248i,-1.0665e-05+0.00032956i,0.00013661+0.00019504i,-8.9811e-05-7.3193e-05i,-0.00013365-4.435e-05i,0.00032662-0.00076362i,0.00084407-0.0011911i,0.00083735+0.00037962i,4.8802e-05+0.0013768i,2.4206e-05+0.00071173i,0.00038352+0.00026541i,0.00053897-0.00014174i,0.00055274+1.0303e-05i,-0.00061799+0.00033754i
-0.00033708+0.0014254i,-0.000577+0.0017842i,-0.00010472+0.0011548i,-7.2081e-05-0.00018186i,-0.00018469-0.00073229i,-0.00052945-0.0018167i,-0.0012961-0.0022108i,-0.0017027-0.00080143i,-0.0016245-0.00043448i,-0.00098359-0.0010277i,0.00031205-0.000969i,0.0007744-0.00061478i,-0.00011721-0.00099582i,-0.00092179-0.0015402i,-0.0012155-0.0011597i,-0.0010623-0.00088038i,8.8763e-05-0.00016632i,0.00097275-0.00056207i,0.00084192-0.00085113i,4.1605e-05-0.00057884i,-0.00054466-0.00093123i,-0.00037623-0.0014031i,-2.1622e-05-0.0013607i
-0.00073945+0.00053083i,-0.0011399+0.0011586i,-0.00087981+0.00077409i,-0.00066255+0.00093015i,-0.00040735+0.0013577i,-9.6692e-05+0.00088435i,-0.00017541-0.00026913i,1.5927e-05-0.00062211i,0.00086823-0.00057539i,0.00089276-0.00057445i,0.00051526-0.00062943i,0.00061494-0.00052882i,0.00050791-0.00091214i,0.00056077-0.00088562i,0.00014111+0.00014943i,-0.00030108+0.00054166i,-0.00019078+0.000217i,0.00029863+0.0001962i,0.00093999+0.00010404i,0.0004585+1.5936e-05i,-0.00025125+0.00013478i,0.00010789-0.00043503i,-0.00014482-0.00112i
-0.00029933+0.0004402i,0.0008987+0.00026492i,0.001371-0.0002282i,0.0013831-0.0007849i,0.0016095-0.00066878i,0.00119-0.0010216i,0.00013624-0.0017079i,-0.00021998-0.0012599i,1.2898e-05-0.00048897i,-3.3886e-05-0.00026995i,-0.00053696-9.9468e-06i,-0.00059927-0.00040139i,-0.00076572-0.00068699i,-0.00027143-2.3554e-05i,0.0003255-7.2367e-05i,0.00057352-0.00068632i,0.0010713-0.00034078i,0.0013049+5.4501e-05i,0.00047563+3.9434e-05i,-0.00031891+0.00025141i,-0.00018211+9.471e-05i,8.1134e-05+0.00019903i,0.00046697+0.00064215i
-0.0007158+0.0027595i,1.6745e-05+0.0016081i,0.00050579+0.00076411i,0.0011062-0.00031984i,0.00095219-0.0013723i,-0.00044567-0.0010828i,-0.0013312-0.00022113i,-0.0011102-0.00038998i,-0.0008658-0.0009821i,-0.0013982-0.00081082i,-0.0011577-4.1942e-05i,-0.00050693-0.00017124i,-0.00040982-0.0005523i,-0.00033677-0.00042038i,-0.00069875-0.00040196i,-0.0010339-6.5978e-05i,-0.00055676+0.00029265i,5.665e-05+2.6503e-06i,0.00012366-0.00029939i,0.0001513-1.7984e-05i,3.1109e-05+0.00068674i,-8.3078e-05+0.00079107i,0.00028751-0.00025458i
0.0019752+0.00043895i,0.0021879+0.0005974i,0.0017133-0.00030584i,0.00063949-0.0011616i,-0.00044666-0.00082492i,-0.0004207-0.00056954i,0.00028276-0.00011194i,0.00080031+0.00018992i,0.00083791-0.00041876i,0.0007854-0.0002606i,0.00077709+5.1742e-05i,0.00052965+5.7704e-06i,0.00039938+1.9094e-06i,5.8355e-05-0.00048852i,-3.6498e-05-0.00040359i,0.00035502+0.00015181i,1.1664e-06+0.00031059i,-0.00084078-0.00032459i,-0.00099307-0.0011262i,-0.00020158-0.00097199i,-6.3722e-06-6.4287e-05i,-0.00022463-1.4997e-05i,-0.00053614-0.00021256i
-0.0024308-0.00027957i,-0.002109-0.0010684i,-0.0017359-0.00093566i,-0.001244+0.00062843i,0.00026588+0.00071113i,0.0013069+4.6064e-05i,0.00048932-0.00071756i,-0.00089657-0.001523i,-0.0010633-0.00098339i,-0.00065745+0.00034143i,-0.00013067+0.0003272i,0.00039657-1.6105e-05i,0.00048467+0.00015154i,0.00039226+0.0001738i,-0.00025052-8.5907e-05i,-0.00013597-0.00027153i,0.00047019+0.00067551i,0.00013554+0.00091412i,0.00013929+0.0005514i,0.0011265+0.00050951i,0.001106+0.00050806i,0.00014822+0.00021725i,-0.00019362-0.00010669i
-0.0021544-0.00040331i,-0.001445-0.00030233i,-0.0013991+0.001026i,-0.00062254+0.0016627i,0.00049132+0.00019355i,0.0011478-0.0011993i,0.0013241-0.00047431i,0.00087301+0.00016263i,0.00044263+0.00025105i,0.00029395+0.00047387i,0.000204+0.00062814i,-0.00011588-0.0004288i,-0.00033273-0.0013928i,-0.00026183-0.0010546i,-0.0003955-0.0010003i,-0.00057891-0.00061013i,-0.0010707-0.00012706i,-0.0016241+9.008e-05i,-0.00094395+0.00029419i,-0.00018633+0.00067883i,6.7427e-05+0.00059509i,0.00027925+0.00022329i,-9.0542e-05+0.00025655i
-0.001373-0.00045388i,-0.0013707-0.00033273i,-0.0022835-0.00062731i,-0.001507+0.00030234i,-0.0006752+0.0014595i,-0.00015458+0.00045358i,-0.00014593-0.00040935i,0.00032255+0.00016525i,0.00063584+0.00026696i,-0.000219-0.0001036i,-0.0008268+0.00039681i,-0.00028994+0.00062452i,0.00041875-6.5874e-05i,0.00039837-0.0012168i,-0.0001892-0.0011636i,-0.00076125-0.00035471i,-0.00035114+0.00026604i,-0.00049148+0.00063206i,-0.00049347+0.00084582i,9.4133e-05+0.00044827i,0.00012229-0.00027858i,0.00012699-0.00034423i,0.00011689-0.00018028i
-0.0014768+0.0011335i,-0.0009306+0.0012866i,-0.00042124+0.0013757i,-0.00056357+0.00056927i,0.00046306-0.0010141i,0.00059094-0.0016311i,-0.00011676-0.0012251i,-0.00048088-0.001256i,-0.0010038-0.0010386i,-0.00091232-1.5916e-05i,-0.00049555+0.00047028i,-0.00049538-0.00026305i,-0.00060388-0.00094372i,-0.00073619-0.001106i,-0.00059169-0.0012974i,-9.1675e-05-0.0011271i,0.00086395-0.00039i,0.00068671-0.00021136i,0.00066673-0.0005785i,0.0010161-0.00028476i,0.00043667+6.7236e-06i,4.8231e-06+0.00021515i,-0.00040921+0.00096342i
0.0012796+0.00063315i,0.0007867-0.00099747i,0.0015419-0.0016003i,0.0006546-0.0014696i,-0.00093671-0.0015812i,-0.0014004-0.0011457i,-0.00074807-0.00050027i,9.8082e-05-0.00051723i,0.00036888-0.00055663i,-0.000126+0.00015082i,0.00021004-0.00028462i,0.001002-0.0010392i,0.00081374-0.00061133i,0.00052579+0.00022247i,6.6546e-05+0.00039912i,-0.00063611+3.7859e-05i,-0.00059376-9.6137e-06i,-0.00018422+0.00031016i,-0.00017494+0.00039762i,-0.00033437-7.893e-06i,-0.00057186-0.00016604i,-0.00073283+4.6298e-05i,-0.00073841+0.00038795i
0.00016407+0.0024053i,0.00017793+0.0021124i,0.00066116+0.0021105i,0.0017395+0.00073041i,0.0023134-0.0004057i,0.0011665-0.00083024i,4.7524e-05-0.00083368i,-0.00042247-0.00065371i,-0.00077332-0.00049312i,-0.00064982-2.8923e-05i,1.7843e-05+0.00026129i,0.00056571+0.00011529i,0.00045839+0.00028249i,-0.00023487+0.00046341i,-0.00062736+0.00026696i,-0.00029772+0.00073644i,0.00032202+0.00098227i,0.00069946+0.00038378i,0.00046036+3.8363e-05i,-4.0464e-05+0.00016174i,-0.000806+0.00066168i,-0.00036803+0.0005632i,0.00018041+0.00052582i
0.0014795-0.00013877i,0.0010635-0.00076017i,0.000272-0.0016546i,-0.00046891-0.00099974i,-5.9323e-05-0.00029165i,0.00044961-0.0006764i,-4.9126e-05-0.00065604i,0.00025603-0.00082966i,0.00070023-0.0018955i,0.00030122-0.0013636i,-8.1291e-05+4.6495e-05i,-3.4858e-05+0.00038724i,-0.00027122+0.00034229i,0.00025533+0.00048865i,0.00016953+0.000423i,-0.00063618+0.00013807i,-0.00035078-0.00037001i,0.00052165+5.9292e-05i,-7.3696e-05+0.00078416i,-0.00097776+0.00042532i,-0.00078849+7.2307e-05i,-0.00044112+0.00026582i,-0.00051024+0.00022535i
-0.0019866+0.0007041i,-0.0020752+0.00026632i,-0.00088649-0.00019025i,-8.8858e-05+0.00082489i,-0.00092327+0.0016185i,-0.0010226+0.0013569i,-0.00089683+0.00088837i,-0.00085124+0.00026543i,-0.00021235+2.3944e-05i,-0.00024552+0.00046289i,-0.00049291+0.001137i,-0.00042174+0.0016099i,-0.00022943+0.00096998i,0.00047711-0.00034489i,0.00027672-0.00092251i,-0.00019673-0.00028939i,-0.00086142+0.0012887i,-0.001574+0.001481i,-0.00084015+0.00026535i,5.1574e-05-0.0010204i,0.00034724-0.0013365i,-0.00027709-0.0013946i,-0.00055266-0.0010809i
-0.0011672-0.00080656i,-0.001602-0.0015314i,-0.0029786-0.0013094i,-0.0014541+0.00080002i,0.00020818+0.0027392i,0.00054065+0.0009707i,0.00015022-0.0010372i,-0.0010033-0.0002478i,-0.0012474+0.00021975i,-0.00077216+0.00043068i,-0.000163-0.00026985i,0.00050537-0.001188i,0.0002512-0.00084319i,7.3024e-05-0.0010436i,-0.00030481-0.0012953i,-0.0011277-0.00048132i,-0.0010387+0.00013862i,-0.00069962+0.00018032i,-0.00083128-0.00012487i,-0.00092049-0.00050086i,-0.00079562-0.00031303i,9.0645e-05+0.00019732i,0.00084677+2.8001e-06i
-0.0013198-0.0010384i,-0.0011494-0.001459i,-0.0012444-0.00055863i,-0.0016587+9.0988e-05i,-0.0014921-0.00021438i,-0.00023845-0.00095624i,0.00041557-0.00099564i,0.00027553-0.00070061i,-0.00033098-0.00030931i,-0.00092247+0.00035443i,-0.00029309+0.00056443i,0.00060494+0.00054636i,0.000279+0.00031256i,-0.00038324-9.3626e-05i,-0.0004892-0.00044885i,-0.00035184-0.0001293i,-0.00052953+0.00051325i,-0.00035746+0.0010422i,-0.0006966+0.00069651i,-0.00060561+0.00032339i,-6.5602e-06+0.0007388i,0.00025064+0.0011936i,0.00057815+0.00139i
0.00052436-0.0027492i,0.00064471-0.0025433i,-0.0012503-0.0031785i,-0.0026459-0.0012335i,-0.0027984+0.0016748i,-0.0016689+0.0014514i,-0.00048165-1.0697e-05i,-0.00034402-0.00092941i,-0.00067731-0.00050192i,-0.00086075-0.00060617i,-0.00028469-0.0010351i,0.0005316-0.00080083i,9.072e-05-0.00019312i,-0.00078123+0.00042449i,-0.00082522+0.00031162i,-0.0014003+0.00023472i,-0.0014369-0.00036398i,-0.00058291-0.00050856i,0.00044123-0.00037776i,0.00096157-0.00031792i,0.00048991+0.00019556i,-0.000315+0.00058715i,-0.00062464+0.00020688i
8.2175e-05+0.00018875i,0.00067508-0.0002855i,0.0001765-0.00044957i,0.0002006+0.00037555i,0.0012228+0.00061057i,0.0016631-0.00060189i,0.00089072-0.0010631i,-0.00025207-0.00141i,-0.00072038-0.0010961i,-1.6539e-05-1.3723e-05i,0.00047093-8.2632e-05i,0.00015374-0.00067248i,-0.00018915-3.5055e-06i,-1.7822e-05+0.00071924i,-8.7595e-05+0.000669i,-0.00078348+0.00087334i,-0.0013513+0.00074885i,-0.0013415+0.00065676i,-0.00064568+0.00043107i,-0.00061694+0.00014446i,-0.0011941-0.00034509i,-0.00079024-0.00031698i,4.2299e-05-0.00017449i
5.6046e-05-0.00113i,0.00020883-0.001084i,0.00057926-0.0017367i,0.00017648-0.001968i,-0.0012117-0.0019407i,-0.0021749-0.00083916i,-0.0020245-0.00077781i,-0.000902-0.0014921i,2.9206e-05-0.00084519i,5.1314e-05+2.5198e-05i,5.4206e-05-0.00031548i,-9.1718e-05-0.00054979i,-0.00024071-0.00037257i,-0.00037491-0.00057624i,-0.00073871-0.00017314i,-0.00065857-0.00028926i,-0.00063927-0.00011826i,-0.00082207+0.00065828i,-0.00063606+0.00084729i,-0.00023745+0.00046847i,0.0001276+2.335e-05i,0.00026433+0.00014424i,0.00023813+0.00016074i
-0.00086411-0.00045264i,-0.0011161-0.00019796i,-0.0012865-0.0002839i,-0.0019276+0.00097651i,-0.0018585+0.0023749i,-0.0010797+0.0018967i,-0.0003595+0.00079746i,0.0001248+2.3701e-06i,-0.00018601-6.5261e-05i,-0.00031319-0.00014413i,-0.00034398-0.00036329i,1.6068e-05-0.00029306i,0.00059776-0.00047456i,0.00053442-0.00012942i,-9.0702e-05-0.00036874i,-0.00027259-0.00099319i,7.789e-05-0.0011063i,-5.9086e-05-0.0011449i,-0.00062724-0.00043121i,-0.00083151+4.6198e-05i,-0.0007517+7.8564e-05i,-0.00056672+9.1691e-05i,-0.00077729+0.00013362i
0.0019968-0.00024319i,0.0021397-0.0011647i,0.0014066-0.0011321i,0.0011229-0.00097675i,0.00084627-0.0015831i,-9.9234e-05-0.0016867i,-6.2295e-05-0.0013156i,0.00075508-0.00080213i,0.0006652-0.00041321i,0.00018695-0.00047381i,0.00014328-9.154e-05i,0.0005238+0.00068196i,0.00017593+0.00071729i,-0.00064937+0.00032137i,-0.00031422-0.00022244i,-2.0796e-05-0.00060453i,-2.5038e-05-0.00058753i,3.2481e-05-0.00031548i,-0.00025981-0.00010687i,-0.00018936-0.0006291i,-4.6916e-05-0.00098314i,-0.00069315-0.00059377i,-0.0013546+0.00022071i
2.4816e-05+0.00015148i,-0.00070721-4.8386e-05i,-0.00084245-0.0010776i,-0.00049054-0.00052115i,-0.00091036-0.00038348i,-0.0013985-0.00047514i,-0.0013872-0.00035805i,-0.00068178-0.00044421i,-0.00035375-0.00051517i,-0.00039655-0.00070017i,-4.0334e-05-0.0011135i,-1.3562e-06-0.0013581i,-0.00045549-0.0013659i,-0.00064549-0.00028292i,-0.00069487+0.00050768i,-0.00014637-0.00026955i,0.00070069-0.00097634i,0.0013571-0.00092153i,0.0010773-8.3371e-05i,-9.8726e-05-7.4629e-06i,-0.00072122-0.00026755i,-0.00083739-0.00086712i,-0.00021197-0.001608i
-0.0027038+8.5262e-05i,-0.0025189+0.00098542i,-0.0018575+0.0017894i,0.00026036+0.0026372i,0.0015239+0.003117i,0.0017522+0.0019401i,0.0013046+0.00030351i,0.00052048-0.00023992i,-0.00033358-1.8359e-06i,0.00010346-1.807e-05i,0.00037757-2.3831e-06i,0.00068667-7.5816e-05i,0.0004466+0.00013552i,-0.00029211+0.00041397i,-0.00022871+4.4998e-05i,-0.00073244-5.3423e-05i,-0.00092134-0.00029436i,-0.00075618-0.0011234i,-0.0012696-0.0011972i,-0.00078213-7.6971e-05i,5.0764e-05+0.0002236i,-0.00039626-1.3352e-05i,-0.00029277-0.00043742i
0.00045877-0.000423i,0.00092196-0.0010876i,0.0012778-0.0018123i,0.0013372-0.0022366i,0.00087874-0.0026478i,0.0011939-0.002738i,0.0015065-0.0021761i,0.00093326-0.0011947i,-0.00018317-0.00034327i,-0.00072472-5.6586e-05i,-0.00083438-0.00052033i,-0.00092634-0.00043385i,4.0725e-05+0.00017996i,0.00072428+0.00017087i,0.00088335+0.00018723i,-1.9933e-05+0.00043194i,-0.00044838+0.00039647i,-4.8957e-05+0.00031194i,0.00021263-0.00033418i,-5.5118e-06-0.00026795i,-0.00038238-0.0001526i,2.1617e-05-0.00021382i,0.00014179+0.00043066i
