-0.0015467+0.0022153i,-0.00055436+0.00079707i,-0.0012163+0.00038284i,-0.0014491+0.0020474i,-0.00076455+0.0042593i,-0.00042214+0.0043659i,0.00036545+0.0029868i,0.0014299+0.0018701i,0.0016051+0.00033753i,0.0011691-0.0012605i,0.0012298-0.0018175i,0.0011166-0.0012548i,0.00010379-0.00080189i,-0.00094246-0.0012223i,-0.0015152-0.00094852i,-0.0011126-0.00029155i,-0.0012921+0.00027851i,-0.0011003+0.00020059i,-0.00022622+0.00049i,-0.00036072+0.00024856i,-0.0002288-0.00045367i,0.00078773-0.00079983i,0.00061898-0.00059107i
-0.020255+0.015322i,-0.038345+0.064658i,-0.011115+0.14976i,0.068853+0.19469i,0.10404+0.12245i,0.040896+0.018577i,-0.019984-0.0016189i,0.0031901+0.017751i,0.04903-0.0061808i,0.042485-0.038025i,0.0106-0.027505i,0.00062494-0.0037173i,0.0054827+0.0049114i,0.0062277+0.0075295i,0.0052988+0.0086561i,0.010639+0.0097974i,0.019355+0.014019i,0.020331+0.017087i,0.0064913+0.015027i,-0.0098263+0.011457i,-0.012803+0.0112i,-0.0057407+0.012037i,0.0015549+0.0092282i
-0.0010516+0.033256i,0.041405+0.070916i,0.13564+0.059748i,0.19647-0.028947i,0.12025-0.10016i,-0.018435-0.088025i,-0.07137-0.055707i,-0.059153-0.067159i,-0.065732-0.07827i,-0.069443-0.04659i,-0.040434-0.010747i,-0.012239+0.00027195i,-0.0020674+2.5079e-05i,0.0073572-0.0012938i,0.019172-0.0060679i,0.023345-0.017669i,0.022004-0.029701i,0.020232-0.030337i,0.01504-0.018866i,0.0079258-0.0038534i,0.0046502+0.0048492i,0.0030516+0.0062254i,0.00098124+0.0070682i
0.023796+0.015531i,0.053278-0.0058082i,0.054638-0.082933i,-0.010931-0.1695i,-0.087436-0.14488i,-0.091561-0.004545i,-0.054703+0.095614i,-0.049428+0.10699i,-0.053395+0.099231i,-0.030645+0.081475i,-0.0036068+0.044524i,0.007213+0.01039i,0.0043992-0.0069578i,-0.0024702-0.013283i,-0.0089591-0.016062i,-0.017563-0.017855i,-0.026825-0.019681i,-0.026551-0.021182i,-0.012156-0.017924i,0.0042304-0.0097289i,0.012203-0.005681i,0.011197-0.0068305i,0.0085978-0.0075433i
0.018683-0.0090076i,0.0041713-0.034956i,-0.082263-0.059281i,-0.19394-0.015637i,-0.1734+0.087848i,-0.019762+0.13604i,0.10197+0.11802i,0.13701+0.10449i,0.13279+0.086442i,0.10521+0.045028i,0.06032+0.007447i,0.020111-0.0055495i,-0.0011746-0.0016789i,-0.013615+0.00051105i,-0.024006+0.0032835i,-0.026841+0.015981i,-0.023744+0.029334i,-0.024359+0.032775i,-0.023426+0.024392i,-0.015076+0.010543i,-0.0079686+0.0018884i,-0.0025913+2.3106e-05i,0.0024813-0.0022298i
-0.0022252-0.01625i,-0.014876-0.015862i,-0.027948+0.052746i,-0.0043903+0.15275i,0.047429+0.13897i,0.081217-0.0047618i,0.070595-0.14201i,0.046731-0.18445i,0.03291-0.15597i,0.016011-0.10753i,-0.0043047-0.058824i,-0.0085456-0.019606i,0.001626+0.0011786i,0.0099108+0.0094118i,0.013206+0.012412i,0.019306+0.01175i,0.028645+0.013288i,0.032289+0.017068i,0.01964+0.014011i,-0.00070303+0.0049937i,-0.012849-3.4039e-05i,-0.016782-0.00098466i,-0.01689-0.0024403i
-0.014929-1.4604e-05i,-0.0099384+0.020309i,0.047289+0.053095i,0.14229+0.047867i,0.16238-0.019286i,0.038295-0.08547i,-0.11306-0.080419i,-0.17354-0.042311i,-0.1544-0.020012i,-0.10786-0.0034864i,-0.058124+0.0098675i,-0.01668+0.011207i,0.0048065-0.00055391i,0.01159-0.0096645i,0.016667-0.01219i,0.017699-0.022306i,0.014907-0.036841i,0.015626-0.039795i,0.01647-0.026759i,0.013214-0.010243i,0.007405-0.0014239i,0.001248+0.00048444i,-0.003934+0.0016092i
-0.031944+0.010179i,-0.050712+0.016426i,-0.032487-0.017892i,-0.0058716-0.098864i,-0.03334-0.11705i,-0.064637+0.0076269i,-0.036935+0.15808i,0.01031+0.20997i,0.031912+0.17738i,0.034153+0.11685i,0.027264+0.060909i,0.012908+0.017744i,-0.0075275-0.008155i,-0.020875-0.015888i,-0.024112-0.015335i,-0.029374-0.0099132i,-0.040755-0.0038636i,-0.044397-0.0015852i,-0.030487+0.00051327i,-0.010761+0.0048135i,0.0027387+0.0095047i,0.0089509+0.013432i,0.012015+0.015536i
-0.00077844+0.029079i,-0.00059851+0.037729i,-0.036825+0.009931i,-0.11252-0.020826i,-0.13112-0.0036805i,-0.038568+0.015382i,0.091551-0.015205i,0.15886-0.049563i,0.14166-0.052514i,0.092314-0.040639i,0.050592-0.02898i,0.016299-0.013875i,-0.0066789+0.01108i,-0.016582+0.026306i,-0.018792+0.027074i,-0.015134+0.033495i,-0.0077851+0.047412i,-0.0044269+0.052496i,-0.0060499+0.038224i,-0.0074076+0.015378i,-0.008079+0.0020071i,-0.0070603-0.0013329i,-0.0048556-0.0013057i
0.030067+0.024398i,0.048494+0.053012i,0.05771+0.090951i,0.04345+0.12335i,0.0231+0.10576i,0.015161+0.016589i,-0.029941-0.088858i,-0.090931-0.13726i,-0.092684-0.11396i,-0.05778-0.072395i,-0.032022-0.039487i,-0.0094678-0.0071314i,0.015633+0.012941i,0.031577+0.01455i,0.032368+0.0085927i,0.034485+0.00080886i,0.048167-0.0035317i,0.058869-0.0053877i,0.047589-0.010129i,0.020996-0.012111i,0.0028657-0.0093698i,-0.0012096-0.0081908i,-0.00077966-0.0098762i
0.022767-0.0023589i,0.055054-0.008655i,0.079388-0.0068255i,0.10032-0.00019225i,0.10259-0.0015502i,0.033113+0.014062i,-0.059937+0.076086i,-0.090701+0.13586i,-0.064808+0.12712i,-0.034455+0.081627i,-0.016338+0.047001i,0.0028365+0.016982i,0.019157-0.014834i,0.023107-0.033554i,0.01985-0.034745i,0.015479-0.038163i,0.010596-0.053839i,0.0034289-0.060226i,-0.001578-0.042049i,0.0004109-0.016091i,0.0036068+0.00042044i,0.0045355+0.0078845i,0.0048703+0.011166i
-5.2006e-05-0.024756i,-0.0017538-0.061024i,0.00064043-0.11257i,-0.0058729-0.15684i,-0.023503-0.142i,0.0079419-0.067473i,0.099203+0.0053441i,0.1635+0.033158i,0.1421+0.029661i,0.08744+0.021162i,0.050664+0.0068863i,0.01984-0.01043i,-0.012596-0.016263i,-0.032719-0.012734i,-0.034792-0.0059254i,-0.034707+9.7581e-05i,-0.046009+0.0049678i,-0.0558+0.010404i,-0.046893+0.01415i,-0.024554+0.011464i,-0.0069185+0.0030685i,-0.0019493-0.0016843i,-0.002078-0.00011087i
-0.024781-0.01158i,-0.063577-0.016562i,-0.11828-0.00045599i,-0.16017+0.025346i,-0.14643+0.018567i,-0.087046-0.029376i,-0.038036-0.10441i,-0.024691-0.15083i,-0.01805-0.12979i,-0.0044603-0.087622i,-0.00098993-0.055203i,-0.0044356-0.021649i,-0.0085843+0.0084703i,-0.011667+0.02162i,-0.012509+0.018451i,-0.01309+0.019272i,-0.010917+0.035369i,-0.0019373+0.048492i,0.0059156+0.0369i,0.00247+0.011632i,-0.0052917-0.0029481i,-0.0058874-0.0088875i,-0.0044185-0.014438i
-0.029281+0.021254i,-0.058026+0.063895i,-0.062707+0.12235i,-0.038849+0.16507i,-0.028857+0.15641i,-0.067598+0.10151i,-0.13842+0.067571i,-0.16126+0.068005i,-0.11369+0.051791i,-0.068646+0.021816i,-0.047147+0.010943i,-0.022558+0.010553i,0.0074305+0.0032268i,0.027584-0.0061887i,0.027663-0.011746i,0.023442-0.012762i,0.033431-0.0124i,0.046744-0.018043i,0.040495-0.023271i,0.014765-0.014171i,-0.0057596+0.0034802i,-0.0087167+0.013778i,-0.0024565+0.011984i
0.0074256+0.035685i,0.03889+0.058755i,0.10403+0.065816i,0.15831+0.035532i,0.14214+0.0061854i,0.085744+0.037608i,0.077632+0.099454i,0.09529+0.11611i,0.074418+0.084999i,0.036067+0.055291i,0.012604+0.035996i,0.0022416+0.010523i,-0.0065323-0.012717i,-0.015609-0.018177i,-0.017809-0.0081656i,-0.0076216-0.001855i,-0.00036821-0.012379i,-0.0096923-0.022764i,-0.020197-0.014261i,-0.013444+0.0029831i,-0.00090556+0.011072i,0.001803+0.012405i,-0.0012016+0.015001i
0.023443+0.016632i,0.055002+0.016122i,0.069283-0.043379i,0.037243-0.12831i,-0.0008927-0.13404i,0.024493-0.075163i,0.078843-0.064182i,0.076846-0.0869i,0.032337-0.064542i,0.016517-0.019063i,0.026876-0.00048282i,0.019075+0.0052182i,-0.0056912+0.013481i,-0.024905+0.016699i,-0.024892+0.015879i,-0.018323+0.011679i,-0.026001+0.011712i,-0.035258+0.02135i,-0.026246+0.026599i,-0.0047212+0.018252i,0.013151+0.0020902i,0.017208-0.011671i,0.0096375-0.015523i
0.0231-0.0095241i,0.016694-0.032941i,-0.039973-0.052273i,-0.11465-0.030684i,-0.11719+0.012108i,-0.06304+0.014123i,-0.063675-0.016762i,-0.098032-0.0091034i,-0.074193+0.02772i,-0.024509+0.02949i,-0.0048186+0.012108i,0.0035972+0.012248i,0.018077+0.024002i,0.033093+0.030704i,0.036435+0.01872i,0.023428+0.0013174i,0.014589+0.00074775i,0.025025+0.0064813i,0.033722-0.00023618i,0.020154-0.012957i,-0.00057592-0.014558i,-0.0075781-0.0093769i,-0.0033855-0.0093334i
0.0052902-0.0041665i,0.0034013+0.0083442i,-0.01126+0.07097i,-0.010901+0.15055i,0.019017+0.15094i,0.033567+0.078554i,0.025222+0.058635i,0.050056+0.091672i,0.091011+0.069482i,0.075591+0.01077i,0.02687-0.013416i,0.0068735-0.015708i,0.014854-0.021451i,0.020177-0.026282i,0.012581-0.023721i,0.0056434-0.012774i,0.011841-0.0037584i,0.017686-0.0087229i,0.0089954-0.01673i,-0.0067782-0.012167i,-0.018659-4.4168e-05i,-0.023006+0.012385i,-0.017558+0.022204i
-0.024994-0.007869i,-0.045295+0.0092267i,-0.012589+0.039169i,0.073636+0.019876i,0.10297-0.062124i,0.041143-0.11148i,0.0036851-0.090205i,0.032431-0.079504i,0.041648-0.089999i,0.022445-0.070007i,0.01765-0.037694i,0.012279-0.025099i,-0.0024289-0.028126i,-0.015312-0.034629i,-0.020588-0.026873i,-0.012707-0.009285i,-0.0056105-0.00010427i,-0.015789+0.0044109i,-0.025719+0.012731i,-0.015767+0.019568i,0.00086589+0.018513i,0.0076121+0.013516i,0.0048789+0.0089664i
-0.016845-0.0051127i,-0.010769-0.043668i,0.017784-0.11995i,0.026662-0.20092i,-0.0267-0.20311i,-0.087645-0.11427i,-0.10174-0.047614i,-0.11565-0.039599i,-0.12915-0.020221i,-0.096367+0.012045i,-0.046699+0.019095i,-0.015891+0.015969i,-0.0099204+0.014989i,-0.014983+0.017362i,-0.0092116+0.01617i,0.00033517+0.0019844i,0.0017895-0.010946i,0.0058337-0.0077053i,0.015961+0.00020923i,0.018585+0.00024526i,0.01457-0.0020814i,0.015837-0.0045673i,0.018213-0.0086214i
0.011807+0.038764i,0.027477+0.074238i,0.016753+0.064815i,-0.071849+0.031122i,-0.14767+0.057098i,-0.091118+0.11755i,0.023697+0.13051i,0.065862+0.1122i,0.052289+0.092145i,0.029857+0.057774i,0.0046904+0.024282i,-0.0090731+0.0078704i,-0.0088711+0.0073784i,-0.0073111+0.012304i,-0.011039+0.0097907i,-0.019864+0.0031498i,-0.018295+0.0015788i,-0.0016811-0.0042765i,0.0064083-0.018285i,-0.0040089-0.023392i,-0.013904-0.016424i,-0.012761-0.0099304i,-0.0085489-0.0065058i
-0.018306+0.047979i,-0.070578+0.10445i,-0.13944+0.18648i,-0.15377+0.24439i,-0.08545+0.22114i,-0.00072661+0.12786i,0.027986+0.030836i,0.044677-0.020345i,0.073583-0.030031i,0.074489-0.029795i,0.045306-0.027743i,0.016025-0.018371i,0.0074293-0.009741i,0.012278-0.010098i,0.0096404-0.013518i,0.0012657-0.006173i,-0.0060389+0.0027995i,-0.018171+0.0036038i,-0.028371+0.0022818i,-0.022956+0.0036938i,-0.011464+0.0053038i,-0.0079989+0.0020471i,-0.010549-0.0026634i
0.018442-0.024022i,0.045114-0.073201i,0.062159-0.11524i,0.07595-0.087752i,0.084215-0.037272i,0.029261-0.050869i,-0.074646-0.066775i,-0.13515-0.029414i,-0.11488-0.001626i,-0.067643-0.0010136i,-0.029162+0.0034479i,-0.0022171+0.0081289i,0.0054067+0.0058303i,0.0050662+0.0060044i,0.014201+0.011929i,0.029917+0.013569i,0.034673+0.010169i,0.024253+0.012415i,0.015777+0.022804i,0.015809+0.02572i,0.013761+0.01587i,0.006708+0.0074271i,0.0023826+0.0070207i
0.070801+0.0014175i,0.16306+0.0045008i,0.27413-0.015457i,0.28753-0.088409i,0.17603-0.14829i,0.083055-0.10105i,0.078406+0.0024981i,0.080923+0.063631i,0.04331+0.068535i,0.0036516+0.052687i,-0.0088433+0.037444i,-0.0072663+0.02219i,-0.010762+0.0046416i,-0.020095-0.0079613i,-0.025844-0.0121i,-0.027917-0.012962i,-0.022176-0.010571i,-0.006815-0.0047377i,0.0045851-0.0020716i,0.0032687-0.0030324i,-0.0013671-0.0024857i,-0.0026438-5.0545e-05i,-0.0045541+0.0044388i
-0.042581+0.018078i,-0.12159+0.066417i,-0.20726+0.12371i,-0.20765+0.14308i,-0.10427+0.11908i,0.0048723+0.079873i,0.076638+0.023024i,0.11033-0.037921i,0.099152-0.050733i,0.070471-0.031833i,0.039834-0.021113i,0.01881-0.0088077i,0.018321+0.004754i,0.016559+0.0011692i,-0.00099028-0.015638i,-0.025049-0.022596i,-0.038418-0.010331i,-0.033129-0.00014933i,-0.024538-0.0090693i,-0.02454-0.018284i,-0.024702-0.011836i,-0.016647-0.0010023i,-0.0046656-0.00078976i
-0.038993-0.034404i,-0.087762-0.099993i,-0.13329-0.15385i,-0.15832-0.12133i,-0.17738-0.039336i,-0.18807-0.0044945i,-0.20452-0.0087546i,-0.18606+0.0026674i,-0.10642+0.0091525i,-0.032398-0.00073277i,0.0063602-0.0069253i,0.019375-0.010089i,0.017948-0.0055388i,0.019699+0.010588i,0.031499+0.027738i,0.052777+0.035083i,0.066247+0.027237i,0.05842+0.016122i,0.038463+0.014129i,0.020278+0.013565i,0.0079141+0.0088332i,0.0038113+0.005179i,0.0092985+0.0045652i
0.017354+0.044192i,0.096393+0.10777i,0.20466+0.13333i,0.25+0.053872i,0.19026-0.072734i,0.077995-0.091437i,0.020579+0.012056i,0.024474+0.096069i,0.026941+0.094575i,0.007243+0.057848i,-0.0064381+0.027678i,-0.002126+7.2723e-06i,-0.0055912-0.022584i,-0.013929-0.020756i,-0.0097829+0.00026122i,0.0063595+0.01544i,0.025362+0.0080852i,0.031625-0.0073475i,0.027199-0.0076126i,0.0223+0.00071453i,0.016712+0.0015981i,0.006022-0.0063003i,-0.012431-0.011141i
-0.042275+0.024322i,-0.11733+0.069949i,-0.17535+0.11147i,-0.15542+0.10773i,-0.072188+0.086157i,0.044119+0.048611i,0.13554-0.030738i,0.14545-0.10025i,0.09964-0.097998i,0.056899-0.062358i,0.01873-0.037207i,-0.016011-0.014444i,-0.026432-0.0012778i,-0.021251-0.018909i,-0.025001-0.053123i,-0.051452-0.072518i,-0.083408-0.059646i,-0.091191-0.031776i,-0.074778-0.01358i,-0.051278+0.00065538i,-0.030392+0.016479i,-0.012632+0.029044i,0.0013339+0.030189i
0.064693-0.030387i,0.11531-0.13048i,0.080817-0.23673i,-0.058254-0.23414i,-0.16041-0.12399i,-0.14345-0.031698i,-0.10657-0.029647i,-0.11209-0.051426i,-0.099144-0.040041i,-0.046957-0.022987i,-0.010616-0.016697i,-0.0005602+0.0037879i,0.0093978+0.027776i,0.016141+0.031048i,0.018125+0.017611i,0.016375+0.0040429i,0.010304+0.0061637i,0.008253+0.019588i,0.0082544+0.017853i,0.0055864-0.0038062i,0.0023801-0.01672i,0.0046896-0.014031i,0.011785-0.0091033i
0.047076+0.075074i,0.12137+0.17902i,0.20587+0.25178i,0.21898+0.22224i,0.14207+0.135i,0.039941+0.092819i,-0.026695+0.14336i,-0.027755+0.21622i,0.0080228+0.19679i,0.0093542+0.1195i,0.0050816+0.071811i,0.028314+0.032922i,0.040438-0.0029257i,0.028538-0.0068431i,0.010567+0.017513i,0.015052+0.045171i,0.046492+0.048674i,0.074384+0.027737i,0.072456+0.0098265i,0.045743+0.0051827i,0.02457+0.002755i,0.017281-0.0050824i,0.009844-0.012845i
-0.082467-0.0040738i,-0.18151+0.016976i,-0.23143+0.081454i,-0.15683+0.13906i,-0.042318+0.1159i,0.013147+0.026375i,0.061427-0.049636i,0.12422-0.086099i,0.11708-0.090554i,0.05588-0.066786i,0.017199-0.040195i,0.0028893-0.0314i,-0.013881-0.031403i,-0.031449-0.033194i,-0.042091-0.033477i,-0.04948-0.029479i,-0.055982-0.026718i,-0.060817-0.030486i,-0.054975-0.027757i,-0.033548-0.0099085i,-0.016039+0.0036735i,-0.014121+0.0020212i,-0.015648-0.0034377i
0.0018862-0.028305i,0.020661-0.096797i,0.045992-0.20106i,0.04407-0.29153i,0.0017525-0.29698i,-0.04171-0.21591i,-0.082287-0.15502i,-0.12254-0.14373i,-0.1064-0.10434i,-0.035799-0.058386i,0.0030614-0.047542i,-0.0075096-0.034154i,-0.019658-0.018513i,-0.01615-0.012886i,0.004014-0.011363i,0.018071-0.017123i,0.0019907-0.017932i,-0.027722+0.001253i,-0.042476+0.014916i,-0.03766+0.0055409i,-0.031588-0.0011091i,-0.032894+0.0128i,-0.03069+0.037017i
-0.018382+0.018319i,-0.042202+0.049357i,-0.069045+0.08621i,-0.082232+0.12338i,-0.07067+0.15136i,-0.065747+0.16886i,-0.087008+0.19375i,-0.098067+0.22212i,-0.06929+0.20302i,-0.040805+0.13691i,-0.033606+0.086119i,-0.015061+0.063141i,0.013159+0.058411i,0.031136+0.061605i,0.033572+0.054931i,0.034463+0.052043i,0.054434+0.065463i,0.086793+0.070955i,0.093798+0.052811i,0.060092+0.027125i,0.026217+0.011203i,0.022879-0.0058439i,0.024989-0.033778i
0.035653+0.034362i,0.06269+0.059165i,0.021185+0.079673i,-0.085581+0.088755i,-0.12907+0.076029i,-0.034411+0.028316i,0.10543-0.0087681i,0.19462-0.00718i,0.19292-0.0094045i,0.12269-0.010663i,0.066593-0.0034726i,0.037388-0.0029312i,0.015193-0.0019739i,0.010459-0.0073569i,0.012631-0.027889i,0.0043841-0.050268i,-0.0078087-0.070481i,-0.019435-0.084451i,-0.028237-0.07311i,-0.032087-0.041496i,-0.035918-0.017592i,-0.040082-0.0021207i,-0.038878+0.012594i
-0.019455+0.075358i,-0.037194+0.14686i,0.025356+0.18017i,0.15652+0.10825i,0.21953+0.01463i,0.1735-0.0038498i,0.09281-0.0028793i,0.014728-0.040023i,-0.023063-0.050972i,-0.0033885-0.032296i,0.014456-0.031936i,0.0072333-0.034283i,0.00015786-0.041721i,-0.014934-0.051203i,-0.031941-0.02686i,-0.025788+0.0049972i,-0.017849+0.0045505i,-0.029039-0.0084826i,-0.039715-0.014085i,-0.023998-0.0059558i,0.0088586+0.0078968i,0.031111+0.011628i,0.041063+0.0097005i
0.02679-0.10098i,0.040808-0.23931i,0.0068828-0.34064i,-0.098116-0.30101i,-0.21206-0.18673i,-0.27736-0.096652i,-0.27988-0.031328i,-0.20859+0.051177i,-0.095811+0.093045i,-0.026221+0.062291i,-0.010117+0.03525i,0.0090488+0.02663i,0.024768+0.013771i,0.014305+0.0064379i,-0.0070394-0.00096922i,-0.02122+0.0045385i,-0.0079823+0.039671i,0.027111+0.075547i,0.046033+0.080196i,0.03534+0.053812i,0.017074+0.028499i,0.0056807+0.022987i,-0.0060955+0.021825i
0.072461+0.08973i,0.20009+0.22022i,0.3082+0.28165i,0.26602+0.15602i,0.1638-0.032808i,0.18045-0.15669i,0.25607-0.20182i,0.24101-0.17743i,0.14947-0.12004i,0.053307-0.071924i,-0.0095625-0.041772i,-0.041468-0.020151i,-0.062876-0.00097688i,-0.060011+0.0065395i,-0.027717-0.011151i,-0.0090071-0.046348i,-0.02027-0.067256i,-0.033426-0.061352i,-0.033093-0.03648i,-0.029602-0.0029726i,-0.017987+0.019514i,0.0098745+0.017202i,0.036675+0.0015979i
-0.11068+0.032038i,-0.29066+0.079927i,-0.41985+0.15787i,-0.30828+0.26194i,-0.070778+0.32842i,0.022888+0.35363i,-0.03722+0.31814i,-0.072941+0.19505i,-0.024547+0.066254i,0.036963-0.0075603i,0.063955-0.02822i,0.074971-0.025709i,0.072721-0.028682i,0.057034-0.024884i,0.049197-0.0035359i,0.058099+0.0077765i,0.05895-0.011436i,0.037476-0.044705i,0.016478-0.062836i,0.012677-0.056842i,0.00075353-0.049047i,-0.045082-0.045536i,-0.088666-0.034783i
0.011408-0.014545i,0.11778-0.087623i,0.21266-0.20739i,0.086317-0.28061i,-0.23856-0.23901i,-0.458-0.13464i,-0.41121-0.016665i,-0.25143+0.091731i,-0.15973+0.13931i,-0.11185+0.14501i,-0.044399+0.11212i,0.0013033+0.060724i,0.027582+0.038266i,0.040478+0.019339i,0.0042478+0.0057434i,-0.052019+0.039598i,-0.076068+0.10988i,-0.060178+0.17035i,-0.029482+0.16456i,-0.028435+0.09176i,-0.047038+0.042954i,-0.022133+0.053739i,0.029077+0.068421i
-0.035528+0.13366i,-0.093763+0.30577i,-0.10175+0.40295i,0.015715+0.21525i,0.21287-0.10452i,0.37238-0.24259i,0.40393-0.17323i,0.35056-0.048317i,0.30641+0.015614i,0.22152-0.022655i,0.076876-0.046269i,-0.020869-0.0084798i,-0.045586+0.019255i,-0.028076+0.036956i,0.024576+0.038856i,0.081122+0.0010257i,0.122-0.060067i,0.13493-0.11224i,0.10378-0.12474i,0.05932-0.099212i,0.038993-0.082425i,0.020021-0.093878i,-0.012873-0.10104i
-0.042579-0.13071i,-0.17475-0.3119i,-0.35595-0.33477i,-0.41347+0.008432i,-0.31263+0.42748i,-0.2239+0.50549i,-0.24625+0.26338i,-0.32934+0.0016239i,-0.35245-0.069895i,-0.23854-0.008922i,-0.091012+0.0015792i,-0.012015-0.036025i,0.01206-0.054438i,-0.01588-0.076485i,-0.090905-0.094997i,-0.16044-0.073615i,-0.18459-0.030719i,-0.17199-0.0099154i,-0.13276-0.002643i,-0.071932+0.024206i,-0.016384+0.052567i,0.012366+0.059729i,0.015653+0.053709i
0.24302+0.094322i,0.57949+0.11817i,0.75968+0.035857i,0.47754-0.13664i,0.041172-0.22661i,-0.075957-0.17158i,0.072428-0.04394i,0.24865+0.08423i,0.31542+0.075454i,0.19896-0.01618i,0.046211-0.02108i,-0.015973+0.0050149i,-0.058175-0.0020536i,-0.091193+0.015588i,-0.049621+0.054277i,0.038608+0.068396i,0.10805+0.071329i,0.13219+0.081249i,0.094218+0.0767i,0.030726+0.060731i,0.0067873+0.055391i,0.019686+0.049597i,0.032369+0.036029i
-0.16706+0.20474i,-0.3724+0.51623i,-0.40604+0.76778i,-0.13946+0.61333i,0.11649+0.17483i,0.17914-0.094034i,0.18087-0.14898i,0.13186-0.17032i,0.045169-0.11844i,0.02526-0.029655i,0.058735-0.019714i,0.076809-0.03286i,0.078711-0.024737i,0.073524-0.050454i,0.047066-0.11994i,-0.0073589-0.18278i,-0.075026-0.19769i,-0.11131-0.1646i,-0.10205-0.11136i,-0.089129-0.056025i,-0.07338-0.00067545i,-0.038143+0.024323i,-0.01579+0.001124i
-0.034491-0.17974i,-0.076604-0.48769i,-0.19724-0.80728i,-0.44076-0.76779i,-0.57891-0.32689i,-0.47982+0.051022i,-0.36327+0.15894i,-0.26435+0.18539i,-0.068217+0.17725i,0.087607+0.077327i,0.081079+8.0023e-05i,0.055907+0.0043648i,0.069307-0.015768i,0.038088-0.035515i,-0.0063212+0.023324i,-0.0018312+0.11363i,0.026035+0.1826i,0.035049+0.21019i,0.031849+0.17741i,0.015015+0.11275i,-0.027752+0.074586i,-0.053412+0.08899i,-0.033196+0.11974i
0.093377+0.28432i,0.26139+0.60627i,0.37539+0.80188i,0.22935+0.54522i,-0.091989+0.079766i,-0.26395-0.063727i,-0.23164+0.20073i,-0.075679+0.56812i,0.12091+0.64806i,0.19741+0.4158i,0.15246+0.18968i,0.071524+0.10289i,0.0077257+0.1153i,0.043712+0.12007i,0.12662+0.029974i,0.15275-0.091801i,0.13424-0.17571i,0.10009-0.20075i,0.057672-0.17302i,0.013423-0.14728i,-0.024936-0.12715i,-0.044179-0.092924i,-0.031959-0.073489i
0.23817+8.1086i,2.8981+7.0406i,6.6668+6.0267i,7.9526+3.0064i,6.6719-0.43461i,3.5098-2.6415i,0.5406-2.2024i,-0.551-0.67178i,-0.18409+0.29481i,0.59273+0.26258i,0.60243-0.46314i,-0.21673-1.0086i,-1.0802-1.0097i,-1.5743-0.58777i,-1.5232-0.0010371i,-1.0749+0.39964i,-0.57905+0.41587i,-0.19437+0.19637i,0.11275-0.027758i,0.27368-0.19224i,0.24586-0.31433i,0.099402-0.27928i,0.013182-0.055526i
0.23043-0.046033i,0.42546-0.28119i,0.36438-0.65019i,-0.055266-0.76457i,-0.38785-0.41183i,-0.33746-0.017747i,-0.25359+0.032615i,-0.31855-0.066201i,-0.30205-0.10172i,-0.19221-0.089255i,-0.13553-0.0099619i,-0.12609+0.068269i,-0.14201+0.096214i,-0.10924+0.13087i,0.027903+0.11957i,0.13614+0.0098067i,0.1206-0.10487i,0.052124-0.14434i,0.0068608-0.10869i,0.0054207-0.049935i,0.017496-0.013849i,0.016849+0.0080884i,0.032869+0.029182i
0.054735+0.0766i,0.040058+0.28105i,-0.057942+0.67486i,-0.10459+1.1072i,-0.048766+1.2349i,-0.0019528+1.019i,0.052655+0.76219i,0.15826+0.51886i,0.13265+0.18755i,-0.022755-0.011265i,-0.053782-0.0058463i,0.022389+0.0067275i,0.082036+0.02262i,0.11256+0.042597i,0.048368+0.015547i,-0.06605+0.015732i,-0.11196+0.047336i,-0.10197+0.071301i,-0.049567+0.08491i,0.028753+0.034099i,0.057673-0.057553i,0.03517-0.090931i,0.016639-0.074025i
0.13726-0.23987i,0.23984-0.48718i,0.39229-0.60063i,0.60185-0.4161i,0.69055-0.17551i,0.48795-0.18052i,0.219-0.3704i,0.014811-0.51823i,-0.16227-0.39959i,-0.15684-0.11623i,-0.050151-0.0016234i,-0.066154-0.0045186i,-0.093728+0.030314i,-0.047947+0.06233i,0.0086295+0.095971i,0.058242+0.10755i,0.082102+0.058668i,0.095817+0.0026215i,0.099901-0.031407i,0.056067-0.043096i,-0.00090018-0.033883i,-0.021387-0.023131i,-0.013016-0.010611i
0.03808-0.066233i,0.014513-0.15303i,-0.097533-0.28616i,-0.21075-0.38193i,-0.16002-0.30609i,-0.01974-0.090173i,-0.053822+0.10224i,-0.20184+0.2282i,-0.19145+0.25554i,-0.083802+0.16626i,-0.041743+0.10801i,0.0021948+0.092417i,0.054444+0.026626i,0.073718-0.025497i,0.099913-0.032714i,0.12709-0.060302i,0.098719-0.11192i,0.012634-0.14633i,-0.0654-0.11588i,-0.067121-0.039624i,-0.021311+0.00092929i,0.0053853-0.0058512i,0.012446-0.018909i
-0.10968-0.17037i,-0.26319-0.30112i,-0.36331-0.23334i,-0.23679+0.062027i,0.014062+0.23143i,0.1659+0.14535i,0.28489+0.036711i,0.40885-0.068085i,0.32521-0.18124i,0.12483-0.16974i,0.047623-0.10984i,0.034853-0.088214i,0.0037653-0.053699i,-0.008662-0.024049i,-0.01513-0.034328i,-0.051837-0.042531i,-0.09168-0.012825i,-0.096673+0.048848i,-0.05967+0.096833i,-0.0098663+0.084635i,0.010697+0.042916i,-0.00046535+0.027671i,-0.011505+0.040166i
