-0.0029172+0.00016245i,-0.0026526+0.0007785i,-0.0023427+0.00092084i,-0.0021753+0.00093462i,-0.0022312+0.0019695i,-0.0011609+0.0023728i,0.00031539+0.0016635i,0.00053027+0.0013923i,0.00065091+0.00031596i,0.0010023-0.00079666i,0.00047094-0.0012685i,0.00011551-0.0016768i,0.00061068-0.001127i,0.00093013-0.001189i,0.0012654-0.0012081i,0.0014343-0.00041311i,0.00068724-9.4717e-05i,4.0916e-05+0.00020174i,-0.00031725+0.00016345i,-0.00081473+9.3454e-05i,-0.00099451+0.00031358i,-0.00054829+0.00069289i,-0.00014+0.00041552i
1.1787e-05-0.0020257i,-2.5189e-06-0.0017391i,-0.00053071-0.0009919i,-0.00057404+0.00055277i,0.00025814+0.0012438i,0.00062109+0.0013456i,0.00039603+0.00088717i,0.00059009+0.00025188i,-3.0334e-05+0.0002194i,-0.00074534+0.00042148i,8.1507e-05+0.00015847i,-1.3868e-05-0.00010305i,-0.00055853+0.00053534i,-7.2763e-05+0.00062598i,0.00034438-0.0003941i,-4.6978e-05-0.00057403i,-0.00037562-0.00077521i,-0.00049635-0.00098197i,-0.00033035-0.00067906i,-0.00024756+7.2077e-05i,-0.00031747+0.00031919i,-0.00048239+2.6014e-05i,-0.00018252+0.00063364i
-0.00052921-0.00023163i,-4.7051e-05-9.0747e-05i,0.00075131+0.00025102i,0.00082882+0.00017563i,0.0010244+0.00079028i,0.0010561+0.0015222i,0.0001557+0.0016523i,-0.00037189+0.0010658i,6.3321e-05+0.00039462i,5.2635e-05+0.00031619i,5.4607e-05+0.00065816i,-0.00014569+0.00026101i,-0.00013294-0.00057498i,0.00063309-1.4164e-06i,0.0010115+0.00067022i,0.00034702+0.00059891i,-9.1566e-05+8.1159e-05i,-0.00029329-0.00019981i,0.00010015-0.00045744i,3.7828e-05-0.00091257i,-0.0010485-0.0011235i,-0.00057767-0.0013315i,0.00068284-0.0013885i
-0.0015887+0.0019752i,-0.0011188+0.001427i,0.00060756+0.00063874i,0.0012606+9.7242e-05i,0.0011789+0.00058128i,0.00068723+0.00093752i,-0.00012717+0.00058823i,-0.00014881-0.00017313i,0.000462-0.00067142i,0.00034892-0.00040018i,-0.00025236-7.3106e-05i,-0.00028185+6.3848e-05i,-0.00051545+0.00036348i,-0.0012409-5.8509e-05i,-0.0010782-0.00078704i,-0.00027678-0.00044618i,-0.00018895-0.00029181i,-0.00047107-0.00046027i,-0.00025984-6.152e-05i,-2.4319e-05+7.3707e-05i,0.00033396-0.00066025i,0.00025798-0.00020372i,4.5988e-05+0.00049489i
0.0019075-0.00058606i,0.0017837-0.0009989i,0.002401-0.00087834i,0.001186-0.00050006i,0.00018369-0.00028888i,0.0005461+0.0006057i,-0.00012063+0.0011721i,-0.00024245+0.00050801i,-0.00012605-0.00056158i,-0.00028813-0.001004i,-6.5334e-05-0.00049233i,0.00015463-9.262e-05i,0.00014468+0.00011583i,-0.00029922-4.3955e-05i,-0.00091628-0.00078759i,-0.00038065-0.00060561i,0.00035579+0.00052962i,0.00052564+0.00092874i,0.00096563+0.00078861i,0.00062042+0.00056005i,-0.00028452+0.00012194i,-0.00053001-0.00010578i,0.00042976-0.00028469i
0.0014024-0.0008694i,0.00025876-0.0001806i,-0.0011143+6.3282e-05i,-0.00067232+0.00022248i,0.00096293+0.00048864i,0.0016793+0.00080887i,0.0011492+0.001334i,0.00053939+0.00072486i,0.00041092-0.00035601i,0.00031842-0.00052222i,-0.00073189+0.00014717i,-0.0011114+0.00042896i,-0.00087185+0.00053291i,0.0001915+0.0012206i,0.00088286+0.001256i,0.0007214+0.00028532i,0.00017828-4.5387e-05i,-0.00057518-0.00033776i,-0.00020592-0.0002083i,0.00056291+0.00050973i,0.00088493+0.00077064i,0.00044254+0.00067945i,0.0002354+0.00014828i
0.00075905+0.00043517i,0.00078792+0.00021771i,0.0011417+0.00083281i,0.0016015+0.00064909i,0.0015034+0.00026163i,0.00080015+0.00044112i,0.0004679+0.0002293i,0.00013387+0.00044143i,-0.00042965+0.00043094i,-0.00022643-0.00018168i,-0.00034823-0.00067879i,-0.0007453-0.00053615i,-0.0010137-0.00028336i,-0.00011695-0.00068181i,0.00093777-0.00057353i,0.00040544-0.00010771i,0.00082878-0.00070377i,0.0017948-0.00095616i,0.00033384-0.00029745i,-0.0013978-0.00021285i,-0.001435+2.2977e-06i,-0.0005459-7.9559e-06i,-2.0759e-05-0.00029447i
-0.00068459+0.00015534i,-0.0012367+0.00093597i,-7.6647e-05+0.0019628i,0.00058132+0.00213i,0.00089129+0.0015075i,0.0014003+0.0011031i,0.00074521+0.00048245i,0.00011188+0.00022642i,8.3911e-05+0.00011377i,8.8677e-05+8.8796e-05i,0.00028667-0.00018392i,5.4688e-05-0.00072577i,-6.1444e-05-0.0012003i,0.00025465-0.0016239i,0.00097312-0.0014736i,0.0010607-0.00061992i,0.00061954-0.00049858i,0.00019155-0.0010605i,-0.0002566-0.0019214i,-0.00011922-0.0013733i,2.993e-05+5.7879e-05i,-0.00013165+0.00051492i,-7.2165e-05+0.00031888i
0.0014832+0.00042889i,0.0013712-0.00019607i,0.0021766-0.00010052i,0.0023314-8.2967e-05i,0.0022178-0.00025116i,0.0015106-4.5437e-05i,9.0712e-05+0.00039441i,-0.00018645+0.0010254i,-0.00037559+0.00043325i,-0.00030098-0.00048892i,-0.00031513-0.0003348i,-0.00094202-0.00028342i,-0.00085326-0.00022585i,-0.00025829-0.00030533i,0.00034988-0.00039991i,0.0002586-0.00083731i,2.76e-05-0.00050425i,7.7441e-05+4.6744e-05i,-4.2406e-05+0.00046481i,4.944e-05+0.00069683i,0.00070772+0.00043035i,0.00082541+0.00034595i,0.00017817+0.00037003i
-0.00039007+0.0010288i,-0.00041932+0.0016674i,-0.00092226+0.0021653i,-0.00036734+0.0014693i,0.00059204+0.00048452i,0.00068019+0.00064383i,-3.3127e-05+0.00054153i,-0.00045514+6.7978e-05i,-0.00064976-0.00025973i,-0.00060709-9.0954e-05i,0.00019354+0.00035053i,0.00061373+0.00014778i,-4.6542e-05-0.00068242i,-0.00021099-0.00059261i,0.00039626+4.9064e-05i,0.00017904+0.000171i,1.6205e-05-0.00073775i,-8.5421e-05-0.0011058i,-2.069e-05-0.00059229i,0.00024124-0.00017865i,0.00021154-0.00025877i,-0.00020061-0.00024267i,-0.00026391+0.00013195i
-0.0012768-0.00018348i,-0.00025375+0.00026611i,0.00088448+0.0010088i,0.0020989+0.002295i,0.0028988+0.0026901i,0.0025315+0.0019985i,0.0011398+0.00059213i,-5.6239e-05-0.00025624i,-0.00094544-0.00041727i,-0.00044697-0.00043336i,0.00031347+9.636e-05i,-0.00030327+0.00049096i,-0.00059393-1.7664e-05i,-0.00030463-0.00077011i,0.00070174-0.0014191i,0.0012523-0.0012332i,0.00023874-0.00037425i,-0.00038111-7.0208e-05i,-0.00018382+8.6839e-05i,-0.00059203-0.00033282i,-0.0010272-0.00053678i,-0.00053909+0.00027048i,0.00019882+0.0013138i
0.00076957+0.00070605i,0.00078249+0.0010455i,0.0011315+0.00010147i,0.00067738-0.00059078i,5.8754e-05-0.00012077i,0.000352+0.00058252i,0.00070084+0.00086756i,0.00026067+0.00033307i,-0.00020981+0.00019311i,-0.00060785-0.00015567i,-0.0007367-0.0014466i,-9.3996e-05-0.0014371i,0.00085003-0.00043678i,0.00073823-0.00034288i,0.00020012-4.5949e-05i,0.00013328+0.00044652i,0.00031686-0.00029566i,0.00036872-0.00092116i,0.00017396-0.00050204i,-0.00024247-0.00020411i,0.00013229-0.00015521i,0.00031395-0.00029271i,6.8002e-05-0.00047842i
-0.00077805-0.00070416i,-0.00049609-0.001075i,0.00097039-9.5662e-05i,0.0019565+0.00051257i,0.0014584+0.0011255i,0.00072895+0.0015895i,0.00037197+0.00060805i,0.00019885+7.9422e-05i,-0.00076609-6.8404e-05i,-0.0009471-0.00075095i,1.6176e-05-0.00072531i,0.00036851-0.00017639i,0.00072246-0.00015069i,0.00079237-1.3428e-05i,-0.00010271+0.00013387i,-2.3082e-06+3.8693e-05i,0.00048919-4.3063e-05i,0.00031205+7.1895e-06i,4.0543e-05+0.00061486i,-0.00029629+0.0004516i,0.00048528-0.00044595i,0.0010321-0.00015599i,0.00062459+0.00053215i
-0.00029162-0.00069182i,0.00021297-2.4651e-05i,0.00021584+0.00030057i,0.00051924+5.4826e-05i,0.0010927+0.00038419i,0.00068533+0.00085253i,2.195e-06-0.00042262i,-0.0003784-0.0013452i,2.8524e-05-0.00082051i,0.00043926-5.8028e-05i,0.00066515-2.8052e-05i,0.0004401-0.00015863i,9.5436e-05+7.4147e-05i,0.00034066+6.0234e-05i,-2.9074e-05-3.5295e-05i,-9.239e-05-0.00016552i,0.00023743-3.2682e-05i,0.00038862+0.0004982i,2.4143e-05+0.00022896i,-0.00036906+0.00040948i,0.00057835-0.00017667i,0.0012171-0.00051979i,0.00078955+8.0807e-05i
0.00091717+0.00022075i,0.0018458-0.00034392i,0.0012862-3.5529e-05i,0.00084277+0.0011192i,0.00085085+0.0014561i,0.00069521+0.0008326i,0.00031729+0.0006841i,-0.0001794+0.000446i,-0.00031753+0.00037206i,-2.2003e-05+0.00064608i,-0.00011091+0.00083153i,-5.6652e-05+0.00035403i,0.00021107+0.00039151i,0.0002124+0.00060589i,0.00094906+0.00043227i,0.0015697+0.000182i,0.00059423-0.00051184i,-0.00064281-0.00082043i,-0.00057363-0.00041375i,-8.5425e-05-0.0001088i,-0.00058225+5.744e-05i,-0.00046552-9.2491e-05i,0.00041567-0.00013814i
-0.00038298-0.00062218i,0.0001124-0.0004117i,0.00060833-0.00021475i,0.00089733+7.5806e-05i,0.0010918+0.00086572i,0.0012944+0.001258i,0.0012372+0.00099624i,0.0010641+0.0011637i,0.00077496+0.00072544i,0.00018787+0.00053569i,-4.6788e-05+0.00018945i,0.00023851-0.00082397i,5.2526e-05-0.00020511i,0.00038711+0.00073173i,0.001086+0.00061603i,0.00077428+0.00068255i,0.00026113+0.00011209i,0.00041124-0.00042006i,0.00039885-0.00040702i,0.00038583-0.00047293i,0.00078465-0.00042502i,0.0013856+0.00023208i,0.00026673+0.00091143i
0.00058428-0.0012151i,0.00099334-0.00083788i,0.00095689+0.00029628i,0.00039277+0.00085265i,-0.00036835+1.1819e-05i,-6.774e-05+9.995e-06i,0.0004494+0.00067641i,0.00032839+0.00069248i,2.2379e-05+0.00019685i,0.00030544-0.00010012i,0.00028412-0.00039172i,5.8748e-05-0.0004862i,0.00019977+2.3206e-05i,0.00040195-0.0001423i,0.00029151+0.00014328i,0.00018949+0.00029826i,0.00020083-0.000595i,0.00024243-0.00017253i,0.0005173+0.00056058i,0.00090525+4.1594e-05i,0.0013958+0.00028078i,0.00046218+0.00097225i,-0.00098329+0.0003881i
0.0011386+0.001477i,0.0017981+0.00041196i,0.0029388+0.0010164i,0.0029862+0.00078702i,0.0023161-0.00045148i,0.00047324-0.00061363i,-8.4481e-05-0.00024954i,0.00058551+0.00026342i,0.0002585+0.00043305i,0.0002946-0.00012458i,0.00046127-0.00013797i,4.6352e-05-0.00015027i,-1.3829e-05-0.0003452i,5.5862e-05-0.00040117i,9.6588e-05-0.00016169i,-0.0001659+0.00012664i,-6.0999e-05+3.321e-07i,-0.00040177-0.00073892i,-0.00089421-0.00080874i,-0.00079649-5.3952e-05i,-0.00024956-0.0001092i,-0.0002321-0.00062293i,-0.00033105-0.00058383i
-0.00085124-0.00054189i,-0.0010516-0.0003824i,-0.0011301+0.00015342i,-0.00064023+0.00044866i,-0.00025123+0.00085644i,-0.00013583+0.00099605i,0.00048246+0.00016885i,0.00020598-0.0004109i,-0.00031021-0.00065674i,-0.00040325-0.00026031i,-0.00020811+0.00030586i,0.00050919+0.00081315i,0.00061202+0.00023888i,0.00024244-8.593e-05i,-0.00014744+0.00046504i,-5.0723e-05+2.394e-05i,-0.00037835+1.1782e-05i,-0.0013583+0.00091749i,-0.0014618+0.001065i,-3.3453e-05+0.00077258i,-0.00011206-6.3274e-05i,-0.00064133-0.00024047i,-0.00033756+0.00064564i
3.8925e-05-0.00084269i,0.00067719+1.6351e-05i,0.0011872+0.00027985i,0.0015075+9.9913e-05i,0.001052+0.00018844i,0.00035563+0.00093568i,0.00012145+0.0019658i,0.00032292+0.00098682i,0.0001556-0.00078807i,-0.00035692-0.0012604i,-0.00066972-0.00044743i,-0.00010757+0.00036251i,0.00046921+0.0005907i,0.00030602+0.00022911i,0.0001851-0.00039546i,0.00050647-0.00017205i,0.00056465+0.00063906i,0.00022693+0.00065385i,0.00011313+2.5052e-05i,-9.47e-05+0.00015549i,-0.0002218+0.00048797i,-0.00015089+0.00048406i,-1.663e-05+0.00052949i
-0.00037709-2.7092e-05i,0.00012272+0.00040267i,0.00011906+0.00079133i,0.00077224+0.00078439i,0.0010409+0.00074585i,0.00096598+0.0006983i,0.00062497+0.00088442i,-0.00013962+0.00078761i,-0.00077342+0.00099037i,-0.00068229+0.0015195i,-0.00027793+0.0015431i,-0.0001307+0.00033999i,0.00027233-0.00061435i,-5.0699e-05-0.00028329i,-0.00050431+5.3971e-05i,-7.0094e-05-0.00025066i,0.00044458-0.00017584i,-6.5557e-05-4.1311e-05i,-0.00097634-0.00028427i,-8.7682e-05-0.00066836i,0.00088302+0.0001394i,3.5563e-05+0.00076571i,-0.00030278+0.00031171i
-0.00079259+0.00047402i,-0.00047986+0.00074942i,0.00017463+0.0011524i,0.00066942+0.0014213i,0.00075087+0.0016079i,0.00041439+0.0022084i,-0.00048717+0.0012802i,-0.00074035-0.00039385i,-0.00064183-0.00079473i,-0.00043962-0.0006373i,0.00026296-0.00056066i,0.00037624-0.00036082i,0.00042154+8.7406e-06i,0.00052786+0.00025691i,0.00023433-0.00022074i,-0.00046503-0.00053433i,-0.00074673-0.00022566i,-0.00049697-0.00024893i,-0.00035457-0.00028952i,-0.00038832-0.00027825i,-0.00021135+0.00018362i,-7.7719e-05+0.00071695i,0.00028085+0.00088837i
-0.00042875-0.001551i,0.00011455-0.0004093i,0.00090605+0.00062753i,0.0015347+0.00085072i,0.00076111+0.0019014i,0.00012471+0.001481i,0.00038312+3.8775e-05i,0.00061487+0.00012972i,0.00023834+3.5929e-05i,-0.00017161-1.153e-05i,-0.00027345+0.00027446i,-7.7176e-05+0.00024318i,-1.3682e-05+0.00020677i,-0.00022497+5.2437e-05i,-7.8246e-05-0.00027221i,0.0002929-0.00044888i,-0.00011926-0.00070412i,-0.00055319-0.0004744i,-0.00051234-0.00044873i,-0.00094861-0.00027746i,-0.0013088-0.00034121i,-0.00081578-0.00078562i,-0.00022523-0.00022857i
0.00014542-0.0015861i,0.00013936-0.0016175i,-0.00016449-0.00075691i,-0.00044774+0.0004832i,-0.00031145+0.00082858i,2.1698e-05+0.0010997i,0.00029451+0.0014359i,4.5868e-06+0.0014063i,4.8586e-05+0.00035382i,0.00056844+0.0001275i,0.00012852+0.0010014i,-0.00075175+0.00080137i,-0.0012075-0.0002641i,-0.00088536-0.00019825i,-0.00016439+0.00014646i,0.00058306+0.00011297i,0.00040783-1.0523e-05i,0.00034837-0.00021499i,0.00069713-4.8742e-05i,0.00065085+0.00018996i,0.00042907+0.0002956i,-3.0729e-05+0.00044444i,-0.00028898+0.00013062i
-0.00083148-0.0015422i,-0.00042728-0.0013658i,-0.00010321-0.00038308i,0.00081247+0.0011478i,0.00082526+0.0020354i,0.00030074+0.002056i,0.00024634+0.0012198i,0.00023324+0.00011051i,0.00022928-0.0004542i,0.00069748-0.00049327i,0.0014642-0.00046635i,0.0010904-0.00052181i,0.0004473-0.00055099i,0.00070147-0.00042727i,0.00056708-5.033e-05i,0.00036879-1.521e-05i,0.00059436-0.00073309i,0.00014051-0.00096774i,0.00017592-0.00019342i,0.00084684-1.4457e-05i,0.00047657+0.0001938i,0.00029701+0.00017239i,0.00046415+0.00025895i
-0.0015355-0.0016938i,-0.0013036-0.0016936i,-0.0015217-0.00067365i,-0.0010222+0.00089658i,2.3465e-05+0.0020708i,0.00105+0.0022048i,0.0012851+0.0011064i,0.00087893-0.00017868i,0.00036402+8.0982e-05i,-0.00072747+0.00060117i,-0.00082706+0.00016484i,0.00010214-0.00074958i,0.00071991-0.0011346i,0.0014061-0.00088657i,0.0019442-0.00011641i,0.0012575+0.00034947i,0.00018534+0.00037844i,0.00019502+0.00040364i,0.00043053+0.00016015i,-0.00035077+1.379e-05i,-0.00077705-0.0002384i,-0.00022919-0.00013382i,-8.0467e-06+0.00029413i
0.00029766-0.0027498i,-0.00060168-0.0012002i,-8.2203e-05+0.00016415i,0.00065651+0.00053561i,0.00028501+0.00063344i,0.00028064+0.0011347i,0.00069747+0.0012087i,0.00038364+0.00053792i,0.000323+0.00036063i,0.00041784+0.00040578i,4.3116e-05+0.00025647i,-0.00051833+0.00035675i,0.00029195+0.00066207i,0.00047765+0.00046924i,0.00039069+0.00083391i,0.0005763+0.001465i,8.2437e-05+0.00070365i,3.4782e-05-0.00025877i,0.0008589-0.0012213i,0.0015713-0.00082014i,0.00031209+0.00018897i,-0.0011419+0.00017027i,-0.00045093+0.0005163i
0.00087563+0.00017601i,0.00088439-0.0011477i,0.00087754-0.0018302i,0.00094718-0.0010068i,0.00066321-0.00080397i,1.7842e-05-0.00049524i,-0.00031816-0.00036487i,0.00058117-0.00050947i,0.001003-0.00019949i,0.00027837-0.00039749i,0.00043241-0.0006087i,0.00051588-0.00083227i,0.00010779-0.00071934i,5.5038e-05-0.00039186i,-4.2256e-05-0.00035237i,0.00031789-0.00043729i,0.00020277+2.504e-05i,-0.00060921+0.00050098i,-0.00085219+0.00050167i,0.00031061+0.00045398i,0.00028964+0.00017365i,-0.00046169-0.00024069i,9.8307e-05-7.1853e-05i
0.000565-0.0015467i,0.00063268-0.0013532i,0.00026332-0.00068181i,0.00046461+0.00070052i,0.00059588+0.0010881i,0.00060497+0.0012511i,0.00034661+0.0020319i,2.9796e-05+0.0014076i,0.00045198+0.00081219i,0.00076062+0.00047343i,0.00091047-0.00027672i,1.777e-05-0.0001401i,-0.0011598+0.0001916i,-0.0012825-0.00012143i,-0.00088469-0.00077147i,-0.00036252-0.00086246i,0.00029389-0.00027388i,0.00075403+6.8153e-07i,0.00032023-0.00059169i,-0.00017461-0.00037738i,-9.3243e-05+0.00023722i,0.0004832+0.00029445i,0.00059274+0.00047795i
0.0017927-0.000882i,0.0012917-0.0009293i,0.00044605-0.0019674i,0.0008269-0.0008882i,0.0014612+0.0010177i,0.0011184+0.0012399i,0.00013617+0.0010338i,-0.00031184+0.00031698i,-7.1536e-05-0.00094544i,-0.00029065-0.00047469i,0.00022871-2.5027e-05i,0.00077728-0.00045075i,0.00085905-0.00013798i,0.0012383-6.2622e-06i,0.00064554+0.00027184i,-0.00055417+0.00051505i,-0.00057722+0.00041859i,0.00042036+0.00048098i,0.00064518+0.00047181i,-0.00016205-0.00023989i,-0.00073102-0.00052758i,-0.00058019-0.00044189i,0.00020862-0.00058657i
0.0016424+0.00020826i,0.0022435-0.00026146i,0.0016492-0.00080075i,0.0012215-0.00062125i,0.0008941+0.00025071i,-0.00025962+0.0010534i,-0.00034512+0.0013962i,0.00070071+0.00066482i,0.00092169+0.00010088i,0.00050809+0.00047765i,0.00066537+0.00048109i,-0.00014469+0.00015325i,-0.00095669+0.00051695i,-0.00078484+0.00054969i,-0.00074127+0.00031653i,-0.00062208+7.5262e-05i,-0.00070199-0.00028233i,-0.0007544-0.00053475i,-0.00052481-0.00053607i,4.2119e-05+0.00042431i,0.00044125+0.00068979i,0.00053602-0.0002468i,0.00034765-0.0011667i
0.001323-0.0019516i,0.00012468-0.0010815i,-0.00065258-0.0020355i,-0.00058407-0.0015067i,-0.00096603+0.00043107i,-0.0004709+0.0012986i,0.00056882+0.00086394i,0.0012815-0.00042084i,0.00024928-0.0010996i,-0.0012325-0.00029063i,-0.0010984+0.0008543i,-0.00045602+0.00066123i,0.00033471+0.0010182i,0.00042603+0.0015926i,-7.8134e-05+0.0014752i,-0.00036144+0.00064281i,-0.00042325+7.0211e-06i,-9.2071e-05+0.00043182i,0.00056133-0.00066915i,0.0010468-0.00078153i,0.0001336-6.428e-05i,-0.00078214-6.7386e-05i,-0.00056525+0.0007328i
-0.00042847+0.0007887i,0.00035042+0.00032638i,0.00054954+0.00075412i,0.0016248+0.0014741i,0.0016134+0.001637i,0.00082482+0.0013616i,0.00011248+0.0010646i,-0.0007136+0.00053137i,-0.00088611-0.00034637i,-0.00041168-0.00060663i,0.00015333-0.00016206i,0.00032323-0.00032653i,0.00049471-0.00081113i,0.00076044-0.00087063i,0.0012983-0.00091915i,0.0011815-0.00057553i,0.0004987+0.00042869i,2.8758e-05+0.00069481i,-0.00038542-9.7961e-05i,-0.00015734-0.00079696i,0.00045386-0.00060565i,0.00043808-0.00035058i,0.0001188-0.00046356i
-0.0016532+0.0009321i,-0.0010231-0.00058838i,-4.9487e-05-0.0005952i,0.00045392+0.00097499i,-0.00016978+0.0015663i,-4.31e-05+0.00119i,6.8783e-05+0.0010339i,-5.9443e-05+0.00097581i,-6.1509e-05+0.00059699i,-0.00041114-1.4389e-05i,-0.00039544-0.00023678i,0.00021777-0.00048816i,0.00043898-0.00088036i,0.00020325-8.927e-05i,0.00010699+0.00037196i,0.0001756-0.00024361i,0.00016228-0.00040083i,0.00025909+3.1952e-05i,3.8371e-06+0.00014892i,-0.00014522-0.00073676i,-0.00053457-0.00025895i,-0.0012108+0.00045365i,-0.00039756+0.00013064i
0.0010718+0.00055002i,0.0016703-0.00078735i,0.0023334-0.00075712i,0.0019093+0.00011116i,0.000847+0.00093668i,0.00027531+0.0012283i,-0.00013808+0.0014129i,-0.00026799+0.0010651i,-0.00053446+0.0003086i,-0.00068557-0.0005929i,-0.00081068-0.00096612i,-0.0010506-0.00088183i,-0.00038062-0.001032i,0.00012053-0.0012841i,-0.00015771-0.00063005i,-0.00024391-0.00013762i,0.00017718-0.00030869i,0.000158+0.0002304i,0.00016436+0.00025868i,0.00059354-2.4425e-05i,0.00033519+0.00037905i,-0.00059775+0.00028443i,-0.00070356+7.3601e-05i
-7.5918e-05+0.00047155i,-0.00042462-0.00018617i,-0.00016487-0.00051331i,0.0002241+0.00029671i,0.00023853+0.0015381i,8.6498e-05+0.002009i,-0.00031216+0.0011369i,-0.00035969-5.9547e-05i,0.00051586-0.00047232i,0.00040728+1.8603e-05i,0.00010054+0.00030169i,0.00073718+6.7659e-05i,0.00086201-0.00016904i,-0.00025975-1.4934e-05i,-0.0009366+7.6223e-06i,-0.00032836-0.00037889i,0.00034517-0.00037058i,3.7967e-05-5.7007e-05i,-0.00036663+1.2449e-05i,-0.00048516-9.6725e-05i,1.8297e-05-0.00041661i,0.00090564-0.00036299i,0.00099042+1.366e-05i
0.00031226-0.0012963i,0.00036701-0.0014817i,0.0010437-0.00087402i,0.001037-0.00023377i,0.00037808-0.00025701i,0.00022592+0.00029127i,0.00042635+0.00069068i,0.00032485+0.00055781i,0.00026372+2.0955e-05i,0.00026775-1.1043e-05i,-0.00025764-7.0361e-05i,-0.00049415-0.00036488i,0.00028857-0.00060514i,0.0014947-0.00036407i,0.0009604+0.00015031i,-0.00018022+0.00085041i,-0.0005752+0.00098742i,-0.00028361-0.00025481i,0.00059137-0.00063612i,0.00015749+0.00070555i,-0.00070185+0.0011642i,-0.00046734-0.00016469i,-0.00056492-0.00051884i
0.00063215-0.001158i,0.00049297-0.0011895i,-7.2339e-05-0.0010469i,-0.00050852+0.00072565i,-0.00011629+0.0018153i,-3.7355e-05+0.0016185i,-0.00018024+0.0014598i,-0.00026868+0.0015488i,-0.00033471+0.0012403i,-0.00028522+0.00017356i,-8.7911e-05-0.00010057i,0.00019177+0.00051266i,-0.00052015+8.1828e-05i,-0.0012007-0.0003709i,-0.0011448-2.1273e-05i,-0.0007438+0.00044714i,-0.00024393+0.00039063i,0.0006687-0.00075128i,0.0011033-0.00099278i,0.00068744+0.00014217i,0.0005585+0.0002891i,0.00059193-0.00023796i,5.1969e-05+0.00065543i
0.00094605-0.00031345i,0.00098019+4.3019e-05i,0.00086714+0.00070095i,0.0013743+0.001825i,0.0015003+0.0018207i,0.00075962+0.0011215i,0.00061234+0.0011941i,0.0012496+0.0012828i,0.0014944+0.0011185i,0.00051042+0.00071882i,-0.0001434+0.00027463i,-2.2567e-05-1.6971e-05i,-0.00017953-0.00073173i,0.00034829-0.00066125i,0.00049362+0.00024544i,0.00062505+0.00052455i,0.00058534+0.00049147i,-0.00016472+0.00015237i,-0.0001114+0.00026599i,-8.3767e-05+0.0001614i,-4.4308e-05-0.00049605i,1.4988e-05-0.00050951i,-0.00021473-4.5037e-05i
0.0012585-1.3763e-05i,0.0008334-0.0013753i,0.00069728-0.0023865i,0.00055558-0.001525i,-0.00014887-0.00045632i,-0.00035253+0.00011854i,0.00061493+0.0010512i,0.00097563+0.0007161i,6.6142e-05-0.00053668i,-0.001016-0.0010193i,-0.00066432-0.00049907i,-0.00018444-9.1894e-05i,-0.00011247-0.00056062i,-0.00031918-0.00045297i,-0.00035286-0.00018165i,-0.00048758-0.00024129i,-0.0003423+0.00044034i,0.00013636+0.00065309i,0.00025671-1.8156e-05i,0.00033281-0.00033924i,0.00026853+9.1053e-05i,-0.00044392+0.00066779i,-0.00055837+0.00057846i
0.00053825+0.00069399i,0.0011473-0.00042244i,0.001746-0.0011792i,0.0011137-0.00029421i,0.00066312+0.00012797i,0.00031515-0.0001749i,-1.3499e-05+0.00065329i,-4.1775e-05+0.00049067i,-0.00024413-0.00013419i,8.4594e-05-0.00047143i,0.00047667-0.00050328i,7.4861e-05-0.00013658i,-0.00092024-0.00055164i,-0.00072657-3.1534e-05i,-0.00029214+0.0001525i,-0.00025585-0.00035066i,0.0002832-0.00033909i,9.3275e-05+0.00032673i,-0.00035147+0.00066707i,0.00019081+0.00060562i,0.00052242+0.0010269i,0.00032197+0.00016683i,0.00076427-0.00019824i
0.00070806-0.00020019i,0.00038351-0.00036131i,0.0004186+3.9264e-07i,0.00072737+0.00018815i,0.00020844+5.3362e-05i,-0.00033079-2.9793e-05i,-1.1356e-05-0.00014325i,-0.00025449+0.0003037i,-0.0007855+0.0013288i,-0.00078291+0.0014144i,-1.6582e-06+0.00044892i,0.00073041-0.00038664i,0.00031645-0.00028476i,-0.00031101+0.00026684i,-0.00052232-0.00020464i,8.4779e-05-0.0014442i,0.00045642-0.0013205i,0.00044191-0.00052454i,0.00029568-0.00030648i,2.8991e-05+0.00021667i,8.0777e-05+0.00088078i,-0.00026229+0.0012733i,-0.00037519+0.0002262i
0.001118-0.0015724i,0.0011146-0.00019668i,0.0010121+0.00012052i,0.00070772+0.00072363i,0.00072357+0.0013769i,0.00081178+0.0015352i,0.00049711+0.0012881i,0.0002429+0.00032671i,-7.6479e-05-0.00075186i,-0.00047345-0.00081464i,-0.00024428+6.4921e-06i,0.00054515+0.00026366i,0.0011345-0.0002553i,0.0011198+0.00032283i,0.00040547+0.00039745i,0.0003106-0.00020666i,0.00054879-8.7606e-05i,-3.8538e-06+9.8613e-05i,0.00011889+0.0003385i,0.00047299-0.00053661i,-0.00028887-0.0011565i,-0.00010077-0.00079862i,0.00014522+0.00017652i
