-0.0023073+9.9363e-05i,-0.0021852-0.00020469i,-0.0026204+0.00035892i,-0.0015167+0.0013358i,3.8135e-05+0.0023578i,-0.00011181+0.0019289i,-0.00020776+0.0011261i,0.00065605+0.00055583i,0.00091694+0.0004898i,0.00022623+0.00019588i,0.00036556-0.00049891i,0.00021607+0.00013484i,-0.00047964+0.00049613i,-0.00047149+0.00011964i,-0.0004855+0.00040376i,-0.00049456+0.00027933i,-7.4957e-05-0.00020475i,9.521e-05+2.2831e-05i,-1.0811e-05+2.6875e-05i,-4.6268e-06-0.00021463i,-0.00012175+0.0002175i,-0.00097937-0.00011895i,-0.0014423-0.00055406i
0.020729+0.26536i,0.036725+0.39986i,0.041395+0.37122i,0.030824+0.21679i,0.051823+0.09132i,0.1244+0.016836i,0.1666-0.059012i,0.11813-0.10095i,0.045993-0.076749i,0.022823-0.042857i,0.020945-0.036741i,-0.00038416-0.027479i,-0.020133-0.0049285i,-0.017328+0.0062384i,-0.0039603+0.0023981i,0.0053996-0.0040434i,0.0056887-0.0033102i,0.0020893+0.0019985i,0.00099775+0.0043833i,0.0014868+0.00039492i,0.0013296-0.0092764i,0.00048637-0.015143i,0.0016677-0.011501i
-0.051521-0.25059i,-0.082371-0.3786i,-0.081171-0.34995i,-0.051465-0.20047i,-0.059126-0.09024i,-0.13465-0.045782i,-0.19912+0.0026143i,-0.17472+0.049846i,-0.09636+0.055376i,-0.051776+0.037102i,-0.041994+0.03239i,-0.016506+0.030858i,0.011367+0.015941i,0.01303+0.0050229i,0.0015329+0.0047333i,-0.0069506+0.0059374i,-0.0052989+0.0047271i,0.0011568+0.00054871i,0.0041568-0.0037893i,0.0024115-0.0030686i,-0.0020115+0.0040505i,-0.0063438+0.010735i,-0.0097586+0.008909i
0.083868+0.22948i,0.1282+0.34727i,0.12358+0.31388i,0.079555+0.17055i,0.0727+0.078692i,0.13511+0.069366i,0.20145+0.062109i,0.19697+0.025062i,0.12694-0.0096822i,0.069614-0.015863i,0.05167-0.014164i,0.026982-0.018469i,-0.0030086-0.012819i,-0.0082362-0.0029519i,0.0013522+0.00046427i,0.0088636+0.0010813i,0.0062963+0.0014501i,-0.001769+0.0021717i,-0.0063256+0.0033236i,-0.0059421+0.0031014i,0.00028943-0.00037122i,0.0089508-0.00467i,0.013675-0.0036313i
-0.10803-0.21059i,-0.16534-0.31882i,-0.15714-0.28615i,-0.098505-0.15122i,-0.072211-0.075379i,-0.10928-0.093804i,-0.15995-0.12554i,-0.16593-0.10923i,-0.11802-0.052075i,-0.068353-0.013629i,-0.047956-0.0020809i,-0.028059+0.0099286i,-0.0037906+0.01378i,0.0019907+0.0080162i,-0.0041207+0.0027645i,-0.0084931-0.00029783i,-0.0040568+0.00065114i,0.0052419+0.0024896i,0.010211+0.001105i,0.0085629-0.0023516i,-0.00020374-0.0033701i,-0.010247-0.0025546i,-0.014942-0.0037643i
0.13062+0.18591i,0.19693+0.28333i,0.18907+0.25122i,0.12118+0.12543i,0.077699+0.059442i,0.079583+0.089898i,0.090553+0.14785i,0.092637+0.15877i,0.076732+0.098243i,0.048981+0.039979i,0.033993+0.020386i,0.023183+0.0050384i,0.0067357-0.005393i,0.00080825-0.0024615i,0.0045779+0.0032647i,0.0073706+0.0058891i,0.0037952+0.0029782i,-0.0040138-0.0021935i,-0.010175-0.00357i,-0.011341+0.00023301i,-0.0035445+0.0056041i,0.009005+0.0099446i,0.016014+0.012425i
-0.1494-0.16306i,-0.22721-0.2504i,-0.21886-0.21973i,-0.139-0.10417i,-0.075845-0.045119i,-0.041992-0.074848i,-0.010112-0.13921i,-0.00063731-0.16905i,-0.015007-0.11602i,-0.017757-0.046952i,-0.014396-0.01908i,-0.011838-0.0045682i,-0.0026306+0.0049233i,0.0021334+0.0026453i,-0.00044664-0.0021887i,-0.0032415-0.0050902i,-0.00040502-0.0029714i,0.0059727+0.0034011i,0.010226+0.0060975i,0.010454+0.001629i,0.0040713-0.0076773i,-0.0064586-0.015731i,-0.012666-0.017692i
0.15768+0.13544i,0.24586+0.21185i,0.2385+0.18696i,0.157+0.084652i,0.087638+0.025864i,0.029742+0.036772i,-0.044984+0.083586i,-0.078509+0.12048i,-0.044957+0.092902i,-0.01228+0.037831i,-0.0029699+0.014536i,0.0019137+0.0081774i,-0.00082954+0.003522i,-0.0043088+0.0046861i,-0.0022521+0.0074687i,-0.0001146+0.0087173i,-0.0011522+0.0042182i,-0.004022-0.0032166i,-0.0077795-0.0063174i,-0.010292-0.0031305i,-0.0071413+0.0074229i,0.0012287+0.018751i,0.0069998+0.022906i
-0.1689-0.11084i,-0.26287-0.17565i,-0.25897-0.15295i,-0.17098-0.063124i,-0.091612-0.0069678i,-0.024405+0.0020983i,0.068147-0.012579i,0.1216-0.043764i,0.083749-0.045677i,0.031466-0.01232i,0.014161+0.0056666i,0.0081403+0.002822i,0.0077636-0.00013983i,0.0091202-0.0013861i,0.0062096-0.0034565i,0.0038442-0.0068168i,0.0037784-0.0052261i,0.0051887+0.0018517i,0.0077139+0.0067619i,0.0098997+0.0035568i,0.0095283-0.0087464i,0.0055984-0.021756i,0.00077454-0.026539i
0.16955+0.082382i,0.26779+0.13672i,0.26659+0.11987i,0.18143+0.045154i,0.10918-0.0046418i,0.053735-0.036457i,-0.038275-0.063014i,-0.10846-0.045125i,-0.084741-0.014722i,-0.033807-0.014803i,-0.016053-0.01706i,-0.013171-0.0060581i,-0.012336+0.0023133i,-0.012341+0.0048447i,-0.0094148+0.0062721i,-0.0072039+0.0078232i,-0.0059827+0.0053212i,-0.0032196-0.0025334i,-0.0034163-0.0080205i,-0.0084537-0.0038866i,-0.011799+0.0088665i,-0.010529+0.021858i,-0.0074314+0.02689i
-0.16721-0.062889i,-0.26871-0.10902i,-0.27147-0.096403i,-0.18736-0.03509i,-0.12107+0.0057391i,-0.087103+0.047101i,-0.019384+0.10212i,0.052532+0.10346i,0.052208+0.060157i,0.016451+0.038307i,0.0062184+0.031079i,0.012277+0.016164i,0.01592+0.0048191i,0.016889+0.002693i,0.013651+0.0012246i,0.0095093-0.0016668i,0.0059585-0.00086405i,0.0020904+0.003183i,0.002623+0.0057257i,0.0072571+0.0020756i,0.011585-0.0085371i,0.013745-0.01953i,0.013722-0.022921i
0.16647+0.046491i,0.27131+0.083311i,0.27845+0.075027i,0.19899+0.02659i,0.14248-0.003668i,0.1318-0.039009i,0.094814-0.10277i,0.027238-0.12212i,-0.0026042-0.079306i,0.0071884-0.043706i,0.005472-0.030451i,-0.0091696-0.015859i,-0.017539-0.0044559i,-0.018382-0.0018257i,-0.014548-0.0014546i,-0.010529-0.00010041i,-0.0066072+0.00030183i,-0.0013395-0.0015901i,-0.0004623-0.0024714i,-0.0051313+0.0010636i,-0.012057+0.0083975i,-0.017866+0.015881i,-0.019225+0.0189i
-0.15982-0.023351i,-0.26535-0.052719i,-0.27513-0.048638i,-0.19492-0.01751i,-0.13973-0.0095243i,-0.15044-0.0014487i,-0.15265+0.04969i,-0.10079+0.086068i,-0.04814+0.064071i,-0.031554+0.034203i,-0.016996+0.025468i,0.0051636+0.017887i,0.01727+0.0090168i,0.018025+0.0069159i,0.013318+0.0065859i,0.0094132+0.0053685i,0.0066824+0.0042015i,0.0032296+0.0029757i,0.0020985+0.0018035i,0.0059516-0.0017175i,0.013608-0.0076945i,0.020117-0.013291i,0.021959-0.01459i
0.15896+0.01243i,0.264+0.03302i,0.27929+0.030053i,0.20244+0.007532i,0.14367+0.01732i,0.1573+0.042999i,0.18102+0.022182i,0.1461-0.019328i,0.083357-0.024558i,0.046371-0.010529i,0.022132-0.0090341i,-0.0040439-0.011062i,-0.018173-0.0085825i,-0.018847-0.0063509i,-0.013576-0.0044295i,-0.0081894-0.0034375i,-0.0042075-0.0029176i,-0.00066617-0.0011897i,-0.00033324+9.0716e-05i,-0.004752+0.0022305i,-0.01241+0.005696i,-0.019294+0.0077227i,-0.02098+0.0060707i
-0.14719-0.0017191i,-0.25194-0.015286i,-0.27051-0.016834i,-0.19284-0.0057606i,-0.12149-0.034188i,-0.12329-0.093129i,-0.15512-0.10724i,-0.14138-0.067398i,-0.087782-0.030694i,-0.04521-0.01683i,-0.018093-0.0043249i,0.0048526+0.0076514i,0.016367+0.011335i,0.015762+0.011557i,0.010034+0.010338i,0.0040306+0.0083713i,0.00097082+0.0065833i,1.7461e-06+0.0028225i,0.0015796-0.0013578i,0.0063874-0.0046916i,0.01179-0.0059427i,0.016683-0.0045009i,0.018274-0.0014394i
0.13923-0.013685i,0.24458-0.0045839i,0.26606-0.00094759i,0.1878-0.0042872i,0.10218+0.03386i,0.074576+0.11417i,0.08981+0.16241i,0.091228+0.13454i,0.059237+0.076554i,0.026912+0.042052i,0.0073376+0.019691i,-0.0072956+0.0017796i,-0.01403-0.0045412i,-0.012739-0.0059452i,-0.0067772-0.0060295i,-0.00083376-0.006211i,0.0022676-0.0054183i,0.0022426-0.0020433i,-0.0011595+0.0020652i,-0.0058938+0.006008i,-0.011034+0.0068067i,-0.015137+0.0031475i,-0.014127-0.002087i
-0.13134+0.016933i,-0.23337+0.013614i,-0.25854+0.0089212i,-0.18062+0.0078532i,-0.075316-0.028462i,-0.0070667-0.11575i,0.0066591-0.18713i,-0.0086432-0.17268i,-0.011304-0.10483i,0.00011287-0.053773i,0.0079129-0.022899i,0.011572-0.0020572i,0.012902+0.0058089i,0.010819+0.0083208i,0.0048084+0.008328i,-0.0021208+0.0070156i,-0.003997+0.0048904i,-0.0004528+0.0015168i,0.0037875-0.0023922i,0.0066023-0.0056391i,0.010078-0.0055543i,0.012939-0.0012686i,0.010582+0.0039327i
0.12214-0.027495i,0.22306-0.027202i,0.25229-0.020826i,0.17793-0.020177i,0.060027+0.004968i,-0.046361+0.078733i,-0.097647+0.15411i,-0.08112+0.15717i,-0.046099+0.099733i,-0.030675+0.051126i,-0.023597+0.02441i,-0.015978+0.0061901i,-0.011364-0.0014273i,-0.007944-0.0040809i,-0.0029601-0.0037929i,0.0034506-0.0022287i,0.005677-0.0020277i,0.0022132+9.4906e-05i,-0.0022692+0.0040887i,-0.0060325+0.007977i,-0.0088115+0.007008i,-0.010184+0.00074526i,-0.0072171-0.0042119i
-0.11425+0.031227i,-0.21331+0.034647i,-0.24541+0.02725i,-0.17404+0.026816i,-0.046508+0.019566i,0.087598-0.022405i,0.16873-0.0819i,0.15503-0.10033i,0.094427-0.067652i,0.054841-0.031907i,0.036652-0.012227i,0.021972-0.0015429i,0.011566+0.0032563i,0.0059926+0.0053327i,0.00048246+0.0040911i,-0.005551+0.001701i,-0.0064482+0.0017057i,-0.0017339+0.00033599i,0.0041341-0.0038174i,0.0081852-0.0069025i,0.0087352-0.005371i,0.006954-0.00048404i,0.0025197+0.0030565i
0.1037-0.036357i,0.19829-0.04259i,0.23394-0.033562i,0.17386-0.035019i,0.056387-0.051083i,-0.084898-0.054372i,-0.1909-0.025503i,-0.19004+0.0088032i,-0.12084+0.014464i,-0.069168+0.0058393i,-0.04245+0.0022196i,-0.023773+0.0023434i,-0.012305+0.0020054i,-0.0058097-0.00042349i,0.00018049-0.00071122i,0.0060664+0.001678i,0.0073403+0.0013849i,0.0026323+0.00024695i,-0.0040743+0.0022458i,-0.0085653+0.0059802i,-0.0086384+0.0064373i,-0.0053515+0.0020333i,-0.0011609-0.0018203i
-0.099698+0.036663i,-0.19148+0.043508i,-0.22882+0.033369i,-0.17646+0.036507i,-0.07399+0.072649i,0.055671+0.11928i,0.16644+0.12546i,0.17948+0.084311i,0.11782+0.044889i,0.066829+0.02658i,0.041211+0.013929i,0.022947+0.0033717i,0.011233-0.00052952i,0.0042877-0.00040165i,-0.0012737-0.0010232i,-0.0048997-0.0018663i,-0.0052644-0.00063105i,-0.00083004+0.00075213i,0.0054293-0.0012796i,0.0077362-0.004824i,0.0061789-0.0047618i,0.0028433-0.00062405i,-0.00063484+0.0016229i
0.087738-0.036955i,0.17866-0.04514i,0.22071-0.031485i,0.18261-0.032267i,0.10834-0.082294i,0.011317-0.16457i,-0.09047-0.20523i,-0.12511-0.16497i,-0.088385-0.095826i,-0.048964-0.050044i,-0.031471-0.022728i,-0.020249-0.0031663i,-0.0099735+0.0048613i,-0.002947+0.0061486i,0.0014278+0.0064641i,0.0043885+0.0068272i,0.0047522+0.0045726i,0.0013692+0.0002013i,-0.0041662-0.001143i,-0.0071791+0.0012738i,-0.0070307+0.0029117i,-0.0041689+0.0014619i,0.00017002+6.5377e-05i
-0.084226+0.03671i,-0.17106+0.046062i,-0.21472+0.030365i,-0.18728+0.026163i,-0.13866+0.077502i,-0.082158+0.17381i,-0.0076946+0.23749i,0.039912+0.20652i,0.037971+0.12602i,0.023564+0.066386i,0.019243+0.032633i,0.016226+0.0093961i,0.008677-0.0028651i,0.001365-0.0054933i,-0.0020745-0.0055971i,-0.0026364-0.0054483i,-0.0031293-0.0024135i,-0.0014287+0.0023328i,0.0032932+0.0031149i,0.0061084-0.00040417i,0.0054805-0.002992i,0.0020423-0.0022817i,-0.0015377-0.0020993i
0.076715-0.036887i,0.16052-0.045916i,0.20649-0.026293i,0.19161-0.013515i,0.17539-0.054988i,0.16642-0.15217i,0.11982-0.23039i,0.055467-0.21189i,0.019449-0.13173i,0.0056489-0.066482i,-0.0046099-0.028196i,-0.010524-0.0045148i,-0.0081371+0.0071449i,-0.0022967+0.010058i,0.00019477+0.0095383i,0.0016676+0.0082068i,0.0034813+0.0043813i,0.0037935-0.0016829i,0.00046525-0.0032246i,-0.0048109-9.5754e-05i,-0.0058401+0.0023643i,-0.0022655+0.0021449i,0.0014673+0.0013774i
-0.073756+0.037553i,-0.15382+0.046713i,-0.19845+0.02514i,-0.18817-0.00035576i,-0.19036+0.015396i,-0.22057+0.088861i,-0.20778+0.1665i,-0.13745+0.16822i,-0.070257+0.10855i,-0.032806+0.054807i,-0.0083847+0.025043i,0.0069004+0.0062524i,0.0073659-0.00547i,0.0014748-0.009474i,-0.00071273-0.0085249i,0.00021106-0.0066344i,-0.0017647-0.0030738i,-0.0041122+0.0022541i,-0.00059702+0.003967i,0.0048022+0.00078645i,0.0050646-0.0014832i,0.001796-0.001931i,-0.0013294-0.0027584i
0.069183-0.03687i,0.14573-0.04459i,0.18995-0.019218i,0.18389+0.019359i,0.19986+0.029941i,0.25662-0.01037i,0.26671-0.075151i,0.19489-0.098822i,0.10643-0.069105i,0.049707-0.032259i,0.016905-0.012911i,-0.0016278-0.0012967i,-0.0057492+0.0084864i,-0.0028705+0.012829i,-0.00048225+0.011077i,-0.00089527+0.0068928i,0.00090656+0.0027054i,0.0047908-0.0013985i,0.0023394-0.0033449i,-0.0028365-0.0009757i,-0.0044166+0.0011059i,-0.0021348+0.0010169i,0.00082449+0.001228i
-0.062632+0.034606i,-0.1369+0.04104i,-0.17866+0.010891i,-0.16829-0.039985i,-0.18059-0.080885i,-0.24404-0.083748i,-0.27431-0.03853i,-0.21496+0.0085837i,-0.12077+0.017882i,-0.056692+0.0080264i,-0.022705+0.0039041i,-0.0025415+0.00087063i,0.0043573-0.0059095i,0.0026313-0.0095852i,0.0012974-0.0075165i,0.0014712-0.0031602i,-0.00092905-0.00016823i,-0.0043366+0.0021986i,-0.0023623+0.0036044i,0.0023349+0.0023683i,0.0032964+0.00022666i,0.0011319-0.0013732i,-0.0011134-0.0032836i
0.062727-0.035181i,0.13337-0.039867i,0.17319-0.0087663i,0.15506+0.051156i,0.15319+0.11698i,0.20621+0.15778i,0.2412+0.13553i,0.19727+0.073806i,0.11358+0.032318i,0.052721+0.018456i,0.021993+0.0095931i,0.0038253+0.0046039i,-0.0045982+0.0086741i,-0.0037262+0.013287i,-0.0027236+0.010548i,-0.0031086+0.0049548i,0.0007951+0.001159i,0.0054721-0.00037097i,0.0041732-0.001921i,-0.00081388-0.0019797i,-0.0033313-0.00054146i,-0.002231+0.0010923i,-0.00047694+0.0033474i
-0.057451+0.033308i,-0.12516+0.037373i,-0.16164+0.0033425i,-0.13139-0.06229i,-0.10202-0.14636i,-0.12921-0.21907i,-0.16541-0.21628i,-0.14613-0.14123i,-0.085413-0.071933i,-0.038824-0.037245i,-0.018006-0.016697i,-0.0050505-0.0057635i,0.0028889-0.0063932i,0.0035947-0.0098358i,0.0028594-0.007248i,0.0027512-0.0015275i,-0.00048553+0.0012156i,-0.004833+0.0021271i,-0.0037012+0.0029396i,0.00010217+0.0025069i,0.0013876+0.00075701i,0.001085-0.0011785i,0.0008659-0.0029653i
0.057982-0.033484i,0.1228-0.03775i,0.15231-0.0042041i,0.10848+0.063035i,0.051427+0.15376i,0.045142+0.2415i,0.072718+0.25341i,0.079484+0.17837i,0.049799+0.094189i,0.020392+0.047989i,0.010434+0.023793i,0.0034322+0.010966i,-0.003947+0.010508i,-0.0048692+0.0125i,-0.0028134+0.0085208i,-0.0017151+0.0031745i,0.00094219+0.00047649i,0.0049385-0.0014445i,0.004469-0.0031447i,-0.00053198-0.0030138i,-0.0035437-0.0014066i,-0.0036628+0.001139i,-0.0033109+0.0031535i
-0.053213+0.025267i,-0.11484+0.028795i,-0.14383-0.0036901i,-0.088713-0.063008i,0.0010648-0.1442i,0.047196-0.23098i,0.030202-0.25353i,-0.0038133-0.18829i,-0.0094402-0.10199i,-0.0032827-0.048983i,-0.005761-0.022876i,-0.0042466-0.0089396i,0.0019522-0.0057247i,0.0035437-0.005428i,0.0030483-0.0019377i,0.0018401+0.0015932i,-0.0011807+0.001659i,-0.0042382+0.0014769i,-0.0040964+0.0035733i,-0.00103+0.0040909i,0.0017772+0.0019936i,0.0028438-0.00012727i,0.0030749-0.0015189i
0.046409-0.025074i,0.10614-0.025468i,0.13048+0.0069255i,0.06675+0.056355i,-0.044554+0.11727i,-0.11916+0.1876i,-0.11288+0.21335i,-0.060864+0.16352i,-0.02678+0.0906i,-0.013151+0.046646i,-0.00024974+0.026553i,0.0032882+0.014166i,-0.0018792+0.0086269i,-0.0033838+0.0069259i,-0.0019566+0.0036086i,-0.00047511+0.00016422i,0.0025556-9.8494e-05i,0.0056424+0.00013324i,0.0055839-0.0019672i,0.0022834-0.0038389i,-0.0012301-0.0036698i,-0.0030331-0.00071665i,-0.0040771+0.0016205i
-0.045709+0.025747i,-0.10285+0.025003i,-0.12416-0.0037172i,-0.05046-0.041528i,0.080526-0.076866i,0.17786-0.12291i,0.17925-0.15008i,0.11161-0.12267i,0.055287-0.067494i,0.027329-0.03225i,0.0068308-0.019557i,-0.0022937-0.010427i,0.00127-0.0047263i,0.0038226-0.0027995i,0.0024261-0.00049319i,0.00023859+0.0010431i,-0.0027344+0.00028693i,-0.0048663+0.00047386i,-0.0053434+0.0027576i,-0.0031406+0.0043451i,0.00017288+0.0032966i,0.0027402+0.0012565i,0.0036941-9.6281e-05i
0.046249-0.020461i,0.10286-0.020416i,0.1236+0.0058225i,0.049654+0.026135i,-0.086559+0.02761i,-0.19708+0.04107i,-0.20863+0.065748i,-0.13702+0.067183i,-0.067684+0.040199i,-0.031657+0.020977i,-0.0099535+0.017763i,-0.00068607+0.013167i,-0.0024049+0.00817i,-0.0029751+0.0051066i,-0.00099847+0.0022501i,0.0003819+0.00070401i,0.0029027+0.00021803i,0.0051259-0.00076436i,0.0054739-0.0028339i,0.0035601-0.0050708i,-0.00035293-0.0059778i,-0.0037686-0.0037088i,-0.0043472-0.00074877i
-0.041579+0.022015i,-0.09554+0.019512i,-0.11552-0.004686i,-0.044397-0.010596i,0.086987+0.018082i,0.19545+0.032982i,0.21006+0.010997i,0.14327-0.013029i,0.071751-0.011836i,0.032064-0.0068027i,0.011686-0.010506i,0.0027085-0.0099052i,0.0014395-0.0052737i,0.00063357-0.0012014i,-0.00079043+0.0011851i,-0.00095403+0.0013533i,-0.0020825+0.00039057i,-0.0043549+0.0011777i,-0.0056477+0.0036725i,-0.0040234+0.00499i,-0.00042397+0.0050528i,0.0032497+0.0027891i,0.0038571+0.00013686i
0.039801-0.017632i,0.091887-0.013893i,0.11476+0.0068407i,0.057066-0.0037947i,-0.056965-0.062417i,-0.15572-0.10618i,-0.17731-0.086374i,-0.12562-0.038868i,-0.06272-0.01485i,-0.027548-0.0038615i,-0.011518+0.0077158i,-0.0038959+0.010489i,-0.0023603+0.0067826i,-0.0011903+0.0028343i,-0.00056387+0.00046508i,-0.00068919+0.00013521i,0.00084527+0.00078067i,0.0038711-0.00063195i,0.0065855-0.0034191i,0.0054419-0.0058694i,0.0014046-0.0067167i,-0.002489-0.0043968i,-0.0035887-0.00070602i
-0.035771+0.015206i,-0.085089+0.0084526i,-0.1101-0.01198i,-0.064421+0.0064113i,0.028284+0.08416i,0.10647+0.1485i,0.12874+0.13389i,0.094988+0.073101i,0.046889+0.032846i,0.020139+0.014056i,0.010174-9.336e-05i,0.0049092-0.0049006i,0.0019141-0.0020527i,-0.0010737+0.0016643i,-0.0022119+0.003634i,-0.001425+0.0031212i,-0.0019935+0.0020885i,-0.0040076+0.0020247i,-0.0064178+0.0024004i,-0.0070218+0.0034547i,-0.0039095+0.005181i,0.00071978+0.0043096i,0.0017729+0.00043982i
0.036346-0.014434i,0.084511-0.0074568i,0.11233+0.011939i,0.080586-0.011274i,0.016424-0.099707i,-0.038592-0.17549i,-0.065763-0.16377i,-0.057297-0.095947i,-0.028152-0.04463i,-0.01189-0.018069i,-0.010272-0.00033113i,-0.0077699+0.0068364i,-0.0038521+0.0057488i,-0.00028196+0.0026861i,0.0012779-0.00035937i,0.00093502-0.0009497i,0.0022191+8.0075e-06i,0.0050106-0.0010813i,0.0078787-0.0036199i,0.0086494-0.0048969i,0.0049075-0.005747i,-0.0011706-0.0053676i,-0.0044515-0.00093811i
-0.032664+0.011158i,-0.079602+0.0019861i,-0.11035-0.019957i,-0.09418+0.0030172i,-0.056469+0.092592i,-0.021583+0.16926i,0.008033+0.16077i,0.020062+0.098107i,0.01039+0.046487i,0.0033643+0.020088i,0.0068041+0.0058383i,0.0070332-0.00090741i,0.0016469-0.00030435i,-0.0030828+0.0027866i,-0.003481+0.0046222i,-0.0014021+0.0041569i,-0.001227+0.0021069i,-0.0041629+0.0014437i,-0.0078672+0.00086647i,-0.0091193+0.0012704i,-0.0063269+0.0039099i,-0.00096033+0.0047788i,0.0025948+0.0010434i
0.033104-0.0099448i,0.077949+0.0012506i,0.11163+0.024864i,0.10905+0.0054552i,0.096088-0.078906i,0.08068-0.15123i,0.046156-0.14608i,0.014593-0.091383i,0.0069025-0.04457i,0.0026996-0.020246i,-0.0053295-0.0070305i,-0.0069304+0.00040146i,-0.0027416+0.00098582i,0.0026067-0.00095235i,0.0034121-0.0015805i,0.0014785-0.0013498i,0.0022247-0.0001964i,0.0053007-5.3649e-05i,0.0087975-0.00067797i,0.010121-0.00090807i,0.0077905-0.0030218i,0.0021152-0.0044891i,-0.0031581-0.00044639i
-0.027834+0.0082844i,-0.071904-0.0044732i,-0.10576-0.035351i,-0.11231-0.02692i,-0.11814+0.044457i,-0.1188+0.10986i,-0.083629+0.11234i,-0.038329+0.072661i,-0.017905+0.036317i,-0.0076443+0.019009i,0.0034378+0.010438i,0.0066294+0.004483i,0.0013323+0.0031065i,-0.0039764+0.0050946i,-0.0037125+0.0058174i,-0.0020682+0.0047148i,-0.0026912+0.0028747i,-0.0044067+0.00088973i,-0.0059529-0.001488i,-0.0083472-0.0027913i,-0.0084753+0.00075936i,-0.0029146+0.0036743i,0.0026478+0.00055656i
0.02823-0.009644i,0.068823+0.0064193i,0.10291+0.041638i,0.11634+0.043973i,0.1353-0.010108i,0.14516-0.063045i,0.10705-0.072443i,0.053335-0.051433i,0.025122-0.026725i,0.010407-0.01377i,-0.0020821-0.0081857i,-0.0063301-0.0026084i,-0.00092711+0.00020101i,0.0053936-0.00038066i,0.0064201-0.0015803i,0.0041906-0.0013461i,0.0032678+0.0001624i,0.0041425+0.00080269i,0.0059573+0.0027032i,0.0084875+0.0045158i,0.0085421+0.001436i,0.0034015-0.0018927i,-0.0024532+5.1253e-05i
-0.028208+0.0082025i,-0.066402-0.0099105i,-0.098386-0.049027i,-0.11214-0.062662i,-0.1331-0.028645i,-0.14378+0.0098032i,-0.10752+0.027768i,-0.0562+0.028044i,-0.027813+0.018624i,-0.012092+0.014534i,0.0010742+0.013504i,0.0057728+0.0079113i,0.00082998+0.0033611i,-0.0051254+0.0029115i,-0.0057565+0.0040971i,-0.0032488+0.0039946i,-0.0020755+0.0025553i,-0.0031+0.00031613i,-0.0046366-0.0033505i,-0.0068404-0.0053075i,-0.0084028-0.0023053i,-0.0046938+0.0022101i,0.0016845+0.0023627i
0.028294-0.0049811i,0.064745+0.015233i,0.095287+0.059299i,0.10898+0.083407i,0.12939+0.062777i,0.13754+0.029872i,0.10093+0.0023875i,0.052835-0.012254i,0.026505-0.011151i,0.011837-0.010068i,-0.00070739-0.010522i,-0.0055474-0.0069232i,-0.00038327-0.002871i,0.0055938-0.0012066i,0.0055242-0.00094765i,0.0029278-0.00068986i,0.0023138-1.0268e-05i,0.0030288+0.00045379i,0.0040808+0.0033856i,0.0058386+0.0067923i,0.0070791+0.004692i,0.0053859-0.0006398i,-0.00015683-0.0019569i
-0.021835+0.0053045i,-0.054834-0.015875i,-0.082643-0.064516i,-0.090101-0.10031i,-0.1017-0.09536i,-0.10748-0.069161i,-0.080468-0.031639i,-0.044311-0.0032893i,-0.023083+0.0037715i,-0.010911+0.008346i,-0.000621+0.012104i,0.0037141+0.0089717i,-0.00067958+0.0049777i,-0.006348+0.0038748i,-0.0067817+0.0035115i,-0.0037992+0.0025273i,-0.0011648+0.0012086i,-0.00035239+4.4846e-05i,-0.0014439-0.0026491i,-0.0041289-0.0071744i,-0.0071201-0.0066727i,-0.0065881-0.00050713i,-0.0012036+0.0018137i
0.018742-0.003782i,0.050457+0.020821i,0.072532+0.073268i,0.072857+0.11446i,0.078283+0.11561i,0.08046+0.08914i,0.059964+0.044805i,0.03572+0.0088267i,0.020199-0.0023462i,0.0089151-0.006265i,-0.00032624-0.0090438i,-0.0034364-0.0073564i,0.0012197-0.004419i,0.0060206-0.0024903i,0.006387-0.00091058i,0.0033695-0.00043445i,0.0015725-0.00070882i,0.0020545-0.00047172i,0.0020095+0.0023463i,0.0029366+0.0076438i,0.0072016+0.0090646i,0.0080606+0.005037i,0.0030122+0.00093102i
-0.014772+0.0013645i,-0.041229-0.024542i,-0.054908-0.078458i,-0.04545-0.12427i,-0.03976-0.1305i,-0.041177-0.10255i,-0.035476-0.052553i,-0.026502-0.013907i,-0.017031-0.00044546i,-0.0082312+0.00588i,-0.00071412+0.010439i,0.0017283+0.0089992i,-0.0029529+0.0046131i,-0.0071037+0.0030635i,-0.0067291+0.003593i,-0.0045685+0.0033792i,-0.0030362+0.0023012i,-0.0010823+0.0012019i,0.00063863-0.0027493i,-0.00059272-0.0092316i,-0.0053827-0.01152i,-0.0074629-0.0069629i,-0.003213-0.0020711i
0.016392+0.0048789i,0.039738+0.030453i,0.049089+0.083219i,0.029952+0.12694i,0.014109+0.12934i,0.012888+0.096375i,0.016879+0.044919i,0.019462+0.010111i,0.014725+0.0001987i,0.0072135-0.0047968i,0.0010483-0.0086026i,-0.00042631-0.0070702i,0.0028919-0.0032327i,0.0066625-0.0015475i,0.0069147-0.0012211i,0.0046483-0.0011535i,0.0021962-0.00064561i,0.00072484-4.8459e-05i,-0.00098909+0.0035074i,-0.0016757+0.0095929i,0.0027435+0.012532i,0.0066791+0.009294i,0.0032087+0.003492i
