-0.0023073+9.9363e-05i,-0.0021852-0.00020469i,-0.0026204+0.00035892i,-0.0015167+0.0013358i,3.8135e-05+0.0023578i,-0.00011181+0.0019289i,-0.00020776+0.0011261i,0.00065605+0.00055583i,0.00091694+0.0004898i,0.00022623+0.00019588i,0.00036556-0.00049891i,0.00021607+0.00013484i,-0.00047964+0.00049613i,-0.00047149+0.00011964i,-0.0004855+0.00040376i,-0.00049456+0.00027933i,-7.4957e-05-0.00020475i,9.521e-05+2.2831e-05i,-1.0811e-05+2.6875e-05i,-4.6268e-06-0.00021463i,-0.00012175+0.0002175i,-0.00097937-0.00011895i,-0.0014423-0.00055406i
-0.012912-0.006095i,-0.032683-0.034146i,-0.033701-0.088002i,-0.0037837-0.12739i,0.020683-0.12489i,0.018341-0.0892i,-0.00041721-0.040316i,-0.013987-0.0098169i,-0.011318-0.001032i,-0.0045316+0.0050932i,-0.000442+0.011043i,0.00051212+0.010953i,-0.0027551+0.0070767i,-0.0064451+0.0044432i,-0.0071018+0.0031032i,-0.0057035+0.0021589i,-0.0034393+0.0018752i,-0.00060291+0.00071118i,0.0028577-0.0038747i,0.0041688-0.010888i,0.00011834-0.014311i,-0.0047962-0.011301i,-0.0031888-0.0042586i
0.016804-2.3594e-05i,0.03216+0.027749i,0.02346+0.077993i,-0.015769+0.11415i,-0.044395+0.10678i,-0.037064+0.068594i,-0.0079448+0.02701i,0.01244+0.0066256i,0.010721+0.0023478i,0.0025084-0.0019621i,-0.0011955-0.0060404i,0.000232-0.005874i,0.0041328-0.0029466i,0.0065498-0.0006812i,0.0062708+0.00074659i,0.0041865+0.00055971i,0.002317+0.00017961i,-0.00018272+9.2165e-05i,-0.0041059+0.0029922i,-0.0061547+0.010367i,-0.0036335+0.015234i,0.0006679+0.013084i,0.0012311+0.0066918i
-0.017696-0.0033869i,-0.028935-0.030296i,-0.014861-0.07671i,0.03144-0.10439i,0.065043-0.087356i,0.052396-0.048429i,0.012062-0.018233i,-0.011155-0.0086907i,-0.0084864-0.0052979i,-0.0018262+0.0019261i,0.00069972+0.0078095i,0.00029556+0.0080622i,-0.0027952+0.0054566i,-0.0054372+0.0037946i,-0.0049951+0.0018441i,-0.0032251+0.00087863i,-0.0013309+0.00053347i,0.0011233-0.00039991i,0.006186-0.0028054i,0.010947-0.0076518i,0.0093818-0.013042i,0.0030098-0.013068i,0.00041052-0.0068112i
0.01537+0.0031618i,0.024639+0.028924i,0.0063795+0.072212i,-0.04219+0.092065i,-0.071887+0.066401i,-0.052138+0.026341i,-0.0087141+0.0055854i,0.012968+0.0047714i,0.0085141+0.0055224i,0.00037127+0.0015722i,-0.0018127-0.003707i,0.00050794-0.0050575i,0.003391-0.0026334i,0.0051956-0.00067335i,0.0049648+0.00058542i,0.0036479+0.0007058i,0.0015702-0.00042858i,-0.0012859-0.0010021i,-0.0063821+0.00078471i,-0.011442+0.0060676i,-0.010566+0.012033i,-0.0045976+0.012829i,-0.0010324+0.0069143i
-0.012427-0.0052794i,-0.018706-0.030429i,0.0033987-0.069072i,0.053676-0.078274i,0.079825-0.045088i,0.053439-0.01041i,0.0067868-0.0030086i,-0.013108-0.0093265i,-0.0072392-0.0083025i,5.8408e-05-0.0012691i,0.00069023+0.0045623i,-0.001447+0.0054778i,-0.0033248+0.0049433i,-0.0043362+0.0055569i,-0.0040417+0.0045596i,-0.0025631+0.0030789i,0.00026349+0.0025707i,0.0040132+0.0020958i,0.0090447+3.3411e-05i,0.01376-0.0041653i,0.013605-0.0095444i,0.0084289-0.010947i,0.0038264-0.0058944i
0.011317+0.0041904i,0.014455+0.027962i,-0.010303+0.061344i,-0.058038+0.062838i,-0.07594+0.023205i,-0.042612-0.0072702i,0.0013658-0.0025913i,0.013892+0.010801i,0.0045783+0.01025i,-0.0023709+0.0031573i,-0.0019863-0.0010447i,0.0013443-0.0021571i,0.0040003-0.0020627i,0.0051075-0.0020523i,0.0041212-0.0015308i,0.0022147-0.00086205i,4.4866e-05-0.0012113i,-0.0035501-0.002253i,-0.0091748-0.0023463i,-0.014914+0.00032058i,-0.015075+0.0056572i,-0.0091375+0.0091645i,-0.0035686+0.0061449i
-0.009852-0.0032935i,-0.010483-0.02485i,0.017092-0.050547i,0.065322-0.045055i,0.077943-0.0054792i,0.03922+0.015791i,-0.003461+0.00014121i,-0.012447-0.015627i,-0.0027699-0.012504i,0.0029361-0.0032019i,0.0022516+0.0024743i,-0.0012173+0.0033524i,-0.0034277+0.0029024i,-0.0038278+0.0027725i,-0.0037477+0.0026728i,-0.0025652+0.0017721i,-0.00068735+0.00074051i,0.0029449+0.0020583i,0.008277+0.003934i,0.01385+0.0018907i,0.015512-0.0032195i,0.011617-0.0068575i,0.0060383-0.0053043i
0.0069247+0.0078877i,0.0053941+0.028042i,-0.020361+0.048326i,-0.059855+0.034347i,-0.061749-0.008941i,-0.021012-0.023787i,0.011217+0.00026896i,0.010724+0.018174i,0.00014659+0.014464i,-0.0041891+0.0061412i,-0.0031307+0.0015621i,0.00056545-0.00072898i,0.0028432-0.0022516i,0.0031862-0.0030706i,0.0028223-0.0023806i,0.0019731-0.00078297i,0.00037481-0.00092448i,-0.0019458-0.003754i,-0.0062233-0.0068814i,-0.012254-0.0069198i,-0.014993-0.0025779i,-0.011607+0.0025229i,-0.0069363+0.0031588i
-0.0020663-0.010462i,0.00066418-0.029089i,0.02633-0.046019i,0.060883-0.025854i,0.055401+0.01712i,0.013965+0.023769i,-0.010052-0.006513i,-0.0044551-0.02335i,0.0041893-0.015569i,0.0050823-0.0044134i,0.00074186+0.00084802i,-0.0032269+0.0026989i,-0.0047377+0.0048471i,-0.0052397+0.006239i,-0.0050358+0.005055i,-0.0032518+0.0032506i,-0.0013065+0.0025724i,0.00061713+0.0037667i,0.0047111+0.005775i,0.010517+0.0063625i,0.013622+0.0033089i,0.011323-0.0010425i,0.0071764-0.0021718i
0.0043259+0.0074721i,-0.00080822+0.023486i,-0.02623+0.035017i,-0.054249+0.011962i,-0.041629-0.027244i,-0.0017877-0.024773i,0.013224+0.0085248i,0.0019716+0.021674i,-0.0063943+0.013262i,-0.0062587+0.0056962i,-0.0023316+0.0035586i,0.0022661+0.0024471i,0.0032209+0.00084682i,0.0033951-0.0014306i,0.004231-0.0019953i,0.0028643-0.0011455i,0.00072778-0.00137i,-0.00069545-0.0037684i,-0.0034267-0.0076394i,-0.0087878-0.009714i,-0.013101-0.006693i,-0.012676-0.00071445i,-0.0093427+0.0016464i
-0.0037075-0.0076443i,0.0018381-0.021579i,0.026479-0.028205i,0.050625-0.0039306i,0.034075+0.02781i,-0.0016446+0.018555i,-0.0082469-0.01422i,0.0045325-0.023504i,0.010091-0.012624i,0.0076828-0.0039738i,0.0030673-0.0014297i,-0.0010747+0.00055803i,-0.0031792+0.0034352i,-0.003576+0.0051393i,-0.0026961+0.0047258i,-0.0011172+0.0029357i,3.0461e-05+0.0023359i,0.00072606+0.0045209i,0.0023247+0.0077668i,0.0062957+0.0097566i,0.011011+0.0076823i,0.011942+0.0027009i,0.0083556+0.00010595i
0.0043507+0.0076208i,-0.0015734+0.01823i,-0.02302+0.020517i,-0.040605-0.0055847i,-0.0206-0.033278i,0.009435-0.018699i,0.0059665+0.012208i,-0.0096165+0.017822i,-0.01178+0.0084358i,-0.007745+0.0033012i,-0.003431+0.0040783i,0.00085688+0.0034221i,0.0027938-0.00012277i,0.0032976-0.0023923i,0.0030001-0.0019509i,0.0011868-0.0011754i,0.00064447-0.0011979i,0.0010581-0.0024256i,0.00033027-0.0060274i,-0.0033638-0.010085i,-0.008616-0.010109i,-0.010723-0.0060724i,-0.009269-0.0035545i
-0.0029256-0.0074203i,0.0032315-0.016737i,0.024428-0.017072i,0.037793+0.0079792i,0.015022+0.028944i,-0.0097258+0.010534i,-0.0012171-0.016547i,0.013814-0.016895i,0.012785-0.0067116i,0.0058473-0.0024648i,0.0015634-0.001627i,-0.0015145-0.00052146i,-0.0033369+0.0022829i,-0.0035944+0.0039632i,-0.0033858+0.0038865i,-0.0018264+0.0027059i,-0.00035482+0.0020298i,-0.00067704+0.0039547i,-0.00067515+0.0068174i,0.001542+0.008814i,0.005692+0.010573i,0.0090643+0.0097174i,0.0089306+0.0069983i
0.00019117+0.0050238i,-0.0059377+0.012827i,-0.02491+0.012345i,-0.030816-0.011195i,-0.0035298-0.02763i,0.016395-0.0082855i,0.0013903+0.012791i,-0.014286+0.010695i,-0.012468+0.002936i,-0.0061846+0.0018619i,-0.0016349+0.0040552i,0.0015757+0.0035689i,0.0023604+0.00037742i,0.0020204-0.0019266i,0.0024578-0.0023063i,0.0020707-0.0014489i,0.00044983-0.00010578i,0.00084379-0.001564i,0.0026058-0.0062014i,0.0013678-0.010517i,-0.0034342-0.011841i,-0.0072697-0.010335i,-0.0063407-0.0077495i
-0.0026027-0.0055769i,0.005373-0.012361i,0.021806-0.0095093i,0.025558+0.012252i,0.0011665+0.022732i,-0.012298+0.00091596i,0.0039785-0.015266i,0.016272-0.0078491i,0.01203-0.00031546i,0.0048287-0.00032375i,0.00024791-0.0017431i,-0.0020629-0.00072134i,-0.0023427+0.0019305i,-0.0026712+0.0039i,-0.0027001+0.004042i,-0.00091338+0.0021312i,0.0011675+0.0012766i,0.00012685+0.0025483i,-0.0017189+0.0048454i,-0.00064434+0.0085717i,0.0020463+0.011425i,0.0040008+0.011847i,0.0036301+0.010941i
-7.1524e-05+0.0010236i,-0.0075185+0.0065264i,-0.021171+0.0026911i,-0.020033-0.015238i,0.0056777-0.018631i,0.016048+0.0028116i,-0.0024007+0.011862i,-0.014366+0.002707i,-0.0099647-0.0021355i,-0.003594+0.00030496i,-0.00092759+0.0040364i,0.0013866+0.0038601i,0.002415+0.0010064i,0.0022792-0.00065276i,0.0021236-0.00055775i,0.00034805+5.8624e-05i,-0.00060928+0.0003132i,0.00051945-0.00041238i,0.0030001-0.0030873i,0.0038606-0.0071425i,0.0013198-0.011518i,-0.0010949-0.013068i,-0.0012982-0.011572i
-0.00049949-0.0031338i,0.0065583-0.007532i,0.017174-0.0023663i,0.015593+0.015103i,-0.0041385+0.01592i,-0.0066469-0.0061146i,0.010416-0.012345i,0.014204-0.00087612i,0.0060653+0.0033244i,0.00069695-0.00035584i,-6.4308e-05-0.0026262i,-0.00085599-0.00083113i,-0.0017836+0.0027325i,-0.0012242+0.0039054i,-0.00017655+0.0030764i,0.001841+0.002163i,0.0027528+0.0013102i,-7.2886e-05+0.0014027i,-0.003301+0.0024237i,-0.0043426+0.0051906i,-0.0031551+0.0097812i,-0.0011644+0.011785i,-0.00086172+0.010363i
-0.00085014-0.0072318i,-0.0065504-0.0060049i,-0.021474-0.013743i,-0.020089-0.022548i,0.00095074-0.013083i,0.0046159+0.0087391i,-0.0092449+0.0095837i,-0.011086-0.0018525i,-0.0040274-0.0043975i,-0.0011323+0.0008664i,-0.0014598+0.0053229i,-0.00024095+0.0047595i,0.0011206+0.0019705i,0.0011689+0.00017889i,0.00082524-0.00021902i,-0.00094485+0.00089857i,-0.0015368+0.0016432i,0.0015152+0.0014329i,0.0048924-0.00057987i,0.0053494-0.0043702i,0.0050822-0.0085705i,0.0038251-0.010979i,0.0017766-0.010441i
0.00085842+0.0030083i,0.007633+0.0018594i,0.017548+0.0086885i,0.014139+0.017557i,-0.00082161+0.0080024i,0.00048907-0.01056i,0.012213-0.0091587i,0.010941+0.0010056i,0.0030647+0.0025545i,-0.00065181-0.0017843i,-0.00093073-0.0035508i,-0.0009065-0.0022104i,-0.0016552+0.00011055i,-0.0028259+0.0024565i,-0.0020245+0.0031325i,0.00043181+0.002119i,0.0013068+0.00052708i,-0.00062334-0.00024352i,-0.003515-0.00013341i,-0.0056844+0.0013557i,-0.0068735+0.0057373i,-0.0068545+0.009109i,-0.0053184+0.008508i
-0.00071186+0.0027062i,-0.005851+0.0038917i,-0.010095-0.0018751i,-0.0034671-0.011105i,0.0094024-0.0043672i,0.0033501+0.0073003i,-0.0094155+0.0014246i,-0.007638-0.0065447i,-0.0014113-0.0034172i,0.00087613+0.0024504i,0.00083331+0.0042509i,0.0013053+0.0025534i,0.0010404-3.1545e-05i,0.00063495-0.0017628i,0.0002404-0.0021478i,-0.0014398-0.0017781i,-0.0025321+7.006e-05i,-0.00085212+0.0013935i,0.0030523+0.00024442i,0.0067458-0.0026969i,0.0083446-0.0063207i,0.0074332-0.0091141i,0.0058539-0.008737i
0.0002717-0.0013449i,0.0041504-0.0013469i,0.0094988+0.0058845i,0.0052791+0.013165i,-0.0027559+0.0036974i,0.0043881-0.0079609i,0.012395-0.0016974i,0.0070202+0.0063214i,0.000162+0.0045707i,-0.0022696-0.0001095i,-0.0021164-0.0020371i,-0.0010083-0.0010738i,-0.00068058+0.0014453i,-0.00026537+0.0039064i,0.00075527+0.0044237i,0.0016956+0.0028986i,0.0021021+0.0007691i,0.0014068-0.00096322i,-0.00093337-0.0010215i,-0.0045707+0.0010058i,-0.0073291+0.0040562i,-0.0081139+0.0062318i,-0.0063675+0.0062458i
-0.0024663+0.0014608i,-0.0055638+0.0017132i,-0.0086443-0.0038754i,-0.0021114-0.0098939i,0.0064514-0.0016473i,-0.0012113+0.0056499i,-0.0082383-0.0022508i,-0.0032861-0.0075486i,0.0019045-0.0031692i,0.002604+0.0024417i,0.0018635+0.0041369i,0.0012207+0.0024911i,0.00058246-9.4241e-05i,0.00013952-0.0012734i,-0.0012115-0.0019787i,-0.0034861-0.0020989i,-0.0035826-7.2423e-05i,-0.001328+0.0022335i,0.0015815+0.0027029i,0.0048584+0.00046264i,0.0075998-0.0030845i,0.0084311-0.004999i,0.0070247-0.0046543i
0.0049699-0.0043671i,0.0060942-0.0046886i,0.0092023+0.00028371i,0.0044148+0.0057938i,-0.00081021-0.0012524i,0.0067071-0.0061895i,0.0094204+0.0021911i,0.0021707+0.0068806i,-0.0020884+0.0035098i,-0.0037329-0.00043123i,-0.0043835-0.0015718i,-0.0037806-6.6887e-06i,-0.0026316+0.0024921i,-0.0021417+0.0040751i,-0.00090571+0.0045687i,0.00085884+0.0038853i,0.0020673+0.0020451i,0.0015278-0.00059487i,-0.00076912-0.002704i,-0.0037645-0.0021536i,-0.0065584+0.00028533i,-0.007215+0.0022695i,-0.006346+0.0023497i
-0.0019745+0.00056299i,-0.0047728-0.00083154i,-0.0073146-0.0048774i,-0.002108-0.0068134i,0.0018079+0.00043246i,-0.0054814+0.0017552i,-0.0072958-0.00611i,-0.00081963-0.0077316i,0.0031782-0.0032214i,0.0031291+0.00071078i,0.0020245+0.0023234i,0.0012446+0.0015802i,0.00067092-0.00026115i,0.00084676-0.00053605i,0.00041657-0.00044499i,-0.00064173-0.00086605i,-0.0012892-0.00037869i,-0.0011813+0.0015486i,0.00065378+0.0031029i,0.0034229+0.0018674i,0.0061832-0.00095042i,0.007267-0.0015822i,0.0059588-0.0009658i
0.00054099+0.0013071i,0.0031341+0.002874i,0.0067771+0.0065903i,0.0038955+0.0068954i,0.0033996-0.0013765i,0.009842-0.003235i,0.0074942+0.003853i,-0.00081498+0.0051571i,-0.0032893+0.0020021i,-0.0025035-0.00072143i,-0.0019709-0.0019588i,-0.0019734-0.0011174i,-0.0015614+0.00053112i,-0.00096194+0.002291i,-0.00088215+0.0036246i,0.00041924+0.0033935i,0.0023985+0.00082917i,0.0034331-0.0020669i,0.0019071-0.0027971i,-0.0016893-0.0016204i,-0.0051897-0.0003922i,-0.006842-0.00033098i,-0.0057292-0.00033089i
-0.00010873-0.0022869i,-0.0028738-0.004004i,-0.0045755-0.0075894i,-0.00072344-0.0084909i,-0.00034567-0.0032039i,-0.0052218-0.0030206i,-0.0031651-0.0082504i,0.0019328-0.0067638i,0.0028491-0.0019364i,0.002098+0.0005332i,0.0013766+0.0021673i,0.00035898+0.0022787i,0.000115+0.0019257i,0.00095312+0.0013216i,0.0012834-1.4515e-05i,-0.00018119-1.201e-05i,-0.0020471+0.00081718i,-0.0027323+0.0017421i,-0.0018834+0.0020238i,0.0010804+0.0012321i,0.0045867+0.00059035i,0.0053421+0.0011399i,0.0039318+0.0018837i
-0.002712+0.002993i,-0.00011129+0.0055952i,0.0024077+0.0091116i,0.0017776+0.0091781i,0.0032769+0.002226i,0.0065712+0.0014687i,0.0029695+0.0056715i,-0.0025242+0.0046205i,-0.0037674+0.0016773i,-0.0027641+9.0007e-05i,-0.0025843-6.3815e-06i,-0.0018929+0.00045949i,-0.00055204+0.0008848i,-0.00075841+0.00098408i,-0.0011375+0.0014224i,0.00082035+0.00075846i,0.0032669-0.00040819i,0.0043222-0.00050837i,0.0028874-0.0011083i,-0.0010099-0.0019096i,-0.0044307-0.002119i,-0.0050514-0.002138i,-0.0036965-0.0019656i
2.3735e-05+0.001092i,-0.0015335-0.0012192i,-0.00023247-0.0042068i,0.0033283-0.0059896i,0.0022488-0.0043377i,-0.0013394-0.0065333i,0.001138-0.0087834i,0.004345-0.005467i,0.0037574-0.0016513i,0.0025281+0.0003825i,0.0022187+0.0014363i,0.0021021+0.0013034i,0.00085657+0.001197i,4.1794e-05+0.0012459i,-0.00026769+0.00076812i,-0.0010899+0.00014993i,-0.0029469+0.00026888i,-0.0040928+0.00048492i,-0.0017318+0.00033388i,0.002029+0.00028642i,0.0044297+0.00059629i,0.0036462+0.0020295i,0.00113+0.0025799i
-0.0013078+0.0027579i,-8.4885e-05+0.0044909i,0.00043827+0.0080368i,0.00027316+0.0084328i,0.0026591+0.0041422i,0.0038778+0.0036924i,-0.0013307+0.0040056i,-0.0042175+0.0018088i,-0.0030529+0.0017626i,-0.0022863+0.0024061i,-0.0022226+0.0013595i,-0.0017869+0.00021312i,-0.0011963-0.00014558i,-0.0011637+0.00075863i,-0.00068556+0.0011772i,0.0013919+0.00084029i,0.0031037+0.00096211i,0.0031044+0.00048721i,0.0015414+5.8347e-05i,-0.0015472-0.0010964i,-0.0038945-0.0021914i,-0.0030575-0.0022551i,-0.00080266-0.0020922i
-0.0031656-0.0017611i,-0.0036595-0.0030741i,-0.0024027-0.005764i,0.00094564-0.0052965i,0.0013997-0.0032153i,0.00079644-0.0049795i,0.0038313-0.0051834i,0.0051776-0.0016795i,0.0035625+0.00070342i,0.0020072+0.00099369i,0.001283+0.0014602i,0.0010553+0.0026994i,0.00018599+0.0027088i,-0.00087311+0.0017388i,-0.00076245+0.00073105i,-0.0022113+0.00027619i,-0.0039772-6.166e-05i,-0.0032728-0.00078161i,-0.0011195-0.0012523i,0.0017914-0.00038003i,0.0032043+0.0017318i,0.0018787+0.0025917i,-0.00019572+0.0020934i
0.002057+0.0011039i,0.002658+0.002705i,0.00094746+0.0048997i,-0.0012137+0.0046433i,0.00064608+0.002316i,0.0016321+0.0031139i,-0.0018616+0.0027067i,-0.003367-0.00064923i,-0.0023704-0.0019454i,-0.0015627-0.00072267i,-0.0021498+0.00039543i,-0.001765+0.00055239i,-0.00034748+0.00061915i,0.00022098+0.00028086i,0.00050262+0.000847i,0.0018902+0.0017716i,0.0027864+0.0016832i,0.0027864+0.0013733i,0.00062793+0.00044147i,-0.0019215-0.00083625i,-0.0028049-0.0020358i,-0.0010678-0.0023742i,0.0017433-0.0013302i
-0.0001897+0.00099884i,-0.0012159-0.0015805i,-5.8833e-05-0.0053069i,0.0021267-0.0054905i,0.0016839-0.0046284i,0.0020005-0.0055514i,0.0042978-0.0028211i,0.004314+0.00093128i,0.0024587+0.0007997i,0.0016266+0.00053085i,0.0019578+0.0015645i,0.001157+0.0012492i,-0.00023218+0.0013422i,-0.00087821+0.0015131i,-0.0016609+0.0001226i,-0.0030505-0.00089465i,-0.0032129-0.00083423i,-0.0012584-0.00064309i,0.00083382-0.00042287i,0.0015124+0.00051368i,0.0011188+0.0019554i,-0.00042857+0.0027687i,-0.0018605+0.0019768i
0.00075878-0.00044251i,0.0004399+0.00072619i,0.00050626+0.0026472i,0.00041633+0.0019059i,0.0008009+6.9683e-05i,-0.0002878-0.00017505i,-0.0022324-0.0022205i,-0.0012777-0.0030041i,0.00012619-0.0014376i,-0.00063303-0.00018591i,-0.0016837+0.00054874i,-0.00090594+0.0012125i,0.0011897+0.00063698i,0.0019742+0.00017493i,0.0019564+0.0020227i,0.002929+0.0033624i,0.003473+0.0027949i,0.0024677+0.0013544i,0.00088089-0.00022793i,-6.6776e-05-0.0013976i,-0.00073877-0.0020378i,0.00085629-0.0016763i,0.0024148-0.0008264i
0.0023215+0.0031535i,0.0016203+0.00064713i,0.001428-0.0015898i,0.0031382-0.001571i,0.0038751-0.00041624i,0.0046388-0.00094842i,0.0047228-0.0001415i,0.0030633+0.0018174i,0.00084703+0.0023208i,0.00020933+0.0014559i,0.00061388+0.00042586i,0.00020825+0.00047182i,-0.0011678+0.0014875i,-0.0023099+0.0017565i,-0.003022-0.00018553i,-0.0031439-0.002459i,-0.0026451-0.0024766i,-0.00093267-0.00071125i,0.0010731+0.00087998i,0.0013434+0.0022848i,0.00069862+0.0026361i,-0.00096638+0.00066313i,-0.0028784-0.00085854i
-0.0026742-0.00087788i,-0.0021713+0.0008304i,-0.001653+0.0028435i,-0.0015525+0.0019007i,0.00024661+0.00072289i,0.00089835-0.00056327i,-0.0009382-0.0029337i,-0.00095648-0.0028064i,0.00036452-0.00059092i,8.6474e-05+0.0014738i,-0.00014516+0.0017735i,0.00035186+0.0014671i,0.00083226+0.0012743i,0.0016756+0.0014099i,0.0018497+0.0028517i,0.0020077+0.0040459i,0.0020847+0.0034859i,0.00083505+0.0017833i,-0.00034451+8.2433e-05i,-0.00084973-0.0010056i,-0.00013042-0.0012254i,0.0013733-0.00014555i,0.0021732+0.00045067i
0.0010688-0.00024561i,-0.0010324-0.0010947i,-0.00079702-0.0014599i,0.0012741-0.00034991i,0.0027679+0.0013673i,0.0033141+0.0014979i,0.0024831+0.0019463i,0.00020086+0.0016756i,-0.00088037+0.00014864i,-0.0012404+0.00033148i,-0.00079465+0.0014867i,0.0003511+0.0012453i,-8.6258e-05+0.00034951i,-0.0012208-0.00025496i,-0.0011335-0.0021432i,-0.0015408-0.0038691i,-0.0025162-0.0030257i,-0.0020476-0.0015234i,0.00034842-0.00048661i,0.0015794+0.00043612i,-2.5175e-05+0.000794i,-0.0014832-0.00038285i,-0.0014887-0.0015799i
-0.00092706-0.002207i,-0.0011299-0.00040646i,-0.00089693+0.0010422i,-0.00042957+6.6885e-05i,0.0011884-0.00072448i,0.0018333-0.0010393i,0.0015057-0.0029211i,0.0018881-0.0027336i,0.0019418-0.00062113i,0.0006556+0.0011977i,-0.0012351+0.001706i,-0.0016319+0.00077026i,-0.001002+9.7094e-05i,-0.00030022+0.0017536i,0.00022502+0.0047315i,0.0007763+0.0058775i,0.0012108+0.0039625i,0.00043444+0.0013034i,-0.00066217-0.00030541i,-0.00089195-0.0012093i,-0.00048645-0.0011695i,0.00094788+0.00064125i,0.0019371+0.0010333i
0.00044782-0.0020425i,-0.00020602-0.0027964i,-0.0006376-0.0026677i,-0.00012011-0.0015245i,0.00077627-0.00092632i,0.0017258-0.0014195i,0.00044167-0.0017861i,-0.0012798-0.0010737i,-0.00084056-0.00057383i,-0.00027317+7.5051e-05i,-9.927e-05+0.0013497i,-4.9336e-05+0.0019286i,-0.00015604+0.0021124i,0.00025906+0.00088191i,0.00054659-0.0030728i,0.0007543-0.0058178i,-0.00032416-0.0044975i,-0.0010553-0.0018277i,-0.00053818-0.00028862i,-0.00017147+0.00043963i,-0.00097707+0.00044975i,-0.0019901-0.00095556i,-0.0018413-0.0013293i
-0.0015293+0.003813i,-0.00044414+0.0035604i,0.00076437+0.0032347i,0.0010525+0.0010306i,0.00095358-0.00046659i,0.00097459-0.00068204i,0.0010802-0.0017701i,0.0012227-0.0015728i,0.00024209+0.00025789i,-0.00035524+0.0011516i,-0.00063893+0.0011019i,-0.00017551+0.001085i,0.00035841+0.00085433i,-0.00075905+0.00043764i,-0.0016495+0.0021576i,-0.0011706+0.0052937i,-0.00063548+0.0060079i,8.4105e-05+0.0036654i,0.00099165+0.0010244i,0.00035326-0.00025619i,0.00059068-0.0002288i,0.0021721+0.0013493i,0.0019859+0.0017618i
-7.6014e-05-0.002823i,-0.00017911-0.003324i,0.00031639-0.0022131i,0.00070346-0.00016871i,0.00086452+6.4997e-05i,0.00097946-0.00096267i,0.001036-0.0016231i,0.00013788-0.00087033i,0.00019936-0.000281i,0.00073969-4.57e-05i,0.00032736+0.0007717i,0.00047112+0.0023165i,0.00046397+0.0027231i,0.00071921+0.00098873i,0.0026057-0.0020011i,0.0034433-0.0046254i,0.0014523-0.0050592i,0.00022728-0.0030956i,0.00062844-0.0011763i,0.00068407-0.00028841i,-9.7793e-05-0.00036873i,-0.00041086-0.0019598i,-0.00060883-0.0020106i
0.0001919+0.0040344i,0.00047445+0.0043157i,0.0010249+0.0047522i,0.0024647+0.0029714i,0.004029+0.00076134i,0.0038564-0.00093615i,0.0018032-0.0015477i,0.00079803-8.3109e-05i,0.00069989+0.0010554i,-0.00013481+0.001659i,-0.00050921+0.0014927i,5.7133e-05-0.0001099i,-9.2776e-05-0.0011461i,-0.0020023+0.00032413i,-0.0042516+0.0030986i,-0.004412+0.0053645i,-0.0021928+0.0052241i,-0.00011722+0.0035222i,-0.00060149+0.0019281i,-0.0014617+0.00021455i,-0.00098256+2.9474e-05i,-0.00033538+0.0013685i,-7.8542e-05+0.0014106i
-0.00020105-0.0021711i,-0.00075052-0.0039961i,0.00025448-0.0042616i,0.00077395-0.0021004i,0.00038623-0.00070233i,-3.635e-05-0.0010322i,0.00022285-0.001229i,-0.00016163-0.00085677i,-0.00043513-0.00049607i,7.182e-05-0.00010958i,0.0010985+0.00051427i,0.00085614+0.0018192i,0.00033354+0.0028204i,0.0015946+0.002425i,0.00323+0.00011179i,0.0044089-0.0026244i,0.0028734-0.0038449i,0.0010188-0.0035815i,0.0012637-0.001981i,0.0013323+0.00029521i,0.0010735+0.00045243i,0.0010457-0.0011173i,0.00096702-0.0010532i
0.0016817+0.0022173i,0.0024736+0.0025294i,0.0022647+0.0030624i,0.0027995+0.0021947i,0.0042025+0.00019632i,0.0047374-0.00054188i,0.0037164-0.00068747i,0.0015859-0.00090955i,-0.00090725-0.00067398i,-0.0019158-0.00012913i,-0.0015733+7.3956e-05i,-0.00095639-0.00061226i,-0.00024888-0.0021386i,-0.0012029-0.0022725i,-0.0037638-0.00057891i,-0.0049379+0.0026458i,-0.0035651+0.0040859i,-0.0015877+0.00312i,-0.00044859+0.0023007i,-0.00052241+0.00065961i,-0.0010922-0.00013472i,-0.0011829+0.0019032i,-0.0012827+0.0025531i
-0.0013684-0.0023105i,-0.0026665-0.003154i,-0.0029128-0.0029016i,-0.0025381-0.0013094i,-0.0021264-0.0015208i,-0.00075759-0.002707i,0.0003522-0.0025373i,0.00092968-0.0013328i,0.0004764+0.00029077i,-0.0010329+0.00034269i,-0.0012658+0.00011277i,-0.00065914+0.0028417i,-0.0006933+0.0054957i,0.00098904+0.0047597i,0.0037164+0.0018893i,0.0051781-0.0013494i,0.0050516-0.0032462i,0.0038538-0.0026465i,0.0022551-0.00077637i,0.00065826-0.00013944i,0.00021256-0.00045425i,0.0015889-0.00066333i,0.0021165-0.00069513i
0.0040932-0.0023804i,0.0040201-0.0018165i,0.003191-0.0021076i,0.0016294-0.0018034i,0.00194+0.00032626i,0.0021229+0.0017061i,0.0012418+0.0015539i,0.00013402+0.00061539i,-0.00033102+0.00012247i,-0.00015538+0.0009046i,-0.0010554+0.00066513i,-0.0014017+8.5021e-05i,-0.00071472-0.00056047i,-0.0011171-0.00094918i,-0.0029323-0.0002074i,-0.004279+0.0018355i,-0.0037681+0.0032492i,-0.0030236+0.0020251i,-0.0027035+0.000571i,-0.0018775+0.00046701i,-0.0014961+0.00098202i,-0.0017863+0.0010226i,-0.0011245+0.00039806i
