-0.003318+2.1578e-05i,-0.0022411-0.00065778i,-0.0035109+0.00065361i,-0.003782+0.0016704i,-0.0020971+0.0022668i,-0.00057232+0.0015796i,-6.238e-05+0.00069171i,0.00049021+0.0002225i,0.0010895+0.00014391i,0.0017823-0.00022179i,0.001725-0.00030104i,0.0011063-0.00049478i,0.0010474-0.00071071i,0.00045536+0.00013237i,-0.00057756-0.00010012i,-0.00036873-0.00036189i,9.7988e-05+0.00041976i,0.00023669+0.00091089i,0.00049427+0.00078229i,0.00085768+0.00064809i,0.0011212+0.00071173i,0.0011534+0.00025184i,0.00098933+0.00021514i
0.00010986-0.0041842i,-0.00068902-0.0053573i,-0.0019365-0.0066896i,0.0086229-0.0057414i,0.042926+0.0028273i,0.09535+0.02397i,0.12704+0.031557i,0.10756+0.00099217i,0.062345-0.035369i,0.031621-0.036928i,0.017856-0.019526i,0.0076922-0.0088715i,-0.00065884-0.0012958i,-0.0037498+0.0059283i,-0.0036362+0.0073886i,-0.0034784+0.004264i,-0.0043269+0.0012835i,-0.0042097+0.00010584i,-0.0034174-4.1434e-05i,-0.0027122-0.0010535i,-7.3687e-05-0.0039008i,0.0025471-0.0050237i,0.0037465-0.0021641i
0.0012949-0.00021523i,0.000227-0.0009897i,-0.0024906-0.00054635i,-0.0092166-0.004696i,-0.026366-0.028135i,-0.050514-0.074971i,-0.069467-0.10164i,-0.07491-0.067214i,-0.064817-0.011533i,-0.043882+0.0091562i,-0.024274+0.004574i,-0.011498+0.0019576i,-0.0022749+0.00079762i,0.0037335-0.0013978i,0.0052907-0.0030172i,0.0042711-0.0016467i,0.0034994+0.0017097i,0.0035509+0.0033565i,0.003339+0.0035471i,0.0015807+0.0031761i,-0.0010927+0.0034054i,-0.0025667+0.0026128i,-0.0025351-0.00048452i
-0.001173-0.0013047i,-0.002165-0.001778i,-0.0019297-0.00089226i,0.0026975+0.0070704i,0.0044438+0.03564i,-0.0036925+0.0836i,-0.0079167+0.11212i,0.014625+0.089971i,0.041221+0.046519i,0.037981+0.02154i,0.021213+0.012357i,0.011159+0.0040351i,0.0037556-0.0021036i,-0.0014633-0.0026291i,-0.003362-0.0025289i,-0.0026493-0.0039148i,-0.00060781-0.0040297i,-0.00034476-0.0034256i,0.00022996-0.0040471i,0.0016542-0.0039636i,0.0033729-0.0028999i,0.0043513-0.0017612i,0.0036735+0.0010241i
-0.00070415+5.9914e-05i,-0.001458+0.00018582i,-0.0043814-7.5283e-05i,-0.0025217-0.0065823i,0.016711-0.028158i,0.0546-0.059892i,0.075163-0.077407i,0.04435-0.072521i,-0.0010811-0.056159i,-0.012767-0.035948i,-0.0046814-0.019092i,-0.0032319-0.007619i,-0.003764+0.0016171i,0.00026914+0.0054613i,0.0025577+0.0040725i,0.0009069+0.0026442i,-0.001016+0.0017607i,-0.0010578+0.0017227i,-0.00059088+0.0016691i,-0.0012225+0.0010516i,-0.0039439+0.00056629i,-0.0052804-0.00056731i,-0.0026701-0.0013889i
-0.00066713-0.00062849i,-0.00087607+0.0006177i,-0.0010226+0.0035374i,-0.0055208+0.0096543i,-0.027927+0.016572i,-0.070862+0.012745i,-0.096689+0.0051975i,-0.073632+0.018901i,-0.033367+0.039014i,-0.012922+0.034279i,-0.0076866+0.016108i,-0.0018575+0.0057009i,0.0037938-0.00088401i,0.0038287-0.007012i,0.0014046-0.0079639i,0.001238-0.0043404i,0.0032655-0.00076976i,0.0043741-0.00014459i,0.0039541+0.00014567i,0.0045349+0.0021128i,0.0062744+0.0038231i,0.0054213+0.0040228i,0.001374+0.0024892i
0.0036958-0.0031484i,0.0030775-0.0025925i,0.0020905-0.0041449i,0.0085368-0.0033169i,0.030284+0.0063936i,0.059138+0.032212i,0.070977+0.05164i,0.060292+0.029907i,0.044301-0.0075332i,0.029368-0.016171i,0.014641-0.007093i,0.0044068-0.002545i,-0.0021971+0.00021812i,-0.005561+0.0030671i,-0.0053278+0.0029329i,-0.0040746+0.00031562i,-0.0023658-0.0018734i,-0.0012604-0.0015956i,-0.00046943-0.00095643i,-0.00037752-0.0027541i,-0.0021455-0.0052424i,-0.0027826-0.0058553i,-0.00092799-0.0034624i
0.00065063+0.0010904i,0.00081655+0.0018322i,-5.5114e-05+0.0036771i,-0.0038791+0.00075583i,-0.012572-0.018572i,-0.019927-0.05403i,-0.020402-0.074752i,-0.025778-0.052301i,-0.035522-0.016729i,-0.029145-0.0041071i,-0.012771-0.0033533i,-0.0034203-0.00061911i,0.0011463+0.0010749i,0.0047229+7.9448e-07i,0.005006-0.0010561i,0.0025125-4.8633e-05i,0.00023629+0.0012904i,-0.00051274+0.0016048i,-0.00036584+0.0025985i,-0.00051176+0.0041515i,-0.0014384+0.0054247i,-0.0015479+0.0056082i,-0.0011367+0.0033823i
-0.0025137+0.0010479i,-0.0010409+0.00111i,0.0011478+0.0023379i,0.0060681+0.0073159i,0.0058203+0.023527i,-0.0099696+0.050671i,-0.027057+0.063911i,-0.013701+0.050761i,0.01342+0.032326i,0.016588+0.019766i,0.006843+0.0094826i,0.003054+0.0013455i,0.00029568-0.0033176i,-0.0024561-0.0035154i,-0.0029981-0.0028414i,-0.0020336-0.0028267i,0.00029739-0.0019941i,0.0021698-0.00074783i,0.0030512+0.000169i,0.003413-0.0013697i,0.0051677-0.0040901i,0.0058058-0.004714i,0.0036578-0.0033411i
0.001234-0.00134i,0.00051384-0.0011335i,-0.00021254-0.0019229i,0.00067822-0.0070681i,0.011168-0.017814i,0.03823-0.027611i,0.055635-0.026019i,0.036327-0.022632i,0.0076599-0.025135i,-0.00053092-0.018209i,0.0005433-0.0060581i,-0.0011502-0.0007541i,-0.002786+0.0024228i,-0.0014835+0.0043991i,0.00047553+0.0040469i,0.00031103+0.0027437i,-0.00046158+0.0011169i,-0.00024781+0.00099273i,0.0004371+0.0008361i,-0.0011846+5.2685e-05i,-0.0049894-0.0004009i,-0.0069357+8.0439e-05i,-0.0047658+0.00036291i
0.00036662+0.00049306i,-6.9094e-05+0.0008661i,0.00055731+0.0020504i,-0.0011965+0.0051956i,-0.013583+0.0078742i,-0.037574-0.00057364i,-0.049794-0.013903i,-0.035576-0.0051789i,-0.017354+0.015586i,-0.00832+0.016365i,-0.0028576+0.0051591i,0.0017708+0.00099713i,0.0049584+0.00044263i,0.0046852-0.0018573i,0.0022158-0.0034375i,0.00044722-0.0024967i,0.00030725-1.335e-05i,0.00086418+0.0016619i,0.0018324+0.0014807i,0.0036519+0.0019361i,0.0057756+0.0026081i,0.0067255+0.0021948i,0.0044186+0.001313i
-0.0024547+0.00026251i,-0.002232+0.0013355i,-0.0031008+0.0011433i,0.0019355+0.00030838i,0.016451+0.0056517i,0.02957+0.02232i,0.0277+0.035183i,0.019904+0.020749i,0.019496-0.0014294i,0.015789-0.0056707i,0.0053914-0.0026913i,-0.00058889-0.0021476i,-0.0033052-0.0016863i,-0.0045342+1.301e-05i,-0.0038562+0.00091053i,-0.0022304+0.00052369i,-3.6149e-05-0.00037643i,0.0015997-0.00054116i,0.0024427-0.0011441i,0.001188-0.0035661i,-0.0018587-0.0060812i,-0.0036595-0.0060424i,-0.0024525-0.0043434i
-0.00084516-0.0010464i,-0.0022754-0.00058076i,-0.0044188+0.0017116i,-0.0064673+0.0018052i,-0.0081453-0.0078315i,-0.0054496-0.028432i,0.0036418-0.038677i,0.00063382-0.023561i,-0.011204-0.0065766i,-0.0091459-0.0018275i,-0.0011298+0.00040547i,0.0023808+0.002413i,0.004152+0.0025558i,0.0053938+0.0014949i,0.0049928-4.6698e-05i,0.0028796-0.00044712i,0.00068018+0.0002398i,-0.00049534-1.3847e-05i,-0.00082188+0.00062381i,-0.00056839+0.0028876i,6.1084e-05+0.0055855i,0.0010103+0.0064251i,0.0015866+0.0042038i
0.0014143-5.9552e-05i,0.00022964-0.00022516i,0.0013035+0.00085474i,0.0040781+0.0034839i,0.0034383+0.0091095i,-0.0088234+0.018366i,-0.02257+0.019537i,-0.013898+0.012491i,0.005125+0.0095027i,0.008822+0.0054523i,0.0036826-0.00080252i,0.0011167-0.0034437i,-0.000604-0.0041703i,-0.002036-0.0039721i,-0.0021916-0.002943i,-0.0015395-0.0022615i,-0.00017964-0.0017147i,0.0015048-0.00046627i,0.0029664-0.00015591i,0.0029427-0.0019474i,0.0032373-0.0046414i,0.0038595-0.0057886i,0.0029859-0.004782i
-0.00078861-0.0010563i,-0.0026673+4.3814e-05i,-0.0034097+0.0019883i,-0.0015442+0.00179i,0.0034443-0.0030092i,0.016336-0.0063682i,0.024068-0.00098775i,0.01277-0.00013292i,-0.00052144-0.0081173i,-0.0036031-0.0067536i,-0.0033963-0.00021998i,-0.004204+0.00069644i,-0.0043811+0.0013533i,-0.0025094+0.0029538i,-3.8816e-05+0.0026446i,6.1816e-05+0.00099016i,-0.00054601-0.00058717i,3.2102e-06-0.001243i,-0.0001697-0.00097959i,-0.0018673-0.00010148i,-0.0039973+0.0016712i,-0.0046807+0.0028524i,-0.0034878+0.0020831i
-0.00052042+0.00039505i,0.00098648+0.0013196i,0.0029042+0.0030264i,0.0035438+0.0058755i,-0.00037084+0.0068847i,-0.0099836-0.00019901i,-0.013014-0.01002i,-0.0046677-0.0054763i,-0.00075014+0.0066497i,-0.0005921+0.0082025i,0.0030367+0.0031569i,0.0052552+0.00047i,0.0052113-5.4156e-05i,0.0039102-0.001362i,0.00204-0.0030121i,0.00084409-0.0026014i,-0.00018722-0.00080857i,-0.00071354+0.000695i,2.5032e-05+0.0016835i,0.0019901+0.0020256i,0.004892+0.0013237i,0.0061883+0.00013465i,0.0048151-0.00076339i
0.0023638+0.00055306i,0.0017234+0.00096213i,0.0022469-0.0018929i,0.0038875-0.0039896i,0.0079042-0.0021888i,0.010286+0.0045508i,0.0033862+0.010474i,-0.0030275+0.0033384i,0.00016115-0.0058274i,0.001496-0.0067713i,-0.0034449-0.0064024i,-0.0058685-0.0050336i,-0.0055487-0.0024598i,-0.0053771-6.0402e-05i,-0.0048143+0.0017073i,-0.003647+0.0018885i,-0.0014862+0.0011904i,0.00063672+0.00060186i,0.0010368-0.001088i,2.093e-06-0.0032636i,-0.002907-0.0043216i,-0.0048698-0.003715i,-0.0042797-0.0026927i
0.0033743+0.0015719i,0.0034567+0.0012936i,0.0033654+0.00061166i,0.0019562+0.00091084i,-0.000673-0.00038263i,-0.00071383-0.0064895i,0.0038443-0.0086389i,0.00025165+0.00084143i,-0.0073324+0.008685i,-0.0056727+0.008234i,-0.001513+0.0067862i,0.0003271+0.0056974i,0.00092722+0.0049898i,0.0017304+0.0039655i,0.0024462+0.0017451i,0.001721+0.00057663i,0.0005618+0.0005655i,-0.00046144+0.00083461i,-0.00083833+0.0019285i,-0.00016483+0.0036617i,0.001386+0.0050476i,0.0026151+0.0045371i,0.002554+0.0035462i
-0.0031133-0.0027263i,-0.0014428-0.0022184i,-0.0010333-0.0012911i,0.00045851-0.00066762i,0.0046498+0.0010223i,0.0026469+0.0035755i,-0.0039566+0.00014974i,0.0003674-0.0032712i,0.010321-0.0013505i,0.011883-0.0020391i,0.0081127-0.003414i,0.0050554-0.0035094i,0.0026121-0.0039116i,0.00033929-0.0037069i,-0.0014436-0.0030302i,-0.0012555-0.0023684i,-0.00022311-0.0011727i,0.00061798-0.00017747i,0.0022291-9.6201e-05i,0.0037662-0.001396i,0.0032527-0.004421i,0.001021-0.0060372i,-0.00019828-0.0048261i
0.0030868+0.00091367i,0.0029669+0.00069021i,0.0020127+0.00036636i,0.0004685-0.0017803i,-0.00040284-0.0053003i,0.0013948-0.0062169i,0.0015155+1.9188e-05i,-0.0049444+0.0041532i,-0.0096371-0.00056844i,-0.0098455-0.0031122i,-0.0081904-0.0017213i,-0.0060487-0.0010322i,-0.0043961+0.0014603i,-0.0022054+0.0048152i,-0.00021076+0.0049722i,0.00076417+0.0030268i,0.00038937+0.00086851i,-0.00045168-0.00062747i,-0.0010141-0.00066164i,-0.0027803-0.00013868i,-0.0046214+0.0021642i,-0.005196+0.004763i,-0.0043855+0.0046239i
0.0015728-0.00068513i,0.0011048-0.0013183i,0.0012129-0.00051242i,0.0018038+0.0027792i,0.0018956+0.005031i,-6.4587e-05+0.0031829i,0.0017762-0.0013195i,0.0095102+0.0018133i,0.011405+0.0088796i,0.0087677+0.0089979i,0.0077353+0.0054853i,0.005238+0.0032168i,0.0027327+0.00071697i,0.0027885-0.0021039i,0.0027037-0.0035806i,0.0012535-0.0027144i,0.00022924-0.00032203i,0.00039797+0.0018075i,0.0010469+0.0023787i,0.0034707+0.0027119i,0.0065494+0.0018564i,0.0075019-0.00046939i,0.006139-0.0016895i
0.0017544-0.0014591i,0.00018419-0.0014917i,-0.0017912-0.0014615i,-0.0010595-0.0026141i,0.00086168-0.0045798i,0.0021846-0.0037195i,-0.0015673-0.0018976i,-0.0046931-0.0089307i,-0.00062912-0.01466i,0.002716-0.012417i,0.002012-0.0095367i,-0.00017344-0.006236i,-0.0022615-0.0026604i,-0.0028013-0.00044689i,-0.002191+0.00022021i,-0.0020697+0.00070176i,-0.0015935+0.00096513i,-0.00037217+0.00054348i,-6.3589e-05-0.0018326i,-0.0014628-0.0044234i,-0.0039699-0.0047721i,-0.0057908-0.0038453i,-0.0048672-0.0031759i
-0.00064775+0.00067779i,-0.0007317+0.002335i,-0.00083201+0.0041437i,-0.00093264+0.0063247i,-0.0017107+0.0072617i,-0.00185+0.0050027i,0.0004871+0.0046645i,-0.0026726+0.010136i,-0.009457+0.013179i,-0.0093752+0.01046i,-0.006029+0.0068981i,-0.00348+0.0046657i,-0.001267+0.0023696i,0.00041578+0.00078015i,0.0013543+7.8773e-05i,0.0021415-1.3934e-05i,0.0017544+0.00026104i,0.00061992+0.00081646i,-0.00024321+0.0021505i,0.00045297+0.0036824i,0.0017518+0.0054388i,0.0032592+0.0058379i,0.0031867+0.0044594i
-0.00031026-0.0001547i,-0.00062421+0.00036934i,2.5376e-05+0.00059554i,0.0031019+0.00060937i,0.0077082-0.00082035i,0.0088836-0.0027183i,0.0052853-0.0071269i,0.0063543-0.0091045i,0.012449-0.0044471i,0.014074-0.00053829i,0.009526-0.00051945i,0.0049529-0.00052223i,0.0033987-0.0010851i,0.0018091-0.0018447i,-0.00022352-0.002115i,-0.0010251-0.002501i,-0.00028357-0.0011634i,0.00083649+0.0010421i,0.0016736+0.001581i,0.0023047-0.00091782i,0.0021334-0.0050434i,0.0012282-0.0071304i,0.0013605-0.0064428i
-0.00018373+3.8377e-05i,-0.00032788+0.00042191i,-0.00028048+0.00097115i,-0.0015829+0.001776i,-0.0036411+0.00033127i,-0.0045474-0.0021791i,-0.0066956-0.0006253i,-0.011821+0.0014926i,-0.013669-0.0023388i,-0.01102-0.0065433i,-0.0079906-0.0052919i,-0.0050594-0.0023117i,-0.0025627+0.0002951i,-0.00066999+0.002008i,0.00051193+0.0017089i,0.00020975+0.0015657i,-0.00045687+0.0020298i,-0.00051716+0.00057981i,-0.0013562-0.0010907i,-0.0031834-0.00059956i,-0.0051487+0.0015556i,-0.0053206+0.0035659i,-0.0044142+0.0035914i
0.0035369-0.000434i,0.0039407-0.0016574i,0.0050587-0.0029042i,0.006059-0.0013468i,0.0066561+0.0017499i,0.0059623+0.003678i,0.0059319+0.0041154i,0.0089764+0.0079516i,0.0084263+0.01425i,0.0036616+0.014415i,0.0018773+0.0095764i,0.0016794+0.0052854i,0.0011538+0.002537i,0.0010844+0.00016401i,0.001047-0.0021163i,0.000313-0.0023604i,-0.00014087-0.00079843i,0.00069676+0.00088901i,0.0017952+0.002276i,0.0036855+0.0032869i,0.0061214+0.0024802i,0.0068741+0.00014576i,0.0058128-0.0010845i
0.00047691+0.0029252i,0.00065804+0.0036771i,0.0012715+0.0028863i,0.00089804+0.00046677i,0.00060862-0.002945i,0.00060127-0.0063697i,-0.0016674-0.0074556i,-0.0030554-0.011114i,0.0013293-0.0144i,0.0056733-0.011707i,0.0054332-0.0072981i,0.0030952-0.0047389i,0.00048122-0.003346i,-0.0011261-0.0022508i,-0.0013372-0.00070295i,-0.0011803+0.00046569i,-0.00053565+0.00050366i,0.00043276-9.1108e-05i,0.0013255-0.0015366i,0.0006231-0.0031754i,-0.0023524-0.0041227i,-0.0041713-0.0043975i,-0.0033862-0.0040705i
-0.0026485+0.00075789i,-0.0015159+0.00083531i,3.7201e-05+0.0025598i,0.0011532+0.0041079i,0.0012501+0.0055356i,-0.00086758+0.0047025i,-0.0027706+0.0051468i,-0.0059123+0.0095869i,-0.010892+0.011072i,-0.011082+0.0073696i,-0.0071771+0.003049i,-0.0028982+0.00064045i,-7.5254e-05+2.4113e-05i,0.0012543+0.00032706i,0.0024906+0.00058646i,0.0027592+0.00060137i,0.0012376+0.00052591i,-0.00015877+0.00069564i,-0.00064486+0.0011058i,-0.0010259+0.0022553i,-0.0001313+0.0038768i,0.0013712+0.0051004i,0.0016278+0.0044743i
0.0022722-0.0017551i,0.00061777-0.00096925i,-0.00047062-0.0020368i,0.00061166-0.0024709i,0.0037307-0.0020508i,0.0057946-0.0017046i,0.0057265-0.0029873i,0.009104-0.0043547i,0.014366-0.00069092i,0.013384+0.0038995i,0.0081012+0.004099i,0.0037706+0.0020112i,0.0010815+0.00072392i,-0.00054203-6.7722e-05i,-0.0012783-0.0011381i,-0.00099287-0.0020378i,-0.00067736-0.001415i,0.00057965+0.00016199i,0.0031891+0.00025371i,0.0048004-0.0017694i,0.0043239-0.0036414i,0.0032181-0.0047033i,0.0033424-0.0040649i
0.0062252+0.00058164i,0.0063407+0.00016625i,0.0067355-0.0027829i,0.0035848-0.0031672i,-0.0012003-0.0033768i,-0.0040086-0.0038639i,-0.0058743-0.0025181i,-0.009803-0.0022986i,-0.0098786-0.0071806i,-0.0054129-0.010999i,-0.0028891-0.0093859i,-0.0029744-0.0057697i,-0.003011-0.0021993i,-0.0019511+0.0013254i,-0.0011074+0.0034838i,-0.0014025+0.0024168i,-0.00044802+0.0011312i,0.00029887+0.00029157i,0.00028092-0.00094614i,-0.0015367-0.0011784i,-0.0041818-0.00020823i,-0.0046192+0.0012966i,-0.0037274+0.0012903i
-0.0015937+0.0021943i,-0.0024596+0.0022052i,-5.3395e-05+0.002786i,0.0030472+0.0033322i,0.005369+0.0037621i,0.0060999+0.0038039i,0.0057809+0.0038762i,0.0069775+0.0077618i,0.0053508+0.013252i,0.0010498+0.012071i,-0.0010277+0.0063194i,-0.00052696+0.0019593i,0.00045187+5.265e-05i,0.0014468-0.0011293i,0.0011214-0.0022662i,6.6469e-05-0.0025661i,-0.0005895-0.00090398i,-0.00046532+0.00094443i,0.0012823+0.0014212i,0.0035765+0.0012049i,0.004447+0.0014197i,0.0041376+0.002138i,0.0031731+0.0021587i
-0.00026459-0.00058481i,-0.00033936-0.00063775i,-0.00061665-0.00024814i,-0.00049194-0.00083562i,-0.00078765-0.0020229i,6.9666e-05-0.0043735i,5.7337e-05-0.0067817i,-0.00011846-0.0095988i,0.0046526-0.010588i,0.0083623-0.007217i,0.0061156-0.0033728i,0.0025735-0.0015535i,0.00086511-0.0011566i,-0.00046461-0.0003608i,-0.0013845+0.00028691i,-0.00031517+0.0005804i,0.00056786+0.00048062i,0.0014187+6.4979e-05i,0.001493-0.00068163i,0.00069352-0.0020156i,0.00036242-0.002791i,-0.00089518-0.0024099i,-0.00051406-0.0022217i
-0.0023298+0.0039682i,-0.001224+0.0041841i,-2.2527e-05+0.0056376i,0.0023855+0.0060899i,0.0039253+0.0062425i,0.0019609+0.0048001i,-0.0018745+0.0046496i,-0.0061422+0.0078697i,-0.0099218+0.0059893i,-0.0095732+0.00073403i,-0.0051808-0.0013129i,-0.0015563-0.002053i,-0.00020324-0.002432i,0.00097159-0.001579i,0.0019046-0.0013343i,0.0012054-0.0018442i,0.00013678-0.00096988i,-0.00039399+9.1923e-05i,-0.00034258+0.00081508i,-0.00083025+0.0013784i,-0.00081819+0.0018347i,-0.00058706+0.0018025i,-0.00080006+0.00071994i
0.002709+0.0025267i,0.0038053+0.0022705i,0.0032228+0.0017119i,0.0030692+0.0006642i,0.0044308-0.0024627i,0.0054793-0.0041599i,0.0054813-0.0039601i,0.0079071-0.0027023i,0.010118+0.0029442i,0.0079774+0.0067936i,0.004329+0.0047388i,0.0015723+0.0018022i,0.00067341+3.3496e-05i,-0.0001539-0.0014539i,-0.0013999-0.0024461i,-0.0020298-0.0023108i,-0.0014953-0.0012368i,0.00036666+6.4982e-05i,0.0024956+0.0011142i,0.0033534+0.00039151i,0.0034081-0.0016959i,0.0024206-0.0021514i,0.0018095-0.00075075i
0.0011167+0.002021i,0.00055372+0.0015892i,0.0014975+0.0029555i,0.0028976+0.0029313i,0.0019366+0.0011984i,-0.001749-0.00069493i,-0.0057396-0.001806i,-0.0078643-0.0035226i,-0.0067555-0.0071821i,-0.0017992-0.0080082i,0.0016289-0.0054361i,0.0013951-0.0034883i,0.0005965-0.0021892i,0.00036929-0.00079155i,6.6053e-05+0.00012127i,0.00013869+0.00085931i,8.9831e-05+0.0012921i,0.00052152+0.00024428i,0.00033344-0.0013206i,-0.00059362-0.0019743i,-0.0009209-0.00093985i,-0.0010978-0.00020271i,-0.00076883-0.0008907i
-0.0012658-0.0002827i,-0.0015132-0.00020231i,-0.00049217+0.00097748i,0.0014963+0.0012866i,0.0031379+0.00093695i,0.0051276+0.0023576i,0.0059369+0.0038968i,0.0041008+0.0070546i,-5.5547e-05+0.010135i,-0.0030692+0.0082612i,-0.0028327+0.0039543i,-0.0012065+0.0017889i,-0.00018771+0.00067419i,-0.00024374-0.0012582i,-0.00046714-0.0030406i,-0.00088622-0.0034909i,-0.00037433-0.0021954i,0.00061108-0.00048175i,0.00038083+0.00021745i,-3.75e-05+0.0012803i,0.00078791+0.00242i,0.0015672+0.0021486i,0.00056241+0.001834i
0.0024008+0.00098683i,0.0025242-8.6288e-05i,0.0033322-0.0014194i,0.0027554-0.0013984i,0.00043732-0.0020919i,0.0002639-0.0053026i,-0.00019998-0.007641i,0.00038435-0.0079572i,0.0057239-0.00608i,0.007867-0.0027628i,0.0043599-0.00099689i,0.0011493-0.0010081i,-6.9268e-05-0.00091837i,-0.00092669+0.00017181i,-0.0016631+0.00059696i,-0.0011727+0.00021343i,-0.0006657+0.0004583i,0.00043884+0.00085163i,0.0013465+0.00059365i,0.0016576-7.8987e-05i,0.0010779-0.00032388i,0.00078435-0.00051213i,0.00089435-0.00028163i
0.0027515-0.00035724i,0.0018508-0.00067183i,0.0016788-0.0010771i,0.0017167-0.00039924i,0.0015976+0.0021941i,-0.00013625+0.0038838i,-0.0031004+0.0042336i,-0.0055767+0.0060702i,-0.0066001+0.0041129i,-0.0048965-0.0010049i,-0.0017008-0.0023168i,-0.00075459-0.0011875i,-0.0011951-0.00024351i,6.0737e-06+0.00018436i,0.0013377-0.00015958i,0.00152-0.00023534i,0.0017041-0.00022304i,0.0011743+0.00013256i,0.00010483+0.00015385i,-0.00045038-0.00047363i,-0.00037423-0.00046283i,-0.00028362-0.00037654i,-0.00067879-0.00060103i
0.00068361+0.0010226i,0.00088923+0.001227i,0.00040425+0.0021025i,0.00041827+0.0015622i,0.00298+0.00045579i,0.0054345-0.0012322i,0.0068806-0.0021974i,0.009198-0.0010024i,0.0090469+0.0026579i,0.004993+0.0047592i,0.0017468+0.0031148i,0.00015612+0.00032431i,-0.00032635-0.0011294i,-0.00084345-0.0012757i,-0.0013102-0.0018443i,-0.0016303-0.0023641i,-0.0017265-0.0017332i,-0.0010582-0.0008661i,0.00031616-0.00033621i,0.0017127-7.0548e-05i,0.0023061-0.00029962i,0.0013139-1.6834e-05i,0.00010844+0.00098977i
-0.00054069+0.00012159i,-0.00023824-8.5972e-05i,-0.00065583+0.00044703i,-5.4563e-05+0.0012568i,0.0020834+0.00088164i,0.0004732-0.00066449i,-0.0030668-0.0018337i,-0.0052497-0.0045855i,-0.0034532-0.0068638i,0.00097606-0.0047065i,0.0023216-0.0021294i,0.0015633-0.00092442i,0.0012716-0.0011326i,0.0010946-0.00036317i,0.00082861+0.0013117i,0.0012079+0.0012373i,0.0015294+0.0011311i,0.0020624+0.0012985i,0.0025928+0.0007509i,0.001243-0.00046501i,0.00021091-0.0014965i,0.00029137-0.001988i,0.00092869-0.0018453i
0.00024866-0.00080557i,-4.0565e-05-0.0012495i,-0.0012268-0.0016794i,-0.00037158+0.000126i,0.0019751+0.0016754i,0.0037976+0.00241i,0.0035286+0.0028444i,0.00064304+0.0050099i,-0.0025873+0.0068165i,-0.0033234+0.0037524i,-0.00152+0.00073512i,-0.00052727+0.0006082i,-0.00036565+0.00052814i,0.0002338-0.0003628i,0.00077758-0.0014586i,0.00056499-0.0021644i,0.00026956-0.0017801i,0.0002761-0.0010079i,0.00026492-0.00092628i,0.00030905-0.0010688i,0.00014064-0.00082501i,-0.00068188-0.00044431i,-0.0016858-0.00073984i
9.3787e-05+0.0016122i,-0.0002228+0.0012375i,0.0016981+0.001608i,0.003046+0.00092263i,0.0025121-0.0012166i,0.0019338-0.0041232i,0.0015981-0.0059988i,0.0024927-0.005444i,0.0054257-0.0026718i,0.0051227+0.00026082i,0.0023585+0.00073239i,0.00025654+5.2294e-05i,-0.0012563-0.00063912i,-0.001917-0.00059571i,-0.0015652+5.4931e-05i,-0.0011566+0.00035085i,-0.0010914+0.00083888i,-0.00052122+0.00064065i,0.00027043+0.00012265i,0.0010207+0.00038695i,0.0010092+0.000489i,0.00089304+0.00032944i,0.00087235+0.0010954i
-0.0026276-0.00099399i,-0.0031873-0.00052022i,-0.0024561+0.0013999i,-0.0010484+0.0026909i,-0.00044984+0.0029334i,-0.0008839+0.0018904i,-0.0030932+0.00097319i,-0.0057748+0.0023883i,-0.0065027+0.0013215i,-0.00371-0.00095553i,0.00016077-0.00016079i,0.0013609+0.00079048i,0.001407-0.00010067i,0.0023485-0.00072691i,0.0026741-0.00043008i,0.0020467-0.00053271i,0.0023965-0.00098343i,0.0023464-0.00018032i,0.0018154+0.00093401i,0.0013258+0.00068878i,0.00019244-0.00040238i,0.00034736-0.0016715i,0.00089822-0.0025976i
-0.00022983+0.0011319i,-0.00091404+0.0016109i,0.00037026+0.0012845i,0.0016037+0.00055795i,0.0031603-0.00020471i,0.0042047-0.0012855i,0.0037216-0.00017797i,0.0049967+0.0028492i,0.0048328+0.004665i,0.001445+0.0040407i,-0.00086168+0.0016296i,-0.0014269+4.9872e-05i,-0.0017993+0.00012136i,-0.0020664+0.00029602i,-0.0024635-0.00097117i,-0.0024963-0.0016056i,-0.0019853-0.0014705i,-0.0011624-0.0011239i,-0.00049785-0.0002956i,0.00027425+0.00047373i,0.00017052+0.00078949i,-0.00067443+0.00058586i,-0.00083921+0.00063035i
0.00069814+0.0031315i,0.0011506+0.0028178i,0.0024659+0.0022371i,0.0026576+0.0013505i,0.0022661+0.00014136i,-0.00040328-0.0011362i,-0.0028381-0.0013003i,-0.0026592-0.0032987i,-0.00025652-0.0049488i,0.0022922-0.0034647i,0.0021153-0.0016564i,0.00093626-0.0011808i,0.0010256-0.0015624i,0.00055758-0.0011271i,-0.00019786+0.00063223i,-0.00017008+0.0015495i,-0.00015045+0.0013391i,0.00022677+0.00077566i,0.0013353+2.7894e-05i,0.0017305-0.00044164i,0.0012006-0.00055318i,0.0013339-0.00035204i,0.001298-0.00078121i
