-0.003318+2.1578e-05i,-0.0022411-0.00065778i,-0.0035109+0.00065361i,-0.003782+0.0016704i,-0.0020971+0.0022668i,-0.00057232+0.0015796i,-6.238e-05+0.00069171i,0.00049021+0.0002225i,0.0010895+0.00014391i,0.0017823-0.00022179i,0.001725-0.00030104i,0.0011063-0.00049478i,0.0010474-0.00071071i,0.00045536+0.00013237i,-0.00057756-0.00010012i,-0.00036873-0.00036189i,9.7988e-05+0.00041976i,0.00023669+0.00091089i,0.00049427+0.00078229i,0.00085768+0.00064809i,0.0011212+0.00071173i,0.0011534+0.00025184i,0.00098933+0.00021514i
-0.00079871+0.0016514i,-0.00037619+0.0015979i,0.00019804+0.0017215i,0.00040721+0.0010348i,0.0012088-0.00063937i,0.00026012-0.00095529i,-0.00041936-6.9373e-05i,-0.00049186-0.00011683i,-5.6391e-06+0.00064808i,0.001225+0.0014893i,0.0014031+0.0012927i,0.00096479+0.00057128i,3.9835e-05-0.0003149i,-0.0011727-0.00055154i,-0.0015357-0.00045821i,-0.00096434-0.00046648i,1.0409e-05-0.00041263i,0.0003467-3.7534e-05i,0.00013901+9.6224e-05i,0.00010884-0.0001793i,8.7074e-05-4.5952e-05i,-0.0002872+6.7453e-05i,-0.00041603-0.00019273i
-7.5856e-05-0.0018141i,-0.00088758-0.0014169i,-0.0012872-0.0015898i,-0.001394+1.2305e-06i,0.00040076+0.00091803i,0.0019795+0.00021548i,0.0014515-0.00056815i,0.00049173-0.00022511i,-7.1541e-05+0.00058489i,-0.00028276+0.0008197i,-0.00027335+0.00042005i,-0.00052691-0.00025151i,-0.00039637-0.00024036i,0.00048907+0.0005085i,0.00073788+0.00059748i,0.00046944+8.1187e-05i,0.00010953+0.00015626i,-0.00016768+0.000266i,0.00047249+0.00048274i,0.00070289+0.00022424i,0.00092987-6.3639e-05i,0.00069426+0.00066483i,1.4775e-05+0.00021672i
-0.0010651+0.0010504i,-0.0001628+0.0017874i,0.0012336+0.0026314i,0.0024764+0.002883i,0.0029713+0.0020303i,0.0014278-0.00045603i,0.00013339-0.0015744i,1.3116e-05-0.0007208i,0.00032344-0.00016551i,0.0011154+0.00035867i,0.0012085+0.00015851i,0.00086004-7.7301e-05i,0.00089869+0.00055183i,0.00055319-8.7238e-05i,5.6584e-05-0.0014258i,-0.00024541-0.0018021i,-0.00039592-0.00063525i,-0.00039691+0.00050066i,0.00022548+0.00050472i,0.00060497-3.7259e-05i,-0.00022956-0.00072345i,-0.0006872-0.00055347i,-3.4709e-05+9.1396e-05i
-0.0037229-0.0012607i,-0.0028317-0.00056854i,-0.0024867+0.001545i,-0.0019864+0.0028612i,-3.5273e-05+0.0021559i,0.0013116+0.00021136i,0.00093986-0.0006959i,-1.9729e-05-0.00019193i,-0.00070148+0.00048988i,-0.00087955+0.001288i,0.00012574+0.00079025i,0.00058731-9.396e-05i,0.00032325-6.9364e-06i,8.2909e-05+0.00070225i,-0.00024694+0.00096603i,8.5205e-05+0.00012175i,0.00013309-0.00035306i,0.00021782+0.00027963i,0.00083833+0.00053786i,0.0011641-1.6343e-05i,0.00064029-0.00012236i,-8.1469e-05+0.00053204i,-0.00068564+0.00051272i
0.0011587+0.00051034i,0.00054522+0.00069709i,0.0011435+0.00085606i,0.0028748-0.00021989i,0.0029699-9.4981e-05i,0.0016452+0.00027438i,-0.00033662-9.7923e-05i,-0.0010301-0.00033391i,-0.00071752+1.9389e-05i,1.1708e-05+0.0001479i,0.00027099+2.8044e-05i,-0.00059943+0.0001829i,-0.00089091-0.00024078i,4.6717e-05-0.00077574i,0.00059273-0.00058744i,0.00013269+0.00015784i,-0.00097749+0.00079593i,-0.0010323+0.00087686i,-0.00035151+0.00017343i,0.00035981-4.6073e-05i,0.00056+0.00055007i,0.00012906+0.00044281i,-0.00022852+0.00019234i
0.0017706-0.0021477i,0.00036496-0.001586i,0.00011966-0.0013052i,-0.00054346-0.0013473i,-0.00027107-0.0001986i,0.00034722-0.00059412i,0.00062917-0.0010619i,7.0741e-05+0.00025493i,-0.0010411+0.0010778i,-0.00096289+0.00078241i,-0.00096351+3.0119e-05i,-0.00096386-0.0009943i,-0.00081701-0.0011432i,-0.0013477-0.00036856i,-0.0010439-0.00046821i,-0.00089857-0.00014929i,-0.001086+0.00046271i,-7.6029e-06+0.00039134i,0.0004228+0.00061288i,0.00040736+0.00055757i,0.00037301-6.0239e-05i,-0.0001425-0.00036658i,-0.0005171-0.00015501i
0.00104+0.001018i,-0.00018714+0.00034412i,-3.4569e-06+0.00092431i,0.00080413+0.00097528i,0.0016833+0.00093733i,0.001473+0.0013755i,0.00037186+0.00092378i,0.00027551+0.00054943i,0.0011222+0.00092498i,0.0015178+0.0010078i,0.00056852+0.0003134i,-4.7604e-05-0.00029143i,-0.0007387+5.6568e-05i,-0.00041431+0.00035175i,0.00033231+7.0571e-05i,0.00082832+6.9614e-05i,0.0004781+6.2673e-05i,-8.1768e-05-0.00018419i,0.00069407+0.00024821i,0.0012781+0.00023186i,0.00089138-0.00016067i,3.9891e-05-0.00015378i,3.9058e-05+4.2307e-05i
-0.0013529+0.00054246i,-0.0014485+0.0011428i,-0.00091981+0.002341i,-0.00068977+0.0025829i,0.0006155+0.0012976i,0.0024892+0.00020665i,0.0024206-0.00010858i,0.00090253-0.00052602i,0.00015817-0.00075082i,0.00015796-0.00046464i,-0.00014374+1.65e-05i,9.5857e-06+0.00056013i,0.00077332-0.00010893i,0.00056397-0.00077617i,0.00079786-0.00057722i,0.001101-0.00030734i,0.0010644-0.00041115i,0.00051743-0.00016323i,0.00014093+0.00089653i,0.00076477+0.00092089i,0.00086071-4.3105e-05i,0.00039227-0.0001467i,0.00017962+0.00050868i
0.00035667-0.0030799i,-0.00024572-0.0029871i,-0.00084793-0.0029023i,-0.000468-0.00094626i,0.00021724+0.00037375i,0.001153-0.00013796i,0.00054342-0.00043332i,-0.00045252-0.00012671i,-2.6613e-05+0.00042554i,-1.204e-05+0.0003457i,0.00029716+0.00026345i,0.00048069+0.00055359i,-9.1248e-05-0.00012974i,-0.0005493-0.00053161i,-0.00069785-0.00012816i,-0.00019476-0.00020177i,7.8102e-05-4.814e-05i,0.00026779+0.00055564i,1.7411e-05+0.0011111i,-0.00059257+0.00072563i,-0.00012696-0.00012073i,0.00017661-0.00049833i,-0.00011357-0.00044006i
0.00054847-0.00038948i,0.00030451-0.00036037i,-0.0010173+0.00018676i,-0.00061148+0.00071469i,0.00030981+0.00059552i,0.00022236-1.9393e-05i,-0.00020307-0.00060901i,5.0717e-05-0.00085359i,0.00014267-0.00017222i,0.00016071+0.00076716i,-7.8946e-05+0.0010381i,-0.00025016+0.0011783i,-0.00037074+0.00062725i,-2.6777e-05-0.00029409i,0.00098201-0.00097353i,0.001009-0.00092554i,0.00064568-0.00066009i,0.00074599-0.00085903i,0.0003365-0.00082298i,0.00019705-0.0010741i,0.0001988-0.00061694i,-0.00034224+0.000497i,-0.00012156+0.00096391i
-0.00032206+0.00029654i,0.00096079-0.00039048i,0.0016965+0.0002547i,0.0028668+0.00082306i,0.0041829+0.00071425i,0.0039525-0.00022945i,0.0020364-0.00097964i,0.00055056-0.00053868i,0.00029168-7.7977e-05i,0.00060183-6.6235e-05i,0.00053657-0.00018002i,0.00079245-0.0013389i,0.00081457-0.0013677i,9.9573e-05-0.00044236i,-3.2418e-05-0.00056116i,-0.00014855-0.00071837i,0.00012444-0.00074428i,0.00058865-0.00018102i,0.00097259+0.00054888i,0.00032539+0.00079228i,0.00029125+0.00052397i,0.0011854-0.00019834i,0.00090383-0.00073314i
-0.0024062-4.5691e-05i,-0.0024203+0.00066189i,-0.0033833+0.0023239i,-0.0024522+0.0029623i,-0.00049419+0.0021999i,0.00039059+0.00077965i,-0.00015192-0.00019721i,-0.0010113+1.1715e-05i,-0.00097702+0.00076725i,-0.0010486+0.0011564i,-0.00061234+0.0011668i,0.00078328+0.00044258i,0.0013792-8.1651e-05i,0.00091036-8.0873e-05i,0.00099296+0.00011271i,0.0008369+0.00020165i,0.00067074+0.00054071i,0.00076855+0.00080426i,0.00036544+0.00024778i,0.00027729-0.00025968i,0.00057408+9.2576e-05i,0.00041861+0.00020937i,-3.4576e-05-3.3113e-05i
-0.0011937-0.0018181i,-0.0011546-0.0017925i,-0.0015477-0.0028546i,-0.0014923-0.0012643i,-0.0001256+0.00060519i,0.0014775+0.00058671i,0.0013968+0.00083378i,0.00054413+0.0013422i,0.00046228+0.0009762i,0.0008388+0.00074065i,0.00093169+0.0010994i,0.000879+0.00040307i,0.00035707+2.6037e-05i,5.8482e-05+0.00027453i,-0.000245-0.00087221i,-0.00030127-0.0019582i,-0.00018242-0.001264i,-0.000448-0.00040507i,-0.00045157+0.00016507i,-0.00015555+0.0007195i,-3.4361e-05+0.001137i,0.00038403+0.00047046i,0.00075806+4.7945e-05i
-0.001026-0.00023702i,-0.0004106-8.1039e-05i,-0.00094473+0.00031817i,-0.00097544+0.00070096i,-0.00065289+0.00086376i,-0.00014649+0.00050254i,0.00036938-0.00076704i,0.0007343-0.0010361i,0.00016419-0.00086393i,-0.00065588-0.0006153i,-6.0654e-05-0.00010219i,0.00034895+4.4419e-05i,-3.2578e-05+0.00048879i,-0.00018504+0.00036557i,0.00031011-0.00033221i,0.0001836-0.00039339i,3.0128e-05+3.9878e-05i,0.00030551-0.00050824i,0.00052112-0.00019302i,0.00040758+0.00070659i,6.9796e-05+0.00031948i,0.00026292-0.00050167i,0.00081871-0.00053996i
-0.0011895-0.00097516i,-0.0013561-0.00086013i,-0.0012889-0.00083846i,0.00015611+1.1651e-05i,0.0019788+0.00084834i,0.0024357+0.00073328i,0.0012106+0.0001198i,3.9369e-05-0.00014615i,-0.00017702+0.00013281i,-0.00046228+8.4363e-05i,-0.00026422+0.00016604i,-0.00018067+0.00042422i,-0.0004538+0.00086621i,-0.00053783+0.00061575i,0.0004003-0.00022207i,0.00084642+9.2446e-05i,0.00037958+0.00033526i,0.00065021-0.00016117i,0.0008153-0.00042416i,0.00026842+4.7123e-05i,-4.6657e-05-8.9094e-05i,0.00029784-0.00053304i,0.0003983-0.00026809i
-0.001654-0.00050428i,-0.0012875-0.000112i,-0.0024773+0.00057805i,-0.0023477+0.001475i,-8.6792e-05+0.0017159i,0.0014264+0.00025423i,0.00086061-0.0013408i,-0.00025864-0.0016943i,-0.00081355-0.00083144i,-0.00047573+0.0004724i,0.0010977+0.00096288i,0.0013314+0.0004758i,-0.00014988-0.00022397i,-0.00014376-0.00073433i,0.00053296-0.0015831i,0.00072564-0.0011644i,0.0007003-9.2124e-06i,0.00085701-0.00011985i,0.0011151+0.00016565i,0.0010068+0.00087392i,0.001091-0.00022464i,0.0012892-0.0013766i,0.0010225-0.001088i
-0.0028725-0.001108i,-0.0028301-0.00074905i,-0.0024402+0.00070525i,-0.001039+0.0016288i,0.00092611+0.001336i,0.0012488+0.00068096i,0.00073335+6.96e-05i,0.000534-9.8902e-05i,0.00044513+0.00058203i,9.7796e-05+0.0012729i,-0.00036525+0.00095274i,9.5499e-05-2.6179e-06i,0.00024892+0.00021925i,0.00079871+0.00071178i,0.0016345+0.0010467i,0.00053581+0.0010434i,-0.0010543-0.0001426i,-0.00090588-0.0007609i,9.4006e-05-0.00080817i,0.00042092-0.00021397i,0.00014883-0.00012483i,-0.00025302-0.00075629i,0.00027509-0.00078719i
-0.0006896+0.00084201i,-0.0010012+0.00073232i,-2.4231e-05+0.00083352i,0.00055761+0.0014107i,0.0014333+0.0012778i,0.0018532+0.0012263i,0.00059112+0.0013584i,-0.0001644+0.00065663i,0.00027127+0.00051856i,0.0002929+7.7337e-05i,-3.5303e-05+8.3737e-05i,2.7867e-05+0.00060282i,-0.00020896+0.00042518i,0.00033811-3.8825e-05i,0.0013678+0.0001032i,0.00087165+0.00047323i,-0.00014781+0.00044955i,-0.00041523+0.0003885i,-0.00026418+0.00058793i,-1.9982e-05+0.00038404i,0.00049736-0.00025498i,0.00074227-0.00019554i,0.00045703+0.00047328i
-0.0019913+0.0013678i,-0.0023613+0.0014915i,-0.0024298+0.0024161i,-0.0011877+0.0026592i,0.0010489+0.002012i,0.0025953+0.00090483i,0.0017466-0.00076591i,0.00069969-0.00089756i,0.00084278+0.00020272i,0.0012299+0.0015191i,0.0014108+0.00090553i,0.0010465-0.00021979i,0.00113-0.00035138i,0.0012969-0.00027568i,0.00024635-2.9251e-05i,-0.00055859-0.00029721i,-0.00031085-0.0005713i,-0.00014957-0.00014622i,-0.00011653+0.00048689i,0.00043506+0.00090735i,0.00025909+0.00045798i,-8.2848e-05-0.00036674i,0.00025499-0.0010915i
-0.00085171+0.0034886i,-0.00050346+0.0027383i,0.00046638+0.0029627i,0.0018244+0.0026197i,0.0024284+0.0020003i,0.0018622+0.00070816i,0.00027298-0.0014743i,-0.00033995-0.0016592i,0.00058268-0.0005506i,0.0009909+0.0002657i,0.0010197-0.00043279i,0.00084816-0.0012297i,0.00067061-0.0007803i,0.00050972-0.00072852i,0.00018116-0.00085798i,-0.00016738-0.00015528i,0.0002129+0.00021567i,0.00077339+0.0003183i,0.00087417+0.00071124i,0.00060152+0.00015805i,0.00080856+0.00017207i,0.0010738+0.00053281i,0.00063225+0.00033439i
-0.0011765-0.00014919i,-0.0013213+2.0585e-05i,-0.001574-8.3587e-05i,-0.0013888+0.00035982i,-0.00030521+0.00090002i,0.00038516+0.0011738i,-0.00056536+0.00048858i,-0.0019592+0.00021826i,-0.00097901+0.0005075i,0.0010612+0.00051296i,0.00094036+0.0004656i,0.00011946+1.2885e-05i,-0.00047034-0.00035976i,-0.00063824-0.00053414i,-0.00032348-0.001022i,6.4187e-05-0.0014018i,0.00024028-0.00087414i,0.00054637-0.00036954i,0.00069464-0.00027586i,9.5706e-05-0.0003961i,0.00034253-0.00027313i,0.0005302+0.00038553i,0.00052859+0.00065991i
-0.0020559+0.00010541i,-0.0017791+0.00080133i,-0.0028241+0.0015948i,-0.0014538+0.0024728i,0.0013876+0.0018911i,0.002035+0.0011087i,0.00041068+0.0010417i,-0.00053811+0.0005002i,-0.0002159+8.2672e-05i,0.00028216+0.00014644i,0.00062757+0.00035335i,0.0011868-1.8626e-05i,0.0017234-0.00069276i,0.00086763-7.4185e-06i,-0.00017957+0.0004583i,-0.00024095+9.7933e-05i,0.00059608-0.00085776i,0.00072787-0.00056212i,0.00048492+0.00052532i,0.0010132+0.00016712i,0.0010879+0.00013565i,0.00040989+0.00038206i,-0.0003455-0.00021576i
-0.00032632+0.00053175i,-0.00029273+0.0011963i,0.00063753+0.0011115i,0.00084608+0.0011832i,0.0010614+0.00028248i,0.00077262-0.00093415i,-0.00037911-0.0012025i,-0.00079156-0.00093715i,-0.00022857-0.0003547i,-0.00045722-0.00035206i,-0.00077654-0.00064292i,-0.00076784-0.00027861i,-0.00076845+9.4928e-05i,-0.00018468-0.00014631i,0.00024165-0.00082881i,0.00068604-0.0011495i,0.00035503-0.00062988i,2.0693e-05+0.00049057i,0.00047423+0.0010653i,0.00043255-3.0296e-05i,5.6246e-05-0.00080574i,2.9852e-05-0.0001986i,0.00065665+0.00019699i
-0.00055794-0.00036718i,-0.0010188+0.00015848i,-0.00050001+0.00042264i,5.5386e-05+0.00099982i,0.00087456+0.00098896i,0.0014938+0.00040954i,0.0011497-0.00030916i,0.00042253-0.00059547i,-0.00047152+0.0006058i,-0.00094941+0.001006i,6.1697e-05+0.00074994i,0.0009481+0.00047465i,0.0013606+0.00078889i,0.0010951+0.001171i,0.0012584+0.00045561i,0.0012058+0.00048511i,0.00060614+0.00093108i,0.0006019-4.3705e-07i,0.0011738-0.00063864i,0.0013376+0.00048923i,0.00060304+0.00051194i,-9.0403e-05-0.00072852i,-0.000501-0.0015646i
-0.00055426-0.0016i,-0.0011781-0.0021941i,-0.0012676-0.0019134i,-0.0015556-0.00053743i,-0.00049003-6.9391e-05i,0.00074645+5.019e-05i,0.00078572-0.00039625i,0.00078744-0.0012098i,0.00094485-0.00068975i,0.00077542+0.00045265i,0.00025853+0.0003851i,-9.3847e-05+9.0337e-05i,-0.00013608+0.00063627i,-0.00011886+0.0012406i,0.00035092+0.0015339i,2.2893e-05+0.0009742i,0.00022904-0.00014093i,0.00098442-0.00046042i,0.00046729-0.00018502i,0.000191+0.00028214i,0.00067354+0.00033299i,0.0004337-0.00026257i,0.00057163-0.0010048i
0.0001174-0.0012761i,0.00010811-0.0022439i,0.00036718-0.0014367i,0.00091819+0.00011521i,0.0011448+0.0014908i,0.00098854+0.00099013i,0.00046861-0.00071761i,-0.00067953-0.0010142i,-0.0020526-0.00053564i,-0.0017412+0.00031151i,-0.00016759+0.00076873i,6.3263e-05+0.00022361i,-0.00058952-0.00018632i,0.00032949-0.00012673i,0.00048812+8.8211e-05i,0.00015829-0.00039895i,0.00035395-0.00018197i,0.00030333+0.00035403i,0.00057418-9.6382e-05i,0.00076544-0.00040841i,0.00036721-0.00050069i,2.5359e-05-0.00019924i,0.00011925-0.00026989i
-0.0025197+0.00020676i,-0.002186-0.00016781i,-0.0025968+0.00084926i,-0.0015912+0.0029155i,0.00103+0.0032322i,0.001565+0.0014319i,0.00020093-0.00037554i,7.8885e-05-0.00022316i,0.00056181+0.00073733i,0.00069518+0.00078782i,0.00093104+0.00045441i,0.00089516+0.0004805i,0.00025813+0.00016594i,0.00094418+0.0005134i,0.0014412+0.00076867i,0.00046803+0.00011013i,-0.00016383+0.00036123i,-4.7572e-05+0.00032133i,-0.00017692-0.00024401i,-0.00023386-0.00032627i,0.00045319-0.00040235i,0.0010446-0.00064876i,0.00096911-0.00099288i
0.00036441-0.0038605i,-0.00018921-0.0030691i,-0.0026936-0.0023446i,-0.0024822-0.00074594i,1.9073e-06+0.00060474i,0.0012834+7.2902e-05i,0.0008914-0.00060809i,0.00065995-0.0002572i,0.00093775+7.2489e-05i,0.00020201+0.00011287i,-0.00019888+0.00030032i,-0.00043905+0.00037815i,-0.00021852+0.00034773i,0.00078004+0.00075867i,0.00068735+0.00074014i,0.0006013+0.00019981i,0.0011248+0.00035191i,0.0011102+3.4352e-05i,0.00064373-0.00038881i,0.00038435-5.0066e-05i,0.00067684-2.9861e-05i,0.00061674+0.0002679i,-5.8356e-05+0.0006411i
0.0023467+0.00042805i,0.0022425+0.00016442i,0.0025098+0.0011237i,0.0026361+0.00091858i,0.002259-0.00053845i,0.0011554-0.00033726i,-0.0001578+0.00082783i,-0.0005522+0.00060039i,-0.00027918-0.00013204i,0.00045751-0.00076918i,0.00038775-0.00083136i,-6.2676e-05-0.00068126i,0.00013012-0.00022616i,-9.5766e-05-0.00024413i,-0.0002194+1.5059e-05i,-0.00060788+0.00034689i,-0.001155-3.4054e-06i,-0.00039147-0.00015137i,5.1312e-05+3.7765e-05i,-0.00043978+9.0712e-05i,-0.00061928-0.00017233i,-2.4505e-06-0.00057986i,0.00043441-0.0003307i
-0.0020118-0.0016132i,-0.0011054-0.0018631i,-0.0018868-0.00054721i,-0.0016086+0.0011854i,0.00033223+0.0021111i,0.0013882+0.0021393i,0.00098219+0.0013733i,-0.00010758+0.00071628i,-0.00066656+0.0004256i,-0.00029374+0.00032153i,0.00023525-0.00011288i,0.00057219-0.00044318i,0.00061226-0.00093585i,0.00062466-0.0011175i,0.00099603-0.00031546i,0.0011129+0.00046614i,0.00059054+0.00088622i,-1.3808e-05+0.00077132i,-8.6074e-05+0.00061082i,3.3424e-05+0.00029109i,0.00032099-6.1136e-05i,0.00037529+3.3907e-06i,0.00022564+8.2571e-06i
0.00029664+0.0010673i,0.00038401+0.0017581i,0.00067725+0.0010561i,0.0011566+0.0014538i,0.0018835+0.0020993i,0.0015524+0.0015103i,0.00097381+0.0005031i,0.00064434-0.00021327i,5.9521e-05-4.3669e-05i,-0.00024829-0.00030813i,-0.00016156-0.00045432i,0.00046905-0.00033476i,0.00026921-0.00064854i,-0.00080404-0.00018073i,-0.00047818+0.00014208i,-0.000145-0.00019857i,-0.00072058-0.00033732i,-0.00031635+9.7767e-05i,0.0011649+0.00052198i,0.0016439+7.1694e-05i,0.0012496-0.00014727i,0.00081843-0.00043923i,0.0007045-0.00047937i
0.0037437-0.00019232i,0.0024335-0.00020923i,0.0022349-0.00078937i,0.0016034-0.0011245i,-3.2052e-05-0.00097096i,-0.00035954-0.00042329i,-0.00081544-2.0295e-05i,-0.0012775+0.00023146i,-0.0011133+0.00067356i,-0.00047477+6.8465e-05i,-0.00050004-0.00035556i,-0.00050918-0.00032041i,0.00026518+0.00047622i,0.00065373+0.0011111i,0.00067289+0.00051334i,0.00040724-2.1208e-05i,-0.00026875+0.000285i,-0.0010105+0.00071655i,-0.00065181+0.0002015i,0.0006191+0.0001006i,0.0006147+0.00061287i,-4.3793e-05+0.00067004i,-0.000295+0.00028532i
0.00023888-0.0013598i,-4.9979e-05-0.0013568i,-0.0010201+0.00053087i,-0.00028241+0.0022212i,0.0012404+0.0029776i,0.0015225+0.0019973i,0.001045+0.00032703i,0.00078262+3.4067e-05i,0.00078499+2.9449e-05i,0.0006296-0.00014509i,0.0011459-6.4007e-06i,0.0006219-0.00018221i,-0.00036747-0.00058488i,8.5462e-05-0.00070299i,0.0015871-0.00073987i,0.0016245+7.5241e-05i,0.00056628+0.00042715i,0.00029089+0.0001082i,0.00058529-0.00010694i,0.0010058-0.00066441i,0.00092785-0.00035252i,0.00057904+0.00019838i,0.00076405+3.6726e-05i
0.00044355+0.0026426i,0.0012982+0.0022591i,0.0022328+0.0020636i,0.0029542+0.0014723i,0.0032944+0.00073159i,0.0029136-0.00038655i,0.0010739-0.0010323i,-0.00038419-0.00062988i,-0.00036749+0.00014676i,0.0006836+0.00020984i,0.0014028-2.9147e-05i,0.00085825-0.0012074i,-9.7697e-05-0.0021029i,-0.00024361-0.0013259i,0.00018468-0.00063406i,-9.2889e-06-0.00021423i,-0.00063474-0.00017467i,-0.00033925-0.00037623i,0.00033907+0.00010776i,0.00032999+0.00048037i,0.00020425+8.6766e-05i,0.0002678+0.00016978i,0.00045754+0.00018863i
0.00079264+9.8918e-05i,0.00014943-0.0007455i,0.00079326-0.0001561i,0.0013006+0.0013088i,0.00073698+0.0014452i,-5.2684e-05+0.0011229i,-0.00088304+0.0011399i,-0.0010728+0.00034642i,-0.00063319+0.00011676i,-0.00011652-0.00013024i,0.00028805-0.00010265i,0.00014132+0.00029902i,-7.7008e-06+0.00069532i,0.00011998+0.00020101i,0.00020546-0.00082637i,5.1128e-05-0.00092511i,0.00024106+0.00033226i,-1.5854e-05+0.0012397i,0.00042599+0.00053933i,0.00044981+4.8281e-05i,-1.5365e-05-0.0006643i,0.00032357-0.0011308i,0.00033272-0.00030974i
-0.00022871+0.0011607i,0.00086583+0.00036065i,0.0012175+0.00091671i,0.00048327+0.0017176i,0.00024416+0.00083105i,0.0010153+0.00075411i,0.00089566+0.0011014i,0.00077554+0.00088897i,0.00076269+0.001284i,0.00087509+0.0015487i,0.0011498+0.00073821i,0.00077183-0.00078585i,0.00031709-0.0011108i,0.0010235-0.0004407i,0.0016632+0.00026001i,0.00091855+0.00030712i,4.9194e-06+0.00013046i,0.00018959+0.00099184i,0.00046331+0.00098018i,0.00060348+0.00012811i,0.00090728+0.00024393i,0.00079584+0.00080217i,0.00063194+0.00091441i
-0.00099471+0.0030542i,-6.0342e-05+0.0027326i,0.00089734+0.0026257i,0.0016821+0.0016799i,0.0013176+0.00015373i,0.0010545-0.00070444i,0.001474-0.0015333i,0.0011898-0.002064i,0.00034621-0.0011151i,0.00037265-0.0001534i,0.00078991+9.4491e-07i,0.00061381-2.3433e-05i,-0.0005753-0.00056378i,-0.0011358-0.00072108i,-0.00054176-0.00042646i,-0.00015973-0.00076807i,-0.00013858-0.00079129i,0.00076454-0.00034332i,0.0013235-0.00061166i,0.00099181-0.00014733i,0.00023717+0.00061142i,5.7745e-05+0.00038988i,0.00058039-0.00014726i
0.0021686+0.00070043i,0.0019575+9.1906e-05i,0.0021836-0.00064578i,0.0014714-0.0010153i,0.00021118-0.00085227i,3.6647e-05-0.00097991i,5.7634e-05-0.00088622i,-0.00029422-0.00015339i,-0.00042031+0.00084032i,-0.00050097+0.00089405i,-0.00073443-0.00060076i,-0.00066358-0.001692i,0.00022836-0.00096069i,0.00074774-0.00061894i,0.00014462-0.001525i,0.00024217-0.0012251i,0.00028099-0.00019653i,-0.00044843+0.00041893i,-0.00027372+0.00052364i,0.00050352+0.00023637i,0.00061311+0.0002301i,0.00046832-0.00037722i,0.00051616-0.00099444i
-0.00033215+0.0004813i,-2.2176e-05+3.0681e-05i,-0.00070405+0.00086451i,2.3712e-05+0.0014877i,0.0010972+0.00088973i,0.0014925-0.00053001i,0.0016452-0.00061896i,0.00084722+0.00037384i,0.00075388+0.00060262i,0.0015267+0.0012962i,0.0014253+0.0011348i,0.0004946+0.00015059i,-0.00015233-0.00060463i,-9.2359e-05-0.00084494i,0.00020768-0.00045728i,7.5839e-05-0.00069187i,-0.00025733-0.0012509i,1.0827e-05-0.00091824i,0.00041867-0.00027544i,0.00031079-2.6034e-06i,0.00094143+0.00049173i,0.0014039+0.00077415i,0.0010937-0.00022416i
0.00015881+0.00045815i,0.00073003-1.2276e-05i,0.00070961-0.00014731i,0.00097987+0.00080044i,0.0017376+0.0012682i,0.0014029+0.00027795i,0.00077505-0.0010662i,0.00010493-0.00031771i,-0.00040286+0.00043642i,-8.6047e-05-9.9935e-05i,0.00049363-0.00038362i,0.0011881-0.00061323i,0.00055338-6.0316e-05i,-0.00028316+0.00020254i,6.1954e-05+0.00016479i,-0.0004405+0.00021874i,-0.00097256+0.00047374i,-0.00049597+0.00030357i,-0.00050591-0.00020377i,-0.0007149-0.00013249i,-0.00033615+0.00032527i,-8.8604e-07+0.00026783i,0.00086878+0.00034154i
0.0028463+0.00055919i,0.0031141+0.00028523i,0.0032366-4.3789e-06i,0.0025006-0.00035316i,0.0019294-0.0012832i,0.0011663-0.0016214i,-0.00019328-0.00079048i,-0.0011214+0.00047103i,-0.00033311+0.00093829i,0.00094025+0.0003754i,0.0014575-0.00053057i,0.00046564-0.00071442i,-0.00052108-0.00028791i,-0.00042263-0.0001718i,0.00023018-0.00021499i,2.3415e-05-0.00081514i,-0.00061011-0.0011765i,5.9205e-05-0.00067667i,0.00057558-0.0002935i,0.00059948-0.00022663i,0.00054987-0.00020702i,6.5103e-06-0.00022522i,-0.00010071-0.000274i
-0.00055992+0.0010074i,-0.0003881+0.00048316i,7.1763e-05+0.00084503i,0.00079136+0.0011695i,0.00093449+0.0011946i,0.00061792+0.00050567i,-0.00033298+2.2045e-06i,-3.9408e-05+3.6868e-05i,0.0006298+0.00043868i,-0.00023579+0.00064602i,-0.00028589+0.00060012i,0.00071605+0.00087036i,0.00028955+0.00095961i,-0.00027261+0.00073534i,3.8355e-05+0.00077967i,0.00014347+0.00036392i,0.00028103-4.1149e-06i,0.00082989+0.00022955i,0.00063022-8.4114e-05i,0.00087727-0.00055108i,0.00061198-0.00015217i,-1.4857e-05+0.00044573i,0.00037644+0.00034643i
-0.00046801+1.6439e-05i,-0.00059356+0.00024611i,-0.00015265+0.00035642i,-6.134e-05+0.00060577i,1.33e-05+0.00035671i,0.00028913+0.00014249i,8.6917e-05-0.00092956i,-3.835e-05-0.00141i,0.00055621-0.00037407i,0.00087725-0.00029671i,0.0012451-0.00060654i,0.001433-0.00097966i,0.0010916-0.00076329i,0.00081739-0.00028713i,0.00033319-0.00071912i,-0.00026382-0.00093743i,-0.00041095-0.00042404i,-4.5297e-06+0.00014719i,3.447e-05+0.00024436i,-6.954e-05+0.00025771i,8.1589e-05-0.00038313i,-8.416e-05-0.00025074i,-7.9487e-05+0.00048185i
