-0.00042503+0.00012941i,-0.00025173+0.0001082i,-0.0012228+0.00057444i,-0.002197+0.00087141i,-0.0030201+0.0021488i,-0.0029738+0.0039537i,-0.0017447+0.0042662i,-0.0010705+0.0029682i,-0.00057888+0.00092102i,0.00028466+9.7563e-05i,0.00053827-0.00050952i,0.00032471-0.00067137i,0.00022181-0.0001641i,5.747e-05-0.00033291i,9.8654e-05+2.8923e-05i,-0.00015079+0.00085512i,9.6433e-05+0.00043888i,0.00025631-0.00023926i,0.00031398+0.00051365i,0.00083577+0.00066503i,0.00090186+0.00074146i,0.00022181+0.00052005i,-0.00015061+0.00021354i
-0.074826-0.037717i,-0.22688-0.093382i,-0.445-0.15325i,-0.55056-0.1574i,-0.41137-0.097286i,-0.17804-0.028836i,-0.058307-0.0037144i,-0.046636-0.0048168i,-0.043303+0.0041742i,-0.020125+0.008817i,-0.0018343+0.00070889i,0.004057-0.0036423i,0.0072296-0.0014113i,0.0068127-0.0007484i,0.0040344-0.00027393i,0.0027666+0.0011997i,-0.00025884+0.0016673i,-0.0039681+0.0017205i,-0.0033275+0.0037469i,0.0012045+0.0064492i,0.003668+0.0059031i,0.0017271+0.0025666i,-0.00042853+0.0020335i
0.081094+0.031568i,0.21893+0.1i,0.40044+0.20303i,0.47338+0.25309i,0.33713+0.18703i,0.13503+0.080361i,0.036209+0.031938i,0.028267+0.026551i,0.030934+0.012882i,0.015911-0.00047659i,0.003687+0.0010492i,0.00047015+0.0048145i,-0.0031739+0.0036362i,-0.0036335+0.0019213i,-0.0012259-0.00033025i,-0.0016133-0.0031096i,-0.0011296-0.003921i,0.00171-0.0037684i,0.0043209-0.0062765i,0.0045172-0.008767i,0.0018614-0.006515i,-0.00047869-0.0018974i,-0.00057239-0.00034329i
-0.064444-0.02242i,-0.18346-0.097357i,-0.32622-0.22722i,-0.36431-0.30407i,-0.2378-0.22824i,-0.06665-0.092803i,0.016712-0.033267i,0.01779-0.0308i,0.0011438-0.021462i,-0.0014401-0.0067571i,8.7564e-05-0.0035773i,-0.00086933-0.004789i,-0.00036231-0.0027063i,-0.00043144-0.00020463i,-0.0024509+0.002811i,-0.0026067+0.0063327i,-0.0016704+0.0069909i,-0.0032259+0.00565i,-0.0061113+0.0053562i,-0.0066292+0.0058861i,-0.0029144+0.005283i,0.0010103+0.0034108i,0.0026097+0.0031522i
0.041697+0.019064i,0.12662+0.10186i,0.22392+0.24938i,0.2417+0.34024i,0.14836+0.26213i,0.02829+0.11768i,-0.033341+0.053657i,-0.034624+0.048175i,-0.014817+0.035025i,-0.0050777+0.013002i,-0.0037161+0.0017591i,-0.0024277+0.00019718i,-8.2801e-05-0.0014694i,0.0038499-0.0040819i,0.0064193-0.0066953i,0.0045616-0.0092899i,0.0013153-0.0078641i,0.00060065-0.0035081i,0.0024386-0.0021313i,0.0038925-0.0037528i,0.0020266-0.0040314i,0.00034584-0.0033029i,0.00053065-0.0042217i
-0.023751-0.022391i,-0.069259-0.1062i,-0.12368-0.24918i,-0.12173-0.33027i,-0.048786-0.24494i,0.02632-0.1006i,0.05968-0.040789i,0.053636-0.044972i,0.029148-0.038049i,0.014229-0.014287i,0.011174-0.0026156i,0.0099835-0.0021871i,0.0079189-0.00033056i,0.0029348+0.0021685i,-0.0031344+0.0038508i,-0.0036677+0.0070468i,-0.00084469+0.0078337i,-0.00011602+0.0050503i,-0.0036152+0.004423i,-0.0060584+0.0055659i,-0.0039636+0.0049484i,-0.0011808+0.0025996i,0.00087559+0.0025087i
0.0098082+0.037981i,0.02945+0.12532i,0.050187+0.25868i,0.036532+0.3208i,-0.0090253+0.22493i,-0.040895+0.087059i,-0.051562+0.032298i,-0.044565+0.034032i,-0.024426+0.027711i,-0.013481+0.0064453i,-0.014951-0.0043225i,-0.016392-0.0030707i,-0.013021-0.0027364i,-0.0057073-0.0032012i,0.0012223-0.0041356i,0.0039714-0.0059673i,0.0037041-0.0048013i,0.0032745-0.0019313i,0.0054965-0.0016652i,0.0075988-0.0026963i,0.0050847-0.0036942i,0.00026035-0.0035488i,-0.0024038-0.0032712i
-0.0061159-0.042981i,-0.011284-0.13345i,-0.0027136-0.249i,0.032246-0.28455i,0.063847-0.18005i,0.068071-0.0472i,0.064181+0.0087947i,0.053938+0.0077382i,0.032405+0.0015951i,0.018979+0.0052545i,0.018889+0.0039919i,0.018521-0.0020696i,0.013185-0.0030491i,0.0049219-0.0011467i,-0.0027102+0.0008954i,-0.0057628+0.0032759i,-0.0048231+0.0030637i,-0.003582+0.0011914i,-0.0040816-0.00053752i,-0.0054354-0.00040003i,-0.0037984+0.0017163i,-0.00012763+0.0028916i,0.0011248+0.0036063i
0.0087396+0.043036i,0.0043825+0.12643i,-0.02992+0.2216i,-0.079244+0.23749i,-0.091197+0.14267i,-0.071016+0.032118i,-0.06202-0.020782i,-0.055992-0.028877i,-0.036753-0.022369i,-0.020705-0.017717i,-0.016465-0.011086i,-0.015858-0.002454i,-0.010776+0.001476i,-0.0015333+0.0018061i,0.0052753+0.00033117i,0.0069402-0.0025621i,0.0054683-0.0031633i,0.0034572-0.0018348i,0.002739-0.0010233i,0.0031298-0.00053868i,0.0024663-0.00079652i,0.0010637-0.0008654i,0.00083541-0.0019887i
-0.011962-0.037074i,-0.0068097-0.099527i,0.03562-0.16826i,0.089913-0.16772i,0.098203-0.081472i,0.078662+0.0086552i,0.076026+0.048513i,0.073002+0.047212i,0.050786+0.033234i,0.027005+0.023278i,0.017328+0.013868i,0.014153+0.0063227i,0.0093807+0.0044919i,0.0035051+0.0046647i,-0.0018512+0.0046179i,-0.0045478+0.0047773i,-0.005006+0.00379i,-0.0040568+0.0030829i,-0.0029417+0.0023208i,-0.0032997+0.00047174i,-0.0026127-0.00016668i,-0.0011852+0.00015656i,-0.0007723+0.0017207i
0.0081092+0.023995i,-0.0057513+0.06924i,-0.052123+0.12206i,-0.096718+0.12046i,-0.087473+0.053186i,-0.056819-0.011346i,-0.052167-0.038283i,-0.053284-0.037375i,-0.037609-0.027434i,-0.018336-0.023137i,-0.013024-0.02102i,-0.014287-0.016605i,-0.010401-0.013198i,-0.0047533-0.010839i,-0.0016962-0.0081112i,-0.00059949-0.0057236i,2.3239e-05-0.0037694i,0.0009498-0.002667i,0.001341-0.0014403i,0.001715+0.00026138i,0.0020471+0.00065168i,0.0013801+0.00036092i,0.0012335-0.00079368i
0.0049314-0.0086193i,0.027636-0.036177i,0.074288-0.068151i,0.10786-0.061145i,0.089604-0.010841i,0.053735+0.03364i,0.040439+0.05079i,0.035711+0.044027i,0.023947+0.028212i,0.012493+0.0209i,0.010829+0.019361i,0.0142+0.016442i,0.012742+0.012752i,0.007767+0.0095568i,0.0047593+0.0072882i,0.0037384+0.0053097i,0.0032573+0.0033055i,0.0013713+0.0021934i,-0.00046921+0.0011639i,-0.00068611+0.00021604i,-0.0010362+0.00066793i,-0.0010145+0.0019099i,-0.0004416+0.0030084i
-0.014806+0.0064415i,-0.046712+0.025137i,-0.089114+0.042805i,-0.10427+0.029535i,-0.069289-0.0069379i,-0.026822-0.035122i,-0.0087584-0.049571i,-0.0031614-0.048626i,0.00044962-0.035517i,0.00071871-0.025566i,-0.0053412-0.023263i,-0.012512-0.019935i,-0.013847-0.013418i,-0.010612-0.0088128i,-0.0074505-0.0074983i,-0.004996-0.0054419i,-0.0029586-0.0016669i,-0.0013403-0.00017951i,8.6731e-06-0.0013871i,0.0011121-0.0023193i,0.001547-0.00059261i,0.0012526+0.00054316i,0.0015338-0.00082554i
0.023155-0.010552i,0.053383-0.025288i,0.086822-0.029055i,0.091139-0.0068366i,0.056722+0.023308i,0.022235+0.048085i,0.0067161+0.066273i,-0.00068244+0.064311i,-0.005769+0.044837i,-0.0060092+0.027661i,0.0007885+0.019317i,0.0084764+0.014178i,0.011043+0.010969i,0.0095372+0.0090449i,0.0071943+0.0080217i,0.0057225+0.0062333i,0.0040897+0.0020459i,0.0015735-0.00075918i,-0.00088302+0.00012878i,-0.0026195+0.0012944i,-0.0024451+4.6991e-05i,-0.0010923-0.00093203i,-0.0006726-0.00026608i
-0.019231+0.018412i,-0.048456+0.032406i,-0.076933+0.030093i,-0.072643+0.0068263i,-0.036147-0.014994i,-0.005575-0.032535i,0.0059599-0.050108i,0.0087453-0.052401i,0.01082-0.039024i,0.011652-0.026832i,0.0057145-0.021195i,-0.0025566-0.016255i,-0.005716-0.01109i,-0.0052593-0.0093638i,-0.00453-0.010413i,-0.0037943-0.0093216i,-0.0026412-0.0045057i,-0.00093626-0.00064519i,0.00021945+0.00044344i,0.0006965+0.00011244i,0.00046682-0.00019634i,0.00020305+9.1776e-05i,0.0014395+0.00044026i
0.0070825-0.01963i,0.024792-0.029126i,0.044985-0.020425i,0.043929+0.0061109i,0.022854+0.026757i,0.0078468+0.040403i,0.0011961+0.050964i,-0.0028153+0.045786i,-0.00587+0.030484i,-0.0069139+0.021368i,-0.0032067+0.018064i,0.0020289+0.014254i,0.0054279+0.010574i,0.0071807+0.0097269i,0.0063802+0.010956i,0.0042396+0.010612i,0.0020599+0.0058387i,0.00093283+0.0013099i,0.00067951+0.0012186i,0.00077945+0.0020944i,0.000689+0.0013655i,-0.0005812+0.00012635i,-0.0017324+0.00016244i
0.0026428+0.0094876i,-0.0096782+0.015954i,-0.02608+0.0087551i,-0.025166-0.0070092i,-0.0068219-0.014856i,0.0087248-0.020293i,0.018057-0.026761i,0.020862-0.026483i,0.017427-0.020477i,0.01167-0.017991i,0.004656-0.019608i,-0.0017465-0.017501i,-0.0043281-0.01146i,-0.0052863-0.00886i,-0.0061904-0.011066i,-0.0052904-0.01151i,-0.0042552-0.0079301i,-0.0036152-0.0042514i,-0.00227-0.002259i,-0.00079962-0.0016503i,0.00057236-0.00013635i,0.0010848+0.0022589i,0.0019683+0.0021996i
-0.0031189+0.0031816i,0.0021052+0.0046534i,0.012059+0.013256i,0.012104+0.022409i,0.0020079+0.022631i,-0.0078342+0.025807i,-0.01753+0.029825i,-0.020066+0.024489i,-0.014749+0.015164i,-0.0079088+0.010514i,-0.0025287+0.011454i,0.0018055+0.012171i,0.0052938+0.010949i,0.0069228+0.01031i,0.006292+0.011367i,0.0047302+0.011032i,0.0038246+0.0079765i,0.0039968+0.0042731i,0.003047+0.0011424i,0.0017812-0.00056485i,0.0019411-0.0008451i,0.0019133-0.0011935i,0.0010852-0.0020576i
-0.0028322-0.0090719i,-0.0084845-0.01562i,-0.011687-0.02216i,-0.0046433-0.021557i,0.008347-0.014611i,0.020015-0.014138i,0.029818-0.016699i,0.029531-0.014067i,0.020559-0.0092767i,0.010905-0.0083203i,0.0033578-0.011324i,-0.0036573-0.012595i,-0.0083652-0.011037i,-0.0079367-0.0095571i,-0.0050754-0.009201i,-0.0031651-0.0072896i,-0.0026675-0.0043996i,-0.0041107-0.0026535i,-0.0050114-0.0011561i,-0.0039117-0.0004441i,-0.0021475+0.00028078i,-0.0012735+0.0023823i,-0.00072242+0.0030934i
0.0098562+0.0064611i,0.016957+0.014949i,0.014828+0.02008i,0.0038603+0.018542i,-0.0035704+0.016798i,-0.0086895+0.022745i,-0.016638+0.025195i,-0.020216+0.016336i,-0.016533+0.0066947i,-0.010315+0.0046306i,-0.0040244+0.0072273i,0.0036327+0.0079175i,0.0099298+0.0071236i,0.010391+0.0071449i,0.0074572+0.0070385i,0.0037452+0.0061903i,0.0022118+0.004656i,0.003882+0.0038782i,0.0044311+0.0034325i,0.0025678+0.0023695i,0.0002838+0.0013837i,-0.00046493+0.00010806i,0.00011888-0.0011753i
-0.015596-0.0034049i,-0.026337-0.0065323i,-0.025789-0.0082675i,-0.011536-0.004022i,0.0018697-0.0014965i,0.01139-0.005208i,0.020587-0.0066891i,0.024093-0.0037031i,0.019437-0.0018808i,0.012491-0.0052471i,0.0062199-0.0097419i,-0.0016578-0.010083i,-0.0080268-0.0074641i,-0.0072756-0.0047369i,-0.0026578-0.0029324i,0.00086839-0.0029232i,0.0020696-0.0032471i,0.00059042-0.0029911i,-0.00075782-0.0024166i,-0.00070417-0.0012695i,-0.0004103-0.00045563i,-0.00048609+0.00054071i,-0.00029503+0.0017815i
0.015381-0.0062566i,0.022981-0.0069281i,0.020702-0.0020371i,0.0092286+0.0011868i,0.0012714+0.002818i,-0.0039181+0.0080294i,-0.010973+0.010318i,-0.014962+0.0067871i,-0.012325+0.0041067i,-0.0071396+0.0067939i,-0.0020155+0.0098614i,0.0033364+0.0087045i,0.006109+0.0061843i,0.0051425+0.0039775i,0.0016529+0.001547i,-0.00063556+0.00030698i,-0.0011006-0.00028412i,0.00019193+0.00048645i,0.002059+0.0022097i,0.0023421+0.0027572i,0.0020152+0.0023183i,0.0020501+0.00093822i,0.0014261-0.00091457i
-0.0093248+0.0080308i,-0.014812+0.014346i,-0.014032+0.014433i,-0.003262+0.01282i,0.0082712+0.011873i,0.018592+0.0077419i,0.023678+0.0037968i,0.019175+0.0010929i,0.010389-0.0024459i,0.0043356-0.006971i,0.0015375-0.011281i,-0.0020751-0.011952i,-0.0037547-0.0099307i,-0.0023713-0.0073307i,-0.0012716-0.0040776i,-0.0012949-0.0014534i,-0.0012188-0.00029609i,-0.0011771-0.0018754i,-0.00059496-0.0043643i,0.00016302-0.0047215i,-0.00024054-0.0030028i,-0.0012764-0.00072427i,-0.00090612+0.0010279i
-0.0016582-0.0079411i,-0.0034234-0.010248i,-0.0034514-0.0096178i,-0.0033099-0.0078297i,-0.0038326-0.0023615i,-0.0082512+0.0050425i,-0.010978+0.0060948i,-0.0054564+0.0020148i,0.00032551+0.00069886i,0.0021613+0.003958i,0.0033139+0.0076369i,0.0055581+0.0097124i,0.0074124+0.0095902i,0.007274+0.0075188i,0.0061736+0.0034431i,0.0046599+4.5912e-05i,0.0024028-0.00059264i,0.0002445+0.0012908i,-0.00091719+0.0037492i,-0.00060249+0.0040793i,0.00023125+0.0027301i,0.00098806+0.001079i,0.00086435-0.00065474i
0.0075061+0.0021795i,0.010755+0.0025139i,0.010136+0.0037981i,0.006649+0.0055487i,0.0059153+0.0050649i,0.010679+0.0020838i,0.013484+0.0034438i,0.0084137+0.0074729i,0.0025046+0.005419i,0.00041269-0.0020602i,-0.0010773-0.0086375i,-0.0044735-0.01203i,-0.0076553-0.012102i,-0.0089584-0.0077067i,-0.0093082-0.0019729i,-0.0073802+0.0016822i,-0.0037623+0.0030922i,-0.00077483+0.0016054i,0.0005339+0.00014447i,0.00042724-0.00024049i,0.0009107-8.3577e-05i,0.001725+0.00056136i,0.001461+0.0015789i
-0.0033501+0.0010533i,-0.0083067+0.0052989i,-0.011164+0.0053646i,-0.0067806+0.0032743i,-0.0010946+0.0049678i,-0.00063929+0.0079604i,-0.0029439+0.0037115i,-0.0040606-0.0040081i,-0.0032544-0.0053548i,-0.0020128+4.9639e-05i,-0.00021471+0.0056707i,0.0033458+0.0098415i,0.0077383+0.011009i,0.011551+0.0077629i,0.012026+0.0022381i,0.0093792-0.0020206i,0.005877-0.0035711i,0.0037676-0.0031725i,0.0024205-0.0016073i,0.0012218-0.00020805i,0.00033177+0.0012981i,-0.00037194+0.0011472i,-9.7875e-05-0.00038716i
-0.0029247-0.0055681i,-0.0043464-0.0085394i,-0.0038623-0.0060301i,-0.0026992+0.00049387i,-9.7495e-05+0.0021552i,0.0059623+0.0020054i,0.011586+0.0064308i,0.011752+0.008296i,0.0086818+0.0042299i,0.0061806-0.0021845i,0.0028786-0.0087612i,-0.0018488-0.011563i,-0.0056014-0.010114i,-0.0084098-0.0060518i,-0.0101-0.0012425i,-0.0089643+0.0019644i,-0.0061915+0.0020516i,-0.0028154+0.0016743i,-0.00081886+0.001757i,0.00050991+0.00053482i,0.001951-0.00082206i,0.0020679-0.00077367i,0.00081507+0.00055544i
0.0046538+0.0064938i,0.010008+0.009738i,0.011485+0.0099833i,0.0090962+0.0067773i,0.0058363+0.0055789i,-1.3219e-05+0.0053876i,-0.0044427+0.0043954i,-0.0035048+0.0045728i,-0.0018149+0.0061677i,-0.0015162+0.0081578i,-0.00071327+0.0093353i,0.0019016+0.010252i,0.0045226+0.0082936i,0.0067026+0.0033605i,0.0085572-0.0014694i,0.0086309-0.0025759i,0.0058925-0.0017955i,0.0027908-0.0022553i,0.00068322-0.002457i,-0.00027215-0.0017376i,-0.00041973-0.00083273i,-7.7619e-05+0.00061261i,-9.4672e-05+0.00077934i
-0.012765-0.00065882i,-0.01717+0.00086088i,-0.0173+0.0044712i,-0.011089+0.0073434i,-0.0011959+0.0070826i,0.0078695+0.0062838i,0.010501+0.0045034i,0.0066312-0.00066727i,0.0020849-0.0052763i,0.00050677-0.0080233i,0.00020523-0.011444i,-0.00029743-0.013302i,-0.00060493-0.01183i,-0.0017883-0.0075862i,-0.0054312-0.0028886i,-0.0077956+3.4894e-05i,-0.0063228+0.0012107i,-0.0039968+0.0025297i,-0.0025482+0.0029607i,-0.0014586+0.0022208i,-0.0010649+0.0020785i,-0.0009003+0.0029088i,-0.00075077+0.0030664i
0.0041288-0.0021627i,0.0077369-0.0049765i,0.0088992-0.004839i,0.0085618-0.002171i,0.00698+0.00069266i,0.0043002+0.0029084i,0.0035232+0.0031733i,0.0053563+0.0014764i,0.0061929+0.0016688i,0.0051341+0.0045795i,0.0039809+0.006417i,0.0017906+0.0083592i,0.00053567+0.0089395i,0.0037572+0.0056035i,0.0070809+0.0010228i,0.0066841-0.002209i,0.0045551-0.0027649i,0.0028434-0.0010454i,0.0022828-0.0004787i,0.0014445-0.00043345i,0.00057947+0.00065059i,0.00059946+0.00052808i,0.00039877-0.00031743i
0.0022955+0.0055923i,0.00074098+0.0091953i,-0.00058254+0.010208i,-0.0022426+0.0075196i,-0.0011217+0.0057664i,0.0028643+0.007445i,0.0034353+0.0091197i,-3.4626e-05+0.008801i,-0.0024802+0.0047007i,-0.0015873-0.0017772i,-0.00056676-0.0066484i,-0.00011755-0.0091232i,-0.00035886-0.0093518i,-0.002184-0.0064741i,-0.0052743-0.0020173i,-0.0060064+0.0019258i,-0.004064+0.003158i,-0.0025919+0.0016017i,-0.0026524+0.00063503i,-0.0022484+0.0021016i,-0.00041687+0.0029695i,0.00042954+0.0027612i,-7.78e-05+0.0024208i
-0.0029779-0.0035734i,-0.005813-0.0049143i,-0.0063182-0.0050167i,-0.0034706-0.0012059i,-0.00086908+0.0040734i,-0.00027594+0.0049897i,-0.0011218+0.0012736i,-0.0012924-0.0026706i,-0.00039184-0.0028632i,0.00073547-0.0001986i,5.0285e-05+0.0035775i,-0.00081581+0.0072129i,-4.6428e-05+0.0078478i,0.0025409+0.0054697i,0.0054067+0.0022258i,0.0055563-0.00054452i,0.0034995-0.0016082i,0.001886-0.0016725i,0.0024341-0.001498i,0.0033287-0.00205i,0.0022569-0.0030371i,0.0011286-0.0030851i,0.0017752-0.0013318i
0.00024941-0.0030783i,0.002888-0.002022i,0.0020003+0.0011706i,0.0013557+0.0038877i,0.0057097+0.0040258i,0.0099326+0.0055748i,0.0099412+0.0082697i,0.008187+0.0062847i,0.0056826+0.0013911i,0.003706-0.0032194i,0.0030347-0.007562i,0.0024576-0.0094749i,0.0024954-0.0078535i,0.0014764-0.0042609i,-0.0020767-0.00093947i,-0.0035162+0.00057382i,-0.0021414+0.0013557i,-0.0018801+0.001013i,-0.0031173+0.00028917i,-0.003768+0.00017031i,-0.0032634+0.00086297i,-0.002022+0.0013878i,-0.0011474+0.0012618i
-0.0015328+0.0065665i,-0.0041067+0.0087969i,-0.0038272+0.0091263i,-0.0004381+0.0080059i,0.0011335+0.0065229i,0.00093293+0.0053518i,0.00032208+0.005215i,-0.00081195+0.0044352i,-0.00072372+0.0039403i,0.00075736+0.0045011i,0.0016892+0.0053972i,0.00020025+0.0052286i,-0.00031097+0.0035624i,0.0027438+0.0011285i,0.0059393-0.0010366i,0.0055386-0.0020376i,0.0026414-0.0023613i,0.0013985-0.0016111i,0.0015701-0.0012484i,0.001823-0.0016441i,0.0016438-0.0010922i,0.00086557-6.4999e-05i,0.00055117+0.00015626i
-0.00074972-0.00061621i,-0.0026332-0.0040255i,-0.0014075-0.004091i,-0.00079875-0.0023916i,0.00033925-0.00058582i,0.0034418+0.0024696i,0.0049763+0.0047726i,0.00372+0.0029203i,0.00269-0.00072276i,0.0022871-0.0034058i,0.00090774-0.0059281i,-0.00074844-0.0061379i,-0.00052553-0.0034092i,-0.00065518-0.00033701i,-0.0034436+0.002102i,-0.0045983+0.0032304i,-0.0029925+0.0029462i,-0.0013092+0.0023363i,-0.00046895+0.0018932i,-0.00064645+0.0019463i,-0.0010163+0.001772i,-0.0005461+0.0012764i,-0.0010338+0.001703i
0.003964-0.0017656i,0.0061733+0.00085691i,0.0048739+0.0024578i,0.0024778+0.0044481i,0.0022615+0.0073839i,0.0030746+0.007395i,0.0041624+0.0044354i,0.0050005+0.0022634i,0.0035297+0.0020751i,0.0013249+0.0020642i,0.00037434+0.0013848i,-0.0013278+0.0013043i,-0.0029156+0.0011047i,-0.0011613-0.001295i,0.0015827-0.0047661i,0.00274-0.0064883i,0.0027787-0.0063506i,0.0021026-0.0055279i,0.00086038-0.0042963i,0.0011629-0.0028111i,0.0023736-0.0022731i,0.0022129-0.0016544i,0.0017479-0.00019409i
-0.0034824+0.0016055i,-0.006918+0.0029579i,-0.0084751+0.0045588i,-0.0052259+0.0051055i,0.00094992+0.0044355i,0.0035683+0.0050711i,0.00215+0.0059916i,0.00037868+0.0038552i,-0.00039152+0.00097948i,0.00095597-0.0016829i,0.0013429-0.0034924i,0.0025207-0.003231i,0.0048516-0.0010764i,0.0045992+0.0019947i,0.0020949+0.0050474i,-0.00070256+0.0072396i,-0.0022057+0.0073442i,-0.001633+0.0056252i,-0.00090569+0.0035959i,-0.00093763+0.0013462i,-0.00065649-0.00061511i,8.2812e-05-0.00073256i,0.00045375+2.5387e-05i
-0.0018561-0.0023879i,-0.0015539-0.0048509i,-0.00055306-0.0041265i,0.00080923-0.00047281i,0.0014066+0.00070757i,0.0020935+0.0012121i,0.0042442+0.0016986i,0.0049678+0.00017715i,0.0036388-0.0001202i,0.0018994+0.0011462i,-0.00028941+0.002068i,-0.0022887+0.0023564i,-0.0027519+0.0023846i,-0.0022695+0.00018536i,-0.00078173-0.003152i,0.00084046-0.0051862i,0.001302-0.0050876i,0.0013845-0.0042067i,0.0013518-0.0033727i,0.00095763-0.0019653i,0.00034346-0.0014605i,8.646e-05-0.0018433i,0.00044261-0.0014335i
0.0014962-0.00015217i,0.0010056+0.0033942i,-5.3492e-05+0.0054311i,-0.0016496+0.0063839i,-0.0012096+0.0082191i,0.0013527+0.011052i,0.0032992+0.010509i,0.0036923+0.0079089i,0.0026513+0.0048441i,0.0017022+0.0006094i,0.0021959-0.0030559i,0.0028798-0.0040232i,0.0031515-0.0027894i,0.0030862+8.4972e-05i,0.0012722+0.003135i,-7.0303e-05+0.0051899i,-0.00056989+0.0055635i,-0.0011368+0.0048439i,-0.0012561+0.0045152i,-0.0011055+0.0027143i,-0.00096758+0.00054663i,-0.00048608+0.00054048i,-0.00050927+0.00051553i
-0.0026203+0.0036515i,-0.0034312+0.0041179i,-0.0019618+0.0028273i,0.00069675+0.0021115i,0.003124+0.0037671i,0.0033222+0.0033369i,0.0024546+0.0014031i,0.001027+0.00029786i,0.00018117-2.2824e-05i,0.00037427-0.00014392i,0.00044481-0.00065362i,0.00024524-0.00073354i,0.00041846-0.0014622i,0.0017465-0.0032638i,0.002552-0.005141i,0.0029637-0.0057427i,0.0035729-0.0048527i,0.0037693-0.0049071i,0.0028836-0.0042305i,0.0022735-0.0017304i,0.0011573-0.00053559i,0.00013887-0.00080843i,0.00058675-0.00092338i
0.0025252-0.0010177i,0.0026246-0.0050021i,0.0025515-0.0044213i,0.0024733-0.00087802i,0.0050148+0.0012203i,0.0062859+0.0025208i,0.0054726+0.0025399i,0.0063433+0.0011147i,0.005384-0.00024886i,0.0032114-0.0014172i,0.0013879-0.0014753i,4.4067e-05-4.7199e-05i,-0.00084682+0.0033021i,-0.0021884+0.0063187i,-0.0041844+0.0070069i,-0.0047245+0.0062479i,-0.0043663+0.0044447i,-0.0041334+0.0031165i,-0.0033904+0.0035324i,-0.0024874+0.0032727i,-0.0013528+0.0016726i,-0.0001598+0.00093633i,0.00023829+0.00049583i
0.00051606-0.00066204i,-0.0011786+0.0032034i,-0.0026805+0.0045077i,-0.0025301+0.0045522i,-0.0012079+0.0041181i,8.6427e-05+0.0061685i,0.0015422+0.0085664i,0.0014415+0.0075577i,0.0003854+0.0040148i,0.00045991+0.00083275i,0.00016879-0.00089301i,-0.00044576-0.003326i,-0.00012256-0.0047979i,0.0012968-0.0054485i,0.0035371-0.0070586i,0.0049289-0.0062999i,0.0043971-0.0033811i,0.0038509-0.0020262i,0.0038823-0.0023938i,0.0028283-0.0035028i,0.0017476-0.00307i,0.0016231-0.0010731i,0.0018311-0.00013412i
-0.0061454-0.00024669i,-0.0068182+0.00025423i,-0.0067777+0.0023969i,-0.0039146+0.0047341i,0.00016829+0.006357i,0.0023063+0.0058834i,0.0020648+0.0027802i,0.00020275-0.00054586i,-0.0013545-0.0014102i,0.00065274-0.00088998i,0.0034017-0.0004245i,0.0038187+0.0013566i,0.0036238+0.0030864i,0.0034702+0.0039077i,0.0014476+0.0059668i,-0.0013801+0.0074003i,-0.0030559+0.005497i,-0.0038915+0.0025506i,-0.0033752+0.0020824i,-0.0022473+0.0018956i,-0.0012996+0.0011291i,-0.00044481+0.00095503i,0.00023764+0.00070428i
0.0026632+0.00057807i,0.0053207-0.00050738i,0.0069129+9.5882e-05i,0.0053542+0.00093636i,0.00429+0.0020343i,0.0046546+0.0037613i,0.0061325+0.0038728i,0.0067653+0.0019634i,0.0045009+0.00024733i,0.0015282-0.00050802i,-0.00069264-0.0011482i,-0.0020876-0.0024075i,-0.0024443-0.0030597i,-0.0011908-0.0040058i,0.0011994-0.0065663i,0.0024002-0.0075712i,0.0018459-0.0045715i,0.0014809-0.0014106i,0.0014747-0.0011379i,0.0012607-0.0012109i,0.0012564-0.000676i,0.0021563-0.00038698i,0.0027845-0.00017012i
-0.00056753-5.8932e-05i,-0.0030556+0.00085833i,-0.0057797+0.00090288i,-0.0054689+0.0016986i,-0.0015044+0.0048841i,0.0017769+0.0073296i,0.0026135+0.0080494i,0.0019355+0.0070911i,0.0012979+0.0040456i,0.002064+0.0009077i,0.0032336-7.3839e-05i,0.0031728+0.000386i,0.0022462+0.0014624i,0.0017031+0.0030865i,0.00064725+0.0042455i,-0.00072013+0.005373i,-0.00097733+0.0041505i,-0.00068177+0.00099263i,-0.00045691-0.00039706i,-0.0008762+0.00028072i,-0.0018673+0.00050586i,-0.0016339-0.00038827i,-0.00047328-0.00041437i
-0.0024145-0.00015662i,-0.0021044-0.0017075i,-0.0010985-0.0014364i,0.0017269+0.0014778i,0.0038764+0.0031191i,0.0026903+0.0031906i,0.00020284+0.0028249i,-0.0012265+0.0012003i,-0.0013652+0.00013444i,-0.0011195-0.0010396i,-0.00083669-0.0029061i,-2.939e-06-0.0034325i,0.0011403-0.0029488i,0.0025091-0.003038i,0.0031498-0.0037038i,0.0022697-0.004503i,0.00043485-0.0031256i,-0.00070662-0.00022469i,0.00050525+0.00063813i,0.0025959+7.2046e-05i,0.0024445+0.00039828i,0.00088001+0.00056759i,0.00029529+0.00076987i
