-0.0010673+0.00054111i,-0.00068373+0.00014042i,-0.00091616-7.8487e-05i,-0.00090246-0.00094227i,-0.00091272-0.00076899i,-0.0014403+0.00023172i,-0.0012923+0.0010587i,-0.00028354+0.0012454i,0.0012576+0.0015134i,0.0014442+0.00070454i,0.00069155-0.00071081i,0.00023578-0.00096146i,1.7885e-05-0.00017271i,-0.0005478+0.00027309i,-0.00033523+0.00056432i,-0.0001261+0.00075255i,0.0004944+0.00046733i,0.0011307+0.00024243i,0.00071073+0.00062154i,8.4771e-05+0.00046375i,0.0003458+0.00023709i,0.00084496-0.00043189i,0.0005159-0.00079661i
0.051997-0.10635i,0.1175-0.16784i,0.13121-0.15167i,0.051223-0.060185i,-0.032994+0.042662i,-0.061407+0.10298i,-0.046565+0.109i,-0.015739+0.092466i,-0.0091936+0.067044i,-0.023785+0.047583i,-0.030018+0.045083i,-0.023727+0.040676i,-0.019067+0.026503i,-0.019462+0.014423i,-0.018825+0.0089077i,-0.014127+0.0066761i,-0.0088576+0.0032747i,-0.0080898+0.00042128i,-0.0084315+0.0022421i,-0.0054264+0.0057609i,-0.00089182+0.0052228i,0.0012052+0.0028985i,0.00096916+0.00033275i
-0.052411+0.10401i,-0.11714+0.16416i,-0.13374+0.15213i,-0.062024+0.073418i,0.014383-0.0041197i,0.046299-0.037826i,0.055743-0.045955i,0.051261-0.063316i,0.039174-0.058978i,0.040667-0.034257i,0.046588-0.031138i,0.034037-0.035501i,0.017036-0.024009i,0.012338-0.010687i,0.013712-0.0045757i,0.013392-0.0025134i,0.011716+0.00014761i,0.010788+0.0034847i,0.0077239+0.0015379i,0.0018012-0.00085091i,-0.001442+0.0023748i,0.00029782+0.0064339i,0.00058869+0.0064528i
0.05154-0.095211i,0.11936-0.15312i,0.14534-0.147i,0.091051-0.078425i,0.028349-0.0095107i,-0.0081988+0.01166i,-0.047511+0.008093i,-0.075102+0.02436i,-0.063977+0.02726i,-0.051717+0.0085407i,-0.053269+0.01179i,-0.037421+0.026396i,-0.01197+0.022735i,-0.0016887+0.012645i,-0.0024216+0.0087926i,-0.0038221+0.0060625i,-0.0048324-0.0015677i,-0.0065204-0.01048i,-0.0072617-0.013645i,-0.0055569-0.013341i,-0.0025559-0.015237i,-0.0001412-0.015452i,0.0028066-0.0092703i
-0.052168+0.097311i,-0.1225+0.15617i,-0.15256+0.15654i,-0.0978+0.092778i,-0.030433+0.014053i,0.0021408-0.016989i,0.044696+0.0018329i,0.085866+0.0059833i,0.071897-0.0049303i,0.040633+0.0016559i,0.035683+0.0018811i,0.028123-0.011221i,0.0086822-0.013091i,-0.0017038-0.0068829i,-0.0006314-0.0053888i,0.0019781-0.0029393i,0.0030161+0.0044585i,0.0029246+0.012231i,0.00030553+0.016809i,-0.0026894+0.01717i,-0.0045941+0.015858i,-0.0050607+0.011003i,-0.005549-0.00033332i
0.052903-0.089862i,0.12383-0.14759i,0.16234-0.14808i,0.10959-0.080977i,0.030055+0.014226i,-0.0089118+0.062706i,-0.043044+0.022885i,-0.078293-0.021692i,-0.062568-0.017938i,-0.020421-0.011601i,-0.01201-0.012538i,-0.016995-0.0021983i,-0.0072436+0.00775i,0.0026194+0.0098835i,0.0036825+0.010619i,0.0041126+0.0069364i,0.0067727-0.0036474i,0.0080527-0.012573i,0.007275-0.015502i,0.0055672-0.01374i,0.0065036-0.0093973i,0.0062742-0.0035573i,0.0014242+0.0056792i
-0.056872+0.089451i,-0.12672+0.14715i,-0.16316+0.14317i,-0.097614+0.064989i,0.0036823-0.04929i,0.045524-0.11519i,0.048352-0.063102i,0.058844+0.013518i,0.04481+0.016513i,0.0020733+0.0019313i,-0.0084952+0.013752i,0.0072561+0.014532i,0.0072684-0.0011191i,-0.0016861-0.011408i,-0.0046606-0.012294i,-0.0067056-0.0054608i,-0.010182+0.0035783i,-0.012214+0.0088485i,-0.010231+0.0082806i,-0.007531+0.0033649i,-0.007436-0.0016879i,-0.0067151-0.0036209i,-0.002251-0.0059579i
0.048409-0.080291i,0.12306-0.12835i,0.16219-0.12154i,0.088516-0.047709i,-0.031507+0.068227i,-0.07955+0.14101i,-0.049633+0.089985i,-0.025061-0.0008797i,-0.017118-0.017095i,0.008509+0.00065013i,0.016031-0.010071i,-0.0030014-0.015536i,-0.0096239+0.002632i,-0.003205+0.017872i,0.0026303+0.019482i,0.0088731+0.01228i,0.014832+0.0036006i,0.016137-0.0015673i,0.012259-0.0016326i,0.0077843+0.0036836i,0.0069867+0.0083118i,0.0070404+0.0075074i,0.0014224+0.0063029i
-0.047124+0.076886i,-0.12118+0.11534i,-0.16615+0.10959i,-0.087495+0.060655i,0.06365-0.026871i,0.12742-0.099987i,0.064791-0.081569i,0.00076554-0.016097i,-0.0061914-0.0022634i,-0.012121-0.017195i,-0.016503+0.00087745i,0.0018585+0.017336i,0.013995+0.0047979i,0.010233-0.0098158i,0.0037151-0.014057i,-0.0041194-0.011758i,-0.010965-0.0083128i,-0.012763-0.0077118i,-0.010893-0.012363i,-0.0090813-0.021175i,-0.0085923-0.024779i,-0.0058065-0.018973i,0.002522-0.010867i
0.043218-0.067775i,0.11526-0.097209i,0.16224-0.086743i,0.090006-0.062596i,-0.070342-0.031268i,-0.15202+0.022628i,-0.08087+0.045753i,0.0055034+0.019097i,0.0097014+0.0072293i,-0.0017882+0.021058i,0.0053531+0.010469i,0.0002758-0.0081258i,-0.0099995-0.0011449i,-0.010299+0.012084i,-0.0052726+0.016937i,0.0035202+0.018619i,0.013232+0.01875i,0.015931+0.017906i,0.012734+0.019702i,0.0077144+0.023063i,0.0029349+0.023106i,-0.00089613+0.017209i,-0.0076507+0.0086621i
-0.048058+0.064977i,-0.119+0.089753i,-0.16333+0.077215i,-0.092624+0.074422i,0.063384+0.09489i,0.1554+0.068997i,0.099471+0.0078796i,0.012407-0.015255i,0.0060712-0.014162i,0.02391-0.023797i,0.011955-0.01776i,0.0034918+0.00085079i,0.012099+0.00086398i,0.017162-0.0097243i,0.013063-0.014951i,0.0038881-0.01702i,-0.0058279-0.018829i,-0.0098322-0.019756i,-0.0098925-0.018975i,-0.0086309-0.016498i,-0.0036998-0.014027i,0.0020735-0.0112i,0.0064312-0.0063719i
0.044076-0.050267i,0.11676-0.06249i,0.16662-0.047506i,0.11571-0.06364i,-0.014567-0.12079i,-0.1128-0.12899i,-0.099905-0.05796i,-0.040702+0.0007478i,-0.02909+0.0065204i,-0.040165+0.010972i,-0.02329+0.015274i,-0.0040663+0.0033412i,-0.0077479-0.0021496i,-0.017055+0.0062995i,-0.017292+0.01475i,-0.0093414+0.018312i,-0.00060781+0.017644i,0.0012854+0.014516i,0.0003789+0.010275i,0.00093069+0.0056195i,-0.0027352+0.003289i,-0.0079728+0.0037909i,-0.0094117+0.0024314i
-0.046806+0.049194i,-0.11383+0.053382i,-0.17198+0.033215i,-0.14663+0.057272i,-0.040186+0.13575i,0.060943+0.16331i,0.09209+0.09045i,0.069469+0.011281i,0.050109-0.0041506i,0.046419-0.002389i,0.026671-0.0085742i,0.0041364-0.0036709i,0.0059316+0.0034198i,0.017639-0.001131i,0.021683-0.0095477i,0.01768-0.01455i,0.011717-0.013498i,0.010923-0.0086426i,0.012333-0.0044549i,0.011224-5.0535e-05i,0.012143+0.0032036i,0.012784+0.0015123i,0.0083034-0.00022117i
0.045079-0.04169i,0.10856-0.043517i,0.16894-0.007687i,0.1718-0.019419i,0.10543-0.10597i,0.0072687-0.14772i,-0.065227-0.091195i,-0.078419-0.026143i,-0.057944-0.018401i,-0.044716-0.023338i,-0.028423-0.0061527i,-0.0084743+0.0029602i,-0.0089866-0.0010154i,-0.021181+0.0029499i,-0.026662+0.012883i,-0.023171+0.017981i,-0.017911+0.015594i,-0.017553+0.0081145i,-0.019293+0.0015082i,-0.019575-0.0036368i,-0.018265-0.0070761i,-0.014108-0.0065503i,-0.0073624-0.0047612i
-0.040872+0.043589i,-0.097206+0.037375i,-0.14685-0.0084577i,-0.15423-0.015344i,-0.11739+0.04854i,-0.041666+0.089956i,0.038027+0.068436i,0.068401+0.038264i,0.050115+0.034219i,0.030819+0.034689i,0.020051+0.016784i,0.0067907+0.0023335i,0.0059731+0.0039529i,0.017874+0.0035383i,0.02573-0.0048535i,0.025225-0.011202i,0.022797-0.011259i,0.023242-0.0072314i,0.022654-0.0045578i,0.018101-0.0028949i,0.012231+0.002186i,0.0080425+0.0059977i,0.0049312+0.0044894i
0.032102-0.033198i,0.080877-0.01664i,0.12628+0.038711i,0.13829+0.058469i,0.11823+0.018186i,0.063793-0.024046i,-0.0057493-0.044919i,-0.040077-0.053775i,-0.028364-0.053404i,-0.010535-0.044316i,-0.0049503-0.021655i,0.0024518-0.00035885i,0.0025298+0.0026261i,-0.011446+0.0014313i,-0.022037+0.0078054i,-0.020919+0.013813i,-0.015988+0.011152i,-0.014503+0.0026366i,-0.014096-0.0014589i,-0.010299+8.8091e-05i,-0.005825-0.0018837i,-0.0056749-0.0070692i,-0.0072202-0.0063942i
-0.031025+0.033367i,-0.066187+0.014592i,-0.10255-0.050563i,-0.11042-0.08273i,-0.087451-0.052503i,-0.052022-0.006602i,-0.017504+0.041658i,0.0036692+0.068582i,0.0011596+0.055858i,-0.010325+0.034852i,-0.010484+0.017318i,-0.0087103+0.0016062i,-0.0059185+0.00068995i,0.0078851+0.0058378i,0.021156+0.0021785i,0.021601-0.0050861i,0.014017-0.0055927i,0.0069203+0.0019497i,0.0036813+0.0048273i,0.00025456+0.0014232i,-0.0032959+0.0032755i,0.00027144+0.007128i,0.0064084+0.0053858i
0.025529-0.027481i,0.056362-0.0068462i,0.079202+0.061853i,0.079981+0.096971i,0.057259+0.060136i,0.032045+0.0062258i,0.028765-0.046391i,0.029689-0.075013i,0.02819-0.058464i,0.029264-0.031959i,0.022921-0.016033i,0.015222-0.0058815i,0.0098494-0.0066683i,-0.0026859-0.010131i,-0.015259-0.0057046i,-0.016909+0.001452i,-0.0085204+0.0025279i,0.00033376-0.003998i,0.0028561-0.0075683i,0.00399-0.0045609i,0.0050866-0.0045266i,0.0014797-0.0078634i,-0.0053091-0.0067363i
-0.024261+0.027763i,-0.047531+0.0034914i,-0.057993-0.058738i,-0.046892-0.078771i,-0.015268-0.023703i,0.0098978+0.032887i,-0.014735+0.060655i,-0.046951+0.068537i,-0.04778+0.04654i,-0.040029+0.019577i,-0.030199+0.011634i,-0.017781+0.0092092i,-0.0070349+0.0092237i,0.0063041+0.012362i,0.017895+0.010815i,0.019321+0.0054128i,0.0098432+0.0025607i,-0.0010736+0.0065379i,-0.005266+0.0091467i,-0.0061325+0.0055468i,-0.007282+0.0039933i,-0.0052464+0.0060323i,0.0014993+0.0066569i
0.015607-0.023814i,0.029015+0.0018112i,0.035113+0.065631i,0.032403+0.07267i,0.0078725-0.0053578i,-0.019834-0.067182i,0.01011-0.065832i,0.05678-0.051775i,0.052878-0.033743i,0.033725-0.0088252i,0.022906-0.0011026i,0.0083395-0.0021319i,-0.0027783-0.0022997i,-0.011378-0.0067948i,-0.019936-0.008457i,-0.018908-0.0032102i,-0.0073618+0.00098364i,0.0048559-0.0021497i,0.0078252-0.0067624i,0.0055209-0.0048189i,0.0056447-0.0020421i,0.0051715-0.0048628i,0.00057059-0.009085i
-0.017044+0.027478i,-0.0213+0.0085197i,-0.017241-0.053434i,-0.023786-0.059239i,-0.019999+0.029859i,-0.0013367+0.090913i,-0.025122+0.060722i,-0.062085+0.021121i,-0.04921+0.0065391i,-0.023016-0.0073186i,-0.010775-0.0085066i,0.00073789-0.004641i,0.0060487-0.0037641i,0.0081945+0.0048775i,0.015171+0.012544i,0.01906+0.0080031i,0.012475-0.00088777i,0.0024011-0.0028795i,-0.0015913-0.00089449i,-0.0016649-0.0021583i,-0.0041055-0.003374i,-0.0070467+0.0012729i,-0.0060057+0.0078915i
0.013735-0.02495i,0.012391-0.0073156i,0.0046085+0.050678i,0.03183+0.059424i,0.069343-0.031828i,0.062765-0.09383i,0.056385-0.045091i,0.065013+0.0078338i,0.045744+0.011004i,0.015086+0.01151i,0.00085754+0.015101i,-0.0038812+0.017211i,-0.00059137+0.015996i,-3.0311e-05+0.0029095i,-0.0084163-0.0089749i,-0.013767-0.008506i,-0.009967-0.00094437i,-0.0033091+0.0033453i,-0.0017292+0.0022207i,-0.0027173+0.0016296i,0.00079769+0.0017269i,0.0058088-0.0014821i,0.0076466-0.007194i
-0.012905+0.032252i,-0.00079605+0.018007i,0.010109-0.040139i,-0.039766-0.058481i,-0.11993+0.022678i,-0.12505+0.081021i,-0.080892+0.025057i,-0.058365-0.033454i,-0.03794-0.030803i,-0.0090208-0.020292i,0.0046761-0.02138i,0.0043809-0.022309i,-0.0021542-0.015158i,-0.003634+0.0029479i,0.0050926+0.016831i,0.013681+0.0157i,0.014673+0.0050908i,0.0090852-0.003414i,0.0050335-0.0051768i,0.0040062-0.0053126i,0.00040974-0.0050831i,-0.0053463-0.0030437i,-0.0084787+0.00096087i
0.008747-0.026049i,-0.010363-0.017822i,-0.024939+0.04604i,0.04611+0.091799i,0.16745+0.036308i,0.18045-0.027733i,0.095134+0.0058284i,0.046566+0.050128i,0.029158+0.034493i,0.0023552+0.014286i,-0.010259+0.01853i,-0.0046717+0.020917i,0.0039755+0.010627i,0.0052642-0.0054777i,-0.0016572-0.015949i,-0.0095317-0.014558i,-0.013572-0.0058468i,-0.012016+0.0025151i,-0.0086387+0.0042493i,-0.007079+0.0044307i,-0.003946+0.0073596i,0.0024953+0.006731i,0.007401+0.0023118i
-0.010966+0.032023i,0.011711+0.031454i,0.043736-0.034931i,-0.014702-0.1197i,-0.15101-0.11585i,-0.18231-0.053443i,-0.089647-0.044759i,-0.028741-0.062392i,-0.017234-0.039057i,-0.00016357-0.012472i,0.0090315-0.011257i,0.0038454-0.010353i,-0.0012926-0.0017731i,-0.0018328+0.0079642i,0.0030912+0.016053i,0.01102+0.016271i,0.016321+0.0091096i,0.015303+0.0010919i,0.010933-0.002707i,0.007796-0.0041484i,0.0055086-0.0064844i,0.0007266-0.0081806i,-0.0042935-0.0073889i
0.0074155-0.030301i,-0.019096-0.03318i,-0.065832+0.033145i,-0.024421+0.15032i,0.11233+0.19877i,0.15901+0.14005i,0.072576+0.082027i,0.010681+0.062654i,0.0089857+0.034114i,0.0030956+0.0083312i,-0.0043877+0.0049162i,-0.0047776+0.0048846i,-0.0056929+0.0023325i,-0.0039366-0.0025521i,-0.0022817-0.0093296i,-0.0067511-0.011105i,-0.011905-0.0066681i,-0.010841-0.0023549i,-0.0064011-0.0029212i,-0.0041344-0.0025356i,-0.004158+0.0016042i,-0.0028893+0.004969i,-0.0013559+0.0059813i
-0.011772+0.037838i,0.021339+0.050507i,0.087514-0.010624i,0.080564-0.15329i,-0.034236-0.24705i,-0.095124-0.19741i,-0.034055-0.10429i,0.012593-0.062492i,0.0013465-0.039908i,-0.0054498-0.012512i,0.00084371+0.00311i,0.008113+0.0072863i,0.011414+0.0055993i,0.0060366+0.0057864i,0.0013931+0.01074i,0.0045291+0.012555i,0.0098681+0.0090146i,0.0094905+0.0048155i,0.0046763+0.0036853i,0.001795+0.002708i,0.0026077-0.00042036i,0.0039174-0.0028787i,0.0033763-0.0041135i
0.013755-0.037049i,-0.01918-0.063172i,-0.10605-0.015815i,-0.14456+0.13712i,-0.063271+0.26325i,0.0074116+0.225i,-0.01534+0.11083i,-0.03219+0.053608i,-0.0063308+0.031372i,0.0080722+0.0031305i,0.000295-0.014713i,-0.010378-0.015219i,-0.013124-0.0059365i,-0.0064694-1.0885e-05i,0.00027447-0.0032127i,5.4688e-05-0.0087081i,-0.0029698-0.011086i,-0.0035606-0.011593i,-0.0015159-0.011488i,-0.0012843-0.0092224i,-0.0033816-0.0059449i,-0.0050925-0.0038292i,-0.0054578-0.0014261i
-0.017124+0.040721i,0.013987+0.079644i,0.12138+0.05994i,0.21662-0.078299i,0.18447-0.2262i,0.097936-0.21183i,0.063831-0.097966i,0.047248-0.041625i,0.01414-0.028496i,-0.0053782-0.0054554i,-0.00077704+0.015507i,0.010412+0.018642i,0.013901+0.0096094i,0.0088094+0.0041052i,0.0017848+0.0062305i,-0.00146+0.010788i,0.00013955+0.014273i,0.0010944+0.014421i,-0.00019325+0.011656i,-0.00050527+0.0086311i,0.0011062+0.0073126i,0.0031353+0.0069164i,0.0040723+0.0045499i
0.020386-0.039445i,-0.0069873-0.088428i,-0.12074-0.099864i,-0.25447+0.0064202i,-0.26815+0.15496i,-0.1701+0.16669i,-0.088285+0.073472i,-0.050915+0.025583i,-0.020501+0.020837i,-0.0024743+0.0063582i,-0.0038883-0.0092064i,-0.011108-0.01283i,-0.013008-0.0078822i,-0.0069121-0.003719i,0.0020915-0.0050602i,0.006354-0.0092015i,0.0053041-0.013674i,0.0040443-0.014078i,0.0026345-0.01023i,6.6949e-05-0.0072352i,-0.00086862-0.0070366i,-0.0010736-0.0097834i,-0.0021511-0.0095885i
-0.025161+0.04303i,-0.0067354+0.10716i,0.10578+0.1499i,0.26438+0.084049i,0.31031-0.044937i,0.20946-0.082187i,0.10085-0.028008i,0.056145-0.0043438i,0.031445-0.017157i,0.010598-0.015208i,0.0038363-0.0015601i,0.0055067+0.0076456i,0.0067361+0.0088856i,0.0019448+0.0083435i,-0.0049382+0.01014i,-0.0077624+0.012609i,-0.0072625+0.013761i,-0.0055452+0.0098239i,-0.0027547+0.0027221i,2.1309e-05-0.00045413i,-0.00014386+0.0012645i,-0.002648+0.0052759i,-0.0036418+0.0072995i
0.031848-0.036654i,0.028592-0.11028i,-0.06812-0.19115i,-0.23067-0.17853i,-0.29477-0.07647i,-0.2089-0.016717i,-0.10495-0.025275i,-0.059989-0.018023i,-0.035762+0.008911i,-0.011144+0.01573i,0.0026749+0.0091115i,0.0065432+0.0008303i,0.0062735-0.0053494i,0.0070772-0.0071126i,0.0099689-0.007855i,0.011298-0.0087766i,0.011375-0.0094056i,0.0096106-0.0061061i,0.0050795-0.00042076i,0.0011536+0.000904i,0.0012779-4.6695e-05i,0.005065-0.0022351i,0.0063911-0.0046545i
-0.036193+0.03722i,-0.050011+0.11559i,0.0197+0.22787i,0.1721+0.27085i,0.25514+0.19393i,0.19209+0.10535i,0.10123+0.066175i,0.063757+0.029041i,0.041985-0.0089003i,0.013685-0.020994i,-0.0079375-0.015588i,-0.016745-0.0036292i,-0.015477+0.0079181i,-0.012293+0.012407i,-0.010924+0.012026i,-0.010917+0.0097079i,-0.010766+0.0071088i,-0.0080968+0.0023421i,-0.0049163-0.0033769i,-0.0038888-0.0057654i,-0.0055095-0.006322i,-0.0098103-0.0057218i,-0.010553-0.0025212i
0.041286-0.031068i,0.073824-0.10994i,0.04279-0.24237i,-0.078447-0.3272i,-0.17439-0.27422i,-0.14536-0.15723i,-0.077615-0.077904i,-0.052439-0.030985i,-0.038159+0.00054949i,-0.014558+0.013499i,0.008097+0.014629i,0.021305+0.0058761i,0.021827-0.0063577i,0.01719-0.011181i,0.01409-0.0082846i,0.012803-0.0047279i,0.01193-0.0034395i,0.0089356-0.0017163i,0.0043453-0.00045996i,0.0016248+0.00033837i,0.0033668+0.0030182i,0.0078103+0.0056005i,0.0086508+0.0048372i
-0.048517+0.02676i,-0.10471+0.10149i,-0.1129+0.23763i,-0.026245+0.3436i,0.069108+0.30806i,0.074918+0.17625i,0.040808+0.077081i,0.034301+0.031405i,0.031473+0.0041827i,0.01271-0.0085566i,-0.0082105-0.008871i,-0.020077-0.0014478i,-0.020964+0.0074763i,-0.016899+0.0079432i,-0.013573+0.0027702i,-0.010923-0.0004095i,-0.0070788-0.0010054i,-0.003401-0.0020401i,-0.0011896-0.0015661i,-0.0004046+0.00027917i,-0.001301-0.001604i,-0.0038872-0.0063194i,-0.0055589-0.0076158i
0.056617-0.01914i,0.13035-0.081462i,0.1795-0.21104i,0.13484-0.32136i,0.049269-0.29164i,0.012208-0.16566i,0.0080504-0.07578i,-0.006655-0.040215i,-0.018225-0.019707i,-0.012084-0.0062484i,0.000846+0.0011407i,0.011329+0.0024777i,0.013877+0.0017933i,0.012898+0.0062462i,0.012165+0.011081i,0.0096495+0.010477i,0.0069343+0.0082928i,0.0029064+0.0059716i,-0.0012728+0.0023118i,-0.0024701-0.0017535i,-0.0021865-0.00052429i,-0.0012488+0.0050421i,-3.4785e-05+0.0065424i
-0.057561+0.012494i,-0.14812+0.058275i,-0.23446+0.16435i,-0.22993+0.26671i,-0.14661+0.246i,-0.078765+0.14026i,-0.044736+0.074994i,-0.010265+0.051822i,0.013485+0.029588i,0.01518+0.011749i,0.0091052+0.0014396i,3.9615e-05-0.0040625i,-0.0064608-0.0062118i,-0.0079682-0.010602i,-0.0081895-0.013548i,-0.0077319-0.012287i,-0.0065328-0.011061i,-0.0032117-0.0087936i,0.00043398-0.0048054i,0.0023407-0.00096886i,0.0043098-0.00074626i,0.0050292-0.0047981i,0.0033719-0.0060314i
0.05955-0.0013751i,0.16177-0.028017i,0.27971-0.10131i,0.30911-0.18513i,0.22329-0.18279i,0.11999-0.11052i,0.060423-0.070227i,0.020466-0.061621i,-0.0074487-0.045128i,-0.016828-0.023382i,-0.016664-0.0039054i,-0.0097835+0.0096819i,-0.00068864+0.015626i,0.0042716+0.019728i,0.0065497+0.021235i,0.0069725+0.017836i,0.0067132+0.012799i,0.0054246+0.0070172i,0.0025703+0.0007985i,-0.00069951-0.0035234i,-0.0040269-0.0033718i,-0.0054162+0.00047328i,-0.0035127+0.0018823i
-0.0583-0.0075696i,-0.16551-0.0048521i,-0.29569+0.032154i,-0.3411+0.090827i,-0.25518+0.10241i,-0.13163+0.067449i,-0.060612+0.054065i,-0.022601+0.057892i,0.0043713+0.043006i,0.014494+0.018391i,0.017036-0.00057718i,0.014371-0.012665i,0.0069771-0.017871i,0.0017011-0.018612i,0.00078833-0.01687i,0.00060916-0.013529i,-0.00039983-0.0089814i,-0.00053314-0.0033577i,-0.0012745+0.00049635i,-0.0028272+0.0019689i,-0.0013792+0.0022554i,0.0014062+0.00092191i,0.0010419+0.0001622i
0.0547+0.019255i,0.15887+0.042192i,0.29212+0.04411i,0.34282+0.012844i,0.25517-0.0087006i,0.12556-0.011304i,0.056617-0.026223i,0.026395-0.042908i,0.0024353-0.036818i,-0.0090368-0.017029i,-0.014407+0.00019315i,-0.015375+0.012351i,-0.010877+0.018221i,-0.0081698+0.018328i,-0.0075411+0.016737i,-0.0048276+0.013345i,-0.0011654+0.0073246i,-0.00030288+0.00053892i,-0.00089483-0.0025343i,0.0012994-0.0023572i,0.0026793-0.0027396i,0.00072638-0.0036539i,-0.00097085-0.0029439i
-0.051754-0.023229i,-0.14363-0.068863i,-0.2654-0.1087i,-0.31037-0.1012i,-0.21879-0.066059i,-0.10026-0.032636i,-0.051367-0.00050172i,-0.030655+0.020913i,-0.0087194+0.019675i,0.0019749+0.0078879i,0.0081084-0.00072922i,0.012302-0.0083554i,0.011471-0.012504i,0.011195-0.011172i,0.012-0.0087233i,0.010394-0.0070098i,0.0069798-0.00455i,0.0046314-0.0033083i,0.0013166-0.0039643i,-0.0028654-0.0034086i,-0.0047689+2.9296e-05i,-0.0038838+0.0031557i,-0.0024695+0.0019899i
0.04194+0.037825i,0.12293+0.10163i,0.22723+0.17432i,0.26543+0.18675i,0.18418+0.1303i,0.081395+0.066892i,0.047672+0.025901i,0.038197-0.0006627i,0.021502-0.011351i,0.0097845-0.0088772i,-0.00016381-0.0040163i,-0.0087554+0.0022988i,-0.010628+0.0069861i,-0.012615+0.0081127i,-0.014763+0.0085476i,-0.011608+0.0077422i,-0.0068395+0.006179i,-0.0034567+0.005666i,0.00015009+0.0045911i,0.0044194+0.0030017i,0.0069035+0.0011979i,0.0057415+0.00090063i,0.0033708+0.0021692i
-0.037427-0.040059i,-0.098378-0.11959i,-0.17286-0.21368i,-0.19269-0.2372i,-0.12591-0.16822i,-0.053105-0.086878i,-0.040732-0.044937i,-0.043371-0.018915i,-0.030399-0.0015774i,-0.015572+0.0039466i,-0.0032658+0.0062855i,0.0060503+0.0053764i,0.010398+0.0024977i,0.013689+0.0010639i,0.01443+0.00018434i,0.011747-0.00092508i,0.0076926-0.0029812i,0.0038088-0.0039066i,1.0153e-05-0.003618i,-0.0036554-0.0048877i,-0.0056281-0.0057511i,-0.0060098-0.0069802i,-0.0046925-0.0086353i
0.026536+0.048873i,0.066158+0.13788i,0.11251+0.24352i,0.11969+0.26987i,0.070449+0.18846i,0.028069+0.093779i,0.03268+0.05142i,0.042908+0.026382i,0.031912+0.0025921i,0.014732-0.0075548i,0.0030967-0.010265i,-0.0044361-0.010854i,-0.0092394-0.008908i,-0.011275-0.0060846i,-0.011646-0.0036883i,-0.0096736-0.00097057i,-0.0050702+0.0024053i,-0.00074302+0.0029375i,0.0011321+0.0016743i,0.00020305+0.0033693i,-9.7499e-05+0.007578i,0.0013551+0.01027i,0.0020049+0.0098981i
-0.015896-0.046029i,-0.032429-0.13873i,-0.046021-0.24931i,-0.038794-0.27459i,-0.011556-0.18469i,-0.0033455-0.087189i,-0.024115-0.04968i,-0.037512-0.029659i,-0.028667-0.0084741i,-0.013186+0.0021231i,-0.0031262+0.010157i,0.0036693+0.015343i,0.0076399+0.014121i,0.0092958+0.011038i,0.010539+0.0093332i,0.010549+0.0061081i,0.0085101+0.0015122i,0.0051034-0.00078331i,0.0035399-0.0017047i,0.0043561-0.0046482i,0.0039587-0.008225i,0.0018675-0.010775i,0.00141-0.0094094i
0.0051373+0.049597i,0.0029743+0.14014i,-0.01153+0.24521i,-0.029373+0.2636i,-0.033931+0.16826i,-0.017968+0.07395i,0.0079705+0.044224i,0.024158+0.02863i,0.021747+0.0086672i,0.010454-0.0018811i,0.0032549-0.009447i,-0.0016527-0.015215i,-0.0060389-0.014941i,-0.0076166-0.012501i,-0.0073305-0.0097873i,-0.0058517-0.0056805i,-0.0037692-0.0012852i,-0.0031313+0.00032802i,-0.0041591+0.0011565i,-0.0067333+0.0044795i,-0.0084513+0.0087318i,-0.0078799+0.0094569i,-0.0064245+0.0059839i
0.0020748-0.043854i,0.024705-0.12619i,0.068022-0.2158i,0.098261-0.22413i,0.085699-0.1348i,0.049702-0.054054i,0.017794-0.035261i,-0.0041651-0.027758i,-0.01037-0.013569i,-0.0053099-0.0034456i,-0.0013036+0.0061609i,0.0018761+0.014392i,0.0039245+0.01676i,0.0034923+0.014542i,0.0022751+0.011061i,0.0023432+0.0078599i,0.0034484+0.0041129i,0.0034951-0.00037685i,0.0032849-0.0032012i,0.006186-0.0040637i,0.010083-0.0053946i,0.011143-0.0061718i,0.0087939-0.0039741i
-0.012658+0.043074i,-0.052484+0.1144i,-0.11262+0.18714i,-0.14131+0.18718i,-0.11009+0.106i,-0.063928+0.037755i,-0.036479+0.024202i,-0.014187+0.020772i,-0.0004304+0.0091854i,0.00056074+0.00053665i,0.00018627-0.0043124i,0.00055103-0.0093018i,-0.00013561-0.01164i,7.6566e-05-0.010327i,0.00088633-0.0079821i,0.00097582-0.0061664i,-0.00014646-0.0036744i,-0.0014893-0.00074929i,-0.0022977-0.00063686i,-0.0053703-0.0028666i,-0.011406-0.0032862i,-0.015237-0.0011739i,-0.014122-0.00035687i
0.018195-0.034179i,0.06943-0.088892i,0.14387-0.14194i,0.17554-0.13417i,0.13288-0.066653i,0.076235-0.018091i,0.046314-0.01329i,0.024591-0.016486i,0.0080571-0.012631i,0.0025546-0.0067036i,0.00022459-0.00094088i,-0.0012733+0.0051727i,-0.001623+0.0090368i,-0.002092+0.0090984i,-0.0028301+0.0084356i,-0.0024035+0.0076211i,-0.00021707+0.0052166i,0.0013131+0.0027553i,0.001544+0.0023147i,0.0034925+0.0048597i,0.0078642+0.0067197i,0.011991+0.0051415i,0.011231+0.0031773i
