-0.001756+0.00059967i,-0.00062217-0.0011639i,-0.0015819-0.0011777i,-0.001931-0.0016225i,-0.0012571-0.00087424i,-0.00010525+0.00080258i,0.0011056+0.00035702i,0.0017349-0.00014698i,0.0014479+0.00044042i,0.0011878+7.9517e-05i,0.0012729-0.00069978i,0.0012142-0.00061717i,0.0010066-0.00015194i,0.00074278+0.00033934i,0.00053224+0.00047831i,0.00012538-1.5816e-06i,0.00028636-1.1502e-05i,0.00052909+0.00055168i,0.00075394+0.00081459i,0.0011311+0.00016245i,0.00085419-0.00062587i,0.00010719-0.00015406i,0.00026011+0.00021068i
-0.028733+0.030282i,-0.056231+0.066406i,-0.057788+0.067164i,-0.02727-0.031331i,-0.035652-0.18577i,-0.10433-0.24814i,-0.119-0.16608i,-0.057503-0.066598i,-0.021278-0.034877i,-0.021048-0.021543i,-0.014475-0.007223i,-0.0064376-0.00028199i,-0.0035275+0.0038604i,-0.0029166+0.0025692i,-0.0049543-0.00056747i,-0.0069772-0.0019335i,-0.0068535-0.0035385i,-0.0055323-0.0042924i,-0.0042124-0.0016525i,-0.0023934+0.0018893i,-0.0010926+0.0031697i,-0.0019438+0.0037772i,-0.0028103+0.0050071i
0.021147+0.037552i,0.052613+0.080499i,0.066177+0.098407i,-0.0035682+0.075059i,-0.14438+0.08054i,-0.21419+0.14847i,-0.14171+0.16082i,-0.050513+0.082701i,-0.022592+0.02953i,-0.013787+0.021452i,-0.0066683+0.011946i,-0.0046394+0.0014215i,-0.0051233-0.0038179i,-0.0090141-0.0013439i,-0.010553+0.0051312i,-0.0071407+0.0076979i,-0.0048527+0.0067552i,-0.0035961+0.0052973i,0.0005497+0.0041521i,0.0050125+0.00088034i,0.006477-0.0031369i,0.0049815-0.0049597i,0.003278-0.0058098i
0.044452-0.0075089i,0.092518-0.020493i,0.10281-0.027894i,0.050579+0.028856i,0.031331+0.1572i,0.10193+0.22905i,0.13718+0.16095i,0.0798+0.06696i,0.030115+0.029676i,0.018165+0.013108i,0.0096028+0.003396i,0.0042686+0.0034497i,0.0023377+0.002831i,0.00037261+0.0028395i,0.0023868+0.0058699i,0.0040459+0.0077055i,0.0029581+0.0079452i,0.00165+0.0066355i,0.0018586+0.0053314i,0.0042749+0.0032481i,0.0060246+0.00040845i,0.0061346-0.0008388i,0.0061171-0.0014261i
0.004979-0.044539i,-5.9137e-05-0.094327i,-0.0017403-0.11798i,0.046515-0.085696i,0.15652-0.076907i,0.22009-0.13869i,0.15302-0.16066i,0.054971-0.097528i,0.016732-0.041294i,0.0031788-0.023713i,-0.0064404-0.0099995i,-0.0058855+0.00048176i,-0.0032336+0.0054728i,0.0020579+0.0081969i,0.005654+0.0052477i,0.0056165+0.0029979i,0.0058557+0.0029443i,0.0052666+0.0014997i,0.0024534-0.0024121i,-0.0024835-0.0066155i,-0.0070272-0.0063371i,-0.0088295-0.0037681i,-0.0079497-0.0014008i
-0.03745-0.016046i,-0.086172-0.015995i,-0.11555+0.0019207i,-0.083506-0.0010593i,-0.05639-0.070961i,-0.1098-0.14345i,-0.14712-0.11595i,-0.09382-0.040583i,-0.03831-0.010189i,-0.024954-0.00045061i,-0.012965+0.0076732i,-0.002391+0.0041225i,0.0012112+0.0023624i,0.0034885+0.0019581i,0.0023154-0.0014947i,0.0030074-0.0048869i,0.0046559-0.006783i,0.0029344-0.0044175i,0.00057107-0.00076706i,-0.00058305-0.00029535i,-0.0016589-0.0030982i,-0.0031657-0.0050678i,-0.0034677-0.0037517i
-0.02462+0.037225i,-0.040497+0.094087i,-0.03014+0.1335i,-0.026101+0.1038i,-0.087794+0.064952i,-0.16+0.11644i,-0.13201+0.17002i,-0.051179+0.12293i,-0.014924+0.060202i,-0.00055172+0.039755i,0.010115+0.023523i,0.0082676+0.010943i,0.007692+0.0070879i,0.0071504+0.003434i,0.0035111+0.0026733i,0.0012273+0.00096746i,-0.00064359-0.0037661i,-0.0021403-0.0035646i,-0.0016229+0.0028673i,0.0003251+0.010527i,0.0022466+0.014676i,0.0027953+0.01416i,0.0022403+0.0099133i
0.029577+0.037599i,0.080963+0.069203i,0.13963+0.064481i,0.14965+0.028185i,0.13324+0.031992i,0.15858+0.077221i,0.17507+0.078115i,0.11744+0.035064i,0.057655+0.010139i,0.03542-0.0037729i,0.016024-0.011017i,0.0014926-0.0046372i,-0.0015427-0.002777i,-0.0015733-0.0050215i,-0.0023952-0.0029027i,-0.0057374+0.00034903i,-0.0073131+0.0024415i,-0.0033894+0.0019345i,0.0014511-7.0624e-05i,0.0018765-0.001302i,-0.00040356-0.0010502i,-0.0009672+0.0010346i,0.00074431+0.0015023i
0.045702-0.0098161i,0.088388-0.04611i,0.097717-0.097916i,0.057197-0.11891i,0.030612-0.11498i,0.054492-0.14218i,0.063899-0.16067i,0.03939-0.11174i,0.021842-0.058564i,0.0056357-0.039442i,-0.0070782-0.023322i,-0.0029661-0.0084141i,0.0028459-0.0049017i,0.0020034-0.0069987i,-0.00067818-0.0076349i,-0.0028333-0.0037323i,-0.0031004+0.0017909i,-0.0013479+0.0021024i,0.0036558-0.0017735i,0.0092993-0.0068426i,0.010821-0.011139i,0.0096517-0.011831i,0.0062943-0.0087094i
0.00067003-0.037734i,-0.026998-0.07962i,-0.086668-0.10088i,-0.14188-0.074891i,-0.17216-0.039359i,-0.21118-0.033608i,-0.21183-0.024147i,-0.13487-0.0054208i,-0.066044-0.0020658i,-0.041095+0.00584i,-0.019614+0.01662i,-0.0014724+0.013133i,9.5647e-05+0.0086662i,-0.0040154+0.0091543i,-0.0048497+0.0094299i,-0.00068169+0.0091024i,0.0031704+0.0054691i,0.0010867+0.00039611i,-0.0034478-1.6211e-05i,-0.0039125+0.0041298i,-0.00098217+0.0065075i,1.5091e-05+0.0033514i,-0.0021715-0.00089824i
-0.033211-0.012211i,-0.080523+0.0082142i,-0.10485+0.073561i,-0.070081+0.13853i,-0.01881+0.16274i,-0.0070877+0.187i,-0.0126+0.18565i,-0.012315+0.11877i,-0.013106+0.055877i,-0.0042059+0.034279i,0.0060998+0.018389i,0.00043672+0.0033492i,-0.0084214-0.00015376i,-0.011442+0.0039558i,-0.010023+0.0097664i,-0.0032902+0.010691i,0.0026626+0.0070831i,0.0031596+0.0038662i,-0.0016226+0.0026351i,-0.00684+0.00059643i,-0.010619-0.0013008i,-0.012513-0.00059263i,-0.0093168+0.00013084i
-0.020305+0.03305i,-0.014294+0.086086i,0.036042+0.1289i,0.10338+0.11246i,0.15276+0.059304i,0.19259+0.023481i,0.19178+0.0094251i,0.12526+0.0064055i,0.06086+0.0080337i,0.034826-0.0025948i,0.016519-0.016336i,0.0036206-0.013356i,0.0029252-0.0053469i,0.0068943-0.0016108i,0.011068-0.00093046i,0.010193-0.0022111i,0.0062503-0.0032194i,0.0034459-0.00088493i,0.0031442+0.0037023i,0.0051981+0.0021563i,0.0067817-0.0044182i,0.0055636-0.0051638i,0.0030565-0.00046091i
0.016424+0.031217i,0.062164+0.038926i,0.12073-0.0027994i,0.12091-0.084029i,0.043893-0.15082i,-0.029549-0.17251i,-0.045559-0.14498i,-0.027431-0.083293i,-0.0071094-0.033389i,-0.0074659-0.015633i,-0.015162-0.0026865i,-0.00964+0.010308i,0.00087246+0.015063i,0.0094742+0.012197i,0.013514+0.0038693i,0.010523-0.0038584i,0.0048578-0.0067342i,0.0022-0.0060604i,0.003118-0.0029372i,0.0046282+0.0018957i,0.0050828+0.0065192i,0.0052042+0.007501i,0.0030752+0.003389i
0.033099+0.00084501i,0.049715-0.026088i,0.020914-0.069371i,-0.048632-0.070156i,-0.10417-0.0050549i,-0.13299+0.044246i,-0.13404+0.044775i,-0.088171+0.031948i,-0.037609+0.013593i,-0.021144+0.0095415i,-0.013708+0.018091i,-0.0042671+0.016523i,-0.0010497+0.0087912i,-0.0040448+0.0016584i,-0.0092678-0.0032535i,-0.011639-0.0040766i,-0.0096692-0.0030502i,-0.0056456-0.0017777i,-0.0027623-0.0018183i,-0.0031012-0.0013875i,-0.0055438-2.9747e-05i,-0.0067886+0.00066836i,-0.0054751-0.00018663i
0.010815-0.02377i,-0.012558-0.03685i,-0.06196-0.012003i,-0.071436+0.048193i,0.0029704+0.093805i,0.087664+0.11814i,0.10765+0.11558i,0.075351+0.070182i,0.035179+0.027957i,0.019719+0.014567i,0.020045+0.0060594i,0.015674-0.0026543i,0.0098038-0.0082774i,0.0045399-0.01137i,-0.0026068-0.0091546i,-0.0069508-0.0032809i,-0.0067621+0.000845i,-0.0056116+0.0015375i,-0.0043799+0.00093085i,-0.00078558-0.0011877i,0.0033497-0.0040034i,0.0035787-0.0042703i,0.0015453-0.0012456i
-0.014245-0.018232i,-0.023554-0.0010588i,0.0014478+0.044177i,0.059894+0.049176i,0.092236-0.031534i,0.077598-0.11625i,0.053797-0.1149i,0.032001-0.06061i,0.016131-0.022844i,0.0088372-0.013708i,0.0049836-0.013348i,0.0044365-0.010068i,0.0052442-0.0075675i,0.003802-0.0052552i,0.0029059+0.0020402i,0.0032141+0.0085624i,0.0032615+0.0087836i,0.0025185+0.0051407i,0.0021545+0.0026061i,0.0028777+0.0019738i,0.0036631+0.0015017i,0.0054155+0.0011266i,0.0071344+0.00055462i
-0.019403+0.0076648i,-0.0083976+0.022614i,0.039524+0.020831i,0.051877-0.02353i,-0.045304-0.07397i,-0.16845-0.074719i,-0.1834-0.043146i,-0.10836-0.020323i,-0.047731-0.011427i,-0.026784-0.0040289i,-0.018498+0.0020158i,-0.011743+0.0033203i,-0.0093733+0.0038926i,-0.010421+0.0064776i,-0.0082432+0.0078083i,-0.0040146+0.0068999i,-0.0012206+0.0063108i,0.00065728+0.0072555i,0.0038983+0.0070922i,0.0044356+0.0036722i,8.665e-05+0.00025862i,-0.004322-0.0011432i,-0.004491-0.002158i
-0.0064712+0.026521i,-0.0031066+0.028449i,-0.013418-0.016793i,-0.052995-0.045242i,-0.075475+0.045836i,-0.034744+0.18473i,0.021566+0.20628i,0.029154+0.11962i,0.013295+0.048003i,0.0074299+0.022309i,0.0024689+0.011157i,-0.0068655+0.0064689i,-0.014056+0.0090146i,-0.013984+0.011948i,-0.0082248+0.010598i,-0.0010757+0.0056025i,0.0032297+0.0011635i,0.0033474+0.00087028i,0.0023374+0.0018949i,0.0021248+0.001118i,0.0012924-0.0011614i,-0.00097267-0.0047631i,-0.0050177-0.0080739i
0.020058+0.021253i,0.020312+0.029389i,-0.0061694+0.043219i,-0.012225+0.074698i,0.073961+0.08899i,0.19436+0.050351i,0.20611-0.0035808i,0.11926-0.015242i,0.04908-0.0043362i,0.021536-0.0039767i,0.0074728-0.0034432i,0.0022675+0.0028713i,0.0051112+0.0074412i,0.010291+0.0087809i,0.013524+0.0082057i,0.012519+0.0054438i,0.012534+0.00092692i,0.013367-0.0060901i,0.009526-0.011866i,0.002612-0.01091i,-1.645e-05-0.0043269i,0.0016639+0.0022747i,0.0051047+0.0077679i
0.028543+4.557e-05i,0.046469+0.012803i,0.049807+0.0517i,0.051762+0.061141i,0.040423-0.045363i,-0.021963-0.20646i,-0.087538-0.23432i,-0.081652-0.12924i,-0.038401-0.044721i,-0.02013-0.016954i,-0.013371+0.00015726i,0.0048686+0.012844i,0.022685+0.01178i,0.028284+0.00077702i,0.020486-0.0092247i,0.0089466-0.010947i,0.004063-0.0093833i,0.0010723-0.0085472i,-0.0019844-0.0046422i,-0.0025565-0.00092427i,-0.0027444-0.00051421i,-0.0034482+0.0017304i,-0.0046127+0.0054936i
0.0052837-0.026375i,0.018003-0.043626i,0.055127-0.049625i,0.072158-0.068692i,-0.019501-0.07685i,-0.16995-0.0050188i,-0.20411+0.087106i,-0.11173+0.091479i,-0.035387+0.041601i,-0.014+0.0194i,-0.00049267+0.014927i,0.008672+0.00079033i,0.0056857-0.010466i,-0.00264-0.013436i,-0.0087431-0.014591i,-0.011405-0.014527i,-0.015845-0.013198i,-0.02194-0.0058669i,-0.020899+0.0060855i,-0.011666+0.012196i,-0.0017168+0.0078556i,0.0023491-0.0017802i,0.0032426-0.010313i
-0.029886-0.012915i,-0.045537-0.025612i,-0.048121-0.045349i,-0.044318-0.035392i,-0.023782+0.073989i,0.038483+0.21948i,0.1083+0.23963i,0.10659+0.13519i,0.053248+0.048683i,0.027883+0.021212i,0.021607+4.8446e-05i,0.0021349-0.020582i,-0.01967-0.023702i,-0.030756-0.012033i,-0.029605+0.0034881i,-0.021255+0.011532i,-0.014287+0.01061i,-0.0073405+0.0081336i,0.0018682+0.0066003i,0.0077402+0.0050172i,0.0086297+0.003534i,0.0082435+0.0037753i,0.0084355+0.0052715i
-0.029156+0.025334i,-0.055362+0.046325i,-0.085718+0.065273i,-0.092379+0.071488i,-0.018856+0.034467i,0.11193-0.047534i,0.15759-0.12042i,0.083531-0.11477i,0.014666-0.053484i,-0.0043202-0.02087i,-0.017281-0.012255i,-0.024837+0.0040689i,-0.017924+0.016287i,-0.0080916+0.018787i,-0.0031807+0.02047i,-0.0010577+0.022594i,0.0043562+0.023932i,0.014684+0.020217i,0.021452+0.0078024i,0.017198-0.0052724i,0.0056396-0.0087187i,-0.0043301-0.0042724i,-0.011848+0.00037174i
0.01454+0.037028i,0.045255+0.074175i,0.084735+0.09883i,0.11208+0.075833i,0.093491-0.019223i,0.0017622-0.13612i,-0.1046-0.14759i,-0.11375-0.05932i,-0.054024-0.0057299i,-0.025926-0.0019966i,-0.02128+0.010925i,-0.0076629+0.029432i,0.0087861+0.033363i,0.021165+0.022312i,0.024867+0.0067124i,0.019131+0.00012731i,0.013647+0.0022814i,0.008529+0.00045666i,0.00031804-0.0057696i,-0.0059724-0.0089436i,-0.0073664-0.0097983i,-0.0055237-0.011116i,-0.0012718-0.011801i
0.036372+0.0072408i,0.073738+0.0044422i,0.10955-0.0051085i,0.11438-0.01186i,0.043101+0.013396i,-0.065132+0.088966i,-0.088804+0.15418i,-0.027047+0.13331i,0.015238+0.069333i,0.020431+0.037332i,0.028135+0.025643i,0.035227+0.0085233i,0.028608-0.0057954i,0.01605-0.0098853i,0.01015-0.0092896i,0.011599-0.0098734i,0.0093222-0.016454i,-0.00021808-0.019917i,-0.0097859-0.012106i,-0.01095+0.001055i,-0.0035988+0.0087949i,0.003438+0.008646i,0.0062654+0.0091996i
0.0089199-0.035048i,-0.0048025-0.081983i,-0.053159-0.1424i,-0.11453-0.1712i,-0.11745-0.12129i,-0.022776-0.031238i,0.089859+0.0040398i,0.10469-0.020513i,0.049272-0.033363i,0.014104-0.019769i,0.0065455-0.014071i,0.0025314-0.01738i,-0.0038243-0.016321i,-0.013223-0.0097514i,-0.018077+0.00050336i,-0.01156+0.0046203i,-0.0020116+0.0017985i,0.0023878+0.00173i,0.002913+0.0072315i,0.0033688+0.011369i,0.0038774+0.011138i,0.0022055+0.0083385i,-0.0030389+0.0028532i
-0.012988-0.024343i,-0.039214-0.023811i,-0.069352+0.014997i,-0.06967+0.054474i,-0.022536+0.032986i,0.0076241-0.038543i,-0.020632-0.08634i,-0.046413-0.072548i,-0.039812-0.041837i,-0.029062-0.028284i,-0.028854-0.018363i,-0.02928-0.0065308i,-0.023382+0.0021618i,-0.013741+0.0053209i,-0.0088088+0.00094898i,-0.011473-0.0025368i,-0.012387+0.0012232i,-0.0088941+0.0065817i,-0.00036079+0.0061939i,0.0073957-0.0026295i,0.0055853-0.011111i,0.00045991-0.011584i,0.0015917-0.0088076i
-0.023449+0.027423i,-0.024557+0.095004i,0.010379+0.19713i,0.054461+0.27299i,0.038365+0.2655i,-0.032206+0.20605i,-0.081887+0.15476i,-0.072191+0.11678i,-0.031573+0.076697i,-0.0039228+0.044412i,0.0070434+0.030344i,0.011957+0.023088i,0.015759+0.013759i,0.02068+0.0032666i,0.020692-0.0056964i,0.011905-0.011706i,0.0016815-0.014032i,-0.00042628-0.01101i,0.0030346-0.0056189i,0.0050284-0.002589i,0.0059146-0.0027336i,0.0042807-0.0037017i,0.00039172-0.00012319i
-0.015281+0.025408i,0.0072146+0.033571i,0.072403-0.0063332i,0.12525-0.089843i,0.11349-0.13091i,0.098078-0.075984i,0.12427-0.00164i,0.11918+0.010274i,0.063521+0.0013119i,0.023844+0.0080849i,0.015485+0.0092322i,0.01463+0.0051971i,0.013357+0.002881i,0.0079016+0.0032951i,0.0010295+0.0097097i,-0.0020255+0.014405i,-0.00042392+0.011271i,0.0012908+0.0048361i,-0.00073044+0.0011877i,-0.0036032+0.0038054i,-0.0037792+0.0084692i,-0.00028691+0.0080683i,0.0020212+0.0016463i
0.035314+0.0055182i,0.070509-0.037353i,0.083862-0.13296i,0.067061-0.22534i,0.058578-0.23935i,0.056975-0.21256i,0.028016-0.18853i,-0.004964-0.13365i,-0.0089545-0.071357i,-0.0065537-0.042502i,-0.0138-0.031458i,-0.018059-0.02232i,-0.02292-0.014206i,-0.030799-0.0042484i,-0.032996+0.0071761i,-0.024216+0.017849i,-0.01304+0.020762i,-0.0076807+0.012967i,-0.0044558+0.001752i,-0.00042459-0.0059482i,0.0010967-0.0074409i,-0.001206-0.0036897i,-0.0013456-0.00053863i
0.024591+0.0084672i,0.0067629+0.018702i,-0.079578+0.045929i,-0.19743+0.10817i,-0.25801+0.16381i,-0.25841+0.16185i,-0.23438+0.13211i,-0.16771+0.10593i,-0.077963+0.069994i,-0.02761+0.035435i,-0.012379+0.023499i,-0.00631+0.016182i,-0.0061349+0.0057907i,-0.0040101-0.0023722i,0.0022916-0.0085123i,0.0097193-0.0096848i,0.014173-0.0059776i,0.01136-0.0027657i,0.0062602-0.0003851i,0.0048791+0.0008596i,0.0046185-0.0034275i,-0.00025992-0.0081489i,-0.008025-0.0043168i
-0.013053-0.027178i,-0.030318-0.012492i,-0.041375+0.066299i,-0.016059+0.14755i,0.021236+0.15621i,0.051465+0.16406i,0.094899+0.19274i,0.11686+0.15355i,0.075107+0.072127i,0.026972+0.034978i,0.013491+0.027583i,0.0096775+0.023596i,0.015359+0.023439i,0.028093+0.019175i,0.03369+0.011356i,0.030704+0.0012505i,0.022813-0.0070144i,0.013578-0.0035915i,0.0035005+0.0038117i,-0.0045153+0.0047222i,-0.0063909+0.0053427i,-0.0030614+0.0078984i,0.0024975+0.0057896i
-0.010546-0.015388i,0.010149-0.0033844i,0.091825+0.019641i,0.21665+0.011241i,0.30303-0.038809i,0.30688-0.11418i,0.25347-0.17233i,0.16298-0.16889i,0.072351-0.10636i,0.027051-0.050854i,0.0089121-0.029265i,0.0005083-0.011121i,0.00025286+0.0058308i,-0.0015774+0.013457i,-0.0072644+0.014514i,-0.013285+0.0073271i,-0.016625-0.003884i,-0.013771-0.011161i,-0.0063905-0.010431i,-0.00014331-0.0059204i,0.00015477-0.00065115i,-0.00034904+0.0055256i,0.0034934+0.0069396i
-0.029312+0.025911i,-0.03651+0.018336i,-0.040521-0.039153i,-0.080565-0.12261i,-0.15846-0.16902i,-0.21098-0.1705i,-0.22411-0.16449i,-0.20236-0.1139i,-0.12332-0.038236i,-0.05027-0.0048798i,-0.019868+0.0046704i,-0.00020673+0.0053971i,0.0034207-0.0099853i,-0.013046-0.019998i,-0.023472-0.016641i,-0.019692-0.006128i,-0.011816+0.0023176i,-0.006642+0.0029647i,-0.0018237+0.0037121i,0.0033908+0.0071778i,0.008168+0.0054382i,0.0094686-0.0028451i,0.0029868-0.0095025i
0.001048+0.016237i,0.010502+0.028928i,0.0098081+0.014772i,-0.031025-0.0085018i,-0.093923+0.015351i,-0.1507+0.11191i,-0.16371+0.22893i,-0.096408+0.23636i,-0.02793+0.13392i,-0.009294+0.056596i,-0.00028438+0.031984i,0.0069059+0.011544i,0.0053724-0.0039305i,0.009712-0.0088736i,0.015652-0.010206i,0.015033-0.0072857i,0.010641+0.002443i,0.0044354+0.012381i,-0.00020125+0.013361i,-3.461e-05+0.0077594i,0.0027327+0.00086349i,0.0024435-0.0032058i,-0.0024861-0.0022381i
0.045723+0.034445i,0.078534+0.076484i,0.082742+0.15483i,0.097051+0.24224i,0.14183+0.25881i,0.19666+0.20122i,0.23942+0.12564i,0.21476+0.059171i,0.1276+0.011821i,0.055396-0.0056347i,0.023596-0.012704i,0.0024642-0.013312i,-0.0036998+0.002123i,0.0073828+0.014621i,0.012827+0.013273i,0.0070883+0.00070914i,0.0023348-0.012754i,0.0049231-0.01357i,0.011826-0.0076204i,0.014963-0.0073601i,0.0079806-0.0099883i,-0.0031243-0.0082657i,-0.0048603-0.00067874i
0.0034031-0.018065i,-0.0096099-0.048396i,-0.010684-0.10647i,-0.013563-0.17315i,-0.025233-0.20174i,-0.011136-0.22067i,0.013325-0.24335i,0.0030943-0.2133i,-0.022902-0.12073i,-0.025473-0.045208i,-0.021683-0.017802i,-0.017418-0.0010337i,-0.0079899+0.0070692i,-0.0096113+0.0049141i,-0.020909+0.0073024i,-0.02652+0.012645i,-0.021332+0.012946i,-0.010261+0.0037322i,-0.002646-0.0055431i,-0.0018423-0.0059899i,-0.0022973-0.0031624i,0.00062071-0.0011578i,0.0055304-0.002383i
0.015618-0.057683i,0.029314-0.10684i,0.029249-0.13971i,0.020697-0.15129i,-0.0032707-0.13129i,-0.083011-0.037548i,-0.1648+0.056203i,-0.16242+0.077763i,-0.095229+0.055883i,-0.042242+0.031073i,-0.019169+0.02294i,0.0007195+0.016946i,0.0087697+0.00063366i,-0.0027002-0.01061i,-0.013861-0.0032513i,-0.011951+0.018195i,-0.0066034+0.03172i,-0.011317+0.024861i,-0.01775+0.010398i,-0.015789+0.0024491i,-0.007801+0.0030849i,-0.00094723+0.0046422i,-0.0027328+0.0028937i
-0.02302+0.033583i,-0.050866+0.11324i,-0.074948+0.21993i,-0.091095+0.30752i,-0.074712+0.33729i,-0.0098795+0.28895i,0.042695+0.22203i,0.059434+0.16656i,0.058049+0.10014i,0.04207+0.046483i,0.02372+0.021874i,0.0072257+0.0070122i,-0.006762+0.0015274i,-0.0016726+0.0068343i,0.02193+0.0084406i,0.045982-0.0016552i,0.052071-0.013975i,0.039264-0.013416i,0.022035-0.0032828i,0.010239+0.0042376i,0.0045306+0.0026857i,-0.00037823-0.0024345i,-0.0039992-0.0013519i
-0.049935+0.022687i,-0.061738+0.035349i,-0.028172+0.039612i,0.035994-0.00107i,0.075387-0.11211i,0.087039-0.19881i,0.10846-0.19123i,0.10559-0.13376i,0.059229-0.077555i,0.015197-0.039121i,-0.0050329-0.017776i,-0.014649-0.0023918i,-0.0121+0.011802i,0.00073107+0.016682i,0.010154+0.008773i,0.01022-0.0099289i,0.010885-0.025338i,0.011549-0.024426i,0.0091862-0.013278i,0.0066026-0.0050214i,0.0016549-0.0037645i,-0.0026665-0.0022408i,-0.00078251+0.00084103i
0.049266+0.0049574i,0.12163-0.018577i,0.22334-0.090988i,0.27132-0.18295i,0.19867-0.19202i,0.049938-0.12118i,-0.06617-0.0546i,-0.087274-0.031521i,-0.058655-0.028409i,-0.034349-0.018425i,-0.013579-0.0030108i,0.00775+0.0085088i,0.018162+0.010235i,0.0091076+0.0039395i,-0.018084-0.0045018i,-0.049863-0.0059i,-0.070749-0.0019643i,-0.067487+0.0013473i,-0.042852+0.0021366i,-0.017247+0.0010494i,-0.0016594+0.0021955i,0.005137+0.0045423i,0.0047753+0.0013975i
0.024156+0.056928i,0.011077+0.078283i,-0.096971+0.075408i,-0.25152+0.092203i,-0.31308+0.17015i,-0.24274+0.24925i,-0.12465+0.232i,-0.054435+0.14784i,-0.027277+0.080349i,-0.0073433+0.04755i,0.0060751+0.029162i,0.012409+0.013673i,0.011624+0.0022235i,0.0061198-0.0035127i,0.0040794+0.00040661i,0.0076885+0.013301i,0.0095312+0.025693i,0.0040749+0.026903i,-0.0015978+0.023405i,0.0010485+0.022044i,0.0087047+0.016552i,0.012536+0.0074214i,0.0087968+0.0016554i
-0.026195-0.041819i,-0.079583-0.052231i,-0.12707+0.0011014i,-0.12079+0.07209i,-0.052372+0.051167i,0.034802-0.043243i,0.071088-0.082458i,0.057892-0.045525i,0.03167-0.0012465i,0.013311+0.012158i,-0.00067426+0.00066223i,-0.015802-0.010631i,-0.016892-0.011587i,-0.001523-0.0086399i,0.015866+0.0010823i,0.035789+0.01364i,0.058925+0.016285i,0.067337+0.014151i,0.054478+0.0090325i,0.032308-0.0022398i,0.011299-0.011508i,-0.003205-0.012362i,-0.010783-0.0041846i
0.053181-0.032075i,0.12924-0.019288i,0.2397+0.058386i,0.36906+0.12417i,0.41487+0.073303i,0.28522-0.031238i,0.098055-0.05808i,0.012405-0.01884i,0.015329-0.0016727i,0.017449-0.010166i,0.0080927-0.0069547i,0.0051149+0.0047118i,0.0045158+0.0092246i,-0.00092655+0.0041918i,-0.013157-0.008901i,-0.029008-0.025935i,-0.039445-0.039415i,-0.032264-0.04198i,-0.012081-0.03563i,0.00041463-0.029827i,-0.0026669-0.024591i,-0.0094719-0.015576i,-0.0070307-0.0097046i
-0.047836+0.040902i,-0.051415+0.070017i,0.0075606+0.0071831i,0.046585-0.12734i,-0.027188-0.13425i,-0.098586+0.030577i,-0.04958+0.1464i,0.022735+0.10176i,0.030107+0.019754i,0.011666-0.0061827i,0.0046693+0.0028932i,0.01083+0.0096297i,0.0078257+0.0026869i,-0.011609-0.00079765i,-0.025386+0.0042732i,-0.02948+0.0075207i,-0.034884+0.0046865i,-0.042969-0.002176i,-0.043976-0.0042822i,-0.030193+0.0029785i,-0.0090403+0.011045i,0.0060975+0.013374i,0.011341+0.010976i
-0.05012-0.027202i,-0.089022-0.078298i,-0.14223-0.14877i,-0.21922-0.20887i,-0.25801-0.21204i,-0.19042-0.15291i,-0.073122-0.10335i,-0.011914-0.085538i,-0.020786-0.060742i,-0.033501-0.025619i,-0.025803-0.010297i,-0.015313-0.01279i,-0.0042793-0.01151i,0.0073032-0.0031619i,0.013896+0.012558i,0.024409+0.036548i,0.038304+0.057506i,0.038838+0.060856i,0.02375+0.04748i,0.0067842+0.033255i,0.00069646+0.024003i,0.0026111+0.015018i,-0.00010988+0.0089584i
0.062826+0.050851i,0.087716+0.1089i,0.024484+0.18577i,-0.066051+0.2598i,-0.042294+0.22436i,0.018864+0.047143i,-0.032633-0.088558i,-0.10798-0.063145i,-0.090803+0.0089873i,-0.042915+0.030395i,-0.021059+0.026183i,-0.018759+0.021572i,-0.017083+0.026222i,0.0011101+0.028586i,0.022382+0.011969i,0.032181-0.015495i,0.034725-0.035591i,0.034091-0.037119i,0.030429-0.02455i,0.021866-0.015517i,0.0066169-0.0158i,-0.00661-0.016344i,-0.0060579-0.01388i
-0.010226+0.041429i,-0.014406+0.071506i,0.031209+0.083225i,0.11676+0.091754i,0.13413+0.13524i,0.082403+0.19947i,0.051037+0.23142i,0.05151+0.1937i,0.047034+0.11746i,0.037499+0.060907i,0.028224+0.032987i,0.012686+0.021223i,-0.0060979+0.011451i,-0.021902+0.0014812i,-0.028532+0.0014749i,-0.028358-0.0072095i,-0.029916-0.033657i,-0.032555-0.048782i,-0.025366-0.038587i,-0.0050615-0.02133i,0.011319-0.013769i,0.011317-0.010966i,0.0062352-0.0060978i
0.037158-0.088456i,0.097061-0.16205i,0.17059-0.19488i,0.19067-0.19092i,0.11392-0.15811i,0.017183-0.052591i,0.038292+0.048066i,0.10473+0.035688i,0.087509-0.013898i,0.037001-0.021837i,0.015316-0.011793i,0.023345+0.0002246i,0.040745-0.00061425i,0.031432-0.013056i,-0.0012578-0.012237i,-0.031934+0.010782i,-0.049319+0.043507i,-0.048306+0.061722i,-0.035231+0.054338i,-0.019622+0.040071i,-0.0020222+0.031445i,0.009036+0.022589i,0.004213+0.014016i
