-0.0028165+4.6682e-05i,-0.0036127-0.00098215i,-0.0046922-0.0011209i,-0.0037538+0.00021169i,-0.0029176+0.00083891i,-0.0029698+0.0013284i,-0.0022298+0.0014312i,-5.8163e-05+0.0016194i,0.001183+0.0013545i,0.0017883+0.00035247i,0.0023042-0.00021193i,0.00085116-0.00030069i,-9.731e-05-0.00068237i,9.4585e-05-0.00010643i,-0.00032306-0.00011618i,-0.0010972-0.00031619i,-0.001852-9.0995e-05i,-0.0011157-0.00018291i,-4.8774e-05-0.00043929i,-5.2431e-05-9.2471e-05i,-0.0001865-0.00010962i,-0.00035904-0.00018854i,-8.7191e-05+8.8136e-05i
-0.0041355-0.0025513i,-0.0078031-0.010107i,-0.002191-0.023699i,0.0085975-0.020292i,0.0031695-0.0030995i,-0.0063604+0.0010261i,-0.0027812-0.0019762i,0.0011245-0.00087624i,0.0004663+0.00090291i,-0.0011693+0.0015366i,-0.001809+0.0012355i,-0.00075843-0.00049021i,0.001125-0.0021995i,0.0037862-8.4381e-05i,0.0049038+0.002083i,0.004322+0.00055179i,0.0033862+4.3727e-05i,0.003973+0.00064635i,0.0056693+3.3203e-05i,0.0074644+0.001509i,0.0086826+0.0042087i,0.0080927+0.0051191i,0.0052371+0.0046223i
0.0070173-0.0021896i,0.010863+0.0049423i,0.0057419+0.016697i,-0.0091773+0.015259i,-0.010047+0.0049975i,-0.0024347+0.0065039i,-0.0018264+0.0084339i,-0.0019024+0.0038342i,-0.0001924-4.2045e-05i,3.9075e-05-0.0025545i,-0.0003885-0.0023333i,-0.0010939+0.00078789i,-0.0032583+0.0034608i,-0.0059374+0.0026344i,-0.0070703+0.0012068i,-0.0052699+0.0013584i,-0.0042949+0.0015194i,-0.0058925+0.0001704i,-0.0072822-0.00072348i,-0.0082159-0.0022168i,-0.009101-0.0043536i,-0.0072882-0.0052922i,-0.0037128-0.0050447i
-0.006574+0.00042818i,-0.011451-0.0053602i,-0.0091998-0.015041i,0.0012779-0.013001i,0.00077298-0.0023781i,-0.0039764-0.002244i,-0.00054863-0.0035882i,0.0013445-0.0011476i,0.00069963+0.00014021i,0.0003667+0.0016743i,-0.00047515+0.0021023i,-0.0006663-0.00042321i,0.0013759-0.002728i,0.0049206-0.0026556i,0.0071736-0.002355i,0.0068581-0.0026624i,0.0064876-0.0020644i,0.0073094+2.9878e-05i,0.0080084+0.0010925i,0.0080071+0.0022402i,0.0074207+0.0049727i,0.0059072+0.0061353i,0.00376+0.0054271i
0.0029987-0.0029238i,0.0064346+0.0022936i,0.0025555+0.013378i,-0.0083923+0.015167i,-0.009218+0.0066188i,-0.0016935+0.006365i,-0.00036767+0.0077571i,-0.00060857+0.0041103i,0.00064451+0.00062298i,0.00051238-0.0013388i,-0.0011523-0.0010581i,-0.0018711+0.0017634i,-0.002578+0.0045829i,-0.0049735+0.0055328i,-0.0073043+0.0055224i,-0.0067715+0.0046008i,-0.004969+0.0023021i,-0.0051165+6.9109e-05i,-0.0061286-0.00091916i,-0.0062769-0.0022381i,-0.0059308-0.004337i,-0.0048458-0.0052489i,-0.0022442-0.0050659i
-0.0020656+0.00097417i,-0.0072754-0.003411i,-0.00688-0.012349i,0.00044562-0.011572i,2.6073e-05-0.0017165i,-0.0043153-0.00068053i,-0.0016613-0.0019693i,0.00020682-0.00045483i,-0.00011723+0.00046419i,-0.00044606+0.0016931i,-0.00094879+0.00089957i,-0.00087672-0.0015121i,0.00072073-0.0029577i,0.0045187-0.0033698i,0.0077243-0.0038221i,0.0075265-0.0031707i,0.006536-0.0003049i,0.0069387+0.0016115i,0.0065311+0.0011451i,0.0059272+0.0026098i,0.0054561+0.0049731i,0.0035387+0.005415i,0.0016002+0.0052128i
0.0039943-0.0016607i,0.0087581+0.0017107i,0.0081003+0.0092481i,-0.0021269+0.010162i,-0.0055909+0.0042451i,-0.0033437+0.0041095i,-0.0028198+0.0045163i,-0.0019717+0.0020473i,-0.0010809+0.00015967i,-0.00093505-0.0010182i,-0.0014212-0.0012844i,-0.0010733-3.7463e-05i,-0.0017575+0.0023631i,-0.0056248+0.0049448i,-0.0087646+0.006601i,-0.0073035+0.0052268i,-0.0060287+0.0017488i,-0.0071263+0.00018012i,-0.0072422+0.00055964i,-0.0065931-0.001417i,-0.006134-0.0044595i,-0.0041561-0.0054615i,-0.0007756-0.0042084i
-0.00073422-1.5639e-05i,-0.0047696-0.0022281i,-0.0060925-0.0078349i,-0.0014553-0.0080725i,-0.0013264-0.00086465i,-0.0038294+0.0013252i,-0.0011053-0.00011816i,0.001203+1.7245e-05i,0.0010504+0.00041436i,0.0013143+0.00037798i,0.0014493-0.00041904i,6.429e-05-0.0016265i,0.00045087-0.0024838i,0.0044364-0.0039811i,0.0083235-0.005264i,0.0075989-0.0042236i,0.0052382-0.0007885i,0.005043+0.0015343i,0.0049031+0.001046i,0.0048937+0.0026075i,0.0046785+0.0053788i,0.0030365+0.0057428i,0.0016004+0.0051669i
-0.0029914+0.00049012i,0.0014309+0.0018955i,0.0032026+0.007999i,-0.0019759+0.0098918i,-0.0030103+0.0055087i,-0.00021541+0.0049326i,-3.5065e-05+0.0047073i,-0.00026461+0.0015696i,-0.00055528-0.00015063i,-0.0008167-0.00064678i,-0.00029609-0.00040339i,0.0011267+0.0013775i,0.00027174+0.0032237i,-0.0037381+0.0043973i,-0.0069211+0.0052384i,-0.0061073+0.0037786i,-0.0037759+0.00071093i,-0.0045177-0.00063448i,-0.0054691-4.2879e-05i,-0.0040303-0.0018118i,-0.0022588-0.0051027i,-0.00039026-0.0046582i,0.00082478-0.0031909i
0.00074915-0.0015741i,-0.0035564-0.002659i,-0.005706-0.0078357i,-0.0037659-0.0076527i,-0.0043008-0.001431i,-0.0045483+0.00044704i,-0.0015474-0.00015849i,0.0015109+0.00038133i,0.0021813+0.00077863i,0.0014365+0.00026302i,0.00065905-2.3377e-05i,-0.0014868-0.0006456i,-0.001661-0.0024895i,0.0019071-0.0049317i,0.0056221-0.0057164i,0.0050019-0.0038898i,0.0028205-0.00058464i,0.002938+0.0018655i,0.0036656+0.00093819i,0.0035656+0.0017675i,0.0025519+0.0049713i,0.0010774+0.0052423i,-0.00026477+0.0041047i
0.013771-0.0013571i,0.01704-7.6274e-05i,0.018376-0.003608i,0.006971-0.0059098i,-0.0031095-0.0064i,-0.0051176-0.0013261i,-0.0026133+0.0023466i,-0.00010509+0.0016385i,0.00061027-0.00023528i,-0.00058407-0.0026443i,-0.0026202-0.0019737i,-0.0031071+0.00091206i,-0.0035231+0.0034083i,-0.0056879+0.0067387i,-0.0063387+0.0091693i,-0.0037339+0.0078394i,-0.0017645+0.0038654i,-0.0034407+0.0012016i,-0.0041533+0.00026813i,-0.0027563-0.0018729i,-0.0020134-0.0050871i,-0.00155-0.0053596i,-0.00072275-0.003952i
-0.005478-0.00028714i,-0.0085861-0.00066636i,-0.010786-0.00077676i,-0.006344+0.00047343i,-0.0029311+0.0043349i,-0.0025769+0.0039799i,0.00029946+0.0018388i,0.0018208+0.0010633i,0.0013448+0.00030758i,0.0018355-0.00059072i,0.0023218-0.0010878i,0.00079519-0.0013699i,-0.00061156-0.001569i,0.00063655-0.0034077i,0.0022533-0.0055464i,0.0017962-0.0041816i,0.00072501-0.0011507i,0.0012175+0.00041876i,0.001872-0.00031891i,0.0014716+0.0010515i,0.00029803+0.0047505i,-0.0008545+0.0052854i,-0.00058073+0.0037664i
-0.00065846-0.00058615i,0.0020071+7.6512e-05i,0.0024364+0.0037348i,-0.0018552+0.0056937i,-0.0032191+0.0042933i,-0.00064476+0.0038928i,9.3115e-05+0.0030401i,0.0001766+0.0011762i,-0.00059955+0.00047613i,-0.001951+0.0017562i,-0.0018376+0.0021667i,0.00044323+0.0012445i,0.0017456+0.0022142i,0.00040677+0.0045217i,-0.00071715+0.0059322i,0.00023447+0.004601i,0.00095874+0.0011599i,-0.00022186-9.6478e-05i,-0.0014193+0.00057235i,-0.0011184-0.00042022i,0.00026868-0.0026295i,0.0011845-0.0030515i,0.00094707-0.0027161i
-0.0052189-0.00023493i,-0.0074567+0.00072326i,-0.0094035+0.00069231i,-0.0058414+0.0010655i,-0.0029417+0.0036949i,-0.0025696+0.0038527i,-0.0012481+0.0019877i,-0.00097024+0.00090293i,-0.0004298+0.00063655i,0.00062518-5.6838e-05i,0.00070129-0.00081495i,0.00024603-0.00078025i,-0.00075247-0.0023811i,-0.00049819-0.0049596i,-0.00073479-0.0065683i,-0.0020423-0.0049394i,-0.0025293-0.0020971i,-0.0014954-0.00070409i,0.00041399-0.00069251i,0.00077087+0.00062764i,-0.00039056+0.0030516i,-0.00041689+0.0025963i,0.00032276+0.0018913i
0.0015741-0.0016779i,0.0026534-0.0010466i,0.0028841+0.0013986i,0.00013879+0.0041228i,-0.0014691+0.00448i,-0.00055214+0.0037773i,-0.00012006+0.0025076i,0.00075369+0.00092067i,0.00055348+0.00015325i,-0.00076976+0.00053438i,-0.0012481+0.001378i,0.00052602+0.0016773i,0.0027616+0.0022309i,0.0031631+0.0041498i,0.0030096+0.0055656i,0.004315+0.0042026i,0.0046231+0.0021739i,0.001928+0.0017683i,-0.00072472+0.0021843i,-0.0007235+0.00066134i,0.00057838-0.0016147i,0.0011978-0.0025435i,0.00063826-0.003023i
-0.004417+0.0003628i,-0.0064315+0.0012246i,-0.0077685+0.0020621i,-0.0053316+0.002061i,-0.0037551+0.0032766i,-0.0036482+0.0031088i,-0.0019934+0.0015716i,-0.00054779-0.00030991i,0.00053568-0.00081373i,0.002068-0.00073109i,0.0021667-0.00073187i,5.0219e-05-0.00052171i,-0.002694-0.0011184i,-0.0041669-0.0030944i,-0.004337-0.004177i,-0.0044284-0.0028796i,-0.0036304-0.0012143i,-0.0013777-0.0013757i,0.00055563-0.0017487i,0.00062626-0.00064956i,-0.00076512+0.00073897i,-0.0006742+0.001581i,-0.00011901+0.0019636i
0.0028984-0.0042406i,0.0035063-0.0044181i,0.002048-0.0034447i,-0.0017411+0.00043308i,-0.0034991+0.0023209i,-0.0026102+0.0031812i,-0.0014645+0.0034099i,-0.00058719+0.00272i,0.00011113+0.0025942i,-0.00077609+0.0025669i,-0.0017929+0.0023716i,-0.0005346+0.0019045i,0.0017137+0.001391i,0.0044375+0.0032307i,0.0063204+0.0058568i,0.0052194+0.0052152i,0.00288+0.002745i,0.00089654+0.0013902i,-0.00074071+0.0015626i,-0.001115+0.0013135i,0.00011559+1.3156e-05i,0.00083935-0.00036863i,0.0003629-0.00044979i
-0.0020781+0.0026688i,-0.0027932+0.0041714i,-0.0037755+0.0043337i,-0.0034169+0.003039i,-0.0028163+0.0028662i,-0.0027482+0.0025592i,-0.00075445+0.00084614i,0.00033866-5.8419e-05i,-0.00012624+0.0003895i,0.00010316-0.00031237i,1.5415e-05-0.0010014i,-0.0009703-0.00113i,-0.0024124-0.00076055i,-0.0043171-0.0017883i,-0.0057064-0.0035344i,-0.0052064-0.0027549i,-0.0035565-0.00092482i,-0.001001-0.00062419i,0.0014589-0.0017738i,0.0016213-0.0013292i,-0.00017269-0.00068709i,-0.0007205-0.00031772i,-0.00030683+0.0011417i
-0.00031535+8.3628e-05i,0.00050391-0.00053129i,0.0012684+0.00071019i,0.00053863+0.0026576i,-0.00067826+0.0030354i,0.00029797+0.0034758i,0.0011586+0.0030429i,0.00045266+0.0018154i,0.00051422+0.0016985i,0.00030304+0.0012299i,0.00014762+0.00074635i,0.00073767+0.00041458i,0.0023057+0.000821i,0.0053219+0.0029292i,0.0068364+0.0043625i,0.0055391+0.0032319i,0.0035886+0.0016621i,0.0013795+0.0017536i,-0.0004713+0.0024352i,-0.00095716+0.0027248i,-0.00013578+0.002216i,0.00071794+0.0011433i,0.0011288-0.00017242i
0.00048608+0.00033384i,-0.00012955+0.0010317i,-0.0023261-0.00065953i,-0.003672-0.0016783i,-0.0047647-0.00068375i,-0.0044962-0.00054895i,-0.0023956-0.00034057i,-0.00070817+0.00044409i,-0.00065076-0.00053125i,-0.0015081-0.0023865i,-0.0015165-0.002634i,-0.0014478-0.0017941i,-0.0024722-0.0011162i,-0.0047638-0.0016233i,-0.0064451-0.00164i,-0.0060775-0.00088294i,-0.0030241-0.00074648i,0.00046631-0.0011542i,0.0012568-0.0017831i,0.00099037-0.0018758i,0.00037561-0.0013264i,-6.6943e-05-0.0013414i,-0.00046232-0.00076111i
-0.0013288-0.0012782i,-0.0010102-0.0020354i,-0.0018912-3.6263e-05i,-0.0038345+0.002202i,-0.0048625+0.0029363i,-0.0038345+0.0034688i,-0.00171+0.0040509i,0.00015773+0.0022796i,0.00036387+0.00069358i,0.00012355+0.0015313i,0.0003202+0.0016407i,0.000429+0.0011985i,0.0012932+0.0013185i,0.0042445+0.0026563i,0.0067072+0.0034823i,0.0060073+0.0023035i,0.0030534+0.0013124i,0.00027591+0.0016575i,-0.0013671+0.001819i,-0.0022078+0.0016961i,-0.0013881+0.0023993i,6.7283e-05+0.0031286i,0.00037126+0.0018444i
0.0018301+0.0018931i,0.0013568+0.0029769i,0.00034994+0.0020956i,-0.00099326+0.00060253i,-0.0020423+0.0011351i,-0.0020162+0.0022912i,-0.00029409+0.0016768i,0.00051713+0.00067519i,-0.00053127+0.00046879i,-0.00034363-0.00066866i,-0.00028544-0.0011607i,-0.00056862-0.0009964i,-0.0013594-0.0011544i,-0.003311-0.0017828i,-0.0049049-0.0018975i,-0.00385-0.0002593i,-0.0010651+0.0014653i,0.00078361+0.00072366i,0.0015645-0.00056518i,0.0016696-0.00076738i,0.0014298-0.0017159i,0.0009274-0.0018743i,-0.00031602-0.0011173i
-0.0012304-0.0018837i,-0.00096075-0.0024094i,-0.00052121-0.0022406i,-0.0020639-0.00037252i,-0.0048438+0.00072482i,-0.004357+0.001574i,-0.0025287+0.0020074i,-0.0012694+0.0012062i,0.00057255+0.00013855i,0.002419-0.00011066i,0.002209+0.0001168i,0.00094772+3.7988e-05i,0.0012401+0.00032054i,0.0025495+0.00077707i,0.0044993+0.00048648i,0.0032909-0.00072141i,0.00052457-0.0012089i,-0.00051784+0.00057031i,-0.0016298+0.0017262i,-0.0018616+0.0015243i,-0.0012041+0.0015412i,-5.9564e-05+0.0016619i,0.0013777+0.0012987i
0.00036163+0.0027438i,0.00039129+0.0030243i,-0.00038406+0.0037858i,-0.00076372+0.0029539i,-0.0010612+0.0025322i,-0.001296+0.0017965i,-0.00046116+0.00038487i,7.7737e-05+3.4028e-05i,-0.00020857+0.00014153i,-0.00041922-0.00044698i,-0.00049188-0.001379i,-0.00095586-0.0010637i,-0.001706-0.0001038i,-0.0024378-0.00043206i,-0.0032327+0.0005648i,-0.0016268+0.002133i,0.0011122+0.0021526i,0.0021926+0.0015439i,0.0021348+0.00025546i,0.0017068-0.00071489i,0.00085578-0.0012904i,0.00041278-0.0022171i,0.00026512-0.0022666i
-0.0032899+0.00071466i,-0.0037139-0.00049081i,-0.0037242+1.9373e-07i,-0.0030152+0.0017796i,-0.0024812+0.0026526i,-0.0012642+0.0026233i,0.00038658+0.0011139i,0.00085488-0.00022882i,0.00091775-0.00063132i,0.0014839-0.00088825i,0.0017802-0.0012491i,0.00087221-0.00082633i,0.0005208-0.00050263i,0.0019722-0.00081935i,0.0025215-0.0018697i,0.0014626-0.0037736i,2.869e-05-0.0034388i,-0.0017943-0.00075025i,-0.0028693+0.0011812i,-0.0016114+0.0013095i,0.00036574+0.0019038i,0.0010683+0.0020989i,0.0013745+0.0021415i
-0.00093405-0.0032818i,-0.0014989-0.0025783i,-0.0028446-0.0016371i,-0.0040499-0.00041299i,-0.0040041+0.0021868i,-0.00341+0.0041952i,-0.0027964+0.0024674i,-0.0018671+0.001217i,-0.0021083+0.0015019i,-0.0024022+0.00089902i,-0.0019684+0.000566i,-0.0016071+0.0013129i,-0.00023071+0.0017208i,-7.233e-05+0.0013184i,-0.0013381+0.0022534i,-0.00075132+0.0036902i,0.0014533+0.003673i,0.0019709+0.0016537i,0.0017124-0.00026095i,0.0013289-0.0012537i,-0.00046702-0.00096021i,-0.0017802-0.00050853i,-0.0011821-0.0011711i
0.00036623+0.00085515i,-0.0003006+0.0012316i,-0.0010803+0.00062564i,-0.0026298+0.0005742i,-0.003771+0.00089103i,-0.0029093+0.00060947i,-0.00088307+0.00065353i,0.0010886+0.00065882i,0.0029082-0.00025564i,0.0027558-0.0017789i,0.0016244-0.0020833i,0.00041508-0.0013796i,-5.061e-05-0.001937i,0.00076284-0.0025621i,0.0010884-0.0039129i,0.00035049-0.005566i,-1.8286e-05-0.0046677i,-0.00080059-0.0024287i,-0.0013462-0.0012089i,-0.00086161-0.00046913i,0.0004846+0.0010642i,0.0010931+0.0024676i,0.0010112+0.0021653i
-0.0030493+0.00082205i,-0.0032299+0.001735i,-0.0025139+0.0030223i,-0.0016218+0.0026605i,-0.0015293+0.0022667i,-0.0017476+0.0020626i,-0.0019157+0.0011206i,-0.0012593+0.0006435i,-0.00050549+0.0015873i,-0.00083309+0.0017793i,-0.001376+0.0010552i,-0.00095466+0.000185i,-0.0001334-0.00012761i,-0.00041474+0.0016084i,-0.00065073+0.0045841i,0.00021064+0.0066418i,0.0011504+0.0059868i,0.0013672+0.003458i,0.00078028+0.0014145i,0.00062894+8.3696e-05i,0.0005951-0.001394i,0.00032657-0.0019998i,0.00033396-0.0016172i
-0.0012571+0.0020839i,-0.0011249+0.0019081i,-0.0013573+0.0025815i,-0.0011411+0.003474i,-0.0011795+0.0026706i,-0.0018075+0.0012062i,-0.0013659+1.8431e-05i,3.0335e-05-0.00066129i,0.001207-0.00058243i,0.00152-0.0011957i,0.0010685-0.0016774i,0.00095158-0.001533i,9.358e-05-0.0022043i,-0.00075709-0.0043618i,-7.5087e-05-0.006923i,-0.0003068-0.0072436i,-0.0011718-0.0049829i,-0.0014684-0.0030481i,-0.00098892-0.0021825i,-2.535e-06+0.00010568i,0.00060737+0.0019436i,0.0010031+0.0015756i,0.0013748+0.0010572i
0.00045491+0.00094543i,0.00072396+0.00059286i,0.0016384+0.00087747i,-0.00048697+0.0010713i,-0.0022998+0.001082i,-0.0036523+0.0019574i,-0.0031502+0.0018596i,-0.00027364+0.0012195i,0.0012678+0.0015075i,0.00075714+0.0017248i,-0.00067421+0.001052i,-0.0015296+0.00095084i,-0.0017745+0.0024033i,-0.0010894+0.0046985i,0.00069624+0.0069822i,0.0011606+0.0077854i,0.00038986+0.0060417i,0.00050125+0.0036565i,0.0012042+0.0010421i,0.00058085-0.00058736i,-0.00027056-0.00073456i,-0.00013455-0.00087846i,0.00027823-0.0013883i
0.0026727-4.6537e-06i,0.0013509+0.00024139i,0.00097312-0.0016305i,-0.00022483-0.0021952i,-0.0030571-0.0013175i,-0.0025103-9.6369e-05i,-0.0002865+0.00044706i,-0.0004396-6.8692e-05i,-0.001032-0.00099902i,-0.00068165-0.0017925i,-0.00072439-0.0018248i,-0.001511-0.00053021i,-0.00194-0.00086325i,-0.0015596-0.0034677i,-0.00098765-0.0056215i,-0.0003475-0.0058864i,-0.00041468-0.0038597i,-0.00062006-0.0014648i,-0.00051529+3.4846e-05i,0.00017156+0.0012952i,0.00044516+0.0017814i,0.00056475+0.0020302i,0.00071646+0.0016647i
-0.0019556+0.003444i,-0.0006914+0.0033139i,0.00033982+0.0030747i,-0.00060172+0.0022011i,-0.0018493+0.0015948i,-0.0024018+0.0018871i,-0.0017129+0.0018816i,0.00028325+0.0017146i,0.0013507+0.0020035i,0.0012684+0.0015511i,0.00071482+0.0014495i,-4.7639e-05+0.00084866i,-0.00063166+0.0011276i,-0.00022898+0.0032008i,0.00055667+0.0054645i,0.00075341+0.0053829i,0.00070517+0.0033965i,0.0007137+0.0016697i,0.00080194+0.0010126i,0.00032115+0.0003194i,-0.00024132-0.00056046i,-0.00068973-0.00022723i,-0.00029666+0.00035743i
-0.0020274-0.0036146i,-0.0022365-0.0026746i,-0.0043325-0.0017971i,-0.0057838+4.1137e-05i,-0.0057129+0.0023169i,-0.0041339+0.0035839i,-0.0016123+0.0031452i,0.00020487+0.0016414i,0.00056298-0.00024206i,-0.00018971-0.0018366i,-0.00056461-0.0023414i,-0.00057723-0.0013502i,-0.00021279-0.001086i,0.00027042-0.0025975i,0.00032606-0.004522i,0.00048163-0.0040104i,0.00051987-0.0015701i,0.00064025-0.00020948i,0.00059894+0.00024691i,7.7039e-05+2.2036e-05i,0.000306+0.00013199i,0.0015406+0.0010899i,0.0011681+0.00049399i
0.0013042-0.0011456i,0.00069457-0.0012225i,-0.0014291-0.0025328i,-0.0031169-0.0014887i,-0.0037806+0.0015983i,-0.0026299+0.0024539i,-0.0011864+0.0014189i,-0.00095678+0.0007522i,0.00028245-0.0002867i,0.0010891+0.00030416i,-7.7262e-05+0.0018721i,-0.0011773+0.0024528i,-0.00124+0.003182i,-0.00048383+0.0041249i,0.00060054+0.0047467i,0.00061299+0.0045188i,0.0001749+0.0027628i,0.00077885+0.00091365i,0.00048589+0.00065957i,-0.00025161+0.0012384i,0.00015162+0.0015097i,0.00016684+0.00093091i,-0.0004923+7.2286e-05i
0.00015894+0.00018003i,-0.00022443-0.00026314i,-0.00045137-0.0014644i,-0.00055666-0.00024369i,-0.0025345+0.0021099i,-0.0033788+0.002398i,-0.00088077+0.0012978i,0.00075202-0.00029332i,5.926e-05-0.00084443i,-0.00084132-0.00098831i,-0.0016887-0.001964i,-0.0010417-0.0015875i,0.001267-0.0012847i,0.0011696-0.0013842i,-0.00040562-0.0016277i,-0.00046275-0.0016474i,0.00012496-0.00034295i,0.00088084+0.00071902i,0.00080979+0.0012828i,0.00014474+0.0010553i,0.00036154+0.00098953i,0.00059192+0.0014073i,0.00057695+0.0012607i
0.0010779-0.00092165i,0.00081425-0.00077674i,0.00015445+0.00010288i,-0.0016382+0.00012134i,-0.0025233+0.0010532i,-0.002388+0.0023539i,-0.0014934+0.0022058i,-0.00080365+0.0017343i,-0.00013329+0.0015829i,0.0012459+0.0019694i,0.00057951+0.0016555i,-0.00061702+0.0012111i,-0.0012979+0.0013229i,-0.0015432+0.0018676i,-0.0010657+0.0024915i,0.00020262+0.0024335i,0.00054871+0.0010081i,-0.00060097-8.6141e-05i,-0.0008715-0.00012679i,-0.0012984+0.00055489i,-0.0014854+0.00073001i,-0.0015661-0.00012187i,-0.0011212-0.00045579i
-0.0030675+0.0018766i,-0.0023095+0.0010088i,-0.0014633+0.0020964i,-0.0018451+0.0032369i,-0.0021245+0.0033518i,-0.0019236+0.0026627i,-0.00051643+0.0012839i,0.0012873+0.00041047i,0.0017853+4.3316e-05i,0.0003404-0.0010958i,-0.00087789-0.0015314i,-0.00085231-0.00070435i,0.00067557-0.00095133i,0.0011993-0.0017069i,-0.00013263-0.001252i,-0.00078403-0.00029768i,-0.001099+0.0015026i,-0.0007604+0.0020651i,0.00042031+0.00090958i,0.0014181+6.354e-05i,0.0012155+0.00060141i,0.00039883+0.0017401i,0.00059359+0.0015131i
0.0015142-0.00030179i,0.0017688-0.00091509i,-0.00020715-0.00064972i,-0.001368-0.0002724i,-0.0026546+0.00046565i,-0.0035377+0.00087047i,-0.0023472+0.0014756i,-0.00030257+0.0014517i,0.0011376+0.00062917i,0.0015233+0.00062334i,0.0015757+0.0010531i,0.00017861+0.001379i,-0.0015859+0.00064881i,-0.0023794-0.00020406i,-0.0011394+0.00015221i,0.00081048+0.00050574i,0.0011082-0.00091235i,0.0010035-0.0016424i,0.00042899-0.00085375i,-0.0010526+0.0007331i,-0.0016936+0.0011445i,-0.0010665-0.00012817i,-0.00063917-0.0010448i
-0.00044248+0.0024684i,-0.0003455+0.0027934i,-0.00051718+0.0016161i,-0.00091276+0.0018688i,-0.0023115+0.0029893i,-0.0026534+0.0024721i,-0.00096235+0.0014196i,0.00041558+0.00063584i,0.00039287+0.00039256i,-0.00091893-0.00037676i,-0.0011811-0.0017286i,0.00010196-0.0016205i,0.00043353-0.00067758i,0.00017802-0.00039994i,-0.00038902+0.0007634i,-0.00098359+0.0019661i,-0.0010047+0.0022442i,-0.00049934+0.0021115i,-0.00025199+0.0010484i,0.0010115-0.00058188i,0.0017487-0.00062766i,0.00067957+0.0007283i,-0.00042297+0.0019402i
0.00027121-0.0037891i,-0.00049898-0.0036498i,-0.0027041-0.0037383i,-0.0044237-0.0017185i,-0.0046459+0.00068662i,-0.0036333+0.0019934i,-0.0011684+0.001684i,0.00046985+0.00046885i,0.000821+0.00037849i,0.0014944+0.00096027i,0.001757+0.0015394i,0.00061176+0.0015502i,-1.2401e-05+0.0011199i,0.0002454+0.00063722i,0.0005407-0.00061876i,0.0011588-0.0013791i,0.0012223-0.0018718i,0.00032072-0.0024147i,-0.00087069-0.0017238i,-0.0019664+9.5854e-05i,-0.0014729+0.0012824i,-0.00096183-0.00013015i,-0.00045326-0.0016374i
0.00079708+0.00085352i,0.0014036+0.00081237i,0.0010893+0.0012438i,-0.00085953+0.0015186i,-0.0033726+0.0024511i,-0.0032439+0.0031148i,-0.0013178+0.0025666i,-0.00030699+0.0017466i,-0.00068455+0.00030594i,-0.00073677-0.00094147i,-0.0010978-0.0010338i,-0.0012456-0.00064821i,0.00012763-3.3937e-05i,0.00033016+0.0014856i,-0.00094518+0.0021162i,-0.0011702+0.0025434i,-9.3931e-05+0.0036012i,0.00099051+0.0025545i,0.0021438+0.0011487i,0.0024955+0.00063188i,0.001651+0.0010606i,0.0011675+0.0025747i,0.00062239+0.0026443i
-0.001486+0.00080934i,-0.0016623-0.00021864i,-0.0031368+0.00152i,-0.002171+0.0020664i,-0.00083024+0.0025037i,-0.0012429+0.003387i,-9.9075e-05+0.0022944i,0.0010543+0.00034966i,0.0011398-0.00045031i,0.0014083-6.5849e-05i,0.0014874+0.00051605i,0.00018867+0.00057968i,-0.0010185-0.00015159i,-0.00076594-0.001147i,0.0001414-0.0021141i,0.0010948-0.0025184i,0.00077913-0.0020994i,-0.00059-0.0015815i,-0.0019129-0.0010099i,-0.0018004-0.00017054i,-0.00047483-0.00010012i,0.00065859-0.0010977i,0.00084274-0.0017357i
0.0001965-0.0013604i,-0.00024666+5.3058e-05i,-0.0021194+0.00076872i,-0.0029857+0.0016517i,-0.0034696+0.0030217i,-0.0023921+0.0032694i,-0.00057694+0.0018673i,-5.7904e-05+9.4661e-05i,-0.00042535-0.00038917i,-0.00058551+0.00015854i,-0.0010148+4.4244e-05i,-0.00012773-0.00027301i,0.00061934+0.00018985i,-0.00033723+0.00091815i,-0.0012179+0.0019081i,-0.0014538+0.0028882i,-0.00089427+0.0028652i,0.00015567+0.0023441i,0.0012473+0.002054i,0.0013492+0.0024499i,0.00062914+0.0030779i,-5.0253e-05+0.0031585i,0.00037333+0.0033282i
-0.0017042-0.0005532i,-0.0014936-7.0104e-05i,-0.0013905+0.0014591i,-0.0023337+0.0020798i,-0.0026182+0.0019011i,-0.0027945+0.0018727i,-0.0010173+0.00096447i,0.00096518+0.0004179i,0.00058606-0.000171i,-0.00018733-0.0010597i,-0.00028369-0.00075921i,-0.00023019+0.00038044i,-0.0010605+0.00024143i,-0.0011911-0.0011307i,-0.00048263-0.0020303i,0.00057273-0.002509i,0.001252-0.0024929i,0.00045026-0.002298i,-0.00093867-0.0020523i,-0.0011681-0.00087202i,-0.00047837-0.00070694i,0.0011836-0.0013559i,0.0017365-0.0015629i
