-0.0028165+4.6682e-05i,-0.0036127-0.00098215i,-0.0046922-0.0011209i,-0.0037538+0.00021169i,-0.0029176+0.00083891i,-0.0029698+0.0013284i,-0.0022298+0.0014312i,-5.8163e-05+0.0016194i,0.001183+0.0013545i,0.0017883+0.00035247i,0.0023042-0.00021193i,0.00085116-0.00030069i,-9.731e-05-0.00068237i,9.4585e-05-0.00010643i,-0.00032306-0.00011618i,-0.0010972-0.00031619i,-0.001852-9.0995e-05i,-0.0011157-0.00018291i,-4.8774e-05-0.00043929i,-5.2431e-05-9.2471e-05i,-0.0001865-0.00010962i,-0.00035904-0.00018854i,-8.7191e-05+8.8136e-05i
0.0022862-0.00091305i,0.0020895-0.0014474i,0.00020017-0.0015567i,-0.0023852-0.00086642i,-0.0038943+0.00025376i,-0.0023243+0.001558i,-0.0010209+0.0013583i,-0.00064195+0.00031705i,-9.7496e-05-0.00041193i,-0.00024785-0.00076613i,-0.00086272-0.00044739i,-0.0010218+0.00028836i,-0.00050474+0.0011905i,0.00011636+0.00094418i,-0.00042119-6.1434e-05i,-0.00047824+0.00078648i,0.00046674+0.0019058i,0.00043372+0.0017023i,0.00036788+0.00050301i,0.00076757-0.00058402i,0.00027201-0.00032554i,0.00033771+0.00033555i,0.0001986+0.00080858i
-0.00075911-0.001057i,-0.00072292-0.0011944i,-0.00027928-0.00095159i,-0.0010735-0.00053669i,-0.0029026-0.00058999i,-0.0033001-0.00072273i,-0.001981-0.0010296i,-0.0011193-0.00077168i,-0.00054218-0.00058617i,-0.00023561-0.00031428i,-0.00076435-0.00051615i,-0.0017702-0.00037272i,-0.0022999+0.00071609i,-0.002583+0.00049367i,-0.0018061+9.1077e-05i,-0.00037513+0.0002308i,6.5716e-05+0.00031503i,0.00016804+0.00034368i,0.00010885+0.00055726i,3.8273e-05+0.00035611i,0.00015173+8.125e-05i,7.5861e-06+0.00040455i,-0.00048886+0.00078668i
-9.8693e-06-0.0011316i,-0.00025631-0.00037255i,-0.00035006+0.00034624i,-0.0012346+0.0010167i,-0.0026373+0.00075771i,-0.0023432+0.00087706i,-0.0013804+0.00095992i,-0.00071447+0.0013648i,-0.00046807+0.0009268i,-0.00032739+6.6856e-05i,7.7879e-05+0.00011791i,-0.00021804-0.0003729i,-0.00026184-0.0012341i,0.00033641-0.0016798i,0.0008023-0.0012292i,0.0011814+0.00024833i,0.00082991+0.00031823i,0.00039766-0.00022602i,-0.00025129-0.00043264i,-0.00079464-0.00014213i,-0.00076555-0.00016635i,-0.00072122-0.00057414i,-7.4263e-05-0.00058995i
-0.0017995-0.00012966i,-0.0020095-0.00025i,-0.0026189-0.00026404i,-0.0024538+0.00036532i,-0.0019579+0.0011673i,-0.0018739+0.0016659i,-0.00052832+0.00098108i,0.0014678+0.00046926i,0.0016162+1.0381e-05i,0.001034-0.00080173i,0.00073092-0.00071356i,0.00067601-0.00047053i,0.0011647-0.00048313i,-2.7078e-05-0.00022271i,-0.0011013-0.0001356i,-0.00035911-3.6892e-05i,0.00017358-1.7885e-05i,-0.00021827+0.0001525i,-0.00070477+0.00014852i,-0.00068134-4.2555e-05i,0.00026604-0.00060881i,0.00089504-0.00030483i,0.00054265+0.00032577i
0.0012755-0.0020535i,0.00074849-0.0022822i,-0.00092509-0.0020275i,-0.0021478-0.0010045i,-0.0029016+0.00083735i,-0.0026851+0.0019897i,-0.0013908+0.0018982i,-0.00028934+0.00088517i,-2.1144e-05+3.3546e-06i,5.869e-05-0.00061529i,2.5116e-05-0.001147i,-0.0001-0.001221i,-0.00035286-0.00052128i,-0.00035282+0.00027449i,-0.00072042+0.00015058i,-0.000806+0.0003959i,-0.00030081+0.00061566i,-0.00026876+0.00017012i,-0.00017882+0.00072952i,0.00029002+0.00075835i,-7.1328e-05+0.0004123i,-3.7754e-05+0.00070005i,0.00081345+0.00010957i
-0.00060592+0.00037015i,-0.00055789+0.00015568i,-0.0016426-0.00014444i,-0.0025129+8.545e-05i,-0.0029011+0.00028836i,-0.0023781+0.00057856i,-0.00039453+0.0007327i,0.00043394+7.0603e-05i,-0.00027058+0.00028564i,-0.00040566+0.0011387i,-0.00023153+0.0010087i,-0.00013734+0.00038608i,-0.00014305+0.00016659i,-0.00030727+0.00069073i,-0.00033343+0.0010434i,0.0001781+0.001014i,0.00012558+0.0011353i,0.00028192+0.00048166i,0.00057291-0.00078195i,7.4887e-06-0.00044057i,-0.0003525+0.0002486i,-0.00016745+9.1207e-05i,0.00036856+0.00013113i
-0.0023184-0.0026558i,-0.0025923-0.001176i,-0.0026854+0.00029522i,-0.002339+0.0012716i,-0.0020512+0.0015487i,-0.0015885+0.0010023i,-0.0013819+0.00049186i,-0.00088746+0.00052932i,-0.0004856+0.00083553i,-0.00035637+0.00046166i,-0.00022342+0.00040699i,-0.0002425+0.00042495i,3.5902e-06-0.00016306i,0.00088368-0.00023586i,0.00089938+0.00010777i,0.001019-0.00013663i,0.0011944-0.00041731i,0.00054337-6.6474e-05i,-0.00024289+0.00021285i,-0.00039839+0.00018534i,0.00018127+0.00021917i,0.00018841+0.00061115i,-0.00028008+0.00066876i
0.00017115+0.001649i,0.00086861+0.00028084i,-4.9504e-05+0.00066422i,-0.0012298+0.000926i,-0.0014929+0.001431i,-0.0013196+0.0016027i,-0.00028635+0.0015759i,0.00016788+0.00096647i,0.00025786-0.00033447i,0.00067492-0.00037212i,0.00085734-0.00041495i,-0.00050086-0.00061756i,-0.00084876-4.0109e-05i,-0.00028813-0.00015471i,-7.163e-05-0.00037623i,-7.8113e-05-0.00070561i,-0.000296-0.00085987i,-0.00022778-0.00062856i,-0.00044208+6.3353e-05i,-0.00044259+0.00027531i,0.00026659-0.00059296i,0.0013138-0.00066358i,0.00090844-0.00034839i
-0.0011898-0.0014887i,-0.0011682-0.00181i,-0.0011951-0.001484i,-0.00097732-1.8317e-05i,-0.002691+0.00077647i,-0.0033999+1.4537e-05i,-0.0022144-0.0006244i,-0.0010954-0.00038132i,-0.00055578-0.00028359i,-4.5858e-05-0.00010082i,0.00022999+0.00047926i,0.00050992+0.00038155i,0.00046158+0.00041109i,-0.00012342+0.00052609i,6.2251e-05+0.00040699i,0.00055901+0.00038408i,0.00059827-0.00020928i,0.00046477-0.00077154i,0.00031281-0.00046975i,0.00019966+0.00012128i,-0.00031119+0.00030048i,-7.3201e-05+0.00028254i,0.00071677+0.00015538i
0.0019239+0.0002021i,0.0011829-0.00049036i,-0.0002661+6.3025e-05i,-0.0017764+0.00050553i,-0.0034568+0.00015356i,-0.0031328+0.0011303i,-0.001356+0.0017163i,-0.00014793+0.00083962i,0.00014904-0.00018795i,0.0006187-0.0007129i,0.0003265-0.00054459i,-0.00068131+0.000105i,-0.0010887+0.0002999i,-0.00021152-0.00011614i,0.00023135-0.00069019i,-0.00015177-0.00092546i,-0.0003872-0.00080486i,-0.00039878-0.00011904i,-0.00013681+0.00012291i,0.00033198+8.7756e-06i,0.00035633+1.6827e-05i,-0.00023547+0.00029231i,-0.00056089-1.6596e-05i
-0.001261+0.0017454i,-0.00021718+0.0020477i,0.0004664+0.001465i,-0.00032113-0.0004181i,-0.0013472-0.00078238i,-0.0014366+0.00031658i,-0.00081381+0.00047466i,0.00031959-0.00010015i,0.00079542+0.00011351i,0.00074038-0.00019481i,0.00070352-0.00058757i,0.00033532-0.00065853i,-0.00020405-0.00086465i,0.00026816-0.00067673i,0.00037061-9.9587e-05i,2.8177e-05-0.00013455i,0.00017377-2.3236e-05i,-0.00034148+7.7311e-05i,-0.0004853-7.9121e-05i,0.00013015-0.00039328i,0.00060312-6.9605e-05i,0.00022161+0.00067245i,-3.4643e-05+0.00064174i
-0.00027446-0.0014267i,-0.00077905-0.0010434i,-0.002713-0.0011447i,-0.0033513-0.00059019i,-0.0025328+0.00025574i,-0.0019637+0.00046577i,-0.0010343+0.00084028i,-0.00028228+0.0014685i,-0.00057175+0.0010314i,-0.00081275+0.00049016i,-0.00060173+0.00061953i,-0.00055341+0.00025481i,-0.00030527-0.00067953i,-0.00029993-0.0013772i,-9.4571e-05-0.00095578i,0.00020019+0.00052632i,8.2948e-05+0.00089742i,-0.00043875-0.0001031i,-0.0010591-0.00037065i,-0.0016498+0.00014061i,-0.0017686+0.00055565i,-0.0012755+0.00021104i,-0.0004867+0.00048932i
0.0009822-0.00015692i,-0.00018403-0.00096247i,-0.0011886-0.001946i,-0.0016719-0.00097743i,-0.0027712+0.00030799i,-0.0023602+0.00038543i,-0.00076857+0.00067974i,0.00025918+0.00046083i,1.1404e-05+2.2453e-05i,-0.00032722-0.00017251i,-0.0001384-0.00043874i,-0.00038924-0.00053025i,-0.00089776-2.9915e-06i,-0.00080697+0.0011265i,-0.00043993+0.00071124i,-0.00045897-0.00085111i,-0.00052646-0.00080575i,-0.00039371-4.638e-05i,-0.00046538+0.00018541i,-0.00063394+0.00041385i,-0.00048075+4.4247e-05i,-0.00014401-0.0003141i,-0.00070578+0.00051138i
0.0024001-0.002361i,0.0020116-0.0024538i,0.0020045-0.0026824i,-1.1448e-06-0.002574i,-0.0026996-0.0020078i,-0.0037559-0.00020546i,-0.0020488+0.0010019i,-3.6242e-05+0.00041422i,4.5426e-06-0.00066588i,-0.00035071-0.00079834i,-0.0004753-0.00081004i,-0.00022453-6.9863e-05i,-0.0003361+0.00065118i,-0.00068916+0.00048577i,-0.00061186-1.9755e-05i,-5.8174e-05-0.00043979i,0.00035062-0.0003272i,-3.7424e-05+0.00011031i,-6.86e-05+0.00050231i,0.00015698+0.00031071i,9.6609e-05-0.00050645i,-0.00014759-0.00031613i,-0.00016508+3.8799e-06i
0.0028649-0.0012248i,0.001019-0.001827i,-0.0013139-0.002747i,-0.0018773-0.0014777i,-0.0027172+0.0012987i,-0.0036009+0.0023804i,-0.0024232+0.0021386i,-0.00054807+0.0014483i,-4.7524e-05-5.1354e-05i,-0.00054019-0.0009878i,-0.00085938-0.00038306i,-0.00081682+3.604e-06i,-0.00061607+3.209e-05i,-0.00019985+7.6439e-05i,0.00042236-0.00013825i,0.0016161+0.0001817i,0.0018338+0.00089211i,0.00065938+0.00072842i,-0.00031128+0.00017438i,-0.00017027-0.00033357i,0.00063264-0.00074873i,0.00055836-0.00044013i,0.0003636-0.00029893i
-0.00080913+0.0025086i,-0.00052403+0.0017662i,-4.5197e-05+0.0010307i,7.5857e-05+0.00090888i,-0.0008583+0.00073471i,-0.0010449+0.00054106i,-0.00023041-0.00014489i,0.00085016-0.00022672i,0.00067171+0.00039083i,-0.00067411-0.00015651i,-0.00075037-0.00069956i,-0.00015671-0.00064114i,0.00022542-0.00064729i,8.1896e-05-0.00022506i,0.00030155+0.00037026i,0.00071743-4.7191e-05i,0.00096849-0.001277i,0.00064617-0.001392i,-2.8835e-05-0.0006205i,-5.4299e-05-0.00013253i,9.1803e-05-6.1696e-05i,-0.00050386+0.00032879i,-0.00066919+0.00063077i
-0.00092399-0.0018616i,-0.001048-0.00043848i,-0.0018155+2.3419e-06i,-0.0022998-0.00074932i,-0.0026911-0.00018868i,-0.0027684+0.00028926i,-0.0012737-0.00024824i,-0.00024594+0.0006541i,-0.00031163+0.0013191i,0.00016867+0.00011734i,0.00084881-0.00021349i,0.00047993+0.00065212i,0.00028496+0.0008634i,0.00024001+0.00058798i,0.00046353+0.00068141i,0.00076685+0.00073535i,0.00044288+0.00023746i,-6.5158e-05-9.6577e-05i,0.00024361+1.9062e-05i,0.00055039+1.4068e-05i,0.00010633+0.00014023i,-0.00030908+0.00015718i,0.00034384-0.00042228i
-0.0012736-0.0005402i,-0.00037323-0.00061998i,-0.00073629+0.00030289i,-0.001354+0.00096947i,-0.0022712+0.00072898i,-0.0023405+0.00069897i,-0.0014993+0.00068514i,-0.00032739+0.00086663i,5.655e-05+0.001516i,4.9388e-05+0.0014499i,-0.0002509+0.00061668i,-0.0007487-4.5731e-05i,-0.00043917+0.00023956i,-0.00017495+0.00040212i,-0.00021895+0.00078533i,-0.00021777+0.00063817i,9.7123e-05+0.00070342i,0.0003788+0.00063802i,0.00048373+0.00010388i,0.00016909+0.00017501i,-0.00044022-0.00010886i,-0.00011646-2.7813e-06i,0.00035266+0.00069643i
-0.00050026-0.0019391i,-0.0013124-0.0018876i,-0.0022142-0.0007186i,-0.0023814-4.2131e-05i,-0.0028561+0.00051596i,-0.0024078+0.0015215i,-0.00026256+0.0016694i,0.00081623+0.00093223i,0.00033695-0.00047006i,0.00018636-0.00064769i,-1.7142e-05+0.00016683i,6.6986e-05-0.00017729i,0.00055713-0.00070638i,0.00021111-0.00037979i,0.00028005-0.00093465i,0.000557-0.00073007i,1.3741e-05+0.00044349i,-0.00031601+0.00040308i,-0.00044809+7.9882e-05i,6.0922e-05+0.00044656i,7.0868e-05+0.00068177i,-0.00055411+0.00065635i,-0.00043647+0.00055672i
0.001165+0.00044154i,0.0019724+0.00025911i,0.0015702-0.0010021i,-0.00030507-0.00095458i,-0.0019253-0.00028929i,-0.0020455+0.00029122i,-0.0013994+0.0010592i,-0.00077072+0.00085185i,0.00021903+1.413e-08i,0.00033012-0.00091666i,-0.00035258-0.0013065i,-0.00066994-0.0010464i,-0.00026555-0.00056247i,0.00024774-3.1832e-05i,0.00045553-9.0452e-05i,0.00074389+0.00027042i,0.00086325+0.00069683i,0.00098334+0.00011623i,0.00052303+0.00015588i,-0.0001987+0.00017031i,-0.0003861-0.000116i,0.00016565+0.00055016i,3.1699e-05+0.0011327i
-0.0012629+0.00036581i,-0.0018352-0.00010841i,-0.0028201-0.00043158i,-0.0027067-0.00015767i,-0.002293+0.00039973i,-0.0022506+0.00063301i,-0.001482+0.0012937i,0.00020456+0.0017378i,0.0011056+0.00076874i,0.00088199+1.464e-05i,-0.0001488+0.00023962i,-0.00086399+0.00042705i,-0.00063675+0.0004072i,-0.00081713+0.00029216i,-0.00069053+9.3472e-05i,-0.00069917+0.00025223i,-1.1143e-05+0.00077063i,0.00045553+0.0010263i,1.1151e-05+0.00044231i,-0.00069936-7.2778e-05i,-0.00053799-0.00017869i,4.9331e-05+0.00012854i,0.00046226+0.00063749i
0.0014142+0.00029867i,-0.00049591-0.00020426i,-0.0018698-0.0012019i,-0.0020455-0.0012371i,-0.0022215-0.0011453i,-0.0018464-0.00049733i,-0.00090206+0.00023874i,-0.00034996-3.0179e-05i,-0.00011454+0.0002033i,-0.00014673+0.00039963i,1.4897e-05+0.00035741i,0.00026212+0.00044783i,-0.0002412+0.0005644i,-0.0009927+0.00045925i,-0.00096057+0.00025357i,-0.00041413+0.00022315i,-0.00013338+0.00038228i,4.2906e-06+0.00076515i,-0.00016648+0.00051853i,-0.00044974+0.00059382i,9.448e-05+0.00065584i,0.00049135+0.00017586i,3.0031e-05-0.00045462i
-0.0018519-0.0017645i,-0.0023316-0.0019362i,-0.0025463-0.001287i,-0.002666-0.00023844i,-0.002988+0.00010223i,-0.0029806+0.00045532i,-0.0015275+0.0016621i,-0.00023704+0.0020879i,0.00050032+0.0009429i,0.00017185-5.3524e-05i,-7.8715e-05-0.00036529i,0.00032667-0.0001444i,0.00036231+0.00028869i,9.7758e-05+0.00026516i,-8.0163e-05+7.7055e-05i,0.00020877-9.8553e-05i,0.00083737+9.9049e-05i,0.0006959+0.00054372i,0.00073908+0.00029902i,0.00090296+0.00019927i,0.00031299+0.00099628i,-5.695e-05+0.00029647i,0.00036044-0.00099576i
-0.00089939-0.00021696i,-0.0015349-0.00066666i,-0.0018905-0.00055217i,-0.0019578-0.00015529i,-0.0026013+0.00080818i,-0.0026223+0.0014372i,-0.0020962+0.00098114i,-0.0012708+0.00056523i,-0.00095074+0.00050708i,-0.0010781-5.0293e-05i,-0.00093116-0.00047797i,-0.00028483-0.00021985i,0.00030887-0.00027801i,0.00014057-0.0011048i,-0.00045582-0.0011996i,-0.00060413-0.00047116i,0.00041954+9.6076e-05i,7.0481e-05+0.00019187i,-0.00069749-0.00027303i,-0.00037594-0.000456i,-0.00030097-0.00037233i,-0.00021294+0.00029688i,1.5951e-05+0.0012749i
-0.00088187-0.00014837i,-0.0015128+0.00052148i,-0.0021921-3.8937e-05i,-0.0025866-0.00050711i,-0.0021133-0.00023222i,-0.0020575+0.00039595i,-0.0016303-4.4604e-05i,-0.00022077-0.00050204i,0.00042843-0.00070697i,-6.202e-06-0.00092765i,-0.00041307-0.00035625i,-9.8783e-05+0.00069059i,-0.00019666+0.0009868i,-0.00061218+0.00018611i,-0.00023511-0.00035231i,0.00034258-0.00010057i,-0.00029047+0.00092624i,-0.0006404+0.00094697i,-0.00033481-5.0325e-05i,-0.001003+0.00013297i,-0.00085334+7.8183e-05i,-9.445e-05-0.00027043i,5.6215e-05-0.0002786i
-0.00010069-0.003361i,0.00026582-0.0025327i,-0.00047505-0.0014989i,-0.001884-0.00097694i,-0.0026046-6.4768e-05i,-0.0015641+0.00012104i,1.5138e-05+0.00031439i,0.00023171+0.0010202i,-0.00046483+0.0012823i,-0.00064199+0.00033398i,-7.5842e-05-0.00052889i,0.00046118-7.4709e-05i,0.00049414+0.00068173i,0.00024674+0.00078177i,0.00036535+0.00029193i,0.0007919-6.8044e-05i,0.0014597+9.3354e-05i,0.0013431+0.00027166i,0.00063203+0.00028278i,0.00066359+0.00047251i,0.0010265+0.00048778i,0.0012606+0.00063914i,0.00060962+0.00086851i
0.00082177-0.00025456i,0.00028325-0.0010012i,-0.00087485-0.00012956i,-0.0017265+0.00059298i,-0.002563+0.00045255i,-0.0025948+0.00076086i,-0.0020818+0.0012451i,-0.00079434+0.00081454i,-8.2243e-05+0.00021842i,6.8521e-05+4.3035e-05i,0.00044838+1.1524e-05i,1.0113e-05-0.00010717i,-0.000522-6.5928e-05i,0.00023107+0.00015329i,0.0001482-7.6009e-05i,-0.00048829-0.00069672i,-0.00060112-0.00040165i,-0.00025904+0.00036453i,-0.00054835+0.00013574i,-0.0013795+0.00012827i,-0.0012593+0.00023136i,-0.00037426+0.00030456i,-0.00037383+0.00033153i
-0.00063918-0.0016763i,-0.00083773-0.002421i,-0.0015406-0.0025682i,-0.0020847-0.0013061i,-0.0024968+0.00015204i,-0.0019811+0.0013256i,-0.00097942+0.0019046i,0.00043239+0.0014967i,0.00079477+0.001226i,0.00039087+0.00085493i,0.00074555-5.6766e-05i,0.00084862-0.00029008i,0.00046394+0.00029136i,0.00047002-0.00016043i,0.00033295-0.00064081i,0.00018155-0.00014202i,0.00029576-0.00038847i,0.00022128-0.00039523i,-0.00020076+0.00012855i,0.00042934+0.00062573i,0.00061943+0.00098165i,-6.3234e-06+0.00085609i,-0.00031759+0.00096203i
0.0023884+0.0012349i,0.0015133+0.00088873i,-8.0131e-05+0.00031897i,-0.0017465+0.00026029i,-0.0026506-0.00045692i,-0.0023496-0.00044725i,-0.0021491+0.00051265i,-0.0011953+0.0004352i,-0.00043836-0.00063709i,-2.6521e-06-0.00087821i,4.5882e-05-0.00013107i,-0.00048134+0.00017908i,-0.0001627-0.00040326i,0.00059386-0.00020785i,0.00046047+0.00057867i,-0.00018988+0.00089103i,-0.00010653+0.00072538i,-0.00027785+0.0010625i,-0.00045669+0.00048919i,-0.00012578+0.00021439i,0.00016558+0.00064942i,0.00020414+0.0010567i,8.7372e-05+0.00039341i
-0.0011347+0.00042798i,-0.0012234+0.00014384i,-0.00062205+6.939e-05i,-0.0008884+0.00020139i,-0.0015593-0.00018105i,-0.002098-0.00045922i,-0.001519+0.0001637i,-0.0001833+0.00055869i,-7.4784e-05+0.00025245i,-0.00010541+0.00020088i,4.3092e-05-0.00023367i,-0.0001467-0.00020212i,-0.00039539+0.0007672i,-0.00032316+0.00066606i,-1.0171e-05+0.00032967i,-8.9377e-05+0.00065083i,-0.00032062+0.0014153i,-6.9707e-05+0.00099767i,0.00010152+0.00014232i,0.00031614-9.4009e-05i,0.00079134-0.00034414i,0.00042036-0.00017052i,3.4217e-05+0.00033052i
-0.00041598-0.00056321i,-0.00043017-0.00030105i,-0.0022926-0.00082826i,-0.0030626-0.00091477i,-0.0031688+8.9813e-05i,-0.0020813+0.00053958i,-0.00021757+0.00022449i,0.00055006+0.00031321i,0.00012498+0.00017264i,-0.00010414-0.00048457i,-0.00011723-0.00075077i,0.00035939-0.00016238i,9.8779e-05+0.0005173i,-0.00029691+0.00038521i,0.00042691+0.00037439i,0.0010859+0.00062262i,0.0012422+0.00075538i,0.00028306+0.00063495i,-0.00082186+0.00017939i,-0.0011769+0.00019697i,-0.00078738+1.2349e-05i,0.00038874-0.00034285i,0.00093244-0.00027449i
-0.0010048-0.0020701i,-0.0011673-0.00092563i,-0.0019292-8.8039e-05i,-0.0027107-0.00035057i,-0.0032378+0.00011827i,-0.0027307-1.6579e-05i,-0.00099355-0.0002223i,0.00031721+9.6037e-05i,-0.00018131+0.00010853i,-0.00084164+0.00046842i,-0.00040372+0.00035002i,0.00052747-5.0033e-05i,0.00044274+0.00012974i,2.2732e-05-0.00034184i,0.00026322-0.00057445i,-0.00030787+0.00050307i,-0.0005919+0.0013857i,8.4035e-05+0.00062867i,0.00026506+0.00032825i,0.00014712-5.3386e-06i,0.00015455-0.00031805i,0.00038336+2.9509e-05i,0.00011057+0.00046957i
0.0012873-0.0022782i,0.0014529-0.0026394i,0.00045264-0.0020346i,-0.0014428-0.0011696i,-0.0034869-0.00021542i,-0.0028532+0.0005071i,-0.0010023+0.00092878i,-0.00059629+0.00074018i,-0.0008852-0.00025948i,-0.0010803-0.00061451i,-0.0012415-0.00051867i,-0.00052057-0.0003832i,9.0473e-05-5.3443e-05i,0.00032981-4.0517e-05i,0.000282-0.00058841i,0.00035636-0.00032293i,0.00062716-0.00036159i,-2.1092e-05-0.0011433i,-0.00038166-0.00094422i,0.00045462-7.9172e-05i,0.00054766-0.00037652i,-0.00016908-0.00012265i,-0.0010554+0.00044075i
-0.00042228+0.0017187i,-0.00064268+0.0022576i,-6.5428e-05+0.0022156i,-0.00029999+0.0010241i,-0.001264-0.00040385i,-0.0020362-0.00050719i,-0.001248+0.00024558i,-0.00055615+0.00058346i,-0.00050986+0.0004205i,0.00034256+0.00024789i,0.00063539-0.00060408i,-5.6828e-05-0.0010151i,9.671e-05-0.0001665i,5.746e-06-5.5002e-05i,-0.0010148-0.00055815i,-0.00098169-0.00098036i,-9.7534e-05-0.00038478i,1.2824e-05+0.00037092i,2.4354e-05+0.00054831i,3.4652e-05+0.00021691i,0.00020327+0.00013552i,0.00033059+0.00074896i,-0.00053657+0.00033769i
-0.0031245-0.00069801i,-0.0023312+0.00039122i,-0.0018252+0.0017526i,-0.0016952+0.0021944i,-0.0018183+0.0012716i,-0.0013414+0.00021623i,-0.00045352+8.37e-05i,-0.00076+0.0002126i,-0.00086658-0.00011599i,0.00011833-0.00066072i,0.00055738-9.6726e-05i,0.00024046+0.00038231i,-2.7219e-06+0.00031331i,-5.2262e-05+0.00012151i,0.00080209+0.00021479i,0.0011782+9.6452e-05i,0.00037201-0.00092342i,-0.00044997-0.00083008i,0.00011522-0.00028342i,0.0010496+0.00018599i,0.0013723+0.00018251i,0.0013171+2.3667e-05i,0.00012423+0.00011483i
-0.00027833+0.0001761i,-0.00019679+0.00014026i,-0.00064623+8.133e-05i,-0.0021066+3.1922e-05i,-0.0024443+0.00015693i,-0.0017796+0.00074641i,-0.001203+0.00066735i,-0.00012899+0.00060847i,6.1032e-05-0.00028298i,-0.00029745-0.0011057i,-0.00042629-0.00090213i,-5.2662e-05-0.00022654i,0.00026041+0.00041547i,-0.00024934+0.00037152i,6.4604e-05-0.00027918i,0.00024529-0.00047968i,0.00044828+0.00011953i,0.0006091+0.001308i,7.996e-06+0.0016407i,-0.00038856+0.00063953i,-0.00061126+2.9842e-05i,-0.00039118+0.00044173i,-0.00022793+8.2825e-05i
0.00013789-0.0007099i,0.00028698-0.0011609i,0.00022336-0.0016112i,-0.0012213-0.0014242i,-0.0023452-0.00027364i,-0.0017919+0.00042994i,-0.0011229+0.00081372i,-0.00016417+0.0010189i,0.00074521+0.001087i,0.00045818+0.00021774i,-0.00069544-0.00064596i,-0.0013667-0.00050601i,-0.0011192-0.00014774i,-0.00059254+0.00017837i,-0.00035234+0.0011519i,-0.00031414+0.0010551i,-3.7002e-05+0.0001376i,0.0001605+0.00049895i,-9.9976e-05+0.00068988i,0.00018604-0.00010427i,0.00032565+2.6731e-05i,-0.00012658+0.00088707i,-0.00023897+0.00089838i
0.0015207-0.00017283i,0.001612+0.00039836i,0.000379+0.00087712i,-0.0016262+0.00046717i,-0.0026024-0.00073291i,-0.0019178-0.001086i,-0.00062276-7.7893e-05i,8.81e-05-3.81e-05i,6.8282e-05-0.00025727i,-0.00019041+0.00017343i,-6.4184e-05+0.00022658i,0.00017059+0.000105i,0.00030427+0.00023266i,0.00013421+0.00073855i,2.6243e-06+0.00066232i,0.00016177+0.00060435i,0.00026487+0.0011109i,0.00028474+0.0011685i,0.00019828+0.00025698i,-0.00012087-0.00016102i,-0.00012476+0.0002549i,-8.5032e-05+0.00080342i,0.00011835+0.00034707i
-0.0025108-0.00098928i,-0.0022354+0.0005681i,-0.0015129+0.0011777i,-0.0008814+0.0010535i,-0.0014636+0.00094642i,-0.001919+0.00099075i,-0.0014883+0.00079242i,-0.00073068+0.00034935i,-0.00013076-0.00023435i,0.00025689-0.00018847i,-3.9589e-05+9.9255e-05i,-0.00030565-0.00023627i,-0.00012282-0.00049118i,-0.00034262-0.0010015i,-0.00035769-0.00085776i,0.00012766-7.2934e-05i,0.00022745-0.00020229i,-2.3504e-06-0.00037838i,-0.00025817-8.4397e-05i,0.00015802-0.00044524i,0.00017358-0.00032193i,2.6629e-05+5.6901e-05i,0.00017908-0.00045338i
0.0028827-0.00025968i,0.0018323+8.0875e-05i,0.0014002+0.00038969i,-0.0003932-0.0010742i,-0.0020594-0.001704i,-0.0032761-0.00064146i,-0.0026955+0.00064801i,-0.0014684+0.00088132i,-0.00057399+0.00050794i,-0.00024009+0.00013945i,-0.00022149-0.00034006i,0.0003684-0.00047865i,0.00070771-0.00021249i,0.00053093-8.804e-05i,0.00026+0.00041768i,9.5686e-05+0.00068172i,-0.0001066+9.4964e-05i,0.00011353+0.00015331i,0.00027105-0.00020474i,0.00023247-0.0008003i,-4.2328e-05-5.2837e-05i,-0.00013259+0.00045178i,0.0004648+0.00030872i
0.0008309+0.0014178i,0.0002462+0.0010064i,-7.8494e-05-0.0005436i,-0.0012924-0.0011005i,-0.0022357-0.0002648i,-0.0021006+0.0010052i,-0.0012304+0.00086531i,-0.00037722+0.00050773i,-0.00063242+0.00098811i,-0.00075415+0.00049345i,-0.00063068-0.00092953i,-0.00018092-0.0010577i,-9.0885e-05-0.00017129i,0.0002035+0.00059222i,0.00074785+0.00098933i,0.00026777+0.00053469i,-8.6885e-05+4.2222e-05i,0.00029848+0.00057786i,-0.00015714+0.001142i,-0.00049409+0.00039821i,-0.00038305-0.00026483i,-0.00041767-0.00016293i,-0.00052722+0.00019173i
5.6232e-05-0.0030507i,-0.00099986-0.0029336i,-0.0020797-0.0028348i,-0.0030488-0.0013368i,-0.002724-7.1493e-05i,-0.0012592+0.00042911i,0.00014653+0.0011886i,0.0011015+0.0011469i,0.0012644-5.8489e-05i,0.000502-0.00096179i,-0.00049066-0.00026123i,-0.0011296+0.00047852i,-0.0011529-9.779e-05i,-0.00018008-0.00083875i,0.00074974-0.00018796i,0.00021636+0.00037206i,-0.00026026+0.00035459i,-0.00068685-0.00012678i,-0.0011768-0.00010019i,-0.00046959+0.0013162i,0.00055502+0.0008731i,0.0013118-0.0004469i,0.00072199+8.3974e-06i
