-0.0023237+0.0020711i,-0.00079769+0.00064334i,-0.00085291+2.6814e-05i,9.5922e-05+4.5707e-05i,0.00072816+0.0016143i,0.00073512+0.0018204i,0.00067962+0.00069589i,0.0013116+0.00012098i,0.0013102+0.0001276i,0.0003934-8.4757e-05i,3.2432e-05-0.00082883i,-0.00018205-0.0017259i,-0.0006855-0.0020021i,-0.00079879-0.0017976i,-0.00014881-0.00091086i,6.4917e-05-0.00017194i,0.00042858-7.7262e-06i,0.00037578-0.00012005i,0.00028055-0.00079306i,0.00026996-0.0010844i,0.00053698-0.00076415i,0.00058993-0.00034261i,0.00023027-4.4839e-05i
0.0004708-0.0016163i,-0.00040572+1.3228e-05i,-0.00071457+0.00040382i,-0.00070366+0.00038208i,-0.0013212+0.00033592i,-0.0013029+0.00049581i,-0.00048332+0.00046329i,-0.00036562+0.00048351i,-0.00059313+0.0006462i,-0.00012259+0.0008741i,-4.1913e-05+0.00081845i,-0.00018395+0.00031393i,0.00040274+0.00032388i,0.00064045+0.00024949i,9.3587e-05-4.5325e-05i,-0.00052666-1.0684e-05i,-0.00059001+0.00019269i,-0.00060041+0.00052526i,-0.00068297+0.00074586i,-0.00044599+0.00076256i,-0.0008754+0.0006943i,-0.00034748-4.7421e-05i,0.00067501-0.00049626i
-9.1134e-05-0.00030285i,-0.00033962-0.00018295i,9.8357e-06+0.00052047i,-0.00048924+0.00062813i,-0.00057579+0.00023329i,0.00074868-0.00033212i,0.0012793-0.00086161i,0.0010404-0.00069777i,-0.00019112-0.00020931i,-0.0013067+0.00033951i,-0.00091982+0.00018111i,3.3525e-05+4.5483e-05i,-0.00031941+0.00077147i,-0.00086513+0.00068288i,-0.00065535-0.00051285i,-0.0004942-0.00025287i,-0.00026212+0.00057375i,-0.00052959+0.0008934i,-0.00023181+0.00066427i,0.00064617+0.00035518i,0.00050176-0.00020404i,6.7055e-05-0.00038537i,0.00014672-0.00042489i
-0.0011065-0.00096215i,-0.0010178+0.0016072i,-0.0013661+0.0021821i,-0.0011855+0.0013598i,-0.00071079+0.001901i,-1.263e-05+0.0017102i,0.00022155+0.00083726i,-0.00020812+0.00071715i,-0.00088877+0.00054202i,-0.0009916+0.00088794i,-0.00070036+0.0017285i,0.00010361+0.0012618i,0.000861+0.00047662i,6.0684e-06-7.5628e-05i,-0.00033039-0.00032546i,-0.00062842-0.00030477i,-0.00041096-0.00012309i,0.0006062+0.00035216i,0.00021448+0.00085514i,-0.00034649+0.00073243i,-5.0087e-06+0.00036199i,0.0002034-0.00023598i,9.7967e-05-0.00023548i
-0.0010306+0.0022741i,-0.00026633+0.0020613i,0.00093226+0.0023337i,0.00068005+0.0015835i,0.0004899+0.0002077i,0.00080825-0.00070746i,0.00040867-0.00082546i,-4.408e-05-0.00032723i,-0.0002344+0.00049913i,-0.0003866+0.0006946i,-0.00060623+0.00016262i,-0.00022181-0.00043694i,0.00087297-6.5599e-05i,0.00087489+0.00025143i,-0.00051537+0.00037267i,-0.0012295+0.0005848i,-0.00082319+0.00052281i,-0.00058413+0.00018565i,-0.00069299-0.00072311i,-0.00048308-0.0010349i,-0.00026015+0.00034185i,0.00012004+0.0011084i,0.00019555+0.00033344i
-0.00037494+0.0012033i,0.00041658+0.0013504i,0.0010889+0.0011707i,0.0014708+0.0012378i,0.0008663+0.0007487i,4.011e-05+0.00081019i,-0.00035668+0.0011007i,-0.00014051+0.00021297i,-0.00047107-0.00045756i,-0.001243-0.00051395i,-0.0010436-0.00026646i,-0.00060113+0.00023914i,-0.00052978+7.5429e-05i,8.9837e-05+9.8293e-06i,0.00046246+0.00025118i,0.00032335-1.3211e-05i,0.00023163+0.00038942i,0.00017351+0.00034809i,3.779e-05-0.00020254i,-0.00038448+0.00016886i,-8.0875e-05+0.00022952i,0.00060008+0.00021667i,-5.7917e-05+0.00035486i
0.0012964+0.00028411i,0.0011238+0.00060498i,0.0014137+0.00055989i,0.0015222-1.3495e-05i,0.0013831-8.2462e-05i,0.00065978+9.0263e-06i,-0.00017785-0.00014155i,-0.00019408+0.00011969i,0.00055282+0.00071253i,0.00020998+0.00091545i,-0.000919+0.00029308i,-0.00067741-0.00049679i,0.00034543-0.00055395i,0.0001869+1.6899e-05i,-0.00032386+0.00084869i,-3.0505e-06+0.0010542i,-0.00018579+0.0003013i,-0.0001926-0.00062482i,0.00059266-0.00033449i,0.00053513+0.00048449i,-0.00020754+0.00021749i,-0.00067242-0.00043267i,-0.00031415-1.7753e-05i
-0.0020135+0.0016347i,-0.0014477+0.0022465i,-0.00039218+0.0029854i,0.00015434+0.0024035i,0.00039382+0.00087726i,0.00035728+0.00034815i,0.00073386+0.00077825i,0.00052461+0.00073998i,-0.00073957+5.0606e-05i,-0.001228-0.00066628i,-0.0010608-0.00013205i,-0.00038945+0.00036333i,0.00062906+4.9182e-05i,0.00081416-4.7962e-05i,0.00011684-3.8393e-05i,-0.00036885-0.00043676i,0.0001028-0.00057651i,0.00039877+0.00010296i,0.00046315+0.00045821i,0.00046106+6.8938e-05i,8.6828e-05-0.00034887i,-0.00044594-0.00012868i,-0.00020171+7.7643e-06i
-0.00028428+0.00020432i,0.00033758+0.00033436i,0.00031675+0.00052967i,-6.8998e-05+0.0001905i,-0.00040906-0.00095784i,8.6755e-05-0.00071527i,-6.1772e-05-0.00066673i,-0.00049744-0.0015209i,-0.00054517-0.0011417i,-0.0007757-0.00043384i,-3.8868e-06+0.00057179i,0.00083238+0.00096385i,0.00037364+0.00075121i,0.00020235+0.0003486i,-0.00014605-0.00040055i,-0.00083928-0.0001819i,-0.00091905+0.00013826i,-0.00081078-0.00032927i,-0.00027684+7.9328e-05i,0.00028371+0.00035807i,0.00052227+0.00031162i,-4.1616e-05+0.00066325i,-0.00041999+5.7025e-05i
-0.0038452+0.0027926i,-0.002063+0.0033779i,-0.00089531+0.0048593i,-4.7076e-05+0.0044174i,0.00083826+0.0026772i,5.7498e-05+0.0012987i,-0.00053174+0.00012662i,-0.00083016-0.00015397i,-0.0014977+0.0007901i,-0.0013208+0.00093777i,-0.00085214+0.00051567i,-0.00074357+0.00029001i,-0.001342-0.00013151i,-0.0015975-0.00021238i,-0.0014122+0.00026176i,-0.0011751+0.00039177i,-0.00042181-0.0001536i,-6.0139e-05-0.00070451i,-0.00017317-0.00016781i,2.2018e-05+8.4558e-05i,-0.00028188-0.00027716i,0.0004484-0.00013119i,0.0015219+0.00018476i
-0.0014223+0.001766i,-0.0010459+0.0019058i,0.00027061+0.0014474i,0.0010235+0.00081187i,0.0011313-1.6071e-05i,0.0012309+6.587e-05i,0.000667+0.00075783i,9.8844e-05+0.00060715i,-0.00014029+0.00064053i,-0.00063172+0.00075082i,-0.0012358+0.00032413i,-0.00045288-0.00020502i,-7.2679e-05-0.00057947i,-0.00078966-0.00050268i,-0.00091599-0.00031014i,-0.00043615-0.00018361i,-0.0001267-0.00040954i,0.0002123-0.00043481i,0.00021911-0.00022999i,-9.5624e-05-6.3563e-05i,-0.0005328+0.00029719i,-0.00048846+0.00038612i,-0.00037491+0.00018345i
0.00039965+9.1947e-05i,0.0007487+0.0016171i,0.00097086+0.0022442i,0.00047477+0.0011501i,0.00039774+0.00011624i,0.00089256-0.00058139i,0.00016877-0.0010437i,-0.00085674-0.001425i,-0.00024126-0.00078698i,9.4809e-05+0.00051038i,-0.00024871+0.00084739i,-0.0004479+0.000207i,-0.0002761-0.00034724i,0.00013887-0.00019277i,1.6385e-05-0.00028011i,-0.00059212-0.00029125i,-0.00040993-0.00013172i,8.9288e-05+0.00096175i,0.0002483+0.0015549i,0.00045182+0.00074035i,0.00065807+0.00038258i,0.00078707+0.00052898i,0.0005876+0.00021174i
-0.00041438+0.0024107i,0.00053008+0.0016594i,0.00157+0.00099251i,0.0017195+0.00073512i,0.0007221-0.0001892i,0.00092251-0.0015835i,0.00071241-0.001033i,-0.00036916-0.00024497i,-0.00081451-0.00044703i,-0.00021055-0.00025182i,0.00055545+0.00014457i,0.00075409-0.00030434i,0.00046983-0.001009i,-0.00016095-0.00091825i,-0.00058239-0.00066478i,-0.0010009-0.00027126i,-0.00063571+0.00033218i,-0.00047255+0.00050104i,-0.00031086+0.0003272i,0.00033058+1.8004e-05i,4.0846e-05-0.00036659i,-0.00058079+0.00016881i,-0.0011957+0.00032704i
-0.0010132+0.00049402i,-7.6171e-05+0.0013807i,0.0011831+0.0025247i,0.0011419+0.0027643i,0.0002776+0.0013123i,0.00040184+0.00061651i,0.00088542+0.00039894i,0.00080845+0.00023581i,0.000427-0.00012673i,-0.00012517-0.00020263i,-3.9604e-05+0.00043045i,0.00023201+0.00073376i,0.00072276+0.00024981i,0.0015282+0.00016561i,0.00096537+0.00023363i,0.00057072+0.00037807i,0.00068491-0.00012002i,0.00056721-8.6991e-05i,9.3026e-05+0.0004872i,0.00031702+0.00069281i,0.0006969+0.00062993i,0.00016716-0.00034001i,-0.00054547-0.00051394i
-0.0016494+0.00068492i,-0.00039377+0.0010488i,0.00040564+0.0017439i,0.00052828+0.0014332i,0.0010144+0.00055478i,0.0012792-0.00074876i,0.00099775-0.00066146i,0.00099864+0.00011187i,0.0012503+0.0005067i,0.00094463+0.00068497i,0.00051694+0.0005853i,-0.00015236+0.00048755i,-0.00104+0.00052294i,-0.001339+0.00021481i,-0.0010443-5.3283e-05i,-0.00055562-0.00036914i,-3.6296e-05-0.00078458i,4.2114e-05-0.00037289i,0.00043043-0.00036532i,0.0013232-0.00068948i,0.0011288+0.00013391i,0.00085068+0.0008411i,0.0011471+0.00064368i
0.00057927+0.0016805i,0.0013036+0.0027048i,0.0015486+0.0026902i,0.0017896+0.0010924i,0.0014666-0.00082345i,0.0011557-0.0010268i,0.00069513-0.00040766i,-0.00034148-0.0009209i,-0.00058108-0.001176i,0.00029435-0.00049422i,5.4823e-05+0.00022284i,-0.00097552+0.00044294i,-0.0020493-0.00016391i,-0.001865-0.00099239i,-0.00031929-0.00024144i,0.0006002+0.00053739i,0.00093758+8.3018e-05i,0.00066536+3.419e-05i,4.2463e-05-2.4703e-05i,-0.00044424-0.00085992i,-0.00043912-0.0013291i,-0.0002317-0.00097128i,-0.00024744-0.0005986i
0.00032546+0.0019021i,0.0006794+0.0017037i,0.00078216+0.0009754i,0.00076121+0.00023454i,0.00075135-0.00046991i,0.00081936+6.2332e-05i,0.00095698+0.00030067i,0.00073406-0.00012315i,0.00016784-0.00051462i,-0.00017438-0.0011288i,4.2194e-05-0.00078048i,0.00068387+4.9143e-05i,0.00046938+0.00045954i,-0.00050587-6.923e-05i,-0.00059351-0.00079628i,6.1238e-05-0.00054237i,0.00057219-0.00026969i,8.3176e-06+3.3789e-05i,-0.0004503-0.00015844i,-0.00051712-9.0767e-05i,-0.00051745+0.00035985i,-0.00054484+0.00033246i,-0.00026374-0.00017646i
-0.00077599+0.00012213i,-0.00043051+0.0011735i,0.00054906+0.0024244i,0.00091819+0.0027939i,0.00080343+0.0021014i,0.0010105+0.00075541i,0.00022592-8.977e-05i,0.00012108-0.00084581i,-1.9645e-05-0.00073489i,2.0386e-05+0.00055366i,0.00015808+0.0010285i,3.8009e-05+0.00022755i,2.2278e-05-0.00023511i,-0.00059276-0.00024831i,-0.0013095-0.00069427i,-0.001115-0.00037106i,-0.00097086+0.00032517i,-0.00070571-0.00011745i,-4.6461e-05-3.857e-05i,0.00029326+0.00036834i,5.9905e-05+0.00028816i,-0.00041044-8.6734e-05i,7.526e-05+0.00024982i
-0.0011981+0.0015199i,1.1717e-05+0.0026903i,0.0022128+0.0026128i,0.0031533+0.0016641i,0.0021684+0.00075891i,0.0010909-4.3771e-05i,0.00029266-0.00076888i,-0.00027984-0.00068299i,-7.1716e-06-0.00014791i,-0.0003837+0.0002685i,-0.00077417+0.00034681i,-0.00060504+0.0006502i,-0.00034798+0.00084316i,-4.6366e-05+0.00046389i,-0.00049051-0.00022513i,-0.0010253-0.00018884i,-0.00082367+0.00035503i,-0.00066123+0.00057906i,-0.0010606+0.00066494i,-0.0011159+0.00053966i,-0.00025843+0.00017752i,0.00058934-0.00012095i,0.0012659-0.00034104i
-0.00051105-0.00036587i,-0.00051197+0.00063266i,-0.0011315+0.00087116i,-0.0018238+0.00054743i,-0.0021284+0.0005789i,-0.0014676+0.0001582i,-0.00047383-0.00028481i,-3.8233e-05-0.00010282i,0.0002081-0.00042425i,2.8315e-05-0.00056673i,-0.00035938+0.00011161i,-0.00039641+0.00018484i,-6.3817e-05+0.00027259i,-8.0668e-05+0.00066486i,0.00026549+0.00088311i,0.00038995+0.00049342i,-0.00035586+0.00037556i,-0.00095936+0.00021864i,-0.0012369-0.00098303i,-0.000904-0.0014918i,-7.7145e-05-0.0011518i,0.00014336-0.00063868i,1.9806e-05-0.00016341i
-0.00015488+0.00060485i,0.00053844+0.0011671i,0.0014878+0.0018321i,0.0017636+0.0022712i,0.0013165+0.0013199i,0.00086924+4.512e-05i,0.00081661-0.00058984i,0.00029109-0.00046999i,-0.0014539-0.00072852i,-0.0023222-0.0010098i,-0.0012574-0.00050427i,-0.00066814+0.00010638i,-0.0011843-2.3706e-05i,-0.001034-0.00019368i,-0.00081144-0.00014898i,-0.00066213+0.00018093i,0.00013908+0.00030645i,0.00050619+1.8043e-06i,0.00025649+0.00018265i,0.00020948+0.00078937i,-0.00013807+0.0007788i,-0.00036285-0.00039855i,0.00020149-0.00036287i
-0.0016619+0.00037245i,-0.00043128+0.0018487i,-5.8039e-06+0.0022659i,-8.5436e-05+0.0028043i,-0.00052549+0.002512i,-0.00058011+0.00068707i,1.4173e-05-0.00073407i,-0.00024738-0.00091692i,-0.0010015-0.0010451i,-0.0002495-0.0013144i,-5.019e-05-0.00072735i,-0.00012001-0.00013589i,0.00023101-0.00016042i,-0.00013356-0.00071951i,-7.6181e-05-0.0012074i,-6.07e-05+3.982e-05i,-0.00014574+0.00090524i,0.00026599+0.00090043i,0.00012821+0.00064625i,0.00010459-0.0001525i,0.00020783-0.00022877i,0.00028669+0.00023847i,0.00016779+0.00060375i
-0.00064934-0.0004759i,0.00024966+0.0002081i,0.00083271+0.00071707i,0.00029661+0.00096243i,-6.4413e-05+0.00051965i,-0.00053623-0.00023211i,-0.00040018-0.00065468i,0.00029046-0.0011466i,0.00033217-0.0013687i,0.00032468-0.0010102i,0.00017872-0.00046986i,-0.00026829-0.00024663i,-0.00091031-0.00051642i,-0.00056662-0.00090114i,0.00010426-0.00089405i,-0.00032473-0.00017148i,-0.00075775-0.00021244i,-0.00097519-3.4666e-05i,-0.0007094+0.00090245i,-0.00043662+0.00094954i,-0.00028221-0.00010206i,0.00035021-0.00039534i,0.0011327-0.0002374i
0.00046419+0.0010817i,0.00018963+0.00070406i,-7.7533e-05+0.00018932i,0.00049652-0.00088579i,0.00014475-0.001814i,-0.00031052-0.0024534i,-0.00030446-0.0015923i,3.0705e-05-0.00094961i,0.00020192-0.0005945i,0.0002903+2.5214e-05i,0.00019739+0.00042975i,-0.00034466+0.000811i,-0.00063677+0.00096587i,-0.000653+0.00016519i,-0.00056929-0.00080535i,-0.00027195-0.00027461i,-6.5339e-05+0.00056057i,-0.00022872+0.00088512i,-0.00064014+0.0011987i,-0.00063711+0.0004109i,-0.0007846-0.00049263i,-0.00033785-0.00028007i,6.3479e-05-1.0966e-05i
-0.0017629+9.6333e-05i,-0.0013214+0.0011016i,-0.0011618+0.0023545i,-0.00045006+0.0019405i,-0.0002138+0.00020747i,-0.00064048-0.00030507i,-0.00072656+0.00024891i,-0.00035024+0.00010551i,-0.00053207-3.0553e-05i,-0.00071285+0.00064151i,-0.00043826+0.00036064i,-0.00017627-0.00024451i,-6.3389e-05-0.00038947i,-8.4691e-05-0.00036643i,0.00024387-4.5745e-05i,0.00042038+0.00041014i,0.00063444+4.369e-06i,0.00033518+0.0002186i,-1.4232e-05+0.00060986i,0.00050107+0.00014575i,0.00023296-0.00036605i,8.0256e-05-0.00060536i,4.7891e-05-0.00030805i
0.00094472+0.0022289i,0.0014015+0.0015286i,0.0010018+0.001287i,-0.0003281+0.00065727i,-0.00063247-0.00057466i,0.00013476-0.00070584i,0.00052184+0.00018372i,0.00022616+0.00086341i,0.0001177+0.00019268i,0.00011245-5.8062e-05i,-0.00049982+0.00040509i,-0.00056695+0.0001597i,-0.00073716-0.0001156i,-0.00096973-4.4615e-05i,-0.00056617+0.00041299i,-0.000139+0.00035154i,-0.0001267+0.00030887i,-0.00035252+0.00057418i,0.00020941+0.00096465i,0.00068699-0.00012448i,0.00087564-0.0013372i,0.00084918-0.00078127i,0.00014135-0.00018594i
-0.0027732-0.00059968i,-0.0020064+0.00049687i,-0.00093496+0.0020938i,-0.00065707+0.0028205i,0.00079721+0.002522i,0.0019293+0.0018867i,0.0018059+0.00057628i,0.00092274-0.00020996i,0.000316-0.0004862i,6.9228e-05-5.2528e-05i,-0.00059455+0.0011267i,-0.00048116+0.001281i,0.00026692+0.00014308i,0.0005653-0.00053971i,0.00088907-0.0001321i,0.00089718+0.00013028i,0.00053714+0.00014857i,0.00038133+0.0007035i,-0.0004326+0.00067937i,-0.0006278+9.6407e-05i,-7.3851e-05+0.00055346i,0.00015915+0.0015864i,0.00020285+0.0013764i
-0.00074441+0.00062671i,-0.00071685+0.0022117i,-0.00073809+0.0032191i,-0.0002512+0.0018975i,0.00035651-0.00031442i,0.00039497-0.0012617i,0.00045138-0.00069266i,0.00038576+0.00028831i,0.00042938+0.00057392i,0.00032129+0.00016587i,4.2365e-05+0.00042218i,-0.00014734+0.001076i,7.8879e-05+0.0011103i,0.00015967+0.001293i,-0.00031683+0.00074232i,0.00010517-0.00016681i,0.00023094-0.00031326i,-0.00010322+8.8749e-06i,0.00046425+0.00073243i,0.00097466+0.0010225i,0.00051207+0.0006187i,7.132e-05-0.00046063i,-0.00014934-0.00056773i
-0.0013864+0.0003928i,-0.0022408+0.00039467i,-0.0016624+0.0003678i,-1.3147e-05+0.00061106i,0.00039053+0.00032961i,-0.0003217-0.00053696i,-0.00053974-0.0012075i,-0.00040572-0.00072473i,-0.00079788-0.0003927i,-0.00085331-0.00089632i,-0.00070717-0.0008209i,-0.00074485-0.00011417i,-0.00031146+0.00054167i,0.00026671+0.00042859i,0.00059396-2.8703e-05i,0.00023863-2.2977e-05i,0.00023464-0.00017632i,0.00054904-0.00059436i,0.00071349-0.00045026i,0.00069775+0.00021091i,0.00096695+4.9864e-05i,0.0010245-0.00013222i,8.7101e-05+0.00014475i
0.0011761+0.0006257i,0.00059078+0.0014359i,0.00067202+0.00070208i,0.0012617-0.00063355i,0.00092383-0.00036673i,0.0006037-0.0001118i,0.00098811-0.00059175i,0.00045533-0.00073733i,-0.00033919-0.00021454i,-0.0013241-0.00025963i,-0.00090968-0.00057356i,0.00017482-0.00072871i,0.0001266-0.00095473i,-0.00071878-0.0013925i,-0.00064342-0.0017054i,0.00030148-0.00047273i,0.00097672+0.00052887i,0.0011339+0.00025305i,0.00076966-0.00022183i,0.00065348-0.00065084i,0.00054949-0.00045621i,0.00066255-0.00039076i,0.00017268-3.5972e-06i
-0.00058338+0.00028792i,-0.00087536+0.0009054i,-0.00094125+0.00036673i,-0.0006546+3.9288e-06i,4.3651e-05+0.00051568i,0.00014068+0.00053129i,0.00016324+0.00054926i,-2.1217e-05+0.00064474i,-7.4358e-05+6.6949e-05i,-0.00056901-9.1565e-07i,-0.00075686+0.0002435i,-0.00025337+3.3086e-05i,-0.00032087-0.00020451i,-0.00024639+0.00035508i,0.00037997+0.00056932i,0.0006649+0.00035849i,0.00036909-0.00025776i,3.1607e-05-0.00074908i,-0.00078382-0.00052363i,-0.00037301-0.00055562i,0.0006768+8.6918e-05i,0.000195+0.00028262i,-0.00046066+0.00016144i
0.00079992-0.00042172i,0.0011785+0.001095i,0.0017983+0.0022253i,0.0020112+0.00086003i,0.0010384-0.00099251i,0.00016264-0.00073991i,-0.0001172+0.00037581i,-0.00031451+0.00048359i,-0.00015914-0.00022092i,0.00025725-0.00033168i,0.00038206-0.00013432i,-0.00052163+0.00014873i,-0.0010556+0.00022649i,2.5577e-06+0.00055723i,0.00048532+0.00034238i,0.00016799-0.00058492i,-0.00066842-0.00036989i,-0.0012483+0.00043385i,-0.00029753+0.00107i,0.00041012+0.0013494i,-0.00013946+0.00059135i,-0.00051173+0.00056192i,-0.00083918+0.00080218i
0.00016996-0.00065737i,-0.00042134+0.00086082i,-0.0003824+0.00011209i,0.00019881-0.00059687i,-0.00057909-0.00035771i,-0.00083157+0.00034923i,-0.00098362+7.9708e-05i,-0.00073711-0.00060764i,-0.00013982-0.00070369i,-0.00022078-0.00024755i,0.00016138+0.00080701i,0.00045378+0.0018847i,0.00043226+0.00096556i,0.00020587-0.00025391i,-0.0002197+0.00015295i,-0.00054116+0.00057443i,-0.0006984+0.00093584i,-0.00032315+0.00091951i,0.00040592+0.0006655i,0.00010639+0.00053213i,-0.0002763+0.00034001i,9.9966e-05+0.00031825i,0.00045829-0.00012129i
0.00077323-0.00028364i,0.00086506+0.00056219i,0.0015596+0.00089174i,0.0016066+0.00065575i,0.00068504+8.1875e-05i,1.7314e-05-0.00059292i,7.1225e-05-0.00033918i,-8.5778e-05+8.2499e-05i,0.00011334+0.00035935i,-9.3433e-05+0.0008823i,-0.00068707+0.00037987i,-0.00092284+3.9591e-05i,-0.000594+0.00035564i,-0.0002226+0.00098637i,-0.00019752+0.00082037i,-0.00043711+9.2041e-05i,-0.00062341-0.00031957i,-0.0001862+0.00014102i,0.00013073+0.00060383i,0.00027048-0.00023077i,0.00086414-0.001209i,0.001014-0.0010963i,0.00036273-0.00080982i
0.00059762+0.0031515i,0.0015987+0.0027247i,0.0024474+0.0023965i,0.002318+0.0010263i,0.0025483-0.0010441i,0.0020027-0.0021456i,0.0004292-0.0018986i,-0.00033531-0.00081875i,-0.00035801+0.00011254i,-0.00018807+0.0001961i,7.5817e-05+0.0002072i,0.00019348+0.00036623i,-0.00030922+6.2091e-05i,-0.0013489-0.00059175i,-0.0012099-0.0014284i,-0.00025354-0.0010882i,0.00058835-0.00020003i,0.00030472-9.9492e-05i,7.3427e-05-0.00056895i,-0.00062883+0.00046273i,-0.0011544+0.0011017i,7.3623e-05+0.00071388i,0.00052067+1.3746e-05i
0.0018568-0.00015766i,0.0012611-0.00099844i,0.00051818-0.001204i,0.00075524-0.0012459i,0.0012876-0.0021535i,0.00043726-0.0015318i,-0.00026407-0.00072675i,-0.00040443-0.00075843i,-0.0010218-0.0010951i,-0.0010319-0.00098526i,-0.0012028-0.00059194i,-0.0014121-0.0004261i,-0.00058047-7.6296e-05i,0.00048199+0.00014452i,0.0010185+0.00045815i,0.00081754+6.8295e-05i,0.00039657-0.00016096i,0.00050431-0.00046751i,0.00095866-0.0011254i,0.00029213-0.0006219i,-0.00017441-0.00028479i,-0.00032371-0.00064982i,-0.00079242-0.00054563i
0.0013235-0.0017508i,-0.0001635-0.0019235i,-0.00060825-0.0018327i,-0.0010959-0.00086031i,-0.0016887+0.00010273i,-0.0015518+0.00078285i,-0.00088859+0.00058218i,0.00012928+0.00037162i,0.00016191+0.00012159i,-0.00089527-0.0003517i,-0.00037248+0.0004979i,-0.00014588+0.0012053i,-0.00077432+6.7283e-05i,-0.00042022-0.00051102i,-0.00025024-0.00061364i,-0.001091-0.00021197i,-0.0014017-0.00012996i,-0.0011334-0.00043557i,-0.00036749-0.0002194i,0.00027727+0.00083613i,0.0003+0.0012374i,-0.00059399+0.0009693i,-0.0013752+0.00048233i
-0.00016344+0.0015416i,0.00011433+0.00074871i,0.00060216+0.00038326i,0.00099628+0.00061055i,0.001599+0.00059324i,0.0013863+0.0005967i,0.00051961+0.00038699i,-0.00065157-0.00028407i,-0.0016674-0.0004105i,-0.00199+0.00075658i,-0.0012336+0.00089349i,0.00030251+0.00034617i,0.00069958-0.00032243i,0.00020563-0.00049657i,-0.000391-0.00029488i,-0.00076594-0.00058412i,-0.00093681-0.00050959i,-0.00047332-0.00028117i,0.00048583+0.00038197i,0.00084493+0.00018233i,0.00075672-0.00037793i,0.00096303-0.00010322i,0.00030138+0.00063486i
0.0004672+0.00058656i,0.0006994+0.0005834i,0.0017477+0.00018878i,0.00039729-0.0010938i,-0.00091898-0.0018632i,-0.0012878-0.0018652i,-0.0012372-0.0014464i,-0.00066174-0.0010003i,-0.00037921-0.00057965i,-0.00073263-0.00051491i,-0.0010379-0.00017738i,-0.00086077-0.00013288i,-0.00083789-0.00066427i,-0.00032275-0.0003315i,-0.00033385+0.00060486i,-0.00086808+0.0010255i,-0.00028991+0.00030964i,0.00055844-0.00024746i,0.00046+8.718e-05i,0.00048096+0.00036824i,0.00036448-0.00017766i,-0.00011872-0.00035979i,-0.00015195+0.00012067i
-0.0011996+4.4438e-05i,-0.0006388+0.00046264i,-0.00014787+0.0010159i,0.00048168+0.0011274i,0.00031844+0.00060753i,0.0003907-0.00032395i,0.00035921-0.00062175i,0.00022063-0.00010711i,0.00033182+0.00034357i,-0.00013468+0.00041928i,-0.00054684+0.00026982i,0.00038568+7.124e-05i,0.0011581-0.00044951i,0.00039077-0.00068809i,-9.4512e-05-0.00018747i,-0.00022609-0.00010833i,-8.2311e-05-0.00011972i,0.00083227+0.00049557i,0.00080303+0.001454i,0.00024994+0.0012567i,0.00034729+0.00062599i,0.00048127-6.1393e-05i,0.00043635-0.00015979i
0.00067487+0.0024651i,0.001936+0.0029079i,0.0023896+0.0028533i,0.002148+0.0013823i,0.0012961-0.00017327i,-8.4012e-05-0.00072965i,-0.00036218-0.001323i,-6.8384e-05-0.00078853i,9.2245e-05-0.00052804i,3.3594e-09-0.00079451i,-0.00071326-0.00048443i,-0.00029188-0.00025117i,0.0002548-0.0001921i,-0.00029894-0.00066063i,-0.00017279-0.00049592i,0.00029267-0.00020799i,0.00035266+0.00011973i,-0.00012471+0.00047401i,2.8909e-05+0.0003428i,0.00021628+0.00035415i,0.00011761+0.00054188i,0.00033422+0.00029093i,0.00066805-0.00010739i
0.0015735+0.00089527i,0.0014576+0.00071824i,0.0012709+0.00029846i,0.0015605-0.00052085i,0.00051603-0.0012168i,-0.00027935-0.00092029i,0.00020355-4.2657e-05i,-0.00028826+0.00020046i,-0.0012407+0.00065796i,-0.00072836+0.00078546i,-0.00020134+0.00081395i,1.0961e-05+0.00058261i,9.3289e-05-0.00039688i,0.00017025-0.00065451i,0.00056458+4.5762e-05i,0.00033145+0.00021626i,9.3173e-05-2.4496e-05i,0.00034932+0.00011532i,7.8223e-05+0.00035857i,-3.4477e-05+0.00029175i,-0.00015092-0.00013804i,-4.9737e-05-0.00061543i,0.00044129-0.00015926i
0.00039061-0.001191i,0.00012986-0.001308i,-0.00032261-0.0010459i,-0.00062618-0.0003762i,-0.00084988-0.00033189i,7.9764e-05+4.6168e-05i,0.0001253+0.00045634i,-0.0010168+0.0002379i,-0.0010021+0.00017174i,-0.00069267+8.6615e-05i,-0.00095209-0.00014335i,-0.0010187-0.00048323i,-0.00058951-0.00069098i,-0.0003827-5.888e-05i,-0.00052018+5.4315e-05i,-5.2689e-05-0.00060453i,0.00082477+1.1176e-05i,0.00089667+0.00078223i,-0.00011484+0.00074224i,-0.00080064+0.00026551i,-0.00026778-0.00038598i,0.00013097-0.00068878i,-0.00015426-0.00015298i
