0.002117+0.00045403i,0.003096-0.0012332i,0.0013688-0.0031609i,-0.00077808-0.0029082i,-0.0018645-0.000743i,-0.0032484+0.0018794i,-0.0025025+0.0024387i,-0.00054123+0.0014765i,0.0003932+0.00021741i,0.0013465-0.00091946i,0.0018068-0.00061779i,0.00086211-0.00018558i,-0.00066793+0.00010391i,-0.00080491+0.00042689i,-9.5238e-05+5.2141e-05i,-0.00016333-0.00013343i,-0.00070314-0.0003439i,-0.00069564-0.00051465i,-0.0007239-0.00035398i,-0.001669-0.00032528i,-0.0017657-0.00057146i,-0.00043787-0.00040221i,0.00053146+0.00044843i
-0.10526-0.24256i,-0.086729-0.25054i,-0.010242-0.15963i,0.047236-0.01327i,0.10573+0.16556i,0.20632+0.26429i,0.23722+0.20932i,0.17039+0.11524i,0.10461+0.042429i,0.055062-0.014886i,0.024387-0.035725i,0.007222-0.040816i,-0.029445-0.031846i,-0.05922+0.00166i,-0.055641+0.029217i,-0.033248+0.033925i,-0.019351+0.026776i,-0.022887+0.030194i,-0.017214+0.043362i,0.00068212+0.037986i,0.010072+0.013131i,0.0082026-0.012521i,0.0016717-0.026397i
0.017534+0.084443i,-0.010282+0.01981i,-0.082414-0.091335i,-0.084128-0.16432i,-0.0024903-0.26469i,0.0082698-0.36383i,-0.041193-0.31846i,-0.051952-0.20361i,-0.065637-0.12835i,-0.085423-0.062357i,-0.068358-0.024525i,-0.047339-0.017097i,-0.023041-0.0029894i,0.0048689-0.0034165i,0.0119-0.017737i,0.0023169-0.023587i,-0.0084803-0.015181i,-0.0028353-0.0043632i,0.01127-0.0081927i,0.0089166-0.012323i,-0.0016567-0.0052739i,-0.0018453-0.0014768i,0.0037226-0.0087402i
-0.010267-0.12639i,-0.027485-0.038786i,0.0069156+0.12158i,0.0056036+0.18331i,-0.10973+0.16847i,-0.21345+0.17919i,-0.18928+0.17268i,-0.10497+0.12749i,-0.033369+0.093651i,0.011113+0.067639i,0.016447+0.047538i,0.010238+0.040719i,0.010944+0.032449i,0.015769+0.023381i,0.018855+0.014792i,0.013966+0.014415i,0.013176+0.020038i,0.010865+0.014283i,-0.0033392+0.0070289i,-0.010663+0.0079856i,-0.0067448+0.0094819i,-0.0036153+0.012021i,-0.0027764+0.014706i
-0.0098515+0.14771i,0.096366+0.063302i,0.16296-0.14069i,0.097299-0.20498i,0.017054-0.040716i,0.031905+0.15954i,0.071346+0.20891i,0.063604+0.12725i,0.029196+0.032748i,0.01406-0.012208i,0.027959-0.023701i,0.035813-0.028696i,0.023944-0.029424i,-5.6232e-05-0.02773i,-0.023243-0.016473i,-0.024624-0.007797i,-0.02032-0.016489i,-0.026861-0.017128i,-0.022592+0.00016697i,-0.004517+0.011441i,0.0086431+0.010604i,0.017275+0.013604i,0.029804+0.02662i
0.082168-0.22808i,-0.027463-0.21011i,-0.14451-0.077866i,-0.10587+0.046063i,0.091007+0.061305i,0.26411-0.027824i,0.27589-0.1065i,0.1706-0.086634i,0.073499-0.011305i,0.025371+0.024551i,-0.0061525+0.011528i,-0.03292+0.00062683i,-0.044859+0.012457i,-0.036305+0.035758i,-0.01124+0.046934i,0.0092069+0.040228i,0.013852+0.034207i,0.019211+0.034238i,0.030686+0.022281i,0.030974-0.00077902i,0.020279-0.015605i,0.0097742-0.019607i,0.0026163-0.016981i
-0.095813+0.25618i,-0.071638+0.25595i,-0.046597+0.16705i,-0.053746+0.059794i,-0.101-0.085789i,-0.1801-0.2054i,-0.2083-0.19363i,-0.13686-0.11489i,-0.04231-0.076262i,-0.0019935-0.065038i,0.00048568-0.03764i,0.014593-0.0045601i,0.036012+0.0012816i,0.040352-0.013552i,0.032335-0.028474i,0.018454-0.035414i,0.0069462-0.028621i,0.0049847-0.0212i,-0.00012658-0.020861i,-0.012088-0.015073i,-0.016094-0.003185i,-0.0073285+0.0044201i,0.0050345+0.0035071i
0.14207-0.32769i,0.15967-0.33846i,0.17231-0.21471i,0.17107-0.075847i,0.13676+0.063764i,0.098703+0.16875i,0.066638+0.15668i,0.027033+0.084387i,0.007905+0.043788i,0.012545+0.02505i,0.015218+0.0087641i,0.0039857-0.010722i,-0.016072-0.015149i,-0.021809+0.0013267i,-0.016562+0.018424i,-0.0093301+0.02667i,0.00080899+0.019695i,0.0030245+0.0056109i,-0.0023982+0.0026561i,-0.0047822+0.0087247i,-0.0060157+0.010156i,-0.01307+0.0060932i,-0.022474+0.0016959i
-0.15852+0.29856i,-0.21207+0.28741i,-0.23473+0.15i,-0.20009+0.036986i,-0.106-0.029114i,-0.019076-0.061149i,0.014204-0.029655i,0.015725+0.0017231i,-0.013111-0.0089618i,-0.038085-0.013764i,-0.025197-0.014714i,-0.012913-0.011018i,-0.0040124+0.007i,0.011612+0.011145i,0.019093-0.0037811i,0.016028-0.020377i,0.0048687-0.026939i,-0.0036487-0.020586i,-4.0553e-05-0.012653i,0.0090831-0.013925i,0.012976-0.016051i,0.011689-0.0096302i,0.008341+0.0024336i
0.088937-0.30863i,0.10202-0.25012i,0.11816-0.053245i,0.10374+0.055325i,0.013289+0.040161i,-0.094971+0.010647i,-0.12386-0.011797i,-0.08685-0.0064042i,-0.012903+0.024131i,0.037674+0.018587i,0.019976+0.0074056i,0.0027636+0.019021i,0.0083362+0.014301i,0.0031327+0.0029108i,-0.0057043+0.0016192i,-0.01057+0.0032002i,-0.010505+0.0088051i,-0.0088991+0.0097441i,-0.015991+0.003922i,-0.025656+0.0030956i,-0.025188+0.0065513i,-0.017169+0.0041815i,-0.012592-0.0041803i
-0.046583+0.34547i,0.016175+0.33634i,0.095273+0.12693i,0.10217-0.043132i,0.076825-0.034382i,0.086253+0.049607i,0.092802+0.083224i,0.072777+0.041872i,0.023952-0.025559i,-0.020405-0.046129i,-0.014039-0.029781i,0.0084339-0.028769i,0.0080523-0.032941i,-0.00064651-0.026797i,-0.0092798-0.013826i,-0.010643-0.0022888i,-0.0054232-0.0034126i,-0.0016291-0.0040355i,0.0045284+0.0053914i,0.011719+0.012297i,0.013157+0.0096474i,0.010263+0.0045789i,0.010931+0.0045379i
0.081835-0.31541i,0.041611-0.3525i,-0.050979-0.22575i,-0.093233-0.062122i,-0.042021+0.013731i,0.026161+0.0073498i,0.035121-0.0066473i,-0.0016813+0.01796i,-0.020696+0.057391i,-0.014783+0.064435i,-0.010823+0.040139i,-0.020944+0.017005i,-0.031767+0.013894i,-0.023898+0.022453i,0.00071353+0.024671i,0.014382+0.014358i,0.0057546+0.0063977i,-0.0042943+0.0045372i,-0.003329-0.0013839i,0.00033339-0.0078913i,0.001611-0.0097424i,-0.00024642-0.011672i,-0.0034682-0.021305i
-0.015591+0.26906i,0.034684+0.29191i,0.068244+0.16271i,0.02813+0.016367i,-0.041653-0.060392i,-0.079423-0.086708i,-0.061908-0.063332i,0.0040548-0.033069i,0.05074-0.041099i,0.043172-0.050665i,0.018855-0.035517i,0.014863-0.00598i,0.028105+0.011805i,0.032837+0.0053996i,0.019455-0.010867i,0.00030333-0.014168i,-0.0068751-0.0041104i,-0.0039986+0.0036139i,-0.0056719+0.0047892i,-0.0088343+0.0027804i,-0.0073611-0.00083766i,-0.006541-0.00013121i,-0.0090614+0.0074133i
0.092071-0.31567i,0.070809-0.38676i,0.019599-0.25674i,0.016949-0.03085i,0.056832+0.1408i,0.094992+0.20765i,0.11365+0.14713i,0.072119+0.032669i,-0.00037536-0.013011i,-0.024187+0.0070777i,-0.0057865+0.019536i,0.0011036-0.0001802i,-0.014146-0.019935i,-0.026973-0.016774i,-0.026625+0.0004337i,-0.013903+0.014223i,0.00059731+0.014218i,0.0048745+0.010387i,0.006362+0.010992i,0.0069589+0.0096408i,0.002535+0.0050115i,0.00081862-0.00036166i,0.0020351-0.0058709i
-0.1359+0.152i,-0.16088+0.15678i,-0.13233+0.056185i,-0.066318-0.057732i,0.023324-0.15878i,0.056528-0.24366i,-0.010059-0.21882i,-0.06584-0.099408i,-0.048994-0.010131i,-0.0097529+0.0024207i,0.005674-0.01876i,-0.0053753-0.016198i,-0.0061581+0.011932i,0.012288+0.022198i,0.025351+0.0085667i,0.023966-0.010137i,0.012406-0.023028i,0.0015447-0.022615i,-0.00049717-0.013276i,0.0016428-0.0058147i,0.0019529-0.0011949i,-0.0008477+0.003916i,0.0011395+0.010215i
0.066938-0.17458i,0.0054518-0.1435i,-0.052506+0.003396i,-0.070274+0.09691i,-0.13045+0.10116i,-0.18653+0.11464i,-0.13452+0.1132i,-0.046214+0.075292i,0.0027138+0.041215i,0.0051829+0.018493i,-0.014657+0.021039i,-0.0023462+0.031337i,0.023263+0.0058789i,0.013367-0.02243i,-0.011009-0.019463i,-0.022944+0.0012046i,-0.018998+0.023985i,-0.0035115+0.030233i,0.0073807+0.01593i,0.0058537+0.0014636i,0.0028719-0.0032456i,0.0036799-0.0070914i,0.00084454-0.014156i
-0.1557+0.17933i,-0.092259+0.1868i,0.040369+0.051677i,0.097902-0.061105i,0.10472-0.04003i,0.10212+0.027187i,0.082347+0.061699i,0.072469+0.040621i,0.055934-0.013772i,0.033057-0.033783i,0.033091-0.030984i,0.017133-0.040501i,-0.022982-0.026893i,-0.032983+0.0082968i,-0.01245+0.02432i,0.010673+0.012844i,0.01989-0.014425i,0.0085995-0.032055i,-0.0060814-0.025852i,-0.0085917-0.0090684i,-0.0039846+0.003906i,-0.00069664+0.01271i,0.0021616+0.020166i
0.17957-0.084093i,0.11878-0.07067i,-0.023755+0.024695i,-0.079257+0.10503i,-0.028013+0.092234i,0.039225+0.028089i,0.04647-0.036048i,-0.021143-0.047625i,-0.067131+0.0059354i,-0.049069+0.033428i,-0.032952+0.017748i,-0.028343+0.019812i,-0.0048602+0.031614i,0.01867+0.026067i,0.020902+0.012481i,0.0033683+0.0050128i,-0.017033+0.01448i,-0.020519+0.029i,-0.0099635+0.026875i,-0.00085963+0.010887i,0.0032264-0.0045128i,0.0049454-0.014538i,0.0055966-0.021065i
-0.14541+0.1589i,-0.068187+0.21247i,0.083895+0.12927i,0.11596-0.033442i,0.020619-0.13062i,-0.057492-0.11937i,-0.053454-0.049048i,0.020472+0.0059797i,0.084436-0.01356i,0.065819-0.047285i,0.024889-0.030111i,0.021642-0.0068625i,0.024602-0.010526i,0.017235-0.019003i,0.011553-0.017268i,0.01373-0.010112i,0.024832-0.010293i,0.032319-0.017385i,0.023815-0.018832i,0.0070993-0.011597i,-0.003178-0.0020917i,-0.0065152+0.0056055i,-0.010096+0.011887i
0.31129-0.16059i,0.35385-0.25973i,0.21805-0.24601i,0.051153-0.083557i,-0.0095507+0.11011i,0.0039014+0.18094i,0.012283+0.1195i,-0.017435+0.029016i,-0.061886-0.0027163i,-0.056466+0.017243i,-0.019667+0.016205i,-0.013695-0.0062697i,-0.024942-0.0063342i,-0.024845+0.0061428i,-0.020645+0.008865i,-0.020722+0.002914i,-0.027527-0.0030199i,-0.035351-0.0026073i,-0.031174+0.0030221i,-0.015761+0.0081994i,-0.0043368+0.0085996i,0.0017205+0.0068141i,0.011178+0.00618i
-0.27801+0.031692i,-0.36219+0.069868i,-0.29686+0.08658i,-0.11389+0.048859i,0.072076-0.063144i,0.13243-0.15813i,0.067295-0.14077i,0.0021868-0.054895i,-0.00057279+0.0013763i,0.0070891-0.0036746i,-0.00053367-0.014693i,0.0029565-0.0021837i,0.017491+0.0055532i,0.027925-0.00087548i,0.030779-0.0071028i,0.026285-0.0073468i,0.020512-0.00041809i,0.018957+0.0056763i,0.016856+0.0024256i,0.01027-0.0055371i,0.0052135-0.0085704i,0.003955-0.0089906i,0.00035537-0.012891i
0.27485-0.099124i,0.3641-0.15293i,0.30878-0.15774i,0.11376-0.12758i,-0.11807-0.061197i,-0.22089+0.036317i,-0.13964+0.094743i,-0.016669+0.075196i,0.028235+0.027486i,0.01443+0.012584i,-0.0017751+0.022846i,-0.0049756+0.018604i,-0.0072415-0.0010364i,-0.017456-0.012035i,-0.027403-0.0082296i,-0.026745+0.0015391i,-0.018674+0.0057344i,-0.013274+0.002064i,-0.011313+6.2965e-06i,-0.010009+0.0034898i,-0.0091349+0.0066716i,-0.010268+0.0057847i,-0.011454+0.0044796i
-0.32327-0.016364i,-0.44556-0.035278i,-0.39009-0.040361i,-0.18107+0.014429i,0.047717+0.079003i,0.16319+0.069079i,0.13164+0.0040553i,0.052039-0.039848i,0.0052398-0.03966i,0.0041409-0.023048i,0.024764-0.023397i,0.022085-0.03015i,-0.00043687-0.015551i,-0.010102+0.0065022i,-0.0033372+0.012664i,0.0065194+0.0028338i,0.0069953-0.0085962i,0.00078566-0.0059377i,-0.0016689+0.005654i,0.0017426+0.0090387i,0.0047873+0.0039489i,0.005397+0.00322i,0.0071562+0.0096109i
0.16214+0.078245i,0.17371+0.15511i,0.10251+0.20865i,0.026359+0.15023i,-0.02614+0.020867i,-0.060936-0.044799i,-0.060491-0.026797i,-0.053363+0.0018467i,-0.04882+0.024104i,-0.036199+0.025588i,-0.035884+0.015068i,-0.034573+0.021875i,-0.014677+0.027888i,0.0054219+0.020194i,0.011097+0.011823i,0.0039992+0.011047i,-0.0041588+0.014875i,-0.00050537+0.013224i,0.010533+0.0044332i,0.012975-0.0022777i,0.0063277-0.0024944i,0.00083445-0.0053893i,-0.0014376-0.013501i
-0.13271+0.016555i,-0.075571+0.014746i,0.053307-0.046432i,0.08526-0.099866i,0.029439-0.063225i,0.012512-0.00057851i,0.029212+0.020603i,0.048136+0.026805i,0.072359+0.015125i,0.069059-0.0039383i,0.050587-0.004395i,0.043515-0.007032i,0.027528-0.016903i,0.0023845-0.018206i,-0.0087645-0.013993i,-0.0021732-0.012079i,0.0071603-0.011599i,0.0072222-0.011507i,-0.00067666-0.012021i,-0.0039916-0.010505i,-0.001858-0.0075404i,-0.0037122-0.0014246i,-0.0076567+0.010557i
0.15598+0.038598i,0.10284+0.016982i,-0.050555+0.032969i,-0.1097+0.10135i,-0.048578+0.1248i,-0.0057735+0.076829i,-0.0012004+0.011371i,-0.015691-0.043948i,-0.049614-0.057422i,-0.051351-0.036908i,-0.03242-0.029588i,-0.034888-0.022926i,-0.032551+0.0031359i,-0.012642+0.021649i,-0.00052535+0.019322i,-0.0056751+0.010814i,-0.016198+0.0043245i,-0.01861+0.0036009i,-0.012064+0.0056648i,-0.0069877+0.0044893i,-0.0045461+0.002858i,0.0023637-0.001679i,0.011788-0.01144i
-0.046212-0.017419i,0.04235+0.062538i,0.20386+0.10479i,0.26221+0.02426i,0.20051-0.070474i,0.12924-0.090069i,0.046804-0.052942i,-0.011308+0.033099i,0.0062052+0.082307i,0.017416+0.051046i,-0.00083341+0.027964i,0.0097955+0.028937i,0.032225+0.012657i,0.033634-0.006051i,0.024753-0.0067815i,0.021569+0.004734i,0.026643+0.01266i,0.027014+0.0084656i,0.015461-0.00023637i,0.0042597-0.0027463i,0.00062955-0.0045479i,-0.009074-0.0085355i,-0.026748-0.0066138i
0.15477-0.03824i,0.16228-0.19896i,0.021847-0.33639i,-0.15762-0.2783i,-0.23777-0.12632i,-0.22506-0.02867i,-0.12605+0.02073i,0.0038402-0.01056i,0.040769-0.072205i,0.013828-0.063666i,0.0055396-0.032388i,-0.0032353-0.029878i,-0.024502-0.028506i,-0.03353-0.016421i,-0.027022-0.009661i,-0.018684-0.01861i,-0.019614-0.030064i,-0.023277-0.024795i,-0.018613-0.0066023i,-0.010961+0.0042431i,-0.0080523+0.0068178i,-0.00057983+0.014607i,0.016534+0.024839i
-0.1747-0.099325i,-0.27496-0.016068i,-0.21378+0.15314i,-0.0059424+0.22969i,0.15655+0.19166i,0.18361+0.13261i,0.11114+0.05576i,0.0019015+0.0087679i,-0.046947+0.022381i,-0.026639+0.028584i,-0.0083323+0.018491i,-0.0038695+0.023837i,0.0062577+0.034034i,0.018575+0.03208i,0.018409+0.025167i,0.0082466+0.028071i,0.003795+0.033325i,0.0077862+0.026504i,0.013339+0.012633i,0.014602+0.0041753i,0.012675+0.0026489i,0.0096397-0.0046041i,0.0034881-0.018078i
0.13094+0.11933i,0.25619+0.080072i,0.26246-0.066314i,0.10115-0.18655i,-0.052971-0.20551i,-0.089146-0.15202i,-0.059204-0.05255i,-0.0107+0.024168i,0.0077357+0.024151i,-0.013258+0.01035i,-0.013121+0.010366i,0.0067563-0.0067721i,0.0080481-0.027395i,-0.0020657-0.030302i,-0.00055453-0.024374i,0.0085113-0.026165i,0.0078005-0.030001i,-0.0030611-0.024161i,-0.010823-0.013456i,-0.0083926-0.0078598i,-0.0045171-0.0086754i,-0.0039695-0.0053347i,-0.0030716+0.0057603i
-0.16754-0.18595i,-0.36228-0.23292i,-0.44006-0.13216i,-0.30635+0.041438i,-0.12237+0.14048i,-0.017735+0.1319i,0.03813+0.062659i,0.053082-0.0038888i,0.045867-0.0087603i,0.058517+0.0022062i,0.048386-0.011358i,0.0055151-0.0053798i,-0.01735+0.018236i,-0.014326+0.023999i,-0.012121+0.013712i,-0.018557+0.010002i,-0.021348+0.017928i,-0.010714+0.023062i,0.0020332+0.016217i,0.0026549+0.0065746i,6.7021e-05+0.0050566i,0.0052375+0.0038066i,0.010892-0.0041874i
0.072964+0.27313i,0.20931+0.44925i,0.32073+0.43383i,0.29089+0.22274i,0.17093+0.033185i,0.071484-0.035924i,0.0039457-0.050687i,-0.035529-0.044263i,-0.046163-0.039162i,-0.053298-0.034269i,-0.042717-0.013113i,-0.0050783-0.0028297i,0.023054-0.0097677i,0.024864-0.014289i,0.014753-0.0088076i,0.012565-3.3816e-05i,0.016409-0.00042454i,0.011361-0.0081915i,0.00053797-0.010106i,-0.0037846-0.0046711i,-0.0022826-0.0066879i,-0.0051084-0.015345i,-0.012178-0.015342i
0.049673-0.21064i,0.026547-0.38069i,-0.050685-0.42182i,-0.1027-0.26143i,-0.064-0.077008i,0.003235-0.0026823i,0.02617+0.023088i,0.017021+0.050858i,0.016691+0.070776i,0.030988+0.058811i,0.027773+0.019031i,-0.0036282-0.0075707i,-0.030168-0.0078849i,-0.032166+0.0012429i,-0.017306+0.0066443i,-0.0062946+0.002076i,-0.0053522+0.0016374i,-0.0018335+0.010392i,0.0053271+0.01546i,0.0065082+0.013041i,-0.00070254+0.01149i,-0.0071367+0.015378i,-0.0063483+0.015848i
-0.075962+0.14516i,-0.11007+0.28712i,-0.082101+0.3415i,-0.019793+0.21934i,-0.02649+0.040461i,-0.078069-0.04981i,-0.076467-0.062814i,-0.019894-0.0614i,0.025503-0.074625i,0.014643-0.079814i,-0.017241-0.040621i,-0.010749+0.011967i,0.017597+0.027907i,0.02591+0.013607i,0.014727-0.0013152i,0.0049366-0.0036174i,0.0064441-0.0056687i,0.0088996-0.016929i,0.0059881-0.024139i,0.0038305-0.018419i,0.0074083-0.0089481i,0.012201-0.005698i,0.011093-0.0040194i
0.16503-0.081938i,0.29883-0.17434i,0.32343-0.22636i,0.2129-0.14485i,0.11872+0.026278i,0.089948+0.13179i,0.047378+0.11784i,-0.017705+0.060454i,-0.069052+0.033739i,-0.06665+0.047167i,-0.013325+0.040804i,0.018407-0.0047651i,0.0029139-0.03295i,-0.014676-0.019973i,-0.013376+0.0023621i,-0.0048601+0.010027i,-0.0057546+0.0085808i,-0.014049+0.011233i,-0.014522+0.015688i,-0.0082271+0.011244i,-0.0064365+0.0013994i,-0.012261-0.0042859i,-0.013582-0.0051038i
-0.15659-0.10216i,-0.31883-0.14533i,-0.38838-0.12835i,-0.27637-0.097607i,-0.11484-0.13672i,-0.030129-0.17009i,0.0017424-0.097452i,0.032726+0.0033824i,0.066293+0.039103i,0.066719+0.010618i,0.020227-0.01501i,-0.02128+0.0038345i,-0.017569+0.028555i,0.0076686+0.023401i,0.022248+0.0033765i,0.022502-0.008971i,0.020548-0.01115i,0.01925-0.011662i,0.014143-0.013541i,0.0069056-0.011551i,0.005287-0.0026306i,0.010895+0.0078276i,0.013394+0.012553i
0.057655+0.14668i,0.14902+0.26043i,0.19922+0.27734i,0.11845+0.19819i,-0.024477+0.16226i,-0.085695+0.16154i,-0.04213+0.086075i,-0.0010784-0.022275i,-0.016748-0.07197i,-0.037628-0.043584i,-0.013055+0.0018829i,0.028981+0.0017147i,0.034885-0.023681i,0.0089506-0.033346i,-0.015177-0.026352i,-0.02604-0.015562i,-0.029768-0.0081418i,-0.030791-0.00067092i,-0.028112+0.007044i,-0.02138+0.0079734i,-0.014431-0.00055954i,-0.0094329-0.014177i,-0.0034256-0.021569i
-0.0016379-0.1833i,-0.041936-0.33507i,-0.079784-0.35773i,-0.033378-0.21382i,0.099341-0.085748i,0.16623-0.051691i,0.097422-0.02563i,0.0069272+0.018188i,-0.022283+0.04943i,0.0019379+0.041785i,0.012125-0.000729i,-0.022189-0.023637i,-0.04366-0.0017038i,-0.025608+0.024993i,-0.00014736+0.032062i,0.013764+0.027417i,0.021164+0.022279i,0.025167+0.01948i,0.025608+0.017734i,0.021506+0.014787i,0.012452+0.014119i,0.0023644+0.018024i,-0.0046292+0.016807i
-0.11071+0.19353i,-0.16754+0.36213i,-0.13777+0.4084i,-0.082948+0.24754i,-0.1097+0.040909i,-0.13484-0.045088i,-0.073267-0.039103i,0.0028703-0.015553i,0.036072-0.0016904i,0.020398-0.0056013i,-0.0079614+0.0060723i,0.0032212+0.029471i,0.027731+0.019997i,0.024827-0.010164i,0.0090737-0.028658i,-0.0043894-0.033355i,-0.011862-0.034015i,-0.010609-0.031462i,-0.0055808-0.026721i,-0.0026684-0.021384i,0.0011103-0.016127i,0.008611-0.015032i,0.01263-0.013358i
0.21636-0.074968i,0.36065-0.17033i,0.35919-0.22489i,0.20812-0.14797i,0.088205-0.0012109i,0.045869+0.065447i,0.015578+0.02896i,-0.0076158-0.027191i,-0.010689-0.051338i,0.0011971-0.037455i,0.01406-0.023907i,0.0057759-0.029649i,-0.0169-0.021866i,-0.027593+0.0039148i,-0.025935+0.023782i,-0.021371+0.033368i,-0.015122+0.037124i,-0.010164+0.032571i,-0.0074187+0.023049i,-0.0055869+0.015409i,-0.0078458+0.0094281i,-0.016262+0.0051503i,-0.021387+0.0034176i
-0.20435-0.028307i,-0.35496-0.018902i,-0.34889+0.016666i,-0.16684+0.029855i,-0.0011385-0.0042906i,0.04266-0.019797i,0.011566+0.014017i,-0.02965+0.054034i,-0.041424+0.065517i,-0.02868+0.040209i,-0.019624+0.01754i,-0.008988+0.022627i,0.010672+0.026906i,0.025643+0.018046i,0.031545+0.0086473i,0.033207-0.0015051i,0.029771-0.014443i,0.021542-0.019641i,0.014232-0.016624i,0.012236-0.013028i,0.014021-0.0075849i,0.018487-0.0010767i,0.019908+0.0037357i
0.22736+0.11595i,0.38907+0.16867i,0.37735+0.12013i,0.17428+0.0099223i,-0.012611-0.051049i,-0.068188-0.059879i,-0.03179-0.048115i,0.034935-0.024731i,0.070946-0.0223i,0.048921-0.023143i,0.017412-0.011354i,0.0069293-0.01351i,-0.0018896-0.02233i,-0.011479-0.020027i,-0.014711-0.016982i,-0.020198-0.012351i,-0.025507-0.00061118i,-0.022903+0.0068192i,-0.018794+0.0051097i,-0.018467+0.0015944i,-0.019285-0.001245i,-0.020372-0.0055399i,-0.01866-0.0076407i
-0.16551-0.24564i,-0.29724-0.389i,-0.31123-0.34561i,-0.18387-0.13201i,-0.051496+0.047146i,0.00035538+0.11675i,0.0051734+0.096846i,-0.013765+0.018471i,-0.045271-0.029806i,-0.042566-0.021797i,-0.012581-0.0059488i,0.0039163+0.0039498i,0.0095699+0.013966i,0.01257+0.018096i,0.011499+0.018804i,0.015437+0.016639i,0.021479+0.0081903i,0.018395+0.0037866i,0.010055+0.0081216i,0.0076505+0.011331i,0.010388+0.011038i,0.012614+0.011566i,0.012858+0.011377i
0.069454+0.26333i,0.12304+0.43567i,0.14331+0.40774i,0.1266+0.18653i,0.11318-0.0067356i,0.10882-0.080985i,0.069921-0.066129i,0.016061+0.0035854i,-0.00098681+0.057124i,0.0016325+0.051168i,-0.0038936+0.014367i,-0.012964-0.014381i,-0.013886-0.024152i,-0.005202-0.02183i,0.0030736-0.019138i,0.00063041-0.018493i,-0.0073189-0.015213i,-0.0058183-0.011771i,0.0022627-0.011668i,0.0038726-0.011679i,0.00076082-0.011203i,-0.0012647-0.013216i,-0.002618-0.014761i
-0.00095736-0.27452i,-0.0080568-0.43526i,-0.04485-0.40683i,-0.11459-0.211i,-0.17016-0.052956i,-0.16919+0.0030258i,-0.090425+0.0086565i,0.0059227-0.017164i,0.045623-0.044298i,0.034133-0.038922i,0.010689-0.0077842i,-7.7685e-05+0.023279i,-0.00075018+0.029418i,-0.0050294+0.014109i,-0.010202+0.00065385i,-0.0096997-0.0010473i,-0.0047304+0.0021245i,-0.0062849+0.0026939i,-0.013528+0.002427i,-0.013466+0.0038051i,-0.0087139+0.0038949i,-0.0065445+0.0057346i,-0.0053228+0.0084953i
-0.089039+0.24751i,-0.13219+0.39644i,-0.085631+0.38434i,0.038205+0.24564i,0.13557+0.13789i,0.14919+0.08192i,0.080851+0.024037i,-0.011096-0.011121i,-0.056623-0.0058434i,-0.044709+0.0055927i,-0.010412-0.002608i,0.0099955-0.023567i,0.0099699-0.027592i,0.0047497-0.010695i,0.00086689+0.0061777i,-0.00015004+0.010966i,-0.0010715+0.0071547i,-0.00040657+0.0061791i,0.0037333+0.0076427i,0.0062247+0.0054508i,0.0064204+0.0012069i,0.0073633-0.0028579i,0.0083602-0.0048134i
0.15908-0.18393i,0.24653-0.28918i,0.21026-0.27858i,0.078636-0.19189i,-0.023292-0.14183i,-0.061315-0.10508i,-0.05457-0.033357i,-0.017583+0.034813i,0.019243+0.057343i,0.027713+0.038969i,0.0032416+0.018173i,-0.023904+0.022595i,-0.025162+0.026313i,-0.011395+0.012334i,0.0012983-0.0011687i,0.0073959-0.0058859i,0.0088797-0.0035243i,0.0085481-0.0014553i,0.0061442-0.0042251i,0.0018173-0.0059669i,-0.0030378-0.0046087i,-0.0061717-0.0026517i,-0.0080283-0.001327i
-0.17367+0.10604i,-0.27399+0.16241i,-0.24071+0.14359i,-0.13104+0.091963i,-0.073364+0.08037i,-0.037757+0.076043i,0.010563+0.032583i,0.040967-0.026813i,0.042588-0.063256i,0.022483-0.056057i,0.018785-0.02207i,0.039323-0.0057082i,0.040046-0.0066699i,0.019316-0.00071592i,0.0023754+0.00455i,-0.005078+0.002567i,-0.0062336-0.0019103i,-0.006334-0.004732i,-0.0086363-0.0032846i,-0.009034+7.8459e-05i,-0.0038756+0.0023445i,0.0031994+0.0019421i,0.0053192+0.0014394i
0.20803-0.055893i,0.31353-0.08478i,0.27528-0.08246i,0.16017-0.051334i,0.10373-0.016648i,0.063673-0.0024475i,-0.0035215+0.0020667i,-0.057169+0.0082623i,-0.076289+0.015876i,-0.05578+0.018635i,-0.030267+0.00079173i,-0.033277-0.01797i,-0.032074-0.015867i,-0.010313-0.0073901i,0.0053297+0.00017822i,0.0086476+0.0073318i,0.008143+0.0103i,0.0085025+0.010082i,0.011286+0.0092749i,0.01148+0.0085932i,0.0081444+0.0054311i,0.0035148+0.0014052i,0.0010192-0.00035237i
-0.19247-0.011134i,-0.29071-0.015083i,-0.2587-0.014673i,-0.14675-0.022551i,-0.065176-0.046254i,-0.012108-0.041829i,0.033144-0.002253i,0.05934+0.03627i,0.072646+0.046044i,0.058815+0.022339i,0.02922+0.0088562i,0.020487+0.018156i,0.018522+0.021433i,0.0079693+0.013649i,0.0026144+0.00083648i,0.00076992-0.012721i,-0.0024409-0.019498i,-0.0048952-0.020615i,-0.0057965-0.020996i,-0.0050514-0.019481i,-0.0046418-0.013688i,-0.0036523-0.0077714i,-0.0029857-0.0044764i
