-0.0036907+0.0022016i,-0.0023615+0.0024658i,-0.003154+0.0035356i,-0.0017569+0.0027407i,0.00051344+0.0020945i,0.0014958+0.0019679i,0.0013475+0.0012353i,0.00024273+0.00074799i,-0.0001939+0.00038094i,0.00029377-0.00010262i,-9.8135e-06-0.0012065i,-0.00057745-0.002521i,-0.00032542-0.0023557i,-0.00024046-0.0013562i,-1.1395e-05-0.00057664i,-5.6302e-05-0.00013541i,-4.5344e-05-0.00013388i,-0.00054632-0.00030214i,-0.00055553-6.6088e-05i,0.0005816-0.00047187i,0.00061052-0.0010214i,7.1939e-05-0.00060426i,-0.00032903-0.00010013i
0.001372+0.00013763i,-0.00032867-0.00028288i,-0.00028413-0.00070382i,7.3827e-05-0.0002254i,-0.0010412-0.00019329i,-0.0017392+3.7912e-05i,-0.00086474+0.00058019i,-1.5963e-05+0.0001939i,-0.00062042-0.00050989i,-0.0011959-0.00080821i,-0.00024215-0.00071173i,9.1101e-05+0.0007113i,-0.00033657+0.0015623i,-0.00049871+0.0011462i,-0.00081773+0.00034675i,-0.0010514-0.00018794i,-0.0012585+0.00016101i,-0.00043257+0.00010853i,0.00056876+4.7701e-05i,0.00025479-3.6489e-05i,-0.00025634-0.0004285i,-0.00081916+0.0003222i,-0.0013743+0.00095513i
-0.0010137-0.000756i,-0.0021224-3.6385e-05i,-0.0016778-0.00057263i,-0.00041139-0.0011014i,0.00016533-0.00053477i,-5.8953e-05+0.00076116i,-0.00034826+0.00085951i,-0.00072998+0.00041684i,-0.0014014-1.4658e-05i,-0.00088572+0.00033145i,0.00051787+0.00081002i,0.00064019+0.00091719i,0.00026699+0.00091037i,8.9748e-05+0.0010573i,-0.0001413+0.0012209i,-1.5011e-05+0.00033246i,-2.6181e-05-0.00014574i,-0.00038235+1.4533e-05i,-0.000668+5.3565e-05i,-0.0005211-0.00013109i,-2.4101e-05+0.00014459i,-0.00024667+0.000401i,-0.00018003+0.00061009i
-0.0017899-0.00052261i,-0.0031463-0.00054412i,-0.0021382+6.8996e-05i,-0.00020106+0.00014847i,0.0005483-0.0007165i,0.00015979-0.0013259i,-0.00052551-0.0010728i,-0.00055232-0.0010843i,-0.0004065-0.00097032i,-0.00051672+0.00024832i,-0.00048942+0.00077408i,-0.00083595-5.5993e-06i,-0.00085007-0.00024439i,-0.00048197+0.00049173i,-0.00043085+0.00078787i,-8.1905e-05+0.0009294i,0.00039113+0.00044462i,-0.00024195-5.2149e-05i,-0.00055034+6.7778e-05i,-0.00052516+0.00039434i,-0.00045303+0.00026901i,-7.7659e-05-0.00071947i,0.00057095-0.0012959i
0.00048134+0.00013032i,0.00056103-0.00091621i,0.00051592-0.0021899i,-0.00041301-0.0030659i,-0.0006437-0.0026498i,-0.00067803-0.0010106i,-0.00056922+0.00079704i,1.163e-05+0.00095365i,0.0002008-0.00046043i,-0.00012349-0.0010088i,-0.00041221-0.0013742i,7.7581e-05-0.0012542i,0.0004083-0.00029383i,0.00032636+0.00037601i,0.00010065+0.00063884i,-0.00043657+0.00033985i,0.00013467-0.00063703i,0.00052925-0.00069882i,-0.00025333-0.0006107i,-0.00039604-0.00033562i,-5.6116e-05-4.0396e-05i,0.00060039+6.9391e-05i,0.0010093+8.6839e-05i
0.00026701+0.00010662i,-0.00031048-0.0001041i,-0.00093365-0.00010325i,-0.00051517-0.00037629i,0.00011606-0.0011224i,0.00079447-0.001184i,0.00099889-0.00047428i,0.00049307-0.00023878i,-0.00042269-0.0013428i,-0.0010786-0.0016709i,-0.00065043-0.0018383i,-0.00024222-0.0013891i,-0.0006836-0.0010466i,-0.0011565-0.0011331i,-0.00062915-0.00010962i,-0.00061073-9.6688e-05i,-0.0008852-0.00057065i,-0.0002763-0.00024345i,0.00056329+0.0002544i,0.00079782+0.00040308i,-0.00011179+0.00012876i,-0.00065296+7.6769e-05i,0.00018468+0.00013941i
-0.0013186+0.00023439i,-0.0017069+0.00013378i,-0.0006734+0.00020834i,0.0004671+0.0010078i,0.00031283+0.0014391i,0.00029794+0.00074165i,0.00033579+0.00051193i,-0.00039596-0.00024468i,-0.00091536-0.001026i,-0.0002964-0.0002438i,-0.00025146+0.00093957i,-0.00088182+0.00027668i,-0.00096262+0.00020745i,-0.00043423+0.0001813i,8.6643e-05-0.00063754i,-0.00015979-0.00093592i,-0.00013934-0.00073149i,-0.00018715-0.00048524i,-0.00089467-0.00027841i,-0.0012053+0.00031881i,-0.0013768-0.00015355i,-0.0010247+0.00010662i,-8.5181e-05+0.00092352i
-0.0004351+0.0014813i,-0.00080597+0.0012657i,0.000414+0.00057151i,0.0015872+0.00024216i,0.0010832-5.3261e-05i,0.0004954+0.00028804i,0.00046082+7.6461e-05i,3.5755e-05-0.00063678i,-0.0008576-0.00034455i,-0.0018625+0.00045952i,-0.0015725+0.00063443i,-0.00039594+0.00014407i,-0.00095047-2.079e-05i,-0.0011663+0.000613i,-0.00059365+0.00077603i,-0.0003766+0.00061456i,0.00029901+0.0010209i,0.00065825+0.00128i,0.00021263+0.0010376i,-0.00067346+7.7298e-05i,-0.00078797-0.00044629i,-0.00047717-2.8342e-05i,-0.00065175-2.4445e-05i
-0.0028444-0.00087246i,-0.0029652-0.00063401i,-0.0020272-0.00026657i,-0.001143+7.3079e-05i,5.2365e-05-9.2632e-05i,0.00065445+0.00057854i,0.0005615+0.00075787i,-9.08e-05-0.0001655i,-0.00047753-0.00030076i,0.00029709+0.00026221i,0.0010598+0.00023101i,0.00086258-0.00050752i,0.00092756-0.00019236i,0.00046568+0.00032891i,0.00010447+0.00018268i,0.00052111+0.00079747i,0.00058364+0.00071902i,-0.00022226+0.00059354i,-0.00043286-4.5077e-06i,-0.00053638-0.0013126i,-0.00048307-0.0016976i,-5.9888e-06-0.001475i,-0.0001457-0.0012978i
-0.0031093-0.00033437i,-0.0025701-0.0004138i,-0.0025323+3.5103e-05i,-0.0020311-0.00041859i,-0.00086507-0.00097679i,0.00073591-0.0010131i,0.00038625-0.00068589i,-0.0001538+0.00033818i,0.00028585+0.00027385i,0.00039155-0.00036177i,0.0003085-0.0003611i,0.00036668+5.613e-05i,-0.00053552-0.00044614i,-0.00058352-0.0012803i,8.353e-05-0.0012381i,0.00020141-0.0011029i,0.00046697-0.0010667i,0.00046031-0.00055024i,0.00075138-0.00016155i,0.0010876+2.0739e-05i,0.00048749+7.2795e-06i,0.00074446-0.00024619i,0.00092405-0.00019043i
0.00043514+0.0016278i,9.9818e-06+0.0022839i,-0.0005964+0.001698i,-0.00072515+0.00077604i,-0.00090396-0.0003589i,-0.0013234-0.00029865i,-0.00081348+0.0004541i,0.00055758+0.00023144i,0.001142-0.001061i,0.0010837-0.0017284i,0.0010811-0.00058431i,0.00018444+4.537e-05i,-0.00039498+0.00012096i,-0.00078812+0.00062974i,-0.00079328+0.00094274i,-0.0002472+0.0012331i,-0.00043887+0.00054229i,-0.00022182-0.00072807i,0.00011424-0.00023694i,0.00059709+0.00024591i,0.00077479-9.0979e-05i,0.00050696-4.9585e-05i,-0.00019464-0.00043307i
-0.0003449-0.0022394i,-0.0017865-0.00023897i,-0.0020278+0.00023073i,-0.0011636-0.00035493i,2.7327e-05+0.00055912i,0.00038598+0.0017018i,0.00033092+0.001363i,0.00010219-0.00018529i,-0.0008495-0.001612i,-0.00086596-0.0014791i,-0.00044843-0.00055517i,-0.00064822+0.00027858i,9.8417e-05+0.00056029i,0.00090724+0.00056783i,1.1604e-05+0.00067425i,-0.0010276+0.00029708i,-0.001074+0.0001942i,-0.00087895-0.00028807i,-2.6324e-05+0.00013224i,0.00068097+0.00012835i,0.00070778-0.00083151i,0.0005351-0.00086842i,-0.00024063-0.00022398i
0.0017568+0.0028277i,0.0010507+0.0018236i,0.0020808+0.0015793i,0.0022948+0.00076593i,0.0013845-0.0013737i,1.7652e-05-0.0016287i,-0.00068564-0.00085524i,-0.0020753-0.00061306i,-0.0027125-0.00097127i,-0.001124-0.0017589i,0.00039208-0.0019721i,-3.113e-05-0.0010203i,-0.0011711-0.00016789i,-0.0013879+0.00033615i,-0.00091718+0.00093359i,-0.00037529+0.00088818i,0.00019171+0.0006502i,0.00071405+0.00078147i,0.0009271+0.00017384i,-7.2098e-05-0.00044403i,-0.0010083-0.00037749i,-0.00081131-0.00067899i,-0.00017759-0.00094723i
0.00043431-0.00083795i,1.1958e-05-0.00060139i,-0.00045889-0.0013648i,-0.00046519-0.0014981i,-0.00040324-0.00078505i,-0.00011074-0.00020828i,0.00030177-8.1165e-05i,-0.00069412-7.6542e-05i,-0.0019497-0.0002905i,-0.0019529-0.00020724i,-0.00041432-0.00074212i,0.00039912-0.00094009i,-9.6513e-05-0.00027464i,-0.00096274+0.00020717i,-0.0014116+0.00054789i,-0.00088302+0.001255i,-2.5606e-05+0.0014611i,-0.00012399+7.0283e-05i,-0.00048175-0.00050767i,-0.00052697-0.00053052i,0.00041996-0.00099937i,0.00089039-0.00059635i,-1.6746e-05-0.00063625i
-0.00016056+0.00051087i,0.00010054+0.0011849i,0.00077988+0.00071141i,0.0008933-6.0346e-05i,0.00037118-6.6548e-05i,-1.1419e-05-0.0001998i,-0.00067895-0.00026115i,-0.0011077-0.00020554i,-0.0005525+5.7159e-05i,0.00016758-0.00038909i,0.00048528-0.00045825i,0.00038701-0.000364i,-9.748e-05-0.00082416i,-0.00050765-0.00057584i,-0.00046015+0.00039754i,-0.00016371+0.00025419i,-0.00029349+0.00024243i,-0.00048925+0.00084832i,0.00010511+0.00046433i,9.4803e-05+0.00017258i,-0.00010346-0.00059213i,-0.00012712-0.0012503i,-0.00026925-0.0010209i
-0.00044115+0.00043302i,-0.001591+0.00063631i,-0.001628+0.00047458i,-0.00027452-0.00027065i,0.00028655-0.00076045i,-0.00054599-0.00061956i,-0.00047672-0.00069729i,-0.00028867-0.00084358i,-0.00019063-0.0008733i,7.1445e-05-0.00088527i,-0.00035035-0.00012326i,-2.576e-05+6.7148e-05i,0.00017553-0.00043089i,-0.00016587-0.00025821i,0.00026051-0.00016373i,5.6041e-05-0.00025597i,-0.00031247-0.00030918i,-0.00023714-4.5331e-05i,0.00022273+6.3087e-05i,0.00011962-2.9544e-06i,0.00013326-0.0003145i,-1.7016e-05-0.00035468i,-0.0003112+0.00029522i
-0.00089783-0.0019601i,-0.0013426-0.00093305i,-0.002423-0.001308i,-0.0024172-0.0013123i,-0.0012454-7.0486e-05i,0.0002591+0.0013197i,0.0014838+0.00065793i,0.0015997+0.00041751i,-0.00018652+0.00064633i,-0.00053657-0.0008062i,0.00041696-0.0015202i,0.00059093-0.00080843i,0.0005454+0.00041602i,0.0006915+0.00066351i,0.0003178+0.00058089i,-0.00037484+0.00055685i,-0.00082582+0.00046685i,-0.0014068-5.7908e-05i,-0.0012354-0.00018608i,-0.0010963-6.3151e-05i,-0.0012203-0.000745i,-0.00067659-0.0011823i,0.00012853-0.0012132i
0.00016674+0.00025701i,-0.00068695-0.0015438i,0.00050765-0.0032454i,0.0025156-0.0028069i,0.0025848-0.00171i,0.0010452-4.121e-05i,0.00044112+0.00076807i,-0.00020345-0.00044568i,-0.0010096-0.0011046i,-0.00088691-0.00077373i,0.00020811-0.00021096i,-0.00010233+0.00021863i,-0.00059881+7.4743e-05i,-0.00014501+0.00029966i,0.00071073+0.00081158i,0.00074516+0.00068567i,0.00032623+0.00034209i,0.00045696+0.00038426i,-0.00035415+0.00064004i,-0.00031828+0.00035822i,0.0006739+8.9873e-05i,-0.00017255-0.00021548i,-0.00073459-0.0005757i
-0.00069249+0.0011382i,-0.00054096+0.00069501i,0.00047978-0.0001675i,0.00091836-0.0013083i,-0.00019479-0.0017377i,-0.0011112-0.0015171i,-0.00047713-0.0011979i,0.00032361-0.00087644i,-0.00040451-0.0011015i,-0.0015118-0.0014271i,-0.0010105-0.0016717i,-0.00046331-0.0019341i,-0.00017426-0.0014562i,0.00024121+0.00014062i,0.00059529+0.001435i,0.00030855+0.00085977i,-0.00061104-0.00043687i,-0.00069696-2.7635e-05i,-0.00058307+0.0003628i,-0.00080301-6.7634e-05i,-0.00017176-0.00038207i,0.00032176-0.00021362i,-0.00025354-9.9161e-05i
-0.0011443+0.00064975i,-0.0019382+0.001325i,-0.00076088+0.0013656i,0.0013019+0.00090615i,0.0011888+0.00059692i,-0.00013574+0.00024964i,-0.00033937-0.0004374i,-0.00031109-0.0015159i,-0.00048581-0.0010318i,-0.00082257+9.4017e-05i,-0.00062866-6.0452e-06i,-0.00023661-0.00044925i,0.00020556-0.0015076i,0.00041869-0.0013208i,-5.3002e-05-0.00073915i,-0.00046392-0.00069684i,-0.00051318-0.00054201i,0.00012983-0.0008531i,0.00033786-0.00061458i,-0.00011169-0.0010834i,-0.00028799-0.00073992i,0.00013131+0.00040997i,8.6872e-05-0.00013426i
-0.00077333+0.00067055i,0.00012573-6.3934e-05i,-0.00096415-4.6688e-05i,-0.0017532-0.00033248i,-2.2033e-05-0.0010776i,0.0012326-0.00097831i,0.0012541-0.00015922i,0.00073829+3.7001e-05i,0.00016007-0.00014959i,-0.00046317+0.00037057i,-0.00099101+0.00042213i,-0.0011167-0.00069159i,-0.00098733-0.001645i,-0.00088997-0.0010995i,-0.0002969-0.00025834i,0.00056488-0.00042079i,0.00076614-0.00038734i,-0.0003074+0.00033125i,-0.00073303+0.00015832i,-0.00014713-0.00063044i,0.00030824-0.00055875i,0.00081038-0.00019471i,0.00043868-4.5286e-05i
0.0014461-0.001794i,-0.00010393-0.001663i,-0.0017444-0.0020663i,-0.00116-0.0018336i,-0.00092222-0.0010084i,-0.00095811-4.2731e-05i,-4.8609e-06+0.00046204i,0.00024739+0.00049006i,-9.7394e-05-0.00016407i,0.00029177-0.00051738i,0.00057476-8.5098e-05i,0.00098367+0.0010791i,0.00046555+0.0019889i,-0.00044949+0.00077675i,-0.00012839+0.0002078i,9.6263e-05+0.00054942i,-0.00024603+0.00058757i,-0.00042073+0.00052398i,-0.00045136-4.5348e-05i,-0.0003401+0.00043367i,-0.00020811+0.00047441i,-0.00050275-0.00011627i,-0.0013108+0.00025367i
0.0012679-0.0014735i,-4.9017e-05-0.001842i,0.00043676-0.0019115i,-7.7721e-05-0.0017237i,-0.0018121-0.0023134i,-0.0013718-0.0013172i,0.00015402-0.00045898i,0.0010413-0.00041336i,0.00020319+4.1713e-05i,-0.00059212-0.00027532i,-0.00026449-0.0012127i,-0.00014886-0.00099888i,0.00048438+0.00092954i,0.0014172+0.001533i,0.00088631+0.0012292i,0.00031652+0.0013017i,-0.00012335+0.001222i,-0.0001023+0.00086929i,-0.00015663+0.00022492i,-0.0005642+0.00028094i,-0.00032115+0.00080534i,0.00046227+0.00080163i,0.00076563+0.00076534i
-0.00087906+0.0013195i,-0.00047263+0.0015264i,0.00028894+0.0016778i,0.00094409+0.00060502i,0.00099915-2.9904e-05i,0.00018816-0.00095832i,-0.00028801-0.0013526i,-0.00028044-0.00094969i,-0.00038325-0.00028969i,-0.00014738+0.00023916i,0.00050577-0.00055122i,0.00082692-0.0014433i,0.0010275-0.00013336i,0.0011202+0.0013124i,0.00059094+0.0014191i,-6.9799e-05+0.0013289i,0.00060487+0.0008534i,0.00071048+0.00017631i,0.00011266-0.00028636i,0.00068721-0.00073459i,0.0014872-0.0010603i,0.0014968-0.00085417i,0.00095686-9.5544e-05i
0.0011493+0.00063623i,0.0010256-0.00063845i,0.00099647-0.001362i,0.0015775-0.0020006i,0.0021455-0.00071441i,0.0015683+0.0014481i,0.0013367+0.0015086i,0.00066121+0.00041213i,-0.00085013-0.00038499i,-0.0019299-0.00041697i,-0.0013476-0.0014324i,-0.00042321-0.0012542i,-0.00035566-0.00047069i,0.00034324-0.00035366i,0.0012654+0.00077011i,0.0013545+0.00097662i,0.00021778-3.0674e-05i,-0.00028021-0.00068135i,-0.00046875+0.00012999i,-0.00079285+0.00019909i,-3.0383e-05-3.6486e-05i,0.00041708+0.00020425i,0.00015493+0.00019374i
0.0015063+0.00034173i,0.0017171-0.00047619i,0.0017671-0.00050096i,0.0018168-0.00049852i,0.0018684-0.0015344i,0.001717-0.0014965i,0.00082333-0.00093058i,-0.00031795-0.0012566i,-0.00056439-0.0016524i,-0.00078602-0.0011326i,-0.001767-0.00086424i,-0.0017546-0.0011763i,-0.0013822-0.0010817i,-0.0014858-0.00047939i,-0.0012007-0.00022527i,-4.3459e-05-0.00031562i,0.00045024-0.00042769i,0.00010321-0.00066489i,-5.4369e-05-0.00072484i,-7.6908e-06-0.00067435i,3.1379e-06-0.00064055i,-0.00034065-2.8041e-05i,-0.00037709-3.7377e-05i
0.00050191-0.00025775i,0.00051901-0.00062368i,0.0011674-0.0018615i,0.00046873-0.0023072i,-0.0010524-0.0032598i,-0.0018609-0.0024513i,-0.0012913-0.00088979i,-0.0015212-0.00061757i,-0.0017499-0.00053788i,-0.0010789-0.0010129i,0.00024927-0.00087478i,0.00015271+3.5518e-05i,-0.0010511+0.00076983i,-0.0013999+0.00056512i,-0.0013723-0.00024713i,-0.0011325+0.00048429i,-3.7676e-05+0.00089635i,0.00046962+0.00037937i,0.00022276+0.00021645i,-7.46e-06+4.2431e-05i,-0.00039874-0.00037656i,-0.00029718-0.0011718i,0.00019704-0.00076811i
-0.0010608-0.00026107i,-0.0011482-0.00048836i,-0.0009103+0.00047332i,0.00020301+0.00011793i,0.00045294-0.00034989i,0.00019776+0.00042526i,0.00037294+0.00099969i,0.00041797+0.00037539i,-9.7594e-05-0.00042634i,-8.9941e-05+0.00026531i,0.00036204+0.0010498i,0.00051221+0.00022985i,0.00031115+7.207e-05i,1.5799e-06+0.0011054i,-0.00040479+0.0019552i,-7.7277e-05+0.0010664i,0.00076806-0.00032165i,0.0010441+0.0001064i,0.00042546+0.00078112i,-7.1641e-05+0.00043468i,-0.00044421-0.00012252i,-0.0010482-0.00032544i,-0.00082758-0.00048189i
-0.0021539+0.0013284i,-0.0011947+0.00076228i,0.00020642+0.0017868i,0.00055674+0.0013546i,0.0010834+0.00055199i,0.0015201+0.001383i,0.0013677+0.0010861i,-2.9371e-05-3.8325e-05i,-0.00073823-0.00036809i,0.00019183-0.00034186i,0.00087333-0.00017736i,0.00034011-0.00013746i,0.00016542-0.00043201i,0.00088462+1.6538e-05i,0.00051214+0.00056805i,-0.00042338+4.5402e-05i,-0.0005894-0.00045425i,-0.00020082-0.00015055i,0.00012303+0.00023849i,1.2127e-05+5.0734e-05i,0.00018204+0.00011707i,0.00042419-0.00014914i,0.00018668-0.00043274i
0.0011809-5.051e-05i,0.0014672-0.00029436i,0.00082484-0.00093778i,0.00013386-0.0018875i,0.00034854-0.0016893i,-5.0163e-05-0.0012101i,-0.00036241-0.00071672i,-4.3109e-05-0.00062669i,-1.1066e-05-8.2072e-06i,0.00010953-7.657e-05i,-0.00028614-0.00090842i,-0.00051594-0.00085966i,-6.6521e-06-0.0011075i,0.0003919-0.00085622i,0.00029632+0.00033573i,-0.00034897+0.0012404i,-0.00071183+0.00085699i,-0.00085243+0.00052728i,-0.0005377+0.00048251i,-0.00038667+0.00030448i,-0.00028541-7.7874e-06i,0.00032636-0.00053612i,0.00078215-0.00077676i
-0.0003622+0.0015652i,-4.9959e-05+0.0017717i,0.0011636+0.00031115i,0.0015259-0.0010606i,0.0018297-0.00048526i,0.0016172-1.346e-05i,0.0012268-0.00013458i,-0.0001588-0.00052632i,-0.0010551-0.0014548i,-0.00021345-0.0014527i,0.00015274-0.00096549i,-0.00050062-0.00024888i,-0.0011426-0.00017953i,-0.00055582-0.0013657i,-8.7114e-05-0.0012421i,-0.00017872-0.0004814i,-0.00043897+0.0001608i,-0.00042525+0.00036982i,-0.00064935-1.6491e-05i,-0.00058198-0.00043314i,-0.00036368-0.00066105i,-4.2543e-05-0.0010944i,-3.0997e-05-0.0010912i
-0.000629+0.0023574i,-0.0008235+0.001156i,0.00017382+0.0013155i,0.00091352+0.0011507i,0.00048362-0.00045025i,-0.00033637-0.0018094i,-0.00065908-0.002007i,-0.00084715-0.0021345i,-0.0014006-0.0018064i,-0.001004-0.0011468i,-0.00050181-0.0012113i,-0.0013408-0.00038117i,-0.0021078+0.00029859i,-0.0024822+0.00043821i,-0.0022984+0.00030566i,-0.0011148-0.00042937i,0.00012723-0.00088433i,0.00061385-0.0010421i,0.00068773-0.00012584i,0.00047531+0.00050032i,0.00037822-0.00017001i,0.00027473-0.00074395i,0.00093739-0.00064808i
0.001306+0.0011539i,-0.00011219+0.00083319i,0.00061371+0.00024598i,0.0020687-0.00069794i,0.0019492-0.0010077i,-5.4465e-05-0.00021198i,-0.000591+0.00060259i,-0.00020976+0.00025785i,-0.0015531-0.00075024i,-0.002064-0.0010867i,-0.0015728-0.00085126i,-0.0014855-0.00076885i,-0.00089685-0.00015928i,-0.00044371+0.0010213i,-0.0011458+0.0014229i,-0.0010567+0.00068377i,7.924e-05-0.00039166i,-0.00016959-0.00099468i,-0.00053375-0.00023918i,-0.00050339+0.00047722i,-0.001438+7.7057e-05i,-0.0013745-0.00041671i,0.00024159-0.00079103i
0.00081823+0.0007849i,0.00019996+0.00034326i,0.00034253-0.00045731i,0.00075416-0.0010927i,0.0006733-0.00073109i,0.00047653+0.00056943i,6.2825e-05+0.00064335i,-0.00050955-0.00014892i,-0.00078076+0.00066073i,-0.0012151+0.0012362i,-0.00028655+0.00045836i,0.0006217+0.00021672i,0.00057258+0.00076738i,2.4295e-05+0.0019476i,-0.00013646+0.0025313i,0.00059864+0.0022897i,7.7639e-05+0.0014116i,-0.00081947-0.00012383i,-0.00096366-0.00066191i,-0.00092499-0.00025917i,-0.00099708-0.00021869i,-0.00078331-2.3849e-05i,-8.9022e-05+0.00032024i
0.00048721+0.0032399i,0.0009995+0.0018889i,0.0025336+0.0010043i,0.0037804+0.00019427i,0.0023323-0.0012372i,2.6933e-05-0.0018403i,-0.0013208-0.00067959i,-0.0014773+0.00012992i,-0.00047725+0.00062984i,-8.3646e-05+0.00051643i,-0.00017969-0.00041038i,-0.00032456-0.0012236i,-0.00044356-0.0010312i,0.00075766-5.2341e-05i,0.001055+0.00097526i,0.00041012+0.0015308i,0.00012203+0.0017179i,5.8928e-05+0.0013844i,-0.00036345+0.0008282i,-0.00057122+0.00083599i,0.00011006+0.0010428i,0.00082209+0.00091796i,0.00034962+0.0003928i
-0.0010423-0.00029876i,-0.0016562-0.00058379i,-0.0016688-0.001151i,-0.00078742-0.00095798i,-0.0007947-0.00019666i,-0.00072443-0.00049873i,0.00013981-0.000266i,0.00073335+0.0002481i,0.00056135+3.1997e-05i,0.00053356-0.0008402i,0.0010734-0.0011847i,0.00092929-0.00051821i,-0.00044361-0.00064978i,-0.00094276-0.00084149i,0.00029571-0.00067479i,0.00098095+4.504e-05i,0.0013488+0.00018298i,0.0016193-8.1451e-05i,0.00029918+0.00015549i,-8.3257e-05+0.00054481i,2.9652e-05+0.00048861i,0.00048387-0.00076362i,0.00079468-0.00091537i
-0.0006611-0.00041992i,-0.00088095-0.00086924i,-0.00034083-0.00079671i,-0.00035183+0.00012473i,-0.00098618+0.00043345i,9.9207e-05+0.00042547i,0.0010209+0.00094542i,8.5107e-06+0.0003314i,-0.00047622-0.00034954i,0.00015802-0.00077091i,0.00025889-0.0010103i,-6.3888e-05-0.00053714i,-0.00052111+5.5881e-05i,-0.0013515+0.00024676i,-0.0020452+0.00020522i,-0.0015333-0.00014231i,-0.00057974-0.0006809i,-0.00040458-0.00076436i,-0.00051835-0.00056835i,-0.0004785+0.00010754i,-0.00046906+0.00067107i,-0.00090334+4.5995e-05i,-0.0011572-0.00061133i
-0.0015085+0.00055012i,-0.0019798+0.0013604i,-0.0020361+0.0018412i,-0.0013638+0.00067821i,-0.00049267+0.00053058i,0.0001504+0.0013325i,-7.594e-06+0.00052877i,-0.00082899-0.00012553i,-0.0014772-0.00063214i,-0.00056451-0.0010929i,0.00019854+3.3386e-05i,-0.00023884+0.00030714i,-9.8196e-05+0.0003606i,-0.0004027+0.0011011i,-0.0014315+0.0012466i,-0.0014973+0.0014285i,-0.0015717+0.001184i,-0.0017178-5.0048e-05i,-0.0011818+6.035e-05i,-0.00051232+0.00077285i,2.4969e-05+0.00072693i,0.00060512-0.00015146i,-0.00016137-0.00073732i
-0.00059509-0.00086297i,8.5719e-05-0.00091651i,-0.0002805-0.0004415i,-0.0005545+5.38e-05i,-8.8142e-05+4.3601e-05i,0.00053768-0.00010615i,0.00034561+0.00022477i,-0.0005857+5.2189e-05i,-0.00095386-0.00060871i,-0.00030384-0.00047144i,0.00017978+0.0011625i,0.00086214+0.0015949i,0.00070536+0.00072121i,0.00043188+0.00083187i,0.00042694+0.001348i,0.0001756+0.00119i,-0.00018527+0.00097207i,-0.00094598+0.00059905i,-0.0010911+8.8697e-05i,-0.0007514-0.00026188i,-0.0005205-0.00043083i,-4.661e-05-0.0011213i,0.00055558-0.0011077i
0.0013866+0.0012231i,0.00076068+0.0017473i,0.001119+0.00089975i,0.0016176-0.00068116i,0.0015208-0.0014145i,0.00031225-0.00097812i,-0.00033232+1.5079e-05i,-9.1367e-05-0.00035312i,8.8628e-05-0.00088549i,-5.625e-06-0.00037674i,0.00061614-0.00033435i,0.00091933-0.00078534i,0.00068697-0.00079479i,0.00051529-0.00053627i,0.00096469-3.3285e-05i,0.0016728+0.00019397i,0.0011776+0.00066643i,0.00051493+0.0009324i,6.7458e-05+0.00010343i,-0.00022451+6.5716e-05i,-0.00086462-7.7391e-05i,-0.00080846-0.00093712i,0.00074541-0.0010393i
0.00018027+0.00096374i,-0.0004589+0.00067802i,-0.0010292-0.00015525i,-0.0014261-0.00073701i,-0.0017876-0.00037548i,-0.0014376-0.00046167i,-0.00079589-0.00024355i,-0.00032291+6.5254e-05i,-0.00034779-0.00027055i,-0.00036464-0.00076652i,-0.00021837-0.0011685i,-6.0633e-05-0.0014496i,-0.00044398-0.0011844i,-0.0012879-0.00074384i,-0.00073091-0.0014566i,0.0011124-0.0018192i,0.0013317-0.00079119i,0.0008032-0.00088126i,0.00029688-0.0014111i,-0.000116-0.0010011i,0.00038182-0.0011485i,0.00017644-0.0015812i,-0.00025355-0.0016033i
9.9451e-05-0.0014324i,-0.00040525-0.00052456i,-0.00062261-0.00053193i,-0.001038-0.0011611i,-0.00063613-4.9832e-05i,0.00012753+0.00030107i,0.0002558+0.00013396i,-0.00060106-4.1145e-06i,-0.0011102-0.00051028i,-0.0014528-0.00057267i,-0.0017321-0.00086602i,-0.0011175-0.00071433i,-0.00097591+0.00043797i,-0.0012786+0.00012927i,-0.0014214-0.0011357i,-0.00097689-0.0012365i,-0.00020692-0.0011254i,-0.00021237-0.0014403i,-0.00037253-0.0017663i,-7.2499e-05-0.00099235i,-0.00057276-7.5201e-05i,-0.0013158+0.00077916i,-0.0011917+0.00020906i
0.00098363-0.00014136i,0.00037765-0.00023325i,0.00092321-0.001413i,0.00071947-0.0017979i,0.00043282-0.0010755i,0.00047131-0.00088372i,0.00012899-0.00051522i,-0.0003817-0.00014809i,-0.00064068-0.00060951i,-0.0008495-0.00076261i,-0.0014415-3.1723e-05i,-0.0010951+3.6614e-05i,-0.0008518+0.00028326i,-0.0013657+0.0016552i,-0.0014572+0.0024834i,-0.0014137+0.0025176i,-0.0019307+0.00185i,-0.001677+0.00060972i,-0.001416-0.00075047i,-0.00090327-0.00092767i,-0.00023984-0.00017724i,-0.00032213+0.00041929i,0.00063982+0.00025899i
