-0.0036907+0.0022016i,-0.0023615+0.0024658i,-0.003154+0.0035356i,-0.0017569+0.0027407i,0.00051344+0.0020945i,0.0014958+0.0019679i,0.0013475+0.0012353i,0.00024273+0.00074799i,-0.0001939+0.00038094i,0.00029377-0.00010262i,-9.8135e-06-0.0012065i,-0.00057745-0.002521i,-0.00032542-0.0023557i,-0.00024046-0.0013562i,-1.1395e-05-0.00057664i,-5.6302e-05-0.00013541i,-4.5344e-05-0.00013388i,-0.00054632-0.00030214i,-0.00055553-6.6088e-05i,0.0005816-0.00047187i,0.00061052-0.0010214i,7.1939e-05-0.00060426i,-0.00032903-0.00010013i
-0.011625+0.002372i,-0.036473-0.002631i,-0.064301-0.014545i,-0.051758-0.0066216i,0.022331+0.040605i,0.10411+0.085556i,0.11331+0.092052i,0.044807+0.078594i,-0.014313+0.057456i,-0.024772+0.029936i,-0.018163+0.014241i,-0.010374+0.012751i,-0.003276+0.011865i,-0.0011508+0.0067814i,-0.0038128+5.9634e-05i,-0.010239-0.0033024i,-0.0142+0.0013464i,-0.0094325+0.0063022i,-0.0011047+0.0063013i,0.0048433+0.0067839i,0.0084248+0.0083103i,0.0075437+0.0077087i,0.00058664+0.0080213i
0.017997+0.00049343i,0.042674+0.00058502i,0.068005+0.0064196i,0.055987-0.0092969i,-0.0043788-0.069187i,-0.061937-0.12816i,-0.057729-0.13289i,0.0016842-0.088733i,0.044876-0.039653i,0.044447-0.011648i,0.029834-0.00557i,0.015534-0.0085289i,0.004988-0.0082629i,0.0017598-0.0039226i,0.0051283+0.0029242i,0.011775+0.0078414i,0.014467+0.0057542i,0.0087219+0.0023861i,0.00067591+0.0030638i,-0.0040488+0.0016472i,-0.0067836-0.0020383i,-0.0059055-0.0022782i,0.0017873-0.0010478i
-0.0097567+0.0052113i,-0.030886+0.0072506i,-0.054301+0.006076i,-0.050547+0.023043i,-0.014127+0.080659i,0.016617+0.13879i,0.0015945+0.134i,-0.041796+0.072352i,-0.063537+0.016281i,-0.053757-0.0019633i,-0.034532+0.0021286i,-0.017664+0.0072681i,-0.0066796+0.0067679i,-0.00058551+0.0031952i,-0.00010783-0.0042561i,-0.0061444-0.011867i,-0.0098972-0.011755i,-0.0056218-0.0082037i,-0.00049661-0.0077804i,0.0001369-0.0066335i,-0.00058613-0.00251i,-0.0018079+5.645e-05i,-0.0062917-0.0012757i
0.012386-0.0057558i,0.030014-0.0082191i,0.051098-0.010677i,0.051113-0.030832i,0.02894-0.083304i,0.018719-0.12699i,0.038499-0.10246i,0.061801-0.026395i,0.062092+0.030723i,0.046944+0.037175i,0.029892+0.017639i,0.014548+0.0048966i,0.0068544+0.0035259i,0.0041563+0.0047647i,0.0029358+0.010002i,0.007259+0.016553i,0.011027+0.016853i,0.0088338+0.012734i,0.0049393+0.0097882i,0.0021801+0.0074424i,0.0021401+0.0034408i,0.0036106+0.00053488i,0.0057496+0.00056058i
-0.0057482+0.0061482i,-0.021212+0.011767i,-0.04209+0.012543i,-0.05521+0.0249i,-0.054876+0.067149i,-0.052077+0.094103i,-0.057624+0.05283i,-0.059533-0.022594i,-0.04431-0.065535i,-0.032463-0.061765i,-0.028633-0.036897i,-0.020076-0.017276i,-0.011893-0.0091128i,-0.0068469-0.0067858i,-0.002681-0.010705i,-0.0029261-0.017186i,-0.0045657-0.01736i,-0.0026773-0.0115i,0.00037274-0.0075155i,-0.00068533-0.0059164i,-0.0038766-0.0021727i,-0.0047153+0.0025418i,-0.0054703+0.0042059i
0.010226-0.0051612i,0.023851-0.011085i,0.039864-0.015027i,0.051862-0.023097i,0.061457-0.046124i,0.064909-0.050738i,0.057254+0.0010333i,0.03863+0.070125i,0.018819+0.096509i,0.016582+0.080152i,0.022893+0.048442i,0.018335+0.024434i,0.011975+0.015108i,0.0097547+0.01064i,0.0051043+0.011583i,0.0010382+0.017883i,0.00021262+0.017341i,-0.0026298+0.0097477i,-0.0058558+0.005978i,-0.0039502+0.0057077i,-0.0013126+0.0028445i,-0.00092552-0.0010484i,0.00067973-0.0012335i
-0.0011386+0.0074903i,-0.011651+0.014676i,-0.030261+0.017189i,-0.050292+0.018624i,-0.06016+0.024877i,-0.05893+0.01032i,-0.040061-0.041992i,-0.0056451-0.090351i,0.013351-0.097703i,0.0016843-0.077269i,-0.015391-0.047944i,-0.016991-0.022944i,-0.011198-0.012389i,-0.0059829-0.008356i,0.00029506-0.0095195i,0.0044351-0.016068i,0.0045503-0.016684i,0.005747-0.010922i,0.0081257-0.00793i,0.0067105-0.0083656i,0.0023172-0.0059494i,-0.00043953-0.0026521i,-0.0010679-0.0035767i
0.0048676-0.0029667i,0.016036-0.010854i,0.034436-0.011243i,0.051733-0.0098i,0.052394-0.013256i,0.033739+0.010157i,-0.00091619+0.060379i,-0.039148+0.087759i,-0.051743+0.086588i,-0.030326+0.074133i,-0.0048161+0.050822i,0.0031466+0.026257i,0.0031892+0.014901i,0.0028552+0.0099463i,-0.0012511+0.009624i,-0.0050299+0.01517i,-0.0048461+0.01488i,-0.0048704+0.0093687i,-0.0053582+0.0082163i,-0.0041069+0.010219i,-0.0019874+0.0089999i,-0.00074182+0.006051i,-0.0010649+0.0054434i
-0.001201+0.0082376i,-0.0084489+0.016349i,-0.022916+0.016759i,-0.039045+0.0092414i,-0.036417+0.0044789i,0.0021132-0.016566i,0.051591-0.052592i,0.075634-0.061912i,0.074061-0.055283i,0.050574-0.056828i,0.019595-0.050049i,0.0041995-0.0303i,0.0010263-0.016013i,0.00013342-0.010194i,0.0030049-0.0096022i,0.0059508-0.013521i,0.0051602-0.011938i,0.004026-0.0061991i,0.0042998-0.0054711i,0.0029443-0.0069925i,-0.00046835-0.0064039i,-0.0026331-0.0043825i,-0.002228-0.0019522i
0.0056942-0.0055319i,0.012365-0.01318i,0.026127-0.017644i,0.03381-0.013393i,0.013449-0.0030243i,-0.039899+0.010059i,-0.091619+0.026248i,-0.10248+0.031534i,-0.08658+0.032055i,-0.060118+0.046511i,-0.027245+0.051957i,-0.0076369+0.0344i,-0.0035826+0.017981i,-0.0030727+0.01086i,-0.0045875+0.0089473i,-0.0062427+0.011979i,-0.0048862+0.010995i,-0.0033655+0.005219i,-0.0032478+0.0041673i,-0.0027328+0.0068006i,0.00023502+0.0062251i,0.0031749+0.0029839i,0.0027757+0.00055754i
-0.00029131+0.0079696i,-0.0032477+0.017415i,-0.015272+0.020374i,-0.022882+0.012817i,0.0057924+0.0070755i,0.063605+0.0061553i,0.10431+0.0078305i,0.10384+0.014034i,0.084812+0.0075863i,0.059707-0.022154i,0.026413-0.039722i,0.0051467-0.02824i,0.0028323-0.01359i,0.0052739-0.0084801i,0.0077098-0.0087287i,0.0079288-0.010737i,0.0038709-0.009672i,0.0019042-0.0058379i,0.0037232-0.0053365i,0.0034799-0.008201i,-0.0002513-0.007806i,-0.0030772-0.0033445i,-0.0027319-0.00018139i
0.0075706-0.0055784i,0.00929-0.015574i,0.013441-0.019304i,0.012005-0.017074i,-0.018356-0.026963i,-0.073662-0.041875i,-0.10234-0.050041i,-0.090812-0.053734i,-0.075604-0.033928i,-0.060333+0.0067366i,-0.032703+0.027153i,-0.011919+0.020018i,-0.0072958+0.012016i,-0.0054829+0.01075i,-0.0051773+0.010523i,-0.005784+0.011313i,-0.0022248+0.011047i,0.0009614+0.00824i,-0.00016065+0.007243i,-0.0016431+0.008892i,-0.00070279+0.0086145i,0.0014472+0.0047192i,0.00083952+0.0010128i
0.0021151+0.0061115i,-0.00066039+0.014037i,-0.0059157+0.017707i,-0.0090386+0.019227i,0.013928+0.040731i,0.067778+0.074847i,0.093383+0.086136i,0.070164+0.074513i,0.05693+0.047071i,0.057527+0.0071457i,0.039403-0.017552i,0.016804-0.016446i,0.0058502-0.010002i,0.0029921-0.0075817i,0.0046352-0.0077664i,0.0051675-0.010512i,0.00019273-0.011918i,-0.003962-0.0094129i,-0.0027406-0.007536i,-0.00068898-0.0086069i,-0.0023522-0.0093588i,-0.0038409-0.0069563i,-0.0015922-0.0031256i
0.0041535-0.0060881i,0.0053133-0.013135i,0.0094132-0.017141i,0.0096788-0.024333i,-0.013721-0.059922i,-0.05778-0.10624i,-0.073104-0.1068i,-0.045462-0.068269i,-0.036158-0.035037i,-0.049843-0.0060678i,-0.0419+0.016488i,-0.018412+0.018422i,-0.0016691+0.010934i,0.003814+0.0052134i,0.0018944+0.0046949i,0.0004239+0.0093955i,0.0035127+0.011656i,0.0062657+0.0089396i,0.0028471+0.0072988i,-0.00057369+0.0086838i,0.0007387+0.010487i,0.0021356+0.0088108i,0.00023043+0.0030044i
0.0037585+0.0080201i,0.003746+0.016161i,0.0015934+0.016105i,-0.0059601+0.02171i,0.0030596+0.066166i,0.0323+0.11656i,0.033113+0.10591i,0.0039246+0.059872i,0.0048001+0.034057i,0.032057+0.012855i,0.032759-0.011742i,0.01012-0.016524i,-0.0045838-0.0064263i,-0.005412+0.00037484i,-0.0017094+0.00037977i,-0.00038282-0.0046339i,-0.0020744-0.0089568i,-0.0017871-0.0071799i,0.0020473-0.0036426i,0.0038477-0.0051406i,0.0010381-0.007756i,-0.002656-0.0055549i,-0.0029475-0.0006761i
-0.00060653-0.0066445i,-0.0014752-0.013263i,-0.0012325-0.015859i,0.0075498-0.025193i,0.011025-0.07102i,-0.0013286-0.11858i,0.0037955-0.097042i,0.024968-0.046104i,0.01193-0.026063i,-0.025009-0.013464i,-0.030141+0.0060514i,-0.0093006+0.010866i,0.0038428+0.0025528i,0.0054897-0.0025328i,0.0033359-0.002255i,0.00062822+0.0015912i,-0.00067762+0.0063546i,-0.0010757+0.0062795i,-0.0033534+0.0025594i,-0.0064851+0.0024373i,-0.0058716+0.0058604i,-0.0018813+0.0054971i,0.0001823+0.00058324i
0.0038483+0.0067266i,0.0074954+0.014114i,0.0044196+0.015849i,-0.016956+0.025248i,-0.035537+0.07342i,-0.02878+0.12083i,-0.020816+0.092645i,-0.027343+0.037337i,-0.011571+0.024798i,0.022734+0.021844i,0.029141+0.0040337i,0.012771-0.0043118i,0.00093761-0.0012396i,-0.0030802+0.0012417i,-0.0024953+0.0017735i,0.0012264-0.0011489i,0.0034987-0.0065108i,0.0035217-0.0078212i,0.0052874-0.0038931i,0.0075322-0.0016958i,0.006513-0.0039426i,0.0017847-0.0041164i,-0.0012045+0.00063339i
-0.00028128-0.0081861i,-0.0044502-0.014853i,-0.00464-0.014959i,0.018132-0.018801i,0.05118-0.065823i,0.050362-0.1174i,0.022893-0.086264i,0.0117-0.02018i,0.00063973-0.0076279i,-0.025546-0.015658i,-0.035004-0.0028721i,-0.021525+0.0095872i,-0.0048031+0.011008i,0.0053734+0.0072209i,0.0064571+0.0030491i,0.0019552+0.0034022i,-0.0011188+0.00674i,-0.0011219+0.0072093i,-0.0022246+0.0026662i,-0.0060426+0.00059832i,-0.0071654+0.0043033i,-0.0029001+0.0061967i,0.0012816+0.002616i
0.0013332+0.0088286i,0.0092741+0.016253i,0.012168+0.01561i,-0.015554+0.013365i,-0.063507+0.052118i,-0.06656+0.1044i,-0.020494+0.074862i,0.0038554+0.0074838i,0.0070013+0.0023085i,0.023911+0.017709i,0.031021+0.0030298i,0.017843-0.014518i,0.0018336-0.016128i,-0.0084212-0.0099488i,-0.0096112-0.0055185i,-0.004811-0.0054642i,-0.0019068-0.0060391i,-0.0020151-0.0034936i,-0.0023642+0.0022722i,-0.00032186+0.0041068i,0.0020863+3.1938e-05i,-0.00022372-0.003404i,-0.0035406-0.0018003i
-0.00014396-0.0071781i,-0.0093405-0.014849i,-0.015843-0.013225i,0.0086355-0.0047432i,0.061638-0.03205i,0.072804-0.079495i,0.019045-0.057248i,-0.017771+0.0026315i,-0.017698+0.0049689i,-0.025376-0.014203i,-0.028262-0.0031464i,-0.013736+0.012982i,0.0032192+0.015969i,0.013631+0.011097i,0.015956+0.0064501i,0.011485+0.0052592i,0.0060677+0.0037457i,0.0044396+0.00044467i,0.004969-0.004762i,0.0031258-0.0069788i,0.00033356-0.0035763i,0.00049816+0.0016691i,0.0024539+0.0012993i
0.0053768+0.0059051i,0.014163+0.012841i,0.020834+0.0054621i,-0.010689-0.013721i,-0.074026+0.0075887i,-0.085165+0.057941i,-0.018206+0.048279i,0.028323+0.0024611i,0.023061+0.0020481i,0.021957+0.020343i,0.024105+0.010782i,0.012831-0.0036807i,-0.0011614-0.0080127i,-0.01095-0.0085882i,-0.013774-0.0082315i,-0.010346-0.006331i,-0.0058304-0.002947i,-0.0045657+0.0006798i,-0.0055272+0.0058275i,-0.0040827+0.0093608i,-0.00060758+0.0078559i,0.00063794+0.0033385i,-0.0012862+0.00075209i
-0.00087922-0.0064488i,-0.01165-0.013551i,-0.024699-0.0032736i,0.00094975+0.027278i,0.07562+0.017176i,0.097294-0.04059i,0.022535-0.053015i,-0.032711-0.014031i,-0.026302-0.004494i,-0.021186-0.020952i,-0.026912-0.017479i,-0.021584-0.0037565i,-0.0073789+0.0054192i,0.0065485+0.010404i,0.01326+0.010428i,0.010994+0.0065187i,0.0052963+0.0034219i,0.003314+0.0023661i,0.0053431-0.0010871i,0.0048409-0.0058417i,0.00052257-0.005635i,-0.0023782-0.0014744i,-0.0011439+0.0020714i
0.0033987+0.0094922i,0.017194+0.015526i,0.035746+0.0044843i,0.01575-0.035177i,-0.063268-0.043129i,-0.1034+0.021608i,-0.034886+0.065956i,0.027362+0.038619i,0.019572+0.021262i,0.013176+0.032014i,0.025431+0.024702i,0.02595+0.0060179i,0.014434-0.0070495i,0.00089052-0.012949i,-0.0072629-0.012191i,-0.0072487-0.0092458i,-0.0046372-0.0065261i,-0.0042733-0.0042147i,-0.007301-0.0011938i,-0.0080831+0.002273i,-0.003293+0.0031887i,0.0008703+0.00015103i,0.00075969-0.0030656i
-0.0012399-0.0069156i,-0.015409-0.013213i,-0.040564-0.0027647i,-0.032735+0.041618i,0.037395+0.061055i,0.093322-0.0018671i,0.048322-0.066641i,-0.01473-0.054391i,-0.011762-0.031339i,-0.0058624-0.035068i,-0.022803-0.024383i,-0.027045-0.0034945i,-0.01634+0.0093575i,-0.0039126+0.016244i,0.0031344+0.016991i,0.0039214+0.012796i,0.0034194+0.0078771i,0.0047059+0.0056323i,0.0078947+0.0043569i,0.0095526+0.0014717i,0.0060437-0.0011971i,0.001054-0.00056112i,-0.0010148+0.0013579i
0.0040725+0.0071527i,0.021434+0.016773i,0.04953+0.0048632i,0.047972-0.048212i,-0.019765-0.077696i,-0.083064-0.021073i,-0.052763+0.055348i,0.0023023+0.065356i,0.0035715+0.046067i,-0.001387+0.043003i,0.012994+0.030758i,0.01828+0.010945i,0.012913-0.002907i,0.0057211-0.013197i,0.0011467-0.017245i,0.0001961-0.013356i,-0.00029612-0.008397i,-0.0020089-0.0061671i,-0.0058659-0.0044517i,-0.0087984-0.00093478i,-0.0077367+0.0029312i,-0.0033493+0.0035783i,0.00068957+0.0017708i
-0.00057471-0.0070305i,-0.016988-0.015084i,-0.05575-0.0062725i,-0.07428+0.050241i,-0.0071163+0.099053i,0.075961+0.049247i,0.061973-0.042164i,0.0099779-0.064129i,0.0024348-0.043904i,0.0059294-0.039072i,-0.0072453-0.032843i,-0.014027-0.018044i,-0.011248-0.0030171i,-0.0055889+0.011038i,-0.00038537+0.016216i,0.00077101+0.011536i,-6.5704e-05+0.0059523i,-8.278e-05+0.0042935i,0.0032203+0.0039512i,0.0067849+0.0014849i,0.0059847-0.0015571i,0.0013545-0.0029949i,-0.0023576-0.0024774i
0.0039313+0.0059787i,0.023135+0.018276i,0.06671+0.014749i,0.096616-0.040794i,0.040435-0.10651i,-0.063511-0.07171i,-0.082431+0.027417i,-0.033393+0.057423i,-0.016165+0.037491i,-0.015698+0.0354i,0.00049313+0.035668i,0.012435+0.024793i,0.01425+0.010774i,0.011588-0.0034011i,0.0065654-0.010385i,0.0039313-0.0081451i,0.0042031-0.0029715i,0.0042415-0.0021439i,0.00022827-0.003931i,-0.0050604-0.0024819i,-0.005226+0.00091888i,-0.0013816+0.0037633i,0.0020923+0.0043257i
-0.0016426-0.0060157i,-0.02116-0.019525i,-0.071239-0.023247i,-0.11892+0.025196i,-0.082626+0.095419i,0.034014+0.084458i,0.090461-0.00087506i,0.054543-0.038149i,0.030289-0.021445i,0.026592-0.022335i,0.0066587-0.030691i,-0.011716-0.022952i,-0.015915-0.008965i,-0.01351+0.00223i,-0.01007+0.0059212i,-0.0074879+0.0029048i,-0.0054245+0.0001334i,-0.0050657+0.00013415i,-0.0029675+0.0016417i,0.0011541+0.0027173i,0.0027564+0.00061222i,0.00099706-0.0029975i,-0.0019365-0.0051716i
0.0046662+0.0067685i,0.024046+0.023207i,0.078039+0.030877i,0.137-0.0121i,0.11078-0.082817i,-0.0032656-0.091409i,-0.077435-0.024743i,-0.063455+0.020269i,-0.041343+0.014361i,-0.033894+0.015699i,-0.01566+0.023479i,0.00097863+0.018007i,0.0096505+0.0078672i,0.013736-0.0014952i,0.013063-0.0055296i,0.010113-0.002643i,0.007405+0.00052245i,0.0058893+0.00038035i,0.0034161-0.0012463i,0.00016012-0.0023241i,-0.0023423-0.0010367i,-0.0031378+0.0031147i,-0.0020051+0.0061583i
-0.0063142-0.0048654i,-0.026012-0.020035i,-0.084337-0.035391i,-0.15955-0.0061189i,-0.14927+0.070845i,-0.032182+0.098654i,0.05912+0.044662i,0.060503+0.0019454i,0.042912+0.00183i,0.038891-0.0044458i,0.023593-0.017698i,0.006842-0.017731i,-0.0036967-0.010302i,-0.011458-0.0026712i,-0.011656+0.0026274i,-0.0075374+0.0028561i,-0.0046423-5.2402e-05i,-0.0041037-0.00098729i,-0.0028732+0.0020751i,-0.00045388+0.0030193i,0.001712+0.0008076i,0.002686-0.0027129i,0.0022175-0.0054431i
0.0031585+0.0069916i,0.025301+0.028052i,0.084636+0.055798i,0.16858+0.041083i,0.18461-0.037275i,0.073834-0.091775i,-0.038444-0.061398i,-0.052317-0.020678i,-0.037556-0.011895i,-0.03864+0.00013617i,-0.030376+0.017362i,-0.013648+0.02135i,0.00098278+0.016312i,0.011121+0.0083681i,0.012152+0.0018507i,0.0075706+0.0016953i,0.004637+0.0042281i,0.0043148+0.0042007i,0.0037349+0.0017727i,0.00084625-0.00035476i,-0.0029444+0.0010362i,-0.0056001+0.0046583i,-0.0060157+0.0066535i
-0.0037057-0.0030817i,-0.019527-0.024538i,-0.075165-0.063719i,-0.167-0.071996i,-0.20327-0.0096228i,-0.10782+0.069141i,0.011892+0.075303i,0.038229+0.040863i,0.027815+0.028013i,0.030875+0.012868i,0.025307-0.0091565i,0.0096289-0.016879i,-0.0035151-0.01455i,-0.010812-0.0098162i,-0.010952-0.0054105i,-0.0070482-0.0048702i,-0.0043421-0.0060937i,-0.0042707-0.0056558i,-0.003871-0.0043082i,-0.0015185-0.0027924i,0.0010938-0.0025985i,0.0033529-0.0043635i,0.0048052-0.0049066i
0.0019112+0.0052886i,0.017702+0.031521i,0.071804+0.078966i,0.16333+0.10373i,0.20516+0.054652i,0.13016-0.035514i,0.017929-0.072889i,-0.024242-0.049609i,-0.020741-0.030947i,-0.024431-0.018169i,-0.021739-2.7932e-05i,-0.0090988+0.0091203i,0.0038877+0.010364i,0.012326+0.0087232i,0.012406+0.0064938i,0.0092927+0.0054808i,0.0075333+0.0049989i,0.0059145+0.0051121i,0.0049218+0.0037435i,0.0027061+0.0018949i,-0.0017628+0.0012665i,-0.0059803+0.0022319i,-0.0069017+0.0030237i
-0.00050486-0.0078545i,-0.013743-0.033587i,-0.06314-0.091951i,-0.1541-0.1394i,-0.2064-0.10152i,-0.14613-0.0047812i,-0.041092+0.050647i,0.0065603+0.046486i,0.0097176+0.035566i,0.018793+0.027325i,0.022795+0.01164i,0.013503+0.00037897i,0.0021812-0.0045311i,-0.006291-0.0071631i,-0.0077498-0.0075718i,-0.0062352-0.0062535i,-0.0044461-0.0053244i,-0.0037147-0.0048857i,-0.0038342-0.0025813i,-0.0024622-0.0002008i,0.0012236-0.00056941i,0.0050623-0.0015255i,0.0058533-0.00057096i
0.0022665+0.0079729i,0.012217+0.037643i,0.049763+0.10539i,0.12949+0.17397i,0.19382+0.15757i,0.15409+0.056694i,0.058594-0.018869i,0.013731-0.028631i,0.0049777-0.025442i,-0.01108-0.02513i,-0.020773-0.013237i,-0.015196-0.0006123i,-0.0038532+0.0068508i,0.0040827+0.011379i,0.0059841+0.010424i,0.0055205+0.0083672i,0.0036649+0.007503i,0.0012842+0.0065318i,0.0014556+0.0043758i,0.00072167+0.001192i,-0.0033395+2.6366e-05i,-0.0073546+0.00069203i,-0.0075979-7.3493e-05i
-0.0052207-0.0098979i,-0.012225-0.036786i,-0.043198-0.10539i,-0.10915-0.19027i,-0.16772-0.20146i,-0.14893-0.10295i,-0.07583-0.0043988i,-0.034977+0.019566i,-0.02301+0.022167i,-0.0018347+0.025762i,0.013346+0.015389i,0.010598+0.0020438i,0.0025131-0.0072962i,-0.001953-0.013461i,-0.0027227-0.014044i,-0.0025076-0.01249i,-0.0015781-0.009733i,-0.00031476-0.0066348i,-0.00037732-0.0049148i,-0.00022772-0.002632i,0.002492+5.5269e-05i,0.0060729+0.0011609i,0.0063854+0.0018692i
0.0038007+0.010162i,0.0087759+0.038532i,0.029084+0.1138i,0.076123+0.21013i,0.12281+0.23455i,0.12519+0.14116i,0.083451+0.027001i,0.044834-0.014669i,0.027599-0.020862i,0.0086141-0.024541i,-0.0059109-0.017121i,-0.0059355-0.0049158i,-0.00096276+0.0061625i,0.0026641+0.013145i,0.003565+0.014059i,0.0030274+0.013017i,0.0022138+0.010667i,0.0023703+0.007646i,0.0026559+0.0049545i,0.00050391+0.0026073i,-0.0031343+0.00095027i,-0.0061444-0.00047531i,-0.0058853-0.0019517i
-0.0035799-0.0054171i,-0.0046212-0.03294i,-0.011216-0.11136i,-0.038433-0.21984i,-0.076824-0.25483i,-0.08572-0.16703i,-0.061733-0.049802i,-0.037948+0.0067989i,-0.026223+0.020846i,-0.011785+0.026594i,0.0018173+0.021995i,0.0044611+0.010936i,0.0013025-0.00057241i,-0.00087737-0.0096446i,2.6443e-05-0.012734i,0.0012825-0.012324i,0.00077178-0.010146i,-0.00071746-0.0077535i,-0.0019756-0.0057589i,-0.0016804-0.0013792i,0.0013+0.0025881i,0.0040571+0.0039567i,0.0031088+0.0038954i
-0.0030349+0.0076935i,-0.00423+0.037673i,-0.011321+0.11738i,-0.0069054+0.22941i,0.019733+0.27741i,0.038229+0.1936i,0.029977+0.070241i,0.018301+0.011103i,0.014135-0.0053293i,0.0074797-0.017393i,-0.0017219-0.019044i,-0.0047413-0.010885i,-0.0029194-0.00073744i,-0.0016934+0.0069738i,-0.0026188+0.0091852i,-0.0043843+0.0099082i,-0.0043701+0.0091923i,-0.0026097+0.0069438i,-0.00011834+0.0048681i,0.00062027+0.00067889i,-0.0024044-0.0032369i,-0.0050356-0.0051272i,-0.0036068-0.0049296i
0.0022829-0.0070189i,0.010045-0.031484i,0.028102-0.10479i,0.045054-0.21688i,0.039574-0.27689i,0.013484-0.20845i,-0.0043554-0.092225i,-0.0083217-0.034551i,-0.012068-0.012577i,-0.01029+0.0066038i,-0.0011514+0.012064i,0.0041238+0.0056538i,0.0044881-0.0019061i,0.0055393-0.00746i,0.0080156-0.00902i,0.0091179-0.0088127i,0.0071065-0.0082531i,0.0040761-0.0063094i,0.0011659-0.0041745i,-0.00024191-0.00077296i,0.0015992+0.0039095i,0.0033462+0.0065455i,0.0019172+0.0055158i
-0.0019433+0.0053864i,-0.013119+0.031032i,-0.044232+0.10053i,-0.084653+0.20455i,-0.098618+0.26012i,-0.062189+0.20579i,-0.013385+0.1062i,0.0079323+0.050529i,0.016198+0.027872i,0.016702+0.0068135i,0.0083227-0.0038797i,0.0020075-0.002231i,0.00041179+0.0034561i,-0.0022428+0.0077839i,-0.006294+0.0077989i,-0.0084689+0.0061653i,-0.0071878+0.0049458i,-0.0038935+0.0048197i,-0.0015826+0.0044761i,-0.0012812+0.0012452i,-0.002804-0.0032474i,-0.0045492-0.0060537i,-0.0034884-0.0057536i
0.0024989-0.0057352i,0.01629-0.028906i,0.05715-0.090739i,0.11431-0.18385i,0.13931-0.2319i,0.10122-0.18305i,0.036279-0.09692i,-0.0046664-0.044665i,-0.021288-0.020971i,-0.024146-0.0023848i,-0.017486+0.0056542i,-0.010893+0.0036217i,-0.0047366-0.00050805i,0.0018513-0.0042815i,0.0059251-0.0048771i,0.008769-0.0032038i,0.0093416-0.0021641i,0.0068508-0.003417i,0.0030557-0.0044711i,0.0003494-0.0023271i,0.00054177+0.0022033i,0.0020015+0.0062431i,0.0017972+0.0057644i
-0.0017705+0.0043168i,-0.019361+0.023922i,-0.071278+0.076205i,-0.14732+0.1548i,-0.18603+0.19776i,-0.14231+0.15298i,-0.062901+0.072619i,-0.011572+0.029039i,0.010317+0.013077i,0.017758-0.00011938i,0.014308-0.0076847i,0.0086855-0.0060118i,0.0036867-0.0011362i,-0.00090064+0.0012568i,-0.0048899+0.00077288i,-0.0073834-0.0011674i,-0.007235-0.00091733i,-0.0057385+0.0024253i,-0.003028+0.0053625i,0.00047118+0.00363i,0.0020388-0.0021462i,0.00039587-0.0060012i,-0.00023645-0.0051995i
-0.00063126-4.5452e-05i,0.01889-0.015078i,0.074553-0.055077i,0.16324-0.11468i,0.21908-0.14385i,0.17747-0.10712i,0.087727-0.046818i,0.030506-0.015906i,0.0049461-0.0062896i,-0.007508+0.0026353i,-0.0084698+0.0082999i,-0.0050325+0.0061517i,-0.0012122+0.0017083i,0.0027491-1.4626e-05i,0.0061669+0.00073731i,0.0086064+0.0021206i,0.008937+0.001883i,0.007285-0.0010985i,0.0037567-0.0040352i,-0.00093635-0.002501i,-0.0041181+0.0024882i,-0.0046024+0.0067513i,-0.004036+0.0063592i
-0.0038434+0.0039237i,-0.020535+0.017615i,-0.079424+0.047586i,-0.17538+0.084644i,-0.23619+0.09483i,-0.1954+0.064803i,-0.10317+0.027853i,-0.043753+0.013009i,-0.016328+0.013131i,-0.001001+0.009444i,0.0027438+0.002537i,0.0014343+0.00024076i,0.00023369+0.00039094i,-0.0014897-0.00059708i,-0.0035383-0.0024745i,-0.0065527-0.0038558i,-0.0079222-0.0034748i,-0.0074957-0.0001493i,-0.0046205+0.0032512i,0.00057028+0.0016627i,0.0047878-0.0031803i,0.0062055-0.0063774i,0.0047381-0.0064952i
0.0026332-2.8468e-05i,0.023366-0.0086448i,0.083318-0.025116i,0.17842-0.044879i,0.23703-0.043671i,0.19645-0.021071i,0.10573-0.0072185i,0.043572-0.0088349i,0.01492-0.01415i,-0.00017004-0.013233i,-0.005144-0.0069536i,-0.0040685-0.0035285i,-0.0023257-0.0028771i,-0.00027583-0.0011913i,0.0020925+0.0014776i,0.0039925+0.0030963i,0.0049379+0.0027854i,0.0057701+0.0010734i,0.0051362-0.0016441i,0.00060313-0.0016039i,-0.0048873+0.0017864i,-0.0067016+0.0055452i,-0.0053295+0.0058456i
-0.0037227+0.0034221i,-0.022562+0.0083223i,-0.081633+0.013703i,-0.17487+0.012437i,-0.2306-0.0029882i,-0.18684-0.021437i,-0.097127-0.019482i,-0.039408-0.0024416i,-0.012313+0.010738i,0.0031851+0.013145i,0.0066857+0.0087759i,0.0042345+0.005831i,0.0024715+0.0036731i,0.001223+0.00095434i,-0.00037577-0.0023156i,-0.0020946-0.0048436i,-0.0045079-0.005087i,-0.0064166-0.0028216i,-0.0062933+0.00085871i,-0.0017898+0.0029116i,0.0047134+0.0010666i,0.0079182-0.0014769i,0.0072138-0.00098405i
