0.00074688+0.00079012i,-0.0003208+0.00012369i,-0.00016178-5.2532e-05i,-0.00041861-0.0016768i,-0.0017355-0.0016868i,-0.0030328-0.00064284i,-0.0024147+0.00023985i,-0.00010199+0.0010372i,0.0010915+0.00076358i,0.0012885+0.00036754i,0.001054-0.00064038i,0.00024652-0.0014612i,-8.2657e-05-0.0010097i,-0.00015888-0.00021284i,-8.0145e-05-0.00042311i,0.00052726-0.00061985i,0.00056696-0.00013016i,-0.00030502+0.00024258i,-0.00043881+7.3588e-05i,-0.00023223-0.00047666i,-1.9534e-05-0.00039592i,-0.00014856-0.00015115i,-0.00053953+0.00059083i
-0.026047-0.0063299i,-0.04365-0.020825i,-0.034586-0.032285i,-0.0083232-0.048574i,0.015929-0.078516i,0.041878-0.093789i,0.063857-0.071147i,0.07606-0.019743i,0.091119+0.013949i,0.080487+0.0070516i,0.032333-0.0008641i,-0.0065882+0.011863i,-0.015213+0.0227i,-0.0087514+0.020204i,0.00071624+0.0078348i,0.0030981-0.0052348i,0.0013303-0.003949i,0.0039251+0.0055862i,0.005953+0.0087214i,0.0039273+0.0070188i,0.0025908+0.0055521i,0.0036372+0.0047849i,0.0064516+0.0052722i
0.028361+0.025802i,0.034965+0.033804i,0.016427+0.036822i,-0.023958+0.047514i,-0.072459+0.071888i,-0.10792+0.081019i,-0.099947+0.051673i,-0.060824-0.0099996i,-0.047055-0.064533i,-0.049752-0.061372i,-0.023282-0.025551i,0.015428-0.015494i,0.027754-0.024425i,0.016365-0.023456i,0.00044379-0.01179i,-0.0061098+0.00083032i,-0.0024322+0.0013692i,0.00029673-0.0073605i,-7.4673e-05-0.010917i,0.00021032-0.0088325i,0.00071579-0.0074936i,0.00011975-0.0081018i,-0.00057316-0.0084844i
-0.0137-0.024451i,-0.025485-0.030495i,-0.0073798-0.020811i,0.042349-0.017693i,0.098932-0.024857i,0.12844-0.022515i,0.095805-0.012008i,0.020688+0.013685i,-0.025043+0.057252i,-0.017265+0.069484i,-0.0077395+0.036148i,-0.026013+0.010105i,-0.0408+0.012346i,-0.029241+0.017896i,-0.0068404+0.015473i,0.0051293+0.0080548i,0.002832+0.002385i,-0.0035788+0.0043753i,-0.005992+0.0066879i,-0.0056658+0.005731i,-0.0056184+0.0051494i,-0.0045311+0.0054328i,-0.0033323+0.0059845i
0.012702+0.029938i,0.020853+0.040366i,0.010522+0.023955i,-0.034021-0.00094502i,-0.091098-0.015115i,-0.11514-0.016397i,-0.075991+0.0031995i,0.00090345+0.017662i,0.058459+0.0016032i,0.057607-0.019664i,0.029577-0.013148i,0.027867+0.0096866i,0.04384+0.014289i,0.038999+0.00050136i,0.017417-0.0093691i,0.0026114-0.0095652i,-0.00024905-0.0066589i,0.0024609-0.0051037i,0.0041591-0.0036238i,0.0039677-0.00078595i,0.004886+0.00046679i,0.0055748-0.00078525i,0.0061097-0.0020036i
-0.00080918-0.02577i,-0.0087848-0.030288i,-0.0068131-0.010581i,0.013528+0.0201i,0.044241+0.043159i,0.062312+0.04436i,0.052204+0.0045431i,0.010466-0.046522i,-0.035712-0.064404i,-0.049503-0.04251i,-0.030248-0.016647i,-0.017575-0.022854i,-0.030859-0.036024i,-0.037269-0.022431i,-0.023567-0.0022921i,-0.0095644+0.0049227i,-0.0047833+0.0059114i,-0.0052681+0.0052679i,-0.0047042+0.0046599i,-0.0014756+0.0020515i,-0.00075087-0.0014642i,-0.0019198-0.0027566i,-0.0026378-0.0046079i
0.0021701+0.024896i,0.014418+0.035019i,0.027154+0.014777i,0.021365-0.017906i,0.0011357-0.039407i,-0.023516-0.038359i,-0.050572-0.0045196i,-0.055779+0.045732i,-0.032979+0.076944i,-0.0031707+0.065971i,0.0044695+0.03271i,-0.0035258+0.028691i,0.006813+0.046137i,0.022643+0.037611i,0.021312+0.014367i,0.013138+0.0017571i,0.0075962-0.0039021i,0.0057869-0.0054771i,0.0058226-0.0050735i,0.0029096-0.0029867i,-0.00051235+0.00032546i,-0.0023397+0.0024115i,-0.0033763+0.0061444i
0.00048718-0.023496i,-0.010918-0.032194i,-0.030738-0.021406i,-0.039552+0.00042571i,-0.034716+0.016755i,-0.0088479+0.029662i,0.043465+0.030441i,0.083116+0.0034301i,0.081909-0.029799i,0.046799-0.038131i,0.014366-0.019727i,0.012643-0.015638i,0.01069-0.037576i,-0.0079736-0.037776i,-0.016017-0.017014i,-0.012125-0.0051377i,-0.01084+0.0015411i,-0.010579+0.0055109i,-0.0081954+0.005613i,-0.003952+0.0036107i,-0.00045942+0.0012474i,0.0021585+0.00016924i,0.0062842-0.0016177i
-0.0093209+0.027607i,0.0094106+0.0449i,0.032531+0.03838i,0.034857+0.020321i,0.020823+0.010948i,0.00028848-0.012966i,-0.03704-0.050238i,-0.071701-0.062274i,-0.080198-0.045939i,-0.05902-0.0178i,-0.024109+0.0010546i,-0.012699+0.0090742i,-0.016077+0.026618i,-0.0032361+0.03255i,0.0072162+0.017847i,0.00641+0.0073776i,0.010231+0.003403i,0.014463-0.00023019i,0.012653-0.0022279i,0.0065838-0.0025056i,0.0010134-0.0017351i,-0.0022308-0.0021837i,-0.0063894-0.0012049i
0.0083347-0.017827i,0.00054026-0.046554i,-0.023443-0.048169i,-0.020496-0.022355i,0.0059836-0.0027492i,0.011638+0.027353i,0.01+0.076839i,0.016898+0.10131i,0.017302+0.093518i,0.015348+0.060689i,0.0069525+0.016855i,0.002116-0.0069437i,0.010844-0.01869i,0.007638-0.023492i,-0.00084146-0.012681i,-0.00021731-0.0042897i,-0.003774-0.0059945i,-0.011375-0.0066347i,-0.014062-0.0041018i,-0.010084-0.0012827i,-0.0046829+3.2858e-05i,0.0002083+0.0017272i,0.0055637+0.0035772i
-0.018089+0.031308i,-0.01527+0.05943i,0.0054541+0.066022i,0.0016576+0.025314i,-0.030587-0.017631i,-0.02429-0.041142i,0.017772-0.06899i,0.045638-0.084786i,0.053615-0.077518i,0.035087-0.050471i,0.010742-0.0057713i,0.0047185+0.020151i,-0.0034941+0.021877i,-0.0059456+0.020284i,0.0010862+0.0099014i,0.00093894+0.00072471i,0.0016622+0.0052856i,0.0080425+0.010991i,0.010563+0.010534i,0.0068453+0.0069276i,0.0019348+0.0043421i,-1.4423e-05+0.0017348i,0.00019558-0.0025985i
0.02899-0.017278i,0.029367-0.053285i,0.0096135-0.064836i,0.0051348-0.011113i,0.028213+0.055319i,0.016774+0.070315i,-0.03672+0.056067i,-0.075387+0.031758i,-0.088072+0.0086794i,-0.06356-0.00023518i,-0.018095-0.017084i,0.0016226-0.032904i,0.0075334-0.028805i,0.0089021-0.021966i,-0.00072083-0.01274i,-0.0029611-0.0033463i,0.00027998-0.0073923i,-0.0029493-0.014802i,-0.0062111-0.013916i,-0.0040227-0.0081187i,0.0005279-0.0044252i,0.0013246-0.0040262i,9.6617e-05-0.0022992i
-0.031362+0.020309i,-0.049031+0.06231i,-0.028143+0.082904i,0.003156+0.016015i,-0.0049524-0.072508i,-0.0043296-0.075756i,0.033201-0.023544i,0.051689+0.026979i,0.05036+0.061762i,0.034111+0.057977i,-0.0035627+0.041375i,-0.023996+0.040081i,-0.021244+0.033748i,-0.0146+0.023433i,-0.002778+0.01412i,0.0019689+0.0050241i,-0.0036125+0.0064601i,-0.004792+0.012637i,-0.0020159+0.012521i,-0.0018136+0.0073849i,-0.0042057+0.0027285i,-0.00488+0.0023034i,-0.0021247+0.0018573i
0.041931-0.006813i,0.072155-0.044311i,0.051634-0.07788i,-0.021721-0.023984i,-0.050444+0.080403i,-0.027308+0.090038i,-0.015925+0.016155i,0.002411-0.045129i,0.023005-0.081698i,0.022686-0.073197i,0.031237-0.034669i,0.045477-0.021075i,0.042006-0.02427i,0.02772-0.022867i,0.008855-0.017978i,-0.0024947-0.010317i,0.00082614-0.0072994i,0.0045518-0.009329i,0.0040695-0.0075791i,0.0040238-0.0014172i,0.0049885+0.002772i,0.0046424+0.001471i,0.0018447+9.1968e-05i
-0.037068-0.0059006i,-0.085574+0.03076i,-0.076138+0.087483i,0.025845+0.074897i,0.10001-0.023615i,0.063058-0.063934i,-0.0010505-0.016546i,-0.048791+0.018968i,-0.084776+0.034938i,-0.077777+0.033913i,-0.05707+0.0065392i,-0.056737-0.0067187i,-0.054402+0.002254i,-0.040982+0.011895i,-0.02207+0.018274i,-0.0066076+0.016669i,-0.0050234+0.011431i,-0.0077923+0.009928i,-0.0059902+0.006232i,-0.0030972-0.0010886i,-0.0027545-0.0062316i,-0.0037412-0.0047215i,-0.0026061-0.0011272i
0.037397+0.012047i,0.10169-0.0043152i,0.12199-0.074579i,0.012869-0.12174i,-0.11411-0.060364i,-0.10007+0.021844i,-0.01279+0.034265i,0.047089+0.034881i,0.084752+0.044038i,0.07981+0.036544i,0.048419+0.03823i,0.043575+0.041318i,0.050732+0.026237i,0.044536+0.0074569i,0.029079-0.0068803i,0.014758-0.011229i,0.011285-0.0071374i,0.013101-0.0050194i,0.0087552-0.0036207i,0.00036693+0.0011759i,-0.0031411+0.00639i,-0.00048485+0.0071143i,0.001455+0.0060084i
-0.043774-0.028443i,-0.11136-0.02824i,-0.16594+0.039086i,-0.093326+0.14505i,0.057911+0.15204i,0.10087+0.049765i,0.044204-0.028484i,0.0029762-0.071148i,-0.023252-0.10534i,-0.032897-0.091958i,-0.014144-0.064042i,-0.01147-0.055384i,-0.030186-0.043446i,-0.036153-0.023191i,-0.027738-0.0042804i,-0.018071+0.0046535i,-0.014748+0.0030594i,-0.015638+0.0020939i,-0.010951+0.0038004i,0.0001031+0.0018403i,0.0073023-0.0026867i,0.0061599-0.0052739i,0.0036717-0.0068664i
0.020157+0.040793i,0.097478+0.069512i,0.1914+0.028212i,0.18126-0.10629i,0.039541-0.18589i,-0.073997-0.10563i,-0.082814+0.0058315i,-0.075244+0.067027i,-0.071094+0.10667i,-0.047478+0.10018i,-0.033648+0.063983i,-0.019839+0.051123i,0.0064353+0.04755i,0.021653+0.032628i,0.022222+0.016433i,0.018772+0.0083801i,0.017568+0.0073035i,0.017124+0.0053965i,0.010885-0.00030973i,-0.00057624-0.0039152i,-0.0082291-0.0024549i,-0.0082271+0.0016986i,-0.0074151+0.005069i
-0.016881-0.041289i,-0.082984-0.10681i,-0.20606-0.11476i,-0.27003+0.014051i,-0.16688+0.15605i,0.0018073+0.1424i,0.086121+0.046457i,0.11633-0.01227i,0.13041-0.044278i,0.10054-0.050709i,0.061718-0.030954i,0.038834-0.02654i,0.015364-0.035799i,-0.0025511-0.032811i,-0.0090023-0.02277i,-0.010516-0.018321i,-0.013329-0.018605i,-0.016003-0.014739i,-0.012283-0.0038319i,-0.0034155+0.0059405i,0.0044835+0.0072939i,0.0076134+0.0020375i,0.0082464-0.0015273i
-0.0047112+0.059047i,0.032785+0.15318i,0.15225+0.22942i,0.28153+0.15036i,0.24783-0.029806i,0.072345-0.10845i,-0.054757-0.074779i,-0.10257-0.051801i,-0.12612-0.043966i,-0.10756-0.022708i,-0.065069-0.0083404i,-0.039856+0.0034664i,-0.024345+0.019526i,-0.011427+0.025045i,-0.0050518+0.022018i,-0.002958+0.020803i,-0.00030882+0.022711i,0.003799+0.020705i,0.0064189+0.0095618i,0.0048469-0.0028551i,0.00012383-0.0065637i,-0.0038189-0.0034623i,-0.0070055-0.0020219i
0.026037-0.046674i,0.031281-0.15679i,-0.044673-0.29451i,-0.19938-0.30308i,-0.25464-0.13041i,-0.13509+0.037728i,-0.0087263+0.084673i,0.03627+0.098074i,0.055547+0.11102i,0.056285+0.083197i,0.03407+0.044238i,0.021574+0.019594i,0.020677-0.003094i,0.01638-0.016771i,0.011816-0.016929i,0.011026-0.015001i,0.010281-0.017505i,0.0052783-0.018513i,-0.0025945-0.011457i,-0.0068857-0.00029102i,-0.0044199+0.0058771i,0.00055713+0.0050783i,0.0035117+0.0059301i
-0.037663+0.040828i,-0.093172+0.14375i,-0.096417+0.31695i,0.022116+0.41229i,0.14807+0.29207i,0.13599+0.078839i,0.065578-0.039881i,0.044166-0.089633i,0.036541-0.12014i,0.013892-0.097721i,0.0029724-0.048984i,-0.00091455-0.018727i,-0.011289+0.00045143i,-0.014996+0.011311i,-0.012593+0.0097148i,-0.014769+0.0065527i,-0.018334+0.0089471i,-0.015116+0.012145i,-0.0029333+0.00994i,0.0068446+0.0019353i,0.0059841-0.0036959i,0.0010908-0.0041547i,-3.1356e-05-0.0060645i
0.058004-0.028872i,0.15097-0.10469i,0.24162-0.26234i,0.19756-0.40508i,0.034334-0.36144i,-0.070361-0.16204i,-0.081806-0.012333i,-0.094806+0.043665i,-0.10465+0.070131i,-0.071353+0.065535i,-0.032952+0.036292i,-0.010168+0.012972i,0.0072679-0.00161i,0.013011-0.0076381i,0.0095813-0.0017639i,0.011164+0.0057176i,0.017879+0.005338i,0.017374-5.3217e-05i,0.0053294-0.0046788i,-0.0063872-0.0027619i,-0.0073541+0.002361i,-0.0025787+0.0044881i,-0.001976+0.0053721i
-0.065774+0.0010135i,-0.19079+0.037727i,-0.35363+0.13614i,-0.40075+0.2746i,-0.25235+0.3113i,-0.05558+0.18708i,0.045995+0.057796i,0.090352+0.015661i,0.11049+0.0018877i,0.082779-0.011488i,0.038412-0.0093994i,0.0083189+0.00077896i,-0.0088402+0.0087328i,-0.011026+0.0089338i,-0.0040748-0.00046609i,-0.003868-0.011348i,-0.0099405-0.015112i,-0.011221-0.0090767i,-0.0052145+0.00098397i,0.0026731+0.0047465i,0.0053236+0.0014672i,0.0036272-0.0017452i,0.0039019-0.002524i
0.057619+0.020749i,0.19243+0.05203i,0.39221+0.044367i,0.50352-0.04194i,0.39492-0.12752i,0.16372-0.11215i,0.010842-0.055987i,-0.042568-0.051605i,-0.066797-0.061111i,-0.060055-0.035685i,-0.027019-0.0098858i,0.0028073-0.0070369i,0.018583-0.01007i,0.016296-0.0069084i,0.0025017+0.0020774i,-0.0044961+0.010915i,-0.0014861+0.014105i,0.0037545+0.010045i,0.0047117+0.0014909i,0.0006689-0.0035212i,-0.0024666-0.0021754i,-0.0027184+0.00093491i,-0.0036673+0.0017819i
-0.046523-0.045212i,-0.14907-0.13044i,-0.33244-0.22477i,-0.47645-0.22015i,-0.4237-0.11367i,-0.225-0.014794i,-0.073873+0.024144i,-0.02625+0.05229i,-0.0066202+0.075317i,0.0090945+0.054546i,0.0017315+0.01969i,-0.015839+0.0061628i,-0.024905+0.0042816i,-0.018343+0.0028579i,-0.0024585+0.00098571i,0.0069736-0.0048227i,0.0063231-0.010621i,0.00061417-0.0094917i,-0.0042366-0.0020303i,-0.0038088+0.0040765i,0.00026197+0.0045946i,0.0031198+0.002735i,0.0039814+0.0016361i
0.025733+0.054851i,0.081806+0.17413i,0.18886+0.34897i,0.29694+0.43431i,0.28862+0.3369i,0.1734+0.16489i,0.081872+0.050343i,0.061031-0.011052i,0.050971-0.046692i,0.022541-0.039604i,0.0078611-0.010921i,0.015687+0.0051214i,0.023575+0.0079543i,0.019181+0.0045831i,0.005407-0.0012986i,-0.0065397-0.0015982i,-0.0089259+0.0032242i,-0.0029157+0.0047432i,0.0048809+0.00049579i,0.0067933-0.0038977i,0.0025724-0.004618i,-0.0014833-0.0030816i,-0.0018506-0.0028497i
-0.0056471-0.056871i,-0.0036165-0.18635i,-0.010011-0.38701i,-0.041044-0.51752i,-0.067721-0.43871i,-0.056353-0.23931i,-0.042221-0.095736i,-0.055086-0.031674i,-0.061977+0.001195i,-0.036975+0.011969i,-0.012674+0.0049268i,-0.01016-0.0075869i,-0.015476-0.015306i,-0.014489-0.01028i,-0.0057789+0.0021185i,0.0031518+0.0076515i,0.0052145+0.0046951i,-0.00044088+0.00083547i,-0.0070421-0.00045766i,-0.0082604+0.00089537i,-0.0044354+0.0027289i,-0.00097602+0.0032871i,0.00025675+0.0032171i
-0.022402+0.059104i,-0.078744+0.17212i,-0.16942+0.34547i,-0.22175+0.4624i,-0.17915+0.40643i,-0.096618+0.23668i,-0.035363+0.11033i,0.008681+0.062093i,0.032344+0.037553i,0.023341+0.013935i,0.0057606+0.0047672i,0.0001868+0.01354i,0.0036718+0.022764i,0.0074375+0.015753i,0.0057305-2.83e-05i,0.00089254-0.0068253i,-0.0009507-0.0038044i,0.0020251+0.0015694i,0.0059577+0.004644i,0.0067868+0.0035495i,0.0044515+0.00071108i,0.0027061-0.00073746i,0.0016189-0.0015991i
0.044627-0.032119i,0.14442-0.1053i,0.30175-0.20796i,0.40614-0.27551i,0.35533-0.24027i,0.21338-0.13567i,0.10586-0.06529i,0.048876-0.056326i,0.013468-0.051593i,-0.00022267-0.024235i,0.0051205-0.0045409i,0.011817-0.0093054i,0.0097236-0.019422i,0.0028915-0.014055i,-0.0024626+1.7291e-05i,-0.001968+0.0066032i,0.00055423+0.0040179i,-5.32e-05-0.0020813i,-0.00222-0.006864i,-0.0038768-0.0062838i,-0.0042414-0.0027419i,-0.0039828-0.00040042i,-0.0036899+0.00054328i
-0.041668+0.014184i,-0.15968+0.02874i,-0.34178+0.03931i,-0.46581+0.033591i,-0.41496+0.010797i,-0.25631-0.0082261i,-0.1383-0.0055384i,-0.087431+0.017485i,-0.050901+0.029048i,-0.021009+0.013279i,-0.012183-0.00022029i,-0.015367+0.0050014i,-0.015277+0.012624i,-0.0080859+0.010039i,0.00048951+0.001582i,0.0028184-0.0036136i,4.1155e-05-0.0031927i,-0.0029429+0.0013921i,-0.0042303+0.0063087i,-0.0025006+0.0074638i,0.00072032+0.0062387i,0.0024347+0.0040595i,0.0014002+0.001124i
0.049157+0.0020875i,0.14643+0.042808i,0.29642+0.12208i,0.38623+0.19672i,0.32547+0.20638i,0.19271+0.14878i,0.10945+0.080998i,0.082197+0.032719i,0.054108+0.0055i,0.01977+0.00434i,0.0061344+0.0092622i,0.010554+0.003393i,0.01462-0.0047008i,0.008747-0.0062458i,-0.0017829-0.002342i,-0.0045428+0.0018646i,7.1158e-05+0.0023504i,0.0042766-0.00026027i,0.005516-0.0028273i,0.0044923-0.0037005i,0.001626-0.0036455i,0.00036927-0.0035379i,0.00070986-0.0019623i
-0.033811-0.023803i,-0.10206-0.092097i,-0.1829-0.22658i,-0.2112-0.33826i,-0.1513-0.32434i,-0.076393-0.21795i,-0.048317-0.12109i,-0.044087-0.068957i,-0.030851-0.038831i,-0.010042-0.020875i,-0.0010702-0.010956i,-0.0053777-0.0039353i,-0.011949+0.00090174i,-0.009894+0.0051996i,-0.00099683+0.0061185i,0.003524+0.00071046i,-3.9036e-05-0.0046901i,-0.0051059-0.0052216i,-0.0062557-0.0026613i,-0.0038827-5.521e-06i,-0.0016812+0.0017239i,-0.002011+0.0013736i,-0.0017798-0.00025442i
0.023246+0.030155i,0.053512+0.1213i,0.05871+0.26234i,0.014857+0.3605i,-0.043159+0.32144i,-0.059875+0.20794i,-0.036466+0.12688i,-0.014278+0.084857i,-0.0085401+0.052875i,-0.010224+0.026411i,-0.0083588+0.010465i,-0.00043882+0.0051791i,0.0074679+0.0034154i,0.0068013-0.0015968i,-0.0016376-0.0041234i,-0.0066695+0.00019649i,-0.005377+0.0052017i,-0.0024656+0.0064341i,0.00076291+0.0055315i,0.0023425+0.0036429i,0.0030207+0.00193i,0.0040227+0.0012107i,0.0033901+0.00040143i
-0.0098003-0.036486i,0.0083351-0.12089i,0.064544-0.23661i,0.14206-0.28822i,0.17163-0.22206i,0.13852-0.12457i,0.094175-0.079262i,0.063164-0.065026i,0.039708-0.045529i,0.0219-0.020154i,0.010734-0.0034844i,0.0022576-0.00018796i,-0.0046685-0.00084901i,-0.0043396+0.0029145i,0.002402+0.0072762i,0.0078242+0.004477i,0.0081763-0.00049544i,0.0053976-0.0035344i,0.0020831-0.0055986i,0.00075913-0.0054474i,-0.0003948-0.0039673i,-0.0024034-0.0030928i,-0.0020309-0.0027172i
-0.0088919+0.03509i,-0.055005+0.089785i,-0.15189+0.15397i,-0.23879+0.15821i,-0.23529+0.090218i,-0.16869+0.033423i,-0.11722+0.025606i,-0.08622+0.030431i,-0.054422+0.021402i,-0.026106+0.0046861i,-0.010087-0.0035077i,-0.00082977-0.0017395i,0.0058926-5.4922e-05i,0.0065294-0.0028985i,0.0006766-0.0063909i,-0.0055482-0.0051312i,-0.0076302-0.0017423i,-0.0064791+0.00044511i,-0.0045662+0.0022002i,-0.0032111+0.0027711i,-0.0005267+0.0034636i,0.0016457+0.0039309i,0.00047792+0.0031912i
0.018131-0.021827i,0.074413-0.048495i,0.17279-0.053113i,0.23993-0.0095834i,0.20499+0.04715i,0.13042+0.058751i,0.093462+0.035488i,0.075134+0.014319i,0.044423+0.0074689i,0.015492+0.0096441i,0.002476+0.0080071i,-0.0030725+0.0030943i,-0.0072527+0.00054991i,-0.0079154+0.0021258i,-0.0040129+0.0055313i,0.00058773+0.0064267i,0.0040419+0.0059161i,0.0042421+0.0046495i,0.0018999+0.0019672i,0.00052292-0.00070395i,-0.0006541-0.0024876i,-0.00069411-0.0031161i,0.00079225-0.0020712i
-0.017076+0.014306i,-0.073747+0.012205i,-0.15087-0.026114i,-0.17946-0.095348i,-0.12792-0.12759i,-0.070556-0.10054i,-0.052084-0.063881i,-0.042048-0.043378i,-0.022312-0.029816i,-0.0056196-0.018856i,0.00083532-0.0086194i,0.0045895-0.00037135i,0.0075862+0.0031662i,0.0081069+0.0024108i,0.0068494-0.00091855i,0.00409-0.0048765i,0.0029565-0.0074859i,0.0032935-0.0068147i,0.0030094-0.0047478i,0.0022923-0.0018485i,0.0015195+0.00050595i,0.00040417+0.0013806i,-0.0016267+0.00074181i
0.022673-0.0026972i,0.065358+0.022187i,0.10699+0.083198i,0.091719+0.14585i,0.029594+0.1487i,-0.0030288+0.10676i,0.0017531+0.07578i,0.0019243+0.058576i,-0.0069637+0.039228i,-0.011039+0.021218i,-0.0079451+0.0079056i,-0.0053688-0.00018058i,-0.0053366-0.0041778i,-0.007025-0.0053744i,-0.008659-0.0030624i,-0.0080556+0.0004688i,-0.0079125+0.0021095i,-0.0086038+0.0024589i,-0.0076605+0.0028732i,-0.0047824+0.0024546i,-0.0018236+0.0012798i,0.0001273+0.0012643i,0.0010291+0.0024607i
-0.013185-0.0072015i,-0.038622-0.042534i,-0.048638-0.10687i,-0.015573-0.1454i,0.030518-0.11564i,0.039222-0.070616i,0.028597-0.057501i,0.027222-0.051317i,0.023975-0.034234i,0.013554-0.014611i,0.0049448+0.00012536i,0.0032619+0.0077707i,0.0033588+0.010412i,0.0041386+0.010095i,0.0067129+0.0071777i,0.0075518+0.0026173i,0.0073712+0.00013819i,0.0076643+0.00032906i,0.0067964+0.00099972i,0.0043588+0.001057i,0.002435+0.00045577i,0.0017489-0.00064002i,0.00083961-0.0019855i
0.01477+0.009173i,0.016885+0.046545i,-0.0040436+0.098442i,-0.047358+0.11228i,-0.069451+0.068337i,-0.058955+0.034862i,-0.047631+0.03574i,-0.041194+0.034021i,-0.029508+0.020696i,-0.015837+0.0078509i,-0.0058082-0.000751i,-0.00019427-0.0071926i,0.0019515-0.010813i,0.0012218-0.010688i,-0.0029313-0.0077974i,-0.0057631-0.0037542i,-0.0056296-0.0016281i,-0.0052347-0.0025895i,-0.0042886-0.0037249i,-0.0025371-0.0035926i,-0.00075652-0.0030547i,0.0002843-0.0016314i,0.00037482+0.0010371i
-0.0041532-0.021757i,0.0047781-0.046075i,0.036029-0.073745i,0.068385-0.061106i,0.061127-0.015851i,0.041317+0.004274i,0.040325-0.0037821i,0.037036-0.010103i,0.021435-0.0057297i,0.006937+0.0012659i,0.00055981+0.0043872i,-0.0035583+0.0073343i,-0.0071518+0.010626i,-0.0060482+0.011302i,-0.0013694+0.008542i,0.0017982+0.0050977i,0.0016099+0.0047244i,-0.0001868+0.0060023i,-0.0014324+0.0051373i,-0.0026949+0.0033233i,-0.0034985+0.0023809i,-0.0023514+0.00066409i,-0.00019649-0.0014638i
-0.0076557+0.010545i,-0.021407+0.030923i,-0.054591+0.040279i,-0.072873+0.018775i,-0.049138-0.0093586i,-0.026988-0.015003i,-0.027157-0.0101i,-0.023992-0.0069462i,-0.012489-0.0062749i,-0.0037077-0.0061848i,0.00079242-0.0046634i,0.0060592-0.0037108i,0.011052-0.0056198i,0.0095639-0.0065171i,0.0037948-0.0038932i,0.0018588-0.00056102i,0.0035708+0.00043662i,0.0054723-0.0012535i,0.0058397-0.0019767i,0.005268-0.0018056i,0.0045737-0.0015953i,0.0029377-0.00053063i,-2.5962e-05+0.00010785i
0.0035812-0.0030655i,0.026202-0.011784i,0.055489-0.0077432i,0.057415+0.013313i,0.028091+0.023047i,0.010112+0.019409i,0.010851+0.019911i,0.0082612+0.01819i,0.00078344+0.012104i,-0.0029963+0.0066059i,-0.0040345+0.0018146i,-0.0071883-0.0003963i,-0.010886-9.9556e-05i,-0.010733+0.0013871i,-0.0080557+0.0014509i,-0.0047776-0.0018081i,-0.0029201-0.0045073i,-0.0039025-0.003611i,-0.0056409-0.0014715i,-0.0060981-0.00014379i,-0.0056687+0.00047284i,-0.0038143+0.00057025i,-0.00075724+0.00016663i
-0.012304+0.011822i,-0.02815+0.0069475i,-0.044646-0.0072031i,-0.035901-0.024467i,-0.011519-0.023328i,-0.0030658-0.014419i,-0.0036918-0.015868i,0.00099766-0.01885i,0.0047955-0.013602i,0.0029144-0.0044428i,0.0018574+0.0018618i,0.0056333+0.0041842i,0.010063+0.0045874i,0.01071+0.0036077i,0.0077691+0.0024295i,0.0051363+0.0024432i,0.0042158+0.0029048i,0.0048117+0.0027101i,0.0049358+0.0021899i,0.0038246+0.0029427i,0.0031555+0.0035028i,0.0020596+0.0017374i,0.00025737-0.00059228i
0.015019+0.0036978i,0.024454+0.008912i,0.032361+0.024584i,0.019574+0.0301i,-0.00071583+0.016951i,-0.0044872+0.011966i,-0.0026427+0.018136i,-0.0055946+0.018196i,-0.0077274+0.011011i,-0.0061794+0.0029127i,-0.0041082-0.0028923i,-0.0054627-0.0056017i,-0.0080153-0.0063857i,-0.0080602-0.0056763i,-0.0058297-0.0038931i,-0.0031405-0.0026588i,-0.00097782-0.0028472i,-0.00068871-0.0033701i,-0.0018693-0.0035194i,-0.0016662-0.0033805i,-0.00019186-0.0030064i,0.00064814-0.0013698i,0.0012091+0.00099556i
-0.003279+0.00031248i,-0.013087-0.0098622i,-0.014998-0.026778i,-0.0056375-0.030512i,-0.00062962-0.013009i,-0.0011543-0.0059464i,0.0011471-0.010823i,0.0041851-0.010749i,0.0045195-0.0060844i,0.0029949+0.00058131i,0.0018877+0.005245i,0.0031959+0.0075745i,0.004953+0.0082628i,0.0055095+0.0066073i,0.0050244+0.0039728i,0.0023243+0.0010148i,-0.0010595-0.0010112i,-0.0025903-6.2076e-05i,-0.0023875+0.0020601i,-0.00066172+0.0023502i,1.962e-05+0.001405i,-0.0012358+0.00072758i,-0.00085074-0.0011754i
0.010029+0.0022082i,0.0096042+0.015681i,0.0041091+0.028862i,-0.0064498+0.026673i,-0.0052839+0.013517i,-0.0023054+0.0077512i,-0.0052306+0.0085902i,-0.00449+0.0073272i,-0.0022082+0.0022685i,-0.0017872-0.0026668i,-0.0019451-0.0032798i,-0.0015675-0.0038134i,-0.0016806-0.0061824i,-0.0019961-0.0059872i,-0.002241-0.0027179i,-0.0022638+0.0013133i,-0.00086044+0.0039513i,0.0002941+0.0044885i,9.3932e-05+0.0018218i,-0.00012311-0.00095661i,4.8505e-05-0.0020224i,0.00096204-0.0014134i,0.0010727+0.00085875i
