-0.0031207+0.00060564i,-0.0017855+0.00018939i,-0.0019758+0.00051032i,-0.0022994+0.0010113i,-0.0026108+0.0011773i,-0.0021505+0.0022409i,-0.001639+0.0014657i,-0.0012323+0.00081139i,0.00014889+0.00098712i,0.00091908+0.00057426i,0.0006059+0.00034839i,0.00079743+0.00040828i,0.00029781+6.2337e-05i,-0.00050147-0.00072696i,-8.2617e-05-0.00045323i,0.00038229+0.00016228i,-0.00016499-2.6888e-05i,-0.00080544-3.3869e-05i,-0.0005721-1.8802e-05i,0.00020365-0.0011152i,0.00045799-0.0011374i,-1.2646e-05-0.0001884i,8.4226e-05-0.00026382i
-0.00019108-0.001719i,0.00011622-0.00091572i,-0.00018279-0.00025918i,0.00040965+2.0822e-05i,0.00092323+0.00092371i,0.00059488+0.00094002i,0.00048278-0.00032317i,0.00068509+6.3063e-05i,0.00023555+0.0013406i,-0.00053129+0.00082699i,-0.00082003-0.00079411i,-0.00070699-0.00072904i,-1.4632e-05-0.00017381i,0.00055876-5.0636e-05i,0.00039345-0.00019634i,-0.0004703+0.00016214i,-0.00079424+0.00024587i,0.00077558-0.00012157i,0.0017386-0.00058946i,0.00067014-0.00096423i,-0.00029178-0.0004571i,0.00010324-0.00044929i,0.00055022-0.00049417i
2.8504e-05+0.0008466i,0.00086629+0.00071966i,0.00033654+0.00043879i,-0.00045346-5.8888e-06i,-0.0013944-0.00032069i,-0.00088431-0.00077577i,5.381e-05-0.00085844i,0.00028308-0.00049891i,0.00040264+4.9391e-06i,0.00048708-6.2197e-05i,0.00061995+6.9364e-05i,0.00043006+0.00030717i,-1.7763e-06-0.0002176i,-0.00020703+0.00034084i,-0.00027917+0.0010752i,0.0002112+0.0012384i,0.00062557+0.00075628i,3.0031e-05+0.00028729i,-0.00097986+0.00020175i,-0.00079613-4.6843e-05i,0.00020591-0.0010058i,0.00086943-0.0010963i,0.00081639-0.00067905i
0.00030263-0.0013412i,-4.2576e-05-0.0020217i,-0.00015517-0.0024038i,9.269e-05-0.0011987i,-0.00067776+8.8127e-05i,-0.0018115+0.00040379i,-0.0010231+0.00071181i,0.00042841+0.00050975i,0.0006977-0.00037707i,0.00043621-0.0011636i,-0.00018909-0.0014811i,-0.00088818-0.00080051i,-0.00070473-0.00061301i,0.00015687-0.00047865i,-4.1192e-05+0.00021949i,-0.000778+0.00021749i,-0.00093555-0.00016966i,-0.0011807-0.00021636i,-0.0009744-0.00025518i,-0.00056725-0.00015717i,-0.00069282-0.0010094i,-0.00073613-0.0012785i,9.1308e-05-0.00062439i
0.0013577+0.00046726i,0.0010152+0.00016557i,0.00028666-0.00080769i,0.00015858-0.00083211i,-0.00029698-0.00064116i,-0.00074807-9.0501e-05i,-0.00066888+0.00040341i,-0.00015479+0.00063046i,0.00044945+0.0012472i,0.0013155+0.00013296i,0.0018183-0.00084149i,0.00063931-0.00048476i,-0.00060361+0.00019061i,-0.00093707+0.00050471i,-0.0010886+0.00070607i,-0.00082322+0.00040402i,-0.00013754+0.00065221i,5.3369e-05+0.0010632i,-6.3577e-05+0.0010348i,-0.00025483+0.00025855i,-0.00041963-0.00062946i,3.3119e-05-0.0010385i,0.00026449-0.0012003i
-0.0014129+0.0012476i,-0.00028766+0.0013904i,0.0015795+0.0019635i,0.0019845+0.0017274i,0.0017381+0.0012208i,0.00087232+0.00069272i,-7.8866e-06-0.00014569i,-0.00060151-0.00099074i,-0.00037196-0.00068159i,0.0011046+8.8386e-05i,0.0016739+0.00048991i,0.00047761+0.00052198i,-0.00023608+5.8977e-05i,-0.00061912-0.00012801i,-0.00085033-0.00041734i,-0.00043015-0.00028002i,-0.0006001-0.00030963i,6.1578e-05-0.00092328i,0.00070921-7.9133e-05i,0.00025512+0.00067151i,-0.00060579+4.254e-05i,-0.0010729-0.00068775i,-0.00041916-0.00030856i
-0.00014931-0.0014597i,-7.6901e-05-0.0005669i,2.0281e-05-0.00047287i,0.00014103-0.00075396i,-0.00078748-0.00043491i,-0.0021575+0.00032495i,-0.0012755+0.00031762i,-0.00013083-0.00019889i,-5.6857e-05-0.00029101i,0.00024361-0.0004434i,0.00031582-0.00030076i,-0.00031923-0.00027973i,-0.00023156-0.00037254i,0.00012311+0.00030061i,-0.00040805+0.001032i,-0.00031036+0.0010976i,-0.00016635+0.0005518i,-0.00042784+0.00064611i,-9.5783e-05+0.0004046i,-6.58e-05-0.00014317i,-0.00051316+0.00013722i,-0.00072168+0.00055015i,-0.00078302+0.0010637i
-0.0004364-0.001027i,-0.0007326-0.00039019i,-0.00076772-0.00060057i,-0.00046578-0.00058287i,-0.0006632+0.00074257i,-8.2788e-05+0.00069952i,0.00020843-0.00019288i,0.00027369-0.0001567i,0.00041419-3.531e-05i,0.00095531-0.00012817i,0.00091642+0.00010979i,0.00014484+0.0005669i,-0.00060118+0.00055981i,-0.0007127+0.00084812i,-2.6794e-05+0.00095096i,-0.00024118+0.00019875i,0.00037954+0.00025218i,0.00069089+0.00048248i,-1.5552e-05+5.2545e-06i,0.00028971+0.00035917i,0.00071077+0.00035343i,0.0004521-0.00019066i,0.00017277-0.0001863i
-0.00097178-0.00057097i,-0.0009032+0.00050536i,-3.0374e-05+0.00085031i,0.0006769+0.0006931i,-0.00013579+0.00057428i,-0.00038169+0.00098219i,-0.00055614+0.00038886i,8.9436e-05-2.1283e-05i,0.00085746+0.00056916i,0.0006585+0.00040831i,4.2166e-06+2.9315e-05i,-9.6541e-05+0.00032191i,0.00018643-0.00038279i,0.00055208-0.00060895i,0.00054831+0.00022451i,0.00021029+0.00017034i,8.4138e-05+7.0986e-05i,-0.00040984+0.00059452i,-0.00031437+0.00088622i,5.2254e-05+0.00056319i,0.00063143+9.3487e-05i,0.00051562-0.00017967i,-0.0001055+0.00068059i
0.0001324+0.0012947i,0.00075854+0.00065594i,0.0014483-0.00047564i,0.0014532-0.0013551i,0.00010243-0.0016634i,-0.00075942-0.00042097i,-0.0002661+0.00026309i,2.996e-05-0.00042599i,0.0006566-0.00047528i,0.0010807+1.4242e-05i,0.00064829+0.0001074i,-0.0003461-0.0003703i,-0.0010107-0.00067644i,-0.00050498+3.7106e-05i,-0.00036507+0.00012725i,-0.00030113-0.00052332i,0.00054899-0.00068099i,0.00060338-0.00038273i,0.00023791+0.00058707i,-1.8133e-06+0.00042074i,0.00031976+0.00010824i,0.00087541-0.00013871i,0.00055455-0.00058467i
0.0016089-0.00064177i,0.0014825-0.00071324i,0.00066114-0.0002736i,-0.0004288-0.00051058i,-0.0007712-0.00094199i,-0.00072224-0.0010298i,-0.00057816-0.0009611i,-0.00018416-0.00018255i,4.212e-05+0.00064954i,0.00038213+0.00050433i,0.0007195-0.00073682i,-8.869e-05-0.0011275i,-0.00067216-0.00068288i,-0.00069979-0.00025764i,-0.00040509-0.0002667i,0.00032501-0.0003866i,0.0003624+5.3573e-05i,-2.8759e-05+0.00017904i,-0.00047782-0.00016311i,-0.0011144+3.9965e-05i,-0.0005692-0.00036145i,3.1451e-05-0.0013629i,0.00012463-0.00059073i
-0.001082+0.000803i,-0.00057333-4.0061e-05i,0.0005081-3.2326e-05i,0.0016027+0.00076305i,0.0013036+0.00064777i,-0.00069236-0.00042278i,-0.00099704-0.0010106i,0.00035718+4.3451e-05i,0.0011416+0.00065634i,0.0012681+0.00034223i,0.00092291-0.00022885i,0.00039291+4.2607e-05i,0.00016739+0.00047091i,-7.509e-05+0.00037755i,-0.00025758+0.00074114i,8.8155e-05+0.00077963i,0.00050832+0.00069918i,0.00026423+0.00024011i,-0.00049135-0.00049793i,-0.00063239-0.00033272i,-0.00016885-0.00019118i,0.00018784-5.6591e-05i,0.00046447+0.00068104i
-0.00052166-0.0019205i,-0.00087692-0.0015823i,-0.0015481-0.00065522i,-0.0013575-0.00066021i,-0.0014255-0.00028191i,-0.00098411+0.00088091i,0.00019091+7.64e-05i,8.0321e-05-0.00077342i,-0.0002054-0.00078746i,0.00050511-0.00069874i,0.0010245-0.00041514i,0.00072426+0.00053458i,0.00027124+0.0011975i,-0.00013604+0.00038545i,5.7422e-05-0.00049778i,0.00037035-0.00017736i,0.00046023+0.00028062i,0.000596+0.00023417i,0.00093359+3.5193e-05i,0.00069001-0.00012751i,2.1477e-05-0.00074036i,-0.0002725-0.0011388i,-0.00034365-0.0010269i
-0.00070971-0.0016305i,-0.0010092-0.001489i,-0.00015142-0.00060961i,-2.2498e-05-0.00048621i,-0.00066265+0.00030864i,-0.00083778+0.0013485i,-0.00064661+0.001154i,-0.0005029+0.0005974i,-0.00035841-6.5048e-05i,0.00017415-0.00025662i,4.5057e-05-0.0006906i,-0.00063476-0.00090404i,-0.00058154-0.0007862i,0.00050642-0.00075375i,0.0012504-0.00027708i,0.00096923+0.00017537i,5.5389e-05+0.00050406i,-0.00043099+0.00091995i,-0.00021036+0.00079251i,0.0003701-5.0314e-05i,0.00061098-0.00044983i,-5.3643e-05-0.00020207i,-0.00022991+0.00023297i
-0.00024534-0.00047827i,0.00035623+0.00037742i,0.00018015-0.00022456i,-1.0792e-05-0.0009077i,-0.00014908-0.00038703i,-0.00057456-8.8992e-05i,-0.00023283-0.00067076i,9.3651e-05-0.00098601i,-1.9294e-05-0.00051752i,2.2744e-05-0.00029404i,0.0004906-0.00082857i,3.0231e-05-0.00058367i,0.00019586-0.00022475i,0.0002433+3.2293e-05i,-0.00038739+0.00040364i,-0.00067227+0.00022423i,-0.00094545-0.00015794i,-0.00097238-6.084e-05i,-0.00031743+0.0001519i,-0.00027747-0.00063781i,-0.00031754-0.0010974i,0.00038497-0.00027862i,0.00091782+0.0004107i
-0.00045801+0.0011919i,-0.0002897+0.00025183i,0.00024245-0.00084213i,0.0009709-0.0012756i,0.0013047-0.00056851i,0.0003255-0.00044005i,-0.0014175-0.0011039i,-0.0018136-0.0011544i,-0.00043179-0.00017506i,0.00061609+0.00055694i,0.00037577-0.0001397i,-0.00015292-0.0011401i,-0.00041245-0.00056713i,-0.00037259+0.00016308i,-0.00023678-0.00049711i,-0.00048941-0.00045022i,-0.00051281+0.00014004i,-0.00012524+0.0011785i,-0.00015684+0.0012847i,-0.00036069+0.0001506i,-1.5897e-05-2.916e-05i,-1.3985e-05+2.3545e-05i,-0.0004128+4.6602e-05i
0.0010181-0.0010292i,0.0020695-0.0010367i,0.0013819-0.0011611i,0.00038748-0.0015781i,-0.00032076-0.00091016i,-0.0014048+0.00036262i,-0.0012546+0.00067693i,-4.8252e-05+0.0002149i,0.0006647+0.00034929i,0.0007789+0.00049961i,0.00017891-8.2357e-06i,2.8423e-05-0.00025944i,0.00020204+0.00065078i,0.00027481+0.0014346i,0.00038567+0.001177i,0.0001787+7.4313e-06i,-0.00050369-0.00059974i,-0.0009158-0.00013379i,-0.0011309+0.00012395i,-0.0010445-0.00028826i,-0.00074232-0.00042611i,-5.7081e-05-0.00037893i,0.00047255-0.00036736i
-0.00024558-0.0012673i,-0.00053819-0.0013309i,-0.0016556-0.00067571i,-0.0011079+0.00031981i,-0.00066127+0.0012209i,-0.00027387+0.00049096i,0.00046173-0.0007476i,-0.00033846-0.0011159i,-0.0012146-0.00066407i,-0.00068719+2.0653e-05i,-0.0007205+0.00021615i,-0.0013999+0.00025483i,-0.0010743+0.0002814i,-0.00050704-0.00023685i,-0.00052968-0.00047243i,-0.0011707-0.00012461i,-0.0008506-0.00041147i,-0.00012613+0.00013314i,-0.00094608+0.00075382i,-0.0009913-0.00021806i,-0.00063282-0.00063996i,-0.0012135+0.00030177i,-0.0012859+0.0010301i
-0.00012471+0.00028815i,0.00073332+0.00052657i,0.00085198+0.00033388i,-1.9073e-05+4.661e-05i,-0.00093235-0.00035438i,-0.00063693-0.0012301i,-0.00029095-0.00070294i,-9.4476e-05-0.00012984i,0.00076457-0.00043579i,0.00078922-0.00056246i,0.00027276-0.00042175i,0.0005055+9.2682e-06i,0.00010609+0.00046165i,-0.0010746+0.00049622i,-0.0011384+0.00016674i,-0.00049527-0.00023901i,-0.00042333-0.00053765i,0.00018072-0.00048285i,0.00040897+9.0049e-05i,-0.00074641+0.00068044i,-0.00063252+0.0010204i,0.0004563+0.00033584i,0.00027737-0.00030505i
0.00068969+6.7132e-05i,0.00087435+0.0011081i,0.0013489+0.0017139i,0.0010671+0.0014317i,0.00013896+0.00071509i,-0.00028966-8.6024e-05i,0.00019212-0.00039682i,0.00072526-0.00010867i,0.00029116+0.00025028i,0.00031538-8.5696e-05i,0.00026604-0.00084556i,-0.00071382-0.0012478i,-0.0012466-0.00090602i,-0.00023332-0.00013246i,0.0011699+8.4564e-05i,0.0014412-3.585e-05i,0.0004291+8.2205e-05i,7.971e-05+0.00024354i,0.00020262+0.00027425i,-2.2427e-05-6.6746e-05i,-1.9812e-05-0.00076392i,0.0002484-0.0002613i,0.0003785+0.00068029i
-0.0019343-0.0001032i,-0.0015124+0.00086413i,-0.0012734+0.0008477i,-0.00078968+0.00080519i,-8.2795e-05+0.00059822i,-0.00013576+0.00085632i,-0.00012596+0.00071966i,0.00065968+0.00014663i,0.0011368+0.00035784i,0.001115+0.00030386i,0.0010884-0.00018133i,0.00045668-0.00053627i,0.00027685-0.00041744i,0.0005923+1.6206e-05i,-5.8007e-05+0.00094746i,-0.00084178+0.00073347i,-0.001022-0.00018475i,-0.00095172-0.00026587i,-0.00027711+0.00031574i,-0.00024976+0.00029697i,-0.00069445-0.000305i,-0.0007064+1.216e-05i,-0.0010475-0.00040308i
-0.0010493+0.0014819i,-0.00023716+0.0020141i,0.0011648+0.0023956i,0.0026636+0.0020614i,0.0024928+0.0015552i,0.00096752+0.00026765i,0.00064073-0.00062374i,0.00046934-0.00057199i,-4.9735e-06-3.311e-05i,-0.00029948-0.0001534i,-0.00028095-0.00092662i,0.00025616-0.00030477i,0.00025007+0.00023119i,-0.00020173+0.00026853i,-0.00035509-0.00016444i,-0.0008889-0.00025328i,-0.00093385-0.00060089i,-0.0001892-0.00056202i,0.00039618+2.9446e-05i,0.00034995+0.00010544i,-7.2847e-05-0.00013303i,-0.00015388-0.00049494i,0.00026681-0.00025267i
-0.0007337-0.00042208i,-0.0005986-0.00020893i,-0.00049544-0.00081158i,-0.0010908-0.0012614i,-0.0010249-0.00074574i,-0.00084854+0.00030159i,-0.0010096+0.00055001i,-0.00050405+0.0004482i,0.00027849+0.00045496i,0.00070386+0.00013181i,0.00071135-0.00042361i,0.00036073-0.00015728i,-2.2223e-05+0.00032732i,-0.00056965+0.00077493i,-0.0010539+0.00093687i,-0.00096235+0.00057332i,-0.00097842+0.00015531i,-0.0014459-0.00057899i,-0.0010946-0.00094011i,-0.00051072-0.00083274i,-0.00028318-0.00079521i,-0.0005591-0.00035063i,-0.00060863-0.00018108i
0.00032604+0.001334i,0.00047178-0.00034973i,0.00042611-0.00049173i,0.0005599-0.00042924i,0.00018923+8.1013e-05i,-0.00021502-2.1794e-06i,0.00025906-0.00038462i,0.00061815+0.00028624i,0.00067843+0.0013152i,0.00081538+0.0014388i,0.00088109+0.0003764i,7.8271e-05+0.00014499i,-0.00062814+0.00029425i,-0.00043612+0.00018002i,0.00023774+0.0011216i,0.00031756+0.0018439i,-3.7128e-05+0.0014685i,-0.00017976+0.00085764i,-0.00043895+0.00031178i,-0.0011862+0.00032375i,-0.0014146+0.000374i,-0.0011351-7.0667e-05i,-0.00038479-0.00021967i
0.0011108-0.001134i,0.00094576-0.001601i,0.00061786-0.0024451i,0.00016921-0.0016534i,-0.00034799-0.00053508i,-0.0012162+0.00029491i,-0.001074+0.00064885i,0.00019078+0.00047992i,0.00062128+0.00081805i,0.00041644+0.0008375i,0.00016422-0.0002528i,-0.00038636-0.00074937i,-0.00039381-0.00085243i,0.00034522-0.00056934i,0.00070508-0.00013078i,0.00073905+0.00010495i,0.00063573+0.00065293i,0.00040147+0.00027779i,0.00042289+0.00035127i,-0.00010152+0.0005931i,-0.0004337+0.00022784i,-0.00066157+0.00032554i,-0.00071255-8.73e-05i
0.002397-0.00051277i,0.0016654-0.00040776i,0.0015679-0.00064286i,0.0011737-0.0024866i,-0.00047093-0.0026737i,-0.0011321-0.0015088i,-0.00071589-0.00048959i,-0.00029603+0.00010821i,-0.00046879-9.2415e-05i,-0.00059175-0.00040135i,-0.00013121-0.00014386i,-0.00058259+0.00033571i,-0.0010874+0.0012134i,-0.001102+0.0011522i,-0.00027357+0.00038122i,-0.00015117+0.00089564i,-0.00056688+0.0012006i,-0.00028321+0.00041773i,0.00011255+0.0006356i,0.00065654+0.00039421i,0.00067773+1.4377e-05i,-0.00026642+0.00032933i,-0.00056444+0.00070538i
0.0021115-0.0012371i,0.0017406-0.0013583i,0.00049587-0.0022521i,-0.00089803-0.0025098i,-0.0012022-0.001314i,-0.00080724+4.4869e-05i,-0.00019237+0.00031599i,0.0006066-8.8437e-05i,0.00061352-0.0011184i,0.00058336-0.0012844i,0.00026547-0.00081941i,-0.0005261-0.00067966i,-0.0011614+4.8245e-05i,-0.00049317+9.5023e-06i,0.00073013-0.00061155i,0.00074427-0.00039065i,0.00010479+0.00033137i,0.00020925+0.00030409i,-6.7693e-05-0.00024125i,-0.00016329-0.00057843i,0.00051876-7.7696e-05i,0.00060805+0.00097246i,0.000187+0.00060788i
-0.00072647+0.00026273i,0.00068042+0.00076217i,0.0012372+0.0013561i,0.00091147+0.0004201i,0.00078091-0.00061762i,0.00071987-0.0013362i,0.00073942-0.0017185i,0.00074917-0.00098484i,0.00083072-0.0001004i,0.00095687+0.00028306i,0.00053028+0.00011486i,-0.0004024-0.00037186i,-0.00063798-0.00072252i,-0.00093711+0.00034387i,-0.00088786+0.00089642i,-0.00040492+0.00076544i,-0.00041519+0.0008028i,-4.462e-07+0.00080029i,0.00038415+0.00090419i,-0.00027967+0.00054955i,-0.00029234-0.00034908i,-2.6087e-05-4.6726e-05i,-0.00065491+0.00048121i
0.00068173+0.0015661i,0.0012568+0.0014209i,0.0010735+0.00037028i,-0.00052508-0.00031811i,-0.0019516-0.00063798i,-0.0014844-0.0004607i,-0.00036804-0.00038693i,-1.612e-05-0.00033687i,0.00065447+0.00039468i,0.00095409+0.00022146i,0.00031915-0.00074281i,-0.00015399-0.00064638i,-0.00024875-0.00033746i,-0.0002224-0.00025816i,4.0483e-05-0.00026097i,0.00033012+0.00026924i,-4.8428e-05+0.0010264i,-0.00047489+0.00099791i,-0.0009381+0.00088338i,-0.00099135+0.00030149i,-0.0010794+8.2043e-05i,-0.00069205+0.00020548i,0.00041601-0.00069768i
0.0013897-0.00053416i,0.00062118-0.0012879i,0.0011976-0.0020403i,0.0012444-0.001067i,-0.00040748-0.00074715i,-0.00083477-0.0008129i,0.00010036+0.00032654i,0.00052505+0.00035925i,0.0010143-0.00016698i,0.0014254-0.00026841i,0.00051066+0.00034375i,-6.7533e-05+0.00039419i,0.00016921+0.00067525i,0.00030317+0.0012109i,0.00011269+0.0007421i,0.000144+0.00013672i,0.0010323-0.0005346i,0.0011315-0.00012631i,0.00053847+0.00032214i,-1.2078e-05-0.00025174i,-0.00033489-0.001509i,0.00011114-0.0017396i,0.00014977-0.00079985i
0.0013557-0.00077225i,0.00092771-0.00045464i,0.00034728-0.00039152i,-8.3827e-05-0.00099745i,-0.00033696-0.00075494i,-6.8814e-05+0.00033756i,0.00070738+0.00020572i,0.0010542-0.00046055i,0.0014527-0.00073878i,0.0015958-0.00070141i,0.0010079+8.5467e-05i,-3.0121e-05+3.3281e-05i,-0.00033148-0.00010551i,-2.5333e-05-0.0002467i,0.00019412-0.00034447i,0.00024486-0.00022148i,-0.00045639-0.00035467i,-0.00047545-0.00037039i,-2.7142e-05-0.00043118i,-7.7758e-06-0.00073191i,-0.00033631-0.00073279i,-0.00017459-0.00030619i,-0.00010962-0.00038394i
-0.0002695+5.9772e-05i,-0.00025231-0.00043031i,0.00038989-0.0013357i,0.00037676-0.0018633i,-0.00036314-0.00076665i,-0.00057324+3.2428e-05i,-0.0015723+0.00048373i,-0.0019965+0.001005i,-0.00065325+0.0010401i,0.00070608+0.00097141i,0.00074157+5.6487e-05i,0.00028806-0.0010358i,0.00037206-0.00054393i,-0.00020127+0.00018676i,-0.00044402+3.2619e-05i,-1.4114e-05+0.00027152i,-0.0003097+0.00055247i,-0.00059388+0.00032954i,-0.00059786+0.00027393i,-9.7029e-05+0.00065669i,0.00025131+0.00042736i,-0.00035792+0.0001319i,-0.00069043-0.00041032i
0.00078804-0.0017417i,0.0015357-0.0016451i,0.00084246-0.0013197i,-0.00040886-0.00092562i,-0.0018966-0.00060813i,-0.002044-0.00017344i,-0.0007734-0.00043203i,0.00024872-0.00023208i,0.00064789+0.00042279i,0.00046468+0.00027596i,0.00030579-0.00077158i,0.00022755-0.00085995i,7.5442e-05-0.00055352i,0.00011648-0.0004601i,0.00039245+1.2931e-05i,0.00086155+0.0003855i,0.00030233+0.00052i,-0.0006793+0.00087659i,-0.00064181+0.00059434i,-6.1036e-05+1.6927e-05i,-7.0314e-05-0.0002756i,-0.00010488-0.00031176i,0.00021865-3.4935e-05i
-0.00016889+0.00031034i,0.00085593-0.00053477i,0.0012957-0.0016366i,0.0007621-0.0011146i,-2.4183e-05+0.00025828i,-0.00078559+0.00012543i,-0.00040762-0.0012412i,0.00059961-0.0012145i,0.0020641-0.00012092i,0.0019211+0.00010615i,0.0011317-0.00077211i,0.00084988-0.0015231i,0.00065816-0.0012552i,0.00029575-0.00055039i,-0.0005135+9.1429e-05i,1.5942e-05+0.00074864i,0.0010206+0.00044329i,0.00082341-0.00021102i,0.00022169-0.0006807i,-0.00056392-0.00074951i,-0.00034317-0.00064676i,3.449e-05-0.00025258i,-0.00041254-7.4563e-05i
0.0010032+0.0006294i,0.00020163-1.4689e-05i,0.00043573-0.0011543i,0.0017335-0.0011001i,0.0016581-0.00068088i,0.00076313-0.0011415i,0.00044434-0.0012724i,-0.00023028-0.00036006i,-0.00027005-1.2658e-05i,0.00047641-0.00055244i,0.0003424-0.00069866i,-6.4618e-05-0.00038517i,-0.00063066+0.00047246i,-0.00085435+0.00084969i,-0.00042157+1.528e-05i,-0.00025854-0.00038218i,-0.00011971-1.3968e-05i,-0.00019666-6.2779e-05i,-0.0005763-0.0004477i,-0.0012663-0.00070929i,-0.0013041-0.0004388i,-0.00048767-0.00043983i,-9.11e-05-0.00069431i
-0.0011745-0.0017105i,-0.0010058+0.0003362i,-0.0010606+0.0016556i,-0.0012438+0.0012822i,-0.00027998+0.00029836i,0.00036618-0.00052243i,0.00029291-0.00057981i,0.00011327-0.00051573i,-6.985e-06+0.00037424i,0.00020315+0.00066066i,0.00048444-0.00031058i,-3.6774e-05-0.00073701i,6.3239e-05+0.00010937i,6.4093e-05+0.0011755i,-2.8303e-05+0.0012414i,0.00040697+0.00097126i,9.1337e-05+0.00072322i,-0.00035709+0.00064033i,-0.0006095+6.1097e-05i,-0.00059213-0.0010284i,-0.00015789-0.001264i,-4.2258e-05-0.00035906i,-0.00029561-7.3791e-05i
0.00041731+0.00067655i,0.00066487+0.001196i,0.00037247+0.0010023i,-8.1625e-06-7.2589e-05i,9.2048e-05-0.00024086i,0.00020246+0.00015867i,4.3268e-06+8.8493e-05i,0.00013434+0.00027418i,0.00036619+0.00091909i,0.00079256+0.001407i,0.00082084+0.00071435i,-3.9542e-05-0.00039958i,-0.00064293-0.0010885i,-0.00023119-0.00078784i,-0.00053815+0.00022811i,-0.0016166+0.00091778i,-0.0016522+0.0006212i,-0.00044078+1.6113e-05i,0.00047884-0.00049233i,0.00060932-0.00050623i,1.7882e-05-0.00050719i,-6.1226e-05-0.00058587i,0.0001065-0.00069405i
-0.0014556-0.0015173i,-0.0014928-0.0011652i,-0.0015585-2.6525e-05i,-0.00087979+0.0010003i,0.00031114+0.0012962i,0.0014338+0.00080186i,0.0014039-0.00039464i,0.0007759-0.00093642i,0.00019018-0.00077109i,0.000125-0.00034269i,-7.6679e-05+4.4306e-05i,-0.00024783-0.00042053i,-1.0648e-05-0.0015602i,0.00016829-0.0012472i,0.00018369+5.522e-05i,0.00016225+0.00037773i,0.00042852+0.00041832i,2.4974e-05+0.00026188i,-0.00074728+0.00014566i,-0.00081523+0.00062676i,-0.0015158+0.00038722i,-0.0011318-0.00025224i,6.2927e-06-0.00083861i
-0.0014206-0.00052771i,-0.0015186+0.00018451i,-0.0021429+0.00065684i,-0.0018909+0.00064525i,-0.00085014+0.0012242i,-3.6985e-05+0.0015893i,0.00072073+0.00025123i,0.00040386-0.00045147i,-0.00055823+0.00012638i,-0.00026912-0.0005554i,0.0005592-0.001236i,0.00036577+2.3826e-05i,0.00023291+0.00084854i,-3.7726e-06+0.00052405i,-0.00074292+0.00015476i,-0.0014263-0.00033262i,-0.0010988-8.0052e-05i,-0.00037341+0.00033998i,-0.00028215-0.00018583i,-0.00017364-0.00023597i,-0.000114-0.00064776i,-3.2145e-05-0.0011351i,0.00015711-0.00057483i
-0.0008917-5.0547e-06i,-0.00031401+0.00071143i,0.00022162+0.00036022i,0.00059852+0.00083725i,0.0008505+0.00094261i,0.0014597-0.00032073i,0.0016212-0.00094442i,0.00085256-0.000564i,0.00016578-0.00016948i,0.00034874+0.00037094i,7.9984e-05+0.0002814i,-0.00011432-0.00031021i,0.00025724+0.00029717i,-5.1446e-05+0.00028173i,-0.00061625-0.00044115i,-0.00030776+0.00026841i,0.00020727+0.00050782i,0.00014262-0.00039879i,0.0005356-0.00030487i,0.00080254+0.00052852i,0.00038653+0.00051121i,-4.5175e-05-0.00025782i,-4.1921e-05-0.0012643i
-0.00022602+0.0014202i,0.00048173+0.00092931i,0.00016561+0.00082851i,-4.5961e-05+0.0011002i,0.0003484+0.001109i,0.00079378-0.00055455i,0.0012091-0.0015042i,0.00075833-0.00077787i,0.00047624+0.00045142i,0.00063213+0.00089232i,0.00064517+0.00054774i,-0.00011115+0.00022544i,-0.00085615-0.00036202i,-0.00043469-0.00028599i,-0.00020535+0.00027924i,-0.00054247-3.7859e-05i,-0.00098023-0.00049308i,-0.00089666-0.00031667i,-0.0005928-2.0303e-05i,-0.00013161+0.00068449i,0.00013334+0.00073573i,-0.00017256-0.00047332i,-0.00044472-0.00080565i
0.00066386-0.0012433i,0.00074703-0.00099249i,0.00012946-0.0014287i,-5.1627e-05-0.0015004i,0.00012388-0.00078895i,-0.00019814-0.00016544i,-0.00061258-0.00019049i,-0.00085944-0.00056006i,-0.00036015-0.00056182i,-0.00011052-0.00067041i,-8.8975e-05-0.00054425i,0.00060082-0.00024261i,0.00025538-0.00043742i,-0.00086679-0.00054205i,-0.0008903-0.00053046i,-0.00031486-0.00031455i,-0.00056497+0.0002853i,-0.00076649+0.0011238i,1.2252e-05+0.00085378i,0.00017177+6.5135e-05i,3.8979e-05-0.00014721i,0.00076241-1.8725e-05i,0.00091203+8.9182e-05i
-0.0003588-0.0005783i,0.0013186-0.00080845i,0.0017953-0.00045088i,0.00033879-0.00043449i,-0.0006862-0.00077461i,-0.00052949-0.00039256i,-0.00040913+6.0262e-05i,-0.00045905-0.000197i,0.00041677+0.00051323i,0.0014811+0.0010898i,0.00079308+0.00032643i,-9.9248e-05-0.00029921i,0.00025901-0.00011175i,0.00019812+0.00059367i,-0.00051775+0.00065288i,-0.00092104+0.00032922i,-4.0553e-05-0.00052073i,0.0004961-0.00045809i,-0.00029699-0.00031614i,-0.00089745-0.00056251i,-0.0004575-0.00083452i,-6.167e-05-0.00067005i,-0.00031897-0.0003696i
