0.0025111+0.00071462i,0.0030935+0.00017743i,0.0032211+0.00077608i,0.0021105+0.00065892i,-2.4442e-05+0.00077486i,-0.0022604+0.0022653i,-0.001019+0.0027038i,0.0012537+0.0019106i,0.0014385+0.00075678i,0.00033124-0.0002972i,-0.00065418-0.00058511i,-0.0010021-0.00069867i,-0.00068694-0.00065749i,-0.0006301-0.00071553i,-0.0002816-0.00069812i,0.00022086-0.00012861i,0.0010365-0.00024845i,0.0012616-0.0011597i,0.00058434-0.0012249i,0.00036884-0.00043316i,0.00043764-5.5756e-05i,2.69e-05-0.00054735i,-0.00067745-0.00014789i
-0.007319-0.059289i,-0.038423-0.13934i,-0.076342-0.18367i,-0.046247-0.11153i,0.077422-0.0028178i,0.15113+0.019692i,0.090954+0.014063i,0.026238+0.051552i,0.029834+0.066964i,0.033533+0.022892i,0.0046995-0.017013i,-0.016374-0.018669i,-0.011138-0.010412i,-0.0035473-0.0050405i,-0.0031517+0.0040173i,-0.0041641+0.0084838i,-0.0090886+0.009003i,-0.015214+0.0098545i,-0.015868+0.0068891i,-0.010876+0.0026139i,-0.0056676-0.0017765i,-0.0034543-0.0051421i,-0.0018438-0.0064407i
-0.0024798+0.058417i,0.0067196+0.14491i,0.043799+0.19398i,0.063514+0.09861i,0.0014412-0.061i,-0.070051-0.10642i,-0.044908-0.05872i,0.013561-0.048726i,0.013572-0.058375i,-0.013839-0.021807i,-0.010819+0.024506i,0.009433+0.031423i,0.012902+0.015299i,0.0078005+0.0025205i,0.0064345-0.0059779i,0.0059095-0.0088979i,0.0094918-0.0077566i,0.015725-0.0058776i,0.016593-0.0020519i,0.010737+0.00070861i,0.0034923+0.0029477i,-0.00093036+0.006399i,-0.003233+0.0082042i
0.023088-0.055501i,0.042208-0.13964i,0.016515-0.20178i,-0.046923-0.12359i,-0.05164+0.048235i,0.0089857+0.11563i,0.023296+0.052597i,-0.023773+0.011448i,-0.038095+0.024728i,-0.0006648+0.018222i,0.019019-0.015429i,0.0047325-0.030207i,-0.0049528-0.01655i,-0.0037674-0.0026063i,-0.0029696+0.0042641i,-0.0032134+0.0058891i,-0.0072309+0.0032848i,-0.012191+0.00011882i,-0.010698-0.0038461i,-0.004666-0.005774i,0.0019546-0.0067232i,0.0063692-0.0075075i,0.0070301-0.0063481i
-0.035833+0.039091i,-0.075266+0.11685i,-0.058343+0.19552i,0.050361+0.15795i,0.13046+0.0074712i,0.083328-0.075547i,0.014406-0.025221i,0.022383+0.029881i,0.040621+0.020566i,0.0085699-0.00089144i,-0.025084+0.0090678i,-0.01975+0.025115i,-0.0044682+0.017787i,-0.0014385+0.0039958i,-0.00079928-0.0027264i,-0.0001922-0.0044149i,0.0019271-0.0010145i,0.0056806+0.0041138i,0.0036808+0.0068159i,-0.0020962+0.0051201i,-0.0058718+0.0022146i,-0.0075654+0.001561i,-0.0072439+0.0016238i
0.048683-0.029129i,0.11361-0.089857i,0.13003-0.18396i,0.018913-0.2168i,-0.11287-0.12912i,-0.096169-0.029741i,-0.0030927-0.02824i,0.01839-0.067228i,-0.0062142-0.058077i,0.00015014-0.012381i,0.029044+0.0062009i,0.035165-0.0048436i,0.020636-0.007363i,0.01147-0.00099461i,0.0062468+0.0021702i,0.0017135+0.0036244i,0.0007575+0.00187i,0.0017359-0.003477i,0.0043972-0.005418i,0.0064596-0.0014669i,0.0065833+0.0016062i,0.0057795+0.00098112i,0.0044597+0.00023582i
-0.050503+0.0075448i,-0.13105+0.048972i,-0.18316+0.14061i,-0.1034+0.22529i,0.036955+0.20652i,0.059089+0.10756i,-0.018015+0.052606i,-0.05633+0.060306i,-0.037081+0.053051i,-0.020688+0.010059i,-0.031734-0.018678i,-0.0383-0.010811i,-0.025256-0.00010721i,-0.012757-0.0015484i,-0.0049012-0.0023882i,0.0014662-0.0016149i,0.001461+0.00020326i,-0.0024324+0.0026831i,-0.0050329+0.0008736i,-0.0043493-0.0038079i,-0.0031486-0.0070678i,-0.0041281-0.0069427i,-0.0048465-0.0050141i
0.05136+0.0067676i,0.14684-0.0015325i,0.24416-0.071706i,0.22492-0.18622i,0.10496-0.21925i,0.035849-0.12567i,0.057078-0.033665i,0.080271-0.017918i,0.058401-0.018157i,0.024963+0.010206i,0.019088+0.036482i,0.029966+0.02924i,0.027873+0.010512i,0.016264+0.0049087i,0.0050142+0.0042621i,-0.0031211+0.0022844i,-0.0039084-0.00042509i,-0.00065216-0.0020016i,0.0017068+0.0010689i,0.00032048+0.0050736i,-0.002506+0.0067781i,-0.0021311+0.0077682i,0.00059714+0.00743i
-0.042934-0.027498i,-0.13578-0.050753i,-0.25719-0.023584i,-0.29482+0.080295i,-0.20685+0.14614i,-0.096422+0.081428i,-0.056769-0.015944i,-0.063712-0.045517i,-0.052895-0.031276i,-0.01831-0.025182i,-0.0013611-0.033637i,-0.011025-0.03079i,-0.016013-0.016313i,-0.00832-0.0094619i,0.0011146-0.0070007i,0.0070946-0.0029452i,0.0062491+0.001443i,0.0037635+0.0034004i,0.0036856+0.0010387i,0.0056618-0.0020344i,0.0071996-0.003647i,0.0048823-0.005162i,0.0011402-0.0057714i
0.03438+0.037181i,0.11701+0.096524i,0.25142+0.12861i,0.34186+0.064563i,0.29085-0.01681i,0.15248+0.0032846i,0.056844+0.071346i,0.031223+0.094817i,0.022353+0.072653i,0.00058047+0.042963i,-0.015914+0.032318i,-0.0075883+0.031475i,0.0043432+0.022422i,0.0014987+0.01324i,-0.0058674+0.006726i,-0.0087558-0.00033348i,-0.0067093-0.0039926i,-0.0034541-0.0043691i,-0.0041912-0.003246i,-0.0072687-0.0023098i,-0.0080683-0.0012968i,-0.005108+0.0014127i,-0.0016403+0.0044066i
-0.015741-0.047209i,-0.06961-0.13137i,-0.17581-0.22208i,-0.27298-0.22115i,-0.24733-0.14325i,-0.10888-0.1045i,0.0014724-0.11762i,0.032507-0.11878i,0.029559-0.085199i,0.028859-0.039255i,0.033431-0.016087i,0.02552-0.017334i,0.012229-0.015684i,0.0099495-0.0084934i,0.010699-0.0012376i,0.0077333+0.0049211i,0.0043731+0.0073388i,0.0031689+0.0068464i,0.0049828+0.0053642i,0.0068534+0.0048741i,0.0069119+0.0034199i,0.0048866-0.0011222i,0.0033381-0.0047113i
0.0010584+0.04687i,0.020739+0.14891i,0.083105+0.27897i,0.16458+0.32422i,0.15996+0.24897i,0.046991+0.1531i,-0.052689+0.10995i,-0.080158+0.089317i,-0.067721+0.054557i,-0.048588+0.015423i,-0.040319-0.0028995i,-0.032743+0.0036289i,-0.020527+0.010301i,-0.013951+0.0056819i,-0.01016-0.0014985i,-0.004631-0.0057364i,-0.00063067-0.0057643i,-0.0006425-0.0047332i,-0.0031355-0.0064237i,-0.0039623-0.0089469i,-0.0035761-0.0093044i,-0.0034267-0.0065365i,-0.0036669-0.0015976i
0.018987-0.046949i,0.04342-0.14552i,0.048661-0.28861i,0.011709-0.36658i,-0.0043178-0.29848i,0.044395-0.16001i,0.094307-0.068422i,0.10277-0.029357i,0.080364-0.0034108i,0.047515+0.016773i,0.028988+0.024661i,0.025576+0.015738i,0.023685+0.0033342i,0.021426+0.0015443i,0.015643+0.0053778i,0.0061462+0.0071435i,-0.00014275+0.0058524i,-0.002753+0.0051629i,-0.003439+0.0076981i,-0.0049468+0.0086658i,-0.0059551+0.0061209i,-0.0030134+0.0030747i,0.00096972+5.0532e-05i
-0.02937+0.036482i,-0.087657+0.11707i,-0.15+0.24125i,-0.15565+0.31733i,-0.12004+0.25424i,-0.10007+0.11099i,-0.092955+0.0090718i,-0.080441-0.034363i,-0.061177-0.043485i,-0.033404-0.032761i,-0.012699-0.023947i,-0.012882-0.016948i,-0.017444-0.009822i,-0.014425-0.0095379i,-0.006885-0.010504i,0.00085037-0.008283i,0.0046736-0.0039889i,0.0065224-0.00084002i,0.0090343-0.00087676i,0.0094013-0.0018127i,0.0078648-0.0020248i,0.0036019-0.001804i,-0.0022973-0.00080111i
0.042056-0.021038i,0.12813-0.068494i,0.24317-0.14978i,0.28903-0.20831i,0.22876-0.15599i,0.14222-0.029946i,0.085475+0.054767i,0.046499+0.081903i,0.020297+0.075971i,0.0054043+0.0491i,-0.0039977+0.028812i,-0.00035786+0.021106i,0.0068494+0.014641i,0.0054972+0.011273i,-3.2288e-05+0.0091177i,-0.0039168+0.0042185i,-0.0051164-5.686e-05i,-0.0052362-0.0023834i,-0.0074085-0.0024105i,-0.0089961-0.0010966i,-0.0069276-0.00031859i,-0.002375+0.0010782i,0.001251+0.0034395i
-0.040184+0.0019606i,-0.13438+0.012562i,-0.26527+0.034662i,-0.3227+0.054338i,-0.24016+0.023978i,-0.10683-0.049514i,-0.024613-0.096704i,0.014645-0.098318i,0.032057-0.074184i,0.029776-0.040168i,0.022768-0.017769i,0.013616-0.01284i,0.0053071-0.011552i,0.004966-0.010051i,0.0074992-0.0077362i,0.0070828-0.0031119i,0.0045066+0.0014007i,0.0039094+0.004321i,0.0062089+0.0044149i,0.0077064+0.0029454i,0.0059985+0.0018844i,0.0032356+0.00049825i,0.0013408-0.0021138i
0.041479+0.007525i,0.12934+0.038543i,0.2548+0.077187i,0.31276+0.090096i,0.22888+0.084516i,0.084803+0.088231i,-0.0062433+0.088351i,-0.047223+0.068297i,-0.061487+0.039174i,-0.047709+0.014519i,-0.030247+0.0027213i,-0.020524+0.0049849i,-0.013906+0.010173i,-0.012185+0.011429i,-0.011968+0.0089362i,-0.0088639+0.0042667i,-0.0042953+6.7325e-05i,-0.0023481-0.0035151i,-0.0031874-0.006717i,-0.0030139-0.0083501i,-7.5755e-05-0.0081358i,0.0021684-0.0049086i,0.0020885-8.7633e-05i
-0.028501-0.024698i,-0.091265-0.084358i,-0.1782-0.17042i,-0.21478-0.21116i,-0.14232-0.17238i,-0.029581-0.1095i,0.032775-0.063676i,0.057549-0.024692i,0.061692+0.002258i,0.039541+0.010335i,0.018338+0.011877i,0.015463+0.0081168i,0.018189+0.00031447i,0.019342-0.0032985i,0.01622-0.0025841i,0.0089702+0.0008475i,0.0032622+0.003151i,9.9933e-05+0.0046886i,-0.0013192+0.0072591i,-0.0032484+0.0066964i,-0.005512+0.0038619i,-0.0054701-0.00015837i,-0.0027389-0.0033082i
0.017439+0.030894i,0.050021+0.10792i,0.093365+0.21783i,0.10776+0.26316i,0.060582+0.19147i,-0.0049137+0.089088i,-0.033503+0.025602i,-0.039075-0.017809i,-0.038506-0.036229i,-0.024064-0.023178i,-0.0084636-0.010545i,-0.0072515-0.0067201i,-0.011952-0.0042451i,-0.013405-0.0033111i,-0.0098623-0.0040678i,-0.0040411-0.0041753i,-0.00019306-0.0019595i,0.0031083-0.0011155i,0.0065323-0.0033816i,0.0070557-0.0040979i,0.0056772-0.0017373i,0.003313+0.00042011i,-0.00066594+0.0014723i
-0.0015564-0.035876i,0.0039466-0.11295i,0.017372-0.22236i,0.029378-0.26505i,0.037907-0.17866i,0.043809-0.057621i,0.03558+0.011604i,0.01553+0.047783i,0.0031024+0.057559i,-0.00090371+0.038268i,-0.0033176+0.019483i,0.0013537+0.012522i,0.0081201+0.0088293i,0.0088586+0.007206i,0.0048889+0.0060244i,-0.00028321+0.0033386i,-0.0019938+0.00094932i,-0.0028872+0.00030984i,-0.0053686+0.00050781i,-0.0052547+0.00037817i,-0.0038245-0.0013265i,-0.0027987-0.0025494i,-0.00051492-0.00099735i
-0.0082225+0.028487i,-0.043069+0.09549i,-0.096464+0.18197i,-0.12158+0.20826i,-0.090777+0.13292i,-0.042979+0.031096i,-0.007723-0.025331i,0.023079-0.047905i,0.035271-0.049662i,0.024616-0.029592i,0.013533-0.010184i,0.0056359-0.0060871i,-0.00068964-0.0083978i,-0.0028676-0.010528i,-0.0018048-0.009724i,0.00054696-0.0048544i,0.001324-0.00079227i,0.0023497+0.001486i,0.0050004+0.0025606i,0.0060075+0.0017981i,0.004278+0.0023646i,0.0015979+0.0035529i,-0.00056725+0.0020501i
0.022401-0.024515i,0.079549-0.065241i,0.16357-0.1145i,0.20132-0.125i,0.14897-0.074823i,0.067545-0.011725i,0.011831+0.016448i,-0.028631+0.01787i,-0.04604+0.01603i,-0.031052+0.0091601i,-0.013224+0.00065002i,-0.0068443+0.0020873i,-0.0043386+0.0091435i,-0.0040753+0.013156i,-0.0049286+0.010672i,-0.0041957+0.0045396i,-0.0030432+0.00084341i,-0.0034874-0.0013725i,-0.0038013-0.003947i,-0.0020466-0.0049588i,0.0016873-0.0049769i,0.003727-0.0038086i,0.0024554-0.00074941i
-0.023393+0.0097856i,-0.086759+0.024101i,-0.17479+0.030689i,-0.20603+0.019937i,-0.13957-0.00055008i,-0.052275-0.01435i,-0.0043417-0.0092427i,0.024681+0.0070494i,0.036261+0.013119i,0.019716+0.0091333i,0.0023683+0.0077911i,0.0015351+0.0052143i,0.007962-0.0011128i,0.011583-0.0050755i,0.010355-0.0036468i,0.0073793+0.0001059i,0.0042159+0.0020336i,0.0019784+0.0040859i,0.0013162+0.0056723i,-0.00037782+0.0046569i,-0.0040351+0.0024016i,-0.0051158-0.00017582i,-0.0025758-0.0015825i
0.02813-0.0018697i,0.087219+0.013242i,0.16742+0.044638i,0.19498+0.064104i,0.13149+0.048941i,0.053031+0.019391i,0.015384-0.0083597i,-0.0063866-0.033222i,-0.018684-0.036648i,-0.010455-0.019703i,0.00094155-0.0072186i,0.00056289-0.0027541i,-0.0045314+5.2192e-05i,-0.0072975+0.0015018i,-0.0046749+0.00034665i,-5.7062e-06-0.0022128i,0.0014013-0.0026923i,0.002099-0.002228i,0.0032668-0.0030116i,0.0038941-0.0022806i,0.0045719-0.00070372i,0.0040612-0.00013493i,0.0010086+0.0012258i
-0.022333-0.0096729i,-0.063178-0.043217i,-0.11312-0.10194i,-0.12263-0.13275i,-0.078063-0.092387i,-0.033119-0.028865i,-0.019889+0.013783i,-0.017117+0.04246i,-0.0091336+0.048035i,-0.0045742+0.029346i,-0.0040092+0.012719i,1.8672e-05+0.005779i,0.0064393+0.0011913i,0.0096715-0.00089031i,0.006186-0.00076491i,0.00032798-3.0877e-05i,-0.0025244-7.6691e-05i,-0.0036184-5.7492e-05i,-0.0041091+0.0005621i,-0.0039083-0.00049741i,-0.0033452-0.0025663i,-0.0020046-0.0038657i,0.00057842-0.0025319i
0.019905+0.012602i,0.040745+0.059132i,0.059072+0.12751i,0.054138+0.155i,0.035363+0.10565i,0.024849+0.038381i,0.029979-0.0007367i,0.039845-0.025377i,0.03357-0.032648i,0.016985-0.0172i,0.0064534-0.0020619i,0.00019684+0.0009424i,-0.0048123-0.00087262i,-0.0060492-0.0030138i,-0.0034075-0.0031073i,0.00021657-0.0006887i,0.0025246+0.0005342i,0.0043699+0.0005566i,0.0056225+0.00036206i,0.0046865+0.00074284i,0.0026962+0.0023202i,0.00054683+0.0025827i,-0.0009441+0.0011263i
-0.0073121-0.020619i,-0.00521-0.065169i,0.01106-0.12789i,0.031792-0.14919i,0.03081-0.10064i,0.012663-0.038591i,-0.0096433-0.0092565i,-0.031698+0.00024529i,-0.034252+0.0052567i,-0.015955+0.0019131i,-0.0013995-0.0043971i,0.0024257-0.0037362i,0.0028343+0.0015476i,0.0010966+0.0059006i,-0.002174+0.0055052i,-0.0045254+0.0015127i,-0.0049921-0.0010498i,-0.0056552-0.0024413i,-0.0056794-0.0034748i,-0.0019222-0.0039723i,0.0014977-0.0038919i,0.002094-0.00253i,0.0022898+0.00095467i
0.002807+0.015981i,-0.016818+0.052909i,-0.053491+0.09939i,-0.077115+0.10774i,-0.056195+0.069598i,-0.017335+0.032705i,0.010918+0.021015i,0.029818+0.019928i,0.029402+0.014963i,0.0095734+0.010653i,-0.0047557+0.010161i,-0.0051955+0.0083174i,-0.0010307+0.0021907i,0.0021984-0.0037681i,0.0026691-0.0033587i,0.0022965+0.0013934i,0.0019085+0.0046889i,0.0013868+0.0062603i,0.00090434+0.0065428i,-0.0007759+0.0044303i,-0.0032639+0.001045i,-0.0045443-0.0012719i,-0.0026575-0.0026451i
0.009936-0.014738i,0.041765-0.03749i,0.095754-0.059345i,0.12447-0.058232i,0.094269-0.038986i,0.047187-0.029497i,0.015392-0.037133i,-0.0074271-0.044828i,-0.01496-0.035352i,-0.0050487-0.017842i,0.003793-0.0081744i,0.0051018-0.0036889i,0.0028484+0.0014023i,0.00088509+0.0046072i,0.0019019+0.0031588i,0.0041429-0.00025312i,0.0044903-0.0024377i,0.0030442-0.0038902i,0.0021851-0.0042264i,0.0014817-0.0030029i,0.0012431-0.001484i,0.0006453+0.00083549i,-0.00095812+0.0024927i
-0.0086871+0.0068676i,-0.043236+0.014582i,-0.091629+0.0096048i,-0.11063-0.0074959i,-0.078488-0.010789i,-0.040376+0.0057584i,-0.024664+0.028356i,-0.014484+0.045489i,-0.0053643+0.040548i,-0.0038524+0.020278i,-0.0049963+0.0081684i,-0.0025125+0.0038229i,0.0018655-0.00087576i,0.002651-0.0043166i,-0.00026864-0.004214i,-0.0035293-0.0019781i,-0.0051503+0.00058529i,-0.004655+0.0030606i,-0.0041151+0.0031839i,-0.0031745+0.0011386i,-0.0019473-0.00053107i,-0.001027-0.0020819i,0.0012188-0.0018075i
0.013971-0.004396i,0.045174+0.0043777i,0.084607+0.028603i,0.094604+0.05007i,0.066651+0.038542i,0.037656+0.0082118i,0.029485-0.016132i,0.028154-0.030861i,0.018566-0.026714i,0.0078602-0.0080737i,0.0046911+0.003543i,0.0040542+0.0049878i,0.0020111+0.0033201i,0.00054041+0.0014414i,0.0021068+0.00014961i,0.004463-0.00047009i,0.0056091-0.00020202i,0.0063947-0.00010161i,0.0067163-0.00012899i,0.0049081+0.00094225i,0.0022631+0.0015844i,0.00048013+0.0011816i,-0.0011147-0.00036844i
-0.0075726-0.0053778i,-0.029248-0.022055i,-0.048281-0.058193i,-0.043581-0.082267i,-0.024106-0.059796i,-0.014499-0.017649i,-0.018944+0.007594i,-0.026118+0.014249i,-0.020865+0.0084017i,-0.0074045-0.0027608i,-0.00066076-0.0086071i,-0.00082092-0.0074957i,-0.0013789-0.0047133i,-0.0014376-0.0021363i,-0.0015768-0.00079206i,-0.0031965-0.002055i,-0.0048581-0.0023724i,-0.0059148-0.0017982i,-0.005994-0.0024602i,-0.0035697-0.0027987i,-0.00050359-0.0026428i,0.0014353-0.00087435i,0.0021929+0.0020617i
0.0076381+0.0052841i,0.018066+0.029317i,0.020845+0.067403i,0.010438+0.085147i,0.0019742+0.06069i,0.010109+0.028483i,0.024902+0.014244i,0.032216+0.010736i,0.023349+0.011192i,0.0057891+0.01303i,-0.002661+0.01313i,-0.0008071+0.011376i,0.0015258+0.0074803i,0.000558+0.0033754i,-0.00060499+0.0019063i,0.00014449+0.0032328i,0.0016292+0.0050761i,0.0023815+0.0055106i,0.0018776+0.0045622i,0.0005132+0.0025935i,-0.00037564-0.00077696i,-0.001369-0.0036192i,-0.0016476-0.0040969i
-0.00077587-0.0065679i,0.0022457-0.028568i,0.01931-0.060467i,0.039764-0.071022i,0.03862-0.049519i,0.019792-0.031484i,3.677e-05-0.032325i,-0.014673-0.03556i,-0.015486-0.027685i,-0.0038499-0.014461i,0.0036537-0.0077752i,0.0026357-0.005862i,0.0015194-0.0038195i,0.0034673-0.0018426i,0.0053173-0.0010925i,0.0054437-0.001633i,0.0031127-0.0027173i,0.00065004-0.0031421i,-0.00086529-0.0029798i,-0.0011561-0.0025565i,-0.00089345-0.00091432i,-0.00044251+0.0015687i,-0.00014544+0.0035575i
0.0019245+0.010239i,-0.0068317+0.025339i,-0.028867+0.040993i,-0.045904+0.037017i,-0.034156+0.020372i,-0.012027+0.017465i,0.00084695+0.027979i,0.0078372+0.035125i,0.0074139+0.02838i,0.00058097+0.013926i,-0.0032695+0.0057325i,-0.0017906+0.0044181i,-0.00071107+0.0036912i,-0.001864+0.0018491i,-0.0029891+0.00064982i,-0.0030675+0.00075126i,-0.0026899+0.0018849i,-0.0021798+0.003168i,-0.0018105+0.0030961i,-0.0016981+0.0018483i,-0.001058+0.00053096i,-0.00026187-0.00075003i,0.00041224-0.0012221i
0.0073462-0.0067906i,0.02175-0.01577i,0.048773-0.020386i,0.063992-0.013302i,0.04609-0.006996i,0.019021-0.014709i,0.0049908-0.028864i,-0.00029573-0.034248i,-0.00079916-0.023391i,0.0014106-0.0064675i,0.0025434+0.0019415i,0.0030012+0.0014389i,0.0037337-0.00051181i,0.003865-0.001358i,0.0036598-0.00080622i,0.0036606-0.00036425i,0.0038305-0.00045881i,0.0043356-0.00053315i,0.0051153-0.00088479i,0.0036394-0.00033524i,0.0016532+0.00016443i,0.00049844+0.00017618i,-0.00062551+0.0010834i
-2.4905e-05+0.0036578i,-0.015279+0.0050386i,-0.035987-0.004257i,-0.041291-0.021005i,-0.02408-0.021283i,-0.0067765-0.0017557i,-0.0024017+0.01671i,-0.0057695+0.020851i,-0.0071659+0.011443i,-0.004937-0.00094881i,-0.0033342-0.0067728i,-0.0036865-0.0054426i,-0.0041032-0.0031549i,-0.0031203-0.0021441i,-0.0017298-0.0019835i,-0.0016243-0.0023361i,-0.0016606-0.0018916i,-0.0024246-0.0017006i,-0.0029081-0.0011819i,-0.0011612-0.00044468i,0.0011231-0.00046548i,0.0025664-0.00055701i,0.0033396-3.3375e-05i
0.0072102-0.0051981i,0.019741+0.0020261i,0.032728+0.018591i,0.030976+0.03428i,0.015417+0.029485i,0.0073876+0.013013i,0.011655+0.0042065i,0.017525+0.0030079i,0.013699+0.0054023i,0.0037414+0.0093026i,-0.00058548+0.011179i,0.0010186+0.009746i,0.0033054+0.0071259i,0.0032699+0.0047235i,0.00070634+0.0041043i,-0.0010569+0.0044512i,-0.00022249+0.0032512i,0.00073157+0.0022934i,0.0014054+0.0020959i,0.000846+0.00062241i,-0.00068412-0.0017939i,-0.0017722-0.0028195i,-0.0027986-0.0025677i
-0.0026248-0.0026776i,-0.009101-0.011135i,-0.010924-0.028518i,0.00027747-0.040312i,0.01246-0.029913i,0.0099533-0.015087i,-0.004093-0.013207i,-0.015704-0.015524i,-0.014999-0.013241i,-0.0056347-0.0082995i,-0.00041893-0.005676i,-0.00089783-0.0047395i,-0.0020259-0.0044779i,-0.0015391-0.0042142i,0.0011412-0.0024171i,0.0033509-0.00057471i,0.0018806+0.00011375i,-4.5289e-05-0.00047777i,0.00027459-0.0011506i,-0.00051848-0.00095578i,-0.0015354+0.00046965i,-0.00042906+0.0023164i,0.00078624+0.0025866i
0.0052843+0.0030357i,0.0079528+0.012565i,0.0049459+0.025915i,-0.0051177+0.028585i,-0.0051584+0.015618i,0.0076394+0.0085532i,0.020917+0.012899i,0.025579+0.015505i,0.017617+0.012593i,0.0058748+0.0081425i,0.00091601+0.005409i,0.0017305+0.0044272i,0.0034407+0.004191i,0.0031793+0.0036375i,0.00066004+0.001152i,-0.00047065-0.0010475i,0.00020902-0.0009959i,-3.8226e-05+0.00046178i,-0.0013284+0.0013663i,-0.0014998+0.00067707i,-0.00089971+7.6266e-05i,-0.0010564-0.0013216i,-0.0010054-0.0019374i
0.0016183-0.003739i,0.0053114-0.011275i,0.016852-0.020455i,0.028114-0.021332i,0.0217-0.012152i,0.003419-0.0093578i,-0.011396-0.014978i,-0.017579-0.017169i,-0.012009-0.010893i,-0.0031739-0.0034038i,0.00078298+0.00016857i,0.0015521+0.00020765i,0.0017638-0.0021239i,0.0019369-0.0035167i,0.0025614-0.0016611i,0.0022557+0.00072654i,0.0013232+0.00083106i,0.0014524-0.00021705i,0.0018544-0.00057972i,0.0019933+0.0001317i,0.0014081+0.00088962i,0.00048618+0.0013409i,-0.0002394+0.0023816i
0.00052366+0.0020341i,-0.0038313+0.0079688i,-0.013915+0.010296i,-0.019468+0.0030187i,-0.0098876-0.0049332i,0.0054005-0.0029519i,0.011021+0.0033153i,0.0077455+0.0065121i,0.0019604+0.003685i,-0.0021654-0.00095952i,-0.0031967-0.0022673i,-0.0032044-0.0013919i,-0.0027216+0.00045807i,-0.0015762+0.0015272i,-0.00030845+0.00011337i,0.00044314-0.0010276i,0.00080549-0.0005862i,0.00021676-0.0001989i,-0.0008694-8.2865e-05i,-0.00074582+3.9667e-05i,0.00014452-0.00059491i,0.0011015-0.00083206i,0.0017385-0.00060027i
0.0036756-0.0030504i,0.011005-0.00371i,0.022242-0.00067542i,0.026126+0.0064174i,0.015294+0.010132i,0.0033526+0.00629i,0.00087646+0.0017786i,0.0050023-0.00056566i,0.0067367+0.00079538i,0.0037118+0.0049232i,0.00069814+0.0066092i,0.0016666+0.0050086i,0.0042858+0.0024571i,0.0037826+0.00010302i,0.00047285-0.00092155i,-0.0018867-6.6725e-05i,-0.0019566+0.00085779i,-0.00040756+0.00054877i,0.00099861+0.00044112i,0.0010001-0.00041187i,0.00026076-0.0011335i,-0.0014454-0.00044931i,-0.0030793-0.00041187i
-0.0014764+0.0013987i,-0.0059279+0.00053391i,-0.0092177-0.0064393i,-0.0048954-0.016745i,0.0040765-0.015365i,0.0041082-0.0052676i,-0.0043442+0.00075363i,-0.010903+0.0009658i,-0.010458-0.00024821i,-0.0053604+4.7027e-05i,-0.0010411+0.00050588i,-0.00034599+0.00086742i,-0.0018759+0.00095509i,-0.0021356+0.0016167i,6.93e-05+0.0021806i,0.0025257+0.0020948i,0.0022012+0.0019634i,-0.00040195+0.0011955i,-0.0015426-0.00043823i,-0.0010709-0.0016861i,-0.00038161-0.0014504i,0.0007087-0.00035887i,0.0017318+0.00077842i
0.0031086-0.0017822i,0.008322+0.0016214i,0.011894+0.009647i,0.0084495+0.013218i,0.0051109+0.007214i,0.011189+0.0017999i,0.020709+0.00056984i,0.022185+0.00022653i,0.01507+0.001657i,0.0065727+0.0038235i,0.0018277+0.0024757i,0.0011758+0.00090304i,0.0025412+0.00062149i,0.0039635-0.00046699i,0.0025663-0.0017286i,0.00059756-0.0025761i,0.00064901-0.0016479i,0.0013186+0.00056102i,0.0006916+0.0015347i,-0.00067595+0.001635i,-0.0013902+0.00099637i,-0.001498-0.00075071i,-0.00069396-0.0013337i
-0.0028599-0.0017163i,-0.0027416-0.0049258i,0.00014997-0.0099931i,0.0078322-0.011223i,0.0098961-0.0042651i,0.002456+0.00052506i,-0.0071599-0.00024575i,-0.012602-0.0010635i,-0.01011-0.00098069i,-0.0031404-0.00020523i,0.001448+0.00050933i,0.0017282+0.0010714i,0.0003061-0.00037967i,-0.00038616-0.0011202i,-0.00084164-2.4631e-06i,-0.0012833+0.00066419i,-0.0012596+0.00089499i,7.5726e-05+0.00049337i,0.0017364-0.00024202i,0.0018448-0.00027261i,0.0014129+4.5551e-05i,0.0014443+0.0010898i,0.0010332+0.0019103i
0.0041427-0.00066167i,0.003803+0.0037169i,-0.00018755+0.0072368i,-0.0036518+0.0043242i,0.00044544-0.0020114i,0.0084816-0.005682i,0.012526-0.006216i,0.01074-0.0045832i,0.0052621-0.0030417i,0.00029286-0.0011113i,-0.0015211+0.00083096i,-0.0011497+0.0017112i,-8.3614e-05+0.0022353i,0.001151+0.0024414i,0.0024006+0.00078091i,0.0029262-0.00076806i,0.0017599-0.00086712i,0.00012187-0.00078511i,-0.001003-0.0012573i,-0.00091355-0.0017772i,-0.00043505-0.0014714i,-0.00014649-0.0011175i,0.00039567-0.0013025i
