0.0025111+0.00071462i,0.0030935+0.00017743i,0.0032211+0.00077608i,0.0021105+0.00065892i,-2.4442e-05+0.00077486i,-0.0022604+0.0022653i,-0.001019+0.0027038i,0.0012537+0.0019106i,0.0014385+0.00075678i,0.00033124-0.0002972i,-0.00065418-0.00058511i,-0.0010021-0.00069867i,-0.00068694-0.00065749i,-0.0006301-0.00071553i,-0.0002816-0.00069812i,0.00022086-0.00012861i,0.0010365-0.00024845i,0.0012616-0.0011597i,0.00058434-0.0012249i,0.00036884-0.00043316i,0.00043764-5.5756e-05i,2.69e-05-0.00054735i,-0.00067745-0.00014789i
0.00018086+0.00073804i,0.0013441+0.00072788i,0.0024388+0.00087301i,0.0036805+0.00082898i,0.0030878+0.0013249i,0.0019583+0.0020413i,0.0021972+0.0013483i,0.0012611-0.00051981i,-0.00037419-0.00086209i,-0.00034537-0.0002515i,0.00019958+0.00043905i,0.00021699+0.00081502i,0.00015213+0.00046252i,-0.00034787+0.00029958i,-0.00020654+0.00010311i,-0.00010822+0.0001507i,-0.00063915+0.00023212i,-1.3342e-07-0.00018616i,0.00075734+0.00015528i,0.00044628+0.00014692i,8.3681e-05-0.0007304i,0.00030047-0.00098181i,0.00088577-4.4081e-05i
0.0010733-0.0001949i,0.0012396-0.00067337i,0.00050421+0.00036528i,0.0005607+0.00095404i,0.0017635+0.0010862i,0.0015214+0.001593i,0.0010716+0.0013872i,0.00089729+0.00083101i,0.00059604+0.00095874i,0.00014575+0.00095434i,-0.00029616+0.001044i,-0.00037+0.00070605i,-0.00033749+0.00031794i,-7.5657e-05-0.00045263i,0.00047212-0.00029493i,0.00075251-9.4339e-05i,0.00043982-0.00033778i,0.00029588-0.00010186i,0.00048867-0.00031362i,-0.00077182-0.00020818i,-0.0013112-0.00066873i,-0.00066137-0.0010173i,-0.0013189-0.00021813i
-1.8179e-05+4.9997e-05i,-0.00053711+0.0021334i,0.001221+0.0028049i,0.0035981+0.002892i,0.0039418+0.0024639i,0.0030839+0.0016814i,0.0018953+0.0012831i,0.0005604+0.0004806i,-0.0009141+2.1076e-05i,-0.0011764+0.00014671i,-0.0012662+4.1208e-05i,-0.0010923-0.00023563i,-0.00044095-0.00038523i,-0.00053172+0.00037288i,-0.00058589+0.00088193i,-0.00011725+0.00015854i,-0.00022428-0.00027036i,-0.00060145+0.00033957i,-0.00042972+0.00057476i,-0.00036827+0.0001734i,-0.00040821+1.5181e-06i,-0.00041579+0.00049791i,-0.00039795-0.00024507i
-0.00032182-8.6797e-05i,0.00030825-1.7213e-05i,0.0013592+0.00097503i,0.0026126+0.0012791i,0.0027547+0.0011773i,0.0022521+0.0014581i,0.0018448+0.0012896i,0.001451+0.0012408i,0.00074751+0.0007873i,0.00027074+0.0004291i,0.00039114+0.00077769i,0.00029473+0.00069852i,-4.9592e-05+3.5055e-05i,0.0001304+4.2903e-05i,0.00046391+0.00068944i,0.00018538+0.00076063i,-4.8125e-05-7.9943e-05i,0.00028806-0.00063043i,3.7208e-05-0.00091698i,0.00024851-0.00047953i,0.00057219-7.5114e-05i,-0.00027991-0.00019494i,-0.00040679+0.00060904i
-0.00097905-0.00045179i,-0.0010945+0.0010946i,-1.993e-05+0.0026197i,0.0013742+0.0024331i,0.0018795+0.0021596i,0.0012008+0.0023714i,0.00080868+0.0021561i,0.00040966+0.00077838i,-0.00050725-0.00062923i,-0.0011137-0.00047455i,-0.00029544+0.00052483i,0.00081792+0.0009154i,0.00036575+0.00077613i,0.00036939+0.00094323i,0.00057195+0.00089722i,-0.00015089+0.00026342i,-0.00041617-0.00030812i,0.0001285+1.4868e-06i,0.0005389-0.00012455i,-8.9212e-05-0.00060699i,-0.00090177-0.00026897i,-0.000724-6.6297e-05i,-0.00089744+0.00016813i
0.0029643-0.0010626i,0.0022879-0.00091913i,0.0029336-0.0010975i,0.0026584-0.0012324i,0.0020935-9.5204e-05i,0.0015623+0.0015103i,0.0013145+0.0011932i,0.001625+0.00011747i,0.0010856-0.00016893i,-6.0416e-05-0.00034342i,-0.00068303-0.00050077i,-0.00089121+9.6218e-05i,-0.0010868+0.00025996i,-0.00063582+0.0006473i,-0.00034494+0.00048974i,-6.5031e-05-0.00015925i,0.00028876-5.4743e-05i,0.00086301+0.00048899i,0.0014779+0.00062907i,0.0010329+1.5213e-05i,0.0004419-0.00020035i,0.00037796-3.0919e-05i,-9.2507e-06+0.00019821i
-0.00059136+8.2283e-06i,-0.00091724+0.00064598i,-0.0007389+0.00024096i,0.00034683+0.00029101i,0.0013089+0.00086878i,0.0016874+0.0009222i,0.0015272+0.00050229i,0.00085423+5.9313e-05i,-6.1338e-05-0.00031809i,-0.00080402+0.00028473i,-0.0010412+0.0012275i,-0.00099186+0.001862i,-0.0010965+0.0017183i,-0.00057134+0.00070067i,-1.5871e-05+0.00011284i,7.9729e-05+0.00056305i,0.00050195+0.0003368i,0.00044246-0.000192i,0.00029697-0.00060034i,0.00085894-0.00056317i,0.0010495-0.00028762i,0.00032212-0.00038035i,0.00016588-0.00055749i
0.0014617+0.0010223i,0.0022311+0.0015787i,0.0031886+0.0020794i,0.0031043+0.0014156i,0.0020912+0.00039246i,0.0011721+0.00061693i,0.00079479+0.001224i,0.0011245+0.00088918i,0.0012606+9.0127e-05i,0.00031978+2.6431e-05i,-0.00078528+0.00015561i,-0.00090194+8.8738e-05i,-0.00016883+0.00048586i,0.00011195+0.00043112i,-0.00030949-0.00037358i,-0.00016957-0.00050255i,0.00037843+2.4229e-05i,0.00029839+0.00023091i,-6.2558e-05-0.00014994i,6.6986e-05+0.00021812i,0.00045717+0.00041156i,0.00032361+8.3637e-05i,-7.6519e-05-0.0001926i
0.0014988-6.1982e-05i,0.0015567-0.00058704i,0.0035162+0.00010433i,0.0043659-8.0911e-05i,0.0025578-4.0637e-06i,0.00065424+0.001646i,0.0010376+0.0025748i,0.0010205+0.00085943i,0.00018748-0.00020303i,-0.000577+0.00037582i,-0.0012736+0.00034378i,-0.0012216+5.491e-05i,-0.00088933+0.00020427i,-0.00013001+9.0842e-05i,-0.00043817-0.00081765i,-0.00091695-0.00081952i,-0.00069704+0.00048164i,-0.00051159+0.00041552i,-0.00016719-2.7135e-05i,7.7419e-05+2.9776e-05i,-0.00057255-0.00061247i,-0.00054049-0.0014931i,0.00031497-0.00054077i
0.0025865+0.0016641i,0.001553+0.0022442i,0.0015536+0.0016803i,0.0024864+0.00090028i,0.0030036+0.00043341i,0.0024593-0.001084i,0.0016841-0.00099917i,0.001406-0.00025442i,0.0013833-2.7735e-06i,0.00074619+0.00026107i,0.00043989+0.00015813i,-0.0006617-6.8464e-08i,-0.0011942-0.00056611i,-4.2582e-05-0.00088525i,0.0007657-0.00055729i,0.00040621-0.00074662i,-4.4693e-06-0.00090044i,0.00040026-0.00076484i,-8.1753e-05-0.00076178i,-0.00042366-0.00059261i,-0.00026598-0.00014124i,-0.00025002-0.00034149i,-1.0827e-05-0.00054635i
0.0014771-0.00019056i,0.00028933+0.00036745i,0.0002255+0.00056818i,0.001032+0.0007013i,0.0019647-1.8007e-05i,0.0017607+0.00032483i,0.00051303+0.00089341i,0.00013254+0.00052185i,4.6336e-05-7.3299e-05i,-0.00025501-0.00040464i,-0.00069157-7.0295e-05i,-0.00071191+0.00086068i,-0.00042239+0.0013057i,-5.5336e-05+0.0013417i,0.0005627+0.0008168i,0.0012333+3.4021e-06i,0.00026162-0.00016517i,5.2166e-05+0.00046293i,0.00039249+0.00085829i,-0.00062494+0.00016992i,-0.00045097-0.00038268i,-0.00040293-0.0004804i,-0.00020595-0.00013426i
4.1419e-05+0.0017559i,0.0013498+0.0013125i,0.0017555+0.0015465i,0.0027343+0.0016619i,0.0033997+0.0017064i,0.0027103+0.001918i,0.00208+0.0020137i,0.0012534+0.0010421i,0.00063673+0.00048846i,-1.4531e-06+0.0005664i,-0.00017334+0.00045409i,0.0003187+0.00058241i,0.00032502+0.00043014i,0.00021413-6.919e-06i,0.00060912-0.00043328i,0.00074833-9.3011e-05i,0.00033029+0.00077594i,-0.00069347+0.0012902i,-0.00076326+0.0013043i,-0.0005058+0.00098559i,-0.00062402-4.0785e-05i,-0.00057613-0.00059629i,-0.00044112-0.00026037i
0.00047756+3.2372e-05i,-0.0010275-3.9487e-05i,0.00011686-3.7746e-05i,0.001919+0.00018816i,0.0019328+0.00042168i,0.0012101+0.00050195i,0.00080365+0.0010907i,0.00035483+0.0013274i,0.00045322+0.00065819i,0.00091297+0.00012257i,0.0007904+0.00010151i,0.00030228+0.00050036i,0.00020681+0.0012536i,-0.00029105+0.0010418i,-0.00030481+8.3137e-05i,0.00050985-0.00014835i,-7.0727e-05-0.0002019i,-0.00077121+0.00057019i,-0.00010889+0.00058771i,0.00048269+5.8131e-05i,0.00067737-6.7236e-05i,0.00083741-0.0001747i,0.00082377-0.00040679i
2.8242e-05+0.001326i,0.0013698+0.0015599i,0.0020853+0.0023773i,0.0022016+0.0023323i,0.0026731+0.001517i,0.0022432+0.0016164i,0.00032347+0.0017481i,5.4719e-06+0.0006752i,5.1346e-05-0.00054813i,-0.00043162-0.00014186i,-0.00066051+0.00015867i,-0.00097596+0.00033291i,-0.00074299+0.0011589i,-0.00052492+0.00049526i,-0.00039946-0.00030395i,0.00032406+0.00037606i,0.00037446+0.00054283i,-0.00041157+0.00056485i,-0.00066101+0.0011031i,-0.00014732+0.00091842i,0.00047217+0.0001284i,0.00049571+0.00012462i,0.00040182+0.00056732i
0.0016651-0.0025757i,0.0019421-0.0017698i,0.0016826-0.00084747i,0.0018803-0.00067182i,0.0026417-0.00022142i,0.0028155+0.00065158i,0.0014479+0.00098669i,0.00036386+0.00033562i,-9.4667e-05-0.00015447i,-0.00089184-5.6661e-05i,-0.00087046+0.00053528i,-0.00082242+0.00083292i,-0.0009376+0.00060042i,-0.00037229+0.00053511i,-0.00058559+0.00045162i,-0.00056074+0.00031765i,-0.00072429+0.00083735i,-0.0008642+0.00072519i,-5.4626e-06+0.00086477i,-2.2857e-05+8.698e-05i,-0.00022723-5.5617e-05i,-0.00023235-4.5718e-06i,-0.00055789-0.00087037i
4.6695e-05+0.0020644i,-0.0011045+0.0024036i,0.00017969+0.002776i,0.0020844+0.0013393i,0.0033164+0.00010452i,0.0028504+0.0007028i,0.0017526+0.0016713i,0.0012798+0.00086879i,0.00059269-0.00068266i,-0.00046355-0.00035766i,-0.0010651+0.00079633i,-0.00089133+0.0013685i,-0.00064676+0.001191i,-0.00018304+0.00083899i,0.00052401+0.00031529i,0.00017286-0.00050697i,-0.00060436-0.00090844i,0.00022663-0.0005049i,0.0011185-0.00013209i,0.00087936+0.00028437i,0.00021152+0.00043724i,0.0002531+0.00036621i,0.0012659+0.00030353i
0.0031809-0.0021335i,0.0036822-0.0017589i,0.0019572-0.00048319i,0.00060036+0.00085553i,4.5338e-05+0.0016679i,-0.00042543+0.0023534i,-0.00016652+0.0016712i,0.00042649+0.00012334i,-8.6181e-06-0.00075038i,-0.00036914-0.00046184i,-0.00074383+0.00029437i,-0.0006265+0.00074194i,0.00014402+0.00055432i,0.00024992+0.00051066i,-0.00015677+0.00089467i,-0.00030826+0.00045119i,0.00041171+0.00041597i,0.00077812+0.00054618i,0.00016167+7.2085e-05i,-4.7199e-05+9.3469e-05i,0.00056307+0.00022012i,0.00048837+0.00020248i,-0.00037753-0.00042217i
-0.00036385+0.00059275i,-0.00024612+0.00069602i,0.0010489+0.0013183i,0.0018826+0.0021215i,0.0019014+0.00093546i,0.0023361+0.00058299i,0.002206+0.00067669i,0.0016688-2.2737e-05i,0.00072817+0.00045871i,-0.0013553+0.0010903i,-0.001714+0.00072335i,-0.0006221+0.00025222i,-0.00014998+0.00014225i,-0.00071857+0.00014148i,-0.0014312+0.00055679i,-0.00086525+0.00013383i,-0.0003146-0.00053278i,0.00037134-0.00019708i,0.0011084+7.5127e-05i,0.0011115+0.0003863i,0.00056137+0.00077403i,0.0003491+0.00059982i,-0.00017224+0.00067768i
0.0026867+0.0020845i,0.0035761+0.0021815i,0.004468+0.0013694i,0.0036071+0.00018277i,0.0023307-7.5055e-05i,0.00079959+0.00030889i,-0.00032956+0.00096332i,0.00034981+0.00084637i,0.00033123-0.0002021i,-5.1811e-05-0.00088213i,-0.00046174-0.00053558i,-0.00071707-0.0001816i,-0.00028077-0.0007383i,0.00035059-0.00072254i,0.00068334+0.00061406i,0.0011194+0.00058413i,0.00069225-0.00066891i,4.0827e-05-0.00052866i,0.00014754-0.00041399i,3.67e-05-0.0006701i,-0.00028861+0.00026526i,-0.00051524+0.00058481i,-0.00077202+0.00040958i
0.00030413+5.6578e-05i,0.00010509-0.00014209i,0.00021386+0.00068227i,0.0016613+0.0017076i,0.0022933+0.0013921i,0.0023913+0.00067797i,0.0019059+0.00062037i,0.0016625+0.00052147i,0.0015765-1.9439e-05i,0.0010855-0.00082584i,0.00015665-0.0010527i,-0.00040362-0.00051878i,-0.0004989-5.6749e-07i,-2.5992e-05+2.9653e-05i,0.00017011+0.00052547i,-0.00020727+3.0864e-05i,-0.0002395-0.00021731i,-0.00038946+0.00061235i,-0.00033041+0.00022986i,0.00049447+0.00016072i,0.0013916-2.5712e-06i,0.0011994-0.00010283i,0.00091328-7.0063e-05i
0.0011798+0.00086048i,0.0022018+0.0020223i,0.002972+0.0028447i,0.0036838+0.0022137i,0.003904+0.0014749i,0.0025265+0.0014629i,0.0014121+0.0017372i,0.00080722+0.00093801i,0.0003979+1.3135e-05i,-0.00013049+1.0327e-06i,-0.00057181-3.8325e-05i,-0.00019037+0.00065084i,0.00040573+0.0011974i,0.0008411+0.00027146i,0.00016478-0.00022816i,-0.00077592+0.00015255i,-0.00064364-0.00034675i,-0.00026683-0.00052423i,0.00012559+0.00017025i,0.0003838+0.00054993i,1.3065e-05+0.0005983i,-5.9613e-05+8.2891e-05i,-0.00026938+3.0755e-05i
0.00014049-0.00067169i,-0.00018457-0.0010628i,0.00099493-0.0004104i,0.0022407+0.0004938i,0.0021901+0.00045005i,0.0014978+0.00026215i,0.00094585+0.00011374i,0.00019631+0.00054437i,-0.00023493+0.0010203i,-0.00057041+0.00017256i,-0.00028016-0.00068131i,0.00016522-0.00083625i,0.00077548+0.00012662i,0.00087208+0.00081119i,0.00033295+0.0006368i,0.00063228+0.00038379i,0.00045117+0.00058182i,-1.425e-06+0.00075193i,0.00048729+0.0001776i,0.00059369-0.00013935i,0.00011037+0.00046527i,0.0006201+0.00045122i,0.00032997-0.00016504i
0.00098306+0.001897i,0.00084729+0.001904i,0.0022134+0.0023056i,0.0036378+0.0027643i,0.0034104+0.0026167i,0.0018421+0.0020293i,0.00082158+0.0016771i,0.00062074+0.0010595i,6.515e-05+0.00059673i,-0.00042519+0.00064834i,-0.00046552+0.00074764i,-0.0005305+0.00087052i,-0.00038406+0.0010469i,-5.5114e-05+0.00073675i,0.00051404+0.0003681i,0.000513+0.00048076i,2.7669e-05+0.00033918i,-0.00041824+0.00054306i,-0.00070406+0.00044592i,-0.00057654+3.4067e-05i,-6.3035e-05+0.00022271i,0.00022342+0.00063846i,9.1267e-05+0.00071714i
0.00081432+0.0006357i,0.00048077+0.0011362i,0.001298+0.0009854i,0.0025318+0.0011327i,0.0026475+0.0012899i,0.0022647+0.00071072i,0.0017883-3.3826e-05i,0.0010365-0.0002407i,0.0011277-0.00058548i,0.00090689-0.0007609i,-0.00021847-0.00068807i,-0.0001833-0.00037118i,0.00049203+0.00022833i,0.00035619+0.00062428i,0.00034081+0.00061579i,2.3411e-06+0.00026535i,-0.00048269-0.00011467i,-0.00042357+0.00019247i,-0.00034318+0.00021079i,-0.00051008-0.00098378i,-0.00017921-0.0015802i,0.00029388-0.00087606i,0.00019354-0.00042647i
-3.4034e-05+0.00025928i,-0.00042489+0.0010831i,5.6818e-05+0.0020546i,0.0018286+0.0027871i,0.0023953+0.0021794i,0.0016413+0.0017306i,0.0011145+0.0010374i,0.00041008+3.1219e-05i,0.00021746-0.00061784i,5.3967e-05-0.00069403i,-0.00010975-0.00048058i,0.0002203-4.5612e-05i,9.9846e-05+1.0204e-05i,-2.6585e-06-1.6036e-05i,0.00018185+5.5245e-05i,-4.4544e-05+5.1085e-05i,-0.00023577+0.00049061i,-0.00031612+0.00052443i,-0.00023713-0.00015993i,-0.00010218-0.00016572i,0.000399+0.00037183i,0.00058921+0.00044205i,-1.2774e-05-4.6952e-05i
-0.00024938-0.0007531i,0.00079224-0.00057828i,0.00054064-0.00091415i,-0.00016031-0.00022091i,0.00082997+0.0014599i,0.0013592+0.0023413i,0.00059255+0.00099167i,0.00082766+0.00011675i,0.00049814+3.8513e-06i,-7.66e-05-2.1511e-05i,6.5695e-05-0.00036538i,-5.9955e-05-0.0009166i,0.00023297-0.00059398i,0.00025348-0.00044111i,0.00018078+0.00013447i,0.00026362+0.00061514i,-0.00012983+0.00040267i,0.00020049-0.00054936i,0.00055671-0.0013167i,0.00047838-0.00084835i,0.00043197-0.00090784i,0.00014756-0.0013644i,-0.00054155-0.0007311i
0.00055499+0.00019073i,-0.00070962+0.0019061i,-0.00030471+0.0022193i,0.0018351+0.0019558i,0.0019433+0.0019704i,0.0011488+0.0013956i,0.00036591+0.0010559i,-0.00053575+0.00045718i,0.00023593-0.00025194i,0.0014791+0.00035218i,0.00079533+0.0010559i,-0.00017211+0.0011136i,-0.00014635+0.00034193i,0.00038101-0.00017959i,0.00079062-7.5743e-05i,0.00021538+4.1323e-05i,-0.0003451-0.00019873i,-0.00066143-4.7061e-05i,-0.00018885+0.0007871i,0.00054672+0.0006028i,0.00021774-0.00019999i,-0.00024675-0.00041398i,-6.4218e-05-0.00022126i
0.0023983+0.00036425i,0.0024559+0.00047527i,0.0031621+0.00049312i,0.0030698+0.0003337i,0.0028066+0.0002745i,0.0022839+0.0013476i,0.0015517+0.0020253i,0.00098988+0.00073581i,0.00026264-0.00055999i,-0.0007532-0.00091696i,-0.0010807-0.00079261i,-0.00077555-0.00043676i,-0.0005337+0.00022015i,-1.3497e-05+0.00018881i,0.00015416-0.00080387i,1.8693e-05-0.0014353i,4.1003e-06-0.00059746i,-0.00025671+0.00084727i,-5.3587e-06+0.0006799i,5.7728e-06+0.00044133i,-0.0003586+0.0004834i,-0.00074723+0.00048711i,-0.00083816-0.00019359i
0.0019042+0.0012771i,0.0011856+0.00058233i,0.0011917+0.0014001i,0.0025275+0.0010099i,0.0033322+0.00046257i,0.0023958+0.00062912i,0.0012739+0.0005882i,0.0009682+0.00059912i,0.00065133+0.0009204i,6.2597e-05+0.00079486i,0.00023336+0.00077219i,0.00030793+0.00050334i,-3.7243e-05+5.8769e-05i,0.00015364-7.3173e-05i,0.00032174-3.863e-05i,0.00083374-0.0004081i,0.00049984+0.00027505i,-0.0004455+0.001253i,-0.00065436+0.0012732i,-0.00028522+0.00053174i,0.00026453-0.0002229i,-0.0004147-0.000253i,-0.00052087+0.00059523i
0.0023626+0.0012615i,0.0020602+0.0013216i,0.0034543+0.0009602i,0.0038307+0.00061234i,0.0027363+0.00040992i,0.0019258+0.00085011i,0.0013128+0.0012267i,0.00074175+0.0013142i,0.00027705+0.00089186i,-0.00030335+2.9971e-05i,-0.00034041-0.00037013i,-0.00027759-0.00013552i,0.00022797-4.7297e-05i,0.0012341+0.00021617i,0.0013809-0.00033416i,0.00086598-0.0006224i,0.00031133+0.00065624i,0.00023471+0.0007689i,0.00080057-0.00042018i,0.00098758-0.00065859i,0.00096046-0.00019233i,0.00080517-0.00049647i,0.00014724-0.00036944i
0.0014355-0.0004448i,0.0011359+0.00088413i,0.0013998+0.00072456i,0.001857+0.00077784i,0.0010681+0.0013054i,0.00073617+0.0018288i,0.00094974+0.0017005i,0.00073794+0.00056095i,0.0002577-0.00058168i,-0.00044918-0.00077836i,-0.0013212-0.00082208i,-0.0017234-0.00078845i,-0.0011624+0.00038624i,-0.00038917+0.00088615i,0.00021687+0.0006817i,-0.0002078+0.0005663i,-0.00062422+0.00028312i,-0.000281+0.00016155i,0.00022165+0.00039895i,0.00052254+0.00045426i,0.00070586+0.00047897i,0.00058717+0.00083913i,0.00035916+0.0010069i
0.0016176+0.00049578i,0.00070313+0.0010011i,0.00047235+0.0018685i,0.0011553+0.00255i,0.0016002+0.0016235i,0.0016929+0.0011966i,0.0015609+0.0021381i,0.0011354+0.0011655i,0.00066883+4.6517e-05i,-3.1767e-06-5.5063e-05i,-0.00070282-0.00064993i,-0.00035728-0.00064592i,-0.00018798-0.00066841i,-0.00056754-0.00065395i,-1.5086e-05-0.00015797i,0.00034548+0.00061248i,-0.00015288+0.0005392i,-0.00028012-3.1135e-05i,-0.00048967+0.0002072i,-0.00072956+0.00017689i,-0.0005244-8.0214e-05i,8.103e-05+9.8582e-05i,0.00036203+0.00047895i
0.0013523-0.00068354i,0.0012523+0.00059126i,0.00090083+1.3102e-05i,0.00044142-0.00043756i,0.00010857-0.00033596i,0.00043603+0.00023249i,0.0011301+3.7745e-05i,0.0012629-0.00036011i,0.00041383-0.00058472i,-0.00057922-0.00097966i,-0.0012258-0.00084451i,-0.0010397-0.00055242i,-0.00063308-0.00037151i,-0.00034328+9.0313e-05i,-0.00010595+0.00038722i,0.00015293-4.4445e-05i,0.00058272-0.0001627i,0.00074365-0.00018468i,0.00093161-0.00026284i,0.00088199-0.00012699i,0.00059077-0.00046972i,0.00068057-0.00069931i,9.5238e-05+0.00037251i
0.0011868-0.00068089i,0.00071024+0.00082102i,0.0010759+0.0015404i,0.0010814+0.0019372i,0.0010207+0.002319i,0.00018619+0.0025258i,-0.00019046+0.0016443i,0.00094175+0.00045391i,0.00099402-0.00010423i,0.00046725+0.00015521i,0.00023919+0.00023303i,0.00028441+0.0006637i,2.8392e-05+0.00073136i,0.00013549+0.00066363i,0.00062261+0.00052554i,0.00012101+2.9847e-05i,-0.00053427+0.00041689i,-0.00058203+0.00073556i,-0.00056312+0.00060496i,-0.00041461+0.00033706i,-0.00013478+0.00037685i,2.925e-05+0.00073113i,-0.00029559+0.00064441i
0.0015752+0.001155i,0.0010131+0.00070252i,0.0019926-0.00016297i,0.0025138-0.0013208i,0.0017498-0.0016895i,0.00084583-0.0010798i,0.0015914-0.00031119i,0.0012213+2.1519e-05i,-7.7612e-05+5.1932e-05i,1.0708e-05-0.00020169i,-0.0004226-0.0001964i,-0.0011086-0.0007818i,-0.0008806-0.001064i,-0.00040209-0.00018775i,-0.00066703+0.00089406i,-0.000545-9.4691e-05i,4.4266e-05-0.0013353i,-0.00015667-0.00083603i,-0.00026521-0.00028797i,-0.00037387-0.00030555i,-0.00020636-0.00053795i,-0.00029621-0.00044343i,0.00032898-0.00053846i
0.00071661+0.0017522i,0.0013392+0.0022552i,0.0015723+0.0022628i,0.0019808+0.0025893i,0.0016917+0.0017453i,0.0010204+0.00059898i,0.00089383+0.0010442i,0.00090536+0.00093684i,0.00033655+0.00031984i,0.00022017+0.00034033i,0.00010258+0.00072808i,-0.00040801+0.00056407i,-0.00019851-0.00020815i,0.00023555-0.00032747i,0.00028781-0.00066602i,0.00029064-0.00095434i,0.00035145-0.00084599i,3.0332e-05-0.00092391i,-0.0005115-0.00041983i,-0.00045918-0.00015026i,-2.9278e-05-0.00096074i,0.00011633-0.00088297i,-0.00036011-0.00023382i
0.0017304-0.00033955i,0.0020406+0.00011505i,0.0022162+0.00013245i,0.0019696+0.00073096i,0.0018308+0.001341i,0.0015385+0.0021354i,0.0011283+0.0020257i,0.000867+0.00080878i,0.00030715+0.00015087i,-0.0010645+0.00021882i,-0.0014931+0.0001603i,-0.0009847+0.00030238i,-0.00085863+0.00067723i,-0.00024733+0.0010525i,0.00064611+0.00096456i,0.00050666+0.00030887i,-4.2805e-05-9.5572e-06i,-0.00020934+0.00020831i,-0.0010785-0.00016553i,-0.00088666-8.2984e-05i,-0.00013068-6.4005e-05i,-0.00037906-6.6989e-05i,-0.00033448+0.00018747i
0.002514-0.00036844i,0.0025469+0.00036372i,0.0024071+0.00086113i,0.0011167+0.00059386i,0.00090652+0.00070773i,0.0013538+0.0010835i,0.001353+0.0004988i,0.0014732-0.00028834i,0.0011932-8.4809e-06i,-0.00011216+0.00083192i,-0.0015965+0.00017254i,-0.001733+0.00043561i,-0.0015026+0.0006938i,-0.00067279-4.044e-05i,5.1308e-05-0.00060273i,0.0001048-0.00069973i,0.00027181-0.00032849i,-4.1757e-06-4.6532e-05i,-0.00060752+0.00034929i,3.7938e-05+0.00073056i,0.00049222+0.00093806i,8.904e-05+0.00069741i,-0.00070191+9.8837e-05i
4.6467e-05+0.00065039i,-3.1754e-05+0.00014921i,0.0012608+0.00014446i,0.0026645+0.00084505i,0.002948+0.0013581i,0.0019123+0.00082576i,0.0014063+0.00032958i,0.0013218-0.00037915i,0.0017003-0.0010706i,0.0010123-0.00043496i,-2.2262e-05+0.00045462i,9.2639e-05+0.0002606i,-0.00021696-8.7534e-07i,-0.0004065+0.00021907i,-0.00016067+0.0001344i,5.8754e-05-0.00014405i,0.00075851-0.00061938i,0.00050065-0.0003488i,-0.00011008-1.9974e-07i,-0.00041144-0.00018872i,-0.00020165-0.0006023i,0.00034343-0.00052905i,-3.6682e-05-0.00012675i
0.0016976+0.0021667i,0.0012534+0.0023301i,0.0011531+0.0025811i,0.0025371+0.0016702i,0.0029849+0.00073162i,0.0018208+0.0010858i,0.00083114+0.0013537i,0.00084735+0.00066278i,0.00079923+0.00048988i,0.00048865+0.00038549i,-0.00013513-0.00028854i,-0.00022839-0.0003312i,0.00059804+0.00033008i,0.00072745+4.1236e-05i,-0.0002717-0.00038287i,-0.0017973-0.00014832i,-0.0018397+0.000218i,-0.00064885-0.00021959i,0.00036779-0.00070738i,0.00050321+2.262e-05i,0.0004332+3.7964e-05i,-3.5229e-05+0.00015619i,-0.00056642+0.00025803i
0.00012778-0.0014496i,0.0010612-0.001043i,0.0008158-0.000436i,0.0016068+0.00064221i,0.0013332+0.0017343i,6.196e-05+0.0013997i,7.8089e-05+0.00031808i,0.00077071-0.00067886i,0.00062123-0.00039759i,-5.1551e-05+0.00034357i,2.2838e-05+0.00070352i,-0.00029625+0.0008393i,-0.00055179+0.00064656i,-0.00015265+0.00026764i,0.00010899-0.00075504i,-5.5912e-05-0.0010089i,-0.00024239-0.0012121i,-0.00031902-0.00125i,0.00024783-0.00060917i,0.00066886-0.0002899i,0.00017567+0.00010164i,-0.00010691+9.092e-05i,-0.00032935+0.00031495i
-0.00026447+0.0015014i,-0.00022326+0.001561i,-0.00011389+0.0025033i,0.00071479+0.002701i,0.0015266+0.0022955i,0.001166+0.0015236i,0.00041434+0.00086585i,-2.5032e-05+0.00043771i,1.5909e-05+0.00012418i,3.9192e-06+0.00035231i,-0.00041394+0.00016675i,-0.00063198+0.00026151i,-0.00059617+0.00067285i,-0.00054973+0.00030413i,-0.0001583+8.4502e-05i,-0.00010951+0.0003875i,-0.00054363+0.00059174i,-0.00062439+0.00060671i,-7.1499e-05+0.0003919i,9.8785e-05+0.0010394i,-0.00038655+0.0013017i,-0.00027147+0.00058058i,-0.00040918+0.00048662i
0.00031545+0.00066027i,0.0011174+0.0015642i,0.0025137+0.0019467i,0.0032665+0.0018943i,0.0036354+0.0019296i,0.0028987+0.0023056i,0.0017468+0.0020409i,0.00093557-9.1487e-05i,0.00037905-0.00053439i,-0.00044726+0.00066591i,-0.00034514+0.00099152i,-8.7666e-05+0.0012444i,-0.00073218+0.0011515i,-5.7859e-05+0.00054968i,0.00048539-0.00021242i,0.00028644-8.0185e-05i,0.00010286+4.7164e-05i,-0.0005723-9.1936e-05i,-0.00093944-0.0002554i,-0.00043694-0.00054394i,2.3009e-05-0.0006484i,0.00023944-0.00060701i,-0.0001929-0.00053803i
