-0.00041628+0.0012528i,-0.00012484+0.00094658i,-0.0013319+0.00046817i,-0.0022483+0.00039937i,-0.0016511+0.0010053i,-0.00020731+0.0014705i,0.00050384+0.0019517i,0.00010079+0.0019779i,-4.9533e-05+0.00129i,0.0003562+0.0006155i,0.00092804-2.6915e-05i,0.00045814-0.0013879i,-9.4412e-05-0.0018939i,-2.9415e-05-0.00077029i,0.00016935+0.00029677i,0.00030269+0.00048458i,0.00025063+0.00084655i,8.9864e-05+0.00065016i,0.00013414+0.00066931i,-0.00042166-0.00027753i,-0.00064676-0.001194i,0.00018917-0.0002785i,0.00047666-8.388e-05i
0.0002299-0.0022658i,-0.00036577-0.0011439i,-0.0011267-0.00015408i,-0.0015051+0.0010282i,-0.00066187+0.002321i,0.00091504+0.0026697i,0.00081667+0.0018514i,0.00082568+0.0010902i,0.00049366+0.00055429i,-0.00037981+0.00056049i,-2.543e-05+7.2052e-05i,0.00021745-0.00068683i,-6.1632e-05-0.00015852i,-0.00017858+0.00035412i,4.3095e-05-0.00010184i,0.00041847-0.00029816i,0.00052677+0.00030786i,0.00034511-0.00037773i,-7.2911e-05-0.001091i,0.00016902-0.00088652i,0.00039557-0.00036475i,2.7993e-05-0.00063976i,-0.00010385-0.00073818i
0.0009117+0.0013252i,0.0012352+0.00043484i,0.00015599-0.0023489i,-0.00073894-0.0037912i,-0.00072708-0.0033765i,-0.00067402-0.0029424i,0.00027246-0.001149i,0.00071602+0.0010505i,7.1643e-05+0.0010575i,-6.1982e-05-9.2966e-05i,0.00034666+3.95e-05i,1.4342e-07+0.00018335i,-0.00066378-0.00042967i,-0.00048718-0.00041663i,-0.00080621-0.00041258i,-0.00083607-0.00043626i,-0.00010942-3.9392e-05i,-0.0006952+0.00023441i,-0.0011152+0.00054497i,-0.00064204+0.0012513i,-0.00020036+0.00088374i,5.8826e-05-0.00011376i,0.00052352-0.00025415i
-0.00098653+0.0010808i,-0.00032302+0.0011392i,0.0011621+0.00062868i,0.0022972+0.00056981i,0.0020415+0.00062435i,0.00078134+0.00097844i,-4.234e-05+0.00024722i,8.3998e-05-0.0003895i,-7.4457e-05+0.00029859i,-3.7721e-05+0.00086512i,0.00026171+0.00071219i,-0.00018545+0.00037484i,-0.00041742+0.0003418i,-8.3789e-05+8.8947e-05i,0.00065947-0.00016598i,0.00086315-0.00092763i,0.00039545-0.0011164i,0.00030913-0.00038458i,6.2283e-05+0.00036545i,-9.1174e-05+0.00094871i,0.00011392+0.0011408i,-5.2381e-05+0.00065375i,-0.00025666+0.0007061i
-0.001006+0.0015617i,-0.00059961+0.0014732i,-0.00043398+0.00067125i,-0.00058133-0.00012871i,-0.00059381-0.0014838i,-0.00013562-0.0021569i,-0.0012017-0.00087675i,-0.001316+4.0505e-05i,-0.00028108+0.0004878i,-0.0004622+0.00012325i,-0.0009362-0.0002416i,-0.0011883+0.00019999i,-0.0015836-0.00011064i,-0.0012371-0.00029928i,-0.00044198-0.00011549i,0.00040087-0.00035855i,0.00098503+0.00043178i,0.00027299+0.00098731i,-0.00065189+0.00084848i,-0.00051271+0.00055688i,-0.00031882+0.00048688i,-1.0214e-05+0.00083704i,0.00075539+0.0007854i
0.0009108-0.00021444i,0.0011439-0.00045009i,0.00073845-0.0008465i,0.00061288-0.0020963i,0.00049801-0.001813i,-0.00037955-0.00058154i,-0.00011461-0.00045807i,0.00011789+7.4919e-05i,0.00041861+0.00045377i,0.00013032-0.00038407i,-1.5102e-05-0.00066871i,0.00047456-0.00017949i,0.00046828+0.00017872i,0.0002381+0.00013997i,-0.00032036-0.00016317i,-0.00051477+0.00013854i,-0.00041136+0.00085279i,-0.00055562+2.5131e-05i,-0.00028588-0.00073192i,0.00029199-0.00028685i,0.0002802-9.7778e-05i,0.00014451+0.00020849i,9.7063e-05-7.0926e-05i
-6.857e-05+0.0020894i,-0.0011183+0.00093851i,-0.0019605-7.1479e-05i,-0.0025459-0.00082167i,-0.0022859-0.000914i,-0.0014765-0.00032457i,-0.00098163-0.00013242i,-0.00063935+0.00038563i,-0.00038722+0.0004537i,-0.00032447+0.00036177i,-0.00026804+0.00034856i,-0.00042334+5.3746e-05i,-0.00044498-0.00078867i,-0.00013039-0.00080721i,3.5788e-05+0.00011273i,-0.0002068+0.00042906i,9.7899e-05+0.00047406i,0.00012812+6.3872e-05i,-0.00028861-0.00037909i,-0.00049471+0.00019004i,-0.00091098+0.00025279i,-0.000765-3.5316e-05i,8.2527e-05-0.00019137i
0.00068993+0.00016344i,0.00099065-0.0012133i,0.0011247-0.0018268i,0.0014649-0.0023623i,0.001273-0.0020253i,0.00057311-0.0015056i,7.2335e-05-0.0010948i,0.00030791-0.0010796i,0.00043421-0.00084081i,-0.00014816-0.00074431i,-0.00056077+0.00014648i,-0.00053111+0.001124i,6.7845e-05+0.00055514i,0.00055547-0.00062825i,-6.2693e-05-0.00077882i,-9.7402e-05-0.00024825i,0.00031646+0.00031291i,-0.00034972+0.00035863i,-0.00072646-0.00014937i,0.00049728-0.00063188i,0.0003508-0.00059782i,-0.00075751-0.00051925i,-0.00056331-0.00065736i
-0.00030289-0.00035033i,-0.00082987-0.00076259i,-0.0014475-0.00078443i,-0.0018943-0.0010045i,-0.0013128-0.00052216i,-0.0015878+0.00014842i,-0.00082625+0.00034822i,-5.6417e-06+0.00043912i,-0.00012244+0.00018158i,-0.00016538-0.00047216i,-0.0003156-0.00067403i,5.5617e-05-1.8627e-05i,0.0001132+0.00054641i,-0.00058078+0.00051266i,-0.0011643-0.00059834i,-0.0005016-0.0012208i,-0.00011239-0.00032442i,-0.00020738+0.00023946i,-0.000253-0.00021358i,-5.1094e-05-0.00096774i,8.332e-05-0.0013714i,-0.00029827-0.0011223i,-0.00051943-0.001083i
0.00034982-0.00033002i,0.00050651-0.00034266i,0.00063599-0.00097178i,0.00083838-0.0011615i,0.00043866-0.001782i,0.00024732-0.0019061i,0.00054634-0.00095019i,0.0007253-0.00032056i,0.00081732-0.00072126i,0.00071739-0.00068861i,0.00059932+0.00016413i,0.00037599+0.0007437i,0.00042728+0.00033415i,1.4855e-05-9.0091e-06i,-0.00061665+0.00010674i,-0.00028165-0.00048274i,0.00042941-0.0005011i,1.9576e-05+2.3328e-05i,-0.0001744-0.00019229i,0.00055335-0.00035519i,0.00045235-0.00028202i,4.4695e-05-0.00056088i,0.00036024-0.00011181i
0.00085307-0.0012465i,0.00089116-0.0017173i,-0.00084388-0.00047918i,-0.0011843+9.6227e-05i,-0.00073085-0.0007034i,-0.00069111+0.00023626i,-0.0004319+0.00054022i,0.00027318+5.6493e-05i,0.00020076+8.0508e-05i,-4.0199e-05+3.2806e-05i,0.00017206+0.00071185i,0.00018132+0.0012509i,0.00031753+0.00085056i,0.00025192+0.00054515i,0.00029685+0.00065502i,-5.9278e-05+0.00058329i,-0.00017274+0.0006036i,-0.00020267+0.00069164i,-0.00045074+1.2418e-05i,0.00014865-9.5077e-05i,2.4956e-05+1.3493e-05i,-0.00041474+3.1525e-05i,-0.00044228+9.0749e-05i
0.0014332+0.00070428i,0.0011983-0.00057936i,0.0013063-0.0019754i,0.00048678-0.00237i,-0.00049351-0.0017748i,-0.00059186-0.00054933i,-9.3429e-05+0.00047478i,0.00031394+0.00069379i,0.00069706+0.0005952i,0.00072767-0.00033685i,-0.00015144-0.00078535i,-0.00096464-0.00068175i,-0.00055325-0.00016765i,0.00012613+0.00030585i,-0.00029059-7.7215e-05i,-0.0006934-0.00033766i,-0.00051598-0.00039145i,-1.3705e-05+0.00010013i,-0.00019644+0.00089536i,-0.00060185+0.00073023i,-0.00024845+0.0004756i,4.9548e-06+0.00031195i,-0.00018503-6.4602e-05i
0.0001275-0.00055568i,-0.00031972-0.00061315i,-0.00062555-0.0011109i,-0.00081112-0.00033026i,-0.0003819+0.0007614i,0.00031636+0.0014094i,-0.00022846+0.0013439i,-0.00039875+0.00022384i,-0.00038341-0.00019419i,-0.00067174+0.00015707i,-0.00065021+9.4837e-05i,-0.00038994+0.00010385i,0.00064955+3.4319e-05i,0.00065634-9.1708e-05i,0.00019096-0.00075503i,0.00075955-0.00045249i,0.00017464+0.00083571i,-0.00043791+0.00098958i,0.00034528+0.0006772i,0.00024779+0.00043452i,-0.00026651-0.00036019i,-0.00018389-0.0010217i,-7.7297e-05-0.00068618i
0.001616-8.3257e-05i,0.0018385-0.00089697i,0.0012442-0.0032324i,0.00045031-0.0036225i,-0.00019377-0.0027473i,-0.00056739-0.001523i,-0.00046101+4.0619e-05i,-0.00039131+0.00015491i,-0.00018229-0.00035237i,-5.0907e-05-0.00027258i,-0.0005642-0.00014395i,-0.0006391+0.00039831i,-9.8197e-05+0.00022372i,0.00043326-0.00041684i,7.767e-05+0.00022879i,-0.00024807+0.00086572i,0.0002018-0.00022967i,0.00041771-0.00073479i,0.00052805-3.9614e-05i,0.00013019+0.00014808i,-0.00043653+0.00030481i,-6.8842e-05+0.00033509i,0.00076598+0.00031682i
0.00013333-0.0010684i,0.00053375+0.0001127i,0.00023942+0.0010111i,-0.00016628+0.0019271i,-0.0001675+0.0015724i,0.00025649+0.0010389i,0.00050933+0.001005i,0.0010135+0.00064201i,0.0014322+0.0004056i,0.00077281+0.00035892i,-0.00062657+0.00070756i,-0.00090985+0.00066175i,-0.00031145+0.00039049i,5.548e-05+0.00066094i,1.2873e-05+0.00057704i,0.00016641+0.00042514i,4.7249e-05+5.3954e-05i,0.0006278-0.00023555i,0.0015148+6.7765e-05i,0.00084052+0.00023508i,0.00012996+1.1411e-05i,-0.00042692-0.0005253i,-0.00037937-0.00059888i
-0.0007463+0.00077574i,-9.9175e-05+0.00094848i,-0.00048741-0.00056752i,-0.00083717-0.0013408i,-4.7019e-05-0.001424i,0.00087092-0.00089459i,0.00050208-1.1033e-05i,-6.1975e-05+0.00028157i,0.00058881-4.3317e-06i,0.00051184-0.00076086i,0.00065479-6.7838e-05i,0.00093625+0.00085815i,0.00053937+0.00046997i,0.00087661-0.0004669i,0.00060942-0.00014152i,0.00028087-0.00034884i,0.00045235-0.00063739i,-8.8631e-05-0.0003122i,-0.00025818+0.0001418i,0.00033607+0.0002875i,0.00027681-0.00053263i,-0.00011309-0.0011045i,-0.00020616-0.0003941i
-0.00036215-0.0013441i,-0.0012187-0.0011752i,-0.00162-0.0012121i,-0.0017295-0.0011711i,-0.0016438+0.00045447i,-0.0014547+0.0015458i,-0.00068374+0.00086364i,-0.00011315+0.00026788i,-0.00011846+0.00012915i,-0.00048212+0.00064548i,-0.00046426+0.00055414i,0.00015547-0.00054317i,0.00043239-0.00049156i,0.00041669+0.00026308i,0.00059513-0.00037771i,-9.0638e-05-0.0004353i,-0.00064037+0.00023901i,-0.00012262-0.00025384i,-0.0003292-0.00085911i,-0.0013547-0.00052802i,-0.00081074-0.00035202i,0.00054745-0.0001542i,0.00099523-0.00037665i
0.00078208+0.0015776i,0.0010502+0.00063739i,0.00093128-0.00032074i,9.3816e-05-0.0014189i,-0.00051648-0.0016877i,-7.2866e-06-0.00099709i,0.00043489-0.00021173i,0.00066099-2.5548e-05i,0.00055395+8.9878e-05i,0.00045136+0.00044226i,7.1725e-05+7.973e-05i,-2.0791e-05-0.00078908i,0.00034394-0.00095406i,6.632e-05-0.00010718i,-0.00041355+7.5311e-05i,-0.00038542-0.00065845i,-0.00059348-0.0010104i,-0.00022712-0.00094846i,0.00064172-0.00082112i,0.0010001-0.00041482i,0.00040853+0.00036436i,-0.00018487+0.00021696i,2.4256e-05-0.00083126i
-0.00098676+0.00014415i,-0.00047719+0.00089537i,-0.00040232+0.00086265i,-0.00030363+0.00036476i,8.6855e-05+0.0012268i,0.00079442+0.0011992i,0.0012154+0.00086221i,0.0010642+0.00065818i,0.00033727+0.00072286i,2.1889e-05+0.00078684i,0.00019514+0.0004021i,9.8485e-05-0.00065033i,-0.00017111-0.00096653i,4.3834e-05-0.0013542i,0.00037453-0.0013277i,-0.00019823-0.00092272i,-0.0015662-0.00053412i,-0.0016878-5.1615e-05i,-0.00076086-0.00039253i,-0.00036988+4.5234e-05i,-0.00050984+0.00024536i,0.00014066+8.9207e-06i,0.0007396+0.0001612i
-0.00010263+0.00076867i,0.00078546+0.00024196i,-7.2735e-05-0.00047722i,-0.001702-0.00053805i,-0.001372-0.00049037i,0.00017575-0.00087436i,-6.0859e-05-0.00028509i,-0.00036594+0.00072025i,0.00015841+0.00081927i,0.00072519-7.4186e-05i,0.00076747-0.00018855i,0.00067542+0.00018014i,0.00018284-8.1429e-05i,-0.00041698+4.6497e-05i,-0.00052852+0.00038077i,0.00027688+0.00024801i,0.00095967+0.00033378i,0.00034257-0.00037947i,-0.0007863-0.0012273i,-0.0012454-0.0013248i,-0.00108-0.00083727i,-0.00046104-0.00034808i,0.00015603+0.00014014i
0.00083436+0.0012404i,0.0019512-0.00067026i,0.0012315-0.0023592i,-4.3972e-05-0.0023771i,-0.0012568-0.0018246i,-0.0022383-0.0014903i,-0.0021201-0.00024881i,-0.00096863-5.0144e-05i,0.00077842-0.00095213i,0.001422-0.00097772i,0.00037825-0.00053256i,-0.00053208+0.00030069i,-0.00065929+0.0010629i,-0.001005+0.00092935i,-0.0014929+0.00051865i,-0.001574+0.00065943i,-0.00069863+0.00068378i,5.1729e-05+0.00033187i,-0.00031195+8.4406e-05i,-0.00062131-5.1133e-05i,2.6378e-05-4.1766e-05i,0.00021811+1.0105e-05i,0.0002984-0.00013833i
0.00048353-0.00022276i,0.00014489-0.00075875i,-0.00046783-0.00066042i,-0.00041419-0.00048532i,-0.00064849-0.000977i,-0.00070976-0.00099611i,-0.00035964-0.00031278i,0.00083146+0.00039732i,0.001219+0.00055376i,0.00041684+5.2724e-06i,-0.00030579-0.00080103i,-0.00029914-0.00052018i,-0.0003271-0.00039197i,-0.00037758-0.0003837i,0.00017673-0.00047763i,0.0002427-0.00059009i,-0.00047777-0.00083133i,0.00021603-0.00053587i,0.00055516+0.00024517i,0.00045447+0.00016735i,0.0011332-4.5254e-05i,0.00093669-0.00027528i,0.00014666+0.00012443i
0.00080901+0.0014275i,0.0010018+0.00088627i,0.0017918-0.00047033i,0.0014613-0.0019582i,0.00046843-0.0015767i,-0.00016371-0.00034331i,-9.4699e-05-0.00047041i,0.00035624-0.00017157i,0.00049761+0.00094435i,0.00012861+0.00089501i,-0.00024048+0.00029651i,0.00023271-0.0003242i,0.00030559-0.00063644i,-0.00028961-0.0011467i,-0.0011271-0.0012015i,-0.00092694-0.00030663i,0.00038383+2.8325e-05i,0.001004+2.5436e-05i,0.00053991+1.7025e-05i,0.00040084-0.00041593i,0.00062637-0.00058329i,0.00024342+0.00015993i,-0.00020711+0.00013587i
0.0010889+0.0012729i,0.00017886+9.8012e-05i,0.00040707-0.00024708i,0.00067168-0.00080569i,8.6267e-05-0.0010886i,0.00021893-0.0013665i,0.00049466-0.0012134i,-0.00051068-0.00080091i,-0.0007542-0.00075776i,-3.6717e-05-0.00087429i,-0.00036582-0.0007325i,-0.00092819-0.00049905i,-0.00066806-3.697e-05i,-0.00039858-0.00038573i,-0.00010448-0.00073488i,0.00028437+6.4919e-05i,0.00037329+0.00034224i,0.00051494-0.00045457i,0.00056509-0.0005178i,0.00043026-0.00015519i,-7.2881e-05-0.00075048i,-0.00058781-0.0013032i,-0.00059384-0.00080235i
-0.0004259-0.00077127i,-0.0009642-0.00028976i,-0.0015522-0.00078511i,-0.0017853-0.000369i,-0.001235+0.00054345i,-0.0012411+0.00029217i,-0.0012086+0.00028069i,-4.8213e-05-0.00014773i,0.00039076-0.00045044i,-0.0001481-0.00025743i,0.00029762+0.00031947i,0.00035991+0.00084413i,7.7751e-05-4.477e-05i,0.000117-0.00060556i,0.00041965+2.0341e-05i,0.00066126+0.0005687i,0.00046119+0.00041307i,0.00023056-0.00010968i,-0.0004511-0.0004012i,-0.00031585-0.00015872i,0.00012553+0.00059065i,-0.00050149+0.00072114i,-0.00072573+0.00022005i
0.00051422+0.0013005i,-0.00039681+0.0010432i,-0.0014383+0.001332i,-0.00076096+0.00094993i,-5.077e-05+7.1864e-05i,0.00041724-0.00011416i,0.0007769+0.00081804i,0.00072755+0.00065193i,0.00018019-0.00019199i,-0.00078956-7.3357e-05i,-0.00086403+0.00014849i,-0.00056746-0.00049413i,-5.5993e-05-0.00070564i,0.00029247+2.3713e-05i,2.6696e-05-0.00016885i,0.00021573-0.0004502i,0.00050728-0.00018403i,0.00066326-0.00061566i,-0.0002984-9.7629e-05i,-0.0012159+0.00040261i,-0.00098845+0.00029065i,-0.0011149+8.9179e-05i,-0.00067223-0.00080702i
0.00055814-0.0011474i,-0.00041571-0.0018273i,-0.0012702-0.0028911i,-0.0011566-0.0031294i,-0.00043456-0.0022654i,-0.00056912-0.00080279i,-0.00091912+0.000536i,-0.00069551+0.00042666i,-0.00025751-0.00072798i,-0.00034303-0.0012804i,-0.0010223-0.00065564i,-0.0004781-0.00041936i,0.00055491-0.00070785i,0.00058866-0.00082636i,4.8304e-06-3.3242e-05i,-0.00049316+0.00019927i,-0.00031705-4.6703e-05i,-0.00041674+8.4408e-05i,-0.00063419-0.00023404i,-0.00016611-0.0002866i,0.00039099+0.00035132i,-4.4774e-05+0.00043934i,-0.00039236+1.1874e-05i
0.00033679-0.00078764i,0.00049087-0.00098895i,0.00024167-0.0011689i,-0.00040801-0.0003484i,-0.00040155-0.0004003i,0.00056625-0.00026526i,0.00073792-8.5719e-05i,6.2957e-05+3.2068e-05i,-0.00044629+0.0003869i,-0.00039556+0.00035299i,-0.0007645-0.00037514i,-0.00099393-0.00067908i,-0.00047901+0.00059982i,-0.00025515+0.0012266i,-0.0002535+0.0002172i,-0.00029809-0.00057468i,-0.0002707-0.00082807i,0.00040716+0.00011771i,0.00013703+0.00076517i,-0.00040819-0.00016273i,6.5456e-05-0.00022955i,9.3718e-05-0.00011596i,2.7093e-05-0.0004301i
-0.00075419-0.00078133i,0.00023929-0.0012091i,-0.00012054-0.0014902i,-0.00098226-0.00080243i,-0.00081757-0.00013554i,-0.00043811+0.00010617i,-0.00024746+0.00043573i,0.00015624+0.00058631i,-0.00010802+0.0002791i,-0.00024764-0.00013394i,0.00044469-0.00012711i,0.00034103-0.00025755i,0.00025716-0.00033476i,0.00023273-0.00027568i,0.00021659-0.0011138i,0.00044753-0.00097276i,-6.0127e-05-0.00019103i,-0.0002646-0.00051471i,-0.00025709-0.00044999i,-0.0001466+0.00022741i,-5.1665e-05+0.00083581i,-0.0001476+0.00078282i,0.00048814+0.00040838i
1.2212e-05-2.3742e-06i,-0.00043727-2.6581e-05i,-0.0016711-0.00018124i,-0.0018196+0.00010327i,-0.00058957-0.00030376i,0.00090258-0.00043838i,0.0012094-2.4189e-05i,8.8097e-05+0.00029974i,-0.00048889+0.00072115i,0.00033049+0.00058936i,5.871e-05+0.00061115i,-9.6863e-06+0.001113i,0.00068374+0.00094975i,0.00062716+0.001014i,0.00030633+0.00067251i,0.00052467-0.00052796i,0.00077596-0.00054851i,0.00025463-2.4525e-05i,-0.0010265+0.0001381i,-0.0015629-0.00058715i,-0.00031524-0.00056593i,0.00017973+0.0005752i,0.00017895+0.0013823i
-0.0016051+1.0918e-06i,-0.0021378-0.00060358i,-0.0022812-0.00096385i,-0.0019432-0.00056433i,-0.0012962-3.6728e-05i,0.00074349+7.2871e-05i,0.0015603+0.00017798i,0.00053621+0.00073567i,-0.00015449+0.00077378i,-0.00044232+0.00026065i,0.00014027+0.00018608i,0.00065148+0.00043632i,0.00025285+0.00042664i,0.000501+0.00016904i,0.00042646-0.0001092i,5.3935e-05+0.00019324i,-5.9327e-05+0.00019319i,-0.00051105+8.973e-05i,0.00033125+0.0004096i,0.00053348+0.0002788i,-0.00021475+0.00025214i,-0.00019071+0.00025225i,-0.00031466-0.00025098i
7.8903e-05-0.00017963i,-0.0012006-0.00047432i,-0.0022127-0.0016644i,-0.0024191-0.0016055i,-0.0019988-0.00057248i,-0.0006782-6.1945e-05i,0.0002246-0.00040601i,0.0006332-0.00046344i,0.00021204-0.00035866i,-0.00067131-0.00012267i,-0.00013204+0.00054087i,7.4496e-06+0.00055699i,9.9099e-05+0.00046988i,0.00061426+0.00067464i,0.0006285-0.00011191i,0.00076975-0.00093083i,0.00092614-0.00070926i,0.00058326+1.0362e-05i,0.00034578+0.00020482i,0.00054026-5.7979e-05i,-0.00020554-0.00010282i,-0.00029436+0.00035233i,0.00031474+0.00021216i
-0.00074494-0.0012784i,-0.00031737-0.001782i,9.4451e-05-0.00067054i,-0.00016005-0.00011223i,0.00064531-0.0006697i,0.0017053-0.00043659i,0.0001648+5.7001e-05i,-0.00072425+3.589e-05i,0.00053023-0.00011297i,0.0003127-0.00021942i,-0.00023787+0.00028245i,9.2551e-05+0.00059077i,0.00025614+0.0002993i,-9.585e-05+0.00048406i,-0.00064059+0.00017753i,-0.00041552-0.00084048i,-0.00051822-0.0012237i,-0.00034985-0.00084137i,-8.3871e-05+0.0003964i,-0.00028915+0.00058258i,0.00010218-0.00035749i,-0.00049212-0.0010522i,-0.00075989-0.00060579i
0.0012009+0.00060137i,0.00027741-0.00061675i,-0.00085286-0.0013578i,-0.0015891-0.00063357i,-0.0014785-0.00078371i,-0.001048-0.0010056i,-0.0004155-0.000981i,0.00072645-0.0013773i,0.00055086-0.0014103i,-8.9178e-05-0.00093651i,-0.0005209-0.00027523i,-0.0005701-0.00019919i,-0.00029372-0.00054458i,-0.0006685-0.00083163i,-0.00089787-0.0010374i,-0.00072419-0.00062262i,4.2546e-05-0.00016624i,0.00021908+0.00055632i,0.00037191+0.00052683i,0.00019316-0.00013581i,-0.00045963+7.5612e-05i,-0.00055525+0.00015613i,-0.00050336+0.00012872i
0.0004901-0.0012831i,0.00060122-0.0015188i,-0.00013449-0.00087762i,0.00037753+0.00036616i,0.00058446+0.00070016i,2.572e-05+0.0003747i,0.00039269-0.00015806i,0.00059867-0.0002716i,-0.00021987-0.00044644i,-0.00082502-0.00049472i,-0.00078341-0.00021745i,-0.00028478-0.00028103i,0.00049185+0.00014208i,0.00053369+0.0010381i,0.00063055+0.0010294i,0.0007361+0.00043844i,7.6656e-06+0.00019246i,-0.00071992+0.00023754i,-0.00070662-0.00032476i,-0.00013425-0.00078467i,0.00012832-2.3052e-05i,-0.00021274+0.0006762i,-0.00057134+0.00014681i
0.00022875-0.0015358i,0.00033543-0.00091104i,-0.00032406-0.00059278i,-0.00070248-0.0014277i,-0.00053843-0.0021303i,-0.00059013-0.0010528i,-0.0002292+0.00099788i,-0.00015726+0.0015504i,-0.00030055+0.00097323i,0.00066599+0.00011209i,0.00087455-0.00039396i,0.00048234-0.00032191i,0.00032023-0.00017428i,0.00066272+0.00056009i,0.0010657+0.00025799i,0.0002873-0.00090911i,-0.00036316-0.00087863i,-3.0884e-05+8.2245e-05i,0.00052849+0.00037914i,0.00056453-0.00032907i,0.00037259-0.0006529i,-8.0678e-05-0.00045034i,-0.00012501-0.00024721i
-0.00039806-0.00015631i,2.8815e-05-0.0013378i,-0.00026528-0.0016327i,-0.000371+3.5124e-06i,-0.00027098+0.00051282i,0.00034916-0.00047524i,0.0008519-0.00057495i,0.00077112-0.00047449i,0.00067122-0.00046028i,0.00061125+0.00022001i,-4.6245e-05+0.00045223i,-0.00017653+2.3717e-05i,-0.00028406-0.00033706i,-8.7419e-05-0.00031172i,0.00023881+0.00047149i,0.00019567+0.00052935i,7.5934e-05-0.00087845i,6.0067e-05-0.00064243i,-0.00034092-0.00016092i,-0.00018662-0.00020153i,0.00019823-0.00019418i,-0.00010382-0.00023492i,-0.00042579-0.00046209i
0.00073471+0.00076976i,6.1724e-05-0.00064509i,-0.00037331-0.00056059i,-0.00074166-0.00036724i,-0.00031876-0.00042803i,0.00041041-0.00088701i,0.00014525-0.00083181i,-0.00019628-0.00080283i,-9.8891e-05-0.00076412i,-6.4567e-05-0.00024198i,-0.00042354-0.00013319i,-0.00063994-0.00076404i,-0.00034044-0.0012252i,-0.00036681+0.00014401i,-0.00038759+0.0014167i,-0.00072093+0.0008306i,-0.00098079+0.00038141i,-0.00055627+0.00010465i,2.3122e-05-6.8294e-07i,-0.00023297+0.0003715i,-0.0006306+0.00052652i,-0.00011202+0.00021838i,1.6155e-05+0.00014719i
-0.00031639-0.0017879i,-0.00018541-0.0022997i,0.00044827-0.0021097i,0.00036409-0.0014503i,-0.00089823-0.00030033i,-0.00044141+0.00051979i,0.0005542+0.0010787i,0.0006752+0.0010549i,0.00063423-0.00015652i,3.2203e-05-0.00080777i,-0.0001563-0.00077987i,3.1388e-05-0.00053853i,-0.00019997+0.0004509i,-0.00027433+0.0011335i,-0.00046196+0.00056671i,-0.00047282+2.8562e-06i,2.8639e-05+8.5625e-05i,0.00028473+7.3751e-05i,0.0002712-6.4293e-05i,0.00031846-0.00024467i,0.00031744-0.00020076i,-0.00055663+8.4554e-05i,-0.00042595+5.4755e-05i
-0.00078268-0.0011449i,-0.00077974-0.0019348i,-0.0014404-0.001093i,-0.0015165+0.00011056i,-0.00054601+0.001249i,9.1803e-06+0.0011746i,0.00058031+0.00049558i,0.00044482+0.00020678i,0.00026007+0.00025921i,0.00066411+0.00088628i,0.00065864+0.0003408i,0.0002663-9.7856e-05i,0.00047546+0.00021625i,0.00073932+0.00021581i,0.0011727-0.00038729i,0.0012658-0.00024333i,0.00046227-7.7578e-05i,0.00024738-9.6453e-06i,2.0255e-05+0.00023343i,-6.97e-05+9.4758e-05i,9.2949e-05+0.00020224i,0.00067749+0.00031367i,0.00043519+0.00066697i
0.00078356-0.00080404i,0.00075511-0.00040105i,0.00054439-0.0011488i,0.00010602-0.0014846i,-0.00063775-0.001435i,-0.00066187-0.0015469i,0.00012786-0.00061828i,0.00096879+0.00057547i,0.00092027+0.00025408i,0.00066587-2.7791e-05i,0.00081318+0.00043361i,0.00075834+0.00050873i,-0.00021686+0.00021914i,-0.0006332-3.8935e-05i,-0.00054112-0.0001288i,-0.00023979+4.8185e-05i,0.0001054+0.00027369i,7.539e-05-0.00019441i,-8.2184e-06-0.00064244i,-0.00044358-0.00015724i,-0.00084385-0.00056583i,-0.00063617-0.00075395i,-0.00036247-0.00022903i
0.0017287-0.00087513i,0.0011854-0.0011567i,0.00031524-0.0012572i,-0.00045556-0.00038841i,-0.00098526+0.00044653i,-5.48e-05+0.0011992i,0.0009181+0.0011836i,0.00030146+0.00033683i,-0.0005756+0.00010354i,-0.00035458+0.00085261i,0.00070259+0.00032137i,0.0011808-0.00049262i,0.00058652-0.00051366i,-0.00019864-0.00074828i,-0.00043818-0.00051659i,-0.00043991+0.00059733i,-0.00069026+0.00071615i,-0.0007903+0.00021941i,-0.0004572-0.00026612i,-0.00026959+4.8309e-05i,-0.00032997+0.00065393i,-0.00014635+0.00070468i,3.3096e-05+0.00058678i
0.00085148+0.001861i,0.0010402+0.00070406i,0.00076254-0.0010465i,0.00060337-0.001593i,0.00057279-0.0011386i,0.00034552-0.0014849i,-0.00015493-0.0013123i,-3.594e-05-6.7271e-05i,0.00067224+0.00028633i,0.0009159+2.9978e-05i,0.00066537-0.00011511i,0.0001073-0.000474i,-0.00016004-0.00034253i,-0.00036309+0.00086557i,-0.00036633+0.0014074i,-3.1486e-05+0.0004757i,0.0002042-0.00074159i,0.00034167-0.00054108i,0.00018459+0.00041249i,0.00021885+0.00045363i,0.0007018+0.00018115i,9.6105e-05+0.0005186i,1.9049e-06+9.3453e-05i
