-0.0042739+0.0011015i,-0.0036556+0.0015259i,-0.0027752+0.0024364i,-0.0021256+0.0017685i,-0.0020702+0.00095839i,-0.00055764+0.00048832i,0.00092559+0.00018103i,0.0013443+0.00048928i,0.00072938+0.00061552i,0.00063829+0.00024648i,0.00046912-0.00015216i,0.00016543-0.00047924i,-2.0836e-05-0.00086227i,-0.00027818-0.0010149i,0.00021176-0.00072526i,0.00016003-0.00057934i,-0.00042207-1.1436e-05i,-0.001154-0.0003028i,-0.0016802-0.00098966i,-0.0013898-0.001161i,-0.00070798-0.00052829i,0.00042291-0.00013336i,0.0015562+8.3734e-05i
0.0025321+0.0024322i,0.0016344+0.0020802i,0.0076279+0.013751i,0.018772+0.036401i,0.026578+0.053884i,0.02938+0.047838i,0.024696+0.023401i,0.018463+0.0051867i,0.015425+0.0012708i,0.012835+0.0015349i,0.0086606+0.00056896i,0.0068183+0.00014953i,0.0072679-0.0011331i,0.0051416-0.0040075i,0.0039716-0.0051143i,0.0049865-0.0037316i,0.004834-0.0015672i,0.0036975+0.00051673i,0.0012871+0.00031983i,-0.000614-0.0031433i,-0.00053406-0.0045195i,-0.00025297-0.0023524i,-0.00027039+0.00024447i
0.001732-0.00019507i,0.0064467-0.0086803i,0.013619-0.01876i,0.030604-0.026499i,0.051605-0.034045i,0.048646-0.036902i,0.024412-0.031484i,0.004672-0.021319i,-0.0015869-0.016837i,-0.0045492-0.015281i,-0.0059652-0.0099309i,-0.0042584-0.0066986i,-0.0038055-0.0070139i,-0.0044182-0.004958i,-0.0054353+0.00027039i,-0.0055441+0.0050114i,-0.0036945+0.0064638i,-0.0027726+0.0055954i,-0.0042617+0.0032897i,-0.0059537+0.0013746i,-0.004894+0.00066001i,-0.0016326+0.00018959i,-0.00045022+0.00025745i
-0.0059265-0.0013327i,-0.0042231-0.0014206i,-0.0043516-0.012203i,-0.013552-0.038157i,-0.031523-0.061812i,-0.042583-0.053221i,-0.037674-0.02078i,-0.022577-0.0020614i,-0.016159+0.0013393i,-0.014177+0.0043458i,-0.007989+0.0029964i,-0.0067429-0.0017369i,-0.0080259-0.0022656i,-0.0053721-0.0015523i,-0.0025399-0.0015427i,-0.0023619-0.0013527i,-0.0028893-0.0024806i,-0.0027042-0.0029289i,-4.2389e-05-0.0014254i,0.0027101+0.0011003i,0.0028318+0.0024377i,0.0016528+0.0017238i,0.00044542+0.00060316i
0.0040555-0.0064598i,0.00052976-0.0061198i,-0.016119-0.00053391i,-0.047268+0.020401i,-0.073493+0.047241i,-0.066877+0.06058i,-0.031506+0.050998i,-0.0065389+0.031174i,0.0051845+0.021268i,0.013372+0.015088i,0.010533+0.0073462i,0.004122+0.0066515i,0.0030383+0.0073033i,0.0030852+0.0045692i,0.003095+0.0010343i,0.004187-0.0017776i,0.0034797-0.0034419i,0.0036453-0.0031845i,0.0056538-0.0026805i,0.0065386-0.0021561i,0.0050458-0.0019072i,0.002238-0.00015987i,0.00046308+0.0021747i
0.0029718+0.00041614i,0.0047337+0.0013i,0.020692+0.010896i,0.048156+0.034679i,0.072774+0.064844i,0.073901+0.061468i,0.050062+0.028351i,0.02847+0.0053955i,0.017672-0.00709i,0.0090138-0.014616i,0.0036423-0.01069i,0.003653-0.0040549i,0.0062358-0.0027654i,0.0061366-0.0030988i,0.0014429-0.0014426i,-0.00067537+0.0018471i,0.0020141+0.0047787i,0.0031464+0.0033597i,0.00023375-0.00034879i,-0.0022185-0.0036757i,-0.003281-0.0049414i,-0.0022728-0.0035383i,0.00013755-0.0024752i
-0.0020814+0.0048548i,0.0016131-0.0053015i,0.0090402-0.019876i,0.031158-0.045635i,0.055369-0.075975i,0.054786-0.071684i,0.031774-0.042228i,0.0088629-0.022365i,-0.0056636-0.012856i,-0.012262-0.0070677i,-0.010039-0.0058817i,-0.0053791-0.0079897i,-0.0037108-0.010136i,-0.001465-0.0094514i,-0.00043625-0.0055217i,-0.0010203-0.0029226i,-0.0036001-0.0023737i,-0.005347-0.00083861i,-0.005433+0.00063009i,-0.0067214+0.00076202i,-0.0055628+0.0017792i,-0.001831+0.0022305i,0.00070598+0.00038027i
-0.0024005+0.0056312i,-0.00098829+0.0056156i,-0.011437-0.0072059i,-0.047057-0.031003i,-0.083294-0.047152i,-0.084829-0.045046i,-0.053729-0.022004i,-0.020002-0.0016474i,-0.0044711+0.0063392i,-0.00080317+0.010701i,0.00064555+0.0086976i,-0.0037352+0.0043584i,-0.0093184+0.0038507i,-0.0086763+0.003772i,-0.0042924+0.0020527i,-0.0012412-0.00038777i,-0.00073008-0.0019038i,-0.0019152-0.0018114i,-0.0008426+0.0012159i,0.0030364+0.0052947i,0.0040056+0.0056173i,0.0019198+0.0039964i,-0.00011051+0.0037593i
-0.0015504-0.0043852i,-0.0044426-0.0040538i,-0.0065989+0.014013i,-0.011961+0.054595i,-0.029494+0.092938i,-0.032476+0.09482i,-0.012322+0.056409i,-0.0015725+0.016722i,0.0021552+0.0022063i,0.0097073+0.00014648i,0.0086702-0.00030641i,0.0057432+0.0030345i,0.007942+0.0048091i,0.0062552+0.0029561i,0.0026211+0.0016385i,0.0019478+0.002128i,0.003015+0.0029704i,0.004985+0.0027481i,0.0063854-0.00010099i,0.0056915-0.0027529i,0.0034596-0.0037827i,0.000313-0.0027313i,-0.00065796-0.00017874i
0.00077936-0.0010621i,0.0097893-0.0063331i,0.025605-0.013365i,0.061044-0.011781i,0.10583+0.0031515i,0.10026+0.012046i,0.049994+0.005982i,0.015414+0.0034695i,0.0042903+4.4061e-05i,-0.0010026-0.0085222i,-0.00069286-0.01131i,0.0029153-0.01165i,0.0042163-0.012796i,0.0036438-0.011686i,0.0015015-0.0090132i,-0.00040481-0.0058638i,0.00064381-0.0038163i,0.002164-0.0044469i,-4.8012e-05-0.006062i,-0.0034338-0.0065827i,-0.0039997-0.0046317i,-0.00067669-0.0028954i,0.001715-0.0029496i
-0.00093768-0.0017754i,-0.0070111-0.0038627i,-0.011503-0.019746i,-0.019371-0.062492i,-0.028126-0.10575i,-0.020061-0.097542i,-0.0080202-0.047323i,-0.0031529-0.011701i,-0.0010806+0.0024737i,-0.00080515+0.0073532i,-0.0018578+0.0034667i,-0.0044074-0.0020109i,-0.0081407-0.0038204i,-0.0085894-0.0027736i,-0.0046316-0.00014293i,-0.0019471+0.0010667i,-0.0032595-2.6654e-05i,-0.0062401-0.00029846i,-0.0067404+0.00081718i,-0.0046113+0.0035316i,-0.0023581+0.005936i,-0.00027819+0.005934i,0.0012751+0.0054606i
0.0053216+0.0022877i,0.0046961+0.0034913i,-0.010791+0.013881i,-0.048864+0.038714i,-0.088663+0.057078i,-0.089234+0.047387i,-0.045548+0.026219i,-0.0066931+0.0095779i,0.0044747-0.0035977i,0.0018672-0.0069185i,-0.0020731-0.00075342i,-0.0046917+0.0056349i,-0.0042783+0.0096947i,-0.0014923+0.010243i,-0.0004435+0.0082635i,3.5318e-05+0.007595i,0.00016818+0.0076719i,-0.0009231+0.0085391i,0.00038721+0.0095687i,0.0044897+0.0070023i,0.004977+0.002563i,0.0011113+0.00064563i,-0.0022504+0.0010663i
-0.0050448-0.00027851i,0.0022242-0.0014317i,0.02501+0.0072605i,0.064205+0.035852i,0.08874+0.078629i,0.074271+0.090003i,0.041858+0.05199i,0.013681+0.01178i,-0.0050344-0.00166i,-0.0079806-0.0019245i,-0.0020919-0.0033958i,0.0037434-0.0038093i,0.0078967-0.0035524i,0.0087355-0.0052835i,0.0068134-0.0072634i,0.0043738-0.0071806i,0.0034521-0.0055994i,0.0061349-0.0046361i,0.0082925-0.007534i,0.0049241-0.010727i,0.00017496-0.0092213i,-0.0015647-0.0049385i,-0.001679-0.0028013i
-0.0063636-0.0054021i,-0.0038123-0.01598i,-0.00206-0.041882i,0.014659-0.084976i,0.050322-0.11622i,0.06293-0.093897i,0.037622-0.043535i,0.012746-0.0065105i,0.0061116+0.010005i,0.0073497+0.011389i,0.0073213+0.0072308i,0.0049421+0.0014839i,0.0016958-0.0039491i,-0.00090699-0.0072898i,-0.001754-0.0065498i,-0.0007026-0.0040793i,0.00017164-0.003885i,0.00021337-0.0071799i,-0.0031696-0.0090497i,-0.0076533-0.0038093i,-0.0064409+0.0032632i,-0.002219+0.0054847i,0.00028529+0.0054101i
-0.0061044+0.0025285i,-0.01332+0.0078475i,-0.036624+0.010322i,-0.088268+0.0017443i,-0.13746-0.022255i,-0.12033-0.042389i,-0.060215-0.031849i,-0.016065-0.014345i,0.0039094-0.0076521i,0.0090793-0.0068092i,0.0047424-0.0061662i,-0.0015712-0.0023163i,-0.0035142-0.00095606i,-0.0037776-0.00077758i,-0.0033488+0.0014093i,-0.0024008+0.0035236i,-0.0025188+0.0048652i,-0.0034548+0.0062687i,-0.0036013+0.0087569i,-0.0020427+0.010717i,0.00083638+0.0082153i,0.0030518+0.0032584i,0.0037237+7.3909e-05i
0.0073153-0.0023618i,0.015179+0.0011477i,0.02598+0.031869i,0.038131+0.097037i,0.029362+0.14923i,-0.00089274+0.13633i,-0.011701+0.075341i,-0.0066038+0.024404i,-0.0064918-0.003428i,-0.010089-0.015327i,-0.010531-0.014392i,-0.0065159-0.0093171i,-0.0035225-0.0033573i,-0.0013265+0.0010207i,0.00031032+0.00075263i,0.0013615-0.0014949i,0.00085304-0.0019177i,0.00055366+0.00082919i,0.0056798+0.0021422i,0.0099576-0.0037147i,0.007357-0.009527i,0.0023501-0.0074832i,-0.00099925-0.0028923i
0.0037919-0.0046842i,0.013064-0.015674i,0.044138-0.04617i,0.098714-0.081936i,0.15077-0.07519i,0.13651-0.028575i,0.070659+0.0062836i,0.024758+0.011846i,0.0039613+0.010499i,-0.0050017+0.014479i,-0.0026514+0.013442i,-0.00015471+0.0082088i,0.00058408+0.0053214i,0.001718+0.0031721i,0.00064345+0.0010043i,0.00011057+0.00087497i,0.00075757+0.00035821i,0.00081932-0.0037497i,-0.00049321-0.009086i,-0.0029979-0.010297i,-0.0050335-0.005928i,-0.0047337+0.00019716i,-0.0034764+0.0043362i
0.00086963+0.0023954i,-0.014243-0.011272i,-0.048125-0.037119i,-0.097942-0.085534i,-0.12819-0.13421i,-0.088542-0.11878i,-0.024747-0.05806i,0.0015469-0.018053i,0.0069122-0.0023315i,0.010672+0.0033312i,0.0070117+0.0044105i,0.0042952+0.0034562i,0.0061883-0.0011517i,0.0037925-0.0045599i,-0.00066605-0.00098164i,-0.00231+0.0043659i,-0.0014102+0.004654i,-0.0011306+0.0026091i,-0.003908+0.0033661i,-0.0068897+0.0085254i,-0.005966+0.010272i,-0.0025595+0.0061517i,0.00079382+0.0025027i
-0.0018495+0.0029541i,-0.0042546+0.018485i,-0.025576+0.061041i,-0.065544+0.13399i,-0.098273+0.1755i,-0.092495+0.12751i,-0.050658+0.049222i,-0.017022+0.0095148i,-0.0051637-0.0028705i,-0.0027394-0.010681i,-0.0015805-0.01551i,-0.0031158-0.014494i,-0.0074648-0.0094302i,-0.0067192-0.0040979i,-0.001146-0.0043639i,0.0025152-0.0082623i,0.0019822-0.0077351i,0.00086048-0.0023267i,0.002788+0.0026981i,0.0061133+0.0017724i,0.0072661-0.0021853i,0.005-0.0034501i,0.0026147-0.003684i
0.0063335-0.0040901i,0.02819-0.0049294i,0.086986-0.00040461i,0.17907+0.01425i,0.22792+0.04147i,0.17231+0.054088i,0.077699+0.038402i,0.026628+0.020118i,0.013612+0.010299i,0.008084+0.0044605i,0.0010347+0.0011532i,-0.0057105+0.0016627i,-0.0081476+0.0063252i,-0.0068764+0.0076423i,-0.0047921+0.0038994i,-0.0022612+0.0021852i,-0.0010413+0.0020958i,0.00027179+0.0010671i,0.0016122-0.0028546i,0.0017257-0.0077649i,0.0011862-0.0079267i,-8.4411e-05-0.0027538i,-0.0016799+0.0027971i
-0.0004109-0.0075237i,-0.0025598-0.031085i,-0.007486-0.096094i,-0.023254-0.19809i,-0.033469-0.25864i,-0.026115-0.20061i,-0.012339-0.091448i,-0.00041294-0.03482i,0.0020008-0.022122i,-0.0014073-0.013956i,-0.0032815-0.0033071i,0.0030404+0.004092i,0.013415+0.001787i,0.012991-0.003258i,0.0023388-0.00046736i,-0.0052322+0.0047092i,-0.0039419+0.0049022i,-0.0013616+0.0010717i,-0.002282-0.00097538i,-0.0051009+0.00079706i,-0.0070203+0.0029521i,-0.0060911+0.0033156i,-0.0027671+0.0032442i
-0.0080519-9.2585e-05i,-0.032551+0.00077122i,-0.10067+0.021451i,-0.20359+0.070518i,-0.26536+0.10715i,-0.20626+0.094104i,-0.095957+0.048687i,-0.041962+0.013908i,-0.031836+0.0045501i,-0.024055+0.0040146i,-0.011824+0.0013819i,-0.00041163-0.0058181i,0.0009134-0.013864i,-0.0014027-0.013506i,0.0024146-0.008803i,0.0057396-0.0085483i,0.0030701-0.0097985i,-0.00099669-0.0069973i,-0.00093502-0.0019618i,0.0022528+0.0011082i,0.0045104+0.00072045i,0.0038921-0.00057969i,0.0032769-0.0022314i
-0.0037367+0.0094841i,0.012333+0.039986i,0.053617+0.10867i,0.1328+0.21072i,0.20086+0.27386i,0.17776+0.2191i,0.096894+0.1177i,0.041825+0.065398i,0.024763+0.048031i,0.0194+0.032451i,0.011929+0.01522i,-0.0037587+0.0022659i,-0.017681+0.0041426i,-0.014321+0.0095709i,-0.0027982+0.0062685i,0.0036982+0.0033478i,0.0051466+0.0043621i,0.0042673+0.0044727i,0.0029468+0.0022759i,0.0015542-0.0012699i,0.00068324-0.0021001i,-0.00028312+0.0006981i,-0.0011638+0.0017879i
0.0088428-0.0023052i,0.038123-0.024639i,0.11042-0.08049i,0.20363-0.19063i,0.23379-0.28268i,0.16775-0.25243i,0.082673-0.14319i,0.049382-0.066528i,0.040906-0.040724i,0.030878-0.028024i,0.018969-0.016943i,0.010708-0.0010415i,0.014773+0.0085592i,0.016186+0.0025784i,0.0047979-0.0020871i,-0.005102+0.002425i,-0.0049873+0.0075832i,0.0002641+0.0069302i,0.0014074+0.0024758i,-0.0034003+0.00049083i,-0.0068424+0.001451i,-0.0060393+0.0022255i,-0.0041687+0.0029833i
-0.014932-0.0078241i,-0.029506-0.042138i,-0.098701-0.10924i,-0.23331-0.17821i,-0.33649-0.18793i,-0.29726-0.11584i,-0.16693-0.048419i,-0.081787-0.037827i,-0.055262-0.037969i,-0.038676-0.030744i,-0.022682-0.018696i,-0.0035747-0.0091834i,0.0086452-0.015347i,0.00583-0.020756i,0.0025084-0.016046i,0.0036614-0.014071i,0.0029792-0.014587i,-0.0016424-0.012493i,-0.0032848-0.0074723i,0.00031721-0.0037838i,0.0036856-0.0015708i,0.0053631+0.00082907i,0.0063832+0.0019639i
-0.012323-0.0044278i,-0.042979+0.023038i,-0.09872+0.10372i,-0.14435+0.26117i,-0.12571+0.39339i,-0.054445+0.35569i,-0.010127+0.20759i,-0.01132+0.10726i,-0.014665+0.071758i,-0.013544+0.048549i,-0.013072+0.024379i,-0.014251+0.0044881i,-0.020198-0.00035956i,-0.018987+0.0076434i,-0.0076852+0.01172i,0.00054938+0.0084813i,0.0022402+0.0036159i,0.0016821+0.00027046i,0.00087688+0.00054111i,0.0015388-0.00028433i,0.0027426-0.003601i,0.0010095-0.0040189i,-0.00046429-0.0039203i
0.016789+0.0094407i,0.046363+0.040457i,0.14086+0.084768i,0.30359+0.093311i,0.41542+0.035395i,0.35016-0.039989i,0.19315-0.046917i,0.10295-0.0088115i,0.075748+0.0021673i,0.052038-0.0031038i,0.02917-0.0022631i,0.012848+0.0017095i,0.008692+0.0082282i,0.011781+0.0083376i,0.0061656+0.0052279i,-0.0040536+0.0078141i,-0.0062385+0.010864i,0.00056136+0.0088414i,0.0049905+0.0040365i,0.0016858+0.0026912i,-0.0041344+0.0028853i,-0.0078371+0.0014714i,-0.0097576+0.0018212i
0.012278-0.013629i,0.042913-0.06339i,0.076851-0.15698i,0.06694-0.29838i,-0.0090594-0.38871i,-0.080055-0.30467i,-0.070508-0.15457i,-0.030115-0.088005i,-0.026563-0.069026i,-0.026623-0.040407i,-0.011851-0.015924i,0.0022653-0.0022313i,0.012583-0.0037552i,0.013181-0.013014i,0.0096997-0.012769i,0.009792-0.010204i,0.0073406-0.010209i,0.0015322-0.0079336i,-0.0004469-0.0047077i,0.00048408-0.0022867i,0.00088573+0.0010939i,0.0021775+0.0058916i,0.0045284+0.0080958i
-0.022427-0.015056i,-0.057675-0.038501i,-0.15874-0.074789i,-0.31858-0.040366i,-0.3993+0.084688i,-0.29852+0.16464i,-0.13942+0.12475i,-0.072136+0.060215i,-0.053422+0.045156i,-0.028333+0.037328i,-0.013556+0.016259i,-0.011254+0.00091666i,-0.01485-0.0038541i,-0.017254+0.00099537i,-0.012055+0.0045369i,-0.0037528+0.0037074i,0.00041452+0.0031244i,-0.00055279+0.00096988i,-0.0027277-0.00058417i,-0.0013011-0.0016005i,0.0022174-0.0026299i,0.0057311-0.0026304i,0.0078684-0.0028441i
-0.016712+0.013252i,-0.053183+0.056243i,-0.065398+0.1627i,0.011274+0.28973i,0.13329+0.31526i,0.18114+0.19795i,0.12118+0.076177i,0.06574+0.044316i,0.060325+0.032443i,0.04859+0.004674i,0.023714-0.008787i,0.0075203-0.0087251i,0.003085-0.0012948i,0.0061231+0.0029347i,0.0022639-0.0012678i,-0.0077622-0.0015332i,-0.0084403+0.002417i,-0.0015514+0.0039033i,0.0020845+0.0010717i,0.00039401-0.00099075i,-0.0033076-0.0017056i,-0.0070146-0.0028173i,-0.0097887-0.0031561i
0.026078+0.017581i,0.097831+0.036625i,0.20185+0.034044i,0.29633-0.039629i,0.29504-0.14974i,0.16144-0.1707i,0.04305-0.096219i,0.020318-0.048465i,0.014501-0.053108i,-0.0032073-0.045284i,-0.0080782-0.023405i,-0.0028074-0.0064519i,0.0064546-0.0029188i,0.0099272-0.0080631i,0.0071438-0.0063941i,0.0076438-0.0039112i,0.0063469-0.0054473i,0.0025228-0.0062717i,0.0010239-0.0055037i,0.00025878-0.0033462i,-0.00010021-0.00019046i,-0.00068041+0.002876i,-0.0021706+0.0059414i
0.0054846-0.031343i,0.022131-0.091996i,0.028205-0.19021i,-0.044379-0.26953i,-0.16311-0.23244i,-0.17723-0.090258i,-0.088383+0.0050141i,-0.03771+0.0075916i,-0.046163+0.0090708i,-0.040222+0.024372i,-0.021498+0.026182i,-0.012124+0.016226i,-0.01182+0.0034136i,-0.015594+0.00054217i,-0.011163+0.0065702i,-0.00019342+0.010095i,0.005446+0.0078926i,0.0024737+0.0052052i,-0.0016736+0.0050063i,-0.00039892+0.0038048i,0.0029544+0.0015519i,0.0071341+0.0022541i,0.012435+0.0027176i
-0.030864-0.020129i,-0.099616-0.03878i,-0.21029-0.030359i,-0.27496+0.058759i,-0.19812+0.16204i,-0.048878+0.1492i,0.021964+0.059309i,0.0098089+0.025227i,0.0074824+0.03838i,0.017752+0.02997i,0.015906+0.0063633i,0.0075622-0.0060992i,0.0010583-0.0030124i,0.0039779+0.00089089i,0.0045761-0.0042798i,-0.0035892-0.0066405i,-0.0074756-0.00058314i,-0.002392+0.0032713i,0.0021151+0.0019891i,0.0011605+0.00069272i,-0.0017035+0.00022768i,-0.0046333-0.0010309i,-0.0065349-0.003885i
0.0046426+0.04903i,-0.0088111+0.11493i,0.0090038+0.21289i,0.086038+0.24935i,0.14479+0.16524i,0.099965+0.041388i,0.013289-0.0069853i,-0.00074109-0.0051052i,0.024369-0.022972i,0.022088-0.038727i,0.00956-0.029684i,0.0068496-0.015978i,0.0090784-0.008357i,0.0096174-0.0076352i,0.0061673-0.010946i,0.0037948-0.01201i,0.0012301-0.011763i,-0.0016746-0.0098622i,-0.0015629-0.007344i,-0.00077685-0.0058101i,-0.00099204-0.0018745i,-0.0023678+0.0017808i,-0.0059503+0.002075i
0.031165+0.008918i,0.13164+0.0036895i,0.2382-0.032363i,0.25587-0.10819i,0.16136-0.16147i,0.042605-0.11258i,0.010911-0.029262i,0.018349-0.010216i,0.0016974-0.020153i,-0.011194-0.0089909i,-0.009275+0.0046974i,-0.0056978+0.0094202i,-0.0030029+0.0043859i,-0.0070371-0.0024972i,-0.011233+0.0024867i,-0.0056303+0.0086086i,0.0023538+0.0070284i,0.0021445+0.0025993i,-0.0018418+0.0012379i,-0.0019475+0.0012119i,0.0012505-0.00079901i,0.0051033+0.0013062i,0.0094815+0.0077992i
-0.003709-0.069807i,-0.024485-0.15774i,-0.04386-0.25565i,-0.0798-0.26583i,-0.10734-0.13694i,-0.060971-0.0015757i,-0.0033735+0.028393i,-0.0010097+0.016958i,-0.017863+0.027117i,-0.012364+0.026735i,-0.0050425+0.0061899i,-0.0090933-0.0082397i,-0.011543-0.0096316i,-0.0068694-0.004757i,-0.0013955-0.00058689i,-0.0016886+0.0048237i,-0.0028009+0.009686i,0.0011828+0.0092916i,0.002991+0.005482i,0.00033299+0.0034374i,-0.0026462+0.0022781i,-0.0033368+0.0003934i,-0.0012945-0.0020539i
-0.048469+0.028985i,-0.12762+0.042454i,-0.24168+0.080283i,-0.27127+0.12996i,-0.17121+0.1186i,-0.068833+0.055618i,-0.039285+0.012949i,-0.025599+0.0087346i,0.0040648+0.0091763i,0.014903-0.0010686i,0.0080058-0.0072973i,0.0049708-0.0027831i,0.0056966+0.0046367i,0.0067879+0.0062048i,0.0075854+0.0015735i,0.0060496-0.0053642i,0.0011975-0.0097099i,-0.0021935-0.0092721i,-0.00025919-0.0074746i,0.0008165-0.0053777i,0.00051959-0.0023513i,0.00069892-0.0014254i,-0.0015655-0.0059058i
-0.0046773+0.043719i,0.022265+0.14775i,0.075852+0.25375i,0.12181+0.26022i,0.1178+0.16386i,0.07439+0.055214i,0.041758+0.0097174i,0.0332-0.0058827i,0.023895-0.025578i,0.0075276-0.022735i,-0.0019284+0.0024865i,0.0013031+0.01543i,0.0076176+0.007052i,0.0070531-0.0031415i,0.0028804-0.0048235i,0.0027521-0.0016516i,0.0045002-0.00044689i,0.0032999-0.0016172i,-0.0002448-0.0016853i,-0.00028657-0.0019634i,0.0017124-0.0021415i,0.0021452+0.0034772i,0.0012729+0.010751i
0.074861-0.039464i,0.17304-0.10915i,0.2695-0.17624i,0.27114-0.17517i,0.17206-0.091436i,0.072249+0.0098749i,0.029805+0.039022i,0.0021757+0.018558i,-0.03136+0.0071572i,-0.038647+0.0040231i,-0.022529-0.0072653i,-0.011393-0.019584i,-0.0084085-0.020084i,-0.0044784-0.014165i,-0.0012192-0.0069524i,-0.0020782+0.0013493i,-0.0022108+0.006274i,-0.00021051+0.0059538i,0.0012583+0.003318i,-0.00081779+0.0018056i,-0.0054908+0.001i,-0.0083953+0.0014043i,-0.0065471+0.0046472i
-0.034611-0.040978i,-0.092952-0.11981i,-0.14914-0.22559i,-0.15174-0.27564i,-0.097809-0.23334i,-0.039246-0.1532i,-0.013254-0.077502i,0.0064588-0.01656i,0.031907+0.024918i,0.044968+0.032042i,0.039183+0.012641i,0.018975+0.0020861i,0.0024381+0.0072301i,-0.0019855+0.0078804i,-0.0020081+0.00081056i,-0.0016419-0.004661i,-0.0010867-0.0061309i,-0.00035813-0.0047197i,0.00057819-0.0037862i,0.00055861-0.0040754i,0.0019628-0.0032773i,0.0066983-0.0031734i,0.0081533-0.0077067i
-0.053678+0.033837i,-0.12847+0.092045i,-0.21079+0.17104i,-0.22224+0.19251i,-0.16027+0.12342i,-0.093783+0.041256i,-0.044404+0.0033629i,-0.010127-0.018644i,0.015344-0.039499i,0.022195-0.042014i,0.0027369-0.022263i,-0.0061558+0.0023914i,0.0062482+0.0070855i,0.011351-0.0018032i,0.0046219-0.0030468i,0.0011976+0.001152i,0.0020021+0.0035043i,0.0019644+0.003306i,0.0012664+0.0015305i,0.001456-0.0013312i,-0.00010763-0.0026199i,-0.0025667+0.0008213i,-0.0021478+0.0062964i
0.055138+0.043564i,0.15069+0.11142i,0.23596+0.17527i,0.21365+0.20674i,0.097902+0.22021i,0.0030055+0.21346i,-0.029752+0.15993i,-0.05035+0.085305i,-0.082991+0.029489i,-0.090488-0.00041393i,-0.058094-0.017086i,-0.028199-0.029521i,-0.019687-0.029414i,-0.014398-0.016131i,-0.008129-0.0010785i,-0.0051741+0.0084225i,-0.0051584+0.0090137i,-0.0051318+0.0039594i,-0.004028+6.3285e-05i,-0.0036816-0.00026706i,-0.0037197-0.00066033i,-0.0034202-0.0012807i,-0.003161-0.0014271i
0.028015-0.051849i,0.054685-0.14133i,0.084374-0.23175i,0.10648-0.23565i,0.13382-0.1675i,0.15874-0.10793i,0.1448-0.06199i,0.11418-0.0024599i,0.093301+0.045537i,0.064849+0.058321i,0.034667+0.050932i,0.017353+0.041238i,0.0064089+0.03265i,0.0010285+0.022085i,0.0025954+0.0082524i,0.0046249-0.0043852i,0.0046351-0.0089268i,0.0060687-0.006123i,0.0071867-0.0029885i,0.0064567-0.0020652i,0.0082152-0.0011214i,0.011452+0.00070105i,0.011429+0.0015954i
-0.045921-0.04038i,-0.11913-0.092764i,-0.19553-0.11953i,-0.18712-0.10949i,-0.11293-0.097401i,-0.064975-0.094929i,-0.040149-0.096365i,-0.0051859-0.10898i,0.025477-0.11412i,0.031196-0.088276i,0.016077-0.044193i,0.0077525-0.010956i,0.017921-0.0015291i,0.024708-0.0060203i,0.017214-0.0090527i,0.010111-0.0043393i,0.0092296+0.00096219i,0.0078018+0.0028736i,0.0048612+0.0028467i,0.0012617+0.00070581i,-0.0046918-1.6847e-05i,-0.010943+0.0036714i,-0.013573+0.0082553i
-0.013345+0.06625i,-0.0050589+0.16692i,0.022666+0.23373i,0.023502+0.19271i,-0.041377+0.12183i,-0.11928+0.11414i,-0.1442+0.12036i,-0.14681+0.084454i,-0.15265+0.044346i,-0.11553+0.018287i,-0.050745-0.019529i,-0.02048-0.047881i,-0.020076-0.043211i,-0.018244-0.025749i,-0.014124-0.0098676i,-0.012697+8.2893e-05i,-0.011654-0.00013207i,-0.010252-0.0045415i,-0.0084324-0.0061611i,-0.0059014-0.0050883i,-0.0045878-0.0038479i,-0.003954-0.0035775i,-0.0012816-0.0051587i
0.028011-0.0052644i,0.08343-0.039396i,0.13451-0.071075i,0.13936-0.078779i,0.12387-0.069389i,0.14336-0.044475i,0.16334+0.00781i,0.15749+0.088181i,0.15024+0.14018i,0.12097+0.12031i,0.063141+0.076799i,0.019302+0.052434i,0.0043188+0.033762i,-0.0019513+0.015674i,-0.0038138+0.0031747i,-0.0027879-0.0048583i,-0.0025712-0.0060884i,-0.001611-0.0018562i,0.00020779+0.0014367i,0.0024775+0.00099999i,0.0070474-0.00043823i,0.013226+0.00073285i,0.017191+0.002063i
0.031649-0.036894i,0.040127-0.098746i,-0.017049-0.14414i,-0.0907-0.08329i,-0.094753+0.024593i,-0.061253+0.03146i,-0.026998-0.052002i,0.018313-0.14239i,0.043267-0.19267i,0.02342-0.16742i,-0.0031703-0.090414i,-0.0020694-0.028203i,0.010511-0.0072752i,0.013664-0.0046429i,0.0074569-0.00019038i,0.0030392+0.0084584i,0.0052461+0.014455i,0.0077273+0.010708i,0.0075645+0.0033819i,0.0045535-0.00027523i,-0.0033581-0.00069754i,-0.011617+0.00019295i,-0.016421+0.0028909i
-0.063248+0.028664i,-0.11946+0.082457i,-0.11647+0.1487i,-0.046345+0.15197i,-0.012008+0.099235i,-0.052469+0.078447i,-0.11606+0.072123i,-0.18002+0.034996i,-0.22432+0.0046245i,-0.18961+0.003006i,-0.097469-0.008159i,-0.040267-0.030717i,-0.031316-0.029065i,-0.025877-0.012574i,-0.015511-0.003291i,-0.0078688-0.0015512i,-0.0036765-0.0069085i,-0.0034696-0.012333i,-0.0035077-0.01206i,-0.0012375-0.0095972i,0.0017345-0.0044219i,0.00239+0.0010564i,0.003488+0.0031284i
