-0.0042739+0.0011015i,-0.0036556+0.0015259i,-0.0027752+0.0024364i,-0.0021256+0.0017685i,-0.0020702+0.00095839i,-0.00055764+0.00048832i,0.00092559+0.00018103i,0.0013443+0.00048928i,0.00072938+0.00061552i,0.00063829+0.00024648i,0.00046912-0.00015216i,0.00016543-0.00047924i,-2.0836e-05-0.00086227i,-0.00027818-0.0010149i,0.00021176-0.00072526i,0.00016003-0.00057934i,-0.00042207-1.1436e-05i,-0.001154-0.0003028i,-0.0016802-0.00098966i,-0.0013898-0.001161i,-0.00070798-0.00052829i,0.00042291-0.00013336i,0.0015562+8.3734e-05i
0.00024789+0.0028557i,0.0007735+0.0021638i,5.1307e-05+0.0013872i,-0.000625+0.0010548i,-0.00019353+0.0005423i,0.00049763-7.3787e-06i,-0.00023086-0.00058964i,-0.0011955-0.00037379i,-0.0014821+0.00045242i,-0.0016884+9.6958e-05i,-0.0009649-0.00010943i,0.00014624+0.00012151i,0.00012637-7.0708e-05i,-0.00027462-0.00044406i,-0.00066415-0.00071599i,-0.00099384-0.00072613i,-0.0010222-0.00015994i,-0.00036233-5.8977e-05i,-3.4945e-05+0.00025764i,0.00018826+0.00048853i,0.00050497+0.00042906i,0.0003908+8.0762e-05i,0.00059697-0.00014591i
-0.00072819-6.2768e-06i,-0.0025724-0.00075761i,-0.0029028-0.0021469i,-0.0016653-0.0017755i,0.00065706-0.00090316i,0.0019813-0.00018678i,0.0020267+9.2757e-05i,0.0021069-0.00012612i,0.0010395-7.2762e-05i,-0.00017766+0.00041313i,-0.00045381+0.00068746i,-0.000302+0.00063079i,-0.00030434-8.3767e-05i,0.00072554-0.00011438i,0.00078277+0.00015727i,0.00019934-4.2447e-06i,0.00019373+3.7605e-05i,-0.0003411+0.0002672i,-0.00099287+6.549e-05i,-0.000355-0.00010588i,0.00016133+1.0363e-05i,-0.00011416+0.00042336i,0.00024724+0.0010833i
-0.0011804+0.00035144i,-0.0011289+0.00018477i,-0.00086521+0.0010829i,-0.0004083+0.0015306i,0.00057533+0.00048663i,0.0011563-0.00070549i,0.00033593-0.0018964i,-0.00018304-0.0022049i,-0.00043109-0.00097621i,-0.00047858+0.00074294i,5.2153e-05+0.001168i,-0.0002104+0.00020205i,-6.5727e-05-0.0012179i,0.00022569-0.001903i,-0.00021519-0.0014616i,-0.00074636-0.00078686i,-0.00061569-0.0004148i,-0.00050315-0.00042649i,-0.00082067-0.00064357i,-0.00080219-0.00056682i,-0.0011743-0.00030646i,-0.00091145-0.00029298i,0.0001664-0.00016882i
0.0011441-0.00050412i,0.00048267-0.00068921i,-1.8391e-05-0.00067459i,-0.00015645-0.00073398i,7.2974e-07+0.00012152i,5.0787e-05+0.0012655i,-0.00011373+0.00096395i,0.0002832+0.00068726i,0.0010978+0.00054727i,0.00090076-0.00032748i,0.00033459-0.00038756i,0.0001183-9.1449e-06i,0.00039621-0.00011817i,0.00020317+0.00035003i,9.2809e-05+0.00040286i,0.0004696+0.00051749i,0.00036799+0.00096407i,7.447e-05+0.00041977i,7.6319e-05-0.00034396i,0.00024523-0.00059183i,-0.00037996-0.00047624i,-0.00071953-0.00026334i,-0.00048443+4.1951e-05i
0.0004087+0.00047561i,-0.00018726-0.00079221i,-0.0011214-0.0015014i,-0.0012125-0.0011715i,-0.00084379-0.0004059i,-0.0011055-1.0206e-05i,-0.00071132-0.00055579i,-0.00021109-0.00085362i,6.9708e-05-0.00053009i,-9.0711e-05-5.8623e-05i,-0.0004557-0.00033552i,-0.00026232-0.00048505i,-0.00010186+2.5224e-05i,-0.00034942+0.00072135i,-6.8847e-05+0.00047038i,0.00067828-1.9362e-05i,0.00090495+0.00011145i,-4.0282e-05-0.00021298i,-0.00039119-0.00018798i,-0.00035241+0.00054304i,-0.00039834+0.00079799i,-0.00012558+0.00039746i,-0.00019193-0.00030678i
-0.0012591-3.3119e-05i,-0.00070258+0.00072656i,-0.00080512+0.001491i,-0.0013135+0.001743i,-0.00064694+0.0004779i,0.0011514-0.00058622i,0.0011508-0.00061381i,0.00038052-0.00082183i,0.00033049-0.00066041i,0.00034452-0.00044338i,0.00034053-0.00033659i,-0.00026801-0.00010602i,-0.00089267-0.0012034i,-0.00045005-0.0020032i,-0.0005419-0.00081525i,-0.0010677-0.00067782i,-0.00038663-8.1162e-05i,-0.00032702+0.00046106i,-0.0010037+1.1632e-05i,-0.00045976+0.00056807i,-0.00019209+0.00094443i,0.0002143+0.00017661i,0.00078792-0.00060882i
-0.0011766+0.0002815i,-0.0014416+0.0013898i,-0.0013375+0.0010039i,-0.001149+0.00021188i,-0.00071983-0.00052144i,0.0010213-0.0013615i,0.0010756-0.0011958i,0.00067128-0.00075245i,0.00014549-0.00025624i,-0.00079159-0.0007104i,-0.0010329-0.00033575i,-0.0013407+0.00068812i,-0.00062101+0.00048371i,-3.2106e-05-6.5095e-05i,-0.00094613-0.00012082i,-0.00054533-0.00048598i,0.00045061-0.00058016i,0.00013044-0.00032146i,-0.00048494-0.00035351i,-0.0010304-0.00011805i,-0.00064774+7.0577e-05i,-0.00025163+1.2882e-05i,-0.00038087-6.5796e-05i
0.0017071-0.00014621i,0.0016364-0.0008739i,0.00050811-0.0008257i,-0.00027698-0.00069316i,0.00025091+5.4119e-05i,0.00065683+0.00066406i,0.00083677+0.00046802i,0.00072+0.00088851i,-1.7836e-06+0.0008207i,-0.0001052+9.247e-05i,8.1569e-05-0.00072048i,-0.00039391-0.0010676i,-0.00037896-0.00019986i,-0.00061817+0.00094642i,-0.00092809+0.00086095i,-0.00067112-7.7504e-05i,-2.6028e-07-0.000595i,0.00023133-0.00095453i,0.00064756-0.00085068i,0.00042875+4.7101e-06i,-0.00035162+0.00079074i,-0.00041272+0.00096892i,-0.00041892+0.00017426i
-0.0012242-0.00051699i,-0.001946-0.00068077i,-0.002478-0.00045115i,-0.0023094-0.00059788i,-0.0013463-0.00098604i,5.01e-05-0.00071401i,0.001002-0.0014012i,0.00075711-0.0015571i,0.00030649-0.00028818i,-0.00011694+0.0005794i,-8.6711e-05+0.00061693i,0.00081328+6.1235e-05i,0.00064965-0.00047503i,0.00010874-0.00062308i,0.0004566-0.00018207i,0.00053522+0.00024868i,0.00046225+0.00054768i,0.00031828-0.00021778i,0.00021173-0.00091761i,-0.00014363-0.00070902i,1.8268e-05+0.0001482i,0.0001101+0.00053595i,-0.00041907+0.0005756i
0.0005168-1.198e-06i,0.0012573-0.00033768i,0.0009603-0.00046705i,0.00023985-0.00098471i,0.0002842-0.0009102i,0.00023883+0.00035313i,3.7888e-06+0.00075785i,0.00014204+0.00017301i,0.00013192+3.3501e-06i,-0.00023391-0.00067559i,-0.00057198-0.00088626i,-0.00082807-0.00062748i,-0.00080721-0.00038969i,-0.00097902-0.00052788i,-0.0011956-0.0008575i,-0.00038543-0.00022741i,0.00065865+0.00036003i,6.9746e-05+0.0004678i,-0.00059999+0.00035994i,-0.00012234-4.9998e-06i,0.00041724+0.00045207i,0.00025017+0.00044244i,-0.00058442-5.6238e-05i
0.0013726+0.00031485i,2.4638e-05-0.00030189i,-0.00024366-0.00022818i,-0.00065934-0.00074204i,-0.00013716-0.00059008i,0.0010165+0.00052638i,0.00084662+0.0013549i,0.00054197+0.0013281i,0.00018434+0.00034334i,-0.00021642-0.00023622i,-0.00038647+0.0001628i,-0.00049857+0.0010373i,3.4569e-05+0.00091983i,-0.00019007+0.0010213i,-0.001005+0.00074511i,-0.00084189-0.00030904i,0.0001582-0.00038442i,0.00071001-5.5065e-05i,0.00022316-0.00012309i,0.00028783-0.00032125i,0.00058483-0.0004921i,-6.8126e-05-0.00045037i,9.5476e-05-0.00066972i
0.00039805+0.00016493i,0.00034024-0.00041927i,-0.00031992-0.0010738i,-0.00061115-0.0008844i,9.4835e-06-0.00053674i,-0.00062438-0.00013876i,-3.22e-05+2.3672e-05i,0.0013178-0.00041921i,0.00056818-0.0003494i,-0.00021857-0.00021978i,-0.00044723+5.0363e-05i,-9.1087e-05-0.00014397i,0.00026425-0.00066816i,-0.00022603-0.00057645i,-0.001198-0.00061471i,-0.0010392-0.00087727i,-0.00054964+0.00019985i,-0.00088803+0.00078405i,-0.00081857+0.00093136i,1.0094e-05+0.00075307i,0.00049743+0.0001682i,0.00046941-0.00037838i,0.00019759-0.00028362i
-0.0019749-0.00043076i,-0.0021474-0.00069079i,-0.0024222+0.00039531i,-0.0010015+0.0012327i,0.00088534+0.00097181i,0.0017728+0.0005497i,0.00089429-0.00030382i,-0.0002734-0.00093005i,-0.00014367-0.0008907i,-0.00019776+0.00013103i,6.2086e-05+0.0011545i,0.00025838+0.00073249i,-1.1995e-05-0.00039318i,5.7925e-05-0.0010215i,-8.8266e-05-0.00090463i,-0.00042344-3.2319e-06i,-0.00096508-1.8575e-05i,-0.0007637-0.0011611i,-0.00076988-0.0014621i,-0.0010602-0.0011951i,-0.00054447-0.0005158i,0.00018882+0.00024475i,0.00015993+0.0010306i
-0.00054269-0.0011094i,-0.001016-0.00094565i,-0.00038812-0.0011935i,-0.00051928-0.0015099i,-6.6629e-05-0.00045627i,0.00090211+0.00040823i,0.0013534-0.00023395i,0.00080625+7.3604e-05i,0.00015236+0.00046801i,-0.00052529+0.000581i,-0.00089654+0.00076869i,5.1881e-05+0.00067777i,0.00061653+0.00046925i,0.00041804+0.00043195i,-0.00016025+9.7936e-06i,-0.00039687-0.00065976i,-0.00044148-0.0014217i,-0.00029563-0.0014902i,-0.00030066-0.0010342i,-0.00057241-0.0012149i,-0.00066619-0.00056296i,-0.00087596-1.9048e-05i,-0.0013002-0.00041728i
-0.0025272+0.0006785i,-0.0023402+0.00060758i,-0.0019838+0.0012165i,-0.00091822+0.0013083i,0.0013874+0.00015001i,0.002656-0.0010031i,0.0019707-0.00038056i,0.00051539+5.0978e-05i,-0.0002885+0.00027899i,-0.00051845+9.7197e-05i,-0.00046612-0.00028186i,9.1728e-05+0.00021632i,0.00051906+0.00034784i,0.00095972+4.5039e-05i,0.0013707-4.5278e-05i,0.00082365+0.00025978i,2.7428e-05+8.0463e-06i,-6.5985e-05-0.00044012i,-0.00060599-0.00030014i,-0.00090187+0.00016351i,0.00025057+0.00060732i,0.0012604+0.00029615i,0.0015976-0.00031805i
-0.0015246+0.00028331i,-0.0019375+0.00092122i,-0.0015363+0.00055845i,-0.0011475+0.00057584i,-0.00052713+0.0012713i,0.00085127+0.0010807i,0.00098973-2.8235e-05i,0.0002698-0.00077111i,4.4165e-06-0.0014512i,-0.00024426-0.0010958i,-3.6048e-05-0.0001237i,0.00036152-0.00045934i,8.8721e-05-0.00070138i,0.00012591-0.0010233i,0.00025527-0.00075262i,-0.0003246-3.2981e-05i,-0.00032461+0.00047265i,0.000162-0.00010623i,0.00044832-0.0012385i,-0.00016566-0.00082627i,-0.00057861-0.0003079i,2.2662e-05+0.00027042i,0.00012529+0.000453i
0.00012212-0.0011511i,-0.00083625-0.0011702i,-0.0023633-0.00039266i,-0.0020643+0.00041918i,-0.00063251+0.00016216i,0.001005-0.00027969i,0.0021008+0.00010947i,0.0013584+0.00054989i,0.00016226+0.00046572i,-0.00038036-0.00050043i,-0.00047198-0.00069039i,-0.0011222-0.00015877i,-0.001287+0.0009119i,-0.0012443+0.0014393i,-0.0010839+0.00091961i,-0.0010069-2.6191e-05i,-0.00019619-0.00046703i,0.00034738+0.00027811i,0.00015752+0.0012819i,0.00024216+0.0014054i,0.00048114+0.00081033i,0.00096717+0.00029105i,0.0016156+0.00045731i
-0.00053536+0.00016645i,-0.00084868-0.00059591i,-0.0010134-0.00056669i,-0.00020301+5.7006e-05i,0.00081247+0.00081772i,0.0013077+0.00058226i,0.0018739-0.00025155i,0.0019202-0.00065206i,0.0012308-7.6312e-05i,0.00055231+0.0004615i,-0.00024604-0.00024605i,-0.00016356-0.00049215i,0.00033231-0.00016119i,6.4621e-05+0.0001522i,0.00019958-0.0006251i,0.00010336-0.0012736i,-0.00089256-0.00021054i,-0.00081917+0.00011336i,0.00071589-0.00021705i,0.00098443+0.00047854i,-0.00018803+0.0010319i,-0.00016205+0.0014351i,0.00024413+0.0011808i
0.00023341+0.00024764i,-0.00090842+0.00027847i,-0.001782-0.00064423i,-0.0023772-0.0010745i,-0.0022669-0.00031049i,0.00019788+0.00076665i,0.0018689+0.00063403i,0.00063365-0.00039744i,-6.0044e-05-0.00082066i,-3.5802e-05-0.00038533i,-7.7599e-05+0.00046574i,0.00028913+0.00038932i,0.00014446-0.00032127i,-0.00039474-0.00016238i,-0.0017087+0.00098092i,-0.0014903+0.00077252i,-7.4567e-05+0.00065717i,8.8896e-05+0.00091928i,0.00042111+4.6956e-05i,0.00063445-0.0006085i,-8.6939e-05-0.00087628i,-0.00095146-0.00036976i,-0.00067332+0.00027593i
0.00052383+0.00070438i,6.9698e-05-0.00022568i,-2.6919e-05-0.001227i,0.00047287-0.00088222i,0.00081263-0.00031781i,0.0014785+0.00094243i,0.0015597+0.0010121i,0.00093331+9.9946e-05i,-0.00054189+4.7002e-07i,-0.0010772+0.00030824i,-0.00037676+0.0003782i,-0.00013531+0.00015874i,0.00012442-0.00010038i,0.00014845-5.5463e-05i,-0.00040043+0.00047774i,-0.00043286+0.00037447i,0.00018849-0.00017954i,0.00013321+0.00014515i,-0.00088482+0.00057293i,-0.001011+0.00063774i,-1.6381e-05+0.00070037i,0.00036008+0.00014783i,-0.00050418+0.00036295i
0.00045501+0.0001476i,0.0012587-0.00094223i,0.00084913-0.0010788i,-2.5133e-05-0.00099757i,-0.00010203-0.00066627i,0.00047774-0.00074179i,0.00091685-0.00070189i,0.0002867+0.0001155i,-0.00047651-5.7902e-06i,-0.00089077-0.00016213i,-0.00068058+0.0001312i,3.6509e-05+0.00030036i,0.00020306+7.9219e-05i,-0.00053953-3.0472e-05i,-0.00099975+0.00085758i,-0.001256+0.0013272i,-0.00089988+0.00081547i,-0.00010666+0.00017295i,0.00021109-0.00015951i,0.0001196+8.7122e-05i,-0.0002865+0.00066757i,0.0003135+0.0012007i,0.00078671+0.00095429i
-0.0006737+0.00080348i,-0.00041816+0.00096513i,-0.0014786+0.00026842i,-0.0019521-0.00053204i,-0.00084634-0.00030754i,0.00017588+0.00019322i,0.0011965-0.00060801i,0.0010714-0.0013729i,0.00031709-0.0010118i,-7.7675e-05-0.00019762i,-0.00091543-0.00043468i,-0.00091524-0.00081301i,-0.00052004-0.00032251i,-0.00069326-0.00079542i,-0.00049994-0.0014526i,-0.00040599-0.00058307i,-0.00093648+3.6458e-06i,-0.0012159-0.00067468i,-0.00013234-0.00068082i,0.0009063+6.8588e-05i,0.001308+0.0003469i,0.00060674+0.00046878i,-0.00014139+0.00031442i
-0.002314+1.1718e-05i,-0.0029126+0.00020422i,-0.0023163+3.836e-05i,-0.0010726+0.00037429i,-0.00038637+0.00012518i,-0.00045896-0.00092376i,-0.00027334-0.00079705i,0.0005852+7.2458e-05i,0.00091179+0.0005021i,0.00098934+0.00048634i,0.00011838+0.0008408i,-0.00012634+0.00071475i,0.0004039-6.0899e-05i,8.7884e-05-0.0014003i,-0.00074494-0.001734i,-0.00084585-0.0005194i,-0.00017418+0.00015489i,-0.0002086+0.0003687i,-0.00070625+0.00067198i,-0.00075534+0.0010794i,-0.0011463+0.0011453i,-0.00067929+0.00036682i,0.00051162+5.3125e-05i
0.00063331+0.0032431i,0.0012187+0.0029135i,0.0014952+0.0027049i,0.0015314+0.0016453i,0.001186+0.00028423i,0.0012316-0.00038629i,0.0014736-0.00068212i,0.00018963-0.00031987i,-0.00080792+0.00040774i,-1.2694e-05+0.00036043i,0.00028929+0.00032648i,-0.00010775+8.7812e-05i,-3.7604e-05-0.0006783i,-0.00061674-0.00041721i,-0.00078663-0.0005999i,-7.4205e-05-0.001054i,0.0007041-0.00039549i,0.0003079+0.00030088i,-0.00021491-0.00020403i,0.0006612-0.00050825i,0.00062922+6.3778e-05i,0.00016558+0.00019276i,0.00034764+0.00013055i
-0.00074991+0.0012715i,-0.0017918+0.00087944i,-0.0012816-8.4344e-05i,-0.00091313-0.0010695i,0.00018437-0.0013281i,0.0014808-0.0012525i,0.0012219-0.00070403i,0.0007175-0.000623i,0.00063927-0.00057007i,0.00062608-0.00024403i,0.00038814-0.00052351i,9.2492e-05-0.00084952i,0.00040644-0.00022364i,-0.00015317-0.0002401i,-0.0010795-0.00064282i,-0.001313-0.00031497i,-0.00052585-0.00042099i,0.00054604-0.00078809i,0.00091981-0.0001278i,0.00061645+0.00031738i,0.00049471+0.00049437i,0.0005956+0.00070606i,0.0002756+0.00038863i
-9.3467e-05+0.00029929i,0.00032296+0.00050949i,9.0218e-05+0.00051592i,-0.00070907+0.00031247i,-0.00067944+0.00036737i,0.00018558-0.00068079i,0.00026101-0.0011535i,2.2597e-05-0.00037893i,7.7764e-05+0.00065222i,-7.3419e-05+0.0010394i,-0.00014552+0.00043211i,0.00040446+0.00061826i,0.00050378+0.00053486i,0.00010094-0.00077171i,1.9085e-05-0.00026901i,-0.00067245+0.00066689i,-0.0014365-2.3476e-05i,-0.0011257-0.00080781i,0.00045449-0.0013451i,0.00069291-0.0005997i,-0.00020291+0.00021766i,-0.00026497+0.00038935i,-0.00021344+0.00073783i
0.00057468+0.00061063i,0.00031787+0.00059582i,-0.00080332+0.00017179i,-0.0010158-0.00070743i,2.8189e-05-0.0014256i,0.00083947-0.0010979i,0.0011989-0.0002396i,0.00064516-0.00016873i,-0.00031064-0.00016992i,-0.00021376+5.5241e-05i,-0.00046599+9.9769e-05i,-0.00052921+7.1213e-05i,-0.00095549+0.00019926i,-0.0021273+0.00035119i,-0.00096008+0.00071445i,0.00047078+0.00035037i,0.00095461-0.0001036i,0.00060904-0.00010621i,0.00025025-0.00061356i,1.4779e-05-0.00072099i,-0.00049521-0.00067377i,-0.00046681-0.00050418i,-0.00013837-1.8884e-05i
0.00045394+0.0017426i,-0.00078757+0.00039169i,-0.0011113-0.00086938i,-0.00037345-0.00072472i,0.00048324-0.0010073i,0.0011206-0.00084932i,0.0008175+0.0002886i,0.00057551-0.00023527i,0.00059065-0.0010194i,0.00025244-0.00055848i,-0.00049677-0.0001086i,-0.00043144+0.00049368i,0.00012307+0.00032609i,-0.00044451-0.0010723i,-0.00040458-0.00076772i,8.6917e-05+0.00048769i,4.017e-05-5.4005e-05i,-0.00019443-0.00093238i,-0.00047579-0.00063145i,-0.00045233-0.00018647i,0.00043294-0.00040486i,0.00057336-0.00026965i,0.00037451+1.3488e-05i
0.00091872-0.00050963i,0.00013173-0.00078712i,-0.00030772-0.001288i,-0.00042825-0.0008464i,-0.00026767+0.00023295i,0.00033596+0.00033461i,0.00051907-0.0003491i,0.0006196-0.00017462i,4.5604e-06+7.3977e-05i,-0.0002985+0.0001297i,-0.00055853+0.00043475i,-0.00061559+0.00021526i,-0.00023917+0.00058599i,-0.00012927+0.00052373i,-0.00023274+2.7347e-05i,-0.00033743-0.00044433i,-0.00032349-0.00052034i,-2.9879e-05+0.00011275i,-0.00013102+0.0012002i,-0.001005+0.0011169i,-0.00091323-0.00035391i,0.00011486-0.0010779i,0.00038962-0.00061159i
-0.00057139+0.00083689i,-0.0008406+0.00097065i,0.00011203+0.00064654i,0.00095666+0.0013961i,0.00093515+0.0014678i,0.0014571+0.00055315i,0.0012591+0.00017406i,0.00068652-0.0001585i,0.0010988-0.00015756i,0.0013117-0.0001147i,0.00070538-9.0344e-05i,0.00060058+0.00021474i,0.00081352+0.00040488i,0.0007969-5.021e-05i,2.949e-05-0.00024897i,-0.00053885+0.00017125i,-0.0002172+0.0002535i,0.00015801+0.00041918i,0.0004526+0.00082118i,0.00027315+0.0011288i,-0.00010922+0.0010906i,0.00021518-7.5107e-05i,0.00060411-0.0012031i
0.0012602-0.0016036i,-0.00074306-0.002957i,-0.0026392-0.0033606i,-0.0029305-0.0019787i,-0.0014505-0.00093989i,-6.5148e-05+7.4274e-05i,0.00055292+0.00076576i,0.00055371-0.00024056i,0.00026322-0.00078228i,-0.00044759-0.0008522i,-0.00074371-0.00078665i,-0.00043917-0.00053538i,5.6074e-05+8.9994e-06i,-0.00036588+0.00068922i,-0.00056241+0.00085704i,8.2457e-06+0.00073268i,-0.00018113+0.00040114i,-0.00061143+0.00045107i,-0.00053257+0.00063083i,0.0001771+0.00061194i,0.00038624+0.00053329i,-0.0002428-3.5283e-05i,0.00036674-0.00023578i
-0.0011371+0.0007122i,0.00055508+0.00062128i,0.00078653+0.00074207i,0.00042626-0.00037169i,0.0010632-0.0010826i,0.00088455-0.00075356i,0.0002334-0.00053594i,-0.00023348-0.00013746i,8.4696e-05+0.000521i,0.00036379+0.00078644i,0.00040312+0.00043053i,0.0001495+0.00016365i,0.000299+0.00017601i,0.0005389+6.5163e-05i,0.0002938-9.9126e-05i,0.00024992-0.00019229i,0.00047099-0.00019225i,-0.00012152+0.00018015i,-0.00059304+0.00077217i,-0.00029913+0.00067393i,-0.00041244-1.2582e-05i,-0.00065942-0.00051547i,-0.00066963-0.00050703i
0.0012295-0.00082127i,-0.0014081-0.0022011i,-0.0018685-0.0026165i,-0.0016834-0.0010287i,-0.0018742-0.00022299i,-0.0010591+3.9827e-05i,0.0007215+0.00021186i,0.0015993+0.00040201i,0.00074794+0.00068449i,-0.00047271+0.00076168i,-0.00084256+0.00098736i,-0.00096479+0.00096257i,-0.0013569+0.00045582i,-0.0013967+0.0011222i,-0.0010163+0.0013084i,-0.0004091+0.00022311i,3.1833e-05-0.0012075i,0.00018192-0.0012376i,0.00038891-0.00046225i,0.00036933+4.6316e-05i,-0.00014962+2.6228e-05i,-0.00073467-0.00087822i,-0.00030082-0.00074084i
0.0005604+0.00065872i,0.0016389+0.00016795i,0.0016469-0.00060189i,0.0013123-0.00089748i,0.0010429-0.00040887i,0.00046491-0.00051933i,5.8054e-05-0.00052142i,-0.00015565+0.00043064i,-0.00020357+0.00090267i,-0.00043074+0.00030733i,-0.00036147-0.00027071i,1.6655e-05-0.00048123i,-0.00024745-0.00096813i,-0.00021826-0.0013792i,0.00028646-0.0004996i,0.00037437+0.00066449i,0.00079788+0.00066153i,0.0011081-4.3968e-05i,0.00080846-0.00054996i,4.9811e-05-0.00018216i,-0.0008756+0.00058132i,-0.00039725+0.00080943i,0.00056441+6.5099e-05i
-0.00057885-0.00021913i,-0.00048442+0.00050923i,-0.0021071+0.00084661i,-0.0028429+0.00047353i,-0.0013163+0.00033567i,0.00081097+0.00038279i,0.0017028-0.00052212i,0.00078349-0.0015538i,-0.00040042-0.001262i,-0.00065869-0.00039451i,-0.00038246-3.994e-05i,-4.7776e-05-0.00022621i,-5.1959e-05+1.2637e-06i,-3.4772e-05+0.00030792i,0.000637+0.00062738i,0.0011398+0.00040308i,0.0010341-0.00036502i,0.00099276+9.9474e-05i,0.00051076+0.00076636i,0.00044525+0.00076453i,0.00036976+0.0011002i,2.1803e-05+0.0010492i,-6.9063e-05+9.6235e-05i
-0.0010253-0.00012284i,-0.0014767-0.00089411i,-0.0010445-0.0013025i,-0.00090822-0.00084317i,-0.00052186+0.00073972i,0.00059362+0.0017377i,0.00052779+0.00080446i,0.00035802-0.00022514i,0.0008503-9.475e-05i,0.0003056-0.00033268i,-0.00021204+0.00017318i,-3.2116e-05+0.00082226i,0.0001009+0.0002506i,0.00060076+0.00020866i,0.00087383+0.00013353i,0.00063822-8.167e-05i,0.00060404-0.00022854i,0.00093761+3.923e-05i,0.00014361+0.0010774i,-0.0005868+0.00024719i,-8.2737e-05-0.00072166i,0.00012982-0.00065848i,-2.8615e-05-0.0007851i
-0.00043545-0.0013505i,-0.00040967-0.00027945i,-0.0020163-0.00033454i,-0.0016649-0.00040038i,0.00029694+0.00015466i,0.0027603-6.4571e-05i,0.003322+0.0001966i,0.0016891+0.0005768i,0.00067999+0.00010709i,0.0010024-0.00031449i,0.00096114-0.00010013i,0.00042503-0.00050425i,0.00065246-0.0010818i,0.00074235-0.00065523i,0.0005416-3.9033e-05i,0.00035359+0.00039318i,9.3685e-05+0.00047332i,-0.00057047+0.00013401i,-0.0010018+0.00066695i,-0.00091949+0.00060294i,-0.00065044+0.0003661i,-0.00037763+0.0011384i,9.8748e-05+0.0011393i
0.00055893+0.0019136i,0.00067626+0.0019293i,0.00047568+0.0015548i,7.6473e-05+0.0012686i,-0.00051263+0.00086522i,7.0299e-05+0.0007222i,0.0011842+0.00031694i,0.00078935-0.00025263i,0.00053234-0.00039031i,0.00020913+0.00042004i,6.4717e-05+0.00073227i,2.0314e-05+2.3345e-05i,-0.00056511-0.00010986i,-0.00111+0.00011721i,-0.0001663+0.00073783i,0.00040936+0.00082043i,-0.00014739-0.00025135i,-0.0006001-0.0010963i,-0.0010858-0.00085732i,-0.00056897+0.00042504i,-2.2582e-06+0.0014116i,0.0001294+0.0010263i,0.00034709+9.2282e-05i
-0.00033902+0.00037259i,-0.00068702-0.0014692i,-0.00061338-0.0023525i,-0.00090641-0.0026074i,-0.00058855-0.0019719i,0.00029114-0.0011036i,0.00066587-0.00074565i,0.00045698-0.00068953i,-5.4674e-05-0.00032059i,-0.00045977+8.3579e-05i,-0.00049595+0.00053252i,-8.8769e-05+0.00081093i,0.00022867+0.00034628i,0.00038278-0.00021552i,-0.00040463-0.00049367i,-0.0006069-0.00039837i,0.00039275+0.00020755i,-8.8339e-05+0.00065511i,-0.0011531+0.00015025i,-0.00095655+0.00025147i,-0.00029943+0.00013352i,0.00029448-1.5718e-05i,0.00043193-0.00032354i
0.00062592+0.00045364i,0.00026365+0.00033977i,-0.00071919-0.00059705i,-0.0011706-0.00048835i,-0.00064193+0.0003429i,0.00058103+0.00065223i,0.0005642+0.00014977i,-4.4245e-05-0.00035577i,4.6222e-05+0.0005069i,-0.00013122+0.00052271i,-0.000567-0.00021196i,-0.00015785+0.00033207i,2.2082e-05+0.00055676i,-0.00054806+0.00024431i,2.7457e-05+0.0004247i,0.00068225+0.00044702i,0.00044735-0.00043146i,2.4651e-05-0.00094385i,-0.00025613-0.00047168i,-0.00030552+2.8438e-05i,-0.00029427+0.00068169i,-0.00023515+0.00054188i,-0.00030504+0.00040044i
0.00020051-0.0010359i,-0.001094-0.000714i,-0.0034505-0.00083912i,-0.0029606-0.00054026i,-0.0018113+0.00057965i,-0.00059174+0.00016033i,0.00065521-0.000366i,0.00083246-0.00092097i,0.0005143-0.00035745i,-0.00047246+0.0008858i,-0.0011655+0.00075168i,-0.00092954+0.00050311i,-0.0007189+0.00023488i,-0.00066953+6.9757e-05i,-0.00088371+0.00048661i,-0.00073786+0.00073656i,-0.00018624+0.00063208i,-5.2968e-05+0.00044655i,0.0001538+0.00039108i,4.6125e-05+0.00085787i,-0.0005408+0.00025558i,-0.00040046-0.00016891i,0.00025204+0.00033543i
0.00095523+0.00065727i,0.0010823-0.00089558i,0.0014899-0.00054243i,0.00097533+0.00034514i,0.00066364+0.00022748i,0.00024297-9.7473e-05i,7.6781e-05-0.00016873i,-0.00018182-1.0737e-06i,-0.00059762+2.8024e-05i,-0.00054473-0.00043305i,-0.0014292-0.00065118i,-0.0015644-0.00058638i,-0.0010064-0.00032165i,-0.0015657-0.00022527i,-0.0015162-7.0562e-05i,-0.000763+0.00052994i,-0.00016036+0.00037885i,-0.00014917-0.00054295i,3.4789e-06-0.00066949i,0.0002856-0.00047659i,0.00045807+0.00057196i,0.00013372+0.00093978i,-6.0853e-05+0.00013745i
