0.0019432-0.00016545i,0.002631-0.0018042i,0.00023609-0.002814i,-0.0017982-0.0025433i,-0.0022236-0.0016996i,-0.0022755-0.00016644i,-0.00060932+0.0017052i,0.0014074+0.0022422i,0.0027003+0.0010476i,0.00195-7.9439e-05i,0.00024031+7.2591e-05i,-0.00033998-0.00034427i,-0.00071867-0.00056377i,-0.00105-2.5185e-05i,-0.00083809+0.0001421i,-0.00083592-0.00024112i,-0.0009225-0.00024336i,-0.00056376+0.00030869i,-0.00032817+0.00012044i,-0.00023895+0.0003348i,-0.00017459+0.0011071i,-0.00050288+0.00077793i,-0.00065191+9.8893e-05i
0.00070031-0.0026842i,0.0053574-0.0047855i,0.039295-0.002395i,0.12211+0.019405i,0.2362+0.051051i,0.30822+0.058296i,0.25973+0.035787i,0.13249+0.0093881i,0.038247-0.0053681i,0.0030855-0.008856i,-0.0064356-0.0056411i,-0.005804+1.3082e-05i,-0.00086357+0.0033278i,0.00037601+0.0042882i,-0.0022848+0.0065526i,-0.0049417+0.0084368i,-0.0070627+0.0062674i,-0.008187+0.0029863i,-0.0085999+0.0012521i,-0.0087138+0.0013119i,-0.0076639+0.0016001i,-0.0044918+0.0021461i,-0.0022032+0.0022048i
0.001827-0.00040164i,-0.0051025+0.0028861i,-0.03662-0.0029713i,-0.11558-0.036986i,-0.22408-0.094037i,-0.29217-0.13072i,-0.25069-0.11188i,-0.1348-0.06034i,-0.04592-0.023216i,-0.011545-0.010154i,-0.00077855-0.007765i,0.0021945-0.0070806i,-0.00016014-0.0066779i,-0.0012866-0.0067841i,0.0019461-0.0087839i,0.0050039-0.0091288i,0.0050283-0.006409i,0.0045996-0.0044105i,0.0058418-0.004988i,0.0064771-0.0066321i,0.0049062-0.0080542i,0.0018259-0.0086747i,8.7168e-05-0.0066176i
-0.0013406-0.0035676i,0.0050193-0.0036095i,0.035997+0.0063306i,0.11282+0.046659i,0.21457+0.11366i,0.27248+0.16144i,0.23416+0.14175i,0.13834+0.074632i,0.0637+0.025936i,0.030986+0.0082661i,0.0164+0.0028742i,0.0079669+0.001101i,0.0052499+0.00070325i,0.0031589+0.0032379i,0.00060412+0.0075204i,-0.00086264+0.0089428i,-0.0016978+0.0073805i,-0.00090784+0.0053204i,-0.00049492+0.0042667i,-0.0011728+0.0054632i,-0.00041039+0.0070709i,0.0011675+0.0068221i,0.00060822+0.0043902i
-0.0010174+0.0033326i,-0.0060623+0.0052214i,-0.033583-0.005872i,-0.10181-0.055673i,-0.19257-0.13872i,-0.23596-0.18775i,-0.19386-0.15336i,-0.11482-0.074271i,-0.054809-0.016713i,-0.026099+0.0044314i,-0.012347+0.0084576i,-0.0050869+0.00803i,-0.0033926+0.0053632i,-0.0013303+0.0010028i,0.00073212-0.0031526i,0.0012667-0.00477i,0.0013631-0.0026216i,0.0013751-0.0012486i,0.0017721-0.0018105i,0.0011602-0.0020743i,0.00039655-0.002308i,7.0082e-05-0.0023568i,0.00064605-0.0018521i
-0.0022379+0.0017777i,0.0041127+0.0011213i,0.030657+0.013749i,0.088729+0.063732i,0.1558+0.15266i,0.18453+0.20782i,0.14954+0.16789i,0.085243+0.08156i,0.037627+0.020436i,0.013942-0.00308i,0.00064045-0.008929i,-0.0065025-0.0091339i,-0.0075322-0.0054588i,-0.0069946-0.00079379i,-0.0059248+0.0033462i,-0.0045411+0.0044888i,-0.0038652+0.0029341i,-0.0036982+0.0017763i,-0.0040842+0.001232i,-0.0047306+0.0013221i,-0.0040698+0.0014484i,-0.0029322+0.0014593i,-0.002676+0.0012953i
0.00045947+0.003225i,-0.0027011+0.0045571i,-0.023459-0.0084175i,-0.072314-0.064471i,-0.12355-0.16231i,-0.14173-0.23133i,-0.11576-0.19656i,-0.067206-0.10078i,-0.029065-0.035124i,-0.0099439-0.012502i,0.0011232-0.005893i,0.0074592-0.0019704i,0.0063838-0.0017425i,0.0038786-0.0037545i,0.0042889-0.004585i,0.0052002-0.0042053i,0.0051813-0.003412i,0.0043982-0.0027749i,0.0043394-0.0026654i,0.0057371-0.0031779i,0.0065106-0.0045369i,0.0058074-0.0044727i,0.0048493-0.0019535i
-0.0029787+4.6509e-05i,0.0017307-0.00016577i,0.021842+0.014012i,0.064629+0.068845i,0.10733+0.15866i,0.11038+0.21827i,0.081269+0.18526i,0.052221+0.097654i,0.030644+0.038185i,0.016694+0.017562i,0.0079681+0.0096119i,0.0030235+0.0041411i,0.001432+0.001389i,0.00035243+0.0029051i,-0.0023635+0.0059749i,-0.0044659+0.0062472i,-0.0038139+0.0049305i,-0.0028709+0.0046209i,-0.0029406+0.0045152i,-0.0040252+0.0041401i,-0.0055499+0.0039981i,-0.0057701+0.002656i,-0.0052206+0.0011522i
0.0021855+0.00065043i,-0.0027522-0.0001986i,-0.019486-0.014303i,-0.048888-0.068525i,-0.075187-0.16055i,-0.068625-0.21003i,-0.04296-0.16861i,-0.028762-0.091032i,-0.022104-0.036308i,-0.017268-0.013329i,-0.011487-0.0051509i,-0.0059347+0.00049859i,-0.0030707+0.0030932i,-0.0004597+0.001218i,0.0016339-0.0015335i,0.0018971-0.0028929i,0.0017671-0.0033534i,0.0016269-0.0032386i,0.001947-0.0030981i,0.0028874-0.0028189i,0.0038507-0.00314i,0.0049056-0.0033174i,0.0047285-0.001299i
-0.0034283+0.00056934i,-0.00025441+0.0019845i,0.012747+0.01566i,0.033501+0.065628i,0.037925+0.1511i,0.02378+0.19892i,0.013619+0.16096i,0.011337+0.088022i,0.011145+0.0352i,0.010523+0.011045i,0.0078776-0.00085652i,0.0033809-0.008256i,-0.00044764-0.0080398i,-0.0024133-0.0032188i,-0.0034571+0.001218i,-0.0039078+0.0035603i,-0.0027005+0.0047723i,-0.001539+0.0043711i,-0.002707+0.0024894i,-0.0045183+0.0017714i,-0.0052492+0.001163i,-0.0049903-0.0005334i,-0.0047533-0.0018731i
0.0010493+0.00061872i,-0.0017675+0.00044795i,-0.011851-0.014023i,-0.0264-0.063627i,-0.023508-0.14105i,-0.0050731-0.18845i,-0.0019905-0.15881i,-0.0088893-0.089001i,-0.0087357-0.038865i,-0.0042946-0.015989i,-0.00041405-0.0028272i,0.0020793+0.0055056i,0.0024873+0.0053535i,0.0018661+0.00046211i,0.0022407-0.0024085i,0.0022823-0.0030734i,0.0018348-0.0036888i,0.001394-0.0040306i,0.0019562-0.0028884i,0.0043105-0.00088811i,0.0057048+0.00071586i,0.0057641+0.0022891i,0.0060503+0.0037908i
-0.0011919-0.0023665i,0.0013215-0.0013i,0.0075158+0.012611i,0.017953+0.056139i,0.015964+0.12055i,-0.005656+0.15189i,-0.010435+0.12196i,0.0055098+0.068178i,0.011598+0.031651i,0.0072616+0.014886i,0.0005616+0.0050263i,-0.0024884-0.001339i,-0.0012078-0.0014498i,-1.9101e-05+0.0021293i,-0.00044497+0.0037928i,-0.0014972+0.0037138i,-0.00179+0.0035319i,-0.00086931+0.0032358i,-0.00092367+0.002488i,-0.0034792+0.0010126i,-0.006544-0.0017993i,-0.0080516-0.0047106i,-0.0082701-0.0053384i
0.00034044+0.0013047i,-0.0010989+0.0020142i,-0.0051989-0.0076132i,-0.0062927-0.046803i,0.0073875-0.10897i,0.029281-0.13034i,0.029018-0.095636i,0.0093578-0.053864i,-0.0019329-0.02511i,-0.0011174-0.010479i,0.0011163-0.0042813i,0.00071014-0.00060563i,-0.00092991+0.00025554i,-0.0017102-0.001144i,-0.00042029-0.0013899i,0.0016734-0.0015314i,0.0018129-0.0026789i,0.0005432-0.0030422i,0.0012019-0.0016248i,0.0038075+0.00064318i,0.00673+0.0027416i,0.0076729+0.0035238i,0.0073983+0.0032999i
-0.0029517-0.0026452i,-0.0020713-0.0012407i,2.4208e-06+0.0099554i,-0.0037712+0.041438i,-0.03012+0.089475i,-0.054972+0.11121i,-0.044757+0.086088i,-0.021525+0.047759i,-0.0087997+0.021941i,-0.0040796+0.010033i,-0.00099799+0.004099i,0.0012069+0.00031123i,0.0023291-0.0011374i,0.0017205-0.0011932i,-0.00048357+0.00033588i,-0.0017673+0.0029574i,-0.0021246+0.0043604i,-0.0018151+0.003181i,-0.0020321+0.0010844i,-0.0040262-0.00055349i,-0.0060834-0.0026143i,-0.0058906-0.0039293i,-0.0036266-0.0038651i
0.00096109+0.0019998i,0.00062115+0.0025232i,0.00083891-0.0072279i,0.0058506-0.037669i,0.02693-0.07862i,0.050897-0.098858i,0.043501-0.08471i,0.022432-0.053091i,0.012227-0.02725i,0.0074058-0.014597i,0.0027302-0.0071095i,-0.00094351-0.0006314i,-0.0029237+0.0020225i,-0.0027634+0.00039585i,-0.00062016-0.0012553i,0.00088725-0.002256i,0.0016739-0.0028799i,0.0020877-0.0018106i,0.0027401+0.00063331i,0.0046688+0.0027143i,0.0057752+0.0033343i,0.0042491+0.0048131i,0.0025282+0.0061644i
0.00059547+0.0028626i,0.0026052+0.0016971i,0.003921+0.0064477i,-0.00024433+0.028619i,-0.016618+0.059482i,-0.036969+0.067325i,-0.032489+0.056325i,-0.013563+0.041148i,-0.004878+0.024936i,-0.0019028+0.01275i,0.0012041+0.0033185i,0.0041096-0.0026951i,0.0044081-0.0037556i,0.0031705-0.00095959i,0.0012663+0.0014589i,-0.00076879+0.0032324i,-0.0013658+0.0048092i,-0.0013835+0.0036836i,-0.0024512+0.0018489i,-0.0044461-0.00055952i,-0.0057352-0.0036981i,-0.0054931-0.0064381i,-0.0051077-0.0074839i
8.5766e-05-0.0013332i,0.00097038-0.0015074i,0.0017633-0.0054185i,0.0087301-0.021123i,0.028666-0.045649i,0.040917-0.049193i,0.02906-0.037862i,0.012184-0.030516i,0.003696-0.018387i,0.00026001-0.0064524i,-0.0014789+0.0010431i,-0.0029415+0.0040156i,-0.0040167+0.0040675i,-0.0038209+0.0028585i,-0.0025906+0.0013632i,-0.00088133+0.00040327i,0.00033688-0.0012053i,0.00029526-0.0015934i,0.0010765-0.00090912i,0.0026595+0.00075278i,0.0036432+0.0042073i,0.0049014+0.0063806i,0.0052331+0.0055432i
0.0018175-0.0004196i,-0.00086696-0.0017999i,-0.0036186+0.0019086i,-0.011887+0.013843i,-0.036753+0.027163i,-0.053136+0.030927i,-0.036927+0.027761i,-0.015828+0.021648i,-0.0058097+0.010284i,-0.0031912+0.00061628i,-0.00175-0.0041698i,0.00032248-0.0053132i,0.002129-0.0030278i,0.0032967-0.0021584i,0.0030844-0.0017417i,0.0011992-1.1745e-05i,-0.0010173+0.0010249i,-0.0010772+0.0010612i,-0.00124-0.00072041i,-0.0029749-0.0028373i,-0.0043611-0.0038777i,-0.0052627-0.0038872i,-0.0048416-0.0026176i
0.0023219+0.0010801i,0.0033528+0.0013432i,0.0078782-0.003022i,0.015236-0.016105i,0.029138-0.030395i,0.041856-0.034668i,0.034227-0.031838i,0.019292-0.021777i,0.013182-0.0090305i,0.010676-0.0017396i,0.0064721+0.00064058i,0.001326+0.0012557i,-0.0021164+0.0012711i,-0.0032443+0.0019314i,-0.0021238+0.0028394i,0.00094815+0.0021728i,0.0030356+0.0012357i,0.001977+0.00099967i,0.0009679+0.002363i,0.0023124+0.0037307i,0.0039385+0.0042125i,0.0035441+0.0041232i,0.0024113+0.0025341i
0.0019848-0.00038413i,-0.00025976+0.000247i,-0.0038972+0.00085083i,-0.010783+0.0066746i,-0.021529+0.017802i,-0.029604+0.018503i,-0.025458+0.018332i,-0.017246+0.018927i,-0.012775+0.011433i,-0.0077538+0.0057807i,-0.0025137+0.0038825i,0.0008454+0.0027226i,0.0028596+0.0013307i,0.0032337-0.00078582i,0.0013591-0.0016299i,-0.00054609-0.0010546i,-0.001679-0.00099402i,-0.0020501-0.0014226i,-0.002498-0.0023888i,-0.0035828-0.003255i,-0.003232-0.0039405i,-0.0024711-0.0044221i,-0.0023584-0.0035981i
9.3477e-05-0.0020272i,-0.00018429-0.0018751i,0.00092408-0.003241i,0.0064678-0.0072949i,0.019709-0.012539i,0.024325-0.011991i,0.017874-0.013433i,0.014932-0.018321i,0.011308-0.013758i,0.0044327-0.007031i,-0.0014376-0.0043332i,-0.0045215-0.0018732i,-0.0053429+0.0011837i,-0.0041+0.0029917i,-0.0019754+0.0032462i,5.3146e-05+0.0023327i,0.0015337+0.0010028i,0.0019697+0.00091015i,0.0021272+0.0016798i,0.0028349+0.0020397i,0.0029334+0.0033986i,0.0025804+0.0048974i,0.0028009+0.0040349i
-0.0023658+0.00030231i,-0.0023157+0.0019709i,-0.0040072+0.0047296i,-0.0093628+0.006707i,-0.02035+0.0026857i,-0.025266+0.0019729i,-0.017439+0.009488i,-0.011256+0.013287i,-0.0061941+0.0082122i,0.00056991+0.0018995i,0.0053188-0.00097818i,0.0059399-0.002806i,0.0054355-0.0038723i,0.0052137-0.0040884i,0.0035201-0.0042445i,0.00082706-0.0029971i,-0.00078548-0.00052494i,-0.00038407-0.00011306i,8.5382e-05-0.0011792i,-0.0010976-0.0012888i,-0.0025474-0.0018329i,-0.003428-0.0029039i,-0.0031321-0.0024347i
-0.0023227+0.0025969i,-0.0010756+0.0027763i,0.0035931+0.0028325i,0.010542-0.0014998i,0.016089-0.0066142i,0.019643-0.0099519i,0.01645-0.015281i,0.01082-0.014611i,0.0072247-0.0057686i,0.0037563+0.001516i,0.0013587+0.0032256i,-0.00094679+0.0026278i,-0.0034055+0.0027364i,-0.0042946+0.003575i,-0.0032379+0.0041128i,-0.0012324+0.0039017i,7.7304e-05+0.0033815i,4.2628e-05+0.0033077i,-0.00010371+0.0031512i,0.00088514+0.0033927i,0.0024004+0.0031245i,0.0024603+0.0019839i,0.0020526+0.0011007i
-0.0019853+0.0016464i,-0.0017061+0.001981i,-0.0011531+0.00015097i,-0.0027766+0.00037329i,-0.0074366+0.0039726i,-0.0080819+0.0036158i,-0.006653+0.0054798i,-0.0080659+0.0078458i,-0.0078515+0.0026072i,-0.0045807-0.0020483i,-0.0013841-0.0023393i,0.0013774-0.0012137i,0.0029346-0.0021382i,0.00284-0.0047786i,0.0015414-0.0056764i,0.00040633-0.0043745i,0.00063059-0.0031759i,0.00096248-0.002952i,-0.00031663-0.0034403i,-0.0020622-0.0030072i,-0.002351-0.0018447i,-0.001698-0.00074337i,-0.0017185+0.00041941i
0.00048343+0.0029156i,0.0026736+0.0032227i,0.0046916+0.0021294i,0.0066209+0.00074733i,0.0091194+0.00082093i,0.0060749+2.9961e-05i,0.0027946-0.0032209i,0.0076827-0.0041596i,0.0091722-0.0015154i,0.005148-0.00074985i,0.0012068-0.0014679i,-0.0015437-0.00038903i,-0.0031427+0.0022135i,-0.0034154+0.0049196i,-0.0022881+0.0068723i,2.962e-05+0.0069971i,0.0010924+0.0056278i,0.00071308+0.004034i,0.0011209+0.0038466i,0.0024968+0.0038704i,0.002344+0.0026973i,0.0019456+0.0019859i,0.0021329+0.001089i
-0.0018347-0.0025267i,-0.0026984-0.0017196i,-0.0048477-0.0018652i,-0.0060821-0.0024455i,-0.0053408-0.004839i,-0.0067006-0.0046167i,-0.0087466+0.0012462i,-0.011228+0.0024683i,-0.0089705+0.00028836i,-0.0025666+0.00019691i,0.001235-0.00023994i,0.0021237-0.002277i,0.0017409-0.0035747i,0.00068409-0.0040481i,0.00012893-0.0046517i,-0.00069767-0.0047428i,-0.00095616-0.0039963i,0.00070658-0.0030799i,0.00054798-0.0026208i,-0.0011964-0.002579i,-0.0022769-0.0018321i,-0.002346-0.00064026i,-0.0023645+0.00094792i
0.0012557+0.0010621i,0.0016992-0.00067977i,0.0022381-0.0006792i,0.0042776-0.00025054i,0.0048106-0.0036641i,0.0061269-0.0065442i,0.010659-0.0096204i,0.013061-0.0094819i,0.0099992-0.0047429i,0.0037188-0.0010127i,-1.721e-05-9.0826e-05i,-0.00010426-0.00053664i,-0.00035722+0.0003318i,-0.0014402+0.0023046i,-0.0012552+0.0033687i,9.3243e-05+0.0034871i,0.00025306+0.0030579i,-0.00059092+0.003449i,-0.00041588+0.0030639i,0.00074594+0.00091641i,0.0019906+0.00035878i,0.0031156-0.00022812i,0.003229-0.0018028i
0.00020995+0.0019915i,-1.3104e-06-1.6588e-06i,0.0024349-0.0025498i,0.0035435-0.0037897i,0.0022587-0.0027307i,0.0013441+0.0015447i,-0.00039794+0.0073471i,-0.0032081+0.0089814i,-0.0022524+0.0043782i,0.00069206+0.00064151i,0.0015886+0.00098508i,0.0012248+0.0022699i,0.00096428+0.0012502i,0.0014315-0.0011572i,0.0015138-0.0023399i,0.0015324-0.0028318i,0.0021633-0.0029501i,0.0020277-0.0026438i,0.00035209-0.0027178i,-0.0013665-0.0026843i,-0.0021631-0.0011939i,-0.0023122+0.00035214i,-0.002255+0.0011594i
-0.00052719-0.0011356i,-0.0013317-0.00010233i,-0.0022896+0.0022615i,-0.0032628+0.0023675i,-0.0046404+0.0018618i,-0.0070961-0.00015728i,-0.0073498-0.004014i,-0.0031239-0.0030212i,-0.00088774+0.00029036i,-0.0021988+0.0013581i,-0.0037342+0.0002386i,-0.0038332+0.0001172i,-0.0034854+0.0024807i,-0.0033469+0.0040923i,-0.002648+0.0051456i,-0.0017559+0.0060106i,-0.0014358+0.0055668i,-0.00089982+0.0040383i,-0.00029718+0.0031365i,0.000703+0.0036804i,0.0021431+0.0025503i,0.0028868+0.00060204i,0.002919+9.526e-05i
0.0012338-0.0017944i,-0.00021029-0.0017172i,-0.0020218-0.0034465i,-0.0019421-0.0047471i,0.00087866-0.0053948i,0.0012275-0.0060199i,-0.0023627-0.0053145i,-0.0051413-0.0066648i,-0.0037665-0.0078616i,-0.00020761-0.0063266i,0.0020237-0.0044325i,0.00184-0.003592i,0.00097573-0.0041331i,0.00063645-0.0061386i,0.00081662-0.0071372i,0.00070509-0.0061839i,0.00083111-0.0046847i,0.00061475-0.0029687i,-0.00059018-0.0022158i,-0.0019105-0.0022196i,-0.00327-0.0011914i,-0.0041905-0.00016784i,-0.0043123+0.0006276i
-0.004308+0.0017086i,-0.00078631+0.0028065i,0.0010859+0.0044721i,0.001499+0.0030972i,0.0012878-0.0015464i,0.0038105-0.0044344i,0.010076-0.0046992i,0.013698-0.0021413i,0.010945+0.0016831i,0.0063241+0.0031256i,0.0037398+0.0018998i,0.0034499+0.001252i,0.0036499+0.0023131i,0.0024286+0.0034586i,0.0008826+0.0048333i,5.5061e-05+0.0057023i,-0.00051948+0.0047444i,-0.00045605+0.0030719i,0.00041937+0.0020687i,0.0022134+0.0016461i,0.0036364+0.0014638i,0.0040178+6.5415e-05i,0.00377-0.0017605i
-0.0027279+0.0013091i,-0.002566+0.0032059i,-0.00097734+0.004631i,0.0014611+0.0041176i,0.0027785+0.0038272i,0.0023418+0.0069298i,-0.0021514+0.0097859i,-0.0067862+0.0074261i,-0.0052315+0.002642i,-0.00079912+0.0014692i,0.00066965+0.0031656i,-0.0018129+0.0032716i,-0.0031486+0.0021037i,-0.0029476+0.0012125i,-0.0025372-0.00045607i,-0.0013557-0.0015764i,0.00011584-0.0018848i,0.0013569-0.0014405i,0.0014611-0.00072953i,0.0012695-0.0014912i,-0.00043417-0.0011965i,-0.0023122+0.00045714i,-0.0021737+0.0010233i
-0.0031801+0.00014903i,-0.0034839+0.00098761i,-0.0036215+0.0010345i,-0.0032132-0.0001353i,-0.0057639-0.0022992i,-0.00894-0.0071816i,-0.0085866-0.0099818i,-0.0051851-0.0060239i,-0.003861-0.0016479i,-0.0048823-0.0017055i,-0.0042966-0.0035994i,-0.0026123-0.00436i,-0.0016986-0.0039294i,-0.0018976-0.0023579i,-0.0019356+0.00042537i,-0.0012581+0.0023835i,-0.00073425+0.0035183i,-0.0011788+0.0035459i,-0.0014729+0.0021331i,-0.00094483+0.0017199i,0.0007417+0.0018382i,0.0030771+0.00059836i,0.0033368-0.00029226i
-0.0037848+1.5102e-05i,-0.0026097+0.0020863i,-0.00068011+0.0026686i,0.0016309+0.0028429i,0.0053015+0.0038911i,0.0066383+0.0019394i,0.0041414-0.0027404i,0.0017804-0.0074284i,0.0029295-0.008287i,0.0051965-0.0042488i,0.0055768-0.0012943i,0.0045213-0.0013508i,0.0033302-0.0014984i,0.0023669-0.0028573i,0.0019939-0.0044993i,0.0014771-0.004344i,0.0014409-0.0029904i,0.0016069-0.0013229i,0.00099258-0.0009946i,-0.0001208-0.0017218i,-0.0017783-0.0022918i,-0.0030486-0.0019205i,-0.0029993-0.0012263i
-0.00097527-0.0020989i,-0.0019156-0.00043368i,-0.0029356+0.00043213i,-0.0037737-0.0003798i,-0.0042901-0.0031345i,-0.0018848-0.003706i,0.0051654-0.0011218i,0.010142+0.0024215i,0.0070639+0.004163i,0.0019876+0.0038892i,0.00067547+0.0044029i,0.00047701+0.0048891i,3.0603e-05+0.0045429i,0.00026493+0.0042495i,-0.00010986+0.0047642i,-0.00038653+0.0045888i,-0.0006983+0.0040903i,-0.00056848+0.0035548i,0.00019855+0.0021577i,0.00038972+0.001744i,0.00058668+0.0019597i,0.0018067+0.00045865i,0.0031818-0.00033223i
-0.00049963+0.00027101i,-0.00062419+0.00084895i,0.00037545+0.00035923i,0.001803-3.7495e-05i,0.0012309+0.0012287i,-0.0012125+0.0049724i,-0.0048958+0.0071525i,-0.0068608+0.0056155i,-0.0047265+0.0030991i,-0.0026459+0.00097853i,-0.0026122+0.00025946i,-0.0032897+0.00013222i,-0.0043185-0.00061468i,-0.0031388-0.0014026i,-0.00041515-0.0018168i,0.0012317-0.0018309i,0.0017058-0.001388i,0.0014604-0.00086194i,0.0010449-0.00078571i,2.4797e-05-0.0011365i,-0.0015471-0.0016494i,-0.0025213-0.0020329i,-0.003206-0.0017212i
9.7351e-06-2.9245e-05i,0.00029781+0.0002653i,0.00065521+0.00016885i,0.00062878-0.0020446i,-0.0016234-0.0065238i,-0.0044551-0.010237i,-0.0044828-0.010227i,-0.0025971-0.0057088i,-0.001547-0.0012925i,-0.001077-0.0015627i,-0.0009966-0.0029946i,0.00014862-0.00306i,0.0015584-0.0030497i,0.00065869-0.0019799i,-0.00074996+0.00052582i,-0.0014765+0.0024114i,-0.0015785+0.0025884i,-0.0022566+0.0014367i,-0.0020664+0.00020976i,-0.0013639+0.00060088i,-0.00054447+0.0014011i,0.0010573+0.001639i,0.0025215+0.001578i
-0.0001633-0.00020255i,-0.00010861-0.0010855i,-0.00039777-0.0022183i,0.00047771-0.000968i,0.0015705+0.00098554i,0.0023977+0.00041864i,0.0024653-0.002695i,0.0022807-0.0060435i,0.0032565-0.0056035i,0.0039854-0.0029679i,0.0031626-0.0013984i,0.0011588+0.00023109i,0.00039884+0.0022777i,2.2517e-05+0.0024885i,-6.936e-05+0.00084857i,0.00065692-0.00016464i,0.0010111-0.00018209i,0.00094946+0.00038976i,0.0011684+0.00057226i,0.0010943-0.00087463i,1.3181e-05-0.0016866i,-0.0011177-0.001984i,-0.0015869-0.0013935i
-0.00025959-0.00033115i,6.9968e-05-0.00070443i,-4.0783e-05-0.0015196i,-0.00029784-0.0030338i,-0.00067116-0.0045488i,0.0010106-0.0042534i,0.0059702-0.0012929i,0.0078542+0.002527i,0.0046905+0.0030292i,0.0011104+0.0013898i,-0.00034565+0.00039892i,-0.00014031+0.00030328i,-0.00034975+0.00026752i,-0.00063251-0.00025517i,2.4196e-05+0.00017841i,0.00020548+0.00075597i,-0.0004391+0.00076409i,-0.00080625+0.00047662i,-0.00050129+0.0001726i,-0.00019484+0.00049691i,0.00026107+0.0013495i,0.0014617+0.0017022i,0.0016671+0.0012667i
-0.001725-0.00015604i,-0.0010741+0.0014631i,-0.0016053+0.0019845i,-0.00039119+0.00065965i,0.00033854+0.00033429i,-0.00048199+0.0031027i,-0.0021107+0.0046637i,-0.002028+0.0031993i,0.0002777+0.0017319i,0.0015765+0.0016982i,0.00088002+0.0013263i,0.00033136+0.00094567i,5.554e-05+0.00043994i,-0.00020418-6.2875e-05i,-0.00024186+0.00038065i,0.0005824+0.00062266i,0.0012569+0.00080204i,0.0013099+0.00094736i,0.0011095+0.00075614i,0.00061152+5.9613e-05i,0.00033883-0.0010712i,-0.00030535-0.0017843i,-0.00036003-0.0014624i
-0.0012861-0.00036075i,-0.0028855-6.7127e-05i,-0.0044381+0.00029817i,-0.0041917-0.00044992i,-0.0032256-0.0034456i,-0.0037721-0.0061166i,-0.0042296-0.0060784i,-0.0047309-0.0038478i,-0.0044819-0.0014883i,-0.0024131-0.00056772i,-0.00096862-0.0011307i,-0.0011164-0.0010973i,-0.0012667-0.0012503i,-0.0010196-0.0016707i,-0.0014296-0.00056923i,-0.0016336+0.00070457i,-0.0016395+0.0011601i,-0.0011927+0.00083013i,-0.00076599+0.00082762i,-0.0011118+0.0012675i,-0.00060057+0.0016716i,0.001148+0.0024611i,0.0014395+0.0023121i
-0.0015058+0.00011801i,-0.0021088+0.0015651i,-0.0019057+0.0022731i,-0.00046675+0.002761i,-9.5496e-06+0.0029656i,0.00048779+0.00077069i,0.0019304-0.0040139i,0.0022241-0.0062048i,0.0019322-0.0044668i,0.0024985-0.0024326i,0.002326-0.0014673i,0.0010949-0.00094579i,-0.00037287-0.00010703i,-0.00065961+0.00075816i,0.0005512-0.00019202i,0.0014233-0.00079321i,0.00035605+2.696e-06i,-4.1684e-05+0.00032325i,0.00046966+8.1559e-05i,0.00028658-0.0005293i,-0.00041593-0.0011958i,-0.00073927-0.0015774i,-0.0007396-0.001488i
-0.0010065-0.00099416i,-0.00017393-0.0018646i,0.0013526-0.0012242i,0.0015111-0.00050639i,0.0023508-0.0020995i,0.004647-0.0030116i,0.0062174-0.00018906i,0.0055665+0.0036945i,0.0042115+0.0040516i,0.0025559+0.0019229i,0.0011531+0.00070732i,0.0016463-0.00036193i,0.0017853-0.00050802i,0.0010547+0.00050561i,6.2128e-05+0.0010927i,-0.00071961+0.0010723i,-0.00067506+0.00042175i,-0.00072902-0.00023094i,-0.00082423-0.00041839i,-0.00015781+0.00013406i,0.00061044+0.00093484i,0.00125+0.00096459i,0.0010432+0.00082788i
-2.743e-05+0.00033558i,0.00058903+0.0012088i,0.0011996+0.00062176i,0.0011905-0.001078i,0.0005298-0.00070216i,-0.0018246+0.001677i,-0.003913+0.0031281i,-0.0027272+0.0030953i,-0.00067393+0.0023278i,0.00057831+0.00096196i,0.00097902+0.00042748i,-0.00021113+0.0017688i,-0.0018113+0.0026443i,-0.0019632+0.0024192i,-0.00044878+0.0021016i,0.00064208+0.0017545i,0.00058449+0.0017715i,0.00087426+0.0018883i,0.0012301+0.0017874i,0.0014571+0.00012787i,0.0011692-0.0012723i,0.00019588-0.00079772i,-0.00017796-0.00040324i
0.00026023-0.00034682i,-0.00028937+0.00065361i,0.00018486-0.00077833i,0.00021914-0.0030193i,-0.0013671-0.0063496i,-0.0029688-0.007849i,-0.0032213-0.0061556i,-0.0036839-0.0043988i,-0.0039623-0.003294i,-0.0028135-0.0025583i,-0.0020905-0.0024905i,-0.0010935-0.0027159i,0.00055275-0.0028781i,0.00069866-0.0021178i,-0.00037033-0.00091772i,-0.0007933-0.00060781i,-0.00084195+8.6911e-06i,-0.0014193+0.00073354i,-0.001136+0.00066729i,-0.00071523+0.00061896i,-0.00089197+0.0011143i,-0.0005065+0.0021414i,0.00038548+0.0024572i
0.0020626+0.0020578i,0.0014634+0.0014438i,0.0017874+0.0021729i,0.0027466+0.0012367i,0.0026434-0.0011008i,0.0023359-0.0016248i,0.0036492-0.0022959i,0.0037764-0.0029679i,0.0032982-0.0021301i,0.0030697-0.001668i,0.0029773-0.0018081i,0.0027787-0.001024i,0.002165+0.00048149i,0.0010497+0.0015269i,0.001146+0.0019842i,0.0022643+0.0019345i,0.0022948+0.0014408i,0.0015584+0.0005723i,0.0013567-0.00057428i,0.00090202-0.0024773i,0.00038366-0.0035295i,0.00011503-0.0029258i,-0.00032189-0.0022262i
