-0.0030644-0.00090741i,-0.0019065+2.2481e-05i,-0.0023476+0.0024402i,-0.0018798+0.0028551i,-0.00017219+0.0025388i,0.00043522+0.0017198i,-0.00024223+0.0011953i,-0.00066222+0.0011947i,-2.9347e-05+0.00072439i,0.0012324-0.00013219i,0.0017806-0.00027851i,0.0015832-0.0010055i,0.00096336-0.0017929i,-0.00052154-0.0018055i,-0.0015546-0.0016582i,-0.00079483-0.0008602i,-0.00054913-0.00054922i,-0.00059181-0.00076423i,0.00014865-0.00069563i,0.00051918-0.00020514i,0.00025292-0.00056521i,0.00066778-0.00053743i,0.0013732+0.00015469i
-0.00067926+0.0026345i,0.00029695+0.0028804i,0.00056989+0.0029309i,0.00097934+0.0013946i,0.0014999+8.9335e-05i,0.00062149-0.00036919i,-0.00044576-0.00074975i,-0.00089369-0.00095121i,-0.00027813-0.0012878i,0.00063277-0.00059942i,0.00093335-8.0096e-05i,0.00011376-0.00035858i,-0.00093806-0.00076745i,-0.00084369-0.00062331i,-0.00045542+0.0002126i,-0.000626+0.00068947i,-0.00095459+0.00021337i,-0.0010496-0.00013722i,-0.0003989+0.00031742i,2.9221e-05+0.00030195i,3.141e-05-6.7827e-05i,0.00040072+0.00048228i,0.00031845+4.4921e-05i
0.002609+0.0013894i,0.0030583+0.00050383i,0.0044811-0.00022905i,0.0035365-0.00087681i,0.001527-0.0016538i,0.00011363-0.0012513i,-0.0001802-0.0004362i,0.00030649-0.00014614i,0.00042788-0.00081019i,0.00037849-0.0011661i,0.00063049-0.0008342i,0.00035027-0.001458i,-0.00034166-0.0014055i,-0.00032271-0.00056131i,0.00032593-0.00023089i,0.00029812+0.00034738i,-0.00023644+0.00024787i,-0.00025337-0.00019034i,0.0003109-0.00035425i,0.00036254-0.00032532i,0.00021521+5.613e-05i,-0.00030427+3.5347e-05i,-0.00084695-0.00035796i
-0.00011522+0.00095855i,0.00081877+0.0018976i,0.00054879+0.0016796i,0.00091121+0.0014366i,0.00094772+0.00065976i,0.00032524-0.0001095i,0.00027961+0.0001413i,0.00016701-7.482e-05i,-0.00013901-0.00027676i,-3.8949e-05-0.00029078i,0.00064756-0.00048884i,0.00019027-0.00063588i,-0.00018863-0.0001396i,5.5528e-05+0.00018915i,-0.00059298+0.00046446i,-0.0012528+0.00081951i,-0.00033546+0.00041287i,-0.00022203+0.00018738i,-0.00064518+0.00011189i,-0.00037017-0.00046355i,0.00015855-0.00044408i,0.00022216+4.7325e-05i,0.00014136+0.00016857i
0.00036318-0.00073417i,0.00037948-0.0012226i,0.0014546-0.0015786i,0.0012996-0.0014599i,0.00023367-0.001182i,-0.00051545-0.0010299i,-0.00019961-0.00080075i,0.00074576+1.7864e-05i,0.00078-0.000371i,0.00018866-0.0011145i,0.00082099-0.0011038i,0.0013177-0.00090281i,0.00050336-0.00075862i,0.00026923-7.0404e-05i,0.00038653+0.00025312i,0.00026494+2.3826e-06i,-0.00033807-0.00067004i,0.00033018-0.0010219i,0.0007198-0.00094573i,0.0005694-0.00082269i,0.001429-0.00019133i,0.00094736+0.0001154i,0.00025795-6.9411e-05i
0.00048375-0.00062975i,0.0012851-2.4084e-05i,0.0010755+0.0012592i,0.0014947+0.0022453i,0.0016649+0.0014639i,0.0008771+0.00014594i,0.00065049-0.00069652i,0.0012397-0.00077648i,0.00053722-0.0004894i,-0.00010057-0.00012987i,0.00032418-0.00012348i,0.0006408-0.00053069i,-1.3533e-05-0.00031063i,-0.00068352+0.00016018i,-7.3201e-05+0.00030168i,0.00051084+6.4087e-05i,0.00010738-8.9906e-05i,-0.00046749-0.00059763i,2.3628e-05-0.00072385i,0.00015709-0.0006211i,-3.6444e-05-0.00078497i,0.0003374-0.00045092i,0.00029238-0.00075141i
-0.00065997-0.0013463i,3.8136e-06-0.0012686i,-0.00037073-0.0004162i,-0.0016971+0.0011015i,-0.0020684+0.0017631i,-0.00074398+0.00098612i,-0.00036585+0.00016363i,-0.00041873-0.00019024i,4.6891e-05-0.00063732i,-0.00013317-0.0011323i,0.00010191-0.0012538i,0.0003624-0.00087317i,0.00027318-0.00062316i,-0.00043241-0.0008789i,-0.00076507-0.00047611i,-0.0005887+0.00062479i,-0.00070115+0.00022433i,-0.00014135-0.00073407i,0.0005511-0.00073643i,0.00058938-0.00037335i,0.000686-3.1815e-05i,0.00088399-0.00033384i,0.00099248+4.9309e-05i
-0.00086993+0.0029174i,0.00083571+0.0024859i,0.0023315+0.003208i,0.0032978+0.0023895i,0.0031767+0.00058601i,0.001531-0.00049074i,0.00023803-0.0015019i,2.8926e-05-0.0019637i,0.00051475-0.0012647i,0.00070371-0.00050542i,0.00094668+8.1171e-05i,0.00028363-0.00016333i,-0.00084125-0.00084808i,-0.00097705-0.00092666i,-0.00048025-0.0006022i,0.00010572-0.00034677i,-0.00015315+0.00012283i,-0.00056976+0.0004061i,0.00024031-0.00015435i,0.00065071-0.00048149i,0.00024568-0.00042008i,-5.579e-05-0.00039908i,-0.00034454-0.00068133i
-0.00034627-0.0020732i,-0.00032333-0.0010294i,-0.00063414-0.00022899i,-0.00063135+0.00013511i,-4.2262e-05+0.00068601i,0.00034598+0.0011216i,0.0003056+0.0013223i,0.00069426+0.00081798i,0.00065336-6.7813e-05i,-0.00038587-0.00052875i,-0.00029614-0.00058385i,0.00061169-0.00020695i,0.000265-0.00011419i,-0.00029934-0.00022972i,-0.0013304-0.00044543i,-0.0017558-0.00062139i,-0.001443-0.00031854i,-0.00068759-0.00013475i,0.00052379-6.3291e-05i,0.001028-0.00023107i,0.00079291-0.00052915i,6.2574e-05-0.00069196i,-9.0776e-05-0.00032174i
0.00038599-0.0016025i,-0.0005232-0.00058351i,-0.00026139+0.00056636i,0.00083988+0.00089002i,0.00090786+0.0006795i,0.00066387+0.00030863i,0.00065933-0.00042098i,0.00033587-0.00078127i,0.00033254-0.00091011i,0.00060946-0.00075115i,0.00036444-0.00043049i,-0.00012689+0.00026703i,-0.00020127-0.00025613i,0.00014621-0.00092454i,6.2175e-05-0.00060362i,-1.1766e-05-0.00054567i,3.7414e-05-0.00064232i,0.00018651-0.00025214i,-8.2619e-05+0.00011172i,-7.7761e-05-0.00078058i,6.8997e-05-0.00097318i,-0.00026621-0.00045685i,-0.000549-0.00063285i
-0.00025997+0.00048545i,-0.00081446-0.00029027i,-0.0018251-0.00032939i,-0.0012297+9.4688e-05i,-0.00013782+0.00037828i,-6.969e-05+0.00026724i,0.00013789-0.00024393i,0.00024476-0.00050199i,-0.0001235-0.00011394i,-0.00030541-5.985e-05i,6.0129e-05-0.00057351i,0.00043844-0.0014327i,0.00062286-0.0014795i,0.000325-0.0011682i,-0.00060237-0.0011635i,-0.0004804-0.0010272i,0.00091672-0.00049117i,0.00113-1.1982e-05i,0.00017163+0.00014395i,-0.00010014+4.8566e-05i,0.0006841-0.00063189i,0.001319-0.0012358i,0.00058163-0.00066208i
-0.00047928+0.00078294i,0.00019325+0.0012088i,0.0012689+0.0013921i,0.0017707+0.0014778i,0.0013396+0.0015553i,0.00071008+0.0014106i,0.00071147+0.00092443i,0.00088512+0.00026135i,0.00099521-0.0001737i,0.00063036+0.00023555i,0.00038004+9.9936e-05i,0.0010943-0.00046068i,0.0010561+4.4638e-05i,7.8301e-05+0.00069125i,-0.00049066+0.0003181i,-0.00072157+0.00016719i,-0.00090991+0.00018753i,-0.00069643-0.00020644i,-0.0004851+9.832e-05i,-0.00010959+0.00082496i,-0.000275+0.00041027i,-0.00043218-0.00026329i,-0.00028791-3.0491e-05i
-0.001089-0.0010965i,-0.0016854-0.0017206i,-0.0019021-0.00083103i,-0.001232-0.00038442i,-0.00055951-0.00033683i,-0.00083922-0.00062055i,8.5419e-05-0.0011482i,0.00045632-0.00058921i,0.00016512-0.00034247i,0.00042749-0.00063958i,2.8857e-05-9.6428e-05i,-0.00059238+0.00034925i,-0.0014498-0.00043282i,-0.0015063-0.00053598i,-0.00098585-0.00013314i,-0.00091782+0.00056547i,-0.00094177+0.00057379i,-0.00070654-0.00030454i,0.00026025-0.00050992i,0.00066111-0.00061877i,0.00061403-0.00078475i,0.0009386-0.00018003i,0.00055111+0.00073348i
-0.00085612+0.0020013i,0.00048523+0.0019667i,0.002676+0.0028152i,0.002581+0.0025173i,0.0016418+0.001018i,0.00048659-0.00059859i,0.0005405-0.00069458i,0.00059871+0.00035638i,0.00030977+0.00054144i,0.00048241-0.00020094i,0.00093842-0.0003587i,0.00074001+0.00031246i,-1.2866e-05+0.00054329i,-0.00012278+0.00058727i,-0.0005109+0.00050807i,-0.00082414+0.00071169i,-0.0009892+0.00094182i,-0.0007321+0.00047347i,8.5428e-05+0.00028712i,0.00062818-0.00013551i,0.0010959-0.00027201i,0.0013481+3.0053e-05i,0.00045395-0.00019758i
0.00060407+0.0004i,-1.8723e-05+0.00015279i,-0.0003908+0.00047405i,0.0013871-0.00011673i,0.0023073-0.00123i,0.0005742-0.00090159i,-0.00076584-0.00010058i,-0.00038295-2.4551e-05i,-1.2184e-05-0.00025208i,0.00046915-0.00069066i,0.00041533-0.0010045i,-0.0002878-0.0012191i,0.00012187-0.0005698i,0.0001862+0.00042598i,9.4519e-06+0.0004782i,0.00031623+0.00014001i,0.00067811+0.00057875i,0.00095975+0.00028354i,0.00036132-0.0005872i,-0.00013415-0.00085831i,0.0005544-0.00051544i,0.00079687-0.00017982i,0.0001523-0.00022786i
0.00025691+0.0010353i,0.0012081+0.001817i,0.0021759+0.0011261i,0.0028228+0.00014705i,0.0024295-0.00041823i,0.0013381-0.0006109i,0.00055189-0.00015653i,0.00026645+0.00027312i,0.00030013+0.0010119i,0.0002628+0.00062137i,6.223e-05-6.1862e-05i,-0.00024677+0.00010711i,-0.0006256-0.00013681i,-0.0006356-0.00057489i,-0.00055417-0.00044695i,-0.00060053-0.00022306i,-0.00019534+0.00025593i,-0.00071731+0.00073719i,-0.0016451+0.00055343i,-0.0011142-9.2833e-05i,-0.00042198-0.00047705i,5.2914e-05-0.0004743i,0.0010959-0.00036142i
-0.0020791+0.0013269i,-0.0010359+0.0023944i,-0.00023274+0.0027037i,0.00094768+0.0018588i,0.0011333+0.0010397i,0.00054856+0.00050486i,0.00027525+0.00041146i,-0.00049426+0.00032757i,-0.00029987+0.00034805i,0.00022229-0.00010761i,0.00020547-0.00078999i,-0.00036355-0.0010254i,-0.00064932-0.00090297i,-0.0011133-0.00032942i,-0.0016808-0.00037338i,-0.001432-0.00036682i,-0.00094361-0.00017986i,-0.00024955-0.00045083i,0.00079265-0.0010299i,0.0010665-0.00072268i,0.00093029-0.0003804i,0.00084175-0.00053846i,0.00013348-0.00015921i
0.0012336+0.0014894i,0.0014682+0.001635i,0.0017853+0.00080952i,0.0029167+7.7932e-05i,0.0016882-0.00048718i,0.00061527-0.0016552i,0.00053589-0.0021386i,0.00050882-0.00078718i,0.0010802+0.0002684i,0.0014792+0.00019623i,0.00088347-0.00041326i,0.00050219-0.00077598i,6.0586e-05-0.00040518i,-0.00059289+0.00012715i,-0.00087768+0.00050428i,5.7134e-05-9.8164e-05i,0.00051381-0.00031187i,-0.00013882-1.3621e-05i,1.3342e-05+4.3901e-05i,0.00052866+0.00014076i,0.00074112+0.00078261i,0.00080167+0.00026277i,0.00031865-0.00068495i
0.00017114+0.0022046i,0.0019507+0.0015653i,0.0031155+0.00018357i,0.0031122-0.0010044i,0.0018892-0.0011351i,-0.00021256-0.0017436i,-0.00060834-0.0015161i,0.00092532-0.00054618i,0.0012215-2.3307e-05i,0.00060839+0.00023418i,0.0007243+0.00068667i,0.00046365-7.1234e-05i,-0.00062683-0.000644i,-0.0014095-0.00051476i,-0.0014393+0.00011493i,-0.00081977+0.0012074i,0.00031264+0.0011622i,0.00058714+2.0637e-06i,3.8442e-05-0.0010338i,0.00050485-0.00048818i,0.00024419+0.00024619i,-0.00026341-0.00012323i,-0.00022487+3.454e-05i
0.00075127-0.0017299i,0.00052647-0.0012988i,0.0013468-0.00088035i,0.0010052-1.881e-05i,-0.00031787-0.00012844i,-0.00038726-0.00016963i,5.7356e-05-5.4416e-05i,0.00026637-2.5984e-05i,0.00061294+0.00033738i,0.00085165+0.00030574i,0.0005801+0.00054012i,-0.00028073+0.00082355i,-0.000318+4.7211e-05i,-0.00013716-0.0003658i,-0.00031894+0.00010076i,-0.00019363+0.00016402i,0.00038485+0.00011621i,0.0010727+0.00016903i,0.00092745+8.0207e-05i,0.00028243+8.4461e-05i,4.9206e-05-0.00014504i,0.00015266-0.00042434i,3.0417e-05-0.00058602i
-0.0013912+0.00028309i,-0.0003648-8.1531e-05i,0.00029614+0.0017463i,0.00089864+0.002557i,0.0011968+0.0014284i,0.0010195+0.00035767i,0.00064788-0.00081011i,0.00025125-0.00092124i,-7.3351e-05-0.00085719i,-8.0581e-05-0.0013168i,7.7476e-05-0.0016746i,0.00038033-0.0016325i,0.00083621-0.0012341i,0.00042079-0.00096219i,-0.00044878-0.00059943i,-0.00062846-0.00033098i,-0.0008706-0.00046606i,-0.00012052+0.00010711i,0.00096184+0.0010211i,0.0010233+0.00019617i,0.00012172-0.00094568i,-3.0729e-05-0.00094484i,0.00013177-0.00059563i
0.00067122+0.0013741i,0.0013228+0.00050235i,0.0028759+0.00071033i,0.0029334-3.8018e-05i,0.0019573-0.0011196i,0.00057392-0.00098095i,-0.00056627+6.2549e-05i,-0.0008085+7.1839e-05i,-0.00079709-0.00035387i,-8.9646e-05-0.00048009i,0.00047074-0.00070743i,0.00048128-0.0012785i,-0.00015296-0.0014912i,-0.0010879-0.0002522i,-0.0015734+0.00059418i,-0.0013695+0.00037172i,-0.00056943+0.00052568i,-0.00025707+0.00044029i,-3.8059e-05-5.0655e-05i,-0.00011658-0.00064203i,8.1303e-05-0.0002188i,0.00025692+0.00092261i,1.8105e-05+0.001019i
-0.0008117+0.00033383i,0.00012188+0.00074536i,0.0012596+0.0010787i,0.0011607+0.00031902i,0.00096426-0.00056638i,0.00057113-0.00079053i,0.00067628-0.00049608i,0.0012834-0.00014567i,0.0012916+0.00017751i,0.00030675+0.0004171i,-0.00053347-0.00010119i,-0.00024256-0.0006234i,0.00014595-0.00099777i,-0.00048158-0.0008281i,-0.00094254+0.00043099i,-0.00030093+0.0011303i,0.00018377+0.0011774i,-7.9548e-05+0.00068472i,3.0119e-05-0.00029939i,0.00021841-0.00057291i,0.00018465-0.00019326i,0.00022512+0.00026074i,0.00023701+0.00025049i
0.00095191+0.00051482i,0.00092702+0.0001414i,0.0010136-0.00016648i,0.00077838-0.00050279i,0.00022937-0.00018839i,-0.00018855+0.00025868i,-0.00038788-0.00047434i,0.00013692-0.00043387i,0.00090593-0.00065969i,0.00093236-0.001619i,0.00090678-0.0015941i,0.00056308-0.0010853i,0.0002377-0.00013457i,-0.00013704+0.00041691i,-0.00059771+0.00039681i,-0.00067397+0.00037808i,-0.00019925+0.00052226i,0.00033511+0.00081598i,0.000367+0.0004493i,0.00015616-0.00053538i,-5.0364e-05-0.00059905i,-3.5771e-05-0.0006458i,0.00039074-0.00048514i
-0.001189-0.00093054i,-0.00081699-3.3118e-05i,4.0585e-06+0.0015843i,-0.00029691+0.0017735i,-0.00037188-4.0193e-05i,-0.00015119-0.0003988i,-0.00033274+0.00043226i,2.5718e-05-6.9943e-05i,0.00071444-0.00039877i,0.00072838+0.00029323i,7.3244e-05+0.00042138i,0.00013431-0.00031515i,0.00067847-0.00062707i,0.00068676+0.00023761i,0.0007134+0.00042231i,0.000579+0.00023502i,0.00034534+0.00067508i,-0.00035296+0.00038417i,-0.00017969+0.00042528i,0.00092633+0.00055079i,0.0016003-0.00028473i,0.0015131-0.00087667i,0.00048507+0.00022007i
0.0011651+0.00016992i,0.00096442+0.00030703i,0.0015845-0.00039556i,0.0021836-0.00032144i,0.001388+0.00046375i,0.00036827+0.00054833i,-5.5278e-05-2.1071e-05i,-0.00053848-0.00069254i,-0.00059435-0.00073199i,-0.00053888-5.2015e-05i,-0.0002765-5.8947e-05i,0.00039517+2.2644e-05i,0.000746+0.0001199i,0.0003789-6.1911e-05i,-0.00042702-3.7783e-05i,-0.0010072-0.00010102i,-0.001015+0.00012399i,-0.0009539+0.00052502i,-0.00021903-0.00024092i,0.00085899-0.001044i,0.0011137-0.0011109i,0.00085978-0.001357i,0.00093713-0.0010268i
0.00053276+0.00057474i,0.00021198+4.0687e-05i,0.00046637+6.5878e-05i,0.00051105+0.0002899i,0.00050504+0.00018204i,0.0010841-0.00069103i,0.0014664-0.00018384i,0.00070734+0.00022835i,0.00035633-0.0002023i,0.00042075-0.00046099i,0.00075722-0.00038891i,0.00097284-0.00044098i,7.7805e-05-0.00090211i,-0.00033998-0.0003633i,-0.00040687+0.00038731i,-8.7691e-05+0.00032409i,0.00032133+0.00055688i,0.00044493+0.00018907i,0.00036044-0.00039085i,0.0006868-0.00098901i,0.00092892-0.001146i,0.00031142-7.7147e-05i,-0.00011231+0.00013378i
0.0020947-0.00013165i,0.0019916-0.00051835i,0.0029781-0.0014087i,0.0021116-0.00037303i,-0.000917+0.00047332i,-0.0017344+0.00088286i,-0.00075694+0.0016715i,-0.0004245+0.002056i,8.3615e-06+0.0014313i,0.00018814-0.00063886i,0.00067427-0.0013343i,0.00074719-0.00093157i,0.00075868-0.00023377i,0.00039585+0.00053115i,0.00042556+0.00033221i,0.00055023-1.861e-05i,-1.419e-05+0.00012014i,-0.0005298+0.00059356i,-0.00043803+0.00012467i,0.00028347-0.00013512i,0.00096955+0.00031836i,0.001212-0.00036238i,0.00061695-0.0007841i
-0.0024231+0.0014656i,-0.00081271+0.0027058i,0.00033968+0.0035607i,0.0011006+0.0032024i,0.0026886+0.001084i,0.0026373-0.0010021i,0.00039967-0.0011122i,-0.0011346+0.00028859i,-0.0013846+0.00092815i,-0.00014653+0.0012969i,0.0013363+0.0011184i,0.0012943+0.00059958i,0.00090495-0.0001763i,-0.00030789-0.00018792i,-0.00088823-4.6256e-07i,-9.5464e-05-0.00031941i,0.00033628+0.00031123i,0.00075904+0.00040547i,0.00025687-4.8294e-05i,-0.00015597-0.00036274i,0.00035771-0.00046224i,0.00049802-6.0763e-05i,0.00047298+0.00030367i
-0.00021262+0.00036701i,-0.00085675-0.00059864i,-0.00071711-0.00019582i,-0.0003664+0.00078339i,-0.00081659+0.00069353i,-0.0017115+0.00047224i,-0.00093099+0.00017837i,0.00014377-0.00058956i,0.00028129-0.00089114i,0.00020187-0.00056747i,9.6092e-06-0.0012031i,-0.00051707-0.0015158i,-0.00084588-0.0012059i,-0.00060367-0.0012688i,-0.00040258-0.00061652i,0.0001495-0.00022616i,0.00045604-0.00047171i,-0.00025753-0.00032335i,-5.5237e-05-0.0003274i,-0.00016172+3.715e-05i,-0.00055582+0.0007879i,-0.00016072+0.00084293i,-0.00039208-1.4653e-06i
-0.00079698+0.001437i,-0.00033343+0.0021693i,0.00086678+0.0023117i,0.00149+0.0018013i,0.0010843+0.00053785i,0.00046979-0.00035819i,0.0007372-0.00041198i,0.00082154+0.00016972i,0.00029932+0.000783i,0.00033301+0.00066636i,0.00033704+0.00038253i,-0.00050762+0.00011319i,-0.0012117+0.00013894i,-0.0011672+0.00017524i,-0.00044033-0.00045301i,-0.000208-0.00078982i,-0.00054965-0.00064783i,-0.00034144-0.0010275i,-6.9451e-05-0.00092361i,-0.00040084-0.00078045i,-0.00011954-0.00057697i,0.00089941-0.00014222i,0.00070767-0.00021162i
0.00069181+9.0067e-05i,0.00089868-0.00053598i,0.00062381-0.00057024i,0.00038188+9.9839e-06i,0.001516+1.9556e-05i,0.0013316+0.00018472i,0.0010309+0.0008005i,0.00065854+0.00059467i,-0.00020722-0.00046233i,-7.3301e-05-0.0010812i,0.00051095-0.0011559i,0.00042411-0.00081522i,-0.00036988+0.00023591i,-0.0013057+0.00081342i,-0.0013469+0.00025112i,-0.00065018+0.00019337i,-0.00057653+0.00045698i,2.3184e-05-3.339e-05i,0.00060871-0.00059863i,0.00040631-0.00095616i,-3.5841e-05-0.0011827i,9.0344e-05-0.00093755i,0.00068681-0.00042681i
0.00056062+0.00072825i,0.00021753+0.00088917i,0.00046504+0.00089301i,0.0012212+0.00052093i,0.0015945-0.00079195i,0.0013494-0.00050255i,0.00065223-0.00017266i,0.00022241-0.00091043i,-0.00012037-0.0010692i,2.4327e-05-0.00053117i,0.00039316+0.00036949i,-9.3351e-05+7.4482e-05i,-0.00014856-0.00054422i,-0.00034872-0.0012005i,-0.00058251-0.0018726i,-0.0003676-0.0013252i,-0.00023549+0.00013721i,-0.00056817+0.0011077i,-0.0002099+0.00050558i,0.00076169-0.00067251i,0.00086209-0.00035528i,0.0001806+0.001065i,-0.00026166+0.0011375i
9.6838e-05-0.0002475i,-0.00034216+0.0004962i,0.00041616+0.0010814i,0.00095676+0.00042898i,0.0009775-0.00047626i,0.00070776-0.00081773i,7.7401e-05-0.0005149i,0.00025041+0.00027263i,0.00029948-0.00011836i,0.00053196-0.0010405i,0.0011079-0.00087461i,0.00088372-0.00068972i,-0.00021548-0.00027272i,-0.00095409-0.00017512i,-0.0011247+5.3525e-06i,-0.00089526-0.00042272i,-0.00013164-0.00085046i,0.00021598+0.0003605i,-0.00052472+0.00095264i,-0.0003035+1.772e-05i,0.00078988-0.0002415i,0.00105-0.00018675i,0.00057254-0.00016348i
-0.001154+0.0012404i,-9.1842e-05+0.0015642i,0.0010394+0.0025671i,0.0012582+0.0033379i,0.0015157+0.0012598i,0.0012298-0.00046025i,0.00054451+0.00016958i,0.00016694+0.00081567i,0.00013119+0.00037228i,1.658e-05-0.00025846i,0.00058998-0.00040626i,0.00081074-0.00038108i,8.3369e-05+7.7251e-05i,-4.3919e-05+0.00017829i,-0.00058873+2.0475e-07i,-0.0011076+0.00035474i,-0.00039665+0.00020608i,0.00014698-0.00024942i,0.00024222-0.00069956i,0.00053904-0.00047967i,0.00057044+9.885e-05i,0.00028806-0.00025572i,-7.6473e-05-0.0006623i
-0.00078693-0.00047626i,-0.00088317+0.00025582i,-0.00026681+0.0013979i,0.00032828+0.002693i,4.549e-05+0.0020622i,0.00016473+0.00055334i,0.0011358+5.0845e-06i,0.00098688-0.00029723i,-0.00036991-0.00020963i,-0.00055691-0.0002126i,0.00020909-0.00046306i,0.00075942-0.00073169i,0.00067697-0.00054914i,-8.7592e-05-0.00047169i,-0.0011146-0.00019413i,-0.0010049+0.00083814i,-0.00072963+0.0011527i,-0.00082878+0.00075036i,-1.7793e-06+0.00025714i,0.00081959-0.00041712i,0.00092331-0.00074403i,0.00065278-0.00051636i,0.00045522-0.00014303i
0.00065055+0.00030919i,0.0012047+0.001144i,0.002398+0.0013658i,0.0020431+0.0014769i,0.00054841+0.0008576i,0.00015599-8.4113e-05i,7.1608e-05-0.00013148i,-0.00068418+0.00058991i,-0.00041012+0.00047245i,0.00037849-0.00041477i,0.00077418-0.00072561i,0.00035957-0.00039127i,-0.00015177-0.00043641i,-0.0004918-0.00030506i,-0.00077052+0.00043937i,-0.00050214+0.00081803i,-0.00026884-3.5155e-05i,-3.2198e-05-0.00037707i,0.00022324-0.00042367i,0.00046749-0.00010284i,0.00035835-0.0003334i,0.00023359-0.00091045i,0.00054618-0.00025643i
-0.0012013+0.00024925i,-0.0009705+0.00064144i,-0.00022393+0.00045246i,-0.00044432+0.00056969i,-0.0010342+0.00058496i,-9.8845e-05+0.00042537i,0.00065341+0.00038134i,0.000125+0.00028002i,0.00049295+7.1195e-05i,0.0005498+0.00042933i,0.00010962-0.00038234i,4.2345e-05-0.0011943i,-0.00035732-0.00099339i,-0.00087346-0.00086892i,-0.00053572-0.00053675i,-0.0005272-0.00027225i,-0.0010724-1.6338e-05i,-0.0012959-0.00021523i,-0.00095005-0.00083801i,1.3492e-05-0.00043172i,0.00084257+0.00024227i,0.0014252-0.00014476i,0.00075518-0.00020332i
-0.0010054+0.00075256i,-0.00037285-0.00027689i,0.00049211-0.00053478i,0.0007586-0.0010442i,0.00056139-0.0014774i,0.0006833-0.0017386i,0.00077432-0.00075874i,2.0145e-05+6.6178e-06i,-0.00015987-0.0002469i,-6.3647e-05-3.132e-05i,-0.000166+0.00013963i,0.00020227+0.00022736i,0.00018956+4.9292e-05i,-7.0507e-05-0.00011669i,-0.00011238+6.1951e-05i,-0.00038029-7.9214e-05i,-0.0010053-0.00058633i,-0.00099976-0.00099165i,-0.00064468-0.00038716i,-8.6181e-05-0.00018386i,0.00053294-0.00053891i,-0.00017332-0.00040402i,-0.00094145+3.6367e-06i
-0.00091175+0.00084706i,-0.00057592+0.0020372i,0.00058587+0.0027463i,0.0019038+0.0015138i,0.0024025+9.6504e-05i,0.001883-0.0006056i,0.0010064-0.00025248i,-0.00013792-0.00026818i,-0.00035033-0.00039571i,0.0004816-4.78e-05i,0.00088058+0.00011028i,0.00078394-0.00045831i,0.00026003-0.0011668i,-9.5189e-06-0.0012167i,-0.00019431-0.00041874i,-0.00022713+0.00011174i,-0.00043165-0.00082157i,-0.00021078-0.000886i,0.00032025-0.00048123i,0.00044685-0.00022778i,0.00040781+8.6574e-05i,0.00041516-0.00058212i,0.00028049-0.00081148i
0.0010829-0.00077966i,0.0011489-0.0015941i,0.00091915-0.0014617i,0.0015315-0.00076583i,0.0015556-0.00093684i,0.00057584-0.00079602i,0.00036733+8.6866e-05i,0.0003543+0.00023842i,-3.9829e-06-0.0005699i,0.00035476-0.0010519i,0.00015611-8.0375e-05i,-0.000461+0.00051721i,-5.7018e-05+0.00040389i,-0.00028663+0.00013941i,-0.00054005-0.00017123i,-0.0006412-0.00044249i,-0.00038216-0.00062095i,0.00023239+0.00020161i,-0.00031839+0.00087976i,-0.00039804+0.00054903i,8.3092e-05-0.00047078i,-0.00020474-0.00078412i,-0.00045851-1.3045e-05i
0.0003178+0.00067563i,-0.00012226+0.00019583i,-0.00041433-2.6557e-05i,5.339e-05-0.00029753i,0.00031719-0.00045193i,-0.00013199-0.00038837i,-0.00057178+0.00018408i,-0.00018465+0.00078314i,0.00021202+0.00064213i,0.00025656-0.00013728i,0.00044191-0.001027i,0.00032734-0.0018484i,-0.00048034-0.0024709i,-0.00090285-0.0021943i,-0.00013111-0.00089144i,3.5805e-05+8.7393e-05i,-0.000482+7.5427e-05i,-0.00048227-8.878e-05i,2.8156e-05-0.00043539i,0.00072963-0.00054737i,0.00098928+0.00022285i,0.00063541+3.3614e-05i,0.00040119-0.00052803i
0.00016584-0.00023995i,-0.00032876-0.0011991i,-0.00013786-0.0017511i,0.0003979-0.0011801i,0.00038668-0.00059014i,-0.0004087-8.29e-05i,-0.00057195-0.00016971i,-2.8852e-05-0.00029694i,-0.00023627-0.00024806i,-0.0008429-0.00020117i,-0.0010508-0.00022203i,-0.0014107-0.00020831i,-0.0017324-0.00032185i,-0.0011795+2.0542e-05i,-0.00036527+0.00042876i,-0.0004903+0.00038295i,-0.00060408+0.00025699i,-0.00069643-0.00036916i,-0.00028598-0.00034985i,8.5466e-05-0.00013341i,3.4841e-05-0.00047495i,0.00037542-0.00019185i,1.5336e-05-8.6682e-06i
0.00022671-0.00077447i,0.00010107-0.00060382i,-0.0014128-0.00019592i,-0.0030781+0.00051263i,-0.0019814+0.0006692i,-0.00040747+0.00037923i,0.00055438+0.00085522i,0.001388+0.00050224i,0.0014444-0.00065593i,-1.2324e-06-0.00091814i,-0.00090399-0.00053973i,-0.00048054-7.9885e-05i,-0.00044106-9.551e-05i,0.00058053-0.00056983i,0.0011833-5.7743e-05i,0.00035312+9.4206e-05i,0.00016292-0.00028056i,0.00029904-0.00037304i,0.00042897-0.00021964i,0.00062864-0.00066961i,0.00046208-0.00068778i,0.00040038+3.3128e-05i,0.00024832-6.3805e-06i
