-0.0031781-0.00091124i,-0.0028216-0.00047303i,-0.0027395-4.492e-05i,-0.0015074+0.0013136i,-0.00054726+0.0025665i,-0.00018033+0.0026329i,-0.00031855+0.0020913i,-0.00030248+0.00090469i,9.6115e-05-0.00052587i,0.00014477-0.00084831i,-0.00029381-0.00030435i,0.00016666-8.3854e-05i,9.5209e-05-2.0225e-05i,-0.00090238-0.00044412i,-0.0014409-0.0012887i,-0.00069611-0.0014079i,8.5761e-06-0.00087924i,0.00015301-0.0011906i,8.6567e-06-0.0012697i,-0.00018999-9.4252e-05i,-0.00031462+0.00080773i,-0.0010893+0.00051711i,-0.0012276+2.0332e-05i
0.03629+0.031115i,0.081034+0.096697i,0.10853+0.16786i,0.10044+0.16182i,0.082494+0.086468i,0.079816+0.0246i,0.094241-0.0001936i,0.091775-0.0083815i,0.057718-0.0076534i,0.025068+0.0022983i,0.014732+0.010342i,0.016518+0.0082819i,0.016683+0.0014527i,0.011622-0.0037162i,0.006759-0.0050322i,0.0067305-0.0051492i,0.0067631-0.0061223i,0.0024665-0.0056404i,-0.0025755-0.0036427i,-0.0040798-0.0034859i,-0.0025043-0.0032978i,0.0016523-0.001686i,0.0070649-0.0010991i
-0.011555-0.035099i,-0.01894-0.10533i,-0.012307-0.178i,-0.0072802-0.17517i,-0.023653-0.11006i,-0.048623-0.061281i,-0.07093-0.046549i,-0.071717-0.036137i,-0.04466-0.020473i,-0.017453-0.012642i,-0.0080044-0.012535i,-0.010124-0.011671i,-0.013255-0.007526i,-0.011339-0.0022404i,-0.0075719-0.0011929i,-0.0067125-0.0018123i,-0.007247-0.00085599i,-0.0050164+0.00064409i,-0.0018303+0.0013784i,-0.00086191+0.0021853i,-0.0011992+0.0023499i,-0.0030783+0.00044003i,-0.0068169-0.0023549i
-0.0040668+0.040458i,-0.02468+0.10241i,-0.062174+0.15754i,-0.067574+0.15004i,-0.02664+0.10002i,0.013386+0.065582i,0.032824+0.063104i,0.033632+0.059451i,0.019784+0.037652i,0.004218+0.019413i,-0.0013364+0.015545i,0.0025903+0.014954i,0.0083776+0.010934i,0.0081154+0.0056134i,0.003787+0.0030062i,0.0022602+0.0040056i,0.002842+0.0044731i,0.002061+0.0025771i,0.00011638+0.001751i,-0.00094417+0.0019404i,-0.00079848+0.0016928i,0.0010612+0.0020068i,0.0044794+0.0041354i
0.015572-0.029151i,0.060959-0.069023i,0.1159-0.097454i,0.12115-0.08853i,0.071917-0.065993i,0.027604-0.061516i,0.01138-0.071476i,0.0083796-0.067584i,0.0065027-0.041448i,0.0061519-0.016516i,0.0065665-0.0095053i,0.0022055-0.011419i,-0.0045571-0.012483i,-0.0065513-0.0095378i,-0.0032268-0.0062109i,0.00086717-0.0066473i,0.0019038-0.0071905i,0.00044524-0.0041015i,7.5323e-05-0.00039064i,0.00064359+0.0007311i,0.00036602-0.00027878i,-0.00089859-0.0022185i,-0.001683-0.0057646i
-0.026977+0.026366i,-0.077699+0.042672i,-0.13282+0.040644i,-0.13205+0.024291i,-0.081498+0.02007i,-0.04543+0.03312i,-0.043934+0.051061i,-0.044525+0.052604i,-0.02966+0.032686i,-0.014685+0.012384i,-0.0092418+0.0072339i,-0.0054422+0.010725i,-0.00091453+0.012387i,0.0003732+0.009646i,-0.0017785+0.0051676i,-0.0054331+0.0033214i,-0.0058209+0.0047204i,-0.002172+0.0044387i,0.000609+0.00099906i,0.00089932-0.00075782i,-0.00015683+0.00051431i,-0.0013206+0.0026301i,-0.0025665+0.0049835i
0.031924-0.003919i,0.083116+0.0022333i,0.12902+0.025662i,0.12207+0.039094i,0.079537+0.019771i,0.057956-0.010192i,0.064043-0.028554i,0.062541-0.028538i,0.040527-0.015429i,0.018934-0.0030938i,0.01058-0.0014021i,0.0076486-0.0054786i,0.0043779-0.0085062i,0.0017677-0.0072097i,0.0028182-0.0029691i,0.0063999+0.00016792i,0.0076178-0.00074779i,0.005036-0.0028402i,0.0028447-0.0025076i,0.0032442-0.001982i,0.0032701-0.0026117i,0.0031392-0.0029343i,0.0039986-0.003259i
-0.023248-0.0015734i,-0.058728-0.026108i,-0.08447-0.067049i,-0.074803-0.081858i,-0.051243-0.054294i,-0.048337-0.022099i,-0.063505-0.0067463i,-0.063658-0.0022196i,-0.040378-0.0016246i,-0.018176-0.0025913i,-0.010598-0.0003077i,-0.010456+0.0043365i,-0.0096125+0.0079438i,-0.0060293+0.0070371i,-0.0037766+0.0017806i,-0.0055571-0.0025491i,-0.0072114-0.0022118i,-0.0045487+0.00011245i,-0.0022983+0.00025833i,-0.0027359-0.0001266i,-0.003513+0.0011426i,-0.0042307+0.0030617i,-0.0042023+0.0028485i
0.023832+0.012536i,0.042019+0.045099i,0.044936+0.086485i,0.02902+0.093438i,0.021804+0.058611i,0.035408+0.028559i,0.051086+0.022817i,0.049316+0.02295i,0.03161+0.015278i,0.014986+0.0062251i,0.0091996+0.0021735i,0.010207-0.0004917i,0.010877-0.0035352i,0.0074057-0.004351i,0.0032143-0.0018861i,0.0022085+0.0026831i,0.0032857+0.0049128i,0.0026675+0.0026592i,0.00094779-0.00013702i,0.0013348-0.00035538i,0.0022715+0.00045397i,0.0029544+0.0012231i,0.0041638+0.00072601i
-0.011402-0.010472i,-0.011588-0.043926i,0.0065351-0.079934i,0.024586-0.081166i,0.015069-0.054284i,-0.0096876-0.039488i,-0.025813-0.041668i,-0.025054-0.038458i,-0.016213-0.022456i,-0.010242-0.0073585i,-0.009347-0.0012859i,-0.01098+0.00037184i,-0.01224+0.0011772i,-0.0088858+0.0024627i,-0.0025548+0.0026624i,0.0010978-0.00062739i,0.0018711-0.0036664i,0.0008317-0.0037402i,-0.00066885-0.002288i,-0.0016412-0.0015834i,-0.0018908-0.0011634i,-0.0032252-0.0011329i,-0.0048195-0.0023067i
0.0065961+0.018489i,-0.0060275+0.044355i,-0.033422+0.064066i,-0.047202+0.053325i,-0.029365+0.02947i,-0.0068223+0.024756i,-0.00064001+0.035138i,-0.0033328+0.035282i,-0.0024498+0.019441i,0.0022305+0.0046903i,0.0067528+0.0007597i,0.010781+0.0013777i,0.01246+0.00024868i,0.0087014-0.0021299i,0.0018052-0.0034177i,-0.0032086-0.0017708i,-0.0039406+0.00090001i,-0.0026158+0.00119i,-0.00036417+0.00052185i,0.0011544+0.001274i,0.0012899+0.0021216i,0.0015704+0.0028618i,0.0015578+0.0036606i
0.0028548-0.011708i,0.02614-0.026299i,0.058501-0.031564i,0.066135-0.018759i,0.042656-0.010063i,0.024498-0.020008i,0.024769-0.032061i,0.025075-0.027624i,0.015432-0.011809i,0.0031484-0.00046449i,-0.0044446+0.0010202i,-0.0085694-0.0016233i,-0.010291-0.0028212i,-0.0088568-0.0011962i,-0.0045909+0.0016284i,0.0014221+0.0029473i,0.0042075+0.0018793i,0.0020263+0.00035383i,0.00055045-0.00032703i,0.00099781-0.001097i,0.0012415-0.0024522i,0.0011533-0.0031377i,0.00030179-0.0028367i
-0.0069866+0.011023i,-0.030109+0.013109i,-0.05825+0.0034425i,-0.05918-0.010657i,-0.03707-0.0096148i,-0.028341+0.0032685i,-0.037715+0.011845i,-0.039554+0.010079i,-0.024026+0.0031811i,-0.0060557-0.00053627i,0.0021792+0.002599i,0.0057237+0.0060012i,0.0075346+0.0061471i,0.0068457+0.0030776i,0.0051877-0.0027221i,0.0017598-0.0065271i,-0.0011386-0.0058585i,-0.00099391-0.0028561i,9.9943e-05-0.0013671i,-0.00027814-0.00055697i,-0.0019024+0.0012996i,-0.0030055+0.0026589i,-0.0023701+0.0027167i
0.012727+0.00033323i,0.033927+0.0068619i,0.051449+0.022363i,0.044024+0.030772i,0.027294+0.017524i,0.027534-0.00014496i,0.038677-0.0046596i,0.039491+0.00057237i,0.024394+0.0037918i,0.0073624+0.0017781i,-0.0016171-0.0027085i,-0.0049553-0.0062215i,-0.0058408-0.0074252i,-0.005412-0.0061145i,-0.0045697-0.0015783i,-0.0035422+0.0031088i,-0.0020023+0.0033673i,-0.001175+0.0010488i,-0.0008388-0.00048575i,0.0010916-0.0014605i,0.0025048-0.0014661i,0.0024674-0.0010787i,0.0028313-0.0012689i
-0.01127+0.00014841i,-0.022423-0.01192i,-0.028482-0.030336i,-0.017535-0.03627i,-0.0077064-0.022599i,-0.016767-0.011485i,-0.03085-0.012691i,-0.030923-0.014996i,-0.018607-0.0090292i,-0.006993+0.00029206i,-0.0011692+0.0069476i,0.00081328+0.010065i,0.00094508+0.0090646i,0.0013915+0.0071464i,0.0034593+0.0046427i,0.0054491+0.0013283i,0.0054186+0.00041412i,0.0032444+0.00089183i,0.0004301+0.0005233i,-0.002144+0.00040794i,-0.0031715+0.001117i,-0.002247+0.00096568i,-0.0017338-0.00038116i
0.010682+0.007019i,0.017793+0.023122i,0.013204+0.039683i,-0.00049162+0.036707i,-0.0014184+0.017374i,0.010803+0.0087001i,0.018414+0.014424i,0.015815+0.017088i,0.0084833+0.009591i,0.002663-0.00049779i,0.00076088-0.0067834i,0.0012093-0.0091765i,0.0020763-0.0095218i,0.0010962-0.0091045i,-0.0020855-0.0085739i,-0.0049849-0.0070678i,-0.0047241-0.004889i,-0.0029676-0.0038399i,-0.0011893-0.0033694i,0.00058304-0.0025926i,0.0016243-0.0015721i,0.0019689-0.00010638i,0.001372+0.0011297i
-0.0038703-0.0095132i,-0.0026247-0.023275i,0.0072562-0.034177i,0.017213-0.027369i,0.011958-0.014111i,0.001486-0.014572i,-0.0012147-0.022204i,0.00070563-0.020523i,0.0012323-0.0083702i,0.00035438+0.0040552i,-0.0014273+0.0096186i,-0.003325+0.0095241i,-0.0052496+0.006781i,-0.0055691+0.0060384i,-0.0030097+0.0084864i,0.00072692+0.0087036i,0.0020842+0.0063901i,6.4277e-05+0.0037702i,-0.0013073+0.0017463i,-0.0012277+0.00044886i,-0.0012516-0.0002764i,-0.00028344-0.00071998i,-9.7001e-05-0.00099994i
0.0011693+0.012914i,-0.0048937+0.022982i,-0.017761+0.02656i,-0.021685+0.016664i,-0.010711+0.006624i,-0.0049575+0.008353i,-0.010202+0.014737i,-0.013923+0.014204i,-0.0092887+0.0052872i,-0.0021224-0.003546i,0.0018603-0.0070394i,0.0054557-0.0068921i,0.0083184-0.005216i,0.0078442-0.0045481i,0.0059581-0.0076688i,0.003819-0.01005i,0.001829-0.0083667i,0.0016113-0.0056412i,0.0018707-0.0034075i,0.0020747-0.00098477i,0.0019069+0.00051947i,0.00048136+0.00050409i,-0.00067697+0.00094746i
0.0027162-0.0046938i,0.01183-0.0090049i,0.023836-0.0069912i,0.024703-0.00038745i,0.014669-0.0013491i,0.011819-0.0095586i,0.017564-0.012357i,0.019136-0.0070033i,0.011054+0.00042656i,0.0013534+0.0057628i,-0.0044256+0.0081638i,-0.0077124+0.0072379i,-0.0097556+0.0031515i,-0.010523+0.00052657i,-0.0099604+0.0026228i,-0.0080272+0.0053105i,-0.005375+0.0044991i,-0.004114+0.00181i,-0.0029773+0.00041346i,-0.0015092+0.0007946i,-0.00061357+0.00089266i,-0.00029018+0.00075887i,-0.00012582+0.00020862i
-0.0026445+0.0069584i,-0.0088641+0.0078424i,-0.017301+0.00024748i,-0.0161-0.0086821i,-0.0073814-0.0063012i,-0.0081184-0.00094484i,-0.016865-0.0014614i,-0.01905-0.0043697i,-0.010243-0.0062318i,0.000629-0.0056213i,0.0070524-0.0041695i,0.010014-0.0022068i,0.010222+0.00064291i,0.0094241+0.00263i,0.0096139+0.0017999i,0.0088309-0.00024482i,0.0059385+9.7368e-05i,0.0037482+0.0015649i,0.0029161+0.0016004i,0.0023504+0.0015196i,0.0023074+0.0002187i,0.001343-0.00024938i,4.9277e-05+0.00040327i
0.0038111+0.00054625i,0.013312+0.0047569i,0.018275+0.012764i,0.013023+0.014816i,0.0081027+0.0058237i,0.012274-0.00036465i,0.01866+0.0029671i,0.01663+0.0086735i,0.0067591+0.009945i,-0.002946+0.0068446i,-0.0086451+0.0037486i,-0.0099956+0.0013563i,-0.0078545-0.00248i,-0.005695-0.0062163i,-0.0060632-0.0071694i,-0.0074369-0.0057665i,-0.0065662-0.0050797i,-0.0040711-0.0045056i,-0.0022259-0.0027314i,-0.0013977-0.0023788i,-0.00070466-0.0028978i,-0.0002613-0.0013503i,-0.00019012+0.0009198i
-0.0023486+0.00029068i,-0.0059892-0.0060004i,-0.0075396-0.015023i,-0.0023202-0.01589i,-7.6989e-06-0.010558i,-0.0056677-0.010236i,-0.011026-0.013962i,-0.010359-0.014371i,-0.0045512-0.0093815i,0.0023436-0.003926i,0.0064035-0.00040882i,0.0072677+0.0026858i,0.0055756+0.0051053i,0.002627+0.007467i,0.0021076+0.0094349i,0.0039359+0.0091465i,0.0034867+0.007058i,0.001926+0.0054429i,0.0014869+0.0046056i,0.0011557+0.0037693i,0.0010797+0.0023666i,0.00092039+0.00060979i,0.00048311-0.0004349i
0.0017986+0.0056176i,0.0041443+0.012835i,0.0024927+0.019529i,-0.00049477+0.016275i,0.001023+0.0065651i,0.0040817+0.0037507i,0.0037425+0.0078674i,0.0017909+0.010307i,-0.00030341+0.007547i,-0.0033339+0.0026352i,-0.0064256-0.00044811i,-0.0069553-0.0024594i,-0.0031721-0.0051575i,0.00085166-0.006271i,0.0023776-0.0078215i,0.002471-0.0091209i,0.0021911-0.0080768i,0.001584-0.0062311i,0.0011063-0.0045201i,0.0012779-0.0033588i,0.0009073-0.002902i,0.00013408-0.0019837i,0.00014748+0.00037278i
0.0031573-0.001644i,0.0070155-0.006931i,0.01093-0.012231i,0.010605-0.010501i,0.0050499-0.0063164i,0.0018068-0.0075406i,0.0028207-0.0095772i,0.0040921-0.0071974i,0.003098-0.0030923i,0.0014934+0.0012036i,0.0024853+0.0054467i,0.0025672+0.0071835i,-0.0012639+0.0058076i,-0.0046186+0.0047073i,-0.0055591+0.0058746i,-0.0053834+0.0055902i,-0.004471+0.0040486i,-0.0034212+0.0033243i,-0.0023895+0.0034476i,-0.0017567+0.0037315i,-0.001679+0.0036156i,-0.001245+0.0025266i,5.309e-05+0.00088256i
-0.0012262+0.0092291i,-0.0038034+0.012508i,-0.0066823+0.011542i,-0.0053471+0.0050644i,-0.0012976+0.00052579i,-0.0019552-2.0362e-06i,-0.0061452+0.00063501i,-0.0077426+0.00034702i,-0.0048238-0.0014635i,-0.0024101-0.0042445i,-0.0025815-0.0064594i,-0.0013238-0.0068867i,0.0022612-0.0048242i,0.0051053-0.0011946i,0.0064866-0.00053694i,0.0061126-0.0022322i,0.0047651-0.0020546i,0.003898+4.4479e-06i,0.0037087-0.00031673i,0.0028349-0.0020407i,0.0020847-0.0020531i,0.00096728-0.00096929i,-0.00028609+0.00081641i
0.0027616+0.00011088i,0.0079292-0.0025418i,0.011261-0.00019489i,0.0098478+0.0031913i,0.0077736+0.0010863i,0.0090864-0.0030889i,0.011357-0.0020803i,0.010068+0.0018153i,0.0056377+0.0052745i,0.0018706+0.0077804i,0.00028651+0.009254i,-0.0012584+0.008216i,-0.0041554+0.0034686i,-0.0061582-0.0020157i,-0.0059128-0.0040549i,-0.0046445-0.0032864i,-0.0037819-0.0027756i,-0.0036994-0.0023641i,-0.0040323-0.00085911i,-0.0041245+0.00054868i,-0.0035381+0.0011315i,-0.002561+0.00086938i,-0.00084655+0.00076391i
-0.00024761+0.0034784i,-0.0040666+0.0033721i,-0.0059258+1.9396e-05i,-0.0032848-0.0028163i,-0.00090931-0.0029099i,-0.0030113-0.0032537i,-0.0071341-0.0059205i,-0.0078525-0.0082687i,-0.0039036-0.0084629i,-0.00053791-0.0082227i,0.00057402-0.008154i,0.0024562-0.0068865i,0.0033115-0.0024339i,0.0017865+0.0029471i,0.0013325+0.0051369i,0.0020296+0.0047142i,0.0020369+0.0036144i,0.0019741+0.0028366i,0.0029716+0.0025198i,0.0036277+0.0011433i,0.0028685-0.00025601i,0.0018421-0.00048595i,0.00060996-0.0012977i
0.0021004+0.0027198i,0.0069303+0.0033321i,0.0089209+0.0059528i,0.005776+0.0057333i,0.0038413+0.0023041i,0.0052588+0.00089504i,0.0060196+0.0032512i,0.0040388+0.0057741i,0.00069656+0.0060607i,-0.0014295+0.0064812i,-0.0025301+0.0074224i,-0.0036493+0.0053705i,-0.002589+0.00023304i,-0.00011111-0.0045098i,0.00051799-0.0061797i,-0.00034791-0.0055064i,-0.00093529-0.0040323i,-0.0012875-0.0029763i,-0.0019266-0.0021691i,-0.0019393-0.0016902i,-0.002325-0.0017915i,-0.0021822-0.00063238i,-0.00092583+0.0005394i
-0.00035896+0.0016858i,-0.0021495-1.1781e-05i,-0.00091619-0.0042887i,0.0012112-0.006305i,0.00071154-0.0070921i,-0.00059419-0.0094492i,-0.001295-0.010506i,-0.0008324-0.0089059i,0.00076648-0.0060045i,0.0022971-0.0045013i,0.0034146-0.0043682i,0.0036948-0.0032861i,0.00078407-0.00024404i,-0.0023066+0.0025998i,-0.0030365+0.0038514i,-0.0027087+0.0035819i,-0.001662+0.0026154i,-0.00050467+0.0023946i,0.00053748+0.003121i,0.0011048+0.0038924i,0.001123+0.0025896i,0.0014601+0.00079659i,0.00078831+0.00014099i
0.0032013+0.0032584i,0.0044456+0.0057898i,0.0025092+0.0071534i,0.00054808+0.0054067i,0.0012368+0.00317i,0.0016584+0.0025718i,-0.00037993+0.0028318i,-0.0023375+0.0028524i,-0.0025674+0.0016918i,-0.0028498+0.0018326i,-0.0040334+0.0037953i,-0.0037512+0.003498i,-0.0011118+0.0011351i,0.0024023-0.00036776i,0.0034875-0.0013918i,0.0021188-0.0022514i,0.0017902-0.0022219i,0.0024425-0.0018398i,0.0014157-0.0029874i,-7.4662e-05-0.0039054i,-0.0010881-0.0034458i,-0.001486-0.0020622i,-0.0015752+0.00024814i
0.0021946+0.0016682i,0.0038668+9.7853e-05i,0.0055244-0.002361i,0.0055476-0.0035912i,0.0027305-0.0049334i,0.0011011-0.0068498i,0.0017705-0.0054603i,0.0014385-0.0018763i,0.0010207-0.00073102i,0.0016678-0.00073827i,0.0029358-0.00090742i,0.0035577-0.00068442i,0.00060892-0.0012016i,-0.0023815-0.0020872i,-0.0031084-0.0015622i,-0.0029745+0.00014574i,-0.0020525+0.0010338i,-0.0010782+0.00061815i,-0.001311+0.00089311i,-0.0014949+0.0019785i,-0.00034388+0.003174i,0.0013449+0.003626i,0.001797+0.0025705i
-0.00073815+0.00054698i,-0.0013368+0.0020557i,-0.0024108+0.0041996i,-0.0011087+0.0028292i,0.0012205+0.00074303i,0.0010154-0.00032509i,-0.0015123-0.0020386i,-0.0023568-0.0027185i,-0.00099292-0.0014946i,-0.00093324+0.00025629i,-0.0026792+0.001099i,-0.0029797+0.0014056i,-0.0014572+0.0020603i,-1.2875e-05+0.0028981i,0.00094644+0.0025808i,0.0018507+0.0013777i,0.0015332-0.00024711i,0.0010637-0.0015848i,0.0020397-0.0018921i,0.0027114-0.0021846i,0.0018234-0.0026498i,0.00077185-0.0022616i,0.00046482-0.00098729i
-0.00077313+0.0053316i,0.0014266+0.0036558i,0.0025205+0.0028571i,0.0022191+0.0024321i,0.0026869+0.00025913i,0.0038783-0.0013196i,0.0039494+0.00042631i,0.0027603+0.0035106i,0.0013547+0.0046089i,0.0016933+0.003325i,0.0037654+0.0020124i,0.003744+0.0015719i,0.0017127-0.00055009i,0.0004478-0.0039042i,-0.00048822-0.0047102i,-0.0018265-0.0029711i,-0.0024013-0.00061628i,-0.0022339+0.00065734i,-0.002305+0.00074717i,-0.0025842+0.00070592i,-0.0026455+0.00080078i,-0.0014261+0.0016957i,-0.00051568+0.0023828i
-0.0026326+0.0027688i,-0.0018605+0.0046513i,-0.0013117+0.0059117i,0.0012179+0.0039044i,0.0024757-0.00022842i,0.000782-0.0035502i,-0.0021014-0.0058406i,-0.0034176-0.0058979i,-0.0025754-0.0038673i,-0.0024258-0.0023535i,-0.0036728-0.002032i,-0.0037008-0.0012206i,-0.0026466+0.00034033i,-0.0027663+0.0028818i,-0.0025184+0.0037148i,-0.0011143+0.0020864i,0.00038219+0.00072768i,0.0015739-3.3487e-05i,0.0015286+5.423e-05i,0.0011299+0.0004032i,0.0022975-0.00040644i,0.0022901-0.0018322i,0.0013147-0.0018812i
0.0044587+0.0037363i,0.0067939+0.0036512i,0.0077188+0.0010622i,0.0055124-0.0017317i,0.0045387-0.0021353i,0.0044683-0.0012789i,0.0037721+0.00068735i,0.0034991+0.0024572i,0.003276+0.0023404i,0.0030909+0.0024374i,0.0031342+0.0034761i,0.002832+0.0034742i,0.0026369+0.0022957i,0.0027473+0.00011572i,0.0028505-0.0015337i,0.0019519-0.0018156i,5.9983e-05-0.0016707i,-0.0009806-0.0017884i,-0.0004497-0.0014829i,-0.00013832-0.0014849i,-0.00095846-0.001356i,-0.0015071+0.00018963i,-0.0016933+0.0015028i
-0.00063069+0.0022724i,0.0008+0.0021479i,9.5848e-05+0.0022308i,-0.00048409+0.0014311i,0.00064122-8.9179e-05i,0.0010628-0.002795i,0.00013974-0.0043753i,-0.00057153-0.0034227i,-0.0017073-0.0021841i,-0.0028112-0.0019095i,-0.0032672-0.0024648i,-0.0029631-0.0022367i,-0.0033223-0.0010122i,-0.0039013+0.00040971i,-0.0038174+0.00069116i,-0.0030268+0.0011056i,-0.0011477+0.0020201i,0.00063145+0.0021694i,0.00079455+0.0016425i,0.00083099+0.0019088i,0.0021953+0.002055i,0.0030347+0.0014383i,0.0025505+0.00077428i
0.0035293+0.0030345i,0.0032504+0.0024835i,0.0036615+0.00066101i,0.0035809-0.00099268i,0.0025735-0.0028853i,0.0011751-0.0035118i,-7.9833e-05-0.0023278i,-0.00037385-0.0007748i,0.0008534+0.00036105i,0.0020456+0.0016706i,0.0018176+0.0029094i,0.0025641+0.0028976i,0.0037331+0.0022541i,0.0038518+0.0019097i,0.0037709+0.0015164i,0.0030516+0.0005353i,0.0018329-0.00075261i,0.00073958-0.0015186i,0.00024139-0.0016929i,-0.00047092-0.0021959i,-0.0010569-0.0023763i,-0.0023516-0.0013474i,-0.0024275-0.0008126i
0.0040488+0.00018866i,0.0053413-0.0011504i,0.0038981-0.0011097i,0.0017302-0.00014841i,0.0013331-0.00031964i,0.0022802-0.0015612i,0.00298-0.0017727i,0.0019933-0.00032029i,7.1913e-05+0.00049304i,-0.0012272-0.00093797i,-0.0019115-0.0031192i,-0.0018619-0.0034905i,-0.002502-0.0031792i,-0.0032857-0.0024853i,-0.0021626-0.0015215i,-0.0018072-0.00046823i,-0.0016655+0.0013968i,-0.00085316+0.0020367i,-0.0015019+0.00096507i,-0.0014978+0.00072818i,-0.00037802+0.0018732i,0.0016244+0.0019622i,0.0028586+0.0018932i
-0.00069577+0.0031898i,-0.00099771+0.0052071i,-6.9943e-05+0.0048336i,0.0020025+0.0017972i,0.0022081-0.0013799i,0.00066543-0.0035273i,-0.0011052-0.0042482i,-0.0015153-0.0032002i,-0.00034939-0.00048678i,-0.00019404+0.0025594i,-0.00159+0.0047548i,-0.001484+0.0050632i,8.8602e-05+0.00326i,0.0015573+0.0023341i,0.001898+0.0031166i,0.0014268+0.0026295i,0.0016456+0.00016937i,0.0020951-0.0020873i,0.0020747-0.0025673i,0.002037-0.0021527i,0.0022506-0.0030021i,0.001665-0.0037604i,0.00079482-0.0030688i
0.0016258-0.0011481i,0.0032522-0.0020325i,0.0025766-0.004599i,0.00027637-0.0045808i,-0.00032053-0.0034598i,0.0019068-0.003241i,0.0026896-0.0024305i,0.0017075-0.00047332i,0.00074802+0.0001849i,0.00084075-0.00069413i,0.0017384-0.0017728i,0.001642-0.0025998i,0.0010816-0.0031032i,0.00045441-0.0040289i,0.00059346-0.0048056i,0.00067518-0.0038286i,-0.00055965-0.002149i,-0.0020453-0.0010817i,-0.001961+8.8038e-05i,-0.0012124+0.00090663i,-0.0016157+0.0018622i,-0.001796+0.0029778i,-0.0016522+0.0024127i
-0.0016289+0.00095242i,-0.0031703+0.0024145i,-0.0044148+0.0035546i,-0.0034503+0.0036145i,-0.0013677+0.0017691i,-0.00049072-0.0010673i,-0.0015085-0.0028164i,-0.0018108-0.0024024i,-0.00099371-0.00091694i,-0.0020875+0.0014295i,-0.0034111+0.0036508i,-0.0024347+0.0036065i,-0.0013687+0.0024962i,-0.00022743+0.0015493i,-0.0003034+0.0012236i,-0.00077543+0.0021524i,0.00040108+0.0023866i,0.0019987+0.0012184i,0.0018791-0.00011035i,0.00099458-0.00073834i,0.0020685-0.00064787i,0.0035941-0.00064238i,0.0032272-0.00041229i
0.001144+0.00096183i,0.0049888+0.0017953i,0.0065479+0.001671i,0.0053093-0.0004909i,0.0037881-0.0024071i,0.0023393-0.0030881i,0.00067923-0.0014412i,-6.4562e-05+0.00092287i,-1.3337e-06+0.0011313i,0.00035209+0.00026884i,0.0018617-0.0003832i,0.0034912-0.00096595i,0.002917-0.0016872i,0.0013361-0.0018634i,0.0011876-0.0014555i,0.0022119-0.0022954i,0.0016917-0.0031804i,0.00028182-0.0020975i,-0.00077244-0.00052729i,-0.0013339-0.00067161i,-0.0019586-0.0013011i,-0.0023669-0.00045422i,-0.0021289+0.0001642i
-0.00039127+0.0025831i,-0.0010408+0.0018826i,-0.0022644+0.0015896i,-0.0018864+8.9293e-05i,-0.00034854-0.0013163i,0.00012891-0.0027238i,0.00094139-0.002802i,0.0012778-0.001065i,0.00047926+9.1981e-05i,-0.0017444+0.0013049i,-0.0036682+0.0026275i,-0.0039779+0.002361i,-0.0031977+0.0018224i,-0.0024225+0.0019013i,-0.0025692+0.001078i,-0.0036783+0.00037081i,-0.0030829+0.00098408i,-0.00095422+0.0018758i,0.00082681+0.0014275i,0.00050143+0.00088856i,0.00015879+0.0017532i,0.001095+0.001475i,0.0017382+0.0010694i
-0.001173+0.0024398i,0.0014799+0.0049942i,0.0032859+0.0059535i,0.0044838+0.0038238i,0.0041127+0.0019977i,0.0020535+0.00068062i,-0.00061634-0.00039779i,-0.0020527-6.9268e-05i,-0.0012736+0.0010489i,0.0011155+0.0013872i,0.0033376+0.00092828i,0.0047962+0.00047583i,0.0050732+0.00063027i,0.0040831+0.0004056i,0.0029201+0.00014668i,0.0016086-0.00022437i,0.0013729-0.00065037i,0.0013165-0.0015522i,0.00042942-0.002172i,-8.0729e-06-0.0025094i,-0.00052742-0.0022528i,-0.0012284-0.0017759i,-0.00081376-0.0014944i
-0.0016758+0.00098084i,-0.0027946+0.00070134i,-0.0032372-5.5383e-05i,-0.0012313-0.0016267i,0.0013027-0.0035264i,0.0030449-0.0047372i,0.0028919-0.0037932i,0.0010274-0.0015352i,-0.00034902-0.00033806i,-0.0021034-9.2998e-05i,-0.003955-0.00029915i,-0.0046663-0.00050618i,-0.0045035-0.0013355i,-0.0034686-0.0022959i,-0.0024114-0.0027356i,-0.0018758-0.0033182i,-0.0021069-0.002879i,-0.0022697-0.00085797i,-0.0015546+0.0010772i,-0.0007616+0.0012565i,-0.00073154+0.0017436i,-0.00084885+0.0024895i,-0.00079844+0.001528i
0.0045344+0.0010902i,0.0057043+0.0029327i,0.0056665+0.0024802i,0.0028524+0.0017173i,0.0004078+0.0013876i,-3.7568e-05+0.00048279i,-0.00057602-0.0011562i,-0.00057865-0.0018383i,4.7768e-05-0.00044832i,0.0011234+0.0012859i,0.0028165+0.0023459i,0.0039474+0.0026221i,0.0038672+0.0028971i,0.0031763+0.0032501i,0.001685+0.0027019i,0.00066337+0.0020134i,0.00074394+0.0011543i,0.0016621+0.00021833i,0.00092832-0.00081969i,-0.00026828-0.0015275i,0.00058077-0.0014703i,0.0009158-0.0018169i,0.00076188-0.0015884i
