0.0003227-0.0012841i,0.00053975-0.0010518i,-0.00011063-0.00047495i,-0.0014448+0.00043989i,-0.0027179+0.0010053i,-0.0023904+0.0011776i,-0.00052352+0.0015691i,0.00058588+0.0016822i,0.00070794+0.00048901i,0.00068606-0.00037008i,0.00059236-0.00013889i,0.00054013-0.00051i,0.00053002-0.0012428i,0.00068602-0.0010708i,0.00076077-0.00025402i,0.00059945+0.0001703i,0.00054357+0.00038816i,0.00063575-1.0359e-05i,0.00026074-0.00066581i,-0.00061696+5.5144e-05i,-0.00031764+0.00074505i,0.00069837+0.0006805i,0.0006997+0.00061128i
-0.0071427+0.00069982i,-0.017361+0.0016377i,-0.014563+0.0011193i,-0.017891+0.0068315i,-0.049457-0.00090759i,-0.062568-0.031468i,-0.044719-0.039565i,-0.023188-0.023606i,-0.011972-0.0098983i,-0.013116-0.00083797i,-0.020966+0.0081191i,-0.027502+0.014611i,-0.02285+0.011394i,-0.011312+0.0011208i,-0.0049393-0.0047534i,-0.00076433-0.0021819i,0.0047045-0.00020724i,0.0072306-0.00041557i,0.0065222+0.0016709i,0.0049621+0.0038975i,0.0030391+0.0040331i,9.5495e-05+0.0026058i,-0.0027072+0.00049507i
0.011846-0.0068287i,0.038564-0.012617i,0.063257-0.003677i,0.080593+0.030924i,0.093958+0.075786i,0.079516+0.087015i,0.048756+0.057046i,0.022893+0.031081i,0.013879+0.020219i,0.015251+0.0079455i,0.015363-0.0055483i,0.018942-0.011736i,0.020975-0.0093587i,0.014772-0.0032883i,0.0075304-0.00037407i,0.0022331-0.00058574i,-0.0032207+0.0013068i,-0.0064498+0.0031351i,-0.0071477+0.0028928i,-0.0060963+0.0019841i,-0.0036886+0.0004486i,-0.00075454-0.0010804i,0.0017252-0.0011518i
-0.0087171+0.0079978i,-0.037717+0.0071302i,-0.052602-0.018183i,-0.032884-0.063371i,-0.013668-0.089363i,-0.023524-0.070332i,-0.035327-0.034677i,-0.020823-0.017908i,-0.0066546-0.016436i,-0.0043208-0.0070789i,-0.00035569+0.010099i,0.00020913+0.019875i,-0.0054498+0.018399i,-0.009972+0.011972i,-0.0092104+0.0080281i,-0.0034484+0.0037407i,0.0010241-0.0030359i,0.0033142-0.0066894i,0.0059188-0.0073062i,0.0064311-0.0075671i,0.0038693-0.0058887i,0.0014599-0.0024888i,-0.00040732+8.0792e-05i
0.00011089-0.0018438i,0.015555-0.0026336i,0.016476+0.00032496i,-0.0063926-0.0055135i,-0.0045737-0.027406i,0.030028-0.037367i,0.044323-0.025305i,0.024579-0.010463i,0.0075717-0.0021992i,0.0025691-0.0073402i,-0.0032241-0.022626i,-0.0065293-0.033891i,-0.0036098-0.030475i,0.0024316-0.017276i,0.0062366-0.0076166i,0.0031883-0.0031368i,-0.0015481+0.0023763i,-0.0035929+0.0065009i,-0.0044505+0.0074888i,-0.0049019+0.0078687i,-0.0043243+0.0059812i,-0.002613+0.0031339i,-0.00010208+0.0012405i
0.010275+0.0063145i,0.003114+0.02755i,-0.012584+0.055949i,-0.039263+0.075192i,-0.087396+0.076392i,-0.11266+0.063226i,-0.085478+0.046391i,-0.044302+0.030154i,-0.022025+0.017361i,-0.0094711+0.015651i,0.0030558+0.023303i,0.0081719+0.029613i,0.0082413+0.028182i,0.0082105+0.018987i,0.0068031+0.008905i,0.0045427+0.003462i,0.0017244-0.00036198i,-0.0013863-0.0031223i,-0.0035194-0.0043953i,-0.0029249-0.0041639i,-0.0015086-0.0031464i,-0.00093382-0.0022554i,-0.00096602-5.5653e-05i
-0.0060244-0.016966i,0.0096956-0.047586i,0.044117-0.07446i,0.081745-0.05737i,0.10333-0.01397i,0.095401-0.0035513i,0.067776-0.018233i,0.042647-0.017274i,0.028627-0.0079558i,0.012178-0.0079075i,-0.009267-0.012197i,-0.02222-0.012883i,-0.021772-0.013632i,-0.015126-0.01612i,-0.0089739-0.014713i,-0.0046168-0.0080668i,-7.1892e-05+0.00015234i,0.0039002+0.0045176i,0.007792+0.0034439i,0.0095962+0.0014432i,0.0079935+0.00085495i,0.0060476+0.00076563i,0.0048255-0.00023542i
0.0052817-0.0011659i,-0.0079437+0.0090021i,-0.033596+0.014901i,-0.039514-0.0018833i,-0.014718-0.01138i,0.0042363+0.01382i,0.0060161+0.029391i,0.0040144+0.013714i,0.00097557-0.0030278i,0.0071739-0.0050396i,0.024673+0.00037498i,0.039158+0.0033695i,0.036628+0.0028146i,0.021497+0.0035601i,0.0093935+0.0043532i,0.0033577-7.9787e-05i,-0.00099484-0.0054035i,-0.0032065-0.0062902i,-0.0046263-0.0049578i,-0.0061408-0.0028493i,-0.0064117-0.00047043i,-0.0057182-0.0007576i,-0.004468-0.0015567i
-0.018586+0.014098i,-0.037662+0.01643i,-0.050977+0.0033912i,-0.057919-0.020325i,-0.056433-0.064103i,-0.043159-0.10352i,-0.037309-0.094459i,-0.034009-0.057145i,-0.023986-0.028114i,-0.021449-0.012906i,-0.029459-0.0046713i,-0.038716+0.0016006i,-0.03733+0.0087548i,-0.024705+0.012808i,-0.013235+0.011066i,-0.0073898+0.0075746i,-0.0028132+0.0044018i,-0.00077915+0.00053316i,-0.0011908-0.0024228i,-0.00041975-0.0027418i,0.0016759-0.0011465i,0.0028252-0.00025492i,0.0016201-0.00071228i
0.022704-0.0070247i,0.053833+0.012149i,0.07725+0.060644i,0.061204+0.10342i,0.0139+0.11706i,-0.014578+0.10765i,-0.0066492+0.082755i,-0.00088469+0.055539i,-0.0024313+0.035688i,0.0056216+0.017045i,0.016388-0.0041651i,0.023546-0.018415i,0.024233-0.022443i,0.019314-0.018021i,0.013135-0.010312i,0.0061378-0.0048673i,-0.00058808-0.00083899i,-0.0034705+0.0027737i,-0.0017407+0.0061713i,-4.9747e-05+0.0065403i,-0.00031846+0.0041503i,-0.00197+0.0039586i,-0.0024703+0.0062072i
0.0014332+0.0088076i,-0.0018644-0.0061i,0.0057014-0.050397i,0.03106-0.079336i,0.041556-0.055351i,0.014404-0.018524i,-0.013546+0.0030404i,-0.009066+0.013696i,0.0056769+0.010181i,0.0021517+0.0084847i,-0.009265+0.023888i,-0.011989+0.037767i,-0.005771+0.034567i,0.00069335+0.020317i,0.0032632+0.0076261i,0.0056808+0.0026737i,0.0077259+0.0014138i,0.0065625+0.00059013i,0.0039028+0.00062926i,0.0030241-0.00099807i,0.0033096-0.0031894i,0.0047019-0.0037909i,0.0060658-0.0040225i
-0.013565-0.030345i,-0.018735-0.05826i,-0.023785-0.068831i,-0.028491-0.061857i,0.00011795-0.053467i,0.051115-0.036151i,0.07292-0.026239i,0.058439-0.027319i,0.030906-0.021393i,0.013671-0.016577i,0.010267-0.02567i,0.006185-0.038278i,-0.0060523-0.038222i,-0.0158-0.025434i,-0.014397-0.013196i,-0.0094724-0.0070148i,-0.0064695-0.0040293i,-0.0024965-0.0038507i,-7.2587e-05-0.0063564i,-0.0019885-0.005794i,-0.0042042-0.00083758i,-0.0033959+0.0039948i,-0.0012571+0.0058815i
0.0069301+0.024164i,-0.024221+0.060435i,-0.07782+0.086521i,-0.10974+0.078838i,-0.10953+0.039464i,-0.091722-0.00080496i,-0.064237-0.0093803i,-0.040718-0.0066109i,-0.025484-0.0063442i,-0.011591+0.0035379i,0.00081756+0.017903i,0.0073521+0.025348i,0.011778+0.024159i,0.013299+0.016037i,0.0069978+0.0079676i,0.00087995+0.0029247i,-0.00091296-0.0022597i,-0.0038661-0.0035632i,-0.0049883-0.00034499i,-0.0017942+0.0017691i,-0.00011517-0.0007932i,-0.0019332-0.0064089i,-0.004921-0.009644i
-0.01632+0.011824i,0.0095138+0.018581i,0.068427+0.04227i,0.10669+0.07293i,0.083977+0.077965i,0.03284+0.047817i,-0.0037445+0.0089705i,-0.016176-0.0021057i,-0.0088041+0.0030543i,-0.00092522-0.0058021i,-0.010757-0.020819i,-0.024746-0.019025i,-0.023127-0.0028225i,-0.011465+0.0099025i,-0.0019813+0.010925i,0.00052695+0.008468i,-0.00056212+0.0088069i,-0.00056784+0.0075547i,-0.0011905+0.0037108i,-0.0019623+0.0024599i,-0.00015364+0.0047538i,0.0031368+0.0086242i,0.0053011+0.011407i
0.045152-0.022172i,0.075469-0.026082i,0.089431-0.041664i,0.085638-0.074158i,0.075648-0.070755i,0.05756-0.019287i,0.041064+0.023148i,0.027953+0.029272i,0.014688+0.019503i,0.0084075+0.012672i,0.012273+0.015965i,0.022817+0.016228i,0.025183-0.00097073i,0.014767-0.016959i,0.0052581-0.014829i,0.0032587-0.0082055i,0.0029442-0.0055489i,0.0034878-0.0018795i,0.0056704+0.00038325i,0.0053273-0.0020747i,0.00040693-0.0042177i,-0.0055219-0.004947i,-0.007023-0.0052855i
-0.03187+0.010306i,-0.058022-0.03127i,-0.080039-0.096682i,-0.097158-0.121i,-0.086456-0.10065i,-0.046165-0.074289i,-0.019333-0.050613i,-0.0054275-0.027604i,0.0012643-0.018904i,-0.0093327-0.017194i,-0.019405-0.010593i,-0.017745-0.0066009i,-0.01052-0.001303i,-0.0028476+0.0042586i,0.0006408+0.0018598i,0.00045659-0.0014109i,0.0019822-0.0025365i,0.0016186-0.0052914i,-0.0022784-0.0051298i,-0.002626-0.0007252i,0.0019059+0.0021734i,0.0082397+0.00093189i,0.011738-0.0024464i
-0.0049879-0.038561i,-0.030551-0.022069i,-0.072745+0.043631i,-0.10306+0.10123i,-0.10319+0.091453i,-0.08129+0.040594i,-0.04694+0.0054284i,-0.021051-0.008093i,-0.010372-0.0031581i,0.0034071+0.010454i,0.019536+0.0091314i,0.018026-0.002322i,0.00045166-0.005182i,-0.011913+0.002032i,-0.010869+0.0085515i,-0.0081717+0.0066789i,-0.0092904+0.0027305i,-0.0077724+0.0014126i,-0.003843-0.0013241i,-0.0024018-0.0034169i,-0.0046193-0.0010434i,-0.0096378+0.002858i,-0.012714+0.0075745i
0.0090714+0.084545i,0.012957+0.12947i,0.033629+0.13541i,0.079309+0.1214i,0.10028+0.11569i,0.066972+0.10307i,0.023345+0.07493i,0.00075268+0.044819i,-0.0042654+0.018685i,-0.004993+0.0024285i,-0.013397-0.0010174i,-0.018621+0.003292i,-0.0051416+0.0051154i,0.012587-2.9117e-05i,0.015452-0.004076i,0.0095306-0.0014008i,0.0041821+0.001824i,-0.00079918+0.004874i,-0.0027728+0.0089853i,0.00037572+0.0073632i,0.0041372+0.0010244i,0.0067603-0.004461i,0.0089322-0.0086439i
0.0017673-0.065735i,0.042935-0.087337i,0.10779-0.082995i,0.13102-0.095388i,0.10142-0.11473i,0.064194-0.083456i,0.043763-0.032131i,0.032282-0.0061573i,0.022154-0.0022032i,0.016384-0.009678i,0.015337-0.013669i,0.014921-0.0072945i,0.010096+0.0023367i,0.0041334+0.0054783i,0.0025605+0.0012311i,0.001148-0.0013817i,0.0014503+0.0014178i,0.0054342+0.0012503i,0.0055493-0.0036929i,0.00048706-0.004012i,-0.0022803+0.0014386i,-0.00069948+0.0076285i,0.0016746+0.011253i
0.059289+0.026828i,0.069618+0.0029788i,0.016425-0.064222i,-0.061524-0.10723i,-0.078115-0.092659i,-0.027868-0.077554i,0.011866-0.074047i,0.010575-0.052631i,-0.0014795-0.02129i,-0.012554+0.00059164i,-0.01874+0.012248i,-0.015044+0.011182i,-0.010522-0.0030422i,-0.013722-0.012487i,-0.016157-0.0087468i,-0.0099483-0.0053583i,-0.0036229-0.0082111i,-0.0019585-0.0084045i,-0.00012113-0.0045722i,0.0020812-0.0033243i,0.0013167-0.0055665i,-0.001756-0.0097027i,-0.0071412-0.013458i
-0.11019-0.034775i,-0.17619-0.057146i,-0.17732-0.037519i,-0.13903+0.027539i,-0.12474+0.065538i,-0.12941+0.052748i,-0.11079+0.02851i,-0.0632+0.0118i,-0.019064-0.001833i,0.004486-0.010584i,0.014829-0.014536i,0.015791-0.015154i,0.01331-0.0028873i,0.013413+0.013853i,0.011274+0.018316i,0.0045191+0.015091i,-0.00077213+0.0098337i,-0.0040884+0.004104i,-0.0079771+0.001053i,-0.0086003+0.0025846i,-0.0048699+0.0061456i,0.00052482+0.0089655i,0.0066219+0.011406i
0.091317+0.030861i,0.11433+0.083562i,0.080834+0.13279i,0.07273+0.13104i,0.10982+0.093433i,0.096945+0.057489i,0.035309+0.042863i,-0.001539+0.036483i,-0.0062854+0.023105i,-0.0053648+0.012958i,-0.0079362+0.013309i,-0.012292+0.016999i,-0.01383+0.013727i,-0.0077987+0.0066959i,0.0033538+0.0011219i,0.0071933-0.0045119i,0.00074197-0.004198i,-0.0031694+0.002675i,-0.00046047+0.0048225i,0.00097595+0.00084354i,-0.00079845-0.0015638i,-0.004718-0.00088151i,-0.0076467-0.00021384i
-0.065139+0.059618i,-0.060489+0.084523i,0.007486+0.05664i,0.049139-0.01847i,0.021488-0.061123i,0.013453-0.018437i,0.050605+0.032312i,0.060882+0.02766i,0.031545+0.004599i,0.0062302-0.011499i,-0.0024861-0.020426i,-0.00098861-0.022856i,0.0065529-0.023081i,0.01161-0.02486i,0.0076344-0.023753i,0.004872-0.014356i,0.0082842-0.0057282i,0.010672-0.0037506i,0.0093214-0.0020935i,0.0077646+0.00047741i,0.0093011+0.00088081i,0.012395-0.00098468i,0.015533-0.0064086i
0.096977-0.12716i,0.15927-0.19504i,0.14586-0.17859i,0.060818-0.1046i,-0.0029799-0.063472i,-0.011922-0.080431i,-0.0053655-0.098109i,-0.0020071-0.07033i,0.0017653-0.023238i,0.0031351+0.011876i,0.0073937+0.029698i,0.0095914+0.031482i,0.00064222+0.026349i,-0.012894+0.019749i,-0.021194+0.0099076i,-0.022147+0.0016416i,-0.016371-0.00013932i,-0.0086407-0.00066294i,-0.005699-0.0034762i,-0.0063931-0.0055201i,-0.0075857-0.0056267i,-0.010242-0.0043235i,-0.014223-0.00080577i
-0.090846+0.10902i,-0.1611+0.12821i,-0.17703+0.067588i,-0.12594+0.034653i,-0.064568+0.075698i,-0.029915+0.084287i,-0.028078+0.029682i,-0.038346-0.014886i,-0.029239-0.020526i,-0.0071308-0.018485i,-0.0026031-0.025098i,-0.010417-0.027836i,-0.013447-0.021093i,-0.010538-0.0058512i,-0.0031686+0.011676i,0.0046357+0.015679i,0.0039669+0.0047127i,-0.0031891-0.0021532i,-0.0062205-0.0010859i,-0.0033303-0.0014835i,-0.0011189-0.0019749i,-0.0013741-0.0018077i,-0.0014631-0.0029525i
-0.014593-0.10708i,-0.035634-0.1328i,-0.040832-0.074234i,0.0058995-0.02699i,0.055465-0.054786i,0.021637-0.058172i,-0.041907+0.011653i,-0.043307+0.065455i,-0.0097743+0.04949i,0.0089871+0.014724i,0.017451+0.003832i,0.022108+0.0062966i,0.02446+0.0093044i,0.028611+0.0086266i,0.026741+0.0038182i,0.016457+0.0012187i,0.0086763+0.0051744i,0.0086512+0.009478i,0.0077347+0.0098193i,0.0018253+0.0090989i,-0.0014842+0.010277i,-0.00040248+0.014245i,0.0029056+0.019993i
0.093324+0.18655i,0.14765+0.30039i,0.12865+0.28572i,0.041287+0.15425i,-0.024411+0.051048i,-0.0027861+0.021464i,0.056584+0.01534i,0.067387+0.0072112i,0.028036+0.0042799i,-0.015185+0.0037126i,-0.036717+0.0035419i,-0.037068+0.0059066i,-0.027096+0.0029642i,-0.01534-0.0069979i,-0.0042882-0.017474i,0.00056492-0.021163i,-0.00082362-0.015937i,-0.0019744-0.0089788i,-0.00093637-0.0058239i,0.0022172-0.0057785i,0.0046735-0.0074818i,0.0050908-0.010503i,0.0044895-0.015411i
-0.092992-0.19457i,-0.10045-0.2998i,-0.03377-0.27015i,0.013437-0.1349i,-0.017252-0.03146i,-0.04657+0.0047076i,-0.014825-0.0066991i,0.028109-0.03342i,0.038752-0.033308i,0.036255-0.0088356i,0.037783+0.0030708i,0.035419-0.0053984i,0.021059-0.015765i,-0.0010411-0.017674i,-0.020204-0.0098528i,-0.023031+0.0007846i,-0.012835+0.00085583i,-0.0036611-0.0053326i,-0.00036283-0.0069972i,0.00074995-0.0045938i,0.0017563-0.0030471i,0.0027054-0.0026768i,0.0040189-0.0016435i
0.12751+0.072076i,0.17788+0.078482i,0.13323+0.029879i,0.071409+0.0061366i,0.078365+0.03429i,0.080075+0.016051i,0.0037246-0.044853i,-0.068888-0.05781i,-0.066537-0.029625i,-0.029411-0.0080289i,-0.0097162+0.0022212i,-0.0097062+0.009188i,-0.010512+0.016687i,-0.0052075+0.022954i,0.0022834+0.022641i,0.0068224+0.015035i,0.005388+0.0080307i,-0.00034107+0.0070005i,-0.0058283+0.0076009i,-0.0090592+0.0055738i,-0.010562+0.0021503i,-0.014689+2.5536e-05i,-0.020944-6.5906e-05i
-0.25849+0.0058932i,-0.42127+0.024861i,-0.40827+0.017056i,-0.23858-0.034967i,-0.10498-0.085094i,-0.058453-0.050114i,-0.036219+0.039567i,-0.022115+0.07439i,-0.015253+0.043822i,-0.0097003-0.0018132i,-0.010235-0.028134i,-0.013551-0.027564i,-0.010414-0.015112i,0.00059308-0.002267i,0.013019+0.0047295i,0.015202+0.003986i,0.008563+0.0028245i,0.004042+0.0029582i,0.0036228+0.00075657i,0.0044195-0.00021797i,0.0051344+0.0025171i,0.0088127+0.0055168i,0.016753+0.006625i
0.28266-0.0013294i,0.43713+0.02761i,0.3779+0.089109i,0.16429+0.12126i,0.017468+0.091281i,-0.017986+0.033742i,0.0037643+0.016244i,0.040664+0.041108i,0.045332+0.048731i,0.013155+0.040114i,-0.0062886+0.04003i,0.0031628+0.036673i,0.016342+0.01928i,0.018389-0.0045803i,0.0086183-0.023264i,-0.002899-0.028426i,-0.004768-0.022171i,0.00092239-0.013537i,0.0050238-0.0063763i,0.0044981-0.0018487i,0.0023286-0.00018748i,-0.00060221+0.0019843i,-0.0038535+0.0056505i
-0.16222+0.082966i,-0.20921+0.1257i,-0.11798+0.10063i,0.0062129+0.049155i,0.041597+0.045553i,0.051727+0.051727i,0.078579-0.0078109i,0.075975-0.080775i,0.045086-0.082593i,0.024143-0.038516i,0.01728-0.011078i,0.0094828-0.0080287i,-0.00091997-0.0096628i,-0.010811-0.0063936i,-0.016826+0.0029384i,-0.014105+0.012892i,-0.0067752+0.015026i,-0.0050409+0.0098026i,-0.0085887+0.0027662i,-0.0087321-0.0023105i,-0.0046218-0.0051647i,0.00039669-0.011453i,0.0035589-0.021454i
0.10289-0.27287i,0.14162-0.454i,0.12137-0.45198i,0.091593-0.27759i,0.093414-0.14532i,0.043515-0.10445i,-0.059537-0.073449i,-0.10536-0.040432i,-0.075628-0.018997i,-0.021882-0.0070858i,0.012213-0.0085918i,0.016189-0.017428i,0.0047494-0.020177i,-0.0064652-0.0096413i,-0.006756+0.0050337i,-0.00094687+0.0069269i,-0.001805+0.00073405i,-0.0041499-0.0018635i,-0.002467-0.00027398i,-0.0014719+0.0023598i,-0.0030775+0.0056989i,-0.0051179+0.01244i,-0.0051484+0.020489i
-0.14031+0.31428i,-0.23932+0.49612i,-0.27202+0.42772i,-0.23495+0.16053i,-0.1954-0.024615i,-0.13602-0.042999i,-0.071668+0.014515i,-0.050178+0.065013i,-0.039959+0.061152i,-0.031166+0.014404i,-0.035344-0.013302i,-0.038611-0.003027i,-0.026488+0.016981i,-0.0013185+0.022527i,0.017523+0.012239i,0.020991-3.3231e-05i,0.01995-0.0035934i,0.018124-0.00018259i,0.012935+0.0043866i,0.0070121+0.0056977i,0.0029133+0.0025971i,-0.0023781-0.003298i,-0.009015-0.0081878i
0.02753-0.2156i,0.031381-0.29522i,0.017396-0.19224i,-0.0049689+0.014975i,-0.020862+0.14073i,-0.020607+0.16567i,0.033473+0.14673i,0.10228+0.098415i,0.10167+0.049123i,0.052583+0.03008i,0.019869+0.02696i,0.014579+0.02057i,0.014062+0.0076054i,0.0077231-0.0065148i,-0.0022348-0.015809i,-0.013559-0.015216i,-0.021212-0.007917i,-0.02083-0.0053516i,-0.013509-0.006911i,-0.0040043-0.0063295i,0.0043333-0.0028873i,0.015165+0.0020766i,0.026163+0.0040588i
0.19846+0.21581i,0.36435+0.32336i,0.39022+0.28428i,0.25698+0.15434i,0.1475+0.071337i,0.13173+0.0037656i,0.11225-0.093302i,0.056576-0.14179i,0.010195-0.11231i,-0.007994-0.051709i,-0.0044259-0.0074257i,0.0085908+0.004074i,0.018388-0.0023433i,0.015274-0.010981i,0.0034094-0.0074347i,0.0013797+0.0024754i,0.0073098+0.0011796i,0.0095554-0.0050046i,0.0069366-0.0052006i,0.0011757-0.0033648i,-0.0060763-0.0035984i,-0.015995-0.0034446i,-0.02304-0.0016722i
-0.25231-0.30418i,-0.4343-0.48068i,-0.40204-0.47223i,-0.16131-0.30757i,0.030334-0.19195i,0.045833-0.14392i,-0.033615-0.09087i,-0.099366-0.047035i,-0.095631-0.015776i,-0.039293-0.0074668i,0.00021653-0.023845i,-0.0022893-0.033489i,-0.019517-0.024302i,-0.025553-0.0039251i,-0.01453+0.010461i,-0.0036527+0.01204i,-0.0023348+0.015329i,-0.003981+0.020611i,-0.0046+0.018089i,-0.0028651+0.010948i,0.0012193+0.0038369i,0.0073691-0.0028417i,0.011401-0.010647i
0.18957+0.16285i,0.29687+0.23664i,0.23253+0.19951i,0.031546+0.091519i,-0.13399+0.016182i,-0.19602-0.0016068i,-0.17391+0.04229i,-0.098372+0.11038i,-0.023739+0.11505i,-0.0044311+0.066277i,-0.018966+0.036996i,-0.020373+0.032639i,-0.0080947+0.02475i,0.0030465+0.012037i,0.0093305-9.2048e-05i,0.01027-0.011902i,0.00586-0.023199i,0.0019796-0.027789i,0.001859-0.021055i,0.0018627-0.010206i,-0.00065108+0.00099616i,-0.0047329+0.013615i,-0.0065202+0.02229i
-0.27712+0.072355i,-0.43741+0.18508i,-0.38105+0.23013i,-0.15948+0.15581i,0.0040423+0.094184i,0.079124+0.11463i,0.14097+0.12147i,0.17282+0.068061i,0.13957+0.0051574i,0.069941-0.020835i,0.024905-0.012195i,0.015307-0.00031906i,0.016572+0.008601i,0.021266+0.010132i,0.015046+0.0037404i,-0.00058741+0.0063368i,-0.0030956+0.015311i,0.003625+0.017703i,0.0058015+0.010978i,0.0027144+0.001333i,0.00067644-0.005921i,0.0032293-0.014252i,0.0048739-0.021973i
0.39385-0.12549i,0.64005-0.27083i,0.59376-0.31027i,0.30206-0.18521i,0.096392-0.052272i,0.045839-0.023317i,0.030388-0.068428i,0.0051889-0.12524i,-0.029226-0.12483i,-0.028719-0.05769i,0.0087957-0.010875i,0.027663-0.012028i,0.018568-0.024437i,0.0016637-0.027698i,-0.0063394-0.01693i,-0.0029861-0.0078658i,-0.0065354-0.008354i,-0.016899-0.0079429i,-0.020408-0.003555i,-0.014415+0.0017307i,-0.0057245+0.0059319i,0.00027805+0.010928i,0.0055467+0.016622i
-0.25274+0.1012i,-0.40575+0.19883i,-0.37614+0.20376i,-0.20656+0.081882i,-0.082715-0.065595i,-0.037381-0.15451i,-0.053382-0.15644i,-0.10307-0.077304i,-0.10009+0.0087909i,-0.050221+0.015622i,-0.034253-0.018017i,-0.043272-0.022754i,-0.036984-0.0088144i,-0.021573+0.0005245i,-0.0078962+0.0042936i,0.0033314+0.0045212i,0.014685+0.0038319i,0.023707+0.0034025i,0.022281+0.0037667i,0.012161+0.0035507i,0.00089946-0.00028823i,-0.0091859-0.0076818i,-0.017111-0.01319i
0.0476-0.27209i,0.0092734-0.43617i,-0.067783-0.38313i,-0.096315-0.12043i,-0.091382+0.10597i,-0.11179+0.2008i,-0.099507+0.22185i,-0.036253+0.19806i,0.017618+0.13732i,0.026504+0.067796i,0.0092633+0.031461i,0.0020319+0.028265i,0.003854+0.026182i,0.0030724+0.020129i,0.0014663+0.0095925i,-0.0074902-0.0016345i,-0.019088-0.0032965i,-0.020864+0.00087302i,-0.012243+0.0027706i,-0.0011204+0.0016002i,0.0077587+0.0025488i,0.018894+0.0079684i,0.027718+0.010281i
-0.024201+0.38585i,0.066341+0.64829i,0.20267+0.61363i,0.24373+0.28745i,0.18087+0.030945i,0.12259-0.033174i,0.099099-0.033093i,0.10875-0.042889i,0.1005-0.071956i,0.036101-0.063199i,-0.0051315-0.0094241i,0.0056237+0.015648i,0.017288+0.0084789i,0.020772+0.0036205i,0.018206+0.0041739i,0.014425+0.007509i,0.01629+0.0021045i,0.014654-0.010332i,0.0075131-0.015633i,-0.00069047-0.013075i,-0.0076099-0.008562i,-0.016606-0.0060821i,-0.025189-0.00060574i
0.012471-0.24863i,-0.046967-0.42901i,-0.12657-0.43841i,-0.13088-0.26385i,-0.030038-0.1096i,0.085959-0.061399i,0.12219-0.076589i,0.048194-0.10211i,-0.040164-0.071039i,-0.034487-0.015818i,0.014151-0.010157i,0.023815-0.029422i,0.0087173-0.031281i,-0.0020101-0.021209i,-0.0035674-0.0098538i,-0.0013308-0.0028277i,-0.0048558+0.0062321i,-0.0080686+0.016634i,-0.0064663+0.016257i,-0.003426+0.0075188i,0.0021192-0.00047424i,0.012441-0.0075161i,0.021249-0.015171i
0.16276+0.11902i,0.2898+0.13108i,0.27094+0.056011i,0.095054-0.026318i,-0.078966-0.062182i,-0.17127-0.081119i,-0.19931-0.053875i,-0.15896+0.023904i,-0.083802+0.071809i,-0.02617+0.062289i,-0.010098+0.028042i,-0.02234+0.012363i,-0.024892+0.01413i,-0.015725+0.0055669i,-0.0096333-0.0094775i,-0.0064546-0.021457i,-0.0037564-0.026522i,-0.0030537-0.021232i,-0.0039181-0.0079726i,-0.0046275+0.0056738i,-0.0076906+0.012849i,-0.014594+0.018752i,-0.017245+0.024985i
-0.24899-0.13501i,-0.46211-0.087686i,-0.4581+0.093512i,-0.20635+0.21424i,0.0029525+0.17428i,0.030378+0.10291i,0.011264+0.071688i,0.03463+0.058141i,0.079849+0.034733i,0.075022-0.016539i,0.024342-0.033753i,0.00597-0.0097591i,0.0091986+0.0024427i,0.0042546+0.010727i,-0.00033638+0.019984i,-0.0052304+0.024763i,-0.0036365+0.026214i,0.0054757+0.017919i,0.01054+0.0052815i,0.0092563-0.0043246i,0.0067963-0.010069i,0.0084899-0.017379i,0.0071284-0.025332i
0.17822+0.094543i,0.35763+0.067231i,0.40076-0.05855i,0.23749-0.16285i,0.054176-0.13493i,0.0067203-0.016786i,0.052364+0.052497i,0.083001+0.0018953i,0.041011-0.081453i,-0.017065-0.07195i,-0.017907-0.015659i,0.0038955+0.0015395i,0.0097429-0.003703i,0.0067751-0.006834i,0.0023822-0.0038256i,0.0027083+0.0010779i,0.00050013-0.0024543i,-0.0069096-0.0066791i,-0.0079512-0.0052245i,-0.002921-9.0127e-05i,0.00080774+0.008219i,0.0031338+0.019355i,0.0074772+0.027431i
-0.15334+0.035569i,-0.21645+0.092221i,-0.15373+0.090719i,-0.058976+0.037198i,-0.025307+0.01459i,0.0023677-0.0064015i,0.0020962-0.051451i,-0.059611-0.047681i,-0.1019+0.012102i,-0.077555+0.048115i,-0.03369+0.030287i,-0.019757-0.00087089i,-0.021359-0.0064899i,-0.0072346-0.0010316i,0.011909-0.0042974i,0.019793-0.010537i,0.01649-0.010244i,0.0080942-0.0031893i,-0.0011704+0.00060213i,-0.0080252-0.0017278i,-0.010317-0.0077799i,-0.012946-0.017414i,-0.018665-0.023164i
0.18397-0.094801i,0.18279-0.23777i,-0.015006-0.26621i,-0.17565-0.10464i,-0.11805+0.03806i,-0.023335+0.034541i,0.0013881+0.0023957i,0.0090573+0.021836i,0.026462+0.055309i,0.045224+0.048675i,0.031515+0.01919i,0.0078589+0.018889i,0.0072814+0.024288i,0.0038161+0.013212i,-0.0092287+0.0016635i,-0.020236-0.0053379i,-0.022358-0.0041632i,-0.012243+0.00024517i,0.00011548+0.0014361i,0.0079355+0.0019419i,0.012038+0.0047722i,0.018518+0.012793i,0.028648+0.017223i
