0.0003227-0.0012841i,0.00053975-0.0010518i,-0.00011063-0.00047495i,-0.0014448+0.00043989i,-0.0027179+0.0010053i,-0.0023904+0.0011776i,-0.00052352+0.0015691i,0.00058588+0.0016822i,0.00070794+0.00048901i,0.00068606-0.00037008i,0.00059236-0.00013889i,0.00054013-0.00051i,0.00053002-0.0012428i,0.00068602-0.0010708i,0.00076077-0.00025402i,0.00059945+0.0001703i,0.00054357+0.00038816i,0.00063575-1.0359e-05i,0.00026074-0.00066581i,-0.00061696+5.5144e-05i,-0.00031764+0.00074505i,0.00069837+0.0006805i,0.0006997+0.00061128i
-0.00090805+0.002094i,0.00020304+0.0019358i,0.00087431+0.0020462i,0.0008789+0.00079194i,0.00089431-0.00041044i,0.00010797-0.00018406i,-0.00083031+0.00085164i,-0.0018952+0.0014975i,-0.0018572+0.0015512i,-0.00068339+0.0011886i,0.00028667+0.00053621i,0.00059315-0.00010692i,-3.7302e-05+8.9717e-05i,-2.1433e-06+0.00049616i,0.00038101+0.00016412i,8.3586e-06+0.00012673i,-0.00047252-0.00036953i,-0.00087981-0.00039147i,-0.0010997+1.6834e-05i,-0.00096251-0.00041951i,-0.00060561-0.00068111i,-3.6276e-05-0.00030996i,0.00062585+0.00045541i
0.00024591-5.4852e-05i,0.00048092+0.0009794i,0.0012961+0.0012694i,0.00050167+4.4033e-05i,-1.5152e-05-0.0005424i,-1.4938e-05-0.00033956i,8.6248e-05+0.00010823i,0.00066463+0.00058924i,0.0011151+0.00090233i,0.00095521+0.00045359i,0.00069688-0.00088377i,0.00032562-0.00097005i,8.6558e-05-0.00034258i,0.00030486+0.00013566i,0.00092353+0.00045726i,0.00046858+0.00037233i,-0.00035516-0.00076374i,-0.00047942-0.0018071i,-0.00044981-0.00094629i,-0.00041878+0.00010815i,-6.7495e-07+0.00049692i,-0.00028845+0.00082252i,-0.00032805+0.00046748i
-0.00041442+0.0020517i,0.00028695+0.002054i,0.0010925+0.0015901i,0.0011258+0.0012226i,0.00067365+0.0011962i,-0.0001407+3.3514e-05i,-0.00022093+3.5196e-05i,-9.8337e-05-1.6639e-06i,-0.00041743-0.00076513i,-0.00049137-0.00071789i,-6.6516e-05-0.00084601i,-0.00022597-0.0010278i,-0.00073676-0.00080853i,-0.00031346-4.9909e-05i,-2.3878e-05+0.00084814i,-0.00064533+0.00052798i,-0.00071391+0.00016677i,4.1263e-05-6.6913e-05i,0.00038057-0.00037069i,-0.00026089-0.00082994i,-0.00039344-0.00075857i,8.1106e-05+0.00023992i,0.00026573+0.00053195i
0.00045705+0.00015522i,0.0021915+1.1226e-05i,0.0032739-0.00072379i,0.0019645-0.0011512i,0.00046878-0.00082638i,-0.00088248+0.00052497i,-0.001242+0.0010699i,-0.00056299-2.034e-05i,0.00050336-0.00070625i,0.00066653-0.00053167i,1.6767e-05-0.00063126i,-0.00021268-0.00049339i,-0.00054514-0.00078611i,-0.0010649-0.0013021i,-0.00061565-0.00067075i,0.00027309+0.00037435i,0.00012928+0.00081519i,0.0001396+0.00052345i,-1.8733e-05+0.00017924i,0.00010951+0.00044537i,-0.00011931+0.0010633i,-0.00045452+0.00066688i,-0.00030889+0.00014124i
-0.0011351+0.0011614i,-0.0020326+0.0015128i,-0.002289+0.00087867i,-0.001354+0.00082655i,-0.00039089+0.0014822i,-0.00045018+0.0011307i,-0.0010071-0.00035398i,-0.0010446-0.0012844i,-0.00053634-0.001212i,-0.00029156-0.00084272i,-1.9999e-05+0.000801i,-0.00027034+0.00084894i,-0.0010644-0.00052751i,-0.0013621-0.0005813i,-0.00052473-0.00017526i,-0.00028104-0.00049524i,-0.00097201-0.00028909i,-0.0011583-8.2101e-05i,-0.0009688+0.00041565i,-0.00094909+0.00074291i,-0.00065788+0.00069028i,-0.00056789+0.00071857i,-0.00088105+0.00040941i
-0.002555+0.0021822i,-0.0019147+0.0031749i,-0.00013644+0.0044239i,0.0012799+0.0036486i,0.00093348+0.0011731i,-0.00012518-0.00024788i,-0.00079604-0.00011569i,-0.00093799+0.00028965i,-0.00077205+0.00051941i,-0.00020367-0.00015452i,-0.00020583-0.00077499i,-0.0009286-0.00047069i,-0.00097244+0.00039835i,-0.00043327+0.00094365i,-0.00029667+0.00099833i,-0.00072914+0.00076169i,-0.00090255-9.1268e-05i,-0.00064432+3.8929e-05i,-0.00061667+0.00069237i,-0.00041057+0.00057357i,-0.00017165+0.00026306i,4.3426e-06+0.00033421i,0.00011854+0.00040915i
-0.00078454-0.0010664i,-0.00031281-0.00097262i,-0.00037495-0.00091691i,-0.00093267+0.00051201i,-0.0010907+0.0021954i,-0.00093069+0.0018055i,-0.00085371+0.0010899i,-0.00014862+0.0010413i,0.00056746+0.00096938i,4.7356e-05+0.00042564i,-0.00055328+0.00014047i,-0.00038126+0.00033516i,-0.00045302+0.00065083i,-0.00072593+0.00045382i,-3.9648e-05-0.0004436i,0.0008066-0.00090929i,0.00090293-0.00095485i,0.00046748-0.0011352i,7.7922e-05-0.0012428i,0.0003095-0.00091124i,0.00084674-2.089e-05i,0.00074657+0.00026995i,0.00038309-1.9371e-05i
0.001473-0.0012925i,0.0013548-0.0010178i,0.0018147-0.0014155i,0.00055211-0.0019857i,-0.00036122-0.0012054i,0.00017111-0.00024655i,0.00083587-0.00020985i,0.00099425-0.0009254i,0.00070335-0.0011341i,0.00022783-0.00077476i,-0.0001152-0.00060261i,6.1303e-05-0.00083116i,3.3501e-05-0.00054763i,0.00019419+0.00022993i,0.00049638+0.00049231i,0.00045645+0.00067573i,0.00053749+0.0010972i,0.00067228+0.00080844i,0.00049761-9.7376e-05i,0.000231-0.00048309i,-0.00021314-0.00015498i,-0.0004685+0.00048615i,-0.00052654+1.0163e-05i
-3.0466e-05-0.00033122i,5.8292e-05+5.1567e-05i,-0.0014914-0.0001043i,-0.0021985+0.00044661i,-0.0015385+0.00090677i,-0.00057562+0.0003646i,0.00016164-0.00032537i,0.0006456-0.00095625i,1.996e-05-0.00053609i,-0.00033203+0.00063003i,-1.3015e-05+0.00077923i,0.00030846+1.9743e-05i,0.00043609-0.00056093i,-8.5139e-05-0.0013106i,-0.00039032-0.0018388i,0.00013784-0.00079019i,0.00013896-0.00020929i,-0.00061401+0.00013657i,-0.0007386+0.00054151i,-0.00062332-0.00013184i,-0.00026643-0.00015699i,0.00026348+0.00023674i,-4.7274e-05-0.000725i
-0.00085528-0.0023307i,-0.0010118-0.00023506i,-0.00038054+0.0015111i,-0.0014307+0.0019268i,-0.0015152+0.0010724i,-0.00046476+0.00030811i,-0.00019404-0.00026809i,9.586e-05-0.0010569i,-0.00074069-0.0010184i,-0.0013034-0.00025201i,-0.0012895+0.00021157i,-0.00079944+0.00011595i,-0.00037483-0.00015012i,0.00012978-0.00055637i,0.0006581-0.0011805i,0.00021308-0.0008573i,2.7473e-05+0.00034615i,-0.0002226+0.00055765i,-0.00039404-5.3183e-06i,-0.00052848+5.0783e-05i,-0.0005936-2.4773e-05i,0.00043287-7.7325e-05i,0.00098566+5.7085e-05i
-0.00036788+0.0012485i,0.0019385+0.001607i,0.0032709+0.0033127i,0.0027738+0.0034734i,0.0014912+0.0017824i,-6.5156e-05+0.00050689i,-0.0012299-0.00021017i,-0.0015782-0.00036134i,-0.00081812+0.00017004i,-6.9257e-05+0.00059417i,0.00012047+0.00055237i,-0.000123+0.00014105i,0.00021853+0.00040183i,0.00024517+0.00069347i,-0.00049788+0.00040557i,-0.00080853+0.00023403i,-0.00019675+0.00056832i,0.0002465+0.0009672i,-0.00061827+0.00080597i,-0.00077001+0.00033023i,0.00048267+0.0001464i,5.4706e-05+0.00060231i,-0.00035334+0.00053121i
0.0011966-0.0013243i,-0.00017468-0.00087343i,-0.00043534-0.00064798i,-0.00071172-0.00073487i,-0.0018216-0.0011617i,-0.0012121-0.00088276i,0.00035513+0.00043114i,0.0010324+0.0006973i,0.00053346+0.00050772i,0.00054596+0.00046861i,-5.9309e-05+0.00048061i,-0.00068723+0.00034594i,-0.00016254+0.00032229i,7.8672e-05-7.7928e-05i,0.00014659-0.00088906i,-0.00016407+3.2151e-06i,-0.00014113+9.1196e-05i,-8.2455e-05-0.00034214i,-0.00026781+0.000315i,-0.00015917+0.00030977i,0.00029759+0.00035246i,0.00091877+9.2029e-05i,0.00089054+0.00038258i
0.00026845-0.00030464i,-0.00045759-0.00081202i,-0.00060651-0.0011219i,-0.00088541-0.00077532i,-0.0016971-0.00059943i,-0.0019571-0.00088352i,-0.00092668-0.0010802i,0.00030136-0.00051177i,0.00025195-0.00038258i,-0.00080169-0.00038574i,-0.0010975-0.0003387i,-0.00043368-0.00014443i,-0.00044722+0.00023554i,-0.00040662-8.9326e-05i,0.00018013-0.00011301i,0.00041975+6.3215e-05i,0.00022309+0.00013263i,-0.0002242-8.5644e-05i,-0.0005878-0.00067384i,-0.00024234-0.00059229i,-7.9944e-05-0.00032644i,-0.00041203-0.00026687i,-0.0005496-0.00019933i
-0.0011319-5.609e-05i,-0.0013257+0.0014592i,-0.0007674+0.0021425i,-0.00086737+0.0019566i,-0.0015698+0.0017751i,-0.0015351+0.0007243i,-0.0010615-0.00012621i,-0.00091685+0.0004914i,-0.00086347+0.00072758i,-0.0010902+8.9761e-05i,-0.00052116-0.0001652i,0.00045336-0.00064655i,0.00022675-0.00031661i,-0.00016579-0.00040371i,-0.00074945-0.0011127i,-0.00086529-0.00049638i,5.7824e-05-0.00022013i,0.00034616-0.0001238i,0.00047417+0.00010907i,0.00014547+0.00033485i,-0.0001109+0.0005679i,-0.000396+0.00024236i,-0.0011014-0.00016033i
0.0012602+0.0029226i,0.0026486+0.002378i,0.003389+0.00085098i,0.0024279-1.7475e-05i,0.00093549-0.00017725i,-0.0004619-0.00049819i,-0.00039979+0.00054111i,-9.3623e-05+0.0014403i,-8.3051e-05+0.00073482i,-0.00046506+0.00015149i,-0.0009594-0.00013401i,-0.00028619-0.00020902i,4.9647e-05-0.00022545i,-4.6526e-05+0.00042605i,0.00023775+0.0012175i,-0.00045213+0.0014435i,-0.00089219+0.0011657i,-0.00058826-7.8592e-05i,-0.00012513-0.00098457i,-9.7036e-05-0.00057026i,-0.00058794+0.00063375i,-0.00077521+0.00079969i,-0.00081775+0.00011352i
-0.00040301+0.0013303i,0.00069259+0.0014103i,0.0012544+0.001048i,0.0010577+0.00031015i,0.00075269-0.00088487i,0.00094759-0.0012015i,0.00082232-0.00041209i,-0.00010224+4.6881e-05i,-0.00012553+0.00017214i,0.00086801+8.5782e-05i,0.0012458-1.1427e-05i,0.0010055+0.00024406i,0.00035206-0.00018122i,-0.00027336+0.00029667i,-0.00025263+0.00062591i,-0.00045178-0.00020846i,-5.3608e-05-0.0007271i,0.00034325-0.0001429i,-4.301e-05+0.00039802i,-0.00063544-2.7675e-05i,-0.00052806-0.0002883i,0.00031283-0.00046525i,0.0010557+2.2727e-05i
-0.0017404-0.00018988i,-0.001435-0.00041003i,-0.0019361-0.00035358i,-0.0019573+0.00072193i,-0.0020918+0.0013809i,-0.0016569+0.00129i,-0.0011245+0.00088923i,0.00026785+2.0951e-05i,0.00084676-0.00043628i,-0.00036031-0.00019246i,-7.8036e-05+0.00042419i,0.00048814+0.00058211i,0.0001574-0.00012594i,-7.221e-05-0.00014801i,4.4227e-05+0.00023496i,-0.00017707+0.00035651i,-0.00053595-0.00036993i,-0.00099519-0.00036347i,-0.00094121+0.00049733i,-0.00088947+0.00043423i,-0.00052375+0.00011778i,0.00010986-0.00049472i,0.00043534-0.00089543i
-0.00060931-0.00013519i,0.00037312-0.00024869i,0.0012949-0.00014073i,0.0014172-0.00062883i,0.0007183-0.00070139i,-0.00030672-0.0011017i,-0.00048904-0.0011478i,-0.00022308-0.00051865i,0.00093554-0.00047705i,0.0010381-0.000207i,0.0005606+0.00014312i,0.00035566+2.339e-05i,-0.00017862+0.00039378i,-7.1794e-05+0.00085504i,0.00029877+0.00082806i,-0.00014793+0.00060246i,-0.0005125+0.0001058i,-0.00021375-0.00014383i,-0.00031951+0.00038182i,-0.00061294+0.00052029i,-0.00080292+0.00024098i,-0.00070263-0.00045881i,-0.00059818-0.00045733i
0.0010831+0.0012348i,0.00024874+0.002274i,0.00028668+0.0016413i,0.00082698+0.00048591i,-0.00020845-0.00015255i,-0.00060647-0.0001104i,-0.00048141+0.00059631i,-0.00015909+0.00056545i,0.00046285-0.00046812i,0.00072604-0.0014705i,0.00057077-0.0016881i,0.00021111-0.0016645i,-0.00044039-0.0012714i,0.00037519+1.6242e-05i,0.0007031+0.00071058i,0.00020974+0.00098748i,-0.00011269+0.00078894i,4.1948e-05+0.0011095i,0.0010921+0.0010632i,0.00089349+0.00010785i,2.0226e-05-4.1684e-06i,0.00010423+0.00012713i,-6.0135e-05+2.6818e-05i
-0.0016159-0.0016051i,-0.0010799-0.001234i,-0.0010328-7.649e-05i,5.982e-05+0.0006268i,0.00060915+0.0001177i,8.3469e-05-0.00036609i,-0.0004123+3.2237e-05i,0.00018041+0.00035277i,0.00051398-0.00011213i,-0.00014694+0.00022083i,-0.00051387+0.0011024i,-0.00095681+0.00045556i,-0.0013247-0.00064499i,-0.0010449-0.00071125i,-0.0009735-0.0011325i,-0.00080591-0.0018209i,-0.00022428-0.0011835i,5.076e-05-0.00013683i,-0.00023904+0.00032404i,-0.00062516-2.1519e-05i,-0.00036108-5.8915e-05i,8.9333e-05+0.00058921i,0.00018878+0.0012516i
0.0021638+0.0016946i,0.0028902+0.0020742i,0.0028652+0.00080989i,0.0015153-0.00044591i,-0.00047982-0.0011525i,-0.0011568-0.00014247i,-0.00046804+0.00035486i,-0.00028707-0.00037034i,-0.00033247-0.0002549i,0.00067279+0.00015201i,0.00093773-0.00014541i,-2.5042e-06+7.6245e-05i,-0.00045724+0.0012959i,0.0001636+0.0016742i,0.00059381+0.00056297i,0.00056925+0.00036634i,0.00072138+0.00041362i,0.00027927-5.4617e-05i,-0.00059639-8.3428e-05i,-0.00030191+5.7726e-05i,-1.3225e-05+0.00038451i,-0.00048121+0.0005836i,-0.00024929+0.00040713i
-0.00095939-0.00046921i,-0.0021627-0.0020313i,-0.0018447-0.0031466i,-0.00073483-0.0017289i,-1.1609e-05-0.0001519i,5.6042e-05+0.000625i,-0.00018868+0.0007774i,-0.00031767+0.00044274i,0.0009515+0.00035727i,0.0014692+0.00040124i,0.00082673-0.00037642i,0.00074451-0.0009854i,0.00086306-0.00049785i,0.00028504-0.00017188i,-7.5667e-05-0.00012709i,-9.5879e-05-0.00014534i,-0.00013013-4.3128e-05i,-5.677e-06+0.00061036i,0.00022997+0.0010207i,0.00044695+0.00096516i,0.00044296+0.00082254i,0.00010477+0.00061403i,-0.00018579+0.0003785i
0.0010743+0.00077902i,0.0014234+0.0022809i,0.00067903+0.0022715i,-0.00078668+0.00093104i,-0.0012823-0.00090253i,-0.0011678-0.00090727i,-0.00086473+0.00068476i,-1.3275e-05+0.0010788i,-7.0143e-05+7.7959e-05i,-0.00016524-0.0006829i,-0.00018401-0.00096556i,-0.00036969-0.00078014i,-0.00057398-0.00037062i,-0.00031856-0.00029074i,0.0005773-0.00014243i,0.0010519-0.0003858i,0.00050474-0.00049887i,-0.00039772+0.00021216i,-0.00035688+0.00039364i,-0.00045237+0.00029411i,-0.00031824+0.00011777i,3.7749e-05+0.0001733i,0.00012525+0.00031431i
-0.00066589+0.00040622i,-0.0010325+6.0994e-05i,0.00030866-0.0011863i,0.00046656-0.00053122i,-0.00039466-0.00018675i,-0.00068755-0.0002933i,-0.00018178+0.00018581i,0.00074076+0.00050756i,0.0013+0.00014529i,0.00036254-0.0011178i,-0.0010596-0.0013494i,-0.0013793-0.00098176i,-0.00033786-0.00039637i,0.00038652+8.3845e-05i,0.00039482-0.00028657i,0.00058334+0.00050249i,0.00065622+0.00082098i,0.00069927+0.00061668i,-6.6424e-05+0.00012245i,8.8393e-06-0.0005445i,0.00082074-0.00038364i,0.00035979+0.00031667i,0.00018598+0.00082879i
0.0011218-0.0011427i,0.0015414-0.0018399i,0.0006609-0.0015041i,0.00023329-0.00061836i,0.00032842-0.00025365i,-2.1833e-05-0.0013034i,0.00018613-0.0020284i,7.8184e-05-0.0015749i,-0.0010701-0.00098675i,-0.0016071-8.4224e-05i,-0.0010209+0.00034295i,-0.00019769+0.00033715i,-0.00020105+0.00017249i,0.00017429-1.4485e-05i,0.0007172-0.00012747i,0.00025877+1.6173e-06i,-0.00034334-0.0002198i,-0.00040181-0.00020901i,-0.00094982+0.00025593i,-0.0010662+0.00023486i,-0.00035897+0.00046422i,-0.00040799+0.00052853i,-0.0007711-0.00012238i
-0.0030158-0.00097708i,-0.0037667+3.0917e-05i,-0.0030261+0.00088706i,-0.0021523+0.00024943i,-0.0019175-6.1051e-05i,-0.001829+0.00073086i,-0.0012305+0.00047963i,-0.00056304+7.7696e-05i,-0.0004706+0.00034872i,-0.00054885+0.00073671i,-0.00079955+0.0016697i,-0.00073201+0.0014706i,-5.9591e-05-0.0002552i,0.00053649-0.00083397i,0.00059134-0.00084272i,0.00094963-0.000636i,0.0010899+0.00015301i,0.00024254+0.00067069i,-0.00068748+0.00016464i,-0.00044259-0.00052118i,0.00036001+0.00043673i,-0.00031088+0.00095658i,-0.0013914+3.5196e-06i
-0.0014416+0.00043441i,-0.0010016+0.00052871i,-0.0007439+0.00047941i,-0.00091005+0.0009542i,-0.00053753+0.0003717i,-0.00059872-0.00069551i,-0.0011829-0.00034655i,-0.0006868+0.00076136i,0.00033374+0.0019168i,0.00054564+0.0015837i,0.00028574-0.00047365i,0.00024146-0.001275i,0.0005804-0.0011272i,0.00080773+8.6465e-06i,0.00012967+0.0007032i,-0.00071017-0.00027937i,-6.9636e-05-0.00096291i,0.00031113-0.00091593i,0.00020181+9.8918e-05i,0.0003071+0.0011621i,-0.00011596+0.00053982i,-0.00037514+0.00011668i,-9.3818e-05+0.00077908i
-0.00098272-0.00086301i,-0.0018849+0.001848i,-0.001553+0.0029573i,-0.00092802+0.0028798i,-0.0018606+0.002173i,-0.0023981+0.00078917i,-0.0010242-8.0232e-05i,0.00079504-5.5639e-05i,0.00078133-0.00086101i,0.00022014-0.001085i,0.00014595-0.00058292i,0.0005726-0.00054367i,0.001141+6.1431e-05i,0.0014706+9.9015e-05i,0.0008038-0.00058569i,0.00024023-0.00060498i,0.00027485+3.1568e-05i,-7.9013e-05-0.0005341i,-0.00052407-0.00070462i,-0.00023967+0.00021697i,0.00011935-5.0086e-05i,0.00073902-0.00021639i,0.00067907-0.00021344i
3.347e-06-6.4711e-05i,0.00053789-0.0012357i,0.0013328-0.0022846i,0.0019868-0.0013655i,0.0019388+0.00070528i,0.00038708+0.0013932i,-0.0009851+0.0008764i,-0.00075809+0.0007239i,0.0004851+0.00029821i,0.00052259-0.00031203i,-0.00025497-0.00071492i,-0.00025833-0.0014829i,-0.00065335-0.001028i,-0.00069285-0.00037652i,7.4365e-05-0.00026958i,0.0004861+0.00072226i,0.00013312+0.00035667i,-0.0003454-0.00077825i,0.00030238-0.0003679i,0.00070462+0.00014317i,-0.00039681+0.00020092i,-0.0011968+2.7248e-05i,-0.00097091-0.00072588i
-0.00090817-0.00056478i,-0.00021226-0.00029447i,0.00027378+0.0001412i,-0.00055425-0.00029604i,-0.0013189-0.0012279i,-0.00088537-0.0010768i,-2.4745e-05-0.00068331i,-0.00085697-0.00046673i,-0.0008075-0.00066563i,-0.00022737-0.00056653i,-0.00037624+0.0002067i,-0.0005443+0.00059807i,-0.0007191+0.00072483i,-0.00023242+0.001494i,0.00092014+0.001432i,0.00043153+0.00062308i,-0.00056773+0.00051528i,-0.00072029+0.00073562i,-0.0007102+0.00092335i,-0.00085851+0.00060677i,-0.00073353+7.4801e-05i,-0.00081517-0.00036946i,-0.00019538-0.00040226i
-0.00056465-0.0015804i,-0.0029208-0.0012633i,-0.0035608-0.0010742i,-0.0026298-0.00083643i,-0.0012687-0.00067834i,-0.00091465+0.00059979i,-0.001238+0.0013064i,-0.00094423+0.0016573i,-0.00074072+0.0016777i,-0.0006377+0.00029943i,-3.1072e-05-0.00090305i,0.00056628-0.00047592i,0.00054554-6.7752e-05i,2.8442e-05-1.5416e-05i,-0.00012119+6.4259e-05i,0.00059916-2.2641e-05i,0.00052761-0.00048187i,-1.9946e-05-0.00043964i,-2.6426e-05+3.2567e-05i,-0.00043453+0.00042002i,-0.0012045+0.00061685i,-0.00061402+0.0012817i,0.00025837+0.0014918i
-0.0021163+0.0010394i,-0.00056795+0.0030499i,0.00010679+0.0038499i,9.0801e-06+0.0027762i,-0.00046524+0.0018095i,-0.00067727+0.0016458i,-0.0005575+0.0015008i,8.4601e-05+0.00081469i,0.00010377-1.5256e-05i,-0.00029781-0.00029984i,-5.3275e-05-3.2107e-05i,0.00023681+3.5151e-05i,1.857e-05-0.00065266i,-0.00035506-0.00062071i,-0.00010199-0.0005657i,-0.00011135-0.00049606i,0.00024315-4.2739e-05i,0.00042655+3.0382e-05i,-0.00023392-0.00032617i,-0.00085587-0.00011104i,-0.0011892+0.00010087i,-0.00085274-2.0852e-05i,5.948e-05+0.00023718i
0.0025269-0.00015145i,0.0025153-0.0011039i,0.0028802-0.0020008i,0.0022928-0.0029674i,0.0013381-0.0027626i,0.00055579-0.0016684i,-2.2794e-05-0.00039878i,0.00059406+8.2617e-05i,0.0012043-0.0012301i,0.00087468-0.0013701i,-0.00037541-0.00083229i,-0.0016405-0.00073248i,-0.0013173-2.7701e-05i,-0.00052378+0.0004246i,0.0005122+0.00050219i,0.0011369+0.00058741i,0.00070545+0.0012164i,-0.00012049+0.0014641i,-0.00040648+0.00087841i,7.4397e-05+2.0583e-05i,0.00044897-0.00018246i,0.0004158+0.00029439i,0.00085954-6.082e-05i
0.0012076-0.0010752i,0.000716-0.0019562i,0.00049578-0.0020025i,-0.00046265-0.0011827i,-0.0015598-0.0004469i,-0.0019248+1.0228e-05i,-0.0020806+6.9872e-05i,-0.0013224+0.00057148i,-0.00015398-0.00018891i,0.00028982-0.0012942i,-0.00024766-0.0010861i,-0.0013057-0.00033338i,-0.001119+0.00049168i,-0.00043265+0.0008141i,-0.00072198+0.00022492i,-0.00036977+0.00018468i,0.00032872+9.4274e-05i,0.00078974-0.00058246i,0.00089817-0.00062532i,0.00013221+0.00013631i,-0.00072346-0.00019452i,-0.00055865-4.5736e-05i,-0.00033393+0.00013104i
-0.00237+0.0035101i,-0.0027258+0.0051982i,-0.0015009+0.0049004i,0.00040564+0.0028449i,0.00057641+0.00067086i,0.00067513-4.6438e-05i,0.00089379-0.00015711i,0.00064547+0.00038602i,0.00042411+0.00020255i,0.00035775-0.0002663i,-0.00022203+0.00066612i,-0.00034404+0.0014481i,-0.0004633+0.0013754i,-0.00021177+0.00076212i,0.00017164+0.00036577i,-2.5926e-05+7.4064e-05i,0.0001135-0.0010989i,0.00045873-0.0016176i,0.00015949+1.9858e-05i,-0.00061217+0.00088383i,-0.00075417+0.00057237i,-0.00030669+0.00015i,-0.00032374+7.5265e-05i
0.0013035-0.0021684i,0.0014865-0.002992i,0.00042286-0.0045828i,-0.00027531-0.0040532i,-0.00083868-0.0010263i,-0.0010041+0.0014339i,-0.00072292+0.0017069i,0.0001237-1.7124e-05i,0.00020771-0.0013299i,-0.00031732-0.00099402i,-0.00059181+5.4175e-05i,-0.00066147+0.00015363i,-0.00034526+0.0001978i,7.2637e-05+0.00064085i,0.00024055+0.00034358i,0.00047419+0.00015384i,-0.00025402+0.00080437i,-0.0011721+0.00033535i,-0.00028511-0.00031882i,0.00069232+0.00054749i,0.00091039+0.0012115i,0.0016251+0.0012064i,0.0015997+0.001123i
0.0010915+0.0012822i,0.0021937+0.0028538i,0.0020758+0.002566i,0.00082313+0.0010055i,-0.00050063+0.00011505i,-0.00077327-0.00072953i,-0.00037659-0.0016164i,-4.3474e-05-0.0014626i,-0.00062848-0.00090891i,-0.0010077+4.1695e-05i,-0.0005263+0.00069515i,0.00023708+0.00038955i,0.00077948-0.0002026i,0.0003581-0.00040178i,-0.00032734-0.00079577i,-9.2322e-05-0.00080002i,0.00020638-0.00045473i,0.00016997-0.00062858i,0.00021243-0.00092073i,-1.7144e-05-0.00054544i,-0.00042346-9.4086e-05i,-0.00044623-0.00031451i,-0.00038887-0.00063568i
-0.0014481-0.0010355i,-0.0014916-0.0025661i,-0.0013901-0.0031583i,-0.0014328-0.0023146i,-0.00042581-0.0017747i,0.00012042-0.00048015i,-0.00065965+0.0011422i,-0.001217+0.0018397i,-0.0012549+0.001938i,-0.0011567+0.0018495i,-0.00072437+0.0001438i,-0.00056779-0.0012938i,-0.00034955-0.00068296i,-0.00057134+0.0002645i,-0.00065382+0.00052016i,-0.00034047+0.0003534i,9.5994e-05-0.00016923i,0.0003984+0.00033941i,0.00071185+0.0012422i,0.00072546+0.0012634i,0.00058344+0.00084652i,0.00053607+0.00035078i,0.00015741-2.6266e-05i
0.0024666+0.00081562i,0.003582+0.0013916i,0.0039371+3.2264e-05i,0.0025445-0.00085473i,0.00071802+0.00037857i,-0.00021051+0.0010902i,0.0006113+0.001224i,0.0021751+0.0021911i,0.0023252+0.002094i,0.0021891+0.0002965i,0.00128-0.00096034i,2.7861e-05-0.00076866i,-0.00014911+0.00012966i,-0.00051826+0.00074317i,-0.00083131+0.00051013i,-0.00068672+0.00030199i,-0.00053009+0.00069996i,-0.00053513+0.00061324i,-0.00075893+0.00072801i,-0.0010341+0.0013247i,-0.00085997+0.00091156i,0.00018165+0.00082489i,0.00034727+0.00090953i
-0.0040422+0.00057844i,-0.0041809+0.0011673i,-0.0032618+0.0019418i,-0.0010946+0.0024064i,0.00091628+0.00088364i,0.0018112-0.00046184i,0.0015456-0.00090968i,0.0008832-0.0013632i,-0.00010423-0.00080761i,-0.00010283+2.4445e-05i,2.9726e-05+0.00064349i,0.00050379+0.0011112i,0.00074849+0.0014669i,-0.00061466+0.0004506i,-0.0016869-0.00096929i,-0.00082864-0.0010596i,0.0009605-0.00117i,0.0019675-0.00075542i,0.0014792-0.00062029i,0.00083255-0.00083308i,0.00099052-0.00018611i,0.00081546+9.4491e-05i,0.00056357-0.00056935i
-0.0020965-2.8586e-05i,-0.00052845+0.0008759i,0.00043204+0.0014361i,6.4346e-05+0.0008772i,-0.00040823+0.00035904i,-0.00034741+0.00020181i,-0.0013567-0.00040934i,-0.002451-0.0013484i,-0.0021586-0.00084829i,-0.00069899+0.00021817i,0.00031764+0.0003419i,0.00017987+0.00026924i,-0.00037604+0.00045356i,-0.0010172-3.9316e-05i,-0.00082467-0.00084394i,-0.00034174-0.0011221i,-0.00037362-0.00075965i,-0.00095265-0.00048903i,-0.0012795-0.00010917i,-0.0011299+0.0006676i,-0.00044941+0.0011194i,0.00019871+0.00088829i,-0.00049157+0.00035046i
-0.0027135+0.0010187i,-0.0019687+0.0027757i,-0.0018008+0.003727i,-0.0013217+0.00379i,0.00012114+0.0022049i,0.00068899+0.00038786i,-0.0010999-0.00026578i,-0.0015604+0.00027554i,-0.00039035+0.00080295i,0.00055243+0.0012853i,0.00088081+0.0012762i,0.0004923+0.00035706i,-0.00055964+3.8267e-05i,-0.0012944-0.00058769i,-0.0015677-0.00054096i,-0.0014258-0.00072049i,-0.00052937-0.0018483i,0.00019767-0.0020998i,0.00042077-0.0016319i,0.00076352-0.0008702i,-3.4403e-05-0.00025621i,-0.00069009-0.00014369i,-0.00061125-9.0615e-05i
