-0.0049482-0.0015119i,-0.004659-0.00046781i,-0.0041745-0.00018813i,-0.0034023+0.001132i,-0.0023726+0.0017543i,-0.00056226+0.00057325i,-0.00080271+0.00053772i,-0.0014162+0.0017786i,-0.00080567+0.0013591i,-0.00020771+0.00052482i,0.00037938+0.00083101i,0.00073432+0.00082366i,0.0010322+0.00039504i,0.001323-5.5876e-05i,0.00061044-0.00045772i,0.00051099-0.00034189i,0.0013498+3.6103e-05i,0.00099284-0.00026667i,6.6612e-06-0.00030218i,0.00013918+0.00067647i,0.00072787+0.00089683i,0.00012146+0.00022802i,-0.00046439-0.0003836i
-0.00032234+0.00044448i,0.00023428+0.00070813i,0.00071075-0.00018625i,0.00016684-0.0004349i,0.00054354-0.00045015i,0.0015633+2.3804e-05i,0.0014777+9.6694e-05i,0.00086603-0.00016405i,0.00078967-4.4129e-06i,0.0015586+0.0001885i,0.0014995+9.6117e-06i,0.00026139+0.00051814i,-0.00039124+0.00052553i,0.00053946+8.7332e-05i,0.00079183+0.00064931i,3.2104e-05+0.00045757i,-0.00019635+0.00019675i,-0.00026112+0.00067179i,0.00011023+0.00043031i,0.00023241+0.00024193i,-0.00019406+0.00035674i,-0.00040971-8.2109e-05i,0.00027957-4.9886e-06i
0.00020132-0.000666i,-0.00084351-0.0010421i,0.00048458-0.00084298i,0.0013349-0.0014105i,0.001646-0.0013307i,0.0024708-0.0012158i,0.001788-0.0011975i,0.0002123-0.0012617i,-2.8423e-05-0.0013817i,0.00048923-0.0010777i,-0.00032381-0.00080911i,-0.0010351-0.00052932i,-0.00067878-0.00016831i,-0.00043546-0.00018341i,-0.000627-0.0005335i,-0.00089061-0.00085667i,-0.00044982-0.0011089i,-0.00025406-0.00071322i,-0.00049406-0.00052441i,7.4292e-05-0.00048263i,0.00076661-0.00044401i,0.00063767-0.0001271i,0.00037534+0.00010233i
-0.0011951+0.0015388i,-0.00092266+0.0011785i,-9.7597e-05+0.0012935i,0.0008367+0.0012571i,0.0021919+0.00037551i,0.0026835-0.00027165i,0.00083311-0.00055386i,0.0001597-0.0004346i,0.0014361-0.00038788i,0.0012792-0.0007284i,0.00033074-0.0013441i,-0.00054416-0.0013417i,-0.00073958-0.00014724i,0.00050191+0.00089608i,0.0011517+0.00034744i,0.00074081-0.00077735i,0.00042454-0.00034665i,0.00014306+0.00010135i,0.00047938-0.00026263i,0.00040741-0.00035143i,0.00010174-0.00010543i,1.9075e-05-5.5119e-05i,0.00030197-5.1766e-05i
-0.00095183+0.0011232i,-0.000647+0.00060909i,0.00056272-0.0004238i,0.0012188-0.00066808i,0.0018694-0.00089164i,0.0019728-0.00093987i,0.00078153-0.0010348i,4.4754e-05-0.0007822i,0.00016464-0.00033782i,0.00026691-5.7917e-05i,0.00010568-0.00034055i,-9.1371e-05-0.00082811i,0.00058529-0.00039386i,0.00091837-8.8875e-05i,0.00057214-0.0004297i,0.00023251-0.00060561i,-0.00044995-0.00046713i,-0.0011003-0.00053162i,-0.00061349-0.00031022i,-0.00021625+0.00071402i,-0.0005249+0.00048341i,-0.00011658-0.00037192i,-1.7956e-05-0.00021811i
0.00028644+0.0016285i,0.00038525+0.0011345i,0.00089391+0.00012578i,0.0020475-0.0003445i,0.0023973-0.00027993i,0.0012077-0.00052708i,0.00054266-0.001081i,0.0010542-0.00032637i,0.0011552+0.00020555i,0.00043526-0.00026216i,-4.6836e-05-0.00038869i,-0.00030982-0.00023726i,-0.00032518+0.00022902i,-0.00029001+0.00086912i,0.00025138+0.00098778i,0.00051282+0.00060859i,-0.00018737+3.9681e-05i,-0.00062106-0.00036657i,-0.0011785-0.00068039i,-0.0012003-0.00085545i,-0.00064243-0.00061614i,-0.0014846-0.00030193i,-0.0019308-0.0006797i
-0.0011273+0.00082067i,-0.0010282+0.00090809i,-0.00034221+0.00062665i,0.0010879+0.00063956i,0.0023651+0.00084564i,0.0029592+0.00019741i,0.0024119-0.00053353i,0.00076974-0.00057513i,0.00018728-0.00018569i,0.00095771-0.00034616i,0.0014486-0.00031062i,0.0013142+0.00016755i,0.0002608+0.00021656i,0.00016976-4.5084e-06i,0.00080416+1.2572e-05i,0.00054787-0.00030938i,0.00058175-0.0011581i,0.00067319-0.0014004i,5.5679e-05+0.00032583i,-4.4517e-05+0.00090704i,0.00018392+0.00025076i,3.0122e-05+0.00036321i,0.00014086+0.00031439i
-0.0022227-0.00072778i,-0.0026647-1.6013e-05i,-0.0029114+0.00084918i,-0.0020815+0.00086067i,0.00049804+0.00072572i,0.0015434-0.00014265i,0.0012435-0.00037634i,0.00071673+0.00015225i,0.00032931+0.00013183i,0.0006548-0.00011196i,0.00083175-6.5266e-05i,0.0003705+1.4329e-05i,0.00049168+0.00018483i,0.00033804+0.00037016i,-0.0006737+0.00075401i,-0.00052851+0.00048535i,-3.3529e-05+1.1095e-05i,0.00035336+0.00022888i,0.00066911+0.00023617i,0.00031939-8.7893e-05i,3.076e-05-2.8895e-05i,9.5046e-05-0.00027357i,0.00022337-0.00067814i
-0.0031958-0.00027427i,-0.0031313+0.00075283i,-0.0027257+0.0021601i,-0.00055451+0.00093343i,0.0016645-0.0006258i,0.0022312-0.00077137i,0.0014631-0.00076366i,0.00141-0.00071838i,0.0014219-0.00049397i,0.0004411-9.3298e-05i,-9.652e-06+0.00029601i,0.00020821+0.0002408i,-0.00026155-0.00050862i,-0.00060094-0.00085463i,0.00022565-3.3926e-05i,0.00087088+0.00054088i,0.00076566-7.0774e-06i,0.00032728-0.00044717i,-0.00031234-0.00077468i,-0.0004427-0.00099919i,0.0002738-0.00063124i,-0.00010022-0.00058977i,-0.0003237-0.00037382i
0.0013522+0.00084892i,0.0012088-0.00014802i,0.0011113-0.00081974i,0.0012694-0.00087431i,0.0024756-0.0010297i,0.0023165-0.0015822i,0.00098196-0.0015652i,0.00039487-0.0015062i,9.5487e-05-0.0013084i,0.00012265-0.0010979i,3.9449e-05-0.00073083i,-0.00099738-8.185e-05i,-0.00071948+0.00036046i,0.0004639+0.00028127i,0.00084231-0.00066465i,0.0012567-0.00074013i,0.00049114-0.00029197i,5.7747e-05-0.00085764i,0.00016594-0.00010032i,-0.00011767+0.0010391i,1.7288e-06+0.00027428i,-0.00020474+6.9418e-05i,-0.00031122+0.00033769i
-0.0015559+0.00078491i,-0.00072006+0.00078376i,-0.00092255+0.00021556i,-0.00034195-0.00054767i,0.0017763-0.00050274i,0.0024053+6.4291e-05i,0.0015819+0.00031686i,0.00094138+0.00077064i,0.00032575+0.00081842i,-0.00037523+7.5104e-05i,0.00045916-0.000509i,0.0011386+0.00013624i,0.00058378+0.00018413i,-8.0825e-05-0.00062058i,0.00028721-0.00058185i,0.0011165-0.0002545i,0.00097838-0.00026755i,-0.00027074-0.00024041i,-0.00037699-0.0001494i,0.00030034+0.00036077i,0.00052157+0.00079246i,5.6414e-05+0.00021441i,-0.0010927-0.00057369i
0.00091339-0.00046335i,0.00096613-0.00037493i,-0.00042336-6.3138e-05i,0.00060649-0.00037456i,0.0019752-6.0264e-05i,0.0018981+4.7714e-05i,0.0018334+0.00019084i,0.0015936+0.00033611i,0.0010821-0.00011009i,0.0001498-0.00055567i,-0.00067141-0.00078935i,-0.00062147-0.00018242i,0.00036267+0.00063345i,0.0010654+0.0010641i,0.00044025+0.00098962i,-2.9079e-05+0.00070529i,0.00040413+0.00036621i,0.00053117+4.3976e-05i,-0.00046807+0.00061506i,-0.00072379+0.00077515i,0.00018814+0.00016558i,0.00042146-0.00040514i,0.00053222-0.00075871i
0.00016422+0.002778i,0.00064162+0.0023036i,0.0011112+0.00094536i,0.00085288-0.00073009i,0.00090713-0.0010934i,0.0013863-0.0003535i,0.00093484-0.0002974i,-0.00020261-5.6227e-05i,-0.00058903-0.00027102i,0.00034128-5.3165e-05i,0.00062325+0.00017982i,0.00046301+0.00027109i,0.00047168+0.00085415i,0.0011848+0.00050001i,0.0015828+0.00033959i,0.0010704+0.00023141i,0.0004654-0.00077628i,-0.00038398-0.0020217i,-0.00091019-0.0013609i,-0.00047739-6.2275e-05i,0.00011853-0.00068056i,-2.9294e-05-0.00078601i,-0.00037322-0.00058192i
-0.00032082-0.00035218i,-0.0010011-0.00039191i,-0.0013426-0.00066036i,-0.00061679-0.00068691i,0.000826+9.4087e-05i,0.0021247+0.00046029i,0.0020802+0.00041101i,0.0014709+0.00055733i,0.001277+0.0004561i,0.00055749+0.00090177i,0.00014101+0.00082757i,0.00032989+0.00044877i,0.0003588+0.00071911i,0.00036064+0.0011473i,0.00030672+0.00064738i,0.00024625-0.00033276i,-0.00022361-0.00018273i,-0.00038581+0.00042563i,-0.0010215+0.00083831i,-0.0015783+0.0008801i,-0.0010678+0.00051298i,-0.00020533+0.00044623i,-0.00049219+0.00066619i
0.00090409+0.0023246i,-0.00012249+0.0026745i,0.00060712+0.0023735i,0.00138+0.0013728i,0.0021534+0.00088397i,0.0028428+0.00046064i,0.0017432+0.00012735i,0.00046498+0.00017717i,-0.00012723+0.000888i,0.00040604+0.0011064i,0.00075491+0.0011659i,7.4266e-06+0.00087279i,0.00012695-0.00017559i,0.00083828-0.00066242i,0.0011861-0.0010182i,0.00062469-0.0010925i,-4.7938e-05-0.0011697i,-0.00028646-0.00089984i,-0.00039981-0.00025456i,-0.00055019+7.4604e-05i,-7.3213e-05-0.00048929i,0.00053543-0.000559i,0.00028886-0.00023429i
-0.0018013-0.00010086i,-0.0023579-0.00053926i,-0.0011785-0.00080045i,0.00021219+0.0001333i,0.0013445-0.00013329i,0.0021035-0.00073765i,0.0015643-0.00024243i,0.00019032+0.00020178i,-7.9159e-05-0.00018953i,-0.00013713-0.00074288i,-0.00032987-0.00028676i,-0.00039164+0.0006296i,-0.00062124+0.00023337i,-0.00040161-0.00024094i,0.00033606-5.5788e-05i,0.00089939-0.00048264i,0.00078436-0.00076666i,0.00029902-0.00071187i,-0.00019223-0.00020478i,-0.00055661+0.00011358i,-0.00015319-0.000248i,0.00043069-0.00020679i,-0.00030324-0.00013054i
-7.7177e-05+7.5938e-06i,-0.00072678+0.00067506i,-0.0012186+0.00079235i,-0.0005614+8.5424e-05i,0.0011835-0.0001037i,0.0016794-0.00058422i,0.00083194-0.00030017i,0.00093249+0.000177i,0.00046559-5.2671e-05i,-0.0002683-0.00036019i,-0.00034237-0.00031773i,-0.00057603-0.00028054i,-0.0003795-0.00034345i,0.00016369-5.4976e-05i,8.3126e-05-8.4115e-05i,-0.00011371-0.0009829i,0.00020168-0.0018273i,6.8187e-05-0.0020601i,-0.00049106-0.0010667i,-0.00073432+0.00082932i,-0.00063489+0.00093492i,-0.00039516-0.0002557i,8.2241e-05-0.00043509i
7.5156e-05+0.0014529i,0.00035669+0.0010434i,0.0007789+0.0014267i,0.0012676+0.00060589i,0.0021901-0.001252i,0.0022397-0.0015079i,0.0012275-0.000666i,0.00050791-0.00017996i,0.0010581-0.00011117i,0.0015455+0.00016025i,0.0012282-0.00020618i,0.00065433-0.0001677i,0.00036655+0.00017376i,0.00016905+0.0001512i,0.00012287-9.5152e-05i,0.00049002-0.00024321i,0.0009733-7.9752e-05i,0.00018574-0.00027482i,-0.00044944-0.00027223i,-0.00024642+7.9053e-05i,-0.00020047-0.00020988i,0.00022673-0.00059878i,0.00064807-6.2425e-05i
-0.0011506+0.0024051i,-0.00011014+0.0020249i,8.1706e-05+0.00039869i,0.00097558-0.00050276i,0.0026021-0.00070266i,0.0021996-0.001165i,0.0010137-0.00043003i,0.00039268+0.00031895i,0.00039681-0.00023487i,0.00041405-0.00058351i,0.00024245-0.00088133i,-0.00077162-0.00060345i,-0.0010223-0.00036599i,-0.00012083+8.459e-05i,0.00028069+0.00026163i,0.00075898-0.00042916i,0.00047423-0.00088812i,-0.0004118-0.00051425i,-0.00066139-0.00024147i,-0.0011444-0.00043778i,-0.00085849-0.00087805i,-8.6364e-05-0.00081158i,-0.00025984-0.00029145i
0.00054634-0.0011818i,-0.00011284-0.0017268i,-0.00011894-0.0015679i,0.00076091-0.00063321i,0.0023694-0.00051668i,0.0032064-0.00015141i,0.0026034-0.00044297i,0.0017761-0.00031119i,0.00084168-0.00049332i,1.0306e-06-0.00089976i,-0.00015247-0.00071613i,0.00034272-0.00078428i,0.00012539-0.00032565i,-0.00023354+0.000334i,0.00023961-0.00019378i,0.00048379-0.00095095i,6.4602e-05-0.0010947i,-0.00014203-0.0010335i,-0.00025647-0.00043129i,-2.0068e-05+6.3657e-05i,0.00052436+3.9675e-05i,0.00036388-0.0005828i,-0.00050131-0.00096512i
-0.00145-0.00022936i,-0.0020912+0.00019238i,-0.0016775+0.0011301i,0.00030586+0.002152i,0.0010574+0.001516i,0.0013475+0.00059867i,0.0017764+0.0003916i,0.0010372+0.00052292i,2.9003e-05+0.00044366i,0.00068591+0.00054915i,0.00059186+0.00061128i,-0.00037172+0.0011635i,-0.00026923+0.001299i,0.000563+0.00059314i,0.00075499-0.00037705i,0.00072168-0.0011498i,0.0007321-0.00068226i,0.00012512+7.8901e-05i,-0.0002007+0.00044333i,0.00041743+0.00035104i,0.00079795+0.00014095i,0.00033841+0.00016381i,-0.00040622+8.1114e-05i
-0.0020306-0.00019814i,-0.0022213-5.5645e-05i,-0.0021173-0.00072187i,-0.00096669-0.00039258i,0.0014882+0.00065616i,0.0025459+0.00028034i,0.0014197-0.00010323i,0.0004325+0.00065672i,0.00018129+7.3748e-05i,0.00079926-0.0010836i,0.0010039-0.00055539i,0.00022313-0.00012885i,-0.0010313+0.000156i,-0.0013195+3.2146e-05i,-0.00042835-0.00048141i,0.00031333-0.00053662i,0.0014316-0.00042464i,0.0014831-0.00025484i,0.00037743-0.00037918i,-2.1475e-05-0.00061311i,-0.00050095+0.00027579i,-0.00080304+0.00061627i,-0.00012988+0.00023677i
0.0022054+3.6507e-05i,0.0014636-0.00038625i,0.0010431-7.2638e-05i,0.0010668+0.00025622i,0.0012213-0.0004085i,0.0014762-0.00084104i,0.0019687-0.00059106i,0.0016078-0.00035959i,0.00049974+5.9518e-05i,-0.00018344-0.00018044i,0.00015114-0.00065671i,0.00019504-0.00082529i,-0.00024765-0.00068638i,0.00044616+5.464e-05i,0.0010006+0.00036998i,0.0012111-0.00040492i,0.00075779-0.00062536i,0.00010639-5.1746e-05i,-6.1827e-05-7.4514e-05i,-9.4056e-05-0.00017853i,-0.00012898-0.00011761i,-0.00061865+0.00036495i,-0.00076145+0.00052687i
0.00048198+0.0009434i,0.0020222-0.00032547i,0.0023845-0.0019037i,0.0026091-0.0027468i,0.0031785-0.0020188i,0.0020726-0.0011858i,0.00075212-0.00026618i,0.00050312+8.1326e-05i,0.00059479-0.00011677i,-4.0629e-06-1.6928e-05i,-0.00029641-0.00052104i,-0.00039939-0.00094674i,-0.00065569-0.00081454i,-0.00038713+9.0692e-05i,-5.3467e-05+0.00069097i,0.00024805+0.00025737i,-0.00021268+8.2429e-05i,-0.0011738-0.00047593i,-0.00091112-0.00047889i,-0.00067245+0.00031666i,-0.0010016+0.00024511i,-0.00078396-0.00034611i,9.8413e-05-0.0008702i
-0.0017295-0.0023747i,-0.0023014-0.0013754i,-0.0025453-0.0014143i,-0.0013779-0.0012042i,0.00021738-0.00083728i,0.0014059-0.00022524i,0.001532+0.00040131i,0.00016759+0.00034013i,-0.00036831+0.00048962i,-3.877e-05+0.00090729i,0.00068147+0.00020126i,0.0010307-4.8219e-05i,0.00057323+0.00051323i,-0.00023501+0.00072956i,-0.00044888+0.0007015i,0.00013856+0.00045551i,0.00050516-3.0223e-05i,0.00040891-0.00041704i,0.0002557-0.00018707i,0.00069912-4.5914e-05i,0.00078207-0.00024352i,0.00037427+0.00027857i,0.00011254-0.0001715i
9.8373e-05-0.00022367i,-0.00045447-0.0011046i,-0.00059739-0.0025063i,-0.00093725-0.0022699i,-0.00017066-0.0010917i,0.00053515-0.00095247i,0.00064315-0.00059913i,0.00018301-0.00034121i,-0.00022195-0.0001943i,-0.00038358-4.5531e-05i,-0.00012614-0.0003594i,2.3136e-05-0.00062488i,-0.00028983-0.00053414i,0.00010772-0.00014585i,0.00086-0.00014138i,0.00082772-0.00084737i,0.00096826-0.0012761i,0.00045388-0.00079245i,-0.00037831-3.2413e-05i,0.00023301+8.6437e-05i,0.0013698-0.00044534i,0.0017606-0.00068317i,0.0014821-0.00036149i
-0.0022228-0.00088229i,-0.0031366-0.00064899i,-0.0031105+0.00029431i,-0.0013837+0.0011599i,0.0011136+0.0012007i,0.0018711+0.0003371i,0.00021123-0.00071455i,-0.00099106-0.00050913i,-0.0012147+0.00044872i,-0.00083847+0.00069104i,0.00022446+0.00068363i,0.00027887+0.00073887i,-0.00049533+0.0008711i,-0.00025152+0.00059354i,5.0905e-05+0.0004198i,-0.0003784+0.00041207i,-0.0003092+0.0002604i,-0.00025534-0.00012993i,-0.00054947-0.00018622i,-0.0005306+0.00058557i,-0.00039319+0.00031641i,3.5274e-05-0.00092161i,0.00049613-0.0011173i
0.00080361+0.00097448i,0.00021038+0.00082017i,0.00071821+0.00096223i,0.0019965+0.0008136i,0.003054+0.00063542i,0.0034374+0.00047696i,0.0022724+0.0010868i,0.00050352+0.00098962i,-4.5049e-05-0.00043451i,-3.251e-05-0.00077336i,-0.00030021-0.0010178i,0.00011014-0.00093914i,0.00076312-0.00013476i,0.00086055+0.00020106i,0.0010595-3.5685e-05i,0.00092231-0.00034518i,0.00026319+0.00012093i,5.5903e-05-0.00010597i,-0.00017412-0.00033322i,-0.00017397-0.00025504i,0.00023872-0.00016612i,0.0001025+0.00021168i,-0.00011152-0.00022755i
-0.00012315+0.00024686i,-0.0015424+0.00059273i,-0.001079+0.00038018i,0.00049293-8.1781e-06i,0.0012725-6.2421e-05i,0.0016708+2.6453e-05i,0.0010514-0.00035522i,0.001015-0.00029523i,0.0012988-0.00029665i,0.0013897-0.00010529i,0.0014168+0.00088287i,0.00063429+0.00096551i,4.4954e-05+0.00052269i,7.7711e-05+0.00069038i,0.0003289+0.00035519i,0.00048775+5.057e-05i,-6.9573e-05+0.00074604i,-0.00017769+0.0012344i,-0.00040956+0.00090909i,-0.00050247+0.00028466i,0.00045603-0.00038515i,0.00068683-0.00052473i,-0.00023692-0.00037644i
0.00090609+0.0011329i,0.0018306+0.00084737i,0.0029642+0.0013725i,0.0027033+0.00098103i,0.0017152+0.00030154i,0.0023427+0.0008856i,0.0020124+0.00083366i,0.00012412+0.00024297i,1.2732e-05+2.0601e-05i,0.00058846+0.0001045i,0.00043075+2.7245e-05i,3.9016e-05-0.00028832i,0.00032629+0.00024042i,0.0013423+0.00057547i,0.0013931-0.00021867i,0.001035-0.00073661i,0.00086828-0.00038628i,8.2906e-05-0.00035251i,-0.00012192-0.00052512i,0.00044268-3.6327e-05i,0.0001692-0.00011518i,-0.00017408-0.00032714i,-8.2265e-05-0.00049384i
-0.000273-0.00065305i,0.00047746-0.00053301i,0.0013487-0.0013428i,0.0015658-0.0020854i,0.0013805-0.0022011i,0.0010877-0.0017809i,0.0009006-0.0010444i,0.00060488-0.00081302i,0.0004449-0.00021714i,-0.00028838-0.00013051i,-0.00069071-0.00067857i,-0.00051349-0.00048972i,-0.00022124-0.00022828i,0.00011265+0.00067103i,5.8553e-05+0.001308i,-3.7866e-05+0.00066889i,0.00060141-9.0121e-05i,0.00094071+7.4445e-05i,0.00045492+2.7304e-05i,0.00023114-0.00059867i,-0.00041255-0.00082489i,-0.00088416-0.00037394i,-0.0010806-0.00030239i
0.0011124+0.00090403i,0.00094774+0.0013149i,0.00065645-0.00043902i,0.0010457-0.0016459i,0.0020854-0.00063996i,0.0013231-0.00020914i,0.0010334-0.00039499i,0.0013171-3.8051e-05i,0.0013979-8.4683e-05i,0.0012474-0.00053187i,0.00092688-0.00034712i,0.00063284-0.00030937i,0.00047059-0.00066942i,0.0005078-0.00019336i,0.00061259+0.00052968i,0.00096107+0.000682i,0.00083653+0.00025915i,-0.00058104-0.00037241i,-0.0010086+0.00014444i,-2.9729e-05-1.3191e-05i,0.00021623-0.00080758i,-0.00029853-0.0003486i,-0.00083696-1.5465e-05i
-0.00058124-0.001173i,-0.0014163-0.0011606i,-0.0023133-0.0019858i,-0.0012238-0.0017775i,0.00043148-0.0010651i,0.0023502-0.00087309i,0.003081-0.00088114i,0.0017119-0.00094191i,-0.00015952-0.0010499i,-0.00047154-0.0014434i,-9.2979e-05-0.0015489i,-0.00059149-0.00045606i,-0.0002794+0.001031i,0.00068261+0.0012845i,0.00075529+0.00055588i,0.00044723-0.00054457i,0.00041219-0.0010105i,1.8263e-05-0.00035595i,-0.00093225+0.00037595i,-0.0012698+0.00029624i,-0.00065216-8.2944e-05i,-0.00041555+0.0002697i,0.00031331+0.00033275i
0.0019646+0.0040332i,0.0021501+0.0044267i,0.0042794+0.0019388i,0.006252-0.00097764i,0.0053393-0.0019512i,0.0027062-0.002328i,0.00094664-0.0012175i,0.00028857-0.00090995i,0.00064125-0.0010976i,0.00095598-0.00084682i,0.0014443-2.4797e-05i,0.00094553-0.00013037i,0.00061536-0.0015172i,0.0012173-0.0014253i,0.0015475-0.00064298i,0.0015117-0.00030661i,0.0012076+3.0511e-05i,-7.955e-05-8.543e-05i,-0.00046122-0.00028536i,0.00027471-8.5126e-05i,0.00030994+0.00027512i,-0.00011872-0.00033851i,-0.00031205-0.00095391i
-0.00057467-0.0013438i,-0.0010115-0.00036369i,-0.0017705-0.00059709i,-0.0017051-0.00020938i,-0.00024746+5.8181e-05i,0.0007441-0.00053598i,0.00069034+0.00019917i,0.00048097+0.0017374i,-7.0836e-05+0.001137i,-0.000462-1.8648e-05i,-0.00030486-0.00044353i,-0.00071252-0.0003478i,-0.0011864+0.0001126i,-0.00083003+0.00048635i,-0.00021764+0.00090026i,0.0004973+0.00032658i,0.00081211-0.00052377i,-1.3525e-05-0.00061312i,-0.00053443-0.00054159i,-5.7777e-05-3.2136e-05i,0.00026905-0.00016926i,-0.00035336-0.00021956i,-0.0010083-0.00053295i
-0.00034914+0.00027166i,0.00092013+0.00077569i,0.00086901+0.00041175i,0.00088818+0.0005091i,0.0018568+0.0010322i,0.0023891+5.0658e-05i,0.0011762-0.0002704i,0.00070399+6.0842e-05i,0.00076727+0.00051284i,-0.00012919+0.00041015i,-0.00045068+0.00027211i,-0.00023147+0.0003631i,-1.0559e-05+0.00099036i,0.00046264+0.00099886i,0.00027751+0.00017732i,6.326e-05-0.00021365i,0.0003844-0.00027516i,-0.00010601-0.00012717i,-0.0011435+0.00043435i,-0.0011021+0.00061122i,-7.8993e-05+0.00042816i,-0.000266+2.0049e-05i,-0.00077962-0.00054549i
0.00014417+0.00068762i,-0.00079351+0.00013495i,-0.0013206+0.00032417i,-1.4343e-05+0.00072783i,0.0021727+0.0013654i,0.001983+0.0010794i,0.00019956+0.00013341i,0.00021046-0.00014866i,0.00062547+0.00056467i,0.00016202+0.00065311i,0.00015893-0.00011767i,-0.00010306-0.00040454i,-0.00035093+0.00018136i,-0.00039259+0.001157i,-0.00011977+0.0014778i,0.00078644+0.00033641i,0.00072924-0.00026417i,-0.00061923-0.00031473i,-0.0007868-0.00029316i,-0.00010894-0.00068996i,-0.00016884-0.00088979i,-0.00046329+0.00010897i,-0.00057092+0.00021901i
-0.0013469-0.00026177i,-0.0015257-0.00021319i,-0.002194+4.7118e-05i,-0.00068273+0.00122i,0.0011056+0.0022394i,0.0014451+0.0015718i,0.0014982+0.00021766i,0.0010374-0.00058687i,0.00022038-0.00085981i,-0.00057401-0.00066939i,-0.0012763-7.3268e-05i,-0.0010788+0.0005418i,-0.00030994+0.00090825i,0.00034135+0.0010629i,0.00078391+0.00093661i,0.0006467+0.0003337i,0.00031131+0.00014144i,-0.00015322+0.00046643i,-0.00022809+0.00086719i,4.615e-05+0.00077386i,0.00038582+0.00094916i,0.00033945+0.00051657i,0.00023092-0.0003902i
-0.00099825+0.0027254i,-0.00017695+0.002661i,-0.00048132+0.0021021i,0.0012288+0.0014528i,0.0032691+0.0008125i,0.0027243+1.1498e-05i,0.0013253-0.00030664i,0.00062578+5.2522e-05i,0.00055427+0.00017942i,0.00060307-8.1993e-05i,7.7851e-05-0.00039071i,-0.00011208-0.00029922i,0.00044506+0.00040617i,0.00069128+6.8675e-05i,0.00098921-0.0012465i,0.00144-0.0013552i,0.001382-0.00046891i,0.00057537-0.00020803i,0.00012131-0.00026746i,-0.00014263-0.00073163i,0.00035627-0.0012725i,0.00037521-0.0014217i,-2.5851e-05-0.0014196i
-0.00080416-0.00084274i,-0.00050192-0.00037556i,-0.00020198+0.0005686i,0.0010558+0.0011665i,0.0019061+0.0011377i,0.0024843+0.00067037i,0.00188+0.00040716i,0.00060353-1.6882e-05i,-0.00036237-0.00011561i,8.8945e-05+0.0003582i,0.00064163+0.00070851i,0.00041594+0.00057113i,0.00033324+0.00067015i,0.00018738+0.00074379i,0.00070312+0.00051105i,0.00043049+0.00047212i,-0.00030235-0.00022426i,-0.00056194-0.00087058i,-0.0010847-0.00087402i,-0.00093295-0.0011185i,-0.00059054-0.0011174i,-0.00070576-0.00025663i,-0.00076554-0.000247i
0.00074302+0.0031031i,7.8184e-05+0.0019359i,-3.0184e-05+0.00073628i,0.0011606+0.00048096i,0.002123+0.00064462i,0.0022867-0.00014315i,0.0017056+9.4843e-05i,0.00092617+0.00053713i,0.0016103+0.0003388i,0.0014252+4.3477e-05i,0.00064038-0.0010563i,0.00023012-0.0011576i,-9.8297e-05+2.9699e-05i,0.00035469+0.00054295i,0.00082464+0.00086898i,0.00040601-0.00025253i,0.00052876-0.0015449i,0.00068807-0.0006506i,-0.00029796+0.0002024i,0.00013021+0.00072069i,0.00026293+0.0011727i,-0.00048473+0.00083432i,-0.00065254-3.6709e-05i
-0.0015229-0.00088296i,-0.0031541-0.001166i,-0.002302-0.0005515i,-0.00092087+0.0015031i,0.00013324+0.0014657i,0.0016177+0.0004648i,0.0017412+0.0006622i,0.00090306+0.00034436i,2.3879e-07-0.00054239i,1.0755e-05-0.00072514i,0.00016601-2.199e-06i,-0.00046806+0.0005849i,-0.00099264+0.0006643i,-0.00092773+0.00016571i,-9.4959e-05-0.00016643i,0.00031225+0.00030856i,-0.00038292+0.00021045i,-0.0011841-0.00083526i,-0.0010618-0.00078969i,-0.00071241-0.00013651i,-5.4686e-05+0.00065087i,0.00022189+0.00067652i,0.00010716+0.00036033i
0.00061007-0.00083265i,0.00043542-0.0015097i,-0.00034789-0.0022808i,-4.0085e-05-0.001623i,0.0011095-0.00082784i,0.0012459+0.00025878i,0.00068152+0.0009947i,0.00064016+0.00049749i,0.00043684-0.00015913i,0.00049568-0.00028943i,0.0008498+0.00010196i,0.00015704+0.00052992i,-0.00059327+0.00038612i,2.4574e-05+0.00023706i,0.00070266+0.000511i,0.00079439+9.9673e-05i,0.00097442-0.00060927i,0.00017079-0.00065608i,-0.0010795-8.3694e-05i,-0.0012961+0.00010233i,-0.00097345+0.0005265i,-0.0002868+0.00046635i,-0.0001765-0.00029312i
-0.0024011+0.00026684i,-0.0023382-0.00090975i,-0.0028901-0.00129i,-0.0016428+7.691e-05i,-0.0003714+0.0012034i,0.0005175+0.00068689i,0.0014083-0.00048868i,0.00080721-0.00090516i,-0.00015932-0.00070063i,0.00025093-0.00014154i,0.00040545+0.00019607i,-0.00021648+0.00062478i,-3.6235e-05+0.0010579i,0.00049931+0.00067797i,0.00058988+0.00097234i,0.00043144+0.0009295i,0.00033853-0.00022237i,0.00029905-0.00099974i,-0.00010728-0.00095699i,-0.00034798-0.0012473i,0.00034573-0.0015192i,0.00032876-0.00089677i,-0.00042077-7.7263e-05i
