-0.002191+0.00035167i,-0.001628+0.0002616i,-0.0023562+0.00051405i,-0.0023469-5.8021e-05i,-0.0019343+0.00055744i,-0.0014017+0.0017102i,-0.0017936+0.0019829i,-0.0013642+0.0022492i,-3.9347e-05+0.0019496i,-8.5892e-06+0.0010101i,1.0106e-06-5.2445e-05i,0.00042409-0.00067345i,-0.00022455-0.0010474i,-0.0013977-0.0011892i,-0.001727-0.0011209i,-0.0012171-0.00070427i,-0.00032052+0.00066216i,0.00040445+0.00092819i,0.00033684+0.00015265i,6.0078e-05+0.00023207i,0.00022046+0.00033474i,5.456e-05-5.3456e-05i,-0.00092585-0.00041827i
-0.0003403+9.107e-06i,-0.00042174+0.0011586i,0.00014843+0.0020884i,-3.6181e-05+0.0028234i,-0.00075855+0.0030689i,-0.00057507+0.0030559i,-0.00082806+0.0024108i,-0.00019611+0.001494i,0.00042843+0.00048272i,-0.00025187+0.00012286i,-0.0004949+0.00030629i,-0.00036513-0.00051357i,0.00011156-0.00098894i,0.00088073-9.3519e-05i,0.00046791+0.00049987i,-5.0092e-05+0.00043324i,-0.00011485+0.00057517i,-2.928e-05+0.00086871i,0.00074702-0.00018663i,0.00055178-0.0013158i,-7.9289e-05-0.00085721i,4.4289e-05-0.00093879i,-0.00037614-0.000845i
-0.0020947+3.7625e-05i,-0.0015785-5.5234e-05i,-0.0015177+0.00055349i,-4.3762e-05+0.0017927i,0.00078838+0.001361i,0.00081104+0.00068222i,0.00099303+0.00062127i,0.0011801-0.00018242i,0.00048597-0.00048253i,-5.4695e-05+0.00023244i,0.00059875+0.00029673i,0.00087546-0.00054288i,0.00081404-0.00041242i,0.00044359+0.00011559i,0.00019929-0.00035227i,-0.00035465-0.0012399i,-0.00054213-0.001218i,-0.00044516-0.00044227i,3.0782e-06-0.00030793i,0.00047924+5.3883e-05i,-0.00030955-2.6006e-05i,-0.001072+0.00044702i,-0.0010924+0.0013486i
-0.0011819-0.0016493i,-0.0007263-0.0020363i,-0.00094954-0.00099886i,-0.00053975+0.00045404i,0.00052951+0.0018149i,0.00029097+0.0015802i,-0.00059841+0.0009765i,-0.00030183+0.0010169i,0.00087282+0.00074226i,0.0011166+0.00060524i,0.00062825+0.00092547i,-3.1021e-05+0.0011202i,-0.00036683+0.001018i,-8.1659e-05+0.00079774i,-0.00022164+0.00065059i,0.00037747+0.00033926i,0.0011623+0.00017756i,0.00075705+0.00086517i,0.00043949+0.00098856i,0.00053264+0.00035134i,0.00051038+0.00011081i,0.00028856-0.00055735i,5.0631e-05-0.0010226i
-0.0023203+0.0010707i,-0.0016483+0.0016948i,-0.00056923+0.0023298i,-3.0521e-05+0.0020456i,0.00033837+0.00097012i,0.0016481-0.00028976i,0.0022187-0.00049189i,0.0017092-7.1382e-05i,0.0010935-2.4669e-05i,0.00074541-0.00024895i,0.00025017+1.2604e-05i,-8.6081e-05+0.00099264i,-3.0181e-05+0.0015051i,7.0851e-05+0.00066779i,0.00036333+0.00011256i,0.00053623+0.00023233i,0.0010039+0.00038021i,0.001103+0.00040643i,0.00055148+0.00018242i,0.000211-0.00039184i,-0.00031982-0.00045836i,-0.0008874-0.00017225i,-0.0014838-0.00020327i
-0.0017477-0.00044488i,-0.0018836+0.00019542i,-0.0031907+0.0015735i,-0.0027007+0.0023701i,-0.00085402+0.0015668i,-0.00073712+0.0011779i,-0.0012844+0.00092949i,-0.00062656+0.0004288i,-1.0462e-05+0.00019679i,1.6945e-05+0.00037321i,-0.00010137+0.00056301i,-0.00055386+0.00075689i,-0.00067743+0.0010229i,-0.00074432+0.0003523i,-0.00086693-0.00045839i,-0.0007584+0.00014376i,-0.00096256+0.00034681i,-0.00074105-0.00027077i,-0.00023569-0.00037412i,5.1112e-05-9.6659e-05i,-0.00051397+0.00047991i,-0.0012244+0.00083661i,-0.0014257+0.00081782i
0.00042944+0.0017967i,0.00088775+0.0018623i,0.0014523+0.0016593i,0.0014547+0.0010687i,0.00047387+0.0003379i,-0.00077242+0.00025048i,-0.00066859+0.0008126i,0.00034102+0.00097148i,0.00073621+0.00067963i,0.00030783+0.00093774i,-0.00038722+0.0013079i,-0.00061945+0.00067167i,-0.00070745+0.00018063i,-0.00045796+0.00041334i,0.00028723+5.609e-05i,-0.00058438-0.00090333i,-0.0005553-0.0015876i,0.00036629-0.0014266i,0.00036358-0.00098784i,0.00029007-0.0001072i,5.5836e-05+0.00043938i,-0.00028133+0.0002471i,6.4322e-05-0.00022508i
0.00016483+0.00033259i,0.00010385-0.00054992i,0.00030332-0.00018347i,0.00027808-0.00015122i,0.00091527-0.0011473i,-0.00070228+0.00011878i,-0.0022292+0.0013026i,-0.0010341+0.00091581i,0.00061318+0.0010066i,0.0012636+0.0011462i,0.00080032+0.00066096i,0.00050233+0.00016146i,0.00065226+0.00024125i,0.00064443+0.00010427i,0.00011388+0.0005562i,7.0626e-05+0.0004213i,0.0011219-2.5623e-05i,0.0017215-0.00016242i,0.0011334-0.00045979i,0.00030391-0.00013132i,1.1548e-05-0.00019995i,0.00031325+0.0002272i,0.00039926+0.0004996i
-0.0017958+0.00049637i,-0.0011684+0.00043141i,0.00051979+0.00023127i,0.00066399+0.0014072i,-0.00014773+0.0018613i,-0.00037312+0.0016414i,-0.00033722+0.0012386i,6.5651e-05+0.00072284i,0.00079192+0.00077307i,0.0010717+0.0005727i,0.0013435-0.00012717i,0.00043-0.0010062i,-4.3324e-06-0.00089859i,0.00078239-0.00025616i,-5.6464e-05+0.00031399i,-0.0012031+8.9168e-05i,-0.00068795-0.00022795i,7.9958e-05+0.00017641i,0.00038418+0.00024863i,0.00046484-0.00013078i,2.1327e-05-0.00010967i,-0.00044832+0.00027011i,-0.00045515+0.00055728i
-0.0010145-0.0015349i,-0.00082177-0.0005531i,-0.001069+0.00011688i,-0.0011495-0.00032041i,-0.00088882-8.2762e-05i,-0.0011111+0.001024i,-0.00085993+0.0014715i,0.00059556+0.0014276i,0.00054389+0.00067057i,7.3853e-05-0.00052771i,0.00034566-0.00092444i,8.7835e-05-0.00011301i,0.00058845+0.00055617i,0.0011929+9.6408e-05i,0.00034788-6.3807e-05i,0.00011076+2.4355e-05i,0.00029104-0.00042415i,0.00029425-0.00099816i,0.00019615-0.0010714i,-0.00052176-0.00064844i,-0.0010115-0.00093646i,-0.00088191-0.00081537i,-0.00051933-0.00025776i
-0.00042117+9.9327e-05i,-0.0009928+0.00046907i,-0.0012387+0.0016636i,-0.00068174+0.0024556i,0.00020285+0.0020715i,-0.00015793+0.0013629i,-0.00065894+0.00061121i,-0.00038997+0.00033508i,0.00079713+0.00038448i,0.0013594+8.9941e-05i,0.00088627-0.00085588i,0.00033966-0.00074867i,-0.00020929-0.00028437i,-0.00073247+0.00011208i,-0.0005035+0.0010974i,-3.91e-05+0.00062428i,-2.2127e-05-0.00014755i,0.00023896-0.00031609i,0.00055791-0.0005761i,0.0005683-0.00011111i,6.211e-05-6.0417e-05i,-0.00049051-0.00048417i,-0.00063661-0.00048968i
-0.00098191+8.0237e-05i,-0.0011206+1.1341e-05i,0.00032296-0.00073247i,0.0013555-0.00059319i,0.001103+7.3686e-06i,0.00064928+0.00032198i,0.00020176+0.00061163i,-0.00019867+2.5749e-05i,-9.1504e-05-8.712e-06i,0.00032079-0.00042953i,0.0001273-0.00043754i,-0.00025152-0.00046129i,0.00052652-0.00047865i,0.0013972+8.4321e-05i,0.00069534+0.000608i,0.00024797+0.00041946i,-0.00041406-0.00037392i,-0.00078641-0.00051566i,-0.00045651+0.00019556i,-0.00045059+0.00078551i,-0.00048157+5.0128e-06i,-0.00083077-0.0010571i,-6.2594e-05-0.0010314i
0.0012318+0.0011286i,0.00034475+0.00075856i,0.00056262+0.00086671i,0.00096994+0.00059955i,-0.00015734-0.00036109i,-0.0015253+6.1421e-05i,-0.0021349+0.0012811i,-0.00095512+0.0020953i,0.00067021+0.0024172i,0.00055486+0.0020989i,-5.2473e-05+0.001373i,-0.000186+0.00088896i,-0.00033482+0.0014253i,-0.00024852+0.0011096i,-0.00071474+0.00033322i,-0.0012268-0.0001787i,-0.0010217-0.00060584i,-0.00035387-0.00087807i,-0.00011893-0.00054174i,0.00034345-0.00022948i,0.0007679-0.00039726i,0.00010943-0.00037104i,-0.00054948-0.00071116i
-0.00053593+0.002484i,-2.6618e-05+0.00098706i,0.00015905-0.00026348i,0.0010496-0.0013268i,0.00084064-0.00082875i,-0.00049054+0.00051569i,-0.00065582+0.0012508i,9.3003e-05+0.0012778i,-0.00010219+0.00047282i,-0.00035423-0.00085347i,-0.00023103-0.0013768i,-0.00033995-0.00066073i,-0.0003334+9.0929e-05i,-0.00019756+0.00025878i,5.5559e-05+0.00032088i,0.00032611+8.4249e-05i,-3.6377e-05-0.00059227i,-0.00052809-0.00048471i,-0.00060149+0.00092258i,0.00013152+0.0012794i,0.00028514+0.0006203i,-0.00047852-0.00042395i,-0.00089214-0.00047827i
0.00038353-0.00030319i,7.5688e-05+0.00050303i,0.00043456+0.0016447i,0.0010336+0.0018223i,0.00017318+0.0013941i,-0.0010938+0.0013895i,-0.00065526+0.0023755i,0.00021229+0.0025199i,0.00056073+0.0014188i,0.0010581+0.00016853i,0.00076039-0.00064445i,0.00020998-0.00035164i,3.587e-05+0.00018146i,-0.00046187-0.00021105i,-0.00091334-0.00031842i,-0.00045489-0.00019366i,0.00012767+2.2489e-05i,0.00025903-0.00033361i,0.00010982-0.00072535i,0.00037798-0.00052868i,0.0006681-1.3483e-05i,0.00061482+0.00032284i,-0.00012215+0.00028318i
-8.686e-05+0.00010364i,0.00022305-8.0596e-05i,-5.1009e-05-0.00039676i,0.00036607-0.00070465i,0.00055582-0.0013979i,-0.0004325-0.0010092i,-0.00089356+0.0006409i,-0.00010741+0.0015127i,0.00044781+0.0013677i,0.00070378+0.00067281i,0.00055382+0.00049841i,0.00011954+0.0004902i,0.00021933-1.4184e-05i,-3.7776e-05+0.00032952i,-0.00061958+0.00062254i,-0.000439+0.00040934i,-9.2708e-05+0.0010562i,-0.00050838+0.00058311i,-0.00029834-0.00051426i,-0.00017678-0.0006944i,-0.00019716-6.0441e-07i,-8.5807e-05+4.7226e-05i,-0.00013566-0.00017915i
-0.00086574+0.00076926i,-0.001266+0.00068262i,-0.00078678+0.0015047i,0.00054212+0.0025804i,0.0017487+0.0020217i,0.00087386+0.00076626i,-0.00067912+0.0010436i,-0.0010941+0.0015346i,-0.00040335+0.00066845i,0.00050506+0.00053609i,0.00048111+0.0010732i,0.00037301+0.0013936i,-3.7246e-05+0.0011784i,-0.00026237+0.0005061i,0.00018762-9.6901e-05i,0.00068507-0.00046811i,0.00081896-0.0006097i,0.0003855-0.00061216i,0.00020339-0.00029168i,0.00020869+0.00040388i,0.00021447+0.00056924i,-9.2658e-05+2.7002e-05i,-0.000503-0.00017305i
-0.0011811+0.001364i,-0.00064616+0.001157i,9.5313e-05+0.0007872i,7.7813e-05-2.5698e-06i,-0.00021867-8.0765e-05i,-0.00020783+0.00071692i,-0.00025027+0.00079696i,-0.00013211+0.0011471i,0.00076215+0.0014471i,0.0010493+0.00060466i,0.00092007-0.0003635i,0.00033259-0.0009992i,-0.00013904-0.0005883i,-0.00017973+3.3064e-05i,0.0002501+0.00021408i,0.00090023+0.00013527i,0.00068446-0.00053034i,0.00083497-0.00031096i,0.0012442+0.00023608i,0.00052161+0.00039952i,-0.00080844+0.00060085i,-0.00076061+0.00031996i,0.00024589+0.00024743i
-0.001982+0.002012i,-0.0016182+0.0018774i,-2.7267e-05+0.0020873i,0.0024453+0.002056i,0.0033516+0.00040693i,0.0019579-0.0011084i,9.3561e-05-8.3521e-05i,-0.00017364+0.0010505i,0.00089481+0.00075545i,0.0010896+0.00058389i,0.0010309+0.00011704i,0.0013026-2.7157e-05i,0.0017033+0.00076194i,0.0016127+0.00096743i,0.0004136+0.00080631i,-0.000682+0.00047171i,-0.00049052-0.00018005i,-0.00044152-0.00094147i,-0.00011063-0.0010842i,0.00078968-0.00049407i,0.0013617+0.00059191i,0.0010104+0.00099614i,-0.00012827+0.00040983i
-0.0016704-0.0016559i,-0.0018195-0.0013027i,-0.0021081-0.00019185i,-0.0027064+8.7837e-05i,-0.0024316+0.00071626i,-0.0010688+0.0018054i,0.00036252+0.0014617i,0.0018298+0.0016529i,0.0017741+0.0013708i,0.0009258+0.00033553i,-0.00021621-0.00011994i,-0.00033975+1.228e-05i,-0.00014298+0.00046812i,-0.00022178+0.00047094i,-0.00043074+0.0001313i,-0.00081054-0.0003834i,-0.00023898-0.00068916i,0.00068216-0.00070403i,0.00099474-0.00066026i,-0.00023758-0.00069783i,-0.0011315-0.00084458i,-0.0001689-0.0009618i,0.00024886-0.0011811i
-0.0012487+0.0027772i,-0.001501+0.0028667i,0.00042173+0.003432i,0.0030152+0.0036735i,0.0034558+0.0026725i,0.0015838+0.001039i,-0.00016309+8.0938e-05i,-2.055e-05+1.6037e-05i,0.00092956+0.00034094i,0.001243+0.00059502i,0.00082861+0.00055509i,0.00022677+0.00044698i,-8.9078e-05-0.00012564i,-0.00054305-0.00063817i,-0.00091961-0.00053558i,-0.00067838+0.00033093i,2.8558e-06+0.00079803i,8.8082e-05+0.00028094i,-0.00039283-6.3841e-05i,-0.0005504+5.9171e-05i,-0.00063523+0.00057072i,-0.00055311+0.00063816i,8.5941e-05+0.00041832i
-0.0016629-8.8101e-05i,-0.002672+8.7702e-05i,-0.0033042+0.00045874i,-0.0028469+0.00064835i,-0.0011311+0.00045232i,-0.00012822+0.001117i,-0.0001695+0.00090459i,-0.0002328+0.00043406i,0.000133+4.4639e-05i,0.00067631+8.1216e-05i,0.00042035+0.00045905i,-0.00028046+0.00040336i,-0.00019597-0.00017882i,0.00033318+7.7266e-05i,0.00022287+2.9685e-05i,0.00063072-0.00048676i,0.00095847-0.00070692i,0.00053827-0.0001956i,0.00050985+0.00067473i,0.00063475+0.00047737i,7.4343e-05+0.00031283i,9.3715e-05+0.00065477i,0.00049458+1.4691e-05i
-0.0024558+0.0015693i,-0.0016704+0.0011545i,0.00029435+0.0028355i,0.0018303+0.003969i,0.0022785+0.0029948i,0.0016233+0.0011841i,-3.9083e-05+0.00049118i,-0.00091772+0.00071325i,-0.00033619+0.00060279i,0.00074339+0.00044434i,0.0012675+0.00030726i,0.001046-6.4178e-06i,0.0003899-0.00022127i,-0.00076528-0.00023058i,-0.0011012+0.00011873i,-0.00017851+0.0010224i,0.00031541+0.0015916i,0.00015177+0.0011732i,0.00037716+0.00043684i,0.00038711+0.00072125i,-6.3661e-05+0.00056515i,-0.00050513+0.00026684i,-0.00047456+0.00060288i
-0.00052251+0.00066964i,-0.0009168+0.00091172i,-0.0013811+0.00040754i,-0.0011172+2.8455e-05i,-0.00058931+0.0001859i,-0.00043328+0.00094083i,0.00069145+0.0015966i,0.0010523+0.0018911i,0.00022525+0.0014854i,-0.00011418+0.00019046i,-0.00046157-0.00082425i,-0.00093066-0.00027206i,-0.00092978+0.00068598i,-2.0077e-05+0.00088795i,0.00031045+0.00098441i,-0.0003483+0.0006827i,-0.00032438+6.7778e-05i,-1.1261e-05+0.00014233i,0.00014078-8.4873e-05i,0.00011201-0.00092819i,7.142e-05-0.0008874i,-0.0002816-0.00042043i,-0.00074418+0.00035628i
8.5633e-05+0.00078869i,0.00052686+0.00059606i,0.0013943+0.0011811i,0.0022719+0.00077573i,0.0018826-0.00089907i,-0.00017224-0.0016713i,-0.00088733-0.00070967i,-0.00017514+0.0011023i,-6.1077e-05+0.0014612i,-0.0003888+0.00055423i,-0.00085373+4.0453e-05i,-0.00098979-4.1803e-05i,-0.00062553+0.00025702i,-0.0003421+0.00020602i,-0.00017775+0.0001435i,-0.00025848+0.00029243i,-1.3647e-05+0.00015979i,0.00089977+0.0003498i,0.00088702+0.00040995i,0.0005268+0.00064199i,0.00044133+0.0010185i,-0.00011194+0.00068355i,-0.000588+0.00017846i
-0.00032052-0.00040963i,-0.00069046-0.00017357i,-0.0004879-0.00023932i,-0.0005186-9.2688e-05i,-0.0011485+0.00016265i,-0.0013785+0.00023553i,-0.00055737+0.00084246i,0.00021891+0.0018519i,0.00086383+0.00093403i,0.00063747-0.00010846i,0.00020153+0.00036137i,0.0010601+0.00090764i,0.0010929+0.00085515i,0.00048791+2.3167e-05i,0.0005633-0.00051189i,0.0005724-0.00096153i,0.00052971-0.0013513i,-0.0002114-0.00062767i,-0.00062166-2.6992e-05i,0.00019197+0.00044204i,0.00074975+0.0002373i,0.00044153+4.9695e-05i,7.3638e-05+8.5671e-05i
0.00025297-0.0011667i,-0.00080029-0.0017296i,-0.00082895-0.0024942i,-0.000517-0.002219i,-0.00046238-0.0014192i,-0.0011054-0.00014093i,-0.00071135+0.0012806i,0.00059701+0.0018286i,0.0010066+0.0013733i,0.00041946+0.00076108i,1.6338e-05+0.00054181i,-0.00016896+0.00071123i,-0.00048532+0.00041417i,-0.00058578+0.00013058i,-0.00064784+0.00043719i,-0.00094289-4.7947e-05i,-0.0010532-0.00054234i,-0.0012704-0.00024762i,-0.0010723-5.7249e-05i,-0.00048915+7.3107e-05i,-0.00079593+4.1672e-05i,-0.00050345-0.00033277i,7.6772e-05-0.00027645i
-0.0010361+0.00056587i,-0.00051398+0.00074713i,-0.00057954+0.00091332i,-0.0012667+0.00093031i,-0.0015816+0.00042353i,-0.0011336+0.00038003i,-0.00054586+0.0013868i,-0.00062392+0.0021483i,-0.00095124+0.0012538i,-0.00055976-9.5739e-05i,-5.3727e-05-0.00032824i,-0.00042827+0.00088088i,-0.00052524+0.0021339i,-3.0329e-05+0.0012558i,-6.1705e-05-3.7717e-05i,-0.00012444-0.00037862i,0.00032229-0.00040351i,0.00023201-0.00035533i,-2.9069e-05-2.961e-05i,0.00010479+0.00024764i,0.00013845+0.00061447i,-0.00021976+3.8062e-05i,-0.00031238-0.00023002i
-0.00093956+0.0009791i,-0.00087277+0.0011818i,0.00056193+0.0018973i,0.0013614+0.0011414i,0.0008554-0.00041401i,0.00038033-0.00034456i,-0.00050529+0.0005122i,-0.00020346+0.00083284i,0.00060099+0.00086486i,0.00023038+0.00072283i,0.00074383+0.00038946i,0.0014285+0.00055703i,0.00083897+0.00023047i,0.00023752-0.00061743i,-3.2392e-05-0.00041908i,-0.00015511-0.00010284i,0.00031561-6.602e-05i,0.00038949-9.2749e-05i,2.2619e-05-0.00048304i,0.00055394-0.00090404i,0.00092186-0.00063889i,0.00064627-0.00021013i,-0.0005766-0.00031014i
1.4704e-05+0.0010772i,-0.00033408+0.0003307i,0.00025165+0.00019088i,0.00037415+0.00061192i,0.00075237+0.00074872i,0.0005535+0.00093566i,0.00033034+0.00066525i,0.00068931+0.00051413i,0.00082994+0.00023507i,0.00021766-5.9779e-05i,-0.00031791-0.00025457i,-1.4587e-05-0.00015186i,0.00052562+0.00027082i,0.00058519+0.00085073i,0.00035037+0.00082426i,3.0279e-05+7.4784e-05i,-3.555e-05+0.00014656i,0.00023529+0.00017573i,-0.00018182-0.00053681i,-0.00093199-0.00052734i,-0.00012514+3.8128e-05i,1.6203e-05+0.00016299i,-0.00059371-0.00031476i
-0.0006844+0.0011542i,-0.00073109+0.00075575i,-0.00027222+8.8669e-05i,0.0007081-0.0011169i,0.0014059-0.0014822i,0.00086091-0.0010358i,-0.00022658+0.00019285i,-0.00026748+0.0010949i,0.00016106+0.0016034i,0.0002397+0.0014324i,-4.6999e-05+0.00041182i,-0.00071488-0.00020742i,-0.0011163+2.2843e-06i,-0.0010589+0.00045536i,-0.00014376+0.00040669i,0.00025202-0.0004313i,5.792e-05-0.0008184i,-0.0001673-0.00030034i,-0.00023062+5.9758e-05i,0.00033996-9.4219e-05i,0.00053386-0.00011958i,-2.7681e-05+0.00066347i,-0.00022606+0.00040958i
-0.0004836+0.00027013i,0.00021671+0.00064137i,0.00010986+0.00072734i,-0.0008463+0.0013271i,-0.001925+0.00089828i,-0.0027435-8.0656e-05i,-0.0022614+0.0002801i,-0.00080208+0.0011863i,0.00033384+0.0010727i,0.0005874+0.0010244i,-0.00020179+0.001278i,-0.0013378+0.0011746i,-0.00045339+0.0011485i,0.0011712+0.0011241i,0.00061337+0.0011585i,-0.00038396+0.00052645i,-0.00051661-0.00025504i,0.00022538-9.621e-05i,0.00085518+0.00014675i,0.00027666-0.00015755i,-0.00022828-0.00036019i,-0.0002675-0.00019156i,7.7179e-05-0.00050232i
-0.0020723+0.000515i,-0.0020729+0.00085608i,-0.0017161+0.0011124i,-0.00023609+0.0013009i,0.00099271+0.0012203i,0.00094595+0.0010895i,0.00032349+0.0010813i,0.00062661+0.001072i,0.0017508+0.00068207i,0.0017094+0.00042409i,0.0011255+0.00042919i,0.0012408-9.2919e-05i,0.0011169-0.00054623i,0.00067648-0.0002637i,0.00079546-0.00040314i,0.00097103-0.00039076i,0.00080782-4.2801e-07i,2.7881e-05+0.00045982i,-0.00020347+0.00048081i,0.00011143-0.00014931i,-0.00022662+0.00014485i,-0.00049663+0.00075388i,-0.00034573+0.00011896i
0.00027399-6.5771e-05i,0.0010969-0.00090461i,0.00079877-0.00074369i,-0.0005745-0.00036986i,-0.0017094+0.00018837i,-0.0021382+0.00068853i,-0.0018645+0.00086932i,-0.00048424+0.00073202i,0.00049624+0.0011433i,3.324e-05+0.0006238i,-0.00048485+0.00029013i,-5.3572e-05+0.00022188i,0.00083003+0.00011446i,0.00043939+0.00060034i,-0.00010552-0.00023364i,-0.00019355-0.0011589i,8.2122e-05-0.00063388i,-3.6489e-05-0.00055275i,-0.00058087-0.0010794i,-0.00020143-0.0005842i,1.1838e-05+0.00042402i,-0.00015123-0.00012552i,-0.00026475-0.00054582i
-0.0014949+0.0018015i,-0.00043709+0.0023276i,-0.00015837+0.0027213i,0.00035278+0.0023403i,0.0015227+0.0017249i,0.001624+0.00069964i,0.0012849-4.5078e-05i,0.0011199+0.00024168i,0.00067574+0.00090439i,0.00021543+0.00099877i,-0.00017609+0.00036848i,-0.0010152-0.00028794i,-0.001791-0.00054447i,-0.0015818-0.00020676i,-0.00097943+0.00056682i,0.00032092-0.00014284i,0.001239-0.00059026i,0.00064803-0.00044457i,0.00020976-0.00059443i,0.00050624-0.00012254i,0.00047028+0.00078685i,6.6974e-05+0.00063247i,0.00012595-0.00011586i
-0.0015537+0.00027791i,-0.001276+0.00025811i,-0.0015533+0.00093205i,-0.0011964+0.0013201i,-0.00081402+0.0013131i,-0.00045586+0.00083296i,-0.00061441+1.1505e-05i,-0.00056723-5.6396e-05i,-0.00032182-2.8135e-05i,-2.1194e-05+5.0596e-05i,0.0011342+0.00031057i,0.0010411+0.00016968i,0.00038275-0.00058109i,0.00067853-0.0010344i,0.00070048+0.00013319i,0.00027764+0.00037591i,0.00071116-6.8961e-05i,0.00076645+1.1188e-05i,0.00032239+0.00029708i,0.00029444+2.6558e-06i,0.00045001-0.00016826i,0.00046274+0.00019722i,0.00037493+0.0003441i
-2.7571e-05-0.00031678i,0.00047873+0.00078911i,0.0020832+0.00079451i,0.002769+0.00031447i,0.0013015-0.0014622i,-0.0008943-0.0023367i,-0.00080454-0.00070843i,0.00027205+0.00064666i,0.00042458+0.00074007i,0.00027489+0.00041192i,0.00011441+0.00090319i,-2.5757e-06+0.0011063i,0.00027557+0.00067188i,0.00049247+0.0011798i,0.00058047+0.00076728i,0.00057303-8.1634e-05i,0.00055724-0.00026387i,0.00040997+0.00025386i,0.00059009+0.00064685i,0.00028396+7.9549e-05i,-1.7706e-05-0.00018482i,-1.3694e-06-6.3767e-06i,-0.00044773+0.00067864i
-0.00042398+0.00141i,0.00016254+0.00087567i,0.00082476+0.0014994i,0.00062277+0.00067998i,0.00056899-0.00024939i,0.00074834-0.0006093i,0.00033923-0.00017471i,-0.00028957+0.00035257i,0.00033872+0.00051212i,0.0013503+0.00025645i,0.0012951-0.00019902i,0.00034329-0.00021081i,-0.0011253+0.00042333i,-0.00094088+0.00068913i,-0.00042611+0.00063222i,-0.00063556+0.00041192i,3.9097e-05+0.0005572i,0.00071936+0.00065074i,0.00060586+0.00064074i,0.00040777+0.00073818i,0.00076216+0.00051182i,0.00095047+0.0006007i,0.00028081+0.00050313i
-0.0010041-0.00043363i,-0.0010761+0.00015733i,-0.00039395+0.00079933i,0.0010096+0.00051586i,0.0015179+0.00043998i,0.001108+8.4798e-05i,0.00021812-0.00026096i,2.7147e-05-0.00020839i,0.00081463+0.0002893i,0.00086611+8.9534e-06i,0.0003017-4.9055e-05i,-0.00028163+0.00069397i,-0.00061143+0.00035032i,-0.00046666+3.276e-05i,-8.3195e-05+9.1188e-05i,-0.00010599+0.00043927i,0.00026731+0.001035i,0.00031472+0.00038564i,-8.6479e-05-5.8851e-05i,0.00066752+0.00040702i,0.0011888-1.4139e-05i,0.00041041-0.00015593i,-0.0002767+0.00034141i
-0.00087668-0.00058716i,-0.0015057+0.00063951i,-0.0015401+0.00095745i,-0.00096457+0.00057014i,-0.0010024+0.00020595i,-0.0013145+0.0010554i,-0.0011791+0.0019207i,-0.00046072+0.0015055i,-0.00068094+0.00036761i,-0.00050528-0.00036355i,1.1334e-05+0.00026187i,0.00033444+0.0003646i,0.00022935+0.00029727i,0.00037503+0.00032777i,0.001141-0.00045775i,-4.7956e-05-0.00032793i,-0.0011386+0.00061259i,-0.0010036+0.00096477i,-0.0005318+0.00061971i,-0.00030145+0.00033101i,-0.00078536-2.8252e-05i,-0.0011599+5.4947e-05i,-0.0015305+0.00060316i
-0.0013141-0.0006438i,-0.0018002-0.00020808i,-0.0016972+0.00052127i,-0.0014867+0.0012366i,-0.001534+0.0013741i,-0.0014614+0.0015878i,-0.00082496+0.0018217i,0.00048439+0.001207i,0.0004134+0.00068807i,-0.00082543-1.9736e-05i,-0.00033368-1.777e-05i,0.00023174+0.00078312i,0.00042586+0.0010042i,0.00030401+0.00037641i,0.00053547-0.00034912i,0.00063299-0.00030781i,-0.00036766-0.00094502i,-0.00073967-0.0011993i,-0.00051573-0.00063187i,0.00016625-0.00022001i,0.00015523+0.00022168i,-0.00051857+5.5948e-06i,-0.00034293+8.679e-05i
-0.0009912-0.00085128i,-7.0581e-05+1.5965e-05i,0.001571+0.0014322i,0.0024499+0.0011106i,0.0018205-0.0003257i,0.00070816-7.7978e-05i,0.00010437+0.00031577i,-0.00011816+0.0007217i,-4.7134e-05+0.00066669i,0.00066944-0.00047312i,0.00079658-0.00058474i,0.00033881+3.9014e-05i,0.00019196+6.9929e-05i,0.00015661+3.8076e-05i,0.00026743+0.00033365i,-0.00023633-0.00012717i,-0.00049055-6.4604e-05i,0.0001818+0.00018428i,0.0013718-0.00033906i,0.0013197-6.1125e-05i,0.0005615+0.00029591i,0.00046021+0.00021481i,0.00035466+4.1869e-05i
-0.00083296+0.00045516i,-0.0011605+0.00067064i,-0.0013878+0.0014218i,-0.00092148+0.0017551i,-0.00070275+0.0010598i,-0.00053962-0.00066042i,-0.0004899-0.0011038i,-0.00072622+4.49e-05i,-0.00056411+0.00058485i,-0.00023744+0.00045942i,-0.00039949+7.9976e-05i,-0.00018633-0.00045195i,-0.00026959-0.00033774i,-0.0013716+0.00014341i,-0.00081087+0.00084382i,-0.00025885+0.00099275i,-0.00063009+0.00036842i,-3.619e-05-0.0001981i,0.00059773-0.00036625i,0.0013399-0.00029655i,0.000573+5.1663e-05i,-0.00017447+6.1958e-05i,4.1382e-07+0.00011943i
