-0.00088343-0.00051911i,0.00024282-0.0010806i,-3.2404e-05-0.0016799i,-0.0012562-0.0011491i,-0.0023213-8.2605e-05i,-0.0019251-0.0001772i,-0.00035237+0.00055215i,0.00065635+0.0015906i,0.0012328+0.0007864i,0.0010745+5.0982e-05i,0.00070291+5.565e-05i,0.0010731+1.7167e-05i,0.00048772-6.7752e-05i,-0.00022449-0.00032018i,0.0002537-0.00029738i,0.00056689+5.1514e-05i,0.00014002-0.00011631i,6.3562e-05-0.00015682i,-0.00015099+0.0002591i,-0.00024264+0.00039372i,-0.00017614+0.00017139i,0.00024531+0.00024992i,0.00021358+0.00068846i
-0.10263+0.13665i,-0.16132+0.25506i,-0.151+0.29364i,-0.060028+0.19125i,0.041488+0.072066i,0.085471+0.04925i,0.095799+0.061973i,0.10676+0.039925i,0.09137-0.0041986i,0.040727-0.037368i,0.0050541-0.050669i,-0.002045-0.056715i,-0.0012375-0.049267i,0.0072824-0.032061i,0.023601-0.02609i,0.034854-0.027184i,0.03485-0.02296i,0.025081-0.015354i,0.013851-0.0089461i,0.010611-0.0058829i,0.012311-0.010164i,0.00466-0.024611i,-0.013616-0.03662i
0.11976-0.12103i,0.20112-0.22155i,0.19833-0.24312i,0.085278-0.14071i,-0.040103-0.02931i,-0.090398-0.0030149i,-0.094546-0.025902i,-0.092515-0.031609i,-0.069182-0.0062362i,-0.030554+0.026481i,-0.011682+0.042933i,-0.015348+0.044703i,-0.020651+0.034379i,-0.027344+0.017853i,-0.036883+0.0077045i,-0.038225+0.0056547i,-0.026147+0.0051916i,-0.0078215+0.0024859i,0.0050481-0.0025691i,0.0065327-0.009611i,-0.0040274-0.012652i,-0.021405-0.0023593i,-0.034041+0.016249i
-0.13681+0.089471i,-0.24456+0.1647i,-0.26791+0.18049i,-0.15759+0.10597i,-0.0094359+0.017202i,0.069437-0.018154i,0.078977-0.00618i,0.06157+0.0078508i,0.034767-0.0059105i,0.014857-0.030696i,0.013843-0.040236i,0.023542-0.034689i,0.027644-0.022241i,0.026912-0.0061587i,0.029115+0.0087667i,0.030053+0.016093i,0.020201+0.01504i,0.00080044+0.0098991i,-0.013486+0.006471i,-0.016832+0.0067732i,-0.012433+0.011968i,0.0012194+0.023046i,0.019615+0.031915i
0.14182-0.053723i,0.26499-0.082241i,0.30827-0.069081i,0.20686-0.025545i,0.045476+0.0041356i,-0.054893+0.013303i,-0.063212+0.01253i,-0.025259+0.0088693i,-0.0027334+0.013079i,-0.0090708+0.021959i,-0.022642+0.024583i,-0.032299+0.017482i,-0.033592+0.0076285i,-0.027363-0.0013181i,-0.020646-0.016111i,-0.01358-0.0303i,-0.00099927-0.031444i,0.01381-0.022198i,0.019099-0.012008i,0.013821-0.0032373i,0.01206+0.0018412i,0.017486-0.0053237i,0.023224-0.020679i
-0.15285+0.019183i,-0.27751+0.013363i,-0.30915-0.010879i,-0.19729-0.022016i,-0.039033-0.010701i,0.048826-0.013698i,0.039164-0.035882i,-0.0058836-0.046475i,-0.014827-0.036232i,0.0071027-0.024655i,0.022719-0.015942i,0.027561-0.0053753i,0.026639+0.00338i,0.022032+0.0076338i,0.013959+0.01376i,0.0041443+0.020978i,-0.0050671+0.020711i,-0.01251+0.012532i,-0.013036+0.004476i,-0.0058601+0.0011783i,-0.00040416-0.0022407i,-0.0056716-0.0087698i,-0.018106-0.015223i
0.1644+0.011549i,0.28895+0.04741i,0.31537+0.069509i,0.19924+0.03302i,0.042558-0.023599i,-0.041769-0.023194i,-0.031016+0.03096i,0.0046062+0.064273i,0.0055026+0.046103i,-0.009398+0.019144i,-0.011412+0.003956i,-0.008985-0.0071611i,-0.0053566-0.012302i,-0.0011538-0.013626i,0.002709-0.016139i,0.0077991-0.019985i,0.010859-0.020816i,0.0086983-0.014217i,0.0053767-0.005198i,0.0049285-0.0025151i,0.0021422-0.0051201i,-0.0057459-0.0012678i,-0.012799+0.01038i
-0.15972-0.043072i,-0.27894-0.10339i,-0.29778-0.14261i,-0.19512-0.094693i,-0.069031-0.0042634i,-0.00282+0.026796i,0.002047-0.015232i,-9.601e-05-0.045987i,0.011237-0.029436i,0.01326-0.0091954i,0.0031916+0.0013041i,-0.0014858+0.0092959i,-0.0017896+0.0089445i,-0.0033735+0.0043196i,-0.0085994+0.00096643i,-0.017731+0.0012705i,-0.019946+0.0028815i,-0.0127+0.0010152i,-0.0085788-0.0041888i,-0.013434-0.0059627i,-0.017983+0.0031528i,-0.011336+0.017904i,0.0033585+0.026706i
0.15349+0.044324i,0.24903+0.11352i,0.24222+0.15556i,0.14319+0.10437i,0.05561-0.00010844i,0.016894-0.048454i,0.0044433-0.016561i,-0.0065933+0.01046i,-0.016681+0.0010404i,-0.010751-0.0074511i,0.0026224-0.013219i,0.0059058-0.018745i,0.0045686-0.015972i,0.0063787-0.011484i,0.009298-0.0047661i,0.013679+0.0038337i,0.013349+0.008139i,0.0050729+0.010908i,0.00089739+0.01529i,0.0069856+0.017368i,0.016427+0.011332i,0.023487-0.002965i,0.026771-0.017916i
-0.13989-0.055642i,-0.21941-0.12489i,-0.20736-0.16666i,-0.13476-0.12098i,-0.089507-0.01892i,-0.064786+0.056601i,-0.03018+0.062831i,-0.00033361+0.04172i,0.010925+0.028602i,0.0036016+0.014054i,-0.0080944+0.0092231i,-0.0077395+0.012443i,-0.004976+0.0084768i,-0.0082641+0.0041691i,-0.010616-0.0015664i,-0.011277-0.010815i,-0.0082688-0.013814i,0.0010439-0.013053i,0.0069771-0.014012i,0.0042042-0.013301i,0.00031221-0.0098737i,-0.0070485-0.01081i,-0.019767-0.015952i
0.11708+0.053841i,0.16756+0.12372i,0.14017+0.16624i,0.084067+0.12917i,0.070294+0.036514i,0.077345-0.051383i,0.060288-0.091922i,0.029064-0.085326i,0.011507-0.05597i,0.0062923-0.022626i,0.0038572-0.0085284i,-0.0017208-0.0096296i,-0.0044236-0.0060621i,-0.0005006-0.0015717i,0.00082286+0.0035184i,0.0010636+0.014571i,0.0033026+0.021371i,0.0010679+0.017101i,-0.0040995+0.010172i,-0.0056135+0.0054589i,-0.0059927+0.0029282i,-0.010173+0.0097087i,-0.014172+0.024213i
-0.090579-0.05628i,-0.12019-0.11218i,-0.085657-0.14061i,-0.045796-0.10802i,-0.058396-0.034673i,-0.086513+0.038907i,-0.08731+0.086749i,-0.061648+0.095015i,-0.031192+0.060609i,-0.009365+0.020347i,0.0032169+0.0069742i,0.0080426+0.007705i,0.0052783+0.0057165i,0.0017497+0.0041306i,0.006029+0.00084597i,0.012861-0.010315i,0.012896-0.020971i,0.0088833-0.019827i,0.0063071-0.011777i,0.0049068-0.0074384i,0.0036999-0.0048891i,0.010513-0.0022276i,0.022196-0.0017904i
0.068437+0.058318i,0.081173+0.11339i,0.045618+0.13242i,0.018155+0.09729i,0.038507+0.037348i,0.065255-0.024578i,0.071189-0.068036i,0.062728-0.076547i,0.034627-0.052747i,0.0030812-0.023188i,-0.010598-0.010539i,-0.0088083-0.0089051i,-0.0022075-0.0063417i,0.00073208-0.0058101i,-0.0054329-0.0066938i,-0.013912-0.0016168i,-0.014994+0.005694i,-0.010653+0.0076992i,-0.0075306+0.006538i,-0.006383+0.0083014i,-0.003981+0.01156i,-0.0021101+0.0068351i,-0.0011341-0.00424i
-0.051285-0.063762i,-0.049522-0.11419i,-0.0078486-0.1253i,0.016088-0.091657i,-0.0052554-0.04453i,-0.034868+0.0053882i,-0.045741+0.038284i,-0.041627+0.038965i,-0.020435+0.028654i,0.0087699+0.019509i,0.019864+0.010318i,0.011364+0.0043154i,0.0017892+0.002732i,0.00071975+0.0046721i,0.0064717+0.0081643i,0.014869+0.0076999i,0.017354+0.0034128i,0.011412-0.00056837i,0.0061296-0.0014858i,0.0074112-0.0025195i,0.0088439-0.0070559i,0.0025551-0.0089428i,-0.0061668-0.0074855i
0.042607+0.070383i,0.038685+0.11366i,0.0038369+0.10805i,-0.014837+0.060797i,-0.0036005+0.010545i,0.0011691-0.021311i,-0.0051286-0.019224i,-0.0018158-0.0032238i,0.0017627-0.0081651i,-0.009037-0.020322i,-0.016312-0.016446i,-0.0083195-0.0068171i,0.0019546-0.0039342i,0.0042705-0.0077485i,0.0010812-0.015623i,-0.0057024-0.022105i,-0.01165-0.020533i,-0.0097705-0.014284i,-0.0040985-0.0098419i,-0.0039335-0.0087379i,-0.0079825-0.0076622i,-0.010041-0.0043271i,-0.011334+0.0012477i
-0.038376-0.072757i,-0.040667-0.11685i,-0.016884-0.11172i,-0.0099707-0.067123i,-0.022762-0.016967i,-0.0034491+0.018363i,0.037615+0.0061733i,0.036595-0.020809i,0.0091616-0.010288i,0.0044374+0.011986i,0.007669+0.011151i,0.002294-5.4315e-05i,-0.0043174-0.0044315i,-0.0092767-0.0024801i,-0.01244+0.0054732i,-0.01076+0.018117i,-0.0031674+0.023813i,0.00033216+0.01976i,-0.0037881+0.014189i,-0.0069801+0.015452i,-0.0053278+0.021565i,0.00063725+0.02753i,0.0095452+0.030279i
0.040576+0.073991i,0.044415+0.11475i,0.024932+0.10446i,0.019659+0.06081i,0.034154+0.013467i,0.01052-0.023835i,-0.049891-0.0097917i,-0.05401+0.026935i,-0.0078141+0.016789i,0.0094235-0.011912i,0.0036718-0.010506i,0.0031043+0.0013196i,0.0052871+0.0048524i,0.0090009+0.004602i,0.014987-0.0013381i,0.018716-0.012639i,0.015542-0.019813i,0.0096552-0.015664i,0.0082461-0.0081922i,0.010923-0.0084799i,0.013006-0.015174i,0.014546-0.024303i,0.016254-0.031474i
-0.042616-0.069116i,-0.055294-0.10466i,-0.045877-0.09491i,-0.044764-0.064665i,-0.066432-0.041417i,-0.057035-0.015836i,0.00455-0.012075i,0.02957-0.033034i,-0.0063893-0.027941i,-0.028087-0.0034125i,-0.020044+0.00068622i,-0.010082-0.0064951i,-0.0056372-0.01057i,-0.0082099-0.012778i,-0.016821-0.01075i,-0.025305-0.0032303i,-0.024858+0.0045794i,-0.015377+0.0055292i,-0.0087095+0.0005638i,-0.0091269-0.00070281i,-0.012034+0.0064608i,-0.017614+0.011994i,-0.02616+0.0086254i
0.039466+0.066934i,0.056614+0.10165i,0.047952+0.099039i,0.037175+0.08731i,0.056452+0.090711i,0.073053+0.077435i,0.040869+0.052508i,0.0089729+0.046894i,0.022214+0.043247i,0.037693+0.02555i,0.030438+0.01072i,0.015097+0.0046375i,0.0034036+0.0060025i,0.0020366+0.012642i,0.0095912+0.017793i,0.019939+0.017662i,0.024365+0.012124i,0.01779+0.0071715i,0.0087975+0.0095835i,0.0095015+0.010428i,0.016794+0.0021625i,0.01982-0.00089557i,0.016263+0.0094474i
-0.029123-0.056861i,-0.041984-0.090034i,-0.028305-0.091883i,-0.0066838-0.10063i,-0.026307-0.14006i,-0.077178-0.14869i,-0.084886-0.10119i,-0.049324-0.062395i,-0.03062-0.05771i,-0.035362-0.047027i,-0.032151-0.022439i,-0.016754-0.0053995i,-0.003631-0.0048178i,0.001264-0.011265i,0.00023955-0.018063i,-0.0061388-0.023766i,-0.011743-0.022427i,-0.008178-0.017782i,-0.0021145-0.019333i,-0.00611-0.021374i,-0.019261-0.015545i,-0.024178-0.0083636i,-0.012705-0.0066564i
0.025916+0.057479i,0.036077+0.088673i,0.020932+0.091036i,-0.015432+0.10549i,-0.017831+0.16114i,0.039479+0.18587i,0.082703+0.13136i,0.061879+0.076095i,0.028506+0.067143i,0.024699+0.056452i,0.025356+0.025321i,0.013895+0.0025286i,0.0016728+0.00033075i,-0.0059258+0.0060736i,-0.0092064+0.013234i,-0.0062731+0.021664i,2.2472e-05+0.023467i,-3.1473e-05+0.017885i,-0.0051979+0.016996i,-0.00059346+0.023541i,0.01453+0.027397i,0.024328+0.022179i,0.019383+0.011452i
-0.011703-0.060775i,-0.016281-0.095027i,0.0020858-0.10138i,0.048203-0.1139i,0.068997-0.16211i,0.018072-0.1849i,-0.043729-0.13172i,-0.036332-0.074003i,0.00029931-0.065585i,0.0033197-0.061013i,-0.0059364-0.032718i,-0.0038848-0.010512i,0.0016706-0.0069276i,0.0095613-0.0064783i,0.018033-0.0089327i,0.020089-0.018296i,0.016164-0.02333i,0.013498-0.017503i,0.014618-0.013401i,0.011457-0.021964i,-0.0017413-0.033503i,-0.015339-0.033947i,-0.017476-0.02311i
-0.003956+0.060838i,-0.0092325+0.097414i,-0.029151+0.097171i,-0.07471+0.080253i,-0.10962+0.090077i,-0.081038+0.1026i,-0.022912+0.074745i,-0.011173+0.038519i,-0.034025+0.034693i,-0.034839+0.038201i,-0.019103+0.024235i,-0.010058+0.011208i,-0.0059577+0.0068009i,-0.0081372+0.00077334i,-0.017423-0.0017247i,-0.025132+0.0048724i,-0.02508+0.01073i,-0.019571+0.0065396i,-0.01828+0.0010209i,-0.020087+0.0079883i,-0.014827+0.024345i,-0.005143+0.033563i,-0.0028499+0.027888i
0.012073-0.064675i,0.021655-0.10294i,0.03453-0.097408i,0.064195-0.052617i,0.096611-0.013816i,0.09668+0.0033975i,0.069225+0.01058i,0.054137+0.010412i,0.059927+0.0032418i,0.058121-0.0094892i,0.040684-0.017747i,0.020901-0.016825i,0.0090931-0.011641i,0.0074825-0.0036632i,0.01277+0.00084048i,0.019793-0.0020583i,0.022071-0.0055334i,0.016671-0.0024958i,0.012637+0.0047122i,0.016818+0.0023504i,0.020171-0.011335i,0.017942-0.018995i,0.014882-0.010504i
-0.020667+0.064844i,-0.039138+0.10666i,-0.055252+0.091737i,-0.075303+0.018648i,-0.094491-0.060617i,-0.1008-0.10717i,-0.098203-0.10451i,-0.088991-0.07179i,-0.078041-0.048056i,-0.071058-0.026816i,-0.055194-0.00086851i,-0.029272+0.01155i,-0.011183+0.0095869i,-0.0053203+0.0022305i,-0.0076704-0.0040609i,-0.014505-0.0051846i,-0.017116-0.0031181i,-0.011416-0.0037071i,-0.007217-0.0067588i,-0.014046-0.0042195i,-0.023626+0.0064304i,-0.022226+0.01359i,-0.01032+0.0048283i
0.02895-0.066054i,0.049512-0.10278i,0.059294-0.08152i,0.062296+0.0022224i,0.064516+0.09021i,0.064927+0.14513i,0.074531+0.15039i,0.080932+0.11722i,0.072215+0.084356i,0.066022+0.052594i,0.05527+0.016126i,0.035308-0.0048555i,0.019596-0.0077541i,0.0088117-0.004231i,0.0034631+0.0014356i,0.0052602+0.0065636i,0.0079281+0.0079028i,0.0043824+0.0065989i,0.0017115+0.0083098i,0.011723+0.0094179i,0.026999+0.0031028i,0.027981-0.0051408i,0.010566-0.0067326i
-0.030058+0.062273i,-0.054375+0.099104i,-0.062882+0.08i,-0.057448+0.0053183i,-0.047382-0.069227i,-0.038491-0.1114i,-0.045482-0.1213i,-0.052467-0.10586i,-0.04383-0.084488i,-0.041413-0.060726i,-0.042194-0.030129i,-0.033417-0.010829i,-0.023765-0.0049845i,-0.013828-0.0020208i,-0.0055538-0.0026945i,-0.0035004-0.0061955i,-0.0022478-0.0067607i,0.0025988-0.0035574i,0.0054512-0.0044615i,-0.0027932-0.010382i,-0.01814-0.012386i,-0.025083-0.0057151i,-0.016489+0.0045916i
0.037738-0.053002i,0.066428-0.084193i,0.080098-0.071829i,0.075763-0.026055i,0.049617-0.0038447i,0.011433+0.0075651i,-0.00055825+0.041993i,0.010608+0.063734i,0.011662+0.058249i,0.010859+0.048191i,0.01966+0.033935i,0.023726+0.018968i,0.020469+0.0095335i,0.01433+0.003829i,0.0078386+0.0041301i,0.0053285+0.0068753i,0.0051933+0.0065195i,0.0036104+0.0011531i,0.00058607-0.0023621i,0.00099275+0.0032589i,0.0084938+0.011677i,0.015178+0.012052i,0.01413+0.0055338i
-0.040388+0.042274i,-0.071713+0.065106i,-0.083457+0.04807i,-0.082523+0.017399i,-0.072089+0.045567i,-0.020414+0.089943i,0.037384+0.058045i,0.043707-0.0033368i,0.03239-0.026317i,0.025583-0.032576i,0.0064438-0.036454i,-0.011615-0.028511i,-0.017352-0.016771i,-0.015184-0.010006i,-0.0088848-0.0096476i,-0.0042787-0.012305i,-0.0033639-0.011882i,-0.0037706-0.0069193i,-0.0020664-0.00099331i,0.00024593-0.0029527i,-0.0015766-0.010973i,-0.0053551-0.014041i,-0.0042808-0.010328i
0.046419-0.031217i,0.078604-0.047841i,0.081974-0.035679i,0.077046-0.015709i,0.084454-0.056601i,0.045623-0.13593i,-0.03776-0.13332i,-0.07138-0.059725i,-0.057648-0.015153i,-0.044713+0.0046644i,-0.026536+0.02347i,-0.0045104+0.026853i,0.0088843+0.019172i,0.013084+0.013062i,0.011576+0.010465i,0.0076248+0.0088339i,0.0052141+0.0070426i,0.0059323+0.0027887i,0.0053219-0.0029226i,0.00056205-0.0012619i,-0.0032349+0.007451i,-0.002792+0.012414i,-0.0024302+0.0084519i
-0.051165+0.020777i,-0.086074+0.030485i,-0.088305+0.01242i,-0.08265-0.020471i,-0.10218+0.0018232i,-0.088739+0.087058i,-0.0067255+0.12244i,0.053568+0.07636i,0.054137+0.032073i,0.045066+0.0083391i,0.032702-0.012938i,0.015311-0.021797i,0.0032806-0.020376i,-0.0050611-0.017265i,-0.0097856-0.015354i,-0.0091472-0.013942i,-0.0071464-0.011688i,-0.0088075-0.0089284i,-0.0099095-0.0042583i,-0.0051591-0.0034035i,0.0010619-0.0078175i,0.0031318-0.0097611i,0.0010082-0.004879i
0.055928-0.010023i,0.089729-0.011235i,0.080218+0.012648i,0.057624+0.068052i,0.086842+0.085146i,0.1074+0.015296i,0.041677-0.059038i,-0.029477-0.060206i,-0.040715-0.033303i,-0.034721-0.01873i,-0.03094-0.00090452i,-0.021109+0.01133i,-0.0089043+0.013148i,0.0013408+0.013796i,0.0055481+0.0124i,0.0035077+0.010185i,0.0013609+0.008895i,0.0035934+0.0085495i,0.0067658+0.0074567i,0.0047667+0.007829i,-0.0011611+0.011018i,-0.0038023+0.011815i,-0.00037501+0.0086109i
-0.05571+0.0034067i,-0.090962+0.00067054i,-0.071709-0.024536i,-0.023995-0.10285i,-0.046692-0.18545i,-0.10214-0.15295i,-0.076816-0.034586i,-0.010275+0.026112i,0.014572+0.022143i,0.015115+0.016042i,0.022113+0.0076995i,0.02294-0.0045513i,0.014068-0.010426i,0.0052825-0.012877i,0.00095437-0.011096i,0.00058505-0.0068426i,0.0011102-0.0049984i,-0.00073717-0.0064614i,-0.004536-0.0083172i,-0.0048411-0.0072768i,-9.203e-05-0.0049197i,0.0043913-0.0042041i,0.0047854-0.0054418i
0.0545+0.0018454i,0.087656+0.010677i,0.058903+0.031322i,-0.020925+0.10685i,-0.04223+0.22561i,0.025037+0.24763i,0.062491+0.13153i,0.030435+0.031289i,0.0061135+0.0056442i,0.0038078-0.0029461i,-0.0077353-0.0075147i,-0.016676-0.003142i,-0.014358+0.0016042i,-0.011+0.0045483i,-0.0087073+0.0055218i,-0.0071158+0.004875i,-0.00609+0.0058062i,-0.0031905+0.0088958i,0.0027529+0.011043i,0.0064848+0.0087216i,0.0041682+0.003233i,-0.0013927-0.0011453i,-0.005908-0.0021063i
-0.050776-0.013899i,-0.083613-0.021209i,-0.051888-0.029399i,0.054192-0.080036i,0.12591-0.194i,0.07723-0.26019i,-0.0069844-0.18411i,-0.021255-0.073096i,-0.0067933-0.028946i,-0.0088639-0.015441i,-0.0043285-0.0047169i,0.0058744-0.0010675i,0.010546-0.00096351i,0.012431-0.0030042i,0.013225-0.0046629i,0.012371-0.0030332i,0.010506-0.0016234i,0.0089557-0.0036624i,0.0059817-0.0066415i,0.0024655-0.0066103i,0.0013653-0.0028098i,0.0022504+0.0025881i,0.002809+0.00634i
0.041929+0.016206i,0.073148+0.028248i,0.043484+0.018566i,-0.077176+0.02016i,-0.18999+0.094816i,-0.17457+0.18184i,-0.065161+0.16515i,0.0033219+0.082363i,0.010492+0.034451i,0.014456+0.021867i,0.01389+0.010221i,0.0039659+7.969e-05i,-0.0035218-0.0026579i,-0.0090811-0.00024188i,-0.011683+0.0014219i,-0.0080984-0.00024247i,-0.004196-0.002753i,-0.0040943-0.0016146i,-0.0045355+0.0013403i,-0.0045809+0.0011281i,-0.0036249-0.0016052i,-0.0025515-0.0050895i,-0.0016472-0.0063229i
-0.037525-0.025632i,-0.067267-0.041191i,-0.0499-0.015037i,0.061358+0.039116i,0.20239+0.02886i,0.22478-0.051591i,0.11557-0.095371i,0.020628-0.066689i,-0.0028602-0.031974i,-0.010225-0.025051i,-0.017066-0.016965i,-0.013029-0.0042155i,-0.0030511+0.001883i,0.0065088+0.0017799i,0.0096059-7.6184e-05i,0.0060227-0.0007815i,0.0027207-0.0018545i,0.0034521-0.0033829i,0.0062306-0.0046008i,0.0069314-0.0035781i,0.0043365+0.00035182i,0.00060754+0.0048095i,-0.00042309+0.0060526i
0.031073+0.031624i,0.054573+0.050607i,0.052064+0.014982i,-0.026285-0.089976i,-0.16197-0.16491i,-0.2206-0.11617i,-0.14318-0.020286i,-0.047494+0.0090207i,-0.012404+0.00072859i,-0.0040068+0.0075659i,0.0059982+0.010237i,0.0082112+0.0025397i,0.0030298-0.00082648i,-0.0015727-0.0016626i,-0.0032232-0.0035023i,-0.00074367-0.0039339i,0.0014233-0.002384i,-0.00047545-0.0010749i,-0.0033348+0.00022522i,-0.0048064+0.0017938i,-0.0030595+0.0011273i,0.00043025-0.0013103i,0.0011926-0.0037437i
-0.019985-0.037539i,-0.045272-0.063052i,-0.063994-0.031171i,-0.039328+0.093135i,0.045185+0.22772i,0.12538+0.23347i,0.11426+0.12642i,0.048145+0.050398i,0.015056+0.028805i,0.013669+0.0075349i,0.0076262-0.0071243i,0.00064224-0.0064371i,-0.00044742-0.0042744i,-0.00048907-0.0033381i,-0.0022665-0.0027491i,-0.0065714-0.0031119i,-0.0089095-0.0046513i,-0.0072726-0.005376i,-0.0033359-0.0055093i,3.4376e-06-0.0050743i,-0.00042721-0.0040461i,-0.0038749-0.0017427i,-0.0057976+0.0020838i
0.0091597+0.040088i,0.028057+0.075728i,0.060426+0.058983i,0.088617-0.057825i,0.065345-0.21228i,-0.01053-0.26925i,-0.060802-0.18803i,-0.042623-0.085901i,-0.017516-0.041395i,-0.020239-0.018643i,-0.01891+2.8032e-05i,-0.0082896+0.006276i,-0.00089421+0.0058468i,0.0024621+0.0033258i,0.004414+0.0021293i,0.0063993+0.0043799i,0.0061189+0.007221i,0.0032779+0.0083303i,0.00088572+0.0078837i,0.00017344+0.0080504i,0.0022506+0.0085688i,0.0065317+0.0073994i,0.0097155+0.0037087i
-0.0061566-0.037492i,-0.013843-0.077378i,-0.050001-0.082532i,-0.11979-0.0056475i,-0.15481+0.12946i,-0.10412+0.21467i,-0.020434+0.18088i,0.012251+0.095287i,0.0094942+0.043604i,0.020523+0.01992i,0.026143-0.00050572i,0.01517-0.01239i,0.0029915-0.014503i,-0.0046714-0.011501i,-0.0082427-0.0081653i,-0.0076942-0.0086084i,-0.0040094-0.0099972i,0.00020826-0.0076943i,0.0022835-0.0046673i,0.0024321-0.0048664i,0.00027976-0.0074104i,-0.0041486-0.0097915i,-0.0073311-0.0087109i
0.00070205+0.038062i,0.00036839+0.079639i,0.028247+0.10774i,0.11135+0.0834i,0.1961-0.0069394i,0.18113-0.10107i,0.086497-0.11598i,0.025473-0.065838i,0.011418-0.028058i,-0.0064788-0.018326i,-0.019737-0.0063438i,-0.013385+0.0049716i,-0.0036793+0.0087577i,0.0014232+0.0099128i,0.0036336+0.010048i,0.003951+0.010851i,0.0017474+0.010163i,-0.00077423+0.0068555i,-0.0015689+0.004799i,-0.0014486+0.0042799i,-0.0015233+0.0067139i,-0.00024853+0.010182i,0.0020159+0.0098291i
0.0052332-0.035822i,0.01688-0.075348i,0.0082157-0.11797i,-0.060613-0.1463i,-0.16438-0.12914i,-0.19686-0.047581i,-0.126+0.023926i,-0.048765+0.021774i,-0.019375+0.0013607i,-0.0048233+0.0055774i,0.0079832+0.0053852i,0.0082662-0.0033067i,0.0029681-0.0068054i,0.00034447-0.0067853i,0.00093269-0.0075294i,0.004204-0.0094236i,0.0081137-0.0083039i,0.010621-0.0054764i,0.010371-0.0033259i,0.0085549-0.0020297i,0.0085065-0.0039985i,0.0084478-0.0070901i,0.0043647-0.0058094i
-0.016794+0.030142i,-0.039834+0.064237i,-0.053223+0.10947i,-0.017944+0.16454i,0.066691+0.19626i,0.13854+0.14635i,0.12453+0.052257i,0.059848+0.011335i,0.023345+0.010768i,0.012579-0.0016007i,0.0022288-0.011024i,-0.0045096-0.0070492i,-0.0056555-0.0021556i,-0.0047054+0.00084106i,-0.0049995+0.0021898i,-0.0080608+0.0027304i,-0.011664+0.00033358i,-0.012405-0.0032426i,-0.011153-0.004442i,-0.011375-0.0046197i,-0.01352-0.0030393i,-0.013271+0.0013586i,-0.0081788+0.0043113i
0.020655-0.02004i,0.053256-0.043939i,0.092031-0.079589i,0.098782-0.14175i,0.040985-0.20111i,-0.050941-0.19056i,-0.087484-0.1102i,-0.051118-0.047585i,-0.017887-0.027967i,-0.012911-0.0077258i,-0.0056822+0.010935i,0.0038991+0.013399i,0.0084136+0.0084775i,0.011351+0.0026311i,0.012802-0.0022601i,0.014571-0.0041152i,0.015738-0.0017974i,0.013896+0.0015834i,0.011485+0.0035942i,0.011039+0.005301i,0.013115+0.0062508i,0.014576+0.0051779i,0.011615+0.0027483i
-0.024783+0.016432i,-0.060932+0.025237i,-0.11463+0.033478i,-0.16016+0.066909i,-0.14657+0.13028i,-0.062487+0.15758i,0.010456+0.11326i,0.014563+0.05731i,0.0012449+0.031678i,0.0066286+0.01006i,0.0050393-0.011021i,-0.0049696-0.016238i,-0.010361-0.012584i,-0.012714-0.0082319i,-0.013759-0.0048564i,-0.014826-0.0045167i,-0.014321-0.0068851i,-0.010755-0.0077391i,-0.007139-0.0064212i,-0.0061673-0.0077021i,-0.0089308-0.010793i,-0.012152-0.01144i,-0.010666-0.0076941i
0.024017-0.0088187i,0.059342-0.0034905i,0.10774+0.017931i,0.16706+0.025565i,0.19619-0.016241i,0.13708-0.07431i,0.045567-0.081129i,0.012116-0.046585i,0.013615-0.024015i,0.0056531-0.011697i,0.0013984+0.0029915i,0.0080116+0.0093888i,0.012889+0.0074571i,0.013206+0.0032054i,0.011979+0.00016244i,0.010298+0.0021371i,0.0067068+0.005695i,0.0025161+0.0065341i,-0.00046788+0.0061067i,-0.0017087+0.008284i,-0.00033885+0.013205i,0.0021855+0.016001i,0.0022815+0.012824i
-0.026068+8.4321e-05i,-0.055553-0.015099i,-0.091937-0.056938i,-0.14279-0.10412i,-0.18481-0.099939i,-0.15818-0.025212i,-0.079019+0.035502i,-0.028908+0.030174i,-0.018214+0.012361i,-0.010287+0.0076823i,-0.0033489+0.00074835i,-0.00474-0.0056664i,-0.0079131-0.0081936i,-0.010165-0.0072424i,-0.010649-0.0050811i,-0.0084041-0.0055391i,-0.0031142-0.0065323i,0.0020432-0.0051001i,0.0042638-0.0036794i,0.0059887-0.0049564i,0.0073243-0.0097244i,0.0074792-0.014743i,0.0061263-0.013447i
0.019955+0.0045543i,0.038915+0.029981i,0.051511+0.090862i,0.073463+0.16492i,0.10794+0.17975i,0.1173+0.099755i,0.076488+0.012991i,0.03347-0.0033889i,0.021942+0.0037177i,0.014498-0.003802i,0.0032566-0.0070782i,-0.00018884-0.0030533i,0.0011935+0.0010527i,0.0037757+0.0036672i,0.0050299+0.0045025i,0.0031826+0.0057143i,-0.0011024+0.0066871i,-0.0045577+0.0053941i,-0.0055811+0.002763i,-0.0085532+0.0033382i,-0.013312+0.007597i,-0.015502+0.010768i,-0.013087+0.0090458i
