-0.00088343-0.00051911i,0.00024282-0.0010806i,-3.2404e-05-0.0016799i,-0.0012562-0.0011491i,-0.0023213-8.2605e-05i,-0.0019251-0.0001772i,-0.00035237+0.00055215i,0.00065635+0.0015906i,0.0012328+0.0007864i,0.0010745+5.0982e-05i,0.00070291+5.565e-05i,0.0010731+1.7167e-05i,0.00048772-6.7752e-05i,-0.00022449-0.00032018i,0.0002537-0.00029738i,0.00056689+5.1514e-05i,0.00014002-0.00011631i,6.3562e-05-0.00015682i,-0.00015099+0.0002591i,-0.00024264+0.00039372i,-0.00017614+0.00017139i,0.00024531+0.00024992i,0.00021358+0.00068846i
-0.017398-0.0077698i,-0.022626-0.033106i,-0.0027113-0.093399i,0.020496-0.17574i,0.002656-0.20776i,-0.037214-0.14304i,-0.043743-0.054363i,-0.021888-0.022856i,-0.013532-0.020704i,-0.010662-0.0069797i,-0.00034475+0.0036405i,0.0043654+0.0027388i,0.0026895-0.0014365i,-0.00048225-0.0045705i,-0.0025247-0.005705i,0.00083564-0.0058892i,0.0066417-0.0055405i,0.0080209-0.0045204i,0.0070453-0.0018306i,0.0094088-0.00026593i,0.015401-0.0010932i,0.019327-0.0015848i,0.015614-0.00053648i
0.011654+0.0068123i,0.0042006+0.031211i,-0.043979+0.072284i,-0.10994+0.1293i,-0.11926+0.16543i,-0.055759+0.13032i,-1.8378e-05+0.063664i,0.0074019+0.032198i,0.0058726+0.024929i,0.0067289+0.011168i,-0.00046145-0.00078355i,-0.0059996-0.0018978i,-0.0053201+0.0019629i,-0.00084256+0.0045651i,0.0024574+0.0049834i,0.00031037+0.0035166i,-0.0032405+0.0013615i,-0.0035186+0.00029088i,-0.0020862-0.0017892i,-0.0045427-0.0052808i,-0.010925-0.0075933i,-0.015966-0.0085111i,-0.014594-0.0076507i
-0.0081312-0.012008i,0.0042024-0.027011i,0.063958-0.044203i,0.15151-0.066015i,0.18252-0.089237i,0.11167-0.086849i,0.027148-0.058761i,0.0026213-0.037045i,0.00084907-0.028639i,-0.0018485-0.017529i,0.0014269-0.0052716i,0.0054262-0.00083409i,0.0058996-0.0026222i,0.0041207-0.0052302i,0.0027254-0.0061309i,0.0030761-0.0053464i,0.0041695-0.0031451i,0.0022148-0.0005942i,-0.00092273+0.0017533i,0.00011454+0.0059531i,0.0053307+0.012536i,0.0105+0.0177i,0.010405+0.016674i
0.0042497+0.01088i,-0.013472+0.01664i,-0.075858+0.0024739i,-0.16784-0.021667i,-0.20576-0.021799i,-0.14053+0.0083724i,-0.051284+0.028863i,-0.016635+0.024103i,-0.011708+0.019235i,-0.0042719+0.014864i,-0.00037525+0.0065298i,-0.0013016+0.0020793i,-0.0025912+0.0021272i,-0.0031639+0.0031229i,-0.0032341+0.0026774i,-0.0040595+0.00071345i,-0.0045611-0.0021441i,-0.0021557-0.0043075i,0.0017383-0.0055486i,0.0031188-0.0092606i,0.0015904-0.016156i,-0.00064417-0.020971i,-0.0014353-0.019139i
-0.0054454-0.0086484i,0.010789-0.0024946i,0.058511+0.041768i,0.12793+0.10237i,0.15804+0.11324i,0.11134+0.059692i,0.044714+0.0077081i,0.017483-0.0046758i,0.015869-0.0076857i,0.0091911-0.011991i,0.00085278-0.008723i,8.2027e-05-0.0045404i,0.0031754-0.0044679i,0.0051761-0.0057612i,0.0047103-0.0066219i,0.0032423-0.0041543i,0.0017029+0.00061027i,-0.0005123+0.0029441i,-0.0033977+0.0028872i,-0.0060612+0.0057459i,-0.0083411+0.013175i,-0.0091932+0.018969i,-0.007969+0.018433i
0.0010685+0.0064548i,-0.0078779-0.0056666i,-0.030956-0.063528i,-0.06434-0.14566i,-0.082673-0.1683i,-0.06268-0.10163i,-0.030163-0.030057i,-0.016619-0.006899i,-0.014925-0.00090268i,-0.0093932+0.0050583i,-0.00039134+0.003992i,0.0034742+2.321e-05i,0.00082323-0.00082609i,-0.0042752+0.00044568i,-0.0064942+0.0019478i,-0.0046416+0.0012565i,-0.0026434-0.0012199i,-0.00075727-0.0021806i,0.0018688-0.0012567i,0.005081-0.0018601i,0.010739-0.0061758i,0.015275-0.01142i,0.014283-0.011941i
-0.00064001-0.0058728i,-3.6951e-05+0.01293i,-0.0048905+0.074352i,-0.013435+0.15781i,-0.013253+0.18245i,-0.00051997+0.11548i,0.0095323+0.041252i,0.012401+0.016676i,0.015008+0.0088795i,0.010439-0.00033214i,0.0014931-0.0033364i,-0.0018578-0.0018521i,0.00095995-0.0016863i,0.0047009-0.0032336i,0.0052206-0.003085i,0.0029407-0.00040928i,0.00033016+0.0020687i,-0.0005945+0.0021422i,-0.0014197-0.00079404i,-0.005469-0.0022673i,-0.012329-0.00092929i,-0.018089+0.0011451i,-0.017461+0.0026638i
-0.00024232+0.0025004i,0.0080546-0.012323i,0.038413-0.064435i,0.082559-0.1331i,0.094995-0.14973i,0.054731-0.098646i,0.010096-0.044003i,-0.0044411-0.02315i,-0.0083825-0.016314i,-0.0075099-0.0073166i,-0.00084609-0.0019447i,0.0019849-0.0010278i,-0.001101-0.00010848i,-0.0042057+0.0010469i,-0.0039027+0.00062947i,-0.0011693-0.0011517i,0.00091554-0.0024469i,0.00089349-0.0018065i,1.3721e-05+0.0018928i,0.0031823+0.0066049i,0.01075+0.0099818i,0.017497+0.01066i,0.017199+0.0085367i
-0.00054169-0.0030912i,-0.014356+0.0074731i,-0.064204+0.037882i,-0.13246+0.074524i,-0.14697+0.079245i,-0.088497+0.050748i,-0.027491+0.02732i,-0.003578+0.019943i,0.0030028+0.015554i,0.0045175+0.0082878i,0.0012601+0.0020935i,-0.0012712-0.00087188i,-8.7024e-05-0.00045989i,0.0017067+0.00081112i,0.0012794+0.0012655i,-0.00029732+0.0012378i,-0.0010917+0.00080903i,-0.00097265+0.00034032i,0.0002772-0.0013291i,-0.00072904-0.0066606i,-0.005819-0.013784i,-0.010743-0.017294i,-0.011254-0.015685i
0.0032965+0.0024718i,0.020592-0.00088946i,0.074879-0.0080469i,0.1444-0.012129i,0.15434-0.01123i,0.087573-0.012318i,0.024144-0.017421i,0.0059771-0.019956i,0.0028611-0.018351i,-0.0005053-0.012042i,-0.00030745-0.003804i,0.00051074+0.0016589i,0.00062692+0.0027284i,0.00052323+0.00068632i,0.00075804-0.0017207i,0.0019962-0.0016033i,0.0033152-0.00054389i,0.0034572-0.00048878i,0.0031788+0.00014257i,0.0016773+0.0045926i,0.0013608+0.012291i,0.0023928+0.0186i,0.0028416+0.018366i
-0.0023833-0.0028724i,-0.022227-0.0079495i,-0.073838-0.02421i,-0.13304-0.051571i,-0.13578-0.062344i,-0.075967-0.032642i,-0.02479+0.0027763i,-0.011265+0.013066i,-0.0071725+0.012422i,0.00020783+0.0083452i,0.0034854+0.0012473i,0.0015316-0.0037399i,-9.9605e-05-0.0035927i,-5.0479e-05-0.0010009i,-4.2635e-05+0.00040737i,-0.0013013-0.00035862i,-0.0023178-0.0005574i,-0.0030098+0.00023647i,-0.0024572-0.00079539i,0.00069314-0.0039922i,0.0046374-0.009356i,0.0061586-0.015116i,0.0053509-0.015635i
-0.00013263+0.0039104i,0.014758+0.017678i,0.052899+0.054613i,0.090287+0.10038i,0.08036+0.10611i,0.037899+0.056282i,0.012247+0.0081666i,0.0086786-0.0054548i,0.0075159-0.0068604i,0.0017498-0.0050874i,-0.0019356-0.00047196i,-0.00090128+0.0023881i,0.0016801+0.00086805i,0.0025067-0.0030156i,0.0020374-0.0042228i,0.0017567-0.002812i,0.0025885-0.0020326i,0.0040642-0.0016247i,0.0032485-0.0014894i,-0.0013883-0.00057582i,-0.0083652+0.0046783i,-0.013448+0.01048i,-0.012339+0.01112i
-0.0028938-0.0046653i,-0.012772-0.022218i,-0.031441-0.067611i,-0.041885-0.12097i,-0.026384-0.12139i,-0.0078077-0.06261i,-0.0072236-0.013861i,-0.010963-0.0012304i,-0.0087979+0.00098302i,-0.0022624+0.00067138i,0.002276-0.0026787i,0.0026772-0.0049808i,0.001718-0.0036375i,0.00038326-0.00076973i,-0.0014451-0.00038787i,-0.0020745-0.0012197i,-0.0018326-0.00045829i,-0.0025872+0.00010573i,-0.002872-0.00039091i,0.001462+0.00061721i,0.0093995+0.00064026i,0.014676-0.00025438i,0.014076-0.001067i
0.0005553+0.0071288i,0.0048666+0.026869i,0.0053237+0.071391i,-0.0089989+0.11729i,-0.025579+0.1094i,-0.01749+0.053058i,0.0039777+0.016142i,0.013133+0.010334i,0.011099+0.0064906i,0.0051294+0.003023i,2.2875e-06+0.0037295i,-0.0028843+0.003426i,-0.0042895+0.00068236i,-0.0039945-0.0016151i,-0.0027418-0.001717i,-0.0009936-0.0012444i,0.00039911-0.0009838i,0.0013337+0.00024956i,0.0012407+0.00057176i,-0.0016564-0.0021158i,-0.007899-0.0055215i,-0.012991-0.0070209i,-0.01269-0.0057861i
-0.00033762-0.0054266i,0.0029226-0.022585i,0.019825-0.059864i,0.050592-0.09267i,0.062727-0.080317i,0.029929-0.039465i,-0.0072406-0.018372i,-0.013281-0.016339i,-0.007909-0.012911i,-0.0050729-0.0073329i,-0.0021858-0.0051595i,0.0017352-0.0049191i,0.004235-0.0033621i,0.004016-0.001549i,0.0025883-0.00087643i,0.001924-0.0013323i,0.001415-0.0020116i,-0.00011766-0.0028116i,-0.00061739-0.0027064i,0.0010613+0.0010119i,0.0045971+0.0090063i,0.0076393+0.014204i,0.007524+0.012714i
-0.0022473+0.0024529i,-0.012905+0.017692i,-0.042346+0.044727i,-0.079062+0.059135i,-0.07893+0.036519i,-0.030754+0.012355i,0.0098653+0.013165i,0.0143+0.017792i,0.0077019+0.014424i,0.0055895+0.0077576i,0.0033106+0.0028926i,-0.0011004+0.00044812i,-0.0035362-0.00017543i,-0.0030808-0.00026382i,-0.0022806+0.00023698i,-0.001521+0.00092181i,-0.00070897+0.0014279i,-0.00044776+0.0023287i,2.0343e-05+0.0031877i,0.00016348+0.00024456i,-0.00073184-0.0074519i,-0.0010828-0.013437i,-0.00041521-0.013154i
0.0028345+0.00027721i,0.016701-0.0079594i,0.051748-0.019874i,0.088844-0.019683i,0.076767-0.0036387i,0.022765-0.0012666i,-0.0093044-0.015073i,-0.0088585-0.020595i,-0.0043602-0.016123i,-0.0036818-0.0088405i,-0.0024294-0.0032059i,0.00063541-0.0012479i,0.0030984-0.0011533i,0.0032625-0.0008146i,0.0032932-0.0012302i,0.0031228-0.0016759i,0.0017876-0.0021035i,0.00094143-0.0030129i,0.0018875-0.0029639i,0.001537+0.0004572i,-0.0018112+0.0068454i,-0.004281+0.011265i,-0.0041417+0.011069i
-0.0065364+0.00095818i,-0.020714+0.0046021i,-0.052816+0.002273i,-0.081497-0.0157i,-0.065726-0.031087i,-0.021257-0.016211i,-0.001435+0.0071831i,-0.0037331+0.013167i,-0.0021387+0.0096487i,0.0025141+0.0036186i,0.0021478-0.00081484i,-0.00036464-0.0018275i,-0.00098382-0.0018554i,-0.0012779-0.0021714i,-0.0015311-0.0031802i,-0.0011779-0.0031044i,-0.0004651-0.0018228i,4.6838e-05-0.00057619i,-0.00017926+4.9158e-05i,0.001613-0.0008237i,0.0056527-0.0043208i,0.0088-0.0071662i,0.0091863-0.0061069i
0.0035029+0.00053412i,0.017946+0.0045919i,0.043403+0.016636i,0.058324+0.039373i,0.03759+0.04646i,0.0097851+0.017516i,0.0058187-0.0082647i,0.009228-0.00767i,0.0060273-0.0029578i,0.0015852-0.0018031i,0.00082374+0.00046448i,0.0019462+0.0020246i,0.0021855+0.0019828i,0.001872+0.0022193i,0.0012904+0.0016737i,2.9014e-05+0.00067402i,-0.00094479-0.00056791i,-0.00024161-0.0013465i,0.00028706-0.0013899i,-0.0030049-0.00024383i,-0.0094113+0.00039722i,-0.013157+0.00043545i,-0.011811+1.6425e-07i
-0.0053889+0.0024908i,-0.016411-0.0042996i,-0.032532-0.023608i,-0.034808-0.05167i,-0.014318-0.052455i,-0.0057248-0.018643i,-0.017642+0.0039572i,-0.02002+0.0014673i,-0.011356-0.0032962i,-0.0051649-0.0040814i,-0.0030806-0.0042942i,-0.0026079-0.0053625i,-0.0011734-0.0064596i,0.00097938-0.0072258i,0.0019556-0.0063841i,0.0018782-0.0038753i,0.0008703-0.0018019i,0.00034472-0.0015511i,0.0012767-0.0016216i,0.0040821+1.7827e-05i,0.0088184+0.0033061i,0.012083+0.0054641i,0.010617+0.0058362i
0.0048011+0.0017053i,0.012117+0.0093962i,0.018791+0.030326i,0.011087+0.055131i,-0.0053509+0.045489i,0.00049084+0.011646i,0.019798+0.00042215i,0.02335+0.0072318i,0.015376+0.0076216i,0.0087958+0.0030113i,0.0054261+0.0010827i,0.0034845+0.0020385i,0.0014146+0.0033144i,-0.0022093+0.0031096i,-0.0044294+0.0024531i,-0.0038469+0.0018945i,-0.0024186+0.00067952i,-0.0010796+0.00054076i,-0.00049028+0.001187i,-0.0021049-0.0010569i,-0.006152-0.0048983i,-0.0089378-0.0074254i,-0.0072393-0.0074689i
-0.004789-0.0037394i,-0.0084491-0.011373i,-0.0064124-0.030659i,0.0091561-0.048357i,0.018817-0.036747i,-0.00059704-0.0098633i,-0.021169-0.0033494i,-0.019722-0.010015i,-0.012735-0.0099005i,-0.0092624-0.0047591i,-0.0067009-0.0019377i,-0.0040642-0.0026227i,-0.0010235-0.0038238i,0.0027592-0.0041323i,0.0049369-0.003685i,0.0046965-0.0024179i,0.0026399-0.0011949i,0.00097563-0.00055627i,0.00068517+0.00051918i,0.0011287+0.0041576i,0.0030283+0.010002i,0.0040536+0.012917i,0.0026569+0.011385i
0.0011581+0.001666i,-0.00018554+0.01189i,-0.0087946+0.027822i,-0.02616+0.034426i,-0.029472+0.017801i,-0.0026874+0.0038506i,0.018092+0.0069197i,0.014767+0.0090998i,0.0089561+0.0056653i,0.0085529+0.00097888i,0.007902-0.0014107i,0.0053112-0.00040711i,0.0016078+0.00032734i,-0.0030482-0.00064442i,-0.0056767-0.0014048i,-0.0049833-0.0013436i,-0.0029396-0.0017713i,-0.0008265-0.0024265i,6.3054e-05-0.0021245i,0.00083441-0.0033817i,0.00242-0.0069968i,0.0035246-0.010121i,0.0031183-0.0083453i
-0.0020007-0.0020901i,0.001109-0.010739i,0.01338-0.02192i,0.030052-0.023502i,0.025957-0.0097538i,0.00056388-0.0070351i,-0.011658-0.014596i,-0.0064492-0.010798i,-0.0020781-0.0033935i,-0.0021505-0.00022081i,-0.0028349+0.00067483i,-0.0021521-0.00049327i,-0.0001595-0.0014599i,0.0019306+3.2236e-05i,0.0037403+0.0019141i,0.0045942+0.0025251i,0.0035077+0.0024772i,0.0014437+0.0021359i,0.00012374+0.0020566i,-0.002205+0.0039877i,-0.0056579+0.0069367i,-0.0076492+0.0079682i,-0.0069388+0.0056933i
0.0034096+0.0024527i,-0.0014238+0.0093883i,-0.015097+0.012286i,-0.031708+0.0041485i,-0.026268-0.0082503i,-0.0058662-0.0030972i,-0.0022897+0.0077601i,-0.0085832+0.0059902i,-0.0067465+0.0006559i,-0.0018041-0.0029928i,-9.8698e-05-0.0029892i,-2.6358e-05-0.00084689i,-0.00017647+8.6756e-05i,-0.00080876-0.0012028i,-0.0019262-0.0039775i,-0.0023285-0.004707i,-0.0011423-0.0038029i,0.00078247-0.0032083i,0.0025315-0.0026693i,0.0055065-0.0030592i,0.0093843-0.0031213i,0.01053-0.0025i,0.0083872-0.0010499i
-0.0027354-0.0039022i,0.0023108-0.0079779i,0.012628-0.0077217i,0.023433+0.0038352i,0.017571+0.012249i,0.0062817-0.00074929i,0.0098978-0.010508i,0.015204-0.003856i,0.012032+0.00081344i,0.0065915+0.00018395i,0.0032662-0.00053558i,0.0015169-0.0025448i,0.00028156-0.002847i,-0.00011798+0.00023466i,0.000291+0.0031807i,0.00090869+0.0041856i,0.00098055+0.0032454i,-0.00037792+0.001835i,-0.0019948+0.00080546i,-0.0045531-0.00056511i,-0.0086297-0.0018668i,-0.010687-0.0026665i,-0.0084077-0.0027645i
0.0027879+0.0054394i,-0.0013814+0.0075168i,-0.0095721+0.0025121i,-0.015902-0.01151i,-0.01233-0.017355i,-0.013759-0.0021851i,-0.022511+0.0088787i,-0.021096+0.0052884i,-0.01303+0.00026793i,-0.0082735+4.8848e-05i,-0.0056441+0.0019205i,-0.0029937+0.0029084i,-0.00038195+0.0013798i,0.0021052-0.0024935i,0.0028444-0.0057746i,0.001294-0.0064417i,0.00075554-0.0049301i,0.001941-0.0027495i,0.0027648-0.00043549i,0.0045617+0.0023011i,0.0074573+0.0059325i,0.0081621+0.0076861i,0.005932+0.0063628i
-0.0012914-0.0023619i,0.00076904-0.0028704i,0.0072034+0.0019285i,0.010108+0.012559i,0.0053564+0.011024i,0.010122-0.0024103i,0.019415-0.0059366i,0.017552-0.0024014i,0.010923-0.0017681i,0.006775-0.0034977i,0.0046387-0.005856i,0.0027783-0.0055267i,0.00090877-0.0033966i,-0.0015075-0.00035353i,-0.0030676+0.0030353i,-0.0024502+0.0045075i,-0.0018463+0.0035472i,-0.002469+0.0015714i,-0.003011-0.0010402i,-0.0033869-0.0044107i,-0.0038793-0.007632i,-0.0036743-0.0084656i,-0.0027993-0.0065278i
-0.00046827+0.0015643i,-0.0022891+0.00072621i,-0.0053121-0.0060169i,-0.0033229-0.015519i,0.00041991-0.011907i,-0.0049748+0.001067i,-0.0093108+0.0040521i,-0.0050923+0.001734i,-0.0025669+0.0012893i,-0.0029243+0.0031309i,-0.0025424+0.0049827i,-0.0020815+0.004387i,-0.0013762+0.0024394i,0.00092728-0.0004621i,0.0039957-0.0035664i,0.0040071-0.0053835i,0.0025237-0.0049163i,0.0021371-0.0020194i,0.0011275+0.00067865i,0.00017872+0.0044607i,-0.00062426+0.0092029i,-0.0018332+0.0098707i,-0.0018653+0.0061693i
-0.0001844-0.00013307i,0.0015936+0.0014567i,9.2034e-05+0.0062537i,-0.0060706+0.010181i,-0.0086033+0.0037663i,-0.00070541-0.0047877i,0.0020358-0.0026871i,-0.0035209+0.0012855i,-0.0037011-5.1737e-05i,0.00027885-0.0036131i,0.0015116-0.005292i,0.0028899-0.0051467i,0.0039533-0.0049702i,0.0010795-0.0041586i,-0.0029483-0.0017659i,-0.0036826+0.0011155i,-0.0028899+0.0022145i,-0.0023027+0.00054368i,-0.00078718-0.0016528i,0.00128-0.0042874i,0.0035062-0.0067875i,0.0055711-0.0059315i,0.0048786-0.0026245i
0.0011269+0.0025725i,0.00013244+0.0011565i,0.001682-0.0024646i,0.0082865-0.0052246i,0.011391-0.0034552i,0.0025168-0.0050529i,0.00041677-0.0098338i,0.0061237-0.0079736i,0.0068711-0.0037737i,0.004427-0.0015299i,0.0011569-0.00018744i,-0.002711+0.00087073i,-0.0058398+0.0019108i,-0.0032634+0.0020971i,0.0024527+0.0012936i,0.004624-0.00043173i,0.0042928-0.0008942i,0.0033135+0.00027376i,0.0012971+0.00083177i,-0.0021011+0.0016327i,-0.0057121+0.0029174i,-0.0073247+0.0017898i,-0.0063193+0.0004944i
0.00051455+0.00066476i,0.0011009+0.0015582i,-0.00079404+0.003139i,-0.0071131+0.0014818i,-0.010105-0.00256i,-0.0079726+0.0028073i,-0.0087538+0.01184i,-0.0095707+0.011541i,-0.0066231+0.0049635i,-0.0034997+0.00024369i,-0.00016957-0.00037625i,0.0038724-0.00073143i,0.0059339-0.0021183i,0.0036782-0.0033684i,-0.00083331-0.0044201i,-0.0033407-0.003759i,-0.0025884-0.0021882i,-0.00065839-0.0016189i,0.0011571-0.001974i,0.0038844-0.0013661i,0.0066264+0.00055184i,0.0067505+0.0026092i,0.0048269+0.0033261i
-0.0028254-0.00019469i,-0.0017218+0.001267i,0.00055175+0.00093009i,0.004924+0.00097676i,0.005741+0.00028168i,0.0049873-0.0065764i,0.0069631-0.012851i,0.0066543-0.010001i,0.0049571-0.0048259i,0.0030784-0.0031192i,-0.0003708-0.0035219i,-0.0034641-0.003938i,-0.0044321-0.0030588i,-0.0030739-0.0010789i,-6.092e-05+0.00071027i,0.0024675+0.00088333i,0.0027193+0.0013483i,0.001116+0.001523i,-0.00019586+0.00077517i,-0.002755-0.0002071i,-0.0058309-0.002147i,-0.0055046-0.0037829i,-0.0031442-0.0032164i
-0.00059761+0.0051484i,-0.00021072+0.0043058i,4.5189e-05+0.0029277i,-0.0025075-0.0023959i,-0.0037886-0.0051563i,-0.0035647+0.00045575i,-0.0046104+0.0042191i,-0.0035238+0.0035394i,-0.0016082+0.0033573i,-8.7213e-05+0.0039655i,0.0017207+0.003764i,0.0032848+0.002642i,0.0034627+0.0023317i,0.0019724+0.00095169i,-0.00083275-0.0014766i,-0.0024763-0.0019157i,-0.0021706-0.0012858i,-0.0010038-0.0014989i,0.00022226-0.0015801i,0.0017239+0.00069649i,0.0028464+0.0039362i,0.0018798+0.005135i,-0.00044864+0.0037044i
0.0025781+0.00042929i,0.0029248-0.00051322i,0.0026434-0.00022615i,0.0020904+0.0032111i,3.7783e-06+0.0043512i,7.4223e-05-0.0011921i,0.00021075-0.0023319i,-0.00051343+6.2375e-05i,0.00057206-0.0015637i,0.0012995-0.0035284i,0.00044443-0.0039746i,-0.0010843-0.0048871i,-0.0024888-0.0061654i,-0.002974-0.0047368i,-0.0016973-0.001113i,0.00060263+0.00079765i,0.0018246+0.0011988i,0.0014154+0.00088051i,1.1904e-05+0.00019169i,-0.00084215-0.0018832i,-0.00084163-0.0040315i,0.0005089-0.0037367i,0.0019985-0.0015858i
-0.0016332+0.0016062i,-0.0018505+0.0015692i,-0.0017657+2.1543e-05i,-0.00093507-0.0031387i,0.0014171-0.0039533i,0.00012628-0.0030157i,-0.00076899-0.0037271i,0.0014495-0.0029195i,0.0017501-0.0012987i,0.0011912+6.7501e-05i,0.0011439+0.0025865i,0.0015453+0.0048749i,0.0018326+0.0051344i,0.0019843+0.0034706i,0.00098818+0.00020803i,-0.00050394-0.0025809i,-0.0011246-0.0029461i,-0.00081133-0.0018529i,-0.00038173-0.00097811i,-0.00044593+0.00085874i,-0.0018728+0.0027146i,-0.0032843+0.0029609i,-0.0037822+0.0019014i
-0.00035028-0.0024423i,-0.0019288-0.0016831i,-0.004409-1.5662e-05i,-0.0055953+0.0017785i,-0.004662+0.0013495i,-0.0018079+0.0013902i,-0.0011758+0.005119i,-0.0019036+0.0052787i,-0.0013985+0.0020328i,-0.00069283-0.00033142i,0.00092041-0.0033484i,0.0023044-0.0061103i,0.0020643-0.0076815i,0.0015038-0.0067658i,0.0009917-0.0038453i,0.00085362-0.00059994i,0.00091602+0.0012147i,0.00060201+0.0014756i,0.00069637+0.0013602i,0.0016001+0.00049026i,0.0029857-0.00047295i,0.0039262+0.00011244i,0.0040221+0.0014326i
-0.0004535+0.0021029i,-0.0016563+0.002744i,-0.00088257+0.0014209i,0.0013765-0.0013919i,0.0016716-0.0036292i,-0.00065649-0.0051261i,-0.00034556-0.0068165i,0.0016582-0.0057725i,0.0026856-0.0030758i,0.0026184-0.0018278i,0.0010205-0.0004943i,-0.001302+0.0019149i,-0.002487+0.0042477i,-0.001296+0.0042385i,-0.00057195+0.0015376i,-0.00081819-0.0007327i,-0.0008913-0.00091418i,-0.00065496+6.6037e-05i,-0.00058573+0.00023742i,-0.0018425+0.00057479i,-0.0030318+0.00082626i,-0.0033827-0.00048627i,-0.0024104-0.0014776i
0.001263-0.0021014i,-0.00065481-0.0039482i,-0.0012453-0.0039317i,-0.0025581-0.0041509i,-0.0046641-0.0035416i,-0.002548+0.0013994i,-0.00022901+0.0054436i,-0.00044085+0.0049432i,-0.00089388+0.0027665i,-0.00085+0.0012044i,-0.00024834-1.8246e-05i,0.0011711-0.002024i,0.003534-0.0039187i,0.0034023-0.0038619i,0.00096846-0.001876i,-0.00033848+0.00067433i,-2.4663e-05+0.0014211i,0.0009919+0.00045601i,0.0018036-0.00019045i,0.002473-0.00053351i,0.0026118-0.00028126i,0.001674+0.00070123i,-0.00024895+0.0016926i
-0.001126+0.00028994i,-0.0012142+0.00084309i,-0.00097588+0.00077772i,-0.00080209+0.00070463i,-0.0014593+0.00018295i,-0.0020972-0.0044631i,-0.0027891-0.0078794i,-0.0027016-0.0065908i,-0.001691-0.0050742i,-0.0011639-0.0045677i,-0.0014118-0.0027507i,-0.0024361-3.4717e-05i,-0.0046658+0.0014206i,-0.00481+0.0017032i,-0.0020891+0.0011496i,-0.0002566-0.00017099i,-0.00038709-0.0010903i,-0.00094294-0.0018334i,-0.0015189-0.001259i,-0.0020481+0.00028713i,-0.0018606+0.00042668i,-0.00072872-0.00024446i,5.3801e-05-0.0003106i
-0.00020966+0.0013641i,0.0012722+0.0021913i,0.0017578+0.0023887i,0.0012563+8.4649e-05i,0.002859-0.00043021i,0.0034852+0.0004655i,0.0024439+2.7795e-05i,0.0026084+0.00084344i,0.0027388+0.0020527i,0.0025737+0.0022597i,0.002384+0.0019582i,0.0027343-0.00015741i,0.0039078-0.002075i,0.0038963-0.0027257i,0.0020817-0.0024594i,0.00035429-0.00085403i,0.00073289-0.00029831i,0.0014484-0.0002941i,0.00047315+7.4194e-06i,0.0011455-0.00034461i,0.0020662-0.0005381i,0.00033151-0.00053168i,-0.0013986-0.00047159i
-0.001915+0.00016632i,-0.0026158+0.0015839i,-0.0027594+0.0018576i,-0.0023953+0.001864i,-0.0024537+0.0010938i,-0.0037107+0.00030346i,-0.0046431+0.0023857i,-0.004267+0.0034181i,-0.0034261+0.0012355i,-0.0031577-0.00075052i,-0.0026793-0.001072i,-0.0030019-0.0010682i,-0.0035651-0.00041727i,-0.003233+0.000318i,-0.0022889+0.00011463i,-0.0019081-0.00071879i,-0.0018306-0.0015226i,-0.0008814-0.0019763i,-9.7612e-06-0.0026819i,0.00038402-0.0028433i,0.0010525-0.00092845i,0.001824+0.001525i,0.0021378+0.0021878i
0.0034551-0.0009746i,0.0045859-0.0028374i,0.0049673-0.0047395i,0.0032819-0.0076382i,0.001523-0.0088998i,-0.00056662-0.0070825i,-0.00082182-0.0070608i,0.0018603-0.0070318i,0.0029393-0.0042711i,0.0020471-0.0018479i,0.0015474-0.0013567i,0.0016044-0.00087014i,0.0023165+8.8773e-05i,0.0029917+0.00034864i,0.0024812-0.00031624i,0.0012602-5.8258e-06i,0.00075089+0.0013643i,0.00039172+0.0014793i,-0.00077562+0.0015684i,-0.00086389+0.0020643i,-0.00061309+0.0012092i,-0.001075-0.00039794i,-0.0014074-0.00078837i
-0.0013101+0.0027851i,-0.0028391+0.0038148i,-0.0035096+0.0029719i,-0.004322+0.0014162i,-0.0050147-0.00010038i,-0.0016337+0.0014022i,0.002044+0.0054052i,0.0027051+0.0065796i,0.0027612+0.0046011i,0.0029953+0.0019502i,0.0021602-0.00032633i,0.00048623-0.0018713i,-0.00071311-0.0034953i,-0.0017586-0.0042464i,-0.0022164-0.0035631i,-0.0018485-0.0031223i,-0.00077331-0.0030663i,0.00016567-0.0027825i,0.00077184-0.0033294i,0.001197-0.0034697i,0.0012191-0.00192i,0.00062334+0.00035705i,-0.00024829+0.00055839i
0.00035231-0.0025555i,0.0015464-0.0023537i,0.0020667-0.0011719i,0.0021939-0.00077833i,0.00010048-0.0012069i,-0.0046897-0.0033756i,-0.0073778-0.0050654i,-0.0061907-0.0038456i,-0.0038877-0.0017566i,-0.0024179-0.0010746i,-0.0020998-0.0014124i,-0.00077355-0.00092653i,0.0012418+0.0012916i,0.0017073+0.002392i,0.00092418+0.0015169i,0.0004263+0.0018428i,0.00045329+0.0030602i,1.1947e-05+0.0022236i,-0.00037027+0.0014798i,-0.00043145+0.0022295i,0.00056673+0.001416i,0.0012749-0.00024402i,0.00076579-0.00026156i
