-0.001106-0.0010055i,2.4042e-05-0.00052126i,-0.00069181+0.00025777i,-0.00086908+0.0016394i,-8.6928e-05+0.0031418i,0.0008938+0.002523i,0.0019878+0.0019386i,0.002339+0.001983i,0.0016456+0.0010576i,0.000814+0.00043185i,0.0010681-0.0007546i,0.0014467-0.0021404i,0.001114-0.0015705i,0.0010838-0.00029726i,0.0010536-0.0002216i,0.00074164-0.00030486i,0.0001576-0.00015913i,-8.5569e-05-0.00073036i,0.00018207-0.0011924i,-0.00015361-0.00083354i,-0.00036844-0.00045154i,-0.00021201-0.00031621i,0.00012223-0.00027818i
0.0032373+0.0017467i,0.00303+0.0027812i,-0.00052239+0.0031913i,-0.0082325+0.0017032i,-0.019727-0.0039217i,-0.022539-0.0032392i,-0.014101+0.0063338i,-0.0054517+0.017241i,-0.001215+0.023884i,-0.0013827+0.019731i,0.00029722+0.010994i,0.005459+0.0049201i,0.0094687-0.00017579i,0.0086823-0.0043858i,0.0045464-0.0055878i,0.0028568-0.0037751i,0.0050552-0.0003231i,0.0069006+0.0024089i,0.0053326+0.0025423i,0.0028646+0.00067297i,0.0019798-0.00065821i,0.0017685-0.0014262i,0.0021636-0.0014715i
0.0014305+0.0030707i,0.0013493+0.0033298i,-0.00042637-0.0004178i,-0.0035328-0.00038606i,-0.0023368+0.0084488i,-0.0042706+0.014674i,-0.0078037+0.014117i,-0.0023914+0.010361i,0.0076818+0.0036506i,0.013175-0.00206i,0.0066537-0.0012856i,-0.0010265+0.0064373i,-0.0024996+0.01553i,-0.00062166+0.017574i,0.0004335+0.011527i,-0.0012996+0.0061062i,-0.0031731+0.0057653i,-0.0038205+0.0057681i,-0.0030263+0.0039307i,-0.00058462+0.00087505i,0.0023998-0.00083235i,0.0032499+0.00077284i,0.0015899+0.0017416i
-0.00042803-0.00037934i,-0.00033112-0.002047i,0.0030336-0.0032568i,0.0092425-0.0038536i,0.01147-0.0020253i,0.012844+0.0033946i,0.010725+0.0014314i,-0.00083533-0.01142i,-0.010736-0.020191i,-0.011644-0.017466i,-0.0064745-0.012531i,-0.005875-0.010789i,-0.0091828-0.007823i,-0.0077232-0.002897i,-0.0017947+0.00066449i,0.00067704+0.00057958i,-0.0031271-0.0024019i,-0.0065952-0.0055981i,-0.0053542-0.0059193i,-0.0028011-0.0036163i,-0.0021144-0.00049532i,-0.0021596+0.0018121i,-0.0017807+0.0020898i
0.003816-0.00050781i,0.0047823-0.0003075i,0.0012138+0.00036489i,-0.0060379+0.0022473i,-0.0083244+0.0014238i,-0.0060319-0.0041581i,-0.000272-0.0062739i,0.0037677-0.0012959i,-0.00051552+0.0062362i,-0.0055015+0.010635i,-0.0026129+0.009024i,0.0041841-0.00012966i,0.0050479-0.011552i,2.4909e-05-0.015186i,-0.0019994-0.012197i,0.001395-0.0092747i,0.0056907-0.0079058i,0.0066305-0.0066358i,0.0033693-0.0036809i,-0.00056843-0.00024759i,-0.0021658+0.00044394i,-0.0025126-0.00062058i,-0.0015925-0.00075317i
-0.00032676+0.0025094i,-0.00044169+0.0060892i,-0.0019472+0.0079178i,-0.0048319+0.0084304i,-0.010579+0.011368i,-0.0089213+0.0091814i,-0.0011367+0.0042973i,0.0060607+0.0073041i,0.015587+0.011553i,0.018316+0.0096116i,0.012634+0.0068443i,0.0097656+0.010468i,0.011559+0.012791i,0.010409+0.0087016i,0.0039848+0.0039269i,2.5436e-05+0.0032723i,0.0022578+0.0054093i,0.005921+0.0075527i,0.0070957+0.0059459i,0.0058756+0.0013293i,0.003466-0.0010407i,0.0014713-0.0006222i,0.00095367+0.00018236i
0.0025676-0.0021446i,0.0016654-0.0044881i,-0.00030274-0.0065622i,-0.00097793-0.0069835i,0.0012874-0.0033911i,-0.004498+0.0087413i,-0.016746+0.018662i,-0.020445+0.01416i,-0.014684+0.00066047i,-0.007394-0.011521i,-0.0045993-0.012999i,-0.0065804-0.0060122i,-0.008101+0.0032885i,-0.0036686+0.0080856i,0.0022718+0.0070501i,0.0010105+0.004888i,-0.0046488+0.0041483i,-0.0077579+0.0039272i,-0.0061509+0.0023569i,-0.0013542+0.00024983i,0.0012913-0.00056967i,0.001216+0.00046351i,0.0011106+0.0024524i
-0.0030809+0.00054658i,-0.00046726+0.0004899i,-0.0026416-0.0017808i,-0.0093681-0.0044388i,-0.015409-0.0003152i,-0.013486+0.0038792i,-0.0089381+0.0017422i,-0.010691-0.00072345i,-0.014468+0.0010518i,-0.013211+0.0056624i,-0.0079194+0.0017438i,-0.0065294-0.0080607i,-0.0096093-0.011807i,-0.0088377-0.010855i,-0.0036067-0.0094768i,-0.00024919-0.0097144i,-0.00083201-0.011711i,-0.0032716-0.011291i,-0.0058292-0.0062734i,-0.0059608-0.00068311i,-0.003612+0.0014189i,-0.0024162+0.00066057i,-0.0020267-0.00063287i
0.0051576-0.0014615i,0.0048422-0.0011864i,0.0040568+0.0013894i,0.0025432+0.0067067i,0.00033127+0.008195i,0.0047605+0.0040983i,0.019685-0.0039577i,0.032598-0.010796i,0.029506-0.0102i,0.017503-0.0015522i,0.01087+0.0068756i,0.011847+0.0075568i,0.013566+0.0030469i,0.0088533+0.00053087i,0.0010818+0.0008664i,-0.00019026+0.00042851i,0.0040258-0.00045945i,0.0081552-0.00068464i,0.0083784-0.0021906i,0.0051258-0.0030563i,0.001394-0.0020782i,-0.0012643-0.0019469i,-0.0021617-0.0028551i
-0.0011304+0.0035394i,0.0015339+0.0028978i,0.004692+0.00082475i,0.0099697-7.2235e-05i,0.018307+0.00021896i,0.022115-0.0039418i,0.014613-0.0062741i,0.0037376-0.00018047i,0.0014387+0.00035167i,0.0023611-0.0059087i,0.0026712-0.0053892i,0.00482+0.0017941i,0.00708+0.0056498i,0.0060889+0.004223i,0.0041528+0.0040931i,0.0035698+0.0075705i,0.0033563+0.010522i,0.0021621+0.0097661i,0.0017279+0.0043763i,0.0027875-0.0020272i,0.0027702-0.0034178i,0.0030551+0.00037076i,0.0032533+0.00355i
0.0017559-0.0020874i,0.0024701-0.002177i,-0.00038105-0.0022952i,-0.0080044-0.0026709i,-0.01878+0.0006752i,-0.029946+0.014572i,-0.038968+0.029574i,-0.039464+0.031306i,-0.028291+0.02638i,-0.013112+0.016364i,-0.0059085+0.0025817i,-0.0093067-0.0054047i,-0.014507-0.0040848i,-0.011531-0.0015109i,-0.0041968-0.0036401i,-0.0018624-0.0071642i,-0.0044241-0.0079805i,-0.0065406-0.0053459i,-0.0057066-0.00019713i,-0.0027994+0.0030664i,-8.5277e-05+0.0030547i,0.00082199+0.0030313i,0.00088136+0.0018329i
-0.00031388+0.0029242i,-0.0013625+0.0045298i,-0.0085936+0.0089902i,-0.021632+0.015785i,-0.032964+0.02314i,-0.033624+0.021296i,-0.022542+0.008849i,-0.0087859-0.0012708i,0.002561-0.0052263i,0.0081942-0.0028814i,0.0060552-0.00066809i,0.0032462-0.0018264i,0.003494-0.0038034i,0.0041145-0.0049079i,0.0029869-0.0052691i,0.00061425-0.0069644i,0.00057557-0.010128i,0.0019853-0.0095264i,0.0015678-0.0046961i,-1.1993e-05+0.00068718i,-0.0016252+0.0034216i,-0.0025588+0.0023324i,-0.0036385-0.00015115i
0.0030699+0.0015269i,0.0019982-0.0028996i,0.0052939-0.010751i,0.01413-0.017846i,0.024135-0.020145i,0.032652-0.020199i,0.042339-0.022924i,0.041243-0.028823i,0.021889-0.028738i,0.0012328-0.018237i,-0.0027282-0.0034768i,0.0043524+0.0056794i,0.0093082+0.0053154i,0.0079237+0.0033039i,0.0039178+0.0065829i,0.0039+0.011243i,0.0074955+0.013625i,0.0078411+0.010928i,0.0037045+0.0031817i,7.7048e-05-0.0034904i,-0.0016935-0.0053286i,-0.001539-0.0029101i,-0.00014588+0.00029732i
0.001335-0.003396i,0.0041113-0.0049948i,0.0098899-0.0073702i,0.014493-0.013232i,0.018135-0.015486i,0.02332-0.0085516i,0.018+0.003732i,0.0060505+0.018558i,-4.8206e-05+0.024568i,-0.00027864+0.018859i,0.00093872+0.0086262i,0.00047136+0.003052i,-0.0032686+0.0042805i,-0.0057019+0.0064096i,-0.0034257+0.0046744i,-0.001564+0.0023293i,-0.003845+0.0023473i,-0.0063895+0.0026956i,-0.0045405+0.0018547i,-0.00093669-0.00089862i,0.00044037-0.0025455i,0.00080549-0.0016234i,0.0020001-0.00061578i
0.0033148+0.0018994i,0.0024307+0.006498i,-0.0049526+0.016158i,-0.019241+0.029809i,-0.036524+0.040282i,-0.052946+0.045588i,-0.059343+0.043462i,-0.048578+0.03166i,-0.020343+0.019401i,0.0053194+0.007513i,0.0098333-0.0038118i,0.001387-0.0094724i,-0.002358-0.0099898i,0.00027821-0.0092297i,-0.00013428-0.0099741i,-0.0049712-0.013789i,-0.0077119-0.01692i,-0.0057988-0.0142i,-0.0012842-0.0066943i,0.0022462+0.00055324i,0.0033481+0.0030197i,0.0026824+0.0020202i,0.0010155+0.00027924i
-0.00086861+0.00052379i,-0.0042853-0.00040638i,-0.0064131-0.00094694i,-0.0076329+0.0046269i,-0.01106+0.014145i,-0.016832+0.0046887i,-0.020002-0.016962i,-0.014012-0.025053i,-0.0091379-0.024754i,-0.010418-0.018181i,-0.0091636-0.0065553i,-0.0026977+0.00014678i,0.0018794-0.0012358i,0.0030598-0.0037912i,0.0035559-0.0015553i,0.0056491+0.0023554i,0.010042+0.0037618i,0.012328+0.0021338i,0.007542+0.000275i,0.0017-3.2289e-05i,-0.0002615+0.00096339i,-0.00048133+0.0021615i,-0.0014376+0.0021054i
0.0028292-0.0042766i,0.0045145-0.010467i,0.0036465-0.021289i,0.0040287-0.036464i,0.015036-0.049942i,0.040475-0.041506i,0.063029-0.022358i,0.05665-0.013663i,0.028869-0.0033504i,0.0065465+0.0094502i,0.00040776+0.014307i,0.0024931+0.013069i,0.0038867+0.013315i,0.0019872+0.015423i,0.0011076+0.015116i,0.0029097+0.013345i,0.0038959+0.01384i,0.0022881+0.012177i,-0.00015157+0.0046833i,-0.002037-0.0021361i,-0.0035225-0.0033854i,-0.0038268-0.00075913i,-0.0021048+0.00015831i
0.00059218+0.0018661i,0.0049159+0.0072957i,0.0043084+0.0078464i,-0.0061303+0.0078379i,-0.012848+0.020508i,-0.0069767+0.03585i,0.00032802+0.044087i,0.0053279+0.041372i,0.0092897+0.02502i,0.014733+0.0066318i,0.015491-0.0058319i,0.0093384-0.0096727i,0.0040275-0.0078808i,0.0019668-0.0067326i,-5.6169e-05-0.0076601i,-0.0058222-0.0092784i,-0.013839-0.0084182i,-0.016208-0.0060227i,-0.0098791-0.0036497i,-0.0024421-0.001284i,-0.00021827-0.0011368i,-0.00036109-0.0018807i,0.00030453-0.002399i
-0.0032414+0.0039589i,-0.0069437+0.0068517i,-0.0063343+0.015288i,0.0024462+0.030319i,-0.0058363+0.043756i,-0.039786+0.045891i,-0.069571+0.030425i,-0.07324+0.012126i,-0.050133+0.001448i,-0.025033-0.0053612i,-0.013176-0.0065675i,-0.0095703-0.0062073i,-0.008016-0.0096147i,-0.0042795-0.013284i,-0.00085062-0.013398i,0.00049053-0.012634i,0.0027726-0.013483i,0.0044374-0.01231i,0.003882-0.0068156i,0.0038016-0.0013053i,0.0041705+0.00032509i,0.0024881+0.00096415i,0.0017569+0.0020227i
0.0005277-0.0019128i,0.0035125-0.0091314i,0.0067486-0.018409i,0.011319-0.028567i,0.022092-0.044868i,0.017943-0.068934i,0.0019387-0.075501i,0.0014818-0.052704i,0.0043724-0.020736i,0.00091456+0.0032571i,0.00078428+0.012381i,0.0037833+0.01173i,0.0040674+0.011039i,0.0028921+0.012114i,0.0034213+0.012079i,0.0077759+0.011035i,0.013788+0.0087569i,0.014705+0.0053804i,0.0099275+0.0023975i,0.0046556+5.6973e-05i,0.0020971-0.0001989i,0.0013041+0.0018118i,-0.00035232+0.0036044i
0.0065412+0.0019945i,0.010892+0.0073045i,0.0066215+0.009637i,-0.01521+0.0032942i,-0.03143-0.0019731i,0.0084011+0.0068558i,0.06823+0.014547i,0.076288+0.0091405i,0.052168+0.00077082i,0.031319-0.0058848i,0.018623-0.0088401i,0.010854-0.0076483i,0.0065147-0.00411i,0.004167-0.00015537i,0.00091778+0.0027373i,-0.0043663+0.0045764i,-0.0091017+0.00707i,-0.0097569+0.0064936i,-0.0080764+0.0019787i,-0.0068756+1.3167e-05i,-0.0047872+0.00088138i,-0.0032399-0.00024251i,-0.0035347-0.0031534i
-0.0042485+0.0057484i,-0.0098541+0.011073i,-0.018171+0.021997i,-0.020974+0.045207i,-0.012993+0.080806i,-0.017811+0.11068i,-0.026684+0.11047i,-0.021772+0.07804i,-0.019785+0.035577i,-0.019224+0.0069556i,-0.014279-0.0038009i,-0.0097066-0.0055445i,-0.0079343-0.0059237i,-0.0073053-0.0086746i,-0.0062109-0.012857i,-0.0077727-0.013884i,-0.010629-0.012355i,-0.010717-0.0086673i,-0.006485-0.0036233i,-0.0014475-0.00087199i,-0.00018712-0.00059338i,-0.00044591-0.0010359i,0.00044466-0.0010883i
-0.0028798-0.008617i,-0.0068993-0.020961i,-0.00099834-0.040569i,0.017058-0.057614i,0.019488-0.059217i,-0.011908-0.055444i,-0.059208-0.048302i,-0.075763-0.025525i,-0.048268-0.001084i,-0.017026+0.01211i,-0.0018684+0.017703i,0.0035155+0.017579i,0.0058393+0.012921i,0.0076163+0.0064956i,0.008364+0.0012451i,0.010596-0.0023878i,0.012937-0.0045649i,0.012743-0.0060498i,0.011685-0.006706i,0.010059-0.0058661i,0.0060872-0.0031249i,0.0032553+0.0014562i,0.004192+0.0053702i
0.0099565+0.0018473i,0.024247+0.00051169i,0.030869-0.0034171i,0.015495-0.022085i,-0.0084112-0.070336i,-0.0113-0.11227i,0.0063493-0.11076i,0.020573-0.082147i,0.022219-0.045979i,0.02104-0.022722i,0.016679-0.016279i,0.0091939-0.012478i,0.0045776-0.007735i,0.0027581-0.0012466i,0.0032574+0.0057837i,0.0049697+0.0089914i,0.0049928+0.0091712i,0.0030952+0.007871i,0.0010028+0.0042122i,-0.0005066+0.0010165i,-0.001696+0.00083362i,-0.0026746+0.0017364i,-0.004787+0.0015468i
-0.0013515+0.0087403i,-0.00052317+0.025617i,-0.0051603+0.05259i,-0.015104+0.088736i,-0.013782+0.13203i,0.021283+0.14756i,0.068531+0.11433i,0.071642+0.065151i,0.03439+0.025952i,-6.5368e-05+0.0044074i,-0.013037-0.0047662i,-0.013712-0.0083369i,-0.012872-0.0054328i,-0.012064-0.00095496i,-0.010851-3.1578e-05i,-0.010794-0.00070194i,-0.011389+0.00032036i,-0.011448+0.0029162i,-0.012055+0.0063612i,-0.0098029+0.0090673i,-0.0048971+0.0062772i,-0.0024538-0.00068248i,-0.0033428-0.0049527i
-0.011477-0.0031698i,-0.025539-0.0097354i,-0.031973-0.014212i,-0.0067784-0.006494i,0.031813+0.02475i,0.022549+0.072379i,-0.020695+0.0988i,-0.031667+0.080808i,-0.016051+0.046594i,-0.0026575+0.027679i,0.0051681+0.022032i,0.0087804+0.016183i,0.010197+0.009098i,0.011428-0.00019978i,0.0061877-0.0084257i,-0.00078522-0.0089006i,-0.0019178-0.0079801i,-0.00036523-0.0085462i,0.0010007-0.0093697i,0.0021682-0.008456i,0.0023704-0.0041878i,0.0046534+0.00050586i,0.0087602+0.0033632i
0.007647-0.0076042i,0.01322-0.023589i,0.0043215-0.055756i,-0.027507-0.10332i,-0.065746-0.15492i,-0.085587-0.18043i,-0.092026-0.15193i,-0.07794-0.089133i,-0.037448-0.041464i,-0.0033585-0.024366i,0.0099742-0.015809i,0.012547-0.007758i,0.0099094-0.0058806i,0.0063842-0.0042872i,0.0071308-0.00031761i,0.0099793+0.0009506i,0.010253-0.0010281i,0.0079572-0.0045095i,0.007214-0.0091698i,0.00502-0.011142i,0.0012019-0.0073257i,0.00038697-0.00046007i,0.00012725+0.0041054i
0.0051595+0.010271i,0.023716+0.028382i,0.039204+0.051549i,0.024548+0.069749i,-0.010897+0.06689i,-0.0095172+0.025522i,0.028711-0.027499i,0.034076-0.043555i,0.007831-0.020078i,-0.0073641-0.00019574i,-0.012676-0.0019133i,-0.014685-0.0054993i,-0.013523-0.0018941i,-0.010962+0.0033835i,-0.0044237+0.005251i,0.00063719+0.0033811i,0.00016696+0.0035693i,0.0008235+0.0069451i,0.0021824+0.011353i,0.0020361+0.013201i,0.00045506+0.0093026i,-0.0039514+0.0030287i,-0.0076974-0.0013938i
-0.0091127+0.0070125i,-0.020616+0.0099134i,-0.011266+0.024346i,0.043062+0.05875i,0.11365+0.12025i,0.13745+0.17705i,0.11332+0.16983i,0.079127+0.10879i,0.045797+0.051268i,0.022101+0.024498i,0.011017+0.014559i,0.0039324+0.0074081i,0.0020412+0.0030029i,0.0017816-0.0023486i,-0.0044172-0.004594i,-0.0079071-0.0011319i,-0.004858+0.0007065i,-0.002678+0.0014934i,-0.0027444+0.0050276i,-0.0016545+0.0062862i,0.0011772+0.0027408i,0.0043974-0.0015791i,0.0064791-0.0041829i
-0.0036385-0.0085694i,-0.014074-0.02555i,-0.039387-0.055774i,-0.063342-0.099292i,-0.068588-0.13522i,-0.07405-0.11202i,-0.084999-0.035072i,-0.062057+0.0091464i,-0.022434-0.0030158i,-0.0052468-0.020829i,0.0010775-0.018047i,0.0064305-0.0092756i,0.0077995-0.0063989i,0.0062167-0.0072562i,0.0031327-0.0064072i,0.0014224-0.0034906i,0.0015483-0.0029091i,-0.0024027-0.0064613i,-0.008407-0.012634i,-0.010592-0.016433i,-0.0074276-0.012131i,-0.00039941-0.0031089i,0.0055232+0.0033532i
0.023741+0.004709i,0.037243+0.012278i,0.026348+0.018748i,-0.044994+0.023627i,-0.14568+0.0045834i,-0.17425-0.060657i,-0.12637-0.11034i,-0.082227-0.083951i,-0.048127-0.027831i,-0.022508+0.0013493i,-0.01379+0.0075963i,-0.008101+0.0078994i,-0.0057909+0.0066664i,-0.0050817+0.0089947i,0.0018706+0.0064298i,0.0037349-0.0020373i,-0.0013637-0.0038446i,-0.0011633-0.0025377i,0.0041881-0.0032084i,0.0059954-0.0012744i,0.0026428+0.0020088i,-0.0043755+0.0036997i,-0.012014+0.0039192i
-0.0087029+0.007107i,-0.0046696+0.013098i,0.030533+0.031066i,0.1053+0.0749i,0.18006+0.13584i,0.19479+0.15555i,0.15198+0.097998i,0.090532+0.034329i,0.039981+0.020569i,0.024203+0.021469i,0.020858+0.010294i,0.010707+0.00075177i,0.0043567-0.00096462i,0.0024643-0.0018783i,0.0016866-0.00035025i,0.0024675+0.0019283i,0.005102+0.0010758i,0.010011+0.0015801i,0.015026+0.0064222i,0.016383+0.0090323i,0.012994+0.0043879i,0.0065829-0.0028554i,0.0010289-0.0067653i
-0.0081836-0.011861i,-0.025308-0.026793i,-0.036771-0.061584i,-0.016747-0.11769i,0.034737-0.14759i,0.073261-0.084815i,0.069139+0.015984i,0.047458+0.040962i,0.022066+0.0028841i,-0.0029149-0.022666i,-0.0097156-0.022455i,-0.0066864-0.014298i,-0.0017498-0.0073299i,0.0011678-0.0043672i,-0.00070905-0.00069893i,0.0010531+0.0040106i,0.0051897+0.0046664i,0.0032339+0.0039091i,-0.0055868+0.0027277i,-0.01146-0.00061233i,-0.0087694-0.0036391i,0.00059031-0.0042876i,0.0097125-0.0040971i
0.017812+0.0024365i,0.025343+0.011591i,-0.013551+0.02431i,-0.12743+0.025276i,-0.26582-0.0054067i,-0.31706-0.048925i,-0.24538-0.050236i,-0.13187-0.021558i,-0.052239-0.0035216i,-0.020414+0.0053057i,-0.010424+0.013487i,-0.0029362+0.013562i,-0.00040834+0.008472i,0.0008567+0.0039725i,0.00065926-0.0026092i,-0.0058282-0.0054074i,-0.012644-0.00094977i,-0.015223+0.0025719i,-0.013899+0.0004824i,-0.011651-0.0017081i,-0.0095894+0.0018311i,-0.0059158+0.0086957i,-0.0030766+0.013004i
-4.0722e-05+0.010885i,0.012723+0.0217i,0.04905+0.05624i,0.10913+0.134i,0.15731+0.21474i,0.14887+0.18811i,0.085324+0.067418i,0.024475+0.0062355i,0.015548+0.015661i,0.032861+0.017155i,0.033332+0.0081881i,0.020706+0.0034945i,0.006685+0.0010613i,-0.0014249+0.00076583i,5.0377e-05-9.6002e-05i,0.001543-0.0029988i,-0.0014231-0.0068558i,-0.00053749-0.0098876i,0.0072493-0.009899i,0.013921-0.0080038i,0.01165-0.006291i,0.0022267-0.0036438i,-0.0062552-0.0011308i
-0.01978-0.010566i,-0.038249-0.033391i,-0.023601-0.081711i,0.057493-0.14618i,0.17774-0.18151i,0.24593-0.13016i,0.20975-0.041974i,0.11782-0.012i,0.034234-0.014158i,-0.0072148-0.013231i,-0.014915-0.016482i,-0.012618-0.014526i,-0.0025002-0.0068395i,0.0062293-0.0027805i,0.010212+0.00235i,0.015016+0.003058i,0.017018-0.0044902i,0.013923-0.0077491i,0.0088441-0.0025918i,0.0052567+0.0010035i,0.0028132-0.0024743i,0.0014261-0.0091371i,0.0037333-0.012667i
0.017414-0.001599i,0.019469+0.0025236i,-0.037124+0.00081712i,-0.19097-0.030688i,-0.36652-0.072281i,-0.40529-0.065601i,-0.27701-0.013606i,-0.12621+0.015552i,-0.054515+0.008231i,-0.034332+0.010833i,-0.018841+0.017884i,-0.0051342+0.010552i,0.00056999+0.00064161i,0.0017671-0.0055816i,-0.001734-0.0069346i,-0.0053021-0.0014728i,-0.0025537+0.0064104i,0.00019152+0.010583i,-0.0025231+0.010732i,-0.0063049+0.010338i,-0.0046563+0.010343i,0.0015535+0.010108i,0.0058347+0.0096187i
0.015256+0.016905i,0.038063+0.041438i,0.061036+0.093422i,0.073166+0.18763i,0.063715+0.27798i,0.020978+0.26076i,-0.025906+0.14418i,-0.030241+0.057773i,0.0062873+0.027308i,0.03451+0.0042415i,0.034203-0.0067347i,0.020672-0.0055772i,0.0011517-8.6541e-05i,-0.01166+0.0072932i,-0.013153+0.0065071i,-0.013149+0.0031769i,-0.013456+0.005663i,-0.011321+0.0040968i,-0.0072376-0.004189i,-0.0029973-0.0093342i,-0.00031178-0.0062916i,1.5345e-05+0.0015659i,-0.0024278+0.0055941i
-0.026029-0.010178i,-0.048086-0.03939i,-0.0067292-0.087998i,0.15169-0.14023i,0.3469-0.18113i,0.41372-0.19271i,0.29863-0.15351i,0.1383-0.088249i,0.049041-0.042084i,0.010047-0.026193i,-0.011641-0.01644i,-0.012831-0.0025688i,5.0768e-05+0.0038033i,0.0087756+0.0030076i,0.01265+0.0023041i,0.01402-0.0027731i,0.0088312-0.010753i,0.0026565-0.013213i,0.001831-0.0098628i,0.0016695-0.0068423i,-0.003181-0.0070999i,-0.008102-0.0093752i,-0.0083877-0.010757i
0.010143-0.0033301i,0.0061783-0.011619i,-0.043918-0.032419i,-0.17481-0.082685i,-0.32365-0.1307i,-0.34941-0.099771i,-0.221-0.023161i,-0.08644+0.0059646i,-0.044141+0.0049264i,-0.035027+0.019471i,-0.014593+0.025831i,0.00033039+0.014348i,0.0072413-0.0012071i,0.0078606-0.01321i,0.0018238-0.014017i,-0.00084157-0.0076007i,0.0042148-0.0027925i,0.0095319+0.0012931i,0.010177+0.0059043i,0.0076605+0.0088462i,0.0051923+0.0084318i,0.0045005+0.0049768i,0.0064044+0.0018234i
0.033047+0.015597i,0.062383+0.057756i,0.04935+0.1325i,-0.036979+0.24i,-0.12804+0.34822i,-0.14442+0.36564i,-0.099673+0.2582i,-0.047827+0.13393i,-0.0038012+0.06278i,0.023988+0.020866i,0.025847-0.005805i,0.010419-0.014148i,-0.0077635-0.0047655i,-0.014526+0.0074147i,-0.01074+0.0081726i,-0.0077913+0.0061169i,-0.0060967+0.0089039i,-0.004095+0.0093292i,-0.0029964+0.0048056i,-0.0011629+0.0004132i,0.0028496-0.0011408i,0.0050544+0.0010696i,0.002934+0.0047212i
-0.031246-0.0074282i,-0.054672-0.031976i,-0.011719-0.070313i,0.15893-0.10844i,0.35719-0.15532i,0.39314-0.20839i,0.2453-0.19214i,0.094509-0.10486i,0.03631-0.038723i,0.013691-0.02134i,-0.0040416-0.01187i,-0.0078736+0.00063559i,-0.0012353+0.0066498i,0.0091886+0.0069731i,0.01472+0.0034802i,0.011666-0.0015005i,0.0042581-0.0054334i,-0.0046587-0.0050982i,-0.0092592-0.0028923i,-0.0085103-0.0035221i,-0.0073575-0.00384i,-0.0070272-0.0022859i,-0.0073075-0.0026722i
-0.012809-0.014193i,-0.028832-0.044462i,-0.05233-0.10349i,-0.099734-0.18271i,-0.17665-0.22482i,-0.21146-0.17389i,-0.14801-0.084115i,-0.071678-0.039341i,-0.047917-0.024371i,-0.036574-0.00013532i,-0.015291+0.015453i,0.0068214+0.011177i,0.018055-0.0053483i,0.010704-0.016189i,0.00093694-0.0096885i,0.001212-0.00097371i,0.0047345-0.001511i,0.006763-0.0046863i,0.0057252-0.004684i,0.0033848-0.00055985i,0.0020977+0.0032817i,0.0025603+0.0025054i,0.0049294+0.00016958i
0.045843+0.026934i,0.099407+0.075758i,0.099177+0.15152i,-0.019157+0.23781i,-0.14637+0.32389i,-0.14266+0.36389i,-0.051664+0.28616i,0.0074427+0.1434i,0.013764+0.052427i,0.010204+0.015995i,0.0092552-0.0038887i,0.0020005-0.011055i,-0.0089422-0.003544i,-0.013199+0.0065726i,-0.010688+0.0067186i,-0.0078942+0.0046724i,-0.0034855+0.0067125i,0.0014557+0.0053735i,0.0027538-0.00080586i,0.0035853-0.0047291i,0.0048888-0.0047149i,0.0036667-0.0025189i,0.0016265+0.0010391i
-0.010729-0.0012273i,-0.034591-0.0030582i,-0.029941+0.0077922i,0.066573+0.017523i,0.20622-0.037537i,0.24146-0.15211i,0.13766-0.18044i,0.044771-0.091188i,0.035475-0.026657i,0.03188-0.018192i,0.010672-0.008871i,-0.0047862+0.0034849i,-0.0088591+0.010062i,-0.00068122+0.0077248i,0.0066396-0.0031044i,0.00264-0.0097942i,-0.004562-0.0074256i,-0.005715-0.0015371i,-0.0019573+0.0025761i,0.00064171+0.0015995i,-0.0018324-0.0010306i,-0.0059606-0.00028625i,-0.0092467+0.00044665i
-0.037915-0.020586i,-0.08527-0.07126i,-0.11442-0.15169i,-0.091439-0.2181i,-0.078993-0.22117i,-0.12438-0.15168i,-0.13579-0.061792i,-0.090944-0.013423i,-0.055499+0.0044237i,-0.026859+0.014669i,-0.00021908+0.010552i,0.011472+0.0010387i,0.014455-0.0094707i,0.006934-0.015861i,-0.0015829-0.0088201i,0.00026285-0.0025798i,0.0026033-0.0051182i,0.001879-0.0058279i,0.0029746-0.0022658i,0.0035229+0.0018681i,0.0035518+0.0042464i,0.0047901+0.0024815i,0.0067636-0.0026422i
0.047168+0.016909i,0.1156+0.047214i,0.1599+0.073904i,0.083873+0.098576i,-0.036883+0.18228i,-0.025389+0.27937i,0.058024+0.24134i,0.059241+0.11399i,0.01675+0.043709i,0.001222+0.020154i,-0.0038643+0.0016566i,-0.0024551-0.0042867i,0.0034982-0.0017101i,0.0038718+0.003505i,0.0036656+0.0074327i,0.0039143+0.0070019i,0.0054267+0.0055128i,0.0051325+0.0032656i,-0.00043014+0.0022777i,-0.0020247+0.0025873i,0.0014126+0.00039678i,0.0027765-0.0013255i,0.0034832+0.00062006i
0.01602+0.015676i,0.028212+0.042877i,0.025281+0.093511i,0.025398+0.12178i,0.050099+0.040286i,0.064323-0.10803i,0.036266-0.16045i,0.020375-0.10022i,0.028593-0.053371i,0.015663-0.034844i,0.0039687-0.0092226i,0.00085773+0.004603i,-0.0054755+0.0084217i,0.00019337+0.0077195i,0.0069076-0.00090995i,0.0030236-0.0052854i,-0.0015321-0.0030424i,-0.0029129+7.7201e-05i,-0.002412+1.3559e-05i,-0.0035714-0.0027688i,-0.0068892-0.0024813i,-0.0096675+0.002683i,-0.010597+0.0070091i
