0.0024131-9.0355e-05i,0.0017754-0.00094902i,0.0011008-0.0025453i,-1.8056e-05-0.0031287i,-0.0014745-0.0024759i,-0.0025221-0.00070934i,-0.0012725+0.00071275i,0.00021216+0.0011023i,0.0015688+0.00045475i,0.0013236-0.00089583i,0.00028014-0.0015786i,-0.00013416-0.00033805i,-0.00035561+0.00030331i,0.00040687-0.0003685i,0.001303-0.00040136i,0.0015711+0.00035505i,0.00069079+0.00071137i,9.1301e-05+0.00043312i,0.00044412-0.00032012i,-3.5145e-05-0.0010025i,-0.0003517-0.00068734i,-0.00048964+5.3576e-05i,7.8082e-05+0.00034561i
0.12176+0.098828i,0.28489+0.17016i,0.41483+0.13215i,0.38108-0.011032i,0.23609-0.062582i,0.11802+0.017929i,0.039615+0.087045i,-0.015054+0.10984i,-0.02577+0.091614i,-0.024627+0.035502i,-0.038583-0.0018978i,-0.04706-0.0063794i,-0.042705-0.0036313i,-0.028659+0.0012434i,-0.01173+0.0045675i,-0.0036338+0.0024668i,0.00071185-0.0023834i,0.0058571-0.0046432i,0.0066852-0.0021556i,0.001617+0.00049055i,-0.0022208+0.00070667i,-0.0023246-0.0015818i,-0.0036004-0.0084649i
-0.10582-0.10551i,-0.26039-0.20329i,-0.40256-0.20551i,-0.39494-0.088319i,-0.25412-0.030978i,-0.1136-0.079954i,-0.014555-0.099673i,0.05729-0.082962i,0.071464-0.061716i,0.047888-0.018092i,0.041905+0.018394i,0.047656+0.02454i,0.044796+0.017407i,0.030369+0.0077045i,0.013434+0.0013684i,0.005308+0.0010242i,0.0014251+0.00081181i,-0.0036647-8.0975e-05i,-0.0045369-0.00055711i,-0.00066524+0.00068362i,0.0012573+0.002507i,2.5841e-05+0.0056034i,-0.00038928+0.013777i
0.098279+0.11837i,0.24618+0.2375i,0.38782+0.27161i,0.38602+0.17329i,0.23586+0.099187i,0.075758+0.10348i,-0.025534+0.078765i,-0.093145+0.036076i,-0.10316+0.01943i,-0.06474-0.0028095i,-0.043495-0.029308i,-0.04522-0.036964i,-0.042487-0.030377i,-0.029028-0.016638i,-0.013653-0.0043403i,-0.0067488-0.00028681i,-0.0038713+0.00071666i,0.0012946+0.002075i,0.0025324+0.0025735i,-0.00049808+0.00046152i,-0.002655-0.0021569i,-0.0014718-0.0053382i,0.0020733-0.012308i
-0.083924-0.12523i,-0.20986-0.266i,-0.34114-0.3348i,-0.34897-0.25548i,-0.20489-0.16018i,-0.045215-0.11985i,0.040586-0.056659i,0.093322+0.0087489i,0.10063+0.022403i,0.055521+0.024152i,0.025608+0.03966i,0.027038+0.046831i,0.028+0.038369i,0.019768+0.021184i,0.0095476+0.0060628i,0.0038381+0.00033775i,0.0033432-9.0909e-05i,0.0021435-0.0011076i,0.0010474-0.0022581i,0.0007066+0.00042428i,-0.00132+0.0040934i,-0.0038895+0.0063072i,-0.0072528+0.011701i
0.070604+0.12991i,0.17826+0.28744i,0.29168+0.38392i,0.2944+0.31303i,0.15208+0.18423i,0.003581+0.10088i,-0.054087+0.020886i,-0.079875-0.04614i,-0.082975-0.053311i,-0.043756-0.036712i,-0.013396-0.039411i,-0.012815-0.047496i,-0.017508-0.044027i,-0.015669-0.025814i,-0.0085148-0.0055214i,-0.0015006+0.001236i,0.00094011-0.00034619i,0.00095324-4.9367e-06i,0.001069+0.0010001i,0.0016995-0.00083707i,0.0021344-0.0029283i,0.0031099-0.0038066i,0.0066303-0.0078348i
-0.048134-0.13065i,-0.1226-0.30172i,-0.2059-0.42284i,-0.21054-0.36237i,-0.094652-0.20549i,0.020592-0.090342i,0.043248-0.0039205i,0.044089+0.064429i,0.046916+0.072483i,0.022018+0.046783i,-0.002245+0.040519i,-0.0039515+0.047703i,0.0031279+0.046013i,0.008742+0.02841i,0.0072036+0.0075042i,0.0016685-0.0014545i,-0.0003603-0.0011874i,0.0013468-0.00056788i,0.0021192-0.00068165i,-0.00075648+0.00030554i,-0.0026601+0.0013748i,-0.0034964+0.002848i,-0.0084122+0.0072502i
0.032909+0.13605i,0.080481+0.31182i,0.13436+0.44178i,0.13526+0.37683i,0.046684+0.19127i,-0.033165+0.05791i,-0.023139-0.012881i,9.759e-05-0.066953i,-0.0041761-0.074508i,-0.0014386-0.045625i,0.010271-0.033666i,0.012602-0.040114i,0.0046949-0.041393i,-0.0045909-0.027165i,-0.0072731-0.0088355i,-0.0041094-0.0014889i,-0.0017128-0.002495i,-0.0017936-0.0029221i,-0.0023769-0.0021861i,-0.00051926-0.0020921i,0.0015781-0.001274i,0.0036978-0.00026479i,0.01038-0.0015577i
-0.0056574-0.12956i,-0.016983-0.30867i,-0.042062-0.44861i,-0.056231-0.38819i,-0.019946-0.19282i,0.012614-0.056232i,-0.019415+0.0015677i,-0.052552+0.048246i,-0.038669+0.060038i,-0.0197+0.033544i,-0.019928+0.021416i,-0.019961+0.029611i,-0.010933+0.033199i,0.00086181+0.023804i,0.0067753+0.0097271i,0.0047711+0.0031669i,0.0020536+0.0042196i,0.002181+0.0052839i,0.0021774+0.0043092i,6.5818e-05+0.0022632i,-0.0025914+0.00025736i,-0.0038936-0.0010881i,-0.0084104-0.00080369i
-0.0068353+0.12273i,-0.022945+0.29492i,-0.029141+0.43166i,-0.011038+0.37236i,-0.0053199+0.17596i,-0.0039629+0.04277i,0.04002+0.0028386i,0.08001-0.029145i,0.061933-0.044451i,0.026513-0.024377i,0.016899-0.010446i,0.019148-0.016884i,0.01521-0.023872i,0.004211-0.020731i,-0.0053575-0.01109i,-0.0062585-0.0033804i,-0.0036013-0.0017226i,-0.0023856-0.0037392i,-0.0021348-0.0039794i,-0.00060007-0.0010554i,0.0015557+0.0014339i,0.0025851+0.0020108i,0.0078707+0.0025643i
0.024137-0.11215i,0.074331-0.27092i,0.10882-0.39843i,0.078711-0.34696i,0.024462-0.16713i,-0.010513-0.04928i,-0.055921-0.02201i,-0.091772+0.0031719i,-0.073562+0.024442i,-0.03521+0.017374i,-0.020287+0.0074783i,-0.020406+0.010651i,-0.018188+0.017456i,-0.0097289+0.017967i,0.0014375+0.011385i,0.0071562+0.004571i,0.0055371+0.0025704i,0.003339+0.0038275i,0.0024386+0.0051452i,0.0010355+0.0028328i,-0.00089313-0.00061283i,-0.0041372-0.0018071i,-0.010081-0.0030139i
-0.039646+0.10329i,-0.11016+0.24417i,-0.16672+0.35487i,-0.13432+0.30702i,-0.052013+0.14917i,0.00037999+0.050253i,0.040509+0.038121i,0.073255+0.024813i,0.061284-0.00094933i,0.026435-0.0063302i,0.01228-0.0021217i,0.013798-0.0061719i,0.014452-0.013482i,0.0086633-0.016059i,-0.0003398-0.013341i,-0.0045168-0.0090571i,-0.0026181-0.006723i,0.00091326-0.0074869i,0.0030144-0.0074803i,0.0035022-0.0048754i,0.0025857-0.0020219i,0.0028809+0.0013314i,0.0075422+0.0065654i
0.056919-0.085936i,0.15121-0.20713i,0.22947-0.30273i,0.19142-0.2708i,0.080193-0.15131i,0.011132-0.077687i,-0.021321-0.072494i,-0.045875-0.060351i,-0.038476-0.024675i,-0.012612-0.0028005i,-0.0042022+0.00097087i,-0.0096499+0.0052559i,-0.014188+0.013022i,-0.012007+0.017556i,-0.0054166+0.015972i,-0.00087048+0.010708i,-0.0007321+0.0068607i,-0.0033472+0.0058064i,-0.0057661+0.004953i,-0.0066108+0.0032207i,-0.0057598+0.0017131i,-0.0043906-0.00033904i,-0.0061559-0.0062703i
-0.062859+0.074765i,-0.16628+0.17099i,-0.2563+0.2428i,-0.2219+0.21824i,-0.10459+0.13284i,-0.035423+0.083003i,-0.011763+0.087802i,0.010739+0.08511i,0.013615+0.047854i,-0.0024406+0.014969i,-0.0065885+0.0042623i,0.0024284-0.0025677i,0.010442-0.010629i,0.011849-0.014839i,0.0077671-0.015227i,0.0035428-0.011971i,0.00266-0.0077942i,0.0051206-0.0052416i,0.0064358-0.0040694i,0.0047106-0.0021668i,0.0034294+0.00039581i,0.0038976+0.0030663i,0.0049861+0.007989i
0.073273-0.058035i,0.18765-0.13023i,0.2857-0.18254i,0.24843-0.17056i,0.12142-0.12202i,0.048425-0.093423i,0.029779-0.10023i,0.011885-0.099672i,0.0026713-0.063066i,0.0072795-0.023093i,0.0076989-0.0053812i,-0.00078379+0.0025261i,-0.0097346+0.0085008i,-0.012681+0.01149i,-0.01035+0.012438i,-0.0073306+0.010684i,-0.0057435+0.0084007i,-0.0069585+0.0061929i,-0.0089767+0.004814i,-0.0078225+0.0033354i,-0.0051845+0.00026877i,-0.0041943-0.0031621i,-0.0031903-0.0081332i
-0.07119+0.042071i,-0.18518+0.088261i,-0.28679+0.1124i,-0.25919+0.1022i,-0.14312+0.080918i,-0.075566+0.071026i,-0.058429+0.085396i,-0.035965+0.091073i,-0.01518+0.060379i,-0.011474+0.023568i,-0.010547+0.0059836i,-0.0023724-0.0028109i,0.0077139-0.008683i,0.012357-0.0095607i,0.011577-0.009581i,0.010157-0.0085266i,0.0097928-0.0061615i,0.011236-0.00308i,0.011929-0.00054481i,0.010051+0.00086948i,0.0059517+0.002431i,0.0018224+0.0046467i,-0.0011519+0.0095362i
0.071009-0.027201i,0.18894-0.046272i,0.28936-0.04705i,0.26407-0.040495i,0.15561-0.044458i,0.089574-0.051001i,0.073343-0.065417i,0.050749-0.071322i,0.021614-0.04599i,0.0092587-0.013436i,0.0062315+0.0014014i,-0.0016668+0.0062564i,-0.011054+0.0078649i,-0.01509+0.0058696i,-0.014285+0.003482i,-0.011411+0.0019824i,-0.009757+0.00062428i,-0.010369-0.0015687i,-0.0099558-0.0048923i,-0.0078258-0.0063626i,-0.0049757-0.0058964i,-0.00086818-0.0055966i,0.0033597-0.0076726i
-0.069297+0.016315i,-0.17432+0.013295i,-0.26564-0.010177i,-0.24653-0.020556i,-0.15627-0.0041194i,-0.10235+0.012014i,-0.090127+0.029743i,-0.066988+0.039651i,-0.032363+0.024695i,-0.013889+0.0029896i,-0.0077227-0.005792i,0.001422-0.0065638i,0.010555-0.0049181i,0.013329-0.00099913i,0.011994+0.0020964i,0.0099879+0.0024747i,0.009505+0.0026602i,0.00915+0.0043342i,0.0076535+0.0064144i,0.005541+0.0070938i,0.0031119+0.0063128i,0.00050757+0.005762i,-0.002829+0.0070769i
0.067747+0.0005572i,0.16624+0.019324i,0.24631+0.054956i,0.22559+0.060916i,0.14548+0.027898i,0.099459+0.0028988i,0.091121-0.0089261i,0.073007-0.013726i,0.038509-0.0053378i,0.015367+0.0063714i,0.0068609+0.009417i,-0.0019193+0.0067871i,-0.010284+0.0025991i,-0.012028-0.001359i,-0.010569-0.0039833i,-0.0088435-0.0039495i,-0.0078502-0.0034576i,-0.0068-0.005218i,-0.0042519-0.007577i,-0.0024544-0.0077955i,-0.00096084-0.0053911i,0.0018359-0.0032751i,0.0052371-0.0037978i
-0.053293-0.0050961i,-0.13522-0.041218i,-0.19959-0.093411i,-0.18298-0.1021i,-0.12459-0.063899i,-0.095699-0.0356i,-0.09417-0.023558i,-0.079217-0.015117i,-0.044994-0.013424i,-0.020491-0.014213i,-0.010435-0.011146i,0.00048591-0.0063769i,0.0098687-0.0017959i,0.011129+0.0025718i,0.0097426+0.0054372i,0.0068335+0.0065916i,0.0048492+0.0078725i,0.0043451+0.0095093i,0.0018881+0.0097918i,-0.00074851+0.0078057i,-0.0019628+0.0043235i,-0.0031021+0.0026568i,-0.0057951+0.0032203i
0.052115+0.015378i,0.12174+0.06242i,0.16707+0.12236i,0.14341+0.12732i,0.093446+0.079468i,0.072002+0.047237i,0.075856+0.039057i,0.069395+0.030902i,0.041992+0.021162i,0.017363+0.015436i,0.0063757+0.01084i,-0.0022425+0.0048825i,-0.0098724-0.00062405i,-0.010165-0.004665i,-0.0059224-0.0074369i,-0.0021376-0.0073165i,0.00050287-0.0083296i,0.0020042-0.0095519i,0.0025747-0.0078885i,0.0020738-0.0055683i,0.0010654-0.004145i,0.0016066-0.0032314i,0.0047438-0.0026581i
-0.0401-0.019975i,-0.089513-0.073232i,-0.11701-0.13869i,-0.094422-0.1463i,-0.061885-0.099057i,-0.05435-0.066305i,-0.063622-0.056054i,-0.059872-0.042416i,-0.036959-0.025201i,-0.017051-0.013803i,-0.007039-0.0077427i,0.0013953-0.0029169i,0.0065075+0.00088474i,0.0048856+0.0030426i,0.0015774+0.0037915i,-0.0010953+0.0041081i,-0.0024844+0.0055652i,-0.0035454+0.006797i,-0.0050391+0.0060475i,-0.005187+0.0055056i,-0.0035575+0.0052094i,-0.0028215+0.0038401i,-0.0047705+0.0026042i
0.03565+0.024881i,0.071801+0.079397i,0.083753+0.13986i,0.056892+0.13921i,0.03155+0.088426i,0.02954+0.058062i,0.039705+0.053652i,0.040054+0.042947i,0.024568+0.024923i,0.0091869+0.013754i,0.0026128+0.0083072i,-0.0022447+0.002883i,-0.0061231-0.00082602i,-0.0045946-0.0017365i,-0.0016939-0.0011085i,0.0010917-0.00077673i,0.0039924-0.002191i,0.0041803-0.0033018i,0.0034618-0.0027179i,0.003116-0.0020949i,0.0010891-0.001622i,0.00034332-0.0010929i,0.0030613-0.00046278i
-0.026196-0.023957i,-0.045943-0.077764i,-0.041835-0.13348i,-0.01761-0.1301i,-0.0074376-0.085257i,-0.014598-0.062471i,-0.022941-0.059996i,-0.022083-0.046804i,-0.012114-0.025796i,-0.004618-0.012957i,-0.0035163-0.0072208i,-5.7907e-05-0.0021813i,0.0031044+0.0022371i,0.0016697+0.0030269i,-0.00061872+0.0019737i,-0.0030166+0.00077948i,-0.0053234+0.00061225i,-0.005142+0.00071598i,-0.0034157+0.00046304i,-0.0015887-0.00021729i,0.00019302+0.00058651i,-0.00013805+0.0010468i,-0.0036225-0.00020974i
0.020048+0.029401i,0.032414+0.08004i,0.019505+0.1253i,-0.0063455+0.1118i,-0.011553+0.065868i,-0.004366+0.048527i,0.00065632+0.053145i,0.0018877+0.045297i,1.4345e-05+0.024865i,-0.0013484+0.011295i,-0.00079284+0.0068741i,-0.0015207+0.0029968i,-0.0023057-0.0012916i,0.00038062-0.0023384i,0.0025007-0.00092215i,0.0025642+0.0010461i,0.0040082+0.0025922i,0.0051287+0.0023718i,0.0030849+0.0013778i,0.00032973+0.0010993i,-0.00027492+0.00083529i,0.00043018+0.00098658i,0.0026302+0.0025805i
-0.0097223-0.025158i,-0.0052667-0.072533i,0.017344-0.11132i,0.035118-0.097761i,0.025403-0.060695i,0.010505-0.049688i,0.0061709-0.05345i,0.0070843-0.044274i,0.0061348-0.025188i,0.0021915-0.01111i,-0.0016654-0.0049923i,-0.0019617-0.0013588i,-0.000968+0.00046537i,-0.0026722+0.00026394i,-0.0040895+0.00046051i,-0.0034534-0.0013662i,-0.0031677-0.0039951i,-0.003232-0.0039557i,-0.002295-0.0024608i,-0.0012211-0.0019573i,-0.0014889-0.00098426i,-0.0022984-6.4216e-05i,-0.0033553-0.0013197i
0.0051599+0.027291i,-0.0012037+0.067589i,-0.0265+0.094571i,-0.042922+0.07409i,-0.031829+0.040453i,-0.020017+0.033619i,-0.01837+0.040417i,-0.016375+0.035848i,-0.011271+0.021334i,-0.0059908+0.010638i,-0.0017038+0.0062404i,-4.0862e-05+0.0028126i,-0.00046063-0.00084769i,5.6163e-06-0.0022336i,0.00096254-0.0015409i,0.0002322+0.0012805i,0.00047234+0.003654i,0.001298+0.0022611i,0.00030116+8.5556e-05i,-0.00037289+0.00083427i,6.5211e-05+0.0015995i,0.00048855+0.00075724i,0.0017349+0.0018358i
-0.00060762-0.023149i,0.014544-0.055706i,0.041639-0.075348i,0.05024-0.05599i,0.030118-0.030882i,0.016271-0.030111i,0.016526-0.03695i,0.015745-0.03186i,0.0092216-0.018181i,0.0018746-0.008055i,-0.0020317-0.0037015i,-0.0012077-0.00023144i,0.00072679+0.0012111i,-0.0001178-4.8181e-05i,-0.0011515-0.0008237i,0.00049197-0.0019376i,0.0011493-0.0040397i,-0.00029186-0.003304i,-0.00068211+0.00049872i,-0.00048814+0.0018224i,-0.0013868+0.00078246i,-0.0023353+0.00047406i,-0.0022882-0.0011155i
0.0034475+0.019505i,-0.011229+0.045663i,-0.037711+0.053731i,-0.046331+0.029867i,-0.030137+0.0093756i,-0.020533+0.011747i,-0.021913+0.020657i,-0.018511+0.021348i,-0.0095706+0.012884i,-0.0029623+0.0059171i,-0.00072423+0.0045061i,-0.00078496+0.0026914i,-0.0010278+0.00071485i,0.00048511+0.00064669i,0.0011965+6.4845e-05i,-0.0016622+0.00032232i,-0.0029942+0.0021398i,-0.00040493+0.0025669i,0.0011251+0.00090375i,0.00026349-0.00027204i,-0.00016992-0.0001508i,0.00081687+0.00027895i,0.00086868+0.0015236i
0.0041229-0.017096i,0.024299-0.036765i,0.049074-0.038741i,0.048621-0.018797i,0.025527-0.0078598i,0.015087-0.013959i,0.017875-0.018699i,0.016003-0.015163i,0.0072553-0.0077333i,-0.00020374-0.0033658i,-0.0014903-0.0032691i,1.8744e-06-0.0020936i,0.00065706+0.00024781i,-0.0013374+0.00037159i,-0.0025601+0.00025245i,0.0004751-0.00017864i,0.0026798-0.0013128i,0.0015387-0.0008344i,0.00051236+0.00071273i,9.2666e-05+0.0016433i,-0.00068764+0.0019723i,-0.0010798+0.001663i,-0.0010657+0.00078618i
-0.0066224+0.012531i,-0.022396+0.02626i,-0.042019+0.022817i,-0.039965+0.0039579i,-0.022796-0.0023935i,-0.018715+0.0040937i,-0.022888+0.0082133i,-0.018882+0.0073768i,-0.0082559+0.0032508i,-0.00083751+0.0022938i,0.0011587+0.0035495i,0.00072191+0.0016418i,-0.00080235-2.2709e-05i,0.00016899+9.8526e-05i,0.0028424-0.00039772i,0.0017558-0.0013522i,-0.0012004-0.00075859i,-0.00069405-0.00069645i,0.00079364-0.0021054i,-4.1279e-05-0.0027377i,-0.00098515-0.0023576i,0.00027512-0.0011031i,0.0011363-0.00044849i
0.0081844-0.0060611i,0.02849-0.014114i,0.044262-0.010523i,0.03529-9.7059e-05i,0.016685-0.0022153i,0.013182-0.010051i,0.018178-0.0099721i,0.016972-0.0040238i,0.008233+0.00056915i,-0.00022377+0.00047172i,-0.0029193-0.001218i,-0.0012925-3.2371e-05i,0.00073589+0.0018818i,7.7756e-05+0.00063034i,-0.0022597+0.00031359i,-0.0014873+0.0025034i,0.0013785+0.0025644i,0.00058304+0.00028575i,-0.0017202-0.00011138i,-0.0010596+0.0019235i,-0.0001865+0.002475i,-0.0014708+0.00080352i,-0.0020109-0.00044757i
-0.0050272+0.0066883i,-0.020525+0.010868i,-0.032771+0.00232i,-0.026123-0.0088972i,-0.015074-0.0064833i,-0.016756-0.00023682i,-0.022071+0.00084085i,-0.019165-0.0018999i,-0.0095686-0.0040204i,-0.0020337-0.0018547i,0.000829+0.00082023i,0.00010123+0.0001459i,-0.0017861-0.00088111i,-0.000144+0.00040703i,0.0029476+0.00075672i,0.0030535-0.0016917i,0.00092646-0.0031506i,0.00011032-0.0010451i,0.0011437-0.00024482i,0.0010674-0.0018282i,-0.00050425-0.0026223i,-0.00064807-0.0013154i,0.00024111+0.00087729i
0.010875-0.0056262i,0.02875-0.0065008i,0.037168+0.0016128i,0.022463+0.0072776i,0.0077273+0.0014048i,0.0090005-0.0037374i,0.014796-0.0017233i,0.014785+0.0031151i,0.007689+0.0041429i,0.00017128+0.0015679i,-0.0028807+0.0010018i,-0.0026206+0.0030765i,-0.0014452+0.0033576i,-0.0017315-0.00033389i,-0.0036977-0.0025349i,-0.0043499+0.00025428i,-0.0021179+0.0026261i,-0.00041751+0.00088163i,-0.0017042-0.0010034i,-0.0023305+0.00044577i,-0.0015221+0.0024816i,-0.0015468+0.0019716i,-0.0018963-0.00028687i
-0.0060001+0.001951i,-0.017965+0.0014347i,-0.024035-0.0090144i,-0.015347-0.013913i,-0.0086002-0.0070511i,-0.012671-0.00255i,-0.017132-0.0037351i,-0.014601-0.0055876i,-0.0077579-0.0045782i,-0.0022968-0.00011621i,0.00016229+0.0025627i,0.0015013-5.4414e-05i,0.0014301-0.0028937i,0.001359-0.00038587i,0.0025073+0.0030152i,0.003454+0.0023683i,0.002747+0.00057245i,0.0022214+0.00061097i,0.0031506+0.0014448i,0.003435+0.0017702i,0.0029362+0.0013303i,0.00305+0.00094695i,0.0025532+0.0019741i
0.0048419-0.00044527i,0.016846+0.0018929i,0.021689+0.010091i,0.012601+0.0099524i,0.0066675-0.0002313i,0.0096077-0.0038581i,0.011155-5.1837e-05i,0.0082232+0.0030011i,0.002884+0.0026045i,-0.0012393-4.996e-05i,-0.0036023-0.001399i,-0.0050503+0.00088652i,-0.0045996+0.0029695i,-0.0026569+0.0010053i,-0.0029182-0.0028338i,-0.005203-0.0030651i,-0.004732-0.0010957i,-0.0026413-0.0012499i,-0.0016192-0.0022947i,-0.0019513-0.0023054i,-0.002571-0.0017155i,-0.0023672-0.0021991i,-0.0016185-0.0031942i
-0.0045689+0.0024205i,-0.010872+0.0011879i,-0.010833-0.0061534i,-0.0049956-0.0081427i,-0.0057874-0.0044934i,-0.010639-0.0055054i,-0.01164-0.0095314i,-0.0075375-0.0092301i,-0.0017277-0.0042903i,0.001731+0.00062419i,0.0028517+0.00151i,0.0044455-0.0012981i,0.0046782-0.0036371i,0.0025036-0.0016535i,0.0021351+0.0020389i,0.0034784+0.0038821i,0.0038823+0.0033162i,0.0026099+0.0022446i,0.0011788+0.0019397i,0.0012108+0.0021753i,0.0024233+0.0018996i,0.0021187+0.002047i,-0.00020983+0.0030415i
0.0064334+0.0015857i,0.015352+0.0040944i,0.016002+0.0076255i,0.0068358+0.0041441i,0.0032116-0.0015518i,0.0062165-0.0001285i,0.0066593+0.0064789i,0.0033211+0.0093854i,-9.5983e-05+0.0051601i,-0.0031376-0.00049663i,-0.0057701-0.0017446i,-0.0069343+0.0008004i,-0.0054516+0.0026931i,-0.0018808+0.0014382i,0.00065336-0.0020582i,-0.00056434-0.0044969i,-0.002172-0.00388i,-0.0011385-0.0030883i,-4.4903e-05-0.0032415i,-0.00065485-0.0033162i,-0.0022819-0.0029943i,-0.0026324-0.0026687i,-0.0004143-0.0023682i
0.0037238-0.00033872i,7.6253e-05-0.0051764i,-0.0005986-0.012328i,-0.000637-0.011615i,-0.0044184-0.0073334i,-0.0077002-0.0091508i,-0.0066994-0.013016i,-0.0013393-0.012116i,0.0026399-0.0072098i,0.0029724-0.0016336i,0.0040863+0.0013751i,0.0063343+0.00036461i,0.0049808-0.0015848i,0.00067133-0.00059362i,-0.0025221+0.0026163i,-0.002748+0.0046248i,-0.0016293+0.0038567i,-0.0022096+0.0029808i,-0.0032626+0.0036188i,-0.0022855+0.003471i,-0.00077444+0.0033636i,-0.00081917+0.0034833i,-0.0013858+0.0031171i
-7.4808e-05-7.811e-05i,0.0028787+0.0063154i,0.0018003+0.011802i,-0.00082706+0.007645i,0.00099628+0.0015905i,0.0035257+0.0035068i,0.0020204+0.0082935i,-0.0020534+0.0094276i,-0.0039059+0.0057181i,-0.0049974+0.0010575i,-0.0067435-0.0016092i,-0.0080176-0.0019759i,-0.0062757+0.00010987i,-0.0010745+0.00013053i,0.0036445-0.0025489i,0.0049508-0.0040277i,0.003441-0.0039694i,0.002376-0.0028217i,0.0027289-0.0018043i,0.0023383-0.0016882i,0.0012854-0.0020263i,0.00095019-0.0025788i,0.0016614-0.0025864i
-0.0020888-0.0022826i,-0.00068064-0.0040571i,0.00071788-0.0071266i,0.00044147-0.0050374i,-0.003302-0.0036965i,-0.0052822-0.0075581i,-0.0033329-0.0099305i,-0.00012319-0.0079941i,0.00071417-0.0030301i,0.00045777+0.0022289i,0.0029121+0.0047578i,0.0062176+0.0042869i,0.005553+0.0014434i,0.0011322-0.00089282i,-0.0034784-0.0010227i,-0.0051015+0.00082888i,-0.0036924+0.0023307i,-0.0033783+0.001576i,-0.0039752+0.0010169i,-0.0041911+0.0013418i,-0.0036585+0.0011477i,-0.002793+0.00043831i,-0.0023153+0.00023927i
0.0037969+0.005183i,0.0066418+0.0081868i,0.0061827+0.0082949i,0.0035234+0.0008337i,0.0024737-0.0031021i,0.0011135+0.00011236i,-0.0015429+0.0036789i,-0.003321+0.0036614i,-0.0025396+0.00016795i,-0.0026529-0.0028571i,-0.0049077-0.004599i,-0.0069017-0.0048054i,-0.0061472-0.0026118i,-0.0019524+0.0012639i,0.0031588+0.0033288i,0.006354+0.0018212i,0.0064542+0.00026692i,0.0048759+0.00028013i,0.0034812-0.00016629i,0.0025111-0.00026676i,0.0023779-0.00055885i,0.0024243-0.00065897i,0.0018779+0.00011692i
-0.00033884-0.0019885i,2.1243e-05-0.0047676i,-0.00071309-0.0058188i,-0.0009825-0.0035886i,-0.0011819-0.0029071i,-0.00067735-0.0065716i,0.001499-0.0076024i,0.0034233-0.0049019i,0.0029848-0.0013263i,0.0023361+0.0021155i,0.0037041+0.0041539i,0.0058074+0.0046022i,0.00551+0.0033939i,0.0014205+0.00024225i,-0.0027591-0.0032548i,-0.0045642-0.0042364i,-0.0045774-0.0038722i,-0.0032696-0.0032897i,-0.0032585-0.0029447i,-0.0037087-0.0020959i,-0.0031807-0.00094822i,-0.0025224+0.0001976i,-0.0013907+0.00088043i
0.002173+0.0024217i,0.0046506+0.0059992i,0.00433+0.0071214i,0.0028027+0.0023727i,0.00095698-0.00075742i,-0.0025777+0.0002008i,-0.0059288+0.0014315i,-0.0063161+0.00080216i,-0.0049351-0.0013258i,-0.0049087-0.0026143i,-0.0058984-0.0040433i,-0.0065983-0.0054069i,-0.0063894-0.0038206i,-0.0034719+0.00047965i,0.00096296+0.0040543i,0.0030752+0.0045436i,0.0031572+0.0037217i,0.0027827+0.0030563i,0.0021599+0.0024738i,0.001481+0.0019225i,0.0011622+0.001086i,0.00075599-0.00032851i,0.00080921-0.00037315i
0.0030621-0.00069511i,0.0046155-0.0044529i,0.0056222-0.0061806i,0.0029619-0.0053061i,-0.0015993-0.0055649i,-0.0020189-0.0060942i,0.0004037-0.0041773i,0.0021761-0.00035202i,0.002255+0.0021303i,0.0021192+0.0026918i,0.0022699+0.0038637i,0.0026991+0.0045811i,0.0032231+0.0034556i,0.0029232+0.00021786i,0.0012862-0.0039886i,-0.0010474-0.0055663i,-0.0015621-0.0041564i,-0.0011568-0.0032226i,-0.0015353-0.0035317i,-0.0017393-0.0033184i,-0.0014968-0.0022571i,-0.00078813-0.00024513i,0.00012729+0.001028i
-0.0016637+0.0025242i,-0.0010372+0.0048725i,-0.00038468+0.0043536i,0.00031858+0.00093166i,0.00063921-0.0012476i,-0.0013482-0.00097217i,-0.0040568-0.00050257i,-0.0041938-0.00019242i,-0.0025241-0.0012131i,-0.0027062-0.0027038i,-0.0032921-0.0034993i,-0.0031725-0.0042087i,-0.0038491-0.0033701i,-0.0036915-0.00039538i,-0.0026834+0.0031915i,-0.0018073+0.0057956i,-0.00062579+0.0060386i,-0.00035017+0.0041718i,0.00038219+0.0028177i,0.0010787+0.0027941i,0.00089031+0.0014427i,0.00078643-0.00012359i,0.00016383-0.00073104i
-0.00062391-0.0038774i,0.0012596-0.0044023i,0.0015942-0.0027052i,0.00022132-0.00079203i,-0.00076566-0.0018889i,0.00016101-0.0045043i,0.00054738-0.0039777i,0.00034848-0.0015834i,-0.00059361+0.0008385i,-0.00088708+0.0034169i,0.00023332+0.0053129i,0.00067552+0.0056848i,0.00080646+0.003951i,0.0015173+0.00035835i,0.0029162-0.003018i,0.0044361-0.004952i,0.0047417-0.004452i,0.0033308-0.0033377i,0.0010656-0.0024812i,1.6862e-05-0.0017438i,-0.0010424-0.0012634i,-0.0020062-0.00011534i,-0.0012648+0.00063119i
