-0.0012784-0.0001096i,-0.0010397-0.00061997i,-0.002339-1.0654e-05i,-0.0026867+0.00032764i,-0.0019768+0.0011206i,-0.0016601+0.0010975i,-0.00093442+0.00039398i,0.00015264+0.00041653i,0.0011227+0.00048225i,0.0011053+0.00059997i,0.00079331+0.00032521i,0.00095102-0.00052377i,0.00087635-0.0010605i,0.00051986-0.00082085i,1.9334e-05-0.00063723i,0.0004398-0.0001174i,0.0011019-0.00036152i,0.00082453-0.0010011i,0.0002695-0.0005228i,-1.8111e-05+0.00035769i,7.7485e-05+0.00088236i,0.00023357+3.7313e-05i,-8.3349e-05-0.00063915i
-0.058319+0.012543i,-0.15492+0.025553i,-0.25056+0.03967i,-0.25144+0.039791i,-0.16476+0.0087039i,-0.08258-0.025358i,-0.056156-0.0083177i,-0.065721+0.036906i,-0.067698+0.050149i,-0.057114+0.020969i,-0.054561-0.012975i,-0.058172-0.02021i,-0.053087-0.0053652i,-0.034596+0.013831i,-0.007583+0.025618i,0.013752+0.028565i,0.016342+0.025779i,0.0053684+0.018498i,-0.0039107+0.013845i,-0.0023577+0.015332i,0.0071805+0.016219i,0.014833+0.012761i,0.01355+0.0066175i
0.05344-0.018397i,0.14446-0.035713i,0.23698-0.048781i,0.23665-0.038846i,0.14591+0.0016056i,0.062981+0.039108i,0.041835+0.038843i,0.065401+0.019981i,0.083188+0.0060275i,0.066875+0.013605i,0.047103+0.03568i,0.046353+0.041281i,0.048071+0.024381i,0.036664+0.00057393i,0.014941-0.017722i,-0.002067-0.025057i,-0.0035643-0.023794i,0.0041287-0.016684i,0.0089226-0.011971i,0.0052932-0.01501i,-0.0046124-0.018432i,-0.010436-0.016692i,-0.0091435-0.0097655i
-0.051328+0.020755i,-0.14039+0.041602i,-0.2294+0.054624i,-0.22636+0.040154i,-0.13385-0.0017968i,-0.046322-0.039204i,-0.013609-0.053825i,-0.029032-0.06224i,-0.05623-0.059913i,-0.049849-0.053445i,-0.029698-0.059451i,-0.029948-0.058817i,-0.036682-0.038438i,-0.032786-0.011103i,-0.018994+0.010898i,-0.0058692+0.021031i,-0.0035732+0.018614i,-0.0082135+0.0088023i,-0.012162+0.0041652i,-0.0093381+0.009155i,0.00054985+0.015916i,0.0083394+0.016946i,0.007849+0.011229i
0.048077-0.023177i,0.13175-0.046389i,0.21528-0.059614i,0.20985-0.041153i,0.1169+0.001924i,0.022704+0.032819i,-0.027274+0.049762i,-0.024395+0.075414i,0.011833+0.087234i,0.023335+0.075189i,0.009974+0.068374i,0.012787+0.064659i,0.023848+0.04697i,0.024811+0.021618i,0.017583-0.0018588i,0.0085402-0.014496i,0.005326-0.012812i,0.0061432-0.0042552i,0.0063627-0.0001731i,0.0056686-0.0060089i,0.00067279-0.016061i,-0.0044465-0.019256i,-0.0053552-0.012482i
-0.040793+0.02282i,-0.12092+0.048657i,-0.20266+0.063335i,-0.19815+0.045213i,-0.11041+0.0078495i,-0.016722-0.0083451i,0.054347-0.01418i,0.077737-0.048903i,0.042236-0.082048i,0.010162-0.077356i,0.0091275-0.064419i,0.0044182-0.060483i,-0.0086442-0.048214i,-0.015963-0.026734i,-0.015127-0.0046611i,-0.010283+0.0087791i,-0.0093982+0.0081179i,-0.010184+0.0022882i,-0.0074243+0.0006383i,-0.0043896+0.0058529i,-0.0025569+0.014945i,-0.0012114+0.019525i,0.0014436+0.015047i
0.040036-0.021827i,0.11684-0.051235i,0.19338-0.06935i,0.18585-0.050149i,0.1026-0.013823i,0.016232-0.012795i,-0.061239-0.0307i,-0.10612-0.0041154i,-0.08031+0.044116i,-0.037555+0.053338i,-0.026843+0.043564i,-0.021096+0.045565i,-0.0057578+0.043522i,0.0065979+0.029139i,0.010521+0.010883i,0.0087998-0.00090069i,0.0084091-7.8085e-07i,0.0078902+0.004455i,0.004854+0.0027727i,0.0036159-0.0049568i,0.0039919-0.015091i,0.0036576-0.01974i,0.0022894-0.015564i
-0.037753+0.023864i,-0.1099+0.05628i,-0.18046+0.076216i,-0.17199+0.058733i,-0.099871+0.026719i,-0.032144+0.035876i,0.038624+0.077002i,0.10047+0.069364i,0.095675+0.010254i,0.055389-0.022093i,0.040636-0.022804i,0.037793-0.029457i,0.022686-0.034237i,0.0052725-0.025928i,-0.0046251-0.011435i,-0.0065265-0.00050618i,-0.0031868-0.0010432i,0.0015758-0.0048998i,0.0045837-0.0033535i,0.002024+0.0029174i,-0.0035734+0.011606i,-0.0069191+0.016414i,-0.0062797+0.012912i
0.034503-0.025095i,0.10154-0.059564i,0.16761-0.081001i,0.15917-0.060977i,0.096733-0.028007i,0.050863-0.043354i,0.0017874-0.10419i,-0.059698-0.12044i,-0.075604-0.061564i,-0.050764-0.0096394i,-0.040223+0.0046413i,-0.042773+0.015246i,-0.033034+0.02368i,-0.016207+0.020837i,-0.0036075+0.011161i,0.0014767+0.0025547i,0.00084343+0.0020165i,-0.0021579+0.0026838i,-0.005447-0.00074685i,-0.0035703-0.0048773i,0.0040995-0.01048i,0.010058-0.013728i,0.010103-0.010477i
-0.030687+0.0231i,-0.092281+0.060758i,-0.15365+0.084489i,-0.14931+0.064129i,-0.10103+0.028201i,-0.078917+0.040798i,-0.058714+0.10849i,-0.0083956+0.14254i,0.03005+0.091321i,0.030666+0.0277i,0.028321+0.0047912i,0.037296-0.0040502i,0.035424-0.012719i,0.020996-0.014053i,0.0078077-0.0085646i,0.0016024-0.0019157i,0.001221-0.0019653i,0.0026088-0.0032392i,0.0031478+0.0011247i,-7.8085e-05+0.0055969i,-0.0079389+0.0087383i,-0.014391+0.0096365i,-0.014028+0.0071773i
0.02921-0.025524i,0.085258-0.064773i,0.14275-0.091637i,0.13801-0.069991i,0.095728-0.024607i,0.092619-0.020932i,0.1058-0.079824i,0.079593-0.12468i,0.029556-0.092811i,0.0012795-0.037238i,-0.012422-0.015405i,-0.029907-0.010015i,-0.03361-0.00039088i,-0.022235+0.006987i,-0.010863+0.0062504i,-0.0043714+0.0022081i,-0.0044503+0.0017377i,-0.0074583+0.00039895i,-0.0079821-0.0049753i,-0.0025848-0.008745i,0.0079789-0.0091584i,0.015386-0.0066592i,0.015574-0.0016686i
-0.025756+0.030521i,-0.07794+0.071037i,-0.12909+0.0999i,-0.12351+0.077423i,-0.088724+0.022504i,-0.099125-0.0030322i,-0.13348+0.030602i,-0.12652+0.072179i,-0.07296+0.064678i,-0.025081+0.029161i,0.00037193+0.014878i,0.020891+0.017481i,0.028306+0.011542i,0.020941+0.00096847i,0.012295-0.0023413i,0.0053777+9.8432e-05i,0.0035445+0.0023717i,0.0054611+0.0063509i,0.0064142+0.012045i,0.0027943+0.012481i,-0.0066532+0.0071542i,-0.013481+0.00082564i,-0.012991-0.0037477i
0.022219-0.03033i,0.071307-0.071662i,0.1183-0.10077i,0.1112-0.076364i,0.077211-0.013058i,0.086448+0.034091i,0.12911+0.030161i,0.14158-0.0020144i,0.095996-0.018i,0.037695-0.0099934i,0.0048116-0.0096697i,-0.013626-0.020943i,-0.021828-0.019297i,-0.019149-0.0081597i,-0.013286-0.001542i,-0.0071909-0.00015887i,-0.0037473-0.0012475i,-0.0033519-0.0044349i,-0.0020634-0.0089055i,0.0015819-0.0097228i,0.0077062-0.0043836i,0.011912+0.0028633i,0.011191+0.0082281i
-0.022779+0.027013i,-0.066894+0.06981i,-0.10981+0.10285i,-0.10284+0.081378i,-0.068552+0.015169i,-0.066329-0.045937i,-0.095888-0.072781i,-0.11398-0.062309i,-0.084505-0.033464i,-0.03337-0.014951i,-0.0045676-0.00037861i,0.0070261+0.018622i,0.015175+0.022476i,0.017162+0.012245i,0.014009+0.0050528i,0.0089779+0.0032886i,0.0053187+0.0036049i,0.0049455+0.0061353i,0.0033483+0.0081475i,-0.00059202+0.0062389i,-0.0057042-0.00010478i,-0.0089283-0.0080642i,-0.0077348-0.013491i
0.014467-0.028739i,0.054269-0.07164i,0.091529-0.10418i,0.084227-0.079711i,0.04981-0.011238i,0.035227+0.052726i,0.042633+0.0948i,0.057171+0.10462i,0.05171+0.071615i,0.021357+0.031117i,0.0018875+0.0061025i,-0.0012489-0.012991i,-0.0058882-0.017356i,-0.010436-0.009865i,-0.010774-0.0049328i,-0.0068748-0.0036001i,-0.0019609-0.0050373i,0.0005678-0.0092708i,0.0018207-0.012169i,0.0033287-0.0089595i,0.0052405+0.00089132i,0.0058765+0.01088i,0.0041921+0.016636i
-0.016143+0.026106i,-0.052474+0.070043i,-0.087808+0.10481i,-0.079562+0.08337i,-0.042522+0.020135i,-0.012237-0.035727i,0.011901-0.079368i,0.011817-0.10557i,-0.0035205-0.083322i,0.00062566-0.037812i,0.0059294-0.00703i,-0.00031908+0.011617i,0.00039053+0.015916i,0.0066881+0.0098914i,0.0099984+0.0060925i,0.0081922+0.0033443i,0.0025306+0.002407i,-0.0018282+0.0052195i,-0.0044017+0.0083906i,-0.0049549+0.0070159i,-0.0038912-0.0012499i,-0.002332-0.010937i,8.9787e-05-0.016528i
0.018435-0.025943i,0.049433-0.070684i,0.080378-0.10754i,0.071605-0.086903i,0.034902-0.026306i,-0.0045295+0.014482i,-0.05249+0.041178i,-0.06899+0.070439i,-0.0398+0.064095i,-0.019552+0.026147i,-0.012973-0.00034103i,-0.0017907-0.011657i,0.00095624-0.014049i,-0.0043247-0.010162i,-0.0092234-0.0078068i,-0.0090663-0.0052259i,-0.0035492-0.0033102i,0.0014576-0.0042668i,0.0034388-0.0056002i,0.0029982-0.0049062i,0.0012907+0.00016993i,-0.0023141+0.007134i,-0.0061104+0.013418i
-0.011663+0.030568i,-0.039033+0.074598i,-0.064836+0.10943i,-0.05781+0.086913i,-0.031373+0.031708i,0.00065635+0.013904i,0.05913+0.017816i,0.095654-0.0064992i,0.069354-0.023114i,0.034266-0.0062131i,0.01582+0.0075085i,0.0011822+0.0084858i,-0.0023977+0.0080724i,0.0034768+0.0080787i,0.0091555+0.0085331i,0.0093266+0.0071667i,0.0032795+0.0061351i,-0.0022452+0.0068863i,-0.0041075+0.0070757i,-0.0041195+0.0047679i,-0.00059848-0.0011779i,0.0054287-0.0077155i,0.010599-0.012008i
0.011885-0.026166i,0.037383-0.069207i,0.06077-0.10707i,0.052657-0.086641i,0.032866-0.033996i,0.016976-0.033555i,-0.034847-0.070148i,-0.083288-0.061509i,-0.065589-0.025726i,-0.028029-0.0175i,-0.011626-0.017285i,-0.0030451-0.0088734i,-0.0014732-0.0035131i,-0.0062998-0.0044312i,-0.010041-0.0078043i,-0.010369-0.0069409i,-0.0037601-0.0030184i,0.0042895-0.0019218i,0.0068797-0.0015972i,0.0056127-0.001626i,0.00043068-0.00033549i,-0.0072901+0.0048042i,-0.013831+0.0095644i
-0.0096868+0.025867i,-0.03245+0.068412i,-0.05283+0.10644i,-0.045105+0.087054i,-0.038511+0.035132i,-0.051276+0.042472i,-0.022005+0.10445i,0.033683+0.11367i,0.038464+0.065259i,0.012672+0.035636i,0.0014453+0.024225i,-9.5567e-05+0.0096882i,0.0023899+0.0013679i,0.0070477+0.0019184i,0.010771+0.0068907i,0.011499+0.0076241i,0.0056616+0.0038212i,-0.0012659+0.0013933i,-0.0040846-0.00027931i,-0.0047958-0.0012754i,-0.0015532-0.0013926i,0.005839-0.0027637i,0.012838-0.0047246i
0.0081916-0.028961i,0.028175-0.069944i,0.044062-0.10762i,0.034733-0.08419i,0.038086-0.022347i,0.082807-0.023878i,0.09157-0.10184i,0.041018-0.13409i,0.0092152-0.088612i,0.011759-0.047749i,0.0099978-0.027294i,0.0013191-0.0099847i,-0.0046983-0.0013387i,-0.0073462-0.0020058i,-0.0080237-0.0075227i,-0.0076613-0.010696i,-0.0034129-0.0072125i,0.0029153-0.0032265i,0.0048944-0.0020467i,0.0050621-0.00057652i,0.0030777-0.00010513i,-0.0038679-0.0004974i,-0.012104+0.00031101i
-0.0050345+0.025164i,-0.023963+0.066254i,-0.038305+0.10492i,-0.027665+0.082382i,-0.037394+0.010087i,-0.10936-0.0084115i,-0.15719+0.063176i,-0.11817+0.11146i,-0.06127+0.080656i,-0.03726+0.040867i,-0.020825+0.021592i,-0.0027751+0.0081872i,0.0071977+0.0023458i,0.0099187+0.0052599i,0.0086545+0.011942i,0.0066393+0.014354i,0.0020147+0.0084201i,-0.0033893+0.0014972i,-0.0056112-0.0015755i,-0.0062339-0.0030436i,-0.0046775-0.0027193i,0.0016996-0.00045465i,0.0090094+0.0018217i
0.0020843-0.022635i,0.019188-0.06158i,0.031072-0.097631i,0.01815-0.07417i,0.027531+0.011316i,0.11443+0.06062i,0.19513+0.01075i,0.17519-0.049898i,0.10598-0.045519i,0.06113-0.02114i,0.031953-0.011838i,0.0062382-0.0068426i,-0.0081064-0.0040771i,-0.011332-0.0071953i,-0.009353-0.013165i,-0.0063929-0.015097i,-0.0020765-0.0093768i,0.0010452-0.0015868i,0.0012684+0.0031911i,0.0018228+0.0057624i,0.0019033+0.0040474i,-0.002293-0.00060591i,-0.0073594-0.0031645i
-0.0044075+0.022262i,-0.01939+0.060234i,-0.029793+0.099702i,-0.010457+0.0784i,-0.01064-0.020876i,-0.098312-0.1094i,-0.2005-0.097692i,-0.20099-0.035722i,-0.12892-0.008807i,-0.071541-0.0077203i,-0.036842-0.0022813i,-0.0090679+0.0038196i,0.0083335+0.0053305i,0.012582+0.00775i,0.0080216+0.013992i,0.0034953+0.016443i,0.00045331+0.010491i,-0.0011507+0.0035346i,-0.00011071-0.0016531i,-0.00021926-0.0065084i,-0.0018148-0.0068138i,-0.00034921-0.0022697i,0.0027642+0.0028106i
0.0062919-0.018738i,0.02116-0.056592i,0.029108-0.096438i,0.0024255-0.077181i,-0.016098+0.0317i,0.052171+0.15548i,0.15841+0.18425i,0.18187+0.12588i,0.12504+0.067905i,0.070546+0.037211i,0.036197+0.015763i,0.0097246+2.9104e-05i,-0.0068704-0.0065356i,-0.011204-0.0094752i,-0.0057752-0.012907i,9.8842e-05-0.013156i,0.0026181-0.0069633i,0.0031335+0.00017403i,0.001645+0.0038939i,0.0011688+0.0070305i,0.0022929+0.0082171i,0.0016787+0.0043252i,-0.00032388-0.0012343i
-0.0054808+0.019571i,-0.018751+0.057203i,-0.025921+0.10039i,0.0058442+0.086906i,0.046677-0.025435i,0.011117-0.17737i,-0.08219-0.24616i,-0.12218-0.19964i,-0.089542-0.1197i,-0.050614-0.064368i,-0.027188-0.027348i,-0.0080676-0.0037069i,0.0064983+0.0058324i,0.0095785+0.009451i,0.0027439+0.011518i,-0.0034594+0.010576i,-0.0039281+0.0057546i,-0.0010264+0.00053565i,0.0021502-0.0033613i,0.0030312-0.0077634i,0.0010152-0.0090985i,-0.00036171-0.0049595i,-0.00024807-0.00065694i
0.0063597-0.020471i,0.019476-0.05583i,0.025766-0.10025i,-0.01298-0.094378i,-0.079222+0.012549i,-0.087009+0.17763i,-0.021267+0.27501i,0.03294+0.24316i,0.036725+0.15181i,0.02425+0.080165i,0.015865+0.036099i,0.0066411+0.0092816i,-0.0034372-0.0040577i,-0.0051235-0.0095596i,0.0021263-0.010157i,0.0079131-0.0079278i,0.0071036-0.0035972i,0.0026781-0.00081642i,-0.0022606+0.0011187i,-0.004702+0.0063604i,-0.0035714+0.0091359i,-0.0014517+0.0060614i,1.2685e-05+0.0026871i
-0.0037181+0.018619i,-0.018192+0.05315i,-0.02746+0.098797i,0.01445+0.10319i,0.10247+0.016062i,0.15452-0.13934i,0.12704-0.25184i,0.066296-0.24225i,0.02571-0.15857i,0.0078838-0.085054i,-0.0021892-0.04074i,-0.0044182-0.012583i,0.00072137+0.0054345i,0.0020999+0.012953i,-0.0033994+0.011092i,-0.0086974+0.0058502i,-0.0082299+0.0018766i,-0.0035146-6.9402e-05i,0.0021471-0.0017069i,0.0063018-0.0060606i,0.0062093-0.010002i,0.0028199-0.0082206i,0.00017274-0.004836i
0.0030731-0.014372i,0.018474-0.048021i,0.02864-0.093897i,-0.013381-0.11099i,-0.1167-0.049814i,-0.2084+0.08018i,-0.21795+0.18988i,-0.15552+0.19944i,-0.082204+0.13625i,-0.034766+0.074273i,-0.010506+0.036865i,-0.00079542+0.012522i,-0.00045379-0.0041413i,0.00037408-0.010534i,0.0049621-0.0075687i,0.0085654-0.0012516i,0.0068795+0.0024267i,0.0014503+0.001634i,-0.0040704+0.00076464i,-0.0076478+0.0042886i,-0.0079452+0.0080671i,-0.0052125+0.0080418i,-0.0014055+0.006601i
-0.0043525+0.011934i,-0.021191+0.0441i,-0.035889+0.092702i,0.0021328+0.12476i,0.1128+0.097304i,0.23271+0.0054148i,0.2749-0.091156i,0.21912-0.12187i,0.12668-0.091655i,0.058267-0.053797i,0.021937-0.030244i,0.0062882-0.012784i,0.0025047+0.0020162i,0.0012308+0.008043i,-0.0031444+0.0042492i,-0.0067891-0.0020293i,-0.0057469-0.0039i,-0.0017062-0.0011804i,0.0031598+0.00039869i,0.0076532-0.0022645i,0.0084718-0.005588i,0.0058025-0.0055517i,0.0031467-0.0050073i
0.0051498-0.015132i,0.021457-0.045583i,0.037397-0.094412i,0.0052127-0.13608i,-0.10115-0.13777i,-0.22978-0.089105i,-0.2911-0.017346i,-0.24535+0.030329i,-0.14667+0.037074i,-0.068976+0.027506i,-0.028027+0.020984i,-0.0093124+0.013627i,-0.002437+0.0025721i,0.001005-0.0029413i,0.0049539+0.00074978i,0.0069409+0.0062489i,0.0055703+0.0069329i,0.0021319+0.00226i,-0.0020896-0.0011097i,-0.006053+0.0008896i,-0.0073799+0.0037924i,-0.0065651+0.0040477i,-0.0052415+0.0046645i
-0.0039612+0.013782i,-0.020697+0.04362i,-0.040851+0.092725i,-0.021232+0.14384i,0.067456+0.17627i,0.1882+0.17196i,0.26023+0.12706i,0.23211+0.066437i,0.14424+0.021581i,0.070175-0.00057545i,0.030927-0.010668i,0.012505-0.011061i,0.0027509-0.0032852i,-0.0024348+0.0012863i,-0.0043095-0.001816i,-0.0044732-0.0074058i,-0.0028115-0.0079345i,0.00028343-0.0027301i,0.003671+0.0010691i,0.0071185-0.00047204i,0.0078277-0.0027783i,0.0066765-0.0024346i,0.006079-0.0021686i
0.0028494-0.013742i,0.019172-0.042162i,0.043397-0.089211i,0.038893-0.14405i,-0.025227-0.19633i,-0.12353-0.22848i,-0.19343-0.21057i,-0.18368-0.14369i,-0.11703-0.071184i,-0.057368-0.025544i,-0.028073-0.0023246i,-0.013726+0.0063471i,-0.0042072+0.0037429i,0.0011167+0.0013709i,0.0028426+0.0049382i,0.0019582+0.0090438i,0.0011444+0.0073484i,0.00059181+0.00097758i,-0.0016078-0.0026123i,-0.0053605-0.0010325i,-0.0068227+0.0005007i,-0.0052548-0.00015877i,-0.0043273+0.00069851i
-0.002479+0.01301i,-0.019184+0.039301i,-0.047106+0.084322i,-0.058287+0.1409i,-0.026365+0.20664i,0.037685+0.2631i,0.097812+0.26553i,0.11176+0.19702i,0.07852+0.10492i,0.04119+0.04005i,0.022768+0.0077963i,0.013409-0.0039345i,0.0044252-0.0031212i,-0.0010786-0.0011436i,-0.0016438-0.0052012i,-0.00068777-0.009582i,-0.00066093-0.0074049i,-0.00056277-0.0019348i,0.00036602+0.00010087i,0.0025008-0.0011111i,0.0036462-0.0021083i,0.0029448-0.0011804i,0.0034649-0.0013922i
0.0052658-0.013702i,0.021529-0.038475i,0.052518-0.078754i,0.079031-0.13038i,0.077642-0.19597i,0.049407-0.26008i,0.0046969-0.27451i,-0.028722-0.21285i,-0.029802-0.11896i,-0.018783-0.049825i,-0.015451-0.015161i,-0.013248-0.00032497i,-0.006521+0.0039139i,-0.0011277+0.0047564i,-0.00077889+0.0079503i,-0.0027768+0.010796i,-0.0024691+0.0086942i,-0.00045606+0.0036485i,-0.0013442+0.0010051i,-0.0035573+0.0011497i,-0.002288+0.0011911i,0.00021627-0.00026733i,-0.0018113+0.00039393i
-0.0015111+0.011865i,-0.019422+0.033586i,-0.05507+0.069066i,-0.096993+0.11317i,-0.12662+0.16954i,-0.13357+0.22933i,-0.10401+0.24933i,-0.052045+0.19817i,-0.016081+0.11178i,-0.0012619+0.04726i,0.0089288+0.015007i,0.012503+0.0015338i,0.007708-0.0028747i,0.0027754-0.0052693i,0.0026933-0.0074844i,0.0037772-0.0088997i,0.0014511-0.0068264i,-0.0013139-0.0025332i,-0.00052573-0.00078179i,0.0020946-0.0024021i,0.0013005-0.0032795i,-0.00086164-0.001415i,0.0013248-0.00082671i
0.0006206-0.010968i,0.017999-0.02929i,0.056442-0.057712i,0.10808-0.089633i,0.16066-0.12752i,0.19595-0.16961i,0.17889-0.18921i,0.11571-0.15724i,0.055242-0.092322i,0.019397-0.041261i,-0.00063646-0.016518i,-0.0085487-0.0041879i,-0.0065348+0.0019437i,-0.0041228+0.0045514i,-0.0040988+0.0065434i,-0.0039714+0.0073238i,-0.0021064+0.0059391i,0.00059024+0.0023496i,-0.00021292+0.001234i,-0.0027524+0.0037442i,-0.00082478+0.0051785i,0.0030746+0.0034167i,0.0007263+0.0023771i
-0.0034549+0.0091508i,-0.020597+0.026466i,-0.060893+0.049828i,-0.12013+0.067792i,-0.18676+0.0814i,-0.23831+0.098202i,-0.22881+0.11184i,-0.15734+0.099145i,-0.079942+0.060103i,-0.031111+0.026841i,-0.0052711+0.012004i,0.0066157+0.0044261i,0.0080469-0.00044438i,0.005918-0.0033311i,0.0058589-0.0058361i,0.0056429-0.0074979i,0.0025015-0.0066887i,-0.00030028-0.0031358i,0.00098535-0.0014481i,0.0039015-0.0043817i,0.0017797-0.0073449i,-0.0022254-0.0059494i,0.00034713-0.0038496i
0.0061805-0.0067241i,0.023982-0.020426i,0.065148-0.035925i,0.12538-0.038851i,0.19415-0.025597i,0.24789-0.014942i,0.24143-0.0221i,0.17106-0.032184i,0.091091-0.024601i,0.039784-0.01252i,0.012269-0.0083853i,-0.0021812-0.0051595i,-0.0078936-0.00055375i,-0.0082652+0.0026472i,-0.007403+0.004796i,-0.0055637+0.0061855i,-0.0019961+0.0057732i,0.00013079+0.0035761i,-0.0020961+0.0024751i,-0.0058691+0.0052501i,-0.0039439+0.0084285i,0.0015296+0.007592i,-0.0009931+0.0039573i
-0.0018667+0.010218i,-0.017914+0.020483i,-0.055506+0.028933i,-0.11313+0.014103i,-0.17917-0.02578i,-0.23063-0.06168i,-0.22619-0.059319i,-0.16212-0.029293i,-0.087013-0.01008i,-0.037182-0.0043565i,-0.012023+0.00032311i,0.00088414+0.0020945i,0.0059739+0.00061422i,0.0062723-0.0017575i,0.0057085-0.0039941i,0.0042249-0.0047221i,0.00086671-0.004812i,-0.00059868-0.0037741i,0.002634-0.0027819i,0.0069063-0.0057521i,0.0050434-0.011026i,-0.00036302-0.012106i,0.0012846-0.0067057i
0.0043367-0.0068967i,0.020876-0.015074i,0.058111-0.014902i,0.10848+0.013372i,0.15808+0.073036i,0.19119+0.12767i,0.18315+0.12591i,0.13415+0.078976i,0.076024+0.037987i,0.034159+0.015433i,0.011957+0.0023866i,0.00033248-0.0032778i,-0.0053658-0.0029659i,-0.0063175-0.00011954i,-0.0055076+0.0030642i,-0.0034101+0.0052454i,-0.00088372+0.0057058i,-0.00013766+0.0043655i,-0.0034724+0.0036746i,-0.0087854+0.0064718i,-0.0082504+0.011726i,-0.0023051+0.012694i,-0.0025324+0.0067768i
-0.0027452+0.0028929i,-0.018534+0.0094268i,-0.05391+0.004958i,-0.097013-0.032277i,-0.12901-0.10468i,-0.14131-0.16897i,-0.128-0.16788i,-0.093666-0.1116i,-0.053749-0.057925i,-0.024561-0.026661i,-0.0088702-0.0080027i,0.00017326+0.0022444i,0.0052901+0.0044029i,0.0066127+0.0025854i,0.0052959-0.0011888i,0.0039258-0.0049126i,0.0025062-0.0060159i,0.001362-0.0034164i,0.0046499-0.00070716i,0.010129-0.0037201i,0.010504-0.0094915i,0.005916-0.011079i,0.0046135-0.0050057i
0.003885-0.0047436i,0.019049-0.0097361i,0.049357-0.00090994i,0.077262+0.046075i,0.084695+0.12821i,0.075235+0.1949i,0.061812+0.18881i,0.048662+0.12714i,0.031417+0.068839i,0.015803+0.032248i,0.00671+0.011241i,0.00062616-0.00014389i,-0.0032405-0.004653i,-0.0044792-0.003987i,-0.003897+0.00034531i,-0.0029432+0.0042682i,-0.0019094+0.0048438i,-0.0018291+0.0026877i,-0.006307-0.00011353i,-0.013062+0.001117i,-0.013717+0.0074845i,-0.0085417+0.010934i,-0.0059323+0.0058013i
-0.0046416+0.0055305i,-0.020769+0.0080767i,-0.044617-0.0044487i,-0.057812-0.054244i,-0.043773-0.13451i,-0.014835-0.19398i,-0.00065254-0.18367i,-0.0049248-0.12475i,-0.0061155-0.069042i,-0.0040544-0.03329i,-0.0035131-0.012561i,-0.00055025-0.001404i,0.0028693+0.0035128i,0.0042147+0.0035948i,0.0040456+0.00016707i,0.0031337-0.0040955i,0.0024584-0.004671i,0.0024854-0.0011498i,0.0063163+0.0022422i,0.013333+0.00034177i,0.016414-0.0062573i,0.012029-0.0094559i,0.0062262-0.0037093i
0.0061298-0.0044069i,0.019411-0.0060778i,0.037804+0.0092911i,0.039069+0.058934i,0.0036211+0.13055i,-0.043219+0.17678i,-0.054175+0.16116i,-0.0318+0.10954i,-0.013066+0.062317i,-0.0054503+0.030581i,-0.0011259+0.011687i,-0.00061226+0.0017173i,-0.0014242-0.0024527i,-0.0019347-0.002457i,-0.0017398+0.00051915i,-0.0023807+0.004549i,-0.0029739+0.0053738i,-0.0024786+0.0018178i,-0.0056652-0.0029411i,-0.012369-0.003647i,-0.016404+0.0024301i,-0.012779+0.0071008i,-0.0063515+0.0033676i
-0.0051276+0.0062426i,-0.016902+0.0068039i,-0.029745-0.0091791i,-0.019435-0.055598i,0.029606-0.11655i,0.083139-0.14704i,0.090698-0.12622i,0.05959-0.084583i,0.032068-0.049841i,0.016272-0.025549i,0.0051237-0.01025i,-0.00026855-0.00065125i,-0.0010217+0.0036886i,-0.0005888+0.0024578i,0.00036764-0.00069713i,0.0012244-0.0032405i,0.0016111-0.0037296i,0.0019449-0.00085289i,0.0054832+0.0046715i,0.01353+0.0067853i,0.018178+0.0017057i,0.014373-0.0045164i,0.0072914-0.0022708i
0.0019515-0.0013075i,0.013066-0.00013657i,0.02247+0.017494i,0.0030435+0.057376i,-0.056723+0.099137i,-0.11352+0.10923i,-0.11429+0.086101i,-0.074388+0.059406i,-0.039617+0.038592i,-0.018223+0.020534i,-0.005641+0.0077397i,0.00039809-0.00032608i,0.002751-0.003511i,0.0026013-0.0024899i,-0.00022206+3.5577e-05i,-0.0022514+0.0027172i,-0.0022081+0.0030068i,-0.0023259-0.00039618i,-0.00485-0.0061004i,-0.01079-0.0084702i,-0.016164-0.0043915i,-0.015287+0.0015712i,-0.007994+0.0017306i
-0.0070183+8.5737e-05i,-0.014964-0.00021993i,-0.021015-0.014501i,0.0060376-0.046076i,0.072244-0.070804i,0.1259-0.064114i,0.1195-0.042304i,0.078229-0.030876i,0.044598-0.022544i,0.021912-0.012173i,0.0075574-0.0037572i,0.0013628+0.0025116i,-0.00087733+0.005457i,-0.0014969+0.003765i,0.00033532+9.8453e-05i,0.0024745-0.0016532i,0.0022105-0.0010686i,0.0012796+0.001954i,0.0031926+0.0075963i,0.0093951+0.010118i,0.016246+0.0063185i,0.016591+0.0012946i,0.010554+0.00083063i
