-0.0012784-0.0001096i,-0.0010397-0.00061997i,-0.002339-1.0654e-05i,-0.0026867+0.00032764i,-0.0019768+0.0011206i,-0.0016601+0.0010975i,-0.00093442+0.00039398i,0.00015264+0.00041653i,0.0011227+0.00048225i,0.0011053+0.00059997i,0.00079331+0.00032521i,0.00095102-0.00052377i,0.00087635-0.0010605i,0.00051986-0.00082085i,1.9334e-05-0.00063723i,0.0004398-0.0001174i,0.0011019-0.00036152i,0.00082453-0.0010011i,0.0002695-0.0005228i,-1.8111e-05+0.00035769i,7.7485e-05+0.00088236i,0.00023357+3.7313e-05i,-8.3349e-05-0.00063915i
-0.033685-0.22057i,-0.083456-0.50192i,-0.13046-0.6685i,-0.14925-0.521i,-0.14813-0.26455i,-0.15609-0.15003i,-0.16723-0.11261i,-0.13592-0.081689i,-0.1131-0.077541i,-0.11611-0.057276i,-0.091427-0.01719i,-0.040812+0.0013774i,-0.00059541-0.00041321i,0.0048629-0.005546i,-0.013191-0.0041664i,-0.015373-0.0019266i,0.0042972-0.018792i,0.018647-0.049248i,0.018894-0.060518i,0.017101-0.037321i,0.0253-0.01163i,0.029449-0.01504i,0.019732-0.023052i
0.066634+0.19896i,0.17299+0.46136i,0.25814+0.61718i,0.2539+0.47587i,0.17598+0.24988i,0.10215+0.17936i,0.079577+0.1607i,0.056368+0.12356i,0.03176+0.12848i,0.048409+0.13537i,0.063355+0.091556i,0.036727+0.036625i,-0.0021775+0.011867i,-0.015292+0.018462i,-0.0030379+0.030915i,0.0019308+0.027856i,-0.020501+0.021928i,-0.050299+0.025925i,-0.058787+0.025365i,-0.044371+0.0063013i,-0.035134-0.012336i,-0.040361-0.0021333i,-0.035912+0.0161i
-0.11073-0.19296i,-0.26121-0.43313i,-0.36809-0.58856i,-0.31913-0.47582i,-0.15929-0.26741i,-0.029288-0.17659i,0.0051131-0.12119i,0.021137-0.061516i,0.049538-0.056443i,0.040927-0.081638i,0.012267-0.07277i,0.0064343-0.028746i,0.022402+0.0035163i,0.037445-0.0029831i,0.032758-0.02728i,0.015846-0.031164i,0.012642-0.0080479i,0.031596+0.01504i,0.046351+0.019892i,0.035697+0.018128i,0.023952+0.021175i,0.036181+0.015933i,0.043823-0.0019751i
0.14218+0.16103i,0.32281+0.36053i,0.43557+0.48083i,0.32433+0.35623i,0.070508+0.15274i,-0.095516+0.077345i,-0.09472+0.04386i,-0.057579-0.0057168i,-0.053062-0.029212i,-0.052759-0.023776i,-0.04356-0.01251i,-0.025118-0.012574i,-0.015629-0.023077i,-0.027584-0.018936i,-0.03296+0.0074647i,-0.012219+0.020284i,0.014497-0.0064884i,0.013567-0.050309i,-0.01115-0.066194i,-0.026819-0.043661i,-0.025471-0.018384i,-0.029611-0.010956i,-0.037916-0.002788i
-0.173-0.12532i,-0.38713-0.28503i,-0.53196-0.36967i,-0.42643-0.23002i,-0.14663-0.0096386i,0.05919+0.075521i,0.094694+0.07504i,0.069927+0.076872i,0.058769+0.084815i,0.054845+0.0806i,0.04391+0.055452i,0.022461+0.028919i,0.0084898+0.021498i,0.016998+0.019918i,0.030116+0.0043143i,0.014268-0.0093391i,-0.025119+0.009358i,-0.047227+0.055691i,-0.030478+0.083714i,0.0031639+0.062955i,0.018779+0.022431i,0.017337+0.0050762i,0.018663+0.0066659i
0.18889+0.087245i,0.41981+0.20873i,0.5739+0.28441i,0.46352+0.18065i,0.19349-0.012775i,0.0065417-0.11632i,-0.035892-0.12885i,-0.016318-0.11194i,0.00516-0.1032i,0.0069402-0.094679i,-0.0011326-0.067223i,-0.002927-0.040548i,-0.0072817-0.030266i,-0.022425-0.025341i,-0.035491-0.014177i,-0.018543+0.0027806i,0.029086+0.0058783i,0.070402-0.017538i,0.070585-0.044751i,0.033392-0.043211i,0.0021919-0.014596i,-0.0013935+0.0045836i,0.0016979+0.0014175i
-0.18768-0.05016i,-0.4267-0.12623i,-0.58973-0.16847i,-0.48524-0.072202i,-0.23899+0.086898i,-0.092697+0.15769i,-0.056883+0.13716i,-0.06266+0.077848i,-0.085948+0.034563i,-0.092876+0.026062i,-0.074013+0.029081i,-0.048182+0.034269i,-0.021348+0.040283i,0.0049529+0.040075i,0.021613+0.02839i,0.010214-0.0030348i,-0.032113-0.037711i,-0.076356-0.045278i,-0.083723-0.023736i,-0.047294-0.0012413i,-0.0052676-0.0016745i,0.0084636-0.010898i,0.0041141-0.0092033i
0.19051+0.011267i,0.4365+0.04887i,0.61942+0.068381i,0.53785+0.0049947i,0.31086-0.082436i,0.17653-0.10688i,0.12152-0.081122i,0.093962-0.024816i,0.107+0.019061i,0.1178+0.018896i,0.098713+0.0048236i,0.07045-0.0057584i,0.044743-0.016437i,0.019362-0.024045i,-0.0005512-0.018824i,-0.0018063+0.01465i,0.020054+0.063907i,0.051148+0.086112i,0.060832+0.061723i,0.033422+0.018562i,-0.0039145-0.0029437i,-0.015962+0.0012047i,-0.0076504+0.0060237i
-0.18061+0.0098731i,-0.42403+0.008291i,-0.60613+0.0041837i,-0.52292+0.023827i,-0.30671+0.031448i,-0.19311+0.016199i,-0.1382+0.013952i,-0.086266-0.0014068i,-0.081709-0.026642i,-0.091241-0.024037i,-0.072237-0.013646i,-0.047254-0.010728i,-0.032348-0.0062509i,-0.021868+0.00049757i,-0.0097815+0.00091234i,0.0044926-0.020814i,0.012149-0.061305i,0.0051547-0.0848i,-0.0051149-0.065889i,-0.00076113-0.022833i,0.014548+0.002153i,0.020023-0.0046512i,0.010265-0.014201i
0.17265-0.052296i,0.40325-0.0901i,0.56661-0.11625i,0.46075-0.10333i,0.23317-0.027927i,0.1201+0.048929i,0.07651+0.054133i,0.033351+0.043321i,0.025821+0.056846i,0.038203+0.048804i,0.02945+0.025136i,0.018298+0.015154i,0.017224+0.013654i,0.015083+0.015685i,0.0064495+0.02016i,-0.014977+0.0301i,-0.043901+0.048281i,-0.062413+0.060266i,-0.057875+0.050305i,-0.037648+0.023403i,-0.024084+0.0053247i,-0.020906+0.010059i,-0.016375+0.019906i
-0.15295+0.077215i,-0.37106+0.14974i,-0.52623+0.19441i,-0.42145+0.15621i,-0.18982+0.039125i,-0.054032-0.060102i,0.0011534-0.064739i,0.048509-0.045782i,0.069418-0.061883i,0.048543-0.064055i,0.022696-0.037119i,0.0067056-0.017707i,-0.0014538-0.017693i,-0.00035273-0.023384i,0.008219-0.022996i,0.030808-0.01945i,0.063706-0.017945i,0.087861-0.014526i,0.083123-0.011904i,0.049048-0.013082i,0.01816-0.013373i,0.010504-0.014999i,0.01316-0.015264i
0.12821-0.088276i,0.32387-0.18729i,0.46195-0.24153i,0.34678-0.18358i,0.098857-0.046677i,-0.043264+0.052788i,-0.069707+0.044063i,-0.082146+0.0038374i,-0.090625+0.00397i,-0.06874+0.009436i,-0.04114-0.00066708i,-0.026603-0.0024846i,-0.022285+0.0076904i,-0.022474+0.0165i,-0.023601+0.014824i,-0.035391+0.0025819i,-0.057409-0.013557i,-0.06955-0.031467i,-0.060324-0.037008i,-0.033494-0.017775i,-0.0074325+0.0028255i,-0.00082421+0.01012i,-0.0048297+0.010373i
-0.10879+0.10735i,-0.27692+0.2334i,-0.39723+0.31761i,-0.28386+0.27409i,-0.035443+0.1469i,0.10118+0.042571i,0.096325+0.025814i,0.072302+0.048992i,0.062668+0.05046i,0.040852+0.042836i,0.023062+0.041434i,0.024944+0.029944i,0.034599+0.0078131i,0.037777-0.0088815i,0.031209-0.0097601i,0.028181+0.00762i,0.033173+0.036758i,0.029637+0.064734i,0.017826+0.071422i,0.0098721+0.044989i,0.0032545+0.013014i,0.0022306+0.00053535i,0.0053201-0.0018925i
0.090162-0.12196i,0.23164-0.26462i,0.34268-0.36481i,0.25214-0.32671i,0.027538-0.20795i,-0.10198-0.11431i,-0.090619-0.085778i,-0.04744-0.090407i,-0.022955-0.093267i,-0.0057902-0.084197i,0.0020015-0.068174i,-0.013171-0.045269i,-0.038478-0.017625i,-0.048082+0.0047804i,-0.035935+0.011379i,-0.018384-0.0068152i,-0.0042682-0.040372i,0.01276-0.068181i,0.020909-0.073233i,0.0091826-0.050559i,-0.0022252-0.018356i,-0.0035085-0.00053552i,-0.0034337+0.0025882i
-0.055328+0.12739i,-0.16948+0.28013i,-0.26455+0.3876i,-0.20149+0.35252i,-0.030944+0.24573i,0.062517+0.16565i,0.046302+0.12324i,0.00023096+0.10646i,-0.02853+0.10831i,-0.038355+0.097599i,-0.036101+0.07389i,-0.0089971+0.056366i,0.031898+0.035891i,0.048347+0.0099973i,0.031593-0.0031611i,0.0041918+0.0071345i,-0.0218+0.026665i,-0.044668+0.036966i,-0.047285+0.03323i,-0.023477+0.017876i,0.0014106-0.0032049i,0.0082356-0.016926i,0.007022-0.017109i
0.030007-0.13221i,0.1157-0.29065i,0.19707-0.40456i,0.16622-0.37007i,0.056463-0.26185i,-0.005249-0.17591i,0.0033388-0.11111i,0.046502-0.068429i,0.079911-0.064124i,0.080295-0.061326i,0.065821-0.046714i,0.036306-0.047138i,-0.0070855-0.046725i,-0.031271-0.022732i,-0.020161+0.00079387i,0.005324+0.0016826i,0.026827-0.0025304i,0.043769+0.0048118i,0.045677+0.01312i,0.024447+0.01294i,-0.0022654+0.012468i,-0.014639+0.015047i,-0.016714+0.013813i
-0.0070831+0.11971i,-0.067694+0.27763i,-0.1465+0.38993i,-0.16014+0.3485i,-0.11551+0.23399i,-0.076637+0.14935i,-0.053275+0.081337i,-0.057793+0.021988i,-0.077186+0.0013462i,-0.074917+0.0018777i,-0.05773+0.0020908i,-0.04073+0.023306i,-0.011219+0.045068i,0.017922+0.029241i,0.019031+9.4617e-05i,0.001784-0.0096443i,-0.010827-0.011845i,-0.016282-0.026953i,-0.017522-0.03803i,-0.011757-0.028361i,-0.0015317-0.013333i,0.0060328-0.0062612i,0.0098432-0.0009457i
-0.012219-0.11159i,0.019604-0.26093i,0.085634-0.36182i,0.12147-0.3026i,0.11225-0.16766i,0.095136-0.075087i,0.066106-0.023269i,0.048559+0.019095i,0.059672+0.039194i,0.056369+0.027386i,0.032317+0.0072507i,0.023765-0.018798i,0.010847-0.043794i,-0.018275-0.03182i,-0.027266+0.0039545i,-0.012987+0.020838i,-0.0052073+0.021606i,-0.0097479+0.031737i,-0.011961+0.040044i,-0.0054303+0.028242i,0.00041923+0.0097054i,-0.0013619+0.00015338i,-0.0043134-0.0032932i
0.024858+0.10358i,0.017934+0.24627i,-0.03474+0.34172i,-0.087207+0.27719i,-0.10082+0.13134i,-0.091479+0.023412i,-0.056777-0.021165i,-0.024245-0.042961i,-0.02581-0.058921i,-0.029467-0.038979i,-0.017894-0.0010743i,-0.017691+0.02723i,-0.012488+0.044924i,0.016191+0.031241i,0.031425-0.0048237i,0.020829-0.022671i,0.017167-0.019107i,0.03231-0.017657i,0.040136-0.023576i,0.022148-0.022057i,0.00061096-0.0095566i,-0.0024828+0.0016222i,0.002007+0.0065293i
-0.039893-0.090463i,-0.053737-0.21579i,-0.011878-0.29694i,0.046143-0.22177i,0.065728-0.061079i,0.059235+0.04321i,0.026856+0.04971i,-0.010574+0.039226i,-0.012438+0.046228i,0.0041719+0.020809i,0.012151-0.015045i,0.023198-0.028419i,0.021714-0.033744i,-0.0089661-0.023761i,-0.031321+0.0029806i,-0.02416+0.015022i,-0.020637+0.0019441i,-0.03835-0.014149i,-0.049806-0.012787i,-0.031778+0.00097505i,-0.0052844+0.0076969i,0.006404+0.0046982i,0.0072841-0.00015i
0.059929+0.07453i,0.091987+0.18086i,0.064474+0.25249i,0.011991+0.18345i,-0.00021661+0.019926i,-0.009663-0.076658i,-0.0081972-0.047555i,0.02728-0.0097278i,0.038353-0.015104i,0.011121+0.00019909i,-0.010832+0.024079i,-0.024559+0.021835i,-0.022388+0.018247i,0.0075735+0.01688i,0.031564+0.0038037i,0.025309-0.00019097i,0.016477+0.021104i,0.026083+0.048713i,0.037986+0.050144i,0.030813+0.020702i,0.01108-0.0073081i,-0.0016297-0.015663i,-0.0092693-0.012624i
-0.06095-0.056231i,-0.10511-0.14331i,-0.088228-0.2176i,-0.052115-0.17347i,-0.067356-0.020171i,-0.054719+0.084527i,-0.012929+0.051431i,-0.02428-0.0088423i,-0.035592-0.010723i,-0.00076496-0.014962i,0.026067-0.030881i,0.029724-0.019662i,0.020578-0.0095939i,-0.0087663-0.01361i,-0.032757-0.0070467i,-0.0238-0.0026599i,-0.0021685-0.023642i,0.0046609-0.054766i,-0.0063514-0.059513i,-0.018174-0.028122i,-0.015129+0.0052565i,-0.0063567+0.015921i,0.00084161+0.014973i
0.067763+0.039152i,0.11819+0.10374i,0.1074+0.17315i,0.076864+0.1565i,0.10048+0.03552i,0.088531-0.063875i,0.02029-0.044445i,0.0065452+0.019225i,0.020403+0.022139i,-0.01455+0.0072395i,-0.049314+0.01146i,-0.046047+0.0043548i,-0.0257+0.0014139i,0.0051107+0.010439i,0.025782+0.0053351i,0.012564-0.0046987i,-0.019996+0.007735i,-0.04231+0.034005i,-0.033757+0.04184i,-0.0068003+0.018792i,0.0074422-0.0097091i,0.0078462-0.019024i,0.0048606-0.019163i
-0.072991-0.024735i,-0.1249-0.067934i,-0.12382-0.13286i,-0.10309-0.14246i,-0.12579-0.05299i,-0.11269+0.039019i,-0.025901+0.036387i,0.019374-0.018341i,0.0099556-0.024594i,0.032841+0.0025616i,0.060446+0.014538i,0.0524+0.020474i,0.028129+0.015349i,-0.0021833+0.0029028i,-0.019935+0.0077555i,-0.0049209+0.020455i,0.032623+0.017611i,0.062738+0.00023775i,0.058364-0.011855i,0.025573-0.0071142i,-0.0030037+0.0069081i,-0.014525+0.017723i,-0.01596+0.024971i
0.071381+0.0011324i,0.11847+0.026237i,0.1109+0.088322i,0.081805+0.13743i,0.10358+0.099668i,0.10099+0.014382i,0.015674-0.016394i,-0.033238+0.011339i,-0.018674+0.012332i,-0.029455-0.020353i,-0.048978-0.037707i,-0.039497-0.035317i,-0.015889-0.019082i,0.011851-0.0043773i,0.027778-0.011161i,0.014174-0.02875i,-0.022252-0.03641i,-0.054397-0.029714i,-0.054265-0.014018i,-0.024946-0.00099799i,0.0057885+0.0009199i,0.023771-0.0043984i,0.031548-0.013194i
-0.06479+0.014893i,-0.10772+0.0063655i,-0.089858-0.044612i,-0.042468-0.11758i,-0.063965-0.13136i,-0.0809-0.051856i,-0.0086184+0.011696i,0.034867-0.0021467i,0.014383-0.0031483i,0.011655+0.031657i,0.019999+0.049954i,0.013675+0.042909i,0.00096009+0.020057i,-0.021129+0.00092692i,-0.040071+0.0083122i,-0.031649+0.033729i,-0.00020175+0.055014i,0.027232+0.058883i,0.030339+0.03868i,0.010976+0.0084773i,-0.0098504-0.0092676i,-0.022536-0.013938i,-0.032118-0.010966i
0.056876-0.029729i,0.093533-0.038815i,0.061499-0.00073129i,-0.011024+0.095879i,-0.002636+0.15906i,0.034384+0.090432i,-0.0088585+0.0010347i,-0.036028+0.004202i,-0.00042826+0.0030782i,0.015506-0.036682i,0.011747-0.052665i,0.012794-0.043284i,0.013637-0.01978i,0.029412+0.0011192i,0.053792-0.0066717i,0.055628-0.037045i,0.034907-0.066227i,0.012417-0.077422i,-0.00096648-0.058916i,-0.00069791-0.023264i,0.0074617+0.003896i,0.015553+0.01818i,0.023442+0.02243i
-0.044419+0.043904i,-0.071505+0.071152i,-0.018812+0.045199i,0.079335-0.06202i,0.082795-0.14858i,0.026957-0.09957i,0.035582-0.013606i,0.048201-0.013355i,0.0043808-0.018486i,-0.026985+0.015905i,-0.031741+0.032959i,-0.030821+0.032043i,-0.025052+0.017132i,-0.039493-0.0047939i,-0.069601-0.0017098i,-0.079616+0.025536i,-0.067216+0.053204i,-0.048643+0.065335i,-0.026849+0.051388i,-0.0097228+0.020208i,-0.0050994-0.0047761i,-0.0087132-0.019683i,-0.016176-0.026472i
0.039318-0.049045i,0.058062-0.096226i,-0.010717-0.090442i,-0.13528+0.013249i,-0.15876+0.11122i,-0.10042+0.087726i,-0.083671+0.023086i,-0.072535+0.02368i,-0.014948+0.034253i,0.029338+0.0069501i,0.037244-0.012889i,0.03592-0.016837i,0.030251-0.0060577i,0.041085+0.017599i,0.072617+0.022404i,0.09013+0.0020432i,0.085181-0.020809i,0.069242-0.03104i,0.041684-0.022735i,0.013507-0.0045961i,-0.0005363+0.0085878i,-0.0040361+0.01757i,-0.00085391+0.024782i
-0.032501+0.055773i,-0.040509+0.12342i,0.039718+0.14199i,0.18029+0.054883i,0.22104-0.043093i,0.16031-0.0387i,0.12771+0.0038008i,0.108-0.012488i,0.047134-0.040085i,-0.0059879-0.026648i,-0.022955-0.0060405i,-0.028616+0.0040876i,-0.027372-0.0024163i,-0.035112-0.028002i,-0.065481-0.041467i,-0.090412-0.028222i,-0.093937-0.0095742i,-0.079477-0.0026716i,-0.047375-0.0048555i,-0.014671-0.0089031i,0.0030286-0.01062i,0.011773-0.012165i,0.015326-0.01708i
0.02245-0.068585i,0.018209-0.15209i,-0.071927-0.19598i,-0.22428-0.13139i,-0.285-0.03277i,-0.22017-0.014657i,-0.16649-0.03992i,-0.14161-0.014755i,-0.079432+0.023773i,-0.020009+0.022609i,0.002895+0.01004i,0.01672+0.005469i,0.02227+0.011396i,0.025134+0.035894i,0.049028+0.058722i,0.07766+0.056376i,0.084931+0.043428i,0.068929+0.034778i,0.036802+0.023943i,0.0084331+0.013823i,-0.0041407+0.0090876i,-0.01093+0.0077598i,-0.017199+0.0088399i
-0.0095509+0.071818i,0.0031269+0.17014i,0.093828+0.24182i,0.24124+0.21219i,0.30628+0.13245i,0.2453+0.09786i,0.18675+0.096194i,0.16336+0.062059i,0.10708+0.013521i,0.04654-0.0045813i,0.016165-0.0071877i,-0.0054188-0.010714i,-0.013029-0.016572i,-0.010105-0.040637i,-0.026509-0.07039i,-0.05109-0.075951i,-0.053854-0.067512i,-0.034078-0.057217i,-0.006449-0.038256i,0.010718-0.02026i,0.011753-0.011075i,0.010402-0.0042307i,0.012352+0.0011097i
0.0035507-0.072767i,-0.019321-0.18193i,-0.10714-0.27855i,-0.23991-0.27924i,-0.29406-0.21542i,-0.24051-0.17461i,-0.18863-0.15698i,-0.15907-0.11538i,-0.10543-0.058417i,-0.049566-0.024386i,-0.018917-0.0076731i,0.0020507+0.0080013i,0.0070892+0.021603i,-0.0022763+0.044686i,0.005568+0.074454i,0.024437+0.086514i,0.024329+0.080407i,0.0043447+0.063358i,-0.017191+0.034793i,-0.024447+0.013156i,-0.016937+0.0052444i,-0.0072304-0.0014641i,-0.0038228-0.0084702i
0.0044381+0.082381i,0.036294+0.19974i,0.11929+0.31564i,0.22724+0.33986i,0.2543+0.28885i,0.1965+0.24651i,0.151+0.21825i,0.12275+0.16739i,0.080265+0.10033i,0.035411+0.048636i,0.0057882+0.020566i,-0.0088713-0.0022415i,-0.0054463-0.020153i,0.0088933-0.03761i,0.0090107-0.063139i,-0.0022168-0.079492i,0.00085453-0.076689i,0.017651-0.056019i,0.02897-0.024698i,0.026242-0.0070684i,0.015033-0.0065288i,0.0029211-0.0030524i,-0.0043783+0.0055911i
-0.015895-0.081946i,-0.051728-0.20274i,-0.12588-0.32781i,-0.20158-0.36776i,-0.201-0.33141i,-0.1423-0.28516i,-0.097257-0.24324i,-0.063929-0.19201i,-0.028733-0.12674i,-0.00055968-0.06973i,0.01406-0.037367i,0.014709-0.011544i,0.0040409+0.010298i,-0.012617+0.023944i,-0.021+0.042528i,-0.019677+0.060439i,-0.026026+0.05883i,-0.038601+0.033781i,-0.039676+0.0023171i,-0.029055-0.0085323i,-0.016443+0.00021511i,-0.0029625+0.0051289i,0.0085817+0.00072106i
0.025537+0.078307i,0.065857+0.20123i,0.12491+0.32858i,0.15858+0.37593i,0.12429+0.35752i,0.070754+0.30982i,0.039071+0.24636i,0.0054076+0.18574i,-0.018816+0.12303i,-0.023269+0.068092i,-0.021705+0.035588i,-0.013174+0.011636i,0.00068425-0.0046827i,0.017597-0.011253i,0.031928-0.023805i,0.037693-0.038015i,0.043228-0.032818i,0.046845-0.0052022i,0.038485+0.0224i,0.027181+0.025771i,0.019265+0.0092886i,0.0068605-0.0040238i,-0.0081573-0.0071701i
-0.032316-0.078364i,-0.078109-0.19759i,-0.12682-0.31923i,-0.12312-0.36283i,-0.057203-0.34363i,-0.0086933-0.29456i,0.0052136-0.22275i,0.034021-0.14964i,0.051925-0.09185i,0.038985-0.049606i,0.021364-0.019086i,0.0078177+0.0019705i,-0.0049247+0.0098184i,-0.019734+0.0083738i,-0.034304+0.013517i,-0.043255+0.022337i,-0.048207+0.015335i,-0.043255-0.010113i,-0.026-0.03206i,-0.015185-0.031432i,-0.015461-0.013851i,-0.010621+0.0039965i,0.0012479+0.013543i
0.04015+0.067195i,0.091116+0.18164i,0.12421+0.29419i,0.08461+0.3315i,-0.00425+0.31039i,-0.04917+0.26493i,-0.041159+0.19507i,-0.046051+0.10952i,-0.054721+0.044727i,-0.040351+0.0098393i,-0.02128-0.010863i,-0.009151-0.018548i,0.0016388-0.011385i,0.01488-0.0010786i,0.028999-0.0011604i,0.040847-0.0041349i,0.044817+0.0054045i,0.032828+0.024148i,0.011475+0.035007i,0.0040108+0.029398i,0.01143+0.012666i,0.015-0.0051681i,0.0088129-0.01606i
-0.042278-0.065401i,-0.097947-0.17089i,-0.12295-0.27016i,-0.061321-0.29007i,0.038721-0.25436i,0.077798-0.21257i,0.054341-0.15549i,0.038428-0.075183i,0.038457-0.01138i,0.028545+0.015607i,0.017169+0.024989i,0.013041+0.02427i,0.0070618+0.011737i,-0.0045374-0.00094678i,-0.017187-0.005725i,-0.029051-0.010522i,-0.032357-0.021185i,-0.015616-0.032941i,0.0072254-0.036774i,0.0099548-0.029646i,-0.0035396-0.015689i,-0.014091+8.3287e-05i,-0.014445+0.012532i
0.04814+0.062843i,0.10957+0.15728i,0.13299+0.2409i,0.056396+0.24129i,-0.058746+0.19165i,-0.09558+0.1604i,-0.053604+0.1262i,-0.019419+0.062341i,-0.0084323+0.0054903i,-0.0014017-0.017893i,-0.0037441-0.022661i,-0.010915-0.021722i,-0.011375-0.011172i,-0.0035162+0.0030343i,0.0086511+0.014006i,0.021095+0.024654i,0.022935+0.033712i,0.0032567+0.034696i,-0.020343+0.028068i,-0.021172+0.021458i,-0.0036013+0.016027i,0.012569+0.0062528i,0.019223-0.0048986i
-0.056005-0.054726i,-0.12337-0.13475i,-0.1507-0.19872i,-0.069249-0.17656i,0.054606-0.11288i,0.090999-0.10185i,0.041947-0.10539i,0.0006275-0.067781i,-0.015661-0.02337i,-0.019606-0.0021838i,-0.012372+0.0064994i,-0.00037797+0.015518i,0.0089462+0.014566i,0.0084057-0.00053221i,0.00014769-0.01676i,-0.0097999-0.030882i,-0.011719-0.038337i,0.0029896-0.031746i,0.02021-0.018071i,0.020699-0.010886i,0.0060419-0.011117i,-0.011075-0.0091619i,-0.020241-0.0036573i
0.05472+0.044368i,0.12764+0.11234i,0.16155+0.16048i,0.083511+0.12267i,-0.04049+0.056256i,-0.083195+0.065631i,-0.044501+0.10328i,0.00065067+0.093685i,0.027922+0.057581i,0.034441+0.027959i,0.024588+0.0066167i,0.0096224-0.013398i,-0.006039-0.01769i,-0.012048-0.00069678i,-0.007858+0.020663i,-0.00255+0.037549i,-0.0027696+0.041719i,-0.012605+0.027587i,-0.022942+0.009072i,-0.021798+0.0030507i,-0.0090591+0.0077778i,0.0075395+0.013022i,0.017999+0.013075i
-0.061254-0.037332i,-0.13872-0.091321i,-0.18247-0.1197i,-0.11528-0.066218i,0.0047548-0.00083494i,0.060859-0.023346i,0.053454-0.086654i,0.025907-0.11182i,-0.0063613-0.090584i,-0.023711-0.05146i,-0.022383-0.015532i,-0.011594+0.015759i,0.0049708+0.025666i,0.014536+0.007411i,0.014527-0.016608i,0.01417-0.035027i,0.014868-0.038992i,0.018865-0.020183i,0.024369+0.0020982i,0.023264+0.0058319i,0.012291-0.0035452i,-0.002782-0.0129i,-0.011887-0.01622i
0.060344+0.028296i,0.14351+0.070543i,0.19741+0.086126i,0.14177+0.027948i,0.027837-0.028806i,-0.039254+0.0023226i,-0.066242+0.069991i,-0.069455+0.11138i,-0.034525+0.1046i,0.00030482+0.060948i,0.011565+0.014353i,0.011789-0.021499i,0.00098124-0.033901i,-0.011999-0.016396i,-0.018183+0.010565i,-0.022804+0.031912i,-0.023804+0.036636i,-0.019569+0.017414i,-0.016391-0.0054705i,-0.015478-0.010257i,-0.010484+0.00017918i,-0.0014923+0.012974i,0.0037928+0.017975i
-0.062334-0.022168i,-0.15018-0.05294i,-0.21605-0.055039i,-0.17636+0.0067787i,-0.071887+0.055481i,0.0074417+0.02011i,0.069787-0.040107i,0.11218-0.079143i,0.087399-0.087629i,0.033259-0.056548i,0.0018942-0.010359i,-0.01192+0.026387i,-0.0073007+0.040732i,0.0098414+0.027213i,0.024332+0.00081635i,0.034688-0.021543i,0.034598-0.028354i,0.023661-0.012684i,0.016114+0.0057646i,0.014431+0.0071866i,0.010969-0.0019301i,0.0061178-0.011828i,0.0041193-0.01648i
0.064711+0.011229i,0.1565+0.032386i,0.23095+0.026169i,0.20065-0.029194i,0.10425-0.061695i,0.015458-0.025717i,-0.06922+0.012034i,-0.13172+0.027393i,-0.11686+0.041124i,-0.054778+0.0313i,-0.0097594-0.00050776i,0.012854-0.027829i,0.011399-0.039292i,-0.0091312-0.029168i,-0.029115-0.0066659i,-0.041496+0.012608i,-0.039519+0.01673i,-0.024383+0.0024774i,-0.013353-0.013946i,-0.011834-0.014834i,-0.011579-0.0034018i,-0.0089565+0.0078381i,-0.0084026+0.011092i
-0.062153-0.0081596i,-0.15813-0.021834i,-0.24251-0.012293i,-0.2285+0.0355i,-0.1428+0.057577i,-0.049288+0.03095i,0.048513+0.023927i,0.12287+0.033768i,0.12229+0.017004i,0.062957+0.00035988i,0.0055096+0.0081393i,-0.024769+0.025033i,-0.024154+0.037094i,0.00061923+0.032875i,0.028466+0.014308i,0.045667-0.0029357i,0.043085-0.0074898i,0.022549+0.0015386i,0.0072708+0.013664i,0.0069553+0.015745i,0.01111+0.0059678i,0.013257-0.0057116i,0.012588-0.0086027i
0.063947-0.0029324i,0.16118+0.0017954i,0.24946-0.010759i,0.24101-0.042224i,0.15698-0.043766i,0.06549-0.019314i,-0.020856-0.041125i,-0.085265-0.077681i,-0.089446-0.065863i,-0.041902-0.031449i,0.010153-0.014126i,0.040213-0.016891i,0.039826-0.027949i,0.01268-0.03054i,-0.018826-0.019074i,-0.038812-0.0071345i,-0.040043-0.0046263i,-0.022685-0.0090925i,-0.0068364-0.015014i,-0.0058667-0.015242i,-0.01139-0.0075541i,-0.015774+0.0016077i,-0.014763+0.0042943i
-0.058285+0.0061466i,-0.15619+0.0082291i,-0.25075+0.020626i,-0.25132+0.041615i,-0.17111+0.033877i,-0.085661+0.010911i,-0.020488+0.044586i,0.027515+0.099366i,0.036743+0.094018i,0.0057223+0.045481i,-0.034047+0.011016i,-0.057204+0.0072562i,-0.052019+0.019518i,-0.024226+0.028114i,0.0082408+0.025578i,0.029761+0.019771i,0.031831+0.016377i,0.015669+0.01568i,0.00276+0.019319i,0.0052769+0.019361i,0.012211+0.011257i,0.01528+0.0033107i,0.012051+0.0010275i
0.060777-0.0071751i,0.15799-0.015247i,0.25509-0.02801i,0.25669-0.037186i,0.17302-0.017048i,0.089675+0.011464i,0.047298-0.019628i,0.03064-0.080861i,0.025809-0.087123i,0.034649-0.042338i,0.052374-0.0038218i,0.063255+0.0036623i,0.055277-0.0089849i,0.030543-0.022678i,2.8931e-05-0.027755i,-0.021632-0.025259i,-0.023861-0.02i,-0.0087042-0.014577i,0.0038988-0.015498i,0.0010671-0.019341i,-0.0090766-0.015873i,-0.014282-0.0078383i,-0.011428-0.0031377i
