-0.00017557+0.0001487i,-0.00032494-0.0010562i,-0.0015723-0.0021074i,-0.002876-0.0023702i,-0.0034692-0.00046572i,-0.0024476+0.00085932i,-0.00052855+0.00044239i,0.00019295+0.0010342i,0.0012187+0.0011841i,0.0019411+0.00010579i,0.00081621-0.0006252i,-2.0372e-05-0.00090299i,-0.00053062-0.00053268i,-0.00059712-0.00021753i,-0.00023741+0.00049625i,-0.00031728+0.0013819i,-0.00034593+0.00012578i,-0.00030565-0.00038601i,-0.00039812+6.396e-05i,-1.367e-05-0.0005213i,0.00030402-0.00046868i,-3.5465e-05+0.00019398i,-0.00027384+0.00071269i
0.039876-0.17156i,0.023425-0.22223i,0.053625-0.14091i,0.15501-0.053592i,0.20274-0.059447i,0.12648-0.072827i,0.044855-0.039557i,0.025701-0.010756i,0.016109-0.0065913i,-0.0046646-0.0013124i,-0.017764+0.01131i,-0.016168+0.017589i,-0.010308+0.015852i,-0.0088608+0.011626i,-0.012626+0.0035698i,-0.019244-0.00018455i,-0.020686+0.0038534i,-0.017105+0.0093474i,-0.0102+0.012279i,-0.0039351+0.0092718i,-0.0028729+0.0020519i,-0.0050557-0.0071386i,-0.0091584-0.01392i
-0.17581+0.047006i,-0.2061+0.081104i,-0.16188+0.013511i,-0.157-0.11172i,-0.18967-0.13318i,-0.14503-0.055134i,-0.057804-0.010416i,-0.018291-0.013432i,-0.0072235-0.010496i,0.0070052-0.001209i,0.019149+0.00087263i,0.022426-0.0016958i,0.019175-0.0046557i,0.013526-0.0029552i,0.0099091+0.0070408i,0.012667+0.018003i,0.017944+0.020128i,0.02013+0.012441i,0.016342+0.0021559i,0.0083011+0.00041729i,0.0042179+0.0056627i,0.0035921+0.012178i,0.0032724+0.016632i
0.11435+0.11988i,0.17214+0.15088i,0.1215+0.15517i,0.020787+0.20494i,0.0054941+0.23285i,0.037439+0.15623i,0.030953+0.065288i,0.0097062+0.03148i,0.0048257+0.017082i,0.0047099-0.0051442i,-0.002994-0.02055i,-0.010107-0.018258i,-0.0086361-0.01007i,-0.0025879-0.0082015i,0.0042462-0.012644i,0.0068843-0.01892i,0.0036117-0.022565i,-0.0026337-0.01913i,-0.0058742-0.01078i,-0.0033462-0.0053441i,0.00061829-0.0043222i,0.0051304-0.0042077i,0.0095562-0.0052364i
0.054318-0.15418i,0.061681-0.21939i,0.098923-0.1934i,0.18889-0.15764i,0.20275-0.16496i,0.10757-0.13231i,0.029928-0.056351i,0.012388-0.012957i,0.00060621-0.0040726i,-0.018473+0.0046896i,-0.026238+0.017648i,-0.020702+0.024845i,-0.01004+0.02202i,-0.0063381+0.012782i,-0.013126+0.0049506i,-0.021661+0.0042995i,-0.025778+0.0080691i,-0.023149+0.011754i,-0.014187+0.012252i,-0.0080445+0.0088567i,-0.006982+0.0035486i,-0.0076895-0.0031051i,-0.010213-0.01047i
-0.15822+0.024199i,-0.20919+0.06121i,-0.21811+0.031619i,-0.24167-0.044592i,-0.24537-0.057875i,-0.16943-0.0085802i,-0.069044+0.0093758i,-0.019751-0.0066491i,-0.0038866-0.0093372i,0.0093136-0.00013749i,0.019509+0.0020881i,0.020865-0.0033494i,0.012486-0.0079604i,0.0069235-0.0028272i,0.0086171+0.0098505i,0.013079+0.019805i,0.018831+0.021982i,0.021143+0.014231i,0.017273+0.0030549i,0.01136-0.00079923i,0.0085068+0.0038781i,0.0083494+0.010969i,0.0069679+0.016293i
0.11264+0.099603i,0.1579+0.13156i,0.15086+0.15309i,0.10581+0.19584i,0.082399+0.20924i,0.081158+0.13405i,0.052963+0.049851i,0.020632+0.021136i,0.012773+0.0089129i,0.0086334-0.01062i,-0.0024956-0.021543i,-0.0094379-0.01666i,-0.0055981-0.0075521i,0.0011663-0.0077353i,0.0052746-0.015355i,0.007773-0.02333i,0.006043-0.027242i,0.0011812-0.022815i,-0.0025914-0.01292i,-0.003171-0.005214i,-0.0010802-0.0038925i,0.0017634-0.0055566i,0.0059747-0.0063301i
0.06149-0.11668i,0.064157-0.1922i,0.072538-0.21669i,0.11566-0.22272i,0.12961-0.22323i,0.061584-0.16269i,0.0059405-0.066314i,0.0032754-0.013284i,-0.00026555-0.00033243i,-0.011494+0.010275i,-0.015609+0.0213i,-0.010807+0.026826i,-0.0031406+0.022385i,-0.0066341+0.012424i,-0.019202+0.0061248i,-0.028751+0.0050273i,-0.031247+0.0076315i,-0.027549+0.011705i,-0.017462+0.012933i,-0.0077953+0.0099342i,-0.0048932+0.0063979i,-0.0041509+0.0014123i,-0.0063542-0.006983i
-0.13549+0.01093i,-0.18075+0.077332i,-0.19285+0.095615i,-0.2116+0.063873i,-0.21543+0.047372i,-0.14433+0.053299i,-0.053927+0.034414i,-0.016184+0.0018459i,-0.0073174-0.0091069i,0.0037402-0.0069615i,0.012853-0.0080846i,0.011575-0.010381i,0.002519-0.0074832i,-0.00053074+0.00031387i,0.003991+0.0093852i,0.0098542+0.01826i,0.016793+0.021629i,0.021624+0.014141i,0.018328+0.0016438i,0.010255-0.0053233i,0.006122-0.002812i,0.0053498+0.0056758i,0.0050852+0.014549i
0.096588+0.096695i,0.16382+0.099583i,0.18116+0.094997i,0.16324+0.11841i,0.14283+0.12907i,0.10907+0.077411i,0.058052+0.020019i,0.022812+0.0047751i,0.010802+0.00031404i,9.6593e-05-0.01094i,-0.015789-0.016336i,-0.023184-0.011351i,-0.01435-0.0056087i,-0.0015261-0.0087652i,0.006051-0.017869i,0.0099523-0.025851i,0.0084913-0.029619i,0.0010472-0.024676i,-0.0053476-0.01055i,-0.0052346-0.00013933i,-0.0037843-0.00040365i,-0.0036526-0.004465i,0.00029521-0.0072741i
0.015989-0.085874i,-0.016378-0.16069i,-0.040558-0.2052i,-0.025329-0.22988i,0.0018289-0.21845i,-0.0084869-0.14452i,-0.019484-0.052801i,-0.0066217-0.0042555i,0.001195+0.0068093i,8.9924e-05+0.014703i,0.00095872+0.024795i,0.0048963+0.025176i,0.0041368+0.01425i,-0.0050883+0.0049714i,-0.016341+0.002972i,-0.024476+0.0033726i,-0.028623+0.0071458i,-0.025483+0.013662i,-0.013389+0.016453i,-0.0024144+0.014638i,0.0012249+0.012178i,0.0018657+0.0071935i,-0.0016557-0.0018157i
-0.056836+0.024966i,-0.097072+0.098469i,-0.093253+0.15707i,-0.091036+0.15727i,-0.1073+0.12088i,-0.074975+0.086205i,-0.018981+0.048404i,-0.00016482+0.010269i,-0.001579-0.0065609i,0.0050405-0.01266i,0.012942-0.020639i,0.0095731-0.020548i,0.0028184-0.0090003i,0.0038681-0.0010441i,0.0063579+0.0039952i,0.0075709+0.013069i,0.013761+0.018918i,0.020522+0.012219i,0.016632-0.0039034i,0.0069468-0.012152i,0.0040235-0.0073538i,0.0053381+0.0014277i,0.0058076+0.0095338i
0.046468+0.07111i,0.13937+0.061737i,0.18711+0.011557i,0.17695-0.0085959i,0.1466+0.015019i,0.09717+0.011302i,0.045483-0.012588i,0.015245-0.010622i,0.0030613-0.002975i,-0.0077973-0.0057043i,-0.022042-0.0083576i,-0.024114-0.0025734i,-0.0079521-0.0022492i,0.0061277-0.014105i,0.0096749-0.024096i,0.011603-0.027514i,0.0093932-0.031376i,-0.0016019-0.029688i,-0.011057-0.013004i,-0.010047+0.0021399i,-0.0078076-0.00082551i,-0.0082548-0.0072859i,-0.0035527-0.0080925i
-0.034358-0.08255i,-0.099161-0.13388i,-0.16254-0.15142i,-0.16992-0.14309i,-0.12345-0.13015i,-0.074742-0.075392i,-0.038242-0.0082745i,-0.0069214+0.011165i,0.007041+0.0087059i,0.0084578+0.014759i,0.010746+0.021352i,0.010566+0.014134i,0.00011504+0.0018037i,-0.010463+0.0035015i,-0.0139+0.010132i,-0.018242+0.0082833i,-0.024442+0.007481i,-0.021055+0.014158i,-0.0059182+0.016389i,0.0048353+0.011139i,0.0066459+0.0092599i,0.0072188+0.0076576i,0.002387+0.0010723i
0.008474+0.050932i,0.0044149+0.11662i,0.02877+0.18134i,0.052155+0.19006i,0.039151+0.14986i,0.030366+0.081868i,0.032291+0.025447i,0.021693+0.0017176i,0.00988-0.010545i,0.010024-0.019278i,0.011885-0.025737i,0.0037863-0.019843i,-0.0005442+0.00046475i,0.005733+0.010807i,0.007934+0.010626i,0.0059439+0.015732i,0.011119+0.02105i,0.019434+0.011085i,0.014991-0.0065822i,0.0031959-0.011097i,0.0014756-0.0051433i,0.0049445+0.0010834i,0.0030681+0.0069212i
0.023057-0.0061531i,0.09559-0.048361i,0.14812-0.11954i,0.14159-0.16761i,0.098553-0.15444i,0.034182-0.095961i,-0.0042014-0.048723i,-0.0096677-0.026593i,-0.010735-0.0081178i,-0.01484+0.00069762i,-0.022243+0.0034779i,-0.015727+0.011947i,0.0062426+0.0077727i,0.016008-0.010332i,0.013095-0.023743i,0.012042-0.030058i,0.0084078-0.034381i,-0.0046234-0.02807i,-0.015671-0.0078906i,-0.013197+0.0054647i,-0.010353+0.0014018i,-0.011651-0.0061782i,-0.0049088-0.0087003i
-0.040082-0.027428i,-0.12435-0.042819i,-0.20216-0.037412i,-0.23095-0.0080779i,-0.19585+0.025928i,-0.11172+0.048683i,-0.044918+0.054137i,-0.010915+0.041413i,0.0072421+0.02161i,0.011328+0.012997i,0.013389+0.014838i,0.013331+0.0082616i,-8.724e-05+0.0003643i,-0.012348+0.0059754i,-0.014975+0.01353i,-0.017421+0.012223i,-0.020679+0.010634i,-0.01368+0.013733i,0.0025053+0.012004i,0.010715+0.0060585i,0.011147+0.0048386i,0.010901+0.0053758i,0.0061618+0.0021319i
0.022523+0.060546i,0.059002+0.11795i,0.10122+0.16628i,0.14923+0.17761i,0.16492+0.12954i,0.12246+0.057188i,0.077009+0.017132i,0.048708+0.0010184i,0.021264-0.011017i,0.0059891-0.012433i,0.0019097-0.015457i,-0.0057036-0.014022i,-0.0068302+0.0029486i,0.0010028+0.015899i,0.0052092+0.016599i,0.0043381+0.018512i,0.010003+0.022577i,0.018623+0.012269i,0.014126-0.0069398i,0.0038425-0.012257i,0.002171-0.0063524i,0.0046164-0.0016042i,0.0035052+0.0016339i
0.023798-0.086273i,0.052245-0.1523i,0.063863-0.22651i,0.030871-0.27812i,-0.020772-0.24811i,-0.043171-0.15406i,-0.035197-0.079706i,-0.021972-0.043523i,-0.013943-0.015817i,-0.010762+0.00098374i,-0.013828+0.006277i,-0.010934+0.0097692i,0.001338+0.0024796i,0.0083955-0.013382i,0.0098645-0.02399i,0.012781-0.029373i,0.010002-0.033482i,-0.0040158-0.025067i,-0.01552-0.0028212i,-0.01486+0.0097649i,-0.013029+0.0044785i,-0.013995-0.0034486i,-0.0072078-0.006577i
-0.046037+0.037527i,-0.095093+0.062218i,-0.14573+0.10063i,-0.17012+0.14773i,-0.13989+0.15695i,-0.07798+0.11405i,-0.037431+0.067846i,-0.016954+0.042234i,4.0597e-05+0.019238i,0.0040481+0.0024355i,0.00092494+0.0014614i,-0.0009405+0.0025098i,-0.0092946+0.001952i,-0.019893+0.0065822i,-0.022763+0.010831i,-0.020969+0.0076031i,-0.019177+0.0062275i,-0.011718+0.0090511i,0.0027568+0.0083272i,0.010671+0.003986i,0.010475+0.0047985i,0.011332+0.0081683i,0.0085568+0.0070116i
0.033511+0.042121i,0.085634+0.067062i,0.15775+0.066457i,0.22037+0.040125i,0.21616+0.010451i,0.13706+0.0032209i,0.075406+0.018923i,0.055898+0.018316i,0.029495+0.0028788i,0.0057123+0.00039043i,-0.0023555-0.0011095i,-0.0082018+0.0008038i,-0.0066886+0.012144i,0.001653+0.016644i,0.0036133+0.015601i,0.001719+0.019948i,0.007167+0.022336i,0.014203+0.011289i,0.0097015-0.0052546i,0.00029425-0.0092379i,-0.00012995-0.004165i,0.003907-0.0020526i,0.003155-0.00063238i
0.0097858-0.10094i,-0.011664-0.1652i,-0.073883-0.21617i,-0.14685-0.23259i,-0.1681-0.19164i,-0.11172-0.11031i,-0.04532-0.05981i,-0.02195-0.041931i,-0.015277-0.019176i,-0.0072156-0.001437i,-0.0038977+0.0025435i,0.0010843-0.002682i,0.0076026-0.013801i,0.011448-0.021917i,0.016693-0.024042i,0.020324-0.026506i,0.011296-0.027463i,-0.0048894-0.018099i,-0.013928+0.00050973i,-0.012376+0.011714i,-0.0093873+0.0073383i,-0.010342+0.0012732i,-0.0056032+0.00011877i
-0.048794+0.082983i,-0.066888+0.15978i,-0.057039+0.22684i,-0.035166+0.26434i,-0.0072611+0.23875i,0.0103+0.13699i,-0.0035598+0.052528i,-0.011298+0.029445i,-0.00084661+0.013708i,2.6398e-05-0.0077826i,-0.0062871-0.014567i,-0.011358-0.012112i,-0.017342-0.0070136i,-0.023337-0.0023294i,-0.027276+0.00075066i,-0.026269+0.0048596i,-0.019329+0.0064694i,-0.0086286+0.0060169i,0.0037171+0.0033821i,0.011217-0.0017533i,0.011948+0.00052111i,0.012724+0.0069007i,0.0094271+0.0067499i
0.061602-0.00086224i,0.14017-0.040673i,0.21284-0.10181i,0.2376-0.16065i,0.18707-0.16953i,0.09138-0.096428i,0.04271-0.012613i,0.036257+0.014329i,0.020158+0.011024i,0.0018343+0.012862i,-0.0063942+0.013382i,-0.0075534+0.014971i,-0.0022869+0.018362i,0.0010043+0.01587i,-0.0012547+0.014403i,-0.0014463+0.017945i,0.0053946+0.020771i,0.012289+0.011586i,0.0067325-0.0055888i,-0.0041676-0.010398i,-0.0058528-0.0073917i,-0.0036519-0.0089488i,-0.0041482-0.0087813i
0.011578-0.073415i,-0.066358-0.10099i,-0.17381-0.11858i,-0.25946-0.10202i,-0.24946-0.046236i,-0.14975-0.0069759i,-0.059057-0.0050653i,-0.019011-0.01422i,-0.0062534-0.013494i,0.00077038-0.0078629i,0.0047631-0.00484i,0.0045843-0.0059385i,0.0046185-0.0086027i,0.0096136-0.01056i,0.017098-0.013305i,0.020107-0.017515i,0.014491-0.02061i,0.0019675-0.013734i,-0.0073109+0.0027757i,-0.0072258+0.010098i,-0.0083955+0.006886i,-0.01241+0.0046133i,-0.0076186+0.0041173i
-0.06924+0.062276i,-0.043593+0.12162i,0.017762+0.19885i,0.095643+0.23702i,0.12669+0.17656i,0.087843+0.078339i,0.027249+0.021734i,-0.0035855+0.011345i,-0.0065761+0.004143i,-0.010632-0.010956i,-0.019056-0.016868i,-0.020292-0.01183i,-0.014426-0.0032917i,-0.01168+0.0032785i,-0.015947+0.0068373i,-0.020475+0.0087192i,-0.021672+0.0087356i,-0.015133+0.0084888i,-0.00071728+0.0059721i,0.0080964+0.0038472i,0.012207+0.0078797i,0.015846+0.012515i,0.011637+0.010206i
0.072811-0.025924i,0.13248-0.060646i,0.16462-0.16302i,0.12338-0.2681i,0.040521-0.23796i,-0.0072968-0.11654i,0.0032696-0.027608i,0.018435-0.0016239i,0.014164+0.0030618i,0.0076619+0.010576i,0.0066267+0.014393i,0.0089311+0.013256i,0.0092916+0.0087236i,0.0060966+0.0039245i,0.00056467+0.0036446i,-0.001764+0.008386i,0.0029051+0.012608i,0.005932+0.0072578i,0.0014153-0.003552i,-0.0007259-0.0087716i,0.0014445-0.013875i,-9.2006e-05-0.021586i,-0.0058194-0.022608i
-0.0096167+0.064759i,-0.083959+0.044778i,-0.17222+0.069258i,-0.21035+0.12246i,-0.16297+0.12011i,-0.078333+0.069142i,-0.029863+0.019958i,-0.012647-0.0045898i,-0.0035788-0.013788i,-0.00051798-0.017523i,-0.00393-0.016584i,-0.0091158-0.015623i,-0.011771-0.013018i,-0.0091342-0.010822i,-0.00062732-0.013746i,0.0088326-0.019303i,0.012648-0.021965i,0.0089533-0.01659i,0.0017179-0.0048617i,-0.0068872+0.0014027i,-0.014842+0.0043236i,-0.016008+0.010822i,-0.0074063+0.01469i
-0.012211-0.047864i,0.044116+0.013992i,0.13906+0.05701i,0.22209+0.04445i,0.21449+0.0050559i,0.12191-0.019828i,0.045428-0.005224i,0.016455+0.010849i,0.0055088+0.0041467i,-0.0056787-0.0056489i,-0.0121-0.0076347i,-0.015588-0.0016497i,-0.015886+0.0048714i,-0.016457+0.0039212i,-0.021682+0.00083793i,-0.024218+0.00021244i,-0.022868+0.00080542i,-0.015566+0.0013265i,-0.0011159+0.00055731i,0.010432+0.0027789i,0.01797+0.0081374i,0.023781+0.01093i,0.021753+0.0054945i
0.061859-0.006604i,0.061615-0.088814i,0.0046634-0.1988i,-0.090272-0.25845i,-0.14395-0.21149i,-0.10587-0.10272i,-0.03668-0.035303i,0.0036081-0.019657i,0.013598-0.0075705i,0.019329+0.005956i,0.021919+0.0056962i,0.020627-0.00025321i,0.015161-0.0051392i,0.0045345-0.0032507i,-0.00077817+0.0050437i,-0.00019066+0.011776i,-0.00010045+0.016051i,-0.001214+0.013495i,-0.0060293+0.0049424i,-0.0087767-0.0038032i,-0.0063388-0.01606i,-0.0078132-0.029722i,-0.012594-0.030931i
-0.13667+0.066771i,-0.14435+0.13691i,-0.12394+0.20736i,-0.086908+0.25417i,-0.036175+0.23405i,0.0015134+0.14307i,0.0053826+0.049637i,-0.0080102+0.0083586i,-0.010549-0.0052674i,-0.0134-0.019391i,-0.022906-0.024095i,-0.029452-0.019069i,-0.024288-0.009738i,-0.0071704-0.0051771i,0.0055359-0.0098762i,0.01015-0.013052i,0.014414-0.01352i,0.013756-0.01004i,0.0079207+0.00027787i,0.00021232+0.0092386i,-0.0086274+0.014605i,-0.011778+0.02018i,-0.0051871+0.021699i
0.14085-0.046505i,0.18309-0.061183i,0.24687-0.080185i,0.30887-0.13851i,0.27855-0.18178i,0.16018-0.14712i,0.065381-0.063418i,0.033983-0.018108i,0.010815-0.015907i,-0.011813-0.011758i,-0.013761-0.0042882i,-0.0044398+0.0034385i,0.003115+0.0037906i,-0.0025343-0.005918i,-0.01356-0.0089679i,-0.015985-0.004014i,-0.014376-0.00041638i,-0.0090053-0.0011483i,0.0028709-0.0044472i,0.012833-0.0042268i,0.017603+0.0013534i,0.021417+0.0082458i,0.020043+0.007157i
-0.056273+0.057734i,-0.081905+0.01084i,-0.15937-0.06317i,-0.28342-0.091267i,-0.3199-0.063238i,-0.21726-0.0062687i,-0.079383+0.023609i,0.0006189+0.018749i,0.031481+0.016301i,0.04397+0.018709i,0.045651+0.012205i,0.038714-0.0053691i,0.01986-0.020074i,0.00055361-0.017718i,-0.0029658-0.0068482i,0.0049972+0.00087317i,0.010906+0.0047164i,0.0091757+0.0065721i,0.0017235+0.0066453i,-0.0021267+0.0022849i,0.00086137-0.0094534i,0.0010752-0.025732i,-0.0051722-0.030028i
-0.016742-0.074086i,-0.0040942+0.0093826i,0.06029+0.11723i,0.15623+0.19817i,0.20253+0.20898i,0.15295+0.1251i,0.059811+0.033497i,0.0042924+0.0029171i,-0.0046444-0.00064216i,-0.0119-0.0062429i,-0.029292-0.0065871i,-0.036056+0.00090248i,-0.020321+0.005783i,0.00048347-0.0014706i,0.0082296-0.013901i,0.0054648-0.021454i,0.00033702-0.023358i,-0.00059779-0.017715i,0.0022042-0.0069205i,0.0019883+0.0018047i,-0.0025818+0.00861i,-0.0057144+0.017512i,-0.0013813+0.022599i
0.10203+0.068963i,0.12358+0.016927i,0.12141-0.097444i,0.11189-0.23117i,0.070261-0.27314i,0.01225-0.16905i,-0.0015976-0.033763i,0.018176+0.014068i,0.019189-0.0027993i,0.015509-0.011881i,0.019418-0.0073966i,0.020227-0.0016911i,0.018267-0.0018339i,0.010287-0.0074196i,-0.0037556-0.0057781i,-0.015768+0.0027877i,-0.020903+0.011736i,-0.019439+0.015964i,-0.012444+0.013609i,-0.0012075+0.011169i,0.010963+0.009177i,0.020983+0.0024265i,0.018804-0.0075139i
-0.18093-0.0066391i,-0.22633+0.070126i,-0.25787+0.15143i,-0.29289+0.19734i,-0.23438+0.18339i,-0.082706+0.12751i,0.042035+0.059701i,0.074047+0.0023067i,0.052664-0.034119i,0.0248-0.046738i,0.017554-0.034359i,0.013622-0.023705i,-0.0067951-0.019659i,-0.019241-0.010979i,-0.010516+0.0015932i,0.0084901+0.015246i,0.026667+0.018416i,0.03078+0.009396i,0.015958+0.0011481i,-0.0016367-0.003215i,-0.011099-0.0088111i,-0.019255-0.014185i,-0.024461-0.012235i
0.17649-0.016419i,0.23801-0.015446i,0.31282+0.013306i,0.36075+0.025291i,0.28691-0.01121i,0.13752-0.074121i,0.016467-0.10001i,-0.043182-0.070858i,-0.069235-0.017637i,-0.068998+0.013842i,-0.048493+0.0092433i,-0.024284+0.0061621i,0.001487+0.012916i,0.016045+0.0061015i,0.013229-0.01254i,0.0058166-0.027473i,-0.0012085-0.031228i,-0.0058477-0.023638i,-0.0032724-0.007656i,0.0021548+0.0097635i,0.0074501+0.023228i,0.014781+0.034383i,0.021888+0.032672i
-0.067072+0.045389i,-0.035208-0.052529i,-0.036187-0.21839i,-0.079355-0.28897i,-0.086666-0.20036i,-0.075223-0.073102i,-0.071345-0.0079193i,-0.050395+0.033914i,0.00045039+0.072799i,0.033306+0.07138i,0.019582+0.042781i,0.0077784+0.024247i,0.013229+0.011955i,0.010332+0.0033257i,-0.0028726+0.005764i,-0.016114+0.015232i,-0.022195+0.024295i,-0.019391+0.023657i,-0.0092961+0.0099319i,0.0028592-0.0059186i,0.012953-0.01464i,0.021427-0.023386i,0.017906-0.030642i
-0.025636-0.17258i,-0.16565-0.14021i,-0.26771-0.013663i,-0.25354+0.086289i,-0.17903+0.092072i,-0.13488+0.068067i,-0.1249+0.1119i,-0.052001+0.14702i,0.055681+0.082466i,0.075809+0.0032307i,0.02907-0.0072157i,-0.00078425+0.0044315i,-0.00061399-0.00014778i,0.0081148-0.00013989i,0.017364+0.011728i,0.033843+0.02133i,0.050753+0.016787i,0.044297+0.0016802i,0.011875-0.0056864i,-0.017504+0.0029683i,-0.023024+0.011163i,-0.018085+0.0039553i,-0.015214-0.0062691i
0.11375+0.24446i,0.16888+0.27872i,0.20599+0.22798i,0.23469+0.14616i,0.23171+0.10982i,0.19756+0.13271i,0.21091+0.13387i,0.22101+0.036145i,0.12756-0.079516i,0.024018-0.080166i,0.0018189-0.017615i,0.0059329+0.010648i,0.0018569+0.0059988i,0.0030023-0.0088537i,0.0029392-0.019106i,-0.0061501-0.024482i,-0.021467-0.028027i,-0.02513-0.01516i,-0.0098944+0.0071822i,0.0080393+0.018534i,0.0097485+0.0186i,-0.00024505+0.023184i,-0.0031957+0.028328i
-0.16275-0.14008i,-0.16941-0.12788i,-0.13558-0.123i,-0.14666-0.1822i,-0.13037-0.23308i,-0.0010395-0.21032i,0.10354-0.2109i,0.028151-0.21269i,-0.092886-0.1092i,-0.082328-0.0090538i,-0.012633+0.00086889i,0.016005-0.0088132i,0.010639-0.006729i,-0.0039305-0.0081554i,-0.0122-0.011306i,-0.015559-0.0091093i,-0.019528+0.0040936i,-0.011111+0.010967i,0.0063759-0.0016481i,0.011941-0.013997i,0.011434-0.0084879i,0.016562+0.001153i,0.017507+0.0025541i
0.22979+0.065755i,0.30946+0.10327i,0.29404+0.12035i,0.19638+0.16116i,0.070848+0.18399i,-0.018254+0.080732i,-0.096029-0.053115i,-0.13347-0.03144i,-0.07509+0.055898i,-0.025241+0.040417i,-0.052039-0.014886i,-0.071859-0.02508i,-0.053271-0.020942i,-0.039045-0.026276i,-0.036195-0.029026i,-0.027953-0.016879i,-0.003436-0.00062735i,0.020111-0.0007775i,0.019048-0.013586i,0.0059278-0.02249i,-0.0002079-0.027462i,0.0027585-0.027374i,0.014392-0.019323i
-0.092389-0.00058884i,-0.052001-0.10933i,0.0002567-0.24662i,0.024576-0.28872i,0.063966-0.23244i,0.025524-0.14235i,-0.062743-0.027934i,-0.029571+0.051554i,0.069744+0.027279i,0.082273-0.015466i,0.042103-0.0054211i,0.032366+0.015795i,0.033909+0.022378i,0.013257+0.025155i,-0.016294+0.026621i,-0.030133+0.02307i,-0.030677+0.011207i,-0.029152+0.0047647i,-0.02497+0.017351i,-0.013937+0.034338i,0.0024846+0.038855i,0.023574+0.02597i,0.036471-0.003925i
-0.0072199-0.086183i,-0.11614-0.042807i,-0.16986+0.13509i,-0.11886+0.27332i,-0.085698+0.26727i,-0.081598+0.22453i,-0.013658+0.21811i,0.079428+0.15678i,0.093287+0.038785i,0.035723-0.019679i,-0.0081134-0.00865i,-0.016998+0.0069872i,-0.0077815+0.011621i,0.014991+0.018316i,0.031344+0.036132i,0.034605+0.055547i,0.033836+0.059406i,0.030007+0.048433i,0.030748+0.025315i,0.026376-0.0024255i,0.009722-0.016545i,-0.012483-0.02i,-0.036179-0.013864i
0.11215+0.23274i,0.27508+0.19972i,0.41402-0.064402i,0.45471-0.35991i,0.38251-0.42976i,0.25288-0.27986i,0.17613-0.13323i,0.10779-0.10364i,-0.0079721-0.090562i,-0.075476-0.040432i,-0.075253-0.0030145i,-0.038483+0.025311i,0.023105+0.029502i,0.045733-0.0039153i,0.036208-0.030145i,0.042166-0.039656i,0.04737-0.042523i,0.036383-0.031046i,0.010724-0.010468i,-0.015926+0.012727i,-0.027838+0.034208i,-0.021244+0.052013i,-0.0047529+0.054222i
-0.24715-0.29375i,-0.41955-0.26819i,-0.55765-0.14053i,-0.67129+0.0010724i,-0.63201+0.15949i,-0.35891+0.28679i,-0.066074+0.25894i,0.055342+0.16938i,0.099715+0.12828i,0.13071+0.084154i,0.1083+0.032398i,0.063364-0.012341i,0.029032-0.052171i,0.009259-0.072194i,-0.0092839-0.081743i,-0.044226-0.082199i,-0.079545-0.060509i,-0.092639-0.016419i,-0.066702+0.031536i,-0.0097889+0.048691i,0.041356+0.029105i,0.062065-0.0037324i,0.050155-0.013676i
0.31161+0.29778i,0.42143+0.36673i,0.45466+0.37294i,0.50545+0.28664i,0.5136+0.10323i,0.38819-0.071196i,0.22095-0.12843i,0.10992-0.11757i,0.037341-0.11088i,-0.008332-0.096663i,-0.0288-0.076366i,-0.04593-0.045205i,-0.056645-0.01521i,-0.060824-0.0073957i,-0.049992+0.006259i,-0.015198+0.035514i,0.02387+0.059469i,0.049792+0.056633i,0.03837+0.021916i,-0.0051891-0.0041572i,-0.034097-0.010339i,-0.040962-0.016097i,-0.036373-0.020238i
-0.37359-0.076261i,-0.43299-0.055881i,-0.33115-0.012553i,-0.23675-0.041501i,-0.22709-0.054364i,-0.18435+0.013531i,-0.10996+0.042071i,-0.085398+0.05519i,-0.042108+0.092643i,0.024377+0.048681i,0.01298-0.030383i,-0.04773-0.026571i,-0.06896+0.034851i,-0.044555+0.059732i,-0.019763+0.023449i,-0.025463-0.014954i,-0.041133-0.030894i,-0.049903-0.042531i,-0.039396-0.038417i,-0.004316-0.022378i,0.021365-0.0082523i,0.034302+0.013351i,0.060091+0.024059i
0.47249-0.13412i,0.4314-0.17504i,0.16626-0.065887i,-0.0509+0.18602i,-0.036994+0.24877i,-0.04735+0.042748i,-0.17508-0.077385i,-0.16115-0.03239i,-0.042241-0.036532i,-0.0041622-0.079998i,-0.025908-0.065456i,-0.025624+0.0017569i,0.021464+0.050344i,0.054337+0.02472i,0.030857-0.015545i,0.0042459-0.021428i,-0.006227-0.021465i,-0.019938-0.017809i,-0.023247-0.0063137i,-0.019985+0.0047987i,-0.010464+0.034516i,0.026092+0.058294i,0.046979+0.036596i
0.14859+10.576i,3.298+8.1698i,6.3753+6.1279i,7.1004+2.6417i,6.2714-0.41426i,3.9958-2.1205i,1.2084-1.3387i,0.18602+0.39024i,0.79326+1.036i,1.3883+0.49322i,0.95927-0.41099i,-0.041508-0.71855i,-0.59664-0.3861i,-0.69689-0.080677i,-0.66295-0.00039904i,-0.47079+0.11131i,-0.10856+0.23023i,0.2005+0.24874i,0.25759+0.2435i,0.17072+0.31607i,0.2188+0.41363i,0.43427+0.4169i,0.5798+0.2823i
