-0.00017557+0.0001487i,-0.00032494-0.0010562i,-0.0015723-0.0021074i,-0.002876-0.0023702i,-0.0034692-0.00046572i,-0.0024476+0.00085932i,-0.00052855+0.00044239i,0.00019295+0.0010342i,0.0012187+0.0011841i,0.0019411+0.00010579i,0.00081621-0.0006252i,-2.0372e-05-0.00090299i,-0.00053062-0.00053268i,-0.00059712-0.00021753i,-0.00023741+0.00049625i,-0.00031728+0.0013819i,-0.00034593+0.00012578i,-0.00030565-0.00038601i,-0.00039812+6.396e-05i,-1.367e-05-0.0005213i,0.00030402-0.00046868i,-3.5465e-05+0.00019398i,-0.00027384+0.00071269i
0.00034514+0.0022268i,0.0012404+0.00092697i,0.00057371+0.00022135i,-0.00030707+0.00097053i,-0.00026887+0.0015595i,-0.00024092+0.0012161i,0.00021783+0.00015418i,0.00050438-0.00027355i,-0.00012056-0.00037435i,-0.00046725-0.00029449i,-8.9776e-05+0.00067056i,-0.00031258+0.00082529i,-0.00070831+0.00030709i,-0.0007226+0.0006705i,-0.00042624+0.0010156i,-0.00024344+0.00053591i,-0.0007927-8.4827e-05i,-0.00056471-0.00024259i,0.00028295-0.00036079i,0.00092397-9.4894e-05i,0.00041452-3.7177e-05i,-0.0005725-0.00041098i,-0.00060334-0.00022101i
0.0019399-0.0011162i,0.00165-0.0020283i,0.0010876-0.0031952i,-0.00012694-0.0028048i,-0.0014392-0.0013386i,-0.0010403-0.00051353i,-0.00071485-0.0014039i,-0.0011487-0.0019349i,-0.0016505-0.0005918i,-0.0016728+0.00062451i,-0.0012688+0.00075731i,-0.0008792+0.00071798i,-0.00013482+0.00088379i,0.00023614+0.00075753i,-0.00037813+0.00025454i,-0.00069433-0.00039773i,8.4382e-05-0.00051071i,0.00053541-4.7028e-05i,-0.00050228+0.00045461i,-0.00071355+0.00035317i,4.4215e-05-0.00031328i,-5.0397e-05-0.0003105i,-0.00033901-0.00020386i
-0.0001068+0.0018177i,-0.00087985+0.0013372i,-0.0018585+0.0012132i,-0.0022311+0.001304i,-0.00069835+0.0010648i,0.0017117+0.00066816i,0.0022438-0.00034083i,0.0015343-0.0017033i,0.0010394-0.0017536i,0.00012352-0.00069468i,-0.00010926+8.8225e-06i,1.0082e-05+0.0002834i,-9.5272e-05+0.00050367i,-0.00050853+0.00091417i,-0.00089991+0.00035953i,-0.00049327-0.00038912i,-0.00012921+0.00029356i,0.00027103+0.00042579i,0.00046956-0.00026469i,0.00016598-0.0001123i,0.00022393-0.00040068i,-0.00035324-0.00032353i,-0.00079913+9.5625e-05i
0.001888-0.0012391i,0.0007592-0.00085289i,-0.00031081+0.0001685i,-0.00044842+0.0010347i,-0.00059734+0.0016522i,-0.00017205+0.0016098i,0.0013526+0.0012856i,0.0023789+0.0007632i,0.0017479+5.615e-05i,0.0010726+0.00042469i,0.00055363+0.00069914i,0.00055017+0.00031218i,0.00097541+0.00030106i,0.0008338+0.00086752i,0.00029885+0.00091816i,-0.00070188+0.00048892i,-0.00061273+0.0002489i,0.00012429+0.00030648i,0.00042476+0.00016603i,0.00040259-0.00063774i,-0.00065228-0.00075291i,-0.0011325-0.00052004i,-0.00044538-0.00042719i
-0.0042683-0.00075519i,-0.0024474+0.00030249i,-0.0034241+0.00045826i,-0.0037028+0.00081471i,-0.0031598+0.0010615i,-0.0019061+0.00020935i,-0.00076189-0.0010598i,-0.00090001-0.0010113i,-0.00043417-0.00064618i,0.00073978-0.00031488i,0.00067818+0.00049869i,-0.00014069+2.5598e-05i,-0.00049288-0.0011559i,-0.0005081-0.00076415i,-0.00014124+0.00085044i,0.00044069+0.0011259i,0.00064528+0.00085685i,0.00031585+0.00096441i,-2.7889e-05+0.00030822i,-0.00026246-0.00038719i,-0.00046741-0.00014014i,-0.00014331-7.6351e-05i,0.0002794-0.00062041i
0.00094941-0.0026553i,-0.00084587-0.0022545i,-0.0020947-0.00089306i,-0.0017993+0.00023284i,-0.00033562+0.00061463i,0.00072996-0.00024475i,0.0014933-0.0011024i,0.00058577-0.0016587i,-0.0010834-0.0014645i,-0.0012013-0.00075707i,-0.00031118+4.399e-05i,0.00031394+0.00018524i,0.00042835+6.1842e-05i,-8.961e-05+0.00028782i,0.00016978+0.0003621i,0.0007053+0.00026229i,0.00042997+0.00031682i,0.00014437+1.4354e-05i,0.00044189-0.00031721i,0.00025436-0.00039498i,-8.0279e-05-0.0010128i,-4.9217e-05-0.0017102i,-2.8265e-05-0.001182i
0.00018481+0.0008106i,0.0010556+0.00046195i,0.00034672+0.00026921i,-0.00047132+0.0016094i,-0.0014843+0.0024172i,-0.0014004+0.0014706i,-0.00016239+0.0011729i,0.00044672+0.00027712i,0.00024866-0.00041959i,-4.8428e-05+0.00020325i,-8.4906e-05+0.00067985i,-0.00028811+0.0003277i,1.4446e-05-0.00028197i,8.6271e-05-0.0001254i,-0.00054176-0.00023711i,-0.00058803-0.0010403i,-0.00069404-0.0010987i,-0.00072282-0.00056489i,-0.00023163-0.00021398i,0.00050529-0.00017541i,0.00026281-0.00034155i,0.00010306-0.00076945i,0.00018721-0.00057123i
0.001574-0.0015699i,0.0008816-0.0019184i,-0.00042313-0.0010362i,-0.0017703+6.7274e-07i,-0.0019572-0.00031995i,-0.0011234-0.0014328i,-0.00033245-0.0015742i,0.00047517-0.00066142i,0.00097725-0.00070232i,0.00089033-0.00073454i,0.00044518-0.0004701i,-0.00038011-0.00058831i,-0.00050995-0.00087145i,0.00017785-0.00072838i,0.00028547+0.0001274i,-0.00045481+7.3588e-05i,-0.00068964-0.00010301i,-2.4593e-05+0.00014428i,0.00077173+1.1899e-05i,0.00075334-4.9674e-05i,-6.5204e-05+0.00016906i,-0.00021748-0.00011187i,-0.00044079-4.1559e-05i
-0.0011995+0.00082089i,-0.00051184+0.00064152i,-0.00055592+0.00029576i,-9.1514e-05-0.00029322i,0.00076799-0.00082347i,0.0013844-0.0010613i,0.0010019-0.0012777i,-0.00047061-0.0011887i,-0.001212-0.00056124i,-0.0011571+6.5003e-05i,-0.00085492+0.00015995i,-3.0106e-05+0.00035104i,0.00067518+0.00037891i,0.00024308-1.7471e-05i,-0.00040358-0.00031108i,0.00012245-0.00031023i,0.00044874+0.0001115i,-0.00010945+0.00047078i,0.00081273-0.00023296i,0.00078841-2.7203e-05i,-0.00088374+0.0010344i,-0.0010134+0.00060064i,-8.5226e-05+5.4326e-06i
0.0015452+0.0018746i,0.00080052+0.00040326i,0.00084835+0.00086243i,-0.0006758+0.0020375i,-0.0012236+0.001617i,1.8089e-05+0.0011252i,0.00077123+0.00060964i,0.00060442-0.00016776i,0.00062686-0.00029896i,0.00056734-0.00019125i,-0.00024965+0.00011697i,-0.00059518+0.0010069i,-0.00043157+0.001421i,-0.00016006+0.00061145i,-0.00054508-0.00021676i,-0.00092611-0.0007629i,-0.00014615-0.0003592i,-6.0118e-05+0.0001689i,-0.00055573+0.00024241i,-0.00035634-1.5604e-05i,-8.3317e-05-0.00082092i,-0.00043282-0.0013996i,-0.0013704-0.0012845i
-0.0024469-0.00062043i,-0.0023951-0.0008628i,-0.0034993-5.972e-05i,-0.0032157+0.0017295i,-0.0025302+0.0023951i,-0.0027349+4.3364e-05i,-0.0017151-0.0019194i,-0.00056905-0.00074117i,-0.00054608-5.3657e-05i,-0.00030348-2.495e-05i,0.00018066-0.00032754i,0.00044976-0.0012822i,0.00056109-0.00095786i,0.00053607-0.00029085i,0.00082576-0.00022043i,0.00052959-0.00012366i,-0.00025546-0.00063719i,6.668e-05-0.00052835i,-7.4083e-05-0.00013544i,-0.0010146+9.8078e-05i,-0.00062103+0.00053279i,-0.00010166-5.8479e-05i,-6.6788e-06-0.00086963i
0.0031034-0.0011039i,0.0018508-0.0021454i,0.00060261-0.002825i,0.00026118-0.003756i,0.00099722-0.0029965i,0.00089282-0.0015021i,-0.00048626-0.0014173i,-0.00092548-0.0016452i,-0.00064857-0.0011412i,-0.00055004-0.0008345i,-0.00013051-8.2977e-05i,0.00031923+0.0010244i,0.00028942+0.0010928i,1.2894e-05+0.0010532i,0.00073406+0.0011512i,0.0011263+0.00056566i,0.0005894-2.8658e-05i,0.0003136-0.00025482i,0.0009524+8.5216e-05i,0.00095649+0.0002147i,0.00021541-0.00012123i,-0.00020274-0.00019307i,0.0002703-0.00028858i
0.0014928+0.00085536i,0.0014529+0.00037226i,-0.00051484+0.001224i,-0.0022068+0.0028559i,-0.0018288+0.0037493i,-0.00086777+0.0035652i,-0.00021633+0.0018507i,3.78e-07-0.00018573i,4.2598e-05-0.00079824i,-0.00040565-0.00028018i,-0.0013923+0.00030118i,-0.0016845+0.00020345i,-0.00088165-0.00021834i,6.196e-05-0.00027166i,-0.00012289-0.00034159i,-0.00098122+1.2475e-05i,-0.0010674-0.0002033i,-0.00035894-0.00040483i,7.6056e-05+0.0002838i,0.00086493+0.00054736i,0.00077933-4.4212e-05i,3.2982e-05-5.2816e-06i,-8.9555e-05+0.00033752i
0.0009276+0.00057906i,0.00053628-9.9749e-05i,-0.0010741-0.00050206i,-0.0019163-0.00074207i,-0.0019296-0.00084639i,-0.0017192-0.0008465i,-0.00098479-0.0004204i,-0.00022635+0.00019907i,0.00049997+0.00073068i,0.00065853+0.00015673i,0.00052345-0.00080427i,0.00032369-0.00066063i,-0.00036846-0.00017926i,-0.00047058-0.00038176i,0.00029069-0.00053651i,0.00067668-5.4188e-05i,0.00035875+0.00015581i,-8.5994e-05+0.00015428i,0.00067341+0.00023611i,0.00084038-0.00012427i,7.9322e-05+0.00017742i,0.00012517+0.00098063i,0.00045487+0.00021358i
0.0010095-0.0012226i,2.3261e-05-0.0021863i,-0.00064972-0.0027206i,-0.0016854-0.0022237i,-0.0010347-0.0012926i,0.00040479-0.0012098i,0.0011385-0.0015646i,0.00073722-0.001246i,-5.8675e-06-0.00085i,-0.00021841-0.00066341i,9.7501e-07-8.6041e-05i,0.00035311-5.3088e-05i,0.00013354+0.00023704i,-0.00041039+0.00075068i,-0.00050167+0.0011747i,3.49e-05+0.00097455i,0.0003742+0.00078071i,0.00066109+0.00052943i,0.00095557+1.7199e-05i,0.00064045-0.00031965i,-4.8076e-05-4.6699e-05i,-0.00047173+5.8837e-05i,-0.00059671-0.00038737i
0.0017313+0.00010876i,0.0011451-0.00031205i,0.00037964-0.00010792i,-0.00070282+0.00089193i,-0.00062476+0.0021289i,-0.00010879+0.0025169i,0.00049143+0.00077405i,0.00051941-0.0010923i,-0.00025375-0.0015884i,-0.00094869-0.0013201i,-0.0011222-0.0011944i,-0.00081874-0.00051536i,-0.00037627-0.00014859i,-0.00060897-0.0002719i,-0.0010122+0.00036076i,-0.00054021+0.00066517i,-0.00024147+0.0010094i,6.8764e-05+0.0011719i,0.00017135+0.00070221i,0.00029627-0.00019418i,0.0007325-0.00065137i,0.00033329-0.00086065i,-0.0002919-0.00071324i
-0.0013236-0.0014146i,-0.0016629-0.00095486i,-0.0030167-0.00041967i,-0.0042052-0.00018682i,-0.0044913+0.00064121i,-0.0033451+0.00076561i,-0.0011341+0.00040122i,0.00016936+0.00031277i,0.00061928-0.00010035i,0.0007505-1.6306e-05i,0.00070644+0.00034802i,0.0012014+0.00020331i,0.0011354-0.00043801i,0.0006553-0.00081861i,0.00030173-0.00055482i,-0.00016679+0.00022248i,-0.00032992+0.00019532i,-0.00024668-0.00032467i,-0.00012049-0.00062711i,0.00032345-0.00079493i,0.0014011-0.00070294i,0.0015031-0.00061002i,-0.00019118-0.0005419i
0.0015006-0.00098268i,1.3277e-05-0.0011711i,-0.0014547-0.001348i,-0.0023946-0.00089454i,-0.0012996-0.00093775i,0.001525-0.001743i,0.0025159-0.0029416i,0.0015188-0.0020812i,-0.00026391-0.00046785i,-0.0010037+0.0008001i,-0.00051137+0.0011876i,0.00011661+0.0002687i,0.0008316+0.00053967i,0.00049938+0.0011364i,-0.00019369+0.0011087i,-0.00041824+0.0011897i,-0.00011394+0.00081546i,0.00029328+0.00013123i,6.995e-05-0.00023574i,0.00025354+0.00022301i,0.00014401+0.00049884i,-0.00019194+0.00023998i,0.00048728-0.00060258i
-0.0023032+0.0012733i,-0.00097703+0.0022187i,-0.0002006+0.0028112i,0.00054379+0.0033562i,0.0014436+0.003824i,0.0016063+0.002493i,0.0011231+0.00059899i,0.00055147-0.00058736i,3.0539e-05-0.00080517i,-3.4786e-05-0.00034948i,-0.00032204-0.0002375i,-0.00043544-0.00035405i,-0.00049544-6.3004e-05i,-0.0003941+0.00029176i,-0.00044522-0.0005879i,-0.00070663-0.0010818i,-0.000448-0.00049782i,-0.00026223+1.5268e-05i,-0.00050102-0.0001227i,-0.00067674-0.00031247i,-0.00032925-0.00047887i,-0.00032549-0.00040354i,-0.00053402-0.0003773i
0.0018548-0.0024109i,-4.0666e-05-0.0022289i,-0.0016184-0.0010343i,-0.0023735-0.00079951i,-0.0022987-0.001093i,-0.0018929-0.0013161i,-0.0013826-0.00086885i,-0.00066629-0.0006177i,0.00013786-0.0010907i,0.00089429-0.00098126i,0.00097529-0.00041872i,0.00056565-1.7227e-05i,0.00056789-0.00026161i,0.00034778-0.00044062i,0.00031467+0.00026333i,0.0006092+0.00014943i,0.00029757-0.00037344i,0.00011625-0.0002948i,-9.3134e-05-0.00039106i,-9.1012e-05-0.00081847i,0.00082661-0.00071204i,0.0010193-0.00088129i,0.00038587-0.0011329i
0.0015221-0.00048179i,0.00062367-0.0017885i,-0.00093804-0.0024649i,-0.0022096-0.0019753i,-0.0016847-0.001571i,-0.00011908-0.0014717i,0.00058054-0.0010441i,-0.00065853-0.00024786i,-0.0013134+2.6892e-05i,-0.00075572+0.00031123i,-3.3776e-05+0.0008978i,0.00078984+0.0013527i,0.00075076+0.0015257i,0.00051008+0.00083084i,0.0001089+0.00041044i,0.00022635+0.00045052i,0.00070005+0.000665i,0.00097846+0.00075557i,0.0010775+2.084e-05i,0.00095471-0.00085729i,0.0016963-0.0013235i,0.0014655-0.00074896i,-3.8664e-05-0.00032259i
0.0033748+0.0014024i,0.0030658+0.0012407i,0.0018206+0.0010582i,0.00050171+0.00070077i,0.00026471+0.00084978i,0.00040929+0.0012349i,0.00020495+0.00045374i,9.8757e-05-0.0012267i,-0.00024534-0.0015534i,-0.00074841-0.0013245i,-0.00168-0.00095862i,-0.0013194+2.2207e-05i,-0.000474+0.00022836i,-0.00083269+0.000394i,-0.00054969+0.0005634i,-0.00011829+0.00048165i,-0.00040796+6.3656e-05i,-0.0011878-0.00048887i,-0.0016119+0.0006378i,-0.00065521+0.00088251i,0.00021463-0.00064182i,1.0073e-05-0.00088612i,-0.0004386-0.00051413i
0.0010869-0.0004315i,0.00079163+0.0009291i,-0.00077475+9.3572e-05i,-0.0026375-9.2647e-05i,-0.0040735+0.00017384i,-0.0031192-0.00013536i,-0.00080856-0.00032398i,-0.00010155-0.00059514i,0.00037549-0.00084065i,0.00024677-0.00069425i,-0.00073016-0.00015816i,-0.00063721+0.00026893i,0.0001472+0.00037702i,0.00063949+0.00034526i,0.0010646+0.00063574i,0.00080174+0.00050742i,-0.00021721-6.3346e-05i,-0.0003085-0.00041776i,0.00018651-0.00036721i,-0.00039016-0.00039159i,-0.00081612-1.6706e-05i,-0.00069588-0.00010156i,-0.001093-0.00056647i
-0.0015453-0.00018141i,-0.0018766-9.5036e-07i,-0.003191+0.00033663i,-0.0034415-0.00053331i,-0.0015633-0.00070475i,0.00087991-0.00013738i,0.0011172+0.00023888i,0.00021485+0.00039176i,0.00035785-0.00027265i,-0.00027035-0.00027722i,-0.00081425+0.00084154i,-0.00025857+0.0013518i,-0.00029599+0.0010928i,-0.00018395+0.00018844i,-0.00024212+0.00010417i,-0.00048468+0.00066865i,-0.00035872+0.0013202i,-9.1418e-05+0.0012228i,8.0102e-05+0.00018984i,0.00029423+0.00050965i,0.00063798+0.00066092i,-0.00022865+0.0010826i,-0.00074128+0.0012759i
-0.0005265-0.00040687i,-0.00092409+0.00025981i,-0.0018706+9.5408e-05i,-0.0014264+0.00099226i,-0.00043572+0.0023765i,0.0001158+0.0018986i,0.00036425-4.7919e-06i,-0.00016753-0.0013593i,-0.001569-0.00065233i,-0.0021264+2.1516e-05i,-0.0010207-0.00012151i,0.00068734+8.3947e-06i,0.00054075+0.00020052i,-0.0010034+2.1228e-05i,-0.00061057-0.00030751i,0.00016282-0.00066877i,0.00068919-0.00039091i,0.0007478+0.000275i,0.00021281+0.00027287i,4.9631e-05+0.00016963i,-0.00048275-0.00023171i,-0.0010371-0.00068678i,-0.00083843-0.00051395i
-0.00073612-0.00053693i,-0.0010785-0.0010436i,-0.0012863-0.0012043i,-0.0027877-9.5567e-05i,-0.0049528+0.000243i,-0.0034163-0.00053475i,-0.00051559-0.00053191i,0.0006025-0.00024558i,0.0011013-0.00025288i,0.0013999-0.00012675i,0.00070202-0.00015121i,-0.00063382-7.6621e-05i,-0.0004622+0.00074649i,0.00019674+0.0010525i,0.00021269+0.00044353i,0.00036142-3.8605e-05i,0.00013091-7.9856e-05i,-0.00037158+0.00028836i,-0.00088959-0.00024717i,-0.00089967-0.0013084i,-0.00034446-0.00043167i,-0.00024453-1.6911e-05i,-0.00018966-0.0007192i
-0.0016769-0.0005861i,-0.0019891-0.00063226i,-0.0031394-0.0011037i,-0.0031324-0.00052209i,-0.001416-1.8903e-05i,5.6734e-05-0.0001348i,-0.0003287-0.00070475i,-0.00029639-0.0013054i,-0.00023061-0.00072479i,-0.00080826-0.00012808i,-0.001332+0.00061821i,-0.00085996+0.00030046i,-1.6454e-05-0.0010109i,0.00053139-0.00075125i,0.0010474+0.00051348i,0.00085198+0.00053728i,0.00016584+0.00023027i,-8.3781e-05+0.00059545i,0.00079735-3.9906e-05i,0.00097111-0.00050727i,0.00056295-0.00035123i,6.8015e-05-0.00094953i,-0.00047981-0.0013657i
-0.0012987+0.0017851i,-0.00034235+0.00073126i,0.00043896+0.00079208i,0.00084552+0.0017093i,0.0020816+0.0015375i,0.0017685+0.00076004i,0.00051502-0.00046321i,0.00024616-0.0013143i,-0.00029027-0.00099603i,-0.00041133-1.8755e-05i,9.7332e-05+0.00067971i,0.00040548+0.00062326i,0.00039927+0.00052719i,0.00010966+0.00073491i,-0.00014965+0.00077357i,-0.0001433+0.00026164i,7.8288e-05+8.2221e-05i,-8.9666e-05+0.00040518i,-0.00049339+0.00024795i,-0.00055104+0.0001297i,-0.00035847-0.00030381i,5.4872e-05-0.00099921i,0.00041146-0.0007013i
-0.00085518-0.00031002i,-0.00038851+0.00057524i,-0.0013946+0.0018162i,-0.0033705+0.0025521i,-0.0036302+0.0020089i,-0.0017062+0.0011254i,-0.00035551-9.4087e-05i,-0.00032659-0.0013995i,-0.00010946-0.0017393i,-1.88e-05-0.0010053i,0.00014673+4.5802e-05i,0.00062367+0.00049607i,0.00011133-2.881e-05i,-0.0007286-0.00075424i,-0.00070658-0.00030502i,-0.00014228+0.00018389i,0.00025346-0.00046546i,0.0010723-0.0011608i,0.0014338-0.00095139i,0.0011157-0.00085963i,-0.00023938-0.00061008i,-0.0016527-0.00072784i,-0.0012717-0.00018341i
-0.00028979-0.0011844i,-0.00070942-0.0018822i,-0.0015217-0.002091i,-0.0019096-0.0020873i,-0.0020412-0.0018672i,-0.001289-0.0018834i,-0.00016423-0.0015159i,6.4208e-05-0.00076031i,0.00016433-0.000122i,0.00010102+0.0010227i,-0.00064247+0.00134i,-0.00071672+0.00049849i,-0.00014555+0.00069236i,-0.00013739+0.0012728i,6.7408e-05+0.0010732i,0.00043105+0.0011131i,2.2579e-05+0.0019355i,-0.00058381+0.00099129i,-0.00045533+4.7266e-05i,5.4961e-05+7.9437e-05i,0.00044018+1.7577e-05i,-7.7377e-05-9.3605e-05i,-0.0011327+5.3283e-05i
-0.0020131-0.00077866i,-0.0013964-0.0011414i,-0.001616-0.00086785i,-0.0016576-0.00011804i,-0.0008977+0.0015731i,-0.00015223+0.0023904i,-0.00055633+0.0011815i,-0.00076061+1.2502e-05i,-0.00067772+4.691e-06i,-0.0013067+0.00080235i,-0.0013495+0.00076964i,-0.00036909+0.00029013i,-8.9737e-05-0.00014515i,-0.0010808-0.00063231i,-0.0012438-0.00054866i,-0.00040979-0.00010573i,0.00032996+0.00015747i,0.00090943+0.00024454i,0.00038676+0.00053037i,0.00038667-3.2171e-05i,0.0012252-0.00094286i,0.00092369-0.00067651i,0.00047086+0.00014254i
-0.00099246+0.0020486i,-0.0008146+0.001091i,-0.0017164+0.00099234i,-0.001139+0.0025648i,-0.00061726+0.0032037i,-8.9252e-05+0.0016598i,0.00026841+0.00042343i,0.00044453-0.00014857i,0.0013101-0.00021585i,0.00070372-0.00045803i,-0.00045749-0.00054095i,-0.0004415-0.00052088i,0.00062662-0.00072899i,0.00096212-0.00068063i,0.00054223-0.0001099i,0.00029133+0.00066647i,0.00028699+0.00029321i,0.00026651-0.00030036i,0.00017719-2.3511e-05i,0.00042193+0.00035683i,-0.00020233-1.8998e-05i,-0.00076205-0.00049905i,-0.00033054+0.00061255i
-0.00087034+0.0011016i,0.00024116+0.00072529i,-0.00043558-9.2105e-05i,-0.0019542-0.00044511i,-0.0020011-0.00049598i,7.1342e-05-0.00068183i,0.0014072-0.0006074i,0.00088666-0.00086077i,0.00012071-0.0008641i,-0.00024484-0.0002181i,-0.00034269+0.0007051i,-0.00046854+0.00043236i,-0.00035164-0.00040037i,-0.00024623-0.00016194i,-0.00015392+0.00056697i,3.7161e-05+0.0012713i,-0.00021004+0.00089705i,-0.00030311+1.5886e-05i,-0.00049169-0.00012785i,-0.00012254-0.00027637i,0.0001639-2.3946e-05i,0.00020962+0.00051694i,0.00011997+0.00083901i
-0.00074705-0.00074547i,-0.001911-0.00073784i,-0.0020567-0.00045812i,-0.0018977+0.00066991i,-0.0013481+0.0012127i,-2.5844e-05+0.0005005i,-7.0902e-05-1.1318e-05i,-0.00094445-0.00033305i,-0.0010862-0.00073167i,-0.00092039-9.9867e-05i,-0.0011171-9.1192e-05i,-0.00017348-0.00018992i,0.00081536+0.00048297i,0.00022521+0.00025078i,-0.00080735-0.00031527i,-0.00088537-0.00032285i,-0.00033549+0.00014776i,0.00019194+0.00012416i,0.0003995-0.00031496i,0.00048694+0.00029648i,-0.00018426+0.00099758i,-0.00088391+0.00097687i,0.00011009+0.00097245i
-0.0019893+0.0018539i,-0.0009948+0.0019689i,-0.0014896+0.0029126i,-0.00025707+0.0033613i,0.00056588+0.0037882i,9.7663e-05+0.0024908i,-0.00053632+0.00038119i,-0.00058354-0.00021621i,-0.00012247+3.9561e-06i,0.00023451+0.00023435i,0.00038611+3.5667e-05i,0.0010125-0.00050736i,0.00077428-0.00033177i,0.00031281+0.00033181i,-6.2262e-05+3.0285e-05i,0.00039621-0.00060508i,0.0010846-4.5244e-05i,0.00064435+0.00093829i,0.00061317+0.00064883i,0.00083104+0.00016036i,0.00045225+0.00063041i,0.00035185+0.00076352i,0.00070662+0.00080439i
0.0016752-0.00045903i,0.00090356-0.0017324i,-0.0012684-0.0022718i,-0.002984-0.0030714i,-0.0030364-0.0032032i,-0.0019474-0.0016641i,-0.00058603-0.00074047i,-0.00031966-0.00069537i,-0.00025742-0.0012857i,0.00016749-0.0011851i,-0.00031329+6.3186e-06i,-0.00055746+0.00088005i,0.00012587+0.00097566i,0.00055616+0.0012733i,0.00028148+0.0019187i,-0.00022496+0.001257i,-0.00027615-0.00010588i,-4.8565e-05-0.00052835i,0.00044153-0.00011603i,0.00038673+0.00018771i,-3.1482e-05+1.0032e-05i,-0.00018955-0.00053959i,0.00011674-0.00078492i
2.1627e-05-0.0043064i,-0.00050046-0.0032362i,-0.0016944-0.0026226i,-0.0030098-0.0014151i,-0.0029598+0.00021227i,-0.00073917+0.0012985i,0.00057182+0.0011069i,0.00010637-0.00029007i,-0.00033574-0.00097771i,-0.00071875-0.00070576i,-0.00049932-3.0383e-05i,0.00038678+0.00091701i,0.00087621+0.0012732i,0.00059039+0.00071493i,-0.00023228+0.00041861i,-5.9249e-05+0.00062797i,-7.7288e-06+0.00051301i,-0.00058233-0.00022161i,-0.00036367-0.00017346i,-0.00038791+0.00027345i,0.00012066-0.00029262i,0.00086616-0.00020823i,0.00035659-0.00039754i
-0.0010507+0.0016702i,9.6877e-05+0.001911i,0.00072152+0.0016236i,0.0010493+0.0021313i,0.00084398+0.0019595i,0.00042325+0.00067906i,-0.00020075-0.00052864i,-0.00048212-0.00054001i,-0.00021885+0.00020828i,0.00020664+0.00063226i,0.00055923+0.00066603i,0.00019274+0.00015679i,-0.0003829-0.00081492i,-0.0004359-0.0011573i,-0.00031368-0.00096501i,-0.00014904+0.00020697i,-0.00042679+0.00092932i,-0.00058759+0.00082784i,3.3168e-05+0.00035607i,3.2189e-05-6.626e-05i,-0.00041093+0.00059701i,-0.00069177+0.00085764i,-0.00028324-7.2569e-05i
-0.0013027-0.0012796i,-0.00076683-0.0013325i,-0.0014396-0.001129i,-0.002562-0.00041285i,-0.0023142-9.4361e-05i,-0.0003773-9.7456e-05i,0.0011086+4.6177e-05i,-0.00011978+0.00011496i,-0.00046756+0.00010437i,-0.00042325+0.0003022i,-8.6282e-05+0.00011903i,0.0011656-6.5685e-05i,0.0011821-8.9054e-05i,0.00057027-0.00035438i,0.00010298+0.00028675i,0.0001876+0.0013022i,0.0007895+0.0010257i,0.0010876+3.605e-05i,0.00064186+0.00085716i,-0.00048797+0.0013376i,-0.00054705+0.00020568i,0.00027821-0.00045172i,0.00057791-0.00061095i
0.0016233-0.0022092i,0.00063114-0.0011653i,-0.0014931-0.00056768i,-0.0032036-0.0005051i,-0.0019853-0.0003907i,-0.00039629+0.00020511i,-0.00091528+0.00079701i,-0.00067455-5.3899e-05i,0.00010206-0.00098799i,-0.00012439-0.00086548i,-0.00072315-0.00062972i,-6.0005e-05+2.5885e-05i,0.00042032+0.00056444i,-0.00032039-0.00030187i,-0.00091678-0.00030031i,-0.0013988+0.00063548i,-0.00078842+0.00048313i,-7.7074e-05+0.00063746i,0.00016371+0.0007624i,0.00033857+0.00025145i,0.00021884-0.00049848i,-0.00055368-0.00070472i,-0.0010132-0.00047486i
0.001882-0.0014825i,0.0013819-0.00089041i,-2.0982e-06-0.0014397i,-0.00094515-0.00062854i,-0.002413+0.00045649i,-0.0025488-0.00028035i,-0.0015978-0.001812i,-0.00091714-0.001732i,-0.00056397-0.00088784i,-0.00056352-0.00050872i,-0.00064647+6.2429e-05i,-0.00035682+0.00021346i,-0.00046521+0.00019428i,-0.00077644+0.00056123i,0.00023492+0.00015212i,0.00029152+3.2719e-05i,-3.5436e-05+0.0008001i,0.00015472+0.000876i,-0.0002164+0.00039839i,-8.3562e-05+0.00010627i,-2.9908e-05+0.0004201i,6.0846e-05+0.00027818i,0.00063225-0.00095324i
0.0013082+0.00025085i,0.0012434+5.1639e-05i,0.00036349+0.00075455i,-0.0017538+0.0015352i,-0.0024959+0.0016281i,-0.00075436+0.00061075i,0.0010379-0.00093194i,0.0014072-0.0016863i,0.00097199-0.0010574i,0.0003468-0.000188i,0.00033354+0.00047576i,0.0001029+0.00093144i,-0.00018368+0.001321i,0.0009471+0.001691i,0.00071159+0.001449i,-3.2596e-06+0.00049495i,-9.1138e-06+0.00033329i,-0.00033155+0.00014477i,-0.00045696-0.000391i,-0.00014746-0.00066535i,-0.00011058-0.00013863i,0.00045461+0.00025146i,0.00046316-8.4575e-06i
