-0.0012239+0.0005808i,-0.00071091-3.4475e-06i,-0.00013809-0.00013503i,8.6432e-05+0.00079092i,-0.00058405+0.0016466i,-0.00031479+0.00071016i,0.00010012+0.00022292i,-8.9667e-05+0.0011413i,-4.1395e-05+0.00073501i,0.00093908-0.00026729i,0.0014977-0.00026974i,0.0010375-0.0007669i,-0.00016989-0.00093522i,-0.00097874-0.00043976i,-0.00064692+6.485e-05i,-8.489e-05+8.0981e-05i,7.3137e-06-5.2751e-05i,-0.00019019-9.2576e-05i,-0.00016743+0.00037805i,-0.00063001+0.00026911i,-0.0012176-0.00028117i,-0.00071729-0.00022816i,-0.00022287-0.00034422i
-0.0013395+0.0012461i,0.00023414+0.0017921i,0.0011399+0.0014607i,0.00048709+0.00081326i,0.00078128+6.2296e-05i,0.0006677-0.00081452i,-0.00027153-0.001136i,-0.0010896-0.0010356i,-0.00097392-0.00026515i,9.0928e-05+0.00050312i,-0.00014004-1.7106e-05i,-5.0622e-05-0.00046256i,0.00067005-0.00048321i,0.00016673-0.0012745i,5.2574e-05-0.0017864i,0.00028207-0.00021957i,4.2863e-05+0.00081867i,-0.00013307+0.000192i,-0.00050574+2.6117e-05i,-0.00082136-5.2372e-05i,-0.00062701-0.00041778i,9.916e-05-0.00017868i,0.0011345+2.6271e-05i
0.00070026-0.0027813i,0.00024886-0.0025931i,-0.00071065-0.0024294i,-0.0013163-0.0014226i,-0.001421-0.0005541i,-0.0004172-0.00070724i,0.00041072-0.00064457i,0.00021526-0.00017867i,0.00012008+0.0002346i,0.00011401-9.8748e-05i,0.00017013-0.00024058i,-0.00038815-3.1161e-06i,-0.00099425+1.0627e-05i,-0.00012363+0.00028478i,0.00078656+0.00053673i,0.00060213+0.0010729i,-8.2277e-05+0.0012453i,9.3849e-05+0.0010222i,-3.4605e-05+0.00047515i,-0.00036326-5.6469e-05i,-0.00069899+0.00025823i,-0.00099162-2.112e-05i,-0.0011308-0.00039828i
-0.0012522-0.00016266i,-0.001191-0.00041026i,-0.00085291+0.0014257i,8.1932e-05+0.0011585i,-8.9241e-06-0.00016786i,-0.00020624-0.0011003i,0.00026425-0.0017867i,-8.4409e-05-0.00054687i,-0.00037807+0.00059015i,-0.00042306+0.00093117i,-0.00074951+0.00043805i,-0.00099081+0.00027848i,-0.0002174+0.00037318i,0.00051491-4.4843e-05i,0.00020624-0.00035999i,0.00038034-0.00070549i,2.5605e-05-0.00060186i,-0.00019114-0.00036501i,0.00029091-0.00046367i,0.00063848-0.00035143i,0.00058789+0.00082714i,0.00042145+0.00049437i,0.0001765-8.2203e-05i
0.0025018-0.00011799i,0.002208-0.00067321i,0.0019481-0.0017025i,0.0013147-0.0021469i,-7.4557e-05-0.0015065i,-0.00060194-0.0003692i,0.00010556-0.00038914i,-0.00018516-0.00012804i,-0.0008957+0.00071918i,-0.00069837+0.00073405i,-0.0003546+0.00040878i,-0.00015695+7.8914e-05i,0.0001507+0.00032308i,-0.00014626+0.0010349i,-0.00050929+0.00084994i,-0.0001963+0.00012834i,0.00030983-0.00040376i,0.00051753-0.00023739i,0.00083223-2.9012e-05i,0.0012565-0.00044626i,0.0013318-0.00057247i,0.0011047-3.5586e-05i,0.00066479-0.00010273i
4.0254e-05+0.0022596i,0.00021591+0.0017443i,0.0011677+0.0011811i,0.0024579+0.0010668i,0.0016825-0.00021981i,0.0004734-0.0016464i,5.8037e-05-0.0013041i,-0.0011013-0.00079011i,-0.0016604+0.00020711i,-0.0012764+8.6379e-05i,-0.0011658-0.00084679i,-0.0013521-0.0011417i,-0.00094753-0.00020085i,-0.00074126+0.00048135i,-0.00080565+0.0007699i,-0.00030528+0.00057371i,0.00085734-0.00014693i,0.00090363+0.00023672i,-1.6844e-05-3.8935e-05i,-0.00017645-0.00030278i,0.00015583+0.00059793i,0.00041565+0.0005563i,0.00024613-0.00025679i
0.0017975-0.0018967i,0.001151-0.0034864i,0.00061035-0.004527i,-0.00018901-0.0034416i,-0.00052319-0.001677i,0.0002192-0.00077068i,0.0010189-0.00093844i,0.00069286-0.001127i,-7.0953e-05-0.0010909i,-0.00033867-0.00074824i,-0.00058421+1.8709e-05i,-0.00044769-2.1593e-05i,0.00058936-0.00042961i,0.0010986+5.8357e-05i,0.00048857+0.00054679i,-1.892e-05+0.0010492i,0.00013075+0.00095577i,0.00010362+0.00012891i,-8.7945e-05-0.00016403i,-0.00040933-0.00034885i,0.00040399-0.00040013i,0.001275-0.0002984i,0.00074816+8.8383e-05i
7.779e-05-0.00088281i,0.0010013+0.00031542i,0.0010347+0.00089556i,0.00012362+0.001041i,-0.00053181+0.00063988i,-0.00098742+0.0011537i,-0.00080461+0.0010746i,-0.0010545+2.9689e-05i,-0.0016552-0.0004296i,-0.0014277+0.00032854i,-0.0010739+0.00061702i,-0.00087628+3.1494e-05i,-6.4244e-05+1.5531e-05i,0.00063903+0.00055782i,0.00066835+0.001357i,0.00027796+0.00073725i,-0.00033383+1.3835e-05i,-0.00035043+5.5969e-05i,-9.1364e-05-0.00047549i,0.00051994-0.00041504i,0.00082748+0.00041792i,0.00010778+0.00056533i,5.0502e-05+0.00057592i
0.00084978-0.00098503i,-0.0003909-0.0016955i,-0.0017717-0.0024241i,-0.0023294-0.0014402i,-0.0013986-0.00086003i,-0.00025913-0.0014377i,-0.00024851-0.0016463i,-0.00090812-0.001073i,-0.00088692-0.00035301i,-0.00044887-0.00023553i,-0.0003989-0.00013748i,-0.00029182-0.00017837i,3.2348e-05-4.1939e-05i,0.00051148+0.0003848i,0.00055583+0.00045199i,0.0004887+0.00015754i,0.00038864-5.8551e-05i,-0.0001332+0.00023119i,-0.00059669+0.00019466i,0.00018176-0.00018185i,0.0011041+0.0001137i,0.00077639+0.00040261i,4.7973e-05-0.00011271i
0.00062248+0.00080518i,0.0014397+0.0020696i,0.0020832+0.002247i,0.0026305+0.0009445i,0.002336+0.00081907i,0.00087837+0.0011289i,0.00040732+0.0010525i,-0.00072872+0.00039061i,-0.0020346-0.00037084i,-0.0018433-0.00018981i,-0.00070011+0.00044899i,-0.00030628+0.00064617i,-0.00033404+8.067e-05i,-0.00024776-2.5213e-05i,-0.00058527+0.00062218i,-0.00041352+0.00077848i,5.0605e-05+0.00054339i,-5.416e-05+0.00012731i,-0.0003709-0.00044001i,-0.00014994-0.00022305i,0.00074036-0.00027255i,0.00068102-0.00049059i,-4.8518e-05+0.00012874i
0.001291+0.0021099i,0.0017502+0.0014511i,0.0017595+0.00015102i,0.0015179-0.0013839i,0.00088315-0.0028704i,-0.00048719-0.0037757i,-0.0010918-0.0028999i,-0.00059738-0.00069416i,-0.00022093+0.00066627i,-0.00044302+0.00057118i,-0.00024233-4.706e-05i,-0.00050435-0.0003015i,-0.00069604-0.00078378i,-0.00099663-0.0013057i,-0.0013225-0.0008928i,-0.0010796-0.0005202i,-0.0007729-0.00010166i,-0.00054965-0.0001523i,0.00025813-0.00068578i,0.0015689+0.00011971i,0.0014152+0.00092591i,0.0012952+0.00026608i,0.0012431-0.00052088i
0.00053393+0.0012442i,0.0017722+0.00086579i,0.002899+0.000283i,0.0028593-0.00039425i,0.0016954+0.00063561i,0.00084654+0.0011442i,0.00075951+0.000192i,0.00013777-0.00019245i,-0.00045818+0.00020014i,-0.00041482+0.00020183i,0.00030717-0.00069219i,0.00077662-0.00058123i,0.00089392+0.00015419i,0.00062264-0.00013173i,-0.00016904+0.00015244i,-0.0006944+0.00027555i,0.00015012+0.0002756i,0.00065841+0.00090003i,0.00012871+0.00068701i,0.00026757-0.00028751i,-0.00017551-0.00023224i,-0.00016514+0.00018188i,7.9465e-06+0.00020262i
0.0018045+0.00063881i,0.0016315-0.00058077i,0.00035431-0.0012494i,-0.0011122-0.00093926i,-0.0019396-0.0015905i,-0.0019842-0.0025603i,-0.0017568-0.0017968i,-0.0008351+0.00029479i,0.00011703+0.0011136i,0.00019452+0.00034093i,9.9887e-05-0.00042909i,-0.00032491-0.00041379i,-0.00025448+0.0010073i,0.0002393+0.0015557i,-7.2431e-05+0.001367i,-0.00044823+0.0012233i,0.00030444-0.00014557i,0.0010012-0.0010482i,0.001025-0.00018542i,0.00037303+0.00044017i,0.00027197-0.00028442i,0.0007136-0.00081931i,0.00019954-0.00037205i
0.0010818+0.0017796i,0.0013491+0.0019352i,0.0028692-0.00022744i,0.0036927-0.0021222i,0.0030019-0.0022213i,0.0021204-0.00067574i,0.00087838-0.00020596i,-0.00065733-0.0010903i,-0.001065-0.0009087i,-0.00093141+0.00016764i,-0.0011197+0.0002471i,-0.0007426+0.00010683i,-0.00056949+0.000353i,-0.00093684+0.00033628i,-0.00067266+0.00016005i,-0.00013939+0.00037075i,0.00029837+0.00039221i,0.00022333-0.00043166i,-3.1063e-05-0.00057004i,0.00029124+8.356e-05i,0.00037448-3.0312e-05i,0.00070761-0.0011615i,0.0011631-0.0012186i
-0.00053377-0.0012565i,0.00021812-0.0007161i,-0.00067565-0.0011263i,-0.0017709-0.0010192i,-0.0014836-0.00093933i,-0.00058284-0.00079033i,-0.00070748-0.0003556i,-0.00092211+5.1483e-06i,-0.00072303+0.00040162i,-0.00053176+0.00092204i,-0.0005833+0.00055911i,-0.00068549-0.00011923i,-0.00026528-0.00057923i,0.00044608-0.00014197i,0.00092308-0.0001284i,0.00085128+0.00025155i,0.00059715+0.00081816i,0.00032546+0.00058069i,0.00015786+4.6667e-05i,-7.2885e-05-0.00012178i,-0.00030297-0.00039547i,-0.00022546-0.00099187i,-5.8043e-05-0.00060088i
0.0018066+0.00012658i,0.0015849+0.00018506i,0.0013468-0.00055787i,0.0014931-0.0011366i,0.00091972-0.00016662i,0.00063116+0.00046683i,0.001454-0.00074177i,0.00096662-0.0016266i,-0.00022205-0.0021752i,-7.4553e-05-0.0021644i,0.00063916-0.0010285i,0.00027539-2.3252e-05i,0.00013803+0.00036371i,0.00022445+0.00074889i,0.00026121+0.0007747i,-6.7127e-05-1.3624e-05i,0.00021905-0.00026784i,8.9031e-05+0.00022235i,-0.00022314+3.7426e-05i,0.00052601-0.00033077i,0.00074209-4.8995e-05i,-0.00063289-0.00014032i,-0.00078321-0.00034686i
0.0010693+0.001082i,0.0011425+0.0017103i,0.0015299+0.0015151i,0.002015+0.00048105i,0.0008242-0.00077427i,-6.7492e-05-0.0009882i,-0.00070127+0.00031626i,-0.00099642+0.0007965i,-0.00058207+0.0010496i,0.00010691+0.00074087i,-0.0001864+0.00036263i,-0.00065337+0.00033979i,-0.001055+0.00044188i,-0.00076675+0.00022723i,-0.00076768+0.00045849i,-0.00054746+0.00072226i,0.00040706+0.00038029i,0.00010889+0.00034362i,-0.00065109+0.00012783i,-3.4286e-05+2.935e-05i,0.00029221+0.00022769i,-0.00051274+0.00055808i,-0.0006034+0.00030434i
-0.0018502-0.001594i,-0.0016094-0.0030037i,-0.0014116-0.0034314i,-0.0014605-0.0023869i,-0.00084326-0.00084891i,0.00039899-0.00016009i,0.001358-0.0012863i,0.00080051-0.0013306i,4.8438e-06-0.00070835i,0.0004766-0.00016374i,0.00016158+0.00087242i,-0.00030448+0.0013065i,0.000479+0.001832i,0.00046925+0.0011722i,0.00049426+0.00021085i,0.00087392+0.00044107i,0.00033918+0.00043951i,-0.0011243+0.0005101i,-0.00078149+0.00054844i,0.00038063+0.0003444i,0.00030904-0.0002173i,-8.8361e-05+0.00016648i,-0.00021619+0.00082491i
-0.00067959+3.1622e-05i,0.00076457+0.0027824i,0.0028919+0.004417i,0.003377+0.0039137i,0.0020321+0.001921i,0.00072218-3.2628e-05i,0.0003692-0.00031017i,-8.1365e-05+0.00029424i,-0.00091953+0.00069103i,-0.0010249+0.00046349i,-0.00068674+9.8655e-05i,-0.00064552-9.1014e-05i,0.00035346-5.6986e-06i,0.0010835+5.7326e-06i,0.00082013-0.00031703i,0.00044394-0.0011375i,3.1516e-05-0.00079613i,0.00047879+4.419e-05i,0.00091782-0.00010106i,0.00037037-0.00035014i,-0.00047305-0.00038712i,-0.00047837-0.00047433i,-8.8871e-06+0.00038835i
0.0012685+8.1037e-07i,5.8152e-05-0.0013428i,-0.000725-0.0025807i,-0.0012294-0.0031192i,-0.00079726-0.0024867i,0.00021005-0.0019011i,8.3592e-05-0.0017736i,-0.00081647-0.0013305i,-0.00056149-0.00089643i,0.00016926-0.00070187i,0.00057091-0.00051635i,0.0011722-0.00053314i,0.00017216-0.00045603i,-0.0011031-0.00072315i,-0.00095081-0.00069287i,-0.00036108-0.00061099i,-0.0004279-0.00055243i,-0.00096939-0.00080018i,-0.00062688-0.00025626i,-0.00026487+0.00067837i,0.00049098+0.00056088i,0.00052022+0.00039423i,-0.00030258+0.00025014i
0.00025626+0.00086294i,0.0015842+0.0019817i,0.0028639+0.0018094i,0.0044042+0.0010612i,0.0034354+0.00035199i,0.00073511+0.00028281i,-0.00040832+0.00025807i,-0.00039323-0.0002531i,-0.00042999-0.00065249i,-0.00073942-0.00036473i,-0.00026379-0.00082179i,0.00042103-0.00092324i,0.00021498+0.00019217i,0.00019688+0.0004371i,0.00053107+0.00014667i,0.00089143-0.00032361i,0.00027321-3.9903e-05i,-5.9006e-05+0.00029089i,0.00093082-1.3997e-05i,0.0013524-0.00013882i,0.00045994+0.00016892i,-0.0004683-0.00014613i,-0.00079871-0.00046179i
0.0016765+3.3776e-05i,0.00091202-0.00051733i,-0.0002964-0.001004i,-0.0016352-0.0012499i,-0.0015109-0.0011944i,-0.00077297-0.0018235i,-0.00070836-0.0023175i,-0.0010664-0.0010473i,-0.00054387+0.00024355i,-0.00029895+0.0006559i,-0.00077956+0.0010959i,-0.0005348+0.00070869i,-0.0001564+0.00067157i,-0.0004924+0.0012244i,-0.00033952+0.00083198i,-0.00019801+0.00010824i,-0.00062658-0.00049472i,-8.9096e-05-0.0011733i,0.00063946-0.00079904i,0.00035896+0.00012053i,-0.00024199+0.00011186i,-0.00011735-0.00017076i,0.00019672-0.00013777i
-0.0013167-0.00026535i,0.00045621+4.4445e-05i,0.0032199+0.00061501i,0.004477+0.00095172i,0.0034472+0.0009453i,0.0017755-0.00011485i,0.0012991-0.0012288i,0.00025147-0.00078853i,-0.0011338+0.00012316i,-0.00035006-0.0001474i,0.00056043-0.00030525i,-4.0163e-05+2.9574e-05i,9.269e-05-0.00031129i,2.8641e-05+0.0002144i,-0.00057142+0.00072401i,0.00019814+4.3173e-05i,1.8687e-05+0.00015592i,-0.00081571+0.00029167i,-0.00056502-0.00026594i,-2.0931e-05-0.00068068i,0.0003209-0.00077301i,-0.00036155-0.0016534i,-0.00050988-0.0015009i
-0.0017248+0.0017123i,-0.0023466+0.0021818i,-0.0026056+0.0019854i,-0.0020349+0.0018213i,-0.00058991+0.00077567i,0.00033219-0.00015479i,7.712e-05-0.00053729i,-0.00097415+2.2529e-06i,-0.00083386+0.00018487i,0.00011624-0.00058325i,0.00013824-0.0014101i,0.00031761-0.00075386i,0.00021783-0.00037498i,-0.00020455-0.00087662i,-0.00013622-0.00084865i,-5.891e-05-0.0004202i,-0.00018633+0.00027973i,-0.00036501-0.00012192i,-0.00037316-0.00064401i,0.00052846+8.9262e-05i,0.00096011+0.00027016i,-0.00012581+0.0005063i,5.0577e-05+0.00024499i
0.00066057+0.0013931i,0.0031824+0.001324i,0.0055487+0.00052399i,0.0051199-0.0027462i,0.0030858-0.0050473i,0.00079772-0.0039856i,-0.00018788-0.0018403i,-0.0001028-0.00083569i,-0.00042123-0.0008745i,-0.00022905-0.00048365i,-0.00025117-0.00018636i,-0.00018348-0.00019793i,-0.00013174-0.00048944i,-0.0008386-0.0012978i,-0.00098317-0.00043229i,-0.0003236+0.00054965i,0.00016684+0.00022917i,0.00040155+0.00026139i,0.00049401+0.00065607i,0.00055896+0.00093404i,0.00072254+0.00075582i,0.0003747+6.7469e-05i,0.00020164-0.00018887i
-0.00056002+0.00020944i,-0.0010173+0.00067019i,-0.0016071+0.0015346i,-0.002079+0.0026156i,-0.0010649+0.0020111i,0.00052104+0.00036345i,0.00020989-0.00048983i,-0.00059632-0.00018632i,-0.00016055+0.00028866i,8.2996e-05+0.00032622i,3.5742e-05+0.0003048i,0.00012091+0.0003469i,2.517e-05+0.00019004i,9.5049e-05-0.00021571i,7.2703e-05+8.9895e-05i,0.00024378-0.00015911i,0.00047443-0.0005101i,0.00014481-0.0005115i,8.5001e-05-0.00049521i,0.00022143-0.00039909i,0.00011308-7.7907e-05i,0.00041949+0.00045723i,0.00093015+0.00034812i
0.0039352-0.0012113i,0.0043948-0.0017346i,0.0040006-0.0035358i,0.002194-0.004795i,-0.00038446-0.0042088i,-0.0017163-0.0023539i,-0.00044723-0.0016643i,0.0009519-0.0016903i,0.00041028-0.00098141i,-0.00089805-0.00023584i,-0.001711-0.00035817i,-0.00083884-0.00018882i,1.2762e-05+0.00064696i,3.2231e-05+0.0010401i,4.9899e-05+0.00077331i,1.5402e-05+0.00060669i,0.00018103+0.0005166i,-0.00030673+0.00018896i,-0.0010018-0.00079024i,-0.00025101-0.0011443i,0.00071003-1.5339e-05i,0.00075537+0.00077392i,-0.00061186+0.00045208i
-0.0025844+0.0006486i,-0.0019182+0.0019286i,-0.0018445+0.0033956i,-0.0020162+0.0043214i,-0.00016897+0.0026766i,0.0013419+0.00087812i,0.00013616+0.00011735i,-0.000973+0.00011382i,-0.0005003+0.00019153i,0.00019333+3.6265e-05i,0.00038224+1.5217e-06i,-0.00010148-0.00024192i,1.9898e-05-0.00084514i,0.00081333-0.0010423i,0.0010954-0.00069506i,0.00087844-0.00074146i,0.00036521-0.00079667i,-0.0003253-0.00043199i,-0.00086282-0.00030673i,-0.00097567+2.3248e-05i,-0.00068732-0.00013882i,-0.00032709-0.00046637i,-0.00045997+7.3816e-07i
-0.00074791+0.00014473i,0.00096706-0.0012097i,0.0029228-0.003148i,0.0026519-0.0052906i,0.0013794-0.0050825i,0.0011312-0.0026918i,0.00124-0.001231i,0.00034294-0.0010376i,-0.0005973-0.00046281i,-0.00082422+6.0152e-05i,-6.2406e-05+0.00050484i,0.00044796+0.00089428i,1.2097e-05+0.00013191i,-0.00034386-0.00030752i,-4.3455e-05+7.5898e-05i,-0.00025283+1.2979e-05i,-0.00048716-3.7652e-05i,-0.00029625+0.00031705i,0.00047818+0.00032155i,0.0010805+0.0003817i,0.00034939+0.00033769i,0.00029625-7.5994e-05i,0.00040817-0.00053317i
-0.00050446-0.0029519i,-0.0011755-0.0010947i,-0.0024636+0.0011539i,-0.0024003+0.0031268i,-0.0014908+0.0045043i,-0.0012982+0.0040153i,-0.00076409+0.0019372i,0.00031235+0.00062131i,0.00037114+0.00046487i,-0.00056718+0.00040792i,-0.00067403+0.00018012i,0.00072001-0.00010719i,0.0020612-0.00040021i,0.0024429+0.00029186i,0.0018652+0.00095637i,0.00094593+0.00057048i,-0.00021236-6.3478e-05i,-0.00056581-0.00044128i,-9.8094e-06-0.00020268i,0.00055751+2.6783e-05i,2.2265e-05+0.00086489i,-0.00052933+0.00083734i,-0.00012304+0.00036735i
-0.0012575+0.0011597i,-0.00086224+0.00052754i,0.00046367-0.00088948i,0.0014171-0.0029748i,0.0013213-0.0035955i,0.0016142-0.002884i,0.0014524-0.0022585i,-0.00031328-0.0012754i,-0.0014192-0.00043616i,-0.0014048-0.00032683i,-0.00059663-0.00063575i,-0.00016874-0.00063193i,-0.00056499+1.854e-05i,-0.00070362+0.00033047i,-0.0007057+0.00021216i,-0.00077889+0.00084278i,0.00034677+0.0010684i,0.00085479+0.00069271i,0.00063842+0.00077985i,0.00033292+0.0012139i,-0.00018661+0.0014407i,0.00022586+0.00048574i,0.00060775+0.00031136i
0.0032678-0.0015866i,0.0034843-0.0018981i,0.0034214-0.00071676i,0.0023587+0.00088994i,-9.2057e-05+0.0013699i,-0.0017434+0.00090671i,-0.0011869+0.00086682i,-0.00068533+0.0013856i,-0.0005948+0.00089193i,0.00029837+0.00067215i,0.0011717+3.1675e-05i,0.00041329-0.00081402i,0.00014204-0.00061284i,0.00039578-6.1798e-05i,0.00015624+0.0011033i,-0.00026945+0.0010535i,-0.00030226+0.00033099i,0.00011118+0.00038188i,0.00054781+0.00047477i,0.00074273+0.00049305i,0.00034595+0.00047442i,1.9494e-05-0.0004163i,0.00022292-0.00073468i
-0.0012918+0.00088427i,-0.00093547+0.00016401i,-0.00082146-0.0012591i,-0.0014967-0.0031291i,-0.001383-0.0042116i,-0.00067861-0.0036988i,-0.00042073-0.002225i,-0.00018049-0.0010122i,0.00013754-0.00045271i,0.00025509-0.00030514i,0.0002464-4.645e-05i,0.0013066+4.8012e-05i,0.0011805-0.00025546i,0.00030912-0.00065421i,-0.00020046-0.0001641i,-0.00050988-0.00026736i,-0.00054108-0.00061504i,-0.00081398-0.00036182i,-0.00098738+0.00033884i,-0.00068129+0.00088914i,-0.00027742+0.00049611i,0.0003211-0.00012404i,0.00050974+0.00022286i
0.0026433-1.8221e-05i,0.0031529+0.00034933i,0.0036791+0.00048488i,0.0037545+0.00071071i,0.0029158+0.00049373i,0.00058247-0.00050727i,-0.0010354-0.0012359i,-0.0012314-0.00062934i,-0.00099643+0.00014195i,-0.00029991+0.0003088i,-0.0003102+0.0006156i,-0.00040643+0.00024953i,-0.00012825+0.00039268i,-0.00094259+0.00071447i,-0.0011284+0.00029479i,0.00024688-0.00018973i,0.0012741+0.00035582i,0.0010635+0.00013786i,0.0009116-0.00078899i,0.00068984-0.00048605i,0.00019038-0.00044493i,-5.3158e-05-0.00046484i,-0.00043055-0.00052121i
-0.00018684+8.1241e-05i,-0.00030227-0.0012641i,-0.00035433-0.0031038i,-0.0014216-0.003421i,-0.0013054-0.0033736i,0.00029701-0.0028609i,0.00062125-0.0011766i,-7.5014e-05-0.00058549i,-0.00012195-0.00051213i,-0.00012679-0.00038931i,-0.00013962-0.00064967i,-0.00013596-0.00051577i,9.4877e-05-0.00038297i,5.9326e-05+1.1823e-05i,-0.0002494+0.00049248i,-0.0002272+0.00023503i,-0.00023119+0.00014243i,-0.00063927-0.00019983i,-0.00031825-0.00086246i,0.00034999-0.00055362i,0.00010581+0.00031438i,-0.00034092+9.2119e-05i,0.00028249-0.0001781i
0.0011978-0.00228i,0.0010142-0.00056144i,0.00038205+0.0010156i,0.00060952+0.0020799i,0.0014942+0.0026186i,0.0013102+0.0018198i,0.00090705+0.00072089i,0.00034971+0.00024997i,-0.00064957+0.00027365i,-0.00017507+2.1276e-05i,0.00046651-0.00073141i,0.00054785-0.0001615i,0.00044629+0.00082001i,-8.525e-05+0.00089273i,-0.00013203+0.00039408i,0.00049998-0.00011316i,0.00077956-0.00048706i,0.00017477-0.00085891i,0.00034383-0.0005778i,0.00083964-0.00062776i,0.00061467-0.00094063i,-0.00019757-0.00024241i,-0.00040067+0.00041622i
-0.0029375-0.0012457i,-0.0035499+0.0002354i,-0.0038095+0.00045366i,-0.002309-0.00062434i,-0.00039684-0.0017963i,0.0010134-0.0018408i,0.00094155-0.0011742i,-0.00021713-0.00087251i,-0.00096447+0.00052103i,-0.0014518+0.0011636i,-0.0013313-0.00046941i,-0.00048406-0.00052407i,0.00025605+0.0010642i,0.00081705+0.00087995i,0.001012-0.00034105i,0.00079117-0.00089765i,0.00054959-0.00076447i,0.00033588-0.00028768i,-7.066e-05-0.00044499i,-0.00048895+0.00023339i,-0.00081617+0.00057788i,-0.0012872-0.00054124i,-0.00091834-0.00060209i
0.0013619-0.00012012i,0.0021431+0.00010113i,0.003359-0.00069215i,0.0031394-0.0020862i,0.0015487-0.0022473i,-0.00073899-0.0013476i,-0.0016273-0.00053708i,-0.001742-0.00037833i,-0.0016745-0.00019767i,-0.0014867+0.00012915i,-0.0017336-0.00035463i,-0.0017056-0.00037845i,-0.00044377-0.00022453i,-0.00020219+0.0003495i,-0.00075829+0.00074573i,-0.00026725+0.0001985i,0.000586+4.8904e-05i,0.0004544+0.00063023i,-0.00028627+0.0009944i,-0.00065861+0.00075176i,-0.00012881+0.00046041i,0.00042669-1.8683e-05i,0.00036866+0.00030377i
-0.00060683-0.00027919i,0.00039806+0.00048006i,0.00038035+5.337e-05i,-0.00061464-0.0008153i,-0.00064055-0.00097438i,0.00053826-0.0016086i,0.0012596-0.0019154i,0.0010798-0.0012605i,0.00042406-0.00065793i,0.00026672-0.0005623i,0.0001184-0.00078752i,-0.00056334+9.5235e-05i,-0.00077091+0.00067026i,-0.00034753-0.00036523i,0.00017709-0.0012333i,0.00062022-0.00093877i,-2.9501e-05-0.00029091i,-0.00057945-0.00079876i,-0.00067291-0.0016451i,0.00027158-0.0013588i,0.00072391-0.00013845i,0.0010542+0.00021716i,0.00089517+0.00032306i
-0.00085886-0.0014705i,-0.00044577-0.0018365i,0.00025409-0.0016145i,0.001397-0.0010902i,0.0019454-0.00055612i,0.0012533-0.00023147i,0.00079487-0.00020332i,0.00015429-0.0011523i,-0.00055257-0.0017777i,-0.00016318-0.0010492i,4.2212e-05+7.4502e-05i,-0.00058022+0.00057225i,-0.00091419+0.00034143i,-0.00048804-9.3013e-05i,0.00039894-0.00039954i,7.7114e-05-0.00016499i,-0.0006818+0.00041843i,-0.00045675+0.00016923i,-0.0001358+0.00019247i,-5.3564e-05+0.00050442i,0.00036128+0.00098313i,0.00016597+0.0013552i,-0.00038917+0.00095645i
0.00055368-0.00017808i,-0.00078309+0.00055012i,-0.0005059+0.00023583i,0.00029685-0.00092302i,-0.00061595-0.0018042i,-0.00043145-0.0010113i,0.0007125-3.7144e-05i,0.00051311-0.00023075i,-0.00072261-0.00039686i,-0.00046902-5.8939e-05i,6.1498e-05+4.1637e-06i,-0.00025301+0.00018894i,-0.0012879+0.00050066i,-0.0013715+0.0012228i,-0.00027083+0.0016137i,0.00030606+0.00047167i,0.00021136-0.0001905i,0.00015499-3.9348e-05i,0.00035757+0.00021161i,0.00062644+0.00036811i,0.00041238+0.00012411i,0.00034978-0.00015508i,0.0004671-4.5046e-05i
-0.00071531-0.0028753i,-0.00034143-0.0025632i,0.00053269-0.0021062i,0.00019743-0.00072942i,-0.00010989+0.00089705i,0.00069187+0.0011877i,0.00085252-0.00054411i,-3.2569e-05-0.0010086i,-0.00086957-0.00033783i,-0.00063231+0.00038091i,0.00013583+0.00050662i,0.00043394-0.00010183i,0.00047236-0.00017725i,0.00065996+0.00020006i,0.0010039+0.00089957i,0.00091259+0.0010784i,0.00033226+0.00046216i,-0.00031118-5.9447e-05i,-0.00045522-0.00045833i,-3.5675e-05-0.0004583i,0.0002663-0.00014077i,0.00033466+0.00046105i,0.00049751+0.00098405i
5.6274e-05-0.00049969i,0.00089835+0.0013522i,0.0010422+0.00064478i,0.00027884+0.00015982i,-0.00040745-5.1142e-05i,-0.0010088-2.7057e-05i,-0.00012931-0.0001009i,0.00076992-6.0211e-05i,0.00033921+0.0010079i,4.5831e-05+0.00080888i,9.8426e-05+4.3806e-05i,0.0006681+0.00015333i,0.00019194-9.6417e-05i,-0.00053739-0.00016638i,0.00041695-0.00028501i,0.00093107-0.00055929i,0.00054139-0.00059423i,0.00077118-0.00031497i,0.0011429-0.00015548i,0.00019943-0.00052405i,-0.0002709-0.00051784i,9.3407e-05-0.00056309i,-1.2726e-05-0.00033363i
0.0012312-0.00059793i,0.00093401-0.0018637i,0.0018645-0.0033516i,0.0022246-0.0039381i,0.0012877-0.0027853i,0.00055805-0.0013317i,-0.00035129-0.00029225i,-0.00080671-0.00033901i,-0.00022435-0.00081718i,4.8332e-05-0.00086094i,-0.00028592-0.0011952i,-0.00066899-0.00092948i,-0.00059343-0.00020939i,-0.00051434+6.5859e-05i,-0.00042216+0.00036613i,-0.00022426+0.00081406i,6.5091e-05+0.0011264i,0.0005907+0.0011232i,0.00060572+0.00048767i,-5.9876e-05+0.00014706i,-0.00016553+0.0005395i,5.7963e-05+0.00043495i,-0.00069281+0.00029645i
