0.00028317+0.0004603i,0.0011026-0.00061877i,0.001247-0.0019735i,0.00012993-0.0018586i,-0.0013124-0.00057321i,-0.0023171+0.001419i,-0.0013582+0.0018692i,0.00060806+0.00072748i,0.0014385+0.00024581i,0.0017503+0.000245i,0.0015203-6.9493e-05i,0.0004876+0.00011032i,-3.7539e-05+0.0004823i,0.00024848+0.00040214i,0.00016885-8.0623e-05i,0.00020662-0.00032291i,0.00010324+0.00010162i,0.00015245-0.0001818i,0.00021437-0.00061169i,-0.00051089-0.00075831i,-0.00016079-0.00071968i,0.00046923-0.00011776i,0.00027479+5.4879e-05i
5.4076e-05+4.2094e-05i,0.00013786-0.0007652i,-0.00023034-0.0014767i,-0.0013982-0.00052384i,-0.0016734+0.0012708i,-0.0010007+0.0026242i,-0.0010217+0.0025177i,-0.0010771+0.0016049i,-0.00042341+0.0021307i,0.00065237+0.0020525i,0.00097317+0.00020325i,0.00056742-0.00055692i,0.00027285-1.7981e-05i,-0.00016388+0.00020843i,-0.00044554-2.4313e-05i,-0.00038632+0.00036281i,0.00010925+0.0008024i,-8.7907e-05+0.00071294i,-0.00082338+0.00056598i,-0.00052894+0.00056608i,-0.00036562+0.00031843i,-8.5697e-05+0.00026814i,0.00016953+0.0002257i
-0.00095365-0.0003052i,-0.00021692-0.0003829i,-0.0002696+0.001984i,1.9059e-05+0.0031092i,-0.00031606+0.0020916i,-0.0010992+0.0010713i,-0.00081812+0.00022994i,-0.00080574-0.00059902i,-0.00023109-0.00022819i,0.00068484+1.7256e-05i,0.0011334-0.00010528i,0.000493+0.00013743i,-0.00032803+0.00029871i,-0.00017424+0.00080367i,-0.00016417+0.00059558i,0.00018764-4.6364e-05i,0.00071843+0.00011259i,0.00029389+0.00012725i,-0.00025095-0.00021878i,8.63e-05-0.00067498i,0.00039862-0.00057619i,0.00020136+0.00019669i,0.00043952+0.00047764i
-0.00018297-0.00086405i,-0.00047493-0.00097031i,-0.00024414-0.0014916i,-0.00070299-0.0012381i,-0.0015887+0.00046257i,-0.0024527+0.0027511i,-0.0025311+0.0030063i,-0.0017552+0.0017085i,-0.0013039+0.00037i,6.5171e-05-0.00076536i,0.00059779-0.00034755i,0.00031233+0.00043671i,0.00022969+0.00037838i,-5.3259e-05-0.00030498i,-0.00019834-0.00015404i,-3.0203e-05+0.00063326i,0.00088347+0.00073671i,0.00076436+0.0009229i,0.0001531+0.0011777i,7.7566e-05+0.0012716i,1.7882e-05+0.00090091i,-4.2125e-05+0.00048134i,0.00087084+0.00041013i
-0.00020111-6.487e-05i,-0.0001518-0.00084578i,-0.00053467-0.0007599i,-0.00050638-6.9098e-05i,-0.0012844+0.00083941i,-0.0019399+0.0013174i,-0.00081591+0.0014994i,-0.0007185+0.0017618i,-0.00043164+0.0011939i,0.00072839+0.00058514i,0.0012541+5.1448e-05i,0.00090954-0.00063105i,-0.00026609-0.00020142i,-0.00092379+0.00041668i,-0.00092458+0.00055274i,-0.00078452+0.00011432i,-0.00127-0.00061209i,-0.0016376-0.00023818i,-0.00088258+0.00013059i,-0.00022596-0.00081579i,-0.00023706-0.00095266i,-9.4501e-05-0.0002319i,0.00045377+9.9031e-05i
-0.00013421+0.0013039i,-0.00048607+0.00065257i,-0.00060264+0.00083986i,-0.00043797+0.00030569i,-0.00068171-0.00017962i,-0.00081479+0.0002802i,-0.00014867+0.0012459i,-0.00013845+0.0015131i,2.7862e-05+0.00024578i,0.00077579-0.0010074i,0.0011944-0.00053569i,0.0011144-5.7481e-05i,0.00021414+0.00049771i,-0.00072478+0.00061498i,-0.00077852+0.00040877i,-0.00038649+0.00058991i,-0.00064378+0.00072601i,-0.00064741+0.00060597i,3.9249e-05+0.00034479i,0.00072367-0.00016173i,0.00031682+4.9572e-05i,-0.00035588+0.00098791i,-0.0005385+0.00068267i
0.0010531-0.0014424i,0.0010069-0.0027575i,0.00052758-0.0033623i,-0.0015282-0.00149i,-0.0031599+0.00074109i,-0.0023446+0.0012754i,-0.0012492+0.00074146i,-0.0005731-0.00010006i,0.00019885-0.0010744i,0.00034227-0.00085373i,0.00011215-0.00028264i,0.00043226-0.00025886i,0.00059116-0.0003015i,0.0009638-0.00034186i,0.0013682+3.3643e-05i,0.00064926-0.00017508i,0.00023432-0.00044083i,0.00049804-0.00075281i,0.00028399-0.001775i,2.4284e-05-0.0011852i,-0.00019985+0.00018431i,0.00013523+0.00056298i,-0.00016153+0.00057443i
-0.000449-0.0007857i,-0.0016868-0.00023827i,-0.0026712+0.00037445i,-0.0035988-0.00018208i,-0.003613+0.00074055i,-0.0026942+0.0019446i,-0.0014826+0.001723i,-0.00053428+0.0019004i,-0.00078066+0.0019975i,-0.00055186+0.00083961i,0.00027128-0.0001061i,0.00022834-0.00022978i,0.00073608+0.00059381i,0.00078497+0.0010236i,0.00015556+0.00024205i,0.00052584-0.00013859i,0.00053942-0.00018123i,-0.0004094-0.00070306i,-0.00032389-0.00050329i,-0.00040092+0.0001287i,-0.00093836+0.00018272i,-0.00030838-0.00017046i,0.00060866-0.00016438i
0.0028385-0.001607i,0.0018271-0.0026719i,0.0012138-0.0034725i,0.0004849-0.0022224i,-0.00083293-0.0007414i,-0.0014866-0.00016633i,-0.00057366+0.00012764i,0.00075329-1.0017e-05i,0.0012759-0.00013703i,0.0010525-0.00051551i,0.00045479-0.00063739i,0.00019721-0.00042703i,-4.0554e-05-0.00014619i,-0.00018497+0.00062692i,-0.00038671+0.0011931i,-0.00044154+0.00062451i,0.0002998+0.00024482i,0.00039064+0.00025933i,-2.295e-05+0.00023816i,-8.2233e-05-0.00035926i,-0.00010553-0.00096602i,-0.00067175-0.00082852i,-0.0011944-0.00049342i
0.00041279-0.00030495i,-2.9966e-05-0.0004686i,-0.00134-0.00043624i,-0.0016835-0.00015812i,-0.0012208+0.00041879i,-0.00071196+0.00045079i,-0.00053748+0.00061304i,-0.0007469+0.00059757i,-0.000389+0.00044454i,0.00086254+0.00045858i,0.0014499+0.00013132i,0.00049112-0.00051532i,-0.00037401+3.2552e-05i,-2.9691e-05+0.001024i,-5.9536e-05+0.00090218i,0.00013059-0.00036642i,0.0011429-0.00077323i,0.00095877-0.00034104i,0.00056774-0.00024783i,0.00093948-0.00012044i,0.00078594-0.00018334i,0.00020604-0.0005165i,0.00019838-0.00037351i
0.00060546-0.0017189i,0.00041341-0.00016948i,-0.00015394+0.00079011i,-0.0007959+0.00079337i,-0.0015417+0.00085878i,-0.0017551+0.0018326i,-0.0014888+0.0020534i,-0.00073843+0.00061179i,-0.00043285-0.00011384i,-0.00049941+0.00048775i,-0.00088084+0.00042117i,-0.00049011+0.00064988i,0.00023394+0.00048054i,0.0010348-0.00064483i,0.00080066-0.0005994i,-0.00035872+0.00031167i,-0.00035396+6.3762e-05i,-0.00039388-0.00034492i,-0.00060633+9.9485e-05i,8.2961e-05+0.0003098i,0.00071774+2.6258e-05i,0.00084678+0.00056054i,0.00067196+0.0014121i
-0.0015563-0.00048352i,-0.00060054-0.0010468i,-0.00046839-0.00099884i,-0.00055522-0.000653i,-0.001129-6.0686e-05i,-0.0016828+0.00048818i,-0.0010731+0.00083591i,-0.00054535-0.00014925i,-0.00029259-0.0010294i,0.0011884-0.00051314i,0.0016706-2.854e-05i,0.00087137-0.00048206i,-0.00015975-0.00048201i,-0.0007242+6.6203e-05i,-0.00021442-0.00015195i,0.00073829-5.4042e-05i,0.00044874+8.4116e-05i,-0.000329-0.00035042i,-0.00048187+2.7737e-05i,0.00023553+0.00070079i,0.00038488+0.00067549i,0.00020744+0.00070137i,0.00044167+0.00071474i
-0.00042963+0.0029454i,-0.00099255+0.0030746i,-0.00077774+0.0034158i,-0.0015524+0.0022598i,-0.0016738+0.0014872i,-0.0013387+0.00173i,-0.0010786+0.0015806i,-0.00081968+0.0014147i,-0.0012342+0.0015077i,-0.00039882+0.00070213i,0.0013119+0.00015321i,0.0011504+9.354e-05i,0.00012339+0.00066171i,0.00017834+0.0014188i,-4.2411e-05+0.0012818i,-0.0006451+0.00025623i,-0.00056977+8.5622e-05i,-0.00018687+3.7963e-05i,-0.00029491-0.00017144i,-0.00050582-7.4729e-05i,-4.6195e-05+6.8859e-05i,1.7293e-05+0.00076811i,-0.00013912+0.00063694i
0.00027295+0.0016445i,0.001856-1.4428e-05i,0.0030288-0.00016847i,0.0031796+0.00020301i,0.0019501+0.000802i,0.0005362+0.00057023i,-0.00098063+0.00044583i,-0.00089499+0.00019615i,0.00052383+0.00013036i,0.00092864+0.00046763i,0.00072053-1.2539e-05i,0.00040918-0.00061332i,-0.00021412-3.2095e-05i,-0.00083618+0.00088215i,-0.0010711+0.0013732i,-0.0013244+0.0016214i,-0.0015367+0.0011758i,-0.0015353+0.00074812i,-0.0010852+0.00036189i,-0.00049486+0.00017554i,-0.00037354+8.35e-05i,0.00016795-0.00021586i,0.00015604+0.00022422i
-0.00079243-0.00064663i,-0.0017822-0.001014i,-0.0029097-0.00086839i,-0.0029297+0.00032599i,-0.0024588+0.00089737i,-0.0016194+0.00078296i,-0.00052838+0.0010633i,-0.00060145+0.00041519i,-0.0006574-0.0011438i,-0.00060204-0.00079925i,0.00012055-0.00066731i,0.0012044-0.00064455i,0.00039899+0.0002223i,-0.0001176+0.00053374i,9.0281e-05-1.128e-05i,0.00027616-4.4922e-05i,0.00032849+0.00051608i,0.00054116-2.1182e-05i,0.00033918-0.00026794i,-0.00022233-2.506e-05i,-4.6081e-06+1.5633e-05i,0.00027245-0.00047731i,0.00049948-0.00071933i
0.00033629-0.002953i,2.5219e-05-0.0023559i,0.00017819-0.0013359i,-0.00050798-0.00052214i,-0.0013964+0.0010151i,-0.001675+0.0015102i,-0.00083272+0.0011559i,-0.00056298+0.00043271i,-0.0013472-0.00071038i,-0.00045187-0.00049971i,0.00050153-0.00067065i,-0.00018909-0.00070042i,-0.00028291-0.00036865i,-0.00030616-0.00034106i,5.5334e-05+1.7999e-05i,0.00034652+0.00041829i,0.00089167+9.3993e-05i,0.00095027-8.8438e-05i,0.00035389-0.000799i,0.00020905-0.00035898i,0.0002881+0.0010513i,0.00020396+0.0015292i,0.00034189+0.00097302i
-0.0017617-0.0002043i,-0.0016898-5.167e-05i,-0.0014047-0.00073222i,-0.00092217-0.0007508i,-0.0012824+0.00070204i,-0.0018696+0.0010543i,-0.0015993+0.00084499i,-0.0011671+0.00067465i,-0.00030189+0.00048266i,0.00095519+0.00057403i,0.00080994+0.00068885i,0.00034435+0.00025856i,0.00047765+0.00060837i,0.00030883+0.00026229i,0.00014088-6.0145e-05i,-0.00046919-3.7583e-05i,-0.00085813-0.00079855i,-0.00026157-0.00059037i,-0.00069289+0.00059926i,-0.00051923+0.00066007i,0.00022937+7.1247e-05i,0.00020838-0.00043656i,0.00029393-0.00044763i
-0.0009991-0.0039297i,-0.0017317-0.0038605i,-0.0029805-0.0029049i,-0.0031736-0.0009442i,-0.0027593+0.0012025i,-0.0024838+0.0023808i,-0.0014894+0.0013533i,-2.5775e-05-0.00060904i,-0.00024626-0.0012027i,-0.00076806-0.00028977i,-0.00062966+7.1566e-05i,-0.00051024-7.7891e-05i,-0.00055869-0.0001428i,-1.8871e-05-0.0003984i,0.00023365-0.00065225i,-0.00010349-0.00070461i,0.00039452-0.00050285i,0.00064787+5.9903e-05i,0.00043076-0.00016224i,-5.6421e-05-0.00057066i,0.00017299+0.00031184i,0.00062795+0.00087942i,0.00064295+0.00028809i
-0.00041808-0.00010751i,-0.0011252-0.0016091i,-4.375e-07-0.0017164i,0.00073328-0.00028842i,-0.00072545-0.00014165i,-0.0019501+3.8006e-05i,-0.0020372+0.00029939i,-0.0014062+0.00029597i,-0.00054963+0.00063391i,5.6026e-05+0.00048701i,0.00083155-8.1878e-05i,0.0013599-6.656e-05i,0.00095071-0.0003757i,0.00030662-0.000771i,-0.00056817-0.00075332i,-0.00060073-0.00060689i,-8.8944e-05-7.7492e-05i,-0.00070354+0.00022916i,-0.00074067-0.00010124i,-0.00021805-0.00023841i,0.00014144-3.7378e-05i,0.00088285+4.5083e-05i,0.00061352-0.00023792i
-0.00094729-0.00034771i,-0.0019127-0.0014776i,-0.0031214-0.00035226i,-0.0028793+0.00057639i,-0.0024282+0.0015156i,-0.0022244+0.0027159i,-0.0012663+0.0019866i,0.00041538+0.00072983i,0.00066808+0.0013242i,-0.00040163+0.0015819i,-3.5785e-05+0.001177i,0.00068174+0.00085863i,0.0004096-0.00042746i,-0.00032692-0.0011494i,-0.0010205-0.00046925i,-0.0011135+0.0004798i,1.7911e-05+0.00025025i,0.00059542-0.00019361i,0.00080528-0.00032828i,0.00095168+0.00013051i,0.00044716+0.00052455i,2.5968e-05-0.00015576i,-0.00045556-0.00097022i
-0.00069228+0.0012015i,-0.00044803+9.5249e-05i,3.3728e-05-0.00029391i,-4.4283e-05+0.00020711i,-0.00027435-0.00029702i,-0.00058937-0.00079098i,-0.0005429-0.00034392i,-0.00060606+0.00018923i,-0.00013622+0.00022743i,0.00034536+5.9107e-05i,0.00020662-0.00074265i,4.2256e-05-0.001052i,-1.3426e-05-0.00082054i,-0.00018122-0.00069127i,-0.00070902-0.00064519i,-0.0010358-0.0013561i,-0.00055877-0.0008204i,-7.9075e-05+0.00078339i,0.00054224+0.00081059i,0.00093864+0.00020966i,0.00014031+0.00021799i,-0.00058999-0.00025532i,-0.00062999-0.00080463i
0.0011381+0.0016702i,0.00097093+0.001697i,0.0014889+0.00089123i,0.0011437-0.00034257i,-0.00067893+2.9706e-05i,-0.0019019+0.0012544i,-0.0013302+0.0014905i,-0.00096685+0.00094844i,-0.0012305-0.00033906i,-0.001294-0.00078294i,-0.00040509-0.00035438i,0.00020241-0.00042545i,0.00047123-0.00037249i,0.00028906-0.000175i,-0.00065364-0.00025764i,-0.00032178-5.2816e-05i,-4.0355e-05-1.3314e-05i,0.00040258-0.00035425i,0.00019344-0.00029656i,-0.00015763-0.00042061i,0.00020973-0.00042967i,0.00028994+0.00018449i,0.00044202+0.00027621i
0.00077514-0.0012441i,0.00020443-0.001785i,-0.00056823-0.0026416i,-0.0011961-0.0012339i,-0.0019305+0.00014416i,-0.0021919+0.00084891i,-0.0014708+0.00090044i,-0.00012521+0.00053358i,0.00081927-0.00025199i,0.0012034+3.4708e-05i,0.0010103+0.00033419i,0.00021359-0.0005907i,1.2797e-05-0.00078172i,0.00034341-0.00092367i,0.001003-0.00097691i,0.00086664-0.00031965i,0.00010868-0.00029554i,-0.0003482-0.00039186i,-8.7278e-05-0.0003149i,4.6747e-05-0.00022028i,-0.00036044+0.0002795i,0.00027423+0.00045281i,0.0010298-0.00071324i
0.0013389-0.00068813i,0.0016893+0.0001901i,0.00046519+0.00057641i,-0.00094628+0.00087378i,-0.0018903+0.00075597i,-0.0017146+0.00018672i,-0.00048358+0.00034451i,1.211e-05+0.00044753i,-0.00043612-0.00040348i,-0.00037741-0.00099214i,-0.00018937+7.3527e-05i,-0.00015977+0.0011823i,7.3222e-06+0.0011489i,0.00037138-7.5921e-05i,0.00048127-0.00088148i,0.00020654-0.00085826i,-0.00021037-0.00028888i,-0.00069619+0.00084766i,-0.00042136+0.00077191i,-7.7931e-05-4.2382e-05i,-0.00049138-0.00011943i,0.00011603+0.0002557i,0.00065906+0.00056308i
0.00016264-0.00074398i,-0.0003945-0.001201i,-0.00060232-0.00074217i,0.00019229-0.00022867i,0.0007104+0.00063988i,-0.00017546+0.0014883i,-0.0002985+0.0016379i,-0.0004789+0.00060909i,-0.00027465+0.00046961i,0.00076638+0.00071834i,0.0014798-5.9002e-05i,0.00070973-0.00099181i,-0.00094823-0.00066991i,-0.001176+0.00012873i,-0.00050531+0.00023696i,-0.00043081+6.5186e-05i,-0.00039321+0.00039938i,1.1863e-05+0.00075282i,0.00068578+0.00010889i,0.00062687-0.00020375i,0.00018575-0.00035179i,0.0003191-0.00019432i,0.00020497+0.00051474i
-0.00083646-8.8628e-05i,-0.00066489+0.00023451i,-0.0012747+0.0010759i,-0.0024258+0.0020174i,-0.0027006+0.0014442i,-0.0024129-0.00011991i,-0.0019355+7.6303e-05i,-0.00055047+0.00067707i,0.0002977+0.00057871i,0.00056521+0.00049674i,0.00092022+0.00064459i,0.00062762+0.00012297i,0.00060535-2.0337e-05i,0.0003785-0.00068103i,-0.00019159-0.00097077i,-0.0002609-0.00032343i,-0.00050097-0.00025695i,-0.00095896-0.00068107i,-0.00067153-0.000585i,0.00062581+0.0001924i,0.00085972+0.00071344i,0.00024568+0.0008381i,0.0001195+0.00069585i
-0.00016366-0.00012432i,0.00066937+0.00024248i,0.00024386+0.00013635i,-0.0015346+0.0003326i,-0.0025392+0.0014274i,-0.0019118+0.0023614i,-0.00062765+0.0016463i,3.2024e-05+0.00069213i,9.4176e-05+0.00043165i,-9.2093e-05-0.00010494i,-4.5215e-05-0.00049495i,-0.00011784-0.00052664i,0.00029984-0.00059071i,0.0010574-0.00078648i,0.001106-0.00038286i,-8.9052e-05-7.1681e-05i,-0.00070749-0.00038221i,-0.00058646-0.00022621i,-0.00056838+0.00030786i,-0.00049605+0.00063452i,-9.3183e-06+0.00063443i,0.00019303-9.7062e-05i,0.00048789-0.00039348i
0.003498+0.0004179i,0.0016206-0.0012653i,0.0010836-0.002093i,9.5581e-05-0.0026251i,-0.0011987-0.0018465i,-0.0024967-0.00065545i,-0.0025406+0.00019268i,-0.0010898+0.00068198i,-0.00010039+0.00087415i,-0.00028325+0.0004137i,-0.00035097-0.00076834i,-0.00032602-0.0016463i,-1.4119e-05-0.00068801i,4.8943e-06+0.00054226i,-8.91e-05+0.00063103i,0.00052327-0.0001038i,0.00081688-0.00061879i,0.0010582-0.00017889i,0.00068172+5.5007e-05i,6.7566e-06-0.00038511i,-0.00011104-0.00030028i,0.00027872+0.00056275i,0.00044136+0.0010416i
0.00036533-0.0010134i,6.6365e-05-0.00061753i,-0.00058869+0.00050405i,-0.002317+0.001481i,-0.0034086+0.0019151i,-0.0025692+0.0017074i,-0.00073771+0.0015869i,0.00030755+0.0011301i,0.00026468+0.0001529i,-3.6704e-05+0.00046308i,0.00047483+0.0010027i,0.0011482+0.00044805i,0.00068168-0.00044295i,-0.00028623-0.0016343i,-0.00054218-0.00075315i,-0.000157+0.00086691i,0.00015816+0.00017435i,-0.00016487-0.00064376i,-0.00034019-0.00029693i,-0.00038633-0.00050295i,-0.00064141-0.00017281i,0.00022508+0.00016368i,0.00065385+6.0158e-05i
0.00035961-0.0008751i,-0.00024391-0.0022149i,-0.00094186-0.0016671i,-0.00078077-0.00035478i,9.9989e-05+0.00052269i,0.00030458+0.00073354i,-0.00013946+0.0012168i,-0.00052027+0.0016146i,-0.0010276+0.00021126i,-0.00049722-0.00078134i,0.00057839-0.00031973i,0.00051371-0.0008993i,-6.3025e-06-0.0013214i,8.0758e-05-0.00043102i,0.00040043+0.00027788i,0.00053227+2.8927e-05i,-4.1502e-05+0.00019449i,-0.00010866+0.00029561i,0.00014626+0.00028322i,0.00021725+0.00036833i,0.0003693+8.3799e-05i,0.00048747+0.00037947i,0.00086899+0.00066431i
0.00036578+0.00032546i,-0.0010395+0.00079199i,-0.0025319+0.0012808i,-0.0026803+2.8152e-05i,-0.0019029-0.00015921i,-0.0019464+0.0013738i,-0.0011468+0.0020847i,-0.00047618+0.0013063i,-0.00011955+0.00022942i,0.00088339-0.00016319i,0.00039861-0.00037523i,-0.00017262-0.00071063i,0.00079007-0.00042861i,0.00049674+0.00044553i,-0.00065662+0.0010675i,-0.0013698+0.00075959i,-0.00089079+0.00044717i,-0.00022158+6.6528e-05i,-6.5008e-05-0.0011021i,-0.00011426-0.00091564i,-0.0002768+0.0002666i,-5.0625e-05+0.00076242i,0.00019871+0.0010469i
0.00037428-0.002325i,3.2645e-07-0.0032285i,4.3707e-06-0.0031939i,-0.00052009-0.0011315i,-0.0014763+0.00066038i,-0.0011982+0.0015168i,0.00019174+0.0013104i,0.00029699+0.00016404i,-0.00036415-0.00086851i,-0.00022439-0.001298i,9.1936e-06-0.00059727i,0.00038071-0.00029058i,0.00042988-0.00013441i,0.00017767-0.00017837i,0.0005207-0.000531i,0.00037997-7.4103e-05i,-2.7967e-05-0.00010841i,0.00056702+6.4629e-05i,0.00061834+0.00057413i,0.00030794+0.00041657i,-0.00035533+0.0007547i,-0.0011718+0.00061619i,-0.00083924-0.00017108i
0.0022421+0.00048612i,0.0017638+0.001254i,0.00098809+0.00099896i,0.00047441+0.00067871i,-0.00051748+0.00085984i,-0.0020221+0.0010787i,-0.0020038+0.00087151i,-0.00091137+0.00066919i,-0.00017629+0.00070733i,-0.00017988+0.00033576i,-0.00017547-0.00052138i,6.783e-05-0.00074019i,0.00038245+0.00011298i,0.00058087+0.00049652i,0.00026047+0.00014358i,0.00040719+0.00017546i,0.00065311+0.00025331i,0.00017776-0.00010589i,0.00015531-0.00060311i,0.00069225-0.0012973i,0.00031936-0.0011036i,0.00013535-0.00054626i,0.00058456-0.00039106i
0.00011909-0.00276i,0.00044319-0.0032771i,0.00022242-0.0029861i,-0.0013011-0.0016081i,-0.0025482-1.9666e-05i,-0.0028076+0.0016042i,-0.0012472+0.001996i,0.00054675+0.0012554i,0.00088569+0.00057886i,0.0010525+0.00061975i,0.00049723-0.00016803i,-0.00021036-0.00060378i,0.00055376-0.00030177i,0.0014163-0.00048904i,0.0010533-0.0010455i,0.00019377-0.00085742i,0.00025856-0.00022098i,0.00035251-0.00053379i,-0.00029378-0.0008439i,-0.00067563-0.00033873i,2.612e-05+0.0001989i,0.000554+0.00061665i,0.00041246+0.0004404i
0.0012612+0.00065371i,0.00045234-0.00062393i,0.00023646-0.0005196i,-0.00048732-0.00050925i,-0.0009044-0.0010131i,-0.001157-0.0004943i,-0.0010468-0.00049431i,-0.00047004-0.00090898i,-0.0001445-0.00036855i,-0.00012843+0.00031072i,-2.8404e-05-9.9594e-06i,-0.00045924-0.00040545i,-0.0010101-0.00037197i,6.9879e-05+0.00017769i,0.00019455+0.00099853i,-0.0007402+0.00076863i,-0.00063621+0.00010333i,-0.00079952+0.00020665i,-0.00080811-0.00029714i,-0.00016428-0.00071589i,0.00031664-9.7975e-05i,0.00093485-0.00011055i,0.0011267+8.6207e-05i
-0.0015095-0.0014643i,-0.0015857-0.0014273i,-0.0010766-0.00058663i,-0.0010883+0.00012558i,-0.0023464+0.00090939i,-0.0032135+0.0013184i,-0.0025932+0.00083685i,-0.001114-0.00031197i,-0.00013567-0.0012145i,0.00021124-0.00082454i,0.00029898-0.00046441i,4.8658e-05-0.00019215i,-0.00045925+3.5306e-05i,-0.000617-0.00040698i,-9.8997e-05-0.00062463i,0.00068267+0.00021069i,0.00058805+0.00063944i,4.2107e-05+0.00015837i,-7.8113e-05-0.00016043i,-0.00016592-0.00087597i,0.00012659-0.00066028i,0.00031487+0.00034303i,0.00017757-0.00024118i
-0.00034421-0.001165i,0.00016735-0.0015805i,-0.0004788-0.0017643i,-0.0020847+0.00049313i,-0.0032714+0.0021095i,-0.003149+0.0015878i,-0.0014981+0.00094499i,0.00010804+0.00013172i,0.00028652+0.00011527i,8.3204e-05+0.00070622i,0.00045593+0.00020284i,0.00074658+0.00021339i,-0.00026267+0.00063916i,-0.0010008+0.00010423i,-0.00030598-0.00051247i,0.00096472-0.00011181i,0.00059682+5.1942e-05i,-0.00040543+0.00023355i,-8.8747e-05+0.00055398i,0.00027468+0.00072801i,0.00046235+0.00047047i,0.00030421+0.00022869i,-0.00042841-3.7565e-05i
-0.0013812-0.00014617i,-0.0014316+0.0013551i,-0.0018258+0.0011197i,-0.0012458+0.00026254i,-0.00028452-0.00051292i,-0.00084377-0.00015981i,-0.0011318+0.00028828i,5.4679e-05-0.00016948i,0.00076377-0.00020901i,-1.7957e-05+4.3863e-05i,-0.0004082+9.1415e-05i,0.00011412-3.5178e-05i,-0.00029034-0.00020887i,-0.00051357-0.00046814i,-0.00029757-0.00022633i,-0.00030929+7.2273e-05i,0.00056433+6.5602e-05i,0.00083627-0.00011439i,0.00045048-0.00037354i,0.00044186-5.6331e-05i,0.0004393+0.00044359i,0.00052679+0.00038876i,0.00067642+0.00049213i
-0.0004348-0.00097877i,0.00052781-0.0015439i,0.0003378-0.0024935i,-0.001063-0.0026335i,-0.0025107-0.0014878i,-0.0029124+0.00035784i,-0.0018118+0.0010211i,-0.00075297+0.000322i,-0.00046114+0.00028005i,-0.00037463+0.0010208i,-9.6472e-05+0.00051298i,0.00036277-0.00037626i,0.00053079+7.7734e-05i,0.00017359+0.00078462i,-4.3477e-05+0.00077862i,-0.00013833-0.00032455i,0.00042308-0.000938i,0.0005812-0.00066521i,0.00041016-3.2156e-05i,-8.8323e-05-0.00022851i,-0.00046295-0.00086493i,-0.00053267-0.00043092i,-0.00041483+0.00076627i
0.00037724+0.003065i,-7.8082e-05+0.0027871i,-0.00088614+0.0020898i,-0.0013438+0.0017307i,-0.00077014+0.0017155i,-0.00059362+0.0018395i,-0.00058916+0.0011999i,7.34e-05-0.00065241i,0.00011629-0.0011114i,-6.4387e-05-0.0010922i,0.00031213-0.00080634i,0.0003554-0.00011369i,-0.00037947+0.00018649i,-0.00099733+0.0010741i,-0.0012734+0.0014156i,-0.0013496+0.00055652i,-0.00046641-0.00047298i,0.00016217-0.00042523i,-7.8251e-05+2.7341e-05i,-0.00011172-0.00019798i,-0.00023116-0.00029228i,-0.00039636-0.00042599i,-0.00031852-0.00048701i
-0.0022512-0.0019853i,-0.0015274-0.0025484i,-0.00089874-0.0014193i,-0.0002515-6.1233e-05i,-0.00074901+0.0006255i,-0.0019981+0.00088339i,-0.0018813+0.00060989i,-0.00083604-0.00042792i,-0.00038242-0.00060255i,-0.00053899+0.00026517i,1.4282e-05+0.00019861i,0.00025386-0.00016556i,-9.2778e-05-0.00056758i,0.00012727-0.0011362i,4.4091e-05-0.00088557i,0.00021558-0.00022183i,0.00073645+3.1245e-05i,0.00051425-4.4728e-05i,-0.00012681-6.5363e-05i,-0.00042862+0.00034682i,-0.00040932+2.422e-05i,-0.0002676+5.7191e-05i,3.1797e-05+9.96e-05i
0.0025105-0.00098572i,0.0022254-0.0017761i,0.00085498-0.0013236i,-0.0012202-0.00033563i,-0.0029907+7.0565e-05i,-0.0029434+0.0007635i,-0.0013829+0.00099856i,-0.0002903+0.0002956i,0.00019889-7.7488e-05i,0.00059303-0.00069988i,4.6831e-05-0.0010344i,8.522e-06-0.00025494i,0.00073078+6.7856e-05i,0.00073674-2.32e-05i,-2.5757e-05+4.4455e-05i,-0.00012388+0.00052056i,3.7111e-05+0.00030373i,8.097e-05-4.3665e-05i,0.00020506+0.00035172i,0.00031693+0.00045537i,0.00029312+6.7354e-05i,0.0002154+0.00027654i,0.00039543+0.00070183i
0.00066491-0.00097707i,0.00012486-0.00089897i,6.5307e-05-0.00095388i,2.7506e-05+0.00023385i,-0.0008016+0.0017535i,-0.0014788+0.0024764i,-0.0014946+0.0011724i,-0.00052358+4.4567e-05i,9.5982e-05-0.00026684i,0.0002513-0.00063671i,0.00022407-0.00076852i,-0.00019563-0.0008029i,-0.00018772+4.0104e-05i,8.633e-05+0.00015046i,-0.00034124-0.00016832i,-0.00067218+8.0085e-05i,-0.00034311+4.8787e-05i,-0.00045166-0.00029961i,-0.00033762-0.00063189i,0.00026964-0.00097358i,0.00049869+3.376e-05i,0.00061286+0.0017029i,0.00020002+0.0013178i
