0.0022015+0.00032959i,0.0015885-0.00070073i,0.00093984-0.0024926i,-0.00044257-0.0030637i,-0.0015377-0.0021802i,-0.0018611+0.0003096i,-0.00065476+0.0021682i,8.6289e-05+0.0024607i,0.00044802+0.001364i,0.00073487-0.00056276i,0.00048041-0.0011559i,0.0001471-0.00010008i,0.00019333+0.00024636i,0.00050327+0.00011069i,0.00029167-0.00041086i,0.00024326-0.0011084i,-4.9865e-05-0.00042381i,-0.00049642+0.00016026i,-0.00032092-3.6408e-05i,-0.00034814-0.00030863i,-0.00054985-7.271e-05i,-0.00043383+0.0009159i,0.00030097+0.00084167i
0.034253-0.063942i,0.10936-0.15816i,0.17485-0.25766i,0.12128-0.26487i,-0.020808-0.16322i,-0.11771-0.057441i,-0.14861-0.015285i,-0.15022+0.020223i,-0.12734+0.061783i,-0.081372+0.067046i,-0.034957+0.036335i,-0.0089084+0.0050253i,0.002638-0.0011596i,0.013493+0.0037552i,0.013266+0.0058349i,0.004241+0.0094559i,0.0038156+0.008476i,0.0057657+0.0004032i,0.0044379-0.0071283i,0.0038177-0.008584i,0.0029554-0.0068383i,0.0031132-0.0053329i,0.006716-0.0068462i
0.017905+0.076512i,0.033223+0.15527i,0.016573+0.18052i,-0.041195+0.13046i,-0.069442+0.11251i,-0.010356+0.13584i,0.054565+0.12166i,0.068499+0.10796i,0.083095+0.11809i,0.084078+0.088909i,0.039968+0.043498i,-0.0014881+0.024834i,-0.0105+0.014236i,-0.0070896-0.00093333i,-0.0005536-0.013623i,0.0039971-0.021676i,-0.0017921-0.020511i,-0.0085053-0.0066796i,-0.0060416+0.0060227i,-0.0031469+0.0067538i,-0.0051638+0.0051971i,-0.0061076+0.0077737i,-0.0039877+0.010778i
-0.027307-0.034585i,-0.10425-0.091162i,-0.21323-0.11172i,-0.23866-0.044009i,-0.12765+0.011639i,-0.012157-0.0044753i,0.035172-0.0089961i,0.081578-0.015193i,0.11871-0.063599i,0.095833-0.087376i,0.049031-0.05529i,0.0282-0.013922i,0.025906-0.0020241i,0.015517-0.0051121i,0.0011136+0.00020286i,-0.0052299+0.006161i,-0.0034473+0.0036334i,-0.00055343-0.0041739i,-0.0025894-0.0071316i,-0.0035367-0.002024i,0.0019734+0.00045441i,0.0068199-0.003766i,0.002183-0.0084053i
0.055772-0.028041i,0.14302-0.0087983i,0.25672+0.044141i,0.30705+0.06559i,0.23622+0.0020579i,0.1054-0.0854i,0.01058-0.13984i,-0.043249-0.16367i,-0.088521-0.16152i,-0.10337-0.11326i,-0.062558-0.047412i,-0.011409-0.02252i,-0.0012171-0.021739i,-0.0089113-0.0082217i,-0.0088567+0.0018028i,-0.0098869+0.0038993i,-0.010375+0.01108i,-0.0025538+0.016527i,0.0077273+0.010842i,0.0086102+0.00070575i,0.0019173-0.0023615i,-0.0012949+0.00032145i,0.0021511+0.003507i
-0.017057-0.015089i,-0.061557-0.02028i,-0.08987-0.0029857i,-0.06117+0.035097i,-0.042795+0.077051i,-0.075898+0.1063i,-0.11091+0.11693i,-0.12874+0.11566i,-0.13624+0.12199i,-0.10997+0.11645i,-0.061852+0.074719i,-0.037361+0.026287i,-0.028471+0.0047342i,-0.012729-0.0020799i,0.0015986-0.0011425i,0.00792+0.0033215i,0.0068709-0.0020161i,-0.00065616-0.010451i,-0.0078592-0.0092884i,-0.0087509-0.0030247i,-0.0070853-0.00019922i,-0.0077782+0.00055934i,-0.0075068+0.00010221i
-0.023395+0.017775i,-0.037833-0.018491i,-0.061303-0.11773i,-0.094108-0.19431i,-0.072634-0.15238i,0.0053637-0.042111i,0.053124+0.042888i,0.065876+0.10229i,0.10013+0.13931i,0.12974+0.11532i,0.10012+0.054772i,0.038984+0.02269i,-0.00024717+0.024442i,-0.011994+0.025879i,-0.010224+0.01438i,-0.0056602+0.0020316i,-0.0015773-0.001553i,0.0039715+0.0028556i,0.0058436+0.006226i,0.0035719+0.0065944i,0.0032827+0.0079822i,0.0054989+0.0062724i,0.0034559+0.001493i
-0.017617+0.010155i,-0.032371+0.066436i,-0.018237+0.14136i,0.016477+0.12697i,0.023428+0.020269i,0.011516-0.044437i,0.045356-0.045027i,0.1021-0.062159i,0.11946-0.10514i,0.086545-0.11981i,0.04162-0.077955i,0.029024-0.021245i,0.032769+0.0022443i,0.026415+0.0062996i,0.018754+0.0084064i,0.010457+0.0070114i,0.0005493+0.0048932i,-0.0051765+0.0017006i,-0.0043364+0.00040071i,0.0019269+4.2052e-05i,0.0070379-0.002152i,0.0071879-0.0031848i,0.0060873-0.0018187i
0.081298+0.00029855i,0.1323-0.013345i,0.1244-0.013708i,0.052511+0.03154i,-0.012467+0.073653i,-0.038655+0.034435i,-0.060079-0.041694i,-0.079809-0.084462i,-0.098447-0.099154i,-0.10934-0.08817i,-0.082481-0.058579i,-0.03901-0.038561i,-0.0076618-0.025628i,0.012318-0.015567i,0.010828-0.011933i,-0.0018429-0.0040345i,-0.0026045+0.0048793i,0.0045177+0.0052065i,0.0072684-0.00064014i,0.0055669-0.0044037i,0.0018426-0.0035457i,-0.0034296-0.00043497i,-0.0041382+0.0028072i
-0.016049+0.031921i,-0.0042471+0.01286i,0.007718-0.04106i,-0.0021882-0.04146i,0.0075445+0.045321i,0.036462+0.10639i,0.017682+0.093837i,-0.035108+0.091181i,-0.050801+0.12301i,-0.031431+0.13385i,-0.014663+0.10161i,-0.0084804+0.054359i,-0.008662+0.014665i,-0.010948-0.013416i,-0.0096762-0.018724i,-0.0034172-0.0094687i,-0.0015057-0.0069853i,-0.0082832-0.0062373i,-0.011487-0.00033173i,-0.0085703+0.0011397i,-0.0060738-0.0028466i,-0.0046518-0.0067425i,-0.0054626-0.010767i
-0.047332-0.10329i,-0.11424-0.12881i,-0.14026-0.058255i,-0.056269+0.026023i,0.048744+0.0056291i,0.06672-0.046855i,0.047367-0.032556i,0.056518+0.00065829i,0.080039+0.0080928i,0.090518+0.00084848i,0.06638-0.0030782i,0.025908+0.0040545i,-0.0015442+0.0089769i,-0.018342+0.012228i,-0.019761+0.01854i,-0.0092615+0.017427i,-0.00080278+0.011096i,0.0072176+0.0067252i,0.0094315+0.0023491i,0.0038734+0.00014872i,-0.00019157+0.0034895i,0.0006743+0.0090413i,0.0034076+0.013822i
0.047767+0.052405i,0.063827+0.08181i,0.052926+0.091648i,0.041776+0.046384i,0.017996-0.036101i,-0.047983-0.082475i,-0.081308-0.067478i,-0.041237-0.064311i,-0.013149-0.10472i,-0.021358-0.11373i,-0.0050347-0.068055i,0.030871-0.033107i,0.037317-0.025907i,0.021842-0.012761i,0.014461+0.00052824i,0.010285-0.00054765i,-5.2602e-05+5.086e-05i,-0.0072297+0.0047452i,-0.0067007+0.0076679i,-0.0035286+0.0080166i,-0.002007+0.0049189i,-0.0031007+0.0013735i,-0.0036706-0.0025549i
-0.060978+0.030751i,-0.014266+0.034539i,0.098391-0.050113i,0.13936-0.15363i,0.064913-0.12719i,0.0082236-0.0089131i,-0.017328+0.053102i,-0.069938+0.07498i,-0.10333+0.11219i,-0.088579+0.11117i,-0.064506+0.060802i,-0.053604+0.022153i,-0.039626+0.017705i,-0.010026+0.01513i,0.0073184+0.00098945i,0.0043858-0.0051989i,0.0068277-0.0056041i,0.012631-0.011766i,0.010616-0.014232i,0.0081385-0.0068359i,0.011823+0.0012435i,0.016676+0.0015806i,0.01713-0.0027043i
0.013159-0.046662i,-0.029779-0.034845i,-0.11915+0.043197i,-0.18396+0.1279i,-0.14934+0.14443i,-0.039624+0.11213i,0.057644+0.071489i,0.096532+0.042335i,0.10474+0.040684i,0.10151+0.044673i,0.072911+0.024193i,0.027879-0.0035106i,-0.006011-0.013286i,-0.020455-0.011838i,-0.02085-0.0071182i,-0.015813-0.0013446i,-0.015583+0.0024962i,-0.015477+0.0082036i,-0.0090568+0.0097969i,-0.0038173+0.0010238i,-0.0069169-0.0088407i,-0.015801-0.010087i,-0.023602-0.0014888i
0.038786-0.0024465i,0.00010001-0.07656i,-0.13207-0.13672i,-0.23874-0.070957i,-0.20588+0.032931i,-0.11882+0.015656i,-0.074626-0.037182i,-0.016144-0.046974i,0.056366-0.082985i,0.061419-0.11417i,0.025707-0.067038i,0.016024+0.0083981i,0.028021+0.041736i,0.028988+0.035963i,0.015282+0.022357i,0.0036373+0.012534i,-0.00060672+0.0038353i,-0.0037965-0.0034819i,-0.0089386-0.0046254i,-0.0095685-0.00082631i,-0.0056722+0.0015325i,0.0013952+0.0010726i,0.012431-0.0033482i
0.027063+0.042198i,0.16162+0.12793i,0.38065+0.20199i,0.49475+0.18426i,0.39333+0.10488i,0.19037+0.057358i,0.0329+0.02119i,-0.069938-0.022754i,-0.13576-0.033958i,-0.13484-0.016066i,-0.07751-0.0081743i,-0.022233-0.020317i,-0.0022881-0.03218i,0.00043241-0.025557i,0.0042008-0.012661i,0.0022532-0.0057078i,-0.0022153+0.0028736i,0.00075444+0.0094502i,0.0065087+0.0085768i,0.005052+0.0076907i,0.00012728+0.012168i,-0.0017296+0.0163i,-0.0034182+0.013481i
-0.070976-0.086776i,-0.22147-0.13363i,-0.32621-0.11678i,-0.2157-0.079115i,0.0021532-0.081132i,0.10438-0.079769i,0.080999-0.018486i,0.042947+0.064638i,0.026633+0.12169i,0.022578+0.13115i,0.018129+0.09214i,0.015117+0.048182i,0.022097+0.022702i,0.022784+0.001167i,0.010114-0.0057314i,0.0029934+0.0034143i,0.0070562+0.0046029i,0.0091801+0.00040434i,0.0081151+0.0011058i,0.010882+0.0042008i,0.014516+0.002629i,0.0113-0.0065672i,0.0013287-0.010809i
0.063489+0.022934i,0.1592-0.057886i,0.18905-0.20572i,0.074245-0.26708i,-0.060056-0.18341i,-0.086774-0.079282i,-0.034841-0.02211i,0.042025+0.00083002i,0.10537-0.026473i,0.10929-0.067492i,0.06404-0.067161i,0.0090716-0.049191i,-0.033669-0.033239i,-0.046487-0.011153i,-0.032174+0.0055032i,-0.014235+0.010354i,-0.0067727+0.009681i,-0.0079857+0.0057289i,-0.0094836+0.0021424i,-0.0068211-0.00052585i,-0.0044881-0.0025838i,-0.0025996+0.0028431i,0.0037768+0.012147i
-0.10524+0.036296i,-0.21222+0.20488i,-0.26086+0.41399i,-0.21721+0.43046i,-0.16241+0.23043i,-0.14506+0.033014i,-0.12197-0.073714i,-0.090108-0.13028i,-0.07941-0.13195i,-0.073521-0.08918i,-0.039636-0.035693i,0.015518-0.0059629i,0.043594-0.0095069i,0.03572-0.015362i,0.020534-0.017499i,0.0044267-0.023012i,-0.0075765-0.022125i,-0.0053277-0.013094i,0.0051527-0.0072749i,0.010617-0.011629i,0.0087605-0.015687i,0.0052452-0.015187i,0.00095819-0.017173i
0.14965-0.04569i,0.26283-0.21581i,0.27937-0.39849i,0.19109-0.36413i,0.11428-0.12366i,0.091267+0.077218i,0.03484+0.13488i,-0.056448+0.14474i,-0.092017+0.16484i,-0.068078+0.15708i,-0.046189+0.10492i,-0.053776+0.054549i,-0.062452+0.040382i,-0.042856+0.037337i,-0.014363+0.025904i,0.00061313+0.020777i,0.0062378+0.023037i,0.0080052+0.018502i,0.002975+0.0064534i,-0.0078969+0.0029559i,-0.016174+0.0073203i,-0.016442+0.0074473i,-0.011282+0.0040316i
-0.10343+0.077086i,-0.1166+0.20708i,-0.022508+0.30757i,0.091267+0.2586i,0.10817+0.1157i,0.067857+0.015086i,0.058323-0.0086264i,0.088244-0.0010181i,0.12648-0.0048735i,0.13399-0.021891i,0.098796-0.028615i,0.05793-0.018611i,0.039508-0.007976i,0.019501-0.0066173i,-0.010246+0.0027247i,-0.019849+0.016498i,-0.0089559+0.01178i,-0.0005596-0.0022793i,-0.0019918-0.0052336i,-0.0018827+0.0043203i,0.0061312+0.014161i,0.012357+0.013332i,0.010284+0.011008i
0.071248-0.20127i,-0.034916-0.37404i,-0.24884-0.37486i,-0.29539-0.14075i,-0.10209+0.038841i,0.0062646+0.0069591i,-0.06299-0.014582i,-0.068178+0.029451i,0.0078519-0.018523i,0.022587-0.09486i,0.010739-0.086892i,0.015666-0.045198i,0.013419-0.015575i,0.021954+0.00074636i,0.036184-0.0037775i,0.026676-0.011132i,0.0086182-0.0062776i,-0.00068083+0.0011641i,2.2723e-05+0.011529i,0.0074337+0.016484i,0.010798+0.0098941i,0.0066112+0.0038292i,0.0024537-0.00046054i
0.021694+0.18897i,0.193+0.32284i,0.39961+0.32648i,0.40544+0.18i,0.23716+0.098206i,0.18829+0.14719i,0.23677+0.10711i,0.13869-0.012717i,-0.030944-0.0054436i,-0.081298+0.069253i,-0.046935+0.090097i,0.0046+0.067086i,0.034794+0.019782i,0.024997-0.010737i,0.01907-0.011852i,0.01721-0.016973i,-0.0037875-0.019383i,-0.018675-0.013544i,-0.017525-0.016766i,-0.01342-0.026858i,-0.010198-0.028867i,-0.0075757-0.02034i,-0.006797-0.013325i
-0.094304-0.10956i,-0.21812-0.18469i,-0.28194-0.2404i,-0.21141-0.27789i,-0.11037-0.24403i,-0.052827-0.10628i,0.015324+0.012167i,0.071581+0.02971i,0.073325+0.035242i,0.062758+0.053994i,0.040026+0.030617i,-0.010154+0.0087437i,-0.028926+0.024325i,-0.010786+0.024249i,-0.015402+0.0015639i,-0.033633-0.0091596i,-0.028785-0.0052808i,-0.012966+0.0032284i,-0.003543+0.0090434i,-0.0035416+0.016547i,-0.0075167+0.022357i,-0.0092294+0.014333i,-0.0088331+0.003947i
0.048609+0.029608i,0.0508+0.075268i,0.044941+0.15381i,0.022516+0.19699i,-0.085455+0.10615i,-0.31031-0.057484i,-0.44016-0.078637i,-0.26613+0.00023883i,-0.016297-0.042935i,0.046659-0.11116i,0.02746-0.080883i,0.020127-0.059792i,-0.010367-0.07459i,-0.048145-0.058211i,-0.057586+0.0034543i,-0.034635+0.06294i,-0.0050332+0.064573i,0.0089567+0.031119i,0.017374+0.014957i,0.03332+0.01521i,0.041692+0.01337i,0.030174+0.010804i,0.013511+0.012464i
-0.10297-0.081334i,-0.17125-0.14546i,-0.22266-0.005728i,-0.04181+0.33579i,0.34241+0.53416i,0.51503+0.405i,0.27532+0.19991i,-0.040468+0.15839i,-0.12864+0.18253i,-0.066062+0.15401i,0.010158+0.10779i,0.063138+0.069054i,0.064898+0.047149i,0.046326+0.054121i,0.031873+0.052548i,-0.0096632+0.048938i,-0.039008+0.059846i,-0.024881+0.055766i,0.0012959+0.035256i,0.021056+0.020206i,0.025305+0.016093i,0.021719+0.013328i,0.023134+0.0014861i
-1.8149+8.2368i,-0.45799+8.7739i,3.7343+7.8355i,6.0465+3.6755i,5.1934-0.42749i,2.1475-2.2817i,-0.26114-1.408i,-0.54166+0.049985i,0.41692+0.68325i,1.3158+0.38414i,1.3042-0.29134i,0.69641-0.71226i,-0.038699-0.88807i,-0.78585-0.88672i,-0.97114-0.56711i,-0.28231+0.06396i,0.50238+0.38398i,0.55748+0.25593i,0.20193+0.19687i,0.023528+0.18444i,-0.11684+0.10333i,-0.23997+0.17685i,-0.10098+0.25505i
-0.0029196-0.15192i,-0.08553-0.31631i,-0.28529-0.31965i,-0.29192-0.030352i,0.064958+0.31597i,0.42344+0.38306i,0.46171+0.18984i,0.28176+0.0011202i,0.11174-0.074802i,0.05293-0.074466i,0.062059-0.06371i,0.069251-0.071278i,0.052133-0.08365i,0.023529-0.078079i,-0.0099321-0.053597i,-0.056061-0.0081952i,-0.070288+0.044607i,-0.040592+0.06105i,-0.013892+0.048381i,-0.0041562+0.041243i,-0.0044437+0.040397i,-0.0012014+0.038346i,0.0065611+0.027862i
-0.0060401+0.14896i,0.044377+0.22729i,0.12676+0.22327i,0.17536+0.16421i,0.24591+0.085285i,0.36332-0.03532i,0.34008-0.16786i,0.14111-0.2041i,-0.017555-0.12522i,-0.039957-0.05463i,-0.0078074-0.03921i,0.021653-0.051364i,0.02288-0.059695i,0.0095361-0.038471i,0.0092842-0.019207i,0.0090177-0.02132i,0.0043075-0.014697i,0.0048418+0.0031036i,0.01438+0.012843i,0.023279+0.0068865i,0.021289-0.0080687i,0.013505-0.013694i,0.0094565-0.0076541i
-0.029984-0.30553i,-0.16194-0.3673i,-0.23483-0.21058i,-0.11992-0.044518i,-0.0044714-0.07462i,-0.050551-0.11947i,-0.098567-0.038365i,-0.073794+0.038499i,-0.053855+0.051223i,-0.039992+0.048246i,-0.01768+0.031255i,-0.012478+0.015649i,-0.019975+0.025798i,-0.025851+0.030385i,-0.029254+0.015807i,-0.015994+0.0060434i,0.0090303+0.002303i,0.016903+0.0026167i,0.0075249+0.012324i,-0.0016841+0.021111i,-0.0079053+0.020481i,-0.0092277+0.015558i,-0.0084103+0.016751i
-0.0056779+0.26606i,0.11065+0.29741i,0.15771+0.054479i,-0.005971-0.18024i,-0.21566-0.13043i,-0.23715-0.0049902i,-0.13578+0.012402i,-0.034298-0.00098147i,0.02947-0.01168i,0.040747-0.020045i,0.022078-0.022677i,-0.012418-0.023623i,-0.03585-0.010748i,-0.025697+0.0022863i,-0.0046893+0.0026158i,0.012746-0.0019485i,0.021248-0.010355i,0.020906-0.022518i,0.010218-0.034864i,-0.0031222-0.035468i,0.0014671-0.02014i,0.014492-0.0071243i,0.017806-0.0054202i
-0.20219-0.21043i,-0.41908-0.14363i,-0.4818+0.19183i,-0.24501+0.45041i,0.069769+0.38398i,0.18839+0.23705i,0.16043+0.1702i,0.074837+0.083373i,-0.049205-0.0018155i,-0.12153-0.019376i,-0.11458-0.0084977i,-0.072573+0.0052943i,-0.024726+0.0082265i,-0.0032107+0.00038745i,0.0034081+0.0011519i,0.011878+0.0064389i,0.0094132+0.012266i,0.0037905+0.018972i,0.009339+0.014362i,0.015946-0.0020066i,0.014093-0.01152i,0.0092117-0.0062783i,0.0070235+0.0051092i
0.31255+0.2837i,0.5935+0.29143i,0.71112+0.036358i,0.53598-0.25536i,0.23118-0.33678i,0.049292-0.2752i,0.029651-0.1835i,0.053035-0.087981i,0.062594+0.00024528i,0.067797+0.04942i,0.055558+0.034915i,0.025202+0.00053543i,0.010112-0.0053295i,0.011478+0.0064889i,0.010359+0.018046i,0.0071198+0.01945i,0.00479+0.0085829i,-0.002458-0.0028345i,-0.013098-0.0042052i,-0.017227-0.0057748i,-0.018149-0.017913i,-0.022078-0.028908i,-0.020235-0.032321i
-0.29881-0.19627i,-0.45734-0.20763i,-0.38653-0.12118i,-0.17366-0.086131i,-0.043796-0.10041i,0.019828-0.069565i,0.07647-0.063736i,0.074486-0.078007i,0.047071-0.064196i,0.035198-0.054975i,0.012995-0.033716i,-0.00058321+0.0098997i,0.0092888+0.020125i,0.010645-0.0086163i,-0.0029818-0.039147i,-0.012921-0.051988i,-0.010891-0.043009i,0.00015807-0.019036i,0.01088+0.00027859i,0.0098278+0.009216i,0.0015626+0.020196i,-0.00043353+0.029766i,0.0013163+0.027464i
0.30769+0.074458i,0.39251+0.0023276i,0.17783-0.12947i,-0.13222-0.14632i,-0.20462-0.053218i,-0.13262-0.017263i,-0.10284-0.031033i,-0.08081-0.047418i,-0.061021-0.067778i,-0.061203-0.065599i,-0.046373-0.048273i,-0.028275-0.04463i,-0.031217-0.041105i,-0.033635-0.017434i,-0.0090617+0.0087752i,0.022828+0.012111i,0.027463-0.00013905i,0.010746-0.011803i,-0.0069765-0.018952i,-0.012813-0.019585i,-0.0030884-0.017364i,0.0090971-0.015451i,0.013591-0.007802i
-0.29534+0.032124i,-0.36795+0.17751i,-0.18208+0.3198i,0.055991+0.25928i,0.064612+0.034619i,-0.022359-0.082275i,-0.02459-0.053247i,-0.016911+0.0024033i,-0.03174+0.055274i,-0.021015+0.076186i,-0.0049918+0.054704i,-0.0052772+0.036616i,-0.006204+0.03841i,-0.0013054+0.031693i,-0.011102+0.0059637i,-0.031397-0.0074841i,-0.03146+0.0018285i,-0.013972+0.014434i,0.00020275+0.018827i,0.0036907+0.012861i,-0.00060187+0.0041192i,-0.0059966-0.00059551i,-0.0097343-0.0011833i
0.24066-0.098502i,0.34282-0.25352i,0.23965-0.38097i,0.025867-0.30751i,-0.068675-0.06773i,-0.030326+0.083022i,0.01212+0.06245i,0.027405+0.0053351i,0.040584-0.031989i,0.032642-0.051241i,0.0061765-0.043763i,-0.0062584-0.031714i,0.0056121-0.029764i,0.018535-0.028946i,0.016847-0.016874i,0.0087689-0.0034728i,-0.0011106-0.0044527i,-0.011253-0.0088483i,-0.014108-0.0047573i,-0.0068197+0.0015669i,-0.00051918+0.00040804i,0.00059565-0.0059144i,0.0018765-0.01399i
-0.17847+0.10901i,-0.31534+0.20439i,-0.36088+0.26486i,-0.27965+0.25453i,-0.14473+0.1964i,-0.039735+0.1299i,-0.0062218+0.087208i,-0.020632+0.060473i,-0.044567+0.033021i,-0.049365+0.016119i,-0.024829+0.01452i,-0.00066701+0.020323i,-0.0026278+0.021892i,-0.022279+0.014662i,-0.030867+0.0062063i,-0.016273+0.0047017i,0.0031421+0.011213i,0.017244+0.012743i,0.023399+0.0023986i,0.016051-0.0045431i,0.0065614+0.0040583i,0.0044552+0.016576i,0.004942+0.023191i
0.084998-0.050071i,0.18181-0.023074i,0.29527+0.073804i,0.37696+0.12088i,0.36585+0.022406i,0.26164-0.095427i,0.156-0.10767i,0.097325-0.056049i,0.064047+0.0022236i,0.045023+0.03811i,0.027487+0.026743i,0.0033177-0.0033706i,-0.0073257-0.007137i,0.0087006+0.014794i,0.03032+0.030191i,0.033953+0.025312i,0.019439+0.0091745i,-0.0022266-0.0027399i,-0.016709-0.0010534i,-0.013659+0.00042683i,-0.0039908-0.011281i,-0.0014226-0.023739i,-0.0047653-0.023831i
0.0040217+0.017442i,0.006681-0.033116i,0.0095696-0.16718i,-0.022049-0.28197i,-0.091481-0.23766i,-0.12056-0.099979i,-0.067553-0.020617i,-0.001684-0.014722i,0.030978-0.036325i,0.034635-0.057652i,0.017843-0.052388i,0.012618-0.025446i,0.026487-0.015417i,0.026548-0.034515i,0.006435-0.050322i,-0.0039011-0.041642i,0.0063379-0.021128i,0.016233-0.0047264i,0.015933+0.00096571i,0.0083015+0.0018756i,-0.0036418+0.0072717i,-0.010194+0.015933i,-0.0094162+0.019366i
-0.063555+0.034564i,-0.097607+0.04481i,-0.14049+0.041816i,-0.1615+0.041685i,-0.11404+0.041285i,-0.041514+0.028484i,-0.014699+0.0017989i,-0.023444-0.040621i,-0.050511-0.069225i,-0.067302-0.050065i,-0.049536-0.01608i,-0.034484-0.0074963i,-0.042699-0.0089141i,-0.047714+0.00047702i,-0.029786+0.011405i,-0.0095047+0.0058411i,-0.010368-0.007831i,-0.01349-0.011025i,-0.0055548-0.0071904i,0.0024027-0.0028493i,0.0096734+0.0012049i,0.016911-0.00041684i,0.02088-0.0030784i
0.048107-0.068471i,0.053108-0.024408i,0.058601+0.099371i,0.084607+0.15068i,0.086502+0.071129i,0.064082-0.0032401i,0.052028-0.012377i,0.0075437+0.010133i,-0.047286+0.06534i,-0.042539+0.095721i,-0.016114+0.062308i,-0.0077022+0.031688i,0.0031584+0.032435i,0.016772+0.030927i,0.014536+0.013286i,0.0019942+0.0040813i,0.00097367+0.011946i,0.0075428+0.012381i,0.0075757+0.0035542i,0.0064004-0.003863i,0.0059658-0.0097178i,0.0010788-0.011325i,-0.0042405-0.0077113i
-0.018904+0.11151i,0.057084+0.059048i,0.138-0.14822i,0.087722-0.29609i,-0.047958-0.22504i,-0.099243-0.10637i,-0.079123-0.068817i,-0.033059-0.033647i,0.050806-0.0038844i,0.092732-0.017998i,0.061266-0.019609i,0.038089-0.0064493i,0.037273-0.021622i,0.020882-0.037274i,-0.00049088-0.020481i,-0.0035801-0.0015575i,-0.00044628-0.0062193i,-0.0075035-0.014712i,-0.01756-0.012694i,-0.023608-0.0081558i,-0.024491-0.0049014i,-0.01902-0.0026355i,-0.012063-0.0045718i
-0.026484-0.16623i,-0.17683-0.17208i,-0.37341+0.00029655i,-0.39942+0.20509i,-0.21915+0.24836i,-0.063906+0.19188i,-0.011959+0.15222i,0.010027+0.097215i,-0.0080726+0.013976i,-0.042415-0.024401i,-0.031478-0.022129i,-0.021998-0.022138i,-0.042783-0.00065964i,-0.037906+0.032589i,-0.0029898+0.02871i,0.012572+0.0042314i,0.0042426+0.00096033i,0.0013793+0.013485i,0.0076948+0.01702i,0.011804+0.011118i,0.012124+0.0068235i,0.011387+0.0052152i,0.0069311+0.0058349i
0.04275+0.20257i,0.17414+0.29201i,0.3496+0.24164i,0.40493+0.097203i,0.29078-0.015238i,0.17036-0.066919i,0.11604-0.087933i,0.066333-0.086272i,0.01315-0.048722i,-0.012499-0.0027476i,-0.017784+0.01381i,-0.0067485+0.015725i,0.02519+0.0023004i,0.038255-0.0258i,0.014359-0.032984i,-0.0068909-0.014424i,-0.0078066-0.0010421i,-0.0032418-0.0021008i,-0.0045811-0.00050628i,-0.0050294+0.0052871i,-0.00099206+0.0048981i,-4.8444e-06+0.0010859i,0.00089439+0.0014844i
-0.031664-0.19227i,-0.088236-0.28602i,-0.14006-0.27258i,-0.14536-0.18565i,-0.11632-0.10747i,-0.098159-0.055431i,-0.081537-0.012569i,-0.045593+0.026793i,0.0091194+0.044765i,0.048281+0.026651i,0.038966-0.00027344i,0.0059511-0.0069662i,-0.019501+0.0020281i,-0.025128+0.012774i,-0.010827+0.013945i,0.0060405+0.006985i,0.014698+0.0037901i,0.018676+0.0030527i,0.019395-0.0035705i,0.011817-0.010259i,-0.00066129-0.0068632i,-0.0058627-0.00091709i,-0.0048773-0.0016854i
0.021772+0.14822i,0.024374+0.1924i,-0.0082178+0.13061i,-0.042875+0.054211i,-0.032921+0.047908i,0.0042627+0.065831i,0.02626+0.041211i,0.020572-0.029196i,-0.022221-0.094607i,-0.066685-0.089653i,-0.054503-0.03794i,-0.012236-0.012653i,0.0061666-0.01322i,-0.00079835-0.011678i,-0.011246-0.0055907i,-0.012361-0.0052216i,-0.011615-0.015207i,-0.018435-0.022045i,-0.025499-0.015252i,-0.01887-0.0029244i,-0.00070152+0.0025249i,0.011482-0.00038004i,0.013341-0.0022927i
-0.011445-0.083911i,0.0051307-0.051864i,0.074553+0.08455i,0.15623+0.14561i,0.15829+0.045795i,0.091782-0.037203i,0.041434-0.018453i,0.0032008+0.035903i,-0.025606+0.094529i,-0.012334+0.11248i,0.0017524+0.068237i,-0.013121+0.031866i,-0.018681+0.029376i,-0.0045923+0.027911i,0.0080515+0.018447i,0.0095984+0.012052i,0.0070179+0.016796i,0.0077463+0.026759i,0.013868+0.029669i,0.019643+0.017514i,0.014477-0.00038781i,0.00041446-0.0088781i,-0.012164-0.0081131i
0.0097316+0.062637i,0.040988-0.0174i,0.047432-0.23996i,-0.037428-0.38159i,-0.1267-0.27176i,-0.10269-0.12121i,-0.041807-0.084328i,0.00046035-0.063565i,0.054259-0.038461i,0.07504-0.04297i,0.048628-0.039674i,0.032158-0.024009i,0.031167-0.022109i,0.021851-0.023983i,0.010384-0.017013i,0.0079775-0.011945i,0.0086242-0.01479i,0.0094992-0.018112i,0.005668-0.022641i,-0.0068013-0.023199i,-0.014733-0.010669i,-0.0086452+0.0054167i,0.0043304+0.016032i
0.0039479-0.036575i,-0.081852+0.010498i,-0.20479+0.18264i,-0.1971+0.32119i,-0.05991+0.25527i,0.0067059+0.12734i,0.00086419+0.074067i,-0.0021781+0.018224i,-0.029433-0.042708i,-0.052638-0.042908i,-0.036251-0.017384i,-0.020882-0.0075141i,-0.027576+0.001276i,-0.029345+0.011742i,-0.018159+0.0073997i,-0.011649-0.0017951i,-0.010618-0.00083768i,-0.0097671+0.004032i,-0.0089981+0.011741i,-0.0035175+0.018821i,0.0031779+0.014508i,0.003815+0.0012882i,0.0014493-0.012759i
