0.0022015+0.00032959i,0.0015885-0.00070073i,0.00093984-0.0024926i,-0.00044257-0.0030637i,-0.0015377-0.0021802i,-0.0018611+0.0003096i,-0.00065476+0.0021682i,8.6289e-05+0.0024607i,0.00044802+0.001364i,0.00073487-0.00056276i,0.00048041-0.0011559i,0.0001471-0.00010008i,0.00019333+0.00024636i,0.00050327+0.00011069i,0.00029167-0.00041086i,0.00024326-0.0011084i,-4.9865e-05-0.00042381i,-0.00049642+0.00016026i,-0.00032092-3.6408e-05i,-0.00034814-0.00030863i,-0.00054985-7.271e-05i,-0.00043383+0.0009159i,0.00030097+0.00084167i
-0.00090364-7.7224e-05i,-0.0013888+0.0010035i,-0.00075957+0.0012069i,-0.00066921+0.00028634i,-7.8175e-05+0.00022604i,0.00012714+0.00058432i,-0.00035862+0.0004047i,8.0013e-05+0.00010268i,0.0013676-0.0011211i,0.001835-0.0016544i,0.00070922-0.0010232i,-0.00033697-0.0010872i,-0.0012341-0.00085306i,-0.0010876-0.00040555i,-0.00032589-0.00016928i,-3.122e-05+0.00031411i,0.00043245+0.00083381i,0.00022872+0.0010105i,-0.00039312+0.0011583i,-0.00035605+0.00015513i,-7.6927e-05-0.00046833i,-0.00039343-0.00018236i,-0.00055715-0.00053926i
-8.7559e-05+0.00026062i,0.0005045+0.00090053i,0.00094117+0.0019119i,0.00095736+0.0020732i,0.0006019+0.0016331i,6.3968e-05+0.00083437i,-0.00011403+4.3365e-05i,0.00011454-0.00021651i,0.00033309-0.00020722i,-0.00028905-0.00032939i,-0.00067827+8.5409e-05i,-0.00025251+0.00065557i,-6.0327e-06+0.00024269i,0.00016905+0.00022161i,0.00033647+0.00025654i,0.00012055+0.00071621i,0.00025635+0.00059024i,0.00042334+7.3276e-05i,-0.00049481+0.00022567i,-0.00014111-0.00024744i,0.00084523-0.00053346i,0.00056171-0.00080833i,0.00041996-0.0010629i
-0.0014028+0.00090851i,-0.00097544+0.0019219i,-0.00061127+0.0017897i,-0.00015598+0.0011109i,-0.00021512+0.00027301i,-0.00032667+0.00037532i,0.00052063+0.00080608i,0.00087614+0.00099709i,0.00050868+0.00081744i,-1.4352e-07+0.00023112i,-0.00011244+0.00019983i,0.0005408+9.1263e-05i,0.00085821-0.00025393i,0.00038886-0.00015129i,-1.7567e-05+0.0003071i,-0.00012041+0.0010441i,-0.00060343+0.001282i,-0.00068761+0.00076493i,-0.00047791+0.00053373i,-0.00029015+0.00069091i,-0.00036208+0.00094625i,-0.00019122-8.5962e-05i,-0.00011511-0.0010214i
0.00049781+9.7651e-05i,0.00025163-8.7126e-05i,-0.00025057-0.00065244i,0.00016833-0.00071559i,0.00073562-0.00021812i,0.00078269+0.00074978i,0.00072959+0.00097952i,0.00049342+0.00031509i,0.00035988-0.00032402i,0.00012781-0.00092955i,-0.00010345-0.00083576i,-0.00063201-0.00026488i,-0.00039229-7.3089e-05i,0.00024663-0.00043013i,3.4467e-05-0.00066358i,1.0197e-05+0.00024193i,-0.00029628+0.00053197i,-0.00094665+6.5226e-06i,-0.00029533-0.00066368i,0.00019502-0.00095598i,0.00052053-0.00090215i,0.00081283-0.00035689i,0.001094-0.00021869i
-0.00024686-0.0019276i,-0.000632-0.0019108i,-0.0012816-0.0018816i,-0.0014128-0.00076413i,-0.00083418+0.00079074i,3.5375e-05+0.0011256i,0.00041685+0.00036389i,0.0002795-0.00023909i,0.00022507-0.00016187i,-0.00030206+0.00050221i,-0.0005303+0.00085056i,-5.6235e-05+0.00037031i,-0.00072005-0.00019725i,-0.0011997-0.001027i,-0.00056108-0.0011294i,-2.3815e-05-5.709e-05i,-0.00019897+0.00060194i,-0.0011735+0.0006707i,-0.00097889+0.00022908i,-2.1383e-05+0.00038061i,0.00046613+0.00022446i,0.00029296-0.00075068i,0.00066151-0.00042953i
-0.0026704+0.00068598i,-0.0020849+0.0011929i,-0.00077818+0.0012216i,0.00045833+0.00098615i,0.00080695+0.000637i,0.0012661-0.00055875i,0.0011593-0.00090258i,0.0008125+0.00010725i,0.00035736+0.0005508i,0.00061925-0.00012735i,0.00022766-7.4668e-05i,-0.00076322+0.0003563i,-0.00040869+0.00044735i,-0.000251+0.00025922i,-0.00030609+1.8562e-05i,-0.00024303-5.7234e-05i,0.00046833-0.00015519i,0.00043937+0.00086221i,0.00023455+0.0006328i,0.00012256-0.00017189i,-7.3108e-05-6.1857e-05i,0.00070739+0.00058568i,0.00064966+0.0014512i
-0.00027564-0.00051327i,-0.00020687-0.00055358i,7.429e-05-0.00055947i,-0.00063052-0.00076849i,-0.00054272-0.001131i,0.00012331-0.00087695i,0.00060384+0.00063153i,0.00054803+0.00069749i,0.00011392+1.1783e-05i,-0.00026948+3.1836e-06i,-0.00038802+0.0001544i,-0.0010442+7.0038e-05i,-0.0010568+0.00023341i,-0.00010597+0.00031547i,0.00034398+0.00022981i,0.00031657+0.00028888i,0.00023206+0.00053305i,0.00064115+0.0008372i,0.0011255+0.00028363i,0.00078969-0.0011747i,0.00016917-0.00081005i,0.00012946+7.6187e-05i,-0.0001284-8.0023e-05i
-0.0010986-0.0015395i,-0.0010248-0.0010563i,-0.0019211+0.0006007i,-0.0021652+0.0011364i,-0.00095481+0.0011574i,0.00025566+0.0012607i,0.00058059+0.00079555i,0.00022506+3.4087e-05i,-0.00051193-0.00064063i,-0.00092798-0.00072422i,-0.00025249+3.958e-05i,0.00036138-8.5549e-05i,0.0004788-0.00056468i,0.00038099-0.00043891i,-3.5841e-05-0.0003803i,1.3947e-05-0.00022319i,0.00018837+0.00016654i,-0.00035284+0.00079708i,-0.0011155+0.00074785i,-0.0015972+6.9067e-05i,-0.0011757-0.00057312i,-0.00031168-0.00034023i,0.00015227+0.00063313i
-0.0011444+2.2239e-05i,-0.0010612+0.001524i,-0.00049858+0.0016211i,0.00061804+0.0010539i,0.0018348+6.5758e-05i,0.0021344-0.00036316i,0.001147+0.00024389i,0.00049711+0.0010566i,0.00011398+0.00021138i,-0.00020133-0.00075923i,-0.00048459-0.00082999i,-0.00022919-0.00083542i,0.00044182-0.00058247i,0.00032838-0.0005889i,4.1627e-05-0.00062354i,0.00030788-0.00065693i,0.00061499-0.00032972i,0.00056737+0.00023658i,0.00020141+9.6114e-05i,0.00037975+0.00031419i,0.00023347+0.00081643i,0.00010943+2.1473e-05i,0.00044197-0.0010096i
0.00020386+0.0022076i,0.00093977+0.0015156i,0.0011643+0.0011601i,0.0015421+0.00018341i,0.0012402-0.00096218i,0.000455-0.0012044i,2.3917e-05-0.0002809i,0.0002102+0.00078058i,0.00076704+0.00066337i,0.0005196-0.0003002i,-0.00038099-0.0011779i,-0.00023835-0.00087784i,-0.00046324-0.00022448i,-0.00072081+0.00035935i,-0.00067006+0.00010504i,-0.00099394-7.5879e-06i,-0.00083394-0.00025184i,-0.00080742-0.00035696i,-0.00060262+0.00096307i,-9.9178e-05+0.0013689i,0.00018528+0.00067538i,0.00020697+0.00019382i,4.1086e-05+0.00051088i
4.9445e-05+0.00021997i,-0.00062986+0.00055592i,0.00065042+0.00060718i,0.0020265+0.00016109i,0.0017381-9.7514e-05i,0.00089011+0.00020562i,0.000994+0.00062719i,0.00072272+0.00075441i,0.00030214+0.00076505i,-7.2549e-05+3.5471e-05i,-0.00037975+0.00011449i,-0.00017519+0.00074795i,-0.00030776-5.4712e-05i,-0.00023618-0.0010713i,9.4288e-05-0.00072558i,0.00046512+6.5734e-05i,8.758e-05-0.00028183i,0.00034316+5.7263e-05i,3.1611e-05+0.00012449i,-0.00079293-0.00027705i,-0.00019959-9.5328e-05i,0.00044222-0.00013652i,0.00018205-0.0001935i
0.00030363-0.0034186i,0.00040673-0.003567i,-0.00022246-0.0028605i,-0.00074231-0.0017301i,-0.00094763-0.00098717i,-0.00015235-0.00023831i,0.00063175+0.00058634i,0.0011625+0.00031897i,0.0007662-0.00052655i,0.00038295-0.00040117i,0.00025986+0.0005807i,-0.00098226+0.00018419i,-0.00050094-0.00066251i,0.00026321-0.00025726i,-0.00021032-2.1475e-06i,-0.00040616-0.00021537i,-0.00034463+0.00010919i,-0.0005651+0.00028375i,-0.00026895+0.00051308i,0.00019602+0.00062783i,0.0002194+5.117e-05i,0.00032397-0.00080736i,0.00037928-0.0013644i
-0.00042586-0.0005452i,-0.0007754-0.0011799i,-0.00075902-0.00085371i,9.0645e-05-8.7424e-05i,0.00065985-5.9325e-05i,-5.7821e-05-0.00054101i,-0.00038631-0.0008187i,-0.00012035-0.00021i,-0.00021652+0.00048894i,-0.00010398+4.1761e-05i,0.00039326-0.00017i,0.00012336-0.00021916i,-3.7551e-05-0.00070925i,0.00022531-0.00034196i,6.3275e-05+0.00010644i,0.00016886-0.00011487i,0.00040722+0.000475i,0.0011454+0.00060981i,0.0017347-4.3285e-05i,0.00088198+0.00016577i,-7.3257e-05+0.00051498i,-7.6619e-05-0.00067383i,8.7679e-06-0.0013872i
0.00033361-0.00089995i,9.2936e-05-0.00079825i,-0.00088096-0.00068917i,-0.0016592-0.00081856i,-0.00093729-0.0004896i,-0.00042509+0.00051736i,-0.00045202+0.0012816i,0.00012784+0.00014629i,0.00092071-0.0011603i,0.00062002-0.00037045i,-0.0006538+0.00050158i,-0.0010579+1.1268e-05i,-0.0007369-0.00033267i,-0.00012959-0.00030806i,2.8683e-05-0.00022204i,-0.00055551-0.00054954i,-0.00086298-0.0002521i,-0.00070053-0.00029086i,0.00011279-0.00078577i,0.00074401+0.00020601i,0.00045367+0.00041639i,-0.00033937-0.0001235i,-0.00076806-0.00036421i
-0.0012768+0.00010325i,-0.0018211+0.00058478i,-0.0013657+0.00081526i,-0.00068592+0.0011497i,-0.00016168+0.00087193i,0.00033575+5.0729e-05i,0.00076068+4.5784e-05i,-0.00023053-0.00022373i,-0.00098298+0.00017792i,-0.00013022+0.00066026i,0.00026676+0.00038843i,-3.7425e-05+0.00019064i,0.00048579-5.798e-05i,0.00087936+8.4403e-06i,0.00030684+0.00015046i,-0.00013288-0.00023983i,-8.0957e-05+0.00010449i,0.00015542+0.00069265i,0.00020434+0.00059551i,0.00031379+0.0005457i,0.000657+0.00069765i,0.00022072+0.00021545i,-0.00064976-0.00047338i
-0.0019051-0.00065069i,-0.0019553-0.0008754i,-0.00090396+0.00064378i,0.00040738+0.00099748i,0.00131+0.00056166i,0.0016248+0.00040697i,0.0013529-3.0789e-05i,0.001061-0.00036782i,0.0009266-0.00026849i,0.00076274-0.00064165i,0.00043785-0.00073679i,-0.0002384-0.00036879i,-0.00035725-0.00024571i,-0.00014198-0.00018074i,8.7399e-05-1.8009e-05i,0.0005683+0.00027433i,0.00073564+0.001461i,0.0004642+0.00181i,0.00034427+0.0012443i,0.00062762+0.00081061i,0.0011186+2.7812e-05i,0.00077954+0.00048963i,-0.00050286+0.00056057i
0.0011739+0.00085632i,0.00074713+0.00058614i,0.00083521-0.00076715i,0.00040128-0.0015118i,7.0074e-06-0.00097265i,0.00010376-0.00021155i,-0.00023375+0.0001269i,0.00065575+0.00043711i,0.0018221-0.00016985i,0.0013185-0.00037781i,0.00031879-0.00011611i,-0.00023406+0.00027601i,9.9133e-05+0.00077261i,0.00048398+0.00059556i,0.0001354+0.00099214i,-0.00031035+0.0010588i,0.00018132+0.00032014i,-1.1476e-05+3.7325e-05i,-0.0006011-0.000461i,-3.0684e-05+0.00047977i,-0.00064887+0.0016126i,-0.00098195+0.00068647i,7.2336e-05-9.3911e-05i
-0.00035304-0.0016642i,3.1407e-05-0.0011634i,-0.00060615-0.00096518i,-0.0015419-0.00048267i,-0.0012305-0.000249i,-0.00038749+0.00016685i,0.00043341+0.00067908i,0.00080001+0.00051687i,0.00025104-9.1052e-05i,-0.0002583-0.00023385i,-3.6488e-05+0.00027761i,-0.0001819-0.0001557i,-0.00033899+0.00026599i,0.00025479+0.00095166i,-0.0002559-0.00011309i,-0.0012303-0.00087582i,-0.00090846-0.00049067i,0.00058232-0.00038394i,0.00096768-0.00021096i,0.00044011-0.00032424i,0.00013655-0.00053174i,0.00028487+1.6403e-05i,1.4413e-05-6.0205e-05i
-0.00028674+0.00050874i,0.00015895+0.00095098i,0.00083811+0.0010084i,0.00099681-5.9321e-05i,7.5094e-05-0.00099981i,-0.00084761-0.00050793i,0.00018262+0.00074043i,0.0013093+0.00087417i,0.0015428+0.00053661i,0.0011294+1.3767e-06i,-0.00010536+0.00010827i,-0.0011154+0.00052854i,-0.00034859-3.8656e-05i,0.00047011-0.00034054i,7.5526e-05+0.0001254i,-0.00050417+0.00075935i,-0.00052912+0.00099481i,0.00028245+0.0011434i,0.00037763+0.001106i,-1.3975e-05+0.00052442i,-0.0003103+0.00026792i,-0.0003897+0.00041563i,-0.00028679+0.00049489i
-0.00029698+0.00075223i,-0.00078583+0.00099836i,-0.0004512+0.0011525i,0.00061905+0.0015654i,0.00048779+0.0011874i,-1.4766e-05+0.00049196i,0.00018607+0.00075816i,0.00042897+0.00061676i,0.00015223+0.0002376i,0.00011708-0.00078301i,1.1229e-05-0.00074008i,-0.00093228+0.00044244i,-0.00054687+0.00021115i,0.00084182-0.00050533i,0.00054453-0.00072198i,-5.265e-05-0.00034136i,0.0001144-0.00043237i,-4.5091e-05-0.00047812i,1.2448e-05-0.00031829i,-0.0001833-0.00045646i,-7.6715e-05-0.0011379i,8.1142e-05-0.0011184i,-0.00042894-0.00017827i
-0.0009877-0.00019157i,0.00061392-0.00093277i,0.00070071-0.00054335i,-6.5395e-05+0.00070586i,2.165e-05+0.00063771i,0.00092431+3.2644e-05i,0.0013185+0.00016871i,0.00070606+0.00076062i,0.00014403+0.00093777i,-0.00031143-0.00026723i,-0.00035747-0.0013729i,0.00036009-0.0011852i,0.00051504+6.881e-05i,-0.00016556+0.00028102i,-0.00048292-0.00028923i,0.00012215-0.00011496i,0.00063985-5.3835e-06i,0.00078923-0.00035561i,0.00067085-0.00042213i,0.00089164+1.3992e-05i,0.00097878-0.00016763i,-1.6239e-05-0.00031083i,-0.00067283+0.00038079i
-0.0007303+0.0001142i,-0.0015505+0.00017563i,-0.0023345-0.0010841i,-0.0017779-0.00070183i,-0.00073598-0.00035658i,-0.00032025+0.00056326i,0.00020562+0.0013223i,0.00094162+0.00082991i,0.0011276+9.634e-05i,0.00049811+0.00017387i,-0.00015673+0.00040659i,-4.5184e-05+0.001005i,-3.6141e-05+0.0015289i,0.0002243+0.0011009i,4.5835e-05+0.00059358i,-0.00018931+3.3349e-05i,-0.00059355+0.00043834i,-7.7306e-05+0.00042832i,0.0009827-2.2747e-05i,0.00040618+0.000255i,-0.00041268-8.1585e-05i,-0.00023473-0.0002247i,-0.00011155-0.00010425i
0.00053481-0.00070185i,0.0001997-0.00016734i,-4.586e-05-0.00050184i,-0.00013064+0.0001181i,-1.1566e-05-0.00033649i,0.00028315-0.00048721i,4.9546e-05+0.00052418i,0.00039639+0.00021379i,0.00076662-0.00066587i,0.00066793-0.00052211i,-0.00022342+0.00030862i,-0.0010283+0.00035988i,-0.00026093-0.00024343i,0.00069826-0.00095354i,0.001031-0.0013691i,0.00030406-0.00063588i,-0.00018212+3.4421e-05i,1.9697e-05+2.2431e-05i,0.00018822+0.00067285i,0.00019536+0.00068372i,-0.00030255-1.1951e-05i,-0.00022973+0.00011448i,0.00041203-0.00020887i
-0.0022032-0.00098879i,-0.0012848-0.0010946i,-0.00074635+0.00033163i,-0.001069+0.0014356i,-0.00049641+0.00078425i,9.1349e-05+0.00013581i,-0.00089183+0.00050221i,-0.0011109+0.00047242i,0.00010359+0.00014622i,0.00021317+5.6281e-05i,-0.00048663+0.00036016i,-0.0002692+0.00033403i,0.00054631-2.9717e-05i,0.00081355-0.00027506i,0.00073423-0.00036551i,0.00057857+0.00022452i,0.00037494+0.00043138i,0.00018719+0.00023795i,0.00023264-0.00016279i,0.00022191+0.00052193i,-0.00051717+0.00068098i,-0.0005548-0.00055207i,-0.00061583-0.00056025i
-0.00070776+0.00049254i,-0.00012933+0.00078365i,0.00030806+0.0015897i,0.0016225+0.00072281i,0.0032698-6.8478e-05i,0.0020405-0.00023214i,0.00052475+0.00021943i,0.0006657+0.00014079i,0.00026374-0.00016506i,0.00065328-0.00061421i,0.001074-0.00026375i,0.00043256+0.0001259i,-0.00012301-0.00014041i,-0.00083865-0.0006937i,-0.0011565-0.00042834i,-6.9798e-05+0.0004388i,0.0012811+0.00061343i,0.001074+0.00080411i,0.00079226+0.00023158i,0.00048324-0.00066651i,-0.00017989-0.00020267i,-0.00027081+0.00067421i,0.00053974+0.00058625i
0.00011382+0.00021693i,0.00080536-0.00051125i,0.00071739-0.00096021i,0.00052675-0.0010545i,0.00067604-0.0010121i,0.00032102-0.00075593i,0.00025975+4.8418e-05i,0.0002867+0.00044183i,0.00036696-0.00011583i,0.00018185-0.00026165i,-4.2921e-05+0.00040289i,0.00037157+0.00059688i,0.00076414+0.0007118i,0.00090128+0.00050457i,0.00035555+0.00039625i,0.00038332+0.00036915i,0.00095156+0.00047321i,0.0010309+0.00052029i,0.0008471+0.00014085i,-0.0003197-0.00022893i,-0.0007441-0.00033228i,-0.00020113-0.00064295i,4.1706e-05-0.00021937i
0.0012685+0.00047169i,0.0012066+0.00068079i,0.0011474+0.00037855i,0.00076195+0.0009213i,0.00022093+0.0013504i,0.00086936+0.0010708i,0.0010526+0.0013831i,0.00059303+0.00058972i,-1.6466e-05-0.00074615i,-0.0007187-0.0012279i,-0.00031671-0.001365i,-4.229e-06-0.0014083i,0.00027724-0.00077627i,0.00026432-0.00029936i,0.00014039+6.3992e-05i,-0.00030463+0.00055787i,-0.00043638+0.00057244i,-0.00019395+0.0004683i,8.1181e-06+0.001012i,2.2659e-05+0.00095953i,-0.00029644-0.00040529i,-3.3531e-05+0.00017537i,0.00046139+0.00071418i
-0.0007704-0.00073594i,-0.00028891-0.00067074i,-0.0001408-0.00039389i,0.00063467+0.00021605i,0.00072552+0.00015489i,0.00032443-0.00049456i,0.0014925-0.00029957i,0.0015314-0.0002461i,0.00034556-0.00035854i,-0.00016706+0.00017705i,5.717e-05-0.00017796i,0.00063141-0.00064861i,0.0015597-9.1326e-05i,0.0014347+6.9334e-05i,0.00060218-0.00053204i,0.00025059-0.00054136i,0.00046274-0.00051299i,0.00049497-0.00078627i,0.00024956-6.7117e-05i,0.00058629+0.00042722i,0.00071373+0.00030143i,-0.00011504+0.00018124i,-0.000355+5.6154e-05i
-0.0012531-0.00071541i,-0.001966+0.00031764i,-0.0022617+0.0016222i,-0.0013758+0.0012422i,-0.0006607+0.0008549i,-0.00042945+0.0013064i,-6.8421e-05+0.0012227i,0.00033861+0.00046561i,3.5629e-05-0.0005498i,-0.00081118-0.00045592i,-0.00048416+6.5622e-05i,-6.7102e-06-0.00028505i,-1.6174e-05-2.0223e-05i,0.00012317+0.00047931i,-0.00010506+0.0003388i,-3.1042e-05+0.00052279i,0.00032805+0.00070107i,0.00027979+0.00018823i,-0.00028075-0.00057401i,-0.00072141-0.00054239i,-0.0010414-0.00050583i,-0.00087564-0.0010638i,-0.00071893-0.0011002i
0.00034637-0.0014045i,0.00043789-0.0012369i,0.00015959-0.00087702i,3.1476e-05-0.0006481i,-0.00011043-0.00051077i,9.6516e-05+0.00030556i,0.00053532+0.00088539i,0.00026291+0.00081525i,-0.00064933+0.00029752i,-0.00065763-0.00011461i,-0.00019136-0.00052478i,0.00032505-0.0010213i,0.0010178-0.00066886i,0.00096806+0.0002202i,0.00043093-0.00015495i,0.00022138-0.00028075i,0.00048131+0.00012849i,0.00038887+0.00038799i,-0.0004621+0.00030218i,3.1683e-05-0.00025527i,0.00082578-4.1175e-05i,-0.00041498+7.78e-05i,-0.00045265-0.0004676i
-0.0016283-0.0011113i,-0.0021564-0.0015338i,-0.0017216-0.00065623i,-0.00076863-0.00032263i,-0.00055871+0.00014717i,-0.00021519+0.00095958i,0.00016125+0.00042907i,0.00069356+0.00011946i,0.0015486+0.00045586i,0.0011384+0.00044895i,0.00015222+0.00050243i,0.00027832+0.00049697i,0.00012112-5.0674e-05i,-0.00016031-0.00048967i,0.00019689+0.00039277i,0.00016849+0.0013828i,-4.7671e-05+0.001697i,-0.00037853+0.0006252i,-0.0004479-0.00017117i,-4.1718e-05+0.0003733i,0.00074362+0.00089871i,0.00036994+0.00091321i,-4.6866e-05+0.0003024i
-0.00071323+0.00023186i,0.00029505+0.0011254i,0.0010563+0.0013548i,0.0017247+0.0005726i,0.0022782-2.6382e-05i,0.0014781-0.00024301i,-0.00010252-0.0001229i,-0.000943+0.00016145i,-0.00030355+0.00034263i,-1.1776e-05+0.00044586i,-0.00024294-0.00058191i,-2.3296e-06-0.0012498i,0.00027729-0.0005972i,9.4073e-05-0.00019061i,-0.00035612-0.00026305i,-0.00055675-0.0011042i,9.9641e-05-0.00053868i,0.00068532+0.00027909i,0.00093627-0.0003913i,0.0011242-0.00062387i,0.00049193+6.8846e-05i,-6.3793e-06+0.00068359i,0.00063576+0.00013792i
-0.00093228-0.00084648i,-0.00026932-0.0011263i,-0.0005421-0.00038862i,-0.00039186-0.00038189i,-0.00018209-0.0017011i,-3.6488e-05-0.0013194i,3.5861e-05-3.2888e-05i,-0.00021803+8.2754e-05i,-0.00031321+0.00031543i,8.8368e-05+0.00067308i,0.00047685-6.6366e-05i,8.4724e-05-0.00069667i,-0.00034382-0.00048563i,0.00012721-0.00043263i,0.00083647-0.00051405i,0.0007969+9.6398e-05i,0.00012658+0.00053028i,0.00012414+0.00070504i,0.00090031+0.0012315i,0.00086741+0.00099716i,7.0688e-05+0.00053713i,-0.00044773-7.2259e-05i,-0.00017863-0.00081581i
0.0017448-0.00080144i,0.00073899-0.0007689i,0.00038641-0.0010176i,-0.00011349-0.00070181i,-0.00060269+0.0002128i,-0.00061803+0.00049237i,4.8838e-05+0.00013398i,9.1223e-05+0.00058508i,-0.00016362+0.00041439i,-0.00025748-0.00031308i,-0.00065154-0.00011066i,-0.0010269+8.6826e-05i,-0.00022878+0.00011336i,0.0006743+0.00025614i,0.00083687+0.00051072i,0.00071062+0.0007381i,0.00071269+0.00041068i,2.0795e-05-0.00027551i,-0.00063015+1.7897e-06i,-0.00083037+0.00056626i,-0.0011271+0.00042474i,-0.0010043+4.6404e-06i,-0.00034561-0.00022814i
-0.0012921-0.00034731i,-0.0008955+0.00027457i,-0.00052862+0.00054799i,-0.00094523-0.00035972i,-0.00012392-0.0011411i,0.0014692-0.0010235i,0.0012-0.0010765i,0.00033786-0.0012497i,-0.0001682-0.0005618i,8.5623e-05+0.00010277i,0.0006982+5.8993e-05i,0.00090628-3.2452e-05i,0.00019696+0.00023061i,-0.00067286+0.00058281i,-0.0012006-0.00022603i,-0.00059077-0.0011191i,-5.0045e-05-0.00065967i,-0.00026568-0.00041492i,5.5273e-05-0.00052394i,0.00039326+8.5749e-05i,0.00095634+0.00036891i,0.00088827+0.00038652i,-9.1761e-07+0.00025445i
-0.00057368-0.001196i,-0.0010929-0.00044156i,-0.00153-0.00021942i,-0.00072016-0.00051785i,0.00022258-2.887e-06i,0.00011727+0.0005403i,0.000517+0.0011961i,0.00091765+0.00054031i,0.00042446-0.00039253i,-9.7254e-06+0.00042429i,-0.00071361+0.0010094i,-0.00083752+0.00029385i,0.00039655-0.00036442i,0.00031385-0.00031399i,-0.00095163-0.00048339i,-0.00051773-0.00027212i,0.00042853+0.00011664i,-1.476e-05-7.7267e-05i,-0.00051581+5.403e-05i,-0.00044176+0.00048489i,-0.00012147+0.00024901i,0.00021971+8.0188e-05i,0.0003569-0.00035042i
-0.0018307-0.00037048i,-0.00039123+6.3312e-05i,0.00050436+0.00056152i,0.00060176+3.7524e-08i,0.00065616-0.00012006i,0.00038251+0.00049979i,-8.4676e-05+0.00048141i,0.00067234-0.00018787i,0.00086034-0.0007789i,0.00088936+7.1676e-06i,0.00042019+0.00022764i,-0.00042397-0.0011891i,-5.3557e-05-0.00096648i,-2.3251e-05-0.00039342i,-0.00021918-0.00029419i,0.00028277+0.00024747i,0.00084302+0.00044555i,0.00032978+0.00035423i,-0.00041926-0.00016197i,-0.00025451-0.00060685i,0.00051683-0.00053379i,0.00094951+0.00065883i,0.001301+0.001489i
0.0013184+0.0020522i,0.0023489+0.0017709i,0.0034015-0.00038672i,0.0019914-0.0019613i,0.00028907-0.0020436i,-0.00068006-0.00096835i,-0.00025796+0.00047359i,0.00043239+0.0011018i,0.0006367+0.00073521i,0.00023037+0.00036837i,-0.00023106-0.00020867i,-0.00015752-0.00043759i,-0.00020604-0.00069438i,-0.00061669-0.0004738i,-0.00053414+0.00053i,0.00028608+0.00054776i,-1.8456e-05-0.00070831i,-0.00052034-0.00059857i,-0.00022535+0.00068454i,0.00039309+0.00040072i,0.00058845-0.00015123i,-0.00020396+0.00017898i,-0.00067084+0.00028709i
0.00087869+0.00087151i,-0.00026731+0.00047335i,-0.00017824-0.00020715i,0.00024496+8.2523e-05i,0.00034005+0.00029628i,0.00015328-0.00015311i,0.00033495+0.00033588i,0.001215+0.0004422i,0.0011202-0.00018422i,0.00055255-0.00021576i,0.0007857+0.00061071i,0.00081171+0.00049246i,6.3577e-05-0.00021831i,-0.00057534-0.00048439i,-0.00076316-0.0013197i,-0.00065085-0.0014173i,-0.00056037-0.0013725i,-0.00017625-0.00098717i,0.000179-3.3298e-07i,0.00044141-1.5417e-05i,0.00070258-8.4236e-05i,0.00020073+0.00011469i,-0.00031452-0.00037832i
0.00029431-0.00142i,0.00052997-0.00048917i,-0.0003923-0.00023408i,-0.00062996-0.00057917i,-0.00010965-0.00090952i,-3.2415e-05-0.00062205i,8.6547e-05-3.1682e-05i,0.00022057+0.00021198i,-0.00047962-0.00038398i,-0.00065634-0.00031666i,-0.00058118+0.00040431i,-0.00053066+0.00052425i,5.9778e-05-0.00026083i,-0.00015336-0.00057141i,-0.00062033-0.00033312i,-0.0002136+0.00049698i,-0.00018467+0.00078593i,-0.00022317+0.00021817i,-4.7471e-05-0.0001549i,-0.00013844+0.00023657i,0.00010792+7.7853e-06i,0.0006073-0.00040302i,0.00049993-6.4026e-05i
-0.0022266-0.0011559i,-0.0014989-0.00072317i,-0.0018981+0.0011538i,-0.00023647+0.0019403i,0.0015898+0.001721i,0.00087522+0.00033824i,0.00018259-9.7113e-05i,4.3108e-05+0.00091868i,-0.00010057+0.001106i,0.00019807+0.00056782i,0.00034182+0.00077332i,0.00033752+0.0012267i,-0.00028051+0.00058196i,-0.00042886-7.7788e-05i,0.00029311-0.00076917i,0.00037218-0.00042522i,0.00066394+0.00013729i,0.0006348+0.00023708i,-0.00013122+0.00018523i,-0.0008582+3.5268e-05i,-0.00073099+0.00035611i,0.0001674+0.00029556i,0.0010285+0.00031875i
0.0023144-0.0010946i,0.0015372-0.0014234i,0.0022381-0.0011262i,0.0020237-0.0013001i,0.0012741-0.001134i,0.00082321-0.0005149i,0.0011183+0.00034428i,0.0010468-0.00022325i,0.0004314-0.0011952i,-6.5865e-05-0.0010875i,-0.00079436-0.00076558i,-0.00054479-0.00080818i,-0.00012086-0.000458i,-0.00035202+4.745e-06i,-0.0011109-0.00048151i,-0.0010553-7.9683e-05i,-0.00060787+0.00061417i,-0.00057831+0.00092277i,7.7218e-05+0.00051441i,0.0007576+0.00027264i,0.00080758+9.3963e-05i,0.00070021-0.00078297i,0.00051439-0.0015184i
