-0.0010836-0.00040206i,-0.001451-0.001207i,-0.0016427-0.0015112i,-0.0021446-0.0010477i,-0.0027289+5.0663e-06i,-0.0024347+0.0013044i,-0.0016239+0.0017838i,-0.00043774+0.001835i,0.00062665+0.0012894i,0.00037648-7.63e-05i,-0.00010574-0.00085135i,0.00035262-0.0009032i,0.00035027-0.00089452i,-1.0319e-05-0.0010347i,-0.00033238-0.00073892i,-0.00057138+8.5341e-05i,-0.00040057+3.4999e-05i,-0.00026022-0.00011077i,0.00042703+0.00047564i,0.001015+0.0004201i,0.00044525+0.00050474i,-0.00024688+0.00026697i,-0.00025765+0.00012392i
-0.00071885+0.001038i,-0.00061581+0.00048316i,-0.00067591+0.00046032i,-0.00044631+0.00094205i,-0.00056202+0.00089619i,-0.00051646+0.0011403i,-0.00015856+0.0011863i,-0.00029321+0.00074546i,-0.00087893+0.00080034i,-0.00099864+0.00044514i,-0.00042726-0.00042025i,-0.00024096-0.00081521i,-0.00043847-0.00086515i,-0.00026538-0.00053773i,4.4022e-05+0.00015856i,0.00084764+0.0003268i,0.00122+0.00032175i,0.00047785+0.00057004i,0.00023979+0.00075059i,0.00073431+0.00030274i,0.00059295-0.00015232i,0.0004228+0.00026706i,0.000174+0.00037768i
0.001078-0.0013636i,0.00034619-0.002089i,0.0014224-0.0023113i,0.0011936-0.0011602i,-0.0004631-0.00053398i,-0.00065009-3.4439e-05i,-4.6894e-05-0.00053631i,-7.9701e-05-0.0012061i,-0.00027072-0.00067552i,0.00034656-0.00073935i,0.00061694-0.00091167i,0.00010017-0.0011396i,-0.00084615-0.0013207i,-0.00066226-0.001278i,-0.00013751-0.00080021i,1.0807e-05+0.00031785i,0.00031831+0.00024725i,1.2333e-05-0.00052867i,-0.00098456-0.00063089i,-0.00098559-7.8365e-05i,-5.2537e-05+5.935e-05i,-0.00014203+0.0003688i,-0.00057956+0.00042527i
-0.00038453+0.0020698i,-0.00038208+0.0015146i,-2.1877e-05+0.00080616i,0.00012551+0.00043764i,0.00025461+0.00011427i,0.0004371+0.00017407i,-0.00029748+0.00067393i,-0.000307+0.0010806i,-0.00019331+0.00030548i,0.00032371-0.00090167i,0.00069987-0.0015258i,0.00069515-0.00096777i,0.00027628-0.00043131i,0.00033324-0.00051304i,0.00066349-0.00082372i,0.00026457-0.0010844i,0.00044449-0.00066372i,0.00019979-0.00026929i,-8.5333e-05+0.00031675i,0.00013481+0.00055397i,0.00017258+0.00037165i,0.00029575+0.00043334i,0.00062008+0.00067205i
0.0020766-0.0018754i,0.0011447-0.0010155i,-2.9762e-06-0.001436i,-0.0012339-0.00086853i,-0.0015214+0.00010363i,-0.00067276-9.9167e-05i,-6.511e-05-0.00023564i,0.00041377-9.3226e-05i,-0.00017625-9.7087e-05i,-0.0010516-0.00049848i,-0.0011396-0.0002114i,-0.00077693+0.00056211i,-0.00046861+0.00041676i,-0.00036173-0.00030759i,-4.7985e-05-0.00086553i,0.00053907-0.00056708i,0.00070925+5.8622e-05i,0.00014706+8.2868e-05i,-3.9934e-05+0.00011977i,-0.00063391+0.00046977i,-0.00095216-0.00020875i,-0.00067087-0.0007505i,-0.00029777-0.00042781i
-4.9314e-05+0.00014954i,-0.00038172+0.00049303i,-0.00081183-0.0001016i,-0.00058036-0.00023672i,-0.0006506+0.00012343i,-0.00045948+0.00053813i,-0.00068564+0.00019444i,-0.0012029-0.00040433i,-0.00088599-1.2882e-05i,-0.00084187+0.00053446i,-0.00026099-0.00021516i,0.00044797-0.0008987i,-2.3476e-05-0.00065379i,-0.00015885-0.00022739i,0.0004342+0.00032567i,0.00078466+0.00054212i,0.0010064-0.00037159i,0.00062126-0.00050135i,0.00020169-0.00043384i,0.00057773-0.0003698i,0.00097438+0.00012333i,0.0007315+1.3733e-05i,0.00057792+0.00022901i
0.00070842-0.00063808i,0.00062318-0.00097924i,0.00030412-0.0005962i,0.0004851+0.00089765i,-0.00017827+0.0011659i,-0.00020659+0.00058829i,0.00081158+0.0011188i,0.0013366+0.001009i,0.00091447-3.5419e-05i,0.00010399-0.00029515i,0.00014964-0.00045043i,-2.0376e-05-0.0012429i,-0.00030631-0.0010082i,-0.00024507-0.00070725i,-0.00016288-0.00099294i,0.0003796-0.00046259i,-9.7874e-05+0.00024164i,-0.00069063+7.1234e-06i,0.00018059-0.00036995i,-6.7317e-05+0.00018895i,-0.0009325+0.00081762i,-0.00076342+0.00085978i,-0.0002564+0.00015294i
-0.00049775+0.0022002i,-0.000612+0.0025244i,-0.00099987+0.0017466i,-0.00022256+0.0018205i,-6.6956e-05+0.0018354i,-0.00030049+0.0010601i,5.1408e-07-0.00036776i,0.00026781-0.0010446i,0.00010008-0.00021362i,-0.00014561+0.00013909i,-0.00068827+0.00020133i,-0.0015573-0.00026198i,-0.0013404-0.00071826i,-0.00046204-0.00085689i,-0.00052622-0.00071826i,-0.00051125-2.2805e-05i,-0.00013617+0.0004252i,0.00014087+0.00062966i,0.00076354+0.00077057i,0.00065001+0.00044586i,0.00015408+0.00028872i,-0.00033985+4.5665e-06i,-0.00035191-0.00028825i
0.001268+0.0004717i,0.0012488-7.4981e-05i,0.0018306-0.00042046i,0.0016313-0.00096354i,0.00097859-0.00041273i,0.00042066+0.00046068i,0.00017213+0.0008578i,0.00028085+0.001248i,0.00016895+0.00065751i,0.00024643-0.00039027i,0.00047975-0.0004971i,0.00043733-0.00012004i,-0.0001818-0.0003058i,-0.00043413-9.9702e-05i,-0.00012695+0.00025296i,0.00056087-0.00025835i,0.0004917-0.00062773i,0.00070373-0.00043251i,0.00092212-7.1151e-05i,0.00067267-0.00054399i,0.00046374-0.0011597i,-0.00039198-0.0011523i,-0.00091837-0.00081574i
-0.0005362-0.0014892i,-7.5886e-05-0.0012781i,0.00042443-8.4128e-05i,-9.6262e-05+0.00066498i,-0.00052084+0.00051594i,-0.00043311+0.00060794i,0.00040066-0.00012713i,0.00068449-0.0014198i,0.00019468-0.0010962i,-0.00028894-3.8492e-06i,-0.00026943+0.00032929i,-3.5759e-05+0.00023349i,-0.00041155-0.00029931i,-0.00025873+2.4885e-05i,5.8108e-05+0.00069518i,0.00032334+0.00083273i,0.00057397+0.00011659i,0.00054931-0.00016371i,0.00047481+0.00011462i,0.0009603+0.00027135i,0.0013473-2.3397e-05i,0.00079823-0.00054423i,5.5541e-05+0.00015145i
0.0028864+0.00056872i,0.0019731-0.00085471i,0.0012748-0.0013511i,0.00084339-0.001874i,-0.00029667-0.0020661i,-0.0012879-0.0012466i,-0.0014798+7.3312e-05i,-0.00073254+0.0004782i,0.000183+6.6098e-05i,0.00042228-0.00061986i,0.00017545-0.0012444i,-0.00088941-0.001105i,-0.0014331-0.00088111i,-0.00092773-0.00091859i,-0.00055367-0.0006844i,-0.00029544-0.00057889i,5.1574e-05-0.00074739i,0.00012149-0.00088355i,3.6554e-05-0.00028589i,-0.00015899+2.3493e-06i,0.00022967-0.00019192i,0.0010067-0.00047972i,0.00081353-0.00040149i
0.00054482-0.0041342i,5.8568e-05-0.0043918i,-0.0012255-0.0039499i,-0.0019241-0.0023165i,-0.0017001+0.00034203i,-0.00054074+0.0019243i,0.00066584+0.0016467i,0.00011184+0.00030448i,-0.00091707-0.00071455i,-0.0011131-0.00063931i,-0.00085733-0.0003952i,3.3591e-05-0.0002678i,0.00044879-0.00045841i,0.00087718-0.00089091i,0.00068802-0.00074025i,-0.00017914-0.00012899i,-0.00044683+0.00039297i,-0.00011274+0.00032314i,0.00022846+0.00019418i,0.00014595+0.00065842i,-0.00014257+0.00058715i,-0.00017858-2.1421e-05i,0.00019202-3.9909e-05i
0.00099603-0.0017644i,0.00031559-0.0021167i,-0.00018861-0.0016878i,-0.0011328-0.00046242i,-0.0014901-0.00024151i,-0.0011036+5.3146e-05i,-0.00099732-5.2581e-06i,-0.00065052-0.00049515i,-0.00029462-0.00077271i,-0.00096472-0.00059621i,-0.0015326-0.00010219i,-0.00054749+9.6755e-05i,0.00028822+0.00010821i,-0.00024622-0.00012821i,-3.3886e-05-0.00067942i,0.0005854-0.00063957i,0.0003062+4.2858e-05i,-1.5408e-05+0.0005273i,-2.0762e-05+0.00030492i,-8.633e-05-0.00018799i,-0.00061576-0.00097096i,-0.00049194-0.001075i,-0.00025376+0.00016434i
-0.00091202-0.001296i,-0.00064409-0.0010584i,-0.00088199-0.00064068i,-0.001825+0.00016254i,-0.001606+0.00046918i,0.00027847+0.00010953i,0.0010897-8.0042e-06i,0.00093098-0.00020784i,0.00045044-7.3625e-05i,0.00028263+0.00042167i,0.00017883+0.00016502i,0.00019703-0.00085107i,0.00026354-0.0015791i,0.00056502-0.0017206i,0.00069506-0.0010085i,0.00016595-0.00026351i,-0.00042229+0.00011928i,-0.00047006-0.00030808i,-0.00012896-0.00057529i,-0.00020914-0.0001162i,-0.00017073+0.00025846i,-0.00021474-2.0689e-05i,-0.0010779-6.9059e-05i
-0.00064005+3.0956e-05i,-9.3284e-05+9.5198e-05i,0.00052735-0.00056821i,0.00039356-0.00068986i,-0.00024997-0.00017814i,-0.00041718-0.00015442i,0.00024054-0.00030794i,-0.00022779+4.3354e-05i,-0.00044662-0.00056801i,4.4667e-05-0.0012003i,-0.00047778-0.00074892i,-0.00039975-0.000601i,0.00015477-0.00090309i,-6.8078e-05-0.00058405i,-4.5658e-05-0.00056995i,0.00055417-0.0005357i,0.00081031-0.00078024i,0.00076693-0.00050487i,-3.0491e-05+4.7323e-05i,-0.00044823+7.389e-05i,-0.00014997-1.9807e-06i,-0.00070493-7.3034e-05i,-0.0011939+0.00026146i
0.00065991-0.001182i,-0.00050663-0.00053538i,-0.0020799-0.0011516i,-0.0023227+0.0004172i,-0.0018387+0.001581i,-0.0019851+0.0016452i,-0.0013978+0.0014501i,-1.6269e-06+0.00093954i,0.00058104+0.0004462i,-0.00013756-0.00026298i,-0.00013712-0.00022949i,-0.00016079+0.0002068i,-0.00056595-0.00046191i,4.7174e-05-0.00073978i,0.00095649-0.00070034i,0.00095026-0.00037179i,-1.1156e-05+5.5192e-05i,-0.00035738-8.5604e-05i,-0.00017726-9.3104e-05i,0.00064469+0.00030534i,0.00052432+0.00070592i,-0.00026743+0.00089922i,-9.1063e-05+0.0011069i
-0.0018685+0.00094636i,-0.0010313+0.0014193i,-0.001211+0.0021138i,-0.0011868+0.0019596i,9.1406e-06+0.0013218i,0.00080305+0.00013129i,0.00067538-0.001356i,0.00028607-0.0013567i,-0.00056166-0.00038612i,-0.00071094+0.000212i,-0.00038375-0.00010385i,-8.3794e-05-0.00048178i,9.4893e-05-0.0010701i,-4.3294e-05-0.0015782i,0.0001725-0.00098155i,0.00045742-9.8556e-05i,0.00074053+0.0006423i,0.00043946+0.00070064i,-0.00013348-4.2783e-05i,0.00018137-0.00021717i,0.00055816+2.3298e-05i,0.00062072-9.4336e-05i,0.00069113+0.00023522i
0.0012248+0.0010064i,0.00189+0.0020488i,0.0016762+0.0012679i,0.0007847+0.00061127i,3.7713e-05+0.0006923i,-0.00040983+0.0005186i,6.2451e-05+0.00068917i,0.0011537+9.923e-05i,0.001241-0.00038008i,1.0524e-05-0.00067753i,-0.00034844-0.0011746i,-0.00024859-0.0012018i,-0.00036971-0.00086513i,-0.00050658-0.00070088i,-0.00023251-0.00069657i,-3.5899e-05-0.00036865i,0.00015871-7.9961e-05i,0.00088607-0.00013331i,0.00074585+0.000532i,-8.2991e-05+0.00051917i,0.00020277+0.00028452i,4.9135e-06+0.00023868i,-0.00066521-0.00029012i
0.000887+0.00042922i,0.00049669+0.001198i,0.0011606+0.0013044i,0.0011575+0.001255i,0.0004158+0.00074403i,0.00014449+0.00039268i,0.00016934+0.00042005i,0.00037764+0.00064555i,0.00012351+0.00075921i,-0.00076133-0.00014923i,-0.00090426-0.0014126i,7.485e-05-0.0014785i,0.00014004-0.00033318i,-0.00048416-0.00022415i,-0.00025597-0.00063564i,-0.00012958-0.00035197i,0.00070827+0.0001924i,0.0011512+0.00070112i,0.00027429+0.0012969i,-0.0008419+0.0014511i,-0.00085017+0.00081835i,0.00014721+0.00031715i,0.00038047+0.00010846i
0.0019153-0.0010849i,0.0027123-0.0013375i,0.0025009-0.0027486i,0.00087298-0.0036502i,-0.00024795-0.0019785i,-0.00011471-0.00044679i,-0.00016996-0.00032512i,-0.0009188+0.00036914i,-0.0014566+9.9168e-05i,-0.0011696-0.00049333i,-0.00078409+0.00016102i,-0.0010334+0.00035716i,-0.0015757-0.00024451i,-0.00084374-0.00023791i,-0.00032086+0.00015127i,-0.00093601-0.00030404i,-0.00033598-0.00085264i,0.0011291-0.00034337i,0.00074283+0.00021722i,-0.0011328+0.00021901i,-0.0015796+0.000134i,-0.0010998+0.00057072i,-0.00093144+0.00078615i
-0.003774-0.00063479i,-0.0033343-0.00012726i,-0.003473+0.001818i,-0.0023815+0.0027123i,-0.00029613+0.0019942i,0.00018956+0.00070559i,0.00015933-0.00022702i,0.00073548-0.00079596i,0.00022522-0.00070534i,-0.00029259+0.00015713i,6.3651e-05+0.00022843i,0.00055704+0.00018061i,0.0010597-0.00024474i,0.0014659-0.0012516i,0.00088821-0.0016016i,-0.00012713-0.00103i,0.00050376-0.0001901i,0.00096042+0.00048247i,0.00046673+0.00073804i,0.00028487+0.00075917i,-0.0001421+0.00073128i,-0.0002273+0.00033829i,0.00042219+0.00013256i
-0.00080603-0.00044394i,-0.00034001-9.4309e-05i,-0.0011455-0.0010555i,-0.0013733-0.00061385i,-0.00058409+0.0011121i,-0.00047663+0.00066807i,-0.00082054-0.00039653i,-0.00057438+0.00030681i,-0.00064729+0.00014641i,-0.00070702-0.00089285i,-0.00048165-0.0011578i,4.4161e-05-0.0010575i,0.00077765-0.00037155i,0.00084557+0.00025373i,0.00030434+0.00035808i,-0.00032998+9.3226e-05i,-6.7202e-05+0.0003904i,0.00064054+0.00040868i,0.00088012-0.00016386i,-0.00018038-0.00038839i,-0.0012746-0.00060142i,-0.00077911-0.00074196i,-0.00067599-0.00057069i
-0.002183-0.00053239i,-0.0017287-0.00019182i,-0.0011127+0.00031484i,-0.00097023+0.00088704i,-0.00010022+0.0015265i,0.001393+0.0011212i,0.0014261+0.00037746i,0.00040397-0.00025512i,-0.00017593-0.00048853i,-0.00013535+0.00014523i,-0.00071946+0.00027247i,-0.0010411-0.00040641i,-0.0002273-0.00056842i,0.00011183+0.00013542i,0.00062373+0.00051061i,0.00068053+9.091e-06i,-9.7136e-05-3.922e-05i,0.00023035+0.00016371i,0.00083612+0.00014009i,0.00061842-3.4906e-05i,0.00073121-0.00050125i,0.00028831-0.00029117i,-0.00081227-0.00036756i
-0.00029932-4.3776e-05i,-0.00032874+0.00070255i,-0.00069357+0.00080649i,-0.00042986+0.00079235i,-0.00012637+0.0008764i,0.00026747+0.0002373i,0.00076406+0.00059435i,0.00069647+0.00040793i,0.00037542+0.0001242i,0.00018582+0.00055954i,0.00063737+0.00053826i,0.0010284+8.1117e-06i,0.00051014-0.00085459i,0.00033763-0.0010653i,0.00067313-0.00042082i,0.00046755-8.8012e-05i,-6.5416e-05-0.00032685i,-0.00055581-9.072e-05i,-0.00058476+3.7046e-05i,-0.00058598-0.00015002i,0.0004508+0.0004072i,0.0011639+0.0012248i,0.00040126+0.00071103i
6.1059e-05-0.001722i,2.7272e-05-0.0018556i,-0.0004649-0.0022112i,-0.00091679-0.0011933i,-0.0014522+0.00026707i,-0.00095686+9.4965e-05i,-7.3497e-05-0.00051743i,-0.00017091-0.00045994i,-0.00037898+4.3444e-05i,-0.00026069-0.0002364i,-0.00040174-0.00070272i,-0.00027739-0.0011775i,-5.4304e-05-0.00076694i,-0.00023966-0.00034393i,0.00050397-0.00066969i,0.00071389-0.00040613i,0.0001286-0.00041441i,-4.3352e-05-0.00019429i,-0.00019955+0.00034467i,-6.1208e-05+0.00047315i,0.00064616+0.00020133i,0.0010697-6.2787e-05i,0.00051801+0.00077974i
-0.00013114+0.00038346i,0.00023396+0.0017928i,0.00042836+0.0030157i,0.0006602+0.0018809i,0.00086103+0.00090693i,0.00090176+0.00064846i,0.00031139-0.00018122i,-0.0007737-0.00059234i,-0.0012753-0.00030662i,-0.00041256-0.00059867i,0.00060472-0.0011765i,0.00043391-0.0013254i,5.285e-05-0.00064019i,-0.00062484-0.00049335i,-0.00082212-0.00071588i,-0.00025203-0.00065178i,-5.6319e-05-0.00087665i,6.5908e-05-0.00075954i,-7.7686e-05-0.00050934i,0.00047686-0.001011i,0.00048256-0.0010255i,-0.00030525+0.00012768i,-0.00012448+0.0012737i
-0.0011531+0.00034898i,-0.0017964-0.00050273i,-0.0019757-0.00018014i,-0.001554-0.00035758i,-0.00014052-0.0003093i,0.00022604+0.00046791i,-0.00059066+0.0013116i,-0.00089323+0.0012309i,-0.00055081+0.000325i,-0.00018491-7.0928e-05i,-0.00038495-0.00062349i,-3.9796e-05-0.0010937i,0.00054762-0.00040275i,0.00043321+4.3963e-05i,-0.0007329-0.00029973i,-0.00088185+0.00012333i,0.00026998+0.0012936i,0.00037635+0.0013284i,-0.00013969+0.00063059i,0.0001193+0.00036338i,0.00032614+0.0004755i,-0.00010695+0.00028142i,-0.00027391-0.00056865i
-0.0012157-0.0016307i,-0.0013209-0.0010355i,-0.00092053-0.00060907i,-0.00046682-0.00055091i,0.00010977+0.00035807i,0.00023822+0.00092659i,0.00021257-0.00035762i,0.0004207-0.00097447i,-0.0001213-0.00023692i,-0.00030203+2.5381e-06i,0.00025845+0.00015898i,-0.00013913+0.000346i,-0.00047043+0.0003574i,-0.00030251-0.00063852i,-0.00028766-0.0010031i,-0.00033996-0.00086023i,0.00047385-0.00036741i,0.0016035+0.00060965i,0.0014184+0.0011694i,0.00029435+0.0013051i,-0.00029068+0.00089665i,-0.00012763-0.00018215i,-3.872e-06-0.0010465i
-0.00071276-4.2101e-05i,-0.0013257-2.1566e-06i,-0.0023197+0.00079959i,-0.0021365+0.0023059i,-0.0011758+0.0023422i,0.00042189+0.0010679i,0.00098919+0.00039453i,0.00056603+9.384e-05i,8.4558e-05+0.00018215i,-0.00060723+0.00069286i,-0.00052297-0.0001125i,0.00015562-0.00071131i,5.5034e-05-0.0011139i,-4.4353e-05-0.0010465i,0.00014684-0.00081266i,-0.00017963-0.00028746i,-0.00065708+0.00010736i,-0.00067106-0.000181i,-0.00065471+0.00018767i,-0.00028905+2.6421e-05i,1.7169e-05-0.00047754i,2.6421e-05-0.00015411i,4.8882e-05+0.00040058i
-0.00021395-0.0011712i,-0.0011846-0.00089026i,-0.0014281-0.00041988i,-0.0006361+2.0285e-05i,0.00016445+0.00042289i,0.00084225-0.00023432i,0.00017789-0.00086215i,-0.00087518-0.0002315i,-0.0013521+0.00025521i,-0.00095655+0.00046974i,-0.00048726+0.00036029i,-0.00017013-0.00070482i,0.00038394-0.001675i,0.00021026-0.00064506i,0.0005389+0.00031828i,0.0012635+0.00045776i,0.0010089+0.00052689i,0.00014944-0.00020216i,-0.00042672-0.00048149i,1.8049e-05-0.00021383i,0.00022361-0.00010517i,-0.00056501-0.00055139i,-0.00057912-0.00061633i
-0.0020403-0.00068483i,-0.0011058+0.0001571i,-0.0010267+0.00045471i,-0.00043203+0.0010954i,-0.00055705+0.0015864i,-0.0004366+0.0013188i,-0.00046061+0.00041319i,0.00019295-0.00035053i,0.00045416-0.0005225i,0.00023581+5.5388e-05i,0.0006424+0.00082981i,0.00060692+0.00026788i,0.00076147-0.00025676i,0.0003787-0.00010216i,3.7168e-05-0.00056099i,0.0008613-0.00034213i,0.00038514+0.00044568i,-0.00055585+0.00054966i,-0.0003704+0.00045426i,-7.5705e-06+0.00095563i,-0.00016424+0.0013557i,-0.0002835+0.00059326i,-0.00090313+0.00063096i
0.00024128+0.0015287i,0.00026613+0.0019323i,0.00010989+0.0019087i,0.00011368+0.0022756i,0.00037118+0.0021522i,0.00073691+0.00085344i,0.0010118-6.0115e-05i,0.00087534-0.001093i,0.00030997-0.0016539i,-0.00045072-0.001486i,-0.00018955-0.0011737i,0.00046101-0.00069246i,-2.1628e-05-0.00067247i,-0.0011883-0.00040699i,-0.00081624-0.00024204i,0.00012534-0.00086516i,0.00023019-0.0003266i,-0.00015493+0.00072378i,0.00028385+0.00095936i,0.00068985+0.00054042i,3.935e-05+0.00030439i,-0.00082718-7.0401e-05i,3.3081e-05-0.00065069i
-0.0017183-0.00081113i,-0.0031777-0.00011965i,-0.0030966-9.3656e-05i,-0.0018169-0.00046337i,-0.00048678-0.00041021i,0.00079838+0.00039163i,0.00044236+0.00045176i,-0.00047741+0.00017923i,-0.0011972+0.00046334i,-0.0013377-0.00015856i,-0.00049581-0.0011313i,2.535e-05-0.0012619i,0.00025481-0.00062723i,0.00030612-0.00012318i,-0.00065453-8.5449e-05i,-0.00079842-0.00020181i,-0.00035628-0.00054083i,-0.00010864-3.6821e-06i,0.0001864+0.00093053i,0.00052897+0.00076542i,0.00060337+0.00074768i,0.00064466+0.00040673i,0.00048857+0.00023539i
0.0006361-0.001496i,-0.00012291-0.0013313i,-0.0010921-0.0021298i,-0.0012557-0.0019172i,-0.0008605+5.7173e-05i,-0.0007534+0.001122i,-0.00057381+0.0003073i,5.0361e-05-0.00083589i,0.00011192-0.00085608i,5.4629e-07-0.00099206i,0.00039812-0.001118i,0.00055216-0.00089041i,0.00021974-0.00077107i,0.00024229-0.00043786i,0.00064376-0.00012909i,0.00062669-6.0012e-05i,0.0004325-3.4204e-05i,0.00036312-1.0074e-05i,0.00044024+0.00013999i,0.00017861+0.0001571i,-0.00015278-2.6565e-05i,-0.00049159-0.00038996i,-0.00041778-0.00093296i
-0.00031489+0.0011783i,-0.00018736+0.00091536i,0.0012913+0.0017298i,0.0019546+0.0014927i,0.0010852+0.00040319i,-0.00073343-0.00012107i,-0.0010582-0.00082125i,-6.9499e-05-0.00013183i,0.00047064+0.0001315i,0.00060763-0.00022442i,0.0003093-0.00052752i,9.2808e-05-0.00079774i,-0.00033865-0.00033007i,-0.00018245-0.00029648i,0.00019048-0.000377i,-0.000131-0.00082166i,4.6325e-05-0.0012434i,0.00053405-0.00045811i,0.00055054-6.5545e-06i,0.00010631-0.00046708i,-5.8379e-05-0.00057857i,-0.00072833-0.00029159i,-0.00084205+2.4178e-05i
0.00036359-0.00081855i,-0.00010539-0.0013323i,-0.00096018-0.0016494i,-0.0014595-0.00094476i,-0.00040438+0.00042085i,0.00014576+0.0006841i,0.00037162-1.3511e-05i,-5.6303e-05-0.00014118i,-0.00065041-0.0004293i,8.8095e-05-0.00084702i,0.0004302-0.00091571i,-0.00056888-0.0010295i,-0.0010613-0.00040171i,-0.00075514-0.00016735i,-0.00027196-0.0013127i,-0.00041124-0.0015425i,-0.00063808+0.00020229i,-0.00021476+0.00093234i,-0.0002358+0.00045109i,-0.00034079+0.00018003i,9.6821e-05+0.00056345i,0.00047077+0.00072244i,0.00020493-0.00012977i
-0.00092328-0.00094704i,0.0002813+0.00016117i,1.3714e-05-0.00035644i,-0.00053077-0.001513i,-0.00073478-0.00046419i,-0.00056935+0.0012611i,-0.00024506+0.0010282i,-0.00027037-0.00027377i,-0.00022529-0.001008i,0.00036236-0.000482i,0.00075933+9.3668e-05i,0.00088181-0.00058205i,0.00063772-0.0012516i,0.00052381-9.9184e-05i,0.0003045+6.0966e-05i,0.00052655-0.0010897i,0.00060465-0.00073011i,0.0003257+0.00033818i,-0.00017779+0.00050668i,-0.00057485-0.00040959i,0.00034533-0.0001732i,0.00034169+0.0005732i,-0.00049306-0.00011062i
0.00060369-2.0949e-05i,-7.417e-05-0.00034833i,-0.000618+0.00018565i,-0.00056173+0.00023676i,-0.00017574-0.00023457i,-7.3236e-06-0.000573i,-0.00087113-0.00034549i,-0.0018295-0.00013495i,-0.0011827-0.00061082i,-7.1973e-05-0.00055335i,0.00071162-0.00061567i,0.00073507-0.00077339i,0.00098861-0.0004412i,0.00041582-4.0972e-05i,-0.00046679-0.00054796i,-0.00028871-0.00041643i,2.6942e-06+7.3001e-05i,6.117e-05+0.00022793i,-8.5927e-05+0.00061442i,0.00027318+8.2405e-05i,0.00086792-7.8962e-05i,2.1858e-05+0.00030873i,-0.0010222+0.00083353i
-0.0038726-0.0018957i,-0.0044138-0.0011806i,-0.0042209+0.00043962i,-0.0029693+0.0024249i,-0.0015501+0.0033213i,0.00015627+0.003128i,-0.00029705+0.0010936i,4.7057e-06-0.00018476i,0.00047068+0.00034212i,-0.00043751+0.00048706i,-0.00028018+0.00018944i,0.00076523-0.00019036i,0.0012948-0.00018711i,0.00134-0.00031944i,0.00059275-0.00065914i,0.00054977-0.00096136i,0.00094015-0.0007225i,0.00083833-0.00013159i,0.00074059-0.00015906i,0.00054318+0.00022242i,0.00013192+0.0004496i,4.238e-05+0.00067065i,-0.00022966+0.0012771i
-9.1042e-05+0.0016241i,-0.00079639+0.00097361i,-0.00065036+0.0003932i,-0.00047775+0.00050014i,-0.00033406+0.00051142i,-0.00058488+4.1679e-05i,-0.00032576-0.00082828i,-0.00036219-0.00099453i,-0.00028704-0.00078107i,-0.00031932-0.00048571i,-0.0011448-0.00079732i,-0.0011077-0.0010685i,-0.0006128-0.0010509i,-0.00031764-0.00090428i,-0.00053668-0.00051926i,-0.00044651+1.4876e-05i,-0.00023562+0.00059379i,5.1441e-05+0.00016165i,0.00053301+0.0005551i,0.00083771+0.0004781i,0.0007242+0.00023616i,-7.8218e-05+0.00034614i,-0.00017337-0.0003361i
-0.00021516+0.0013577i,9.2501e-05+0.0011792i,-0.00022564+0.0021062i,0.00027186+0.0027634i,0.0010062+0.0018698i,0.00074268+0.0011428i,-0.00013202+0.0014372i,-0.00084909+0.0010252i,-0.0013216+0.00095195i,-0.00082358+0.0010488i,0.00026834+0.00063221i,0.00054016-0.00071189i,-0.00038383-0.0015838i,-0.00074641-0.0016444i,-0.00033368-0.0016899i,-0.00030346-0.00095352i,-0.0008465-3.4599e-05i,-0.0009598+3.7197e-05i,-0.00042107-6.5075e-05i,-0.00015055+0.0007822i,-0.00024968+0.00088661i,-0.00049648-0.00017061i,-0.00026252-0.00057503i
5.7916e-05-0.00088316i,-0.00050424-0.00031972i,-0.0012702-6.0992e-05i,-0.0014397+0.00039218i,-0.0015582+0.00086133i,-0.0008555-8.2476e-05i,5.2499e-05-0.0010603i,-0.00026146-0.0014132i,-0.00076297-0.0016404i,-0.00068818-0.001412i,-0.00033982-0.0010541i,0.00051908-0.00094666i,0.0013187-0.00083902i,0.0011897-0.0010255i,0.00051944-0.00074909i,0.00030032+1.4546e-05i,0.00051784-0.0001036i,0.00041899-0.00054949i,0.00017221-0.0008771i,0.00062451-0.00043838i,0.00058219+0.00027976i,0.00023991+0.00014474i,8.9636e-05-0.00015902i
0.0017204-0.00049518i,0.0014641-0.00079195i,0.0016619-0.0011703i,0.0021286-0.0012735i,0.00077941-0.00071543i,-0.00071053-8.216e-05i,-0.00079254+0.00027005i,-0.00016382+8.3081e-05i,0.00015053-0.00038553i,-0.00072482-0.00038924i,-0.00098191-0.00073449i,-0.00051677-0.00088865i,-0.0010634-0.0011074i,-0.0013059-0.00079239i,-0.00054485-0.00033889i,-0.00057759-0.00038178i,-0.0004884-0.00069183i,0.00015027-0.0003218i,0.00062456+0.00051375i,0.00057549+0.0010056i,-7.7399e-06+0.0012535i,-0.00066441+0.00076762i,-0.00067961+0.00021023i
