0.00033398+0.00021691i,0.0010652+0.00045578i,0.00089494+0.0009559i,0.00011398-0.00014329i,-0.00098375-0.00017382i,-0.00086553+0.0011317i,-0.00014546+0.0012126i,0.001042+0.0015598i,0.0016893+0.0013927i,0.0015599+0.00062785i,0.0017391+0.00038485i,0.0011038+0.00011352i,-0.0001042-5.4705e-05i,-0.00068322-0.00030311i,-0.0006528-0.00057051i,-0.00052706-0.0002091i,-0.00078001+0.00039788i,-0.00065082+0.00072472i,1.395e-05+0.00080472i,6.5743e-05+0.00054941i,-0.00054019+0.00018139i,-0.00079314-0.00041488i,-0.00071886-0.00038637i
-0.032719+0.037122i,-0.076447+0.054827i,-0.11321+0.038231i,-0.11753+0.0070761i,-0.093279-0.01652i,-0.059988-0.043115i,-0.038479-0.051426i,-0.024561-0.01994i,-0.0099057+0.017298i,-0.0061415+0.032275i,-0.010423+0.032998i,-0.012614+0.025151i,-0.0092891+0.016524i,-0.0038664+0.0095053i,-0.0058035+0.0010605i,-0.013034-0.0030956i,-0.013995+0.0011255i,-0.0058863+0.0086597i,0.0043226+0.012241i,0.010052+0.0094781i,0.011508+0.0019036i,0.011786-0.0066253i,0.012565-0.010162i
0.024552-0.032455i,0.06115-0.045228i,0.084799-0.024774i,0.064751+0.0081449i,0.0028369+0.035048i,-0.059829+0.076392i,-0.064617+0.10431i,-0.029738+0.072941i,-0.011259+0.023145i,0.001857+0.0039506i,0.02156-0.0015083i,0.02689-0.0074945i,0.018614-0.010672i,0.0089266-0.010245i,0.0081967-0.0048817i,0.01579+0.00028596i,0.018129-0.0025529i,0.011244-0.013295i,0.00085493-0.021122i,-0.0076642-0.020272i,-0.014011-0.014144i,-0.018832-0.0053175i,-0.020317+0.0023733i
-0.023542+0.016558i,-0.058473+0.011753i,-0.081542-0.016188i,-0.060704-0.042427i,0.0095297-0.053361i,0.096375-0.072644i,0.12233-0.096773i,0.078338-0.087423i,0.030659-0.053617i,-0.0026098-0.031796i,-0.025646-0.018094i,-0.028187-0.0048085i,-0.017906+0.0019996i,-0.0075426+0.0040221i,-0.0043491+0.00027462i,-0.0090001-0.0061649i,-0.010279-0.0052777i,-0.0062007+0.0041756i,-0.00049639+0.013917i,0.0063073+0.016729i,0.012427+0.014361i,0.017203+0.0095868i,0.019285+0.0049528i
0.02632-0.0054468i,0.058167+0.0077267i,0.07377+0.039672i,0.056586+0.064752i,0.015786+0.053237i,-0.042068+0.023049i,-0.080879+0.019895i,-0.061307+0.038624i,-0.013424+0.039105i,0.020625+0.026738i,0.030929+0.016734i,0.023684+0.0077906i,0.013188+0.0018527i,0.0077531-0.001525i,0.0062733+0.00058378i,0.0091472+0.0072451i,0.012584+0.008974i,0.012854+0.0032244i,0.010323-0.0056665i,0.0052356-0.012036i,-0.0020502-0.013267i,-0.0089833-0.012295i,-0.011097-0.011791i
-0.038131-0.0042268i,-0.075902-0.019492i,-0.090411-0.051511i,-0.084736-0.06556i,-0.084178-0.023114i,-0.058342+0.052541i,-0.0025754+0.078932i,0.020347+0.040493i,-0.0020811+0.009315i,-0.017374+0.0016209i,-0.012-0.0055662i,-0.0050952-0.0089232i,-0.0034226-0.0064225i,-0.0046634-0.0054298i,-0.0057344-0.0080518i,-0.0069554-0.013266i,-0.0096276-0.015407i,-0.01295-0.011898i,-0.015218-0.0044996i,-0.014316+0.0044051i,-0.0084619+0.012687i,0.00053109+0.017892i,0.0063952+0.019255i
0.046251-0.0030872i,0.076298+0.01309i,0.078612+0.041893i,0.071419+0.048623i,0.094302-0.0058363i,0.10331-0.10132i,0.052194-0.14348i,-0.0008411-0.10122i,-0.0057676-0.047822i,-0.0012302-0.019061i,-0.0063328+0.0009435i,-0.0063356+0.011822i,-0.00039886+0.011819i,0.0055039+0.008404i,0.0059965+0.0092647i,0.0035499+0.015386i,0.0049624+0.018729i,0.010517+0.013946i,0.016286+0.0049032i,0.01785-0.0037525i,0.014507-0.012413i,0.0078532-0.018733i,0.0021633-0.019247i
-0.035196+0.0068139i,-0.059638-0.010001i,-0.054139-0.044842i,-0.042055-0.061545i,-0.078109-0.024901i,-0.126+0.058128i,-0.09856+0.12163i,-0.024507+0.11009i,0.012583+0.056034i,0.015421+0.01418i,0.014406-0.0060503i,0.0098851-0.012089i,0.0016011-0.012835i,-0.0053276-0.012186i,-0.005326-0.012308i,-0.00088108-0.014602i,0.0014511-0.014476i,-0.0024336-0.010072i,-0.0092952-0.0040097i,-0.012607+0.001419i,-0.012328+0.0069815i,-0.0099092+0.011251i,-0.0074994+0.011038i
0.023968-0.0047055i,0.040915+0.011513i,0.025739+0.041448i,-0.0037226+0.071454i,0.023168+0.090753i,0.094201+0.069934i,0.10876+0.0048126i,0.049409-0.033961i,0.0015834-0.016175i,-0.0051382+0.0082156i,-0.0019554+0.012053i,6.0941e-05+0.0085633i,0.0018454+0.0066683i,0.002339+0.0082106i,0.00049585+0.012467i,-0.0020879+0.016008i,-0.0032536+0.014891i,-0.0025393+0.010104i,0.00073014+0.0060824i,0.0055865+0.0039397i,0.01103+0.0011015i,0.013892-0.0038261i,0.013164-0.0063034i
-0.015159-0.0053254i,-0.025804-0.029853i,-0.0073288-0.065365i,0.026601-0.10808i,0.011469-0.17055i,-0.065221-0.19666i,-0.1139-0.12539i,-0.077318-0.034988i,-0.02606-0.01193i,-0.012915-0.016149i,-0.010315-0.0064326i,-0.0062551-2.9102e-05i,-0.0050159-0.0016124i,-0.00046217-0.0049846i,0.0056063-0.009373i,0.011383-0.010962i,0.014272-0.0090841i,0.012661-0.0077227i,0.0076388-0.0089303i,-1.7088e-05-0.010618i,-0.0089374-0.0092718i,-0.015856-0.0047796i,-0.016216-0.0014796i
0.015502+0.018826i,0.02017+0.038136i,-0.0064758+0.055143i,-0.058962+0.085161i,-0.074524+0.16734i,-0.0090659+0.24627i,0.075783+0.2094i,0.087641+0.097977i,0.049982+0.034302i,0.028449+0.017999i,0.019711+0.0040119i,0.0090815-0.0052847i,0.0010377-0.0033836i,-0.0056999+0.0034411i,-0.010169+0.0093698i,-0.011748+0.0093608i,-0.011232+0.0048286i,-0.0081206+0.0022821i,-0.0046603+0.002901i,-0.00062632+0.0054067i,0.0053479+0.0069203i,0.011236+0.0069662i,0.011234+0.0064535i
-0.019733-0.020708i,-0.027547-0.044475i,-0.0056593-0.055113i,0.049352-0.056213i,0.098923-0.10707i,0.090327-0.19502i,0.017971-0.19995i,-0.037067-0.10751i,-0.029693-0.031538i,-0.011186-0.0096633i,-0.0072994-0.0031753i,-0.0042592+0.002168i,0.00213+0.0019418i,0.010421-0.0029867i,0.01721-0.0077923i,0.02113-0.0083172i,0.019824-0.0054865i,0.01378-0.0036488i,0.007537-0.0038387i,0.0036137-0.0062167i,-0.00067573-0.010447i,-0.006037-0.011825i,-0.0057065-0.0091992i
0.023699+0.020137i,0.026215+0.040789i,-0.0045304+0.039049i,-0.072647+0.0061898i,-0.15854+0.0095696i,-0.20156+0.07665i,-0.13761+0.12119i,-0.036161+0.082095i,-0.0024065+0.02344i,-0.0082602+0.0075344i,-0.00472+0.0084994i,-0.0023644+0.0046097i,-0.0038601+0.0028683i,-0.006798+0.0026423i,-0.014035+0.001703i,-0.01799-0.0002576i,-0.013896-0.0027495i,-0.0083658-0.0041186i,-0.0068862-0.0030564i,-0.0070514+0.0012169i,-0.0051595+0.0080775i,-0.00095758+0.01356i,0.0013928+0.013168i
-0.017956-0.01222i,-0.017329-0.026002i,0.0083901-0.011531i,0.070874+0.052235i,0.17595+0.099189i,0.25902+0.057991i,0.2161-0.024698i,0.10118-0.047282i,0.042592-0.018088i,0.033957-0.010738i,0.021392-0.019165i,0.010666-0.016462i,0.0072002-0.0092542i,0.0082141-0.0011563i,0.012609+0.0036824i,0.01439+0.0038105i,0.01119+0.0039515i,0.006292+0.005421i,0.004608+0.0059276i,0.0060465+0.0018797i,0.0075511-0.0045926i,0.006945-0.0097808i,0.0046741-0.010279i
0.0062799+0.0089683i,0.0058084+0.023691i,-0.010247+0.0082159i,-0.04933-0.068121i,-0.13836-0.15816i,-0.23858-0.16032i,-0.23232-0.065288i,-0.13124+0.0074958i,-0.056601+0.012884i,-0.034654+0.013316i,-0.020955+0.022688i,-0.0083691+0.019442i,-0.0032616+0.0076869i,-0.005064-0.0044008i,-0.011837-0.011841i,-0.014251-0.012785i,-0.010551-0.010781i,-0.0060359-0.0097373i,-0.0044011-0.009504i,-0.005948-0.0065044i,-0.0074645-0.00027672i,-0.0076703+0.0057102i,-0.0056093+0.0067656i
0.001738-0.014085i,0.0095869-0.029963i,0.018083-0.022507i,0.013774+0.045407i,0.032807+0.15724i,0.10607+0.21727i,0.14957+0.15122i,0.1028+0.047397i,0.040441+0.0066018i,0.019787-0.002494i,0.014667-0.013567i,0.0066651-0.014687i,0.0027734-0.0059467i,0.004265+0.0045478i,0.0077792+0.01351i,0.0095517+0.017768i,0.0083117+0.016243i,0.0057519+0.011504i,0.0050743+0.0085675i,0.0075021+0.0074434i,0.010715+0.0048433i,0.012253+0.00048697i,0.01032-0.0016504i
-0.0081942+0.014044i,-0.016849+0.027799i,-0.012083+0.016615i,0.033109-0.04339i,0.079309-0.14557i,0.051204-0.22619i,-0.023595-0.19131i,-0.041556-0.08402i,-0.0094202-0.026617i,0.00026892-0.016298i,-0.0064961-0.0050895i,-0.0054693+0.0011047i,-0.0028932-0.0016037i,-0.0020375-0.0060982i,-0.0025148-0.012121i,-0.0029383-0.015765i,-0.00083143-0.013323i,0.0018404-0.0088566i,0.0019793-0.0071731i,-0.00051735-0.0074737i,-0.0055524-0.0072037i,-0.010877-0.0041739i,-0.011792-0.0012812i
0.0070067-0.021262i,0.011359-0.038277i,-0.0050526-0.038783i,-0.084877+0.0031207i,-0.18449+0.0976i,-0.19266+0.1942i,-0.096086+0.19527i,-0.018718+0.11234i,-0.013677+0.053315i,-0.0092074+0.039585i,0.0084261+0.026485i,0.011439+0.012774i,0.005598+0.0067881i,0.00083746+0.0073795i,-0.00052141+0.01398i,0.00063859+0.017847i,0.0011383+0.014194i,-0.00067126+0.0081025i,-0.0017911+0.0048845i,0.00017809+0.0040189i,0.0039257+0.0045847i,0.0078036+0.0044676i,0.0078443+0.002266i
-0.0042107+0.01694i,-0.01835+0.026673i,-0.019488+0.027483i,0.049434+0.017421i,0.17719-0.024843i,0.23606-0.097812i,0.16237-0.12839i,0.06613-0.087708i,0.031085-0.04319i,0.012819-0.034247i,-0.0094213-0.029072i,-0.014562-0.018398i,-0.0075945-0.010217i,0.0028946-0.0064956i,0.010473-0.0099127i,0.012028-0.013818i,0.011229-0.012716i,0.009378-0.010054i,0.0070332-0.0091055i,0.0045457-0.0094256i,0.00084566-0.0088522i,-0.0046462-0.006945i,-0.0068051-0.0045103i
-0.0013986-0.010964i,0.011741-0.017428i,0.015916-0.022183i,-0.033918-0.046642i,-0.14545-0.074309i,-0.22219-0.038783i,-0.17521+0.029227i,-0.078103+0.043913i,-0.027655+0.02234i,-0.0070164+0.01775i,0.01195+0.020166i,0.017015+0.013829i,0.0092267+0.0082957i,-0.00086233+0.0062468i,-0.0088597+0.0066077i,-0.011106+0.006868i,-0.0091748+0.0047013i,-0.0065132+0.0027056i,-0.005497+0.0029732i,-0.0057492+0.004667i,-0.0038875+0.0076493i,-6.6638e-06+0.010948i,0.0027863+0.010262i
-0.0049066+0.0051227i,-0.02375+0.012837i,-0.040519+0.028904i,-0.019467+0.086201i,0.053547+0.16613i,0.13783+0.16929i,0.14597+0.081555i,0.082077+0.02064i,0.036959+0.018856i,0.021781+0.012587i,0.0059121-0.0035235i,-0.0050795-0.0081479i,-0.0036848-0.0070392i,0.0028567-0.0064854i,0.0093595-0.0075848i,0.0123-0.008013i,0.0094764-0.0054446i,0.005688-0.0039764i,0.0034406-0.0050993i,0.0027295-0.0061445i,0.0022489-0.0070744i,7.6632e-05-0.0094736i,-0.0018165-0.0096245i
0.010755-0.00057308i,0.030479-0.00099016i,0.053417-0.010726i,0.055626-0.073222i,0.017077-0.17934i,-0.05132-0.22292i,-0.089876-0.15141i,-0.062979-0.065216i,-0.029374-0.0394i,-0.02341-0.027227i,-0.016482-0.0059976i,-0.0061937+0.0045659i,-0.0022769+0.005486i,-0.0033969+0.0031791i,-0.0084273+0.00078033i,-0.011956+0.00014464i,-0.01005-0.00068569i,-0.0066191-0.0013304i,-0.005289-0.00080889i,-0.0040163+0.0013016i,-0.0026966+0.0049049i,-0.0017443+0.008517i,0.00018269+0.0093418i
-0.012865+0.0018933i,-0.028537-0.0024264i,-0.05192-0.0077017i,-0.081314+0.034925i,-0.091898+0.13951i,-0.052173+0.20614i,0.0088553+0.16011i,0.027621+0.078322i,0.016786+0.041756i,0.018597+0.025053i,0.020555+0.0032233i,0.013865-0.0085108i,0.0071111-0.0091677i,0.0033779-0.0035301i,0.0042147+0.0023951i,0.0059876+0.0044864i,0.0041398+0.0049129i,0.0027601+0.0043265i,0.0030129+0.0032109i,0.003242+0.0022255i,0.0041615+6.0386e-05i,0.0050756-0.0059573i,0.0048186-0.009548i
0.014499-0.0067465i,0.028677-0.0014654i,0.052444+0.012835i,0.097549+0.0020567i,0.14799-0.063448i,0.13314-0.12381i,0.058868-0.11263i,0.013234-0.065091i,0.0077533-0.035955i,-0.00084225-0.021074i,-0.010979-0.0031256i,-0.010315+0.0073931i,-0.0066655+0.0070423i,-0.004978+0.0027003i,-0.005342-0.0018427i,-0.0043704-0.0028263i,-0.0014982-0.00099613i,-0.00022864+0.00054621i,-8.2299e-06-3.9521e-05i,-0.0014275-0.001479i,-0.0048162-0.0015313i,-0.0080198+0.0022573i,-0.0073604+0.0057205i
-0.007653+0.0053294i,-0.018394-0.013098i,-0.0381-0.053429i,-0.089635-0.081698i,-0.16698-0.05823i,-0.18391+0.0084488i,-0.11447+0.053707i,-0.053224+0.046546i,-0.033376+0.029126i,-0.015461+0.019171i,0.0025283+0.0047785i,0.0083992-0.0061921i,0.0084499-0.0070253i,0.0065824-0.0013402i,0.0052219+0.0057381i,0.005852+0.0073251i,0.0044914+0.0047058i,0.0034889+0.0022693i,0.0037708+0.00060052i,0.0047007+0.00025954i,0.0075928+0.00025985i,0.010868-0.0022096i,0.010813-0.0043355i
0.0066624-0.0030161i,0.0068988+0.0097749i,0.0089778+0.045734i,0.038671+0.09225i,0.10768+0.11233i,0.1527+0.074462i,0.11938+0.012479i,0.062549-0.0080392i,0.038846-0.0032859i,0.025722-0.005715i,0.007523-0.0047752i,-0.0051594+0.00041963i,-0.0088842+0.0035443i,-0.0053757+0.002996i,-0.0011537-0.0014432i,0.0012188-0.003219i,0.0036448-0.0012242i,0.0041923-0.00051137i,0.0022818-0.00077239i,0.00024558-0.0014409i,-0.0027758-0.0026018i,-0.008162-0.0022522i,-0.010283-0.00027337i
-0.0032984-0.00096024i,-0.0059909-0.017398i,-0.0021061-0.059027i,-0.011617-0.1162i,-0.05818-0.14984i,-0.10063-0.12282i,-0.08817-0.054175i,-0.048335-0.013378i,-0.029077-0.0089959i,-0.021465-0.0020642i,-0.0067724+0.0038124i,0.0061108+0.00070758i,0.010274-0.0025372i,0.0081409-0.0025592i,0.0046208-0.0012106i,0.0029176-0.0029209i,0.0027822-0.0058041i,0.0028418-0.0065936i,0.0022426-0.0060544i,0.00056155-0.0038099i,0.00058267+0.00086274i,0.0056555+0.0053541i,0.0096217+0.0061669i
0.0021237+0.0081174i,-0.004438+0.024124i,-0.035753+0.059144i,-0.069297+0.11112i,-0.053356+0.15551i,-0.0020932+0.14256i,0.029928+0.081523i,0.032219+0.041i,0.028761+0.029484i,0.023977+0.013853i,0.0091686-0.00067431i,-0.0038631-0.0023955i,-0.0067243+0.00012325i,-0.0038397-3.0027e-05i,-0.00043328-0.0011214i,-0.00017065-0.00023423i,-0.0018724+0.0015478i,-0.0035548+0.0019131i,-0.003042+0.0012841i,-0.00013121-0.00052938i,0.00090364-0.0047971i,-0.0027919-0.0091889i,-0.0067585-0.0089167i
-0.0026573-0.0065193i,0.0072917-0.015266i,0.047128-0.031951i,0.10515-0.062175i,0.12637-0.10499i,0.081801-0.11425i,0.020149-0.07668i,-0.0058733-0.045068i,-0.0093053-0.031317i,-0.0091473-0.015322i,-0.0030744-0.0014123i,0.0034973+0.0029598i,0.0051903+0.0028102i,0.003131+0.0010342i,-0.0010136-0.0013197i,-0.0023779-0.00283i,-0.00015082-0.0039393i,0.0025082-0.0045798i,0.0021815-0.0041412i,-0.001208-0.0024527i,-0.0039101+0.0026646i,-0.0019797+0.0099168i,0.0024843+0.012444i
0.0064786+0.0038642i,-0.0054029+0.0093435i,-0.047827+0.011022i,-0.11547+0.013596i,-0.15903+0.03325i,-0.12753+0.057321i,-0.052357+0.055463i,-0.011203+0.036154i,-0.0054976+0.022982i,-0.0023026+0.014714i,1.4947e-05+0.0044354i,-0.001959-0.0038511i,-0.0038979-0.0068752i,-0.0031857-0.0048448i,-0.0013028-0.001672i,-0.0031798+0.00013043i,-0.007531+0.0011194i,-0.007586+0.00078064i,-0.0052752+0.0011172i,-0.0024561+0.0025535i,0.0020136+0.00063196i,0.0042962-0.00623i,0.0027283-0.010902i
-0.0014442-0.00029518i,0.01426-0.0022218i,0.059742+0.0097271i,0.12158+0.033249i,0.15243+0.038495i,0.121+0.011776i,0.058349-0.016024i,0.025591-0.019189i,0.021779-0.015133i,0.014763-0.013625i,0.0064373-0.0060034i,0.0051752+0.0030875i,0.0059647+0.0057538i,0.0036728+0.0037692i,0.0014094+0.0022873i,0.0034617+0.0032814i,0.0072118+0.005137i,0.0081379+0.0058911i,0.0070213+0.003546i,0.0038066-0.0010593i,-0.0025896-0.0022967i,-0.0081677+0.0032151i,-0.0083966+0.0074728i
-0.0029948+0.00087055i,-0.015795-0.0062678i,-0.046923-0.042383i,-0.091074-0.098194i,-0.11345-0.11849i,-0.090728-0.079429i,-0.051035-0.024309i,-0.032979+0.003236i,-0.028455+0.011416i,-0.016387+0.012991i,-0.0041922+0.0053586i,-0.0020872-0.0029275i,-0.003652-0.0042488i,-0.0032694-0.00093204i,-0.0028398+0.0010808i,-0.0038667+0.00086101i,-0.0039892+0.00034894i,-0.0027927-0.00086279i,-0.001737-0.00078665i,0.00061972+0.0026498i,0.0061913+0.0047389i,0.011784+0.0017218i,0.012727-0.0025825i
0.0046576-0.0031259i,0.0098295-0.00019536i,0.019451+0.033806i,0.026943+0.10114i,0.028275+0.14414i,0.021355+0.112i,0.015075+0.047935i,0.016961+0.012735i,0.018856+0.0020627i,0.013504-0.0024928i,0.0059131-0.00045148i,0.0027779+0.0025844i,0.0018606+0.0026558i,0.0018973+0.0018485i,0.0038129+0.0013313i,0.0064029+0.0025733i,0.007216+0.0046199i,0.0050275+0.0047339i,0.0042642+0.0017564i,0.0035959-0.0034501i,-0.0013604-0.0072136i,-0.0089249-0.0060282i,-0.01332-0.0018185i
-0.0035604+0.0026866i,-0.0082529-0.0065166i,-0.0095584-0.047434i,0.0068007-0.11394i,0.030883-0.15112i,0.029923-0.11313i,0.0080681-0.043884i,-0.0064423-0.0101i,-0.0086444-0.004692i,-0.0071467-0.0026032i,-0.0032282-0.0018771i,8.1369e-05-0.0032314i,0.00059246-0.0036338i,0.00023145-0.0027827i,0.00094027-0.0027641i,0.0034983-0.00523i,0.0058617-0.0079689i,0.0061977-0.0092427i,0.0039606-0.0078893i,-0.0001493-0.0023056i,0.00027542+0.0049918i,0.0057743+0.0094381i,0.0091989+0.0086048i
-0.0019475-0.0016144i,-0.0056796+0.0086269i,-0.027607+0.046007i,-0.072603+0.099232i,-0.10694+0.11848i,-0.085151+0.083767i,-0.030321+0.036458i,-0.00025848+0.01788i,0.0067546+0.016377i,0.0091357+0.011361i,0.0057874+0.0044768i,0.00054518+0.0020857i,-9.6311e-05+0.0034253i,0.0017123+0.0031272i,0.0018397+0.001349i,0.00036532+0.0015086i,-0.0013934+0.0025037i,-0.0025748+0.0023472i,-0.0013262-0.00033261i,0.002391-0.0041138i,0.0043319-0.008708i,0.0016365-0.013225i,-0.0029318-0.013284i
0.0034159+0.0037046i,0.0067458-0.0040917i,0.035364-0.026574i,0.0929-0.052246i,0.12889-0.048888i,0.097973-0.018876i,0.037878+0.00029693i,0.0085454-0.0032626i,0.0037421-0.011837i,0.0013827-0.010697i,0.0014584-0.0050376i,0.0018198-0.0032584i,-1.1628e-05-0.0041521i,-0.00066877-0.0043599i,-0.0004933-0.0050419i,-0.00042836-0.0072613i,0.00084409-0.0068349i,0.0014432-0.0034807i,-0.00034644-0.0012255i,-0.003768+0.00093591i,-0.0070799+0.0063583i,-0.0062841+0.013369i,-0.0022952+0.015487i
0.0026977+0.0028783i,-0.0018473+0.0076323i,-0.033235+0.01408i,-0.097043+0.0089117i,-0.136-0.018282i,-0.099585-0.041325i,-0.036442-0.029452i,-0.006725-0.0041819i,-0.0014764+0.0082783i,-0.00030172+0.0092974i,-0.00065292+0.0056551i,-0.0010494+0.0030341i,9.5422e-05+0.00268i,0.0010919+0.0027636i,8.9072e-05+0.0025861i,-0.001795+0.002723i,-0.003796+0.00088447i,-0.0047615-0.0025609i,-0.0037135-0.003496i,0.00070281-0.0026063i,0.0061475-0.0043665i,0.0089272-0.0096277i,0.0074338-0.013067i
-0.0020996+0.00050218i,0.006575-0.00076266i,0.041737+0.004151i,0.095212+0.033254i,0.11816+0.076365i,0.078067+0.0823i,0.026084+0.042661i,0.0091164+0.0055477i,0.0067602-0.007523i,0.0044901-0.0072839i,0.0033007-0.0037161i,0.0019908-0.0020027i,0.00051443-0.0013439i,-9.8978e-05-0.0010018i,-0.00063325-0.00053186i,0.00034919+0.0012094i,0.0023545+0.0041081i,0.0028038+0.0059576i,0.0016339+0.0042032i,-0.0019477+0.00054168i,-0.0082291-0.00080823i,-0.012943+0.0034041i,-0.011541+0.0080586i
0.0045979-0.0025689i,-0.00094619-0.0082571i,-0.025661-0.030535i,-0.061892-0.077551i,-0.068281-0.12115i,-0.035639-0.10297i,-0.0071508-0.040869i,-0.0031252-0.0047125i,-0.0055195+0.0023513i,-0.0037875+0.0028318i,-0.00050621+0.0021239i,0.0018774+0.0016505i,0.0027289+0.0020494i,0.0010584+0.0027235i,-0.00077815+0.0029104i,-0.0016487+0.0029036i,-0.0025318+0.0016118i,-0.0021269-0.00035231i,0.00038247-0.00113i,0.0038662+0.0014093i,0.00862+0.0041855i,0.013734+0.0023445i,0.014505-0.0016242i
-0.0010454+0.0021513i,0.004429+0.0051373i,0.01743+0.025774i,0.024661+0.073452i,0.0010044+0.10892i,-0.031854+0.08281i,-0.034062+0.026464i,-0.015928+0.0023096i,-0.00099148+0.0039777i,0.004224+0.0042025i,0.0023355+0.0011961i,-0.00056722-0.0018215i,-0.0015135-0.0039651i,-0.00063402-0.0030096i,0.0017855-0.00028968i,0.0038743+0.0016265i,0.0042082+0.0032438i,0.0033025+0.00377i,0.0013746+0.0026702i,-0.001679-0.00018957i,-0.0060943-0.0045147i,-0.012289-0.0065627i,-0.015108-0.0041587i
-0.00071423-0.001972i,-0.0065034-0.010056i,-0.013082-0.038248i,-0.0033459-0.087136i,0.034647-0.10815i,0.064026-0.066292i,0.048662-0.013074i,0.015463+0.0046935i,-0.0014981+0.0013241i,-0.0026059-0.00090897i,0.00096991+0.00050628i,0.0032093+0.00069096i,0.0030668+0.00086342i,0.0018274+0.0020651i,0.0013627+0.001533i,0.0020241-0.00067894i,0.0043852-0.0023934i,0.0056584-0.0040668i,0.0043527-0.0044434i,0.0032268-0.0017205i,0.004596+0.0042111i,0.0083997+0.010095i,0.011573+0.010258i
0.00037039+0.0026908i,-0.0014348+0.0089709i,-0.012754+0.029826i,-0.046161+0.064056i,-0.091157+0.075688i,-0.096559+0.039793i,-0.053841+0.0059707i,-0.011944+0.0043005i,0.0045966+0.0066738i,0.0055754+0.0032313i,0.0030368+0.0016907i,-8.1499e-05-0.00025097i,-0.0025232-0.0025271i,-0.0013074-0.0018661i,0.0017035-0.00056422i,0.0028826-0.00092115i,0.0028317-0.0014997i,0.0017586-0.00068789i,0.00053821+0.00033147i,0.0015385-0.0021251i,0.0022919-0.0080184i,-0.0014855-0.013171i,-0.0054648-0.013631i
-0.0002122+0.0025193i,0.0022833+0.00015673i,0.015376-0.01489i,0.051046-0.033153i,0.092694-0.023895i,0.081769+0.0082443i,0.030874+0.020674i,0.0049948+0.01069i,0.0021774+0.0020646i,0.00068047+0.00013i,0.00039539+0.00059964i,0.00060178+0.0020558i,0.00056983+0.0034644i,0.00016078+0.0023441i,-0.0012981+0.0001933i,-0.0018524-0.00097705i,-0.00080298-0.002846i,0.00044572-0.0049364i,0.0004486-0.0046237i,-0.00094987-0.00167i,-0.003354+0.0045252i,-0.0041375+0.01206i,-0.001054+0.014742i
-0.00043572-0.0019471i,-0.0060598+0.0029416i,-0.025441+0.012912i,-0.062554+0.014525i,-0.087239-0.014237i,-0.05958-0.043705i,-0.0095046-0.03452i,0.010341-0.013019i,0.0046137-0.0014521i,-0.00042511+0.0028109i,0.001505+0.00033831i,0.0024845-0.0042369i,0.0009429-0.0056618i,0.00045632-0.0034211i,0.00076469-0.0011588i,0.00071318-0.00062943i,-0.00046836-0.00075282i,-0.0019627-0.00025435i,-0.002502-0.00061468i,-0.00094895-0.0020202i,0.0035851-0.0042061i,0.0074452-0.0084043i,0.0070343-0.011775i
0.0038714-0.0012733i,0.010687-0.0042266i,0.02924-0.0018047i,0.060058+0.015058i,0.069518+0.050257i,0.035053+0.072541i,-0.0007709+0.051167i,-0.0078947+0.016497i,-0.002236+0.00057413i,0.0012947-0.0010693i,0.0013752+0.0024808i,0.00079404+0.0070385i,0.00044008+0.0078113i,0.00015339+0.0034817i,0.00010395-0.0004866i,0.00027402-0.0017234i,0.0005363-0.0016659i,0.0010111-0.0014933i,0.0024407-0.0017997i,0.00072545-0.001404i,-0.0050594+3.3376e-05i,-0.010701+0.003828i,-0.011123+0.0076256i
-0.0015881+0.0030608i,-0.0045684+0.00080676i,-0.016528-0.0093573i,-0.037825-0.03811i,-0.040666-0.075998i,-0.0082378-0.081957i,0.015161-0.049603i,0.0077704-0.017968i,5.1016e-05-0.0046933i,0.00013111-0.0022962i,-0.00024906-0.003854i,-0.00033951-0.0063699i,0.00083699-0.0070213i,0.00051203-0.0036026i,-0.00058199+0.0014263i,-0.00076238+0.0038645i,-0.00075573+0.0047333i,-0.0018797+0.0040582i,-0.0030684+0.0023708i,-0.001821+0.0024369i,0.0034371+0.0034741i,0.01045+0.0024219i,0.013381-0.0002959i
-0.00086156-0.0029425i,0.00088155-0.002881i,0.0082631+0.0065732i,0.015371+0.034157i,0.001504+0.067268i,-0.023837+0.059971i,-0.025592+0.022352i,-0.0093846+0.0048997i,0.00014254+0.00424i,0.001995+0.0038711i,0.0023629+0.0036136i,0.0016145+0.0037696i,-0.00067615+0.0031403i,-0.00090173+0.0017962i,0.00012229+0.00011157i,0.0015871-0.00098091i,0.0041432-0.0010424i,0.0056658-0.0020431i,0.00581-0.0026524i,0.0037832-0.0027441i,-0.0016476-0.0045589i,-0.0083826-0.006171i,-0.01131-0.0050946i
-7.0807e-05-0.0013321i,-0.0031803-0.0066758i,-0.0092083-0.023281i,-0.0087042-0.048618i,0.014178-0.061479i,0.034722-0.037622i,0.02142-0.00040797i,0.0010056+0.012644i,-0.0048496+0.0074646i,-0.0038569+0.0023489i,-0.00038904+0.00097995i,0.0025812-0.0014944i,0.0029128-0.0036247i,0.0014061-0.0027476i,-0.00031424-0.00036655i,-0.00054776+0.0013732i,-0.00069341+0.0019383i,-0.0017303+0.00096777i,-0.0020968-0.00144i,-0.00086603-0.00090117i,0.0015812+0.0038242i,0.0054989+0.0084048i,0.0083957+0.00902i
