-0.0048625-0.0020999i,-0.0046156-0.0017384i,-0.0049811-0.00025904i,-0.0050029+0.0014274i,-0.0048207+0.0022615i,-0.0025482+0.0013837i,-0.00060045+0.00059275i,-0.00054973+0.00097961i,-0.00065985+0.00054292i,-0.00069117+8.2564e-05i,-0.00030184+0.00046792i,-0.00020751+0.0012009i,-0.00057372+0.00078694i,-0.00057551+0.00064252i,-0.0011647+0.0013829i,-0.00046283+0.0015011i,0.00066494+0.0010731i,0.00030607+0.00051178i,0.00041045+0.00053774i,0.00063055+0.0011682i,3.7591e-05+0.00063116i,-4.9453e-05-0.00058554i,0.00029599-0.00080303i
0.021557-0.0050326i,0.05999-0.019325i,0.12124-0.055442i,0.13999-0.10354i,0.068692-0.11504i,-0.033568-0.086261i,-0.097122-0.044212i,-0.097396-0.0014235i,-0.055403+0.018378i,-0.020004+0.0033401i,-0.00966-0.011647i,-0.0091583-0.0077611i,-0.0070009+0.0022447i,0.0019409+0.0072322i,0.019705+0.0011689i,0.037616-0.015992i,0.044247-0.031457i,0.036848-0.030512i,0.017567-0.017734i,-0.00040618-0.0041378i,-0.0032994+0.0040459i,0.0022068+0.0028461i,0.0063961-0.001746i
-0.0018533-0.0022437i,-0.019074-0.022825i,-0.07071-0.048683i,-0.12971-0.046873i,-0.14216+0.0012681i,-0.11027+0.066579i,-0.054218+0.10022i,0.0019556+0.083203i,0.024859+0.04177i,0.012517+0.021741i,-0.00012133+0.022998i,-0.0010746+0.021249i,-0.00028941+0.016413i,-0.0018313+0.0091912i,-0.0099966-0.0068782i,-0.02462-0.023196i,-0.028719-0.028812i,-0.016272-0.02568i,-0.00084655-0.016146i,0.0086847-0.0050137i,0.011915+0.0028944i,0.014525+0.0089435i,0.016104+0.0094762i
-0.010672+0.0022369i,-0.033961+0.0067621i,-0.058005+0.020062i,-0.055911+0.035305i,-0.0089826+0.043381i,0.05868+0.03703i,0.098341+0.01683i,0.085931-0.019247i,0.035281-0.042698i,-0.0015721-0.027059i,-0.0061724-0.0057776i,-0.0041827-0.0038475i,-0.0038068-0.0098635i,-0.0091109-0.014025i,-0.027439-0.0023325i,-0.045554+0.021572i,-0.052861+0.034286i,-0.047823+0.032691i,-0.028171+0.024117i,-0.005877+0.010802i,0.0042104-0.0014555i,0.0021021-0.0099301i,-0.004233-0.013364i
0.0062662+0.0175i,0.022421+0.050123i,0.062415+0.1028i,0.11173+0.12156i,0.13023+0.059052i,0.088152-0.032405i,0.017773-0.079061i,-0.037591-0.062291i,-0.053203-0.0182i,-0.028079+0.00016854i,-0.0036463-0.0093431i,0.00065777-0.009502i,0.0010632+0.0017178i,0.0049354+0.011434i,0.021731+0.021997i,0.045487+0.029785i,0.054485+0.032611i,0.044029+0.027005i,0.021272+0.011544i,-0.00054685-0.00040898i,-0.0094493-0.0050018i,-0.0078466-0.0089133i,-0.0061538-0.0095557i
0.0025255-0.0092793i,0.019547-0.027807i,0.054171-0.075925i,0.060107-0.12927i,0.0011737-0.13932i,-0.05844-0.093504i,-0.066818-0.030333i,-0.041504+0.019475i,-0.0043731+0.04561i,0.017038+0.038223i,0.01379+0.016471i,0.0044267+0.0017985i,-0.00473-0.0022673i,-0.003782+0.0015325i,0.011148-0.0027195i,0.026886-0.019488i,0.038976-0.033266i,0.041018-0.036347i,0.027346-0.029035i,0.01099-0.01374i,2.0449e-05+0.0011895i,-0.0080517+0.01427i,-0.0084072+0.023886i
0.015516-0.0033132i,0.027645-0.031262i,0.016481-0.083564i,-0.020275-0.11373i,-0.041851-0.0718i,-0.033721+0.0057671i,0.0028231+0.046608i,0.048246+0.02791i,0.057448-0.013525i,0.030475-0.024518i,0.0086754-0.011321i,0.004048-0.00638i,0.0053425-0.0094109i,-0.0022645-0.017546i,-0.027766-0.030881i,-0.057071-0.040244i,-0.070954-0.043715i,-0.062841-0.03688i,-0.03839-0.017091i,-0.011485+0.00076974i,0.0054882+0.0085024i,0.011665+0.010248i,0.012607+0.0063678i
-0.0092394+0.015962i,-0.049338+0.040406i,-0.10517+0.07873i,-0.12101+0.11234i,-0.073583+0.10746i,-0.0050235+0.058647i,0.018063-0.0025922i,-0.0096636-0.042474i,-0.034866-0.050557i,-0.029962-0.037464i,-0.018172-0.01895i,-0.01894+0.0008538i,-0.017983+0.014254i,-0.012474+0.015658i,-0.014939+0.020121i,-0.019092+0.036642i,-0.019588+0.053829i,-0.019298+0.055827i,-0.014627+0.03782i,-0.0085678+0.012845i,-0.00066863-0.0026301i,0.013559-0.009202i,0.020998-0.01438i
-0.0061774-0.015378i,-0.002034-0.0090078i,0.014899+0.016794i,0.043553+0.0302i,0.060897-0.0091352i,0.036033-0.057791i,-0.0084908-0.049866i,-0.038071-0.0030261i,-0.045874+0.031431i,-0.03488+0.030105i,-0.019818+0.0099881i,-0.0091916-0.0022425i,-0.0060712-0.0015603i,-0.0040898+0.011158i,0.014871+0.032827i,0.044368+0.046354i,0.061759+0.044369i,0.05851+0.032274i,0.039572+0.014599i,0.019193+0.00095367i,0.003605-0.0062475i,-0.0092893-0.011137i,-0.017815-0.009486i
0.01612-0.0046398i,0.066711-0.0055019i,0.13936-0.014936i,0.16977-0.046815i,0.11014-0.064964i,0.027118-0.032939i,0.007906+0.012085i,0.039629+0.028933i,0.055543+0.024739i,0.042254+0.01961i,0.033143+0.013115i,0.033746-0.0010195i,0.03014-0.011776i,0.02303-0.013328i,0.016105-0.024579i,0.011031-0.048945i,0.01226-0.069895i,0.015265-0.073535i,0.0099604-0.052381i,0.00053447-0.017764i,-0.004116+0.0042116i,-0.0098094+0.0077768i,-0.013789+0.0073277i
-0.011229+0.014044i,-0.026281-0.0045011i,-0.052451-0.054051i,-0.088702-0.084434i,-0.10524-0.041334i,-0.078608+0.011105i,-0.032055+0.0039781i,-0.004312-0.037559i,0.001138-0.050332i,0.0051509-0.026384i,0.0024127-0.0069596i,-0.013066+0.0010075i,-0.021001+0.0046399i,-0.018591-0.0052055i,-0.024385-0.022189i,-0.041189-0.026709i,-0.056132-0.016955i,-0.056402-0.0055117i,-0.039844+3.0028e-05i,-0.016261-0.00027389i,0.00037359+0.0035261i,0.011309+0.015652i,0.02017+0.020559i
-0.02213+0.010734i,-0.051474+0.011691i,-0.093392+0.016138i,-0.10126+0.015092i,-0.046137-0.011536i,0.010863-0.034067i,0.0079307-0.028097i,-0.034116-0.0088845i,-0.053866-0.0023608i,-0.045657-0.013907i,-0.03889-0.021394i,-0.034961-0.014742i,-0.027638-0.0047065i,-0.022428+0.004769i,-0.021107+0.022563i,-0.016764+0.047871i,-0.010474+0.066584i,-0.0097643+0.06891i,-0.0058337+0.051908i,0.0020528+0.025532i,0.0076297+0.0049363i,0.013191-0.0061013i,0.013139-0.010596i
0.0072404+0.0031857i,0.0069362+0.030706i,0.027445+0.082831i,0.073529+0.11233i,0.10872+0.079928i,0.093572+0.016364i,0.052551+0.0015656i,0.041776+0.029422i,0.037988+0.038085i,0.022937+0.025138i,0.018999+0.012736i,0.023206+0.0084894i,0.021631+0.010395i,0.015973+0.015421i,0.021184+0.022851i,0.040436+0.018183i,0.06058-0.0023935i,0.068176-0.020234i,0.050818-0.022041i,0.020879-0.014375i,0.0022737-0.011335i,-0.0064378-0.017312i,-0.011498-0.020755i
0.052023-0.0007752i,0.11211-0.02405i,0.15935-0.051768i,0.12508-0.074011i,0.0047559-0.076064i,-0.088239-0.041602i,-0.071818-0.022456i,-0.023095-0.039452i,-0.0023679-0.033554i,0.0077145-0.00074031i,0.01343+0.015832i,0.011468+0.0093515i,0.0066532+0.00049955i,0.0049767-0.0038109i,0.0048759-0.015661i,-0.0024581-0.031266i,-0.01198-0.040041i,-0.013866-0.042112i,-0.0096548-0.034217i,-0.0037519-0.017818i,-0.0029687-0.0025708i,-0.0088229+0.0099069i,-0.010454+0.019181i
-0.0078725+0.014157i,-0.01045+0.013946i,-0.0050362-0.043477i,-0.011569-0.13176i,-0.030968-0.14728i,-0.040433-0.090366i,-0.044489-0.035263i,-0.048378-0.016208i,-0.045047-0.022795i,-0.033932-0.029923i,-0.0227-0.028555i,-0.019912-0.020438i,-0.020385-0.013701i,-0.019434-0.018646i,-0.025175-0.024275i,-0.038619-0.014856i,-0.054269+0.0030628i,-0.061709+0.018273i,-0.048795+0.021234i,-0.025626+0.014153i,-0.0085543+0.011596i,0.0033798+0.01598i,0.010655+0.015639i
-0.051163-0.026233i,-0.12586-0.043327i,-0.2039-0.017693i,-0.17665+0.063495i,-0.025129+0.12692i,0.098521+0.12527i,0.10798+0.097846i,0.070094+0.082929i,0.041588+0.064089i,0.018978+0.030772i,0.00033989+0.006418i,-0.0081856-0.00014636i,-0.0097281+0.0045899i,-0.0083379+0.014325i,-0.0033959+0.024725i,0.011195+0.033661i,0.033311+0.038445i,0.044615+0.033718i,0.03441+0.02007i,0.017078+0.0058858i,0.012148-0.0036617i,0.01907-0.012498i,0.021053-0.019615i
0.022232+0.00094847i,0.062269+0.018371i,0.096301+0.061941i,0.069812+0.088164i,-0.005423+0.054647i,-0.037014-0.0096823i,-0.0087681-0.05861i,0.017871-0.072123i,0.013631-0.047288i,0.0076365-0.0069388i,0.011031+0.0090691i,0.011226+0.0076749i,0.012138+0.0068302i,0.01052+0.0088123i,0.0059673+0.015175i,0.010011+0.010962i,0.020183-0.0086246i,0.027165-0.023099i,0.025525-0.018094i,0.019517-0.0038373i,0.01198-0.00094382i,-0.0016043-0.0071035i,-0.012145-0.0068881i
0.021362+0.041309i,0.078722+0.083599i,0.15532+0.076842i,0.20476-0.03226i,0.15825-0.17106i,0.022389-0.20154i,-0.068214-0.13314i,-0.073204-0.079692i,-0.049438-0.055939i,-0.019952-0.034207i,0.0018653-0.014675i,0.0048199-0.0017931i,-0.0012201-0.00040181i,-0.006119-0.0085286i,-0.006677-0.019307i,-0.016044-0.027628i,-0.038903-0.027903i,-0.054487-0.023496i,-0.048039-0.017478i,-0.031904-0.011959i,-0.024705-0.0035051i,-0.0241+0.010055i,-0.019254+0.017835i
-0.024273-0.0076469i,-0.052227-0.062653i,-0.065881-0.1438i,-0.056302-0.15205i,-0.030219-0.03132i,0.016431+0.085773i,0.02399+0.11786i,0.0011856+0.11715i,-0.00092561+0.089483i,-0.0044406+0.037311i,-0.015964+0.0033159i,-0.019337-0.010634i,-0.022649-0.016917i,-0.01939-0.0097459i,-0.0087406+0.0029256i,0.0014383+0.017062i,0.012189+0.034489i,0.018036+0.040466i,0.015427+0.024025i,0.0092115+0.0029922i,0.0077571-0.0011834i,0.016307+0.0060357i,0.023974+0.0074755i
-0.016017-0.0055471i,-0.039803-0.016602i,-0.11607-0.0037711i,-0.20268+0.027864i,-0.19296+0.040468i,-0.090733+0.041332i,0.025029+0.018878i,0.071996-0.023132i,0.045071-0.034648i,0.010497-0.017206i,-0.0038635-0.0083012i,-0.0025958-0.0020886i,0.0089125+0.012822i,0.011626+0.021261i,0.0020652+0.018794i,0.0028044+0.012819i,0.020458+0.0043242i,0.031901-0.00069338i,0.023794+0.0054674i,0.012996+0.017806i,0.016193+0.02034i,0.021672+0.0059433i,0.015399-0.00653i
0.017272-0.008825i,0.0052517+0.028878i,0.019102+0.10494i,0.082511+0.12682i,0.12144+0.021122i,0.07174-0.12368i,-0.0095211-0.16071i,-0.036162-0.1158i,-0.028989-0.069097i,-0.011868-0.022046i,0.010121+0.0091293i,0.00612+0.016085i,-0.0030962+0.015761i,0.0040312+0.0060488i,0.0077587-0.0077849i,-0.00064995-0.021947i,-0.016579-0.041276i,-0.030514-0.049921i,-0.029251-0.035165i,-0.016535-0.016379i,-0.010603-0.013131i,-0.015525-0.013671i,-0.018337-0.0078233i
0.046268+0.020501i,0.12532+0.022922i,0.21947-0.014614i,0.24042-0.056303i,0.15028-0.051685i,0.014692-0.0068403i,-0.076819+0.042041i,-0.10058+0.075143i,-0.068513+0.078563i,-0.027656+0.045725i,-0.0090734+0.011141i,0.0018371-0.011914i,0.00030448-0.032065i,-0.012727-0.030522i,-0.015312-0.0046817i,-0.011437+0.023523i,-0.015486+0.044497i,-0.01848+0.046998i,-0.0075271+0.027304i,0.0061974+0.0037708i,0.005331-0.0058171i,-0.00042556+0.0027765i,0.0021271+0.011627i
-0.035673+0.0049653i,-0.059972-0.0014439i,-0.06291-0.065165i,-0.077616-0.16367i,-0.12254-0.15399i,-0.099084-0.0095267i,0.016262+0.076955i,0.09607+0.043368i,0.085996-0.0011703i,0.046851-0.015249i,0.016589-0.02129i,-0.00085399-0.01501i,-0.0081159+0.00093428i,-0.013187+0.0092351i,-0.016177+0.0065833i,-0.006931+0.0056948i,0.018141+0.01432i,0.040932+0.02361i,0.038442+0.018573i,0.015729+0.012243i,0.0069373+0.019978i,0.017388+0.019357i,0.018483+0.0087473i
-0.021979-0.050532i,-0.088733-0.093431i,-0.20664-0.10143i,-0.2652-0.026793i,-0.16228+0.040024i,-0.015387+0.0096677i,0.047768-0.046339i,0.042045-0.071332i,0.016262-0.067618i,0.00028313-0.040722i,-0.0096789-0.016982i,-0.028145-0.0029747i,-0.02987+0.014i,-0.0073766+0.01546i,0.01166-0.0059678i,0.017045-0.035942i,0.016781-0.063015i,0.011911-0.073597i,0.00034322-0.057985i,-0.0053567-0.030743i,-0.0033523-0.017885i,-0.0040375-0.018093i,-0.0057444-0.016328i
0.056409+0.0060273i,0.11323+0.036979i,0.17205+0.11314i,0.18833+0.17281i,0.14402+0.13059i,0.059643+0.031004i,-0.054558-0.025602i,-0.12283-0.010863i,-0.10756+0.016221i,-0.064566+0.016377i,-0.030979+0.012528i,-0.003396+0.0098304i,0.0089518-0.0027584i,0.0017757-0.0030572i,-0.010948+0.016192i,-0.024881+0.035653i,-0.042615+0.03829i,-0.055845+0.025774i,-0.045416+0.016753i,-0.013732+0.0093059i,0.0066484-0.0035178i,0.0032235-0.0060117i,-0.0002124+0.0010593i
0.0078982+0.042804i,0.052518+0.08358i,0.1328+0.066867i,0.21303-0.018095i,0.20602-0.077827i,0.12099-0.048295i,0.083944+0.016417i,0.091449+0.038468i,0.08389+0.023697i,0.058461+0.0052214i,0.034864-0.0032425i,0.019103-0.0026227i,0.0017071-0.0036169i,-0.0198-0.0060635i,-0.034172+0.0033068i,-0.031342+0.023903i,-0.016754+0.044244i,-0.0013529+0.051926i,0.0051968+0.036114i,-0.0043552+0.016208i,-0.013546+0.016439i,-0.0074537+0.021585i,-0.0012389+0.016988i
-0.0463-0.0065371i,-0.094116-0.061478i,-0.12306-0.17515i,-0.14474-0.26938i,-0.1437-0.23669i,-0.076288-0.11844i,0.013372-0.049195i,0.040052-0.056424i,0.0018508-0.059492i,-0.023336-0.027581i,-0.019462-0.0085852i,-0.018251-0.011764i,-0.014586-0.0064998i,0.0055218+0.003137i,0.035511-0.0067452i,0.060133-0.030265i,0.075948-0.042994i,0.080839-0.039071i,0.061888-0.029646i,0.030022-0.01708i,0.010823-0.0055236i,0.0044714-0.0049454i,-6.4704e-05-0.0096757i
-0.0042099-0.051349i,-0.040605-0.069848i,-0.10064-0.011741i,-0.12329+0.056966i,-0.074419+0.014259i,-0.023762-0.088017i,-0.049171-0.12373i,-0.09595-0.081955i,-0.089238-0.037138i,-0.055092-0.022113i,-0.031841-0.014349i,-0.021036-0.001529i,-0.010137+0.010778i,0.001497+0.011862i,-0.0023043+0.0012354i,-0.022194-0.012157i,-0.042718-0.02793i,-0.055817-0.037643i,-0.046975-0.0262i,-0.014894-0.009734i,0.010426-0.0078601i,0.012325-0.005266i,0.0092297+0.0034909i
0.084793+0.035777i,0.14935+0.076242i,0.16713+0.12629i,0.14775+0.16816i,0.12118+0.13451i,0.033325+0.019741i,-0.04996-0.021993i,-0.031895+0.037267i,0.0066284+0.07441i,0.00052431+0.0624i,-0.0070594+0.037071i,-0.0072492+0.011042i,-0.017244-0.0069846i,-0.037979-0.011707i,-0.058657+0.0024165i,-0.06508+0.031502i,-0.057691+0.051134i,-0.046197+0.049888i,-0.033797+0.03614i,-0.025095+0.022335i,-0.019041+0.018918i,-0.0067425+0.020513i,0.0036271+0.015173i
-0.034153+0.07561i,0.018008+0.1051i,0.1624+0.022487i,0.22095-0.1653i,0.054548-0.22033i,-0.099568-0.043456i,-0.06688+0.10008i,0.0029108+0.068422i,0.022195+0.02738i,0.045753+0.042336i,0.059524+0.037191i,0.043225+0.013975i,0.027688+0.0027896i,0.02504+0.0055697i,0.034471+0.015566i,0.056081+0.023902i,0.075569+0.028362i,0.080124+0.026425i,0.059012+0.01197i,0.024302-0.0011797i,0.0051445-0.0024776i,0.0015119-0.0067383i,-0.0031435-0.013054i
-0.058523-0.077378i,-0.14275-0.12933i,-0.23965-0.14894i,-0.26258-0.13037i,-0.18748-0.099696i,-0.11662-0.063019i,-0.063186-0.028909i,-0.020225-0.029961i,-0.006152-0.052146i,-0.0013327-0.064781i,-0.0067542-0.057523i,-0.017457-0.025894i,-0.013363+0.0045466i,-0.0057901+0.0089078i,-0.0013214-0.0040073i,-0.0012328-0.026191i,-0.011346-0.045701i,-0.015993-0.045426i,-0.0018225-0.022928i,0.021207+0.0024928i,0.033107+0.0090399i,0.026029+0.004482i,0.015715+0.0049659i
0.070694-0.015238i,0.083335-0.052714i,0.0096332-0.026955i,-0.068483+0.12882i,-0.0002332+0.26986i,0.15214+0.2393i,0.1833+0.11868i,0.12602+0.069075i,0.092932+0.05965i,0.064811+0.024194i,0.03442-0.0076836i,0.012772-0.027083i,-0.0067829-0.036418i,-0.014487-0.031922i,-0.014542-0.031175i,-0.018825-0.033013i,-0.019354-0.02762i,-0.017792-0.021293i,-0.016863-0.017374i,-0.01247-0.019719i,-0.011962-0.021183i,-0.015009-0.0080104i,-0.013739+0.0074666i
0.014879+0.064318i,0.098808+0.14723i,0.25943+0.1761i,0.38276+0.079055i,0.34309-0.053432i,0.20707-0.10933i,0.11713-0.11985i,0.067595-0.15741i,0.014883-0.17472i,-0.019913-0.13218i,-0.031119-0.071909i,-0.02602-0.020417i,-0.016671+0.0084225i,-0.020646+0.022191i,-0.031175+0.042363i,-0.027112+0.067534i,-0.005767+0.083713i,0.018199+0.072209i,0.02328+0.032647i,0.0092017+0.0035117i,0.0057027+0.0002421i,0.0231-0.0010601i,0.037132-0.0076709i
-0.048553-0.00016291i,-0.079837-0.016528i,-0.082705-0.099172i,-0.043966-0.24889i,-0.049021-0.35634i,-0.12181-0.29951i,-0.16927-0.1535i,-0.1815-0.054935i,-0.18819-0.011345i,-0.16335+0.027957i,-0.10392+0.046868i,-0.055494+0.029329i,-0.031935+0.01427i,-0.016699+0.011152i,-0.0043832+0.0060778i,0.0014568-0.0035951i,0.0011305-0.022871i,-0.0016597-0.041284i,-0.0076991-0.032668i,-0.012159-0.0016969i,-0.015419+0.017948i,-0.023705+0.012456i,-0.030829-0.0027651i
-0.014808-0.078432i,-0.046416-0.15609i,-0.11144-0.23322i,-0.1778-0.23767i,-0.11955-0.18085i,0.031626-0.15402i,0.081306-0.12216i,0.046411-0.022498i,0.043143+0.051496i,0.054632+0.027496i,0.045673-0.015808i,0.027913-0.026103i,0.012881-0.022237i,0.010839-0.019389i,0.01728-0.026149i,0.020127-0.038775i,0.016274-0.046151i,-1.0387e-06-0.040268i,-0.012242-0.020359i,-0.0021613-0.0097763i,0.011421-0.013528i,0.010078-0.0046361i,0.0020066+0.01387i
0.063048+0.045499i,0.086113+0.12871i,0.030393+0.28128i,-0.079273+0.39932i,-0.20558+0.35215i,-0.29105+0.20719i,-0.24304+0.093104i,-0.12497+0.021887i,-0.08287+0.016842i,-0.073457+0.078437i,-0.03567+0.097471i,-0.014976+0.0629i,-0.01078+0.039897i,-0.010443+0.034984i,-0.016577+0.041715i,-0.016543+0.058076i,-0.0074949+0.074188i,0.0042692+0.07525i,0.011578+0.042615i,0.0076244+0.0033187i,0.003251-0.0082001i,0.013206-0.0051111i,0.022333-0.0020484i
-0.053312+0.059561i,-0.031799+0.061464i,0.065867-0.016321i,0.19988-0.1301i,0.23414-0.20247i,0.1287-0.15367i,0.0081248-0.009316i,-0.030933+0.090959i,0.0072536+0.089703i,0.048325+0.040748i,0.045844-0.0015601i,0.010546-0.017805i,-0.014656-0.015575i,-0.019026-0.021677i,-0.026725-0.034901i,-0.0277-0.044012i,-0.0090188-0.059754i,0.013802-0.071549i,0.015891-0.051133i,0.002287-0.0073682i,-0.00098518+0.025108i,0.0047406+0.027839i,0.0082244+0.01727i
-0.028644-0.11112i,-0.024681-0.17759i,0.049463-0.22299i,0.1036-0.23763i,0.073739-0.14001i,0.045057+0.026371i,0.071693+0.11659i,0.094281+0.10096i,0.071559+0.054783i,0.041124+0.019564i,0.017296+0.0050419i,0.0087696+0.0123i,0.01329+0.010643i,0.016852+0.006937i,0.027394+0.01525i,0.032297+0.014109i,0.0081167+0.00496i,-0.031545-0.0014826i,-0.047002+0.0020382i,-0.023826+0.0051864i,0.00084849-0.012259i,-0.004262-0.030258i,-0.014542-0.030093i
0.099586+0.085073i,0.12282+0.15185i,0.0045599+0.24116i,-0.11331+0.32615i,-0.054841+0.29857i,0.092852+0.14111i,0.1892-0.034689i,0.19568-0.10493i,0.1539-0.070819i,0.12471-0.030894i,0.097796-0.042756i,0.047384-0.060157i,-0.0031369-0.045894i,-0.045356-0.027609i,-0.069579-0.012855i,-0.061548+0.0089126i,-0.030779+0.033504i,0.0037675+0.050958i,0.02882+0.039272i,0.031095+0.013216i,0.014418+0.015694i,0.004778+0.040889i,-0.00063514+0.049374i
-0.11645+0.032432i,-0.12231+0.031737i,0.064264-0.042216i,0.3701-0.25158i,0.45271-0.56453i,0.18146-0.68707i,-0.10271-0.44234i,-0.12336-0.1778i,-0.057823-0.13897i,-0.07862-0.1341i,-0.087013-0.047503i,-0.05101+0.024968i,-0.023321+0.042893i,-0.0015107+0.038511i,0.011739+0.028832i,0.0069656+0.015131i,0.0022386-0.0017161i,0.01458-0.025119i,0.013301-0.046877i,-0.0098535-0.052234i,-0.013349-0.043931i,0.014684-0.032058i,0.046368-0.013838i
0.090632-0.042453i,0.21521-0.095337i,0.31579-0.18758i,0.2369-0.26786i,0.0020659-0.15315i,-0.12698+0.088216i,-0.070315+0.13264i,-0.043036+0.029645i,-0.080842+0.033369i,-0.042608+0.086847i,0.023889+0.049206i,0.03625-0.02154i,0.017598-0.0477i,-0.0042233-0.035936i,-0.021492-0.028616i,-0.031295-0.039401i,-0.0266-0.050232i,-0.021351-0.054138i,-0.022327-0.035531i,-0.011008+0.0017602i,0.0020744+0.020645i,-0.0028886+0.012979i,-0.0086104-0.0048994i
-0.015116+0.0017603i,-0.12131-0.092859i,-0.3277-0.34379i,-0.57401-0.70807i,-0.72722-0.91902i,-0.63635-0.71553i,-0.2999-0.30646i,-0.0021424-0.076688i,0.07976-0.0087258i,0.079427+0.027052i,0.055981+0.011716i,-0.013853+0.016745i,-0.05694+0.067471i,-0.063195+0.085339i,-0.060289+0.083382i,-0.041058+0.097489i,-0.024844+0.11033i,-0.025068+0.10242i,-0.02843+0.072866i,-0.026701+0.045094i,-0.014947+0.040513i,-8.857e-05+0.045319i,-0.0068402+0.041956i
0.064109+0.01142i,0.16024+0.027027i,0.20538+0.11578i,0.16574+0.32224i,0.11896+0.48356i,0.062052+0.39437i,-0.050253+0.12578i,-0.11516-0.09852i,-0.081966-0.19645i,-0.025549-0.21741i,0.0074881-0.20852i,0.02144-0.20577i,0.013953-0.19338i,0.010052-0.14127i,0.027124-0.094191i,0.037971-0.081334i,0.035216-0.076824i,0.032526-0.067124i,0.023478-0.049363i,0.013175-0.031473i,0.012571-0.02606i,0.017967-0.033359i,0.024172-0.037326i
-0.063062+0.11894i,-0.080732+0.26734i,-0.041373+0.31249i,-0.041091+0.19999i,-0.19218+0.13675i,-0.29631+0.23212i,-0.16979+0.30595i,-0.038477+0.26719i,-0.018047+0.21735i,0.0013299+0.16257i,0.013288+0.098493i,0.0047397+0.088312i,0.010151+0.098944i,0.0023987+0.083227i,-0.041918+0.076473i,-0.079055+0.08863i,-0.068725+0.071109i,-0.037725+0.011276i,-0.027466-0.031998i,-0.031949-0.01475i,-0.019864+0.024047i,0.0041124+0.040977i,0.017266+0.033801i
-0.044633-0.22441i,-0.22904-0.56731i,-0.54885-0.81674i,-0.84401-0.77465i,-0.88408-0.47782i,-0.57171-0.13835i,-0.15505-0.010174i,0.056779-0.064979i,0.078372-0.082783i,0.063942-0.036706i,0.030904-0.017482i,-0.019106-0.017468i,-0.041091-0.0010331i,-0.024153+0.017219i,-0.0051186+0.0080968i,-0.019355-0.010592i,-0.054818-0.016334i,-0.08079+0.011386i,-0.056417+0.063381i,0.019672+0.068953i,0.073627+0.021994i,0.077421-0.011306i,0.069798-0.016458i
0.30609+0.20088i,0.66497+0.29256i,0.78143+0.26643i,0.56917+0.18472i,0.37214+0.13953i,0.3117+0.0053552i,0.1643-0.24625i,-0.078866-0.36038i,-0.21257-0.29751i,-0.22787-0.23802i,-0.24896-0.20307i,-0.27069-0.12773i,-0.25278-0.030134i,-0.2271+0.048696i,-0.18849+0.10668i,-0.094088+0.13095i,0.021526+0.11786i,0.079632+0.064341i,0.059098+0.0037325i,0.02014+0.0018188i,0.0098856+0.03527i,-0.00047692+0.057643i,-0.027198+0.073275i
-0.20341+0.12343i,-0.42814+0.34352i,-0.32194+0.49922i,0.11387+0.35907i,0.3267+0.082062i,0.1453+0.058538i,0.034501+0.23075i,0.084737+0.19355i,0.031236+0.016394i,-0.032245-0.052211i,-0.0027882-0.10387i,-0.014489-0.15899i,-0.040907-0.13923i,-0.0064862-0.127i,0.03065-0.15291i,0.029057-0.1488i,-0.020328-0.116i,-0.06155-0.064661i,-0.029043-0.009842i,0.025031+0.012827i,0.051987+0.023831i,0.071654+0.024772i,0.069731-0.015862i
-2.0754+7.9565i,0.053703+7.9391i,3.667+9.1623i,6.0385+7.0219i,6.3171+3.2188i,4.3677-0.34435i,1.7157-1.3701i,0.4604-0.62399i,0.43466+0.27589i,1.0989+0.82936i,1.7723+0.56052i,1.9699-0.21235i,1.812-0.78196i,1.399-0.77551i,1.1232-0.48989i,0.96756-0.41066i,0.55602-0.4619i,0.11718-0.26963i,0.082949+0.1033i,0.33838+0.24755i,0.52399+0.078715i,0.50401-0.12146i,0.35959-0.18537i
0.020904+0.25335i,0.096485+0.56948i,0.076749+0.75823i,-0.075593+0.78699i,-0.16497+0.66833i,-0.20154+0.29376i,-0.31099-0.0032207i,-0.29697+0.090474i,-0.10953+0.22974i,-0.0094846+0.18537i,0.035467+0.13712i,0.15864+0.12118i,0.24821+0.047026i,0.22053-0.057106i,0.1469-0.10961i,0.085086-0.10946i,0.03809-0.097918i,0.019563-0.075377i,0.024448-0.055989i,0.005993-0.056646i,-0.038373-0.045814i,-0.064154-0.026554i,-0.072369-0.029071i
-0.31806-0.023714i,-0.60355+0.014731i,-0.61544+0.27942i,-0.27179+0.61006i,-0.029803+0.68523i,-0.097862+0.56125i,-0.15182+0.52232i,-0.0065142+0.47959i,0.12511+0.31649i,0.11241+0.15839i,0.072105+0.046875i,0.048377-0.039423i,0.021505-0.059006i,0.04732-0.029438i,0.11872-0.016783i,0.16243-0.0088959i,0.14736+0.0090367i,0.096425+0.016195i,0.062992+0.02477i,0.065768+0.030183i,0.087441+0.0036517i,0.090677-0.034755i,0.066438-0.045084i
0.12658-0.12801i,0.22812-0.26512i,0.22422-0.27715i,0.21031-0.071272i,0.33566+0.17888i,0.46722+0.24279i,0.41368+0.092255i,0.21777-0.066592i,0.04308-0.11274i,-0.04024-0.072978i,-0.044859+0.012894i,0.01122+0.047489i,0.063042-0.00405i,0.080666-0.068925i,0.071359-0.131i,0.022906-0.202i,-0.054375-0.22344i,-0.1169-0.1507i,-0.10591-0.05839i,-0.051113-0.035371i,-0.044964-0.053213i,-0.068941-0.052402i,-0.060127-0.03653i
