-0.0043175+0.0006355i,-0.0015691+0.00034335i,-0.0007279+0.0014642i,-0.00064256+0.0021328i,-0.00018489+0.0030056i,0.00068669+0.0033396i,0.0012596+0.0027448i,0.0011017+0.00171i,0.0005022+0.00048435i,0.00069172+1.1569e-05i,0.0014247-0.00026474i,0.00075743-0.00090965i,-0.00036318-0.0012094i,-0.00057546-0.00089017i,-0.00034825-0.00059166i,-0.00029963+0.00035895i,-0.00025326+0.0012317i,0.00025587+0.00056608i,0.00032838-0.00055442i,-6.8682e-05-0.00011996i,2.2686e-05+0.00065102i,0.00035253+0.0004358i,-0.00043597+0.00036525i
0.046751+0.10195i,0.10911+0.15538i,0.15004+0.12768i,0.10271+0.034319i,-0.040917-0.01523i,-0.16998-0.0060562i,-0.18706-0.01021i,-0.14887-0.037581i,-0.11557-0.04027i,-0.070146-0.019344i,-0.023205-0.01027i,0.0018394-0.0073242i,0.014669-0.0049495i,0.020374-0.0085323i,0.019154-0.01176i,0.013433-0.010087i,0.0049097-0.0024298i,-0.0041008+0.0057563i,-0.011382+0.010156i,-0.011793+0.01259i,-0.0056994+0.010027i,0.0026329+0.004689i,0.01012+0.0010265i
-0.085586-0.054294i,-0.15217-0.11632i,-0.16272-0.19038i,-0.12317-0.27084i,-0.078621-0.29252i,-0.054211-0.19186i,-0.047579-0.033478i,-0.039458+0.062816i,-0.025436+0.070995i,-0.017738+0.039149i,-0.016423+0.01232i,-0.014753+0.001327i,-0.015546-0.00022033i,-0.020101+0.0029929i,-0.021324+0.01026i,-0.012658+0.015479i,0.0024993+0.012305i,0.013722+0.0049211i,0.015498+0.00064039i,0.013476-0.0017568i,0.012437-0.0035626i,0.0098772-0.0039813i,0.0043829-0.0047044i
0.080205+0.025616i,0.1122+0.060695i,0.045615+0.12435i,-0.059384+0.22023i,-0.054339+0.29147i,0.058617+0.24501i,0.14053+0.10843i,0.1406+0.023346i,0.11122+0.0077889i,0.073667-0.0044308i,0.032699-0.014733i,0.0088749-0.017881i,-0.0019245-0.021824i,-0.0092767-0.016787i,-0.01081-0.010726i,-0.01169-0.0093657i,-0.014116-0.0074166i,-0.0099027-0.0024494i,0.0012569+0.0029202i,0.006202+0.0012993i,0.0012695+0.0004287i,-0.003505+0.0018305i,-0.0040388-0.0010205i
-0.086748+0.013469i,-0.15255+0.03102i,-0.17688+0.054332i,-0.16465+0.066766i,-0.16715+0.026889i,-0.17702-0.046044i,-0.15879-0.088159i,-0.11333-0.10459i,-0.076346-0.096785i,-0.055927-0.054624i,-0.032888-0.0092642i,-0.011523+0.014904i,0.0034395+0.024262i,0.015892+0.02302i,0.021293+0.01582i,0.020673+0.0090901i,0.017301+0.004229i,0.010184-0.0026198i,0.00032266-0.010307i,-0.0070469-0.010827i,-0.0076789-0.0074332i,-0.0046154-0.0022016i,-0.0027418+0.0052201i
0.086705-0.015545i,0.19562-0.015762i,0.31809+0.016082i,0.40818+0.033564i,0.39017+0.0045127i,0.21292-0.0015563i,0.011457+0.066408i,-0.0569+0.11799i,-0.034662+0.082751i,-0.019751+0.030919i,-0.011402+0.0082264i,-0.0026563-0.0054552i,-0.0036992-0.013007i,-0.0046801-0.012911i,-0.0053299-0.0095212i,-0.0032757-0.002669i,0.0043479+0.0030572i,0.0066874+0.0048956i,0.0026992+0.0060143i,0.00036427+0.01066i,0.0043494+0.016183i,0.011381+0.013577i,0.012839+0.0046528i
-0.080563+0.050765i,-0.15781+0.070554i,-0.19889+0.038692i,-0.19901-0.018077i,-0.17963+0.01393i,-0.061665+0.11741i,0.11494+0.15212i,0.16678+0.11067i,0.10694+0.080288i,0.064675+0.061477i,0.04517+0.029131i,0.023919+0.003762i,0.0083311-0.0055386i,-0.0023922-0.01014i,-0.0057971-0.012755i,-0.0049137-0.019554i,-0.0072463-0.032477i,-0.010408-0.036497i,-0.008889-0.023331i,-0.0021832-0.0090661i,0.00080396-0.0075386i,-0.001488-0.0085535i,-0.0012076-0.0061414i
0.029475-0.070232i,0.040619-0.14192i,0.002441-0.21431i,-0.062672-0.25025i,-0.064924-0.25519i,-0.018243-0.24625i,0.034983-0.24618i,0.061929-0.24022i,0.038493-0.18613i,0.0058018-0.10971i,-0.01282-0.053364i,-0.022129-0.014414i,-0.015575+0.0066744i,-0.007853+0.011197i,-0.0083054+0.01204i,-0.010248+0.014386i,-0.012062+0.018943i,-0.00977+0.020314i,-0.001476+0.012201i,0.0069601-0.00083761i,0.01096-0.010788i,0.0070574-0.016094i,-0.0038224-0.014206i
-0.0088317+0.083959i,-0.043963+0.17948i,-0.072901+0.30953i,-0.059997+0.39862i,-0.023106+0.35703i,-0.029424+0.1703i,-0.14464-0.0030964i,-0.21807-0.022826i,-0.1368+0.0080897i,-0.04534-0.0071433i,-0.016698-0.013014i,-0.00030693-0.00085072i,0.01012+0.0029291i,0.015795+0.0068361i,0.018263+0.0084417i,0.010909+0.0065804i,0.0013942+0.010083i,-0.0057029+0.018072i,-0.011547+0.020358i,-0.018832+0.015912i,-0.024993+0.015186i,-0.022122+0.019997i,-0.010227+0.020917i
0.0040399+0.00037895i,0.046827+0.025367i,0.084+0.036521i,0.075786+0.014698i,0.0070835-0.0037445i,-0.085614+0.067675i,-0.088302+0.20147i,-0.027943+0.23715i,-0.0072564+0.16122i,-0.018454+0.091953i,-0.013074+0.05607i,0.001764+0.023791i,-0.00037134-0.0069759i,-0.011452-0.022711i,-0.0085305-0.016407i,0.0092596-0.0061941i,0.028631-0.0096067i,0.034031-0.020182i,0.022138-0.020914i,0.011499-0.0092249i,0.0091491-0.002429i,0.0060931-0.0024304i,0.0029987+0.0022546i
-0.011817-0.0051469i,-0.0027497-0.0028927i,0.10488-0.00051454i,0.25007-0.042743i,0.2712-0.10362i,0.20877-0.084298i,0.20446-0.015552i,0.23285-0.0085298i,0.17939-0.045687i,0.089255-0.04593i,0.040817-0.027848i,0.011474-0.017792i,-0.002924-0.0015621i,0.0025578+0.0030469i,0.0032619-0.01137i,-0.0078184-0.024231i,-0.020759-0.026725i,-0.021675-0.017133i,-0.0044659-0.00056731i,0.0145+0.0090479i,0.022083+0.01171i,0.022595+0.010884i,0.021288+0.0030025i
0.086307-0.055475i,0.14809-0.15624i,0.06977-0.26391i,-0.13509-0.24814i,-0.23191-0.098662i,-0.14104-0.020323i,-0.043807-0.11536i,-0.049648-0.19419i,-0.058946-0.13312i,-0.023064-0.052047i,-0.0052424-0.020034i,-0.0066945+0.0047353i,-0.0076569+0.027441i,-0.011238+0.036421i,-0.0076718+0.02838i,-0.0029529+0.010661i,-0.012102+0.0022038i,-0.023014+0.0017312i,-0.023313-0.005187i,-0.019169-0.018359i,-0.017108-0.025434i,-0.015994-0.021403i,-0.014331-0.014062i
-0.086147+0.084983i,-0.17625+0.16696i,-0.20613+0.16433i,-0.17591+0.074756i,-0.14733+0.0015785i,-0.12535+0.0039904i,-0.1221+0.057143i,-0.12423+0.092896i,-0.086288+0.072612i,-0.042128+0.025449i,-0.018013+0.0051235i,0.01393+0.0005493i,0.04672-0.017871i,0.04764-0.0354i,0.016896-0.027136i,-0.0088918+0.0019613i,-0.0038579+0.030269i,0.01226+0.036084i,0.010327+0.021851i,-0.0024551+0.012418i,-0.0049746+0.011615i,0.0017922+0.0082436i,0.0030147+0.0030901i
-0.029757-0.16141i,-0.09284-0.24288i,-0.14829-0.11441i,-0.072305+0.15552i,0.093394+0.2541i,0.1499+0.15167i,0.1009+0.080988i,0.090036+0.088904i,0.092861+0.059824i,0.05685+0.013726i,0.028006-0.001559i,0.014725-0.01327i,-0.0014255-0.019637i,-0.0060181-0.0070933i,0.005135+0.0027634i,0.017906-0.0035603i,0.02632-0.02008i,0.020887-0.024339i,0.0074844-0.0048901i,0.0020029+0.016517i,-0.00019213+0.022833i,-0.0050804+0.020614i,-0.0048484+0.020012i
0.086992+0.16158i,0.15982+0.28904i,0.19729+0.27256i,0.14439+0.10991i,0.025273-0.022451i,-0.039243-0.074224i,0.0055848-0.10654i,0.053939-0.13943i,0.031038-0.12469i,-0.0040679-0.072662i,-0.011451-0.040545i,-0.018072-0.032735i,-0.034316-0.031622i,-0.041125-0.027538i,-0.026412-0.015528i,-0.0090834-0.0054024i,-0.0093806-0.0067466i,-0.012005-0.012364i,-0.0015145-0.014859i,0.012807-0.015436i,0.02242-0.013658i,0.02415-0.011056i,0.018685-0.012344i
-0.14222-0.04285i,-0.21718-0.050241i,-0.14906-0.052859i,0.011864-0.1131i,0.06319-0.17303i,-0.023312-0.095787i,-0.1063+0.020943i,-0.12465+0.048562i,-0.089463+0.029926i,-0.042818+0.010366i,-0.022191-0.00049911i,-0.017219+0.011583i,-0.0062899+0.037362i,0.011494+0.043475i,0.015041+0.018874i,0.00046128-0.0051987i,-0.012383-0.0010835i,-0.011935+0.013614i,-0.0025704+0.012072i,0.0022698-0.0022402i,-0.00027673-0.012789i,-0.0032081-0.011975i,-0.001984-0.0083167i
0.12733-0.022494i,0.18021-0.018489i,0.11638-0.0036619i,-0.05053+0.05088i,-0.14945+0.13876i,-0.097936+0.15657i,-0.011606+0.10046i,0.017434+0.068554i,0.0085852+0.058246i,-0.012127+0.041507i,-0.027415+0.028172i,-0.020135+0.017495i,-0.0022128+0.0051779i,0.0025722-0.0042186i,-0.00035065-0.0023194i,0.0074185+0.0080371i,0.028805+0.011056i,0.037617-0.00095077i,0.016275-0.014864i,-0.011742-0.014793i,-0.021936-0.0066827i,-0.016472-0.0043463i,-0.013319-0.003384i
0.0060424+0.042425i,0.024398+0.053499i,0.0195+0.033436i,-0.0081947-0.00054328i,0.0062392-0.044832i,0.05402-0.059579i,0.091619-0.036977i,0.11375-0.036584i,0.10366-0.054663i,0.070434-0.051591i,0.043241-0.028612i,0.031231-0.0096643i,0.032045-0.010775i,0.028754-0.022813i,0.011132-0.025956i,-0.0047928-0.023344i,-0.015143-0.032434i,-0.023834-0.036294i,-0.022204-0.014713i,-0.012512+0.01166i,-0.0076006+0.02387i,-0.0099972+0.026303i,-0.0063549+0.024245i
-0.034308+0.019511i,-0.03171+0.071925i,0.055609+0.13225i,0.16574+0.16723i,0.15086+0.1586i,0.039249+0.092519i,-0.070791+0.01444i,-0.12279-0.0059852i,-0.1001+0.0083844i,-0.060246+0.018777i,-0.033057+0.026741i,-0.02078+0.020979i,-0.034841+0.0051428i,-0.048847+0.0043675i,-0.033671+0.014014i,-0.0088296+0.010958i,-0.0060641-0.00056343i,-0.016273-0.0052008i,-0.016222-0.0060342i,-0.0043485-0.0054169i,0.010301-0.0035089i,0.017534-0.004285i,0.012659-0.006529i
-0.017211-0.19422i,-0.075309-0.35648i,-0.18043-0.42321i,-0.26935-0.35746i,-0.27258-0.24542i,-0.19142-0.115i,-0.055706+0.010454i,0.036293+0.051389i,0.033011+0.026094i,0.0095787+0.0043648i,0.0064899-0.0078412i,0.010322-0.0091189i,0.015543-0.00079169i,0.014263+0.0016718i,0.0071033-0.0016642i,-0.0061382+0.00056733i,-0.019591+0.021971i,-0.018125+0.047059i,0.00044642+0.04633i,0.015025+0.022245i,0.013563+0.0058724i,0.014238+0.0081884i,0.017328+0.009031i
0.13728+0.20418i,0.24534+0.31202i,0.25884+0.26371i,0.18369+0.1286i,0.13633+0.080472i,0.12484+0.076363i,0.095536+0.031749i,0.087065-0.010679i,0.092343-0.025925i,0.072203-0.028318i,0.043028-0.023083i,0.019282-0.0097944i,0.0067661+0.016427i,0.0092994+0.037709i,0.013531+0.030444i,0.016918+0.010184i,0.026845-0.0052436i,0.03318-0.01438i,0.018398-0.012833i,-0.0031248-0.0075081i,-0.0099434-0.013756i,-0.014086-0.024711i,-0.015593-0.020548i
-0.3854-0.080181i,-0.68374-0.031132i,-0.75103+0.18105i,-0.5367+0.37518i,-0.32525+0.31888i,-0.22298+0.12372i,-0.16681-0.022263i,-0.14364-0.07224i,-0.099099-0.049464i,-0.048899-0.021941i,-0.027557-0.0054666i,-0.00083726+0.00063497i,0.026793-0.019878i,0.035071-0.038526i,0.02867-0.032788i,0.020763-0.013618i,0.023161-0.0016171i,0.024982-0.009215i,0.013308-0.019808i,-0.0035512-0.010719i,-0.0084606+0.01069i,0.00011978+0.022501i,0.0041317+0.017934i
0.35647-0.10173i,0.5746-0.16407i,0.58912-0.1886i,0.46557-0.14486i,0.37762-0.056459i,0.26991+0.029127i,0.14107+0.14282i,0.092644+0.18879i,0.059219+0.098573i,0.016701+0.012713i,0.0064273-0.014172i,-0.0013495-0.017027i,-0.010548-0.010187i,-0.013098-0.011158i,-0.013-0.014186i,-0.0085971-0.019463i,-0.014993-0.026782i,-0.031698-0.017937i,-0.028151+0.0024066i,-0.0049376+0.0078101i,0.0021998-0.0014826i,-0.0089272-0.0068446i,-0.012369-0.0044702i
-0.24769+0.34757i,-0.3119+0.56966i,-0.18044+0.56974i,-0.022649+0.32229i,-0.038114+0.093448i,-0.06113+0.02816i,0.03791-0.026859i,0.098817-0.078976i,0.07205-0.044093i,0.034315+0.0086847i,0.01267+0.027242i,0.010224+0.022383i,0.0051205+0.0095577i,-0.0047333+0.007547i,-0.0045792+0.0026282i,-0.0030103-0.012384i,-0.002065-0.02066i,0.0094803-0.014204i,0.021077-0.0055635i,0.018364+0.0013195i,0.019127+0.012666i,0.030407+0.020028i,0.036831+0.015336i
0.08171-0.33i,0.10809-0.49327i,0.072912-0.50034i,0.0055935-0.43351i,-0.039919-0.38872i,-0.059789-0.31011i,-0.055291-0.22057i,-0.036156-0.20133i,-0.010324-0.19106i,0.0049621-0.15689i,-0.0057488-0.11805i,-0.012588-0.070877i,0.00024996-0.0382i,0.0048669-0.033752i,-0.014155-0.035749i,-0.046397-0.02208i,-0.063882+0.0027896i,-0.0572+0.013195i,-0.043759+0.010222i,-0.028939+0.0068897i,-0.016756-0.0039358i,-0.018596-0.014492i,-0.029351-0.0091971i
0.044356+0.31226i,0.057279+0.46766i,-0.0021047+0.48127i,-0.09365+0.44137i,-0.14404+0.41585i,-0.16726+0.31856i,-0.23529+0.22683i,-0.23218+0.2461i,-0.11066+0.21197i,-0.028478+0.11133i,0.0067322+0.064184i,0.042853+0.032824i,0.044541-0.00099486i,0.029024-0.0034802i,0.030378+0.010664i,0.051408+0.020412i,0.076516+0.013867i,0.070949-0.0029912i,0.03765-0.0047513i,0.015131+0.0095262i,0.012751+0.021222i,0.019855+0.019834i,0.027799+0.0089657i
-0.12902-0.23429i,-0.17892-0.34308i,-0.18019-0.30282i,-0.15457-0.17047i,-0.084578-0.092131i,0.058869-0.051955i,0.22959-0.033293i,0.27289-0.089658i,0.14155-0.1261i,0.0074055-0.079093i,-0.038913-0.035071i,-0.055998-0.026495i,-0.05992-0.022531i,-0.042166-0.014303i,-0.022672+0.0014947i,-0.011822+0.021009i,-0.010035+0.028703i,-0.0031189+0.026973i,0.016418+0.011618i,0.019467-0.014757i,-0.00097845-0.021884i,-0.012771-0.0072671i,-0.011206+0.0027689i
0.16053+0.14503i,0.23608+0.19539i,0.28349+0.15424i,0.29287+0.059399i,0.19433+0.028142i,0.00035498+0.050875i,-0.13931+0.063667i,-0.14816+0.061704i,-0.096592+0.061201i,-0.038963+0.052152i,-0.015037+0.021018i,-0.02908+0.010203i,-0.032216+0.023537i,-0.031335+0.015086i,-0.035058-0.014837i,-0.028258-0.056861i,-0.029799-0.09291i,-0.04506-0.098393i,-0.055217-0.069821i,-0.038913-0.02927i,-0.0048193-0.015842i,0.010536-0.027708i,0.0071712-0.031947i
-0.13302-0.11437i,-0.24323-0.15206i,-0.35242-0.085473i,-0.41002+0.034547i,-0.36326+0.058575i,-0.21513+0.004655i,-0.072372-0.059732i,-0.0085666-0.12334i,0.023367-0.16544i,0.0090461-0.16023i,-0.018877-0.091384i,0.0068023-0.034601i,0.023874-0.032739i,0.0037955-0.036138i,-0.018471-0.030898i,-0.042078-0.0079923i,-0.04534+0.033636i,-0.019935+0.062749i,0.010452+0.057741i,0.024401+0.028149i,0.017212+0.013156i,0.014593+0.022067i,0.017453+0.025971i
0.049868+0.1256i,0.027658+0.24021i,0.02075+0.27904i,0.033406+0.19729i,-0.012694+0.095971i,-0.11063+0.099842i,-0.13475+0.23864i,-0.040132+0.36245i,0.051945+0.32553i,0.07651+0.19867i,0.067474+0.092174i,0.038695+0.043907i,0.023331+0.034261i,0.037143+0.021636i,0.067852+0.0043774i,0.10737-0.012811i,0.12261-0.02895i,0.091891-0.039576i,0.026154-0.028435i,-0.022866+0.011724i,-0.020746+0.036728i,-0.013459+0.019133i,-0.021315+0.0045311i
-0.14435-0.12934i,-0.27787-0.15218i,-0.35628-0.061277i,-0.28262+0.04119i,-0.10518+0.0088159i,0.10147-0.11814i,0.26766-0.25866i,0.30226-0.32455i,0.23155-0.25575i,0.14574-0.14137i,0.08245-0.057978i,0.053106-0.0032418i,0.043609+0.024683i,0.031545+0.049282i,0.014379+0.070807i,-0.0040141+0.065412i,-0.0094693+0.036184i,0.0031536+0.0091387i,0.025382-0.0079866i,0.02435-0.021363i,-0.012595-0.0092958i,-0.034067+0.035329i,-0.017341+0.060917i
0.042575+0.094157i,0.15483+0.21687i,0.31577+0.2014i,0.3982+0.097083i,0.27939+0.087904i,0.0017385+0.17797i,-0.2366+0.21823i,-0.33051+0.13706i,-0.32036+0.021945i,-0.26449-0.025059i,-0.20246-0.0079282i,-0.14217+0.0084492i,-0.09166-0.0080778i,-0.077111-0.042737i,-0.083177-0.060678i,-0.089962-0.061043i,-0.10967-0.057192i,-0.13067-0.048207i,-0.12612-0.024839i,-0.080708+0.0054633i,-0.0079095+0.00097223i,0.039264-0.044444i,0.036305-0.0801i
-0.080789+0.048809i,-0.10367+0.16262i,-0.16162+0.38267i,-0.28971+0.49513i,-0.44101+0.48925i,-0.38552+0.47052i,-0.083904+0.388i,0.21784+0.16697i,0.30091-0.10391i,0.1822-0.22517i,0.096493-0.16333i,0.12406-0.10026i,0.11415-0.088321i,0.064675-0.054355i,0.037211-0.041187i,0.0064342-0.049309i,-0.0095598-0.020653i,0.0074432+0.038903i,0.045332+0.070104i,0.068677+0.033961i,0.054824+0.0013184i,0.04809+0.024495i,0.073857+0.056963i
0.62414+8.3773i,3.5104+7.4767i,7.3567+6.1917i,8.1015+2.5821i,6.125-1.1443i,2.8452-3.041i,0.2602-2.1226i,-0.3691-0.40389i,0.26797+0.3856i,0.91418+0.106i,0.64407-0.58205i,-0.23437-0.97087i,-1.0745-0.92312i,-1.5541-0.49291i,-1.422+0.038466i,-0.91605+0.31548i,-0.42332+0.23475i,-0.07254-0.026583i,0.14525-0.19393i,0.25739-0.21555i,0.30649-0.25224i,0.23594-0.25894i,0.12913-0.10263i
-0.32508-0.038529i,-0.42252-0.0073747i,-0.32868+0.21469i,-0.04636+0.44188i,0.13005+0.39963i,0.0070159+0.12709i,-0.2645-0.063436i,-0.37704-0.040229i,-0.24054+0.042517i,-0.040107+0.054356i,0.055586+0.016786i,0.073432-0.01455i,0.0552-0.030595i,0.0086465-0.043233i,-0.023975-0.062374i,-0.028843-0.083284i,-0.034061-0.087143i,-0.053137-0.069124i,-0.045806-0.024985i,0.020212+0.023581i,0.079717+0.038051i,0.06801+0.039008i,0.028226+0.060704i
0.42788+0.25182i,0.67726+0.33866i,0.57505+0.16063i,0.14607-0.19093i,-0.18174-0.3859i,-0.19543-0.32917i,-0.049527-0.13471i,0.086247+0.042467i,0.12546+0.11075i,0.10032+0.11453i,0.095486+0.068897i,0.073782-0.013186i,0.0095374-0.047023i,-0.021899-0.019688i,-0.010279+0.00064358i,-0.0029753-0.0086992i,-0.0038669-0.020573i,-0.016232-0.0061476i,-0.024109+0.019205i,0.0022208+0.015964i,0.033652-0.0011016i,0.037236-0.00068412i,0.026276+0.013097i
-0.46348-0.11634i,-0.71572-0.15514i,-0.60646-0.026349i,-0.2422+0.20231i,0.01694+0.31236i,0.070813+0.22729i,0.0075562+0.062307i,-0.085375-0.0014666i,-0.08494+0.052185i,-0.008257+0.063263i,0.016835+0.022316i,0.0055285+0.025554i,0.011914+0.0526i,0.0019956+0.047377i,-0.032865+0.038391i,-0.047235+0.068402i,-0.016427+0.10633i,0.039338+0.10405i,0.071054+0.071996i,0.06867+0.045792i,0.068209+0.020623i,0.061839-0.019492i,0.030479-0.048624i
0.57946-0.14373i,0.93001-0.3221i,0.85872-0.44023i,0.51485-0.357i,0.36907-0.16319i,0.33841-0.081281i,0.15241-0.064897i,-0.05605+0.02909i,-0.11431+0.13493i,-0.072888+0.16022i,-0.047891+0.12789i,-0.064316+0.096364i,-0.062445+0.09448i,-0.022604+0.11316i,0.040687+0.11994i,0.10353+0.075659i,0.12489-0.0099549i,0.094641-0.093576i,0.042479-0.12845i,0.0053248-0.10582i,-0.021061-0.076521i,-0.052684-0.052741i,-0.058403-0.01845i
-0.54175+0.29524i,-0.82441+0.45631i,-0.69982+0.35486i,-0.32103+0.0027791i,-0.094574-0.28226i,-0.041369-0.2533i,0.023236-0.04208i,0.095059+0.08475i,0.098718+0.077095i,0.064034+0.03466i,0.062648+0.01318i,0.087868-0.0030884i,0.096632-0.034127i,0.083426-0.072152i,0.039211-0.094041i,-0.029009-0.085042i,-0.093981-0.056721i,-0.12553-0.020557i,-0.10634+0.0037226i,-0.072946+0.0030992i,-0.058031+0.016498i,-0.035649+0.054196i,-0.0037251+0.062357i
0.48858-0.50632i,0.75527-0.83318i,0.6768-0.81863i,0.34814-0.49141i,0.14042-0.20651i,0.12108-0.13483i,0.14924-0.19655i,0.11763-0.24432i,0.026235-0.16652i,-0.0059611-0.041336i,0.012852-0.015645i,-0.002433-0.049305i,-0.048354-0.044374i,-0.078306+0.0044093i,-0.057475+0.056536i,-0.013949+0.085236i,0.0041774+0.11015i,0.0072253+0.13433i,0.012971+0.12789i,0.019206+0.096442i,0.041906+0.050849i,0.067565-0.013734i,0.057794-0.061855i
-0.28116+0.60182i,-0.3835+0.94862i,-0.31792+0.86392i,-0.22796+0.52625i,-0.22798+0.3657i,-0.20577+0.29836i,-0.22575+0.14463i,-0.29717+0.065156i,-0.23+0.073938i,-0.11365+0.049303i,-0.090991+0.037238i,-0.095022+0.06671i,-0.062033+0.096753i,-0.00052937+0.088313i,0.034555+0.027479i,0.026317-0.038218i,0.030129-0.074022i,0.054956-0.088985i,0.060513-0.083609i,0.043493-0.066303i,0.0065502-0.059973i,-0.050256-0.049978i,-0.077147-0.016281i
0.089779-0.6878i,0.088521-1.1112i,0.0099613-1.0152i,0.020241-0.5079i,0.17922-0.16817i,0.23771-0.070892i,0.18776+0.057931i,0.1825+0.15371i,0.14309+0.12187i,0.093884+0.082235i,0.10428+0.065073i,0.11423+0.043576i,0.10919+0.021038i,0.078397-0.0059676i,0.009613+0.0013152i,-0.047034+0.056301i,-0.074517+0.097702i,-0.084545+0.092358i,-0.066004+0.058084i,-0.040388+0.021211i,-0.029848+0.015644i,-0.007203+0.040257i,0.020844+0.038476i
0.13336+0.60748i,0.30075+0.92005i,0.45781+0.76132i,0.50832+0.26381i,0.42717-0.048334i,0.33495-0.10512i,0.26344-0.15055i,0.14325-0.17833i,0.015392-0.11295i,-0.042486-0.050245i,-0.050472-0.05476i,-0.046977-0.080229i,-0.044133-0.096446i,-0.042574-0.075706i,-0.0089359-0.018366i,0.059505+0.011344i,0.11042+0.007874i,0.11686+0.0057711i,0.087894-0.0022339i,0.045616-0.010376i,0.022871-0.012417i,0.020598-0.027649i,0.0086183-0.039049i
-0.31008-0.60829i,-0.60753-0.99377i,-0.81645-1.0318i,-0.8557-0.72716i,-0.72028-0.42991i,-0.49672-0.2846i,-0.34399-0.23766i,-0.27584-0.18272i,-0.16002-0.071278i,-0.038638-0.0037134i,-0.016339+0.02015i,-0.035298+0.051304i,-0.043723+0.06735i,-0.024662+0.053444i,0.011591+0.0018259i,0.010276-0.060566i,-0.011082-0.09578i,-0.012335-0.10454i,-0.01134-0.084421i,-0.015101-0.042018i,-0.017188-0.011642i,-0.028751+0.00053625i,-0.038172+0.014441i
0.38729+0.46324i,0.65874+0.77517i,0.68549+0.89255i,0.5142+0.82652i,0.37152+0.69691i,0.24936+0.52049i,0.10647+0.4405i,0.069045+0.4168i,0.076627+0.25307i,0.033721+0.10324i,0.031171+0.060847i,0.05469+0.026064i,0.051081+0.0083357i,0.024233+0.0034091i,-0.0278+0.0032896i,-0.072594+0.031272i,-0.10364+0.061968i,-0.12266+0.071484i,-0.1017+0.060448i,-0.056782+0.040571i,-0.017782+0.030634i,0.016451+0.034281i,0.03939+0.028244i
-0.42885-0.24292i,-0.63238-0.35328i,-0.43619-0.34074i,0.029863-0.32834i,0.26736-0.3765i,0.2555-0.34657i,0.284-0.31585i,0.24779-0.3349i,0.088298-0.22937i,0.013337-0.087286i,0.0026597-0.055211i,-0.025365-0.046561i,-0.030994-0.021099i,-0.014259+0.0070111i,0.010064+0.033853i,0.041128+0.046637i,0.08192+0.061525i,0.11541+0.07167i,0.10722+0.056405i,0.073906+0.026918i,0.042477-0.009761i,0.013785-0.042457i,-0.0040807-0.047243i
0.41392+0.041519i,0.63042-0.059481i,0.45192-0.29196i,-0.015937-0.4275i,-0.2595-0.31279i,-0.25755-0.18477i,-0.331-0.15139i,-0.37966-0.067192i,-0.24157+0.026596i,-0.093763+0.041045i,-0.040839+0.041761i,-0.0088473+0.048717i,0.018992+0.027242i,0.028051-0.007928i,0.027961-0.032545i,0.02544-0.0553i,0.016311-0.099932i,-0.0055024-0.1378i,-0.027202-0.12147i,-0.036148-0.072885i,-0.040562-0.025758i,-0.040758+0.008932i,-0.032246+0.014819i
-0.34176+0.072886i,-0.56039+0.24308i,-0.55923+0.50042i,-0.34768+0.64239i,-0.17747+0.53035i,-0.10393+0.38211i,-0.020723+0.36856i,0.062095+0.33163i,0.078348+0.17762i,0.045894+0.044574i,0.03108-0.01028i,0.023922-0.045389i,-0.009224-0.056206i,-0.042388-0.032615i,-0.056093-0.0015412i,-0.061847+0.031829i,-0.078797+0.073938i,-0.088885+0.11148i,-0.058285+0.11351i,-0.01053+0.08262i,0.02723+0.051006i,0.048749+0.026862i,0.039749+0.012254i
0.21722-0.077701i,0.42912-0.19322i,0.60928-0.32951i,0.66029-0.40963i,0.56312-0.35626i,0.43301-0.22358i,0.38725-0.14601i,0.32267-0.12618i,0.15506-0.064869i,0.028348+0.014589i,-0.016029+0.035529i,-0.046397+0.042506i,-0.048375+0.066727i,-0.017568+0.076063i,0.018194+0.060175i,0.047963+0.03125i,0.085519+0.01535i,0.12646+0.0092494i,0.12281-0.013316i,0.070385-0.040898i,0.01466-0.057928i,-0.022617-0.061086i,-0.032125-0.042505i
-0.057243+0.010375i,-0.14791-0.028486i,-0.33016-0.092628i,-0.51328-0.096367i,-0.49821-0.045669i,-0.34889-0.10907i,-0.30935-0.26953i,-0.31741-0.2924i,-0.19503-0.16644i,-0.053817-0.071078i,-0.0047066-0.02806i,0.022772+0.0035111i,0.058004+0.013485i,0.074654-0.00090901i,0.06606-0.029463i,0.038256-0.060189i,0.003019-0.1056i,-0.037095-0.14994i,-0.068553-0.13246i,-0.069656-0.061536i,-0.053519+0.0020335i,-0.036819+0.037571i,-0.016728+0.043202i
0.003976+0.12164i,0.037036+0.24515i,0.14085+0.33711i,0.25221+0.31147i,0.23262+0.2257i,0.094979+0.25388i,0.0030474+0.39433i,0.0042124+0.40901i,0.002345+0.2386i,-0.017881+0.095372i,-0.00082916+0.047535i,0.025557-0.0033034i,0.014426-0.067043i,-0.026005-0.092514i,-0.077705-0.066763i,-0.11967-0.0060106i,-0.1476+0.067468i,-0.14968+0.12889i,-0.099864+0.14133i,-0.027704+0.10188i,0.019997+0.057499i,0.043859+0.027725i,0.046888+0.003495i
