-0.0037504+0.00023054i,-0.0028908-0.00014582i,-0.0033192+0.0008307i,-0.0020149+0.0024141i,-0.00049193+0.0029356i,-0.0004308+0.0026391i,-0.0014547+0.002249i,-0.0012037+0.00061423i,0.00019333-0.00092511i,0.00048651-0.00082635i,0.00046797-7.001e-05i,0.0011387+0.00023905i,0.0019313+6.1581e-05i,0.0013244+4.5876e-05i,0.00054491+0.00012591i,0.000293-0.00022164i,-0.00016767-0.0004596i,-0.00026177-0.00010974i,4.4002e-05-0.00029183i,1.8683e-05-0.00022784i,-0.00026293-9.3483e-06i,0.0002452-0.00021801i,0.00037137+1.2021e-05i
-0.20734+0.0064111i,-0.4235-0.0083251i,-0.53455+0.00086574i,-0.42224+0.052427i,-0.26701+0.072628i,-0.19534+0.032738i,-0.14157+0.0038194i,-0.07391-0.0007783i,-0.026874-0.0086611i,-0.038056-0.0030385i,-0.062468+0.032446i,-0.042756+0.048538i,-0.019386+0.0045869i,-0.037782-0.035562i,-0.066072-0.017215i,-0.058163+0.030735i,-0.033579+0.058144i,-0.027383+0.063802i,-0.025637+0.063876i,-0.0030995+0.047249i,0.022008+0.012145i,0.020488-0.011123i,0.018101-0.0030078i
0.19867-0.016349i,0.40745-0.031672i,0.5192-0.080834i,0.4213-0.17916i,0.30733-0.25201i,0.28662-0.26895i,0.20772-0.26155i,0.017409-0.21696i,-0.1289-0.18692i,-0.1072-0.20675i,0.0030623-0.19958i,0.069138-0.14703i,0.066147-0.080261i,0.032724-0.01512i,-0.0045839+0.02376i,-0.021636+0.047899i,-0.0084263+0.075792i,0.018855+0.072412i,0.030279+0.02146i,0.01555-0.026968i,0.005105-0.030779i,0.027237-0.022285i,0.043372-0.041529i
-0.18254+0.018586i,-0.39174+0.042962i,-0.49745+0.099358i,-0.35399+0.22304i,-0.12814+0.34669i,0.0038148+0.39072i,0.12081+0.324i,0.25952+0.16776i,0.28472+0.094893i,0.1433+0.1702i,-0.038884+0.21803i,-0.15917+0.16384i,-0.19138+0.098827i,-0.12724+0.069923i,-0.028443+0.046689i,0.036058+0.0023614i,0.067071-0.06474i,0.079614-0.11393i,0.057936-0.08826i,0.01244-0.0078674i,-0.0073774+0.039578i,-0.0098757+0.02005i,-0.029908+0.0038675i
0.15619-0.039631i,0.35582-0.047138i,0.48135-0.030554i,0.45636-0.048162i,0.38056-0.15222i,0.22518-0.27715i,-0.071412-0.23608i,-0.25921-0.03974i,-0.21185+0.018974i,-0.12169-0.06546i,-0.053901-0.078245i,-0.0035293-0.034009i,-0.015621+0.0071443i,-0.03505+0.026111i,-0.02336-0.0046856i,-0.024752-0.070233i,-0.066148-0.11936i,-0.10369-0.12267i,-0.082426-0.10493i,-0.042995-0.088937i,-0.042728-0.055235i,-0.050428-0.0012534i,-0.0363+0.03083i
-0.16182+0.053944i,-0.33642+0.081851i,-0.41515+0.082404i,-0.31575+0.07707i,-0.17657+0.087512i,-0.065083+0.084802i,0.062949+0.028331i,0.14479-0.026858i,0.17605-0.044953i,0.17399-0.12653i,0.077362-0.18168i,-0.020624-0.082443i,-0.0057167+0.024516i,0.048627+0.049095i,0.074754+0.076448i,0.089962+0.12836i,0.10367+0.15274i,0.081123+0.1293i,0.029423+0.097466i,0.0097595+0.081573i,0.020705+0.059998i,0.028164+0.036745i,0.036953+0.018997i
0.18994-0.019754i,0.3554-0.074532i,0.35443-0.064876i,0.097973+0.058268i,-0.13294+0.2546i,-0.13458+0.30893i,-0.088439+0.13165i,-0.13211-0.032109i,-0.14355-0.0054354i,-0.014132+0.093889i,0.14813+0.10366i,0.20228+0.027947i,0.15937-0.020316i,0.088955-0.0078493i,0.012019+0.02623i,-0.030555+0.070782i,0.0073915+0.10926i,0.099913+0.11968i,0.15791+0.077033i,0.11337+0.0054097i,0.030346-0.017021i,0.0099151-0.009095i,0.024413-0.036253i
-0.97191+9.0966i,-0.014183+9.2623i,3.8901+9.2502i,6.2317+5.3241i,5.4957+0.94556i,2.8912-1.3713i,0.52922-1.1894i,-0.34769-0.0031636i,0.31649+0.91924i,1.6013+0.60462i,1.8805-0.78293i,1.0758-1.9252i,0.10649-2.2483i,-0.65599-1.8815i,-0.98883-1.2766i,-0.95867-0.85376i,-0.79586-0.61674i,-0.51255-0.39721i,-0.099859-0.26569i,0.27891-0.33938i,0.51131-0.54287i,0.51672-0.71482i,0.3146-0.69837i
0.17054-0.070488i,0.32758-0.15135i,0.30154-0.25273i,-0.024886-0.31423i,-0.38795-0.26752i,-0.46486-0.11057i,-0.27708+0.038385i,-0.077246+0.047565i,-0.057751-0.031774i,-0.13154+0.0045598i,-0.10047+0.13408i,0.020796+0.16261i,0.071805+0.091525i,0.025589+0.050519i,-0.036173+0.053905i,-0.087844+0.0697i,-0.1246+0.10915i,-0.11694+0.15745i,-0.051929+0.15457i,0.013298+0.080317i,0.015652+0.0012139i,-0.014176-0.010812i,-0.019098+0.022375i
-0.13663+0.0557i,-0.30377+0.1035i,-0.41993+0.1546i,-0.35023+0.22002i,-0.19567+0.25905i,-0.078721+0.24385i,0.041982+0.1928i,0.08905+0.11035i,-0.040284+0.084996i,-0.16199+0.16698i,-0.12859+0.18386i,-0.08666+0.087591i,-0.11073+0.05258i,-0.11407+0.091981i,-0.085864+0.09679i,-0.065117+0.078937i,-0.039389+0.097151i,0.0090769+0.11752i,0.031758+0.086112i,-0.0085165+0.042847i,-0.044791+0.044669i,-0.015581+0.06425i,0.035158+0.058633i
0.10155-0.053957i,0.25125-0.083718i,0.36905-0.09701i,0.33812-0.14695i,0.18763-0.21543i,0.020479-0.17861i,-0.053986-0.041355i,-0.004144+0.024438i,0.007771+0.021067i,-0.069748+0.07558i,-0.12032+0.13633i,-0.1354+0.13401i,-0.14018+0.10396i,-0.12974+0.092171i,-0.11817+0.10135i,-0.11431+0.11437i,-0.089162+0.10692i,-0.027634+0.057019i,0.012052+0.0034281i,0.0086303-0.00016891i,0.018399+0.013476i,0.039834-0.006218i,0.045139-0.027182i
-0.10673+0.066402i,-0.22985+0.097962i,-0.30062+0.073118i,-0.23878-0.030187i,-0.17443-0.1362i,-0.16434-0.10182i,-0.085322+0.020141i,-0.0086997+0.01096i,-0.062023-0.042614i,-0.11826+0.06857i,-0.06206+0.20503i,0.0045151+0.19315i,-0.0035596+0.11326i,-0.016012+0.069942i,0.016986+0.065587i,0.057764+0.054427i,0.055268+0.0098625i,0.013779-0.047602i,-0.02134-0.066105i,-0.028265-0.039699i,-0.028667-0.013705i,-0.042373+0.0013669i,-0.048748+0.0051882i
0.10612-0.052676i,0.22692-0.08214i,0.28355-0.081911i,0.15176-0.034356i,-0.032629+0.066972i,-0.013541+0.14954i,0.14737+0.09362i,0.16325-0.015828i,0.05163+0.01862i,0.039806+0.14858i,0.092006+0.18884i,0.064532+0.18218i,0.017255+0.22682i,0.036341+0.23454i,0.073316+0.14993i,0.066462+0.079377i,0.025363+0.079789i,-0.025255+0.093145i,-0.053659+0.07682i,-0.040889+0.045716i,-0.0082305+0.021755i,0.014817+0.010514i,0.014009+0.012926i
-0.089238+0.039124i,-0.1848+0.069319i,-0.20693+0.09258i,-0.021076+0.12311i,0.24252+0.12352i,0.31599+0.052237i,0.18648-0.031407i,0.072086-0.047373i,0.083886-0.031069i,0.10353-0.023348i,0.071436+0.035216i,0.09618+0.12851i,0.17516+0.14952i,0.18787+0.08076i,0.13107-0.0075012i,0.10024-0.049891i,0.12347-0.050492i,0.13312-0.059381i,0.077499-0.063239i,0.0081908-0.015782i,-0.0043585+0.038599i,0.012436+0.036176i,0.010855+0.01651i
0.073501-0.049642i,0.17021-0.087549i,0.23947-0.14096i,0.19064-0.24061i,0.089122-0.34427i,0.024498-0.33615i,-0.0042411-0.21239i,-0.0017774-0.13663i,-0.0081077-0.18411i,-0.014782-0.18563i,0.053387-0.08243i,0.14776-0.034998i,0.15712-0.055759i,0.091251-0.03509i,0.013929+0.022675i,-0.042248+0.045189i,-0.090244+0.012572i,-0.15049-0.023239i,-0.1615-0.0024605i,-0.073773+0.041603i,0.025863+0.029654i,0.043153-0.0074589i,0.024546-0.0046133i
-0.062778+0.043391i,-0.15879+0.059592i,-0.24786+0.06126i,-0.23835+0.05418i,-0.17825+0.015104i,-0.13465-0.049942i,-0.088982-0.093891i,-0.10326-0.10861i,-0.20956-0.078292i,-0.23987-0.011341i,-0.12711+6.6742e-05i,-0.026031-0.049461i,0.0047976-0.070708i,0.042655-0.046775i,0.10125-0.016464i,0.12654+0.0063036i,0.090416+0.044101i,0.02844+0.10518i,0.0052824+0.12735i,0.021171+0.065456i,0.017498-0.013781i,0.0011154-0.033242i,0.002953-0.025046i
0.03515-0.028295i,0.11459-0.024067i,0.18829+0.022388i,0.17979+0.082297i,0.11309+0.14253i,0.045474+0.16099i,-0.021529+0.12363i,-0.067749+0.10754i,-0.082979+0.13468i,-0.073059+0.13578i,-0.052761+0.09654i,-0.047263+0.075164i,-0.044771+0.084082i,-0.035418+0.057964i,-0.024994-0.016543i,-0.0012364-0.067565i,0.052258-0.066869i,0.10426-0.052029i,0.098824-0.04535i,0.039876-0.032167i,-0.0061379-0.0061017i,-0.00473+0.0017379i,0.0060649-0.010724i
-0.021579+0.037435i,-0.077265+0.036778i,-0.084869+0.020117i,0.061712-0.0055742i,0.27629-0.072034i,0.34545-0.12692i,0.26049-0.098768i,0.18536-0.030421i,0.16933+0.018067i,0.13862+0.052758i,0.10144+0.076147i,0.10975+0.065234i,0.1369+0.035523i,0.1304+0.025415i,0.080627+0.021856i,0.034436+0.002636i,0.012737-0.02158i,-0.010457-0.0361i,-0.031327-0.030983i,-0.023711-0.009654i,-0.00094821+0.0026979i,-0.0011383-0.0090729i,-0.019093-0.018695i
0.02365-0.034811i,0.07988-0.03303i,0.1406-0.051037i,0.10778-0.15537i,-0.018776-0.30089i,-0.12179-0.34916i,-0.12736-0.28561i,-0.1005-0.2449i,-0.12377-0.24445i,-0.1231-0.18601i,-0.035472-0.10681i,0.035548-0.09076i,0.03918-0.090629i,0.039347-0.05652i,0.048929-0.013683i,0.029998+0.00077982i,-0.021946-0.0043458i,-0.070408+0.016536i,-0.075497+0.058939i,-0.037413+0.073267i,0.0017068+0.04946i,0.0080447+0.026927i,-0.00067819+0.023394i
-0.0033701+0.018454i,-0.040699+0.0085157i,-0.081767-0.00038705i,-0.073328+0.030403i,-0.052289+0.078932i,-0.070342+0.09852i,-0.10823+0.086499i,-0.15934+0.095213i,-0.20353+0.13704i,-0.18206+0.14281i,-0.12546+0.077298i,-0.094404+0.03131i,-0.059288+0.034058i,-0.010657+0.0081453i,0.014016-0.035091i,0.017935-0.037536i,0.027377+0.00061769i,0.052482+0.040154i,0.078057+0.046537i,0.078513+0.026016i,0.056832+0.0066813i,0.039994-0.0026224i,0.029184-0.0031092i
-0.017009-0.035745i,0.021788-0.025236i,0.093988-0.021825i,0.14707-0.064932i,0.14473-0.10648i,0.076421-0.088648i,-0.022983-0.014373i,-0.057365+0.095043i,-0.002589+0.19493i,0.062353+0.21266i,0.084067+0.15555i,0.087935+0.086549i,0.094223+0.026763i,0.072237-0.019237i,0.019487-0.040806i,-0.010585-0.035295i,0.017911-0.029721i,0.06066-0.046454i,0.059886-0.064694i,0.036784-0.060199i,0.028019-0.048667i,0.022083-0.051397i,0.013253-0.044224i
0.012791+0.029162i,-0.002718+9.9822e-05i,-0.028354-0.061085i,-0.019291-0.13441i,0.017536-0.19515i,0.058439-0.17409i,0.12825-0.074398i,0.22321-0.033249i,0.24761-0.093199i,0.16947-0.12592i,0.080916-0.090345i,0.034234-0.06408i,0.0091467-0.061987i,-0.002884-0.036151i,0.0060142+0.0098178i,0.022755+0.021177i,0.00043643-0.015629i,-0.06221-0.042881i,-0.090855-0.032122i,-0.063932-0.025595i,-0.045138-0.034338i,-0.05298-0.029163i,-0.043501-0.018118i
-0.014524-0.023259i,-0.020495-0.016255i,-0.026688-0.014888i,-0.086794-0.054897i,-0.18425-0.094405i,-0.22429-0.091192i,-0.16711-0.095523i,-0.12298-0.13734i,-0.14221-0.13603i,-0.12707-0.071692i,-0.058233-0.024697i,-0.017744-0.0098209i,-0.018411+0.0090304i,-0.0074692+0.016507i,0.02014+0.00072676i,0.019807-0.005769i,-0.0087187+0.028369i,-0.011011+0.08351i,0.013239+0.097315i,0.016506+0.066185i,0.0062168+0.040441i,0.0080571+0.029605i,0.0076787+0.014209i
0.035334+0.030718i,0.042666+0.021454i,0.027388+0.0064704i,0.020007+0.030702i,0.037782+0.079705i,0.01525+0.092175i,-0.10538+0.079921i,-0.21483+0.11946i,-0.20666+0.18353i,-0.13178+0.17572i,-0.080204+0.10313i,-0.042436+0.050336i,0.015333+0.026165i,0.047862-0.011886i,0.032302-0.049795i,0.026778-0.054741i,0.063959-0.042445i,0.10592-0.050621i,0.097407-0.062529i,0.051521-0.039164i,0.022858-0.0054667i,0.012323-0.0005193i,-0.0048917-0.0052492i
-0.045285-0.031572i,-0.0683-0.025223i,-0.056966-0.0090361i,-0.02158-0.055337i,-0.0073678-0.15114i,0.00078629-0.13911i,0.080921+0.0037372i,0.20043+0.095777i,0.25759+0.074419i,0.22405+0.030457i,0.14793+0.016507i,0.083733-0.00027915i,0.035056-0.038557i,-0.015341-0.050119i,-0.053844-0.023983i,-0.067563-0.011653i,-0.075004-0.030377i,-0.095703-0.049943i,-0.10184-0.040848i,-0.060517-0.018912i,-0.010332-0.021468i,-0.0023389-0.031369i,-0.011629-0.017932i
0.057277+0.032973i,0.094748+0.033554i,0.084703-0.0055633i,-0.0011761-0.023481i,-0.10089+0.017625i,-0.10231+0.045795i,-0.017343-0.0090375i,0.050605-0.10276i,0.045996-0.15066i,0.011128-0.12558i,0.0011655-0.071812i,-0.0020467-0.031181i,-0.017335+0.0010793i,-0.010083+0.03313i,0.02921+0.053521i,0.054112+0.055046i,0.039851+0.05265i,0.012622+0.064857i,0.010197+0.066511i,0.016994+0.026648i,-0.0049829-0.01079i,-0.028361-0.0016121i,-0.017149+0.017301i
-0.06744-0.045717i,-0.11581-0.059533i,-0.12158-0.024987i,-0.064602+0.014378i,-0.0050742+0.01729i,-0.0017581+0.00292i,-0.04527-0.024695i,-0.10693-0.055442i,-0.13167-0.055568i,-0.098394-0.026448i,-0.046432+0.0018768i,-0.0040427+0.017052i,0.021857+0.021253i,0.031476+0.0029483i,0.026442-0.037707i,0.014521-0.062032i,0.021696-0.050026i,0.050962-0.032969i,0.05414-0.030439i,0.016762-0.018075i,-0.0057112+0.012268i,0.0075249+0.026968i,0.016594+0.015114i
0.071331+0.066623i,0.1345+0.084917i,0.15341+0.036606i,0.095725-0.02809i,0.040769-0.035947i,0.028438-0.018517i,-0.0035205+0.0088734i,-0.049614+0.055629i,-0.067221+0.079945i,-0.055398+0.057196i,-0.037923+0.0089162i,-0.027312-0.029373i,-0.014479-0.044855i,-0.012349-0.043807i,-0.032034-0.027039i,-0.043721-0.0092779i,-0.042144-0.019093i,-0.046599-0.044549i,-0.045719-0.044689i,-0.022412-0.021725i,0.0074108-0.012954i,0.013804-0.023i,0.0021775-0.024371i
-0.077832-0.079596i,-0.15921-0.1178i,-0.20787-0.087843i,-0.18209-0.034682i,-0.14129-0.033652i,-0.1093-0.036829i,-0.0346-0.0030161i,0.04565+0.015459i,0.062341+0.010745i,0.041985+0.010433i,0.025983+0.018504i,0.011556+0.023958i,-0.0063947+0.023855i,-0.011947+0.033291i,0.0020576+0.045638i,0.0043027+0.04347i,-0.025419+0.044996i,-0.059576+0.061536i,-0.065742+0.0637i,-0.050202+0.040244i,-0.033214+0.018568i,-0.017827+0.015107i,-0.002919+0.016829i
0.082809+0.097513i,0.16088+0.15535i,0.19593+0.15322i,0.14817+0.13271i,0.097704+0.15157i,0.073647+0.13632i,0.024438+0.059636i,-0.027069+0.018636i,-0.032706+0.029358i,-0.028359+0.034958i,-0.027363+0.032403i,-0.004562+0.038201i,0.028441+0.040429i,0.050069+0.019976i,0.053576-0.0064773i,0.054919-0.0033414i,0.074839+0.022473i,0.09964+0.034984i,0.094419+0.024123i,0.058207+0.0091642i,0.0239-0.00023452i,0.008195-0.0095639i,0.0032561-0.014209i
-0.067758-0.11762i,-0.14813-0.18279i,-0.17278-0.17275i,-0.075029-0.12708i,0.040278-0.1493i,0.049162-0.16687i,0.0085641-0.094151i,0.012844-0.028567i,0.03205-0.021326i,0.033652-0.0037571i,0.031858+0.015812i,0.024498-0.0043999i,0.0087698-0.03546i,-0.010831-0.046972i,-0.026982-0.046856i,-0.026578-0.056351i,-0.020863-0.078651i,-0.028141-0.093795i,-0.036956-0.07547i,-0.024657-0.033425i,-0.0038586-0.0053186i,-0.00040532-0.0018539i,-0.0073609-0.0075884i
0.047025+0.12615i,0.13095+0.21847i,0.18253+0.22241i,0.12491+0.11992i,0.00048933+0.035876i,-0.058449+0.030227i,-0.020053+0.037778i,0.016509+0.018758i,-0.00044847-0.0086455i,-0.016085-0.020219i,-0.0041468-0.015433i,-0.0022023-0.0086393i,-0.018125+0.00098222i,-0.024884+0.01859i,-0.020491+0.034626i,-0.0282+0.043519i,-0.049384+0.055424i,-0.059008+0.07574i,-0.037354+0.081655i,-0.0053701+0.054106i,0.0041119+0.016977i,-0.0032416+0.0035589i,-0.010562+0.011297i
-0.041646-0.13866i,-0.10459-0.24693i,-0.13371-0.26797i,-0.078033-0.17807i,-0.0037513-0.089881i,-0.0019859-0.052331i,-0.038306-0.022438i,-0.051595+0.011041i,-0.042426+0.051588i,-0.013256+0.074309i,0.017913+0.056207i,0.032434+0.041056i,0.047523+0.043253i,0.060877+0.031012i,0.061301+0.01164i,0.064833+0.0097214i,0.083069+0.019214i,0.098703+0.015486i,0.080944-0.0089112i,0.030366-0.023995i,-0.0087379-0.0063234i,-0.0086193+0.018943i,0.0095903+0.022782i
0.035235+0.14751i,0.095854+0.26312i,0.1525+0.25736i,0.12673+0.098494i,0.038475-0.027455i,0.0011936-0.021272i,0.025086+0.0045232i,0.048808-0.010836i,0.068175-0.037575i,0.072504-0.05483i,0.049354-0.063748i,0.023999-0.070365i,0.0096681-0.073595i,-0.0034352-0.065778i,-0.018114-0.049868i,-0.021524-0.043101i,-0.020111-0.057701i,-0.025311-0.07302i,-0.027595-0.052407i,-0.0074339-0.0085059i,0.027767+0.0061917i,0.039455-0.016039i,0.023987-0.032643i
-0.015056-0.16201i,-0.0604-0.31352i,-0.13389-0.37389i,-0.17796-0.27838i,-0.15746-0.15496i,-0.11072-0.085114i,-0.055544-0.030356i,-0.0069082-0.0081575i,-0.0054683-0.024901i,-0.030881-0.032266i,-0.04919-0.014541i,-0.057557+0.01099i,-0.061383+0.02267i,-0.05669+0.024278i,-0.03487+0.024831i,-0.022482+0.018036i,-0.041563+0.018071i,-0.061153+0.028868i,-0.046095+0.023253i,-0.019754-0.0053302i,-0.020952-0.026994i,-0.036907-0.018212i,-0.036687-0.0017497i
-0.0095399+0.15889i,-0.00023225+0.31515i,0.013263+0.37352i,-0.010613+0.28709i,-0.057063+0.20326i,-0.047001+0.16271i,-0.014663+0.073246i,-0.041528-0.0084886i,-0.083306-0.014823i,-0.084032-0.0048092i,-0.052751+0.00077976i,-0.0060896+0.015939i,0.03354+0.029977i,0.052754+0.031926i,0.052533+0.019813i,0.046839+0.017463i,0.057606+0.035856i,0.072851+0.048963i,0.058677+0.038458i,0.023098+0.022449i,0.0071491+0.023803i,0.021282+0.028559i,0.02977+0.0229i
0.028812-0.16525i,0.029718-0.33049i,-0.0095286-0.38084i,-0.025171-0.24427i,0.036746-0.10994i,0.07329-0.074773i,0.029499-0.024155i,0.010225+0.053351i,0.036597+0.097914i,0.044509+0.11503i,0.03656+0.09795i,0.026303+0.041419i,0.013175-0.0095503i,0.00083793-0.029164i,-0.0098355-0.029117i,-0.0092514-0.032308i,-0.0010946-0.054456i,-0.0021156-0.075474i,-0.012522-0.063029i,-0.014362-0.028008i,-0.005587-0.014516i,-0.0050552-0.028604i,-0.0084529-0.035201i
-0.051096+0.16843i,-0.090044+0.34945i,-0.07721+0.43719i,-0.047593+0.32455i,-0.077369+0.15488i,-0.08662+0.073578i,-0.018361+0.028446i,0.031755-0.025245i,0.041525-0.066909i,0.044413-0.082394i,0.033229-0.061026i,0.0067093-0.019593i,-0.01304+0.0096293i,-0.0097206+0.019254i,-0.0024026+0.013729i,-0.018469+0.0059749i,-0.053785+0.011752i,-0.079283+0.028404i,-0.066216+0.037489i,-0.030125+0.027384i,-0.011486+0.014895i,-0.01511+0.01592i,-0.019682+0.017466i
0.076683-0.15786i,0.14963-0.32188i,0.15783-0.37531i,0.11898-0.21406i,0.12701-0.023258i,0.12229+0.0034222i,0.047663-0.037446i,-0.011752-0.039677i,-0.039415-0.035701i,-0.055652-0.030508i,-0.032791-0.017574i,0.013615-0.0039298i,0.044733+0.0017555i,0.043648-0.0048158i,0.028148-0.0046515i,0.032744+0.017847i,0.062752+0.047137i,0.092454+0.055102i,0.088963+0.033318i,0.054543+0.0045319i,0.025034-0.0081923i,0.018224-0.008125i,0.017281-0.0025587i
-0.10449+0.14792i,-0.19238+0.31526i,-0.16315+0.39211i,-0.018318+0.24579i,0.048327+0.031974i,0.001763-0.03052i,-0.029057+0.016328i,-0.021217+0.045898i,-0.013245+0.061682i,-0.0048831+0.072067i,-0.00099159+0.043649i,-0.0097947-0.010673i,-0.02221-0.042619i,-0.024121-0.03609i,-0.014517-0.026085i,-0.001735-0.044443i,0.00038072-0.082242i,-0.01472-0.099621i,-0.032494-0.068679i,-0.033406-0.014656i,-0.020753+0.018114i,-0.011336+0.021681i,-0.0033297+0.013664i
0.14077-0.13043i,0.27461-0.29282i,0.29934-0.40237i,0.17028-0.34436i,0.052255-0.20739i,0.01288-0.11762i,-0.0018569-0.068906i,-0.0092499-0.03607i,-0.011364-0.026156i,-0.010394-0.016405i,-0.011292+0.0045567i,-0.02066+0.028063i,-0.023345+0.045478i,-0.015088+0.041781i,-0.017134+0.030157i,-0.043307+0.033196i,-0.07597+0.05311i,-0.082326+0.068038i,-0.044156+0.054465i,0.0077017+0.018015i,0.030865-0.01407i,0.026126-0.025157i,0.012258-0.024624i
-0.15611+0.10442i,-0.31221+0.23148i,-0.35141+0.29672i,-0.22973+0.2124i,-0.1305+0.092911i,-0.096984+0.061403i,-0.042458+0.058809i,0.0051862+0.027342i,0.018529+0.0089369i,0.029036+0.0020203i,0.039-0.0048202i,0.045925-0.00018569i,0.051594+0.0014094i,0.046325+0.00022958i,0.04613+0.0076161i,0.069957+0.019826i,0.10163+0.027579i,0.11086+0.023995i,0.074923+0.0049989i,0.013325-0.012325i,-0.025241-0.0090704i,-0.02903+0.00086932i,-0.023644+0.0035965i
0.16802-0.084025i,0.3457-0.19961i,0.39467-0.28547i,0.25534-0.25444i,0.13022-0.15426i,0.090614-0.080548i,0.037066-0.040631i,-0.010143+0.0029028i,-0.019815+0.030696i,-0.026116+0.0346i,-0.028769+0.021256i,-0.020974-0.0049981i,-0.012406-0.022518i,-0.0058105-0.027575i,-0.0053225-0.038824i,-0.016539-0.061858i,-0.031287-0.085149i,-0.038975-0.087394i,-0.033546-0.053698i,-0.013823-0.0040745i,0.0079114+0.017397i,0.016681+0.011733i,0.016991+0.01226i
-0.18422+0.051632i,-0.3907+0.12388i,-0.49461+0.16882i,-0.40795+0.12553i,-0.28831+0.039657i,-0.20117+0.0083414i,-0.082763+0.026538i,0.0094292+0.0076117i,0.039777-0.027181i,0.055457-0.036177i,0.050164-0.026521i,0.022607-0.0032809i,-2.0997e-06+0.014309i,-0.01161+0.016068i,-0.01968+0.02135i,-0.028865+0.041284i,-0.03736+0.064929i,-0.03925+0.069135i,-0.024757+0.047664i,-0.0015182+0.013643i,0.0052923-0.010194i,-0.0025591-0.01407i,-0.0069683-0.014466i
0.18472-0.011294i,0.38639-0.037736i,0.46847-0.044774i,0.32808+0.0088468i,0.16451+0.09525i,0.11859+0.1053i,0.077002+0.027779i,0.011061-0.0048808i,-0.022726+0.00050269i,-0.047492-0.015705i,-0.051676-0.018114i,-0.016878-0.010999i,0.010972-0.013428i,0.014373-0.010355i,0.020268-0.0055113i,0.04007-0.0078296i,0.060479-0.011923i,0.065321-0.0074334i,0.043312-0.0020354i,0.0075846-0.0010649i,-0.010621+0.004265i,-0.0061682+0.0066791i,-0.0012243+0.0052444i
-0.17777-0.015842i,-0.38345-0.02027i,-0.47579-0.0022115i,-0.32047+0.012793i,-0.10915-0.034196i,-0.048355-0.079268i,-0.046151-0.037777i,-0.010844+0.00019673i,0.0017762+0.011959i,-0.0086239+0.046741i,-0.0052598+0.053124i,-0.0074292+0.018737i,-0.013192-4.4372e-05i,-0.0075951+0.00064579i,-0.0048589-0.0038565i,-0.01427-0.015417i,-0.024472-0.028476i,-0.024876-0.038256i,-0.014391-0.030539i,0.0016713-0.011059i,0.010853-0.0051704i,0.0062262-0.0067586i,0.0024198-0.0025084i
0.17178+0.053943i,0.37598+0.10946i,0.48283+0.12245i,0.34538+0.077298i,0.12516+0.064921i,0.040801+0.073657i,0.039782+0.026903i,0.018617-0.025919i,0.0079919-0.045563i,0.022928-0.048894i,0.020442-0.030522i,0.00061239+0.0059522i,-0.0075032+0.029125i,-0.0029715+0.024628i,-0.0014601+0.011128i,-0.0074813+0.0094044i,-0.020411+0.018982i,-0.032421+0.027421i,-0.027393+0.021888i,-0.011802+0.0068164i,-0.0036095+0.0016788i,0.0015111+0.004714i,0.0047184+0.00088058i
-0.14742-0.083031i,-0.32585-0.17439i,-0.41124-0.19632i,-0.27195-0.1058i,-0.067849-0.045436i,-0.010568-0.056789i,-0.040538-0.033739i,-0.040647+0.014993i,-0.027254+0.033939i,-0.020066+0.029206i,0.0029541+0.017753i,0.034243-0.0021196i,0.043811-0.022344i,0.028733-0.021498i,0.015929-0.0035283i,0.020433+0.010803i,0.034925+0.017009i,0.044034+0.017701i,0.029393+0.010582i,0.0021785+0.0032806i,-0.0095342-0.00036816i,-0.010323-0.0066547i,-0.012349-0.0090533i
0.13347+0.1063i,0.29776+0.22644i,0.40837+0.26014i,0.34412+0.13006i,0.18343+0.0043781i,0.076001+0.004001i,0.041542+0.020043i,0.01593-0.0021313i,-0.013496-0.011469i,-0.027728-0.0018697i,-0.031077-0.0022504i,-0.037161-0.0060307i,-0.036256+0.0033957i,-0.012587+0.0072741i,0.0077543-0.0084773i,0.006218-0.02716i,-0.0018538-0.038908i,-0.007234-0.04155i,-0.0055755-0.025328i,0.0017203-0.0030217i,0.005052+0.0068307i,0.0039868+0.0099528i,0.0054572+0.013195i
-0.11293-0.12279i,-0.23885-0.28269i,-0.32704-0.37665i,-0.29699-0.3031i,-0.20072-0.17526i,-0.11809-0.1106i,-0.072917-0.056363i,-0.038458+0.0026351i,-0.0070437+0.027344i,0.014685+0.035063i,0.025684+0.040286i,0.030201+0.038751i,0.03205+0.022538i,0.013266+9.8206e-05i,-0.016833-0.0011817i,-0.030547+0.013441i,-0.035092+0.024576i,-0.038414+0.029154i,-0.029476+0.022393i,-0.011677+0.009965i,0.0017704+0.001829i,0.0064083-0.005057i,0.00489-0.011567i
0.074866+0.1392i,0.15464+0.3116i,0.20724+0.41517i,0.1756+0.33649i,0.092337+0.20921i,0.042444+0.1587i,0.048521+0.11362i,0.056265+0.054956i,0.05047+0.016611i,0.040724-0.024973i,0.027097-0.055956i,0.012948-0.058759i,-0.002755-0.041892i,-0.0039689-0.0077172i,0.020681+0.016884i,0.044731+0.015434i,0.053595+0.010401i,0.054111+0.012267i,0.041256+0.009096i,0.018267+0.00029278i,0.0032085-0.005334i,-0.0020727-0.0046069i,-0.0073158+0.00099545i
