-0.0049911-0.00084005i,-0.0035469-0.00025139i,-0.0039634+0.00053548i,-0.0039631+0.0015103i,-0.0034779+0.0020221i,-0.0019526+0.001989i,-0.00067824+0.001445i,-0.00040109+0.0014059i,-0.00011109+0.0020759i,-1.4587e-05+0.002341i,-0.00050159+0.0019344i,-0.00017345+0.00054808i,0.00060574-0.00031479i,0.0005186+0.00045864i,0.00034907+0.00083815i,0.00036607+0.0006718i,0.001147+0.00044674i,0.0012642+0.0006802i,0.00041685+0.00048383i,-6.1448e-05-0.00013323i,-0.00069482+0.00011381i,-0.0010368+0.00052184i,-0.00052809+0.00074041i
0.00046422-0.0018982i,0.00033374-0.0013459i,-5.8903e-06-0.00024102i,-0.0014885+4.1589e-05i,-0.0027409+0.00068826i,-0.0011933+0.0014868i,0.00026533+0.00033333i,0.00022698-0.0006648i,-0.00068561-0.00012473i,-0.00099789+0.00042884i,-0.00071018+0.00042401i,-0.00070366+0.0002307i,-0.00055374+0.00013503i,-0.0011881+0.00038009i,-0.0019854-1.9897e-05i,-0.00070974-0.00051975i,-7.0674e-05-0.00028822i,-7.4658e-06+0.00039269i,0.00025952+0.00037075i,1.1083e-05+0.0005134i,-8.1451e-05+0.00087273i,0.00025517+0.00054836i,0.00091691-9.2813e-05i
-0.00050262+0.0001244i,5.7891e-05-0.00014359i,-6.3144e-05-0.001546i,-0.00026252-0.0016357i,-0.00062802-0.00061151i,-0.00066033+0.0004157i,-0.00041637+0.00095571i,-0.00020877+0.00089964i,-0.00042669-5.2936e-05i,-0.00086758-0.00076577i,-0.00094975-0.00040422i,-0.00059552+7.3771e-05i,-0.00062166-3.2901e-05i,-0.00036181+1.8901e-05i,0.00047797+0.00051225i,0.0010499+0.00048101i,0.00056561+5.0425e-05i,0.00012669-0.00060702i,-0.00031939-0.00035738i,-8.2718e-05+0.00048724i,0.00027993+0.00051313i,0.00028751-0.00030244i,0.00062507-0.00077495i
0.00034633-0.00022821i,-0.00038664-0.00019315i,-0.0007775-0.0013864i,-0.0015808-0.0020646i,-0.0018966-0.00084552i,-0.001341+0.00087531i,-0.00071593+0.00077478i,-0.00044778-0.0011806i,-0.00022745-0.0013857i,-0.00035856-0.00029328i,-0.00031117+0.00013887i,-0.00016245-0.00016248i,0.0004766-0.0003402i,0.0003995-0.0005423i,-0.00031311-0.00073433i,9.2569e-05-0.0006449i,0.00060346-0.00014656i,0.00022628-0.00023671i,3.1815e-05-0.00066092i,0.00043374-0.00037955i,0.00024612+0.00061151i,0.0005594+0.00078138i,0.00075181-6.3536e-05i
0.0028932-0.00058143i,0.0023269-0.0013205i,0.0020625-0.0028656i,0.0017451-0.0030444i,0.00019306-0.0022567i,-0.00090026-0.0010802i,-0.00020761-0.00055897i,-0.00099537-0.0011976i,-0.0017347-0.00082697i,-0.0012609-0.00028482i,-0.00024526-0.00045074i,9.7921e-05-0.0001909i,-0.00013498-0.00069659i,0.00034927-0.0018566i,0.00052-0.0010209i,0.00047634+2.8762e-05i,0.000436+0.00032387i,0.00037616+0.0004708i,0.00079165+8.6145e-05i,0.00072939+0.00019161i,-4.9123e-05+0.00045621i,-0.00088743+0.00028195i,-0.00062203+6.4176e-05i
0.0011601-0.0015074i,0.0014142-0.0024029i,0.00086468-0.0032519i,-0.0010411-0.0025487i,-0.0021192-0.0014166i,-0.0014935-0.00043768i,-0.00073181-0.00055711i,-0.00088919-0.00058133i,-0.0013567-0.00015932i,-0.0012412+0.00078962i,-0.0011573+0.0014148i,-0.0011963+0.00084852i,-0.0013782-0.00036561i,-0.00081576-0.000753i,0.00042183-3.7128e-05i,0.00091873+0.00012824i,0.0011439-0.00059428i,0.0012828-0.00091441i,0.0010213-0.00029755i,0.00017781+6.7427e-05i,-0.00032425+0.00024643i,-4.0821e-05+0.00053128i,0.00030136+0.00045781i
-0.0013087-6.6718e-05i,0.0003045-0.00059519i,-0.00013865-0.0007243i,-0.0016496-0.00010737i,-0.0023929+0.001337i,-0.0018177+0.0017457i,-0.00066835+0.00022983i,0.00017641-0.00058983i,0.00022189-0.00052087i,-0.00015992-0.00054361i,-0.000287-0.00013371i,-0.00027288+0.00044736i,0.00042387+0.00080105i,0.00056489+0.00045937i,-0.00012617+0.00061486i,-0.00043271+0.00073842i,-0.00020598-0.00018123i,-0.0002749-0.00026206i,-0.00053465+0.00012558i,-0.00045097-6.4193e-05i,0.00050057-0.0005066i,0.00098478-0.00049717i,0.00042199+0.00024385i
-0.0014797+0.00078154i,-0.0010019+0.00035002i,-0.0011256+0.0013431i,-0.00096186+0.0011567i,-0.00032522+0.00081593i,-0.00018374+0.0001157i,0.00021017-0.0012565i,6.9625e-05-0.0014282i,-0.00055498-0.00024023i,-0.00063379+2.5298e-05i,0.00024593-2.2047e-05i,0.0010782+0.0011507i,0.0011389+0.0010403i,0.00094838+0.00011505i,0.00094157-0.00042505i,0.0010278-0.00036107i,0.00077546+0.0002356i,0.00037499+0.00052104i,-0.00017069+0.00056427i,-0.00045779-4.6477e-05i,-0.00059896-0.00050916i,-0.00014069-0.00015618i,0.00052156+0.00051049i
0.00047844+0.0028336i,0.0021924+0.0018446i,0.0024018+0.0012997i,0.0019232+0.0010737i,0.00019686+0.0017245i,-0.0008831+0.0013424i,-0.00016796+0.00062105i,7.0269e-05+0.00033731i,0.00024161+0.00035908i,0.00064037+0.00036578i,0.00028164+0.00039553i,0.00017173-8.9718e-05i,0.00066855-0.00071548i,0.00041241-0.00082697i,0.00029482-0.00095092i,0.00069073-0.00066479i,0.00069174-0.00035242i,0.00053368-0.00030869i,0.00017605-0.00055679i,1.2621e-05-0.0011644i,0.00047118-0.00096409i,0.0011279+0.0003222i,0.0011937+0.0011396i
0.00053074+0.00041334i,-0.00028205+0.0004792i,0.00062502+0.00030049i,0.00079546-0.0003649i,-0.0002728-0.00087896i,-0.00072513-0.00069825i,-0.00059537-0.00015352i,-0.00094939-0.00052696i,-0.0013536-0.00049753i,-0.00093227-9.1207e-05i,-0.0004231-0.00039081i,-0.00035965-0.0007365i,0.00015482-0.00067023i,0.00060785-0.00037796i,0.0008728-0.00083961i,0.00036411-0.0013168i,-0.00013649-0.000633i,9.543e-05+0.00014765i,1.3978e-05+0.00038986i,-0.00032466+0.00023133i,0.0003909-0.00019702i,0.0001874-8.2229e-05i,-0.00057466+2.8929e-05i
-0.00022845-0.00057092i,0.00031234-0.00061647i,-0.0001089-0.0018805i,-0.00145-0.0012989i,-0.0022853+0.00020267i,-0.0016362+0.0018108i,5.956e-06+0.0015977i,0.00087519+0.00084717i,0.00013763+0.00050366i,-0.0013834+0.00046682i,-0.0016495+0.00021989i,-0.0002503-0.00029107i,0.00045846-0.00028454i,3.8788e-05-0.00070412i,-0.00032006-0.00083903i,-0.00022381-0.00080451i,0.00022896-0.00072591i,0.00041967-0.0002731i,0.00086199-0.00029115i,0.00056311-0.00011118i,-0.00031234+0.00084001i,-0.00054306+0.00083146i,-0.00040651+0.0002302i
0.0012645-0.0010515i,0.00093372-0.00096268i,0.00073329-0.0021566i,-9.3903e-05-0.0017334i,-0.00095981+0.00050009i,-0.00125+0.0015714i,-0.00042307+0.00058859i,-6.1925e-05-0.00040583i,-0.00029103-0.0007438i,-0.00026866-0.00025417i,-3.005e-06+0.00017264i,0.00052801+0.0002338i,0.00060853+1.211e-05i,-1.8065e-05-0.0003086i,-0.00048192-0.00036453i,-0.00022226-0.00070388i,0.00027199-0.0003859i,-8.0056e-05+0.00022763i,-0.00025743+6.2836e-05i,-0.00024349+0.00021425i,0.0001648+0.00019841i,0.00023914+0.00048116i,0.00012951+0.00043598i
0.0010489-0.00039458i,0.0028212-0.0011123i,0.0027719-0.0011245i,0.0013488-0.0017165i,-0.00031782-0.0016299i,-0.0014787-0.00027691i,-0.0013359+0.00030675i,-0.00044602-0.0010898i,-3.2438e-05-0.0017215i,-8.7359e-05-0.0012983i,0.00032019-0.00028051i,0.00048583+0.00026497i,0.00016517+9.5865e-05i,0.00036839-0.0003527i,0.00096611-0.00071434i,0.00071433-0.00038202i,-0.00017068-0.00048892i,4.0158e-05+9.4138e-05i,0.0004727+0.00063237i,-0.00020751+0.00049103i,-0.00031808-0.00017173i,0.00025286-0.00028499i,0.00015401+0.00082855i
-5.5712e-05+0.00049961i,0.00079881-0.00078927i,0.0010172-0.00088947i,-9.6642e-05-0.0012143i,-0.00074007-0.00074747i,-0.0015579+0.0001611i,-0.0017976+8.847e-05i,-0.00049096+3.1028e-06i,7.5873e-05+0.00073972i,-0.00035058+0.00091726i,-0.00022843+0.00061705i,-0.00042497+2.8483e-05i,-0.00019244+0.00046061i,0.00071748+0.0010744i,-0.00033376+0.00059954i,-0.0012623-0.00013323i,-0.00017643-0.00022869i,0.00015758-8.4846e-05i,-0.00018546+0.00057507i,0.00025964+0.0010068i,0.0010731+0.00077669i,0.00073202+0.00065478i,0.00053816+0.00068243i
-0.00089313-0.00036295i,0.0006066-0.0013944i,0.00075035-0.0017856i,-0.00042925-0.0014281i,-0.0013797-0.00030091i,-0.0011242+0.00066224i,-0.0010699-0.00011657i,-0.00072903-0.00071129i,-0.00072471+2.9302e-05i,-0.0012099+0.00019068i,-0.0010563+0.00017883i,-0.00064493+0.00017718i,-0.00075305+0.00028969i,-0.00063073+0.00011551i,0.0001821-0.00065928i,0.00016223-0.00095144i,-2.8826e-05-0.00058378i,0.00026338+6.9575e-05i,0.00039956+0.00047906i,-0.00075448+7.1294e-05i,-0.0018463+9.7794e-06i,-0.00072378+0.00063407i,0.00071907+0.00091534i
0.00018008-0.00033204i,0.00016276+0.00016116i,-0.00067932+0.00014026i,-0.0013881-0.00019606i,-0.0011963+0.00051065i,-0.00048202+0.0006026i,0.00011487-0.00032423i,-0.00033128-0.0015463i,-0.0017383-0.0024029i,-0.0018376-0.00093692i,-0.0010019+0.00072919i,-0.00032004+0.00050222i,0.00033581+0.00010594i,0.00077239-0.00039647i,0.0003635-0.00024597i,0.00028876+2.5632e-05i,0.00028913-0.00052691i,0.00066924-0.00041475i,0.00048711+0.00015486i,-5.5699e-06+0.00051262i,0.00023962+0.00041851i,0.00050122+0.00036375i,0.00056488+0.00030596i
0.0009309-0.00076625i,0.0016105-0.00047689i,0.0014209-0.00028515i,2.702e-06-0.0011335i,-0.0003887-0.00083034i,-0.001324-0.0005935i,-0.0012258-0.0011485i,-0.001326-0.0024651i,-0.0016193-0.0028562i,-0.0012473-0.0017968i,-0.0017378-0.00071741i,-0.0017703+0.00011033i,-0.0014014+0.00023908i,-0.0017153-0.00025347i,-0.00092785+0.00010065i,-0.00029983+0.00096786i,-0.00062804+0.00065932i,-0.00046888+0.00029594i,4.6081e-05+0.00019143i,0.00019447-0.00046497i,-7.2106e-06-0.00067224i,-0.00043089+0.00023112i,0.00014487+0.00087571i
0.00080754+0.0025469i,0.0015569+0.0012875i,0.0042533+0.0014669i,0.0049539+0.0013796i,0.0037891-0.00029547i,0.0015267-0.0026475i,-0.00099881-0.0043752i,-0.0023716-0.0048702i,-0.0036221-0.0033523i,-0.0041064-0.00073324i,-0.0035988+0.0012579i,-0.002784+0.0022237i,-0.00093065+0.0030024i,0.00070568+0.002748i,0.0014434+0.00095451i,0.0010121-0.00074552i,0.00046738-0.00096925i,0.0004565+0.00029221i,0.00037623+0.0011204i,0.00033146+0.0011725i,0.00053836+0.00069028i,0.00061263+0.00075284i,0.00079995+0.0002046i
-0.0011927+0.00028042i,-0.0010379+0.00085459i,-0.0016129+3.9922e-06i,-0.0020563-6.654e-06i,-0.0016561+0.0014019i,-0.0010281+0.003307i,0.00036866+0.003437i,0.0017141+0.0031805i,0.0025456+0.0032181i,0.0038311+0.0015685i,0.0043526-9.7413e-05i,0.0039483-0.0011487i,0.0022511-0.0011867i,0.00050387-0.0009929i,-0.0004359-0.00093806i,-0.00070948-0.0010919i,-0.00047611-0.00092755i,-0.00022107+0.00015809i,0.00016652+0.00092668i,0.00027772+0.00091716i,0.00016312+0.00077105i,-0.00010736+0.00050013i,0.00030088+0.00027081i
-0.0023176-0.0019629i,-0.0030448-0.001672i,-0.0033303-0.0012516i,-0.0033682-7.7655e-05i,-0.0028608+0.0014616i,-0.0012705+0.0029717i,-0.00019743+0.0028875i,-0.00027996+0.0018625i,-0.00063083+0.0014469i,-9.3371e-05+0.0013067i,0.00032622+0.00094837i,0.00054482+0.00047348i,-0.00013336-0.00017867i,-0.00033515-0.00037361i,-0.00030725+1.1219e-06i,-0.00036537-0.00028087i,-4.6882e-05-0.00019696i,-0.0002582-0.00012388i,-0.00056419-0.00035502i,-0.0007576-0.00037864i,-0.00034549+9.0953e-05i,0.00010979+0.0009653i,-5.4787e-06+0.0010121i
-0.0020949-0.00014547i,-0.0012588+0.00042252i,-0.0022783+0.00057776i,-0.002216+0.00089199i,-0.0010681+0.0012681i,-0.00094015+0.00033537i,-0.00047502-0.00013164i,-2.879e-06+0.00024085i,-0.00017063+0.00018381i,0.00043621+0.00020996i,0.00055326+0.00093702i,0.000824+0.00087268i,0.0015342-0.00054037i,0.0012491-0.00093765i,0.00063272-0.00055554i,-4.9717e-05-0.0012639i,0.00029051-0.0013017i,0.00016627-0.00050573i,-0.00048541-0.00018838i,0.00041734-0.00011728i,0.00094506+0.00020659i,0.00038047-0.00023825i,-0.00020187-0.0011417i
0.00091036-3.082e-05i,0.00029918-0.0014058i,-0.00029215-0.002247i,-0.0012773-0.0014714i,-0.0020449+0.00051826i,-0.0021446+0.0014116i,-0.0016606+0.00076663i,-0.00077389+0.0015037i,-0.0001648+0.002023i,3.7329e-06+0.00099748i,0.00020313+4.2704e-05i,0.00068455-0.00032702i,0.00069545-0.00015328i,0.00025385+0.00011547i,-0.00027732+0.00014009i,-0.00042037-0.0001541i,-0.00020964-0.00016777i,-0.00031041-2.603e-05i,2.7797e-06+0.00036244i,0.00037215+0.00079436i,0.00011257+0.00079262i,5.554e-05+0.00061419i,0.0003703+0.00051691i
0.0016555-0.0002714i,0.0024552-0.0006896i,0.0029402-0.002081i,0.0016324-0.0025193i,0.00034147-0.0010025i,-0.0012478+0.00053578i,-0.00092372+0.00035831i,0.00012038+0.00055115i,0.00026041+0.0010051i,0.00047295+0.00033076i,0.0005951-0.00045395i,0.00034045-3.9203e-05i,9.0484e-06-0.00067931i,0.00027107-0.0011503i,7.0757e-05-0.0013061i,-0.00023042-0.0010499i,-0.0008663-0.00032878i,-0.0014047-0.00029699i,-0.00014082+0.00019008i,0.00048257+0.00053504i,-0.00017902+0.00035651i,-0.00063683+0.00034263i,-0.00070107-6.8131e-05i
0.0012847-0.00072558i,0.0014038-0.0024695i,0.00074539-0.0036516i,-0.0013183-0.0034268i,-0.0023429-0.0023372i,-0.0011675-0.00076368i,0.00010955+0.00041923i,0.00034777+0.00063314i,-0.00048252+0.0001083i,-0.00043319-0.00035267i,0.00067582-0.00017332i,0.00090416-0.00047199i,0.0002893-0.00083673i,0.00030492-0.00057584i,-0.0002071-0.0006457i,-0.00017612-0.00055464i,0.00010856-0.00034755i,-0.00029489-0.00061023i,-0.00046923-0.00052141i,-0.00017584-0.00044145i,7.3301e-05+0.00014279i,0.0003105+0.00041333i,0.00017588-0.00046837i
-0.00095793+0.00058381i,0.0001526+0.00034904i,0.0006107+0.001872i,0.00015211+0.0029168i,-7.0061e-05+0.0026356i,0.00089581+0.0011832i,0.0010831+0.00085556i,0.00047342+0.0011991i,0.00036009+0.0014671i,0.00072142+0.0014983i,0.00095984+0.00079855i,0.00024842+0.00038292i,2.932e-06+0.00088888i,0.00022327+0.000475i,9.3887e-06+0.00028061i,-0.00067407+0.00040381i,-0.00060977-5.7154e-05i,0.00059257+0.00020001i,0.0010922+0.00059668i,0.00061263+0.00059044i,-0.00048123+0.00042152i,-0.0010111+0.0005119i,-0.00030927+0.00076814i
-0.0013596+0.0002568i,-0.0012116+0.00022513i,-0.0012429-0.00011115i,-0.0013082-3.3099e-05i,-0.0014913+0.00080261i,-0.0012276+0.00051227i,0.00019269-0.00034981i,0.000478-0.00085703i,-0.00022734+0.00021873i,-0.00029986+0.00091493i,0.00039013+0.00066053i,0.00011251+0.00025817i,-0.00015038-4.541e-05i,-9.4181e-05-9.3836e-05i,0.00026801-0.00042899i,0.0005307-0.00050586i,0.00032966-0.00015126i,0.00069397+0.00059531i,0.00044629+0.00067619i,-0.00019932-0.00021911i,0.00020912-9.9814e-06i,-1.4691e-05+0.00073727i,-0.00034688+0.00051676i
-0.0025146+0.00086956i,-0.0019303+0.00015488i,-0.0018293+0.0014675i,-0.0015787+0.0016085i,-0.00067711+0.00032697i,-0.00050412+0.00012166i,-0.00059114+0.00083556i,-0.00020638+0.0008937i,-0.00028836+0.00016954i,-0.00068439-0.00035532i,-0.00018215+8.219e-05i,0.0005525+0.00017373i,0.00047893-0.00018458i,-0.00023603+4.8256e-05i,-0.00026613+0.00066953i,0.00035227+0.00092093i,0.00065831+0.00043928i,0.00048741-0.00016028i,0.00038653-0.00030728i,0.00053753-0.00026697i,0.00028427+0.00034024i,-0.00012978+0.00086854i,-0.00083109+0.0012929i
0.00046779+0.00045708i,0.0017593-0.00012937i,0.0021739-0.0016518i,0.0009501-0.001657i,-0.00084287-0.00012386i,-0.0018273+0.00093271i,-0.00098016+0.0010619i,-3.9523e-05+0.00063315i,0.00053454+0.00050883i,0.0004998+0.00060589i,-0.00010987+0.00013577i,-0.0001165+0.00048806i,-0.00028263+0.00067048i,-0.00060221-0.00048407i,1.6621e-05-0.00082729i,0.00022672-0.00086448i,0.00054976-0.00076166i,0.00098584+0.00035372i,0.0005777+0.00049273i,0.00044727-0.00010217i,0.00015809-6.9176e-05i,0.00029676-0.00016085i,0.00077339+0.00021463i
-0.00032025-0.0018307i,-0.0013476-0.0017005i,-0.0020724-0.0018633i,-0.0026143-0.0010511i,-0.0032538+0.00080508i,-0.002278+0.0024063i,-0.00059624+0.0017556i,-0.00024847+0.00027694i,-0.00077027+0.00023421i,-0.00047623+0.00057782i,0.00020752+0.00036588i,-0.0001204+0.00021024i,-0.00015692+0.00013476i,0.00036467-0.00055606i,0.00013994-0.00050792i,-9.644e-05-0.00050109i,0.00036459-0.00026025i,-0.00015227+0.00097633i,-0.0011623+0.00049525i,-0.00075683+0.00011493i,-0.0003749+0.00024116i,0.00038586-4.3072e-05i,0.0007634+0.00087622i
0.00066667-0.0019924i,0.0018883-0.0019765i,0.0016225-0.0026401i,-0.00013074-0.0021864i,-0.0015997+2.472e-05i,-0.0011537+0.001359i,-0.00068525+0.0008925i,-0.00099197-0.0001194i,-0.00091032-0.00054789i,-0.00028987-0.00047163i,-7.3089e-05+0.00011715i,0.00013682-0.00023145i,0.00036568-0.0006211i,-0.00034547-0.00069325i,-0.00046612-0.00099803i,-0.00017376-0.00047564i,-0.00055615+0.00045329i,-0.00070516+0.00050304i,-0.00031319+9.5542e-05i,0.00010469+0.00013619i,0.0007071-9.1974e-06i,0.00068606+0.00053822i,0.00039725+0.0012331i
0.0008079+0.00025562i,0.00098032-0.00039812i,4.1529e-05-0.0012805i,-0.001325-0.0016682i,-0.0020258-0.00054961i,-0.0014134+0.00014911i,-0.00097018+0.00034715i,-0.0014258+0.00055411i,-0.001023+0.00054369i,-0.00010631-6.0018e-06i,0.00069005-0.00061429i,0.0012045-0.00047659i,0.00075407-0.00031876i,-0.000289-0.00045546i,-0.00097892-0.00060564i,-0.0008583-0.00060935i,-0.00018075+0.00026465i,-0.00016629+0.0012248i,4.8763e-05+0.0012967i,0.00033041+0.00092534i,0.00057202-6.2492e-06i,9.4656e-05-0.00067368i,-0.00042535-0.00042952i
0.0013213+0.00084535i,0.002856-0.0010545i,0.0024043-0.0013095i,0.00089838-0.0010992i,0.00017032-5.0386e-05i,-0.00045365+0.0011643i,-0.00081194+0.00063679i,-0.00072084+0.00012665i,-0.00042219-0.00013015i,0.00029485+8.0159e-05i,0.00041503-4.4927e-05i,0.00069374-0.00042725i,0.00076702-0.00069667i,0.00087702-0.0012449i,0.00048787-0.00081877i,0.0001682-0.00062497i,6.5613e-05-0.00091115i,-5.4565e-05-0.0002501i,-7.225e-06+0.00034282i,6.8797e-05-0.00019784i,6.3948e-05-0.00057601i,-9.3535e-05-0.00012084i,-5.2425e-05+0.00042159i
-0.0002939+0.0017776i,9.8896e-05+0.00011117i,0.00099015-0.00018266i,0.0011834+0.0012845i,0.00027252+0.002276i,-0.00016618+0.0016344i,-0.00017096+5.7906e-05i,-0.00040332-0.00055181i,-0.00030689+4.6656e-05i,0.00015652+0.00047877i,8.9129e-05+0.00016199i,0.00071898+0.00028981i,0.0012474+0.00023568i,0.00085039-0.00020577i,0.00076492-0.00010068i,0.00050141-4.1644e-05i,5.2253e-05-7.736e-05i,1.7167e-05+9.1432e-05i,-0.00023091-0.00013618i,-0.00027021-0.00025927i,0.00039466+9.6997e-07i,0.00039706+0.0004392i,-2.5343e-05+0.00019592i
-0.00063074-0.00019194i,-0.0012852-0.00042864i,-0.0020575-0.00087608i,-0.0027165-0.00010074i,-0.0017862+0.0018247i,-3.1619e-05+0.0020338i,0.00055134+0.00062009i,9.8673e-05-0.00061993i,0.0002428-0.00022923i,0.00014376+0.00024029i,-0.00019801+0.0002799i,3.544e-05+0.00066761i,-1.4741e-05+0.0002302i,0.00042933+0.00031283i,0.00090802+0.00080096i,0.00053329+0.00050253i,4.8205e-05+0.0004928i,8.5941e-05+0.0001153i,0.00029546+6.3052e-05i,0.00014127+0.00047963i,-0.00040028+0.00019634i,-0.00070202+0.0004145i,-0.0005362+0.0011335i
0.0013244-0.00097806i,0.0015015-0.0022244i,0.00087186-0.0032163i,-0.00038183-0.0025845i,-0.0015122-0.0011218i,-0.0017415+0.00049443i,-0.00090366+0.00022514i,-0.0002983-0.00046664i,-8.8734e-05-6.5614e-05i,0.00055704+9.3648e-05i,0.00031462+0.00038727i,-0.00011822+0.0006331i,-0.00028127+0.00088453i,-0.00019834+0.0010571i,0.0001399+0.00010688i,-0.00014251-0.00085837i,2.1727e-06-0.0011378i,0.00055435-0.00039662i,-4.4609e-05+0.00040706i,-0.00070739-7.144e-05i,-0.00036348-0.00030052i,4.6267e-07-0.00027119i,0.00039304-0.00042574i
0.00060101-0.00018068i,0.0014864+0.00038886i,-0.00010758-0.00095288i,-0.0013847-0.0025051i,-0.0015151-0.001586i,-0.0011378-0.00021935i,-0.00080108-0.00058624i,-0.0007249-0.00061572i,-0.00089892-0.00025434i,-0.00094606+0.00026315i,-0.00046213+0.00042852i,-0.00011394+0.00023206i,-0.00023908+0.00025672i,-0.00038262+0.00059287i,0.00045823+0.00043279i,0.000291-0.00010159i,-0.00039627+0.00036881i,-0.00023769+0.00080387i,-0.00018689+0.00020403i,-0.0004438-0.00057684i,-0.00069243-0.00063376i,-0.00062652-0.00035266i,-8.9713e-05-9.9159e-06i
0.00045666-7.9684e-06i,0.00068762+0.00011373i,0.00060973+5.9878e-05i,-9.6678e-05-0.00023455i,-0.0010903+0.0004597i,-0.0011813+0.00084842i,1.4624e-05-3.7616e-05i,0.00044483-7.8946e-05i,0.00017521+0.00042169i,0.00061747+0.00015964i,0.00057513-0.00019508i,0.00018687-8.2778e-05i,0.00044734-0.00019186i,0.00073439-0.0001443i,0.00061943-3.128e-06i,0.00053071-0.00042563i,0.00054559-0.00023684i,0.00020676+0.00037633i,-0.00031189+0.00028106i,-0.0003395-0.00042623i,-0.00028795-0.00026731i,0.00042324+0.00031668i,0.0013705+0.00066571i
0.00097632+0.00052616i,0.00021031+0.00055603i,0.00067615-0.00015518i,0.00055396+0.00027137i,-0.00052427+0.0014221i,-0.00012034+0.0013671i,0.00040633+0.00076992i,0.00028087+8.7617e-05i,-8.3742e-05+0.00040196i,-0.00098793+0.00090015i,-0.0010707+0.00082849i,-0.00016057+0.00018162i,0.00070547-0.00061802i,0.00067949-0.0012169i,0.00027601-0.00024151i,-0.00012049+3.9858e-05i,-0.00026825-5.4933e-05i,3.8591e-05+0.00040942i,-0.00011929+0.0005115i,-0.00081324+0.0003122i,-0.0001978+0.00057348i,0.00076239+0.0013481i,0.00067232+0.0016472i
0.00030523+0.0012962i,0.0003376+0.00052699i,0.0006572+0.00032247i,-2.7154e-05+0.0014254i,-0.00092399+0.00091368i,-0.0013371-0.00032822i,-0.0012606-0.0011756i,-0.00070409-0.0011209i,0.000169+0.00047308i,0.00041171+0.00071084i,0.00070761+0.00011083i,0.00095628+0.00047716i,0.00062076+0.0012115i,0.00022621+0.00052656i,-0.00073588+1.8392e-05i,-0.00082487+0.00074912i,-0.00028123+0.0012025i,0.00025755+0.0012421i,0.00056742+0.00038502i,0.00046925+9.126e-05i,4.2662e-05+0.00034687i,-0.00020188+0.00032411i,-2.8027e-05+0.00089154i
-0.00069184-5.7192e-06i,0.00084741-6.0882e-05i,0.00086775+0.0006384i,-0.00029592+0.00038745i,-0.0012527+0.0005359i,-0.0013423+0.001337i,-0.00030634+0.0014158i,0.00063006+0.00076032i,0.00055094+0.00065003i,-1.7086e-05+0.00019115i,-0.00081813-0.00023252i,-0.00067625-0.0003612i,-0.00055328-0.00056476i,-0.00066009-0.00031412i,-0.00026761+0.0001406i,0.0001856+3.9233e-05i,0.0006963-0.00045212i,0.0010327-0.00062057i,0.00075816-0.00036558i,0.00065163-4.1853e-05i,0.00028603+0.0006447i,-0.00010569+0.00075742i,0.00030903+0.00030711i
-0.0020447-0.00047572i,-0.00075752-0.0014063i,-0.00027173-0.00096549i,-0.00098008-0.00020425i,-0.0019005+0.00089137i,-0.0011917+0.0012141i,9.1499e-05-1.3688e-05i,0.00052277-0.00097157i,-3.8852e-05-0.00061565i,-0.00019662+0.00043553i,5.9028e-05+0.0011113i,0.00021754+0.0010637i,0.00023395+0.00047236i,0.00025127-0.00043312i,-0.00019697-0.00081204i,-0.00044084+4.6936e-05i,-0.00015266+0.00064802i,0.00013158+0.00042129i,0.00044064+0.000373i,0.00046578+0.00034881i,0.00066191-3.3777e-05i,0.00026696-0.00021332i,-2.2306e-05-0.00032077i
-0.00053017-0.0018418i,-0.0012138-0.0017696i,-0.0014474-0.0026764i,-0.0026561-0.0017206i,-0.0042597+0.00071494i,-0.0026031+0.0024322i,-0.00042539+0.0015261i,-0.00024642+0.00057301i,-0.00041461+0.00035633i,-0.00091559-3.0937e-05i,-0.0012027-0.00068404i,-0.00055837+0.00016112i,1.4963e-06+0.0011607i,5.5037e-05+0.00059708i,0.00033206+1.4066e-05i,0.00020857+0.00014977i,9.386e-05+1.287e-05i,0.00084568-0.00024425i,0.00059336-0.00035023i,-0.00013207-2.4017e-05i,-0.00045819-5.3546e-05i,-0.00032579+0.00010832i,-7.5101e-06+0.00040107i
-0.0016073+0.00050487i,-0.00031954+0.00020279i,-0.00056121+0.00022235i,-0.0013543-0.0002009i,-0.0017112+0.00011039i,-0.0012704+0.00067274i,-0.00083152+1.4487e-05i,-0.00086666-0.00073682i,-0.00065058-1.5684e-05i,-0.00022499+0.00074865i,-0.00011852+0.00048307i,-0.00035047+0.00024557i,-0.0001933+0.00019247i,-3.5033e-05+0.00025106i,0.00044243-3.8503e-06i,0.00037388-0.00013253i,-0.00054188+0.00046661i,-0.00046045+0.00084997i,0.00059793+0.00031478i,0.0012173-0.00019237i,0.0013393-0.0001797i,0.00094798+0.00039672i,0.00061126+0.00044874i
