-0.00027559+0.00070859i,0.0014586-2.23e-05i,0.00134-0.00097528i,-0.00063324-0.0020728i,-0.0010983-0.0015307i,-0.0015866+0.0004926i,-0.0023929+0.0021925i,-0.00168+0.0027834i,-0.00046125+0.0028077i,-0.00024809+0.0018524i,0.00011808+0.00029718i,0.0010717+0.0003273i,0.00056671+0.00058436i,-0.00083481-0.00014323i,-0.00043687-0.00056062i,-0.00041355-0.00045612i,-0.00099107-0.00090315i,-0.00080879-0.00078977i,-0.00016388-0.00035069i,0.00025772-8.9119e-05i,0.00014284+0.00027211i,-1.5904e-05+0.00018001i,-0.00043685+0.00013663i
-0.047795-0.20821i,-0.065206-0.42041i,-0.084101-0.54166i,-0.13203-0.48546i,-0.18331-0.35515i,-0.20001-0.22008i,-0.1658-0.072311i,-0.09585+0.020246i,-0.050243+0.029839i,-0.037654+0.030005i,-0.024079+0.035238i,-0.012145+0.027452i,-0.0082984+0.017687i,-0.008193+0.010311i,-0.0094021+0.0051351i,-0.0091551+0.0026658i,-0.0046159+0.00052125i,-0.00034596-0.00023125i,-7.1532e-05+0.0013338i,-0.002689+0.0063538i,-0.0055563+0.014625i,-0.0039047+0.021445i,0.0012993+0.020194i
-0.034207+0.19967i,-0.10474+0.39304i,-0.15664+0.4945i,-0.14002+0.44182i,-0.096243+0.3483i,-0.040097+0.25903i,0.031361+0.14248i,0.059923+0.044882i,0.04345+0.0088721i,0.033481-0.00066071i,0.029694-0.012101i,0.021245-0.017767i,0.011252-0.018283i,0.0035156-0.012546i,-0.00087674-0.001564i,-0.0038631+0.0076396i,-0.0055335+0.010531i,-0.0051484+0.009058i,-0.0016744+0.0076401i,0.0065142+0.0038059i,0.016376-0.0052422i,0.019734-0.014134i,0.013861-0.015175i
0.10727-0.16745i,0.24487-0.31171i,0.33219-0.3703i,0.30545-0.29523i,0.25941-0.18852i,0.20305-0.13171i,0.096862-0.10004i,0.021855-0.060316i,0.0063139-0.032241i,-0.0025119-0.020684i,-0.012181-0.0063633i,-0.012501+0.0025343i,-0.01301+0.0029561i,-0.01303+0.0036289i,-0.0089452+0.0014688i,-0.0028484-0.0016568i,0.0029388-0.0007351i,0.0058584+0.00056568i,0.0054201-0.002114i,-0.00090003-0.0073877i,-0.013155-0.010809i,-0.019893-0.0074447i,-0.014299-0.00045645i
-0.15684+0.10674i,-0.33131+0.1767i,-0.42807+0.18097i,-0.3602+0.10384i,-0.25217+0.0069438i,-0.19044-0.018018i,-0.12023+0.028563i,-0.049559+0.041634i,-0.024425+0.02002i,-0.019263+0.014281i,-0.0078284+0.0095064i,-0.0029747-0.00015482i,-0.0028211-0.0010414i,0.0010392+0.0027109i,0.0018277+0.0074273i,-0.0012786+0.011671i,-0.0037305+0.0098061i,-0.0035616+0.0050815i,-0.0028723+0.0028592i,-0.0033366+0.0067504i,-0.0013588+0.01577i,0.0029503+0.017727i,0.004251+0.0082762i
0.17234-0.037864i,0.3528-0.032155i,0.42901+0.0059976i,0.31422+0.041241i,0.15266+0.065651i,0.094295+0.063404i,0.098055+0.0078771i,0.069894-0.031234i,0.035727-0.017974i,0.028633-0.0019606i,0.023422-0.00065197i,0.012884-0.0011009i,0.0036845-0.0025913i,-0.0026462-0.0038371i,-0.0019372-0.0044244i,0.0021912-0.00577i,0.002024-0.0040677i,-0.0012341-8.8288e-05i,-0.0022106+0.0022278i,0.0039211-0.00063462i,0.011281-0.010044i,0.0096397-0.017223i,0.00098237-0.013424i
-0.16143-0.033611i,-0.31348-0.10852i,-0.36189-0.16708i,-0.24208-0.13282i,-0.087534-0.057389i,-0.031079-0.022126i,-0.057455-0.0055856i,-0.061655+0.011544i,-0.032208+0.0067154i,-0.023356-0.0082927i,-0.02771-0.01195i,-0.025101-0.0072535i,-0.01649+0.0016883i,-0.0055942+0.0081039i,-0.00054423+0.0082999i,-0.0033119+0.0081637i,-0.0033424+0.0090769i,0.00096374+0.0091206i,0.0029034+0.0065159i,-0.0034215+0.0017182i,-0.015852+0.0024122i,-0.021707+0.0086516i,-0.015009+0.012102i
0.13131+0.086919i,0.23275+0.20773i,0.25762+0.27361i,0.17931+0.18179i,0.079959+0.03873i,0.035761-0.016402i,0.041633-0.0049279i,0.038608-0.00057241i,0.016811-0.002725i,0.009822+0.010669i,0.015913+0.019413i,0.015705+0.01592i,0.010775+0.0070992i,0.0062066-0.0016838i,0.0046488-0.0038473i,0.0059335-0.0041039i,0.0043281-0.0055607i,0.00072867-0.0058373i,-0.00065639-0.0032954i,0.0029014+0.0044376i,0.012582+0.011087i,0.019874+0.010545i,0.017145+0.005135i
-0.075563-0.12448i,-0.11437-0.26983i,-0.11169-0.34512i,-0.096296-0.24586i,-0.086352-0.081866i,-0.064308-0.0091453i,-0.040597-0.009237i,-0.023116-0.00056717i,-0.0077195+0.011406i,0.00047913-0.00074908i,-0.003952-0.014366i,-0.0055477-0.012199i,-0.002197-0.004436i,-0.00066603-0.00093348i,-0.0011168-0.0035585i,-0.0041418-0.0054587i,-0.0056884-0.0019761i,-0.0043325+0.0031403i,0.00022345+0.0030241i,0.0047502-0.005639i,0.0017962-0.017549i,-0.0035366-0.022161i,-0.0016108-0.015926i
0.018475+0.12947i,-0.0072298+0.26753i,-0.044402+0.33636i,-0.019782+0.26895i,0.044078+0.15719i,0.044411+0.091176i,0.003129+0.062581i,-0.0041792+0.032758i,0.0039834+0.0057487i,-0.0028577+0.0024075i,-0.0067007+0.011199i,-0.0020037+0.010047i,0.0020519+0.0022603i,0.0029175-0.0016281i,0.00048105+0.00070216i,-0.0016852+0.005565i,-0.0015383+0.006145i,-0.00023152+0.0033381i,-0.0017002+0.0014464i,-0.007412+0.0019565i,-0.014394+0.0079099i,-0.016499+0.011857i,-0.013027+0.0062273i
0.033183-0.11561i,0.11286-0.22397i,0.18332-0.27405i,0.15775-0.24459i,0.083482-0.19766i,0.059824-0.13212i,0.068385-0.055541i,0.047597-0.014092i,0.016868+0.00020663i,0.010628+0.0051954i,0.013323+0.002025i,0.011898-0.0017612i,0.0085996-0.0037885i,0.0031203-0.0052835i,-0.00060726-0.0075113i,4.3001e-05-0.0098396i,-9.0218e-05-0.0079934i,-0.0022486-0.0036915i,-0.0021342-0.00014217i,0.0031829+0.0029853i,0.012529+0.0042141i,0.017655+0.004543i,0.012609+0.0057236i
-0.071822+0.082836i,-0.18251+0.13704i,-0.27241+0.14222i,-0.26419+0.12039i,-0.20705+0.11076i,-0.15567+0.079843i,-0.099676+0.029094i,-0.042918+0.0085959i,-0.0070711+0.0078165i,-0.0031106-0.0010942i,-0.011064-0.0079274i,-0.011699-0.010519i,-0.010036-0.011175i,-0.0083091-0.0065554i,-0.0085257+0.00068734i,-0.01104+0.0065307i,-0.0093366+0.0089268i,-0.003508+0.0092976i,0.0011164+0.0065001i,0.00030287-0.001732i,-0.005517-0.010955i,-0.010053-0.014905i,-0.0070438-0.012366i
0.092562-0.039964i,0.20422-0.040432i,0.28492+0.003131i,0.27954+0.041281i,0.2348+0.045124i,0.18061+0.048825i,0.11189+0.043257i,0.05767+0.014995i,0.028326-0.0056722i,0.014399+0.00033731i,0.011919+0.011665i,0.0099255+0.010287i,0.004813+0.0040413i,-0.00097574+0.00034761i,-0.0031136+0.0005277i,0.00072089+0.0018076i,0.0033876-0.00012451i,0.0018306-0.002788i,-0.0012282-0.00154i,-0.0036677+0.0040717i,-0.0042976+0.012231i,-0.0035042+0.018445i,-0.0040949+0.016522i
-0.089726-0.0045084i,-0.17987-0.05186i,-0.22042-0.13482i,-0.18722-0.18921i,-0.13572-0.18848i,-0.076598-0.15563i,-0.022492-0.096189i,-0.0064028-0.037719i,-0.0094818-0.0085002i,-0.0062419-0.0058252i,-0.0044456-0.01253i,-0.0070197-0.014818i,-0.0077209-0.011789i,-0.0054051-0.006444i,-0.0021972-0.0014888i,-0.0024576+0.0016536i,-0.0031478+0.0045178i,-0.00097753+0.0063805i,0.0031271+0.0056496i,0.0094726+0.0014542i,0.014401-0.0051662i,0.017232-0.0092462i,0.017519-0.007124i
0.069004+0.038855i,0.11847+0.11454i,0.10419+0.19937i,0.02612+0.23469i,-0.041677+0.21934i,-0.069771+0.15605i,-0.059003+0.067381i,-0.021523+0.015226i,0.0041287+0.0022677i,0.0040819+0.0036587i,-0.0014615+0.0094432i,-0.002977+0.010813i,-0.0046313+0.0075354i,-0.0066969+0.0039781i,-0.007345+0.0022106i,-0.0051641+0.0019287i,-0.0022811-0.00018243i,-0.0012144-0.0036339i,-0.0021013-0.0046388i,-0.0063332-0.0054214i,-0.01355-0.0069164i,-0.018282-0.00929i,-0.016441-0.013076i
-0.039371-0.05962i,-0.044969-0.13907i,0.011808-0.19453i,0.11161-0.17305i,0.18373-0.11348i,0.17831-0.050566i,0.10809-0.0020423i,0.038123+0.0045661i,0.0050196-0.0052163i,0.0021571-0.0054664i,0.0057391-0.0057201i,0.0041795-0.0057708i,0.0029042-0.0014766i,0.0031632+0.0031476i,0.0031191+0.0053024i,0.0025521+0.004584i,7.2849e-05+0.0049047i,-0.0027066+0.0056412i,-0.0020291+0.005558i,0.0014919+0.0074568i,0.0052364+0.013268i,0.0062372+0.019413i,0.0010783+0.019973i
0.0089904+0.063498i,-0.018548+0.12605i,-0.089411+0.13044i,-0.16309+0.042939i,-0.19351-0.055621i,-0.16262-0.098271i,-0.090434-0.080136i,-0.034568-0.035865i,-0.014283-0.0072839i,-0.010966-0.00063655i,-0.010999+0.00066061i,-0.0096465+0.0015371i,-0.0070216-6.6125e-06i,-0.0038673-0.0016195i,-0.0012592-0.0020692i,-0.00083522-0.0022318i,-0.00080866-0.00053426i,0.00044366+0.0022503i,0.0018401+0.0014982i,0.0038427-0.0051945i,0.0062193-0.014005i,0.0088172-0.018346i,0.0097951-0.013172i
0.019672-0.051152i,0.067935-0.089723i,0.11849-0.056371i,0.12359+0.060769i,0.088024+0.16349i,0.039094+0.17896i,0.0021774+0.12138i,-0.0040784+0.05562i,0.0035518+0.021311i,0.0075794+0.010903i,0.0094673+0.008457i,0.010578+0.0063004i,0.0086655+0.0051618i,0.0049377+0.0035797i,0.00023374+0.00049541i,-0.0030407-0.00098251i,-0.0036007-0.0020161i,-0.004319-0.0035826i,-0.0056645-0.0026824i,-0.0085951+0.0011426i,-0.014431+0.0049806i,-0.018442+0.0060831i,-0.0157+0.0049916i
-0.033727+0.03753i,-0.0822+0.046258i,-0.093093-0.0052075i,-0.021686-0.10402i,0.070963-0.16604i,0.10761-0.13969i,0.084105-0.066213i,0.041037-0.019938i,0.01231-0.0091751i,0.001473-0.0078526i,-0.0012127-0.0071442i,-0.001807-0.0077878i,-0.0015871-0.0076907i,-8.9743e-07-0.0036049i,0.0016645+0.0016609i,0.00093698+0.0046815i,-0.00061572+0.0079638i,-5.1474e-05+0.010897i,0.0034331+0.0099771i,0.0088047+0.0063204i,0.014379+0.0054242i,0.016709+0.0077161i,0.015461+0.0087312i
0.043401-0.01484i,0.083762-0.0069324i,0.063811+0.026699i,-0.050894+0.052609i,-0.16641+0.04311i,-0.17814+0.012571i,-0.10691-0.0083193i,-0.038368-0.0036119i,-0.0079452+0.0068189i,-0.0030605+0.0081543i,-0.0037403+0.0072064i,-0.0012432+0.00746i,0.00094766+0.0049111i,0.00079411-0.0018776i,-0.00034871-0.0070977i,-0.00054298-0.0067358i,0.00050827-0.0053543i,0.00092113-0.0047699i,-0.0012019-0.0040137i,-0.0047939-0.0062517i,-0.0075532-0.011922i,-0.0073536-0.016146i,-0.0028727-0.017914i
-0.039447-0.0043056i,-0.067417-0.02396i,-0.036711-0.03189i,0.062974+0.016351i,0.14542+0.095409i,0.14037+0.12878i,0.081033+0.098522i,0.035467+0.046117i,0.018596+0.012127i,0.015399+0.0014751i,0.013946-0.0024264i,0.0095341-0.0064833i,0.0030885-0.0074411i,-0.0025821-0.0036829i,-0.0056831+0.0017856i,-0.0054681+0.0053199i,-0.0037722+0.0063771i,-0.0020291+0.0067155i,0.00063791+0.0072659i,0.0029487+0.0093895i,-0.00017931+0.013432i,-0.0054488+0.015335i,-0.0088171+0.011502i
0.029645+0.015172i,0.044687+0.03838i,0.025331+0.021604i,-0.016603-0.073045i,-0.029554-0.17501i,-0.0055816-0.18729i,0.019071-0.12029i,0.021201-0.051258i,0.0086722-0.01896i,-0.0042767-0.0098339i,-0.01175-0.005427i,-0.011876-0.0018601i,-0.0061716-0.00095031i,-0.0021244-0.0020083i,-0.00023291-0.0015317i,0.0015308-8.9085e-05i,0.0022682+0.00047511i,0.0035595+0.00092407i,0.00455+7.8577e-05i,0.0055168-0.0037563i,0.008129-0.0078898i,0.010341-0.0073019i,0.0090304-0.0027136i
-0.01805-0.023388i,-0.023238-0.047825i,-0.027307-0.02891i,-0.055282+0.05941i,-0.10006+0.13885i,-0.1139+0.13173i,-0.082289+0.068645i,-0.039306+0.022192i,-0.010857+0.0081722i,0.0034493+0.0081402i,0.0089401+0.0079997i,0.0083554+0.0034918i,0.003849-0.0013724i,0.00011088-0.0032653i,-0.0011963-0.0043125i,-0.0011193-0.0041378i,-0.00098119-0.0030503i,-0.0015584-0.0028781i,-0.0021387-0.0018982i,-0.0044737-0.00091363i,-0.008925-0.0020913i,-0.010037-0.0036763i,-0.0069426-0.0037431i
0.0033474+0.024419i,0.00020695+0.045716i,0.016641+0.038011i,0.085215-0.0017113i,0.1627-0.023467i,0.16863-0.0072379i,0.11016+0.012199i,0.05273+0.010938i,0.021862-0.00064785i,0.0061224-0.0074001i,-0.0026794-0.0072603i,-0.0058597-0.0048089i,-0.0061901-0.0019961i,-0.0066683+0.0012387i,-0.0067751+0.0047578i,-0.0056815+0.0060256i,-0.0040579+0.005153i,-0.0019934+0.0038638i,0.00087796+0.0028835i,0.00406+0.0030255i,0.0051919+0.0040146i,0.003273+0.0053839i,0.00059882+0.0059387i
0.005834-0.022677i,0.014823-0.039705i,-0.0036336-0.049536i,-0.071087-0.065291i,-0.13195-0.09669i,-0.12161-0.10991i,-0.067302-0.084956i,-0.028156-0.044663i,-0.013948-0.015214i,-0.0083789-0.00089486i,-0.0036078+0.0043089i,-0.00051219+0.0046879i,0.001671+0.0018797i,0.0047298-0.001524i,0.0064433-0.0034341i,0.0052214-0.0036595i,0.002495-0.0034525i,-0.00021926-0.0040452i,-0.002667-0.0046333i,-0.0041492-0.0058306i,-0.0037353-0.0074964i,-0.00076039-0.0066492i,0.0026447-0.0040334i
-0.013609+0.012454i,-0.028599+0.022693i,-0.02612+0.044338i,0.005672+0.097949i,0.028357+0.15782i,0.017271+0.16026i,-0.0022251+0.10569i,-0.0053218+0.048127i,0.0015869+0.016744i,0.0062396+0.0057685i,0.0068346+0.0011664i,0.0049759-0.0014838i,-0.00015419-0.0019726i,-0.0049244-0.0013106i,-0.0065486-0.00079039i,-0.0067022-0.00051542i,-0.0065165+0.0011385i,-0.0060444+0.0036967i,-0.0041586+0.005275i,-0.0019313+0.0067653i,-0.0024484+0.0061438i,-0.003233+0.00298i,-0.0028788-0.00036265i
0.014494-0.0034773i,0.033868-0.0041861i,0.050811-0.02326i,0.064381-0.07855i,0.083657-0.12932i,0.088717-0.11875i,0.062237-0.064756i,0.028256-0.023217i,0.0069221-0.0079064i,-0.0035096-0.0037167i,-0.008046-0.0016327i,-0.0070745+3.5303e-05i,-0.002358+0.0019435i,0.0013788+0.002096i,0.0016997+0.0016695i,2.7095e-05+0.002286i,0.00053089+0.0018174i,0.0018233+0.001335i,0.0019941+0.00033948i,0.0021125-0.0016452i,0.0017231-0.0015322i,2.3543e-05+0.0006597i,-0.0015499+0.0023277i
-0.012131-0.0082028i,-0.028216-0.017327i,-0.054811-0.014195i,-0.096392+0.013214i,-0.13443+0.034987i,-0.12653+0.026325i,-0.075506+0.0074438i,-0.028481-0.0016948i,-0.0068937+0.00016561i,0.0012126+0.0044032i,0.0059123+0.0045793i,0.006702+0.002i,0.0034413-0.0017327i,0.00070668-0.0043472i,0.00068291-0.0048362i,7.0088e-05-0.0030471i,-0.0020975-5.1348e-05i,-0.0037394+0.0011781i,-0.004864+0.0017271i,-0.0044715+0.0017756i,-0.0026848+0.00069736i,0.00052957-0.00044775i,0.0037942-0.00021313i
0.01018+0.010064i,0.018532+0.024119i,0.040736+0.036169i,0.08218+0.042371i,0.11362+0.055087i,0.098311+0.065505i,0.053598+0.056603i,0.021028+0.034947i,0.0094024+0.015983i,0.003667+0.0037784i,-0.0033696-0.0018402i,-0.0061442-0.0027626i,-0.0036683-0.0015346i,-0.0022473+0.001042i,-0.0045073+0.0025438i,-0.0047051+0.0028046i,-0.0021672+0.0033688i,-0.00057911+0.0042985i,-0.00032161+0.0045587i,0.00041214+0.0034583i,0.00026411+0.0019587i,-0.0024103-0.00036111i,-0.0028016-0.0025617i
0.00043388-0.01234i,0.001188-0.030664i,-0.0075136-0.057351i,-0.030257-0.088957i,-0.041415-0.11553i,-0.021853-0.10876i,0.0046964-0.071487i,0.012213-0.036519i,0.0068361-0.015764i,0.0030107-0.0049133i,0.002942+0.00029148i,0.0025567+2.5956e-05i,0.00097562-0.0023544i,0.00078341-0.0026879i,0.0028471-0.0011158i,0.0036885-0.00045503i,0.0026426-0.00032566i,0.0023207+0.00097988i,0.0024439+0.0013959i,0.0016933-0.00030064i,0.00048018-0.0016685i,6.2096e-05-0.00039405i,0.00062721+0.0011784i
-0.0064018+0.0077487i,-0.015721+0.020846i,-0.025793+0.041944i,-0.032213+0.075433i,-0.041201+0.10185i,-0.045558+0.092365i,-0.034562+0.056512i,-0.015858+0.027653i,-0.0031152+0.014036i,-0.00065695+0.0060498i,-0.0021217+0.0012568i,-0.00182+0.00037633i,-0.00099035+0.0016464i,-0.0021723+0.002262i,-0.0050138+0.0012994i,-0.0060463+0.0003805i,-0.0046347+0.00097809i,-0.0037204+0.0015958i,-0.0026362+0.0019141i,-0.00072402+0.0021958i,-0.00042103+0.00091103i,-0.00035732-0.0017009i,0.00013472-0.0041096i
0.0071547-0.0071762i,0.020296-0.013784i,0.039696-0.024413i,0.063137-0.041008i,0.082742-0.048959i,0.080603-0.03718i,0.054788-0.019831i,0.027046-0.010899i,0.012435-0.0096991i,0.0065514-0.0079794i,0.0026141-0.0041095i,0.00024724-0.0029107i,-0.00042052-0.003756i,0.0004855-0.0028778i,0.0024909+0.00012225i,0.0041463+0.0017013i,0.0050381+0.0013287i,0.0047016+0.0011436i,0.0034779+0.0010099i,0.0023861+6.2286e-05i,0.00090186-0.00083626i,-0.0013697-0.00055926i,-0.0037239-0.00010351i
-0.0076529+0.0030066i,-0.017965-0.00024637i,-0.037807-0.0056525i,-0.064969-0.008913i,-0.079535-0.01422i,-0.06516-0.021803i,-0.033697-0.019579i,-0.0084222-0.0084919i,-0.00079822-0.00069566i,-0.0017416+0.0026761i,-0.00049121+0.0027205i,0.00026779+0.0024733i,-0.0014296+0.0025031i,-0.003101+0.00063447i,-0.003609-0.0014523i,-0.0040349-0.0024646i,-0.0041753-0.0021899i,-0.0023005-0.0013367i,-0.00033081-0.00076722i,-0.00022659-0.001633i,-0.00062324-0.001396i,0.00052125+0.0006112i,0.0020528+0.0019932i
0.0058458+0.001121i,0.013452+0.0087417i,0.023758+0.022967i,0.03746+0.039797i,0.042636+0.054004i,0.026537+0.053409i,0.0037574+0.036143i,-0.004449+0.015106i,-0.0024372+0.0032334i,-0.00057847+0.00085154i,-0.00098466-0.00086065i,-0.0010627-0.0029729i,0.0018884-0.0024576i,0.0030187-0.00032912i,0.0016739+0.0022913i,0.00080134+0.0037159i,0.00091218+0.0030076i,0.00037064+0.00089622i,-0.00040977-0.00075795i,-0.00015384-9.5101e-05i,0.00010139+0.00028876i,-0.00074426-0.0014137i,-0.0010939-0.0029183i
-0.0031477-0.0014627i,-0.0024342-0.011653i,0.00011556-0.029467i,0.0017076-0.05124i,0.0094172-0.062925i,0.019435-0.051373i,0.023498-0.02775i,0.019344-0.012769i,0.010202-0.006009i,0.0048714-0.0018198i,0.0031861-0.00043362i,0.00064549-0.00059146i,-0.0022654-0.0020035i,-0.0030511-0.0039532i,-0.002198-0.0044523i,-0.0014623-0.0042893i,-0.0017225-0.0034715i,-0.001421-0.00098876i,-0.00075754+0.0008287i,-0.0011906-0.00011355i,-0.0013517-0.0011866i,-0.0010612-0.00033915i,-0.0014272+0.0012467i
0.0026313+0.0022172i,-0.0031798+0.0075973i,-0.013901+0.016994i,-0.027912+0.028484i,-0.040457+0.032822i,-0.041107+0.025632i,-0.030882+0.014889i,-0.019747+0.0084784i,-0.010215+0.0073096i,-0.004931+0.0053128i,-0.0038821+0.002975i,-0.0014875+0.0024936i,0.0013188+0.0027208i,0.00080761+0.0027262i,-0.0020819+0.0018585i,-0.0035503+0.00098954i,-0.0031542+0.00028675i,-0.0021581-0.00014942i,-0.0019137+0.00052065i,-0.0017555+0.0021174i,-0.0012163+0.0023321i,-0.00071658+0.00064079i,0.0006439-0.0015131i
0.0021603-0.00087181i,0.009083-0.0047816i,0.023496-0.0079898i,0.039249-0.0099363i,0.046364-0.0062862i,0.04137+0.0026988i,0.030555+0.0064524i,0.01785+0.0026384i,0.010893-0.0018117i,0.0085247-0.003525i,0.0049714-0.0036272i,0.00066478-0.0044297i,-0.0012583-0.0060927i,-0.00038989-0.0050457i,0.00050849-0.0014114i,0.001548+0.0012409i,0.0013499+0.0025442i,8.6047e-05+0.0024874i,0.00013736+0.0018961i,0.0012659+0.00052252i,0.0010275-0.001466i,3.8868e-05-0.0018655i,-0.0018884-0.0010651i
-0.0016321+0.00066473i,-0.0071975-0.0026218i,-0.018423-0.01017i,-0.030777-0.018759i,-0.033173-0.022382i,-0.022395-0.018063i,-0.0091734-0.0090581i,-0.0022281+0.0011058i,-0.00088851+0.0051348i,-0.0023545+0.0039194i,-0.0025661+0.0043332i,-0.0010485+0.0056504i,-0.0006681+0.0046626i,-0.0013044+0.0012249i,-0.0024029-0.0023843i,-0.0037186-0.0028599i,-0.0037059-0.0010346i,-0.0027279+0.00084766i,-0.0018619+0.0010013i,-0.0014455+0.00038158i,-0.0021864-6.117e-05i,-0.0015359-8.6286e-05i,-0.00012735+0.0011475i
0.0023867+0.0016404i,0.0062938+0.0052065i,0.010321+0.014136i,0.011885+0.025316i,0.010805+0.031183i,0.0079039+0.024936i,0.0038298+0.012743i,0.0030236+0.0038497i,0.0052408-0.0018504i,0.0055064-0.0047447i,0.0035506-0.0059364i,0.0016965-0.0064188i,0.00032095-0.0055313i,-0.00030012-0.0020922i,-0.00067583+0.0021474i,-0.0003041+0.0040778i,0.00065133+0.0034797i,0.0010754+0.0023612i,0.0015329+0.0028297i,0.0021866+0.0035171i,0.0030223+0.002444i,0.0032351+0.00043885i,0.0022777-0.0012659i
0.00062922-0.0017553i,0.0019731-0.0083884i,0.0050512-0.018155i,0.0077477-0.026846i,0.01084-0.026738i,0.012433-0.01633i,0.013395-0.0031821i,0.012396+0.0042231i,0.0067618+0.0044338i,0.00076501+0.0037961i,-0.0019879+0.0042736i,-0.0026546+0.0046191i,-0.0014934+0.0037589i,0.00056115+0.0012758i,0.0009173-0.0015575i,0.00058842-0.0021816i,-0.00032749-0.001145i,-0.0016488-0.00010628i,-0.0010836-0.00073567i,-0.00029325-0.0025081i,-0.0017872-0.0032142i,-0.0025287-0.0031408i,-0.0014527-0.0021188i
-0.00086636+0.0002955i,-0.0047214+0.0027755i,-0.011952+0.0069699i,-0.020282+0.010933i,-0.021711+0.0098708i,-0.016298+0.0026483i,-0.0089217-0.0040774i,-0.0015246-0.0067001i,0.00092822-0.0053226i,-0.00012111-0.0035371i,0.00064527-0.0035741i,0.002347-0.0038198i,0.002271-0.0032738i,-1.2169e-05-0.0013669i,-0.001834+0.00014202i,-0.0011892+0.0015716i,0.00036801+0.0023754i,0.0010972+0.0017483i,0.0013903+0.0021582i,0.00086187+0.0029752i,-0.00018366+0.002573i,9.3914e-05+0.001815i,0.00015177+0.00095264i
-0.00033996-0.001727i,0.0035319-0.0012629i,0.010519-0.0015061i,0.018858-0.0010854i,0.020917+0.0022728i,0.017042+0.0067473i,0.013315+0.0084282i,0.0095943+0.0047227i,0.0060254+0.0014814i,0.002302+0.002582i,-0.0011815+0.002919i,-0.0033461+0.0016584i,-0.0033818+0.0007455i,-0.00095495+0.0015653i,0.0011362+0.0027684i,0.00028174+0.0021115i,-0.0010915+0.00091941i,-0.00088237+0.00018735i,0.00023796+3.0891e-05i,0.00087493-0.00023334i,0.00044797-0.0017062i,0.00018599-0.0021761i,8.0209e-05-0.0014871i
-0.0018141+0.00029425i,-0.0038583-0.0018358i,-0.010558-0.0072221i,-0.017309-0.013596i,-0.017107-0.016558i,-0.010968-0.013863i,-0.0056843-0.0093714i,-0.0048058-0.0063613i,-0.0045399-0.003499i,-0.0022291-0.00043004i,0.00048055+0.0012152i,0.0026291+0.0021395i,0.004244+0.00066644i,0.0040097-0.0021414i,0.0023046-0.0034527i,0.0017122-0.0027343i,0.0015758-0.0006773i,0.00077916+0.00021947i,-0.0005506-0.00043974i,-0.0012421-0.00025745i,-0.0016358+0.00060201i,-0.0021387+0.00039949i,-0.0015877-0.00018032i
-0.0022877+0.002834i,-0.0010622+0.0074805i,0.00038065+0.014419i,0.0018037+0.019985i,0.0017824+0.021158i,0.0039382+0.016635i,0.0065324+0.0090666i,0.0066209+0.0034383i,0.0060228+0.00058516i,0.0047247-0.0017055i,0.0017204-0.0034082i,-0.0020316-0.0050886i,-0.005023-0.005468i,-0.0063914-0.0024822i,-0.0060088+0.00035754i,-0.0048257+0.00012659i,-0.0027998-0.00076796i,-0.0005458-0.00043286i,0.00044161+0.00086063i,0.0004254+0.0018796i,-1.5379e-05+0.001476i,0.00050552+0.0010688i,0.00045408+0.00089079i
0.0050641-0.0032542i,0.0073429-0.0081724i,0.0092191-0.014602i,0.0094265-0.018964i,0.006794-0.016068i,0.0024233-0.007901i,-0.00211-0.00074495i,-0.0052412+0.0029899i,-0.0045994+0.0027616i,-0.0025113+0.0035831i,-0.0011497+0.0067292i,0.00012698+0.0071517i,0.0021397+0.0050117i,0.0041837+0.0017207i,0.0041677-0.00054019i,0.0024667+0.00037039i,0.00041919+0.00052203i,-0.0011935-0.00062874i,-0.0016226-0.00083938i,-0.0004866-0.0007242i,0.00044778-0.0012379i,-0.00048577-0.00082668i,-0.0012642+0.00011584i
-0.0035498-0.0014792i,-0.0072805+4.676e-05i,-0.013475+0.0018956i,-0.017896+0.003269i,-0.014918+0.0032804i,-0.0054901+0.0025106i,0.0026157+0.00048118i,0.0063247-0.0014165i,0.0060467-0.002658i,0.0038091-0.0045029i,0.0023905-0.0070806i,0.00052288-0.0083979i,-0.0022914-0.0075882i,-0.0040248-0.0059292i,-0.0042925-0.0042309i,-0.0036664-0.0016897i,-0.0023635+0.00085528i,-0.00053687+0.0024679i,0.0010793+0.0033289i,0.0013782+0.0028538i,0.00065446+0.0017937i,0.00049079+0.0011727i,-0.00033825+0.0007259i
0.0037107-0.0014098i,0.0066984-0.002132i,0.010559-0.0018231i,0.013222+0.0020996i,0.012592+0.0072583i,0.0091922+0.0097022i,0.005014+0.011306i,0.0014553+0.011475i,-0.00017809+0.0085917i,-0.00039302+0.0065167i,-0.0010436+0.0064745i,-0.0016676+0.0060924i,-0.0010252+0.0053513i,-0.00028908+0.0050621i,-0.00077118+0.0042406i,-0.0017175+0.002247i,-0.0023581-0.00063865i,-0.0024237-0.0021918i,-0.0021408-0.0020478i,-0.0011887-0.002363i,-0.0010404-0.0024535i,-0.0014662-0.0020142i,-0.00043339-0.0014929i
