-0.0030616-0.000619i,-0.0018123-0.00056056i,-0.0022444+0.0013704i,-0.0024372+0.0021501i,-0.001081+0.0019789i,0.00029801+0.0017768i,0.0008415+0.0018789i,8.0355e-05+0.0018609i,-0.00036099+0.0010284i,0.00092537+0.00013911i,0.0023502-0.0003668i,0.001962-0.00034301i,0.0010256-0.00026349i,0.00038767-0.00029769i,-0.00025689+1.2514e-05i,-0.00037623+0.00026164i,-0.00014571-0.0004849i,1.7312e-05-0.001164i,0.00010879-0.00045022i,0.00037698-0.00033297i,0.00044215-0.00075537i,0.00063108-0.00023548i,0.00040324-0.00022021i
-0.2885+0.28099i,-0.26252+0.19203i,-0.15216+0.059773i,-0.07477-0.034862i,-0.055498-0.13096i,-0.072717-0.19918i,-0.084553-0.16091i,-0.057845-0.07864i,-0.040856-0.030171i,-0.057235+0.0051963i,-0.063388+0.026283i,-0.052855+0.01262i,-0.051482-0.0068386i,-0.046174+0.0032741i,-0.020496+0.036043i,0.0038598+0.054518i,0.0042452+0.044937i,-0.019957+0.038392i,-0.041213+0.051928i,-0.029817+0.055928i,-0.0027812+0.034303i,0.0037039+0.016837i,-0.0036471+0.023686i
0.16054-0.34888i,0.16676-0.25693i,0.099792-0.10061i,0.015538-0.0042671i,-0.066496+0.067517i,-0.10634+0.12715i,-0.074074+0.10827i,-0.036074+0.042658i,-0.023103+0.024495i,-0.00031237+0.042315i,0.015425+0.043174i,0.0055612+0.036263i,-0.0047717+0.037659i,0.0024337+0.026475i,0.020124-0.0078935i,0.022107-0.033187i,0.0091389-0.020966i,0.015329+0.0086715i,0.038435+0.012213i,0.033093-0.012399i,0.0018584-0.026375i,-0.0082849-0.017434i,0.0093533-0.010475i
-0.038895+0.36777i,-0.074285+0.28891i,-0.057511+0.14186i,0.017393+0.075953i,0.12264+0.059713i,0.18049+0.036132i,0.13453+0.02623i,0.070083+0.039144i,0.062792+0.033589i,0.065131-0.010063i,0.050082-0.043238i,0.04137-0.046662i,0.042481-0.043606i,0.03334-0.038937i,0.0070194-0.026905i,-0.0034948-0.0087803i,0.019849-0.0081432i,0.039452-0.03926i,0.021577-0.06017i,-0.0056234-0.030712i,-0.0058004+0.015951i,0.0050033+0.027685i,-0.00051321+0.010565i
-0.087717-0.34652i,-0.02726-0.28592i,0.01918-0.1594i,0.009804-0.13079i,-0.036676-0.17773i,-0.067727-0.20021i,-0.051799-0.16368i,-0.033895-0.11614i,-0.053278-0.095879i,-0.083648-0.06695i,-0.081658-0.027399i,-0.067485-0.010463i,-0.067393-0.0045876i,-0.06112+0.011109i,-0.040341+0.025096i,-0.035693+0.012609i,-0.065946-0.0070647i,-0.099441+0.0040386i,-0.090464+0.027304i,-0.040432+0.020152i,0.0029362-0.014516i,0.010451-0.032857i,0.0044214-0.018438i
0.18951+0.29136i,0.1144+0.25533i,0.015814+0.14999i,-0.040922+0.11827i,-0.070685+0.15848i,-0.083676+0.17426i,-0.069483+0.13038i,-0.034433+0.087896i,0.0060996+0.08875i,0.038156+0.10128i,0.045907+0.088704i,0.042598+0.066615i,0.046298+0.05099i,0.054191+0.031322i,0.05737+0.015725i,0.055124+0.029942i,0.062888+0.066001i,0.081639+0.088227i,0.081875+0.079274i,0.043119+0.054573i,-0.0069387+0.041326i,-0.024918+0.040351i,-0.015196+0.032078i
-0.26662-0.21163i,-0.18405-0.20114i,-0.050966-0.11929i,0.052717-0.064235i,0.14188-0.058702i,0.17231-0.061999i,0.11579-0.044813i,0.058003-0.016216i,0.043206-0.015902i,0.035828-0.045604i,0.018542-0.064652i,0.001036-0.062076i,-0.010418-0.053925i,-0.024071-0.046847i,-0.035276-0.044903i,-0.027723-0.061909i,-0.010243-0.097187i,-0.0013184-0.12772i,-0.0023604-0.12844i,0.00028409-0.093354i,0.015436-0.050293i,0.028811-0.029848i,0.025688-0.023647i
0.3081+0.10619i,0.23061+0.12097i,0.089527+0.068271i,-0.0062034-0.0093115i,-0.074357-0.080362i,-0.10776-0.10566i,-0.077923-0.069563i,-0.035003-0.038544i,-0.033438-0.030496i,-0.043779-0.013992i,-0.035835-0.00065285i,-0.029648+0.0011844i,-0.029926+0.009274i,-0.014537+0.022433i,0.0027392+0.032354i,-0.010689+0.045336i,-0.047202+0.063453i,-0.076902+0.07554i,-0.078962+0.076214i,-0.051722+0.06337i,-0.022334+0.039402i,-0.014321+0.019874i,-0.015898+0.011652i
-0.31233-0.0073904i,-0.25427-0.047033i,-0.12827-0.031976i,-0.057483+0.031481i,-0.040107+0.10238i,-0.033328+0.1276i,-0.028931+0.077177i,-0.03572+0.029013i,-0.035989+0.032946i,-0.028796+0.04517i,-0.024095+0.046372i,-0.0040508+0.039934i,0.02102+0.023001i,0.022598+0.0074299i,0.016892-0.0015161i,0.028631-0.002872i,0.05283+0.0080973i,0.074464+0.02621i,0.079601+0.02563i,0.057273-0.0019753i,0.023038-0.025114i,0.0069785-0.024241i,0.0084077-0.013954i
0.29606-0.091364i,0.26423-0.034589i,0.15974-0.009824i,0.11539-0.028269i,0.14468-0.055023i,0.15427-0.067324i,0.112-0.034942i,0.094589-0.00079194i,0.11079-0.013564i,0.10902-0.034064i,0.088384-0.037717i,0.049689-0.041706i,0.0061474-0.042882i,-0.01109-0.034607i,-0.010393-0.025588i,-0.010979-0.029419i,-0.012091-0.048282i,-0.0096872-0.068803i,-0.011448-0.064429i,-0.019307-0.021522i,-0.0213+0.024947i,-0.020873+0.036481i,-0.023546+0.024365i
-0.25345+0.1643i,-0.25223+0.10119i,-0.1647+0.040231i,-0.11335-0.0087305i,-0.14578-0.060429i,-0.16842-0.070593i,-0.12482-0.050626i,-0.094686-0.037548i,-0.10602-0.022174i,-0.10518-0.013822i,-0.091766-0.01332i,-0.075777+0.012245i,-0.046094+0.048803i,-0.01615+0.054223i,-0.0086056+0.038189i,-0.019526+0.034416i,-0.038272+0.042637i,-0.058968+0.045725i,-0.057834+0.03354i,-0.02229+0.0046378i,0.016488-0.022418i,0.034791-0.022106i,0.039583-0.0059976i
0.18849-0.21349i,0.21803-0.15638i,0.14484-0.071583i,0.069041+0.026337i,0.078033+0.12696i,0.10298+0.13952i,0.072532+0.078782i,0.037149+0.052287i,0.039264+0.069783i,0.044284+0.082009i,0.046293+0.063888i,0.057902+0.010272i,0.051964-0.04579i,0.02604-0.056399i,0.019241-0.031324i,0.035108-0.011024i,0.050931+0.0025908i,0.063639+0.022274i,0.059025+0.03567i,0.026034+0.033399i,-0.011136+0.023171i,-0.026114+0.0027826i,-0.024994-0.020669i
-0.12013+0.24362i,-0.17574+0.20618i,-0.11168+0.12259i,0.0065416+0.0062751i,0.052167-0.12593i,0.02267-0.16316i,-0.0036143-0.10212i,0.0051084-0.062887i,0.014512-0.078828i,0.003758-0.083326i,-0.015294-0.051122i,-0.042953-0.01197i,-0.057967+0.022839i,-0.035794+0.034938i,-0.012667+0.012884i,-0.017123-0.015069i,-0.023505-0.033201i,-0.013965-0.051364i,0.0014409-0.06017i,0.011315-0.046932i,0.013304-0.02179i,0.0050501+0.0067175i,-0.0071942+0.029867i
0.056694-0.2458i,0.13398-0.23583i,0.092919-0.17475i,-0.039178-0.083188i,-0.12544+0.023811i,-0.10639+0.070534i,-0.046387+0.04965i,-0.026213+0.031486i,-0.029778+0.035413i,-0.0097172+0.024066i,0.01904-0.0025344i,0.039474-0.0082879i,0.051275-0.0090346i,0.032594-0.0198i,0.0006184-0.010614i,-0.010748+0.013736i,-0.015484+0.024085i,-0.03436+0.023595i,-0.051315+0.021228i,-0.044508+0.018578i,-0.022132+0.015387i,0.00403+0.0081792i,0.025799-0.00074906i
-0.0014086+0.23569i,-0.096369+0.25834i,-0.081329+0.23025i,0.042833+0.16987i,0.13563+0.092738i,0.12244+0.028384i,0.048319-0.0010365i,0.017497+0.01248i,0.027995+0.027948i,-0.00078767+0.025732i,-0.043771+0.022731i,-0.053602+0.006445i,-0.049005-0.00235i,-0.02409+0.019609i,0.016633+0.028123i,0.033061+0.011613i,0.028184+0.010304i,0.029605+0.030912i,0.035918+0.041442i,0.031755+0.022265i,0.019271-0.0059826i,0.0068135-0.022731i,-0.0063036-0.029391i
-0.042985-0.2067i,0.068321-0.26172i,0.087225-0.26551i,0.012331-0.23166i,-0.040812-0.19253i,-0.053288-0.13923i,-0.031762-0.065547i,-0.0045997-0.048612i,-0.0069084-0.051266i,0.017226-0.0076845i,0.059121+0.020482i,0.051668+0.017812i,0.022326+0.0028319i,0.00042692-0.031765i,-0.025247-0.050389i,-0.033038-0.035933i,-0.012761-0.028374i,0.013695-0.047242i,0.023028-0.060478i,0.0084313-0.038823i,-0.011251-0.0044009i,-0.022426+0.014936i,-0.024404+0.025532i
0.055974+0.16239i,-0.063709+0.25612i,-0.1077+0.28343i,-0.078516+0.23983i,-0.070001+0.20312i,-0.033828+0.16423i,0.0024758+0.077661i,-0.017168+0.035528i,-0.023931+0.030234i,-0.023278-0.025758i,-0.035489-0.064531i,-0.018188-0.043421i,0.0040057-0.0043473i,0.010657+0.037695i,0.022139+0.05536i,0.022202+0.034666i,-0.0087259+0.0098066i,-0.053178+0.0076235i,-0.071305+0.01648i,-0.044231+0.013953i,-0.004446+0.0045473i,0.019591+0.0055322i,0.03032+0.0076059i
-0.067029-0.12903i,0.052419-0.25895i,0.10035-0.2889i,0.11517-0.19394i,0.1706-0.13917i,0.12918-0.13984i,0.034145-0.073955i,0.031077-0.0096998i,0.037977+0.0034706i,-3.7907e-05+0.039113i,-0.027018+0.062124i,-0.037185+0.035732i,-0.028956-0.0035143i,-0.0094613-0.040799i,-0.0071755-0.054085i,-0.011917-0.02626i,0.0028674+0.020758i,0.036584+0.053732i,0.056724+0.052417i,0.035766+0.030024i,0.0032457+0.0096306i,-0.0074002-0.0078649i,-0.0070466-0.018993i
0.048758+0.10186i,-0.05139+0.27007i,-0.071415+0.29701i,-0.085699+0.12395i,-0.18159+0.0071444i,-0.16521+0.033155i,-0.052617+0.015073i,-0.032832-0.035497i,-0.029487-0.027324i,0.031816-0.013942i,0.073806-0.010623i,0.067435-0.0004625i,0.028664+0.014607i,-0.0046759+0.040202i,0.0010565+0.053001i,0.025787+0.026494i,0.037248-0.024959i,0.026842-0.069976i,0.0066318-0.077626i,0.0017996-0.046434i,0.0084889-0.013793i,0.0021507+0.0027873i,-0.0099176+0.010746i
-0.027286-0.079766i,0.045041-0.28724i,0.019361-0.31509i,0.0078487-0.071314i,0.12236+0.10407i,0.14128+0.050635i,0.028+0.014598i,-0.0035763+0.059702i,0.0119+0.044949i,-0.021475-0.012384i,-0.055421-0.04628i,-0.05746-0.046485i,-0.02613-0.032207i,0.0090915-0.040179i,0.0027642-0.059892i,-0.037491-0.049895i,-0.077102-0.011761i,-0.091557+0.026337i,-0.070694+0.03977i,-0.038805+0.0235i,-0.021117+0.0069887i,-0.0066414+0.0067073i,0.0086607+0.010323i
0.00054364+0.076349i,-0.034495+0.31926i,0.053651+0.36231i,0.13048+0.071867i,0.038033-0.17014i,-0.032142-0.12823i,0.030588-0.052871i,0.056087-0.070713i,0.012321-0.047944i,-0.011886+0.027606i,-0.0014017+0.0754i,0.020248+0.068265i,0.013212+0.033294i,-0.017515+0.029232i,-0.018832+0.059904i,0.020582+0.077021i,0.06761+0.069028i,0.09161+0.050794i,0.075068+0.031487i,0.03932+0.020159i,0.021928+0.013522i,0.016273-0.00014438i,0.0073691-0.01585i
0.04113-0.084883i,0.044042-0.36405i,-0.10495-0.45152i,-0.25628-0.16405i,-0.20134+0.1188i,-0.097425+0.10765i,-0.11267+0.031924i,-0.11577+0.046887i,-0.040233+0.041471i,0.025551-0.011935i,0.03053-0.054591i,-0.0055585-0.057304i,-0.018-0.025284i,0.019158-0.014672i,0.049506-0.051127i,0.032566-0.09111i,-0.0064273-0.10655i,-0.029064-0.10051i,-0.023219-0.075344i,-0.0075823-0.045976i,-0.0053773-0.025531i,-0.011851-0.0076863i,-0.01322+0.0086728i
-0.072158+0.095342i,-0.053564+0.41432i,0.14283+0.55722i,0.36113+0.30332i,0.3456+0.00040671i,0.21263-0.035871i,0.17423+0.019865i,0.15324+0.00038423i,0.071258-0.030229i,-0.004664-0.021826i,-0.019405+0.0064434i,0.0050022+0.022678i,0.013751+0.0076162i,-0.02387-0.0044054i,-0.074831+0.023745i,-0.088875+0.070374i,-0.071164+0.098858i,-0.052863+0.095876i,-0.041949+0.066538i,-0.029943+0.033712i,-0.014383+0.016167i,-0.0013381+0.0078293i,0.0048199-0.00038353i
0.11179-0.11929i,0.082175-0.47612i,-0.13386-0.67997i,-0.37869-0.4856i,-0.38655-0.19941i,-0.24992-0.11986i,-0.18607-0.12751i,-0.15528-0.075549i,-0.084999+0.001396i,-0.023095+0.032245i,-0.010292+0.0098842i,-0.021658-0.016157i,-0.02044-0.0067468i,0.017381+0.019498i,0.081102+0.018338i,0.11939-0.01334i,0.11665-0.037798i,0.096388-0.033562i,0.068789-0.012609i,0.039369+0.0034874i,0.016732+0.0060137i,0.0049295+0.0051383i,0.0013723+0.0081931i
-0.15453+0.16009i,-0.12195+0.54887i,0.089251+0.80147i,0.32534+0.65803i,0.34304+0.38318i,0.21495+0.24804i,0.13687+0.19932i,0.10316+0.13164i,0.059089+0.046876i,0.021556+0.012119i,0.01404+0.031442i,0.017878+0.038832i,0.011243+0.0085964i,-0.015257-0.035418i,-0.066226-0.062432i,-0.11068-0.055741i,-0.11641-0.038656i,-0.089556-0.037391i,-0.051324-0.040679i,-0.020087-0.032949i,-0.0012314-0.019766i,0.0083583-0.011217i,0.01134-0.0099843i
0.18112-0.19534i,0.15457-0.60207i,-0.016268-0.87734i,-0.19337-0.77199i,-0.19688-0.51385i,-0.098556-0.34412i,-0.046902-0.24734i,-0.028297-0.15768i,-0.0073313-0.076069i,0.013052-0.049723i,0.01489-0.070045i,0.0014801-0.063743i,-0.0056569-0.016774i,0.0027059+0.039688i,0.034123+0.08412i,0.069854+0.097402i,0.072879+0.088543i,0.040372+0.077201i,0.0049211+0.059491i,-0.011486+0.034224i,-0.016993+0.014383i,-0.021075+0.0051682i,-0.022734+0.0040365i
-0.19561+0.24075i,-0.17886+0.64576i,-0.057247+0.91584i,0.049728+0.8107i,0.034783+0.53774i,-0.033243+0.33647i,-0.055356+0.2213i,-0.048134+0.13561i,-0.041227+0.066029i,-0.054403+0.043194i,-0.061523+0.058223i,-0.036862+0.049618i,-0.0070395+0.0070074i,0.0086458-0.040372i,0.0022523-0.08211i,-0.018424-0.10401i,-0.019314-0.095938i,0.0088678-0.06806i,0.031861-0.035002i,0.030604-0.010313i,0.024053+0.0028832i,0.022911+0.012066i,0.022982+0.015364i
0.2061-0.27489i,0.20522-0.66399i,0.14083-0.90614i,0.099281-0.77979i,0.12654-0.49182i,0.15068-0.28301i,0.12487-0.16627i,0.089178-0.084416i,0.06998-0.014732i,0.084498+0.017852i,0.093374+0.00065298i,0.054861-0.0165i,0.0010773-0.00052355i,-0.0291+0.030889i,-0.033619+0.063939i,-0.026646+0.085393i,-0.028719+0.075547i,-0.0426+0.038151i,-0.044876+0.0011372i,-0.030534-0.015278i,-0.017162-0.019574i,-0.0077494-0.025476i,-0.0028057-0.029799i
-0.20527+0.30306i,-0.21946+0.66819i,-0.1938+0.86385i,-0.18692+0.68846i,-0.20447+0.36818i,-0.19471+0.16004i,-0.14743+0.068501i,-0.096266+0.014508i,-0.06145-0.042127i,-0.069172-0.076678i,-0.083465-0.057521i,-0.052421-0.019206i,-6.1764e-05-0.00657i,0.034105-0.017336i,0.048192-0.039385i,0.049857-0.056433i,0.047796-0.044067i,0.04319-0.0057836i,0.028032+0.023023i,0.0097709+0.026309i,-0.0024247+0.021248i,-0.012928+0.020226i,-0.019375+0.023864i
0.19249-0.3336i,0.21451-0.6694i,0.20573-0.80681i,0.21051-0.57429i,0.21403-0.23479i,0.18548-0.050136i,0.13517+0.0051338i,0.081013+0.031253i,0.033528+0.068163i,0.021164+0.097799i,0.032727+0.081851i,0.02634+0.034271i,-0.0024665-0.00056062i,-0.030838-0.004425i,-0.047377+0.012588i,-0.053431+0.024418i,-0.049674+0.013657i,-0.031692-0.011171i,-0.0065304-0.024366i,0.0086183-0.019935i,0.012765-0.011476i,0.018272-0.0030872i,0.025949+0.0002561i
-0.17628+0.35035i,-0.1968+0.65777i,-0.19097+0.73874i,-0.18275+0.45879i,-0.1567+0.11202i,-0.12618-0.052242i,-0.10723-0.074402i,-0.070853-0.057736i,-0.01195-0.057403i,0.017489-0.072188i,0.0056105-0.064226i,-0.012485-0.029898i,-0.0095899+0.0070824i,0.016932+0.021886i,0.043391+0.011689i,0.053084+0.0051263i,0.043066+0.015113i,0.016988+0.024642i,-0.0080111+0.018826i,-0.019105+0.0078662i,-0.01643+0.0024508i,-0.0097882-0.006056i,-0.0096277-0.016317i
0.14836-0.35914i,0.16202-0.63357i,0.15737-0.66817i,0.13598-0.37493i,0.083794-0.053424i,0.053616+0.087837i,0.065597+0.10249i,0.062375+0.068864i,0.01549+0.040002i,-0.015576+0.040562i,-0.0041096+0.040214i,0.016555+0.019409i,0.018447-0.012491i,-0.0045962-0.031316i,-0.033271-0.030987i,-0.045435-0.031253i,-0.03602-0.03677i,-0.012292-0.03023i,0.0077169-0.010672i,0.016244+0.002117i,0.01274+0.0018187i,-0.0014471+0.0032564i,-0.011459+0.013255i
-0.11834+0.36926i,-0.12326+0.61273i,-0.11345+0.62183i,-0.068373+0.33772i,0.012866+0.040077i,0.034678-0.10273i,-0.015675-0.13843i,-0.051412-0.10379i,-0.031683-0.045985i,-0.0094275-0.024384i,-0.013342-0.031511i,-0.02342-0.028444i,-0.026455-0.0035518i,-0.010588+0.024545i,0.015997+0.040452i,0.026457+0.049033i,0.016415+0.051352i,0.0021069+0.035028i,-0.0063176+0.0082314i,-0.012245-0.0061545i,-0.012439-0.0021311i,0.0039046+0.0071934i,0.023584+0.0060078i
0.086798-0.36386i,0.088714-0.58166i,0.076348-0.58715i,0.01418-0.33878i,-0.079091-0.076692i,-0.10015+0.071152i,-0.045371+0.14864i,0.011621+0.14833i,0.02942+0.092995i,0.022969+0.059162i,0.013248+0.056871i,0.0083009+0.049521i,0.012899+0.02348i,0.013805-0.012279i,0.0049581-0.042106i,0.0023758-0.058623i,0.010503-0.057256i,0.012502-0.035608i,0.0067697-0.0085519i,0.0091662+0.0067024i,0.015227+0.0026522i,0.0069276-0.015939i,-0.013051-0.025605i
-0.05585+0.35212i,-0.058176+0.55559i,-0.040344+0.56189i,0.033352+0.34372i,0.1248+0.10972i,0.14831-0.046418i,0.10829-0.15417i,0.051668-0.17923i,0.013104-0.13702i,0.0085405-0.1025i,0.020413-0.090291i,0.022839-0.072573i,0.0083062-0.041244i,-0.0075527-0.0031009i,-0.016273+0.030927i,-0.027028+0.048894i,-0.03672+0.046378i,-0.029512+0.029404i,-0.013677+0.0081604i,-0.011513-0.0086707i,-0.021787-0.0080119i,-0.024695+0.012733i,-0.010736+0.030127i
0.025718-0.34522i,0.024434-0.5391i,0.0078458-0.54364i,-0.051368-0.34794i,-0.12465-0.1509i,-0.16235-0.010268i,-0.16409+0.10158i,-0.13141+0.14971i,-0.085076+0.1359i,-0.069126+0.10831i,-0.07567+0.086517i,-0.067225+0.060628i,-0.042627+0.03167i,-0.013386+0.0087694i,0.018337-0.011564i,0.042681-0.025681i,0.048764-0.022709i,0.034325-0.010198i,0.015526+0.0021971i,0.010818+0.014375i,0.02019+0.01916i,0.03244+0.0078177i,0.031371-0.010373i
-0.0027844+0.33825i,0.009167+0.5218i,0.014589+0.52173i,0.049629+0.3452i,0.11567+0.17184i,0.16379+0.042348i,0.18792-0.044969i,0.18217-0.073331i,0.14658-0.066713i,0.12036-0.045863i,0.1145-0.026894i,0.097121-0.016376i,0.064577-0.0085626i,0.030103-0.0054992i,-0.008268-0.004813i,-0.039341-0.0021815i,-0.045221-0.0032589i,-0.02889-0.0070427i,-0.011299-0.011941i,-0.0064458-0.020381i,-0.013301-0.028175i,-0.026035-0.026674i,-0.031308-0.014536i
-0.032019-0.32292i,-0.049266-0.48617i,-0.028799-0.48269i,-0.02712-0.33166i,-0.083314-0.18123i,-0.13786-0.075284i,-0.17169-0.02564i,-0.17784-0.024712i,-0.15514-0.030008i,-0.12902-0.038236i,-0.11489-0.046016i,-0.098672-0.039575i,-0.073017-0.027268i,-0.042806-0.011049i,-0.0059828+0.0067219i,0.023202+0.016783i,0.026226+0.019943i,0.012689+0.018067i,0.0011606+0.016388i,-0.0028822+0.02089i,0.00017739+0.029904i,0.00946+0.037056i,0.016361+0.03353i
0.058056+0.29978i,0.07086+0.44001i,0.032389+0.44059i,0.018489+0.31311i,0.069901+0.16623i,0.11744+0.069012i,0.1262+0.050084i,0.11303+0.083868i,0.097674+0.10414i,0.080764+0.10292i,0.070007+0.094069i,0.063572+0.073767i,0.05227+0.052427i,0.039045+0.029514i,0.019501+0.0013789i,-0.0018129-0.017026i,-0.0071855-0.019019i,0.00028819-0.011997i,0.0058225-0.0092696i,0.0071013-0.014596i,0.0074349-0.023984i,0.0073846-0.034143i,0.0057774-0.035537i
-0.075443-0.27188i,-0.077597-0.39705i,-0.03047-0.40081i,-0.012899-0.28512i,-0.056543-0.15096i,-0.10248-0.069053i,-0.089459-0.053331i,-0.037713-0.084964i,-0.0062217-0.10861i,0.0022646-0.10461i,-0.0022436-0.092444i,-0.016381-0.079314i,-0.025658-0.064139i,-0.029226-0.043026i,-0.023084-0.013502i,-0.0093279+0.0075249i,-0.004967+0.0071152i,-0.0084988-0.00026034i,-0.0093232+0.00060041i,-0.0082085+0.0073306i,-0.011763+0.015587i,-0.018175+0.023908i,-0.019701+0.025249i
0.089152+0.24952i,0.087126+0.36857i,0.044471+0.36362i,0.027936+0.24277i,0.067804+0.12549i,0.11346+0.054008i,0.082875+0.021555i,-0.001518+0.033074i,-0.053391+0.057404i,-0.05703+0.060096i,-0.042254+0.053153i,-0.022605+0.05328i,-0.0052637+0.051614i,0.007256+0.039974i,0.012233+0.018843i,0.0063017+0.0028625i,0.00055002+0.0067293i,0.0016826+0.014894i,0.0027344+0.011303i,0.002993+0.0022738i,0.0095484-0.0051562i,0.019416-0.01026i,0.021847-0.0093804i
-0.10111-0.22745i,-0.10552-0.34085i,-0.058976-0.32178i,-0.027343-0.20173i,-0.064998-0.11797i,-0.12221-0.07197i,-0.1064-0.023289i,-0.018256+0.009011i,0.052481+0.009049i,0.059304-0.00090461i,0.040859-0.010923i,0.028527-0.025525i,0.018779-0.033575i,0.0092666-0.027891i,0.0033267-0.016147i,0.0038895-0.0082179i,0.0075549-0.011286i,0.0079883-0.015514i,0.006582-0.01012i,0.002622-0.003523i,-0.0071023-0.00097563i,-0.015736-0.00025277i,-0.013635-0.0017474i
0.10769+0.20631i,0.12377+0.30778i,0.071588+0.28298i,0.030351+0.17479i,0.072884+0.1133i,0.13249+0.091365i,0.13288+0.048931i,0.070125-0.0081055i,0.0014187-0.034427i,-0.018134-0.024112i,-0.012679-0.0081208i,-0.018003+0.0023522i,-0.022725+0.0095243i,-0.017239+0.0099722i,-0.0098486+0.0062725i,-0.009487+0.0040086i,-0.015945+0.0064977i,-0.017876+0.0071358i,-0.013533+0.0011322i,-0.0066631-0.0026774i,0.0027869+0.00081703i,0.0085343+0.0056361i,0.0042372+0.0069452i
-0.11944-0.18777i,-0.14248-0.2704i,-0.087128-0.24915i,-0.038648-0.16325i,-0.064869-0.12273i,-0.10791-0.13838i,-0.12692-0.12743i,-0.10599-0.058109i,-0.054774+0.0036086i,-0.021486+0.0099346i,-0.010249+0.00093231i,0.0050353+0.0040741i,0.014973+0.0055803i,0.012059+0.0045757i,0.0087093+0.0055248i,0.010768+0.0061619i,0.016569+0.0044575i,0.018413+0.0045321i,0.014224+0.0081377i,0.0078554+0.0069986i,0.00065473-0.00096548i,-0.0013779-0.0054716i,0.0047306-0.0013875i
0.13116+0.16823i,0.15215+0.23685i,0.10503+0.22048i,0.06466+0.14489i,0.064571+0.10898i,0.064137+0.14497i,0.066053+0.1752i,0.074633+0.13542i,0.059394+0.06215i,0.026721+0.031365i,0.0069928+0.022342i,-0.0048014-0.0018397i,-0.011929-0.015631i,-0.0082505-0.01476i,-0.0047581-0.014336i,-0.0078752-0.013035i,-0.013337-0.01175i,-0.014118-0.011808i,-0.010088-0.012626i,-0.0071595-0.0088499i,-0.0060198+0.00017753i,-0.0066251+0.0022203i,-0.0082979-0.0056674i
-0.13668-0.1434i,-0.15463-0.20915i,-0.1149-0.19618i,-0.075825-0.12333i,-0.046059-0.094908i,-0.0036498-0.13653i,0.029554-0.185i,0.016783-0.17569i,-0.0052818-0.10848i,0.0065875-0.057158i,0.018526-0.034607i,0.011376-0.0067111i,0.0046799+0.011636i,0.00083636+0.012683i,0.00056156+0.012619i,0.0040246+0.011302i,0.0055442+0.010179i,0.004015+0.011434i,0.0017338+0.011332i,0.0030715+0.0071165i,0.0076898+0.00057253i,0.0097456+0.0015912i,0.0064109+0.010328i
0.14021+0.12543i,0.16184+0.195i,0.13202+0.18007i,0.094463+0.099024i,0.051375+0.062583i,-0.026176+0.076032i,-0.1132+0.1097i,-0.12535+0.13132i,-0.07399+0.098564i,-0.051341+0.046504i,-0.046763+0.018613i,-0.024293-0.0017845i,-0.0090016-0.013763i,-0.004117-0.010847i,-0.000411-0.0085338i,-0.0013519-0.0077765i,-0.001268-0.0060612i,0.0024417-0.0060203i,0.0051888-0.0063386i,0.0015662-0.0048717i,-0.0060279-0.0028049i,-0.0074721-0.0046564i,-0.001467-0.0075196i
-0.14099-0.10621i,-0.17355-0.17762i,-0.14643-0.16351i,-0.098755-0.087564i,-0.054152-0.046626i,0.024375-0.025666i,0.13163-0.01335i,0.1744-0.028901i,0.12509-0.031055i,0.077629-0.00033117i,0.055505+0.015872i,0.027149+0.013583i,0.010087+0.01153i,0.0076265+0.0069321i,0.0045566+0.0046364i,0.0029144+0.0042262i,0.00014638+0.0019706i,-0.0063627+0.00079451i,-0.0072611+0.0017516i,-0.0010498+0.0039889i,0.0051681+0.0086803i,0.004833+0.012137i,-0.0016458+0.0077619i
0.1403+0.089039i,0.18303+0.15532i,0.15834+0.15002i,0.11342+0.086253i,0.083154+0.036471i,0.027415-0.018791i,-0.069242-0.083935i,-0.1358-0.088437i,-0.11223-0.049967i,-0.062106-0.042935i,-0.039133-0.044641i,-0.023601-0.029915i,-0.016352-0.017758i,-0.015642-0.0096363i,-0.010501-0.0059315i,-0.0075027-0.0049189i,-0.0039232-0.00018576i,0.0017147+0.0042016i,0.0032226+0.0033368i,0.00012324-0.0025501i,-0.0030349-0.010469i,-0.0013088-0.011648i,0.00049461-0.0026775i
-0.13918-0.0693i,-0.18301-0.12853i,-0.1616-0.13502i,-0.1204-0.091093i,-0.09595-0.051314i,-0.077838-0.0007755i,-0.035612+0.092491i,0.029607+0.138i,0.048038+0.095227i,0.019883+0.058242i,0.0081576+0.047723i,0.011468+0.030845i,0.013803+0.018867i,0.016451+0.014729i,0.013106+0.011174i,0.0084199+0.0092206i,0.003946+0.0039259i,-0.00076815-0.0029705i,-0.00072439-0.0042067i,0.00035057+0.0012628i,-0.00048458+0.0101i,0.00014224+0.011209i,0.0054901+0.0029036i
0.13567+0.061822i,0.1786+0.12053i,0.16972+0.13546i,0.14068+0.095141i,0.1115+0.063248i,0.10998+0.039264i,0.1167-0.03843i,0.074474-0.10482i,0.024105-0.080138i,0.019284-0.036485i,0.018529-0.02949i,-0.00011483-0.02898i,-0.014978-0.025821i,-0.018834-0.022017i,-0.012455-0.016364i,-0.0054287-0.013203i,-0.0033834-0.0059555i,-0.0023562+0.0028967i,-0.0018666+0.003801i,0.00022355-0.00091523i,0.0043766-0.0071158i,0.0026112-0.0092058i,-0.0073147-0.0060336i
