-0.0011689+4.0816e-05i,-0.00089441-0.00059176i,-0.0017306-0.00063891i,-0.0017006-0.00026198i,-0.0017898+0.00066375i,-0.001654+0.0014642i,-0.00078842+0.0017712i,0.00025788+0.0014911i,0.0011312+0.00066214i,0.0013704+0.00054772i,0.0012839+0.0010435i,0.0011922+0.0004635i,0.00098319+0.00038749i,0.00016154+0.00037271i,-0.00019257+0.0003002i,-0.00035996+0.00028826i,9.9865e-05-2.5545e-05i,0.00096674+0.00060466i,0.00050153+0.0013646i,-0.00038731+0.001247i,-0.00058791+0.00066971i,0.00017644+0.0006129i,0.00026667+0.00040773i
-0.00078881+0.0011411i,-0.00027728+0.00097899i,-0.00036923+0.0010017i,0.00037017+0.00088436i,0.0014866+0.00033015i,0.00123+0.00021651i,0.00066248-0.00031376i,0.00021258-0.0004232i,0.00029918-0.00031461i,0.00079981-0.00040902i,0.001025-0.00010884i,0.00062418-0.00033486i,-0.00054133-0.0010602i,-0.0013062-0.00045128i,-0.00066347-5.7401e-05i,-0.00013644-0.00014943i,-0.00054493+0.0010653i,-0.000509+0.0015404i,-0.00068382+0.0012254i,-0.00065215+0.00053972i,3.8765e-05+1.265e-05i,0.00032709+0.00013969i,0.00064312-0.00027972i
-0.0011703+0.00044521i,-0.00094091+0.0010532i,-0.00053241+0.0014079i,0.00024699+0.0014095i,0.00023583+0.0014231i,0.00022832+0.00037236i,0.00034102-0.00105i,-0.00078242-0.0018439i,-0.0010772-0.0018563i,-0.00063506-0.00086913i,-0.00049275-8.4173e-06i,-0.00024515+0.00064453i,0.00044522+0.0011459i,0.00096293+0.00083664i,0.00035453-0.00016986i,0.00010162-0.00030098i,-0.00029237-9.1171e-06i,-0.00016499-0.00085991i,-6.414e-06-0.0011307i,-5.1204e-05+0.00016672i,0.00042226+9.4173e-05i,0.00072598-0.00059887i,-5.144e-05-0.00022046i
-0.0019648-0.00055232i,-0.0031465+5.619e-06i,-0.003291+4.6642e-05i,-0.0020036-0.00028687i,9.7082e-05-0.00010374i,0.00091349+0.00016055i,0.0004128-0.00032782i,0.00018951-0.00020182i,-0.0004544+0.00045258i,-0.0006849-3.6428e-06i,0.00011277+0.00044258i,0.00076316+0.0011793i,0.00036352+0.00092962i,-0.00024324+0.0010945i,-0.00045043+0.00014261i,-0.00024262-0.0008185i,-5.2142e-05-0.00038092i,-0.00030309-0.00042868i,-0.00032413-0.00020538i,-0.00016614-3.7994e-05i,0.00024801-0.00012653i,0.00041416+0.000408i,0.00074657+0.00026927i
0.00084847-0.0012214i,0.0010853-0.00086021i,0.0010681-0.00051176i,0.00030073-0.0010141i,0.00025112-0.00045052i,0.00049535+0.0005007i,0.00020405+0.00021717i,-0.00028543-0.00059103i,-0.0003985-0.00085423i,-0.00040699-0.00071465i,-0.00027282-0.00020598i,-0.0003106+0.00062443i,0.00038455+0.0012809i,0.000825+0.0014461i,-0.000198+0.00063083i,-0.00094815+0.0002894i,-0.00015301+0.00042267i,-0.00018684-4.9311e-05i,-0.00037328+2.6511e-05i,9.3073e-05+0.00039898i,0.00040375+2.4673e-05i,0.00017751+0.00034358i,-4.4165e-05+0.00098325i
0.00026331-0.0013759i,0.00027787-0.0010243i,-7.6697e-05-0.0012946i,-4.4596e-05-0.00062517i,0.0001296-0.00020353i,0.0003281-0.00070287i,3.7092e-05-0.00057526i,-0.00059613-0.00045506i,-4.4175e-05-0.00058376i,1.0727e-06-0.00028379i,-0.00027597-7.6845e-05i,-8.2468e-05+0.00051763i,-7.9347e-05+0.0012965i,-0.00040238+0.0016407i,-0.00039532+0.0019099i,-0.00063593+0.0019819i,-0.00057074+0.0015704i,0.00018657+0.00019089i,0.00016518-0.00077783i,-0.00033343-0.00024755i,-0.00044159-0.00026918i,0.00023798-0.00039298i,0.00093122+0.00020767i
0.0012202-0.0003369i,0.0019255-0.00056678i,0.00018406-0.001329i,-0.00063529-0.0012031i,-0.0003025-0.00034967i,0.0002001+0.00022846i,0.00058315-0.00020673i,0.00062515-0.00068091i,-1.3041e-05-0.00099689i,-0.00031797-0.0017475i,-0.00021271-0.0013798i,-0.00015326+0.0001051i,0.00010536+0.00074961i,0.00076503+0.00061087i,0.00073993+0.00086476i,-0.00012916+0.00093636i,-0.00021635-0.00019975i,0.000302-0.0011999i,-2.1684e-05-0.00053188i,-0.00020199+0.0002331i,-0.00047672+0.00025179i,-0.00073546-0.00027606i,-0.00075536-0.00078669i
-0.0017957+0.0012443i,-0.0019915+0.0020494i,-0.00035054+0.0016905i,0.0010606+0.00072045i,0.0012464+0.00041504i,0.00067664+0.00042975i,0.00013944+0.00015002i,-0.00070994+0.00036822i,-0.00065576+8.664e-05i,-0.00020613-4.4909e-05i,0.000212+0.00043934i,0.00018304+0.00049123i,-0.00011498+6.8137e-05i,-0.00038919-0.00029174i,-0.00022993-0.00048852i,4.7536e-06-0.00041999i,-0.00036844-4.1508e-05i,4.3689e-06+0.00047885i,-0.0001498+0.00097159i,-0.00073242+0.00035571i,-0.00027889-0.00055173i,-0.00057375-0.00065491i,-0.00097945-0.0008826i
0.0017501+0.00034187i,0.0019336-0.00079383i,0.0020567-0.0027817i,0.00092559-0.0026736i,-1.0658e-05-0.0011936i,-6.6454e-05-0.0010374i,0.00062713-0.00069221i,0.00035784+0.0003858i,-0.00032715+0.00074284i,-0.00022143+0.00038749i,-0.00055963+0.00066662i,-0.00079476+0.00056772i,2.6122e-05+0.00019871i,0.00043515+0.00055484i,1.4913e-05+0.00049373i,-0.00047936+0.00072509i,-0.00028567+0.001438i,-0.00031144+0.00098846i,-0.00024467+0.00062191i,0.00030579+0.0010344i,-0.00031578+0.00097034i,-0.00053427+0.00095294i,-5.6866e-06+0.00029942i
0.00069796+0.00011165i,0.00018724+0.0008013i,0.0013599-0.00033565i,0.001392-0.0009244i,0.00012247-0.00013551i,-0.00053251-0.00010807i,-8.0916e-05-0.00049493i,0.00062211-0.00032486i,0.001464+0.00069512i,0.000993+0.0010222i,0.00057011-0.00014838i,0.00096723-0.000545i,0.00036178-0.00017164i,-0.00014432+0.00091977i,-0.00034214+0.0016339i,-0.00025271+0.00097694i,-0.00023455+0.00019158i,-0.00046284-0.00022622i,-0.0002475-0.00015682i,-0.00061179+0.00087914i,-0.00095231+0.0010642i,-0.00023805+0.00088645i,0.00043095+0.0014553i
-0.00013223-0.000339i,-0.00067237-0.0014522i,-0.0011637-0.00062186i,0.00039505+0.00063433i,0.0016687+0.0004331i,0.0014854+0.00017308i,0.00092996+0.00032206i,0.00044578-4.0278e-05i,-7.4783e-05-4.4787e-05i,-0.00035516+0.00073528i,-0.00021329+0.00064884i,0.00048642+0.00019845i,0.00058156+0.00011546i,0.00022894+0.00062992i,0.00014246+0.00079163i,-0.00075972+0.00016849i,-0.00089575+0.00022921i,-7.059e-05+0.00057322i,-0.00022753-0.00023174i,-0.00019912-0.00035723i,0.00034328+0.00039735i,0.0010071+0.00046378i,0.001212+0.00052777i
-0.00018968+0.0004018i,-0.00035038+0.00064156i,0.00038083+0.00040735i,0.0011119-0.00051461i,0.0014594-0.00074436i,0.00078312-0.00060366i,-6.2837e-05+1.5818e-05i,-1.4517e-05-7.4258e-05i,-2.636e-05-0.00026171i,0.00056406+0.00073585i,0.00013042+0.00069069i,-3.7484e-05-4.2062e-05i,0.00051476-0.00013043i,0.0004693+0.0002213i,-0.00012694+0.00014021i,-0.00041923+0.00025998i,-0.00052866+0.00056607i,-0.0007862+0.00057724i,-0.00056594+0.00014621i,-0.00012012-0.00034969i,-4.4534e-05-4.6683e-05i,-0.00059366-0.00012309i,-0.0008816-0.0002337i
-0.00067663-0.0021539i,-0.00088115-0.0024323i,-0.0012419-0.0016876i,-0.0012602-0.00067807i,-0.00091183+0.00030841i,-0.00079156+0.00046361i,-0.0010218-0.00029174i,-0.00077374-0.00089784i,-0.0010262-0.001012i,-0.00097124-0.00041035i,-0.00037022+0.00043218i,-0.00029994+0.00068345i,0.00027453+0.0010105i,0.00052417+0.0011354i,0.0001384+0.0010965i,-0.00032557+0.00072674i,-0.00049029+0.0002037i,-0.00080372-0.00085002i,-0.00033307-0.00074672i,0.00044599+0.00075906i,0.00033942+0.0010919i,7.6225e-05+0.0004922i,0.00073335+0.00023443i
0.00024173+0.0012516i,0.0001156+0.0018319i,0.0013096+0.0018885i,0.0014908+0.0010515i,0.0018157+9.5734e-06i,0.0021537-0.00039912i,0.0013168+0.00027332i,0.00020731+0.00016708i,0.00027442-2.184e-05i,2.7527e-06-0.00020379i,8.1605e-05-0.00096996i,-2.4866e-05-0.00063965i,-0.00023753-0.00048697i,-6.1343e-05-0.0005373i,-0.00025609+9.9493e-05i,-0.00055289+0.00071351i,-0.0001066+0.00073139i,0.00081552+0.00047109i,0.00099528+0.00071222i,0.00056331+0.00065566i,0.00030477-6.9459e-05i,0.00089607-0.00010013i,0.00037341-0.00012624i
0.0012808-0.00017781i,0.00046841-0.0013204i,0.00040613-0.0021487i,0.00028359-0.0024635i,-1.9626e-05-0.0022102i,-0.00063893-0.0015518i,-0.001235-0.00076063i,-0.00080336-0.00072306i,0.00041879-0.00065303i,0.00072382+9.0992e-05i,0.00014869+0.00031292i,-0.00020366+0.00071067i,-0.00030546+0.0012249i,-0.0002079+0.00060006i,-5.3401e-05+0.00042158i,-0.00036841+0.0011752i,-0.00073611+0.001228i,-0.00047364+3.7762e-05i,-0.00016696-0.00073354i,0.00050593-1.0019e-05i,0.00025858+0.00063967i,-0.00021704+0.00023355i,0.00049713+0.00015924i
0.00015781-0.00092159i,0.00065528-0.0003933i,0.00075882+0.0001904i,0.00050672+0.00086181i,0.00016836+0.0008214i,-4.8687e-05+0.00099026i,-0.00066901+0.00062193i,-0.0010309-0.00023956i,-0.00042323-0.00050617i,0.00024505-0.00034813i,9.0157e-05+0.00028008i,-0.0001214+0.0010351i,-0.00018359+0.00072124i,0.00047368+8.8717e-05i,0.00098232-0.00033767i,0.00026914-2.2053e-05i,-4.6252e-05+0.0006076i,-9.142e-05+0.00030646i,-0.00045159-0.00010018i,-0.0008848-9.7828e-05i,-0.00094868-0.00024912i,-0.00083936-0.00050718i,-0.0007802-0.00047727i
-0.0011643-0.0023467i,-0.0010816-0.0015941i,-0.0012225-0.00049572i,-0.0014196+0.00053723i,-0.00020623-6.0239e-05i,0.00062908-0.0018891i,-0.00012515-0.0017258i,-0.0010079-0.00013868i,-0.0012876+0.00045902i,-0.0012128+0.00030951i,-0.0006482-7.3783e-06i,5.8784e-05+1.3289e-05i,0.00067752+0.00045448i,0.00080093+0.00044944i,8.1901e-05+0.00053905i,-0.00021533+0.00047476i,-1.8782e-05-2.6264e-06i,-3.6489e-05+0.00013757i,0.00028082+0.00087834i,0.00047938+0.00089353i,-2.6652e-05-0.00044734i,-0.00014813-0.00052303i,-0.00084949-9.4114e-05i
0.0024771-0.0010306i,0.0019-0.00098686i,0.0012324-0.001622i,0.00055764-0.0014056i,-0.00029146-0.00073089i,-0.00074396+0.00031975i,-0.00084715+0.00064151i,-0.00027479+0.001053i,6.8493e-05+0.0010744i,-0.00055849+0.00069306i,-0.00096974+0.00063307i,-0.00097181+0.00067793i,-0.00075257+0.00080542i,-0.00036049+5.6064e-05i,0.00026377-0.00017768i,0.0007236+0.00038745i,0.00048541+0.00051068i,-0.00019804+0.0004818i,-0.00016306+0.00072412i,-4.3182e-05+0.0005811i,-0.00039511-8.2631e-05i,-0.00038431-0.00047842i,-0.00025656-0.00011216i
-0.0012437+0.00042397i,-0.0017802+0.00016744i,-0.0015736-4.2224e-05i,-0.0001714+0.0003051i,-6.202e-05-0.00017259i,-0.00065011-0.00094095i,-0.00039762-0.00067459i,-0.0002219-0.00040971i,-7.3595e-05+0.00019003i,0.00020441+0.00098664i,0.00052582+0.00083588i,0.00041188+0.00069134i,4.7175e-05+0.00038824i,0.00066744-2.0927e-05i,0.00083147-4.9107e-06i,-0.0001825+0.0002183i,-5.1974e-05+0.00010929i,-6.3179e-07-0.00046227i,-0.00060767-0.0006018i,-0.0010176-0.0003221i,-0.0008335-0.0001114i,-0.00084771-0.00052471i,-0.00068854-0.00088412i
5.4587e-05-0.00083408i,0.00026721-0.00016194i,0.00086294+6.0713e-05i,0.00061245-5.4188e-05i,-8.1522e-06+6.07e-05i,-0.00044569+0.00044688i,-0.00013084+0.00013514i,-0.00030019-8.7925e-05i,-0.00051073-0.00087249i,-0.00025802-0.001318i,-0.00039055-0.00020951i,-0.00036569+0.00053839i,0.00050475+0.00081741i,0.00049475+0.00067863i,0.00037319+0.0008915i,0.00029296+0.00077507i,-0.00041023+3.9656e-06i,-0.00027645-0.00020207i,-0.0001003-0.00024021i,-0.00068011-0.00016455i,-0.00068255-0.00054235i,-0.0001443-0.00051118i,-0.00086272+0.00027849i
-0.00031848+0.001281i,-0.00036251+0.0014686i,-0.00027594+0.0015608i,0.0003949+0.0015766i,0.0012945+0.00052114i,0.0014757-0.00067348i,-1.566e-05-0.00066482i,-0.0013799+9.456e-05i,-0.00085994+0.00082914i,-5.5555e-05+0.00066413i,0.00076249-8.4061e-05i,0.00090187-0.00030023i,0.0013315-5.6566e-05i,0.0012923-0.00019797i,4.3604e-05-0.00096363i,-0.00015418-0.0012122i,-4.5462e-05-0.00089167i,-3.4473e-05-0.00059843i,0.00010675-8.8246e-06i,0.00056866+0.00047711i,0.00071487+0.00035053i,0.00013752+0.00012337i,-0.00024928-0.00012597i
0.0018022+0.00010429i,0.0031579-0.00030357i,0.003244-0.0011115i,0.0017775-0.0017207i,0.0004492-0.0015556i,-0.0006737-0.00058491i,-0.00062226-0.0002171i,3.7043e-05+0.00027034i,0.00068123+7.2704e-05i,0.0011645-0.00026964i,0.00071845-0.00021048i,-0.00019226+0.00016314i,-0.00029781+0.00028058i,-0.00042847-0.00019661i,-0.0014224-0.00052538i,-0.0013677-8.9164e-05i,-0.00046833+0.00060449i,-0.00020205+0.00020041i,-0.00048029-0.00042697i,-0.00067271-0.0005133i,-0.00030741+0.00054316i,0.00021436+0.00038793i,0.00056908+2.0368e-05i
-0.00060474-4.707e-05i,-0.00057941+0.00066861i,-0.00065256+0.001017i,2.2023e-05+0.00072062i,0.00098271+0.00054738i,0.00084737+0.00064852i,3.2894e-05+0.00041434i,-0.00045511+0.00062576i,-0.00091976+0.00040664i,-0.00098638-0.00058186i,-8.322e-05-0.00071983i,0.00063938-0.00039816i,0.00012389+8.9934e-05i,-0.00019441+0.00026966i,6.2932e-05+0.00076926i,0.00034717+0.0009266i,0.00040466+0.00038621i,-0.00033019+0.00016583i,-0.00045364-1.7451e-05i,0.00017124-0.00014978i,0.00043961+0.00049499i,0.00032556+0.00093406i,-0.00022777+3.1563e-05i
-0.00038402+0.00061135i,0.00059655+0.0015125i,0.00075633+0.0020713i,0.00064581+0.00082532i,0.00072687-0.00028372i,0.00074616-0.00059816i,0.00027-5.6429e-05i,0.00017501+0.00053266i,0.00054152+0.0003297i,0.00092441-0.00010963i,0.00076213+0.00021517i,0.0003549+0.00031647i,0.00035246+8.6007e-05i,0.00019274+0.00016712i,-0.00020456+0.00041766i,-0.00064875+0.00062325i,-0.001361-0.0002875i,-0.0010976-0.0010446i,0.00015056-0.00040107i,0.00091366+3.2434e-05i,0.00084036+5.9319e-05i,-0.00016716+0.00023655i,-0.0006008+0.00014353i
-0.0010256-0.0011312i,-0.00023459-0.001976i,-0.00055552-0.0018406i,-0.00088707-0.00070343i,-0.00025003-0.00017953i,0.00039764+4.9164e-05i,0.00030798+0.00061853i,-0.00065084+0.00015382i,-0.00084623+0.00031204i,-0.00043091+0.00046888i,-0.00013931-8.0151e-06i,-0.00035821+0.00033659i,0.00026383+0.0011462i,0.00043628+0.0010181i,0.00031845+0.00039233i,0.00040891+0.00042204i,0.00053394+0.00080342i,0.00046816-3.7905e-06i,7.4706e-06-0.00018632i,0.00058178-7.5067e-05i,0.0016712-0.00050561i,0.0012235-8.4977e-06i,8.3224e-06+0.00074818i
0.0023838-0.0005601i,0.0012083+0.00018935i,-0.00016676-0.00075064i,-0.00041657-0.0016382i,-0.00069302-0.00108i,-0.00044262-9.3826e-05i,0.00024127+0.00076909i,0.00026675+0.0012114i,0.0008724+0.00061764i,0.0010504-0.00025167i,0.00084794+0.00010057i,0.00028917+0.0010926i,-7.2089e-05+0.00079889i,-7.0525e-06+0.00025128i,6.0336e-06+0.00023183i,0.00032424+5.0005e-05i,0.00079338+0.00011655i,0.0009052-0.00083238i,0.00056378-0.0016318i,0.00021962-0.00033488i,0.00036156+0.00031223i,0.00055498-2.9651e-05i,0.00044526-8.9407e-06i
-0.0004511+0.00029973i,0.0010166-0.00028259i,0.00092237-0.00013148i,0.00021255-0.0005591i,0.00023195-0.00082705i,-0.00028733-0.00025715i,-0.00055464+0.00040172i,-0.00036522+0.00034572i,5.3367e-05+0.0002647i,0.00013592+0.00034601i,-8.0746e-07+4.2733e-05i,-8.4653e-05-0.00077571i,-0.00038693-0.00037251i,-0.0004877+0.00029811i,-0.00038301+0.00029612i,-0.0002856+0.00035664i,-0.00010878+0.0004231i,-0.00079355+0.00048803i,-0.0011193+0.00048614i,-0.00038571+0.00060878i,0.00049942+0.00055799i,0.00062157-0.00011954i,0.00039129+0.00010825i
0.0015046-0.00028441i,0.0016788-0.00037155i,0.0014231+2.5174e-05i,0.0013801+0.00046004i,0.0013904+5.914e-05i,0.0013919-0.0007023i,0.0013344+0.00013917i,0.0005926+0.0010811i,0.00030026+0.00017612i,2.3959e-05-0.00091164i,-7.1577e-05-0.0007744i,-8.3107e-05+0.00069879i,-0.00055117+0.0018642i,-0.00025624+0.0010854i,-0.00017419+0.0001624i,-0.00059194+0.0009197i,0.0002847+0.0010764i,0.001376+0.00021266i,0.0011637-0.00017224i,0.00041605-2.0658e-05i,0.00026948+0.0006502i,0.00014979+0.00023836i,9.071e-05-0.00013022i
-0.003329+0.00075945i,-0.0025808+0.0010657i,-0.0023347+0.0014981i,-0.0009655+0.0010113i,0.0009724+4.3805e-05i,0.0012811-0.00069482i,0.00073542-0.00079267i,-4.4088e-05-0.00060529i,-0.00080764-0.00018628i,-0.00027993+0.00050636i,0.00072975+0.0010936i,0.0011147+0.0011105i,0.00068655+0.00063507i,0.0002214+0.00058553i,0.00020155+0.00097074i,0.00047635+0.00066077i,0.00067882+6.0996e-05i,5.9566e-06-1.6401e-05i,-0.00082038-0.00053902i,0.00014498-0.00068816i,0.0015378-0.00011445i,0.0012439-0.00028163i,0.0011493-0.00087817i
0.00070296+0.00053607i,0.0016718-0.00072129i,0.002508-0.00083237i,0.0018547-0.0007808i,0.00066411-0.0011894i,-8.0617e-05-0.00015167i,-0.00097184+0.00066861i,-0.0011127+0.00099404i,-0.0006056+0.00063672i,-0.0005572+4.8558e-05i,-9.3113e-05-7.4925e-05i,-0.00048459+0.00093115i,-0.00069208+0.0019788i,4.3566e-05+0.0019242i,0.00030075+0.0013976i,-5.6349e-05+0.00065105i,-0.00041067+0.00056849i,-0.00086267+0.0002691i,-0.00092634-0.00025507i,-0.00043563+1.3597e-05i,0.00016747+0.0004484i,0.00033565+9.6339e-05i,0.00020013-8.4173e-05i
-0.0013318+5.3983e-05i,-0.0011514-0.00083631i,-0.00083525-0.00063666i,-0.00038218+0.00040035i,5.5573e-05+0.00032657i,0.0011131-0.00027831i,0.0010082-3.1483e-05i,0.00011824-0.00030984i,-0.00031784-0.00034043i,-0.00072662+0.00073677i,-0.00013604+0.0012677i,0.0007756+0.0011796i,0.00022914+0.0010758i,-0.00064076+0.00096565i,-0.00058974+0.00043474i,-0.00082733-4.6012e-06i,-0.00069795-1.2004e-05i,-0.00041909-0.00021962i,-0.00070196-2.3495e-05i,-0.00041929+0.00049587i,-0.00010294+0.00031814i,6.0934e-06-0.00017857i,-0.00015167-1.0708e-05i
-0.00024801-0.00027696i,0.00026576-0.00055767i,0.00093534-0.0016657i,0.0018158-0.00095798i,0.0025758+0.00039532i,0.0017265+0.00058168i,-0.00012857-0.00013016i,-0.0013922-0.00019034i,-0.00034218+0.00026824i,0.0010644+0.00042086i,0.00091803+0.00031743i,0.00045485+7.4776e-05i,-5.0016e-05+0.00038466i,-0.000101+0.00070722i,7.4728e-05+0.00063308i,-0.00054921+0.00025279i,-0.00070286+0.00032692i,-0.00050132+1.8588e-05i,-1.2214e-05-0.0010773i,0.00015841-0.0016507i,-0.0003161-0.0013865i,-0.00076851-0.00062407i,-0.000973-0.00016786i
0.00085234-7.6673e-05i,0.0013261+2.7237e-05i,0.0011545-0.00026338i,0.0008825-0.00099017i,0.00024009-0.00086955i,0.00011695+8.6044e-06i,-0.00023641+0.0001459i,-0.00086396-0.00093591i,-0.0007595-0.0015293i,3.8807e-05-0.00088782i,0.00081253+0.00028825i,0.00031797+0.00071502i,-0.00026172+0.00075773i,9.8694e-05+0.0013426i,-0.00033359+0.0014597i,-0.00086554+0.0010824i,-0.00076595+0.00074737i,-0.00070815-5.9674e-05i,-0.0009743-0.00081597i,-0.001008-0.00061701i,-0.00059243-0.00013487i,-0.0001485-0.00019781i,-0.00019918-0.00060158i
0.00072675-0.00032705i,0.00079518+0.00051526i,0.0014463+0.00082111i,0.0015493+0.00025032i,0.0010276-0.00081478i,0.0002945-0.0012043i,-0.00036118-0.00043023i,-0.00020128+0.00036245i,0.00080292-0.0001482i,0.0010271-0.00071842i,1.5955e-05-0.00024475i,-0.00056356+0.00080641i,4.9671e-06+0.0012364i,0.00078515+0.00082557i,0.00055077+0.00032255i,0.00039936-0.00022254i,0.00035312-0.00014104i,0.00034517+0.00016531i,0.00069234+0.00050775i,0.0010508+0.00015921i,0.0012009+7.6597e-05i,0.00017263-3.3454e-06i,-0.00092187-0.00013275i
0.0010176-0.00078451i,2.8163e-06-0.0006814i,-0.0012561+0.00048457i,-0.0017404+0.00089888i,-0.00095561+0.00018102i,1.299e-05+4.7823e-05i,-0.0001398-5.1188e-05i,-0.00027099-0.0005231i,-0.00041264+0.00017653i,-0.0002521+0.00016184i,0.00058177+4.7362e-05i,0.00070215+0.00036133i,-0.00013791+0.00016259i,0.0002814+0.00013535i,0.0010088-0.00014314i,0.0011258-0.0002261i,0.00083753+0.00040978i,-0.0001066+0.0002779i,-0.00059244+9.1563e-05i,-0.00014022+0.00020537i,0.00072139+0.00013002i,0.00079842+0.00034288i,-0.00012595+0.00069656i
-0.00039486-0.0021497i,-0.0015988-0.001752i,-0.0013446-0.00067845i,-0.00075063-0.00036474i,-0.00054955-0.00025151i,-0.00021458-0.0004412i,-0.00012295-0.00037803i,-0.00033414-0.00055283i,-0.00042876-0.00047123i,-0.000738-0.00056408i,-0.00050507-0.00038403i,0.00018371-0.00015288i,0.00068804+0.00015661i,0.00053409+0.00044027i,0.0001701+0.00014382i,0.00066013-0.0001205i,0.00071718-0.00012052i,0.00048461+0.00016998i,-4.9485e-05+0.00028256i,-0.00025994-0.00023672i,-0.00069082-0.00060896i,-0.00091002-0.00064354i,-0.0005118-0.00028541i
0.0014442+0.0012929i,0.00064183+0.00096034i,0.0011662+0.00080511i,0.0022132-0.0003557i,0.0015351-0.0011763i,0.00035371-0.0007081i,0.00014756+0.00010232i,3.948e-05+0.0006909i,-0.00071775+0.0012887i,-0.0010969+0.0012861i,-0.001287+0.0007883i,-0.0012329+0.00058792i,-0.00025597+0.00063599i,0.0007325+0.00039054i,0.00061992+4.3881e-05i,-0.00052966-0.00023191i,-0.0012941-0.0001893i,-0.0006658+0.00016546i,-3.9133e-05+0.0002547i,-0.00012733-0.00057143i,-7.829e-05-0.00067095i,-0.0002832+0.0005567i,-0.00014022+0.00013962i
0.00075571-0.00074303i,0.0015288-0.00099673i,0.0012193-0.00089675i,0.001228-0.00083243i,0.0012602-0.00013131i,0.00041583-0.0003572i,0.00028882-0.00042172i,-0.0001014-0.00019607i,-0.00053599-0.00024786i,0.00018+7.0411e-05i,0.00010592+0.00014365i,-0.0005288+0.00029152i,-0.00029081+0.00064662i,-0.00019861+0.00041262i,-0.00018722+0.00012756i,-0.00026695+0.0006275i,-0.00039098+0.0010026i,-0.00035202+0.0011701i,-0.00032476+0.00021956i,0.00015977-0.00044074i,0.00011528+0.00025745i,-0.00021913+0.00066545i,-0.00022384+0.00050594i
0.0013685+0.001175i,0.0017164+0.00065109i,0.0015625+0.00062854i,0.00066753-0.00019204i,0.00068946-0.00075712i,0.00040138-0.00048767i,-0.00040894+0.00023637i,-0.00072246+0.00016146i,-0.00057824-0.00060884i,0.00019987-0.0010142i,0.00015449-0.0001871i,-0.0006418+0.0005265i,-0.00067665+0.00016702i,-0.00040263+0.00013827i,-0.00014306+0.00066852i,-0.00057844+0.0012318i,-0.00069722+0.0014807i,-0.00053249+0.0010797i,-0.00073454+0.00051239i,-0.00065707-4.1347e-05i,-0.00016548-0.00073651i,0.00021153-0.00018919i,0.00033618+0.00087374i
-0.00097798-0.0010832i,-0.00046991-0.0015619i,-0.0015119-0.00096245i,-0.00179+0.00026357i,-0.00098687+0.00051155i,-0.00013311+0.00014816i,-0.00039129-0.00055161i,-0.00066351-0.00037721i,6.7146e-05-0.00026163i,-0.00010308-0.00034789i,-0.00093366+0.00010768i,-0.00034846+0.00066917i,0.0004085+0.0012506i,0.00028234+0.0010539i,0.0008055+8.6747e-05i,0.001708-0.00023533i,0.0012333+5.0227e-05i,0.00015782+0.00034913i,0.00023988+0.00091528i,-0.00040824+0.0007079i,-0.00046396+0.0009584i,0.0003621+0.0011637i,0.00049202+0.00053666i
-0.00094669+0.00039422i,-0.00064105+0.0010072i,-0.00011337+0.00092801i,0.00016708+0.0005341i,0.00027569+0.00018165i,9.6151e-07-1.751e-05i,-0.00066431+0.00033866i,-0.00047421+0.00078092i,0.0003254+7.677e-05i,0.00068517-0.00013773i,0.00096881+0.0008763i,0.00087916+0.00040211i,0.00017998-0.00015838i,0.00016356+0.00056206i,0.00036037+0.00081909i,0.00024849+0.00023411i,0.00023962-9.9527e-06i,0.00047154+0.00055482i,0.00067122+0.0011708i,0.0010119+0.00097545i,0.0010122+0.00023886i,0.00041115-0.00079397i,0.00011185-0.00071803i
-0.00093998-0.0002448i,-0.0022625+0.00031569i,-0.0017782+0.0013464i,-0.0010941+0.00060934i,-0.00050084+2.3829e-05i,0.00039211+0.0009532i,0.00025999+0.00054078i,-0.00027085-0.00049384i,-0.00091601-0.00018498i,-0.00015725+0.00020284i,0.0006838+0.00080276i,0.00085561+0.00058399i,0.00076262-2.7545e-05i,0.00060858+0.00017994i,-0.00016105+0.00020673i,-0.0016341+0.0007609i,-0.0012941+0.0008339i,-0.00014144-0.0001274i,-0.00022003+7.896e-05i,7.4156e-05+0.00033458i,0.00050657+0.00043636i,9.5685e-05+0.00079128i,-0.00062824+0.00030065i
0.0010045+0.00054139i,0.0010794+0.00067556i,0.00096968+0.00057659i,0.00099474-9.5864e-05i,0.0011652-0.0012761i,0.0003925-0.0011452i,-0.00070839-0.00011512i,-0.00061912+0.0004915i,5.5971e-05+0.00046601i,0.00017995+5.6885e-05i,0.00014869-0.00044414i,0.00059598-0.00022357i,0.00072276+0.00027157i,-0.00055094-0.00023527i,-0.0011525-0.0001538i,-0.00052687+0.00088384i,-0.00029052+0.0011751i,-0.00060281+0.00039628i,-0.00014788-0.00045891i,0.00033994-0.00067594i,-0.00011188-0.00055839i,-0.00072148+0.00018888i,-0.00064422+0.00032134i
