-0.00022369+0.0020454i,0.00061002+0.00086312i,-0.00032542-0.00063119i,-0.0010058-0.00077186i,-0.0012375+0.00012188i,-0.00095931+0.00082544i,-0.00073094+0.00082131i,-0.00047715+0.00066159i,0.00055199+0.0011882i,0.0017621+0.0010843i,0.0017002-0.00058905i,0.00091447-0.00071779i,-0.00023997-0.00024394i,-0.00019225-0.0005474i,-6.9968e-06+0.00013855i,-0.00039013+0.00069915i,0.0001603-2.9334e-05i,0.00011262-0.00011062i,-0.00068764-0.00057611i,-0.00087714-0.001386i,-0.00044969-0.00062446i,0.00047315+0.00014101i,0.00075177+0.00032621i
0.44985+0.11698i,0.63973+0.18121i,0.52632+0.15145i,0.22172+0.038772i,-0.014755-0.051462i,-0.10844-0.078497i,-0.090428-0.04949i,-0.011666-0.010245i,0.038104-0.0061472i,0.024569-0.007248i,0.0040497+0.0011253i,-0.0004724+0.0049005i,-0.0031576+0.0069429i,-0.0022331+0.0019408i,0.0032674-0.0076181i,0.0083787-0.011564i,0.0088818-0.012485i,0.0010579-0.012085i,-0.0068881-0.0062266i,-0.0054686-0.00070685i,-0.00074779-0.0035448i,0.0016521-0.010664i,0.0024896-0.01539i
-0.2937-0.2276i,-0.40049-0.33336i,-0.31602-0.26024i,-0.13919-0.064619i,-0.015043+0.083093i,0.038641+0.14022i,0.036404+0.10954i,-0.0063197+0.042489i,-0.02706+0.0064044i,-0.00083148-0.0040385i,0.019107-0.0051612i,0.017861-0.0017275i,0.012683-0.0064316i,0.00079493-0.012271i,-0.015216-0.010196i,-0.024229-0.0020399i,-0.022484+0.0081377i,-0.011668+0.016568i,-0.0010296+0.017024i,0.001337+0.010429i,-0.0012812+0.0070346i,-0.0053309+0.0070368i,-0.0096281+0.0073051i
0.12343+0.25281i,0.13624+0.3614i,0.091567+0.2814i,0.053554+0.1006i,0.046156-0.020405i,0.045179-0.094752i,0.026263-0.11614i,0.0050071-0.070495i,-0.01303-0.020598i,-0.030685-0.0036451i,-0.030656-0.0084194i,-0.023277-0.016904i,-0.023957-0.0090216i,-0.017769+0.010011i,0.00068053+0.02043i,0.017115+0.015825i,0.021687+0.0021137i,0.015842-0.0097045i,0.0069983-0.0091095i,0.0018054-0.0014588i,0.0013661+0.00084676i,0.0035919+0.0013123i,0.0069048+0.0022811i
0.016678-0.21849i,0.074475-0.28367i,0.091982-0.20398i,0.049696-0.085904i,0.0074272-0.044116i,-0.037531-0.013603i,-0.059498+0.04809i,-0.023325+0.077294i,0.025902+0.055752i,0.037292+0.03013i,0.017825+0.02426i,0.0056946+0.029786i,0.014391+0.02615i,0.019349+0.0084595i,0.0093669-0.0059379i,-0.0017912-0.0070128i,-0.0056437-0.0010072i,-0.0015142+0.0039347i,0.0070415+0.0031101i,0.0099529-0.0010742i,0.0046854-0.0027195i,-0.00083968-0.0056017i,-0.0040092-0.0095574i
-0.12125+0.15093i,-0.19989+0.18867i,-0.18349+0.14073i,-0.10072+0.080243i,-0.066533+0.055517i,-0.043426+0.039462i,0.0050977-0.0062151i,0.015627-0.056456i,-0.0060433-0.062628i,-0.0050878-0.041592i,0.014025-0.028875i,0.018161-0.029675i,0.0020497-0.028498i,-0.010203-0.015279i,-0.0072139-0.0035388i,-0.0013616-0.0010924i,-0.00068855-0.0034593i,-0.0042795-0.0086754i,-0.0098099-0.01121i,-0.0097479-0.0070971i,-0.0031191+0.0019656i,0.0016273+0.012282i,0.001703+0.018646i
0.1544-0.080618i,0.2482-0.096665i,0.22721-0.070408i,0.13964-0.031224i,0.099565+0.011506i,0.084077+0.032262i,0.038776+0.029918i,-0.0042978+0.036656i,-0.019596+0.043041i,-0.028091+0.034877i,-0.034454+0.022312i,-0.029897+0.017241i,-0.012896+0.017648i,0.0037383+0.01293i,0.0097534+0.0053759i,0.0076953+0.00010669i,0.0011791+6.789e-05i,-0.0032916+0.005489i,-0.00092917+0.0079316i,0.0017084+0.0018647i,0.0012236-0.0076027i,0.003686-0.013095i,0.0096485-0.015944i
-0.155+0.0285i,-0.23708+0.030475i,-0.20617+0.021496i,-0.11541-0.01511i,-0.074409-0.082194i,-0.075996-0.11055i,-0.058312-0.064509i,-0.0078693-0.012861i,0.036486-0.0063212i,0.047939-0.017697i,0.039238-0.016871i,0.02813-0.01168i,0.014138-0.013278i,-0.00037311-0.016622i,-0.0094397-0.01735i,-0.012304-0.0090491i,-0.0046057+0.0026445i,0.0063693+0.0028939i,0.0053144-0.00024455i,-0.0025212+0.0047273i,-0.0052607+0.0099516i,-0.007523+0.0093877i,-0.012856+0.0058533i
0.12342+0.013114i,0.18247+0.017354i,0.15386+0.0053726i,0.061173+0.034019i,-0.00084808+0.12549i,0.0031382+0.16358i,0.02252+0.087371i,0.0028467-0.0085271i,-0.036604-0.031832i,-0.047493-0.0062114i,-0.034256+0.0080008i,-0.022678+0.0049286i,-0.015994+0.0059418i,-0.011499+0.012943i,-0.008421+0.016652i,-0.001892+0.011447i,0.0017801-0.00012321i,-0.0033531-0.0054538i,-0.0041376-0.001303i,0.003145+8.28e-05i,0.0076653-0.0031623i,0.0094518-0.0023306i,0.012405+0.0026025i
-0.079612-0.026543i,-0.11236-0.025674i,-0.095757+0.0089729i,-0.015797+0.016802i,0.080256-0.043902i,0.10083-0.088365i,0.049112-0.050261i,0.010322+0.021805i,0.01465+0.048281i,0.022509+0.024672i,0.018861+0.00087178i,0.011963-0.0054466i,0.0037851-0.0048998i,0.00076961-0.0039273i,0.0032116-0.0023913i,0.0029507-0.00045794i,0.00079045+0.0018613i,0.0035962+0.0025071i,0.0073697-0.0014958i,0.0039785-0.0037066i,-0.0014604-0.0023538i,-0.0047554-0.0053352i,-0.0066484-0.0098845i
0.028347+0.038914i,0.043275+0.039441i,0.046203+0.0064235i,0.018504-0.029365i,-0.040057-0.048326i,-0.081939-0.053008i,-0.075226-0.043202i,-0.035035-0.031564i,-0.00045622-0.023047i,0.0094389-0.011632i,0.0021215-0.0017891i,-0.0035329+0.0077192i,0.0051387+0.016295i,0.014789+0.016058i,0.014068+0.0092514i,0.0085029+0.0027725i,0.00327-0.0026138i,-0.0032182-0.0059375i,-0.0084359-0.0040371i,-0.0049432-0.00082161i,0.0015727+0.0010187i,0.0033034+0.0051263i,0.002829+0.0092954i
0.013688-0.031951i,0.020363-0.029648i,0.016389+0.007112i,0.0020125+0.044394i,-0.011077+0.074766i,0.004219+0.09573i,0.038565+0.074915i,0.038474+0.025032i,0.0068805-0.0071278i,-0.0083825-0.010997i,0.00060135-0.0059907i,0.010916-0.011262i,0.0040081-0.026263i,-0.0099952-0.031542i,-0.011852-0.023149i,-0.0055751-0.013271i,-0.0043921-0.0032658i,-0.0042971+0.0065096i,-0.0019412+0.0070357i,-0.004573+0.0013663i,-0.0080053-0.0016876i,-0.0062584-0.0044123i,-0.0027972-0.0075214i
-0.035092+0.031835i,-0.049302+0.02964i,-0.024928-0.0019745i,0.023695-0.029935i,0.056527-0.045738i,0.041703-0.059208i,-0.013262-0.042954i,-0.042174+0.0046657i,-0.023553+0.032083i,-0.0051416+0.018346i,-0.0089409-0.0052706i,-0.019733-0.0065352i,-0.01792+0.013751i,-0.0047839+0.025306i,0.0010206+0.017214i,-0.0027293+0.0082489i,-0.00097723+0.003377i,0.0048046-0.0025047i,0.0039188-0.0028369i,0.0022083+0.0029241i,0.0043356+0.0053351i,0.0041743+0.003626i,0.0027769+0.0034074i
0.049117-0.024527i,0.068622-0.026311i,0.040257-0.022545i,-0.018692-0.032788i,-0.060213-0.046905i,-0.056677-0.050716i,-0.009491-0.042866i,0.035301-0.03566i,0.041054-0.029662i,0.021254-0.012938i,0.0045486+0.0095099i,0.0067883+0.015508i,0.013587-0.0036002i,0.0070985-0.019786i,-0.001313-0.015093i,-0.0025238-0.0047566i,-0.0032508+0.00058036i,-0.0054481+0.002671i,-0.0032855+0.0026462i,0.00033554+0.00022328i,-0.0015957-0.0014467i,-0.0051027-0.00092367i,-0.0064591-0.00060035i
-0.049529+0.024668i,-0.06283+0.032517i,-0.046316+0.044526i,-0.027404+0.085434i,-0.022821+0.14864i,-0.021946+0.17929i,-0.021293+0.13125i,-0.025297+0.04953i,-0.031711+0.0022519i,-0.024778-0.0036292i,-0.0050065-0.0022657i,-0.0015741-0.0090727i,-0.018551-0.0030832i,-0.023765+0.012301i,-0.014481+0.01615i,-0.0041686+0.011612i,0.0055914+0.005777i,0.010118+0.00087442i,0.0076139+0.00038885i,0.0052072+0.0027376i,0.0060729+0.0056319i,0.0077687+0.0074187i,0.0087833+0.0079768i
0.031525-0.022284i,0.032205-0.036837i,0.0224-0.038307i,0.058751-0.047i,0.131-0.10531i,0.14362-0.16149i,0.070681-0.12951i,0.0017663-0.039866i,-0.006658+0.023344i,0.0089579+0.027229i,0.0085405+0.0068189i,0.0021146+0.0060994i,0.014602+0.015294i,0.028397+0.010078i,0.026947+0.0014549i,0.016551-0.0035423i,0.0023023-0.0091503i,-0.0069673-0.012294i,-0.0055026-0.013162i,-0.0014029-0.014144i,-0.0008234-0.015171i,-0.0012372-0.01482i,-0.00053301-0.013977i
-0.014985+0.024551i,-0.0022471+0.057586i,0.020642+0.064051i,-0.017647+0.028826i,-0.12171+0.01619i,-0.15829+0.047974i,-0.07812+0.058025i,0.012796+0.022306i,0.041077-0.017648i,0.021939-0.022998i,0.0032633-0.0040093i,0.0037552+0.00098723i,-0.0011215-0.013582i,-0.01558-0.018675i,-0.019358-0.011159i,-0.012279-0.0018902i,-0.0051978+0.0088945i,-0.0024147+0.014908i,-0.0059663+0.013759i,-0.0099961+0.013943i,-0.0083302+0.015772i,-0.0050097+0.014647i,-0.0038726+0.011715i
0.0034246-0.029887i,-0.016202-0.06549i,-0.040798-0.072598i,-0.016655-0.0095963i,0.058404+0.063931i,0.095376+0.066457i,0.053747+0.026342i,-0.010646+0.0026211i,-0.041863+0.0002969i,-0.024398+0.00089076i,0.0043975-0.0086323i,0.0065465-0.013899i,0.00081433-0.00094528i,0.0073616+0.0077788i,0.011334+0.0015816i,0.008537-0.0074307i,0.0067355-0.015409i,0.0074436-0.01642i,0.011772-0.0094501i,0.015673-0.0054941i,0.014119-0.0065293i,0.0097784-0.0074361i,0.0074744-0.0061856i
0.0019706+0.032928i,0.03406+0.076676i,0.075488+0.084065i,0.084295+0.0036849i,0.056489-0.1028i,0.016833-0.14233i,-0.0088834-0.10186i,-0.0039735-0.02509i,0.015875+0.024405i,0.010042+0.019381i,-0.017788+0.003982i,-0.023109+0.004463i,-0.0096301+0.0016694i,-0.0088294-0.0029047i,-0.016258+0.0013718i,-0.019649+0.0087239i,-0.020348+0.014738i,-0.018602+0.012758i,-0.017141+0.0026513i,-0.0169-0.0026388i,-0.013872-0.0026544i,-0.0086798-0.002452i,-0.0059937-0.0024869i
-0.0033857-0.023597i,-0.029471-0.076232i,-0.078683-0.10401i,-0.12277-0.053467i,-0.14176+0.028935i,-0.1174+0.086466i,-0.044757+0.090051i,0.02223+0.028145i,0.033672-0.032558i,0.018471-0.027893i,0.017146+0.0038388i,0.016213+0.0091855i,0.0039523+0.00033488i,0.00074986+0.00028081i,0.009877+0.0037908i,0.018387+0.0047763i,0.023348+0.0029896i,0.022818+0.0036014i,0.018621+0.0095596i,0.014241+0.011648i,0.0092852+0.0088785i,0.0050367+0.0071611i,0.0024218+0.0056305i
-0.0043782+0.016847i,0.0081575+0.068883i,0.043111+0.12059i,0.080711+0.12772i,0.095209+0.1029i,0.082584+0.05411i,0.025605-0.012432i,-0.056058-0.027046i,-0.082966+0.0092776i,-0.047443+0.017734i,-0.01389-0.0074547i,-0.0050413-0.016071i,-0.0011393-0.0033213i,0.00016384+0.00089016i,-0.0053952-0.0051014i,-0.0096763-0.010475i,-0.010617-0.012857i,-0.0084764-0.014994i,-0.0048769-0.019498i,-0.003658-0.019789i,-0.0020654-0.013469i,0.00099861-0.0071719i,0.0029436-0.0026535i
0.008545-0.010714i,0.010082-0.045927i,-0.0023394-0.095772i,-0.0016499-0.11744i,0.028396-0.11951i,0.044617-0.10989i,0.033846-0.042611i,0.055583+0.032637i,0.08223+0.035779i,0.052175+0.012328i,0.0045255+0.015378i,-0.011633+0.021765i,-0.0077009+0.01354i,-0.00081586+0.010325i,0.0056858+0.016174i,0.0067965+0.016987i,0.0038497+0.014322i,-0.0013272+0.013634i,-0.0085765+0.016061i,-0.011102+0.017924i,-0.0084492+0.013288i,-0.0057119+0.0052744i,-0.0047208-0.001746i
-0.025372+0.0018893i,-0.040411+0.035162i,-0.037622+0.087621i,-0.044229+0.10224i,-0.098396+0.087267i,-0.13465+0.086489i,-0.082202+0.052005i,-0.033311-0.0274i,-0.042753-0.059374i,-0.031944-0.029743i,0.0070692-0.0090267i,0.023678-0.010055i,0.015508-0.010505i,0.0055754-0.015709i,0.0020146-0.025423i,0.00119-0.025104i,0.0020644-0.017358i,0.0070324-0.012091i,0.015449-0.010642i,0.018552-0.0090348i,0.013218-0.0024632i,0.0072604+0.0061942i,0.0037378+0.011674i
0.038346+0.019564i,0.079275-0.0059134i,0.099129-0.05426i,0.10456-0.052423i,0.15462-0.0055017i,0.18412-0.0033697i,0.098649-0.01867i,-0.00064666+0.022716i,-0.010566+0.061809i,0.0063784+0.03605i,-0.0047523-0.0029846i,-0.017819-0.014333i,-0.014703-0.0078472i,-0.010631+0.0049948i,-0.011995+0.015835i,-0.011934+0.017735i,-0.010213+0.01319i,-0.011948+0.0075891i,-0.016193+0.0022242i,-0.012971-0.0017887i,-0.0030562-0.0076214i,0.0055168-0.013903i,0.009236-0.015082i
-0.044928-0.018924i,-0.098578-0.0073446i,-0.1136+0.025185i,-0.077978-0.013918i,-0.089038-0.1236i,-0.12576-0.13872i,-0.064395-0.050163i,0.03987-0.015816i,0.062332-0.037573i,0.025309-0.028342i,0.0013419+0.005677i,-0.0017826+0.024672i,0.00060254+0.020213i,0.0054477+0.0078481i,0.012503+0.00031988i,0.013951-0.0018357i,0.009839-0.00089607i,0.009641+0.0031236i,0.011561+0.0063968i,0.0060397+0.0052333i,-0.0050152+0.0047071i,-0.012542+0.0071313i,-0.01392+0.0090391i
0.042853+0.026656i,0.10838+0.021339i,0.11931-0.01716i,0.01673+0.007192i,-0.070199+0.13847i,-0.034928+0.19029i,-0.0068608+0.076028i,-0.056399-0.01384i,-0.075814-0.0033686i,-0.033145+0.011498i,0.0087375-0.0070466i,0.020982-0.029772i,0.012959-0.033602i,8.5983e-05-0.02432i,-0.0092548-0.013893i,-0.007465-0.005011i,0.00043458-0.0028791i,0.0015561-0.0073947i,-0.0023916-0.010126i,-0.0010082-0.0063992i,0.0067541-0.0020749i,0.013385-0.0015627i,0.015126-0.0020299i
-0.049977-0.027624i,-0.12531-0.024261i,-0.15553+0.039374i,-0.027782+0.09118i,0.14746+0.01587i,0.14808-0.087274i,0.044484-0.048143i,0.023599+0.037024i,0.0431+0.035693i,0.018709-0.0011273i,-0.02101-0.0040829i,-0.038727+0.016526i,-0.032176+0.030041i,-0.01372+0.028536i,0.0021224+0.019356i,0.0047683+0.0065513i,-0.001061-0.0010221i,-0.0051368+0.0010983i,-0.0053828+0.0054706i,-0.0057379+0.0031029i,-0.0097439-0.0035234i,-0.014217-0.0058627i,-0.015062-0.0042345i
0.045091+0.03706i,0.12929+0.049153i,0.20079-0.012914i,0.11429-0.12736i,-0.07935-0.14133i,-0.13489-0.03631i,-0.036764+0.0065872i,0.016895-0.034214i,-0.0030349-0.03311i,-0.0079436+0.0081336i,0.014714+0.022235i,0.034119+0.0072105i,0.034591-0.0093572i,0.020845-0.015712i,0.0060065-0.012891i,-0.001248-0.0047768i,-0.0009623+0.0010959i,0.0029915+0.0014325i,0.0048347+0.0005786i,0.0033072+0.0048744i,0.0034611+0.012746i,0.0065444+0.017006i,0.0095897+0.016152i
-0.024208-0.040042i,-0.1077-0.071817i,-0.21597-0.023344i,-0.20031+0.13313i,-0.041341+0.22145i,0.049062+0.12671i,-0.0094245+0.020952i,-0.055696+0.016544i,-0.023624+0.018456i,0.0062377-0.008773i,0.0019243-0.025272i,-0.017279-0.024187i,-0.028859-0.014146i,-0.021863-0.0047474i,-0.0088889-0.0016137i,-0.00090841-0.0029045i,0.0017462-0.0043214i,0.00044903-0.004093i,-0.00028248-0.0033401i,0.0034637-0.0065456i,0.0064474-0.012416i,0.004843-0.015726i,-0.00038094-0.015091i
0.012933+0.039891i,0.088746+0.099377i,0.24122+0.095383i,0.33343-0.057161i,0.24389-0.20285i,0.10168-0.14669i,0.06669-0.010387i,0.071944+0.029084i,0.033235+0.014148i,-0.0058836+0.013591i,-0.013421+0.02368i,0.00041972+0.034913i,0.015714+0.034078i,0.014743+0.023444i,0.0050983+0.014133i,-0.0026002+0.0077055i,-0.0053021+0.0050505i,-0.0015915+0.0037171i,-0.00012434+0.001152i,-0.0057769+0.0011496i,-0.010149+0.0051042i,-0.0075009+0.0093847i,-0.00084235+0.011222i
0.005612-0.044098i,-0.042841-0.13378i,-0.19825-0.21357i,-0.37829-0.15136i,-0.38659-0.005075i,-0.22439+0.017391i,-0.096507-0.060951i,-0.050724-0.080032i,-0.011469-0.040153i,0.020443-0.01624i,0.027344-0.021505i,0.017557-0.039293i,0.0025362-0.04709i,-0.0039754-0.037642i,-0.0012525-0.020798i,0.0030277-0.0069505i,0.0047597-0.0022488i,0.0026549-0.0021502i,0.0017454-0.00075278i,0.0061979+0.0026047i,0.011161+0.0024864i,0.011644-0.0033086i,0.0064109-0.0089374i
-0.026114+0.045898i,-0.022643+0.15755i,0.079197+0.31185i,0.26195+0.36288i,0.32872+0.25799i,0.19512+0.15519i,0.050394+0.13412i,0.0012826+0.10151i,-0.015032+0.035248i,-0.02777-0.0036543i,-0.029364-0.0013033i,-0.024496+0.018897i,-0.017901+0.033792i,-0.013104+0.031098i,-0.0091009+0.015917i,-0.0061354+0.0019849i,-0.0053781-0.0027477i,-0.0050684-0.0022013i,-0.0056848-0.0033444i,-0.0073232-0.0076082i,-0.0097929-0.010417i,-0.010286-0.0067609i,-0.0082803+0.0010495i
0.050938-0.046859i,0.096192-0.15546i,0.074149-0.34597i,-0.05848-0.4721i,-0.14922-0.40503i,-0.073093-0.25153i,0.029085-0.15819i,0.038915-0.088638i,0.018636-0.011248i,0.011115+0.022788i,0.0075438+0.014706i,0.010723-0.0036507i,0.015198-0.016221i,0.013197-0.014343i,0.0076066-0.0032394i,0.0024305+0.0046257i,0.0010881+0.0053718i,0.0017093+0.0038314i,0.0014187+0.0058627i,0.0011709+0.010626i,0.0010086+0.01145i,0.0022983+0.007651i,0.0048208+0.0016852i
-0.063604+0.024558i,-0.15785+0.12099i,-0.23453+0.31654i,-0.19325+0.49443i,-0.099948+0.46961i,-0.089758+0.27941i,-0.11442+0.12499i,-0.076239+0.044658i,-0.019406-0.015394i,0.0010584-0.032362i,0.0019934-0.015195i,-0.005684-0.0013476i,-0.014959+0.0048147i,-0.013909+0.0016542i,-0.0068621-0.0053179i,-0.00083171-0.0056026i,0.0019218-0.0028113i,0.0026477-0.0017128i,0.0040321-0.0034627i,0.0048869-0.0068796i,0.0039107-0.0072362i,0.0016268-0.0036177i,-0.0022064+0.0012471i
0.066123-0.0095789i,0.19942-0.063123i,0.37467-0.19252i,0.45274-0.33953i,0.37906-0.34393i,0.25968-0.19086i,0.16876-0.050437i,0.082685+0.012321i,0.011516+0.040034i,-0.0089368+0.037917i,-0.003534+0.020087i,0.0045792+0.012958i,0.012549+0.012812i,0.012223+0.012491i,0.0059215+0.0098988i,0.00092385+0.0037379i,3.7639e-06-0.00081291i,0.00038308-0.0023088i,-0.002107-0.0018842i,-0.0057944+0.00067559i,-0.0070316+0.0021513i,-0.0035853+0.0011768i,0.0032798-0.00094869i
-0.063568-0.0045373i,-0.20251-0.0094872i,-0.40878+0.015011i,-0.53822+0.067867i,-0.47939+0.067632i,-0.31701-0.0027159i,-0.18032-0.049083i,-0.074238-0.046124i,0.00255-0.033583i,0.021276-0.021501i,0.010595-0.01109i,0.0017806-0.011691i,-0.0035983-0.018401i,-0.0040274-0.020427i,-0.0021397-0.014195i,-0.0012624-0.0035373i,-0.002124+0.0029714i,-0.0024029+0.0029035i,0.00087581+0.0023862i,0.0056546+0.0047715i,0.008095+0.0071808i,0.0063156+0.0062293i,0.00086943+0.0025808i
0.050248+0.025622i,0.16685+0.082704i,0.35059+0.15029i,0.47162+0.17624i,0.40709+0.16584i,0.24679+0.15492i,0.13433+0.12113i,0.058753+0.05583i,-0.00057373+0.0054897i,-0.013459-0.0072747i,0.00084532-0.0059408i,0.0054427-0.00097319i,0.00039562+0.0077585i,-0.0048274+0.012291i,-0.0055239+0.0076869i,-0.00091062-0.00038475i,0.0024921-0.0032416i,0.0021602-0.0033921i,-0.0010052-0.0050916i,-0.0032073-0.0076166i,-0.001902-0.0087355i,0.00077133-0.0069358i,0.0028953-0.0025726i
-0.034055-0.04719i,-0.10876-0.13864i,-0.23225-0.27183i,-0.31891-0.34857i,-0.26732-0.30951i,-0.14098-0.22246i,-0.069478-0.1421i,-0.041051-0.052905i,-0.012384+0.013196i,-0.0042802+0.022048i,-0.013704+0.0093535i,-0.012683+0.0023989i,-0.003092-0.0018961i,0.0022191-0.0018818i,0.00092372+0.0014647i,-0.0033821+0.0045929i,-0.0052522+0.0044818i,-0.0053033+0.0037611i,-0.0037412+0.0059468i,-0.001602+0.0071887i,-0.0028715+0.0044573i,-0.0053888+0.00068291i,-0.0053659-0.0009315i
0.0064251+0.052958i,0.025567+0.16554i,0.057008+0.33547i,0.076206+0.44483i,0.051138+0.39072i,0.0090302+0.24427i,0.0013345+0.12576i,0.014554+0.039913i,0.013917-0.017259i,0.0084817-0.02086i,0.010837-0.0036401i,0.0097247+0.00033378i,0.0025252-0.0011386i,-0.00034552-0.0013571i,0.0023113-0.0010565i,0.006428-3.7799e-05i,0.00781+0.0015351i,0.0071674+0.0017166i,0.0071181-0.0012663i,0.0053659-0.0035428i,0.0037453-0.0013725i,0.0042038+0.0019182i,0.0044949+0.0027535i
0.013396-0.045148i,0.049763-0.14448i,0.11203-0.2823i,0.16471-0.35611i,0.16959-0.29183i,0.1197-0.17209i,0.049081-0.093783i,-0.0030478-0.035965i,-0.019505+0.010218i,-0.01157+0.013708i,-0.0062498-0.0015403i,-0.0079186-0.0029658i,-0.0047912+0.0039016i,-0.0004535+0.006672i,-0.0013703+0.0030355i,-0.0045712-0.00179i,-0.0049454-0.0041867i,-0.0039412-0.0044344i,-0.0056448-0.0025996i,-0.007765-0.0010818i,-0.0079559-0.0019031i,-0.0075175-0.0034382i,-0.0056753-0.0041688i
-0.029752+0.040585i,-0.09813+0.10878i,-0.19804+0.18912i,-0.26031+0.20407i,-0.23332+0.12989i,-0.15249+0.063436i,-0.076733+0.055591i,-0.016881+0.047839i,0.016036+0.020864i,0.01074+0.0097251i,9.2494e-05+0.014332i,0.0029292+0.01123i,0.0064163-0.00055926i,0.0054571-0.0078058i,0.003956-0.0052746i,0.0032968+0.00076839i,0.0028029+0.0042947i,0.0029783+0.005021i,0.0045723+0.0053412i,0.0053388+0.0063552i,0.0042456+0.0075921i,0.0026589+0.0077672i,0.0016073+0.0056488i
0.037162-0.026664i,0.12141-0.056711i,0.23619-0.078113i,0.28861-0.059417i,0.22717-0.014791i,0.13432-0.0059744i,0.079741-0.035531i,0.037378-0.050117i,0.0068932-0.037715i,0.0076812-0.023846i,0.013838-0.020008i,0.0069918-0.014756i,-0.0020127-0.0056819i,-0.0057793+0.0005736i,-0.0042901+0.00047739i,-0.0011564-0.0039094i,0.0011977-0.0054403i,0.0014655-0.0053077i,-0.0013732-0.0064412i,-0.0013149-0.0056064i,0.0016013-0.0036248i,0.0032767-0.0028184i,0.0019249-0.0027979i
-0.038094+0.00908i,-0.11519+0.004256i,-0.21152-0.030779i,-0.24424-0.077407i,-0.17927-0.081089i,-0.10914-0.033349i,-0.083095+0.018313i,-0.054913+0.041169i,-0.025677+0.036i,-0.019373+0.019829i,-0.019452+0.010451i,-0.011607+0.0070673i,-0.002885+0.0043959i,-0.0002953+0.0032228i,-0.0038808+0.0033347i,-0.0064693+0.0045067i,-0.0053305+0.0049672i,-0.0027251+0.0054654i,3.3027e-07+0.0062662i,0.0016042+0.0039294i,0.0016442+5.2358e-05i,0.00058845-0.0004689i,0.0003664+0.00081307i
0.035181+0.0051369i,0.086454+0.038191i,0.13234+0.10456i,0.11819+0.15617i,0.062934+0.12858i,0.048074+0.054782i,0.069377+0.0014599i,0.064858-0.023922i,0.03777-0.027634i,0.021209-0.013569i,0.015907-0.0020882i,0.0094565-0.0037855i,0.0015751-0.0068366i,-0.00064537-0.0055269i,0.0033225-0.0031696i,0.0062268-0.0015968i,0.0065028-0.0019358i,0.0045765-0.0037177i,0.0021725-0.004715i,0.00062246-0.0042051i,0.00080882-0.0020703i,0.0018524+7.5456e-05i,0.0022517-0.0011329i
-0.01913-0.014915i,-0.042528-0.055664i,-0.043691-0.1131i,-0.0061715-0.13048i,0.022517-0.083528i,-0.004849-0.034985i,-0.050878-0.021218i,-0.065667-0.0095359i,-0.046358+0.0046209i,-0.022159+0.00093756i,-0.012982-0.0077759i,-0.011927-0.0045713i,-0.0078351+0.0041553i,-0.0033845+0.0079507i,-0.0018938+0.0056668i,-0.0024788+0.0013771i,-0.0040385-0.0011366i,-0.0042685-0.0006607i,-0.0042961+0.00071316i,-0.0041303+0.00012205i,-0.0024195-0.0012684i,-0.0013576-0.00146i,-0.00088163+5.2919e-05i
0.0073183+0.023243i,0.0091918+0.063357i,-0.0089352+0.10505i,-0.035859+0.098244i,-0.030691+0.050618i,0.010504+0.026179i,0.041134+0.035104i,0.044085+0.036054i,0.029624+0.023639i,0.011652+0.0189i,0.0044774+0.017582i,0.0050097+0.0099827i,0.0047829-0.00014607i,0.0042391-0.0065244i,0.0030871-0.0056936i,0.0012166-0.0013467i,0.00068623+0.0011457i,0.0026821+0.0018949i,0.0038081+0.0019969i,0.0010398+0.0019652i,-0.0023524+0.001539i,-0.002905+3.7323e-05i,-0.00080611-0.001607i
-0.0025626-0.017631i,0.017553-0.046217i,0.055916-0.064621i,0.079495-0.045993i,0.051196-0.020354i,-0.00046627-0.034544i,-0.026441-0.057412i,-0.0237-0.049881i,-0.0086438-0.031503i,0.0050855-0.022956i,0.0071158-0.017858i,0.0027491-0.0093726i,-0.00098355-0.0025062i,-0.002707+6.4833e-05i,-0.0008547-0.00069171i,0.00086695-0.0032095i,0.00047-0.0051139i,-0.00066168-0.0046297i,-0.0014299-0.0018128i,-6.1205e-05+0.0020461i,0.0014823+0.005174i,0.00072827+0.0057401i,-0.00092813+0.0038676i
-0.0074027+0.017151i,-0.030931+0.032662i,-0.062833+0.025336i,-0.064618-0.0082375i,-0.024863-0.018298i,0.00049821+0.02194i,-0.0013562+0.060901i,-0.0030108+0.059481i,-0.0053237+0.038159i,-0.010308+0.021048i,-0.010086+0.011755i,-0.0042971+0.0055868i,0.00055745+0.0021263i,0.0014613+0.00075443i,-0.0011336+0.0010353i,-0.0036764+0.0025951i,-0.002921+0.0037334i,-0.00062539+0.0040486i,0.00036379+0.0022874i,0.0012791-0.0019254i,0.0028724-0.004996i,0.0036931-0.0045119i,0.0041481-0.0019129i
0.011836-0.01233i,0.031284-0.014178i,0.044425+0.0024195i,0.019775+0.026088i,-0.019958+0.012739i,-0.016592-0.02542i,0.012487-0.047811i,0.024269-0.049066i,0.019038-0.036599i,0.011189-0.018223i,0.0073095-0.0051688i,0.0039625-0.0022213i,-0.00046098-0.0021042i,-0.0034061-0.001662i,-0.0028852-0.0011506i,-0.00095088+0.00041766i,0.00090477+0.00017102i,0.0017202-0.0015261i,0.00072549-0.0011498i,-0.00045055-0.00011665i,-0.0011587+0.0008569i,-0.0025496+0.0016783i,-0.0029725+0.00060343i
