-0.00022369+0.0020454i,0.00061002+0.00086312i,-0.00032542-0.00063119i,-0.0010058-0.00077186i,-0.0012375+0.00012188i,-0.00095931+0.00082544i,-0.00073094+0.00082131i,-0.00047715+0.00066159i,0.00055199+0.0011882i,0.0017621+0.0010843i,0.0017002-0.00058905i,0.00091447-0.00071779i,-0.00023997-0.00024394i,-0.00019225-0.0005474i,-6.9968e-06+0.00013855i,-0.00039013+0.00069915i,0.0001603-2.9334e-05i,0.00011262-0.00011062i,-0.00068764-0.00057611i,-0.00087714-0.001386i,-0.00044969-0.00062446i,0.00047315+0.00014101i,0.00075177+0.00032621i
0.13201+0.011763i,0.18936-0.047912i,0.13281-0.12218i,0.034437-0.11989i,0.048687-0.061871i,0.13786-0.065312i,0.13723-0.11379i,0.054479-0.10145i,-0.0035789-0.031878i,-0.0047588+0.022648i,0.020785+0.023868i,0.031312-0.0018765i,0.023081-0.010727i,0.017188-0.0031819i,0.015994+0.00071127i,0.015906-0.0049153i,0.014416-0.012972i,0.0060616-0.015216i,-0.0051044-0.0084576i,-0.0041817+0.0003347i,0.005071+0.0010684i,0.0065512-0.0038909i,0.00073374-0.005184i
-0.14037+0.1817i,-0.18636+0.33529i,-0.14006+0.36804i,-0.056503+0.21618i,-0.041649+0.05768i,-0.068705+0.025888i,-0.059516+0.045714i,-0.033134+0.039116i,-0.0085687+0.023458i,0.0034049+0.016197i,-0.015501+0.022818i,-0.032928+0.041703i,-0.021843+0.04645i,-0.0045832+0.029644i,-0.0037768+0.01196i,-0.011579+0.010792i,-0.014421+0.017803i,-0.011252+0.018823i,-0.0056877+0.015459i,-0.00038296+0.010859i,0.004101+0.0049824i,0.0051252+0.001636i,0.0054162+0.0004202i
0.13523-0.26835i,0.16578-0.39578i,0.12605-0.34872i,0.04219-0.18497i,-0.035693-0.08514i,-0.093959-0.056301i,-0.093207-0.01876i,-0.041096+0.0050722i,-0.0017269-0.0092825i,0.016134-0.027965i,0.028728-0.033124i,0.031652-0.033849i,0.022541-0.033441i,0.0096878-0.028399i,0.0015626-0.019564i,0.00089268-0.015881i,0.0035977-0.016261i,0.0040949-0.011169i,0.0069145-0.0041324i,0.007301-0.0052601i,-0.0023679-0.0088622i,-0.0096056-0.0058975i,-0.0091795-0.0021093i
0.12627+0.1696i,0.20778+0.15835i,0.20248+0.091349i,0.13157+0.10403i,0.12046+0.19504i,0.1714+0.22396i,0.15933+0.15007i,0.075611+0.081904i,-0.0033856+0.061793i,-0.039576+0.049947i,-0.036542+0.034497i,-0.019134+0.024619i,-0.0055195+0.023256i,0.0033458+0.025911i,0.010763+0.028795i,0.014963+0.027481i,0.014035+0.023319i,0.013078+0.016673i,0.0098245+0.0049901i,0.0024296-0.0010176i,0.00064455+0.0020383i,0.0031378+0.0034332i,0.0003731+0.00030017i
-0.36356-0.11131i,-0.56554-0.069211i,-0.54461-0.0086643i,-0.31697-0.038703i,-0.11968-0.12839i,-0.04289-0.1707i,-0.010651-0.14489i,0.021243-0.097771i,0.048758-0.052543i,0.053398-0.029413i,0.031741-0.029818i,0.0080533-0.031279i,-0.0037109-0.026147i,-0.006478-0.019108i,-0.0043316-0.019262i,-0.0063541-0.025402i,-0.012166-0.028238i,-0.015304-0.023474i,-0.014872-0.012814i,-0.010517-0.003604i,-0.0050657+0.00034123i,-0.0041607+0.00088284i,-0.0028624+0.0043625i
0.21485-0.035581i,0.29382-0.06777i,0.28739-0.090895i,0.22245-0.13804i,0.13212-0.18437i,0.038332-0.15005i,0.00036985-0.071144i,0.012905-0.040746i,0.019693-0.042565i,0.0084802-0.018066i,8.0743e-05+0.028545i,0.016015+0.053277i,0.039726+0.036993i,0.042437+0.0042025i,0.027825-0.013428i,0.015665-0.0065257i,0.014929+0.0059584i,0.014259+0.0076753i,0.0095531+0.0069031i,0.0060768+0.0056102i,0.0036334+0.0012179i,0.001994+0.00051239i,0.0035619+0.0014868i
0.0022507+0.22123i,0.10958+0.30821i,0.16986+0.26438i,0.064433+0.17662i,-0.093816+0.18539i,-0.12828+0.22516i,-0.086815+0.17292i,-0.081053+0.075733i,-0.093155+0.0044154i,-0.075873-0.027413i,-0.037624-0.037575i,-0.019333-0.043429i,-0.03064-0.03257i,-0.039517-0.0068456i,-0.037225+0.010891i,-0.035703+0.010729i,-0.034781+0.0067174i,-0.023819+0.010801i,-0.0068721+0.012139i,0.0010943+0.0051994i,9.8646e-05+0.0019409i,-0.0012436+0.0025062i,-0.0012575-0.0001318i
-0.060448-0.16721i,-0.1848-0.26757i,-0.29483-0.27573i,-0.27092-0.13665i,-0.087411-0.016124i,0.090309-0.039508i,0.11324-0.068726i,0.062776-0.010657i,0.03229+0.054729i,0.019963+0.064727i,0.016354+0.039883i,0.01133+0.012919i,0.0019857-0.0025557i,-0.0042663-0.0037483i,0.0032585+0.0050234i,0.021115+0.0097889i,0.02915+0.0027791i,0.024375-0.0086428i,0.014175-0.015047i,0.0035901-0.013608i,-0.0005202-0.008212i,0.00050336-0.0061408i,-0.00013795-0.0056121i
0.046666-0.034033i,0.041058-0.019016i,-0.0097441+0.047595i,-0.039126+0.064319i,-0.040224-0.0068762i,-0.068557-0.06222i,-0.072086-0.05877i,-0.036223-0.049383i,-0.011525-0.0391i,-0.0064567-0.019627i,-0.013523-0.0072299i,-0.01999+0.0051311i,-0.0093048+0.022207i,0.011157+0.025173i,0.018828+0.010549i,0.0068738-0.00046467i,-0.0054131-0.00021196i,-0.010302+0.00043795i,-0.012975+0.0021503i,-0.01138+0.0061489i,-0.0073475+0.0075176i,-0.0055454+0.0075156i,-0.0030635+0.0082533i
0.040851+0.095841i,0.065285+0.14541i,0.12466+0.13532i,0.18001+0.040079i,0.11864-0.042091i,0.010485+0.0062168i,0.0097009+0.076671i,0.057347+0.045684i,0.057208-0.010144i,0.039512-0.014326i,0.039412+0.012383i,0.05483+0.026315i,0.061357+0.01125i,0.042042-0.0066953i,0.016186-0.010566i,0.0065972-0.011438i,0.0062668-0.012082i,0.0015552-0.0057536i,-0.00096925+0.0046723i,0.0028757+0.0068108i,0.0069642+0.0012084i,0.0068031-0.0042909i,0.0026035-0.0065177i
-0.11557-0.13895i,-0.030579-0.21183i,0.11604-0.23885i,0.12749-0.16193i,0.048791+0.0042182i,0.026131+0.093205i,-0.0094464+0.053919i,-0.075512+0.027103i,-0.091317+0.034711i,-0.069053+0.020083i,-0.057066-0.010148i,-0.058729-0.025534i,-0.050551-0.015874i,-0.026265-0.0010358i,-0.0084686+0.0058516i,-0.0094278+0.008364i,-0.016356+0.011422i,-0.011016+0.017034i,0.0042928+0.015624i,0.01179+0.005463i,0.008057-0.00084681i,-0.00041379-0.0012628i,-0.0089631-0.0015817i
0.12481+0.010962i,-0.055706+0.019699i,-0.33142+0.034192i,-0.37958+0.056926i,-0.15722+0.04215i,0.073482+0.0059582i,0.16538+0.0015845i,0.15429+0.0026857i,0.10791+0.0029844i,0.073612+0.007754i,0.058564+0.0037706i,0.04774-0.0063066i,0.029732-0.015265i,0.011394-0.014285i,0.0086913-0.0052763i,0.015389-0.0042466i,0.019524-0.0097887i,0.017985-0.015198i,0.010404-0.0194i,0.0017268-0.018902i,-0.0049275-0.015022i,-0.0085003-0.0090645i,-0.0063495+0.00063851i
-0.25783+0.19703i,-0.22095+0.2139i,-0.098248+0.12434i,-0.055133-0.00037238i,-0.09967-0.077348i,-0.12812-0.10508i,-0.10932-0.12021i,-0.072478-0.11718i,-0.04381-0.099734i,-0.047346-0.069876i,-0.066451-0.012107i,-0.053036+0.042107i,-0.014523+0.04875i,0.0059456+0.018011i,-0.0025686-0.0097072i,-0.014305-0.0062838i,-0.013252+0.0090361i,-0.0069021+0.01003i,-0.0043698+0.0022747i,-0.005572-0.001911i,-0.0042479+0.0031078i,0.0045052+0.013735i,0.017196+0.016928i
0.28646-0.28885i,0.36824-0.18423i,0.40567-0.0076796i,0.35695-0.0065613i,0.20686-0.073961i,0.09858-0.021492i,0.077035+0.052811i,0.038724+0.060441i,-0.010938+0.067221i,0.0008462+0.090453i,0.06392+0.07474i,0.098515+0.014677i,0.071943-0.028485i,0.035796-0.022009i,0.026294-0.00085922i,0.0253+0.00040548i,0.015241-0.0065128i,0.00087406-0.0023138i,-0.0080385+0.0078016i,-0.011776+0.011931i,-0.014661+0.0068297i,-0.015633-0.0020969i,-0.016967-0.004209i
0.011953+0.40792i,0.022651+0.17859i,-0.053214-0.14381i,-0.10332-0.14252i,0.0055874+0.00043701i,0.099648-0.048793i,0.048789-0.13227i,-0.0024051-0.10234i,-0.007946-0.059772i,-0.026123-0.05127i,-0.056571-0.041318i,-0.069065-0.011618i,-0.058264+0.020306i,-0.047717+0.035167i,-0.041581+0.03859i,-0.028936+0.031485i,-0.018362+0.016782i,-0.012929+0.0066904i,-0.0017416+0.0014653i,0.013968+0.00011667i,0.023893-0.00096801i,0.018631-0.0077234i,0.00051664-0.016547i
-0.31006-0.49609i,-0.47004-0.31103i,-0.43909+0.031107i,-0.29445+0.11053i,-0.25106+0.014887i,-0.29083+0.069643i,-0.24062+0.17058i,-0.12211+0.11959i,-0.04544+0.0089379i,-0.026314-0.043891i,-0.017593-0.048521i,-0.0016298-0.048565i,0.0076348-0.043883i,0.020525-0.032789i,0.033962-0.039566i,0.025417-0.050435i,0.0080121-0.039837i,0.0028631-0.020085i,0.0021597-0.0075557i,-0.00043128-0.0033499i,-0.0029771-0.0058395i,-0.0060767-0.009609i,-0.0036725-0.0057772i
0.20516+0.31675i,0.15363+0.18887i,-0.067306+0.019175i,-0.30702+0.044795i,-0.39045+0.24703i,-0.20748+0.43698i,0.104+0.38949i,0.19167+0.17257i,0.057561+0.061222i,-0.0015507+0.060188i,0.012757+0.03615i,0.014453+0.025604i,0.050212+0.03334i,0.081497+0.02287i,0.066558+0.036783i,0.046469+0.061785i,0.034971+0.055216i,0.020125+0.038885i,0.010933+0.029134i,0.0073933+0.018742i,-0.00096899+0.012241i,-0.0050869+0.01405i,0.0011296+0.017464i
-0.048221-0.256i,0.083515-0.29082i,0.20367-0.4091i,0.17795-0.5914i,0.28938-0.58934i,0.54393-0.4829i,0.47897-0.44141i,0.17242-0.32055i,-0.0055083-0.11937i,-0.080828+0.035661i,-0.08709+0.13485i,-0.01384+0.12411i,0.024905+0.040805i,0.027389-0.0097889i,0.033938-0.048813i,0.016466-0.077585i,-0.014793-0.058979i,-0.017282-0.018152i,0.0079161-0.001159i,0.023471-0.0079554i,0.0098784-0.012254i,-0.021787-0.001623i,-0.048588+0.02446i
-2.16+7.6637i,-0.54373+5.7552i,2.3558+5.0829i,4.5772+2.3898i,4.8545-0.39475i,3.2656-1.548i,1.282-0.81989i,0.26643+0.43818i,0.49854+1.2012i,1.3773+0.89064i,1.6591-0.22916i,1.2387-1.1238i,0.81605-1.3132i,0.71627-0.94507i,0.90691-0.61962i,0.75622-0.47135i,0.26536-0.2067i,0.0042297-0.033445i,-0.037184-0.12808i,0.020698-0.2118i,0.17916-0.27687i,0.23208-0.45575i,0.030298-0.53597i
-0.171+0.42865i,0.13163+0.59172i,0.46389+0.51588i,0.48705+0.2807i,0.30177+0.20745i,0.18322+0.27058i,0.12349+0.1716i,0.012117-0.0063739i,-0.092782-0.066605i,-0.16205-0.041304i,-0.20096+0.018928i,-0.17871+0.072087i,-0.13011+0.07739i,-0.1012+0.061443i,-0.078243+0.045084i,-0.044915+0.021713i,-0.026604+0.0010844i,-0.024963+0.0066618i,-0.0056305+0.027861i,0.017994+0.031498i,0.01059+0.016504i,-0.019727+0.0083832i,-0.040954+0.020778i
0.39632-0.055858i,0.36506-0.026705i,0.3209-0.029467i,0.36162-0.06737i,0.4179-0.0032637i,0.41277+0.14199i,0.29104+0.22703i,0.14093+0.25848i,0.078583+0.24413i,0.054375+0.17091i,0.022632+0.10194i,0.0030286+0.058566i,-0.004877+0.038943i,0.0044312+0.036707i,0.015982+0.036413i,0.011944+0.040326i,0.0080305+0.03644i,0.0083031+0.018806i,0.0049601+0.0070152i,0.0065794+0.0072544i,0.016545+0.0085816i,0.024669+0.0035569i,0.020744-0.0066594i
-0.22541-0.0080544i,-0.11315-0.20983i,-0.061766-0.45533i,-0.17643-0.47872i,-0.24629-0.4055i,-0.20752-0.46707i,-0.15215-0.4979i,-0.081326-0.37139i,-0.017423-0.22675i,0.014153-0.14429i,0.010076-0.12327i,-0.03218-0.11385i,-0.060451-0.074397i,-0.042326-0.037048i,-0.0029959-0.025945i,0.018658-0.031259i,0.0094402-0.030579i,-0.0061133-0.017223i,-0.01532-0.0016606i,-0.018966+0.010464i,-0.013426+0.010813i,-0.0067868+0.0032553i,-0.00013004+0.0044432i
0.07478+0.09452i,-0.054115+0.31257i,-0.23591+0.49614i,-0.30627+0.47953i,-0.32094+0.37669i,-0.35473+0.33109i,-0.30575+0.2955i,-0.161+0.2151i,-0.033982+0.1051i,0.0045471+0.0079929i,-0.0081094-0.019316i,-0.0030565+0.0071243i,0.015964+0.024349i,0.015083+0.027341i,-0.00017016+0.037333i,-0.0033627+0.047703i,0.011725+0.043353i,0.024827+0.028061i,0.029134+0.0094164i,0.027406-0.0072647i,0.015976-0.01275i,0.0032669-0.0076713i,-0.0067578-0.00037122i
0.017428+0.072014i,0.11196+0.025669i,0.19248+0.035434i,0.16876+0.1715i,0.15592+0.27877i,0.19181+0.22608i,0.10345+0.11012i,-0.047579+0.068526i,-0.095855+0.084485i,-0.068456+0.092083i,-0.0367+0.073034i,-0.031286+0.036551i,-0.040585+0.011602i,-0.039683-0.004835i,-0.041737-0.030717i,-0.052071-0.049255i,-0.051256-0.048168i,-0.035136-0.041679i,-0.017319-0.036822i,-0.0092427-0.026406i,-0.010487-0.0081846i,-0.0086597+0.010667i,0.0046926+0.013293i
0.16654-0.14192i,0.23329-0.16078i,0.28864-0.15961i,0.34888-0.16894i,0.35564-0.23412i,0.28083-0.30643i,0.21584-0.24275i,0.21054-0.10278i,0.19746-0.039644i,0.13836-0.030357i,0.084566-0.010774i,0.057461+0.0072487i,0.03674+0.0012476i,0.020394-0.016318i,0.021287-0.01584i,0.036796+0.0062884i,0.041821+0.020977i,0.025729+0.014708i,0.00074035+0.004713i,-0.010936+0.003826i,-0.002145+0.0017308i,0.0096069-0.0079211i,0.010363-0.014694i
-0.32219+0.065841i,-0.47443+0.12304i,-0.48481+0.16092i,-0.3666+0.12634i,-0.3209+0.03689i,-0.39268-0.015188i,-0.37777-0.0091989i,-0.25021-0.014682i,-0.12673-0.028372i,-0.04076-0.034035i,-0.0050571-0.051937i,-0.010761-0.055768i,-0.017931-0.030368i,-0.019315+3.725e-05i,-0.021435+0.01331i,-0.022773+0.0060904i,-0.020054+0.00032675i,-0.009862+0.0088327i,0.0037014+0.02141i,0.010554+0.024802i,0.0082972+0.021528i,0.0071788+0.020375i,0.01184+0.019794i
0.2688+0.04743i,0.43857+0.075459i,0.54864+0.12225i,0.53664+0.14104i,0.42685+0.16849i,0.31845+0.23223i,0.23873+0.21425i,0.14241+0.11303i,0.033533+0.041757i,-0.029691+0.027679i,-0.02808+0.028651i,-0.0044419+0.012902i,0.00096035-0.0094841i,-0.0037875-0.018768i,-0.004646-0.012713i,-0.0011653-0.0024743i,0.0072941-0.0015936i,0.011617-0.009807i,0.00766-0.015162i,0.00094675-0.017002i,-0.0036968-0.019158i,-0.003845-0.019461i,-0.0049793-0.018683i
-0.15634-0.014033i,-0.11575-0.072346i,-0.027428-0.23975i,-0.018172-0.37997i,-0.050042-0.35204i,-0.022036-0.25014i,0.0010196-0.16175i,-0.0099659-0.073698i,0.0090486-0.01348i,0.039151-0.0093463i,0.027031-0.025926i,-0.010534-0.015878i,-0.025501+0.012523i,-0.0192+0.022988i,-0.015048+0.013272i,-0.014545+0.0015737i,-0.014519-0.0059395i,-0.012233-0.014123i,-0.0099294-0.022352i,-0.011033-0.017296i,-0.007653-0.0031361i,-0.00033822-0.00012795i,0.0013622-0.0054302i
0.092906-0.089347i,-0.099935-0.17468i,-0.37006-0.16154i,-0.44612-0.038994i,-0.30731+0.031329i,-0.15387+0.00094162i,-0.063284-0.018767i,-0.0090448-0.0031046i,0.0066033+0.0095425i,-0.0099301+0.012009i,-0.026527+0.021351i,-0.01772+0.031485i,0.0033186+0.024101i,0.015327+0.014857i,0.021927+0.016974i,0.023787+0.016732i,0.014586+0.012178i,-0.0028201+0.012954i,-0.013108+0.022438i,-0.0036997+0.025733i,0.0083515+0.012002i,0.0033223+0.0011437i,-0.0068823+0.0051277i
-0.15524+0.16871i,-0.020486+0.3676i,0.16102+0.49348i,0.1826+0.4195i,0.067065+0.25993i,-0.031813+0.14416i,-0.066963+0.048838i,-0.075521-0.011593i,-0.056857-0.023071i,-0.021927-0.017726i,0.0077303-0.017265i,0.018873-0.030473i,0.0076875-0.040502i,-0.0026732-0.034786i,-0.0038674-0.02539i,-0.006543-0.017435i,-0.0065412-0.0056799i,0.0012617+0.0081805i,0.011985+0.012893i,0.010318+0.0031346i,-0.0032391-0.002887i,-0.0081062+0.0048204i,0.0028094+0.010916i
0.22322-0.091581i,0.21111-0.21666i,0.14306-0.28886i,0.12541-0.19998i,0.17001-0.066401i,0.18584-0.021978i,0.12803+0.0098265i,0.087576+0.063551i,0.080626+0.06956i,0.054391+0.042409i,0.025425+0.03267i,0.01499+0.03712i,0.012223+0.035368i,0.0062071+0.016006i,-0.002155-0.0031627i,-0.0016939-0.004593i,0.011222-0.0026009i,0.022405-0.011061i,0.019794-0.020423i,0.0073909-0.016388i,0.0033313-0.0065222i,0.0087887-0.0058157i,0.0088108-0.013368i
-0.24514-0.019388i,-0.27015-0.02031i,-0.20932+0.0067524i,-0.13208+0.020462i,-0.11439-0.024178i,-0.14878-0.078997i,-0.13734-0.087026i,-0.076566-0.089061i,-0.045025-0.090833i,-0.031962-0.066322i,-0.018511-0.055005i,-0.024998-0.057801i,-0.032943-0.039803i,-0.025781-0.0072402i,-0.014851+0.010186i,-0.0079457+0.0024255i,-0.0134-0.011943i,-0.025298-0.014104i,-0.027929-0.0039016i,-0.01681+0.0069068i,-0.0058534+0.0093507i,-0.005641+0.0089656i,-0.0066082+0.011703i
0.19055+0.11058i,0.18395+0.25413i,0.14535+0.34025i,0.1594+0.26128i,0.14907+0.13295i,0.08967+0.11248i,0.058069+0.12189i,0.02885+0.085059i,0.00022364+0.061079i,0.0012304+0.052772i,0.011277+0.045228i,0.022455+0.037333i,0.026788+0.016789i,0.01926-0.0020201i,0.0098141-0.00077056i,0.0013741+0.01349i,0.00042303+0.025644i,0.006612+0.025648i,0.012076+0.012905i,0.012454-0.0034737i,0.010816-0.0091461i,0.012222-0.0053572i,0.011806-0.0040939i
-0.12473-0.094031i,0.018178-0.23731i,0.18314-0.37833i,0.14298-0.35915i,0.037321-0.20128i,0.035242-0.10463i,0.017656-0.098487i,-0.031344-0.059861i,-0.028862-0.012784i,-0.0065426-0.01488i,-0.0086283-0.032746i,-0.028562-0.027535i,-0.037908-0.0025268i,-0.027328+0.0077852i,-0.012329-0.003749i,-0.0018031-0.016506i,0.0035925-0.020709i,0.0059349-0.01648i,0.0046969-0.0068184i,-0.0014554+0.0014555i,-0.0067293+0.002308i,-0.0069408-0.0027548i,-0.0047037-0.0048785i
0.12944+0.016314i,-0.043344+0.030098i,-0.26638+0.079868i,-0.27266+0.11826i,-0.16086+0.075524i,-0.12277+0.022292i,-0.083989+0.054303i,0.0018295+0.084928i,0.045781+0.054894i,0.025827+0.022347i,-0.0025001+0.015767i,-0.00056466+0.016207i,0.016094+0.0045735i,0.01749-0.0045901i,0.010054+0.0019235i,0.0066691+0.010343i,0.0065089+0.0084195i,0.0031719-0.0028118i,-0.0060356-0.011305i,-0.010529-0.0072966i,-0.0041931+0.0020475i,0.0018702+0.0061806i,0.0020261+0.0047421i
-0.18425+0.034358i,-0.11493+0.12369i,0.037999+0.16864i,0.084852+0.12539i,0.038586+0.089125i,0.023724+0.083764i,0.035772+0.032654i,0.015976-0.032434i,-0.010768-0.042919i,-0.0064601-0.015026i,0.013749+0.0084663i,0.013528+0.010071i,-0.01137+0.0063137i,-0.02654+0.0088955i,-0.022316+0.0057539i,-0.01784-0.0049176i,-0.0198-0.007652i,-0.018199+0.00077678i,-0.0066266+0.0062143i,0.0051587+0.00065239i,0.0044769-0.0065176i,-0.0014332-0.0056153i,-0.00091179+0.00038207i
0.2459+0.0011395i,0.30218-0.069258i,0.25466-0.12764i,0.18595-0.098837i,0.17485-0.026499i,0.18908+0.0029849i,0.14778+0.00013015i,0.079805+0.019047i,0.046353+0.03335i,0.031586+0.0095223i,0.016881-0.013419i,0.015453-0.0088329i,0.030503+0.00027876i,0.037955-0.0043495i,0.025826-0.0079666i,0.011838+0.0021659i,0.0082171+0.011289i,0.006454+0.010027i,-0.0021406+0.0078504i,-0.0103+0.0083918i,-0.0067783+0.0078409i,0.0010284+0.0031107i,0.0033034-0.0055486i
-0.25574-0.099953i,-0.35921-0.11712i,-0.38088-0.0907i,-0.31514-0.061727i,-0.23477-0.11494i,-0.21254-0.20344i,-0.18824-0.19903i,-0.10766-0.13773i,-0.044463-0.095106i,-0.030891-0.056339i,-0.027941-0.03674i,-0.031195-0.045366i,-0.044353-0.045238i,-0.047756-0.022052i,-0.030463-0.00073156i,-0.0089437-0.0013247i,0.0014806-0.0089979i,0.0039679-0.0083722i,0.0083035-0.0022658i,0.011246+0.0013364i,0.0053318+0.0019427i,-0.0054426+0.0052229i,-0.010688+0.012199i
0.18514+0.18324i,0.22181+0.30022i,0.22376+0.34368i,0.20425+0.27549i,0.13616+0.20883i,0.058482+0.21448i,0.018105+0.19463i,-0.014379+0.11957i,-0.035771+0.062985i,-0.027024+0.043436i,-0.015555+0.053017i,-0.0072299+0.071021i,0.009982+0.068616i,0.027793+0.040914i,0.02751+0.0094707i,0.011653-0.001254i,5.8873e-05+0.0042716i,0.0014806+0.0076778i,0.0064264+0.0012078i,0.0051418-0.0078839i,0.0043519-0.010082i,0.012179-0.0069266i,0.019056-0.006403i
-0.097586-0.18734i,-0.0072692-0.27184i,0.10211-0.29811i,0.086116-0.23693i,0.021673-0.13568i,0.016605-0.073193i,0.014208-0.047205i,-0.0062229-0.012254i,-0.0045543+0.018687i,0.015567+0.014939i,0.034056-0.019182i,0.031449-0.049912i,0.013101-0.053786i,-0.010051-0.039488i,-0.025715-0.016012i,-0.018435+0.001364i,-0.0038721-0.0007124i,-0.0010128-0.0087333i,-0.0064582-0.01073i,-0.011507-0.0051223i,-0.013554+0.0015506i,-0.014196+0.00052311i,-0.014913-0.0015861i
0.085118+0.13378i,-0.040253+0.10002i,-0.2132+0.048386i,-0.2115+0.054537i,-0.08608+0.036036i,-0.026452-0.02006i,-0.013941-0.0097695i,0.016607+0.035593i,0.031743+0.037676i,0.0094621+0.011856i,-0.024995+0.0029304i,-0.040703+0.017495i,-0.035248+0.027928i,-0.019318+0.025778i,0.0011667+0.013371i,0.0080199-0.0033177i,0.0028904-0.0076474i,0.00018688-0.0044696i,-0.0015135-0.001884i,0.0023983+0.0036327i,0.010383+0.0086391i,0.011564+0.010835i,0.0086005+0.0095874i
-0.15324-0.099229i,-0.097297+0.050237i,0.085565+0.20041i,0.17059+0.14678i,0.068757+0.054416i,-0.024616+0.0651i,-0.0096065+0.043762i,0.026626-0.027152i,0.039866-0.056016i,0.039066-0.031962i,0.036533+0.0028732i,0.044172+0.011639i,0.048576-3.8069e-05i,0.038127-0.0064494i,0.016164-0.0021263i,5.6772e-05+0.0065177i,-0.0058033+0.0074891i,-0.011214+0.0065239i,-0.010972+0.010427i,-0.0072244+0.0055806i,-0.0058786-0.0050408i,-0.0010706-0.0083337i,0.0041926-0.0069241i
0.24006+0.13641i,0.33109-0.037286i,0.22612-0.25601i,0.053484-0.21496i,0.04406-0.031539i,0.11687+0.028727i,0.090739+0.015359i,0.015638+0.020959i,-0.032825+0.020092i,-0.037682+0.0025481i,-0.018929-0.023382i,-0.024324-0.037571i,-0.044436-0.025347i,-0.043043-0.0096665i,-0.022331-0.002031i,-0.0042381+0.00017189i,0.0036373+0.003397i,0.011503+0.0056084i,0.01712+0.00075036i,0.014589-0.0012425i,0.0081352+0.0012006i,6.1596e-05+0.0010952i,-0.0071099-0.00026408i
-0.28194-0.26171i,-0.48853-0.17064i,-0.47839+0.051255i,-0.24632+0.09978i,-0.080334-0.049216i,-0.074292-0.15461i,-0.074834-0.1461i,-0.042703-0.097842i,-0.011388-0.04361i,-0.0061285-0.0081165i,-0.024934+0.013081i,-0.022161+0.030521i,0.0049703+0.029707i,0.016661+0.01612i,0.0089786+0.0018383i,-0.0011541-0.0066274i,-0.0043605-0.0082148i,-0.0032225-0.0090604i,-0.0043015-0.0084487i,-0.0050848-0.0058388i,-0.0013175-0.0029104i,0.0041858+0.0023037i,0.0080972+0.0070598i
0.18622+0.41033i,0.39743+0.47683i,0.44852+0.30291i,0.24606+0.11723i,0.025179+0.10026i,-0.04413+0.14786i,-0.036187+0.14675i,-0.015713+0.10229i,0.0018059+0.044953i,0.017607+0.019693i,0.041131+0.018178i,0.045313+0.0056117i,0.024335-0.0083669i,0.0095557-0.0095764i,0.0071069+0.00017677i,0.0085775+0.0092557i,0.006749+0.0083583i,-0.0015947+0.0021643i,-0.0070112-0.0012996i,-0.0077171-0.00087154i,-0.0075025-0.00042599i,-0.0044794-0.0042191i,-0.0015359-0.0097741i
0.029104-0.47185i,-0.063983-0.65511i,-0.14584-0.52071i,-0.085991-0.21378i,0.056052-0.049054i,0.12264-0.046925i,0.089744-0.064668i,0.020608-0.042656i,-0.020267-4.4978e-05i,-0.018857+0.00093102i,-0.021396-0.032436i,-0.034193-0.038294i,-0.03504-0.017779i,-0.03009-0.0073068i,-0.025591-0.011812i,-0.021628-0.015978i,-0.01571-0.0091078i,-0.0076124+0.0052287i,-0.0027132+0.013488i,0.00055695+0.011049i,0.0010882+0.0051943i,-0.0045726+0.0027335i,-0.0099315+0.0064783i
-0.26648+0.43196i,-0.33794+0.64141i,-0.22446+0.55795i,-0.072463+0.23669i,-0.065093-0.019367i,-0.11621-0.08967i,-0.10307-0.048443i,-0.029994+0.0036179i,0.033789+0.0074897i,0.030548+0.001407i,0.0034422+0.025402i,0.0059967+0.036836i,0.019407+0.019907i,0.024485+0.011647i,0.023727+0.018206i,0.020788+0.021862i,0.018122+0.013604i,0.016826-0.00066392i,0.013668-0.0073151i,0.0059004-0.0050569i,0.0018584+0.0012328i,0.007692+0.0076848i,0.016424+0.0066536i
0.45209-0.26872i,0.66108-0.40353i,0.55837-0.36115i,0.24685-0.15567i,0.0477+0.051031i,0.0033166+0.1413i,0.015278+0.11632i,0.025014+0.03953i,0.0034788-0.012678i,-0.0032591-0.017054i,0.015347-0.020843i,0.01052-0.026529i,-0.0096984-0.014418i,-0.018324-0.0092985i,-0.016557-0.01726i,-0.011872-0.02078i,-0.0099359-0.014922i,-0.012045-0.0060519i,-0.0063804-0.00061571i,0.0066322+0.0011636i,0.010575-0.0019302i,0.0026023-0.009176i,-0.010118-0.010407i
-0.51326+0.062532i,-0.74988+0.085121i,-0.63808+0.0699i,-0.27647+0.035535i,0.0036945-0.0097498i,0.10223-0.046059i,0.077647-0.05855i,0.0025939-0.036531i,-0.031433+0.005177i,-0.021778+0.015972i,-0.020026+0.0080766i,-0.01758+0.0075154i,-0.003992+0.0038968i,0.0059245+0.0049674i,0.0068545+0.012511i,0.0024957+0.01514i,0.001778+0.012948i,0.0057096+0.007595i,0.0025801-0.0019676i,-0.0062198-0.0083002i,-0.0078099-0.0035302i,-0.0012303+0.0067195i,0.0080219+0.013323i
